,UKF248,UKF251,UKF259,UKF275,ZH1019T1,ZH8811Abulk
HBEGF,-0.0028204582740645663,-0.020049593965827624,0.018165506990926023,0.06163334460470286,0.024058472750476265,0.03741445280149718
CSF3,,,0.026287581087479316,,,0.0597398877842837
PI3,-0.02435037455250098,,0.042640115907587595,,,0.012016707165915318
PCSK1N,-0.0033439358897348536,-0.012983995348150267,-0.023145850048930952,0.004656807380952387,0.03766977384571835,0.007130989236757503
NTS,,,,-0.01757420914481337,,-0.033654733407364426
SFRP1,-0.048773386937812115,-0.035563519342165575,-0.01716111355842113,-0.032631619436074163,0.05027593862336495,0.017275647844897855
CXCL13,,-0.02915218777590631,,,,0.09153129056338405
MICA,-0.012616129682609917,-0.025929825674632947,0.03396322243623299,0.03744635100281143,-0.03806033636629683,-0.009788682666603665
TG,-0.0364490454007106,-0.016393587761923702,-0.01851956043758158,-0.014844963831745052,-0.08486173594270385,-0.019168762077753105
ADA,-0.010401273878131416,-0.014404015079334347,0.013531521991995884,0.02410333666344058,-0.08539067542334051,0.08855199969899465
LAMC3,0.03727456189054708,0.020054370661060323,-0.08115495155765204,0.03322864406612251,-0.06646629846910906,0.036418733121536415
CCL7,-0.014722694435352861,,-0.013389612607127038,,,0.020098959939896077
NGF,0.07246087307946524,,0.027724473314739095,,-0.04561569451110202,-0.024971091248982637
TNFSF15,,,-0.0149099885155997,,-0.05978940949655576,0.05949014145925886
HMGB1,-0.02639898459224778,0.01672683878023869,0.0031201675798484428,-0.06043694853506357,0.07015346666950084,-0.0727381216563693
ITGB3BP,-0.029541518402209765,0.02450078169737742,-0.017959258602937102,0.013648034446209918,-0.003660330004067216,0.042582812525888025
AANAT,-0.02136038972412372,,-0.013566566100199365,-0.013350162728126993,,-0.018968148490565943
RELN,5.791017878241877e-05,0.0656832303329288,0.0008040430055000859,-0.02939274888051591,-0.024755026196893386,
IL15,-0.03844268779728693,-0.02088518000141862,0.02923663682225958,0.002145342238772498,-0.011609409949909921,-0.010344402011753469
UTS2,,,,,,-0.01615276667275945
BSG,0.057420315431615195,-0.017996927500594867,0.03097136484547583,0.053962957969698085,-0.0020938277354555224,0.08866441267172637
ADAMTS3,0.06575048809734303,0.04129394946351069,0.006190576102804516,-0.012194297255365668,,0.10711255578970373
CD34,0.008639884957083139,-0.032991758006340126,0.032862233867164824,0.04144182127755495,-0.07923093126216987,-0.039823670126057926
PLAT,0.01134398357674913,0.085937028449682,-0.004390219850683099,0.038427749266032055,-0.02186972371448804,-0.019011153244376463
NTF3,,,,,,-0.009951688613312299
LTA,,-0.012055895969133985,-0.00026282980308453113,-0.012857598011731532,,
CKLF,0.03988598102453622,-0.018417209913623,-0.02352572556574487,-0.004344850288797374,0.05461602627048647,-0.04643902779478957
CD24,0.01265928311275407,0.027507030569056953,0.09760067479027551,-0.04031108560527952,0.007828576091952979,-0.023563960194571843
HSP90AA1,-0.04876227104562475,-0.011621182524177213,-0.008488260670725783,-0.009423283235588505,0.00948584031351138,-0.0015226740345074287
BMP4,0.047273619077078353,-0.01277995644397237,0.03401116847375545,-0.03687932491445388,-0.08635428401183184,0.09131039764488849
SCGB3A1,-0.01472269296310309,,,,-0.0189414008800916,-0.03290882344715873
IGFBP4,0.04426850734091576,-0.03738571567110833,-0.02956583485940316,0.027006914800487124,-0.09060443649688026,0.04698607067827426
RSPO4,,0.014769770256048306,-0.0029941217594525015,-0.01495416923828699,0.1024369664546962,
LEFTY2,0.0016291389554371918,-0.012203960714359401,-0.02299955596256426,0.004574429388017784,,0.027597365535577272
PF4,-0.015272430611307524,0.048309294284319515,-0.011682173208620717,,,
ANGPTL2,0.05015821278298786,0.07162315287137495,0.04797400253798542,-0.036613660944307236,-0.003536310838430344,0.005322444113012825
LRIG2,-0.016265701970761534,-0.0006372688722250811,0.004149400866609105,-0.012449871184795363,-0.022141010999394608,0.04668588583447019
ICOSLG,0.04250169646327165,0.0037749320061050327,0.03460601843284785,-0.003000571824013042,-0.05606001966587175,-0.004653876524650963
WIF1,0.023275404980618725,,,-0.01153977820148035,,
NPPC,0.0419152789914156,,-0.018121931545547663,-0.022510440659417662,-0.04576987007564375,0.04877042091698407
LYZ,0.06088012137283615,-0.003893181156426347,-0.009269263416993757,0.024023911348864925,-0.07374100293575786,-0.03041217834509184
EREG,,,,,,0.040482861123984006
SPTAN1,-0.01586743020162857,0.0369471004617751,-0.054862981418122604,-0.07529402683039685,-0.01913550185373616,-0.022144086499539126
LIPC,-0.018697469347085466,-0.016505132405739743,0.07593619838006746,0.015582139375678705,-0.02056077205411742,
COL8A1,-0.0027035320357127676,0.00039458029078036675,0.015378447398717856,0.013255070679413868,-0.03145623585199666,0.07722235118279613
GSTM2,0.030749034538474964,0.004499956740976214,-0.0035766731182526575,0.03953802432007164,-0.047160309647120334,0.0560401574131908
SPX,0.027639105774816892,0.023971010089798964,-0.016770510026148155,-0.008317947454138311,,0.01872772709357594
MFGE8,0.009275148422504684,-0.008068030753468253,-0.03976292667007539,0.07453547980094637,-0.014468037305349048,0.1313220298564008
TGFA,-0.002519567607150026,0.03985063596622871,-0.017494461436417974,0.047170630683737516,-0.05067735556778617,0.028397092933036657
SLIT2,0.013112449282220405,-0.02859474448067656,0.015937087184539556,-0.023707510756868725,0.11459600968720604,-0.05016655307643905
PLTP,0.02634977691717974,-0.022607362318214905,-0.052705793248702004,0.0284206228085603,-0.03018658341661599,0.04612495337134611
APOD,0.006543400169614275,0.041237633987173894,-0.006688267813747564,-0.015065696752294222,-0.006442079481048174,0.0006369700270157808
B2M,-0.004350022067546671,-0.028959995939861535,-0.023989136495203286,-0.011585032848248345,-0.03607892961142448,0.008794440137101565
OMG,-0.009393842284201415,-0.03619401101817401,-0.012691872584046263,-0.03487576924009823,-0.0052440397782910885,0.054193136544665656
CXCL3,0.046260070450442406,0.006199659358453301,0.06901950577374474,0.04500506917076686,,0.07493063651023912
CXCL10,0.019741292234151407,-0.03677850540862511,-0.03239135276717839,-0.007702245056115182,0.0030620643499779995,0.11467187856729273
RSPO3,-0.002847934811519959,,-0.01356656509778373,-0.02258601210285578,,-0.0195205003146224
CORT,-0.0015383911209102836,-0.01958543160187807,-0.00961067243897154,-0.029373103905590867,,0.08563045967258767
NCAN,-0.0016789940022901933,0.08152815420906047,-0.041928326951339134,0.049222330219874266,-0.016710414785169894,-0.018574900409950374
PRG4,-0.006250270673284757,,-0.013389614693699403,-0.004751489797092127,,-0.023681515991069244
ZG16B,0.02918539449353816,-0.01319637144140559,-0.015540285398448274,-0.010216528813551968,,
TGM2,0.0590849456522983,0.01675112041612485,-0.008587157809952483,0.0040686011426448706,0.030271532908703675,0.10343679988582809
VEGFC,0.044411413839713615,-0.01694464911675632,-0.02386387858386563,-0.02751059149971898,0.09062209171103336,-0.011934490309159242
WNT6,0.04899249255977312,-0.012203961034646287,-0.018519561206523552,-0.02273652047518699,,0.034893290658444674
NRG4,-0.013560118452475534,,-0.016295773601846923,0.0396625208523544,-0.041605263691111456,
PMCH,-0.015628766266821952,,-0.009708328641294735,-0.014954168516586807,,-0.021976757341557015
COL9A1,0.04992726504259411,0.030735885774061042,-0.01701974616825306,0.02395189281402021,-0.05566002293417388,0.0002628512153711255
GDF11,0.024942062708902122,0.04443285768266786,-0.05831734389900647,-0.005384350649682418,0.0474727710855865,-0.04053986595729121
IL24,,,,,,0.08944104661327515
SORBS1,-0.014029348316844758,0.03634182849550754,-0.04172220863288419,-0.011730441817693102,0.007114492365788282,-0.0362170188641725
DLL1,0.0010357028803347009,0.09038053983179217,-0.013275472832854386,-0.05621332741204264,-0.00881961738225619,0.0010307891046408772
TLN1,0.0003120961851839071,0.014691920616893077,-0.02949675484055544,0.009808030868943399,-0.10036706510036,0.030589946733372758
COL2A1,0.0025929894279905635,,,,,-0.03582050276774263
SHH,,,0.06761234208802269,0.0034515889899801254,,0.09707385102358751
PON2,-0.017185278529907894,-0.0034319801466555356,-0.05187521214058899,0.04049526641313437,0.03200208824418837,0.018445868733132992
ICAM5,-0.011073181634692807,-0.0157092386630538,0.0052474843962752775,-0.015101431256922279,,0.02855182161439816
HPX,0.04177841958753299,,-0.025382386240348644,0.03611289421367423,0.003804762386279524,-0.0311097630122268
SFRP2,-0.019573859529539415,,-0.01584654731543863,0.049521694958536075,,0.051757375010187796
CFC1,,,,-0.0128575987887826,,
CD70,0.07555579259773201,,0.04963907990534663,0.04751150397681826,-0.04515379059803936,0.13179504959655594
HP,0.008435693255573806,,-0.05726707040224864,0.058599067374245604,0.013994750742907083,0.010850844779473994
CXCL2,-0.006067344767863151,0.07625736937632267,0.045764517830035656,0.005668680263952949,-0.040987866999996986,0.1050178089817395
NPPB,-0.018993698852520374,,0.062388801628015925,-0.011258636401130832,,-0.02201798075051311
CCK,0.00899688561991053,-0.03210889916509894,0.013633996589235158,-0.08646761663108857,,0.009034609647021463
SEMA6A,0.009574033972484328,-0.004003429044965241,-0.016098858487630624,0.020819256434129848,0.025638132494835278,0.0824991901658386
IRAK4,0.008633748793871186,-0.01669230851187734,0.010819091364889621,0.051493121147272225,-0.0032323251599790537,0.050385344237863616
GSTP1,-0.04262115504627221,-0.0010466614196058795,0.010421905614926836,-0.015426459298658792,0.032864184406676336,-0.027563883046091652
VCAM1,0.01514078555119881,-0.03255277871452472,-0.005740779042589813,-0.024493074329905856,-0.006117820650457369,0.1355355970313816
NXPH3,0.007550140710434253,0.04626089677142084,0.036140627417592656,-0.019491923614037707,-0.08492491598871753,0.012974051586081807
MTMR4,0.0345743289431351,-0.010133509180526372,0.03895844860743667,0.027679729325953684,0.03229245765308509,0.004655207759172865
LAMC2,-0.014908067557972467,,0.06328165794453958,-0.014173367168426777,-0.04160528863366642,0.0222600879360595
IL10,0.0915715081270151,-0.01747999805799976,-0.008457341426550153,-0.02164462883907119,0.1221219457358767,0.04357375572761499
SEMA4D,0.0361736895574833,0.016267631888722198,0.0153476032624117,-0.05551107226907764,-0.07014008756203921,0.01797786758669188
TRH,0.005576804313912544,,-0.01581779090158073,0.05592848657609365,,0.008196588793941278
SEMA6D,0.018980263874487938,0.021343998181340158,-0.022417797608801488,0.01456365649857813,0.016077207963495245,0.06215035430866059
CEL,,,,,0.09865414150715603,-0.024813093921183443
PDCD1LG2,-0.006374433129692956,0.011424771044136155,0.00026380771960527507,-0.023207965918989132,0.07713749744517288,-0.02107590400989087
SPINT1,0.06855808609275203,0.0804307727673427,-0.015785409790951152,-0.024623128247804448,0.02869483831515488,0.026712260519159214
CTHRC1,0.037695390069432996,-0.018307318737321113,-0.05456260623994197,0.0368537792501413,0.023549506366129257,0.11290318892676224
PODXL,0.0053338262594478675,-0.007723888644296024,-0.017108579206178795,-0.005904826381993415,-0.013982620556770898,-0.02361908915545586
JAM3,-0.02019395616562238,0.00792766690993025,-0.027558781467528663,0.022398836893199155,0.030378170455676874,-0.043530305623309486
TGFB2,0.0049843412980667854,0.03684360575205213,0.04276026247257818,0.03865102573370446,-0.0589383795974888,-0.044548228558705744
COL18A1,0.028443885006509156,0.01370522688448083,-0.07851282471085634,0.04491259444105551,-0.10085535243910175,0.07623955270329263
NODAL,0.0271219818084925,-0.01175446059678013,-0.027402361787507098,,-0.02938715677714419,0.01095892323530317
INHBB,-0.023584163157726646,0.021911468789749082,-0.006727810262918114,0.05494885911704128,-0.002844697900470358,-0.0038186098828580455
LCN1,0.030016609746430386,,,,,0.0077713691586080574
ARF4,-0.013421186946103598,0.02784231649760964,0.027475924451222655,0.046319165977092173,-0.06475293108594253,-0.033845197781215065
CXCL14,-0.03497830019650881,-0.02517611350563313,0.05018575714084552,0.01945253868260407,-0.06546693860997084,0.004265867243108824
LIF,0.04950556214343422,-0.01487459559072689,0.03849855448629756,0.10234256483254538,0.03696038871975533,0.030649078212324356
IL17B,,,,,0.007398763050787247,-0.02267232357962498
MMP1,0.04679639299316277,,,,,0.1083581046662796
MATN1,-0.0014761549318656948,,,-0.011400036045847432,0.025083454093523534,0.024980579081435486
ADAM28,0.0007707522217120772,0.003108303647630701,-0.029214293887873336,0.03389896579630903,-0.07213865068865949,-0.014779521759024986
TCN2,0.03478149903415312,0.03151855812048038,-0.01721952586578058,0.03171692348797246,-0.12679139170551482,-0.00556854135480231
THPO,-0.011474831000715922,,0.04402413127225628,0.07249824331900963,-0.04160530958544726,
CUBN,0.018439995209525457,-0.02831297796604421,0.02893121937084384,-0.013118034458089942,-0.1111935747092196,0.027182213649293165
TIMP3,0.01570431261314347,0.04262515273315576,0.06750880356953748,0.08790269316955941,-0.0426904472681913,0.08214251517753164
PIGF,0.05912225874712603,-0.07949586694770482,-0.006416955320095001,-0.029233159351895643,-0.017410338532466534,-0.02569402613370618
CRH,-0.01746658000648834,-0.014751817054382313,0.0027888128003085294,-0.01794631780747928,,0.015898516928103092
BDNF,0.07355568800921394,0.03552631797763243,-0.04209071565948135,0.011319988685380259,,-0.028599276895191327
CCL5,0.028637072788246214,0.01205269437957719,-2.4528525642083245e-05,0.025455694544632475,0.01050477687208255,0.02983371702122852
GAD1,-0.01566494866980795,0.007334345141834045,0.004517817541626083,0.0016508174622706952,0.04602746209007989,-0.002906601979641067
COL14A1,-0.035325978210663,-0.0008553604500486395,-0.034121465566240884,0.020466302638286013,-0.09131517516158635,0.10172923829820318
HLA-A,-0.007652084524759366,-0.06098234153984272,0.008790521482717644,0.03222596381711507,-0.10019619259982687,0.05474860584509678
CD5L,-0.01746657798573807,0.02809598012780551,,,,
FGF18,-0.015804096097509646,,-0.01246886134347786,-0.012215587749448538,,0.007235692832002064
ADM,0.007338153825156564,-0.028804724941703223,0.041278715258576494,0.04988214605424605,0.03372112972986173,0.02653419207487947
CCL15,-0.029141438199496085,,,,,
GNAI2,0.0029163026457962034,0.026843171932971786,-0.05258690929502698,0.006088137632593246,-0.03875432849864204,0.006323243287314692
HDC,,,,,0.09013189617825966,
COL11A1,0.020701170268215826,0.12515613034777878,-0.002885013323755235,0.05020893183089921,,0.02719636884756037
NUCB2,0.04068043152584149,-0.02089572700665233,-0.012992432655337487,-0.029630722514970568,0.024346557972402948,0.02202356413092716
CXCL1,0.005087887610058895,0.026006905789775176,-0.027055291271566886,-0.004166759417120398,0.03863335683809696,0.07604915382758573
VCAN,0.03563068791878371,0.01837477391724879,-0.05035743341757353,0.009562043431933403,0.03702888411834702,-0.010931742782101178
MMP7,0.03655181270359868,,0.00983251520368266,-0.011258636339617838,,0.04175040698262156
PTPN6,0.04048712992393992,0.07627845350099782,-0.009364692192041205,0.009722745331697544,-0.0347670380767266,0.0009721833180389726
PTGS2,0.03679446617569971,-0.014123135727371212,0.015712311107188164,0.0469898448926718,-0.016803576290379194,0.03584306260564444
XCL1,-0.01914024539779246,,-0.013566567381064109,0.04390161359624337,,
CD58,0.026019205352022845,-0.026809642876323744,0.020704677795711106,0.05338808901090541,0.058317680895041836,0.05802553363662357
TNFSF14,0.051597119040902514,-0.016505132493729573,-0.006442389405528419,-0.02981900716264889,,-0.0010462909385195202
CNTN4,0.01856589947352196,-0.012920165064382618,-0.012753984828666782,0.0058803376160199644,,0.06173105635735786
NTF4,,,0.01665518227509415,,,
INSL3,-0.01714612737138255,,0.010924909285048539,-0.012982391834308913,,0.0477914595122892
BTLA,,,0.009786497605311726,,,
MFNG,0.07767789586893188,0.036332543918633234,0.0532371175854145,0.004107649133606743,-0.05564718800458357,-0.03376534843296317
ICAM1,0.03218031114650601,-0.0009726077441452803,0.07667801955969342,0.04285293615341738,-0.07890594985374377,0.04809651556983083
PROS1,0.018615905900964555,0.03114759338802264,0.002176827731665744,0.06047798881625182,-0.052135401617544826,0.030820628897791566
CLCF1,-0.07638838456886855,-0.005539687303854591,0.024645239193572026,0.02149608280085049,-0.018027243498746372,0.03163820151282452
PSAP,0.005919375150038841,-0.019497985033259346,0.016430674616669978,-0.01640083479073666,-0.03278432590635065,0.04820760296419742
EFEMP1,-0.01810146841587486,0.025264188121819558,0.03223507681167604,-0.030564586080440485,-0.06287941054943968,0.024021197710280533
C1QTNF1,0.033663728692724035,-0.037252541362761564,-0.018262789681854373,0.01495737328935635,0.02140105007524524,0.0011514462363117091
ALB,-0.02650836034306014,-0.006857185051458567,-0.022136678821939072,-0.01417336680562542,0.0646348742257407,-0.010646975800554173
CCL13,,,,,,0.0938366324316636
EFNA3,-0.04423157824010687,0.003835599758791926,0.012127303342949846,-0.03705037802048768,0.09343837081737619,0.026956460665717583
DRAXIN,0.009564626266311061,-0.0005394172625135604,-0.009019365142367208,0.05862138354609914,-0.027992017145014505,-0.036141367860956494
RAET1L,-0.013356999743558215,,,,,
NPTX2,0.04574484014293972,-0.04728077093448504,0.013718887716688739,-0.06150904314213287,,-0.033218940588587174
FGF11,0.08167741925404423,0.02684578405496261,0.020637818819288882,0.030516371269724726,-0.0010028655583363916,0.007854518560388492
CD59,0.004074608280218535,0.005233779962690744,-0.04718732245969767,-0.019728933193709743,0.0007488011162904958,0.08990265104695194
COL9A2,0.0022892324868884714,0.03200246945085273,0.008548739753224163,-0.022085243768963942,0.0534811676272427,0.03503622879669843
DLL3,-0.0332415032635454,0.022569177961267443,-0.036881035402858114,-0.03778187727190972,0.03296283697599732,0.008839312645987227
LIN7C,-0.006924202161204857,-0.009960944553383958,0.05585986277425895,-0.0164080355132635,0.011945690100894349,-0.03438031921354483
GDF7,0.08492146972631162,-0.01386425649786966,0.029818517666049118,-0.03698403392875844,,
PSPN,0.003466653748262895,-0.012290473936128359,-0.001758105175396569,-0.03914304384519441,0.02458123505419948,0.062477109711565976
ANGPT1,0.06673140212921468,-0.04304383032786694,-0.01812880392641713,-0.027205145823247612,0.009745541856230113,0.059066281945857016
PNOC,-0.013203027687225175,-0.029013567954225584,-0.020470988047773434,-0.052467874331696855,,
L1CAM,0.08004428271755377,0.035191919080859155,-0.029496174919210614,-0.029812486593043464,-0.0021983071199224266,-0.007837369013159358
APOA1,-0.0016967069552867931,0.04777646030451659,-0.019418187596495634,-0.016905332557361968,0.024577088072217642,-0.005752856222689753
PSEN1,0.048100836487937636,0.005588612153182307,0.03603606871261905,0.007961709793908832,-0.028214487218849366,-0.004800855341732423
CALM2,0.021781238848900503,-0.06580389174846828,-0.043164712572599934,-0.09781293068056714,0.07161408405120623,-0.02537365585020841
CLEC2B,0.018354421211164255,-0.009661232721121762,-0.02832922924108171,0.08282576626903132,0.024818870369058624,-0.030490932790366798
NTNG1,0.03555067347050982,-0.03630351343935303,-0.013034534312808118,0.013375774012086958,-0.01247381338432983,0.0167156048658693
LRIG1,-0.03851417031264863,0.05660476919580342,-0.022136585451766055,0.02922704442836951,-0.0725410597673897,0.022469368022633725
CPAMD8,-0.026835593605366328,,-0.014748435183470382,0.02306134291211983,0.03619990080857347,
GHRL,-0.03558743496445495,-0.01758531207249938,-0.008679645029211367,-0.02524913255571009,-0.02304113724315454,
NPY,0.05961639876253839,-0.01530025701630314,-0.018469521582431477,-0.01400016113179532,,-0.016842254683492642
MMP2,-0.008528637386853988,0.019906252250776506,-0.030920210537023558,0.025811150428565754,-0.03799179086357747,0.047854528106682906
LHB,,,-0.01284477323910962,,,
PPY,-0.022522541129139453,,-0.022359003990261563,-0.010524400772319177,,-0.04906634772883067
ALKAL2,0.0024200587859409444,-0.011128337362807536,-0.012658158718352306,-0.014126883832701402,,0.03858465937926057
CSF1,-0.01331733319527238,-0.00585382065992603,-0.023837217319186945,0.01089381649369809,0.014004273012474016,0.05918181471074976
SEMA4C,-0.00953570278176478,0.0016973217055385793,0.014595478491118136,-0.053570696001462303,0.03280084843427705,0.09547889499756267
ICAM2,-0.008499256088484454,0.04944914223711733,0.010595686345909483,0.07247876832977022,0.05657638119428714,0.009980907870787552
SYTL3,-0.024873263261006247,-0.04979510951928718,0.007632455692086479,0.029888701557647845,-0.011192471094646715,0.031682615141405225
IL1A,-0.03399669427547973,0.03517571316224994,0.0038200404981905507,0.04121818278560648,0.016841912457973465,0.0766830270790697
HLA-G,-0.020553233194593255,,-0.013566566155889128,,0.051874938951829166,-0.00907090651677195
PGF,0.03145950988282562,0.023285217830276726,0.03479149897753507,0.05143672707334294,0.01227966900490316,0.07849258358713139
LGALS8,-0.004150010640199148,0.02424378176502938,0.040000447718128766,-0.012940899913638535,-0.06302805282140941,0.07052829686240698
DKK3,0.035482407954757635,0.02559818161403063,-0.029097308553998946,-0.07093561988108922,-0.03469945842412091,0.05326745109219814
COL16A1,-0.04484035436451383,0.04424934326848464,0.00021402643075511555,-0.05242172129277461,0.048001852506528185,0.11060975655046733
TPH1,-0.015091292998274464,,-0.02468764686632009,-0.024340730556492118,0.055203472218856124,0.048741722641739156
TNC,-0.040038358662864544,-0.007876794925078773,0.027531843502181862,0.061409177925479,-0.030399585062565855,-0.023948348736617074
TNFSF9,0.07592184957646232,-0.0008248599812228851,0.029781134589391408,0.00360981766044192,-0.04221459778256689,-0.02794123929861825
C4A,,-0.010966477660253573,-0.01522822402780485,0.1409136027390004,,-0.017720620445223594
CNTN2,0.04289440398494248,-0.02774835794256404,0.022239004108941234,-0.016971719123720003,0.021428412657860153,0.08513979869361803
F7,-0.014722693699227922,,,,,-0.022326958638609444
LUM,0.005319295772380178,-0.016168404786402007,-0.02922761693426682,0.02310439577909454,-0.049956857613697274,0.049247257795815326
BTC,-0.013356994179938537,-0.0171605897894782,0.02959617394162434,,-0.01786404919494031,-0.016152769641886465
APOC1,0.006385838207368774,-0.027503097521509545,-0.020598144261345836,-0.07416234693451655,0.05297261971429324,-0.07268568667312798
PKM,0.023871351890371525,-0.018704232929854,0.03527693446867989,0.028787359930230134,-0.019303844685433155,0.013199417092421058
TNF,0.04134814691362487,-0.024350140947044883,-0.006503928502918258,-0.028463442586611425,0.05264475517235456,-0.015677857181501935
GNAS,0.009699934353195862,-0.040901323945822375,-0.04380058204796558,-0.023697408710828483,0.027576480412550796,-0.026756034693719993
BMP8B,0.018485160873801955,0.024318457166805314,-0.01966802635244856,0.029811954001464865,-0.05663126127907811,0.020227593474828297
LIPH,-0.015091289282916117,,-0.019292161393387075,-0.010059186836784728,,-0.015916980875269226
CCL28,-0.021227775625160022,,,-0.015489492889105574,,
PTPN11,-0.01874626176799331,0.0308921291905251,-0.013362971321700293,-0.07981624040480755,-0.0012921028170914787,-0.09926608166396139
ADAM12,-0.021314117887807005,-0.013058955472120347,-0.012221076728900408,0.027777490380641104,0.03340116493623103,0.01437876399556647
EPO,-0.02027778607660803,,-0.01966802690317401,-0.01052440123171135,0.13984095100826954,0.03435023157136592
EDN3,0.02604568358539214,0.053613093058181925,0.01083245878407229,-0.016312302847396383,,-0.030052528203646112
CCL22,,0.009016952164413502,,-0.021191109800171547,,0.15625743330250438
CCL2,-0.0381268403186776,-0.0011450406855508853,0.009833775919083044,-0.009703935930071666,-0.04367302129210598,0.07516985242085335
DSCAM,0.010773603916075295,-0.00436864448561033,-0.016207823022432902,0.021167343910324925,-0.01717212569300101,0.016579771345994802
GPHA2,-0.016820008733878285,,,,,
ANG,-0.0035818091392154513,-0.029279317945699757,0.011292094070572592,0.022039828070335204,0.017409063464012494,-0.0371559180655695
FBLN2,0.04160111722955636,-0.02521255949316016,0.04812942299447519,-0.021835233625009196,,0.05849745465924865
VTN,-0.02852779601690425,,-0.013437666913436026,-0.017290409311552193,0.06612128566807386,-0.019759364111083116
VEGFA,0.04655505103359311,0.03806544646344146,0.06623400924555481,0.06896838581361533,0.04112383063913278,0.026979824461181825
F10,,-0.01582517150679475,,-0.011539778481849405,-0.0390844771207894,
SERPINA1,0.037831572909822454,0.021445699943981596,0.01038536824070535,-0.03368657828338013,0.09818640987714705,0.03496529446645277
VWF,0.032792085323343184,0.027434105822293428,-0.03347424758285071,0.02093039973150923,-0.0022285062379026775,0.0704218763985497
GDNF,-0.02363405218047598,,-0.015997605565678273,,-0.05701208100656071,0.022342221694443925
VASP,0.008505750229047078,-0.020680256253055765,0.020751949873258763,-0.030688182442893012,-0.030533418190086883,0.05032882657616884
ADAM15,-0.053827818814732094,-0.04610705351451049,-0.008978448102659173,-0.029701842206597197,-0.013958710688157027,0.04450301169298713
WNT2,0.1558819043445507,,,,,-0.02144187424457873
CALCB,,-0.020057975331448038,,,,-0.018765561789276505
OLFM2,0.024699900332209895,-0.0005567983330576824,0.016801714103126492,-0.01161238693890614,0.012205844754270527,0.027244488722178467
MFAP2,0.050842204272794636,-0.03010938452878338,0.011938708543644117,0.011747392009390947,-0.013754997316019684,0.056776227160788395
HLA-C,-0.0007794314739934176,-0.06723804763401449,-0.011323338963092523,-0.010478100393226771,-0.03556853352023044,0.01137585698323912
THBS1,0.029477594743996593,-0.022714898278736215,-0.0002927665927477869,0.061396015491099486,-0.16561710438620683,0.012651641470036211
HSPA4,-0.04456072065650997,0.014711340821728152,0.013127920382048183,-0.03231076310471144,0.03435772129176115,0.0027652027098754874
LMAN1,0.005408315951950953,-0.017240524039137745,-0.005035231352857838,0.0415479909124882,-0.07597776902397932,-0.044458689577676264
LYPD3,-0.023022351293065808,-0.012779958896974298,0.005683934594269935,-0.014735008253074585,0.09921177202690251,-0.02401074575842135
