,UKF248,UKF259,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
COL4A4,0.02207978406920853,0.0025571346938076433,-0.03257769655633889,-0.02514256278704492,-0.011078658132739994,-0.03372004947209679,0.0054284292272239396,0.0840661001243999,-0.029555653615902948
TAC1,-0.02164267708290572,0.03962669564050958,,,,,0.06376810409939422,0.07035444028229353,0.007481649354887579
RARRES2,-0.004240394615757947,0.01602056340687816,0.03046928839960646,-0.04298227051314084,0.006420819090945844,0.04858251593394934,-0.025598084566432956,-0.009152055325273788,-0.0521082864085
FGF7,,-0.006411535642980487,0.06520189518678908,0.07126598925217208,-0.03722959239806792,0.05194874288678647,-0.010514913277931446,0.024789644827576587,-0.01916021616582595
EFNA2,,,,,0.08671021433133601,,,,
HBEGF,0.003555701126754556,-0.0033587275893505525,-0.04707221163424347,0.02093980005823459,-0.006710413104351167,0.020003283070419525,-0.022448431709529704,0.006711568736120016,0.09596059475275041
CSF3,,0.09406239538126657,,-0.0642361610984483,-0.06879184198059635,,0.0666664393340006,-0.020836774771107725,0.03405545587229925
PI3,-0.015112086362969209,0.09994585274926587,,-0.06476433984796277,-0.0018836012261550298,-0.01859927628390018,-0.025210344933116958,-0.04527138923782516,-0.02851766383719205
PCSK1N,-0.021003706051528737,-0.04731163827724662,0.08484435636225948,0.03285316703120682,0.001332390142467155,0.02666729235015088,0.007815811594343991,-0.05677302762459598,-0.037353112192419304
NTS,,,,-0.0195970900573323,-0.019322750326864455,,0.05136956008875121,-0.03085642210803427,
SFRP1,0.031672626302007074,-0.013478221153604735,-0.02813840294464547,0.03039997936303,0.04247126787315688,0.0054162856306922995,0.05129284891230325,0.07193648081144458,0.013523977643491086
CXCL13,,,,-0.032404110882785664,-0.000713397804236732,,-0.04724717886115226,,0.11535395693964605
MICA,0.02568388035192346,-0.008352035968887053,-0.06141984756648758,-0.005603705787911159,-0.01934976671129571,-0.03423146547798347,-0.034905719080179635,0.05581277177935873,0.052886443615022115
TG,0.037129251144772446,-0.01454513603651244,-0.06644824687838803,0.026152422014258863,-0.005920764561354086,,-0.023838254805617586,0.023202243936072214,-0.027789855963083834
ADA,-0.017085059131895345,-0.0010212659645097177,0.12340566625421114,-0.04061235650061903,0.08518936505283496,0.018054637140686964,0.006361079575441246,0.09131010016784186,0.05709845961159299
LAMC3,-0.009822380883818758,0.020363971548579277,0.028214427725606065,-0.016592748728981886,0.06504201845032415,-0.008093520093074697,-0.029030184345176756,0.062198500953573106,0.057262131976552534
CCL7,-0.016633052978069884,-0.01051611011520839,,-0.02162148709688668,,,,-0.021834920153812228,-0.052644087447822493
NGF,0.04418880429824807,0.001720047087643724,-0.014867020602023854,-0.024971086665987362,-0.015647098318511826,,-0.04972577161523154,0.13815061924471989,-0.007012813100322015
TNFSF15,,-0.011710202949641715,-0.005341252776663771,0.019446307693052826,,,0.023714215641305363,0.09760288600959192,0.05318644144746416
HMGB1,-0.07155839692628832,0.009873723052007835,0.09784064435570908,0.044859057927114705,0.07039883285210732,-0.06877487293479685,-0.001060708138808468,-0.11767868616049679,-0.039297971441789994
ITGB3BP,-0.013052874936097334,0.016741256833639622,0.015437954867232078,-0.022494407065670265,-0.007934529633680722,0.08674845585009139,0.017163132340891965,0.009513513368953976,0.0386503127826481
AANAT,0.01806571594330843,-0.01065508817775733,,0.05139897217771435,0.01707173742376632,-0.027077447707829994,,-0.02310225608646449,0.007318942104146421
RELN,-0.052098082899558404,0.04737556486082625,0.019304079775165156,,,0.045063815576534966,-0.021725715009404133,,0.02143000813472547
IL15,0.00017601863953430277,-0.005861472389447144,-0.004747778336784423,-0.0347504188138858,0.051109606608715545,-0.03372004519887682,-0.009129755484241421,0.08678210952362132,0.024021515096510283
UTS2,,,,-0.01615276370820926,,,,,
BSG,-0.04345437544784213,-0.046491518907355034,0.06339229796203309,-0.005599577377472081,0.023256583019423693,-0.06818961136501231,-0.03956461956108511,-0.002434879023984928,0.04495322557121563
ADAMTS3,0.05368279398742001,-0.012241750722294217,,0.019308000857673185,0.04761393522860046,-0.04195472322598737,0.036564757918406,0.0934896060613053,0.009992669180789521
CD34,-0.015852532041725667,0.025078079522158906,0.1245907524365345,6.19370871168938e-05,0.003451561161974562,0.027984193071457664,-0.007383844280664523,0.07604561534396613,-0.00033451433218392035
PLAT,-0.06336941100569778,-0.024931787874123545,-0.0036027135759735167,0.04613244443067386,0.039130579353408274,-0.02065371841415254,0.045548008417017845,0.09088363301154208,0.10354059395049446
NTF3,,,,0.057379117748275366,0.026104714648713192,,0.019675298094819826,,
LTA,,-0.013478220523072366,,,,,,-0.004293216080608798,
CKLF,-0.06294619260495805,-0.022759152125767203,0.01794656528875937,0.030398070587957116,0.05297036701982434,0.03690283507293609,-0.033862471542620044,-0.0036435746211253115,0.08007423030081097
CD24,-0.04146875139986907,-0.01065046353239243,-0.0982377299570104,0.1085373596757533,0.002704251337456962,-0.056573401732934354,0.07422170202219892,0.04955288657400046,-0.011256376153307917
HSP90AA1,0.046234253927018375,0.015148029130987055,-0.00859398825004665,-0.06408157318015603,-0.05348847902804878,0.009238318022921941,-0.04358947641620403,-0.10103332392331399,-0.10635370577660626
BMP4,-0.034251616989657625,-0.0037888438411752406,0.05545362714123797,0.023042708939404362,-0.05252877393264193,-0.02602688858878329,-0.003903741383160967,0.12041827832352275,-0.015203179333049013
SCGB3A1,0.12335132522476404,,0.04303733488858636,-0.006804842466692384,0.036488439667934504,,0.05548682982052025,0.12869451182005218,0.014822625045010853
IGFBP4,-0.05554141436417884,0.052407982493923456,0.04811737819608659,0.06045959192378578,0.025052740312065273,-0.0038928285790128677,-0.08432830666187964,0.11720326863010437,0.060081570517067646
RSPO4,,-0.020630777900219187,-0.017873208583764295,,,,-0.02515514216730146,-0.009482299500515325,0.08279280103430227
LEFTY2,0.08531157656194271,0.05787307065242043,,-0.01835419410519596,-0.018236480779117957,0.052802686703859354,-0.03420933145171504,0.13699088030211595,0.04322698845015477
PF4,0.00234670295923318,-0.009175098895796395,,,-0.01453705133486337,,,0.02486195040669274,-0.018751064935308436
ANGPTL2,-0.08476605998590316,-0.03590576862815827,0.061799766342594646,0.07710255675868376,0.053014374761024885,-0.08810479097269241,0.06917579167154055,0.06229743916990327,0.06842864673275109
LRIG2,0.012317108102834195,0.02724033301477675,0.031085109394222092,0.041697153337178064,0.049392391892032844,0.037210044493797105,-0.0334466561792536,0.04196365937851152,0.0014167459113632258
ICOSLG,0.09162887341517408,0.02733703487543776,0.07467980872454459,0.01807133990094007,0.01372503529539887,0.004253070776114132,0.031064704045393084,0.025094605921151668,0.02082233879899193
WIF1,-0.03104598970501583,,,,,,0.009122098022641642,,0.025308182276874078
NPPC,0.028728258113575968,0.1252406452456502,-0.01682563892010079,-0.03227698115407433,0.018446059152830905,-0.025688601046277907,-0.03795628623309125,,0.010047276291009053
LYZ,-0.038673173471265844,0.005566616735274815,-0.04623467499502467,0.018708461822400987,0.035764558627632614,0.03943008139713227,-0.019448155132054324,0.049016312867747776,0.01351861293862876
EREG,,,,-0.0043075549109297005,-0.04619210432676748,,-0.03133115368684384,-0.001983743377897558,-0.021588030420821303
SPTAN1,-0.06655329825013198,-0.020882248302940363,0.004976188550528648,0.041099370763879935,0.012654647807708317,0.04841936408455281,0.06382056426545372,-0.02185773017058359,-0.034239083108270896
PTH2,,,,,,,-0.04000505627891178,,
LIPC,-0.02112357894619692,0.019597716949305004,-0.03598250894527859,,,0.06657133535226684,,0.09272760212210632,0.07672485415488685
COL8A1,-0.003935503021322179,0.03798398064257411,-0.018017117609882966,-0.0014088878289047226,0.04326240823507553,-0.06167620925474418,-0.024674212350599068,0.04137244128490914,0.07152668005129159
GSTM2,-0.023445060315216832,-0.017545421520264552,0.030128228536971127,-0.00732926641622527,0.01703004906685511,-0.03429331864266974,-0.032239653042752135,-0.029897869208815514,-0.023111039820472044
SPX,-0.024415908093109617,0.02788155646465034,,-0.021799779272005135,-0.01804960733759496,0.05702954172078446,-0.030819885206949848,-0.02286854699390641,-0.008772933652168054
MFGE8,-0.04217846126078233,0.03566741923729106,0.0005554618114070358,-0.0076331645487327715,-0.019294797433596928,-0.09982499081789142,-0.006213278445057827,0.04319466015806031,0.02582119653363786
TGFA,-0.047931266013018274,-0.021928123145700803,0.033916490242668955,-0.014661289040324793,0.0018477205454423262,0.021631473114154847,-0.019857048462400877,0.08223788066536857,0.016249656269060775
SLIT2,0.031634969739017166,0.04733157638875292,0.08038611708935761,0.004918311804007394,0.05240029279359386,0.01885837811855269,0.03919118975333029,0.027248357724237254,0.027075702981940807
PLTP,-0.036189487191957234,-0.02743348436293403,-0.022809719859278228,-0.005242550065137436,0.061323650497169147,-0.00417181124711137,-0.0654689775286596,-0.008803947878557998,0.06479177027581921
APOD,-0.011908891210506447,0.029519318524582065,-0.03290965718776362,0.05968879573075337,0.015777647947656622,0.004361411798375909,0.009789952559878792,0.00965391798658343,-0.03842293701489347
B2M,0.0449867420633597,0.011930056590091796,0.09025183749499946,0.0181068726185881,0.11346000753374258,0.009437532447932892,-0.08841506575393106,0.1038505542705531,0.04227851241198152
OMG,-0.02198049794927008,-0.054757483167982866,0.02176755482810371,0.06476054618541435,0.0030692807474255266,0.03473830325130838,-0.004720390163693857,0.07148079021209021,-0.07039879912621129
CXCL3,0.09547728554229848,0.0457246127652864,,-0.029182261173169265,0.012209012710931525,-0.01906795171570964,0.0017460654453146844,0.03988737301703489,-0.005470483164584852
CXCL10,-0.0013738992773066896,0.06299063604519434,0.01820404452104727,-0.022326959196071725,-0.01949840008018738,-0.02568859825306547,-0.03437218693060556,0.08497875425876324,-0.04343223756796798
RSPO3,0.02484268927925186,0.043698210116592945,,-0.00032054602850165883,-0.04803677174766688,,-0.04437724280936743,-0.0033556290199554975,-0.05718682486802478
CORT,-0.03442588136576396,-0.02389485162548311,,0.011214548635241524,-0.015212285360252282,,0.012481973931032207,,
NCAN,-0.10324212911878734,-0.04388621976514482,0.11492282247596632,0.04359442782108301,0.02754337653748921,-0.05188875420159422,0.021182582572743563,-0.07195490238638438,-0.029192870430480494
PRG4,0.028165033776396717,0.04452508728401115,,0.049157693183435554,-0.02244665795033811,,-0.018722509828421878,0.00864150631937032,0.12972294159670553
ZG16B,-0.023065021998248135,-0.012205233808247742,,,,,,0.03526207863220797,-0.01599658149550681
TGM2,0.004606205997901407,0.015703162322004142,0.021570608863063195,-0.061756693608681384,0.03885872834426637,-0.06230216843476727,-0.0038534809606062975,0.0642974276402578,0.04582875713395715
VEGFC,-0.03176040839867644,-0.003675680698876124,0.08661363431639005,-0.012571307561109187,-0.003338765010598119,0.05967746792917001,0.038005149273851534,0.05506502600525092,0.08995560752109198
WNT6,0.0238448650575804,-0.014545136640434206,,-0.0036393490068518703,0.02861697920968847,,-0.03338497895038324,-0.006322223044118031,0.04501233717959011
NRG4,0.07490362861313993,0.07752793261135535,0.0868450254168221,,,-0.02019584356158471,-0.00961295420222705,-0.02215817682922051,-0.024857483839030022
PMCH,-0.017656693103247894,-0.017733692044736217,,-0.021976753308117946,0.24204708438908784,,-0.019125563212984288,0.07314856192836115,-0.03183358547922849
COL9A1,-0.00820729536733678,-0.013367192172757615,-0.06961791322298354,0.03498635975110577,0.05303296833670058,-0.02783073934404238,-0.0054407921990328465,0.04606717186398654,0.0899975381132244
GDF11,-0.008059979456884036,-0.03261930304378852,-0.0257870874643666,-0.03859414239013909,0.05089842316554916,0.06746002730111582,-0.03135422912735252,0.08720016293516876,-0.00566811725910977
RAET1E,,,,,,,,-0.006826469827138938,
IL24,,,,-0.016385337694239926,-0.014305265442237626,,,,-0.01007335666136977
SORBS1,-0.047973653194830754,0.01782703131177692,0.04267680421070522,0.04663657031734589,-0.050064480895684174,-0.0009499093461955621,0.03232434181250795,-0.0014425832175463229,0.010094514073544983
DLL1,-0.024186813305963367,-0.03481238538212448,0.09823271818446501,0.04955022542642659,0.03416778487676496,-0.006753734982578257,0.04177001060195302,0.108742466983944,0.005181260143308065
TLN1,0.005060025426081182,-0.03851616101439381,0.03539327838020623,-0.03829125309682446,-0.008010353014602333,-0.008264091174370325,-0.05392190872955996,0.0449830701381788,0.033984703669412496
COL2A1,-0.026433050082858338,,,0.0043287890357929255,0.06223656728874023,,0.016196174381434836,-0.03224763292930012,-0.022395258726343136
SHH,,-0.0109279667114115,,-0.03212497928034421,-0.0043042099852350635,-0.03969756303761447,-0.003871800772885049,0.04723833485145654,0.0987648699817132
PON2,-0.06199776289998141,-0.006285700343493362,-0.005766935867134931,0.019024077229385032,0.036703871384356546,0.013408306126819711,0.0010622486735259909,0.020385206265282826,0.07774844257058534
ICAM5,-0.0013438064726386402,0.01753454831983086,,-0.035051241041065995,0.0259526195463034,,-0.047966887205956585,0.031653540785914716,0.0018123567017131414
HPX,0.0026272631357691155,-0.005102839724831805,0.027030533435772094,-0.020036064491374423,0.11002446844349903,-0.027077436619183052,0.016429970747534176,-0.01716187893137129,0.06816257251437241
SFRP2,0.009843291181739638,0.05694806103032563,,0.05759321162965205,0.04905175758085002,0.031249178500206008,0.01979775088768957,0.0390739245751487,0.06921744468926476
CFC1,,,,,,,,,-0.021994962058083167
CD70,-0.004481156560249615,0.0748756948001507,-0.03535622023074488,0.02366192146270424,0.029425721084051257,,-0.005930216231367595,0.01707493542812685,0.001709772207647156
HP,0.016288344449837077,-0.02061930562558177,0.010196578192222755,0.021374910954365767,0.05178930172485324,-0.025865675691003637,0.0028453422493847137,-0.01958689696149023,0.052947635416918784
CXCL2,-0.04102244555604105,0.013843604702158988,-0.03209422804257985,-0.015248279456753423,0.05094419544463844,0.02653805327081375,0.04641447244467499,0.10190304302640932,0.01579785889454579
NPPB,0.1530674679479068,-0.0011877500662529766,,-0.03197924532156871,0.01906281481568674,,-0.002944503474173247,-0.022477002632206804,
CCK,-0.020627857826946257,0.0003664629606780371,,0.056817443446168805,-0.01648202035280909,0.08513177861518251,0.04386781299452854,0.05486318001880758,-0.10326230443918605
SEMA6A,-0.017415366785363713,-0.06200708421237931,-0.005870961553256188,0.07062121961677949,0.019053941775959395,-0.021929064330908764,-0.026464208346387005,-0.004862111212264141,0.06402026570472837
IRAK4,0.012781050631017872,-0.008276082883263656,-0.01685249469533358,-0.030158340631390678,0.05019402835228778,-0.022710251719443547,-0.034384517948727225,0.039171495900808595,0.003522929947127926
GSTP1,-0.007020417783611121,-0.06127104919165894,-0.017011351089183446,0.04325186737899841,0.053417262811658484,-0.015145451784067579,0.02527296121747354,-0.007771367405872571,0.09164982086651084
VCAM1,-0.026966837093518582,0.004486012916001977,0.10032289424697931,-0.01925435897941494,0.02290052197693523,-0.01747673347592998,-0.02315526947650136,0.054982754369410865,-0.014097964152481749
NXPH3,-0.04787875155157308,0.007909286334472718,-0.06220459361896573,0.08213773906980996,0.008268738165477657,-0.006446309532758063,0.04281338792235155,0.0012326690588834453,0.06666326922090807
MTMR4,-0.02158919734513223,0.03420635640265292,-0.015065752265912162,-0.01107312407018549,-0.029635139207111704,-0.03312341581896422,0.06283665460387508,0.05482828495861678,0.007455071773678122
LAMC2,-0.016842479383187572,0.04547966559501535,-0.032577680150722266,-0.020144277983208853,-0.018786827506116134,-0.01952625886984396,-0.01856434226175282,-0.03266183475235308,-0.02393683237521368
IL10,-0.004451674501800573,0.006243200559417775,-0.0055650000742074185,-0.012142588708114875,0.050024249673774966,-0.01883495187955065,-0.028700223480820183,0.07485590278143253,-0.041639973785064434
SEMA4D,0.042194386289028385,-0.040257860472794345,-0.08713899644533803,0.03756158265154443,0.01691953159890506,-0.017555789903313232,0.013527815858011528,0.029782672743377345,0.007269559840160886
TRH,0.030714587068130125,0.01851407111255603,,0.06205136759160225,0.0354112105527823,-0.04315881238630999,-0.02557937190645699,0.007362360887152822,0.10158283642543006
SEMA6D,-0.015555048973181107,-0.025433095935653453,0.009034694639201495,-0.012449820387406071,0.000859879730171259,0.043937464987344174,0.07740253342974,-0.0016948068800836753,0.069402083745293
CEL,,,-0.057662668834086536,-0.024813089367185744,-0.006037971064954674,-0.03806282363987571,-0.02059608128563533,-0.0038058444903949114,0.05132314529854703
PDCD1LG2,-0.046978695230706365,0.05557488246414146,-0.024284368226636304,0.01298788098870568,0.006158628121421102,-0.049002090177761116,-0.060335657628652284,0.11294560310541267,0.03473576606742257
SPINT1,-0.034280896547973075,-0.011625137155257455,-0.03206154336003446,0.014224005150944137,0.09335404551363509,0.030264296106726984,0.01637127227443499,0.03841760709264004,0.029979589563202968
CTHRC1,-0.06049365136517008,0.0850970300845067,0.013332690674591991,0.006690233335223448,0.02136343988402714,-0.011670926712819961,-0.009673391187118862,0.11519795592168508,0.01866666052389664
PODXL,-0.05833507368143549,-0.014841963537192148,-0.06565239566947642,0.015304129340996552,0.07479012029464105,-0.01652904385875211,0.004852152983676647,0.06124554684926169,0.09690662521769729
JAM3,-0.021317044263106166,-0.027302635548047894,-0.038756196533721796,0.009805765130268426,0.06610487982163105,-0.015546886768245612,0.020007736530815504,0.04490707783716591,0.01831085308379046
TGFB2,0.015001648862763365,0.014081573920093229,-0.04207678490076393,-0.008313504751811186,0.03820281345362435,0.012167188453294366,-0.0023736835327033434,-0.029261595796304822,0.06899317637365805
COL18A1,-0.06138114929544241,0.0407227568482134,0.04986023252347733,0.01200150602692506,-0.0015292453580693682,-0.0248846845381036,-0.04306301799177788,0.06538363650978304,0.06420442040312789
NODAL,-0.013005243439193962,0.032209979210649574,0.08491221646873416,-0.02449444516443207,0.028336554683530198,-0.029373761335182557,-0.021229717727717385,-0.034455303740324114,-0.04986428957931434
INHBB,0.029738285522022442,0.006208892304709033,-0.02869657457535095,0.020910202897503536,0.0059812230939202855,0.02504914940636319,0.0020645519738236168,-0.017133823655799588,0.0880856320944926
LCN1,-0.01684248317281401,,,-0.026053801652203314,-0.016687431916601842,,,0.006231013917858009,0.10206069458486858
ARF4,0.020142673054979285,0.06249939578111203,0.09575463412715118,-0.02638856055270828,0.0358907527270174,-0.06651460569649532,0.08238554477171528,0.028505462717976434,0.01659531835251276
CXCL14,-0.04354265623394812,0.017460753545075123,-0.052410775165154314,-0.010155942868254235,0.02686664061220095,-0.004692029447354018,-0.08644904135065651,-0.011554907719317262,0.0022452471809516405
LIF,0.07761868423513432,0.00801951334914411,-0.050599666018322505,-0.013735627850445483,-0.06181965506835813,0.03260060717400193,0.024201184859406432,-0.010105848081165294,0.08034010226992604
IL17B,,,0.09153493367634427,0.11145116918926065,-0.02671918930490005,,-0.02641174156162102,-0.012590007346475623,-0.018983002636608997
MMP1,0.03434329685959578,,,-0.03582049959412956,-0.02750507390637329,,-0.01912556169835671,0.12028010419508833,-0.03066832231115318
MATN1,-0.022113689062613913,,-0.033991576836119385,-0.032783208237195556,0.05605116466736961,-0.019751754481880546,-0.013826019346177951,0.0781996338174877,0.09815098392594329
ADAM28,0.02501668896623535,0.039702792944000975,-0.07559321706974786,0.027980086956814698,0.0803383096829577,0.024584363611412252,0.02508337256752375,0.06996797067156221,-0.0038355597886893995
TCN2,-0.062408450232876084,-0.03239949406057765,-0.05737548408138828,-0.02434685066601961,0.07663973912752477,-0.029081986708242566,0.03185011502653262,0.10717028022582187,0.025762135889771845
THPO,-0.02881505247310645,-0.022170046141578147,0.08096325859798087,,,,-0.023612206433290577,-0.008375549458534073,0.10850181151143798
CUBN,-0.020844485275035234,0.037092247830391514,0.20589011569538265,-0.022106328384685535,0.01856819993283926,-0.0461938949584758,0.056928567953778986,0.044979266484219016,0.027533216888490322
TIMP3,0.050584459523905737,-0.017216185781412645,-0.0419585174450495,-0.017932237532998645,-0.003053951855452195,-0.03476239427874403,-0.0683204547090444,0.07970670983088625,0.08946965832735829
PIGF,-0.05880208409450604,-0.022606892141791072,0.023914935507464805,-0.03128620704040952,-0.00035672143776616696,-0.00996563461754477,0.03938037179581123,0.051049157173707296,0.025758490623833296
CRH,0.01397801822234627,-0.012326054815106702,,-0.0033264815557419356,0.11125539763140381,-0.000236037448721804,-0.04709607084346356,0.01773728939969128,0.01665634368969333
BDNF,0.10572441753684002,-0.033057760048071004,,0.05042383127422239,0.04719698774838728,-0.042318305562518595,-0.006576712346304321,0.0626859923823,0.0802382020527194
CCL5,-0.028266244681725405,0.032540151006910344,0.12057107281480736,-0.04233845674048847,0.035570004222722704,0.008952070574266644,-0.04812510779517286,0.12452596494015634,0.0015534216460712299
GAD1,-0.07147599321087096,0.01788929598430974,-0.00723613001817746,-0.01033301903334959,-0.005618675292438925,0.02074916178348942,-0.010032520637012722,-0.027880382570196222,-0.013591926367743888
COL14A1,-0.039909737287569906,0.016973698943848405,0.017561561646493685,-0.06771310681605885,-0.035303193412116046,0.019910391395014708,-0.05926331291941363,0.1408463843418592,0.09039911703153729
HLA-A,0.04504593177979924,0.024446347554542305,0.020580070421640232,-0.049931746027285076,-0.021100664815354372,-0.0074271840161320565,-0.03434697707164009,0.05209649079093173,-0.04263035668453375
CD5L,0.1717931923511432,,,,,,,,
FGF18,-0.017854773038634024,-0.009792958373529316,,-0.026804112307934693,0.03640281117571533,,0.023128778667338735,0.00995786100884226,-0.023748954575315867
ADM,0.09467588360592454,0.027753021264282893,-0.08337376360419542,-0.03999030408954956,-0.06660444521659412,0.1000409092808344,0.01625390234785851,0.040310800155496075,0.04451583562565083
CCL15,0.008162671728810241,,,,,,,-0.0018693806664699714,
GNAI2,-0.05125723962923874,-0.041591017641869954,0.03942221071043804,-0.027890536947697338,-0.00824198341847189,-0.023386638003426528,0.0090551046429773,0.051459292838097775,0.03869236783400696
HDC,,,-0.03879361769053555,,,,,-0.032624635019834355,0.011284264316145284
COL11A1,0.004197212222525848,-0.030718590016439635,,0.05895195501215245,-0.0073877306027703175,-0.0023013740119538894,-0.016089730298216632,0.03115181070281287,0.08369168683685421
NUCB2,-0.04114307970310337,0.05223146488367424,0.022716679731356517,0.016681871473946674,0.0201332548126516,0.10328286982608263,-0.022914723358441972,0.023578349945102935,-0.05972835728265916
FGF16,,,,,,,,,-0.017046302979944004
CXCL1,-0.01136752516129383,0.0211786740156155,0.029029971382752463,-0.028633738144826466,0.04760807596533369,0.043404699013052044,0.015003435479314075,-0.015950375421436073,0.002088809339516368
VCAN,-0.030961795198514417,0.001080011057579258,0.006053705246206169,0.02651362723404965,0.0011702657637878402,-0.00613633292328074,0.08055129656071809,-0.015283501314094018,0.01230964306674466
MMP7,0.01289235766576611,-0.019469067391478814,,-0.025934410620036895,0.012842185902642163,,-0.02822114730492917,0.019740695085187103,0.005002485451454061
PTPN6,-0.024910539201204552,0.02327078621817689,0.024549376843849845,-0.02590533178588908,0.04526785596946548,-0.009469093456316378,-0.036023158604839955,0.060960489731911045,-0.02505778735213932
PTGS2,0.049897063653560066,0.0446066877776756,-0.0621400535216747,-0.0668224239387855,-0.05836417750503022,-0.024418199073285345,0.0025165018468537334,0.05524341718661664,0.050785805476908634
XCL1,0.15554866985508253,0.04409551107129339,,,,,,,0.0658380075704972
CD58,-0.009086314852705437,0.0268114455842114,-0.08948972832676368,0.06678021923556696,0.03257076476639745,0.06192064770088284,0.012975592167698913,0.03513735629234176,0.10326080259289228
TNFSF14,0.009030344126955511,-0.012933032231634571,,-0.02144188002652023,-0.028398970889808754,-0.041098114495845633,-0.027616307361094092,0.022978661852806462,0.010646736428996731
CNTN4,0.0023266605483312545,-0.01914911222228827,,0.08164839760442519,-0.02883505667576096,-0.024786924071137938,-0.026357337800164936,0.05441923141932936,0.024707076773128767
NTF4,,0.052009657964973935,,,,,,,
INSL3,-0.001571810759192252,-0.009792956452697689,,-0.023846044788508818,-0.01648429318898526,,-0.02761630469291413,0.1262050729779874,
BTLA,,-0.015544398013555996,,,,,,0.04500713868371966,
MFNG,-0.028769634124276713,0.003985190857938569,0.01011449928202389,0.029984859975340818,0.08566135727479127,0.007269197617638929,-0.04987171618865922,0.04595135311535729,0.014055279048078547
ICAM1,0.03540905999479879,-0.0026762056837897237,0.1061844224571036,-0.0013634700955676962,-0.01690121354102156,-0.08040219630774563,0.05745453276653766,0.035449053277360754,0.030848404491951604
PROS1,0.009717994160670514,0.01329667505259992,0.08575690483051311,0.06681259182069682,0.015092545249256377,-0.0496432858648328,-0.017996170790264984,0.009781077068256174,0.05121028507292206
CLCF1,0.03521161823612538,0.029015702675926534,0.015997895100944962,-0.020461432191153213,-0.0105472897282106,0.06598811443988194,-0.020894305611108794,0.024952853360964526,0.13055584465207212
