,UKF248,UKF266,UKF275,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
SFRP1,-0.023248836606885537,-0.042534006824497,0.02231405376186397,-0.08200873647831498,-0.019044270561757556,0.08400190187572261,0.008861034928552345,-0.021771738882934225,0.0378447731736257
CXCL13,,,,,,,,,0.04638786060427518
MICA,0.015333768462028231,0.030716744593549738,-0.013739665247635792,0.18438555336864668,0.02585720270555717,0.05922855315889977,0.04332248648310041,-0.011610050474573445,-0.018402083734066498
TG,0.024655555588215854,-0.018998891476025976,-0.01449171785261303,-0.03376409779782558,0.10144249315349922,0.03842529698068835,-0.0365600485117244,0.029025401589758672,0.020664022067219946
ADA,0.028155152298292224,0.034425684001586396,0.013638261069446447,0.019395773834425947,0.14115137514619103,0.061293802623253436,0.11610526976814212,0.010615739379834479,0.016764662972300785
LAMC3,0.05228099864720407,0.06558152790874823,-0.034814305993843685,0.03737568228997433,0.05925037256959141,0.20563601810136714,0.13798422232336888,-0.005504995035549234,0.08806765174321926
CCL7,-0.014566101373160919,,,,,,,0.11399427184275769,-0.06875321278413121
NGF,0.07697768679970374,-0.018130038294255052,,,,-0.009798775010740056,-0.03336777579757413,0.008868732797313907,0.07011386135687694
TNFSF15,,-0.005304662711555083,,-0.03112195103385716,,0.10746439593783794,0.030069959281656837,-0.0416745997717124,0.061156484919018005
HMGB1,-0.011335791116040514,-0.0028133906396337802,-0.0017439303757167861,0.003564797471612891,0.10709117589755844,0.04078441621837124,-0.017965378404913437,0.009204384446223025,-0.07070702544162978
ITGB3BP,-0.001421287325070648,0.060948930347941084,0.0027811862210511606,0.038384423167345874,0.07034233654654887,0.00015047221474972657,0.0914468307209694,0.020148298622778046,-0.04253701543314731
AANAT,-0.021133197014854284,,0.13644736090451487,,-0.05118079215124267,,0.0067631627718752465,0.1542845129899659,-0.024791818890553326
RELN,-0.0024212871859106764,-0.024429359874357584,-0.028693328492877354,,,0.019250336880892175,,,-0.029907981929628943
IL15,-0.046057603658963386,-0.015664156716524248,0.010797176450878696,-0.05312479991585516,0.09731250484079587,-0.06044737061103472,0.1956474618454241,-0.02338898481123771,-0.026066831335016305
UTS2,,,,0.008718524926758021,-0.006848748486285351,,,,
BSG,0.016479807844649984,0.023727474476234564,-0.06558145412779146,0.03339867111938463,-0.06271754095637719,-0.0001829548066063791,0.0490945273413117,0.08980103902505085,-0.050870566068842105
ADAMTS3,0.013126004698485473,-0.010750102405554414,-0.02656618131852739,0.07865280220626329,0.001802500734840467,,-0.028003050963911723,-0.011659382552930708,0.0547623653866484
CD34,0.043607417183857834,0.07137624875872475,0.05306143848951314,0.13924513497932847,0.04893141078405834,0.11684312243857373,0.18121348826388656,0.04533282063164352,0.09342742287219205
CCL23,,,,0.0721930629850547,,,,,
PLAT,0.0376961871183837,0.08011183688178057,0.0218209229021143,0.04149492916941839,0.09471996291746583,0.10836260044783692,0.1292918726761763,0.0056494483757264825,0.025449180144838043
LTA,,,-0.01255164274970338,,,,,0.05107766788833822,
CKLF,0.07005848382274957,0.05111734702954994,-0.014931075613498174,0.025497186430988666,-0.04839115684117304,-0.012525411342207755,0.06540862702816273,0.007627201505726896,0.008761218179488623
CD24,-0.025131702594599344,-0.019249971528770875,0.01608641518310555,-0.06989147470608312,-0.037385143198352476,-0.04373936381986978,0.007662739332227681,0.0019767617201321723,-0.09102470667191785
HSP90AA1,-0.05629577356236054,-0.03898235813815449,0.022772474525672135,0.0012680234985897139,-0.07216486907331741,0.0710065023102193,-0.04689832996537592,0.029610289205335875,-0.01801611683146746
BMP4,0.016109626247806676,0.09347586947766612,0.022233084557939604,0.17174251446625097,0.07488569115459522,0.0011440752426940162,0.1404799886719554,0.07960697669031419,-0.0020161327315991124
SCGB3A1,0.10343300425077867,-0.0199955730898312,,0.04606719636605657,0.008561124640184522,0.11294445143200761,,-0.033071448878902975,0.03687449898771981
IGFBP4,0.07487291387279418,0.05670051070559744,0.041058539386720064,0.09532903836855497,-0.011047186976982364,0.15241245229885653,0.09578214368447277,0.047200161507650294,0.09051764180220975
RSPO4,,,-0.014598324642465993,,,-0.0143367622135308,,0.027608938545498698,0.03325300212806018
LEFTY2,0.03733516866641492,0.01656872776201091,-0.019217030867754368,0.08197535279413647,0.17255983051257065,,-0.029886069650102178,0.010954479767818161,0.03412371449452516
PF4,-0.015109990462390494,,,,,,,0.06885787751980976,0.12477238455656148
ANGPTL2,0.03721792782972604,0.04901656691198939,0.03003231032872107,0.0344120139952745,0.06149171518651081,0.13999188893908598,0.06292575895189408,0.03965809232315974,0.08181043001294219
LRIG2,-0.010930827581277528,0.08580345706211723,-0.009279229313373487,0.04533648358671079,-0.030757026938488197,0.08037745153757463,0.033302918920909884,0.01945496851386811,0.018286400389820982
ICOSLG,0.020451361010431917,0.010191225702821997,-0.015771413392162904,0.024608609445689537,0.002625583954965929,-0.05931050108980283,-0.0040479907594654,-0.004485551351923431,0.04301840333662948
WIF1,0.024573795678565397,-0.02312842774628103,-0.011265181355307428,,,,,,0.006572140421407526
NPPC,-0.019993358358257177,0.014482958725795294,-0.021974789462044928,-0.025946725075853373,-0.052894166217529515,-0.05909595864577892,-0.028002997182375478,,-0.020249242822137463
LYZ,0.029069698202961156,0.06756726094622463,-0.018463480571480777,0.06032363189384367,-0.03562479445571496,-0.0032115584666794856,0.09718999917814686,0.008079406710894004,-0.0024344739561481454
EREG,,,,,,,,-0.033919765882707245,-0.028193981908872796
SPTAN1,0.012060710167242191,0.002135439048362033,0.015108664749613846,-0.022841543418315676,0.021392088570036872,-0.07977467075405419,0.06055320333910175,-0.02719699595520191,0.027451180144914187
LIPC,-0.018498599908263896,-0.024291090567990208,-0.007437156040784354,-0.027513845929240388,0.05277226337996323,0.10308995329078727,-0.031685205583045314,0.029954963318652703,-0.03818897853747416
COL8A1,0.07045632557705864,0.06868856914531349,0.059051383516699286,-0.018099613768243195,0.007231385014622873,0.037785102364131525,0.05247561284410249,0.001335924826044922,-0.09768945387669294
GSTM2,-0.008415268686996462,0.07016004241254599,-0.03470814345904613,-0.05402165895027968,-0.013905395112771302,-0.0869707542851987,0.0630046261533317,0.05103465765456168,0.07325403262080482
IL4,,,,,-0.007284410643768836,,,,
SPX,0.09566655059064007,0.042863583627768743,-0.0037388963971786066,-0.03439736137916292,,,0.059467280895320516,-0.024290704085822398,0.08287010748354882
MFGE8,0.061662553325428915,0.05949687287328946,0.027973876318816655,0.09042061150405138,0.09524847308572182,0.1303645239604331,0.06217204083992257,0.04450443641652105,0.08608828969342827
TGFA,0.006993070450043571,0.01640153048265988,-0.029909519017904364,-0.02424229929216826,0.02746581085810052,0.02705295462084059,0.03361750680995207,0.0072124088338269944,-0.015375437693216185
SLIT2,-0.028642110635514598,0.04737129863863287,-0.004729054620967495,0.029466235514426203,-0.05242700977125025,0.05460616659202532,0.05547106863716121,-0.0038396025291048286,0.01421132395610322
PLTP,0.036385412265241224,0.010330789022895484,0.05018453182804065,0.01388625514045095,-0.07145115631643599,-0.0014624321281390678,0.058972235207853156,0.00545490369794367,0.0363646672995584
APOD,-0.01498744163957208,-0.03197682899740524,0.015674721615548712,-0.0697533649437615,-0.020913852547687455,-0.015153473076094241,-0.1375784055617948,-0.04244135532076113,0.08452818844861988
B2M,0.03368142615384761,0.023707194766173903,0.06437025762752899,0.10223816963612063,0.02873070213339786,0.11017249319725571,0.06680244372781832,-0.007173053864345747,0.1042723256675243
OMG,0.023853756545361406,-0.029208889659618407,0.0020421978935696744,-0.020715931284483208,0.03839808435781063,0.004723410423512619,-0.17115467501550746,0.08885765244127769,0.04779156436336143
CXCL3,-0.019040726691102752,,9.204172004048102e-05,0.001973182341117331,-0.017679335136499063,,,-0.05082998651432235,0.05436855137010656
CXCL10,-0.03821774161270768,0.01360466144307789,0.07380366133027108,0.11172373906306104,0.12448206912999607,-0.050192159812773786,0.17541050133078365,0.07821832846523395,0.02744798782736545
RSPO3,0.04776871460628191,-0.011045705989628707,0.027165962103086173,,,,,-0.016006358238698365,-0.03103392552427381
CORT,0.027972449457227374,0.027485145360453635,-0.04223955500007132,,,,,,
NCAN,0.029296544915591548,-0.010840315849449446,-0.002609689086461498,0.0026288706582427916,0.09758666668220094,-0.08483788381916368,0.0861122780898024,0.02301901945081299,-0.0058963035616909675
PRG4,-0.021905676901065325,,-0.01865607936163042,,,,,0.013152647192760035,0.010619357708374013
ZG16B,0.06467773385334254,,-0.009973419583716316,,,,0.08209718741983092,0.06265088075629001,0.0036476843615147556
TGM2,0.04492549052660952,0.010125248938753892,0.07474169291546362,0.08618417913594494,-0.08380382341154273,0.0892948192416095,0.19266946500683854,0.08480901876360565,0.07546613253034753
VEGFC,-0.02781361479447389,0.025687820599623545,-0.016771463017572947,0.02405370690981151,-0.041322307860314024,0.09082495031387927,0.009712785502697701,0.06792487510971255,-0.04364720333883931
WNT6,0.03702984924560472,0.006679865174552896,-0.02219548955531788,,0.05510388905259233,,-0.024724148069466954,-0.02410363576736794,0.074883732226891
NRG4,-0.013415890744600286,-0.01966848644259746,-0.019160553860733325,,,-0.05027986216143031,,-0.016006360032629237,-0.01570709421456253
PMCH,-0.015462536071747936,,-0.014598323937939153,,,,,0.07768138534561915,-0.002458623863747641
COL9A1,-0.021884163742689137,0.030630934457645583,-0.005466547587080568,0.030776061272535033,-0.060789488388373523,0.2306825431323744,0.08522545185557488,0.004059205172378939,0.01297764185643979
GDF11,0.01344170066587861,0.050747529170947756,-0.0327931334215763,-0.03662950342471133,-0.02453161119120493,0.00218517267697162,0.003961084979506768,0.05416620757878782,-0.043908440776016
RAET1E,,,,,,,,0.005636741713781298,
IL24,,,,,,,,,-0.03629354929972081
SORBS1,0.009923311480420362,0.02199969064706546,-0.002432589364288252,0.011668973398638878,0.016889110120787962,-0.05437833473460116,0.0824696375780962,0.039576767512141266,-0.007543646824498863
DLL1,-0.058819068717968485,-0.0036273370430096948,-0.012519766546171764,-0.00011484741639803918,0.10100859159211321,-0.05540344856353607,-0.05644619337926837,0.01281465346938975,0.06530792903717783
TLN1,0.05181397577018035,0.030263014473869986,0.04930335741341641,0.018246985812965657,-0.03160521651509829,-0.01375827237561569,0.055761503495839713,-0.012418532710188274,0.05231959196825246
COL2A1,0.002633800838118031,-0.01740615974962249,,,,,,-0.023294661237009632,0.02216297694766073
SHH,,-0.01899889350707718,0.04512880338943993,0.012233348730160371,-0.09440940297904013,,,0.02449637543648569,0.025512439570570776
PON2,0.012008767910084607,0.06539108096297817,-0.04703433783235978,0.10974560319500326,0.1468587351162317,-0.010042898752049643,-0.009733250449780668,-0.010994101208919221,-0.07337719841223767
ICAM5,-0.019872721407779067,0.03368557365793443,-0.03240629765848593,,,,,-0.034515791436813645,0.0439164083056472
HPX,0.006088542451382997,-0.01606659940579832,0.0940832858393071,-0.02674068820757775,0.03028441771559413,-0.06540938301136388,0.04398812035102137,-0.03693851753097586,-0.04146105262386329
SFRP2,-0.019365668656862917,-0.01875496617639844,0.018638429327159086,0.15178373828874223,-0.036453267347873006,,0.018920149016620237,0.03974416491716353,0.0544173435493935
CFC1,,-0.027148621089622686,0.008886565816513294,,,,,,-0.02872543489441442
CD70,-0.0037187180742428126,,-0.023413209877970978,,,0.017571974511518984,,0.060188658243446325,-0.02997768672814201
HP,-0.01985167475476137,,0.03588670275658584,-0.03524764461509023,-0.005899904806084622,0.11297404056896707,0.020099234172744,-0.02394376392457925,-0.02193209655913398
CXCL2,-0.013393886800977814,0.12551338404797938,0.0789211213980158,-0.04799394795001698,-0.028025192995853994,-0.04953373972945564,,-0.030887995488062467,0.056602165975686916
NPPB,0.01859588738186556,,-0.01099072951470891,,,,,0.03489283404768996,
CCK,-0.022108109560524964,-0.050166422557416435,-0.050436725842835387,-0.027513868136680615,,,-0.010086861062083168,-0.021063343675529835,0.04314995212584977
SEMA6A,-0.00987093191694837,0.03342106944214528,-0.009664932281635284,-0.00995835994580639,0.08720713048963577,-0.022999526149751467,-0.016764707765565216,-0.02113199007956239,-0.021646633231863673
IRAK4,-0.008613052963940337,0.020621128160611103,-0.023099675222796413,0.014127318631041453,-0.043023504829752805,0.03501571732385418,0.0819683887890686,-0.0421875708401995,0.00888750958594456
GSTP1,-0.03133959005516238,0.04234982209287131,-0.020785729297144704,-0.11867834595563576,-0.017126575422259514,0.05345454158814806,-0.09280444182242328,0.044420314606865116,-0.03478684716606601
VCAM1,0.010203831001258106,-0.01938498224091271,-0.005130636760666186,-0.019413700313432345,0.05735870506621801,0.06333970683545226,0.14243590876880238,-0.008042719636742055,-0.0452937933430267
NXPH3,-0.025801724349086824,-0.023448378802097228,0.017892214165267203,0.020947513952725573,0.05575607082723797,0.014542376693090461,0.10604615951301948,0.05878662135193975,-0.06188562037942298
MTMR4,-0.008330697182596686,0.003567301495803206,-0.007788757814255843,0.08482013884066446,-0.007122223075082355,0.026450976101369934,0.01989404415123423,0.008952424955585967,-0.0032617064236929506
LAMC2,-0.014749502835970117,0.02788447464748711,-0.013836102287235079,,,0.13665443881832268,,-0.016574726480637986,0.00036704681185887515
IL10,-0.031164078267588314,,0.03923276152797409,-0.021260114388895596,-0.007353056339949767,-0.0642819840093017,-0.026904224937578675,-0.031626944342781516,0.14373647830006947
SEMA4D,0.03675512291475212,0.0053432862995587095,0.028802477854632687,0.010408066823301221,0.020397739804972646,-0.004168558469079408,-0.08284522850835573,0.02160251799483807,0.007972954947023596
TRH,-0.028957370355855164,-0.01800894328164114,0.030666234353298228,0.01166838503631527,0.011294958224905038,,,-0.01818615883080725,0.026141646604163106
SEMA6D,0.018400183843625562,-0.03499804732877998,-0.08018784732793978,0.026655146689168432,0.03787782515867065,0.05359406045868507,-0.006059763132277696,0.0002886652552569555,0.0031184997696659025
CEL,,,,,0.0039969094222233,0.02587115978372014,-0.03594095364395346,0.016068840776796465,0.05583623226639013
PDCD1LG2,-0.0023330694401519853,-0.015459233156266941,-0.02317149790567461,0.035758617483606724,0.10180586413585899,0.023950692847288794,0.013868669306460961,0.05746091887347772,-0.022983841041358862
SPINT1,0.020678830369675306,-0.01999557919948451,-0.012115673360526429,-0.04378282116725409,-0.10723121144470721,0.05867575135123176,0.17512142590564,0.05417213838771017,0.10834027189878805
CTHRC1,0.08903508933071301,0.041059160716852415,0.05665479947607304,0.06446901504446437,0.034479027112580954,0.043218975338372025,0.12656064550399665,0.010846322216601399,0.18884279065333318
PODXL,0.03751943897758609,0.09552746707495889,0.014635713285479036,0.12906859563435238,0.09780671454501434,0.07995479261296427,0.1459158723275839,0.03455071621723747,0.05392062879012464
JAM3,0.025218935827295605,-0.00624221667203066,0.05033036962067354,0.002155431378335362,0.0018339997695148394,-0.014000885401224414,-0.009563547623419467,0.03452012373972436,0.05409145979464977
TGFB2,-0.006289618272217959,-0.019090581658591347,0.026810463560965,0.0951203401967584,0.12359408657189919,0.013439115305794516,-0.04016318807924361,0.006197292354654681,0.006135804720617543
COL18A1,0.07031913695275308,0.046742384955318655,0.014160168479246536,0.15863002041270233,0.11872732724856215,0.1781584445770491,0.14944761133558898,0.051247459280038765,0.14481740565442994
NODAL,0.014411241527930276,0.08146726477291108,,0.09542146085280588,0.1011945568782659,0.0934058438541093,0.07370145294005244,0.04108957706305704,-0.047322268928077366
INHBB,-0.021001727885990175,0.01188278660097876,0.019309916247535273,0.007630991253470743,-0.05709246906118787,0.005039588669434288,0.11236208492894835,0.0326608042258547,0.09625406896641986
LCN1,-0.01474950615466831,,,0.04860675123892173,,,,0.004644872966572207,-0.021927288272003125
ARF4,0.020574042017226932,0.013289538872586094,-0.01230910862791052,0.12924995554658486,0.07107530904540885,-0.03630019911495799,0.08767788459831108,-0.027666442213332317,0.0038584597959582497
CXCL14,-0.057653856486771966,0.009328927532838012,-0.00010966468465629367,0.0406466000503767,-0.02881852227731497,0.07256806966186986,0.0028187697561806615,-0.008795564515093475,-0.10387357072695608
LIF,-0.010393683780636131,-0.019503066654362907,-0.03488706035517954,0.05988158414224674,-0.015020378552633417,-0.008935268037249654,-0.03266867435182315,-0.011466264586088019,-0.03453446863233426
IL17B,,,,0.011882405111389162,0.07618574473130159,0.03097016481348474,,-0.0179263142032558,0.15700317351886867
MMP1,-0.020334629845815078,,,0.0534019048564214,0.23839040222566976,,,0.04953072960423117,0.03134598558263144
MATN1,-0.019365671295900125,-0.01882808066619173,-0.011128764459011755,,,-0.052462078781278156,,0.05539450263030953,-0.022593028965911675
ADAM28,-0.025813729841934686,-0.019616581747274684,-0.03875853911300784,0.09870582436112141,-0.02882688738161577,0.08258596614108582,0.028312107572778005,0.06899552452005318,0.010134306105663692
TCN2,0.06913006394991017,0.09589650154344634,0.06646895915672835,0.06501237978146264,0.13985484696294967,0.03815281159618936,0.16050973417324144,0.035962905390508504,0.13117268722506717
THPO,-0.025234271540504935,0.059858039223915596,-0.022846870883983295,,-0.046225287657797445,-0.03119150604070543,-0.02681642557981858,-0.023943771213580198,-0.018640774295856352
CUBN,0.00583861249223819,0.0682106774001364,0.04166023848627727,0.036619231216045656,-0.02048719018914307,-0.006015407840402444,0.14331264413493572,-0.003426700502284324,0.0067982220567934125
TIMP3,-0.0019258195794411648,0.03419257035898638,0.002064227046949959,0.05888673556193005,0.05707938052589852,-0.01248626940584241,0.04598612220639471,0.021827337061567344,0.11077588689949144
PIGF,0.026091545603513292,0.0097486861320034,0.0033174707802845157,-0.00893311843844711,0.014972369367519715,0.04335953126533868,0.043676375446217504,0.048892239449420755,0.008180443916700374
CRH,-0.01728080251438276,-0.015866579646263583,-0.017519273007803794,,,,,-0.02727125252678092,0.06204106242691623
BDNF,0.03333934606611385,-0.0033545525171064946,0.00917385588400889,-0.032466106960622465,-0.06975851127991135,,,-0.017565373340231255,-0.022035094328435464
CCL5,0.09018176131521238,0.04119554353743573,0.0751177332587405,0.027458520020449104,-0.05589971886535239,-0.062092997093379065,0.07546073527133905,0.04065372504281044,0.07287800830345631
GAD1,-0.062021393173130664,0.0013051405481201567,-0.04003449123802805,-0.010745283147636633,0.07229667376046699,0.04726958667689178,0.02962359428020078,0.09505692821184288,0.04804666899491877
COL14A1,0.09522857641546266,0.11326865569628242,-2.801645438176704e-05,0.12688495874478195,-0.09185445915858415,-0.0323549376862449,0.028236116560348017,0.032444648686729145,0.02575971323602849
HLA-A,0.05535579793975137,0.02567613167585867,0.05554124094486767,-0.047450155668438715,0.02004398122287594,0.07766277557892079,0.09927176043631626,-0.019261293852344295,0.06637688689681966
CD5L,-0.01728080051512554,,,,,,-0.00836485163060261,,
FGF18,0.07204478760543576,0.011649003811221135,-0.011924909556888751,,,,,-0.018186160289868504,-0.031016150273963886
ADM,-0.10799175782550809,0.030498726548785354,-0.011667815107115398,-0.0020284722975933613,-0.11144185568301652,-0.028601814795442024,0.031897710513047815,0.0752226337508018,-0.05775415508608355
CCL15,0.03503137596722868,,,0.1929962932512625,,,,-0.01577285540755227,
GNAI2,0.04053150519402279,0.059314469134156576,-0.02575369479375169,0.008553894792097496,-0.015034364847580374,0.025414103695514573,0.10168063471430097,0.052838789973477955,0.06279120016986885
HDC,,,,,,0.009207828913055664,,0.058086049655947776,0.022566543599019148
COL11A1,0.02226083945630638,0.0035867926345516973,-0.02277526061897214,0.020905501321055037,-0.015786648567790565,,-0.034203016620296164,-0.008500701410872528,-0.04821814349925821
NUCB2,-0.06067681015415177,0.04364344479280429,-0.004467411657494234,0.09303280584628916,0.0316004930969086,-0.05871829551675257,0.06089442801936181,0.04869410635144396,-0.012484872536026708
FGF16,,,,,,,,,-0.022262482888025382
CXCL1,0.04015901598489873,,0.008157095949742104,-0.0024140886601190835,-0.034701357207516645,0.0951531490502528,,0.059116644384194755,0.03924885755490042
VCAN,0.028422954027401543,0.040203774775933405,0.012043815622482955,-0.09317486653480579,-0.08470746247817144,-0.0023829633129461734,-0.015143371404813661,-0.03524827277054947,-0.01996440319134248
MMP7,-0.000601557336204358,-0.01950306117994876,-0.01099072945465966,0.10943714498511174,-0.06614750385158591,,,0.0033407184058466626,-0.10249088376293491
PTPN6,-0.02795168108231643,-0.00029334849872764433,0.03618393371785172,0.03487797312469358,0.07579852411455117,-0.0014957732772655809,0.04188820481071871,0.045483671457812465,0.04014773882880198
PTGS2,0.0041720685846418646,0.04634755143090505,-0.004147087541207619,0.024150337900512384,-0.05498005754825505,0.08797257470932868,0.05516177073156705,0.005349037154040543,0.011317552276425816
XCL1,-0.0007661580314788363,,0.0575439679492766,,,,,,0.06179411410913424
CD58,0.03176382938492133,0.039122893607575274,-0.00034140467278657863,0.018791525788943966,-0.033803576215145216,-0.04297450044303088,0.038301884610702504,0.03751493061978285,-0.001699798484531525
TNFSF14,0.05402013021927166,,0.04879321895502813,0.26916561218555296,-0.04480008509866841,,-0.03656005692444717,0.010800728199853168,0.004031247470934779
CNTN4,0.06430006145132268,0.014621641438827727,-0.012416434889131897,-0.03180020065961454,,,-0.0033488861393789772,-0.026838494354582933,0.031801489433183755
INSL3,-0.01696375826757431,,0.030683475213870604,,,,,-0.021596616742023737,
BTLA,,,,,,,0.11350441697513208,-0.0208828485444652,
MFNG,0.025100265887650332,0.05203308388064671,0.06446790413335911,-0.006140695480480547,0.03411487007235948,0.11029240242472803,0.067514768036822,0.017359369270891344,0.015775838991315363
ICAM1,-0.03341132191802038,-0.009220412236657777,0.061119369516130166,0.039489852869275865,-0.11189335514493241,0.006128423281861478,0.16101270347329896,0.021290532899408326,0.004171338285957625
PROS1,0.004011334414695363,-0.02006582652027696,0.02015524089756449,0.02446045691786376,-0.040191206192611184,-0.05607776468793307,0.04780636269013251,-0.054269320676099325,-0.09749130106242587
CLCF1,0.04300427398023253,-0.018130042950533196,-0.040080779020241396,0.02965909218636259,-0.009145979305679116,0.0018630580223428226,-0.006750524461787951,0.0027152420357596805,-0.07107059134302549
PSAP,0.018655267610133898,-0.01899630607396721,0.037872109545889356,0.006253490445825748,-0.041019621915517814,-0.07609921520210139,0.01794978294964946,0.012681227954027671,0.02348104464032696
EFEMP1,-0.023873242853853605,0.048491791649157664,0.06610196460294507,0.0881128363895011,-0.08399129047589364,0.004747468377385825,0.04737772736900932,-0.022261350846078092,-0.057701378592948396
C1QTNF1,-0.055145437552526266,-0.002205107983259232,-0.04499776634665185,0.0354981034776892,-0.09210224621608638,0.002045457321000701,-0.006336359800895483,-0.04344239136743516,0.004004353922737399
ALB,0.0008762286500728828,-0.018655835509030806,-0.013836101933066829,-0.015880728597538554,-0.05161317200914044,0.04855333905305436,0.12862806323780887,-0.02442060198027836,0.06477898703203236
EFNA3,-0.021185490378249714,-0.03085711317683983,-0.04917419039758774,-0.009447890293571045,0.08118285789728805,0.007786774743833519,0.023401129170610966,0.03444100139896025,-0.03209008935124559
DRAXIN,-0.007627483401902414,0.012584851685537793,-0.032864617558248016,0.02844906864707458,-0.04118785490194384,-0.030880246885896155,0.08112527500584496,-0.000805042108985277,0.00397496567129054
RAET1L,-0.013214932440543467,,,,,,,,
NPTX2,-0.025965546806356918,0.015199713571099826,-0.06237556151035978,-0.04178187453269082,-0.03010415055322343,,-0.06590689959029873,-0.027826921713956662,-0.01893878112703818
FGF11,-0.030019193332205877,-0.023342478229678696,0.015376078595979465,0.035576829650912294,-0.09886748841881833,-0.10997981165531018,0.05308003311559723,0.004203112579822254,-0.05097728042297481
