,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF296,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk
WNT5A,-0.06758756059120338,0.03361282865845669,0.05760106882014475,0.0378420418572265,0.050353298422971995,-0.03918272896991141,0.06101129367891019,0.014539240123123123,-0.011735239029047781,0.07905471077217227,0.0448263567954016,0.011794449356131486
CXCL8,0.12191131068119376,0.019967344300553087,-0.0334887829075228,-0.03439929685989893,-0.03193282912042775,-0.0350408575578893,0.03865612182963626,-0.009088321864028,-0.06299024241284237,-0.08276124129472631,-0.05257411526388821,-0.03974145256642677
GRN,-0.06622862132096106,0.03596109938110412,-0.014647647632765161,-0.004159860369219878,-0.08534272693614021,-0.06218496335218844,0.0786627978908616,0.03196792933713734,-0.08820452976507405,-0.014645202103529495,-0.07257747839534903,0.03401798889002028
MIA,-0.0335561319733574,-0.007969974498838517,0.031141537129796965,-0.025502272942062552,0.007239919705770901,-0.023126731409623475,0.101667662273282,-0.011099194081363587,-0.08475818300530087,0.02193820417816455,0.09646933385365855,0.0718474613837741
COL4A4,-0.009724880940274102,-0.030808829462430586,-0.021974404083077038,-0.030524822211834186,0.02865306811380881,0.004583380741649412,0.011934691861030288,-0.0030348891127138134,0.04511477490212345,-0.04731960068029298,0.037141593978135684,0.030306125375942652
TAC1,0.08420369311555512,0.022897149372031085,-0.0205313838449053,-0.014541586968898235,0.09304913442452149,0.06748542105598802,-0.04972856658206263,0.025371219405228764,,,,
RARRES2,-0.02540858965673076,0.03573693175322462,0.0448573943920921,-0.05415553885963584,0.09364428935440437,-0.03490158073832302,0.09180247598368028,0.035157834565875554,-0.07613578987111158,0.07947482093902415,0.02364309110879488,-0.03568693259177027
FGF7,-0.02261500457404782,,0.004031677578076306,-0.0362993712204273,-0.049463364295595544,0.043409125510103924,0.034747475294188084,0.13584088932951563,0.0473530786944253,0.14417090437207772,0.01931013658101863,0.03226104973472056
EFNA2,,,,,,,,,,,-0.01525990114836065,
HBEGF,-0.006019576773913608,0.05829340474947795,-0.028439026723024743,0.06381621746402126,0.025034517135568906,-0.0022281618061158084,0.048094982720781075,0.090372318015809,-0.11522302282123417,0.050803875932202376,0.08604932642170375,0.0027795735685477337
CSF3,0.04675787810292453,,,-0.02136621522141744,0.003382376050423411,0.009477705641237871,-0.00789013681866217,,,,0.0039062979763731616,
PI3,0.030576974032467973,-0.03471358358104683,,-0.03889064104789329,0.01977655582089078,-0.02524099704955432,-0.026853719568585475,,,,-0.06079137718440262,-0.030056442576666387
PCSK1N,-0.025082872801695636,0.01125017334084165,0.008794518894660142,0.022231980047840487,-0.026420319678670343,-0.00909011073546563,-0.02028630931445089,-0.015506906512068755,0.017620852416627385,0.046767987074302735,-0.03821987729389823,-0.04150927626720406
NTS,,,,,,-0.008964463396227623,-0.0037331817198743137,-0.013094541869895627,,,-0.018591293778188262,
SFRP1,-0.018723505253107103,0.0135127652620906,-0.019497522830899536,,0.03252751049396717,0.0763152791563272,-0.0351365469478438,0.029745716451746063,-0.03389039791642603,0.10324380089494131,0.010297485492185832,0.011260459625466093
CXCL13,,,-0.06038142444872261,-0.015514400360993707,,0.030500728939196725,,,,,0.023119129186942214,
MICA,0.021067331006294984,-0.01974474497080305,-0.026900153102444445,-0.050012571186935716,-0.005763019920497912,-0.007701153480305441,0.0490476855325884,0.03185684642441743,0.015491868055029265,0.04135262882609987,0.07585986634546704,0.06340572758526822
TG,-0.023743184097045095,0.014678182040217619,0.005535867431672269,,0.05048121590156878,-0.02194072070441132,0.012149183192019481,-0.009628732944447835,-0.007889245985134118,0.026615795871968995,-0.022897210621631026,
ADA,0.0533409874273794,-0.02486932356959774,0.041320545004658,0.10143244698227445,0.045838731952204725,-0.020494804405823745,0.07119614134463648,-0.015637836645002064,0.05453468344981108,0.0861830954482225,0.02780669512911454,0.05395349536549419
LAMC3,-0.019604014622610518,0.05967183547287232,0.0015210482802164877,0.027234273627270572,-0.010480941858812627,0.004141580471962992,0.10896826112415627,-0.03192557763128477,-0.04749737624756994,0.0009139126379186605,-0.007252887684033075,0.04907431213068928
CCL7,,0.04448389948203794,,,-0.02292989057290248,0.049885347903446585,,,,,,
NGF,-0.01715982984049836,0.002988999236094471,,,0.02398640770345093,-0.005205025802666705,,,0.014163843671575674,0.00259275976080604,0.037784032019917924,
TNFSF15,-0.021228851117912402,,,,0.021483256045173642,-0.01523019964280289,,,-0.01427980337109137,0.03344307468894946,,
HMGB1,-0.009759898349083154,0.03208879288518623,0.00678678108067372,0.01529820538013982,-0.03389368671878755,0.011430583610743601,0.08323822737799598,-0.004273746902342663,-0.009004730115144372,-0.051201017135400005,-0.06986431075429901,-0.008819728977096895
ITGB3BP,-0.02070907206154677,-0.01023222390469188,0.026838238701246558,-0.0021011925185176875,0.010015150936246,0.002946846373001252,0.10542371425953875,-0.04549638487936537,0.0934648336262562,0.05071636020649477,0.0065821165803371705,-0.014070191854360217
AANAT,0.08220676775071092,-0.0076960772023495876,,,-0.023232925795182286,-0.013723320731760186,0.014047219949081997,-0.0110991946987291,,-0.04895858779177962,0.08013390685155405,-0.01837000636302373
RELN,-0.029587257717094466,-0.031230690377572774,0.007750745259463955,0.12584777488374574,0.07069822557370693,0.05763927647842904,-0.05651444448719452,0.008923723467429635,-1.821291301400325e-05,,,0.01417303044341938
IL15,-0.011591606844120314,-0.026871889276695024,-0.019782732229825836,,0.007890806238663547,0.0032727203684082447,-0.0038915442570182017,0.06075423683140463,-0.03635975620274803,-0.04440153978231859,0.08001016403907482,0.02292729664551219
UTS2,,,,,,,0.040721120691250404,,,,,
BSG,-0.09968525706054178,0.08667718020185784,-0.013043487924279045,0.06818979463237787,-0.020617296450025177,-0.03842398225516276,0.07587022345608282,-0.011383524823570749,-0.04212625924619426,-0.0062878921766785,0.04055623040650947,0.008435870016545784
ADAMTS3,-0.009620900035806219,-0.012533894939009516,-0.012792293367314977,,0.0031376932587525346,0.04573453508129198,0.1181791226813332,-0.02349798906304189,,-0.010939249552021498,0.04797186436370318,-0.02122071925214535
CD34,-0.06768992016683772,-0.0022885430802088314,0.023887819855821314,-0.03542753600178596,0.009720004150944364,0.04596457812872909,0.03721576705581909,0.007510549919389433,-0.08349880563922343,0.017338304065979984,0.05470146112853221,0.015020315882543402
CCL23,,,,,,,-0.008555225522267229,,,,,
PLAT,0.05827019727018768,0.026286290131485396,-0.01594867174388392,0.029459403189333922,0.03620600833509957,0.023034780908473586,0.10156275616631238,0.024284838865057334,0.059979588743663305,0.10280535771960268,-0.023722090048432204,0.0674253591292547
NTF3,,,,,,,,0.045993185984628954,,,0.0562299725598681,
LTA,,,0.06782316832340853,,0.01199157238446848,,,,,,,
CKLF,0.016113517730910232,-0.0025271980633371255,0.016939842750819514,-0.017446953766321546,0.013006012129895399,-0.033750247537854085,0.1331340007537239,-0.008464167119287049,0.003545463584695214,0.0706720412017242,0.0018296963282132474,0.054888921641090146
CD24,-0.03932911958992641,0.02630174193864301,0.08813289030411613,0.07798995441291463,-0.07342017488146385,-0.012801583184500405,-0.022286563681324627,0.04781059639175923,-0.09474632622794264,0.06628943293700146,0.029600968452132007,0.009259523454698639
HSP90AA1,0.08306863227066125,-0.026825343513134668,0.03856494077959663,0.006089055263918709,0.05292908762918124,0.0801315385405229,-0.09891208918144329,-0.026800594466724496,-0.04606963965094846,-0.07859178424956755,-0.0948122117620167,-0.04818303920498659
BMP4,-0.03713806929054719,0.024700675465544348,-0.0264704652841683,-0.0183321117974396,-0.015385037908200463,-0.026632320723849034,0.008483708707229741,0.01540693006259085,0.01537223326570281,0.1139652009983157,0.12115661773715959,0.004503576614735084
SCGB3A1,,-0.020988483426029162,,0.022517588688434967,,0.07209563254251371,,-0.00936227928615467,0.0885584473194516,,-0.029211372263820267,
IGFBP4,-0.006552920645763741,0.0056132292388337505,0.011593944982199187,-0.04404906099789922,-0.0233410432839255,-0.02373257526342076,0.08781344327244046,-0.01131230944877595,-0.035759238352787895,-0.012239504044610569,-0.03391647202190694,0.047817368027702006
RSPO4,-0.0209624914407022,,-0.007655309640510809,,0.003083332374736452,-0.018862225707812017,,-0.009362277916709533,-0.0035553977544620467,,,
LEFTY2,0.03695009928038042,-0.02776253925332156,0.029257962089119707,0.0011590427687727856,0.007644736511814954,-0.029277090025326715,0.05468844898367877,-0.01026585223884675,,0.032275724684933685,-0.017546144617596075,0.05385440688635138
PF4,,0.04246300694634363,-0.022714296581391877,,-0.02000587777907655,,,,,,-0.013986755894646229,
ANGPTL2,-0.06429336695013564,0.04221125137252185,-0.019094094699632486,0.021621293132863987,0.02029931695580717,-0.018128122981072196,0.12022437038001488,0.02842822118344479,-0.014997513443682199,0.02079541890882718,0.017438962485496853,0.047999971840619826
LRIG2,-0.06575996484458782,-0.055109536832965884,0.07592942362646611,0.004207387563365844,0.0156790550257032,-0.015465213769475461,0.05696275952431266,0.026638724067683812,0.01594838286560656,0.08860739639135615,-0.01865737189870678,0.009593243561011168
ICOSLG,-0.0037134484699810895,0.04587717624294809,0.00746825209135437,0.10990370072516432,0.022902271490107932,0.025225435162193763,0.06562429677560959,-0.017767855156329282,0.11479557056710565,0.04623071749373821,0.04555403821008842,0.0030118930036186022
WIF1,0.0616703861822933,0.07268381923723805,,-0.03703502605795768,,0.015983013760496954,-0.05285413456930151,-0.017617868623957,,,,
NPPC,-0.04278139740464852,-0.012196252163700565,,-0.028652627094936246,0.00690098845163404,-0.03290369940570956,-0.057920174869638054,0.07594229853047477,0.010546582999600132,-0.00984400245555525,-0.011163697310363218,-0.029384142024540597
LYZ,0.0302384747113833,-0.00608502732819954,-0.0017262678030914606,0.021578926568538256,-0.022149094046239323,-0.03950461373590288,0.009218173405965873,-0.037729281726671046,0.02168077653717819,0.08685509633036528,0.01901665383795365,0.019263887104133955
EREG,,,,-0.028800084686950066,,-0.026543627001633388,,,,,-0.007337285340772765,
SPTAN1,-0.07555748192503288,0.03208846880860166,0.017708715698049143,0.01611817731471022,0.019090940517858625,0.008624305375664212,0.019980552580785068,-0.009651633406981561,-0.009750185461778475,0.07709360153117521,-0.019691374972501355,0.03816461076810174
LIPC,0.01280094391988871,-0.026654873974718763,0.0068048271096241165,,-0.0023758805533466163,-0.01826173902990632,0.00036334615500251447,,-0.04979577925930095,0.03915550990029739,,0.052888032202477855
COL8A1,-0.08391894254780445,0.031041532219061484,0.0018704951787109788,0.012156027240571656,-0.021389619521070043,-0.042996247871799655,0.03762521189882828,0.012152266582939646,-0.07664564845136311,-0.01041594883976935,0.020885530645578278,-0.0007102090131655308
GSTM2,-0.044581015996944674,0.00878718154999616,0.07479595406192255,-0.035553025268445844,-0.02390495998813518,-0.01513419509505136,0.03681244605561713,-0.006713361250392339,-0.009300667188918081,0.11396600961297136,-0.043236909068800226,0.026962660065117373
SPX,0.02766543264877567,-0.04311004748273779,-0.03176089406643213,,-0.021722569177777058,0.10081368334648133,-0.06463602467885365,-0.007840105617194533,,0.062427531884251874,-0.01736634521057973,-0.041298141263645005
MFGE8,-0.07176140241836791,0.01030651022893654,-0.05542749425191612,-0.02918957973843403,-0.0027631547461394305,0.02461596793021677,0.10081826819715138,-0.05756179620067291,0.007294047582947419,0.015196508760169272,0.03431922188128191,0.06783808941742145
TGFA,-0.002018584230823745,0.026697577474598763,0.08312615021197045,0.035383193256236734,0.0039948937960649295,-0.033997743498216576,0.03409322847773355,-0.031242097822536785,-0.03620191634512624,0.03403056030609315,-0.02979108300703924,-0.05161715473748516
SLIT2,-0.04248190493287283,0.07112042158711757,-0.018068218192005596,-0.016975080331503307,0.027870162539858332,0.03138230653077977,0.0020206897935017977,-0.04012782658461068,0.02287398975445533,-0.043836865875598714,0.03628605122359275,0.08873392007722536
PLTP,0.025402814560040406,-0.04765962101809892,0.03065864819876776,0.008185932656510074,-0.05033998846666128,-0.04283337398630825,0.09939806637236878,0.0009483490127801175,-0.17123901055787633,0.07507704728609114,-0.1137687012204052,0.05154856334794066
APOD,-0.0009754205439669735,0.04870964403827905,-0.03533933459242843,0.0014492077813989402,-0.011048965489008526,-0.005943401386266538,0.010139160375157072,0.009965808145779336,0.013095899040943293,-0.06816086872296127,0.06371153414375429,-0.03520450206847528
B2M,-0.028800963274929564,0.05467579474850871,0.0016522030150326896,0.06159656186735392,0.02839839338113078,-0.030538986589836375,0.11175262620641038,-0.02047982974234548,0.03137305761773424,-0.02609265812122731,0.03080263612041948,0.04568268945451564
OMG,-0.05225296656846237,-0.022860877256843326,0.026777419986560594,-0.06266773174231363,0.04995783508652419,-0.018114639549756364,-0.047030448682640565,0.03959518275776492,-0.00011736785476569867,-0.022201730532061405,0.06986868753882233,-0.021967494308016297
CXCL3,0.07237004858061688,0.022311774551718646,-0.03190107457652135,0.04112638404361945,0.021646967529390836,0.012993791582205913,-0.028244211155852447,-0.010015658403582166,,,0.00862986143196466,-0.030813822379420815
CXCL10,-0.03773082941255697,0.07945700368172728,-0.012341721775521822,,0.03376112293433271,-0.01799411063857141,0.11891030339263473,-0.015214518178113881,0.016070256986352442,0.026176693922347,0.023842303785966346,0.006517788186401962
RSPO3,,-0.02851018793641844,,-0.02136621588785352,-0.023232924078532113,0.04048908803878645,-0.023381165805064816,-0.011496332928453548,,,0.1704965558466574,
CORT,-0.02350264625370195,0.007451224396464702,-0.02385208129309085,0.10459910941116814,0.0635021192449715,0.04404328868864853,-0.019604852426572353,-0.03290655564945271,,,-0.014636429151438287,
NCAN,-0.03882445261709962,0.038092612363799384,0.04692942622362455,0.08521971476960018,-0.10447754604053462,0.04704147668592834,0.1311048375361083,0.023591885629663627,0.13279227107845692,0.0977520437504384,0.07162400717834301,0.12362552801560733
PRG4,-0.03207559394481616,-0.03156417566866567,,-0.023890189533326556,0.029160200872812642,0.09668378267414295,0.022473769205718627,,,,0.07271607601116313,
ZG16B,,0.01784740417803147,-0.01506102109652462,,0.01891824282870409,,0.037048406888489864,,,0.15134330142231167,,
TGM2,-0.0023636742525902973,0.021040020538747192,0.00035537848007534547,0.05795642233295698,-0.009400520142159703,0.021898266088463365,0.07241569640847899,-0.019108259379903278,-0.08574223111451701,-0.01022245096589702,0.02169113862219051,-0.04815764165937293
VEGFC,0.07527252563623886,0.02373065656681709,0.04347860217428052,0.0009001925477276997,-0.011020859371568726,0.016233401041795697,0.16090580075848063,-0.01134378236552608,0.02291068203077145,0.007304739715799382,0.02577610792703538,0.08866949148073862
WNT6,0.01048715140237454,0.048652600410226676,0.05358739614557126,0.004585506546109651,-0.011856757024455355,0.06163475653831246,-0.030091121236216847,,,0.0017519162795694104,-0.02720245777121337,
NRG4,0.08471912031924513,-0.019331132022384356,,-0.016015127358158462,0.1306021485085893,-0.01862409985712437,-0.017142278045997432,0.00869414741626747,-0.04738102994225289,,,-0.016727953721532473
PMCH,,-0.0222801699785865,,,0.008608237627667107,,,,,,-0.02053569313985105,
COL9A1,-0.03388795617709997,0.02155186696926008,0.004861984951375214,0.023260705217958578,-0.02914654282147718,-0.02554901602732979,0.08787634251123881,-0.01983223930885208,-0.1357112909522188,0.08430770080753164,0.04603077049670172,-0.019840716231418167
GDF11,0.036943463574880035,0.02606711279875353,0.03689267730666949,0.03445392192008004,-0.018114700921198608,-0.0014781879331653236,0.043521189601969476,-0.01778206039235653,-0.12067167535762721,0.02510321310148353,0.009124890552774925,0.0096034248945931
IL24,,,,,,,,,,,-0.013763744183034254,
SORBS1,-0.05070406607257386,-0.0052410842445159206,0.042943770554405646,-0.016361186325137392,0.04638483541431671,0.00033412290054078974,0.03242323463543865,0.020203488899534272,0.07655024080298488,0.13126779772578748,-0.015039916299742245,0.0663277106252807
DLL1,-0.013155814951076006,0.024339561284060344,0.06416903266959467,0.0021663810014642157,0.00596480161475078,0.05242592875663272,0.028827913735488434,-0.019917839539773087,0.029494653415659516,0.03794704249066656,0.06796975290456964,-0.004061544834125763
TLN1,0.03133698429393655,-0.0035891564791972414,0.002559781526223166,-0.01031277585069688,-0.03195244910179523,-0.06815448366841892,0.02659743105791204,0.006198069132065087,-0.06270057066780846,-0.03649875417349157,-0.0040125801134430605,0.028400882534750798
COL2A1,-0.022265297119694424,0.0926371155000896,,,,-0.011678254599339516,0.22361539619149595,,,,-0.03587252777343711,
SHH,,,,,0.0004989226114634976,0.03501654302724239,0.045341396107289364,-0.010749566312012472,,,0.01517432924357507,0.09167349770657127
PON2,-0.09658444352987113,0.04153403708098908,-0.04705282983755361,0.025342036989251176,0.04032986389381755,-0.04204588425783505,0.06172627462078302,-0.002294307278741493,-0.006028197017184698,0.08701788973152227,0.05680031601979999,-0.044128386459594424
ICAM5,-0.05188251865610711,0.0003013927196006605,-0.022319979781727232,0.045380101202197334,-0.02140929631337967,0.12437053357494827,-0.055191967486402246,0.015058392448481483,,,0.015033251923977116,
HPX,-0.035456045224477074,0.07843747866162745,,-0.02136622150496009,-0.031802869012801195,-0.03313032778675245,0.03910536414166602,-0.009362278331692843,0.048071313934331915,-0.01709209136971165,0.033160434905580335,0.0020259068883284824
SFRP2,-0.028988128515625038,-0.02790424464795547,,,0.01774213225601672,,-0.022541513557441387,0.017106376050890233,,0.05560369422316734,0.004900176965961232,-0.04080619713241069
CD70,,-0.04422301987860032,,,0.0002527527765445413,,,,-0.03910000048916078,,0.01143886109921702,
HP,0.007722594590072088,0.09090892669428717,,-0.03138595698093947,-0.015281710253456173,-0.015971422684167017,0.04782654301818343,0.004005214299113205,0.005748846997412874,0.04427047870335817,-0.02757368261416284,-0.01604681704157848
CXCL2,0.11631534368794035,-0.0052210604243496635,-0.012206069574721472,0.043172368904717325,-0.025082973445490184,-0.040942551756559004,0.026337828298699614,-0.013011274137677007,0.0589352842600804,,0.012211153825468042,0.03134194164998444
NPPB,,-0.027077174981790162,,0.021208891022321447,-0.02670408897018335,,,,,,-0.029714786669321678,
CCK,-0.008037623460699887,0.06543471670928434,-0.026303456841290703,-0.002652319727400841,0.07834777876523596,0.07804989622149289,-0.06134334234773273,0.00470838045803453,,-0.0006185361039858836,0.016978218530600594,0.024144031914673875
SEMA6A,-0.07829303767341843,-0.007376873416843337,0.008910024426873475,-0.03227383706815346,0.06434579361382833,-0.01648818126460938,0.0254383917459454,0.0009008181466819503,-0.014826985651440033,0.02023934350040235,0.04088210283502099,-0.062402859179318995
IRAK4,0.034652637371955924,0.011468756805763987,-0.017876977181365078,-0.013830864365572952,0.04987484914074146,-0.028469450449615092,0.08159066575860989,0.04659065393688316,-0.04759429472905013,0.014362122623153423,-0.037665727610475534,-0.0006283403287146999
GSTP1,-0.06084521453996531,-0.027832746402889415,0.028326594985524454,-0.00010857165447388706,0.0456797459705484,-0.006843353327882883,0.0944727357362631,0.014410274339741673,0.0681048298470279,-0.049079597858159955,0.03826739658060447,-0.04163224114386585
VCAM1,0.008282767522162206,0.056475847476872544,0.015689667990957876,0.07679671998728695,0.010653192105739564,-0.01660202420822205,0.07910282584213882,0.044979996033485764,-0.013522993993594145,0.0901439356176026,0.03574060479146149,-0.02944561711254046
NXPH3,-0.06974876545654221,-0.0048273164257882474,0.011955779912298034,0.05254475146022519,-0.030590541297044166,-0.008122439835972115,0.05078491455894917,0.003302454778238474,0.0027494779018703663,0.09887823628444173,0.042697255237201796,0.0347317992851392
MTMR4,0.05605050824108397,0.04945874606592294,0.04710519214259974,0.021974278605529918,0.025709569785023596,0.025793671699749773,0.05522901014429372,0.02736143580874068,0.01997153939610145,0.050081733773597786,0.06057653144824774,-0.06360132881996984
LAMC2,0.12667119516689215,-0.021252751085605672,,,-0.053259595275908275,,,,-0.034688499863546524,,0.07350636239387875,0.13182694354851499
IL10,-0.031515679521064384,0.02712251529244815,-0.036205419305622495,-0.022296341649472667,-0.04032056448260552,0.016873747427359174,0.006699858957481181,,0.007057462368712402,-0.05731968099042248,0.06356464143931521,-0.03043729449258323
SEMA4D,-0.051996408214762285,0.007691653228788087,0.019049557895060097,0.020293192746495187,-0.012265653567365645,0.036345102662953384,0.0014074142721050094,0.02146753409715406,-0.037082120628933006,-0.08082343056570178,0.03909264709275197,-0.011854268616188594
TRH,-0.005880201062255089,0.008407440309017598,,0.19750479553111097,0.03002032451470657,0.08185627203277995,0.06434661682380784,,,,0.08546247740397973,0.1190758743936124
SEMA6D,-0.020851939294915887,0.061787638820113656,0.01670573227338489,0.029537097184526812,0.01961779626570216,0.008540834318917317,0.09447109774958543,-0.011888244609825929,0.018517587157771798,0.06382238144436991,0.034731231553520946,-0.014796128429925545
CEL,,,,-0.01810853691421427,,0.10562422819660856,,,-0.012899352861145102,0.02156950794400935,0.05122689142492188,-0.026835141668422942
PDCD1LG2,0.02777046686524895,0.005521958042162697,0.04800660087548755,-0.022296330095706564,-0.02912221282176267,0.03626071442789643,-0.024282669553503576,-0.01637428492113228,-0.07046757703551797,0.10593571989605607,0.027437536860321687,0.015883290171885327
SPINT1,0.010190867541984634,0.17436446582046325,0.0024905985771074756,0.0020062838144614525,-0.018717858122133006,0.07926646101829271,-2.700755798708628e-05,-0.015300022544292448,-0.018067898331147244,0.05039984433091991,0.03231420989331421,-0.062345684908501016
CTHRC1,0.0744883161869519,0.01995165912342516,-0.0027002967905022943,-0.019388173602585435,-0.013195365528149879,-0.03983585913384371,0.007566803341359015,-0.024321056468016796,-0.058182695961207294,0.05713450508437078,-0.014873241160378449,0.04387931856165225
PODXL,-0.04472145666692295,-0.0010676487255003185,0.023363919772617706,0.001606295275956833,0.04846799165857129,-0.03582965591515264,0.09850081393971818,0.02282508600650934,-0.08338156425239449,0.08116516911373872,0.00978406856409416,0.07415397631818023
JAM3,-0.02147858634427904,0.004748521004051008,-0.045885010052665105,-0.04564345222986078,0.00621743381381232,-0.019465488600813607,0.06438519890199398,0.027029589321621306,0.17956704494333292,-0.08682453718123424,0.0014236929610252384,0.05222252771432625
TGFB2,-0.02517678916946389,0.005721836656791635,0.015579692906306609,-0.01777361116085007,0.02518418089016421,0.021165148637675428,0.0980197517089926,0.04235612965907049,-0.03168935287849441,0.07992937283793371,0.009367467892216408,0.0781479264454356
COL18A1,-0.06105018609030537,0.037792131305317174,0.01960348426235241,0.017006770143183143,-0.02454178218663444,-0.006649459966844091,0.09465340632586139,-0.023228739182101547,-0.12352710827386028,0.03203661589077867,-0.030324042254634555,0.054980870743655166
NODAL,,0.003797864465834328,0.030381773720112516,,0.048847568396229425,-0.001854502491302494,0.10805176647696957,,-0.028756214549558144,0.039642655721493586,0.006523754183060494,0.06534699579065348
INHBB,-0.11090615495275241,0.048193279377771854,0.07604525498116346,-0.05870344304065307,-0.008740805701720698,-0.03720999868638068,-0.019206490194261027,0.06154679272746611,-0.123695996748009,0.04379352934827539,0.030872541196752968,-0.019286579847325167
LCN1,,-0.0212527558675612,,,,,-0.0247859420326409,,,,-0.01605573450554456,
ARF4,0.059813804403438774,0.007978104613941812,0.03578431103879262,-0.012301490820487607,0.049106870640694675,0.00400284491072057,0.0649267653637386,0.037193149644528474,0.053033857954871005,0.04188997035727041,0.09227147537616907,0.0435632382796304
CXCL14,0.031174032878288675,-0.06498731350561274,-0.034572071086125214,-0.040459561166394084,0.05891117732256421,0.12452559217070214,-0.044153853227265276,0.014941898899008052,-0.0027770919808120303,0.058540422724457725,-0.045844047384604715,0.0943738381528414
LIF,0.06469513576155334,-0.0746508031830717,0.07638008690451928,0.07467398446479735,-0.0260622843891456,-0.036218107273255154,0.035598208855947416,0.04030223525643941,-0.0818504846528858,-0.021287746414852027,0.0010142522411994257,0.013478315358131744
IL17B,-0.023743195086602154,,,-0.01650161290360797,,,-0.02079501060408393,,0.005782663619308297,,0.05381807579872842,
MMP1,,-0.02930043346797398,,-0.06554120414827538,,-0.011492285422240997,,,,,-0.02646387810917519,
MATN1,-0.018707424877999847,0.020152212175673694,,-0.02636128107345748,,,-0.0259863751494396,,0.09533842312228463,,-0.028398140787366508,0.0342980459610637
ADAM28,-0.04546820324470599,0.043860909918523705,0.0329967857802519,-0.039883595781997516,-0.008511447128316743,0.0322106778480442,0.07037949322243582,-0.023167427055425575,-0.04795711940305644,0.06531184828066605,-0.02156213131929818,0.011805887142311481
TCN2,-0.010653928625637443,0.025294535413911873,0.026794489821820165,0.09410429685847718,-0.009894711722765029,0.06963008777637174,0.04588127702455116,-0.010821275130932069,-0.0404001962412745,0.013847100417475772,0.00015272513461151983,0.04792944893347312
THPO,,-0.01670498627807407,,,0.0009724088062428833,,0.023674878891328546,-0.011549766093351007,0.12755657120237235,-0.04186753204970452,,
