,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
MIA,0.0072085193051697,0.022335369761960423,-0.01786828451159823,0.1288306356025466,-0.030688641655488777,0.025187966277754482,-0.023568508500355818,,-0.021641844123347433,-0.05296396073237695,-0.07082097870595327,0.07030421860205667,0.03275059779273752,0.03237701995029924,0.03707002825593859,-0.009446407399727803,
COL4A4,0.10605298317633687,0.02195658817219093,-0.07985107049424497,-0.025478924199251053,-0.022194960555635624,-0.018213810464967166,0.07855934052859237,,-0.020993391692551863,,,-0.04537539222588951,0.02939876945734042,-0.009237375752491762,-0.006987053397145828,-0.02308983581714837,
TAC1,0.14280436476681005,0.010917748977113567,0.14437767608889068,0.07835113538151334,0.15880209303156947,0.03668620731956924,0.1294206606424115,0.2730143681382095,-0.008933123064213788,,,,,0.03151932562619246,0.03610194121306866,0.12146174086626173,0.13195114685124926
RARRES2,-0.03387584477366615,0.05162844691239048,-0.07104508438108684,-0.09051570630802842,-0.09240947979870542,0.06753068273308155,0.0345940833937479,-0.03432948989459424,-0.09713779771668389,-0.005193736404904417,-0.05119015234564402,-0.10217128855212661,-0.00030006612372926325,0.0006453585403131289,-0.010570074362595732,-0.06973864490939594,0.05310707537560668
FGF7,,-0.026602505871123342,0.06462772089304719,-0.02596407841207932,-0.036596060953799664,-0.034699972661580876,0.04046491175150775,0.037446410250970584,-0.027724167784528297,0.15695193441693778,-0.019378950380407396,-0.0227131658908965,-0.009008291166406503,-0.023672215966556377,-0.020253902543237758,-0.03413120323515863,0.015361326550677967
HBEGF,-0.028845175922227614,-0.0011417980568811784,-0.03300713079464717,-0.018842205121292983,-0.0884286429557897,-0.04513127286683223,-0.047247373113660666,-0.05473257303854186,-0.062174480068658,0.07728397243204875,-0.036960970982444705,0.033099699878856935,-0.01720714990017837,-0.041622041617182644,0.03650026040603772,0.0020121272823727474,0.03644121497924084
CSF3,,0.014510685148706336,-0.03143503664710875,,-0.023481841067920284,,,,,,,,-0.02376390974625994,-0.02080504990145457,0.06021926137325508,-0.05270028272037077,
PI3,-0.03319129021376363,0.015453038587618796,-0.01898829432789973,,-0.02644086296923369,,,,,,-0.01800997297248677,,-0.05178668538226685,-0.052780842022098595,-0.05556126761943034,-0.08269611665239952,
PCSK1N,0.01636618616179069,-0.03262980266597727,-0.03725639753597316,0.05345866474183207,0.06771633558865099,0.005789717761057537,0.09676721796826362,0.22421866190177103,0.1185992342269686,-0.02229835542249051,-0.043136100534901814,0.017415481880980018,-0.01819330387725779,0.037489852024072144,-0.02073481383580334,0.10885536838956168,0.23496021412579418
NTS,,,0.06955103708633925,0.07885915022557032,-0.002320298330127454,0.06109292086258988,-0.02477651972166812,-0.04117859058182843,,,,,-0.021694919524197217,0.002434755833874748,-0.026742400154162384,,
SFRP1,0.03672503697249838,-0.01309478120380382,0.12198350482320719,-0.03541947560174141,-0.06879301210490296,0.056458893030191734,-0.02825230157957951,-0.07656066632518224,0.013341733547284428,0.036423362778270255,-0.08310100278397578,0.12250718440095165,0.011921469587526181,0.03990276100185289,-0.01315496124110343,-0.05466459606254507,-0.03380089703669048
CXCL13,,,0.021821149172383723,,,,,,,,,,-0.01987248024145436,0.010133721350902253,,-0.049341876774684434,
MICA,-0.009841583519865894,-0.03434533108713327,0.04854694553514952,-0.04936063697841083,-0.021587641588403036,-0.011630754388475299,-0.007625265015192259,-0.05687392930293438,-0.05650113629259164,0.05755778022369692,-0.0267566552814659,0.03145664934085874,0.08864167844093665,0.07792995979997384,0.06349780030653955,-0.005246175537986307,0.1075998667715198
TG,0.015983615718346954,-0.014131343580658857,0.008244347638707924,0.07518763875992221,-0.028340481296201474,-0.01757584386588099,-0.020446067758191223,,-0.022148414533832733,0.02249523013331683,-0.0025007059992762,0.18239389740087733,-0.019405214664054107,0.047838560683075966,0.06027159117204245,0.03408132953865235,
ADA,0.008712397362470712,0.03889099507665294,0.0016411443370591325,0.05301449097357091,-0.05231291877222237,-0.00889770955198925,0.027896633545057975,-0.0790507544849895,-0.061323387607194565,-0.061482089433849155,0.0980554933789571,0.07398120999489657,0.05757024771894577,0.009369823120824291,0.10293400492696407,0.013651326595500505,0.199659623230039
LAMC3,-0.0061009413723296865,0.010693860186874305,0.12784881970455042,0.020382006545393294,-0.05707435459700771,-0.039249683315476416,-0.00672574243325213,-0.016285768424014958,0.012901906820427318,0.09332573547988157,0.11089872429525022,0.19652459309973525,0.1353523365604629,0.11859366321505171,0.06542121456241688,0.02421620855157221,-0.04795517178594563
CCL7,-0.020068078323754974,-0.010216938830754582,0.007123573018708494,,,,,,,,,,0.08027498641798556,,-0.01162543507751723,-0.003859018622026407,
NGF,0.018291668851420435,-0.023409616389957276,0.10337831899398238,-0.011591249897380234,,,,0.11388194051769883,,,,0.03889808412270188,-0.025279117353361746,-0.011453622621970926,0.02824135591553676,0.01772941489139853,
TNFSF15,,-0.011377061092122312,0.0860645134183196,-0.0056521980049453295,,,,,,-0.016848976712406285,,0.09788265768048562,0.11793809579465545,0.05792824909586072,0.03406994590861857,-0.050279648192107076,
HMGB1,0.024062678302622695,-0.029631611720243898,0.016109490463774582,-0.011031091500847674,-0.09581529699543546,-0.020983028934938055,0.0022661722890506145,-0.09323241953656833,0.019110453044759394,-0.04218085633349983,0.07418507635104928,-0.01617754197820302,-0.03028709988627059,-0.0063025208402147335,-0.03273442265164387,-0.005042534337829957,0.003002229429489769
ITGB3BP,-0.06724828610069343,0.02254235604203831,-0.0028761926638697826,0.05010278805431054,-0.10496152549407269,-0.05495971330012583,-0.02307853467163605,-0.010393099494829099,-0.034514731091242416,0.0012390208864371704,-0.020774968451904793,-0.030965029962444057,-0.04344915599741979,-0.049111695132231285,0.04785594638315909,-0.01321836597738546,0.09581324893191329
AANAT,0.043811195685437565,-0.010351963126651388,0.00682418353880511,,-0.021181256106981797,-0.01580605910213804,-0.023568509811296438,-0.006465182566735613,-0.01977842129496302,,0.016376318453775268,,-0.0192021264464581,,-0.028353241520589365,0.03207740933874687,
RELN,0.015124866968556507,-0.0014471347598744243,0.10306738340547156,0.07110488600634111,0.042384332196452296,0.023723841426428315,0.04190600771556192,0.07176772767784849,0.03973509787851655,,,0.03296877845508202,,-0.024079030393646547,,0.01595174055388263,-0.02739995388690121
IL15,-0.0022369202762899916,0.040343190999587136,0.023185563375801063,0.04905057017887615,-0.009544432065337696,-0.030604234762858586,0.05164203739727993,-0.04838137126040548,-0.01834357160731643,0.06602656923103235,0.01831315784101814,0.009299760835453247,0.0421621555054134,-0.014514225014396698,0.06719976171153261,0.00016822945819150128,
UTS2,,,,,-0.06386054246829062,,,,,-0.00905922309569038,-0.10160699606659629,,-0.016352016026483934,,,,
BSG,0.08624247935638413,-0.03910700075322305,-0.07987711714316055,-0.006116096339669752,0.13538555357451182,-0.028301708889793994,0.03710499207604424,0.16053566239220515,-0.14302276460077884,0.02481960214549891,-0.08303058526242946,0.036171328014796424,0.036804143151812754,0.012317489971922077,0.02491415676943752,-0.05693636106022656,0.15737821753625908
ADAMTS3,0.028541694132428755,-0.027561599420108482,-0.014877992362225532,-0.03188750456957278,-0.03939106506317388,-0.021425485791269027,0.009442147644317105,0.054570682955194426,-0.03048109576408675,0.0668354063796172,0.0077771713567195404,,0.03800503440762868,-0.01586519946958589,0.022312545170710837,0.061287672843938636,
CD34,0.012590193392497426,0.011097198277349618,0.05141103292575699,0.07769999913498707,-0.03905270473075092,-0.011579186302184302,0.05298433312023149,-0.024272703233868438,0.01067094902291836,0.12284619365782021,0.0672768655065057,0.12999693240570662,0.0592514738800395,0.06119017873749466,0.08065204815748747,0.018654747756305344,-0.013815977518296442
CCL23,,,,,0.03885227104594721,,,,,0.051082531798134864,,,,,,,
PLAT,0.010668637337172025,0.03649012003503694,-0.02026805885631541,-0.047474806910722075,-0.06092185299920217,-0.0926826789614196,-0.06835884843103814,-0.08349776303248184,-0.06835229559491567,0.03538694854494538,0.1417691277534845,0.1657781314587209,-0.0008677411420644368,0.0338922183994164,0.07749062502684186,-0.049282866871547745,0.0575527477537831
NTF3,,,,,,,-0.007450771662635627,,,,,,-0.06069567722082772,0.0755125659559663,,,
LTA,,-0.013094780591209375,,,,-0.01522288216433401,,,-0.018343573871655472,,,,,,0.04068957999064382,,
CKLF,-0.005178083845431433,0.017888650788480412,-0.023300048963875556,-0.048669033807364884,-0.10987981562893132,-0.019635175659265428,-0.029930611717783703,-0.13761241190780932,-0.08874976603427043,-0.03500120418584106,0.10802394617241304,-0.0023981570162747738,0.03307795551056728,0.04527939986905169,0.019859687321895175,-0.05139653242330493,-0.05984112547838699
CD24,0.03744331732016332,0.017429131671942433,0.013799816979500546,0.021696791871915942,0.04247825801916335,0.05766429768912445,-0.15079697640436024,-0.0053988705311904155,0.02822042573487407,0.04409033220856368,0.07365420115499506,-0.01581946802043591,-0.044116752816718785,-0.0035872586898475977,0.018780971432360294,-0.04152701513721907,0.12338781870547989
HSP90AA1,-0.021574470551718596,0.029534856064063413,0.10133833210309175,0.017729785352875376,0.09106150376081418,0.0055071688151104425,-0.02154243009852812,0.23490980093619807,0.12924481461664752,-0.05015759691770719,-0.05251865943421931,-0.02922301438363943,-0.06693964288175985,-0.06796641415500264,-0.09406541291971443,0.07435179330200883,0.09147622990580802
BMP4,0.03160050358194593,-0.030551695082751684,-0.01904909923508726,-0.0011796788681289994,-0.018158253632950757,-0.013973028184759009,-0.011823178231636308,0.04969453734556136,-0.015630619544138864,0.034836357620185304,0.055959361596293104,-0.03505034124753057,0.02070439916156937,0.061277329760961056,0.016843077616027092,0.006226884821475849,
SCGB3A1,-0.020068076316973955,,-0.018908085241647866,-0.03778561778664043,,,-0.01988026854210419,-0.027310818489433668,-0.012799903264022233,-0.03190773476262522,0.12313685830364879,-0.062178221230538025,0.07437576769158559,-0.03221084276966672,-0.01870710052722557,-0.016300782981662442,
IGFBP4,-0.019688040613147977,-0.06561730565137693,0.029856166789957894,-0.012251244677976097,-0.020207309839649343,-0.014147410659066113,-0.003049794185948673,-0.041829733445574634,-0.06843690724978274,0.13385071808438337,0.1394609031014592,0.12387437297059323,0.06343910788888281,0.06976036092965993,0.09844355686560316,0.018688831524319195,0.14733538213876218
RSPO4,,-0.020043855905672585,0.04410212319941478,,,-0.01770513870259771,-0.0057997171044754416,,-0.025445424822371363,,,0.08461436196984601,,0.05325707457771826,0.020008388260634075,-0.013062374775834011,
LEFTY2,0.01396599729339528,-0.008986332520673162,0.008819032204340582,0.062121094511077696,-0.021942026564979306,-0.03624248461300098,-0.00799216594940117,4.526489620544216e-05,-0.007429697792289351,-0.019168556073648584,-0.08497491622423835,,0.10015757568708986,-0.01711226751589889,0.11286510450998052,-0.0477772897341206,
PF4,-0.004254736056355622,-0.0089140778441362,,,,,,,,,,,,,0.0452697952738042,-0.0366892589770919,
ANGPTL2,0.03756987173795595,0.061097524540674325,-0.05881596573085055,-0.07059735400084528,-0.03189507746022481,-0.009300284668186193,0.008396670037936864,-0.10049478144222986,-0.09124022510235395,-0.03056862785913279,-0.08526060652846673,0.08038637683201881,0.10364636397913918,-0.02726414847336288,0.09655354584908318,-0.0563066556859711,-0.04532535854344949
LRIG2,0.008787438610489697,-0.04122071399489165,-0.0455875663589205,-0.01846032136128069,0.019492620812594,-0.013695999039713292,-0.04083417967622678,0.02404235244611296,-0.05141137662363987,-0.04696992358714303,0.04723718198749168,-0.02183863810231361,-0.04971237126971628,-0.004199963800817649,0.0068424750852682185,0.03622523302491429,0.021366654213354166
ICOSLG,-0.04358113402876982,0.023979003632193144,0.03890890193719833,-0.01150267198514072,-0.028826858491699074,-0.051883089104158155,-0.022104663356311057,-0.03832898550217219,-0.03272681079411777,0.03581872868865767,0.09421846609322013,0.06081577613550723,0.006329148309106205,0.010338723907637687,0.04800521922592645,-0.054088989883694066,0.00410682465185049
WIF1,0.06526761546398195,,0.04446018547724877,0.07939659986973677,0.16587306144788852,-0.013662636178499438,0.22417014844972036,0.13276193068438719,0.09310613300218248,,,,,-0.025917096257155613,,0.019703397710126035,0.26400820311729684
NPPC,0.016702640902003834,-0.013827933005128924,0.03861318352510464,0.0033012026437471633,0.04072954570471868,-0.00479591684641433,0.004176204759588386,0.08762951053452712,-0.09938472220410739,0.03706770416623892,-0.05977006164362827,0.005394177091014854,0.03561062060536811,0.00552002807715365,,0.04190175607680215,0.11162421836816401
LYZ,-0.0058444933451994915,0.036152817016286136,-0.038151590297951996,0.053878769513981774,-0.040674739566845385,-0.009130022951676062,-0.01875201382725866,-0.160822100108436,0.002795613378770315,0.015579246006316015,-0.003319603859077522,0.0206849021420469,0.00198614207259245,-0.011378875778826746,0.09768079411230822,0.05583910040715197,-0.06808531981284
EREG,,,-0.030710144526967843,,,,,-0.04236076363654781,,,,,0.06072657722781955,-0.012683598636950873,-0.013704489881791921,-0.04224020564418267,
SPTAN1,0.07301976119351046,0.030507573022196435,0.06787804182292859,0.046035093333586956,0.049650406642645833,0.026440278373348596,-0.006316267449569546,0.2451592387008516,0.1348953215729044,-0.04433154007615255,0.08478947146117072,-0.015146596959413831,-0.02497067880864927,-0.015214305451829167,-0.03822174000468005,0.16425286537811593,0.16896875388944496
PTH2,,,,,,,,,,,,,,0.03195542631605017,,,
LIPC,-0.02548597887166065,-0.016019261782832365,-0.02112825970948439,-0.028052367779859394,-0.02228871945778586,-0.005862518598623564,,-0.033976954456931656,-0.028816039159874303,-0.010106692193641515,-0.0430920940442043,-0.020122173601246993,,,0.07661551577278859,-0.047119108326226684,
COL8A1,-0.03339362652260177,-0.0380648585414239,-0.05032477623103022,-0.042225875545496706,0.017472280392375326,-0.03366710378177823,-0.003952504114157334,-0.10394785190233569,-0.07844690625313465,0.018677302843058043,-0.00810240780582957,-0.05269129168494431,-0.005086598821853633,0.030099140750366727,0.026525888869799244,-0.06967357283785713,
GSTM2,0.0008842618399325537,0.013571898073360214,0.07941261576166275,-0.025031245640618285,0.03197794531071021,-0.01902015606988471,0.04366568912919741,-0.03371467804001175,-0.05097425794898561,-0.04148020714389509,-0.034207256342699235,0.04102582491188763,0.08444693275328534,-0.059190200081492256,0.13242396535728918,-0.01735358603001948,
IL4,,,,,,,,,,,-0.04119192927852639,,,,,,
SPX,0.01933788473751939,-0.003257508914103737,0.17343559038021875,-0.006689376920052505,0.0470872628745353,0.08282807587809492,-0.01217793891863285,0.108664376314985,0.10862354815546699,-0.05489571443450074,,,-0.02206869031634955,-0.056492652286117856,0.015856111954193786,0.08947907467310122,-0.05211563437597054
MFGE8,0.014622469066688295,-0.0064485361930290185,0.030295646081298033,0.0333736126964974,-0.052203250336897135,0.01136800470333804,-0.024846482383496193,0.02971131050401135,-0.022264886135405584,0.10323790252620486,0.047768451526381546,0.1309353495266069,0.08622629082262939,0.02649759491483048,0.11432067266276268,-0.06364612391228973,0.07485052422345312
TGFA,0.05037653832840596,-0.0175763534107308,-0.12889438609227827,-0.023223670286943467,-0.09565908124611144,-0.02191987393956658,-0.033869724495354026,-0.0756136654855218,-0.03993765071457422,0.01926916848666194,-0.0901729739809465,-0.08492832857799854,0.06598206307952287,0.0590358365476556,0.010442213516480696,0.020805916162108622,-0.12409249906055615
SLIT2,0.03834988399812828,0.059819018689061004,0.10440340817361074,0.046522241842934804,0.016972203889873864,0.0705034751250604,-0.007959177909578417,0.15412303416593368,0.08243057354793203,0.0972996776337656,-0.04371138373139805,0.07426058794548125,-0.046512874030205126,-0.010863881008765928,0.044497028722649726,-0.016990022135325758,0.3703312929665206
PLTP,0.008518357587610211,-0.0018097128560204936,-0.012894192237783474,-0.10716698635141321,-0.09672190656953449,0.037045805471559834,-0.10310806379606366,-0.1795835899520723,-0.06532737140375826,-0.0324454540666065,0.061117062366393124,-0.004087989365774529,0.046483984857950265,0.027733586930557545,0.008883253887919456,-0.08224640234328824,-0.06335645590906329
APOD,0.024059755895546348,0.05459011373757749,-0.025115936540283493,-0.02563051627027604,-0.13896192085593884,0.04063994233404331,-0.010807299062501658,-0.19473337951508315,0.08282600211276611,-0.02819783152706785,-0.04070551888338626,0.09033952058459352,0.04734610390424084,0.04224799954232601,-0.06086102970167989,0.019648106637371987,-0.1590042182794834
B2M,0.012761671666312237,0.05588094635006929,0.03995286844901608,-0.04393732574119277,-0.1218279407360793,-0.004330415697631355,-0.10307871635786756,-0.2366197101951309,-0.10412504657611044,0.050014220408948436,-0.01229507823208459,0.14759023528390455,0.10726874881878987,0.09889737470085451,0.062473985729000744,0.010288622572543038,-0.21631961198693134
OMG,0.058200145311444594,-0.012958779443160068,-0.0063974623469320955,0.010160959283016002,-0.006931925796310579,0.060226193567184165,0.05313651296638577,-0.0007175575709086869,0.09795934701509608,-0.030425626568332236,0.08559892506348755,-0.11029706208694831,0.02676679312479419,-0.0012054282646155965,0.057287678660406384,0.1459681942661072,-0.14019909366471534
CXCL3,-0.05140796177193394,0.00040109039598436747,-0.05600075459560392,,-0.027809976749724952,-0.05253808114361815,-0.02126768200385286,-0.0421274441842298,-0.013210694959150282,-0.042676237152141666,-0.05643668486026351,,-0.0474509042970136,-0.030288979661317824,0.018434795702708878,0.01591753458517857,
CXCL10,0.06345538032735307,0.010121049577917885,-0.01689193770166332,0.03235582243513635,-0.07370322223745768,-0.02701628200278514,0.040741370466071056,-0.062296171474288085,-0.020993393018817287,-0.02958181556346623,-0.08878498184589377,-0.004568220930336747,-0.022602373265156406,0.0114230337013429,0.004697047894997583,0.04464677052887973,
RSPO3,-0.027259931825744127,-0.010351962361758517,0.1864167046817144,0.08682482381615998,0.03452964793523661,0.028318072543295384,0.0008291487602619348,0.10779025889613304,0.08494241450555036,,,,-0.04094499324957694,0.04742984952178918,-0.011821580518629261,0.0635105644858237,0.2372289561265284
CORT,-0.03283825813386252,-0.010590526052590817,0.09097600798453082,0.042487848181114334,0.06407474398907893,-0.030825143875876655,0.010130216651482206,0.07280351008704057,0.07560096798632522,,,,0.027261124035477622,0.04016549309799068,,,0.2607869124652781
NCAN,0.11597739371626109,-0.008190539028917001,0.07626990356165189,-0.03987890004094415,-0.06848073480134119,-0.044459822767363065,0.029004390518458288,0.13018155761162503,-0.10391235901286736,-0.019401232023750253,0.06846243932734826,0.0781246099653048,-0.01635401159610025,-0.02081320493033289,-0.013162747276878965,0.11862214899894742,0.0019889647430741298
PRG4,-0.01866951589061244,-0.010216940422912836,-0.015127748770637328,,-0.030129575205726202,0.02499601170658129,,,-0.016140235412801022,,,,0.12288340789982138,0.0453234575084975,0.0733261325015918,-0.02941640647809765,
ZG16B,-0.015420612111061072,-0.011858008889958633,,,0.07676665030995877,-0.012095961789699804,,,,,,,,,0.11736581865707034,0.0038624834824014047,
TGM2,-0.05125235378395977,-0.016772003655141424,0.02272360889634481,0.06453382330399157,-0.02994887009889766,-0.05605165713496938,0.060954939798200644,0.014438947191150008,0.1015585254993771,0.07445558038966234,-0.002099887492354397,0.05154449924155174,0.026378728928368497,0.06943737661180584,0.00849472263726957,0.05509594174126298,-0.03843795289071115
VEGFC,-0.02920394939504602,-0.0026332744269776985,-0.02328661820938847,0.017960866670054178,0.002074983575115964,0.1387233717497924,-0.0060254280056517345,0.047962148898643885,-0.016471753586341075,0.046926073450412484,0.23250050889530027,-0.010382380685627355,-0.028168854457030344,0.03330063218387515,-0.009495833965798747,-0.029508140554860084,
WNT6,0.030871787321617362,0.02796821386402214,-0.003633843648571129,-0.0053467698739824146,-0.02962849191767729,0.03710198348344413,,,0.009338840818573562,,-0.05223416711195587,,-0.03267513806684009,0.02785198565047195,0.013162331249545408,-0.03234198146357051,
NRG4,-0.018483404676947778,-0.012434483877545066,-0.00482254478870286,-0.01729581423223921,-0.02669949693537423,0.0008335015441566176,-0.02830324997394883,0.08821299128670243,-0.001404156056206554,,,-0.022578049301365682,,0.03643921291859115,-0.027194579479313655,-0.017707824058698193,
PMCH,-0.02130311859173796,-0.017229188823582292,,,,-0.01770513784813354,,,,,,,-0.022247847414606208,0.14134743469994962,0.003026572112072004,0.007143552597646188,
COL9A1,0.006466263332842547,0.07500622898024908,-0.018902915526850632,-0.013895053656294228,-0.008366821208217743,-0.03241875740570774,-0.006775440273135822,-0.0006618696493877618,-0.021896427917749844,0.03429315814534499,0.021844917416619137,0.1426774983773341,-0.025395893403329737,-0.025143527516153202,0.03906784499195652,-0.010245337127720954,-0.043562864704896065
GDF11,0.05486104592497488,-0.010246501640755527,0.007300355544044773,0.020295361039321533,-0.04500954477173627,-0.025586948573777277,-0.007193887295631179,0.07131872235386613,-0.04940864340737177,-0.10840383028116923,0.03357328924111235,0.07624364498035066,0.010701274408142425,-0.03190761893075312,0.08987325365427032,-0.01683295771444731,0.06599173689409087
RAET1E,,,,,,,,,,,,,,,-0.02983226046610778,,
IL24,,,,,,,,,,,,,-0.016587458927501783,,,-0.0359386027612223,
SORBS1,0.010686867523708716,0.04342090781594935,-0.017272446694672098,-0.004212464683133495,0.01003092775315534,-0.020634883473596426,0.012282848345606584,-0.05749137665284288,-0.001221968655548801,-0.026040073891563573,0.020123434777972467,0.009747310373426432,-0.010944521652818987,0.00609235565592343,-0.006111596980385828,0.005131029863027752,-0.00990205421030981
DLL1,0.08502688619579218,0.10075928827464949,-4.383563132897828e-05,-0.02979500435140404,-0.008647326967276917,0.013320404235596264,0.047247116683520905,0.008432183218598613,-0.028158645906629767,0.11752413816719148,0.1288885542663444,0.02171991082561667,0.004237348160346924,-0.04488430789707784,0.09536349563306186,0.13367575979971158,0.08420639156316917
TLN1,-0.022393348294672644,0.03730070798102397,-0.0458195640234781,-0.04345785117047498,-0.12069404804731534,-0.02833626554935736,-0.01480515102560283,-0.16373907302326585,-0.10712081191838314,0.03765014506176825,0.182406352217591,0.08342810855662273,0.015342986324458284,-0.004142581860497836,0.03842817355389014,-0.018668006685040872,-0.11628360716479785
COL2A1,0.06792681951746678,,-0.013511374558811204,-0.0214905253071549,-0.027809986213768255,,,,0.08693723973538803,,,,0.0639020536934185,-0.011388911429796828,0.05845463258874195,0.02696412437392366,
SHH,,-0.010617078578660462,0.008793975944766542,0.016394306004071917,-0.021862028254056545,-0.026804908504964767,0.07039314783920646,,0.013401771956224046,0.006789239353867318,-0.06898999031188224,,-0.05103833284918793,-0.016399460585592978,-0.00634769415681405,-0.04128765556309227,
