,MGH258,UKF243,UKF248,UKF255,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf
MICA,0.04821121596344159,0.019341682067305885,0.0040768352244794645,0.07420801348493554,0.042219628520653286,-0.01948825037199806,-0.033690099573256374,0.07765842802316078,-0.013051791871381817
TG,-0.027625262226922923,0.1461953411025805,-0.02665171538377887,,-0.008469467865531058,-0.029400548368095168,0.08671729808591307,0.01991017130456617,-0.0630873922006422
ADA,-0.0021180607719516924,0.0342342605956787,0.04634671780926893,-0.028758120475678394,-0.021202744107105636,-0.03716077919399745,0.010465089657449972,0.003311842389872815,-0.04282292194456881
LAMC3,0.059262485679603294,0.014316401729768677,0.04385042941359185,0.008232162694539117,0.038152911172356786,0.017992498379725448,0.0477440674646373,0.07213892315317197,-0.016250581267671253
CCL7,,,-0.03573293796004997,,,,,,
NGF,,-0.031988543941840863,0.027388357614414667,,,,,0.0416093854100217,-0.05757886119679457
TNFSF15,,-0.03957382113530424,,,,0.11312643412022982,,-0.005033133613983194,-0.0581497816030405
HMGB1,-0.009880922483228246,-0.06857219971759643,-0.0038313600990884347,-0.029336042440789925,0.03387561779624919,-0.02826089789409522,-0.11479737731633664,-0.1092003860113853,0.009023960206047961
ITGB3BP,0.0066938918628368016,0.0008468684673019848,-0.02600537779897521,0.026158268808362566,0.0279503554329424,-0.054056189318847044,0.034515312544597006,0.0839795273821733,0.021869149956929044
AANAT,,-0.025269562075435573,-0.0009322152507139592,,-0.033403082626137864,,-0.029222881544618867,,-0.006300627551943741
RELN,0.062376316609136485,-0.012001674561470091,0.008018289583220723,-0.028556321985928612,0.002971700437621263,,,-0.011814599795721482,
IL15,0.007731733904794954,0.01871990450529419,0.008843064275885147,,-0.020853159092888863,0.04107110479852389,0.10044209494599242,0.017896191892639815,0.020688217908307962
UTS2,,,,,,0.05002454563569955,0.01739540841947692,,
BSG,0.044722311391120186,0.14586258619785814,0.06712038160484239,-0.0412721709812518,-0.027360612197306684,-0.045428220774144386,0.044466322160119344,0.12731696173197338,-0.024638684244804056
ADAMTS3,0.0459490878328254,-0.069326680990149,0.018123923318054118,,0.02725663360953192,0.008525522647372724,-0.022858187681316065,,0.013438590484860997
CD34,-0.03553468859326512,0.0318704560015475,0.026114285414135515,-0.016454281076070297,-0.02093250373046098,-0.045486662955683016,0.041687271340373845,0.04845845718803586,0.030776900797276602
CCL23,,,,,,0.002635899429101744,,,
PLAT,0.05526754659831176,-0.06350924663328003,0.0330274595893577,-0.019641414058095292,-0.05908046508450249,0.017002724806293414,0.06337414402710215,0.05178484026901427,-0.01457855615388338
NTF3,,,,,-0.032104161465106376,,,,
CKLF,-0.01936202679454562,0.06176458861670379,0.004571312324015961,0.024420495101740252,-0.011540222726289743,0.1101945254281375,0.04619349023000578,0.019150102789897396,0.0505572864480069
CD24,0.0072758275548274465,-0.0027871926157271376,-0.030743248155169264,-0.03123487799109249,0.07805687535676449,0.09125425163344462,-0.07566649514817246,-0.11919821776149551,0.04617841125162076
HSP90AA1,-0.004021812272075341,0.03027655834880259,-0.0018475665297459447,-0.0642214155268237,0.0005359280889811559,0.032936849233289975,-0.10484266545289235,-0.0955032118329652,0.005443037428435564
BMP4,-0.028430405339588936,0.08656375718361689,0.046402857922955294,0.023040989925581054,0.05566327407140326,-0.04099375736660087,0.02082458882770794,-0.021110228930999543,0.06030797261153776
SCGB3A1,,,-0.035732934386803916,-0.02710456738914934,-0.028175826900325666,0.018116998644431562,-0.010482798451027536,0.044070813900669144,
IGFBP4,0.05642423428591058,-0.01250418410152273,0.030290178823421093,0.037596643367411725,0.008460784455676775,-0.00017509203268352346,-0.09818597214020211,0.006830537723012416,-0.011673985838072094
RSPO4,,-0.006681732996864447,,,-0.0281758227789736,,,0.0019294862530601902,
LEFTY2,-0.027352123569567423,0.03134154644792498,0.038597441684735924,0.03474588574545274,0.007704394671933033,0.057595527595276676,0.07378866616110641,,0.01713456021306354
PF4,,,0.0016885389806992187,,,,,,
ANGPTL2,-0.02230164663295474,0.045982203138807444,0.015534570023955132,-0.020037628345330655,-0.0052751195850104585,-0.0005164280159188506,0.030658297496489885,0.020483703876837508,0.010560815627783226
LRIG2,-0.017314598914734233,-0.07109176652104071,0.049905532478532535,-0.015713587980634092,0.01826085165596944,0.05547952069272576,0.02591907951862524,-0.06365871574337682,0.006827763712411672
ICOSLG,0.027571628134714136,0.013039696134198706,0.012297878404600877,-0.006221301693878675,-0.0012899666929454112,0.04422735898883996,0.04344160807705506,-0.03391774851280136,0.030656008389817906
WIF1,,-0.001860476675540717,-0.025583362742816872,0.0830895624015707,0.02020519326600995,,,,
NPPC,0.06756093878749599,0.0705849980064365,-0.002778376916744447,-0.03400492340685379,-0.014818459484524265,-0.022593464518261833,-0.06604487774189387,-0.003760100572940414,-0.04832149129866334
LYZ,-0.023855471221114498,-0.02490454549353479,0.026595600303738157,0.021881541575822422,0.051781466457016354,0.05617161862323956,0.08816033600871974,-0.0404106865468517,-0.009769594016001538
EREG,,,,-0.034179926002796394,,,,,
SPTAN1,0.05132112242387302,0.07094836705424111,0.05743726381310936,-0.07069860651917352,0.017593591734171514,0.03347288286063757,0.06517732897182432,0.0574409107366752,0.014895418966267832
LIPC,0.04896189120447533,0.027599495281568444,0.0011684750192187297,,,0.038870742323717074,0.06712139853082823,0.0405763312522969,0.04679534600520714
COL8A1,0.007305875758562775,-0.11679328734850444,0.04080526663569099,-0.0316591934941488,0.018982148355672714,0.021387051633647933,0.11982567261469386,0.046238268814922295,0.022156046148979154
GSTM2,-0.05159667024246753,0.09246667224589866,-0.010265500825030924,0.008715783175389829,0.05855878228688536,0.0335573126643849,-0.027182453038965337,0.12587061023145377,-0.017442311038502432
IL4,,,,,,,0.0033493548436248593,,
SPX,0.04776448086153271,0.039267876439324244,-0.009222610736694167,,0.02637068073252601,0.10038748350327698,,,0.0557497669321088
MFGE8,0.08481583576444734,-0.051638969055556455,0.029592900014317195,0.029865316656330486,0.04132549102185759,-0.10203447080456222,0.06431450431959593,0.05565090514730205,0.03195345385804422
TGFA,0.05330382533545386,0.046342041303903216,0.0025687445448789236,-0.06367024378245802,0.038061025454714195,-0.08096531063753609,-0.12299247354299254,-0.028482113845033043,-0.020692620632260635
SLIT2,-0.02843040079029773,-0.01834444473529506,0.05935815361320186,-0.020146016788805194,-0.001885232324438044,0.07201766762366779,0.027261784342744105,-0.06300201685896427,0.004479207406053785
PLTP,0.11304224936164696,-0.06817801758936072,0.03969972303866028,0.04817118912312474,0.037943881211393686,0.11484700686398065,0.11661409479303243,0.03442548210424247,-0.011899530685066443
APOD,-0.011103210555921892,-0.09874507298201472,-0.03912428222654751,-0.05864613668457147,-0.06195045449171351,0.0429337760847306,0.0837475014094395,-0.020167303174496925,-0.011682067367786358
B2M,-0.045330329050898205,-0.09878076435327256,-0.018570243651972823,0.006131711439175269,0.03486694864231382,0.10191561735599271,0.1268826798879161,0.14631479658991808,0.02518919324930812
OMG,-0.008622145144034185,0.045203099408105504,-0.0012398345532036188,-0.032226692904050315,-0.009359685573682427,0.013651461505983595,0.13534601891055278,0.015606886701447584,0.014201771655499278
CXCL3,-0.02224671128872237,0.007723277784979052,0.019505973750582713,0.07964725995523493,0.012231077791309577,-0.023284830919192177,0.10532945077268796,,
CXCL10,-0.005538287332371335,0.0318171462383289,-0.02364475791236964,,-0.00010678516279310262,0.031781795895915586,0.07694867492332635,0.05306843430661688,0.08358283013382958
RSPO3,,,0.01333978646574829,-0.02535741425571288,-0.010405125542674016,,,,
CORT,0.041934982444315726,0.01153669458767429,0.04024256286962408,-0.03365274345630351,-0.007999276596455433,,,,
NCAN,-0.009372648020817444,0.006935417393791285,0.019980814426030905,0.03020462663874134,-0.0007265978853624245,0.07307983409959808,0.065683757667175,0.14615063622121702,0.005227240820701693
PRG4,,0.033902052422875695,-0.02664598153452888,0.04316552773051619,,,,,
ZG16B,,,0.0005687364436261664,,,,,,0.016993438291749183
TGM2,-0.0010084200789417098,-0.06052667313512555,-0.013530584022713088,0.03574253638501376,0.027961363864279554,0.05069740090124052,-0.015398917276876912,0.06488014839195046,-0.0015976861419004873
VEGFC,0.07425756996130276,0.02864021873242051,-0.00768802311619948,-0.00962331530040466,0.027155483392516524,-0.03853957991201697,-0.030751503518660836,0.08601155353461216,-0.04589122758858458
WNT6,,-0.05441275084936537,0.058338471082249176,0.05612497643219869,,,0.04576922130913011,,-0.04266356554710281
NRG4,,-0.011524926904168656,-0.03291129035658913,-0.019006745083470295,-0.06181363774178215,,,0.12786704160446477,
PMCH,,,0.0013770137735646922,,,,,,
COL9A1,0.02877384595212418,0.029303271405827218,0.03370546341324207,-0.005335280524827248,-0.013200848108639847,-0.07130795445951216,-0.017876111710409218,0.03587269461034509,0.06677749134484741
GDF11,-0.019206657515211525,-0.045311549306558896,0.029823856676974618,0.049152797984433956,0.004403129168590257,-0.05474007970783073,0.07693761865981821,0.08260292423834666,0.07168057873452191
SORBS1,0.02733792555699994,-0.025782669860637184,0.03097607839322365,0.06435241410423713,0.024321557312925325,0.030112306788820736,0.04551763024907742,0.059728912490060536,0.048307726485128676
DLL1,0.0412890645989953,-0.014444650822929731,0.053032297821239874,0.004040637548368079,0.03781161835050463,0.05524420471156251,0.10690796239012557,0.02766492964118231,0.06565633115286335
TLN1,0.0253251300837744,0.03676631697628329,0.02014710007928188,0.036223756242972936,0.0011578535949166708,-0.039751167894107556,0.0008518584165522692,0.00782164927354175,0.056560025015269404
COL2A1,0.045731125630867335,0.015768762686892195,0.008167056651906833,,,,,,
SHH,,,,,0.0055450282989280555,0.03045691925994414,-0.033137402550825916,,
PON2,0.08087072009512589,-0.04843740391934597,0.012709851198661942,-0.02788357766688682,0.035090900072742945,0.011810472609271967,0.05755201638480808,-0.06968686667066849,0.02911543396879798
ICAM5,,0.03093308922121759,-0.024517558417525284,-0.02710456930733679,-0.0507200426691787,,,,
HPX,-0.013411217049902056,0.11075128502428272,0.01723365779863735,0.05705308624659449,-0.02817582402786797,0.03867528099748769,-0.0364847850326905,0.16266424646641547,-0.010477467986197473
SFRP2,,0.0009243715643690674,-0.0038106110946108914,,0.014461497822280886,0.04173783708631753,-0.04551639164481176,,-0.04116445833177458
CD70,,,-0.0010059778627551914,,,,,0.02932081978523778,
HP,-0.021775729206943067,-0.028874961482188596,-0.03810404265854264,0.0015420151042400741,-0.03323368140488319,-0.03350198353555141,0.06302539702707428,0.12963987442304095,0.083822163631757
CXCL2,-0.0016656433695705784,-0.00041824272922494696,-0.03929996353329186,0.1226639712890732,0.006113175894290639,0.012321310690486698,0.08192003600283244,-0.05948547463902585,
NPPB,,,0.06729845196442229,0.004655315471637077,,,,,
CCK,0.05448713353187044,0.04847611763742623,0.030174761183573443,-0.00034010779699208195,-0.038905364125473595,0.007433478622257918,,,0.022103699200342046
SEMA6A,-0.04038615404120328,0.03682177470786253,-0.006387008064944706,0.0012883401400211364,0.001877097624026626,0.010529251035731121,0.008913547854324182,-0.06126492978772834,0.05473872179906221
IRAK4,-0.020635063493871744,0.040180763632319934,-0.037178185608621184,0.008511773457737081,0.042184431272519904,-0.054147171099588255,0.007825246168142405,0.03952379488760827,0.027192980956823164
GSTP1,0.05030102701501038,0.04157117697610874,-0.03173974433266872,-0.020849371437659588,0.038597596229617254,-0.013779970188887622,0.013147851932202194,-0.01921034016571459,0.027852825037261227
VCAM1,-0.005133718432894998,0.0232635141271941,-0.017010039465757545,0.011800694147581555,0.05789140713216093,0.02129151371006696,0.07990547819681687,-0.01524932675578593,-0.031156981772408852
NXPH3,0.06220714469919539,0.056845249719603884,-0.004424964843578119,-0.044224146793142835,-0.01952230031743236,-0.00556625798075073,0.03311726589616299,0.084718265844578,0.03539805217009653
MTMR4,-0.00422396390894278,0.09689922144513125,0.025156517497422343,-0.019100135989559536,-0.030875341751026367,-0.042839633255930314,0.07397044850458888,-0.029331990391321856,0.08289378478923812
LAMC2,,0.028774528761026628,0.026225221704801103,,,,,-0.027195497524999963,
IL10,-0.028694243638249455,0.05570972330771077,-0.06568041112221527,0.12814130275983818,,-0.026304362532405808,-0.057968717092227215,0.0025832705387091423,-0.014612472201758429
SEMA4D,-0.021058542667223595,-0.007739306936078245,-0.026209369268393207,0.017382970460560695,0.031896291674952476,0.06964676318289043,0.007884332107783115,0.004242933358004718,0.005894989567424488
TRH,-0.025365298802585208,-0.03826702960981621,-0.03960848618919168,-0.019584105883816438,,0.06174659443510175,-0.03509103246616823,,
SEMA6D,0.013954549270727564,-0.014613294354342214,0.006106210564345129,-0.01440129761652672,-0.032244771780690164,0.03261992939090876,0.046346190590261946,-0.07575891499071087,0.020267647859195066
CEL,,,,-0.02149120249035967,,,0.14591495409480987,-0.027423115169041227,-0.016827057359057283
PDCD1LG2,-0.09257475033798086,-0.03999716467222543,-0.004153719330961794,0.07090913362447197,0.017306629373957445,0.0316353013722352,0.022018141850784285,0.015330273198269458,-0.020262123633910903
SPINT1,-0.04422533033796004,-0.057334372617151456,0.0781166120836976,0.0749370514593292,0.04558261280346171,-0.013468134459529746,0.010710220484894553,-0.013646556856154256,-0.0049873804600336444
CTHRC1,0.07128415506531667,-0.04833090984568201,0.026051272065227237,-0.0007841437123207474,-0.04615142070480676,0.02175149524650802,0.057463323518092864,-0.003974520245723142,0.040013734032359846
PODXL,-0.05656038688366571,-0.030039470510062633,0.021454421644818773,0.011569706485652937,0.012859136427442582,-0.016607609940112133,-0.023487487840932984,0.03985431567198659,0.08068214714510044
JAM3,0.03278504891557626,-0.07845283142196173,-0.02385217904042596,0.03072159130727171,0.027959793754379885,0.08875777331171003,0.04715839757958027,-0.11244137811692602,0.044444250182768784
TGFB2,-0.03276305833572282,0.0372298235806268,-0.06273838222677668,0.09343545124921937,0.07021078997983123,0.07744937378019652,0.09412286809748426,-0.016239461269932684,-0.03465375001665204
COL18A1,0.041918678301705814,-0.010200167933810454,0.04946983957356474,-0.01168305409924005,0.016114148202468474,0.045659974309996014,0.0482667991566196,0.04339946985385838,0.00608835731108965
NODAL,0.05566484307414822,,0.056109511534832575,,,-0.03338099279170535,0.010447134420697168,-0.006724299752598041,-0.019346575804228543
INHBB,-0.06082699844369562,0.05045521112429778,-0.02814825733446832,0.021466305910214555,0.009570849934380248,0.038626520226349464,-0.09231209746998092,-0.04828266015365182,-0.022943177745047463
LCN1,,,0.07228259770083387,,,-0.030763496642916374,,,
ARF4,-0.09886417754785348,0.05042799048260874,0.02162309075686855,0.054434087923049726,0.021937740121365644,-0.04656616941971014,0.1242535906936613,0.05273771960760729,-0.03512376461394394
CXCL14,0.0009511303106567674,-0.006325882869397626,-0.03549540390425919,0.05195854312427988,0.00562668316290751,-0.00919815304482133,-0.04884610427669642,0.08146249940710816,0.09655573015462521
LIF,0.021076978570412814,-0.03932682557748538,-0.029186160214629577,0.04091749955323159,-0.006786504922230131,-0.04530141510302214,-0.03702913186947066,0.1444686773460746,-0.056138199742652675
IL17B,,0.007657150707158314,,0.006702069068552907,,0.04737904119711612,0.021119442713459967,0.059457030007965636,
MMP1,,,0.04810262517741433,0.08490119144169701,,-0.03815941385259451,0.08421814297572416,,
MATN1,,0.05270704463798521,0.048800858841689436,-0.014407532898068386,,,,-0.0630021410436436,
ADAM28,0.025425988336519635,0.08962106645265246,0.02002472131551592,0.005616021680732557,-0.014458266652207757,-0.006254844559435673,0.023507444916723484,0.014087999209992463,-0.010292277217812548
TCN2,0.01708520563200701,-0.07542560839171662,0.06050647884129243,0.0311028223232605,-0.0013143874446052426,0.05254077963537565,0.17112216517177417,0.12272097706356631,-0.005683766600658377
THPO,,,-0.02773937902073875,,0.014456929864233702,,-0.03649298842843894,0.04342795307892754,0.1602891287779629
CUBN,0.05532861789041304,0.055074356440606584,0.02871676651754821,0.03658673738561253,0.04806349060050622,-0.0050479119742819975,-0.04513434015362225,-0.01652503147772383,0.03751964481905268
TIMP3,0.08077830454250794,-0.006562073311317818,-0.04418649063462139,-0.002383348793569243,0.027230557122659003,0.07941278796675909,0.035813252816640405,-0.01672057005168916,-0.008945473495537903
PIGF,-0.04569802955781245,0.04951146936703669,-0.004032230438876487,-0.01754776964640685,0.032339945503424644,-0.008625730902508693,0.029089298404481687,0.05050831066357929,-0.02504634026875954
CRH,,,0.07346224943446354,,0.021395700899778453,,,,
BDNF,,0.10435986991009318,-0.04602264059913054,-0.011394638718249497,0.014520711757171314,-0.0023068437935610266,-0.10236939996437315,,
CCL5,0.10564986770088378,-0.0006295380065462309,0.005224483068824503,,-0.00514997119541999,0.05493664764015765,0.06882547796567723,0.053236605600127,-0.020305973007864735
GAD1,0.019030629222808487,0.10424659071276124,0.01999603223688659,-0.07430868714182907,-0.046123488365172285,0.04034805788543852,-0.021814134227154374,0.12487330612517067,0.04286752383911163
COL14A1,0.0028541106724164636,-0.09654662479941119,0.01104860648248411,0.040119403935059916,0.02511463988889488,0.028060486376304396,0.005085063232662202,-0.07273292126811794,0.07324766688201492
HLA-A,-0.0050126043294398265,-0.045005202797958714,-0.05158492674228812,0.027438194071530496,0.06340346939643152,0.01255164826580773,0.09454391857791987,0.03917131816646424,0.024984408991965877
CD5L,-0.048497382796984366,,-0.042392521985653395,,,,,,0.12949944759015333
FGF18,,,0.0015442739395018724,0.0344521610477674,,,,,
ADM,-0.08000982901587883,0.02009958439838785,0.014458736656257801,-0.027025332987897187,-0.006592342933028678,-0.04470737592989629,-0.04303351503016613,-0.03787463387690087,-0.01760926069496274
CCL15,,,0.05335286950091506,,0.061926939511817394,-0.023284830919192177,,,
GNAI2,-0.0350117110570145,-0.04236183139173985,0.019939318023138298,0.0020974352192006536,0.06465260158013297,0.08583379010213232,-0.010642393385820402,0.015761350163837624,-0.028177828565460868
HDC,,,,,-0.014465874956929312,,,-0.013314712527715617,
COL11A1,-0.03194575797205049,,-0.010768791070939457,-0.06576060427288699,-0.001536690224835527,0.0465312752418915,0.0701176711190381,,0.03348077442653634
NUCB2,-0.012817446978840581,0.018913876967583242,0.027181274381357402,0.033066450218461114,-0.03163738683798558,-0.11545593996711845,-0.02853072438456095,0.02433811069174795,0.014191566906309972
CXCL1,,-0.018877762213368652,0.06064172087202431,0.08526943709782733,-0.02265923589976494,-0.024937395963779852,-0.04332891617617918,-0.00794515456605811,
VCAN,0.05665774626957048,-0.02790711365078386,-0.04239596467714414,-0.033908040939847395,-0.009395670489652515,0.009050288445050288,-0.014898703578249054,-0.09011855518951034,-0.07885124104483313
MMP7,,-0.027043654270362413,0.010363363067320892,,-0.02576735354827234,0.019711859791939724,0.056149292712150994,,
PTPN6,0.001098792409782976,-0.006632984807983487,0.02783742212393998,0.05711125829516034,-0.011440436575960078,-0.018446539037691143,0.01756861982166801,0.09035042651033,0.1019953312815668
PTGS2,-0.016976983278561737,0.007234836575512723,0.033728691082186596,-0.014178035758118214,0.022538527140547673,-0.009803514931226614,0.018731423918127214,0.0210966308768576,-0.022752634875715525
XCL1,-0.02477085341588034,,-0.017364507158933187,,,,,,
CD58,0.1029671690325694,0.0532827217346299,-0.00611438853705925,0.06484096710189446,0.02504033040405775,0.01769752816727847,-0.001851461359181885,-0.03401048673170704,0.006288536171544511
TNFSF14,0.004983477538035415,0.08358066379493465,0.04730613820326415,-0.028513494873570303,-0.011810730099734405,-0.02967732787615181,-0.01745137716829898,,0.07862329692736791
CNTN4,,0.11113557367279958,0.017312997130141474,0.02289102855095298,0.010695173550526623,0.027338919908232215,,,0.0013723139938362158
INSL3,,,-0.02528214982720494,,,,,,
BTLA,,,,,-0.0007206872405850213,,,,-0.012450513908086333
MFNG,0.06350722118966283,0.02086983701943618,0.013951708057833058,0.02052529906243973,0.03898859657538999,-0.06076452670254702,-0.013207233341271711,0.09667170554455956,-0.011153711501306642
ICAM1,0.010912379033072217,0.015009465386585031,0.020131566779371897,0.02764250417406533,-0.02995957327965589,-0.01922909868109447,-0.024885633730211455,0.08835465047829602,-0.0010337874306484709
PROS1,-0.041608432059459105,-0.050780971087608276,-0.020441206733627426,0.0033155688526815253,0.016099292031323823,0.036782816853422357,-0.04240207726965796,0.034145023549426536,0.05705925217150357
CLCF1,0.035533188132131896,-0.05350364277244489,-0.0013244961425887259,0.0642050688474057,-0.02907831404759217,0.06208432070252124,-0.042925110166811005,0.035919583733214924,0.009574988144749127
PSAP,-0.0013917880924008887,0.04666045113786342,-0.05095158361310942,0.0022807598942365622,0.013949755564814132,0.055681917739914516,0.11950307414735845,-0.007321038790978895,0.022965567252180203
EFEMP1,0.049398866871773375,-0.04623937174670757,-0.0540530232039396,0.0154805758123801,0.06529849228871329,0.0904570673119812,0.019848023029291787,-0.005837514727107936,-0.01075183454510672
C1QTNF1,-0.011433632381716846,-0.060601175416495436,-0.012172646368805851,0.07414375198207294,-0.03751831219173095,-0.030970050689971683,0.10403894538277243,-0.054316589994343654,-0.09447845755802438
ALB,0.12261116479478587,0.03806426085401326,0.0017390515412781425,,-0.025788923684212775,-0.03155751539978063,0.07769806930261927,0.057985334509623204,-0.04501720418685477
EFNA3,0.0021491012468633263,0.0951519998851608,0.01754929983132452,0.05467589559239974,-0.02395252885374973,-0.0378645521015626,0.0013965118383048437,-0.00046867765546413487,0.008884361960588614
DRAXIN,0.03715856795072761,0.0013758448587627302,-0.013710847943057337,0.11218557123231993,0.057478921360436176,0.12357718189418261,-0.029140603048209146,0.053832635081096356,0.0009571023565497304
RAET1L,,,-0.032418308025390315,,0.009290176410967847,,,,
NPTX2,0.007534583101191153,0.006162355013425611,0.009381527362727685,0.014954433473796188,0.018811068695748334,-0.0013798785907722104,0.05686011430760214,,0.05488364090800866
FGF11,-0.009659313566344438,0.09144218853632,-0.031135971362916987,-0.006119577913770087,0.03165122699994491,0.027391274495452037,-0.14496009016340944,0.05444829616666507,0.0470761669851066
CD59,-0.0041612588921313585,-0.05532067901410428,0.016952431682779018,-0.004955242306085478,0.022011008938738533,0.06541086519810546,0.17181675686711764,0.07117594862079418,0.00727948596415745
COL9A2,-0.021789513233257684,-0.0393503760361677,-0.0038704588816208195,0.03383166804268453,0.04134024173730454,0.03477285174464403,0.06804610532929346,-0.06634387551373433,-0.05943780513348472
DLL3,-0.031822417831325,0.09683216462096804,0.035767935770582106,-0.0047798633748742225,-0.029856622441823542,-0.04902831379367047,0.06933435956960496,0.0321563472731054,0.13464003783829898
LIN7C,0.09245332404821531,-0.11709045434133686,-0.0340713420904216,0.0415171382569183,-0.059936920976677265,-0.019306557395523307,0.0352768089725323,-0.03781607907382103,0.0031298351264563494
GDF7,-0.025657764371489044,0.03353056811476767,-0.004189761197189792,,0.010013945023654807,,,,-0.04584878751781857
PSPN,0.037433801771636396,0.01557448779130232,-0.038434836958262164,0.03427376380738251,-0.008962956699587347,0.0074169478933923646,0.04930125398959845,0.03237766139844261,0.09543708136325262
ANGPT1,0.0635053339750956,0.015379121753976458,-0.008580845856781951,-0.02300987331178251,0.038469467779843,-0.03688237496547489,0.057792292597744085,0.028192218252991324,-0.05064278653745719
PNOC,-0.009157033004961268,0.0367059315933814,0.04323361167702109,-0.031170643462301077,0.0016336321939440536,,,,
L1CAM,-0.01426225677714516,0.08549540066602654,0.0013657681226230914,0.026275450320355834,0.005949636088039588,0.030666409193416087,-0.04963964934596337,0.013304359800444832,-0.020519286786987185
APOA1,0.05502136940762251,0.09237008535811174,0.0061111552724472185,-0.03440234198263578,-0.011741106063448619,0.03864026372668296,-0.033224694670780555,-0.09283860221323004,0.10327376850179423
