,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
WNT2,-0.025947694493669037,-0.02466891820313652,,,-0.016839290963517727,-0.031017842308826767,-0.018965327354819626,,-0.022986333223581158,-0.018046954003465718,,-0.017255690671473416,-0.03465379767797312
CALCB,-0.027158233287558575,,0.013627913703815041,,-0.02531276248150321,-0.013357913491018074,,,-0.020117245885119983,0.11330568201338678,,-0.022448247297101945,
OLFM2,0.03522419219080746,0.006370159717484611,0.006677787322174879,0.01387690994292802,0.052702892304156645,-0.007531695721536465,-0.007965698017398699,0.017579386050645213,-0.03151067136956556,-0.01661198261102357,-0.008044859673185198,-0.07233931121902103,-0.02666778162836946
MFAP2,-0.002083996499598185,-0.021006223857635363,0.10614609007217084,-0.027416503036987862,-0.03387197611229566,0.023668959208989395,0.06284727120290388,-0.0570559704560101,0.08742453855892621,0.030048662471401675,0.023306205482598187,0.05056549285313531,-0.03467268626880209
HLA-C,0.12726784027833685,-0.019592709932632506,-0.028065055112503165,-0.004576468122193655,-0.04110437746221448,0.06785501549172471,-0.048133876686237004,0.10469591047060697,0.014134640436877578,0.017872491639739942,0.06596531488640006,0.06159263238671326,0.02776119164514111
THBS1,-0.03615785863299077,0.028388474434978783,-0.007579317493112383,0.04610650361069382,0.04951935637015465,0.019173126050722036,0.008635661802813074,-0.030545659125740636,0.021506987523146313,0.021422373511000792,0.010076872669381742,0.04857919588674868,-0.038942166231429876
HSPA4,0.016938959098062444,-0.029805610405983635,-0.03140836026587566,-0.02915919246890275,-0.001142829988650465,0.0037328408934427476,0.018512408212582293,0.03974314855370901,-0.06542547643914867,0.003504517043142654,0.0364735004683367,-0.012386791356756788,0.018648492494313086
LMAN1,-0.014861133433787687,-0.05412283255813391,0.007020435054224738,-0.016752132446375714,0.03584648281612636,0.02335161031488263,0.021274267731120063,0.09861893017452843,-0.0011232580906039953,-0.0006307036571475211,-0.025764187673003095,-0.009989314316634119,-0.005132307531184121
LYPD3,,-0.021513948498071672,-0.012594076952575485,0.091364722126412,-0.020956064478864164,0.054899838423366036,,-0.039780869573396174,-0.038652122824735735,0.027411632095887612,,-0.022888570136295954,-0.029551138162399637
APOE,-0.040027580816370915,-0.004844799953295906,-0.011718031360325447,-0.005246246455964076,0.04617593755015874,0.024045583809723617,0.022656553972562707,-0.03781693188523917,-0.026612507108223164,0.04680637036651918,0.004868986212540657,0.010672618695455528,0.06382528701737603
SOSTDC1,-0.032860415639186145,0.002246305458234794,,,0.031338284330978516,0.01885565850209331,0.04765040948101036,,-0.03827447751786876,0.0417156901868954,,0.026566847304544196,-0.023763752243821754
ANXA1,0.022816148360573715,-0.034752563453741586,-0.03457792889793,0.03604746724799855,0.03346235717166745,0.040324070518504576,-0.021420714705780625,0.009438414345862043,-0.021757245414050764,-0.0027668210441515986,-0.06451420739021681,0.033509116759760774,0.053784878442443305
WNT2B,0.004855347542801644,-0.006395193958070104,-0.017739227129582726,-0.020958850439937556,-0.030097728759289913,-0.017782932081117066,-0.03318435307417321,0.007706218229920371,-0.049313487979292484,0.053882219072521956,-0.01778992603846037,0.0006365433243523912,-0.0500199359318554
AMH,-0.05519599747864056,0.06525574315637478,0.021775634600342857,-0.0044633805020535865,0.0027511278975150275,0.03091942181615178,0.006262852047502145,0.01641990837115706,0.0231028410777364,-0.009907643771338653,-0.025126008525481275,-0.008781957400850254,0.011221627008166583
GDF10,-0.025322883601256587,-0.016322184979243023,-0.014168542574109525,,-0.015968186011559565,-0.021524209770668868,-0.029553552325508697,-0.03368616201660124,-0.028575492072775387,0.14337809905078058,-0.03171184454023934,0.006366216907041519,-0.014615405527025522
EFNB3,-0.010913191666419074,-0.04585604697125257,0.05518104798281057,-0.02158791751802196,-0.03426399998566979,-0.017272560365353806,0.044346337851759156,0.08626271378571045,0.08543681267312028,0.044705402945189675,0.06865045284528465,0.006711519754654085,0.008401933446824428
LTB,-0.03079751601448882,-0.02779595957345286,-0.020670276200524484,-0.033257952032978544,-0.029849026597477124,-0.021860289699697784,0.018588150240496704,0.045597449240231375,0.010071898351179161,0.039351486154541614,0.13086717763901257,-0.030672285516194272,-0.015219125347576242
ANGPT2,0.004845560566731273,-0.014682641922371406,-0.010585884254373122,-0.0026603295969266976,-0.04768727452050626,0.06820716481167372,0.034757652321182206,-0.014202708477075493,0.04042485352028329,0.04793047694950848,0.06377773126374488,0.05086777190868417,-0.02495200126706477
NRTN,,,,,,,,,,,-0.03171185591671421,0.04477926531978474,
ADAM17,0.05617840560565919,0.03457171617606658,-0.03826901258580237,0.04700876384552835,0.07393584313658123,0.025814557688279123,0.014138854543888291,-0.01930235197246892,0.05603066137579712,-0.00934468925154345,0.022640458863832244,0.06070699940045905,-0.010903402903606963
LRPAP1,0.03752890446665379,0.028564503131851784,0.004542736224752912,0.02855007833746465,0.06778940128867784,0.023874569602335263,-0.00953198137446492,-0.007135027302927303,0.02297737102549449,0.08713411591884043,0.04093724317187777,0.0379393046154888,0.06379962233746332
NID1,0.07423978893617383,0.0002317553933677401,0.01727056156011379,-0.05119335845360595,-0.05517849282723223,0.04517977602144542,0.02876452705967731,-0.034895791942093184,-0.030634903869615773,0.031453661815332434,0.06378290088101252,0.06606272712768861,-0.07728294280136055
MST1,0.06971602470261098,-0.018370812383038945,-0.03446808910769481,0.03763791269322855,0.027551983034541726,0.08829185358816345,0.04911734863148407,0.039613398560301126,0.03636986340867284,0.049844194547513,0.05911996149604979,-0.001497936551285327,0.035279198972538235
IL13,,,,,,-0.013530627628743736,0.09109413915999072,,,,,,
DCN,-0.03014778526009279,-0.003312953974964689,0.033810811696230486,0.0010691203005943172,-0.04255356625598684,0.031881302797779815,0.062062264485089794,0.0014759676134700383,-0.0087859790557761,0.030787931761982437,0.020242718979682873,0.08039559358857609,-0.01948363569791424
IGFL2,,,,,,,,,,-0.017410569241660633,,,0.042572686219733265
COL7A1,0.061556286845131834,0.017955007844692745,0.019699839249675305,-0.022775426844073573,0.08383752223422733,-0.012147350035082476,-0.02682129871397142,0.008500732275672662,-0.027363713606068218,0.03241687002245916,0.0032723284572651994,0.0709791863755429,-0.005923587724491495
CALR,0.0510140905644953,0.05267259217384432,-0.0180378256168808,-0.002657556279105853,0.057610996971832536,0.0583161400974316,-0.03346604741575323,-0.06388178001226974,0.02709341509321211,-0.0036933991515566973,-0.000395355522591441,0.07088142142286863,-0.08092415496695732
PIGA,-0.0009460710486557131,0.023805945172562723,0.008324206400232407,-0.0382386795019347,0.0687446182053077,-0.014610638619007698,0.05099612641694517,0.14507532305353532,-0.05146209745976392,0.07056805321446133,0.02444298693975997,0.02140527775033893,-0.017257196970909095
CD200,0.010041711307565671,-0.055157279703880104,0.026405569403948562,0.026332383285048635,-0.04720491047523907,-0.055109893556429826,0.07342308041762496,0.018785847665294977,0.012555637558702232,0.03873019744942333,-0.0008982099659439507,-0.04085276094419318,-0.01663287309506749
GRP,,-0.026172997146385515,-0.01202645815508313,,,,-0.02047442443395679,,,-0.016413870268011735,0.021904684062741177,0.012479247825267258,-0.016908414688776623
CDH1,,-0.0370767551611714,-0.028796298051196448,-0.001994065921991085,,-0.006949447100403711,0.04085985372819122,-0.005308402160947939,0.006425674823179484,0.10995761684668198,0.002602597369558956,-0.048784099160449484,-0.028671603083320944
LPL,0.02009813821431861,0.007913049614189894,0.04443740227535416,0.02459460990023516,-0.04802575042036885,0.045409167827936796,0.0439452830336671,-0.05271630731552026,0.008543643442021936,-0.004303630502800944,0.08605704450140315,0.04776961032586052,-0.04031538772800346
SEMA5A,-0.0007518335410588328,0.032574064289641956,-0.006925550871398117,-0.01385072138440287,-0.00164426137021025,0.10115970491766073,0.02950990408245151,-0.00011427687254124957,0.015149171096015502,0.029419203971590834,0.05799075395186666,-0.03759714062952749,-0.08244156545217814
SEMA7A,-0.05753381805330163,0.04097564504673048,0.12340078862701417,-0.0014703955731436877,-0.01227856318108278,-0.028235523963299498,0.06420178225849939,-0.04409208715877613,-0.025853220400879885,-0.012695859762236772,0.036530033412975775,0.0009060192969116033,-0.014028826515974712
SEMA4G,-0.026785753529236622,0.023373863181358038,-0.019581123494165405,0.010687236432473952,0.07836068743127396,0.004540217019512332,0.06607715838655658,0.07941609741676675,0.09850264816508776,0.03744792556263861,0.058757845234732264,0.001574738992999935,-0.03617362737940504
SEMA3B,0.05393062241706328,-0.061859944825390895,0.003862819735884717,0.08590428623461062,0.05500115842430761,-0.00990296775983291,0.032258308582386507,0.01213552201550745,-0.05475290818015635,0.004152697153470665,-0.02725114157762182,0.040290130314732525,0.022337662705479596
RPH3A,-0.01422616524144462,0.0630943745281653,0.01815133751841016,0.031710171595525354,-0.05534395159031309,0.028954773211713684,0.07076744085020527,,0.007241533941396537,0.04137605005572992,0.01668467579001196,0.018845716799438434,0.030868900307865224
JAG2,-0.015157913952284382,-0.0005601725420051753,0.005210194446104197,-0.010273348973299455,-0.03592638358874342,0.05024770075774399,0.031753976233554616,-0.06939907164999738,0.035835602771381335,0.0346649698574387,0.03740067863023167,0.024032258889516867,0.010632409830739842
CGN,-0.015341844102211484,0.022450346822740108,0.06272599880495529,-0.020630605453856542,0.08588646114092709,-0.03551081993562828,-0.02091485771899493,0.03941378376379993,0.03208746599261144,0.04507403347901419,-0.000791484312198096,0.05343599885162102,-0.017160110979098458
GDF15,0.07366926479047316,-0.016970076451822625,-0.01882490327367137,0.00655277719153169,0.0046002853951331605,0.0012210303134894116,-0.02066278285979118,0.044742965825405955,-0.07039493716101537,-0.011076310569530356,0.013943948770200134,0.01717325587768587,0.0009049607211112754
SEMA4F,0.01652454940848211,0.018844044385742675,0.0018974719828276712,-0.04328685573551037,-0.04057053953585736,0.0018762412666578174,0.09339010232102624,0.002593443928953724,-0.003309506847437651,-0.005289534244933932,-0.06051172495012956,0.013704470020942218,-0.00772819502963154
NXPH1,-0.04205922657375462,-0.02464184936195341,-0.02093495225882872,0.008208731079453328,0.003426248023492449,0.04779787295758648,0.022194036848530416,0.029185607274945864,0.030029087710534547,0.1275942138952871,0.03198432925431637,-0.04080862022289072,-0.03602462460285581
ARF1,-0.015170264208455417,-0.02857399089845135,0.013758584472041539,-0.0011984844532025982,0.015078342154407141,0.005145834322623189,0.008615559657707631,-0.004313501423223062,0.01005658076018487,-0.005262812291354365,0.02000213186092579,0.08013434089543613,-0.03477598720649338
DSC3,,0.10045342905290694,,,,,,,,,,,-0.014249895090913588
EBI3,-0.05244416334651845,-0.009135689761870085,-0.004325718719024752,-0.04650101772125085,0.04356055706299933,0.06928034424034392,0.014685234335503419,-0.016222500558126927,0.00857645801773861,0.06510561036536631,-0.04256993563728056,-0.013533968633990447,0.10421221087499903
TIMP1,-0.061605197097703436,-0.017395080231242185,-0.0020881953896719424,0.027283335024303336,0.08036146769647548,0.04281348713612227,-0.03415380627392174,-0.02169195850386551,-0.005018961476159651,-0.056237703573931715,0.08363893152951361,0.06969749136679301,-0.09747854568132162
SEMA3C,0.06604590319385703,-0.00985204256461857,-0.02898824843444224,-0.029280715960416773,-0.030583261160226548,0.0032911640725204324,0.009984474111312683,-0.11924807976303618,0.06137912609121866,-0.06661359496375002,0.012231515504098265,-0.039606873526982986,0.04782229263144513
GNRH2,,,,,,,,,,,,,-0.015441703424456353
GAS6,-0.009458988399987016,0.012392601165100832,0.0109271339900326,-0.048998144015772245,0.01892771800292999,-0.029784839356730538,-0.03205458950707292,0.02124754367488376,-0.005836379553875969,0.08158088776049144,0.009420037332346221,0.040216858712321675,0.0594949093406649
MEPE,-0.026255065488261894,0.002134843562343053,,0.011938630920707327,0.0010872519404846919,-0.02129763341903502,-0.008947381195948628,,-0.03207064727386967,-0.025012436718430734,,0.013134529783368166,-0.01969110155594765
SERPINE1,-0.030491907950008872,-0.00806278869164168,0.0045898182446754785,0.05731506820207222,0.03132253104347073,-0.029162886329218783,0.00847395685140442,0.04496872436321889,0.0105759975937501,-0.08128496482154735,0.03940256013042998,0.01152390865496358,-0.0687726480510239
RSPO2,-0.052793222911312325,0.03331973814338042,-0.0188249008759714,-0.015862003401954882,-0.034431574104115216,-0.01498604970932459,-0.01988149678664696,,0.006851589401472465,0.0476997212956975,0.016609758483174645,-0.029176324829569764,0.0348199177589086
SHBG,-0.036227811814137215,0.07222467407167919,-0.01814066097186385,0.04581202217981713,-0.00874935877981147,-0.0012241841657221054,-0.01633110880899178,-0.006221971061562932,0.03895514724529921,-0.02930540880398059,-0.016592640791957117,-0.020366674515151284,-0.0017309958774999006
LGALS3BP,0.006486950753452514,-0.038117044159625704,0.01828420141593604,-0.02892523242518721,0.06056380511513482,0.04980583471138981,0.024492827159475865,-0.07881019372598869,0.08747077153878911,0.058074589385357554,-0.02034016914795394,0.016940477050863597,0.0004243135721557274
LAMB1,-0.01279068357085013,0.037314588259993745,0.036579379589326146,-0.017317681934323124,0.07906575984412906,0.07132014752952416,0.011457930408786586,0.032707896097144425,0.02135618175528248,0.017388117101080038,0.054723852158119944,0.09319082170259142,-0.07909187148718004
SPTBN2,-0.0336155366272052,0.039833324120199104,0.014342398613164513,-0.033702329259519825,-0.017109449157439983,-0.012674087308918792,0.07091609947769607,0.054146876369710044,-0.017396426109398167,0.03155874210812131,0.02048751120952559,-0.012483588392720119,0.07676095399792342
COL1A2,-0.010386896772988517,0.030760499715629244,-0.03826420004369916,-0.03404523221800256,-0.0305923406993726,0.04264468550121244,0.02381673750445609,-0.03263995999937536,-0.027355020391174677,0.045310307797827465,0.06707258743386517,0.09667504864626304,-0.09514043418404232
DEFB1,,,-0.010645177856502182,,0.1305992037974167,,,,,,,,-0.03051678244527978
CEACAM16,,,,,,,-0.0296446615241903,,,,,,
WNT11,,-0.01704947618193949,,0.019262401619805358,,-0.013183081635338753,,,0.011638146131054211,-0.0025690179296864106,,-0.002680293171908524,-0.018911394702464328
LGALS1,-0.02283028278123876,-0.023776458871048983,0.035562068157344966,0.04201437615474142,-0.040607342905009274,-0.0010235509850396855,-0.012471784695196605,0.026863339653597815,-0.02727501191551582,-0.053903235758335166,0.04787730250063112,0.02890615809563183,-0.02819278737271857
BCAN,0.08007531825448398,0.017132997363389607,0.038681934038127364,-0.00730651630220675,-0.00912201365380109,0.07534662254089021,0.0035487202733341465,-0.11244281752865086,0.002338604306596225,0.06964431308036059,0.03339104298986167,-0.035367989094196105,0.000507023572186781
ANOS1,0.07513640572884328,0.05109446183246993,-0.03311674771939841,0.0035257204524016673,-0.03505701463997394,0.027255681925699424,0.03107500427311265,-0.0641721970689389,0.055217452779520615,0.06957492681607064,-0.01152220636055303,0.003901767917003443,0.02307796114669755
EDA,0.05078494534671588,-0.012481860765538887,-0.021966515785539206,-0.029447850616798034,0.019291238213730334,-0.015762527672104953,0.005303657042155335,-0.06568226385159462,-0.03776658181637204,-0.027062005454278008,-0.021341806175188358,-0.015043021228667169,0.006137857912594392
FGF22,0.04703311451169794,-0.017749254789155955,0.029150569423040316,,-0.024732428034564123,-0.012084028949957446,0.00041346595571456186,,-0.02825455104395859,0.07988751756250531,0.044162242603535226,-0.021544626956370768,-0.01109137111868548
SHANK1,,0.06224382526294398,-0.01188054612982417,-0.02584860998344827,,-0.011497186060085606,0.03502649030804524,,0.07572341009783308,0.1194791017789811,,0.0296204484100939,-0.008910935112905066
NPVF,,,,,,,,,-0.020973528588747244,-0.014990405710322462,,,
RAET1G,,,,,,,,,,,,,-0.017768080525933115
TGFB1,-0.03419540825170773,-0.016762057541839317,-0.02213450322632063,0.012068158029420654,0.03844397273152678,0.0024462979380438983,0.022499415140087832,0.014748043922316732,0.0297965811817428,0.03643720762110078,0.0023827272509436026,0.025379903256311325,0.0011758381150982612
MSTN,-0.020637125264645464,-0.0019373032984237636,-0.015818968836973674,0.020996585923687076,0.031142055153849376,0.057889169539025995,-0.01536883617777815,-0.06633586599259644,0.051097275156303065,0.025622723973564826,0.04562999030733243,-0.004805368830814612,-0.007860399783854917
WNT4,-0.0288883490929423,-0.011487898974393678,-0.013917716669277666,,-0.027258760740915836,-0.013701284036633236,-0.022655767184690593,,0.013400771248555132,0.04022668596646875,0.1387381351743866,0.06959365944598182,-0.027578607726300938
TNFSF4,0.09458533249972066,-0.013363263178099534,0.040082702220701996,-0.009281653872917224,-0.03520333871721827,-0.021748758941555577,0.025349265789302865,-0.03140424269747417,-0.03777109251740865,0.054166356120456546,0.014372127145615851,-0.005917949658211793,-0.034137537453173536
NTN1,0.030111943905785695,-0.028034177896049377,0.03727286374633157,0.05525121758636743,0.0034230385855654227,0.11577410220962875,-0.06787279803314802,0.01470564206143206,0.02868092031716727,0.013404054624677685,-0.015471011114854908,-1.365808344884754e-05,-0.009197752653963954
CXCL12,0.030211369316665203,-0.03229965586739081,-0.04551419888601778,-0.02772603282193983,-0.0678922435365085,-0.005607697102793055,0.04305337299284673,-0.005532836386772539,8.974251654071845e-05,0.032820709446160626,0.00656281133031703,0.022918496441096975,-0.06078665097885416
GNRH1,0.03496298501459416,0.09772655082174313,-0.019206260108316074,0.0018609360608137662,-0.03119653912637957,0.03749070851868536,0.04375259508016259,0.03580742875465322,-0.03483262337425735,0.01774906994721946,-0.02480384617089483,0.05425104066372528,-0.03312494299051034
FGF8,,,,,,,,,0.08598494553170823,-0.020691089108185224,,0.06375914094259941,
RIMS1,-0.0452781074809398,0.0017721472636705404,-0.005522188684952905,0.04452972586058801,-0.039008966575154486,-0.03453138792401981,0.022887192616746103,0.10972595446357199,-0.0028173712324391503,0.022885200288740484,0.007717192536548442,0.0005760626164921855,0.11244255022285446
FGF14,-0.035026185418541494,-0.001449054749144705,0.020820984196296966,0.07171066538067002,-0.04123829208931643,0.0324767294832056,0.08322400808745771,-0.0486082624870583,-0.006211312032487222,0.0727712339587016,0.026517252868240422,0.0004969543716337604,-0.03323111946780329
IGF1,-0.048493552815556715,0.06475738309963053,0.03436090972409678,-0.013415122547623294,-0.033807309247444024,-0.032995207912782605,0.14951343208419623,-0.009227160625559956,-0.012315077085391554,0.15081931890154027,-0.044888777890041344,0.03841292862140305,0.016308088995253146
TNFSF10,0.0662157224077578,0.015465558550149886,0.006908537658266829,0.04137335725387447,-0.010877077939379627,0.007771627848668265,0.020402692928747048,-0.024738431770879737,0.0333989527358275,0.0794132626098352,0.06086213720836058,-0.03960466573498816,0.07478611328160002
GDF5,0.08039160292397105,-0.017611339693221064,,,-0.022598437650845637,0.0168024755678344,-0.01658704524326403,,-0.029786588894987236,-0.03200795343306231,0.02230165838281345,-0.024458737877459755,0.004520619348626973
CHAD,,,,,0.053581903447311785,,,,-0.009571942558150892,0.06620449073576433,0.008510513324394174,-0.02000149394153583,
RGMA,0.12099668629168027,0.03543692061092499,-0.023821170379912725,-0.02625239912960711,0.015622636321807682,0.06663057224841473,-0.03696916705271783,-0.11352161879163322,0.10287198949817729,0.0349656649503933,0.05164277618795204,-0.00751001160469273,0.0173076055628922
WNT16,-0.041470594442109904,-0.036703361851563275,-0.010806969800550898,0.05810183258520249,-0.014852838121120444,0.05949765873840523,,,,,-0.022782638809553005,-0.012796411144532505,-0.03338317394158285
CX3CL1,0.00935617826776443,0.011222978670152099,0.014979576994355264,0.02187544448756068,-0.060711395153454056,-0.01611283147448912,0.05231132246005005,-0.053688336895264976,0.038489181417144906,0.07608461032987669,0.09672601723372995,0.06432935919873217,0.017049536622264296
FGF1,-0.0187021720771047,-0.0030601495349500203,-0.016515395707802232,-0.00965154876737252,-0.041130018885011645,-0.055663549833812276,0.04261512231871854,0.05604587401441506,-0.02621673886307025,0.02468213875171771,-0.010312830414088255,0.020204958694352366,0.03808111966669461
ALOX5AP,-0.03698928805511138,0.0003103961562407325,-0.002109367899907894,-0.017332215485052833,0.040043634963999555,0.011125386388815568,0.03837205404623056,-0.1453032789025667,0.03549100016444381,0.013955659240645749,0.0052811286009105335,0.021583861761465872,0.07260888822720701
IL1RN,-0.03501758469911967,0.048996338449584044,-0.023282120703446537,-0.013150136596170982,0.027380787841416985,-0.012273691332697715,-0.01781397384552592,0.0002708555281763581,-0.029411694642767335,-0.01489645784354099,,-0.012044802975709597,0.09910432157781728
PCSK9,,,,,,,,,0.07932172743837103,0.009130055603808517,,-0.012420916001472897,
NPW,0.01886873754607178,,,0.049233967570587664,-0.02698819488895365,,-0.01984088833555102,0.06103330783795327,0.009138641322436638,-0.010434246587344495,0.05749489454621583,-0.03080664139133579,0.06485193498041554
CXCL9,0.07272581991729496,0.010629428448414014,-0.017121412311470605,-0.028941645037951852,-0.023686820503845525,-0.014844322533158138,,-0.009580594908851794,,,-0.02984670406279274,,-0.0007918794055079348
ANGPTL4,-0.007065667524595458,-0.0009160564765443196,0.018919871570374586,-0.004630568529106371,0.0959526726847794,-0.03247046656204707,-0.07757605069858055,0.09312717681710557,-0.002483546161683561,-0.06071976457752765,-0.038233568900444305,0.029285536597275244,-0.0760562045031273
UCN2,,,,-0.012321219642155863,,-0.013006022413818274,,,0.036602230913138516,-0.012575975188821701,,-0.0140355733000328,
OBP2A,,,,,,,,,,,,,-0.016006356996291833
COL4A3,-0.008857373600931239,-0.023083354651302176,0.022639806025512632,-0.00754084445618965,0.08660790130236735,,0.007746432227213686,,,-0.012577224086294561,0.004939159391320399,-0.019630341286187066,-0.009209313224860773
NRG3,-0.040634434562896865,0.013050527410032856,0.014722148900326427,0.044995915101729844,-0.022195392409559738,-0.03112651482092457,0.10253028883581279,-0.033686183348203905,0.0023535462642459916,0.007401122506659957,0.03632984190782413,0.034184399303775426,0.017170574091655663
IL23A,0.06152381880520446,0.03544018193548723,-0.014415322910208318,0.010173423174465969,0.0035210082091161527,0.03123302850463285,0.022268293409512748,0.013579496366746987,-0.018294405908615866,-0.000899079390446655,,,-0.023106453634165518
COLQ,-0.0032143435510845813,0.02641552787504399,0.013651218070966599,0.010992172455897514,0.061250777887194116,0.010331052518719741,-0.037657184733898987,-0.016130711223567244,-0.000235729727777171,0.043630172709990915,0.023554094045311884,0.05629457276534325,0.06267337697743529
SCGB1A1,,,-0.010966477484477056,,,,,,,-0.01998804952365327,,-0.014371076843523421,
TNFSF12,-0.09641825112481874,0.011634645888489446,0.035728575706206016,0.02687183413846124,0.009822993834594278,-0.03862323169964823,-0.005559397235093799,-0.10892629825825408,0.04403512695454659,-0.038124817153402664,-0.011716752077347762,-0.029350210031390524,-0.03407505539079152
DKK2,0.03184333092865453,-0.01971232509854485,-0.012869012052283147,-0.012502866883203461,-0.01641757846568737,-0.023162925230114605,,,-0.002052411276890715,,,-0.016541740990730514,0.011513660783081197
FYN,-0.04086048289024485,-0.023203931021948645,0.04276570989906702,0.030971269257148288,0.06616356833745334,0.10609447356187973,0.024115266512125103,0.07666936467616829,0.0029987814659294745,0.04524882630049969,0.04882645911601787,-0.028183210191888318,0.010976790942544579
ACE,0.07469459778701236,-0.024019428171137013,-0.025747393593449297,0.030663037148163475,-0.03307852044720088,0.04994657655723329,0.08543949792759786,-0.08863477677318461,-0.006060598580945115,0.07423596710432172,0.05086266150055697,0.03929299137694728,0.012499969111574792
IL18,0.020654560526160062,-0.03876988565289091,0.005906154282955999,-0.019815173051389436,-0.02382252106195378,0.033086759773216394,-0.0019098512735564329,0.023290949026136144,0.0428133934630194,0.09813916619504481,-0.08321344705807121,0.017333832442705054,0.06873057615929912
PPBP,,,,,-0.015541792134490367,,,,-0.022399740689373764,-0.018814847413650235,0.006034329793994107,,
CCL27,0.03884776174816184,-0.012481860849395315,,-0.018229679644014878,-0.03131667583521593,0.02021086809230002,0.013937226888058117,0.09345460392711157,-0.021137586264462865,0.018180760681757745,-0.03145141724695645,-0.010912097892066876,0.13460895610210363
SERPING1,-0.03217518962892772,0.019039605824990247,-0.04560431435392901,0.01676190371969481,0.03164059260882519,0.04529372680498268,0.04376705447955386,0.09609761047555654,0.048047717281283625,0.06914224596353136,0.11059258902342974,-0.014241437050037225,-0.015602299497947803
AZGP1,-0.01356397522078018,0.0338424134573243,0.0069679147696342396,-0.009847921608699324,0.016842641069104658,0.038803920110197836,-0.00331571970182068,,-0.015508457895252686,-0.053339410493987445,0.008943111159571951,0.046040722765210415,-0.004438567736400474
INHA,0.022504191121177304,0.06363857239874182,-0.01680489606369008,-0.005965025825316353,0.03856440550235316,0.005651570328533491,-0.016947413106218237,-0.050413142117476176,0.09821705717633226,-0.004459435942612359,0.10970246260659905,-0.003704104396405381,0.03970417677248172
SEMA3G,0.05956284481956848,-0.015870817087070832,-0.0156847783544239,0.028066982444872022,-0.026852045404764067,-0.025009724163163327,0.0014763585676420526,-0.06320534915362766,,,0.06318391363840895,0.05186556293839394,-0.028635767759494963
OXT,,,,,,,,,,,,0.1410286770022081,
COL6A1,-0.029035185306733987,0.01926362196871425,-0.027884902812435147,0.004699864439137697,0.011382340484648675,0.05844906782742648,-0.024606327285959472,0.07243908694759096,-0.012169665139343653,-0.011716860309663743,0.07017721423655675,0.07152407691397537,-0.07651659021474594
FGF17,-0.026559202543230714,-0.025971766675550158,-0.01202645815508313,0.015076355515219755,-0.02792533657691012,-0.01915511239911448,-0.023585429736157768,,-0.007631416034964255,-0.040783331593848005,,-0.033188708016482875,0.09124278477168117
TNFSF8,-0.020080867494030277,,-0.010645178952421881,0.058853668716525497,-0.015541788105963333,-0.01227369143755077,,,0.04833595917385623,-0.017410567368472702,0.06650692096658825,0.045661168486246864,-0.023177980770076646
FGF20,,-0.02477155603135179,0.07125957281761368,0.057762237439684866,-0.007787902199436936,0.000220942393237371,-0.021689524698822776,-0.01658604175990419,-0.02643007270568464,0.04946170938167612,0.07255849421478941,-0.025891199148098898,-0.02625247011564237
ICAM3,0.13117155512967943,-0.0222116915124563,0.033915664051357014,0.0068977784227580614,-0.013161979088515022,0.028924303029266477,0.04656092343177761,-0.02831782968101267,0.010407476614461382,0.020554563694203973,0.0331387642786155,-0.009195266819636047,0.023563603100885497
LAMA4,0.02282343460184553,0.017738967185183776,0.023486744649726866,0.05648105890809475,0.011384363466207293,0.05116027495780226,0.036368501060450246,-0.08055245478930936,-0.030684717542575447,0.05189664565739676,0.06787944064451966,0.08973979450148149,-0.07859290334251026
INHBE,0.023304482581656835,,,,,,,,,,,,
DLL4,-0.044102731970524986,0.0014317733768019524,-0.026115800565962157,-0.007293914796840617,-0.042418353904508724,0.03211744033226117,0.00656649505148915,-0.07074424300673715,0.12384254187721813,0.18332972128923758,0.06044195296939663,0.04736372401101291,-0.01618313968533425
SEMA3A,0.00915362188731735,0.025066057106532254,-0.004033044138414754,-0.0004911789154764881,0.047487825459484635,0.08212708105366148,0.1415345507028131,,0.034090472401606293,-0.03341915129448284,0.05276197437648324,-0.006731651544412062,-0.010621310462263178
RLN2,,,-0.011432216078352079,-0.015862006978769144,-0.02383868198559307,-0.01576252564003133,-0.01708791120255195,,-0.01680712834606366,,0.1645082378064166,-0.01403557175231474,0.030005407082904098
C5,-0.04548364849367489,-0.04320252772263063,0.002721659766865893,0.006387759294750861,-0.06482972949334406,0.028525283696817273,0.0011367820180203303,0.03863086430466097,0.04643074696784224,0.05627338894068806,-0.022231958062709153,0.05762990318512297,0.0027221851184228195
COMP,,,,,,,,,,,0.010973945390556452,,-0.0027097133548864994
EDN2,-0.027158224459845306,0.03524606616239013,,,-0.02044004957892697,-0.01677509834967169,0.010839871567633065,,,,,,
C1QA,-0.057727459070814335,0.007814428752724579,-0.03666012768691121,-0.0710931632172945,-0.038141624228738694,0.003521046227408264,-0.07620748378721978,0.01807745031099586,0.04036454897544616,0.08572964057386583,0.019845255826680126,0.07126943633426043,0.03870890378496587
UTS2B,-0.021594497752209795,-0.01509129081310273,-0.01300443230016885,0.056385389255891774,0.004409000394024886,,,0.011527123926609704,,,,,0.025913321100459456
