,UKF269,UKF304,ZH1007inf,ZH916bulk
ITGB3BP,-0.040278635625971844,0.011914467271243363,0.007196278234172248,-0.06004303734546069
AANAT,-0.01150957182696747,0.10833700328985084,,-0.018983006448916147
RELN,0.08870500517635113,-0.031303565600724656,,-0.03169088116939416
IL15,0.013890323453791154,-0.005037634407984156,0.04444896258361702,-0.07001114703040312
UTS2,-0.016050497844775427,,0.005979361418171032,
BSG,0.04034450907144572,0.0491335938269759,-0.004728633315496097,0.032588084708628874
ADAMTS3,-0.050281318776060124,-0.027762637045267515,0.09373666095234347,0.025479660548213188
CD34,-0.0027607891515989027,0.04384961336253782,0.02405297117173753,0.0035998586043608292
CCL23,-0.013096065714814625,,-0.027317574539316613,
PLAT,-0.017283114059754683,-0.06224682817101244,0.0230720975635638,0.03644435538382218
CKLF,-0.08254502023879921,-0.04150846915926553,0.05246101724556017,-0.026562976385037237
CD24,-0.016012600256872223,-0.006193981147978219,0.017539147598547345,0.02496267205258516
HSP90AA1,0.0719260612230898,0.13141217496070012,-0.04636554350316502,0.01022679409389318
BMP4,-0.03525421112131663,-0.008778874387281142,-0.008555748212740586,-0.01518964557906822
SCGB3A1,,-0.030434098222762423,-0.033712081571992736,0.13669375109069365
IGFBP4,0.012260353814701072,-0.05422868379414864,0.14586497699893727,-0.00037858003286871144
RSPO4,,,,0.1023164104905347
LEFTY2,-0.049809959961437056,-0.018390050662284555,-0.08092485268700222,-0.06941095721394491
PF4,,,,-0.018751064935308436
ANGPTL2,-0.02644617850844303,-0.08912382539802383,0.0025290131150392616,0.0091327308356231
LRIG2,-0.008730735255573122,-0.05191961817999996,0.016107077703763076,-0.010225059423680568
ICOSLG,-0.00585189224245405,-0.07447201695883565,0.0051978357037081825,0.005454995834628376
WIF1,0.06544334243490564,0.12355026337437998,,0.0683735655226628
NPPC,0.010968518118945444,-0.018698205571261176,-0.02413601465892023,-0.008004053898888228
LYZ,-0.047147735002585,-0.11116436006593444,0.03692141456857556,0.011966096746854105
EREG,,-0.018917987853196355,,-0.021588030420821303
SPTAN1,0.051359555289026984,0.13063032454650894,-0.0345285606801112,0.016902866353449623
LIPC,-0.030103123889395518,0.09389424929203993,0.11927147335043345,-0.02924116334726147
COL8A1,-0.04036513753730613,-0.04587055978286055,0.016133156793975877,-0.016702071192451852
GSTM2,0.040792395797004215,0.005513170090812337,-0.020594585209972257,0.039004096139650654
SPX,0.07629719655595277,0.02079933970664645,-0.03199691737776458,0.03149293534924217
MFGE8,-0.011797537788790032,-0.015772061237999874,0.09685918803374484,-0.006153123114486407
TGFA,-0.0546856348388262,-0.031507205436433636,0.0817752759191855,0.00291848513010999
SLIT2,-0.0025151619423487252,0.08030223201569463,0.06427526945694967,0.00648694329432463
PLTP,-0.045041982445585195,-0.07938315111818205,-0.022494122147246134,-0.027377548932594864
APOD,-0.06590149212374559,-0.1312485063147878,0.004394212331677813,-0.00553194632727342
B2M,-0.10776266802503506,-0.13151758145315892,0.05349883967301403,-0.0005814852619511906
OMG,-0.04009779442867531,-0.03202958603517346,-0.01875456136621406,0.042312156894148904
CXCL3,-0.015111517621551687,-0.026631698977595437,-0.024874583530199446,-0.000340085332377869
CXCL10,-0.055344877851747916,-0.052845990562637245,0.021105254488802752,-0.04343223756796798
RSPO3,0.0013914431871769792,0.08566019846157712,,0.11583547334623347
CORT,-0.0075051994458045015,0.029508298383341663,,
NCAN,-0.017145550144416852,0.11030125447694017,-0.025267941967120157,0.03540287282733892
PRG4,0.05648593114269287,,,-0.026098927796169163
ZG16B,0.004914045714014205,,,-0.01599658149550681
TGM2,-0.05335617428540167,-0.06683078869103662,0.05031689618164177,-0.05195795905861732
VEGFC,0.05252588725293306,0.02860262238897969,0.03406578812029528,0.01802254308105111
WNT6,-0.016099671054863797,,,-0.016529268005620025
NRG4,0.0543478474236741,0.0680254102247364,,-0.024857483839030022
PMCH,,,,-0.03183358547922849
COL9A1,0.0018753699141213515,0.09582531597694731,0.05907798663360267,-0.0365999431575097
GDF11,-0.03704810088648892,-0.010542149990459576,0.02805734307215869,-0.0023403401996682964
IL24,,,,-0.027789840005372823
SORBS1,-0.040313854276661856,-0.004447557462566831,-0.07086444112754824,-0.020398578748515986
DLL1,-0.04144615212051036,-0.03403031876081234,0.046001605169181906,-0.0053853796238712255
TLN1,-0.03651985143455503,-0.0612562388643548,0.11039078197776278,-0.05997383499684544
COL2A1,-0.015111522764168613,,,-0.022395258726343136
SHH,-0.011879493038673746,,-0.06886310495253023,0.072391725586813
PON2,-0.05179329290065492,-0.06896890937816756,-0.009793279105563617,0.010630318969640876
ICAM5,0.07673934161425879,0.16441830283696318,,0.038647823091509804
HPX,0.051624835827328616,,0.005233351199544175,0.010822259453422037
SFRP2,-0.012060399827068238,-0.0689655011186496,-0.029635792841292277,0.04676990297281133
CFC1,,0.007281775912085646,,-0.021994962058083167
CD70,,,,-0.04366756645060529
HP,-0.042251054504382955,-0.04384965300917384,-0.06299279986369276,-0.040967518988684594
CXCL2,0.007739289111148983,-0.0051571899528532455,-0.04464465661368117,0.020470186326881606
CCK,0.09205286595277347,0.14923051724399158,0.06423410344313851,0.07746303214273127
SEMA6A,-0.044538213293745695,-0.07348838038520022,-0.0026862588164471225,0.06598815861405959
IRAK4,-0.0668452696426985,0.010964471168532785,0.039407909683438304,-0.06535350258961617
GSTP1,-0.07505742994194019,-0.13016135829411668,0.04010272923373514,0.020632201659047302
VCAM1,-0.07111229050331985,-0.07056375758781658,0.019654850836307948,-0.042296578277894466
NXPH3,-0.021473796429039925,0.11827463236824809,-0.018790640208087787,0.02723895378940064
MTMR4,-0.02458873818061793,0.061924095119225774,-0.007638468851482739,0.001186133282015257
LAMC2,,,,-0.0028078213834246586
IL10,-0.019829691904128692,-0.06959077529337424,-0.04685574902159159,-0.041639973785064434
SEMA4D,-0.05678822154458049,-0.054446244472933135,-0.01608922614932237,0.007367855010427192
TRH,-0.03130678064763209,0.09472672789680919,-0.018203581455079016,0.02760185555607734
SEMA6D,-0.044260323106800496,0.07758560026064276,0.06336404928394442,-0.00857672050605491
CEL,,,,-0.025573239704134148
PDCD1LG2,-0.036196058157479366,-0.03136198504338029,-0.013505772005344698,0.0007017986402916848
SPINT1,-0.01489490922881849,-0.02938973796133114,-0.01870999133866939,-0.055247330238810656
CTHRC1,-0.03276470680497734,0.028871568712012182,0.059164352785364485,-0.004330846597572761
PODXL,-0.060369966885893724,-0.017154393653388087,0.021849335113760138,0.021441910201596987
JAM3,-0.052867324756956345,-0.08127789682742895,-0.09661312593725775,0.032968882319798706
TGFB2,-0.05287869387504053,-0.02312019228589956,-0.026793216998420338,-0.025139153448861997
COL18A1,-0.05200551553130729,-0.06217968226225193,0.13771383114328095,0.024831041618372216
NODAL,-0.03982404710872238,,-0.020215623876327422,-0.02974978739548041
INHBB,0.053543916130436214,-0.05389394698013506,0.007744084281667198,0.005717131248437781
LCN1,-0.013261237771032624,,0.011151799421596918,0.042231271599678835
ARF4,-0.03221922063270871,-0.06602027104594034,0.12148398929703424,-0.03501855849180757
CXCL14,0.06097728766748406,0.03200117531613849,-0.09833607036565642,-0.0031689042761356124
LIF,-0.04870243191287214,-0.026439196679504944,-0.037874619949440025,-0.05477981904359946
IL17B,-0.021901131188670424,,0.07790351726927426,-0.018983002636608997
MMP1,,,0.06918789892608598,0.004452749971728646
MATN1,-0.013903506237937173,,,-0.0172994009214819
ADAM28,-0.051447300667242235,-0.05744686371501339,-0.07638240829131192,0.07300395541182048
TCN2,-0.024181958787446643,-0.04177639782470099,0.055274352620618486,-0.01313449643022222
THPO,-0.02705804411453793,-0.026245480946810094,,0.04971907677435476
CUBN,-0.03384778786121544,-0.020181935205955986,0.054203998425549335,0.02840524617974305
TIMP3,-0.07323532094886341,-0.008219230840168765,0.011208229965921501,-0.001987599601402443
PIGF,-0.027958289532566898,0.03836801337792628,0.03976315779849715,0.04431151804010617
CRH,0.18743824923455818,-0.02251486810238148,,0.0877856726808261
BDNF,0.07165757885393385,0.05546888096445639,0.13831141285964202,0.0248649322099488
CCL5,0.06986937379366762,-0.055046019576397535,0.11824165110902807,0.05012912690713769
GAD1,0.10463831964547363,0.1261687377040751,0.01769735021021103,0.06674514815831065
COL14A1,-0.023524669117795226,-0.046291882285197275,0.0418653439523136,-0.05892019317318267
HLA-A,-0.08683048239133659,-0.08696402329193072,0.09938519327770158,0.004091706106077198
CD5L,,-0.007634886532592625,,
FGF18,,,,-0.023748954575315867
ADM,-0.0022809716832419293,-0.001430984979334131,-0.06195074361305528,-0.018516122765130757
CCL15,,,-0.024874583530199446,
GNAI2,-0.09201612292797025,-0.08006905964578558,0.01575891781155101,-0.016594535341079006
HDC,-0.0020266993746183297,,,0.011437821690451712
COL11A1,-0.02411004652791865,0.11235103104873503,-0.0663379282913198,-0.005109697840462234
NUCB2,-0.048543715408656166,0.019995919372694577,0.005266984868861515,0.031812839459123436
FGF16,,,,-0.017046302979944004
CXCL1,0.024141523912109653,-0.037368576627414864,-0.026639976089129398,-0.05473158078819174
VCAN,-0.0723680883092152,-0.03886182491002638,-0.04469548081123366,-0.03067726455390416
MMP7,-0.009679609926160165,-0.016118670024708237,0.004820463203729482,-0.044244057768617194
PTPN6,-0.0689030893383554,-0.03039881143209354,0.03263235167179936,-0.08220703605854499
PTGS2,0.11007730162179243,-0.019311422069560213,0.09881944273313886,0.05289856284069427
XCL1,,-0.02114310880322556,,-0.03078740460923471
CD58,-0.06756096543037453,-0.05069324630811401,0.01953691394232154,-0.045731603451943374
TNFSF14,-0.020168889810069035,-0.034631991129610525,-0.03170352294033602,0.023276437377696572
CNTN4,0.09831645148484032,0.14245399542367446,0.022709710274540534,0.03530440939732517
MFNG,-0.03668132520778015,-0.025236484794460813,0.08047140340013141,0.02520236262503404
ICAM1,-0.05191812706063845,-0.02556237640417319,-0.0017740803365843708,-0.088029712548941
PROS1,-0.04114136805837893,-0.04387711376450907,-0.014882862431609982,0.023474805143933998
CLCF1,0.001756931251172176,-0.03707522848813619,-0.06939992984312361,-0.03417778315765359
PSAP,0.028766819389525036,-0.045522369826494595,-0.10676699970181819,-0.019225454252177844
EFEMP1,-0.08514417617052514,-0.11471052084167672,-0.01511996303510843,-0.0158102510156407
C1QTNF1,-0.0277024203043871,0.016687111799000048,0.05257124214543722,0.0014528789906331778
ALB,-0.0162363278079926,-0.05765149053262844,-0.033712078715177216,-0.02449283493395145
EFNA3,0.06359976040787703,0.040230284345578265,-0.040449723141755344,-0.06438271161570652
DRAXIN,-0.05072737778806006,0.0023066691726208277,0.026741124984284673,-0.019002695092405496
NPTX2,0.06665979876039307,0.04015752864180878,-0.037301725545353076,0.008900654365712767
FGF11,-0.030793078227904534,0.05855530471970113,-0.01056514587153352,-0.027869307243071947
CD59,0.030200870682755922,-0.03710037393085509,0.06601136874025051,0.03899005726754429
COL9A2,-0.009146498785392471,-0.049130879870896475,-0.03382297147464647,0.035321190864724974
DLL3,0.06036295501916778,0.04756524835448701,-0.03011082658155667,0.017461965087209503
FGF5,-0.012928896431845234,-0.015502170209731032,,0.09206289513169381
LIN7C,-0.04401393713222231,0.0554990218404725,-0.04434420632317058,0.025849889351082782
GDF7,-0.0231276829230347,0.044424372023697284,,-0.0264444284765137
PSPN,0.061805160470986775,0.033090632509154935,0.10970632069268639,0.053731334229605625
ANGPT1,-0.05069712413494921,-0.03807334509357161,0.022182185108053577,-0.018025252460334613
PNOC,0.12056496283646247,0.07028569167445435,,0.05381518505468248
L1CAM,0.08506067637344157,0.10495794248902802,0.03895986485102451,0.08888325572648151
APOA1,-0.02766979383047267,0.09416684857804751,0.024144354514280573,-0.010251389582732938
PSEN1,-0.0008211396950121805,-0.06029546308387726,-0.050184543152937994,0.0024114386587134238
CALM2,0.05204539958411515,0.15401555814251477,0.020864085637494575,0.06770742381846634
CLEC2B,-0.06704998909574646,-0.059131696315732,0.034304001067422,0.04608985695134475
NTNG1,-0.04112163331244544,0.025402161741099306,-0.06023393505871234,-0.013851269310525719
LRIG1,-0.04511531417739592,0.0014359402696850795,-0.02904943485330837,-0.04797186727500364
CPAMD8,-0.011695926749250088,-0.03497087934204985,-0.026639972592190305,-0.018751081790189104
GHRL,0.037858082843410454,-0.017289352328248152,-0.03589256096117231,-0.016529273703883546
NPY,0.008639876452854649,0.06733388620576139,-0.03110971906865278,0.036892714151854765
MMP2,-0.05470657955180545,-0.07947875489087398,-0.02110440780281956,0.03268970395721456
PPY,,,,-0.03356673468369614
ALKAL2,-0.013261235621767703,0.00012808612782276455,-0.04258533704624878,-0.013771910058163719
CSF1,-0.05846691481985269,-0.0863133377195412,-0.037124327699504474,-0.0009211209669820977
SEMA4C,0.016594207515327048,-0.018582809682931724,0.048233588044201366,0.023437788262609727
ICAM2,-0.017803267132083397,-0.05103252540421469,0.07495330910277934,0.0036609289663266874
SYTL3,-0.018951895208279716,0.008063074496085341,-0.04575958254720185,0.0002904148835442449
IL1A,-0.01856637670547514,-0.038238676287575865,-0.0114201151659686,-0.02971188890527751
PGF,-0.025381257546643717,-0.04877891607467962,0.07879479014077687,-0.0016314055977253862
LGALS8,-0.03935210587711677,0.04926686777726423,-0.007483813280006139,-0.055257611171000476
DKK3,0.06038648762510829,0.15912845795906344,0.05566243911627727,0.04546356556515681
COL16A1,-0.06142258162531812,0.018231878237472115,-0.013426765485509555,0.06342962500194081
TPH1,-0.013903506106693928,,,-0.03904005883053929
TNC,-0.07542304050772286,-0.057955697202462006,-0.06403746799214693,-0.05790874068846439
TNFSF9,0.007543014742606813,0.03177068941555534,,-0.022953201495291616
C4A,,-0.018655737016854412,,
CNTN2,-0.07589594661777829,-0.11013107382742598,-0.05569110860747315,0.0520983813860097
F7,0.053484249069316855,,,-0.023177396730607334
LUM,-0.07907950801618677,-0.018982540961398363,0.10623137911357054,0.027472020332348367
BTC,,-0.02273624192756141,,0.013419740959443873
APOC1,-0.07787866338596199,-0.12979673209078801,-0.11110720342608864,0.04950748127077409
PKM,0.05717579348339169,0.10154094861968493,-0.12776245873418718,-0.06607919956012615
TNF,-0.01716521380269593,-0.04046697095261686,0.07175431795231432,-0.018038775687884874
GNAS,0.07046786724504094,0.1455390720510508,0.0018588915247900043,0.0923165629353327
BMP8B,0.03158373299930696,-0.07798773723401564,0.05624141723152858,-0.043196089785895404
LIPH,,,,0.03957200289818217
CCL28,,-0.02317332191247635,,-0.02729187168137513
PTPN11,-0.03034509785786444,-0.0885546558764181,0.022531113516057105,0.02026256777135528
ADAM12,0.003514243076142729,-0.039797807863959415,0.018259148409573683,0.021601088837855484
EDN3,-0.020723519744888695,0.05167269707758628,,-0.028764112686239594
CCL2,0.023545702608827226,-0.07047474609795443,0.0028564914807034554,-0.051836158438162964
DSCAM,0.021624559253383184,-0.011236434352482016,-0.022349237316460793,-0.05156134460769027
ANG,-0.05383167092240646,-0.037718302739984416,-0.029025414260583655,0.058450137826390115
FBLN2,0.0062401532494857975,-0.02549753216226998,0.16008429898441975,0.02651526265525929
VTN,-0.019715505211258942,,0.041801309449430016,-0.029241164690758076
VEGFA,0.0016326715648410982,-0.01530222282431589,-0.03827240603204127,-0.046623219043030115
F10,-0.019017815263170583,-0.02545799841406204,0.00518246068074579,0.019676657232924548
SERPINA1,-0.06284261661514273,-0.09677520769255486,-0.07266670843436862,0.009093519551179487
VWF,-0.07308195822873433,0.017315316725733963,0.09306089384449773,0.05985545220108633
VASP,-0.011606181604413752,-0.04849900739167219,0.06793089393715943,-0.024720487537847672
ADAM15,0.00942395663013401,-0.05670872761694904,-0.03342145362157924,-0.009499171166294623
WNT2,0.024088133978439934,0.056925951620918715,,-0.0022697889933133973
CALCB,0.017341395496722162,-0.017570563886498993,,0.044857572017222576
OLFM2,0.06932443518829635,0.08303374398390974,-0.006434815013437593,0.030222774188737436
MFAP2,-0.05978715076090207,-0.02042609295491454,0.045005747704048825,0.043306215800650937
HLA-C,-0.057169667268962866,-0.1420284263932016,0.0773343793277124,-0.014109245088483414
THBS1,0.08928230960738638,-0.052980833419178516,0.04090472043132724,-0.002605069308766961
HSPA4,0.021000975834997302,0.0607844699379081,0.006815888961604558,-0.021270769481295932
LMAN1,-0.05259849944589451,-0.03520600078760118,-0.034850894458351024,-0.042338638031698
LYPD3,-0.020056383950443703,-0.021143100030145075,0.06774864290761803,-0.026272169172000627
APOE,-0.0772468359065317,-0.12736036462275327,-0.09696852330320195,0.06649095420387843
SOSTDC1,0.04951601869360084,0.13484510444834882,,-0.004751907773865559
ANXA1,-0.07661563400740048,-0.11243434857636893,-0.04306889712931316,-0.05778757528178504
WNT2B,-0.048270925850363064,0.0436896423282374,-0.04469334410575669,-0.04266223219416151
AMH,-0.011466861896197092,,,-0.004415629109331531
GDF10,0.01672939396731296,0.01759837151533466,0.1284200676510829,-0.029082871787289143
EFNB3,0.1153768358391104,0.1379961627902788,-0.009236082471240007,0.06450095955886778
LTB,0.05594219775627614,-0.024221436813474145,0.042984896549937146,-0.060388840764029936
ANGPT2,-0.06252430337517331,-0.06633982728583251,0.06815082110003433,-0.010073017018207309
ADAM17,-0.034703220705097695,-0.02178951914975789,0.06584811890542075,-0.0027393823582519154
LRPAP1,0.013534640536640606,0.03019257137374414,0.019015659609679617,0.067429613039663
NID1,-0.060494931407105206,-0.0543958421736271,0.09080200940434187,-0.008569922637457837
MST1,-0.03718016237747738,0.017814176677880694,-0.04408135392980956,-0.05890032364038864
IL13,-0.013096063354986687,,,
DCN,-0.01414986141064315,0.009663531778780708,0.10369522847254298,0.02709397809252079
COL7A1,-0.05074620243326115,-0.01152956258230351,0.016393692384291187,0.029744395780099204
CALR,-0.09344037496559997,-0.04333334933885399,0.07216195828949935,-0.04659153816965517
PIGA,-0.019042787450306523,-0.06549205443521426,-0.03099402260168399,0.03744771293560663
CD200,0.06896550192780197,0.06714598948838386,-0.03481038162009786,0.04518522501267363
GRP,,-0.019432652827942987,-0.018510128562184234,-0.026955596163472286
CDH1,0.01218830548167368,-0.032276679567318015,-0.012766689184227806,-0.012624320087722714
LPL,-0.057189701787018564,0.01346211423307025,-0.038751054454942466,-0.023216710696841395
SEMA5A,-0.030988885503407736,0.009737034271236447,-0.034737662889369705,0.045939912361597494
SEMA7A,-0.0021048474870653815,0.011471631135653831,0.04768823815693821,-0.05663551330663799
SEMA4G,-0.01152186114549336,0.034261729257745566,-0.02327525902033806,-0.038913297439684094
SEMA3B,-0.06565449763794659,-0.09485209689455887,0.027217407555159355,0.02472802653832347
RPH3A,0.01442899128731607,0.10093445238030861,-0.046751325434122824,0.004200068021581526
JAG2,0.012737069619850345,0.05039521090380298,0.06370055540331244,0.07876878920500834
CGN,0.013435338964648855,-0.002852403937159387,-0.03971868830131628,-0.04494788238179248
GDF15,-0.010383801741888425,-0.04117861686999166,0.01736796621538183,-0.04927073189909015
SEMA4F,0.06872051379868713,0.09474504201230743,-0.01387565129475697,-0.024237347119148586
NXPH1,-0.011997602360392604,0.014518539423306668,0.015049253193018593,0.04274017908947102
ARF1,0.09505575527341971,0.12414959973110216,-0.018477153601079776,-0.004287022800344571
EBI3,-0.039147291821869074,-0.08058945914517682,-0.011055703839560421,0.008235058562324869
TIMP1,-0.03168593960003939,-0.11140780878967495,0.13222648081252802,-0.06713183381473797
SEMA3C,-0.04177228089846375,-0.032572988287388686,0.010942193849925308,0.02240584104405337
GAS6,0.014841593565894758,-0.0514676313256965,0.08951257119579595,0.03374685288613722
MEPE,0.09112130778028264,0.031451594808912756,-0.02663998238362323,0.09095486834245903
SERPINE1,0.05325751322285662,-0.012368582473547137,0.05786331723551656,-0.04024340683105982
RSPO2,-0.00865581914287739,0.06835958199850334,,0.03531834743654503
SHBG,-0.027756343761067916,-0.017847614304959753,-0.024874583530199446,-0.032564479349263487
LGALS3BP,-0.0509652740511547,-0.1257247583516854,-0.019750593011258564,-0.001859317386083563
LAMB1,-0.05925984657788235,0.006800030369998972,0.12874780630357843,-0.03346634147676831
SPTBN2,0.11298476130819537,0.1169000988679832,0.09247038421383781,0.08531111591844134
COL1A2,-0.013890807768708215,-0.05670505575028429,0.14636473304155423,0.004791799073160228
DEFB1,,,,-0.022395239969260964
WNT11,-0.012759679524665725,,,0.0771142752345735
LGALS1,-0.05036519654019937,-0.08849845597288886,0.1482791845570828,-0.0851606154208683
BCAN,-0.04833058739044738,0.06951947623457914,-0.049588901884540626,-0.0012730728308020568
ANOS1,-0.0499345903491944,-0.04178785158669716,-0.001189924268636579,-0.019460386963826702
EDA,-0.015256281282184926,0.001956018397525824,0.009389673547214851,-0.005652541322406035
FGF22,-0.011695925204234528,0.020375200841503065,,-0.027954191336190946
SHANK1,-0.011127929995434402,0.006349957392012215,,-0.030330253520793785
RAET1G,,,,0.08914673771458251
TGFB1,0.03903153339402593,-0.0015652151800206132,0.03128509658366708,-0.010308051597008476
MSTN,-0.0433324502367675,,-0.024136028032382364,0.014164184272045714
WNT4,-0.01326123877707188,-0.02757689158463728,0.07404215393196563,-0.04932003971302541
TNFSF4,-0.02105025227254663,-0.029741210247632807,-0.03426782961017923,-0.006916859404500911
NTN1,-0.005768417344823331,-0.05441098601598917,0.07104808099080501,0.007167457955329591
CXCL12,0.03611729329079034,0.004923376046375568,0.05207274737835333,0.07495086635972299
GNRH1,-0.03255574762796858,-0.020426092825589548,-0.03720242885222793,-0.025395932662957473
RIMS1,0.01699994469871356,0.16789720959766205,-0.010995389576415897,0.011838199409270144
FGF14,-0.06240491427637202,0.11651369357525489,-0.061203102367367195,0.03922552948556988
IGF1,0.0072265873379832495,-0.04282995816028671,-0.07522490739125105,-0.03556305081637012
TNFSF10,-0.03559072604243646,-0.02364006386997888,0.04178462972125829,0.002669706402464144
GDF5,-0.020613628043454783,0.05472703000870248,,0.08514756295409548
RGMA,-0.05951038484745356,-0.04799608668177951,0.1003311070217588,0.0052109937344283494
WNT16,0.06548882863555973,-0.008597349117029425,,0.07933831980337092
CX3CL1,0.03986007780198326,0.09807241884773422,0.0036223846966438743,0.0032524455825715284
FGF1,-0.0917290461393149,-0.07819349815701049,-0.03970468375376958,0.055824352263180305
ALOX5AP,-0.08620757042032101,-0.11898354527162446,-0.016447761367048206,-0.023830434484404757
IL1RN,-0.011879496184722366,-0.03633420273597992,,-0.04278702803825918
NPW,,,0.06875091608765087,0.07094956224308464
CXCL9,-0.014367566212754087,-0.018390050662284555,0.02228616694864576,0.01894886293100551
ANGPTL4,0.024940133768277962,-0.023802480989072495,-0.0318362496365464,-0.045059160046259907
UCN2,-0.012588306928638405,,,
OBP2A,,,-0.028950088392657825,
COL4A3,,,,-0.022195897883569154
NRG3,0.09522583411935641,-0.020161780751159264,0.03845362280434543,-0.008262499459807572
IL23A,-0.015399785509765927,,-0.02663997678851738,-0.02485748315438046
COLQ,-0.04437154158924527,5.294441222090004e-06,-0.03314861157066229,0.0950069658741811
TNFSF12,-0.041191708157280446,0.009239652553283054,-0.034627797067878364,-0.021702247597178415
DKK2,0.06839112065970288,0.048074310043132305,,0.00035620972087055256
FYN,-0.047051457886606154,0.016705829326030437,-0.03395602581461934,0.008902157250465875
ACE,-0.04030236832304407,0.03545651304038018,0.10671961239010092,0.04042228353008258
IL18,-0.04568714345016616,-0.10869356573048466,-0.03839317889196666,0.05750277800673285
PPBP,,,,-0.020752739170243558
CCL27,-0.018899334507922187,-0.022514865023178874,-0.026639976089129398,0.08823022943477903
SERPING1,-0.08991977739704149,-0.0841321059074616,-0.013898443016315862,-0.012546031225635097
AZGP1,0.03946134332800957,-0.030902592930252246,-0.08358227592377772,-0.0011813543399437243
INHA,0.06262916789501667,-0.03111431908901987,,-0.017763295975373405
SEMA3G,-0.024206484807529807,-0.025458006916404072,0.028094600868693517,0.07010203227837924
COL6A1,-0.0789477019974032,-0.0013375773692934235,0.1088322983903141,-0.021150570272072042
FGF17,-0.018539906088154263,0.04903476831729868,,-0.00019100690462248832
TNFSF8,-0.011879496286207849,,0.08659348174129347,-0.023369272281962897
FGF20,0.14603139383852737,-0.03292611182108728,-0.02298795788319471,-0.017299405076269904
ICAM3,0.04204721427264595,0.028937079911019497,0.07227985853011479,-0.015178654067886333
LAMA4,-0.060550385047569655,-0.013092477570563019,0.09016005901589035,-0.01981308999643583
DLL4,-0.030052069268467752,-0.025656833129707225,0.062425699369265376,0.031676169537581726
SEMA3A,0.000289666368882126,0.04461384472529585,-0.07330808489871778,0.01156892598146118
RLN2,0.0363007100409917,-0.0019974922926659163,,-0.020323492693288956
C5,-0.03438561800921535,0.021643102850003707,0.07170007867897053,-0.0014405915985339155
EDN2,-0.016236331144516922,,,
C1QA,-0.0654968398518274,-0.13582328037084676,-0.09695245409855088,0.021999770389196302
COL9A3,-0.023147992700723114,-0.05704087895536309,0.011551090619590587,0.08988043449459045
DLK1,,,-0.02916706040678626,0.07258769511522836
HGF,0.13704110784738224,-0.029206053819339228,0.05322625293833057,-0.0072239801440804035
P4HB,-0.05242539264348296,-0.02127134510592338,0.04562229994560204,-0.004991164712282045
ADCYAP1,0.03152585349227106,-0.027370809409705602,0.08784185946323697,-0.04188185645903531
