,UKF243,UKF248,UKF260,UKF269,UKF275,ZH1007inf,ZH1007nec,ZH881T1
SFRP1,-0.04323860866481939,-0.02156954993766032,-0.020478563750332485,-0.011154334863454723,0.005372402602814886,0.005382508816368959,0.0926023572185235,-0.026664608284033248
CXCL13,,,-0.020294518199785144,,,,,0.01001541729837019
MICA,0.032111960639114534,0.08308745549406599,0.05117602167109808,0.07203271987881509,0.00463763064993204,0.01194793913054848,-0.06185434694868026,-0.008767239314522852
TG,0.0029568671156123398,-0.03322902137457301,0.013625176233899926,-0.018913916578279646,-0.01449171785261303,0.01584044099483429,-0.05847114873870241,0.1358757187052217
ADA,-0.02378992622330401,0.065067998219718,-0.028607465504735228,0.0861487004280958,0.02701580987664937,0.003110303555299923,-0.10467642026914327,0.02377130842719852
LAMC3,0.0022085262488996745,0.057953035965775626,-0.036930971844978504,0.09420060787810523,0.05530320165774089,0.08204125128644534,-0.04344246053317968,-0.023737639637864953
CCL7,,-0.013422045013944579,0.0729291311656945,,,,,
NGF,-0.023355266145291903,0.03534005810131178,0.11602279025151681,,,,,0.005155798829294585
TNFSF15,-0.02889337903849648,,-0.019921691726496146,,,0.023444370333838917,,0.015419049105260131
HMGB1,0.008309536763372613,-0.060129188631850246,-0.015830762242633706,0.07318715711264437,0.007654607434537011,-0.010619158295933918,0.06204633460288815,-0.07367646721514602
ITGB3BP,0.0061426261571284465,0.04879629828398987,0.03550647721382545,0.07072519361936476,-0.015636602055850223,0.030224808612676728,0.04630609045559151,0.032180421794998776
AANAT,0.06419061598070139,-0.01947334529365422,0.024179010607734717,0.04033938518004343,0.029675230627020485,,-0.026088283141340866,
RELN,-0.04026952976312347,-0.04204055712081501,0.018975487622474408,-0.04147940417058046,-0.028693328492877354,,,-0.015749921424754725
IL15,-0.010848191569758603,-0.01679345256014616,0.03037062077858065,-0.026117439966313813,-0.01933414240475204,0.03036693941092196,-0.015292477184318478,0.03164177275585225
UTS2,,,,0.029337898047871645,,-0.04012814418323298,-0.02074408218000747,
BSG,0.016339948384068045,-0.02351331227401132,0.025848572826414232,-0.03084533434875222,0.0029255423936688884,0.0035620562064693976,-0.03712607304818874,0.024178865773736354
ADAMTS3,0.0011586980078749285,-0.015546109106612749,-0.00010304431162625479,0.08847294145491127,0.06562533326813855,-0.04583083478224786,0.01564942006222577,-0.021562390556806695
CD34,-0.038985179685612964,0.06454339132071082,-0.009560210115764335,0.08286735565444893,-0.023349197169918387,0.05043027096496879,-0.08292925659243987,-0.017081138228880497
CCL23,,,,-0.016084502675455692,,-0.02815351564177537,,
PLAT,0.0724173495695162,-0.02188844902760866,-0.018786074044886407,0.11264772302015064,0.05531043519195047,0.07066265898501047,0.06718104601515132,0.06872156526086073
NTF3,,,,,,,,0.021453684874039182
LTA,,,,,-0.01255164274970338,,,
CKLF,0.006416392115081086,0.014008737138923345,-0.0006944716347404466,0.1424632541106937,-0.01171394762031832,0.11179370260455579,-0.06134085890015493,-0.0017479266321974744
CD24,0.06994273512550128,-0.05821903187541048,0.05860743682125451,-0.03626055233682799,0.01015416139576441,-0.02009547420936061,0.027680551936942063,0.0519283969064485
HSP90AA1,-0.11450127021956542,0.00047956651533082387,0.010230387484848835,-0.088263313841807,0.02031139675641907,-0.010339572729335262,-0.11631584685764296,-0.014223570866338577
BMP4,-0.025391345516185902,0.06591415768325594,-0.023567321958403754,0.003295720703997043,0.030206730065356603,-0.022627092835548174,-0.008432467218266486,0.04028605075004628
SCGB3A1,,-0.013422043671758012,-0.021376991092942034,,,0.05588929889931228,-0.041690302048868706,-0.01290885939672205
IGFBP4,-0.0294000206576672,0.0682433758557161,-0.037794566581311535,0.1108730677451937,0.02500318606891783,-0.045657780429132266,-0.02879296988662095,0.0009656121720986798
RSPO4,-0.028530852066525194,,-0.024672522661526124,,-0.014598324642465993,,,-0.018236063227011767
LEFTY2,0.0017743475764862968,0.028418896513962903,-0.03829556905441166,0.12917094974396173,0.03144066263052061,-0.0703868253894627,0.03950273167574481,0.06907882655763971
PF4,,-0.013923215756287735,,,,,,
ANGPTL2,0.02733156853424082,0.04765673318021621,0.028136036232703242,0.07467296240846262,0.01684375004892047,-0.0022394925463349816,0.08202564724313505,0.04698320298215865
LRIG2,0.06503887203636768,0.02250636060964493,0.01632664372824147,0.03370729924480127,0.04062393334126789,0.055701774920898776,0.048317276163637755,-0.01945580932984788
ICOSLG,-0.030339343141147886,0.06499600295681092,0.03956165431099038,0.029701492609979067,0.012592126045263791,-0.01859837798080807,0.07383328097534622,-0.03523617572400646
WIF1,-0.0323596791795783,-0.02505256683018975,0.02575199753904044,-0.07441926475699036,-0.011265181355307428,,,-0.01695218714935094
NPPC,-0.036747032533633074,-0.04163877458615096,-0.03423565280701154,-0.038060570020018294,-0.021974789462044928,-0.024874597312878027,-0.052082908181402654,-0.03292869365314128
LYZ,-0.08149656855171677,0.06656418786523985,-0.04912389674012066,-0.004494405811356657,-0.01925118995395276,-0.08046288559669772,0.007194484614558208,-0.06433334414971341
EREG,,,0.022758216686907987,,,,,0.09198325452693905
SPTAN1,-0.05668600940870841,-0.007293457227923996,0.06547926326223152,-0.017879548709583637,-0.02696723110754043,-0.05651810420108077,0.006669509253166807,0.0387875398364871
PTH2,,,,,,,,0.009880877963784096
LIPC,0.03517884726477256,-0.017045675730443518,0.006300780851537041,0.006191932814421574,0.03471556426772653,-0.026376964184020975,-0.037549929107157244,
COL8A1,0.10363929552663881,0.01778261518744743,-0.004349246422102113,0.0539424150423702,0.018018759530121987,-0.05797352203045303,0.029294051705351185,-0.011963559579857256
GSTM2,-0.025032564906359567,-0.013294179288726166,0.0052208657748240355,0.09990216695715201,0.06196155702696265,-0.05178946509177691,0.025941726592429364,0.043965642422503774
IL4,,,,,,,0.09327427883436244,
SPX,-0.010501765475634268,0.0596453278325526,-0.0314178528291345,-0.03330756217786055,-0.029298373071285518,0.013368275936815895,,0.025533147150060203
MFGE8,0.12734857316385176,0.03828372399634601,0.037561223131423606,0.02533848989165273,-0.002070428793836538,0.01897142950508521,-0.12058122364849014,0.015104461621586674
TGFA,0.049758275874012006,-0.09379571525668215,0.06648012705741084,0.04331751692457237,0.0004272970971464999,-0.06711715842949063,0.027208647841003648,-0.006042379200976437
SLIT2,-0.05781969898819342,0.06182758532586475,0.00772731288781462,-0.04697170011988262,-0.029214453450221813,0.07318212619462405,-0.01352179294155558,-0.02401925773494429
PLTP,0.011129898838905606,-0.04085120455919702,-0.05306534207864209,0.10091005751091023,0.016382209437070354,0.0076810521849626796,0.0061881908666138,-0.09473481460740905
APOD,-0.056185009051376474,-0.03603245817754649,0.07252154100414086,0.012459638816724294,0.0020680397629636816,-0.005760509112434232,-0.008702964796889354,-0.009733305557999538
B2M,-0.031384818794407784,0.05727949077220798,-0.05882022307508479,0.12806679030375923,-0.0028756195492754956,0.028503013915675744,-0.02573299923245392,-0.08544418767265241
OMG,-0.024052327749073035,-0.09415321079305251,0.019923217989407396,-0.04779517293270075,0.0033309048355220903,0.04066097154736976,-0.0015109769427219567,-0.0009226122332732958
CXCL3,-0.03477784840827104,0.05028457559132935,0.030707550944540724,-0.01855986758978205,0.0009011408081637967,-0.025635767022149307,0.10431684633146189,-0.010909701544605245
CXCL10,-0.010553345123710384,-0.006042149234792479,0.0031392703455688986,0.0968329125540765,0.03067990585163111,-0.03994341856334642,0.020500200640936474,-0.024917902270175585
RSPO3,,0.019719165285663948,-0.02388704807372426,-0.02321203069522548,-0.022048562631749646,,,0.0034106274245760564
CORT,0.0386345103658383,-0.03095476730944665,0.08967189887301043,-0.030643463905156244,0.04192394077900307,,,0.019339458002687195
NCAN,-0.026008873832111996,-0.07121574330616867,0.05003295272003767,0.0381913655604218,0.03715500318000171,-0.03308802159695712,0.02407580010623484,0.004199763601278327
PRG4,-0.017570510871545448,0.013914297638930984,0.025696005813503942,-0.020107924986315907,0.011739594888864236,,,-0.043486078830022305
ZG16B,,0.052867667633056815,,-0.021709736351100836,-0.009973419583716316,,,
TGM2,0.0038442198958239743,0.0547571488774659,0.030285416802718623,0.10072426618309205,-0.027637096028662177,-0.012228931256408664,0.05282760508846624,0.03700118603570146
VEGFC,0.007842769422363888,-0.025629067120170133,-0.02632724697847064,0.04700657142625149,-0.006423918784373309,0.09237624747281839,-0.040688531836978625,0.01641704865785002
WNT6,-0.039727481191232164,0.010360974953182354,-0.02356634344457433,-0.0197735112051993,-0.02219548955531788,,-0.04551622091080873,-0.008171900661835683
NRG4,-0.02960632826018562,-0.012362174672762948,0.005776738698503443,-0.025045696182261382,-0.019160553860733325,,,0.008983018820512705
PMCH,,0.15148423381880063,,,-0.014598323937939153,,,-0.013864957617196683
COL9A1,-0.04612296526205955,0.08687346089560652,-0.00761827110462987,0.06343957285433081,0.03995695350580876,0.019086854463474204,0.0029645381360798445,-0.003092015624179002
GDF11,-0.09377425891437151,0.018751077293858283,0.04239436579391136,0.11723227920927008,0.02859953920494551,-0.055819151248345834,0.07076510577698965,0.021836001925229713
SORBS1,0.06422036439938583,-0.03372437933731083,-0.0649165957512374,-0.04588387664797508,0.0008061962280159518,0.058689041908759204,-0.08693527954872368,0.06395146534388933
DLL1,0.046498623477587694,-0.015143256053613451,0.08796924739111948,-0.011159908938357993,0.05077571791445624,0.0894939476593124,0.046423686113429556,0.024043304769929705
TLN1,0.014579331910608232,0.053725723396443825,0.044718339578471204,0.0836551155900382,-0.002676024640481681,0.03916998645924168,0.004203493415696573,-0.03140270913546676
COL2A1,0.043736148329716444,0.0032366181424649133,-0.015275609873014226,0.023369331390162073,,,,0.03901560004974187
SHH,,,0.02978432096533402,-0.014590316032658195,0.02116643764248374,-0.017881213164281717,0.10968920785762666,-0.001052739902043088
PON2,0.0639785992974434,-0.061447573326023415,0.025456994012458323,0.07574090153413612,-0.020341435452450506,0.027788504444710014,-0.009155494600982167,-0.07086751793064924
ICAM5,-0.05174050339672607,-0.025141748425868294,0.034918700869600895,-0.03626780733633364,-0.03240629765848593,,,0.05970895846129708
HPX,0.08927059537897533,-0.03353949372245069,0.0036645470235581613,0.09144170785554188,-0.019572217801738515,-0.025635753610066956,0.03758391254556473,-0.028458245817211587
SFRP2,-0.039454089162266774,-0.01784464283054377,,0.137455548542764,0.01742870144700986,0.06564536469248329,-0.035894169659152056,0.02762097213008527
CFC1,,,,,-0.012551643508263988,,,
CD70,,0.0629146055991275,,,-0.023413209877970978,,,-0.024532118262622606
HP,-0.038889235199384385,0.0182286273871884,-0.04864230056736101,0.010557179980746829,0.025489365543735057,-0.05114406570198992,0.003691849307485426,-0.04982715372065626
CXCL2,-0.02234043475553339,-0.036052996946820806,0.01603397086194528,-0.006969778346698186,0.0300143505713641,-0.04601082122008942,-0.050821482293096056,-0.04201212869683111
NPPB,,0.02246416299031077,,,-0.01099072951470891,,,-0.020722612166834853
CCK,0.022429243592638943,-0.011097492296934106,0.0162532512896809,-0.04913426126397691,-0.026558605143802472,-0.026376985473842,,0.027259932174087988
SEMA6A,0.07876894546148291,-0.03412517665211585,0.0025737491093620396,0.06023353553442547,0.01744276335651679,-0.055961183288194966,0.07926499901122198,0.02058967927518093
IRAK4,0.06374791582041003,0.0059927717935898545,0.0018913165893580184,0.13877842242602156,-0.0029655803720460205,-0.08055179078345129,-0.0003104756981500089,-0.010700218893466843
GSTP1,-0.01042367189922173,-0.0882147619597531,0.02521504329791078,0.10832763942302465,0.03246390998031099,0.060241636634733364,0.00023343962567034615,-0.009330763881789427
VCAM1,0.11570673575802111,-0.05775053416802141,-0.021541994339278066,0.09934886216339758,0.00474452463166953,-0.014769969424093525,0.006498480799033715,-0.05246614947750264
NXPH3,0.0499725695391498,0.03583001559758466,0.04606954466145377,0.04535847053300429,-0.02104046393721533,-0.013462061149415597,-0.07833811251297829,-0.0030881028308215462
MTMR4,-0.03572448332888791,-0.03509471318934563,0.015182258238989907,-0.05073022174217575,-0.030747436529651534,0.09160188571809758,0.08790421882152548,-0.013749761287023703
LAMC2,-0.027036402101168155,0.01197793146569892,,,-0.013836102287235079,,,-0.013458103993277019
IL10,-0.0011372789523967117,-0.02871637719729066,-0.04735216262011762,-0.024354698535500957,0.09324764917764833,0.017705234093143493,-0.041445278133874955,-0.010168657811006784
SEMA4D,0.028731710128359345,-0.028414594765738214,0.008454444427502277,-0.040808167395015284,0.01411678153180985,-0.03547518522633849,0.056727396721990606,-0.04014588570956209
TRH,0.016725463582651385,0.017016872828002357,-0.015032358257158495,-0.018197889498258485,0.028564923156366228,0.0033617742067306635,-0.03417322187597852,0.008663095996014636
SEMA6D,0.041202843360109875,0.028247177070446324,0.003849861243071263,0.03608721699986561,0.012963687109470434,-0.03500851353155124,0.030558516634978355,0.02553932226063663
CEL,,,-0.016871112613762333,,,,0.056322595368500705,0.09979785432646232
PDCD1LG2,0.011132925484574386,-0.029080721962195633,-0.03342314564591602,0.03339012096186914,-0.022539554560935215,-0.00798040912162829,-0.07769077020008894,0.039161080950499416
SPINT1,0.002215384415489338,-0.034382971215592195,-0.020589768316541766,0.025811179166043172,-0.024037204216882338,0.016839212132261236,-0.06393616887778986,-0.0032500493386637694
CTHRC1,-0.023270854559875858,0.051993197966460146,-0.017075700316824902,0.04246630120117405,0.011641878152086673,0.07813404402888888,-0.04398531442736471,-0.006275987991905932
PODXL,0.029209883568898,0.018667828342219205,-0.010774622479742259,0.09995308243163216,0.03177740271406885,-0.00656603450445724,-0.021258659356424667,-0.04137514269540421
JAM3,0.039617537389672434,-0.021107364253685392,0.029384754634645592,0.04738203725076094,0.00043212168068729233,-0.0460164255567616,-0.023870591122441942,-0.01132539587038335
TGFB2,-0.0074647514781849755,-0.004687395630320043,-0.00544202933144697,0.11277935054349074,0.027367912711628566,0.07443307016870926,0.009661193995033398,0.03788996866373257
COL18A1,-0.05908389743836476,0.0735970249875828,0.0036638438733675558,0.08075917550248586,0.050684876778227174,0.024809856925218064,-0.053052086331062814,-0.0023800920257522535
NODAL,,0.10813915167149708,-0.0362053571214527,0.013891019158653015,,0.0147715103669828,-0.03708924253374675,-0.015390351292767043
INHBB,0.034004882131137865,-0.05192960338396256,-0.03681015446170368,0.006208787539963492,0.05154427495869332,0.032971905102995934,0.028570057406417226,-0.028814020005494746
LCN1,,0.03535944857555178,,-0.01628736591988364,,-0.03386951081849801,,
ARF4,-0.005261821772227597,0.03523151894711754,0.019911250079609377,0.08860507924872679,-0.010586892901354028,0.02917490556810627,-0.04338514314026303,-0.01598010527806934
CXCL14,-0.035929545388574916,-0.00852315079996927,-0.04776202945508122,-0.04437984659374013,-0.002915869699781399,-0.007199983457964522,0.09215274282763079,-0.07156823477873438
LIF,0.07301785834861466,0.08323449922571137,-0.007986230217345038,-0.02980956689985392,0.008867691494280667,-0.06587525645766854,0.017340004223504346,0.011434984821166842
IL17B,0.040700302506862004,,,-0.0268988267828543,,-0.0001452030785680118,-0.047335770481080196,-0.019147027110794673
MMP1,,0.16245112918592589,-0.0150323549778929,,,0.1306346350941047,-0.056423163656836146,0.0399730503690738
MATN1,-0.0028851018229130838,0.056712536437495076,,0.027249367092841762,0.013439300151041311,,,-0.0197330669677878
ADAM28,-0.10230293002723176,0.05254812460841057,-0.01826303216405198,0.01467051213523939,-0.02913490012335962,-0.08853721438250577,-0.10120524536366529,-0.025011989529388316
TCN2,0.029547150907820126,0.0459780786302736,-0.03139783789484196,0.12827518347340225,0.03618822900979359,0.02908294912159046,0.0060201525676007875,0.001483488146982567
THPO,,-0.023252311640150233,,-0.02074352750373114,0.002201038942820173,,0.005357535080120597,-0.01711752160186393
CUBN,0.04130232699302273,0.047285642079693935,-0.027103860576139855,0.0988603493121107,0.005977918136678464,0.020208648062331025,0.10080809380891691,0.044479072303198974
TIMP3,0.0433277595577382,-0.01975128123095737,0.02835231877396663,0.07392761290089016,-0.013257983848493643,0.02266249770028604,-0.0014280551653793527,-0.06589729977899458
PIGF,-0.010842326350731487,-0.013159388496199494,-0.0033304966217461043,0.0871480980905305,-0.006854136468040611,0.07719780443323504,-0.008593836731316092,-0.008056418022824776
CRH,,0.13099004110366144,-0.015275612675843014,-0.025045685797688632,-0.017519273007803794,,,-0.046466793674747486
BDNF,-0.019950088521975353,0.038071075482574615,-0.03330325061057474,-0.06099581082005087,-0.017824469359355184,-0.031124596056011113,0.0047158154581066185,0.1002488262906799
CCL5,-0.01473677633934139,-0.026493254560136674,-0.0054621284714095825,0.02746518468280042,0.014269037623747413,-0.05534727337699396,0.020589255337631493,-0.012544197012508022
GAD1,-0.024753641202879158,-0.01805581982264066,-0.004755365949001943,-0.07566592241356737,-0.07699355733007703,0.009925980294900081,-0.014807789800227497,-0.01631715791624881
COL14A1,0.03136308420924695,0.04513556544065023,-0.05866026130677651,-0.01481200780556887,-0.012697189540624603,0.11172748347146895,0.02805726874868094,-0.03820294506489259
HLA-A,0.03977735514336792,0.06421969510454224,-0.02722882818381335,0.11104913053643693,0.04354872132164042,0.09253728025598733,-0.040227936635987775,-0.05769564451547377
CD5L,,-0.015923525207533186,,,,,,
FGF18,,0.008989634403946926,-0.020842201139582194,,-0.011924909556888751,,,-0.00805088491348436
ADM,0.06812661524603067,0.0426617707400991,-0.042558564173975674,0.012027894730649582,0.006285350833451885,-0.023463602836814482,0.019179900299016756,0.012891783818561174
CCL15,,0.011534208831270555,,,,-0.025635767022149307,,
GNAI2,-0.04457256127810795,0.030038471181230663,-0.02176151919140561,0.0827167188166538,0.01619952751776516,-0.03114505117770592,-0.02793441521734292,-0.037593258423670464
HDC,,,,-0.01261254190570574,,,,
COL11A1,,-0.017572478024546916,-0.006631357239141699,-0.016686252241157426,-0.02277526061897214,-0.009995728515607417,0.049881256785148216,-0.0037762984704855854
NUCB2,-0.07305561570869512,0.00743236228769549,-0.018683983499755436,0.024013933241730692,0.04566595023588393,0.03211126879690462,0.05316565832215235,0.03648111514257857
CXCL1,-0.03347793127941845,0.00650440699923054,0.03288179719498894,0.03785108121540009,-0.025181470241200658,0.16734619869827486,-0.03416912923395656,-0.010060153402662782
VCAN,0.02293635424081159,-0.09688045628101558,0.016130719052475765,0.039289394783231554,0.02505229026828735,0.03999948298011902,-0.004706098061014132,0.021926660835357884
MMP7,0.08704183270954023,-0.005598133686292027,,-0.011888433911763896,-0.01099072945465966,-0.0654812973166637,0.026657870288917133,-0.024024504912434096
PTPN6,0.019912061970635966,0.005479178348803561,0.0027981559423683414,0.05615543575023927,0.006084915390473618,0.022409062378197793,-0.0480997475017911,-0.014359959060359367
PTGS2,0.02522986009830369,0.037747930895932855,-0.003931943012652929,-0.10688876439534656,-0.05177914825922532,-0.015346827622052946,-0.054136807399849135,-0.004752100853509873
XCL1,,-0.017449335543515188,-0.01598417028303807,,0.0902830138441154,,,
CD58,0.05507325140639744,-0.012169782169493685,-0.03557152286203189,0.07267204552397594,-0.03767267547815856,0.04965958564577347,-0.07509164251041008,0.03314537101224043
TNFSF14,0.008066921735891982,-0.017582004421652996,-0.0002758659145344244,0.08233066549378054,0.021356927546478832,-0.0326736778082372,-0.04411296907710199,0.037064934923968396
CNTN4,-0.042120915484010917,0.0966609538310873,0.0342667021937919,-0.04221337340334342,-0.030447151026654837,-0.030486205236466207,,0.05921584534133357
INSL3,,0.07068453856135833,,,-0.01267346701866341,,,-0.0008462677773373533
BTLA,,,0.005631084039128452,,,,,
MFNG,-0.03311940951956179,0.03208416648801116,0.017566137285356397,0.03282945429461782,0.012469854093842409,0.05561597791652952,0.10123252877077409,0.04030917718047418
ICAM1,0.019207110840245338,-0.028289733820603367,-0.02540012923387796,0.11882596591302083,-0.012252104942847479,-0.04392030073365949,0.047503089990231596,-0.04091780102543376
PROS1,0.0807165405706071,0.04617904392721297,-0.10208278419406915,0.0926009247026257,-0.039060139591102244,-0.03066045277918597,-0.06769830535198262,-0.039551044434763774
CLCF1,0.0016761050406169003,0.06430668357145485,0.004597887680529444,0.0301126729634092,0.009693356834121071,-0.004657043686919383,-0.003934111030370646,-0.020812588259907155
PSAP,-0.06210827289255103,0.05528276337120882,-0.06414375512411279,-0.07323427081114423,-0.004472187668531167,-0.0421075123053789,-0.09316670258321046,-0.04881103498933664
EFEMP1,0.11273909756725076,-0.0027301008891139397,-0.06277193148340045,0.040874219956936436,0.013693165300496581,-0.00258948670410999,0.05019476429513327,-0.04567372750430053
C1QTNF1,0.08248768128835757,0.011012834413202242,0.029282983772495365,0.05948171155675514,-0.043478459946451845,-0.039553787356475974,0.02786702573577683,0.016834657428961657
ALB,-0.03603815113922453,0.004075526283565419,-0.039361882679915985,-0.01994135213996437,-0.013836101933066829,-0.03474369710453246,-0.050821561070606806,-0.03351343133522218
CCL13,,,,,,,,0.09586958577433709
EFNA3,0.007199678359477943,0.04201158760315826,-0.01547384032154045,-0.055803844328986975,-0.03366146962168764,-0.0023955267856403907,0.016613212989894415,-0.0010483550751915196
DRAXIN,0.047198495169119496,0.007198918263669436,0.010547522967051574,0.09500072543774281,0.05643764543974607,0.0458941931310668,-0.0003283960384576741,0.02710171715122538
RAET1L,,0.015396922246072697,,,,,,-0.02432275848003014
NPTX2,-0.06509311123109743,-0.0016963506342098592,0.06175250709206016,-0.09203804518360015,-0.03943911390770467,0.09135829082050624,0.028990951441051495,0.005182266061899173
FGF11,0.061153292051077106,-0.01478049336668131,-0.01735946311476527,0.08982040857530396,-0.023803971431643783,0.023762654536826973,0.07356100998505732,0.0002232898227539927
CD59,0.004217997670346877,0.001272570888606697,0.021667855600881483,-0.07276637367711104,-0.004356823527710713,-0.0032828207133935717,-0.020729451925890284,-0.03801940012678988
COL9A2,0.004889479446319939,-0.014038403029993013,-0.01910224142965201,0.014123932723146777,0.019186862395019256,-0.001773014371092127,-0.04852222078657348,-0.035940544966219914
DLL3,-0.0018439401200341565,-0.07855486035129645,-0.010646589450109897,0.03760303318949559,-0.006349565958373402,0.022004396766891476,-0.034273879300022715,-0.01199837477706254
FGF5,,,,-0.015879186450130593,,,,
LIN7C,-0.0013489727272356213,0.011140908882450855,0.02156849000103519,-0.001977226493056069,0.03696651242532634,0.0013274032463005147,0.06665116525202495,0.08562081025735652
GDF7,-0.025461626852731328,0.0202634100099996,,-0.02840526964001327,0.0850683989799117,,,-0.016275309011063985
PSPN,-0.043727939317699714,-0.0315836038537481,-0.006866350469179893,0.0193739828743731,0.03350188808583296,-0.023225614033119672,-0.08821412176216736,-0.013118729699395714
ANGPT1,0.002808016447615361,0.06439988666913393,-0.03515380901612339,0.02469730784986281,-0.007048916952288646,0.004674017994786261,-0.06795876827945248,-0.023103622325116167
PNOC,-0.048489810998315674,-0.02432526739740529,-0.0013832609691023603,-0.08682521059626709,-0.04559548415866808,,,-0.0192950435684945
L1CAM,-0.044804259480477726,0.01032616472200636,0.03778310418732959,-0.052445695695978956,-0.06660131810486357,0.03757237716894354,0.18623587794444105,0.10285999511584315
APOA1,-0.030841629235637928,-0.0239796912329529,-0.03770184256378898,0.033764515444171625,0.016273496331982013,0.020994314086331105,-0.023889582916069275,-0.0056955471871197195
PSEN1,0.013883846662091737,-0.04776897139307526,-0.007215454281329872,-0.02800746871491471,-0.020122783390412687,-0.008766924813087733,0.029575385299325373,-0.07167339215471036
CALM2,-0.04180815290514125,-0.07251617514607182,-0.003353428379734216,-0.1451721328097265,0.020775569749752337,-0.06419601948136686,0.019081944855380957,0.03486448281804537
CLEC2B,0.04120078473001446,0.05314752025751413,-0.037346412484278675,0.08998703137738473,-0.04059481196623996,0.01692148963714014,-0.07126098715767473,-0.0015045217994765331
NTNG1,0.03226212059168559,-0.03980492118474618,0.00787722742255392,0.021757514428951238,0.022819607653379304,-0.062077144894415015,-0.01764757642251132,0.022279013498706382
