,UKF269,UKF334,ZH8811Abulk,ZH8812bulk,ZH881T1
PI3,-0.018427549414484237,,-0.030161004234294977,0.06457351376936064,-0.008000137252556716
PCSK1N,0.009550747623310745,-0.02829487739873841,-0.0063894918370275096,-0.01720836417680865,-0.023743642994559548
NTS,-0.020114928434415025,,0.002706864176960333,,0.08410197913635596
SFRP1,-0.023415066260612145,-0.030841002167027114,0.05594813319093368,0.08826146134787952,0.019596674600837048
CXCL13,,,0.035707605925948495,,0.026621832891038345
MICA,0.01956396894278196,-0.021968385537078194,0.006888785853448847,0.005205730047446916,-0.042259377457002395
TG,0.06008397312704237,-0.020697504373275444,-0.016358946758339654,,-0.021507633961199348
ADA,0.01281420994763646,0.03137421116216851,-0.018718615813897905,-0.009706524725980173,0.06309415800372628
LAMC3,0.005142768959683828,-0.025243942824569786,-0.040147950175482554,-0.0623719091946913,0.027301958217121183
CCL7,,,-0.018452147287109723,,
NGF,,,-0.021310752910530736,,0.049322812425615745
TNFSF15,,,-0.017988771607495586,,-0.016227973366858255
HMGB1,-0.030492298850114556,0.013793111891572627,-0.013973646760995733,0.00929207164001805,-0.020450417404069717
ITGB3BP,-0.006192151869041371,0.10654263791962605,0.020669325414426933,0.0019626996598232607,-0.001485353584580495
AANAT,-0.01476194797523908,-0.0001225010461468591,-0.0161877397195918,-0.003579192044756214,
RELN,0.015234100489691937,-0.020462017182447383,,0.007449446284927082,0.019048221096850483
IL15,-0.03850517575133151,-0.01714191112794847,-0.014592852325945873,0.019312248992707833,-0.011126093308757093
UTS2,0.012232574389971792,,-0.013785045112862528,,
BSG,0.03439407948070642,-0.018250180775932063,0.03404375741348257,-0.02514095699033014,0.014739474816400894
ADAMTS3,-0.03137728798177891,0.020379965017783115,0.017899616769430256,-0.052852240743427224,-0.014168270449591205
CD34,-0.019751164367359318,0.03693798736800108,0.04295242798232918,-0.014082934950614908,-0.009483053435189993
CCL23,-0.016796753490815334,,,,
PLAT,-0.01777152770924277,-0.002874824153913441,0.03918400780397373,0.024566859306782672,-0.000962218460002129
NTF3,,,0.0343945027989874,,-0.025415631452722347
LTA,,-0.017141913243953984,,,
CKLF,-0.04579237782314728,0.05689109253721016,0.021713471321352623,-0.04440727324801333,0.002729691275755809
CD24,0.027680647662274255,0.023822517995521795,0.029203900447586962,-0.02024292111872545,0.03430796728672694
HSP90AA1,0.03941446879923963,-0.015835181763088308,-0.0710153409518966,0.00929382289448173,-0.027023783572358524
BMP4,-0.045216350208754114,-0.014606680576509656,-0.02847684258186736,-0.013598264449277225,0.019530817290211673
SCGB3A1,,-0.01196140036930932,0.01909937351114426,,-0.03370038004291442
IGFBP4,-0.0292126766550963,-0.005886506450783119,-0.06813194476001701,-0.07398152567143816,0.015898877097326323
RSPO4,,-0.023778532352118926,,,0.058516638399529274
LEFTY2,-0.0025535704137472836,-0.021161500465042248,-0.01566378350608656,-0.013737493579461593,0.057852591910836415
ANGPTL2,0.01986460012953697,0.04093939790706068,0.0454473758842071,-0.007037454521826074,0.008400922398148287
LRIG2,-0.04716218195164003,0.004350328685577848,0.02966123405876233,-0.011067014781543755,-0.0009872964717050443
ICOSLG,-0.029814349698500497,0.06474942838765298,0.03615239619503759,0.0007026329645655932,-0.05379375616826257
WIF1,0.023403773544877854,0.002801101262055776,,,0.032086299847229965
NPPC,0.12066650121312857,0.02650030426191146,0.06754019846627533,-0.032361079336563396,-0.008281541084851051
LYZ,-0.02058800923196878,-0.039130995353399554,-6.542182849951378e-05,0.05558305286054214,-0.0017090110505004654
EREG,,,0.011089868373321342,,-0.02826796636639361
SPTAN1,0.035573299053574814,-0.03253130774456391,0.016764968568121614,0.043145443271610906,0.04292086504835778
PTH2,,,,,-0.0033653600162106443
LIPC,-0.008021394550156071,-0.014206175731755971,,-0.025565030548505785,
COL8A1,0.008739939423736777,-0.041839869536132314,0.07852386057564037,0.08032011313731034,0.04329617238197482
GSTM2,-0.010900194134140876,-0.016548626481532557,-0.00039730245424823737,-0.05717888803060807,0.05834525608997077
SPX,-0.05177150277421119,-0.017377154441490197,-0.018604304882037532,-0.004769275421988428,-0.019289246356380702
MFGE8,-0.018458201401290845,0.02439362149941179,-0.08724513160992065,-0.007044576742671053,0.03415601125714969
TGFA,0.002917273456450283,0.021820729244997703,0.02722404898778582,0.037813540821494504,0.06029969118109578
SLIT2,-0.009248115715569178,-0.038558750458921646,0.07201923031270965,0.021173708102972668,-0.03007191671151655
PLTP,-0.010929019311854981,0.0133071167286506,-0.052947690663559775,-0.04942229911050315,-0.01612726854525192
APOD,-0.033830788769770054,0.01683114418506384,0.1006986832880418,0.032527890653674785,-0.0357991471667569
B2M,-0.04995898454213282,0.01776761577369578,0.05771148768409434,-0.06978913135584426,0.013748782363539658
OMG,0.006897800261944471,-0.002939813416972577,0.05307684895984282,-0.003579179557933464,0.010371957755614761
CXCL3,-0.019381732032253213,0.12597588330884615,0.015253782350673605,0.01936473917107385,-0.011752060133176782
CXCL10,-0.024548305128465682,0.04994209476935667,-0.019054209255501497,-0.015875928281104502,0.017091755771798847
RSPO3,0.04103348577457703,-0.012900581447450212,0.021665928685128164,,-0.0032853991811425546
CORT,0.018940542857714522,0.04896687524171328,-0.0006235284001446447,,-0.03774611230294536
NCAN,0.017904790948375483,0.06895639445251915,0.02273352686129891,0.03976088162601457,0.054996890616057545
PRG4,-0.020998340204969115,0.07421261881091587,-0.020210207507572187,,0.018851191956914905
ZG16B,-0.00595321649367125,,,,
TGM2,0.013109731909808919,0.024636066839436,-0.01089826834455848,-0.010515731482998563,0.02522122419233903
VEGFC,-0.02768499316300781,-0.015392713160936744,-0.02374685352796328,-0.03168376684796397,0.07908258298411293
WNT6,-0.02064911797791708,-0.013433982762162046,-0.027545732073090134,,-0.030120993039221167
NRG4,-0.026154764823487508,-0.017957395296061208,,-0.025441607138819343,-0.02997035545272865
PMCH,,,-0.01875533755456902,,0.025552608367332003
COL9A1,0.041627591080171146,-0.02046202503093175,0.022211139426776615,-0.03740273434616198,-0.04988413990603265
GDF11,0.02727773727373182,0.05315844063430361,-0.06440052195403395,-0.005584662638214956,-0.047446399076884145
IL24,,,-0.013983527734624747,,
SORBS1,-0.00884333482278781,-0.02327750348856226,0.04198922677117481,0.02308687731192261,-0.005033319762061694
DLL1,0.029267914122188515,-0.006001513502208605,0.03992864164119009,0.02965005172915892,0.03738341529949215
TLN1,-0.0521103929305055,0.09294472027620039,-0.04591050758162722,-0.039689311489902346,0.014655412471870945
COL2A1,-0.01938173862807143,0.041058297828634,0.07281727971879379,,0.007146473815072459
SHH,-0.015236401566062558,-0.011961399323808464,-0.06363344949056735,-0.016628825483322698,0.03343845250111118
PON2,-0.0677025344039911,-0.008845629823977338,0.033138425830448126,-0.0680738451061976,0.00025940833602551534
ICAM5,-0.01665108911510933,0.005138508648283566,-0.005755015184987591,,-0.021233827294897558
HPX,0.05490367535597222,-0.030403489805398573,0.018152839785295534,-0.019085785390820398,0.08591025788057456
SFRP2,-0.015468429015805724,-0.009286577103748373,0.050567520504687484,0.0011258018543627063,0.01410837056073163
CD70,,,-0.0026906930811918094,,0.008611327095081183
HP,-0.011201152894225009,0.06703748086113874,-0.022770124121510905,-0.03258414818395373,-0.0011035187111943998
CXCL2,-0.011037819998479073,0.06551807130752627,0.062431326090595485,0.00986221251713611,-0.017713743892555787
NPPB,,-0.015392714280492914,0.001007862921580865,,-0.010978550915343771
CCK,0.05264102104649816,-0.01222417084485332,-0.026384278086233177,0.12236118833149526,-0.005022106440933
SEMA6A,-0.009585319296962533,0.0713633324674002,0.00036254324516585875,0.002408287722681378,0.005371821488542266
IRAK4,-0.007705583895881238,0.040057336425580375,0.071449262506878,-0.013765439583713412,-0.021781280534870464
GSTP1,-0.03926538556682946,-0.014891069945177091,0.03522988469292831,0.029776356298363716,0.02144585962039445
VCAM1,-0.005583828420586865,-0.024371105278668027,0.02849492535784707,-0.04575583580917399,0.02787888985914878
NXPH3,-0.0020307112139389977,0.026641867642997866,0.020239234614352744,-0.021687496200855305,0.048676700312637135
MTMR4,-0.02006633867043332,0.015506707694421975,-0.013382942298257693,0.055463993485246034,0.05796246107300621
LAMC2,,,-0.017191471737028393,-0.024598101363906368,-0.016749341818517362
IL10,-0.025433168553490332,-0.013778667673311089,-0.03272190675986591,-0.02372723103825101,-0.03297973441510303
SEMA4D,0.03770881154512438,0.021834954563454443,0.013579805217549592,0.007097739127052987,0.03257337403213945
TRH,0.052351338789332326,0.0011393943736725024,0.0059970311073324,-0.03387515745742561,0.05502060750524247
SEMA6D,-0.040212773777614834,0.01687586408536011,0.03846075572533343,-0.0721796364479122,0.003054485129954483
CEL,,,0.019783298529365497,-0.04794944081869772,0.011348360687493363
PDCD1LG2,-0.03694733263131394,-0.023570047680668654,0.015005248587529559,0.03933206100718916,-0.03907306652419973
SPINT1,-0.04833557455064447,-0.020224117852014,0.0732970134172377,-0.04860124707938372,-0.021203865291004927
CTHRC1,-0.03866723545579923,0.04229142313551958,-0.013290160627969339,-0.03481670785842043,0.018131053318464926
PODXL,0.00035531386913886803,0.015883654838804596,0.00043538447932428293,-0.022360150773009676,0.06122704053282578
JAM3,-0.01880066516560076,0.06350888054353827,0.00633989731554065,0.10068456688385412,0.028393320983738136
TGFB2,-0.028026813339401976,0.009124565755119426,0.0015487492879578165,-0.0307135762065444,0.00805275455764457
COL18A1,-0.018015575439365883,-0.006023839333082078,-0.016143486915901235,-0.02113085470358212,-0.007355624350017552
NODAL,-0.008144528068616668,-0.021161498097896105,0.020549762620422306,-0.022978277726679222,0.059361470000776725
INHBB,0.02776234725080278,0.03297802366709517,0.03486866750868593,-0.004773272993994553,-0.029416437691151563
LCN1,-0.01700859988592974,,-0.022234760417789306,,
ARF4,-0.05377512794069429,0.059941851135542845,0.02421288796236161,-0.018555681104865936,0.026244125630652964
CXCL14,-0.03072960838534684,0.001532405811800094,-0.023201450732265056,-0.005965845293339954,0.019681929012971253
LIF,0.027279428069298586,-0.02549218092592539,-0.009607019333901054,0.06281076198560796,-0.01522442152103402
IL17B,-0.028089955392478095,,-0.019348945582531262,,0.0556667218385411
MMP1,,,0.0404137158050896,,-0.017255691897951144
MATN1,-0.0178323606510667,-0.012532993892263387,0.019711941363644233,0.05775679058765946,-0.024558874261655324
ADAM28,-0.021183248170906485,-0.0032477828181389262,0.03253791494663686,-0.008384357320494504,-0.061979771768021226
TCN2,-0.01283818998651034,-0.02856808113089132,-0.03678004137526463,-0.036362331343417105,0.06809535531034
THPO,0.019639198097472537,-0.012532995331959968,,,0.04786425865761663
CUBN,0.04040649965100322,-0.036659137084437174,-0.009325255650458974,0.036516871857337284,-0.003861683658492435
TIMP3,0.014123222922725392,-0.025442497380319534,0.0020326365485274856,-0.04595373463211543,0.014423220596590963
PIGF,-0.014810629930604455,0.0885464059421306,0.05855614204711542,0.005412129791057439,0.009621542909082332
CRH,-0.026154753979067132,-0.017141909548395572,-0.0036458401939236437,0.007320950804149902,0.015123399834895954
BDNF,0.024136663562606027,-0.014115371680834599,0.015898615764660506,-0.053310261669388265,0.020327928165828568
CCL5,0.010629254642076449,-0.017002515330536715,-0.011776112927604138,-0.03455505052198258,-0.04342000751489255
GAD1,0.04958147459259393,-0.048144217728852495,0.013677664158820933,-0.0811012043003799,-0.032395938049294186
COL14A1,0.02261159940322104,0.07891667898458937,0.018955342432493937,-0.0495675374721437,0.01021602866225307
HLA-A,-0.042857801513793155,0.043925625026824504,-0.03710364580816276,-0.027865711840992295,-0.015385541518039786
FGF18,,,-0.022875088378054208,,-0.029819063476728302
ADM,-0.010391516118329914,-0.013520461986155379,-0.011673930040335305,-0.039464833919917834,-0.08371853861984889
GNAI2,-0.04890314182476098,0.028633528423661053,-0.05615140201424345,-0.03375842534914358,0.0008440838531712863
HDC,-0.024995506971544672,,,,
COL11A1,-0.030923066285733748,0.013971432731368952,0.043714552543639554,0.0206460267201628,0.02585127917960112
NUCB2,-0.021712486369755955,-0.0164521496149999,-0.05467877757219395,0.009708301350112783,-0.011555155545523972
CXCL1,0.013538073813360963,-0.01700251821316893,-0.06107873130739314,-0.01039490124617773,-0.049222243670311056
VCAN,-0.023459712917675526,-0.020101510736180557,0.02068349051657744,0.08028515445444565,-0.009221420132817106
MMP7,-0.012414875227224906,-0.0020704812600431163,0.006762486484615839,,0.019356671741494746
PTPN6,-0.007581506678897545,0.02203098845229301,0.037185175906945214,-0.020327476347155794,-0.011158150556917323
PTGS2,0.01503258845410468,0.059172067797967735,-0.008951571815770911,0.05380255973868914,-0.04112472118886732
CD58,-0.02991841154478265,0.036718654419438286,0.04165503871715608,-0.049306142279701884,-0.007046616261056451
TNFSF14,-0.025868217043223826,,-0.018298867538063916,0.024254587833937417,-0.0249163135022123
CNTN4,-0.024728687180613895,0.03873149048311355,-0.0005924420260574918,-0.031225196534853377,0.02255717082426853
INSL3,,,0.0006276649434519215,,0.005478585328867918
MFNG,0.013389958609097512,0.018690013211238345,0.03728368571687027,0.006886114658698924,0.05330045882413422
ICAM1,0.010911378282448786,0.09730756706077275,0.00236923863002684,0.01115336106068409,0.0010737475258224822
PROS1,0.015384295271538402,0.008629453091473166,0.05115690280999892,0.01285367473525415,-0.014100587676694198
CLCF1,0.012337460754511176,0.06040432973808048,-0.02412827580981581,-0.03818631598001197,-0.012968085899199708
PSAP,0.05403508323673392,-0.024739381093435642,0.021570369537283803,-0.042308298754188206,0.018354162343522672
EFEMP1,-0.058272086558388905,0.010882222716804517,0.026014322913935725,-0.053142575600039245,0.0024141075992539962
C1QTNF1,-0.011862071559477466,0.04589203132564016,0.01928655446714016,-0.04617087446613124,-0.0500235911705292
ALB,0.073631317584884,-0.027115113632958238,-0.030166514279011524,0.019877864024318535,0.04310956145531369
CCL13,,,-0.013583816517342463,,-0.027948820405102895
EFNA3,0.06152457287411315,0.035207685954248995,0.08182212010914924,0.02558766508938651,0.01804812291408922
DRAXIN,-0.000971148231085259,0.04857727240273543,0.028023679632841348,0.002794536860854947,0.012230139233790285
RAET1L,,,,,-0.004293363114914295
NPTX2,0.049430910692781806,0.03181120923451564,-0.037760909928975656,-0.014732085766302394,-0.001101339389235591
FGF11,0.003847518468314644,0.01911596493200095,0.022825108584117043,0.11338713142498683,-0.014022698101989762
CD59,0.06639341294816159,-0.004720437493398729,-0.014108720747818545,-0.03147198234453142,0.042644023924631305
COL9A2,-0.02486582207416127,0.01145742794130914,0.012372548470086476,-0.008222059825018807,0.040125638067977566
DLL3,0.002262992823821456,0.019575095509003142,0.035376091618417,0.03463667231963565,0.017133954239039
FGF5,-0.01658234549238136,,,,
LIN7C,0.014258526820220142,0.03143371404521412,0.05914233757175785,-0.033123103186173945,-0.03314602536017626
GDF7,-0.029663106258890067,,,0.03988643189637314,-0.020255506567974497
PSPN,-0.004250744917970491,-0.030987488016292378,-0.03642439344365769,0.07141760773952076,0.05756297211229399
ANGPT1,-0.056374102554771745,-0.01986251465264247,0.030757599822728514,-0.0056619584049792835,-0.019431745961005633
PNOC,0.05538593141394961,-0.02479860008004321,,,0.00619786354227106
L1CAM,0.011621766257599243,-0.041769396377436714,0.08474146189168166,0.0008198069153754163,-0.009959064663835554
APOA1,-0.03548872739592168,0.006670513901804019,0.05243476263768411,0.011165394946400384,-0.03544262145566958
PSEN1,-0.038366784797151846,0.012227552229652357,-0.03601694979107311,0.024552522026442796,0.035300885008063464
CALM2,0.0417192714515541,-0.009573217219860186,0.11486849997134056,0.026088596059754082,0.0011749315701327404
CLEC2B,-0.005818359403931908,-0.046740920824130464,0.0029109549013094736,0.005366747052897624,0.046234866678499346
NTNG1,0.006061276428293686,0.016237553978831424,0.03203522462311973,0.02161805691469059,-0.020917169389582213
LRIG1,0.028821553108527787,0.04439236237617986,0.032362546252693185,-0.0059712269215047645,0.07652520580874007
CPAMD8,0.16307125376367715,-0.008481082230239613,,-0.02679578678983093,
GHRL,0.015493667658036595,-0.01599549500804549,,-0.039518207828846484,-0.021910262985988246
NPY,-0.022877793907294643,-0.029816539082796904,-0.01845582912192202,0.05857698387869249,0.036450313472719556
MMP2,0.011443112305465037,0.059280916209578205,0.049491752082915876,0.011591459923818128,-0.0069954018380507296
PPY,,,-0.0047502013975983925,,0.040602647410108224
ALKAL2,-0.017008597129325287,-0.04116257621572839,0.022965645894932735,0.08061267154633996,0.05942491559592188
CSF1,-0.03640587196301452,0.07546289443452092,0.04085918500892327,0.017779668290392577,-0.04613037507819134
SEMA4C,0.00032345253419950197,0.03633417851856848,0.02942656984844111,0.09009398008015941,0.010050970831746454
ICAM2,0.012819835620491311,-0.032163819348846594,-0.014970518720247938,-0.08026068120674698,0.005505623089577975
SYTL3,0.03559943554147181,-0.004083220518766587,0.000663832532573606,-0.008364817467876016,0.04155021771074735
IL1A,0.01665218965634513,-0.00980199973420376,0.12164043704064,-0.04811295546759835,-0.03230857070952258
HLA-G,,,-0.014029535654122103,,0.004803030158127784
PGF,-0.04030893299219544,0.020985087328575982,-0.01166863224011739,-0.07119890213540794,0.029896521054785647
LGALS8,0.03764501303707922,-0.04371222487191011,-0.025700280209372126,0.010122892135030577,0.03480082452847696
DKK3,0.04156402173670687,-0.017115258032813788,0.0007394496981509782,-0.07008054187636888,0.01717817376743333
COL16A1,0.028034776682765068,0.044805337124896184,0.02271708547243512,-0.03654515281118469,0.05701275528203175
TPH1,-0.01783236048273672,-0.015082911216482501,-0.019659572207498154,-0.004173927645941479,0.039301616456307316
TNC,-0.02274663858818199,0.02304237214908277,0.02126613120723925,0.011096567668740173,-0.02268348041624509
TNFSF9,-0.02945613242708716,0.0013402815035993122,0.03368715907078615,-0.020809277308453316,-0.031303796387851274
C4A,,-0.013258451927539194,-0.015123078121179218,0.1066771429151286,0.0700727961416341
CNTN2,0.00026809516714966687,0.09015679837477389,0.027433985241182565,0.0652517603043787,0.024973969880625602
F7,0.03709176450963936,,-0.019054205282695868,,0.0539878964036567
LUM,-0.004567420205736674,0.052179433787729185,-0.030333731517868584,-0.06378378217739304,-0.023890559356364784
BTC,,,-0.013785047646765894,0.041446302700170336,-0.019601646550930114
APOC1,-0.013304814429378376,-0.016813913434754444,0.02579740405272954,-0.016851879127856934,0.023209060946640683
PKM,0.01516275581097756,-0.015614050553633756,-0.008844318482726453,-0.05222829212549919,-0.0025437317958308305
TNF,-0.02201576191961752,0.0013190447924313123,-0.013379749296106138,,
GNAS,0.034526105382874143,0.032858975802499996,-0.08757247622989586,0.026888206587549774,-0.026707298722975028
BMP8B,-0.003944971020528057,-0.029838726623644004,0.04602263573830021,0.08288933155610365,-0.06381858416945517
LIPH,,,-0.013583821513139735,,0.017740554823676553
CCL28,,0.18417930525458853,,0.06398612838017187,
PTPN11,0.021355601544371307,0.06670980088287139,0.012497335411499201,-0.016267520700772895,0.03434697234858167
ADAM12,0.01096639296285665,0.0212285497513584,-0.049134523486423824,-0.024674357876482204,0.038820158301218065
EPO,,-0.015082913431459097,-0.014752377076801446,,-0.019379094642464588
EDN3,-0.026579574369665335,-0.015238546651289153,-0.028053856576590323,0.06050978018490411,0.001438848898156661
CCL22,,,-0.01669651344836096,-0.010586014854010686,0.02809121592523006
CCL2,0.03080332235869723,0.06760172084438555,-0.0018629156524303406,0.03588269436619638,0.03412755485560991
DSCAM,0.07691614692857511,0.033386202075868156,0.03964400513949482,0.03095147550919501,-0.030305228167311765
ANG,0.011225053354704704,-0.00518107531828899,0.04292169200455204,0.001777799781829175,-0.07576796143281754
FBLN2,-0.04985007457034235,0.03449308862766114,-0.0399240823071436,-0.0006945612688469747,-0.0012473978289610087
VTN,0.09798838097314164,-0.012532992972457505,0.08539569764548799,,-0.025093311965879817
VEGFA,-0.013507645425768901,-0.00811320052582746,-0.004067724163286716,0.0326297258124084,-0.08171592342587203
F10,-0.024391871716708414,,,-0.004895117244690649,-0.011100751939574572
SERPINA1,-0.003489976754292497,-0.017641081869222558,0.03517975175832613,-0.06957752870306105,-0.01571949127439812
VWF,-0.020253479801228293,0.029003313614064406,-0.050602020480526776,-0.09686530002076742,0.07995989600487736
GDNF,,-0.015082912256850173,0.008371954416661215,,0.0159773605486663
VASP,-0.006743762574772435,0.0664326801252965,-0.020255456382055906,-0.0749849770443893,-0.011704945044908982
ADAM15,-0.005312610806907491,0.03426448084967046,-0.03987999647827616,-0.054426489415251036,0.033541411515795615
WNT2,0.07520400059818291,-0.014115369644840324,-0.01829885924522849,,0.008993601802017949
CALCB,-0.016582345312175614,,-0.01601484879179485,,0.08349691453795685
OLFM2,0.011683321464688552,0.04026007588446077,0.06275724399317083,0.006999950407144273,0.005589823920808448
MFAP2,0.017748573742358196,0.07339440945631374,-0.028574294515203318,-0.05235485615203938,-0.0034144777126098856
HLA-C,-0.016394546111095993,0.04986224015690565,0.044042432408258024,-0.04204457985757113,-0.011381640834334442
THBS1,-0.011249968111538097,-0.02315861426444902,0.01013407415940542,-0.0313216900631529,-0.026195704819470873
HSPA4,0.01457625669715194,0.028799334747787318,-0.04994134162266838,-0.04049516205961536,0.006320347659730456
LMAN1,-0.027396766710415597,0.052764927864049516,-0.02111751130938799,0.03571511644123466,0.007059201997164063
LYPD3,-0.010399741532700513,,0.027108164682947824,,0.10959196934372985
APOE,-0.0013950862754382102,-0.011785241016648783,-0.07292925639178494,-0.029666229933660953,0.0457148299949277
SOSTDC1,0.02636210786508009,-0.008277846348841274,0.06812809367547369,,-0.017295721768826128
ANXA1,-0.049997545930426775,0.030657957508830866,-0.009926230768953687,0.05570384055174385,-0.015733067798834578
WNT2B,0.018079602965906636,0.016974353068713026,0.05781280067503716,0.00032314423122345323,-0.02906217436164419
AMH,-0.010275232792490775,0.05368382077027611,0.03987268661950887,0.021307001010754372,-0.005661001814058776
GDF10,-0.026719882504773775,0.016504398894872967,0.09256008496504292,0.006379116487867633,-0.007233358570441728
EFNB3,0.09855102320832387,0.04144384648485757,0.04745829823880422,0.046053685531863404,-0.03368600609172351
LTB,0.0028843397141610125,-0.0280338705099202,-0.010170048894975017,-0.046825149638141,0.005718768178802897
ANGPT2,-0.023879750777775634,0.09616586176713764,-0.04564723062408561,-0.056164334222295435,0.04251236063713202
NRTN,,,,0.04326997430669543,0.025661614591931056
ADAM17,-0.022934240983127425,0.021390279834375105,-0.0059047015136354545,0.03358494847671722,-0.008227977999639651
LRPAP1,-0.06004869309291329,-0.02346004902419355,0.01036975190066238,-0.005520785376085455,0.007400653586550557
NID1,-0.024743459471488136,-0.0013964018728806517,-0.04793554622165182,-0.07886102308833176,-0.0022051096325570543
MST1,-0.01663903184006789,0.028515777121874874,-0.02310244471942438,-0.03633452735610645,-0.032189721846515355
IL13,-0.016796750464146942,-0.0176893926744939,,,
DCN,-0.04738945373015476,-0.00037089960886378746,-0.09169558563423583,-0.08792346075446679,-0.011073698091167193
COL7A1,-0.04369313494781714,0.028069061857412637,0.008063799568828158,-0.05208135493010728,-0.013821046300378087
CALR,-0.04170099901085459,0.02352914352929157,-0.09631059409574416,0.06264806895709124,0.012356920005557347
PIGA,0.08549821127717629,0.006301693719268871,-0.020955373929807054,-0.006996013308497462,0.051850712267639036
CD200,-0.02973759663819741,-0.04069568006663712,0.029330802475585435,-0.03772722200592574,-0.01609964902314289
GRP,,-0.01523854894480409,,0.02994085829841537,0.02080023879958079
CDH1,0.006384581784653887,0.05784116203332065,0.07088784605446447,-0.019885030111685374,-0.04317481391387357
LPL,-0.026567223036000318,0.07292642456662908,0.07655378555644557,-0.02764522541125224,0.013132446558477735
SEMA5A,0.0009683990179499425,0.037709541900944006,0.03629918510805886,0.025171560231652648,0.00828583835926521
SEMA7A,-0.04107759130373665,0.0012216079650898214,-0.035729806515720115,0.06420114381925673,-0.006333090698065199
SEMA4G,0.03483336202775945,0.005275552401477507,0.04846462965335082,0.08517368556388877,0.06062860730381613
SEMA3B,-0.049200535374531916,0.04887573807360886,0.013856930913775881,0.0014167507213091867,-0.009102308628483751
RPH3A,0.07164586592071015,0.03298829283943354,0.04391397566577558,0.02025656122818877,0.0556195159165981
JAG2,0.07800362493663446,-0.01622107437233107,-0.020705261390359816,-0.059322609521644316,0.016112838896746706
CGN,0.036522065554941176,0.018738668105529672,0.04688804273132327,-0.06159090656259802,-0.027130008768292264
GDF15,0.017978873072023886,0.03618122803053536,0.03173879515353204,-0.0467684213210822,0.02176202071869999
SEMA4F,0.01692183696063501,-0.03850362545293867,0.0341196440824522,-0.046242786552905354,-0.03419120185637792
NXPH1,0.027486074833386685,-0.0008042879956568748,0.07031560386726503,0.004574160932051801,0.0061662243509581025
ARF1,0.008995238840446732,-0.017863907008291283,0.0728005528206968,-0.012568540850568794,0.03854812625265598
EBI3,-0.012775452269948341,-0.028840665564875842,0.024622418225512147,0.02123721326718878,0.01411061268389709
TIMP1,-0.034217348897371616,0.05267382734647923,-0.07763032597110045,-0.04214308629557241,-0.03989587145788209
SEMA3C,0.01907434326607184,-0.025430304542070122,0.08415998679612628,0.060568214209753314,0.018975678011158625
GAS6,-0.005362006864551023,0.03660602609675182,0.02238069556762802,-0.049727759771377375,-0.007465340777022422
MEPE,0.12007098458015907,-0.02794307519312457,0.04127075579902334,,-0.02920717038568137
SERPINE1,-0.001278567374171492,0.032266805016069815,-0.04236897496146344,-0.0009726477619824668,-0.022620370539672204
