,UKF243,UKF248,UKF251,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PDAP1,-0.08761207136373893,0.03627010246928635,0.046534302241392614,0.056635970379558497,-0.023770079222123316,0.013677087551411024,-0.01829905786214787,0.007719273903569767,0.058976119402174926,0.0005304624782278348,0.052359040161855476,-0.026879737742727415,0.020028077194812973,-0.0001414713642068613,-0.08500564428821102,0.003494025378138442,-0.016337057397201163,0.03692114907073156
QDPR,0.011109503010924886,0.035317928451669894,-0.04540962900691816,-0.05459359414909538,-0.015452173748776962,0.04449198501809275,0.019735006674770017,0.07643825546540228,0.03244340619691073,-0.19416767580168517,0.05693605538059927,0.0017825219216239,0.04948622106218121,-0.0005617097926483612,-0.10182279649763962,0.019942581032143435,0.021717312105501062,-0.02238190646600575
POMC,-0.03913071454854181,-0.009181485553652042,-0.0028816630481312186,-0.014778914841831274,0.07055591992171413,-0.012354524653848384,0.027818487990481953,0.03688069375041862,-0.03041879041916316,-0.02365810841357501,0.07602337055199103,-0.04235738335985036,0.017661669519535322,-0.03477547752475611,,0.05295910103137772,0.0645842147382804,-0.0421485970839854
CCL18,-0.02779283233508367,-0.022899633487129773,,,,,,0.06135769436078463,-0.0013003302506831072,-0.007674020779566516,-0.020333631706594444,0.03076913446828889,,0.005216248709001603,,,,
CCL17,,,,,,-0.013279513714774592,0.0009821087767044278,,,,-0.01896579394136931,-0.026101093047159178,-0.04084189805206135,,,-0.02003606432952769,,
VEGFD,0.04114463729186343,-0.02289964075883596,0.007126275149476209,,-0.027105342709322803,-0.01414819866636902,0.08280328192483195,-0.02042609378225299,-0.020552164439731534,-0.04233983987807545,,0.22759812969211293,-0.0189093238354096,,,,,
TNFSF13,,-0.017280803761779095,,-0.015773595994606704,,,,,,,-0.0005864689726365796,-0.013229591108322836,0.07542593032827526,-0.023871434233292407,,-0.03264709448262645,0.02566691420523335,
WNT5A,0.03592610602339638,-0.025096706958051225,-0.0024752099967270636,0.025106099578340084,-0.06749625492160778,-0.035259735098503865,-0.009280434100685384,0.00754667311420165,0.009675837269841822,0.0009536432367462052,0.01677410506644004,-0.0015952036932862263,0.02979007057110306,-0.02142734887474518,0.03332675096916249,0.02302043190313571,-0.03511881346320985,-0.06244335169210134
CXCL8,0.05309907168765666,-0.016722359976609355,0.010954056260940603,0.011985247457394788,-0.03977963066185731,-0.022443885804592154,0.16600537355677716,-0.046544237851277245,0.06219834621671752,0.13159813232915912,-0.062023796688298785,-0.028147340696561156,0.017215687145352196,-0.018247451912258707,0.044944008292497964,-0.03329738073116365,-0.048089883283145625,-0.09773290978896079
GRN,0.05717864644082448,0.0012892014949353653,-0.012474060123986486,-0.04104299958002002,-0.05244312761224496,-0.009693909520093774,0.03928334890140374,0.004016270024259173,-0.01783917283051826,-0.19646382165064905,0.03157533792672073,-0.03276976234650204,0.010696724885025688,0.008675672374557691,-0.07074025028515307,-0.04056176606222093,-0.03262903835276311,0.05513765843580974
MIA,0.03840413028533271,0.07383265203942779,-0.019489337815939343,-0.0028050783760145527,-0.03605173827450093,-0.02610105986658521,-0.013623968484363582,,0.06726012221857608,-0.01082165952019551,0.01137641920692389,0.10817215533497875,0.05313847385713579,-0.006486456318038173,,0.044644396505213124,0.02152372633452849,
COL4A4,0.007253037161867963,-0.014291783038588714,0.03895340182476831,0.10701092595123389,-0.01594389641232712,-0.013864223168737142,-0.00989231762812086,,,,0.037576193450969665,-0.028950546316675894,-0.06291364249331349,-0.005140413058612262,,0.0022480601668194065,0.07299614896155673,
TAC1,-0.03948060996099924,0.03729839477972698,-0.0004923840339453204,-0.000921938373933341,0.1605818980978933,0.06742914926647303,0.014435973535540911,-0.018802010668054227,,,,,,0.04165490133683082,-0.05909062113414355,-0.026339443913937523,-0.03894350818908323,0.11631950188722019
RARRES2,0.05416792318918454,0.013844278773225367,-0.004322023758767206,0.017606981067494514,-0.10497559604609837,0.08631275115933819,-0.007015369348465634,0.027518822408801633,-0.001785471609047762,0.003977430454816994,-0.04738137034653096,0.07299042789377554,0.08649997281573976,-0.035499361645699584,-0.07322989698364467,-0.0007766232279176184,-0.029090534076780923,0.03572564764132374
FGF7,-0.015235035094617476,,-0.024734710171533534,0.0005706649677240924,0.05364976422293584,-0.03160526931556282,-0.026988259739172436,-0.04742085926872423,0.017787059075778735,0.039545454413036765,0.07955882009230103,0.02567308114249031,0.003366235033183657,-0.01724883409105811,0.10466513330492125,0.01629727758942762,0.030547797251172983,0.02293527575907497
EFNA2,,,,,,,,,,,,-0.017184803133805396,,,,,,
HBEGF,0.03106883457122154,0.026195671943926836,-0.009156976711953915,-0.021309131079928507,0.0007294737995203768,-0.07016386521089535,-0.03076407580088136,0.005595438037959212,0.12169152439010818,0.1149379954908137,-0.010851017886697038,-0.04402454045037184,-0.026520237817400132,-0.03939329114510697,0.01613392441231438,0.010921031102549945,-0.010115093072300047,0.010097875451440733
CSF3,0.05932408121302965,,,,-0.016868335522343892,,,,0.03426271073788621,,-0.019051398799250642,-0.08120962430993697,,-0.030476406398500376,-0.028438848754673094,0.08172679951456116,0.05719285504812965,
PI3,-0.03734414710056276,0.004455220205627586,,,-0.018993968436089657,,,,,-0.060158269369778236,-0.022947830531747832,-0.06291887497547623,-0.034701853558309674,-0.03059268395894233,,-0.009551966198381187,0.003591669403752269,
PCSK1N,-0.04485261630094125,-0.032137404228093185,-0.04356282313323873,0.0312607815119245,0.10545226839691368,-0.008409551300683014,-0.003009650488046666,-0.03272998337257223,0.03698857724603278,-0.061418040479335044,0.043400304274256694,0.024885661637433058,-0.012708696584340519,0.03645722099030194,-0.007483322644199139,0.02692641027338775,0.026026414106002677,-0.004827611423484869
NTS,,,,0.1028325024804862,-0.020733213472062462,-0.01583826335758473,-0.031103176961787517,-0.018390045818837426,,,0.007552488136456792,0.13648802606463728,,0.1040650612974141,,-0.0039029997154666693,,
SFRP1,-0.03539395723183638,0.047779747624891344,-0.0007819917559505295,-0.04255312343821002,0.02908923976819236,0.011485017615849543,-0.016331473259120988,-0.007336896293645394,0.06943539242926557,-0.08149854648559138,0.11529046468178943,0.015577432569182882,0.09911773834760353,0.02259244935104206,0.05609390227138123,-0.0305127408458253,0.015872891792427193,0.06079361918667962
CXCL13,,,0.009810554414389576,,,,,,0.02043937884116142,,-0.04260106172490693,-0.016871792716408575,,0.012347807434680235,,,-0.0017977360558728128,
MICA,-0.033276541104004013,-0.0010141283230692723,0.0023851646749425827,0.0016186156091409021,0.0020405666388975106,0.028738225200975315,-0.028058387912770804,-0.05854459145593666,0.06198582003263252,0.07649352200503041,-0.006440255843730098,0.03282785458621133,0.021573804568265346,0.004615980183643751,-0.0473085045951381,0.04184097909164738,0.038121204394852115,-0.06137998787313575
TG,-0.025129167175086013,0.041131100973395555,0.010432829338970126,-0.02114750744691041,-0.0009753351684474158,-0.01337860752444659,0.08355347478697157,,-0.03429772851380595,-0.037004650081533697,-0.02520079842783784,0.005546135669022415,,0.020591607687372296,,-0.030474146104288006,0.07081595745242006,
ADA,0.08799456422272035,-0.015909857724704244,-0.007772997394110194,0.09938114123292095,-0.07039197560006713,-0.0151122396493314,0.07143584454493951,-0.0003644221347804823,0.03935855485064352,0.018110809812568664,0.0013434016152841744,0.06689051858571349,0.02033066943839716,-0.010896476266441248,0.0036899683192477004,-0.0074649276466634855,0.028560982126510183,-0.05787646468975413
LAMC3,0.08799071269857717,0.037114637934542824,-0.011120550534052403,-0.010797803939608865,0.005649039374532471,-0.008713111694388376,-0.0012445598588989074,0.02134371723295118,0.04612218633261144,-0.11907226883471396,0.016400870434551927,-0.04612345539397362,-0.036046005099325235,-0.0028731509910220193,-0.037328197036856,-0.03434262752698882,0.008813281262178797,-0.056523971156963365
CCL7,,-0.01456610140767598,,,,,,,,,-0.02842535349081502,,,,,0.014674950107105577,-0.03666199626215395,
NGF,-0.01816151662706344,0.015587703285342498,,-0.0201803942258597,,,,-0.018390057927462438,-0.0018329251271898721,,-0.03282900766028602,-0.016953810468223744,,0.010368058452952505,,0.014645880865564242,-0.034826765445393496,
TNFSF15,-0.022468062686816438,,,0.005542100070288187,,,,,0.060574611709491695,,-0.02771152776163932,,,-0.01892532515812807,,-0.049795403991524836,-0.020551806766443702,
HMGB1,-0.09589096783582937,-0.023559309835168615,0.06458895148756905,0.03842488902542141,-0.054395437059855736,0.035465156479954005,0.011410414122276788,-0.013502085024124729,0.05125777581946416,-0.08867911955184453,0.050847295794341454,-0.017634078023858062,0.0034969598726694645,0.027356950359397975,0.01553461843049407,0.0723484536586879,0.0009525877250458446,-0.05960281309721557
ITGB3BP,0.03338133159303038,0.003170127670902412,0.013132214340028548,0.0035872621183204996,-0.05634578273111221,-0.025000757811025856,-0.011566729982377425,0.0038104244023084424,-0.00978919444229362,-0.06168829884709499,0.08399767079246674,-0.016654571263711834,0.007461058405325524,0.052403760003727984,0.019724478830281285,0.06053001370069964,-0.02559571146146506,0.07253354312460915
AANAT,-0.032551646861628265,-0.021133197064930387,,,-0.015215695130710161,-0.012031459931560552,0.007431737588624336,-0.017289359007688333,,0.15253651652235975,0.04467217660976001,0.06359174631934768,-0.05052011759743949,,,-0.02338842917761649,0.055221853598435386,
RELN,-0.03131438236701166,-0.004978963280810474,-0.028214772712455427,-0.013716436747513603,0.05559037004564354,-0.026489391001150987,0.007961563003729901,-0.0170922206046236,,,,,-0.020415319137569454,-0.006864194529764603,0.032123758913306724,,0.010667009937807146,-0.002286187137025467
IL15,-0.013960700400856733,-0.010400937962180746,0.06253651042936773,-0.01743564203365606,0.0005480507807064447,-0.007782916662992735,0.06215774760064808,0.07318664780806011,0.0063616374123939305,-0.058991345001886915,0.054981147532772036,0.041706408337752625,-0.0460570959024473,0.01316388530884975,-0.03007840446229107,-0.02172104541303746,-0.04307051731092871,
UTS2,,,,,-0.05019116578453268,,,,,-0.07666077582520289,0.06112730311336015,,,,,,,
BSG,-0.035825149197189335,-0.004476139963556616,-0.035554527211509396,0.003592848178096007,0.05746083422870493,-0.024042298380643517,0.009604953564767748,-0.010665452110477546,0.052631659713951166,0.07462307517789273,0.017801307839803295,0.004041026203519381,-0.0483496365843372,-0.05964531510070533,-0.04971121827433976,0.04971380321650003,-0.028767786914011103,0.0003631553717582465
ADAMTS3,-0.028160015951504556,-0.01926454047859103,0.0022681169376670717,-0.0011148171017325355,-0.07512821598144395,-0.005039199870078379,0.014274039552376553,-0.027762648013181648,0.015583015415439676,-0.12190132166467084,0.03992436823608876,0.031161954886016346,-0.023034561230756256,0.12575915723217407,0.026915262577624093,0.06754981602498013,0.004004903540698531,
CD34,0.047959024863508434,0.003497461277282792,-0.0036519628738429736,-0.01687071646922387,-0.02989953877399296,-0.0014580242657003931,0.04496801891634261,-0.0015942895817031926,0.03782501508002298,-0.021012306297586797,0.01095152545748617,0.05538585225381919,-0.0007553032199014598,-0.028222033428234754,0.04497720813588746,-0.015025576632882724,-0.025813413578971597,0.0445176785678622
CCL23,,,,,-0.017313045726121294,,,,,,,,,,,,,
PLAT,-0.028581875455929034,0.05294287533550679,0.04309703451274719,-0.03879273904961355,-0.03163685167102031,-0.07574034222785073,0.07968512878244902,0.0013399611102095507,0.027463030114000933,-0.004457628826174671,0.05868659521703224,-0.007294221999115085,-0.02033403298251446,-0.02660617237956717,0.002584640413518006,0.018564254138308547,0.01575388247735175,0.07439710169594575
NTF3,,,,,,,-0.021992336416331564,,0.04968369668313135,,0.07063377782546171,0.021636822506660238,,0.0027234079847879506,,,,
LTA,,,-0.015300314271330823,,,-0.011587549788313636,,,,,,,,,,-0.03147730095220114,,
CKLF,0.018504079979078242,-0.007631997850805537,-0.044867545233490014,-0.02782286301239256,-0.10720677701863628,0.033671654594856076,0.025260447010172694,0.02550050606065103,0.077724175256123,-0.1321739712581308,0.023192671596271437,0.049738459272308064,0.05158488417190574,0.04656424250891112,0.08090879110170293,0.013676794504004844,0.03130093917115442,0.10669760631131817
APELA,,,,,,,,,0.0936797753562744,,,,,,,,,
CD24,0.012525978700919376,-0.017766334892721176,0.0404811613970049,0.017253365583884385,-0.031227934306972634,-0.0036656084157324436,0.0023390727957738958,0.023978013912067733,0.039636634855671066,0.08300928680728151,0.0375174994137425,0.02114044336365598,0.0329166891030432,0.0724666034337407,-0.010149679890368137,-0.014055917296143729,0.010298817339379329,-0.05876591637313503
HSP90AA1,-0.010480565288827454,-0.043656279120439026,-0.008724401359079705,0.025029992881754694,0.10036922540803879,0.007173707080433941,0.022042439251513467,-0.0030162697981504527,-0.0012012892977279136,0.049934593514027015,-0.060543061263264794,-0.03329956283130329,0.023975169221692832,-0.003659945185616133,0.09349172449693,0.03648611255885332,0.023330420768504,0.05918060473086295
BMP4,0.0071149480198902555,-0.013200395457451069,0.02349826210510974,0.006859810632152951,0.0014943196447401326,0.09183812190375591,0.09513510919890811,-0.02757690277691227,0.005745120994292278,-0.03868152601823081,-0.01610871610505381,0.07583954499317969,0.012725365335138654,0.029021228991215224,,0.02153227851643864,-0.02029277530242178,
SCGB3A1,,0.008917934092357714,,-0.02225690542819481,,,0.013193789353310474,0.0055711173997933135,0.0434104163200938,-0.042339798719929864,0.03100397148098544,-0.008477420048157944,,-0.018400008723720187,,-0.04634910213023497,-0.004539183505276311,
IGFBP4,-0.002687506291489235,0.030411114570379785,0.03652115021459532,-0.0057486373571385314,-0.027125225043881457,-0.05744600142437366,-0.03007454899532175,0.006380787436079337,0.07859292105866428,-0.03334193110215628,-0.025530835128647435,-0.04887637893360499,-0.02674704662656063,-0.04357140455936785,-0.022918889093009133,-0.04569193562935652,-0.07270344323492084,-0.06392115083480492
RSPO4,-0.022186154547202165,,-0.011579888418813944,,,-0.013477025835884164,-0.011491949626619518,,,,,,,0.0024979573240177656,,-0.010483848202922978,-0.03126151163788137,
LEFTY2,0.02760011509491833,-0.004110634977624102,-0.015488225409603202,0.07732830416983404,-0.03724426298032067,-0.03318920675082036,-0.012601063315220346,0.039371169318902846,-0.022232165968001354,-0.015566289163546123,-0.02412990619661644,0.040800691929873,-0.021477205588793017,0.005852816625393263,-0.02374261127526108,0.02983511351383057,0.06005125277389365,
PF4,,0.0987589991011638,-0.013917715359984288,,,,,,,,,-0.015751061831479105,,,,0.023923983217342775,-0.024488910988864555,
ANGPTL2,0.057392383866338915,0.029327990181336624,0.04040584118628937,-0.0022348293937065767,-0.04047147504078555,0.022845989873840435,-0.023395107691319788,-0.010934294844382053,-0.05746648659969931,0.015961987273395505,0.06798979221393965,-0.004641886822373799,0.05581275915947043,0.0057212285679480515,-0.007312880525522865,0.022408613144502258,0.03654963370289741,0.024659169542077457
LRIG2,-0.02430792153440872,0.02058193493823879,0.0019083649073956923,-0.022681716818906867,-0.05999435392804102,-0.04393030623118184,0.03475727302047974,-0.05152916094548556,0.006125616535784469,0.07912903935404422,0.055635937604622626,-0.02281063606851894,0.0021859962549932066,0.02194188592434298,-0.04321130733301947,-0.011010776265780764,0.0047571848547964595,0.0621240146397283
ICOSLG,-0.04117373466037538,-0.017702616863914354,-0.019010949919152954,0.03354458592545332,-0.027039315323719195,-0.021372300003924857,-0.021809574362792645,0.04470425020767431,0.009630871285978884,0.06536558541184431,0.043057980488217386,0.025182613834132724,0.013430991731499945,-0.028532011871730795,0.013710795645141747,0.03051610760492337,0.06750277953066695,0.12035580441772918
WIF1,-0.0516307275031254,-0.014256635957100762,,0.07595155122790127,0.13886887818934818,-0.010399901624995832,-0.021625469843569035,-0.016792415558264,,,,,,0.006177513611378866,-0.030607382786083697,,-0.03318353733116337,-0.07389296979519641
NPPC,0.006410908960699816,0.013991783239427317,,-0.04269979438270598,0.06539275932563261,0.09298661507664828,0.0015605906263551855,-0.0456572980194734,,0.207799351641365,-0.009682781125223788,0.02691352780235321,-0.047928857984513226,0.02416591809815285,0.10032716189336234,,-0.032293335772935514,-0.02716630938180986
LYZ,0.051053850553887566,-0.008677999542030121,-0.016480907738374687,-0.040849274473061324,-0.07579979021776082,-0.047987308481106605,-0.015581491635808081,0.004699476232832098,0.1231165629074815,-0.0987439555559634,-0.03789535289259689,0.08310751908285975,0.003648322506117898,0.0033543256835948092,-0.044346978870027746,-0.02686426907295504,0.014144554986328715,-0.029263014513834017
EREG,,,,,,,,-0.018917995326941228,-0.011247811463535824,,-0.049693142512775935,-0.008180616578407206,,-0.03296655983769337,,-0.011951573994405912,-0.028193990966609444,
SPTAN1,-0.0584724317656368,0.0026788796367908864,-0.03877387807598891,0.01870624713411649,0.07900992854289673,0.060224854343181505,0.014720177931341368,-0.019245100669815277,0.031411228011989416,-0.03864089520931337,0.09619765650053205,-0.016469817106853236,-0.023751328200379028,0.04990144604938559,-4.50879079295606e-05,0.004247231462648355,0.042508651275271335,-0.016693525479137702
PTH2,,,,,,,,,,,,,,-0.032902582929138495,,,,
LIPC,-0.04653176407972507,-0.018498599952097197,-0.020946905443136873,0.015002993118284595,0.0018682024510020315,-0.014530354798100891,,-0.0010251353846915678,0.040658511158644876,-0.038134922564990535,,,-0.02324593105332029,,,0.003379569352238759,-0.038188990806252356,
COL8A1,0.009799952856962264,0.009892444010261634,-0.035713795909382395,0.026349795089201745,-0.038365569309538515,-0.016537966741153393,-0.015812088933605792,0.06854675638781546,-0.01976295566033201,0.05268086522778832,0.01157217332371133,0.058282154946517305,0.00013596006431274883,0.02249416629371891,0.12189260505409631,0.03147086829543289,-0.003966691601952261,
GSTM2,0.008791450321269274,0.03886598109313377,-0.01966438726408048,-0.014744183094185927,-0.047778851858871735,-0.014292591186514856,-0.03396647563088853,0.04401692163100309,0.018610092782240694,-0.0878213909913475,0.05361038564943097,-0.019987996237676255,0.042340933601572796,0.018943435920013085,-0.05392761108829499,0.10432617318637415,0.03575325272587912,
IL4,,,,,,,,,,-0.036453346447442914,,,,,,,,
SPX,-0.04420212869667342,-0.01863475436480984,0.04637460029319921,0.07861445911348873,0.14286026271385305,0.061868939332781196,0.005678024563960234,0.023166152824924437,,,-0.013037146784808724,0.0012389398489775591,-0.041159734711304984,0.002517282016994292,-0.04074123892211095,-0.013838980536082686,0.0002563025015403744,0.07119696216239314
MFGE8,0.060661639767154454,0.023089304114481887,-0.07023011808198269,-0.014380433780936874,0.006310999371292956,-0.06478963172993053,0.00443655510718797,-0.04425650711879336,0.037125077840994385,-0.07646002837122014,-0.04009292642505088,-0.03717052304200572,-0.01848522254928443,-0.0629127943858314,-0.0873279754266285,-0.013861753878922637,0.031113837672826064,0.01201976953338934
TGFA,0.050693105795868915,0.01911110316404557,-0.01255893078861825,0.0005877933071809184,-0.10015202164314202,-0.06677530744960794,0.08921936403317995,0.013427361022639764,-0.02342475017106019,0.14548705437351928,0.05094584100136879,0.033055586613786866,0.02433932333056223,-0.007547577090703522,-0.04701911744166549,0.044738483863120675,0.03620925898146472,0.17318870406329867
SLIT2,-0.0318225046401385,-0.02850617767963112,-0.03629000931850123,-0.005631841950709867,-0.01600744488593687,-0.001697749791625811,0.005118064588373535,-0.04443835903930397,-0.04305793694251559,-0.06101112282469576,0.06763288100254919,0.04103912880024052,-0.043061770975177605,0.039785486000572266,-0.035184731051388037,-0.08448683985968007,-0.054885146087755965,0.02643911419566628
PLTP,-0.004766395861811285,0.032346142315181466,-0.0220742185274837,-0.026433235893374357,-0.0889569228618563,-0.009862368872017416,0.008960509531709215,0.05199409351832275,0.024504823201781885,-0.15674322648340605,0.04631198839784871,-0.016478002168285995,-0.008030487878423632,-0.010344092486424344,-0.04039142450842658,-0.043259570292673744,0.013501566537732783,-0.009058722478908663
APOD,0.015142051436218646,0.0065027524364410635,0.07111205811495697,0.0009709063283612755,-0.13604837247512944,0.024498716607497275,-0.011716506467838464,0.013722206905263285,0.06077416944332246,0.009156776265074293,0.043498513485928286,0.015383736833843349,0.017548205427210202,-0.017645968561348816,-0.036438435579632694,-0.061896108152971765,-0.040775335073871266,0.06966012949820616
B2M,0.03555510726286543,0.009717475512034944,-0.022362046753641437,-0.02509431711078465,-0.13551555850139743,0.0063627749061457755,0.05114285293832828,0.05442207415388954,0.0647869684774791,-0.1446521471604105,0.06956768642765054,0.0869855086638006,-0.022606415142493546,-0.05725559943603178,-0.02759141057965425,-0.028157868205607443,0.041719508368925726,0.16976427884153497
OMG,-0.0701982477938386,-0.002536177556355124,0.032791693726865044,-0.017040294073399968,-0.008639644538679046,0.007491529939316808,-0.020304803337867314,0.010376216018079398,-0.016464073406387926,-0.05801134124772999,0.056089832295382266,0.05200843269701256,0.047254459446678596,0.0054889922668238415,-0.07588501382887099,0.025384755491242233,0.05441688931801435,0.0006314441016974505
CXCL3,0.031251271119872484,-0.009090472863132939,0.02719157623614626,,0.017767160817125333,-0.03673298795901859,-0.012293956970233541,-0.0266317094987209,0.07052193523393471,-0.002955409329635383,-0.020218861056138505,-0.012138754165313802,-0.03557629114140574,-0.04748720069497775,-0.041949168426895854,-0.038121651191477895,-0.013955376621465957,
CXCL10,-0.019068244385480625,0.02575409996364473,0.01595334914430644,-0.023832547411313264,-0.06203797104284023,0.0071425673462035665,-0.003475405261074626,-0.010233118303013062,-0.022433986618416012,0.011122788655613529,-0.02935282409944534,-0.021126740093529092,-0.00247943124273752,-0.025617676654489302,,0.04382561471949924,0.032489861700342064,
RSPO3,,-0.019786196014099776,,-0.020490685012029396,0.037383715047605716,-0.007009281343643058,-0.02985345984477378,-0.014130197347120494,,,0.05913096547019771,0.05998647618971754,,-0.028596779289979918,0.09768391479603002,-0.02243265287393624,0.04625233803350607,-0.0315592296956197
CORT,-0.02487458819138278,0.023473999617713497,0.043227616987011844,-0.04011410467125884,0.07407365774892971,-0.038995130466974566,-0.040391930604210334,-0.03316697898553446,,,0.021090519011822774,-0.016482685641536952,,-0.026719076631247198,0.009295521558750765,,,-0.03370014570040861
NCAN,-0.03567516020387723,0.025880920516932387,0.03391652299516209,0.008460851082501305,-0.041423074395516485,-0.02426111165714764,-0.005226903360509856,-0.07196347903564623,,-0.056983301494480665,0.026917364663059454,0.033841962526227065,-0.07378617345306707,0.033421575427273024,-0.04612748051535222,0.061017140042769785,0.07173926355748947,0.007888224436922709
PRG4,-0.033947972571200975,-0.021905676952971857,,,-0.021643779218411003,-0.017223104000688015,,,,,0.026949716319229194,-0.02432121130630654,,0.023240097109275795,,-0.041941616107107234,-0.0051207255830074214,
ZG16B,,-0.020198784302540327,-0.01674770840853765,,-0.023367937805263715,-0.009207360206996505,,,-0.003567161772146564,,,,,,,0.0312960713072172,-0.020891552651600923,
TGM2,0.015913101263457904,0.017832801093417113,0.03601358649363305,0.06216821373924142,-0.05181673557857786,0.006427008593793508,-0.0019191406543849188,-0.04065622390790654,0.004091518044113486,0.06873215979699608,0.004781807810978706,-0.006571116399749866,-0.04367266809806413,-0.04537169728083423,0.014729219577926464,-0.04229075596674265,-0.05000127362980956,0.07905069452046849
VEGFC,0.023178747899100065,-0.02781361486037956,-0.021504702542852423,-0.02488983826559816,-0.02853596397783672,-0.01303121424330528,-0.001817763408658972,0.07915055740445069,-0.02133113314465914,-0.04132242184687845,-0.024768674566275,-0.007848466915621424,-0.046925714246951265,0.05315263777917416,,-0.03752287219120708,-0.03828414911539115,
WNT6,0.04750113733260462,0.005914934610926171,-0.015488225816083983,0.023788243866268564,-0.021283822731055523,-0.020490651735950598,,,-0.03279499484312209,0.10429281755105248,0.055021523782205345,0.02245087257905622,,-0.0016065663351936352,,-0.02171293537171846,-0.02158724180718418,
NRG4,-0.02302246609474204,0.0880143271190438,,-0.021892828012578813,0.08811383265891432,0.04646978499717731,0.008625008305857652,-0.023815524057937024,,,,,-0.009388070838802005,-0.024507473788627877,,0.0495290939538411,-0.032463900649978325,
PMCH,,0.07215254660941436,,,,0.07000930818130795,,,,,0.030840436141791595,0.013408139467099333,,-0.020123868734370498,,0.049657170875524216,-0.04157469690104374,
COL9A1,-0.003870101694054173,-0.03196262565623883,-0.019600106741425153,-0.028921613156523023,0.0005768186128386536,0.022223915813398363,-0.0243435515531559,-0.018655739467009748,,-0.014860600279295273,0.049768939550989454,0.06139656137338702,-0.002092571563754093,-0.009965068957786857,,0.03436136385335923,0.035836866232528936,-0.0018034441904932015
GDF11,-0.03092413961745315,0.0059199232624992095,0.05833648964859483,0.001481437059112198,0.0002866867632116144,-0.019630123983477885,0.01521340345223347,-0.035368335271905756,0.06214230197426773,-0.048938501529344904,-0.0007892221098309554,0.0033660897360299953,0.023566272302376734,-0.004383005592120401,0.03747677115251691,0.044608814745252384,0.0131781391186426,-0.03997399243881892
RAET1E,,,,,,,,,,,,,,,,0.0432231110428113,,
IL24,,,,,,,,,0.06499687511054122,,-0.02154148851732827,-0.015499919158710455,,,,,0.03674442416754302,
