,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF296,UKF313,ZH1007nec,ZH1019T1,ZH916T1
MIA,-0.019510445045177145,-0.002227263660956958,-0.022622468341049393,-0.031933243559473405,0.03504097390801576,0.08752010540126773,-0.012265110159761507,0.02386405702365068,0.019504108291900128,-0.08799965537847185,-0.036427443442169236
COL4A4,0.013963352096833585,-0.030140384006717102,-0.03804425372584759,-0.05113396890446801,0.07124371233765958,-0.012103853242194722,-0.020604409656545575,,,0.09124379888035308,0.03641933209693685
TAC1,-0.02860191902913332,0.0038331934966651447,-0.03929132268784366,0.009113276568598947,-0.043170587919108626,-0.018521819706589695,0.05732257318740403,,,,-0.022758215547213082
RARRES2,0.0993355704628316,-0.0008034435351149312,0.08610383443977622,-0.042643232897137416,0.005440582697696015,0.025359217248233378,-0.04068029952987848,0.01062468531503129,0.0537383642801284,0.059440253652245256,0.020711641616556697
FGF7,0.01914972386329098,,0.015273872884579074,0.03182339544802273,-0.016715931409168744,-0.03469167889934783,0.0048997034899343666,0.08371704094919132,-0.06124042343143948,0.017962044068784797,0.04497917862301158
HBEGF,0.005131861772778265,-0.022006670623107447,0.02937004658990179,-0.0560235223495506,0.03911948421138381,0.02624613835393121,0.01528323095337816,0.00901787498161441,-0.029836239472044356,0.06332235349785131,0.004503265289034531
CSF3,0.032405428932872564,,,-0.020665159562418416,0.04195135891521716,,,-0.03899982956241404,,,0.07253838389431912
PI3,0.1244155025378331,0.03851833771976897,,-0.01604937792971733,0.04764812889986121,,,,-0.040698575822131995,,-0.029227246848146638
PCSK1N,-0.055736633429004874,0.035104630867692055,0.06983271431435563,0.03381901038665715,-0.04855359208393076,-0.048782220788716794,-0.0014448439139100539,0.020443026935874332,-0.03282289977289488,-0.04488140187117946,0.023216433695209263
NTS,,,,,,-0.014776054714280736,-0.024078184938347232,,,,-0.026991301874434954
SFRP1,0.008069202490723433,0.056981942332882736,0.023164178328084366,,-0.0213517594310641,0.012043660923756104,-0.014702567671395722,0.01878513749120111,-0.0695242929194538,-0.04858774112847363,0.055191208838866544
CXCL13,,,-0.0429452285119969,0.13378979559119075,,,,0.05900755934613376,,,
MICA,-0.015083419590786164,0.02455714701405445,0.08398012449198036,0.020941352962936335,0.0037491655700200997,0.06593950686027905,0.0008774331905996301,0.0271173541289597,-0.05961797453946445,-0.10205139319410376,-0.02597311755150597
TG,-0.03258424738637121,0.003737694520720673,0.003293067126724744,,0.051352986539244756,-0.017055462304452942,-0.010640184268952675,0.053559078776850094,0.08205461678722062,0.10813705627439768,-0.03554560032520595
ADA,-0.04818677872289819,-0.0033025752231100065,-0.005046406699746306,0.11470313768289056,-0.0346545435430974,0.042662263939980946,-0.017280514936967584,0.005958422404613397,-0.038814425531914394,0.024238246841695198,-0.013820122058070743
LAMC3,0.000778422723354862,-0.05773710012421347,0.0039631225186514615,0.0564070576592087,-0.0021717828732638594,0.043538004691542904,0.05711845880536602,-0.016481703805744027,-0.015106440666831636,-0.026206732834960646,-0.035011724579216884
CCL7,,0.11099304601241038,,,-0.01665927949775902,,,,,,-0.019099846353290463
NGF,-0.02354950112611138,-0.03584200734720312,,,-0.014830785147412644,-0.016275485603786107,,0.011947443334444216,,0.02574154485356089,0.02116264014194136
TNFSF15,-0.02913367195095741,,,,-0.018550922515677516,0.016931437400058365,,-0.040530574120106015,,-0.04002076305829428,-0.0420331092692539
HMGB1,0.04120101419897906,-0.079585589225869,-0.01471646848384754,0.07630931287817208,-0.014117342843641995,0.02869307662557798,-0.036106013657163975,-0.07393412625970551,0.01174571826538814,0.10502692840697105,0.019820390454623263
ITGB3BP,0.044189145950819526,0.051540756281732034,-0.027367105136409168,0.06269498223119145,0.04858049128998424,-0.027984314988783447,-0.02382786620709069,0.009309837741945774,0.025798043662515195,0.09525054413640867,-0.01617484449869399
AANAT,0.08764240272946917,0.09631433631283129,,,0.017105210531044426,,-0.01226511084197825,,-0.023606833834782712,,0.0206583084682516
RELN,-0.04060443287630106,-0.04667073027848609,-0.03897088748427256,-0.027276527612932908,0.041495862532628096,0.0368498029110403,0.00292334770848797,,,-0.04536881320109045,
IL15,-0.026691631545559678,-0.008444425506465611,0.01333761772039286,,0.025949662140307174,0.03985845985088316,-0.01579723541751033,0.01833676918487997,0.011329581176562032,-0.041921076072590845,0.030439452275105586
UTS2,,,,,,,,,0.034798512053826204,,
BSG,-0.010540926694319809,-0.014862413318241613,-0.009501801672943731,0.014545298770431897,0.012952210828264038,-0.008022693128319413,0.009657803966746849,-0.06274968633845149,0.021479068849375286,-0.15402882484482697,0.038617540658907344
ADAMTS3,-0.009815263269306686,-0.026367318995910844,-0.011476037274813432,,-0.02817876015169122,-0.02264956160819311,-0.027013012434982553,0.08243754196355231,-0.08861854013960571,,-0.017473528697646616
CD34,-0.007490982263199797,-0.0675035435779341,-0.0032184651843097985,-0.04081652151819095,-0.014967825728864192,0.03542989622243556,0.056402710984241204,-0.026435084630980713,-0.01866756593503735,0.07227244328227833,-0.03464412775702515
PLAT,0.04644321548251811,-0.09353195645366612,0.03409384282996615,0.16242855793149882,-0.019123932778869437,0.018156153144578767,-0.024968541571812327,-0.0009323343336043527,-0.007896513797425913,-0.07676847460574109,0.018411589696858348
NTF3,,,,,,,-0.019798814796615525,-1.925548645351808e-05,,,
LTA,,,-0.017760012088671624,,0.03176919292122455,,,,,,0.034323107869577346
CKLF,0.0646415274261419,-0.09830355652790904,-0.030596809942962787,0.022600695550548916,-0.05089741022687785,-0.010005173931386278,0.035843809955264705,0.0653899493565789,0.0728445089221289,-0.05005473312592044,-0.05533759524950829
APELA,,,,,,,,0.008352398649459155,,,
CD24,0.031260080684009914,0.00647113628174099,-0.011455075414522155,0.0435845640346197,0.026306887322001357,0.035255947664001155,0.03574929995508795,0.05627216431903923,-0.011582195032932709,0.05777827745978228,-0.00672739354362864
HSP90AA1,-0.09407470711337315,0.025829217170072784,-0.0219781698247671,-0.02791968830048639,-0.006482392893438606,-0.03486179754829138,0.05378912897946584,0.05510249561216838,-0.03676988801863499,0.101889559339589,0.034352216863662514
BMP4,0.022422776001465586,-0.06131767731198447,-0.01882665390600167,-0.03675988624221893,0.04619581465556819,0.04996838155403596,0.006335472099819803,0.016916763361281232,0.0026737021040434883,0.029014435089465666,-0.03824535181352688
SCGB3A1,,-0.020875387545556536,,0.042375968729339034,,-0.017950191647754184,-0.010345740956449068,-0.018198184205723753,0.025191871871910833,-0.06463892760668359,0.06251280056329053
IGFBP4,-0.05719071491771685,-0.031976191076562126,0.0046207336910846905,0.0706272790228184,0.0380144428919466,0.027936526384367527,0.02314718704190821,-0.0490203428366137,0.02547651136968636,-0.037937908338164524,-0.05605092229223718
RSPO4,-0.028768130009299658,,-0.028711087920619136,,-0.02317454470458246,,0.04345580287893679,,,-0.026891862826566245,0.07292736657789464
LEFTY2,-0.04818680385719817,-0.03981603179282738,0.01860663980189867,0.007210104506542285,-0.008678876054966006,0.03301043122375766,-0.01134422983058792,0.029988366476038746,-0.02218308075405829,,0.006991102607391989
PF4,,0.010258690368228683,0.025053404184932248,,-0.01453489315441838,,,,,,-0.011990578010501757
ANGPTL2,0.09072635762900302,-0.04341036639763575,-0.027125471617488413,0.07681839860485021,-0.06586795516028196,0.022516740533949198,0.04142530077737443,0.06860757943996323,0.08874091712913151,-0.07011838399351134,-0.01435195502706059
LRIG2,0.07870105493214631,0.001269860686047738,0.005929655467728819,0.030011878664919323,-0.01303361665155702,-0.0008332900074313439,0.051148931443269624,0.042485880345470683,0.01610063568819866,0.013609840202354622,0.07156347245077566
ICOSLG,0.04911712898286162,-0.02669811822604028,-0.00010438107705778846,-0.0053537515486092235,0.16992333660061146,0.01253369153626502,-0.019634281480038065,0.09146263211612579,-0.0590191249556917,-0.04421504720906562,-0.0030586128766763483
WIF1,-0.02928775327955207,0.07232683407130455,,-0.006000351663127321,,-0.04136368640020183,-0.019468539595668684,,,,
NPPC,-0.014303931387213935,0.038480342736939246,,0.029401126359322544,0.029735869644341096,0.014078779840131181,0.005342658002838651,,0.01648070874102134,-0.0029666917525317527,
LYZ,0.05633736984523101,0.016137230822561105,0.008872247187579934,-0.07643092856406955,0.03362369817907618,-0.004379031415237289,-0.042305541507642534,0.039450660163927356,0.011714783207660114,-0.0013891062426159432,-0.015905855096943488
EREG,,,,0.017866929843550677,,,,-0.0151456883406079,,,-0.02138431142717141
SPTAN1,0.051769931576846825,-0.011465801272006398,-0.016880449446666525,0.05176306250564698,-0.04942092537407275,-0.035348501495249866,0.033642180869493485,-0.030041799682093258,-0.028991051197492547,-0.0717170388362749,-0.04382286653197651
LIPC,0.019520097291765157,0.0251903433768046,-0.02431435637811995,,-0.014302576822581405,0.013448278390468804,,0.02347652843811354,0.11112128355974904,0.06309132757232332,0.09109239122628703
COL8A1,0.12279431802709614,0.010134450985253368,-0.03104144250428504,-0.04468675858874507,-0.0097063745981307,-0.011756362675473045,-0.011584529914709806,-0.014869914740877567,-0.04414026490270191,0.02992280681856375,-0.011170703018329889
GSTM2,0.008122451372268814,-0.0017634895603961872,-0.015596938909586393,0.05508038586725997,-0.01339207479970611,-0.011891181956272548,-0.020576042068245693,-0.03958865343572306,0.0668616576101706,0.008409714547354804,0.029047954283863458
IL4,,,,,,,,,0.00893361733846244,,
SPX,-0.009043649824185927,-0.010143333673328654,0.02010244866716255,,0.026016001595826118,-0.04884130181291021,0.0014013626889176813,,,,-0.0008606488014797282
MFGE8,0.07740316203846759,-0.0064228385901711335,-0.002263947044141069,-0.0621398180942541,-0.007388488129230499,-0.057239875431433926,-0.002529925560050084,-0.0656879743980525,0.016661836893118905,-0.048642430254563926,-0.02229713241521709
TGFA,0.03433780962412809,0.010072511712915825,0.06968233747016032,0.022297070868118513,-0.006197509800319869,0.019765576355655307,-0.034523927467748405,0.003643646734238452,-0.027256448189059434,-0.049284499192120274,0.017722719254368385
SLIT2,0.004074188707931967,0.009698560292683685,-0.04212403698153111,0.028607914347582534,-0.012936380202865111,-0.0391125847001115,-0.005043378748440325,-0.020312421892376524,0.012649857127405675,-0.0492182675475611,0.055943215392583866
PLTP,0.011682498731083107,-0.031646905163896205,-0.01979186415885757,0.0900640027529559,-0.06545627751534519,0.002313626306353633,0.02160680067932166,-0.03834412807267327,0.05794510748423303,-0.011203418230780767,-0.002649611375195253
APOD,-0.08503535329785089,-0.08713510144249363,-0.03185385616866538,0.019562701056673085,-0.021153593544808856,0.06908561059023173,0.015143483871575785,-0.013314799783402838,0.06585003397481745,-0.004269788146240111,0.03149778383371078
B2M,0.03561313663097854,-0.00039936526413553907,-0.013860880434358316,0.07916000848335532,-0.03976338946708563,0.050841251154802966,-0.021516281679568948,-0.0003790123972157634,0.04184140507145755,-0.13899073323251118,0.013959114126361725
OMG,-0.09810299825962655,-0.03560188555077718,-0.02458012702324786,-0.0010641624028366167,-0.040044116898281544,-0.02240158319893528,-0.019229908816620712,-0.033937650363035816,-0.03223309773404613,0.05009430451772071,0.011321133469711166
CXCL3,0.0759785304166298,0.038424445664533936,0.005918673837309551,0.038666991669354125,0.0548245732901462,,-0.011067754356033797,-0.04586923555224044,-0.05759953728855045,,-0.03934570570516205
CXCL10,-3.4275755608732545e-05,0.0007463956464894389,-0.04739837208372371,,0.06931411739417634,0.037373397503504345,0.01796123882475673,-0.0022800144446627566,-0.06968920162257065,-0.12290975750387159,-0.039619684878807196
RSPO3,,-0.028356561552765086,,-0.0357918356160674,-0.016879442775530423,0.015571371445116798,0.015430716274572367,,,,0.0021973144948413265
CORT,-0.014058311215385559,0.006117666912892269,0.04156567514393204,-0.011293469809008243,-0.01482831960114965,-0.03235202076722707,0.11973293640847514,,,,
NCAN,-0.040740299410145876,-0.05137122713035979,-0.03026285446066143,0.04905751783330954,-0.03658207249991218,0.011427878227255538,0.0017983545556410328,,-0.05820915847534167,-0.08148367306423532,-0.053363672487685136
PRG4,-0.016831190903014114,-0.031394092953960645,,0.026522882109501995,-0.016659282093860434,,,,,,-0.004792152191386311
ZG16B,,-0.028947861931512837,-0.019440091132670884,,0.13236364450062965,,,-0.00260177979058866,,,-0.024168027787969112
TGM2,0.08012821429181945,-0.009469037865176385,-0.046172145701248696,0.05087399790733875,-0.024989255304495177,0.02674035380188291,0.0611836372729278,0.039759914914546474,-0.018943335353687786,0.050043084888365896,-0.02469197181360007
VEGFC,-0.012098803413654916,0.07058937604065961,-0.02496182564301842,-0.0008717696102710583,-0.009925069153079183,-0.0009853398454072757,-0.008579524859324682,0.04831925455027546,0.01944698114518563,-0.0004971355923943605,0.038932587745767244
WNT6,-0.0400578763363434,-0.033681979680787476,0.07509610795226102,-0.04003694549697519,0.02936045643388904,-0.014423118442847912,,0.03687097722401291,-0.054726424498975586,,-0.029187860646231835
NRG4,0.009596843181087092,-0.019226966735535055,,0.012571024349439353,0.03689081275646005,0.024288486783580726,-0.02154546359737185,,,-0.04717107372632336,-0.019382611428201697
PMCH,,0.08999829437631028,,,0.03544347350560545,,,,,,-0.04179627350254962
COL9A1,-0.03326281677384001,-0.03044716074053708,0.07508210075122702,-0.01817672190148824,-0.021175870931987948,0.01323312322632396,0.00466541143977702,,0.056110686595964916,-0.03932745585027286,0.049161910354316954
GDF11,-0.086343267298043,-0.016297112951691402,0.07301391441841577,0.06602588328705446,-0.009269184525716625,0.010734166993172126,-0.015856090343124726,0.05902974006675705,-0.06025439336129297,-0.015535524751232576,0.0010064078189014228
RAET1E,,,,,,,,,,,-0.02126258701956821
IL24,,,,,,,,0.08637029653676913,,,
SORBS1,0.03527519553431537,-0.005493745048280185,0.0568175068330912,0.07846822688511432,-0.016270644467315618,0.011561905026675043,-0.02741493141562351,0.05895010943324714,-0.04525402679945098,0.009871686937414095,-0.015463900599397548
DLL1,-0.008692091596100049,-0.025835488989274714,0.011754210401174733,0.011163551818856168,-0.02027408584245084,0.010621722607785895,0.0033364488418794803,0.01682815615880171,0.08123685362211625,-0.044983148915759524,0.009133727620956171
TLN1,0.023467745081954726,-0.005876817418308613,-0.020950248758064977,0.09535680267787786,-0.009631222064049746,0.022019543795680826,0.0028327596893979543,-0.07772404560218141,0.0557868012535571,-0.01693063429938701,-0.0015639457683340316
COL2A1,0.08911366044285932,-0.007692969058775375,,,,-0.015625653836150503,,,,,-0.012626439880834534
SHH,,,,,0.047945936777111356,0.004154370742830441,-0.01187875570244074,,-0.057963388230859544,,0.02929630759169268
PON2,0.010936782865496708,-0.04870008749051604,-0.022316348525797128,0.08637325043850766,-0.027313036274359923,0.0021625399350217547,0.023247167213528316,-0.02012772779152518,0.032091346148126774,0.06747104481592242,-0.012981864758068123
ICAM5,0.018262300299481712,0.0587061192403531,-0.023141894163151475,-0.008782286252904503,0.01668079336184161,-0.05152831203425777,-0.006687073445909777,0.05823643329024043,,,0.020041254386952256
HPX,0.005336633562054475,-0.0048102849740697794,,0.055383738975179654,-0.021517754672503622,-0.014423119415789045,-0.010345739901725694,-0.03484561804692137,0.017145351778294102,-0.001511667827217007,-0.00391689743071998
SFRP2,0.004887538110630891,-0.027753883373473377,,,0.10003101021471447,0.062344480804881384,0.02851898778324181,-0.0035593585408810317,0.11008878854531462,,0.05362348628900737
CFC1,,,,,,-0.024371542107928763,,,,,
CD70,,0.011640276154507643,,,0.0009031055521848537,,,-0.03043324245950789,,0.10147987916726132,0.028116278452431427
HP,0.035458504804356555,-0.04232678822215831,,0.08462219395402507,-0.03928548798334487,,0.018327605034410523,,0.03141970343671101,-0.09515567836659106,0.16293006985137554
CXCL2,0.03222336901405573,-0.037130561405931094,-0.045636350813217944,0.0005396974576081864,0.0773049344347474,0.04296092738412944,0.06411207402660427,0.01686357405999123,0.012509127532531004,-0.0464710838151629,-0.031345800831694
NPPB,,0.03927904318483845,,-0.054924042294063356,0.049003874544825465,,,,,,0.10484341306859905
CCK,-0.06935556357470546,-0.003303713590990789,-0.019927074405609677,-0.04750056293289332,0.02839331487078781,-0.0031017206241892724,-0.03358491987607099,,,,0.007717072885094426
SEMA6A,-0.015788320382904144,0.016716983326651697,-0.031907772260020284,0.05799333143370895,-0.040730046587478086,0.0024420369020928035,0.020628080863824543,0.003482265699200317,-0.06869869442368857,0.045079148976509276,0.0004489945382292343
IRAK4,-0.06088368994757059,-0.03277345999175699,0.028806943722483085,0.006291013130173823,-0.007928581704903829,0.03020027873714127,-0.0007725697259109412,-0.009517331057710129,-0.00044865153310062923,-0.022471290263363947,0.007685630276643405
GSTP1,0.014048040459766927,-0.013307699817702566,0.10207271658335591,0.04156854143525087,0.008657321493318632,0.03680420643741323,-0.036052115198254464,-0.08813579533478608,0.12299218024156089,-0.050331935856668376,0.01461864702000615
VCAM1,0.1002162979099383,0.008669170154033796,0.022339277539290634,-0.020791198092285777,-0.02458775438911979,0.03801495936670966,0.0020482775854278722,0.06704421635683282,0.02762841271556906,-0.0571694478941286,-0.0005054923096795271
NXPH3,-0.016838268562102198,-0.007441604498289153,0.00014777748607204414,0.041396910269193954,-0.026211267221645244,0.00860940733472238,0.005232283577437026,0.04634481775410778,0.004872935799778243,0.03928967268649934,-0.016152769715790688
MTMR4,0.0016394651823485522,0.0025567576993579255,0.029980342327247635,0.06889835615464314,0.017662844092623257,-0.006457523751986299,-0.014063005315244955,-0.024023505365262324,-0.00787731714901138,0.04558420831254397,-0.030316622359105188
LAMC2,-0.005129333863439684,-0.02113823120593151,,,0.08336288176853257,0.019078026457480957,,0.021497354006956737,,-0.02537333947456547,0.03106322941603974
IL10,-0.029059643757539905,-0.04466275908185206,-0.02575046911609445,-0.02281154263217134,-0.0013217113417277881,,,0.01745490608568072,-0.0502620959724949,-0.0700191496208612,0.01201528212996676
SEMA4D,0.034176599043874205,-0.02472280424590457,0.012714378552757737,0.035111930092085804,-0.014793891933714508,-0.06082207578327909,-0.042350988272157095,0.00806698190364874,-0.04444970061971653,0.06914817108483988,-0.048763317936522596
TRH,0.11863738229037732,-0.010224947793246517,,0.04661280295485713,0.07824605310721694,0.05411196654488988,,,0.052324570669248005,,-0.022022199255204072
SEMA6D,-0.0012987050398813543,0.012599401478571795,0.012158335407986469,0.0646489407851643,-0.03125092905015408,0.020173156789436986,-0.006602175471210213,0.001349675525499458,0.002535721581928666,0.005861207454137932,0.03277384323394457
CEL,,,,-0.030334701281826207,,,,,-0.05527978359237524,0.013157314440222249,0.06184423005450344
PDCD1LG2,0.1262580487141011,-0.014451320794442325,-0.007744380805321712,-0.03734992596797525,0.016931231501199004,-0.013877881700896526,0.006427018122216763,-0.017758044252032992,0.037242257995136405,0.07058594112669457,0.06874161693879723
SPINT1,-0.02737708708296095,0.02210220696074317,0.0032534412091213432,-0.03642214237707962,-0.01711296810593706,-0.017950197132440587,-0.01690721511642645,-0.024316716776653226,0.09248599972503321,0.025291025416433476,-0.027775098042605185
CTHRC1,-0.024657920052148858,-0.04962134826762438,-0.0012358582728568149,-0.03247829780068881,0.0350826259175085,0.010660366980847762,-0.016532636882682396,0.05756189291841168,0.027568578926505338,-0.04366397180859824,-0.02381781606168173
PODXL,-0.005244233735332243,0.026237541037509134,0.0006671833346975248,0.0044222659056582965,-0.027904774840034174,0.03393093026137135,0.009797928255552956,-0.01917400335661971,-0.022164766172755018,-0.04333769861823762,-0.018478807543096935
JAM3,0.04167006968666021,0.009154087662735262,-0.03797773235494824,0.06682468462955041,0.019641843941017506,0.038642667109834765,0.05199533571213162,0.00275562107527429,-0.10084882034484077,0.026824011699640292,-0.02260450429188532
TGFB2,0.11554647334147117,0.011992228978417186,-0.006610642895997782,0.04629930196827641,-0.037507435991466526,-0.0003089360874640475,-0.011928660590818537,0.1353886312134085,0.02850203201175963,0.03316041663013692,0.035072355818151275
COL18A1,0.04640603762011245,-0.027673742080693467,-0.007214649075076785,0.054308151184009,-6.522803379883007e-05,0.02205025052644365,0.005249986836425046,-0.09756933091167154,-0.031485527739017076,0.014221539521795688,-0.024746927437848565
NODAL,,-0.01822732319851954,-0.017315955846757797,,0.04391863934389197,0.06031086247388245,,,0.06641574817697293,0.05987621601859722,0.0681917957789516
INHBB,0.05714215103521497,0.019253215006454237,-0.019529151025712635,-0.004207099886441372,0.039959272247564855,-0.03615118890778265,0.0020924407331699628,-0.03155709955684649,0.033170672749534266,-0.15385955618885114,-0.023775311961544806
LCN1,,-0.021138235962119598,,,,,,,,,-0.02227004653026798
ARF4,-0.052748490260739966,0.06136692233363026,0.0427168578218224,-0.0552964632812545,0.06776054032143661,0.03388492082127086,-0.016974485504582696,-0.036036491915624594,0.0281780198479879,-0.09116565054249177,-0.0007483052536721014
CXCL14,0.04839388878477753,-0.005803121351111044,0.009342284521596337,-0.03272306602901152,-0.01396583086012769,0.05189927636182624,-0.03624435537439765,0.0721163864888976,0.07000043937338951,0.013556712076927897,0.035785501558255106
LIF,0.09093699717315643,0.0038262204897241718,-0.0219123487944619,-0.09104372612406836,0.033312600024651494,-0.017508064539684245,0.08082443363207867,-0.0372633115219345,-0.038411982775343384,-0.11481307304351981,0.03267679738596466
IL17B,-0.032584262468023456,,,0.01085774967732928,,,,-0.008984029261682848,0.00667238787440918,-0.0025816563146842187,0.02817221497135104
MMP1,,-0.029142548867451556,,-0.0026698476392659734,,,,0.030442818755969707,-0.0021401059909092633,,0.01231642054412394
MATN1,-0.025673361992866173,-0.027753887155606186,,-0.044159370277004444,,0.1342827918306399,,-0.02772312522843871,,0.05119464487706187,0.03503108140799229
ADAM28,-0.05650767313219212,-0.029931655095834654,0.018351497949500008,0.018183665582076375,-0.03097447657797633,0.021675547138311817,-0.025359247638426792,0.06288795336376614,-0.004705148646010956,0.033425384251497985,0.021005472532363564
TCN2,0.018319683904509255,-0.07490999675819603,0.03232742217686913,-0.014881074744218495,0.002888907447571996,0.017949861740772198,0.0377579698701409,0.020197905105220893,0.04824010396154529,0.001110537237389363,0.019482084457772664
THPO,,-0.006623604567058928,,,0.04107540501319416,-0.02403555734236527,0.009042005758935625,,-0.054726534933922565,-0.027409837722113112,0.0571768369343505
CUBN,0.012360528517892072,0.007599647312749701,-0.0336901913906444,-0.017231940900974057,0.005557868458886674,-0.030068390317274114,0.02778468010248563,0.026372536387199746,0.06152256258432154,0.07439974653136595,0.04792652331496654
TIMP3,0.09452337131988597,0.05321274021576337,0.027774125556051875,-0.0501206754746554,0.018779898008876184,0.030664748975959975,-0.00281109292976939,-0.001314585692201835,-0.06082878201665004,-0.02839132005969239,-0.02411528272179763
PIGF,0.006340049201164744,-0.030104280008021206,-0.002710842970382167,0.00265694231508568,-0.003022833681603713,-0.010170705636776701,0.0019331333975951574,-0.052471670151870466,0.06582044660702424,-0.006442457551173759,0.01580965809261248
CRH,,-0.024765960116447504,0.02428247687080353,,-0.01952653500390736,0.08980938073055572,0.003222267276435039,,,,-0.020780748908610296
BDNF,-0.046506515308911145,0.05787875131485848,-0.019440087427223442,0.021999620104203647,0.006300863050855435,-0.0014790169420874101,-0.02076229940972416,-0.016807480179275906,0.08384507186810483,,0.05008391900595241
CCL5,0.024075045466509924,-0.009931881465697116,0.008677171997496333,,0.00277526488161085,0.14162108445256388,-0.03189284990013856,-0.01831495089190121,0.00453337077135079,0.07221047125379763,-0.01193999539900445
GAD1,-0.011469873608798885,0.005125706453130982,-0.0030979821979936675,0.04208226770162237,-0.007788110630908075,-0.026387081045279225,-0.04648821230597888,0.0017453014078323591,-0.02866996655171034,-0.03148523182950942,0.043614829347884056
COL14A1,0.15284186568716335,0.019044993903734476,-0.02711814335928195,-0.009700244794134262,0.010094941425119608,-0.022050096782870118,-0.016717760344457575,0.07453967556939707,0.00434174489468838,-0.0067272047286211665,0.012731212992372069
HLA-A,0.03683480432996487,-0.021299511251158653,0.007501825921983322,-0.05803157178601532,-0.05989483156980221,0.030449469170346063,-0.002823602318039415,-0.062455374204847675,0.08965911367013496,-0.10807694858649691,-0.012564090489511752
CD5L,,0.002324556942593834,-0.04678809973412753,,,,,,,,
FGF18,,-0.02240871501358779,,0.048016249201676936,0.022498120312844806,-0.019762002826458517,,0.06955602827389018,,,-0.02202220102202784
ADM,0.0401290413341378,0.06976196550430809,0.00016524446965616535,-0.06961915853238589,0.06735994529239718,-0.020177152904080488,0.05560737857584213,0.018823785801746696,0.02770606285666932,-0.04798729625029113,-0.005068094016913401
