,UKF243,UKF248,UKF251,UKF259,UKF269,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH916T1,ZH916bulk
CEACAM1,,-0.01534064847294446,-0.01188054363205348,-0.030825899430029387,0.0010365137821717301,,,,,-0.044492990793399065,-0.016268859124782094,0.06917284253219634,
PDAP1,-0.01355217282692488,0.043826503515521746,0.049335339191707905,0.0009887924151805705,0.013123260547627554,-0.025270187849246534,0.016299574268238998,0.07177736965205964,0.05644087062181719,0.05966305240973063,-0.027497612451610066,0.04592189535300524,-0.0005025745796970393
QDPR,-0.020436273559210006,0.0048076699721867275,-0.06578748768402068,0.03170070606794651,-0.09817670778995684,-0.0333201857627687,0.08051190247656723,0.00436298645921283,-0.12683409376488333,-0.0303340807986295,0.03236448287964571,-0.005760068845728525,-0.04176463418022423
POMC,0.09462450523080163,-0.03635905045841003,-0.021109830581367374,0.004352295941250109,0.042324218590621125,0.04209158404915884,-0.018940383457254583,0.05851182148822512,0.10514038747826979,0.047674301184490696,0.05920811477420947,-0.038115712179253726,-0.028187892402640934
CCL18,-0.007289049327855053,-0.019143679847987587,,,,,0.024012121826573626,,,-0.03815041351750746,0.011195287440494429,,
CCL17,,,,0.015693235276400132,,0.12220799306909506,,0.05714055787859091,,,-0.023485119496388887,0.005630629812107377,
VEGFD,-0.0029639423557498604,-0.001486990203636189,0.021653391307541008,0.05444995048591297,-0.023110239732083857,-0.01602366900575344,-0.03368732403138131,-0.0190118758569084,,0.21471208826654276,0.03372792594130714,,
TNFSF13,,-0.014446439717794064,,-0.012324306786971141,,,,,,,-0.025527521961884472,-0.03221120923026525,0.0019116479191299252
WNT5A,0.062225827113805865,-0.03985746301020458,0.03874776726616634,0.04384209219166079,0.04821307848496467,0.023929572450375507,0.08820623081410742,0.08961100253169624,0.047906631184995975,-0.03966326085853558,0.03506255854711967,0.032389891943135234,0.04537783393539681
CXCL8,-0.07750468269492501,-0.03989803823178051,-0.015933237474524128,-0.06238534225701843,0.0417318289992926,0.040955995594752145,-0.0608934805499164,-0.019435383546993923,,-0.04313427579866299,-0.08361822277637738,-0.06960355409533366,0.0648727512540216
GRN,0.031525883298451365,0.03480391136785777,-0.008873760532025982,-0.036333236696272496,0.05196655371030529,-0.03296161462356313,0.029163791569827992,-0.021138287790729224,0.003712473464054978,-0.018121692329085833,-0.03276165785176843,0.07179639103119556,-0.019014606236037897
MIA,0.0322373008871201,-0.020002271089255185,0.06903804596543042,-0.0014210461208510343,0.0873584381371206,0.013157105176567823,-0.019937000933634937,-0.013047761105009836,0.04413184911992141,-0.059774535286123136,0.12881451385519663,0.06649177389195593,-0.03139425691640308
COL4A4,-0.050930323386124,-0.022991403959513844,0.026232339549959762,0.04699958232471651,-0.013593898158891688,0.01613000199784551,,0.1003765087531218,,,-0.026048987239899332,0.016110012086415368,0.03313859128004464
TAC1,-0.036684928796916004,0.05652991035383784,-0.008649830988492348,0.05526853647487979,-0.06270334107439893,0.049827753396542836,,-0.04476152662435941,,,,0.01581429368476854,-0.06203142593860763
RARRES2,0.05051453526065497,-0.04761259215707552,0.021891476437196734,-0.02810854506578959,0.04517199947483816,0.004664971866767463,-0.061390280679287555,0.04436886539759714,-0.01583920279869034,-0.005408466952389811,0.016440787146414455,-0.04202000337067344,-0.005723195485245881
FGF7,-0.037242851513269754,,-0.01920626128086882,-0.03167104390136869,0.07042650886649167,-0.023733262070953134,0.004715604712985198,-0.03352457633442085,0.048019142488605504,0.026000042798325847,0.03632077259789739,0.028321158897780627,-0.041459125001178626
EFNA2,,,,,,,,,,,-0.015462461835990584,,
HBEGF,0.07623036412942168,0.04060099230811858,0.058953481873528106,-0.02417181135230129,0.07528245919160459,0.05156615481549626,0.08339909952676688,0.00819712658221006,0.07355209084850858,-0.022145507727033387,-0.010692697688753399,0.04100036979773077,0.07791175773859911
CSF3,-0.05093028306443484,,,-0.02129599262788688,-0.014382082602058817,,-0.05060935082233918,,,,-0.053941326115241085,-0.011242692764951653,0.0036422040573905906
PI3,-0.03875972659010505,-0.02013995833120722,,-0.03675045381547994,0.007831398534419469,,,,,-0.061068838629529214,-0.09241149999951714,-0.059257886205583,-0.03902561488080825
PCSK1N,0.10279316268133387,-0.047016463986685866,-0.055148852690411365,0.05832002090795164,-0.01963681618666437,0.03871853959738693,0.05064965778504044,0.03419325009671264,-0.048028146270322696,-0.0008194762477806643,-0.004391015886297766,-0.030383997029818813,0.015565790670778706
NTS,,,,,-0.0176773095582751,-0.060563544959875794,,,,,-0.01883807553745572,0.06795139046074468,
SFRP1,-0.04946274871060028,-0.056114466400442604,-0.018131817518050927,0.022044533765197424,-0.00724666960201306,0.004959370040017026,0.025815130505417148,0.019883292608826878,-0.04189016208630931,-0.004172617265773769,-0.034216236475313515,0.013223365008142304,0.026842280971588948
CXCL13,,,-0.01729388770062141,,,,0.02684254287447531,,,,0.0053313386175933815,,0.01830460353065039
MICA,-0.04309208581923192,0.0334980187430204,0.0009272382277889358,-0.05233642149451242,0.08201274746036381,-0.02248134144873916,0.013434707536063848,0.01617897351644517,0.08050429247269976,-0.07323775642176102,0.1157776004979829,0.09140901268625809,0.023071060795215495
TG,0.06092849044079028,0.01844022002260356,-0.016155145596513754,0.01750582119406578,0.004355301221796795,0.09283064302523424,0.042941148909127216,0.03664815121282864,0.06510125262665498,0.0318499863946917,0.09940385182167878,-0.01253754348820658,0.027644712421553485
ADA,0.05277621427040489,0.04184131870871511,0.020727198029426568,0.014054898310043886,0.06952059805334214,-0.025675457095259896,-0.0469706369554643,0.01095599262759222,0.05959978400426278,0.05484550428002606,0.0848900965666605,0.0764021241358715,0.12047617388540924
LAMC3,-0.006459437801904504,0.011038764337421274,0.05116874838808859,0.02354383615499953,0.053364769436741885,0.00438496549550428,-0.019633578841464838,0.03115630104961941,0.0680692503052657,-0.004260633359612234,0.005163714672180081,0.11379423966692359,0.0784570228276398
CCL7,,-0.01217699759861183,,-0.012163557817223142,,,,,,,,-0.013901331493291019,0.0983134161086148
NGF,-0.029342383843034586,0.09209872139968336,,0.05862155614074693,,,0.023327821717156114,,,,-0.015254620335093557,0.02566270474818494,0.10242575649518523
TNFSF15,-0.036300190843286895,,,-0.013544716541470086,,,0.016672904327056058,,-0.028038905182246793,,,0.04367680719860697,0.022056338479380627
HMGB1,0.16861332074871654,-0.0718065752386632,0.0357537032624674,-0.032416537552900145,0.023472910782292324,0.06786506973258746,0.025811690630375,0.00518312111832549,0.008962072433483563,0.02600949565800593,-0.03852335691960681,-0.06552519209217277,0.002780711185693574
ITGB3BP,-0.06335359618391591,0.030437993474896993,-0.022817793469957864,0.030187899300704195,0.07491658777500312,-0.05512307582174637,0.05179522025674782,0.02645782294067096,0.07263552572654555,-0.0033480104691158436,0.03653010755157614,-0.01269021024654084,-0.06505898661196569
AANAT,0.02557381030148678,-0.017666970914745696,,0.010966208801528819,0.016375657316333152,-0.018223549954413627,,0.1585892872267662,,-0.008737878064366295,0.018205170471973897,-0.030239647718169213,-0.023004656566721716
RELN,0.05974833614271474,0.03716459370254674,-0.0290142784138519,-0.021392238897937996,0.01792036418585789,0.035191032768176964,,-0.026343918824811914,,,,,0.029903766449114397
IL15,0.09647258176294563,-0.009904249457495034,-0.020581408330638824,0.0055886951032931564,0.1563030681374218,-0.031996561403169844,-0.06545577080135696,-0.022069432902450635,-0.032269021872486196,0.1785518531703525,0.0271978104641732,0.04014384932357669,0.04489559110532867
UTS2,,,,,-0.001536667424577056,,,,0.02006913525802069,-0.02377931699570189,,,
BSG,0.0037247738728242072,-0.0037338223174644847,0.04116225249635949,0.06146270661322782,-0.0389438140736869,0.02126316961245491,-0.04950849695203754,0.09308793284192227,0.12445158645270853,-0.008772075500312969,-0.03130822598542164,0.10863490009756846,0.027707602620969718
ADAMTS3,0.010109792630462423,0.06299466881966573,-0.0283857620870688,0.042497509149138406,0.050430897670086745,0.05915469037985098,-0.04462056412269081,0.028640212772603906,0.08559982575469874,0.011242953429407903,-0.051453202770674826,0.11478876934863903,0.02801159700237689
CD34,0.013464590598568537,0.016383236368744333,0.03549843243429358,0.013140612945105932,0.02785199771806372,0.036725068750600234,0.0032223139966485004,-0.0023820363286522132,0.05722258815723489,0.018969527572179398,0.040986929142992456,0.08455020669040306,0.020526788455743485
CCL23,,,,,-0.014761246205737022,,,,-0.02645777768731753,,,,
PLAT,0.1435733396998059,-0.005555082685762782,-0.014634905877067011,0.0031627551402659505,0.021442728043897765,-0.015338382681268465,-0.01850142718577843,0.11346163819474006,0.057948026294484034,-0.004933285802691867,0.008406886431475701,0.13194645170563257,0.023608646269566724
NTF3,,,,,,-0.01009245216798506,0.08332551099905418,,,,0.05629192919383814,,
LTA,,,-0.011880544851210057,-0.015589710720942323,,,,0.02313945493081592,,,,-0.040698008604370874,
CKLF,0.08951793135076766,0.019607607677368896,0.007317539509252775,0.02537817890568666,0.0612554245161357,0.053718903469282986,-0.022472382482234134,0.05407180214182399,0.03790790438413508,0.033796278314316114,0.0635959093987599,0.013379096842413516,-0.03500069315172554
APELA,,,,,,,-0.03199264242652826,,,,,,
CD24,-0.043148083768226354,0.04294103571950202,0.01427521593925286,-0.00068098336351578,-0.03102748995175443,-0.08675808266582419,0.09518557375207919,-0.018895546479237923,-0.04264717914741727,0.02293177258777071,-0.003940860168321725,-0.016783004393786972,-0.003605719814136535
HSP90AA1,-0.036944364382396566,-0.034159717182814825,0.034342112081143926,0.03393486858503427,-0.05691576939333407,-0.07109811350266435,0.018123723764588612,-0.042989407823061224,0.010208192555312634,-0.14162944721184798,-0.13575962675795736,-0.10324308936715923,0.0011791553612338383
BMP4,-0.053900063543960916,-0.042373572061612186,-0.01259407397988948,-0.036372666579405945,0.0267958558030254,-0.01682054472479423,0.0009181294433506863,-0.018805438582937557,0.1052072563406268,0.10568450901449411,0.05640518070685022,0.04646210029827766,-0.03226102975877881
SCGB3A1,,0.04356036374235716,,,,-0.015371742625430972,-0.03266623740506518,0.1341515075296432,-0.032651023183803175,-0.04298066355168615,0.011453208260457136,-0.0017788335462106274,-0.01360119711882451
IGFBP4,0.05133936631874155,0.031374962247122114,-0.004809747927124133,-0.00913847626419745,0.0694155044602777,0.033505484930064264,0.0034047893469349986,0.038859582863263444,0.059143417142348796,0.04591564895323337,-0.018224878486066586,0.1278776012757034,0.05541473657625716
RSPO4,-0.03584473015622557,,-0.019206257634561335,-0.011139537396006408,,0.07621053337213339,,-0.019719095538734778,,,,-0.038479362619804024,-0.029007960695419846
LEFTY2,0.06542993473449413,-0.03521949432666193,-0.012026456017915313,0.03759663622704347,0.0957137961450373,0.1529044676144826,-0.036441036713177104,0.02104806220946831,-0.04717106599112957,0.06397592512427457,0.09674939689341853,0.09634469132821703,-0.02140208558596293
PF4,,-0.01263167905137605,-0.010806970277107017,-0.01061246455914922,,,,,,,-0.014172416788788781,0.002978158369812562,-0.022723577019155335
ANGPTL2,0.03377451362312395,0.018467120214920942,0.010499387065578267,0.030410551082434335,0.06890342122432729,0.033305970908587744,0.1129299148812726,0.08480361562710503,0.02942000423698395,0.15043149433117997,-0.009426424516548374,0.08690738382624717,0.032023778337861755
LRIG2,-0.02374069665177562,-0.03766888441575557,0.032649653276126775,0.029242872637182876,0.012195497762116033,0.004150614701186533,0.047469468221942104,-0.021005132970879303,0.004725766902734257,-0.02442005840951349,0.039096979570869675,0.07548044856082556,0.0018996179380501475
ICOSLG,-0.05835573349537646,0.024229495974714164,0.00010328046276810116,0.013091925075029239,0.02162533830460251,-0.02917269268744587,-0.010715473399720368,0.07739851904113057,0.02718836839299734,0.026310725808035732,-0.013325674913250589,0.05374509482297808,-0.03701557841706731
WIF1,0.02288476038861342,-0.022728656163300113,,,-0.01752392980655358,0.023255490800306797,,-0.06894286502715984,,,,,0.07767319456321359
NPPC,-0.05468871297535399,-0.0072872199022079925,,0.08925709958752606,-0.012985078845458749,-0.021362957332640077,,0.059134070387923926,-0.02337635463150176,-0.008518445940144835,-0.02681516268328886,,0.005418947939782886
LYZ,-0.08733955686961914,0.03818977214145159,0.011922474354039751,-0.02159489110321943,0.076466035563988,0.01311511215736611,-0.05392839124741329,0.02719648892524901,0.07837341746168972,0.017994889945781235,0.057781677547801155,-0.03122941650755023,-0.018784251729004955
EREG,,,,,,,-0.022926489264060674,,,,0.018716555172866023,-0.004316996185549659,0.07324113122955213
SPTAN1,0.025526879235154565,0.07464575338705137,0.009154757431671892,0.07189643907347526,-0.01222858440468695,0.030118646165449497,0.018072552158406106,-0.023651521407867082,0.04398179573291729,0.05170428309129558,-0.00039633907350023097,0.015364591571669877,-0.03231363694770433
LIPC,0.12003132416604584,-0.015464495329935251,-0.016265067840962575,-0.01907138920105716,0.11026009556377175,,-0.009395670495286083,0.02803038093131166,-0.024788231186716383,-0.03871214143405775,,0.007610386944252318,-0.0354360581515563
COL8A1,0.08207115821352447,0.001074300909245464,-0.010154389234025906,0.028588610810427417,-0.03569127809659508,0.010615578225569435,-0.025012366675148032,0.0930986146354503,0.00623982847606901,-0.05763833979858023,0.057592899850251615,0.048015458149077386,0.010436444803502906
GSTM2,0.01580624344470284,0.032764284953171297,-0.0236808631058889,0.03754821869897511,0.007927188873591397,0.012934721235410616,0.11062288248649407,0.02768924588843649,-0.048670090491651205,0.020767433553339414,0.04012780575369785,-0.009760354473470352,0.03993600746549955
IL4,,,,,,,,,,-0.037005112597596986,,,
SPX,-0.0038474049141100607,0.06941773882848645,-0.026908200527484896,0.016029364299397282,0.012140731144646453,-0.012564818049657233,,-0.053781354610963734,0.017446662363289976,,-0.017596866941570876,-0.02176219231430023,-0.026828020346543437
MFGE8,0.02261390827288528,0.05215408387151906,0.014247842951247237,-0.006915516428626514,0.03199527403391725,-0.01718134271437937,-0.07171945436083065,0.0387748290866829,0.13314265452106946,-0.014287100455481566,0.01029795390941883,0.1421184871355646,0.007060071476353383
TGFA,-0.05098745078512846,-0.029142330227837455,-0.046965381063457046,-0.01457823186073273,0.02453523460636383,-0.005830121988983119,-0.030520161751047645,0.06767163152795429,0.06202048007838283,-0.06007205883944386,-0.029896702952740082,0.05139178738250367,0.016166515169844402
SLIT2,0.06092291799101193,-0.037525336136947966,0.020500250314292114,-0.011581825899327897,-0.03417388387157876,0.010695369037032446,0.00045309534844778943,-0.042906813384314284,0.0969836285676061,-0.0519661680519471,0.05276032116690212,0.022112834520972287,0.04519541457133866
PLTP,0.05082036700914212,-0.011468764097998171,0.06288592866119679,-0.03664128466367665,0.04233232212150942,0.0033503699396446405,-0.0038270724850050317,0.028496982750901893,0.05589972160442597,-0.08363903776313489,-0.012715313179370987,0.049461137607971176,0.015924113049140515
APOD,0.11280414482997059,0.013912553542560553,-0.042224134103189245,0.06548565832621107,0.012208557324598591,0.03383930477958808,0.016197962222149774,-0.07054002724324528,-0.1229079367252172,-0.05889189780053647,0.04850091048382234,-0.08134148353984356,0.038599583368164464
B2M,0.06723309518458004,0.04984886122764871,-0.021280976118970712,0.004418506883150429,0.10443265505192444,-0.0034030579460770766,-0.08287702708212201,0.06909033605501952,0.03894204483503674,0.061103002271613555,0.06991047092434002,0.031794017192209034,0.06005385433788271
OMG,0.013261850541292291,0.014111429964115874,-0.024283785442812875,-0.0017398638400702195,-0.07386822865652484,-0.004988429536749152,0.0017973248509756358,-0.04134853286339559,-0.058758477868834674,0.1011575574289437,0.03706750107693844,0.03123962567724584,0.0416404983403434
CXCL3,-0.01839504777567357,-0.008658583803653324,-0.022218102409682694,-0.02814412455749098,-0.017032965244036687,-0.016444512975785676,-0.05734028014364038,-0.015893990125642857,-0.024091677691202924,-0.044852759040877536,-0.00670638374376543,0.019030465338900272,-0.012662836353452412
CXCL10,0.10951420755684438,-0.019383667420798736,0.014681015115469142,0.003228759631671786,0.11630545596941078,0.021601900206433367,0.017633258429095217,0.015073777312340298,-0.060833842278858644,0.02529819391922376,0.06610494301689789,0.10502485450892576,-0.052633586353357575
RSPO3,,-0.016540902373670712,,-0.012324307191694112,-0.021302399392814364,0.03370128893886827,,-0.016608913354643883,,,0.01651809891355516,-0.02900389398279971,0.018170016941477896
CORT,-0.04018825793223328,0.0908226317340851,-0.01930056456792185,0.08310701954841697,-0.01347889609138458,-0.01601314036995596,,0.038120108531272234,,,-0.014830713840738564,,
NCAN,0.1653919809779936,-0.020915478562135294,0.04346202289137126,-0.00019860670889044484,-0.017876006542681035,-0.003626993849116455,,0.06889852867936448,-0.07386121811049724,0.021235824869964788,0.03640880582354956,0.04431361634706496,-0.018862778294998994
PRG4,-0.0548475362675728,-0.01831275014409391,,-0.012163559712733068,0.06704525978962679,,,-0.0020785979562731568,,,0.014474788519648247,-0.016818274519569253,-0.015653910682824543
ZG16B,,-0.016885818728221723,-0.013004432286429944,-0.014117298646830125,-0.0011085023854329216,,-0.03102323226760203,,,,,-0.0361647344009267,0.05705070228248699
TGM2,0.009380383854929569,0.022184772560887796,0.05031615095065658,-0.03273948266116207,0.083357785796427,0.05978521808756906,0.016037192054833657,-0.0167146017202567,0.039968191861982104,-0.04320753841317014,-0.020365640573874532,0.051863154403603756,0.038515538523943765
VEGFC,0.024553788545486187,0.007457621689539869,-0.016698191850281964,0.03473329753831948,0.038202262107494604,-0.012651993962313562,-0.02833090615275689,0.04654326695166982,-0.03987502167470682,0.0599253436490423,0.010850546552358335,0.04415966169334393,-0.027947773771149226
WNT6,-0.004725717730854152,-0.01964731642851598,-0.012026456333543678,-0.01682376929749621,0.023171074492753338,,0.0036384479909731737,-0.017295643348589466,,0.0007667724215072653,0.03126266678418107,0.014722508289196532,0.029195460407048474
NRG4,0.09304178801936068,-0.01121544229269532,,-0.014803608603055312,-0.022985210994717554,0.02186753354174366,,-0.023119331772934907,,,,-0.029003897233444244,0.03901003401172626
PMCH,,0.14441833739083454,,0.03695488536183574,,,,,,,-0.0013722577160381125,0.04214183810119396,0.13708593307508066
COL9A1,0.09049586698864087,0.03773737839917824,0.058064246821742695,-0.01546128873376179,-0.0039913152254613185,0.022950609363588358,,-0.0009013350411431664,-0.02495582045039397,0.04981650080784865,0.034083642243218665,0.02795688944871654,0.008075499311831127
GDF11,-0.02062446452213433,0.02158664988419603,-0.05110737823078705,0.014495316223992,0.03404891066647326,0.003060111294990702,0.0301756878073435,0.061879524231741465,-0.0006030317053281461,-0.02108549189221497,-0.0206131006901533,0.08907344280414793,-0.010118750210962119
RAET1E,,,,,,,,,,,,0.019240634236789518,
IL24,,,,,,,-0.030314256629369242,,,,-0.013946444808613172,,-0.03367726429889333
SORBS1,0.15068459818440944,-0.058015992086544725,0.01613586458661766,0.039312914698415566,0.012689647027460105,0.04381175930530442,0.0547024027155871,-0.006556750558592429,0.02294162989184897,0.020156338596422237,0.04995602046331669,0.0005018213528380699,0.019336612886273107
DLL1,0.005100071838399162,0.01398197458034767,0.009590050116449924,0.027624654987021748,0.003289101838143631,0.021064142593287555,0.018813987541690128,-0.016501041558110045,0.08195035463908434,0.0750975528334947,0.08540548723396488,0.11539648366122408,0.018964464676842426
TLN1,-0.09865578888094999,0.06290453534640585,-0.014942375990642267,0.013045018039662204,0.03741263951811844,-0.002152080908400541,-0.07035439324637192,0.08162293921833104,0.09846847526987411,-0.09193704975683221,-0.009882223979579406,0.06419443759366797,0.042205390952504036
COL2A1,0.03885094210663016,0.007293791063022222,,,-0.01703297104054353,,,-0.01613566306164222,,,-0.03634870149318575,0.036441438957763715,-0.02713981250065987
SHH,,,,0.03239746678568709,-0.013389984852079246,0.04863786418993912,,-0.01539975897820457,-0.06669569873673119,-0.012369157705636092,-0.027281293816184583,-0.03135590879311099,0.028099091601075866
PON2,0.13840245879725685,-0.03536699052480503,-0.0023297226005295282,0.017459021989068735,0.06719093663796272,-0.02038556683612752,0.0388975081394955,0.05552947456842012,0.04579264193685781,0.03974532253832089,0.1307567896239906,-0.03879498652973021,0.06716630962185145
ICAM5,0.019222135301147806,-0.02212838619968426,-0.015480750248061434,-0.005200104553570132,-0.033284089924072766,0.032691952301639064,0.02706988092686029,-0.030074897436063237,,,0.0019479092512565451,0.10597109779302914,-0.05182158863066122
HPX,-0.023483964453999775,-0.030428324006709,,-0.030754682952838987,-0.024803554460419742,-0.01537174105831883,-0.036243861840595165,0.06343437623747634,-0.02409166508695493,0.04775895767667933,0.1103178816430317,0.022644509673970997,-0.003461405758352332
SFRP2,-7.745404704285958e-05,-0.016189349139409354,,-0.01439551689285637,0.0969678166381402,0.0262797436561778,-0.029917493618416013,0.015064996132928807,-0.012280435465155054,0.02089890171225525,0.06035556282076946,0.08215798189621949,0.012852294401786143
CFC1,,,,,,,,,,,,,-0.02665471087026721
CD70,,0.05658828366226703,,-0.0003066047699084105,,,-0.015659998076943692,,,,0.02694568015729893,-0.007235739685400862,-0.014948037320024234
HP,0.12972682018988227,-0.04990571670215311,,0.0029591280934746257,0.045733594559994116,-0.008476143108848146,,-0.04050996584051961,-0.025562072988072334,0.068545179265027,0.020117908303023967,0.026244463216396265,-0.015616877741257744
CXCL2,0.03498691946214385,-0.03541937127736484,-0.030528397727151862,0.012858515965871805,0.018587027615723277,0.115100345401541,-0.052788845529076873,0.01363870744801827,-0.04323950495353736,-0.03227676673351727,-0.00822987675672006,0.057197085557061066,0.048777632492731975
NPPB,,-0.01570950387726047,,-0.04502639969096913,,,,0.04689822947815683,,,0.0210690114659905,-0.029421223572901483,
CCK,0.12745896092963327,-0.0007110454622081319,-0.0499994115407435,0.11286665113505408,-0.06450236769272517,0.06620616536193914,,-0.04434232820226427,-0.024788251194212383,,0.06605643672935849,0.05136767855579922,0.016186677069338216
SEMA6A,0.0701591432696693,-0.01249608073807876,0.005778310898011622,0.025660115595453503,0.019038505205692696,-0.004055991881491948,0.05300768388258014,0.040839658060042965,0.011401134221614902,0.045389318491684226,-0.0230038263218206,0.02253712796380268,0.03349248434623149
IRAK4,0.1269161833018494,-0.00459963570865151,-0.0398908750798227,0.01285839475625289,0.055201849119350443,0.07506784285821133,0.04743409696834965,0.0694318029656393,0.08245616167978324,-0.010815987517000348,0.016260253903154543,0.09194224571075132,-0.024413994592672034
GSTP1,0.04615143867680256,-0.04220182598399826,0.03752390975498024,0.027446827815220867,0.03479714215347492,-0.02213483491432762,-0.09298984143374348,0.038003881272634495,0.08949846200467193,0.16145451957738016,0.06695517012604763,-0.01372342447627026,-0.004066879672668589
VCAM1,0.043402765710829495,0.05495495217566129,0.013191389245216087,0.002751349026005514,0.05714924656546331,-0.03639491095360864,0.020570893579245266,0.05751961288703012,0.021477422597325314,-0.017062332133814036,-0.01637249167900653,0.028334145415255568,-0.011579077483995674
NXPH3,-0.000697962994826794,-0.007797809066043009,0.02566004796017581,0.006246894624839828,0.02899937959198769,-0.019726419759556132,-0.008357166952847888,-0.0009674924945884691,0.0963984629804377,0.036147604620612624,-0.00479348941747407,0.029294800846398104,-0.03848080548212654
MTMR4,0.024493418674446637,0.01976129162639227,0.02411686819253002,0.0591280983866738,0.024870050855828253,0.004514586364488133,0.03381801794141386,0.003478194066089439,0.05702105817360993,0.061260745380249,0.05163106035114771,0.02354344729000732,-0.04351431714910866
LAMC2,-0.033967178248021104,-0.01233031790821262,,-0.028252475274608894,,,-0.0069486429469651665,,,,-0.01831559533102946,0.09249957867822164,-0.029007976664224153
IL10,0.03361176553866063,0.002863571402454243,-0.0172257542250548,-0.03174070826590431,-0.022351061055659732,,0.0075963626708728145,0.056965323663279256,-0.045381005154824,-0.06231224292808854,-0.012139983481800176,0.00415689554643243,-0.018918701970237577
SEMA4D,0.10472833788809023,0.026822002870720174,0.04592534477014571,0.013437921981387225,-0.027426129198257362,0.007637833871556692,0.030820789636597127,0.003764029618665559,-0.008823638779669053,-0.07189856535546603,0.028605143411497128,0.04395510117360011,0.08056015096718952
TRH,0.017906134069498404,0.016759286714565832,,-0.029962852224515845,-0.02464155721946084,,,0.022173324878392225,-0.07910689292690154,-0.02670766055553336,0.07443533546464819,-0.03295374343227145,0.0476361514084518
SEMA6D,0.11742664075124595,0.05435106623833016,-0.049880757052240945,0.05182089133742633,-0.021732404744199317,0.0007877513497909293,-0.02220926677977636,0.02662779133699262,0.12687844968246437,-0.12247905982888665,-0.00894075502151644,-0.013826699735703031,0.041165971568884296
CEL,,,,,,,,,,-0.021989103715792296,0.047422538583169756,0.02793083769296526,0.03394289084450951
PDCD1LG2,0.014944410813611612,-0.024427304422242856,-0.019806204162906085,-0.05120167572993445,0.017461179605042336,-0.009086220706758354,0.012664596426443624,-0.030345367089669034,0.03885738873525319,0.002503094051029922,0.07379972013279328,-0.001013386664976628,0.09356596312850479
SPINT1,-0.026950356833855337,0.04001718705296715,0.016754008511398664,0.0005401009431154277,0.09041450626558331,-0.0017587127151600978,0.03512436727723382,0.07991824540154885,-0.02023573691046363,0.02987693103945547,0.00663727604125259,0.03960531925206163,0.026327683438887094
CTHRC1,0.04843562449110232,0.013070149860331911,0.05317616925488477,-0.0159219440090352,0.03858552008836507,0.03572910356089509,0.23206040929866598,0.02221997182122015,0.030667224109029737,-0.012061469569466242,-0.008361182739028934,0.11471337870782847,0.07422201487809074
PODXL,0.14152987138906095,0.03773969720088254,0.0062485977075708975,0.05770319525212199,0.10239666433655749,-0.024535375439263218,0.07555274456631798,0.01498267243734053,0.14434233716287623,0.12632161701657382,0.05055131836394428,0.16818766211894381,0.012933683941117703
JAM3,-0.012194876385704524,-0.016318535615472043,-0.011370126094748127,-0.02113456483243733,0.04795206061109181,-0.006005924098661567,0.03926067275332658,0.04198459969011929,-0.024038155150711515,-0.0865887184312723,-0.042164057010727035,0.04312387424880861,0.0549905243034669
