,UKF243,UKF248,UKF269,UKF275,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk
SPX,-0.019461809119634157,0.020493537346891987,-0.05237289897204467,0.07868656393982373,,,-0.027805284712469708,0.1509702888192465
MFGE8,-0.0024516918361631246,0.014594272661097942,0.014825465102656142,-0.02346645692859445,-0.058771656161183655,-0.03801292349164858,0.041973491429924764,0.05829584538169015
TGFA,0.005453201128466312,-0.0007139427233083556,0.007221253189595686,0.018882163835628487,0.033426242922977766,-0.03735153216232003,-0.005975373866063055,-0.04923657593270353
SLIT2,-0.008299004242160521,0.0034191814605136843,-0.06098309578765705,-0.0042279046746003515,0.04719038446248846,0.01624478472433965,0.03626105264487425,-0.05614786634947382
PLTP,0.023753146976870254,-0.036648066960556114,0.13841346676424618,0.03986129201744841,0.0779269842663064,-0.053045176698078726,0.058708852094713875,-0.05123702746491894
APOD,-0.04279282759763411,0.0012011841699759729,0.01636923575256246,0.05606049571589339,0.07200562803167732,-0.09454355098915855,0.055326130793425264,0.11472202679516329
B2M,0.021825133111312598,0.08704110654503812,0.17176605823063915,0.0638302875843263,0.11953271349492911,0.04532854612056307,0.07367567525084444,-0.00855686818380691
OMG,0.012298437878730566,-0.019062128850332163,-0.05284982840126095,-0.004343658978043473,-0.017923996539318404,0.0275422303484497,0.027265902591258037,0.08581928456378293
CXCL3,0.023342679141377602,0.09923919827920293,-0.024096172379224054,-0.00263151609176813,0.09065934478175257,,-0.0409487368573319,-0.06476125228859755
CXCL10,-0.03177202720513377,0.07283412561442332,0.14330631315501247,0.045133715889204236,0.02462815669907044,-0.029324623869291317,-0.028477694634628587,-0.018252668944513155
RSPO3,,-0.018461701905602642,-0.030136049742721313,-0.022318836142825735,,,0.04370777433693254,0.04490505472379978
CORT,0.0666445808366923,0.025433644738032512,-0.05215718588463678,-0.02249034457043094,,,0.027485955842015138,-0.014240389335958305
NCAN,0.0643303151425773,0.037158352449193396,0.002252820430332381,-0.04669771405680683,,0.10118970998562409,0.045330685769290856,0.09680057141230781
PRG4,0.031841697549499504,0.029455998955461582,0.03443465651671006,-0.01888476746961262,,,-0.030205405545073664,0.07687054539033786
ZG16B,,-0.018846671405829178,-0.028185629390569122,-0.010095674769840985,-0.007512278899197261,,,
TGM2,0.0641667604427161,0.09515331729824611,0.07438043874192087,0.01961551054995468,0.04977379336248113,-0.009845664534273095,-0.00033881162334623954,0.007846044552006241
VEGFC,-0.02916781770543261,0.06959292299494599,-0.023027991273250312,0.005478325009250415,0.052508500867662206,0.11056753966972045,-0.03549114183824429,0.016008988072968917
WNT6,-0.03699256340918785,-0.02192884589692534,0.06466481680400855,-0.010174697780067002,-0.03570303408918335,,0.001573510380655763,0.052838611209130915
NRG4,-0.027568170511647238,-0.01251782687967587,0.02911408639562154,0.03853697574771437,,0.12723379825976114,,
PMCH,,-0.01442746913728321,,-0.01477727166947297,,,-0.028031012386104955,-0.019980028090834573
COL9A1,-0.016629566383030932,0.06817773049760288,0.0910965871603945,-0.02705772694231715,,0.05532818570365842,-0.00038572562228539645,0.05596582259080515
GDF11,-0.00010468159476033244,-0.004804972654693912,0.09620428363461549,-0.0021880593338019505,0.024431842130368565,-0.0327445282217019,-0.0181063326692825,-0.011102483695645732
IL24,,,,,-0.020134253516258548,,-0.020899247373727985,-0.013391317913610002
SORBS1,-0.005004391990411075,0.009344512938283438,0.03587920326174962,0.027863416150244315,-0.019628958373701332,0.02994325837598017,0.03420913590034485,0.04530290066358619
DLL1,0.025071888563694928,0.08193839121118156,0.044202038865761004,0.015113093718893165,0.03540768076776312,0.16189459115010757,0.015000365521273432,0.08945075906679482
TLN1,-0.02305789457114212,0.025965607003422483,0.08630333155729973,-0.01841857731260923,0.01526174685197361,-0.08281633083483388,0.03183333999718455,0.0004974911138427024
COL2A1,-0.007328886860469296,-0.007452565606511914,0.05973865917552844,,,,-0.045688494492334544,-0.03490187098733184
SHH,,,0.08443447093199756,0.0168108868361307,,,-0.013333555206914496,-0.0006282189295877277
PON2,0.0730461580132293,0.014418388509291055,0.0826487917283508,-0.020399019749786293,0.08147097032092432,0.039151951779234244,0.03897346415190423,0.07160662846007572
ICAM5,-0.047179388133802264,0.003324380948369633,-0.047086291600157065,0.004985233340474055,-0.019059544823191932,,0.028641256746847307,-0.02315280432781087
HPX,0.005827900082162875,-0.012362536481039963,0.04476659460538588,-0.019812136027392117,0.013536081852678919,0.058074600041989166,0.008537169986553754,0.025124697427449712
SFRP2,-0.03673799222410853,-0.018069324823127706,0.10230598980356699,0.01646074610102612,-0.01987072975098611,,0.01127789239499138,-0.054970704825519814
CFC1,,,,-0.012705502824057613,,,,
CD70,,-0.03301220918306052,,-0.023700211373032985,0.0819541213287535,-0.015473421117414383,0.015911722861858445,-0.031085671233057662
HP,0.06461404340796013,-0.055700979567304174,0.06574842338074967,0.10866585055660508,,0.10911669668435806,-0.033083496134362365,-0.05043467949878442
CXCL2,0.09396596792245462,0.02015187889705681,0.041077640943300235,0.012684792246997138,0.07853448628745816,-0.03526991052824019,-0.02824245499927607,-0.046707135109452604
NPPB,,-0.017533757899964572,,-0.011125454988874307,,,0.01270724032189094,-0.039039138227885385
CCK,-0.09308564853041694,0.02265432316038732,-0.10974393454094827,-0.02177678354969488,,,0.050798570399352455,0.09842569579320433
SEMA6A,0.09716871186879215,-0.07796211273744948,0.08847591290513565,0.03601662384095067,-0.017936653110503326,0.0644437533508576,-0.004112448816381149,0.02954971938774059
IRAK4,0.003720669124196121,0.028845765645686614,0.04123624901266339,0.025243409830143355,0.04692131251052282,-0.02308172269706826,0.005911924628374943,0.010475024423502776
GSTP1,0.04180748570443076,-0.009538137140823195,0.11646286006477358,0.038015249467686515,0.006949736401966241,-0.040421211940400076,0.04139475951272848,-0.006377623571193107
VCAM1,0.06898917120450318,-0.010705293983360993,0.13339924823320665,0.06684943300877137,-0.006872668270284597,-0.026152398434928274,0.01591731354219629,0.0052312055556467925
NXPH3,0.031285117003256833,-0.0020700095344065124,-0.02080440196551147,-0.005635367595475043,0.04715344550564901,-0.07436409527841875,0.0460239749535303,0.07068409936565621
MTMR4,0.001868277688345436,-0.034212273736797846,0.016942782333016927,0.03358667562303293,0.06166212952913316,-0.01452461934171741,0.007092497616963707,0.029136182010688204
LAMC2,0.0689406798884207,0.08459879448005546,,0.12066124399097905,0.025396173007657116,-0.007587861150331647,-0.025693718163905883,0.00572326329533335
IL10,0.03489662559507284,0.05832308617903732,-0.006857251508454055,0.09946011917386015,0.07645551217139526,0.0031650506995792834,-0.03157502079149424,-0.0410446792973415
SEMA4D,-0.018081416777549025,0.04271791749024034,-0.02988839662940088,0.02127471881375751,0.03298214656574112,-0.024394306812255306,0.009410363996348243,0.03412821346023685
TRH,-0.04912839118019473,0.013487824470276999,0.027236644060944417,0.02388291480798465,,,0.002596569594944974,0.047512781407001985
SEMA6D,0.00801453648001739,-0.013185113037830395,0.04763833148722263,-0.039596964649211926,-0.012819561621467714,0.06146223989297884,0.06801273096447424,-0.032007943024572466
CEL,,,,,,-0.06336831557062418,-0.00475637576141156,-0.02186310222632927
PDCD1LG2,0.011375277438858428,0.007391883781114978,0.12265744121176565,-0.020038533565493254,-0.006617342268288437,-0.012141759964932065,0.06045666749957289,-0.031019544231696096
SPINT1,-0.038978830907438235,0.00894907140664683,0.08040416982396435,-0.013017209237327276,-0.010249407399848542,-0.038902269662713915,-0.020551586123488334,0.005874363133514356
CTHRC1,0.049686519933681686,0.03583162451013373,0.10347104013159565,-0.0259004687057743,-0.0363026631046175,0.023156707513496404,0.047177343968354636,0.07745394731202852
PODXL,0.0564243240706548,0.05115414362895,0.1241071984595334,-0.031568304683168145,0.06893442805926225,-0.00943253853928111,0.019414362296905095,-0.01644524780091988
JAM3,-0.0007982421157440582,0.006897395046226109,0.07574948197024813,0.020495799417300942,0.03057922885333051,-0.009481788359593001,-0.04624444457403004,-0.024414781493479032
TGFB2,0.010830189997945041,0.009478800447159198,0.15853249388624263,-0.023880269007411407,-0.04440726829257376,0.023773676602197907,0.030300144126974987,0.05389689416250865
COL18A1,-0.014157640706880779,0.02750272858950994,0.01988882990372595,-0.010301715814946913,0.11267689270627859,-0.03490535982783915,0.062017887623235894,0.007955077708520969
NODAL,,0.0726292523875876,0.04179800999448645,,,-0.0010898336641024617,0.09313750098406413,0.13294728784951668
INHBB,-0.01951701214044954,0.029878435362654207,0.038958452416933985,0.05465472954546577,0.038235080321077274,0.08529298419081477,-0.0021257066810342075,-0.015334518866849818
LCN1,,-0.01376216966280554,-0.021145796159940382,,,,0.008365852792541635,-0.01562129041640369
ARF4,0.055500341118256157,0.05742211106447968,0.029205520641578133,-0.009012759347961793,0.13667909047882404,0.1025424641303984,0.03492103050252181,0.10734615407275319
CXCL14,-0.04656468182680699,0.004248766124425063,0.008548022775664917,0.04884196526978828,-0.025789702340921605,-0.0751666754231135,-0.00445477397915625,-0.06441449521965321
LIF,0.05691706123260507,0.03923132715944809,0.06148419817660471,-0.0032029203362280156,0.029534965825315257,-0.021075172509749936,-0.00852753278357681,-0.06483655527816524
IL17B,0.046983185961292924,,0.09135430216395604,,0.017091170734550038,0.18427961096904882,-0.028918196310995042,-0.008961025661492364
MMP1,,-0.0013604704057710282,,,-0.08554120977790411,,-0.015336925791871122,-0.00953328794293013
MATN1,0.07428183126051835,-0.018069327285506948,0.04751438739419315,-0.011265181979487428,0.05661549576262153,-0.037354999538644816,-0.018777523163222086,-0.027629729700137756
ADAM28,-0.02010077829326023,0.03598742525863325,0.05741168914673,0.019062236388336894,0.059543596763811414,0.004653192331980841,0.05987768581709883,0.01958715552614554
TCN2,0.055281179898256136,0.06070402778457715,0.06623769885324154,-0.02525983931767672,0.02761105796138236,-0.06520762177408981,0.06768124268570783,0.00016226990418487334
THPO,,0.005816990336448028,0.05878626037791344,-0.011438492554708543,,0.06885184024327332,,
CUBN,0.013037706381086343,0.008765156475663035,-0.04605889351094167,0.0070628995221539495,0.03799124704956196,-0.011485936126426424,0.04482032100881558,0.07652878937230224
TIMP3,-0.0018470055955855315,-0.022780020844731953,0.05091231580664025,-0.022405703384479028,-0.04042751936862569,0.008138900858828253,0.006287104428859645,0.013439647837395926
PIGF,-0.015712977213737978,0.04024083145906922,0.07582855713922265,-0.018599173602667614,0.05407889328393552,-0.022827366514296784,0.020262154879644823,0.04744296579886772
CRH,,0.025886229585032863,-0.03251667391577959,0.04711380615241617,,,0.0817726827388809,0.036407340312896885
BDNF,-0.042947738967989035,0.017885288726015486,-0.10151486499708384,-0.011367415995409986,-0.03105705236127849,,-0.003453316089792323,-0.0016808599060022802
CCL5,0.05964405293300302,0.0185217837630523,0.028960894593434146,0.016218755205301236,0.0972685853485778,-0.019601955635506783,0.0011809805050849744,0.03302333791208795
GAD1,-0.05936134385975591,-0.023389057308256224,-0.07949025815424769,0.003909350876446885,-0.003789985910976209,0.008705464312916205,0.05733783808074404,0.07786688920448717
COL14A1,-0.055981903185391785,-0.010164476527883633,0.027135658110420863,-0.00035404259568478584,0.019943838355409794,0.03177600684225235,-0.00045322357763408606,-0.006567382738912322
HLA-A,0.053612839905372946,0.04257346979584358,0.1625613581661101,0.05385893398578985,-0.05779710343824979,0.07863074613091219,-0.050223435895735254,-0.08906697223030394
CD5L,,0.004505396645725938,,,,,,
FGF18,,-0.014589322330165222,,0.03354250552092509,-0.020906024530046727,,-0.034188234884755586,-0.024384891089348496
ADM,-0.03663268017880906,-0.016488240973754894,0.028829050710739827,-0.03393449934725425,-0.06534883520076064,-0.05473200893037089,-0.03604911418516114,-0.08175807151934358
CCL15,,0.03594406607951835,,,,,,
GNAI2,0.03198491292221064,0.030332633049396193,0.09518864714334647,-0.05837239873105094,-0.02847036445664317,-0.05162421964908477,-0.02175309462521112,-0.013999808814654782
HDC,,,0.04248039602347894,,,0.04867375688471773,,
COL11A1,,-0.03406869670540949,0.012038929787048661,-0.023054442067485182,-0.04090507738107261,,-0.008056845382169699,0.029410840422098627
NUCB2,0.0723338786458671,-0.02344171481973625,0.09279586084953435,0.02832851029348318,0.033513057669415994,0.11406695441041463,-0.04967308568140503,-0.06902927660776334
CXCL1,0.05133669884029383,-0.04312745326236415,-0.01762903961770079,0.04066271209440939,0.15727467435730674,0.10904399543850007,-0.047840166897819954,-0.0031083043617207338
VCAN,0.06116796042300509,-0.02944411967108542,0.08550372534624155,0.042426100891086664,0.06161054448866459,-0.10516517281806206,-0.0331801841061908,0.0302986794827525
MMP7,-0.005987570152836783,-0.0005610516612390325,-0.015434687315042404,-0.011125454928088967,-0.03202305265487668,,-0.0075328870789312784,-0.07919778258254193
PTPN6,0.031666419312958945,0.0020756141398423265,0.06898191798314955,-0.00245211298460976,0.08279169912577226,0.08262773094405916,0.06587060625835674,0.01658594885361426
PTGS2,0.022641270482618915,0.040406569245373065,-0.06389400260834321,0.052787629533276745,-0.03841654111615642,-0.03733595081953865,-0.04493101948225008,-0.07829300211015246
XCL1,,0.001467601606110964,,-0.018273143444103617,-0.005306655722600158,,,
CD58,0.023985950131874434,0.040448111231119896,0.059432353945643744,0.018883325695730504,0.07904625896331713,0.023769934636854936,0.01180061736601249,0.03462257108119319
TNFSF14,0.0006553992107933147,0.04022831404506101,-0.01973001059480095,-0.0013407000257734888,,,-0.027348789704198437,-0.02658459216575701
CNTN4,-0.024392644725232542,0.012997462803598888,-0.05480538680111669,-0.030820375283840115,,,0.05918053835820374,0.1477598229786743
INSL3,,-0.015828199056229886,,-0.012828819659370643,,,-0.015699102118186842,0.08941027305602167
MFNG,-0.04243701566222627,0.07568617893819851,0.06087683011376737,-0.006365949316623015,0.06397160258567869,0.0393759410465261,0.04812056625630931,0.05597678191894313
ICAM1,0.057448054753409354,0.022790431074821815,0.061001287239863665,0.005412979278801681,-0.0154748963031735,0.10904438190718058,-0.02239342849721427,-0.004958000456970546
PROS1,0.06306977896077778,0.024160895070069473,0.1478831370072145,0.047737710988085054,0.0766898630125041,0.09745426338425246,0.040283250174606454,0.015962971333501132
CLCF1,-0.03413242501012301,0.036491170806933315,0.05603867313352348,-0.01460484382375879,0.057825003279534715,0.1004779917878685,-0.01195547508727822,0.045584747321789486
PSAP,-0.10250606200313099,0.03323988605410494,-0.09235309878455927,0.00614317671831231,-0.021948783376296046,-0.03490847874688566,-0.015763240847052266,-0.05361258732792067
EFEMP1,0.06474055998882455,0.002267839166484729,0.07206664945780347,0.07826690520368675,0.012686448291868086,-0.09116465630735786,-0.010274872186336591,-0.02523640973506157
C1QTNF1,0.07816933318760166,0.041190705515136865,0.11551257122225536,-0.01566696580622359,-0.014733984274528582,0.027830284042776775,-0.03437126499205623,-0.1260831883610915
ALB,-0.03355721407935328,-0.02447080877659397,-0.025889746050986377,0.20524344653240006,-0.019059551089230492,0.010043612630075423,0.0024381358139917656,-0.010486784032843281
CCL13,,,,,0.070946045598654,,-0.020301854228981554,
EFNA3,-0.0381631624170151,0.0038451771739736076,-0.06836530014309875,0.008445344830564428,0.0575260869388321,-0.019176147926611365,-0.03217285537823779,0.00022896623824151784
DRAXIN,0.028044344289147895,-0.012920513591457012,0.05782120638994746,-0.011714648769903326,0.025759781793247838,0.03522615359514675,-0.04373875084577328,-0.06594818654780447
RAET1L,,-0.01233032078648344,,,,,,-0.015621280178864076
NPTX2,0.033179990173392036,-0.010084023819100962,-0.10395041147333484,0.05661864019184272,0.058930834932848244,,0.056698087062614796,0.03735993794502402
FGF11,0.0322784617742565,-0.014404874965159974,0.09946599293694512,0.005272938744518797,-0.03203780366886131,-0.05211486675291527,0.009541758137167554,-0.0615196386131377
CD59,-0.02392286295037938,0.01943911075410675,-0.08052433446197613,0.04856599028928172,0.03485160668497809,0.053335141845344824,-0.004015384054784593,0.019451271823038185
COL9A2,0.05858766097582109,-0.0024498984989701445,0.06444538607795376,0.020680427769177827,0.0699584829047508,0.05775829955655658,0.058080487755622585,0.08494867693563567
DLL3,-0.042558426892068214,-0.008443572726339582,0.08596776752021604,0.01174243279339072,0.11775864743730874,0.05542983333341517,0.016350977559064526,0.11975257701033609
FGF5,,,-0.020615859035267976,,0.005627405411662444,,,
LIN7C,0.055089245177865405,-0.056140111519017266,0.04331389706291972,0.012991559004972153,0.05129181563025523,0.07769630381416186,0.002217371486734908,-0.0025242621334857175
GDF7,-0.023708798484274877,0.030009121883887727,0.05919557886744242,0.0676943446791192,,,,-0.01339132215625066
PSPN,-0.011748027163860386,0.07957829432816656,-0.0061539740930346065,-0.03145437547855463,0.08781515563176347,-0.031618605223283594,-0.07040034907308071,0.009064475240783625
ANGPT1,-0.028103169770158403,0.0031327143236797605,0.09210664228414273,0.02001622658176417,0.012144744433370236,0.019340222794695675,-0.039604070010179286,0.024907928164188207
PNOC,-0.04515167723370817,0.050918095107527754,-0.07204374006517317,-0.01206395690347248,-0.019059551089230492,,,-0.01424039088526927
L1CAM,-0.06608827314158157,-0.0423369550127249,-0.045549550473847567,0.00507737381925421,0.01581943289167833,-0.01837567829224156,-0.06602099039629077,-0.1120538881666223
APOA1,0.10058311338220592,-0.01399386552914652,0.022473534620529825,-0.01670535487050554,-0.01668601783035609,0.12851365644634294,0.03327063122671712,0.026856208319887182
PSEN1,0.0040159163115418076,-0.044417306136238344,0.05854023602963389,0.01845396405378364,0.008578989469551754,-0.1010238311991335,-0.045166666939914266,0.07542565360548165
CALM2,-0.030919794677808785,-0.06721594569477815,-0.13148115746938996,0.009179260269003363,0.057288500693595014,-0.020386737283607185,0.04401869607661557,-0.020924446169234417
CLEC2B,-0.0028150077163022784,0.04230988912840459,0.15945399635381952,-0.02673123080584339,0.022193855158596877,0.02981280437004329,0.056444046895179865,-0.013104402804713798
NTNG1,-0.03437755892451966,-0.008010458333689569,-0.02696460108030726,0.0010992294502268798,0.030799581832462702,-0.03307004437358261,0.0028506534764993602,0.012517974786898194
LRIG1,0.07159683240116123,0.030095313218053175,0.06663012918948595,-0.022207793576366187,-0.05080756849814348,0.060920470810638165,0.025863824105592285,0.1330369255344625
CPAMD8,,-0.02477288942147746,-0.018649818909172475,-0.01423012299500232,,-0.020484774236218074,,-0.015044068952429266
