,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881T1,ZH916T1,ZH916bulk
MICA,-0.00952717827181244,-0.014744449772894684,0.022034989311109816,0.010746901498324584,0.030505080212541662,0.010624639384643579,0.051152821800747726,0.12422391245125086,-0.013381443065114261,-0.03190876366812525,-0.02816316995883153,0.026764452896705322,0.044316384851089095,0.008544476977292421,0.06487164646632174
TG,0.01624178280449326,-0.006586015367893928,-0.00759978290982753,,-0.017690803255049323,-0.004337008093696943,0.11551796060006668,-0.006810860729701971,0.029444607351193256,-0.019038348234424567,,0.030598367210337065,-0.028799574408914997,-0.029012584499643383,0.055050575415303914
ADA,0.022705541810768788,0.01017985797861762,5.921155095047944e-05,0.055844101398740006,-0.027761908430226488,-0.003537914544310839,0.027708689037611433,0.14202248052508373,-0.026911771173233543,-0.03091980859768956,-0.07100123912022903,-0.04117036468183504,-0.028095138380691047,-0.03047478961725143,0.01096822126945712
LAMC3,0.0024921015126973737,-0.042991718863221326,-0.046663664449919685,0.027320820363745498,-0.021650587863260996,0.02005946388131117,0.038334062015097044,0.12368887390683742,-0.017438710193175524,-0.02995739626769815,0.017480926684553342,-0.04117531645384215,-0.015862271199990115,-0.05353825863796542,-0.0019628281826494487
CCL7,,-0.01848637999104986,,,-0.012790422488285854,-0.020340894100623917,,,,,,,,-0.015589437263269359,-0.006239700689501738
NGF,-0.028855748874974864,0.07617900357506757,,,-0.009360424178396061,0.04087235149754107,-0.02975211954267865,,,,0.08544820531762796,,-0.001128851052049096,0.06753979110702582,0.12958637937343986
TNFSF15,0.09716335697531375,,,,0.02678803792646795,0.05285378814382193,0.0423164858500696,,,,,,-0.003912914852215104,-0.02120160170180987,0.04224237851750662
HMGB1,0.0419779996786961,0.0945274957194077,0.03866974989915784,0.042663233946614434,0.01464663899421772,0.04582525471029814,-0.003440256929186677,0.18046392925008428,0.015090632177449567,-0.028845814559800453,-0.10748623488145828,0.028761291447217056,0.05960467333860979,-0.004823367162790363,0.00931879443898438
ITGB3BP,-0.006805278389607265,0.03335536372504247,0.016169872562723085,0.041220293739857104,-0.0331716136987688,0.0013691808369763133,0.06342436466498591,0.1372958820249705,0.00986180321684054,-0.03991200103345439,0.004908304676848484,0.059645001671920064,0.01680004773130064,-0.025772883699815844,-0.01588791638771121
AANAT,-0.051719367197908164,-0.02682092486066079,,,-0.012959457247063587,-0.021685647279577853,,-0.005988772253340253,-0.02650289304093458,-0.02194580896730867,-0.027296948512479026,0.029501870397814055,,-0.016494274738029713,-0.02825547889898442
RELN,-0.025255703982392536,0.07229512726382918,-0.026396642410703053,0.015706141829912885,0.027920140694666258,0.019284222572991557,0.01851043878239093,-0.10120318391848229,0.008894132258996513,0.051526031782184886,-0.037563160631152365,0.03336714269033185,-0.02624736378993519,,0.037078656519809766
IL15,-0.05074432201201962,0.0354770830810366,-0.05313657693764551,,0.04814387562712441,0.06309938062914189,0.008156810074668078,-0.013844731661424933,0.017935638492593487,-0.010634732824487606,-0.0453044512823592,-0.002630524124971583,-0.015772205678921226,-0.04999728637736897,-0.00733842038552938
UTS2,,,,,,,,0.0750918969382058,,,,,,,
BSG,-0.026119106462776244,-0.034905259783694645,0.0006472212733260928,0.016374020948645145,0.028463274914608882,0.039637005866767945,0.055434680859583675,0.0012748992322446332,-0.015503295371467593,0.007207203001121908,0.06679292760708064,0.0035099652722414177,-0.009171906118134138,-0.01773697896074605,0.021236085406354032
ADAMTS3,0.03253108428733456,0.05892052863077396,-0.018388111807299094,,-0.013361151494603084,-0.012897926249472457,0.08603908899307537,0.16364551028920274,0.047216186925914894,-0.005421493420371809,0.044504559187018414,-0.0065101420919375375,0.011862211659505774,0.03723995930927915,0.024847792224330367
CD34,0.0523947725874133,0.019732208941074306,0.002008495528606287,0.11050898210342563,0.06284361422749912,0.009099430892140345,0.040623334147573555,0.06612337481248004,-0.04583030656533966,-0.04106001270319943,0.012800923934068243,0.02595119771180899,0.013900002120756313,0.01897533846690334,0.030330141894272262
CCL23,,,,,,,,0.020949070855001424,,,,,,,
PLAT,0.022646838536685348,0.009923151259409799,0.021356576769603113,0.01543258195676041,-0.05055147164138361,0.011551380514459723,0.029234583455465882,0.18416103934779668,-0.04026058074404931,-0.011219988061424617,0.06900370997873922,0.03666503471400604,0.10107258433393053,-0.05075706587668815,0.013430465886850016
NTF3,,,,,,,,,,0.016649715734262528,,,0.019190620458412452,,
LTA,,,0.042318915498670034,,0.01981872638283891,,,,0.029907075606083716,,,-0.027521770632521477,,-0.022198808050526844,
CKLF,0.008281460699780573,0.024653606511224817,0.015588083448076944,-0.04937785159045342,0.024488324105813735,0.015002605786910615,0.04303112411006563,0.16254325716283577,0.026697015817418523,0.004515071161551799,-0.007108514181024408,0.013068855173871952,0.029488686737231356,0.08984252464302693,-0.0003526238232357926
CD24,-0.07165783945572281,0.07200893567124597,0.032275440116087975,0.08788625065625619,0.00973219729166398,-0.015504341222596075,0.020175672629290112,0.13384245885837753,0.013853559749157592,-0.037153779550484704,-0.04981808736715415,0.027322607262175145,0.02860481343109161,0.03425762108703257,0.06194783355004144
HSP90AA1,-0.0002070402453176582,-0.034887867327017104,-0.013623333166990942,-0.00048526876134624556,-0.0110105136562284,0.03988042463477272,0.011012746722205006,-0.11965583446896345,0.021969758079497324,-0.03807231958222079,0.10099575209354851,-0.02219417111125392,0.011943395996453448,-0.06484150900663478,-0.012015784661054203
BMP4,-0.02160588435904888,-0.031744075187978775,0.011192111415146738,0.01215882104449503,0.09973945486875309,0.010771274154694492,0.02528031880139212,-0.018151325540491644,0.0413738462963631,-0.006746541190270592,0.06869343475120669,0.03367270259763881,0.02912007673982146,0.0024744047622943903,-0.003278773620719019
SCGB3A1,,-0.018486378142436564,,-0.02359925145609238,,-0.010835749520441296,0.020882633804566453,,,-0.018511504509067456,-0.0026684086392455577,-0.019204327587178667,0.001554047243113483,-0.03268688198730084,-0.047132703504679685
IGFBP4,0.0036588582016145728,-0.05138703268595571,0.04469776470056052,-0.012775554721123435,-0.015410339014116068,-0.049969645113257896,0.05749980615927627,0.11653594625127302,-0.006876398595775077,0.07233275618647164,-0.024487759512916485,0.045640194959631765,-0.017377582488461694,-0.03315739884951486,0.01070138379471781
RSPO4,0.08472561491820188,,-0.03548894793367421,,-0.025092582971737477,-0.01759653911304456,,,0.017938682212038735,-0.0033248864077450296,,-0.029564552988538773,-0.03039053800378508,0.015378692817149051,0.019428513126787634
LEFTY2,0.03398975638117764,0.053153915766232976,0.014650500875945627,-0.031219396646753904,-0.00044779939594095046,0.01728259457563397,0.06565497828797785,0.1344381252090937,0.01685393155060764,-0.020298088125812016,0.009537934312304411,0.01627642415627825,-0.041329123908463855,0.05842375885836145,-0.008112340237482266
PF4,,-0.01917664982502275,0.03559433462866135,,-0.011159391634681017,,,,,,,,,0.03326263719993241,-0.027910242828966886
ANGPTL2,0.010625680625763375,-0.0034543046350247342,0.029526639479277864,0.05379474883706177,-0.002213041229746926,-0.009644572300439908,0.013823471950768874,0.1495684321188082,0.02870327903195216,-0.03343425916524955,-0.021076918251271393,0.04762938734703461,0.08016052009173376,-0.0024746620011260583,0.03394270782423965
LRIG2,0.000961052161801543,0.02780423451481609,0.04678782957244624,0.004131399775203501,0.015455475903245662,0.0526208666787082,0.014128005764758814,0.0753953124911954,0.013487708187788584,0.023264238551575868,-0.03641739131082114,-0.009565321525492764,-0.01010988986225148,-0.01611291149334945,0.047133179170040264
ICOSLG,0.013992568677951048,0.0283093231475305,0.028348046014660063,0.011317740675467805,0.02995729187280402,0.11323264454099578,0.08273383431967365,0.02781968990410357,-0.0024472284897619303,-0.03513137354588988,-0.08172937397174522,0.04025839683408645,-0.0300205737939056,0.008968923549220251,0.020008553896842814
WIF1,0.0507203838850862,-0.014341981933150302,,-0.03826888032301833,,0.006084406289622307,0.0017727851348930488,-0.11469226364332452,-0.022908897338425976,0.026372411116001887,-0.05018343524273662,-0.014611091639599727,-0.028250948759955975,,0.04057533066789075
NPPC,0.08007406606531989,0.09886544081757795,,-0.029607214411574115,-0.017310968403071923,0.03254171862961225,0.003122301801365688,-0.006209737804627432,0.031723437047968664,-0.02572645734621745,0.0009553104698172537,0.0366978606206076,-0.005205775031893975,,0.008705142716453049
LYZ,0.04925200840573154,-0.043257207824875854,0.045511821231594356,-0.013392791533050202,0.0107535122606278,-0.07308976153451592,-0.012103979888071112,0.1069015245230679,-0.015471793888552743,-0.0062210791141937465,-0.08053170469669375,-0.0164398198217591,-0.028668390034506937,-0.009674716834608134,0.023649956894308957
EREG,,,,-0.02975958468215706,,-0.04194434743086199,,,,,-0.029868287434438506,,0.07552371357020178,-0.008998284524437376,0.0010049139179663339
SPTAN1,0.06634911450613418,0.031451193321639224,0.014509718758924069,0.02651452875467362,-0.03104658414135848,0.08044090939179101,0.0025221922164391773,-0.01995987352909748,0.02162085498062776,-0.06632203434724249,0.06325590091623043,0.03614090509777567,-0.011530791394463521,0.03406865361417539,-0.015620735746806134
PTH2,,,,,,,,,,,,,0.0001635306277789514,,
LIPC,0.10082107928644407,0.0213228989813761,-0.008407046974689128,,-0.020054257889468508,0.024163213406065667,-0.03170961466400174,0.08829189130766042,0.007575338610090304,,-0.05349355841076948,0.02402039818514673,,0.06545344878475483,-0.043524353013506815
COL8A1,-0.04647909241919436,0.011516011123816387,-0.042492278512658396,0.04614214959874624,-0.02907298203379455,0.0006807056004183406,0.01526369757985212,0.03003248758752285,-0.00286942465822845,-0.017120454855684877,-0.05355949122335358,0.062272788462248485,0.04574114300210166,0.02254792315067638,0.054706870352398185
GSTM2,-0.00892594368843426,-0.03791239250852925,-0.02050173602775572,-0.03673750538180209,-0.029246304109220977,-0.02304897584250283,-0.01662408217835902,0.05314279436009701,-0.01444005234269999,-0.018964002631456756,-0.022185293698759954,-0.012330014703629119,0.06534227898309751,0.02235222828757769,0.007128362768108117
SPX,0.028354969402333275,-0.0002047521395508125,-0.050561852917015614,,0.002167970342553514,0.07762931068132828,0.016193807236495123,-0.03530358395761705,0.04464062152753381,-0.003213263286667224,0.03450281374792121,-0.023421271999296556,-0.06391324957143832,0.08803945724728346,-0.09268633692566469
MFGE8,0.006663740133363727,-0.07294967690472161,0.013757102155124823,-0.007230006275302468,0.002026617343613823,0.029437290568743724,-0.014022026607299332,0.09726408031366941,0.0071398718369315075,-0.031700555889873944,0.011037314291052596,0.05022841008252952,-0.0340516008315562,-0.05106037256476471,0.03133590787445369
TGFA,-0.041657489612273876,0.06621839932836117,0.0171792434711431,0.03251074406284552,0.035825212741250695,-0.010450313437933696,0.05007023256211133,0.02750775848260108,-0.011728687215363204,-0.05195453508638593,-0.0205191349840516,-0.02100476708923283,-0.026021400161066768,0.025949976915913033,0.07907028753973668
SLIT2,0.02168131823640634,-0.016017367781673654,0.013685263564387214,0.012222360736679906,-0.028989223061884256,-0.019591078281249303,0.04875306091057725,-0.052385655601230575,-0.017610099632239206,0.002882629408061401,0.07737602181050848,-0.005114770459784648,0.048689185603026534,-0.02461432935010736,0.09692709919380571
PLTP,0.0243491786434068,-0.008477019028904794,0.009969111305006122,0.01006879873840245,0.05409444505673234,-0.03647173162618967,0.002044929077808753,0.10798396139120835,-0.0004564893179324142,-0.08431349963504049,-0.07632553064826715,0.039879770414681374,0.014758305368637255,-0.0178899252163032,-0.02352696395621531
APOD,0.01768660730160806,-0.0037110781513101905,-0.032080584269340955,0.04188674392580554,-0.008495331002765994,-0.0021285737782458865,-0.05616764643471006,0.03159047154677509,-0.0008972067079435716,0.0280357406566275,-0.07157332813564717,-0.058150471355604846,0.07030555377433789,0.01701299797455638,-0.03146956044943926
B2M,0.06513406440146312,0.02666409693609363,-0.08327984956946674,0.008537496438781687,0.0253620607337153,-0.02047991671848034,0.019207679275618235,0.1391322552653674,-0.019498035180365712,-0.02952852908407482,-0.06168680533222827,0.01363642236894714,0.003652162652002867,-0.03706023083715863,0.062313740179487175
OMG,0.10888787305895925,0.04849405657440697,-0.08420141149466355,0.04269174069528082,-0.01036584144273192,0.04938838200853665,0.009138741078641004,-0.022831510758655003,-0.007950131667713984,0.012145655420328872,0.04145936125041878,-0.014689410204433498,-0.07237684668580317,0.0744189219280457,-0.07448685920854274
CXCL3,-0.02553584323324155,0.030390197552655776,0.07987294714655167,0.010671322576910915,-0.013712440257250269,-0.0435934399756556,,-0.001963158407928433,-0.026021341948216658,0.07020886159510954,-0.029403558715631304,-0.0023580869542794,-0.07546070604247469,0.0392153651473232,0.02757847991094717
CXCL10,0.12969283228367917,0.04981641550669256,0.004878610465155,,0.02542050309342669,0.04233786123612024,0.006850571525715059,0.1158889914996131,-0.0026811128052294897,0.02753612862045445,-0.06981177510808281,0.05849956936497166,0.04302219339748072,-0.006322483626299256,-0.011216550002057249
RSPO3,,0.028871412169214152,,0.07008506235456166,-0.012959456289506422,-0.0036489470851735948,0.0958680574715823,-0.06419714548473698,-0.044838004987166356,0.09765632613267193,0.03909119875739245,-0.020712206308016002,0.05209343087851382,0.0874106582213772,-0.01576327362257763
CORT,0.15164443413701595,0.0007053969866716883,-0.002172272631681159,0.07638305135855505,-0.007975885176051196,-0.013879028984468024,0.06609563302181667,-0.019360129441043518,0.004360810943258348,-0.026416166240720528,0.022023974018668357,0.0482389560054084,-0.019435363559421794,,
NCAN,0.06212843432377605,0.05702078164968641,0.0001966327014018671,0.017840740263064148,-0.01227215957787105,0.04935502408185575,-0.003332839501685926,0.1221810104630541,-0.04540232008911988,-0.027286711093613355,0.08516709738026847,0.08662352923668455,0.011916820793580415,0.002344411789255357,-0.03408807758188197
PRG4,-0.021845047200166196,0.021020626928719793,,-0.024686112079801138,-0.012790424481483334,0.04943257389023553,,0.07831898550623208,-0.0005362765817158493,,,-0.024215993028076234,0.03255361303591656,0.060606876273582404,0.03891083228271347
ZG16B,,-0.025635026938453112,0.009260986445525272,,0.024764475648425325,,,0.0024180611995051715,-0.020281967786409325,,,,,-0.01972612480794051,-0.023810299602357452
TGM2,0.07174049266344928,-0.05441817321839982,0.07832670980674845,-0.05386242852678378,0.030954896411844613,-0.03878668224894348,0.025988610917036203,0.03131617671986765,0.009926383612684598,-7.4878396986868085e-06,0.08580777795302945,-0.00615923740963595,-0.040600522605491886,0.003240292065490664,-0.024294827811277536
VEGFC,-0.03870152425107291,-0.035299291062379334,0.08496753769792369,-0.032828186929393544,0.030020380454666328,0.014568863808503162,0.014494598382160908,0.05317899330124645,-0.016615536520228798,-0.026020514481912276,0.08405550016014299,0.0038880165612787698,-0.013905440984526937,0.04222001509128338,0.05311095501540551
WNT6,-0.025603288091245506,0.049971099745436086,0.06318756027861643,0.0523148145579487,0.016071950444631552,0.022707516613146555,0.04848392763742422,0.028826489509233746,0.02973203714626122,,,-0.021568595465379297,-0.040333203636830316,-0.023823349883392655,-0.024603183094589375
NRG4,-0.004028100626075989,0.0031578084171113253,,0.10625950341975016,-0.015566531703100552,0.03612513540355745,0.05668881881960898,0.01059273063769293,0.05012397799728433,-0.01351367019396491,0.03374199390369358,0.06672314896709573,0.03002885916170882,-0.01582023222957614,-0.023357235810435223
PMCH,,-0.019624078545432896,,,-0.02156894622102722,,,,-0.01984640864229339,,,,-0.007081614867434262,-0.034114430637510997,-0.0022578143887311396
COL9A1,0.018631499221721085,0.02664392544260807,0.04083321626996949,0.16985030301736312,0.0545872251250043,-0.02479170167471034,0.043677363767615045,0.08155078016262986,0.03799339490903293,0.01434051922962927,0.027761799485031866,0.008140713734999343,0.019356146798239805,0.018662123010102585,0.08050142849355675
GDF11,0.07100472661577419,0.0033723767722961795,0.013251242473680203,0.047439761648795244,0.038293265251264405,0.03286169741917055,0.06498709397459518,0.05963952161693426,-0.009931108913517039,-0.008564104948676113,-0.04812055361859442,0.07751044003600915,0.0007655481148968606,0.008464636386171547,0.024272042265691463
RAET1E,,,,,,,,,,,,,,0.0066110992476903045,
IL24,,,,,,,,,,,,,,,-0.04136411373988641
SORBS1,-0.03261918027590292,0.004939190958371165,-0.03114939151416852,-0.07510300155542814,0.004901462392707291,0.06708924926128877,-0.02657586186659545,0.02326113838895899,0.033952315642477096,0.0035195189877947355,-0.008735449299654833,0.05098878399038486,0.039797216203341784,-0.021081785962607284,-0.0397655526366101
DLL1,0.020053003387265098,0.05739562758641114,0.006184733307259865,0.09572380088608352,-0.024301257094416752,-0.0006237714955649271,0.019427530970013263,0.08130413618107196,-0.01589657609753276,-0.013603500363084069,-0.0027446522170828094,0.048386462577301836,-0.02098926208199687,0.03042687893893458,-0.023184658994632863
TLN1,0.011197647897692257,0.014690090277126236,0.067384423896785,-0.04065822994693877,0.004761371864199413,-0.02762272748700767,0.032826469300810776,0.10211696192020157,0.02538985677619514,0.015549647581179602,-0.030261405250305993,0.0206829259958284,0.031740536553335925,-0.030888533237933453,0.021369967308757606
COL2A1,0.045227257853721996,0.06407685857280887,,,,-0.018454025452912522,0.08839433013545049,0.01609994861569334,,,,-0.02012203779459915,-0.033173917472211246,0.04906525673352665,0.02678148133748407
SHH,,,,,0.0724425256796312,0.01756707292004828,0.06717965977826963,0.025834537665764885,-0.036261676194091624,0.005186489084466094,,-0.019204325908600883,0.09003993338221258,-0.009029947493199348,0.07790065896678063
PON2,0.05663428008217768,0.034946177067788464,-0.01896608202081481,0.023836968931026815,-0.012186140124782975,0.01985979345685597,0.010228348941237654,0.14283793985056073,-0.008512749419879746,0.0033194716346537233,-0.06679601628239386,0.07292419855438594,-0.09603280709389624,0.0501498240310914,-0.02168631916979747
ICAM5,0.07610086611025327,-0.021692920135757656,-0.023913995222398225,-0.023599253126208985,0.0074836952196157686,0.0760748904199404,0.019929731464423887,-0.04095199593717652,0.021445184331899247,-0.01169827643968759,-0.01817762902977668,-0.037505011139936754,0.045623848121786846,0.002082629312755452,0.026586266646398012
HPX,0.06592044863949789,0.0001395620945340125,,-0.022078055850394847,-0.03233966528305582,-0.04416368087577842,0.025216644477721106,0.013913378381894324,0.0028260484279505663,-0.002909589644586584,,-0.019202110342112277,-0.03272032910435482,0.06606063551227555,0.06072712360615165
SFRP2,0.06516385736215839,0.002485095012295351,,,-0.01513740845924005,,0.01982333262660668,-0.0038639173531369773,-0.03317245153919469,-0.0437485559700716,-0.021417356436488448,-0.03767397278605491,0.002984666240816479,0.05888052548784991,0.010774066362442764
CFC1,,,,,,,0.019623797591107814,,-0.0031306810617983956,,0.038145720966477184,,,,-0.03273865960002429
CD70,,-0.004464403740654859,,,-0.003281814247907835,,,,0.012101007443304331,,,,0.010126911529831115,-0.02413662276461634,-0.04790159275125448
HP,0.07199388085126987,0.03169747571183038,,-0.0034079886232537904,0.029725743297545303,-0.058763365929112674,,0.018406245453355778,-0.04772163464725708,0.0023447336407555084,0.025114488844846992,0.03683411307171462,0.03800851942796996,-0.023665337088807775,0.039027085613473865
CXCL2,0.05562774094853606,0.0015257406489180992,0.021840658022157428,0.012194199170266195,-0.006839663838437391,-0.03413214960064126,0.1379843541705231,0.05415506671111276,0.030481527000984256,0.04116710434254166,0.11855936597440307,-0.02028399218267574,-0.07162608749170543,-0.0033868809505908475,-0.02140932373595788
NPPB,,0.032195093266134914,,0.008315321784213356,-0.007625352540849743,,,,-0.0223507714776602,,,-0.024713387928799693,-0.023641349608545092,-0.016047863694154615,
CCK,0.06126389338912556,0.027600376515270152,0.0014600803990652842,0.02748245683340989,0.014228204661094571,0.030810941208254953,0.004993896237573173,-0.11272792267839174,0.04329591157264898,0.03714176779791908,0.09243218697501669,-0.05764311908213624,0.02043977489810504,0.06013108533221547,-0.046540121794172044
SEMA6A,0.0047146773780735235,0.0599222144532424,0.05048876705650767,-0.010976311717475417,-0.05497707173652707,0.09410087036956193,0.023369113834386585,0.1044443281577727,0.0038570032892774045,-0.02140409279015093,-0.02517886738713451,0.07145524595773142,0.001848769888159493,0.010945240252362239,0.05811384849074211
