,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
PDAP1,0.06083863997016732,0.04887698604055108,0.031569324115362486,0.005255247931837268,0.029636860043756832,-0.034623360233770044,0.040962869909752835,-0.08347675866102175,-0.061311653071467805,0.016140344867985025,-0.006216968997604616,0.02898916785974367,-0.0381066553960676,0.032712293413467326,-0.045058031940947645,-0.07188380139469909,-0.11689366840965851,-0.18299781415223335,-0.020550635478208602
QDPR,-0.0431236501715756,0.0721503468855309,-0.07003122674452601,-0.042998751644608514,-0.08187173543947963,0.11132055515738545,0.048132622047774264,-0.009900160178619853,0.057160677300197374,-0.018279590755667593,-0.002011134513831331,0.052631751537986625,-0.025685056529027105,-0.037046339585921004,0.05282828961364544,0.06319306260645141,-0.14318263009464968,0.4746840857923635,0.011751878378039498
POMC,-0.005127580648928901,0.015700546963058837,-0.005933718759063289,-0.013002576552383143,-0.028355152162357268,0.010860548465745651,-0.030244052919484756,0.057191500921038446,0.04239328633831122,-0.01522557912265264,0.036052478759458634,-0.07610053780341057,-0.005995912378702585,0.02524155923604919,0.0008009421215965373,-0.03619753437909569,0.03118554097010122,0.05407669480828209,-0.024472310577022406
CCL18,,-0.03703342800341351,,,,,,,0.056424450552010307,0.10427048977041223,,,-0.043011537507428,0.01046449384651401,,-0.017928020573586917,,,
CCL17,,,,0.0775110134442453,,,0.013654074464491685,0.07903827773336979,,,-0.024098764771573706,,0.1671393685604877,0.0502989811722896,-0.005623905912370596,,0.05629881587267964,,
VEGFD,,-0.014878343515635613,0.028090698031997603,-0.02751308900805517,,-0.02401866870596048,0.024488230960851152,-0.02665107159402247,-0.05337434572896525,0.056317694200037516,-0.012980789827456854,,,-0.0409591361629137,-0.03387600506098997,,,,
TNFSF13,,-0.03386161316845578,,0.03241438687412768,-0.02916396492858441,,,,,,,,-0.03487352197922731,-0.009717286462721778,0.047654334864234864,-0.03532335868222108,-0.012484451286300676,0.07044723926136813,
WNT5A,0.0592847177422234,-0.0027173404833585844,-0.017803299672156176,-0.04943248378888571,-0.09231302248280047,0.02352893602611099,0.0492036601271888,0.06335665238514919,-0.042839257571173586,0.05698781672139538,-0.009814591348073042,0.023162037578744268,0.13574335700943094,0.011792296885331425,0.06921954609893183,-0.009716713513319328,0.14393870339053755,-0.23252508633399527,-0.027163446045965083
CXCL8,,-0.057725003314795964,-0.012842428471999717,0.05791111995100693,0.08075639282698313,-0.04775836932530993,-0.04096137134014918,-0.00044225350674130016,0.05238845736530493,0.03284934739054613,0.043144409158679384,,0.20694034829544317,-0.003804547813044481,-0.054465060730572154,0.012199157001277884,-0.07959557821933722,-0.2863828184151206,-0.08220905969204631
GRN,-0.020534078983592566,-0.02496329072625483,0.07136425596407865,-0.010707920418257917,-0.032734796472773636,0.009853819400182467,0.08626768837240748,0.046471286703527834,0.1635162501739761,0.0038244843600912016,0.0501015896263222,0.04763970977263232,0.08412810265695118,0.014765593320246115,-0.1207638592865932,0.06296950938891246,0.3171194981372062,0.1434952154522992,-0.016717609668020026
MIA,0.04422894599913025,0.0027472639872112535,0.023494503257726028,-0.04071005355777444,-0.023850498176400187,1.4943337559734553e-05,0.024007165291278963,0.08938206575914096,,0.010465781217789823,0.02308261640690402,-0.05691940656221222,-0.019956993768318575,0.03849787232379787,-0.03980700131875461,0.10798444857853763,-0.1687455413929047,-0.19202281267366905,
COL4A4,0.029525083972678265,0.024250054524726165,-0.03726211553202611,-0.021743549944143455,-0.027748224153449512,-0.014128253972532217,0.04045486250077344,-0.011079626838762277,,,-0.03431195613375076,,0.019439562014076518,-0.009594487763110037,0.025402348780180793,-0.01525839612648874,0.15614377232252208,-0.11515043441066342,
TAC1,-0.026936076355558954,-0.011023585595797133,-0.05972491937965852,-0.09511722318213513,-0.007599176508724173,0.019393227636571978,-0.030094465691358485,-0.03339826356038233,0.03047286739845476,,0.059107235250235673,,,,,-0.049500552324886385,0.12121035936490336,0.19110971515834893,-0.043000382537357905
RARRES2,0.0002718864982086099,4.0615140198733404e-05,0.10868488323076152,0.02913711679145392,0.04198227241961015,0.004081125431791899,0.08255146981555266,-0.014400955280534682,0.07982239372769864,0.02042219620126066,0.02114741227644149,0.05371408660604874,0.15661696620461776,-0.05411314425548535,0.02218226032585711,-0.021207482482323636,-0.024682386463076727,-0.24425204351109364,0.02329853774846742
FGF7,0.0217448542195359,,0.029122638705794967,0.04032222399023619,-0.034607985104833476,0.013002901145586207,0.018710583552214527,-0.012725219925050485,0.042709499168780904,0.03988650203732109,0.11813373430640316,0.008571809270447933,-0.050185305150067944,-0.00152415821282203,-0.011331842015615757,-0.06417565948191434,-0.13684963372800482,-0.031143386921795514,0.08728187317993605
EFNA2,,,,,,,,,,,,,,-0.038928917811418925,,,,,
HBEGF,-0.0034619170259778424,-0.06254001099440117,0.03304422441963227,-0.023054762072027713,-0.017706444100779723,-0.008563227972791562,0.05139518224236611,-0.0155971855361847,0.023470432231776587,0.04770345035940395,-0.051522497102349525,-0.012214053447144864,0.06310700005994387,-0.04603718023933845,0.0049725264057240166,-0.004758491096630062,-0.0032846846152102343,-0.35867248511787303,0.04778004672400872
CSF3,,,,0.058228160701745094,,-0.014947420767818255,,,,0.11695322231564201,,,0.1909428691962786,-0.02598153697483532,,0.04020880421532463,0.02743200332595951,-0.10294658936364635,
PI3,,-0.03131092287789651,,0.0903389204354587,,-0.016830993069163292,,,,,,,0.07463820661486911,-0.018337739903561898,-0.023776261603387708,0.05177202092693199,-0.06490627078756812,-0.1630539102287269,
PCSK1N,0.035288918661960544,-7.811532422855604e-05,-0.050029201211419294,-0.07255738268015119,-0.02422781543801628,-0.014654318851996613,0.08086588522769277,-0.06741803382557084,-0.05954762779408708,0.012502914437757109,0.005812249416849288,0.04580183023532203,-0.0124265787883898,-0.04931971174056615,-0.022821992169246772,0.034990296756268684,-0.08161561485566209,0.3511938077619735,0.02792914532782789
NTS,,,,,-0.03387427706791591,0.023702044690558484,0.006870538417378376,-0.0198447074641294,0.006198543786028174,,,,0.08470946680522734,-0.029372219875929775,,-0.02175401253299324,-0.13030396997507224,,
SFRP1,0.008260110089367083,0.01841185108903854,0.00467080698872573,0.018817637316039044,-0.029311661433042882,-0.0385372476370173,0.0450721513018242,-0.0363335139274373,0.0801451465083061,0.06785444985146832,0.00969343526738529,0.07679078877467015,0.03192929558895726,-0.004269626530445692,-0.044252685787162044,0.006772307808196714,0.07243573184149173,0.03994187176240625,0.06535023160523092
CXCL13,,,-0.08241855402477431,,,,,,,0.0031785861739346962,,,0.20518096734426394,0.06228889253839772,,0.1148538129346589,,-0.07317313935646753,
MICA,0.009391269114288777,0.005358978184835842,-0.015945762815455622,0.0455021051915373,-0.018138605572132344,0.11671484950795737,0.03509259120298045,0.0024102741171493627,0.10130549216500781,0.050318380861982294,0.018345937368317165,0.03132566669963608,0.04760064863064625,0.06971802260618676,0.03857057198631567,-0.061455593587334933,-0.0184149279209013,-0.13756898600640116,0.25029224048443577
TG,0.08963155014712669,0.05093196663045997,-0.020692116171894766,0.01836592052448118,-0.029207620559669845,-0.018040199551283533,-0.034162582249331885,-0.026294405981794847,,0.021495133399446146,0.03976011458162213,0.13338527064919553,-0.054447874979220004,-0.03649823750597723,,-0.03926274655469363,-0.04967520207653791,-0.0507257631115263,
ADA,-0.05484909740939237,-0.019901007670332975,-0.004536277261763207,0.012583887952039899,0.05241362686641482,0.04932492834259194,-0.046752837775348416,-0.042704229911971335,0.0987255105306279,0.03397417886726639,-0.01487265542852529,-0.046158692410678825,0.08246814887166365,-0.03879048477914015,-0.03521645397797386,-0.06020917720967988,-0.007248758740826524,-0.008867125469788512,0.028588991821221002
LAMC3,-0.02865884126637824,-0.03934170854424444,0.04521683018095777,0.029148794695722964,0.03126332658850978,-0.03993354154037691,0.037704561826508096,-0.0011938330982670551,0.12049667732351949,-0.014890786751139808,-0.017329231871737006,-0.08661114148602425,0.06494753759822416,0.05831488725794483,-0.08596450647903948,0.030055176847685883,0.3092024671937665,-0.0015433246914131735,0.014131831915045991
CCL7,,-0.028542173040013972,,0.1036974540714423,,,,,,,,,-0.026677510091759962,,,,-0.05003110935964944,-0.21599641488532872,
NGF,,0.020547060676294204,,-0.037600009977121776,0.17243847960220135,,,,-0.027458706372360718,0.03646424220799038,,,-0.008977800758796842,0.004472636763153347,,0.10212118550484,0.20676832143722493,-0.1382258888484862,
TNFSF15,,,,0.008652779827974912,-0.045304632082991285,,,,,0.06235084245613533,,0.09643367411109316,-0.005602025785519344,,,0.03282115669467245,0.0018672086876402457,-0.1947078037027723,
HMGB1,0.04291629753689327,0.07147397288525076,-0.015682042723733747,-0.04180206959962448,-0.07334116478995518,0.061037576460792206,-0.09517924531048472,0.012734093614126604,0.054329269291150256,0.07612914227405346,0.014460250378924098,-0.0548687451872411,-0.12800580089099198,0.1151569556214012,0.030948004699008828,0.03370624803588045,-0.1758864070478497,-0.04798484571836858,0.03664117067699591
ITGB3BP,0.0037534603462702977,-0.010241048604127138,0.06327031063664831,-0.027955933675202813,-0.03876590443665677,-0.0009809559189310987,-0.01080107997319775,0.01627869942231648,-0.05676501639454331,-0.011546075006636727,0.041938782882849704,0.0493717530323199,-0.031911315003677776,0.019846810043115882,0.003889240336104482,0.004117155069747966,-0.07180107760030176,-0.17311292524279803,0.05098329276584069
AANAT,,0.019039163370414468,,-0.02769818103488384,,-0.013482978038485537,-0.023213198312818227,-0.0008561306930081796,0.11509775027377744,,0.05219244969562569,,-0.029693111891517524,-0.016383827607816558,0.02970190316999409,,-0.04870972076657566,0.01112749903799538,
RELN,0.06194341981802147,-0.057408610649839376,-0.06107525521054996,0.01208487171728182,0.010376264574238247,-0.01891210432335846,-0.03236224606587837,-0.012175260573559004,-0.004389695587294604,,-0.016859544072428245,,,,0.01641906446895019,-0.04095867284595695,,0.10160739303193624,0.004454527864308353
IL15,0.03314904172421034,0.028757346628429003,-0.006490737871602185,0.02707820713912307,-0.032236939056304016,-0.010547833514966602,0.07149384537454276,-0.008556574651709933,0.11165271950097298,0.06193734215640707,-0.007835573952196894,-0.06163960767504542,-0.011537261234385619,0.0289203108894762,-0.06670568051603849,0.04569034050262085,0.0655092885991481,-0.17364567466711933,
UTS2,,,,,,-0.04447554845082231,,,,,,-0.08255015288729048,0.10773779911120566,,,,,,
BSG,0.0478256867623112,0.08478885313218719,-0.01973696385120167,0.02915964902067068,-0.08603652249639307,-0.014360437064567569,-0.1393109261247475,-0.02410573860152868,0.03460609160248859,-0.027228406153226057,0.02028841003160007,0.14639911971028347,0.17888547361538262,-0.015466410526279699,-0.1375206464131948,0.006948194923790103,-0.14480495958325523,-0.24588891668236884,-0.006011772359608892
ADAMTS3,0.04088716340535293,0.0005100390722892553,0.012687523408212909,-0.01974771467654125,-0.04456145973863768,-0.048498989067121266,-0.030931632099150685,-0.054709481495105516,0.0944617186185683,0.045768945398780216,-0.034929606897162256,0.04186442353807139,0.09019358224459635,-0.07851652955041602,-0.053969136119842935,-0.00938204959352639,-0.13277032755776094,-0.11705768766438644,
CD34,0.019122867909025284,0.04258816337674684,0.032297061914990884,0.17098068884742146,-0.08406519280938171,-0.01460159628854005,0.06233235688418533,0.06455922824149146,0.05064013313001535,-0.007883454390747655,-0.03555160752128641,-0.05211333779628892,0.02758147868210138,0.020480850781147877,-0.047313117459278624,0.062161428547922684,0.20809435799938727,-0.037375558081570996,-0.061448688006769385
CCL23,,,,,,-0.015341488725904457,,,,,,-0.02331255936706909,,,,,,,
PLAT,0.027221257625765053,0.009313631283275304,-0.03145619073043138,-0.09427954638680532,-0.09528106976512032,-0.061137570691141487,0.0491567375421471,-0.0024656895841515345,0.13357299766256045,-0.03520023952069805,-0.047617298106015615,-0.16285889221654948,0.06520971634889798,-0.004827354974817687,-0.14031595869044583,-0.1386952129390505,0.04468760997525204,-0.03866213885804627,0.1391944009797285
NTF3,,,,,,,,0.08244637495023986,,-0.039338586683881065,,,-0.029913091136537187,-0.09296722297371851,,0.048516547227652765,,,
LTA,,,-0.04785634443963666,0.04434002170925544,,,0.014880729329124969,,,,-0.029981048857567975,,,,,,0.008648758045518101,,
CKLF,-0.03186347773805455,-0.01931554491290311,0.04811137419632472,-0.039013107545521425,-0.04696429285394148,-0.017071952754356304,0.03262538359479884,0.02645635743489001,0.063961161479813,0.03738554678626534,-0.026846550403035612,0.029304713695356765,-0.04181016540332134,-0.015683836957673454,0.012961644751230458,-0.09608501490072037,-0.11760746297742031,-0.02183108025883932,0.058109544603971205
APELA,,,,,,,,,,0.013843463276650068,,,,,,,,,
CD24,-0.04033231797726516,-0.010245664046207715,0.08519608337875101,0.05444574776107911,-0.12324800333575693,0.00869533754473912,0.17026897241926875,0.011454416789164125,0.10115487564427797,-0.09248004862138366,0.015839868777681447,0.11210049328405264,-0.08097946273335702,-0.05895556866870804,-0.013451669530208935,0.16017193881897393,-0.06278181702727531,0.021986916712559382,0.0009221541588031396
HSP90AA1,-0.09491268819534923,-0.012972824040496897,0.00615141750568783,-0.10606133813672258,-0.01726459913699181,0.003113160517883547,0.22092686057963412,-0.03189425883330152,-0.0880140953033095,-0.07709612224015534,0.012826898568299909,-0.03459672447224526,0.05701887945330964,-0.06206825992411554,0.03622463014066276,0.09902269660066035,-0.06328471889483049,0.16884160809189153,-0.01074305615665082
BMP4,-0.03210446007702297,-0.010906186266155967,0.03379208037472422,0.0014997213452382257,-0.04845920783485588,-0.030919673958425375,-0.0433245240309924,-0.018138400742966295,0.028008247922708705,0.052275946672213684,0.10071130430876203,-0.051750926584161534,0.053573548732514076,-0.006894177373169898,-0.037510417522076664,0.017260796648644373,0.01930595567367513,0.03412441749889775,
SCGB3A1,,-0.0285421701858348,,,0.024645401142272948,,,0.02228680673832464,0.055413615913836665,0.08222246853519319,0.06362075289099084,0.0032324480895629527,-0.042667554013684134,-0.05633853158182322,,-0.07956016792366694,0.052759826303094975,0.00043717039152864817,
IGFBP4,0.003180980381897853,-0.02995934903952032,0.09718215933478794,0.06465247408143783,-0.07207850475468411,-0.035122263237126354,0.10898413574821399,0.009312573124601096,0.13570826761184135,0.01816959867750904,-0.05048261539323398,-0.12741896113365267,0.026533653196300428,0.022258241177246472,-0.08929067022658868,0.04115809860626809,0.30817496616851875,0.0358973320762292,0.10691971195283599
RSPO4,,,0.01999644277418689,-0.008227603583295861,,,-0.05311184694722723,-0.025566763340165527,,,0.016733316033906438,,,,,-0.03078444592831644,-0.007190410052492118,-0.10037948105223199,
LEFTY2,-0.030886832202079075,-0.02203714910077491,-0.018443859447197095,-0.02113410933913109,0.020643818373608534,-0.06855464572111163,0.046362286001951164,0.0026711623253151367,-0.02978383097846427,-0.006034063651380845,-0.0002904620631900355,-0.10528224272170161,-0.06572509389653372,0.04915282597298467,-0.04008311428502304,-0.01471724809703879,0.03396357963965102,-0.021849005724470443,
PF4,,-0.029607919879313733,-0.008274427922245595,0.030109465880144272,,,,,,,,,,-0.03568104834870151,,,-0.011908159459135804,0.11435894108167508,
ANGPTL2,0.05765910504517058,-0.10076157316808185,-0.01105236925051806,-0.00929841734787219,-0.06554956979393828,-0.032712578691034465,0.11786032271645387,-0.003607305651560792,0.13843396330488147,-0.015877478362364274,0.0012589565243950433,0.008420947815934728,0.009835288085750142,0.014631714829261313,-0.08423318045568283,-0.13762586606333746,-0.035078683765184575,-0.08260057659104358,0.02669305340176306
LRIG2,0.05137678424901378,0.05981478393546415,0.07821334102931701,-0.005213577316667298,-0.033811441786944514,0.011315020552046695,0.05127738323229839,0.03645615120311056,-0.060614296767012625,0.014961412369509578,-0.009859419067631759,-3.2214657763908404e-05,-0.023765990366637596,-0.035225504489631396,0.023550674750155615,0.03836482542855783,-0.07210159257773327,-0.04158544651666688,0.02053546839863808
ICOSLG,-0.026285398872420103,0.06254607457575814,-0.005590352156189241,-0.019932260576983826,-0.09087622068733528,0.05593270990617473,0.08663092139975359,-0.009378620647687361,0.052623725846828506,-0.03649878791523485,0.04481486976691463,-0.04304114254339961,0.010306650568118872,-0.07769061974513307,0.05377128157032429,-0.03137651453017019,-0.007407693614521019,-0.07252863826308802,-0.06445781130482703
WIF1,,-0.03333134245980595,,,0.050796579961073535,-0.03398020465999067,-0.00991901587913151,-0.029555749372566956,-0.04830058092904469,,0.11569114672543684,,,,,0.05055036290941425,,-0.04008232613069372,0.05835694915655451
NPPC,-0.04610842453199325,0.04476710010789992,,-0.008055540659265396,-0.03162954963346356,0.034106862065142414,-0.02283171703844078,0.12340354893692576,-0.0473669341882251,,0.017081811240217203,0.06120995628237032,0.08151310194301647,-0.010893304349053461,-0.04335653745989583,0.11568177238041338,,0.0806688793469339,-0.010653529964477656
LYZ,-0.04811032192442365,-0.044978063537477464,0.09490857766236939,0.12035513419626939,0.06469621860466537,-0.005540870479743902,-0.03199002230887838,0.05073182865788717,0.16567617499505566,0.04843439564347291,-0.0033673862010181257,-0.0707781309891452,0.08057375345359341,-0.005385802463426155,0.056734960785544915,0.09752948329388827,0.19045544405774092,-0.001405863938704924,-0.06700380757476147
EREG,,,,,,,,,0.06309759545367474,-0.0317935701013753,,,0.12910585259102356,0.06444150001550876,,0.0204223845314383,-0.005995399571576659,0.06719698529710999,
SPTAN1,-0.0012603164523180526,0.04327889154312206,0.0007289807071347087,-0.09173749877034701,0.04477262380024895,-0.02602079677071496,0.032498337578075805,-0.04984333869233958,-0.07306024396816889,0.021986011622660395,0.001101860985126396,0.09879659502368882,-0.03798296348583567,-0.09232773353135827,-0.061000543510227025,0.057812432664871266,0.08197952127636329,0.4784608225260186,0.05479648842836817
PTH2,,,,,,,,,,,,,,,,0.05379715267163443,,,
LIPC,0.021822675589855504,-0.0268799772507313,-0.002339386410207612,-0.0452755769033841,0.026934754359646772,-0.022764535636020978,0.039934243191346176,,0.012300134272133091,-0.008784766658246445,0.011247665380326975,-0.012684188683022306,,,-0.038019222111701854,,0.12099037336268666,-0.02674446145736255,
COL8A1,0.004891150841487668,-0.011843706657572367,-0.04249142345041956,0.07375313021083546,0.03867479645508681,0.031886632452853586,-0.04408612927461415,0.03747075226595426,0.10833679311873969,-0.007715809535405036,0.016348890903139266,-0.0007957346563598679,-0.013526730177175553,-0.03613839118161929,-0.10827423460785622,0.08459563849424137,0.219535019770933,-0.18011639755113942,
GSTM2,0.148738735530827,0.006271180131758359,0.00170354279175286,0.025481499632125336,-0.02726067276012968,-0.022350765148113263,0.0013938421160066103,0.022195098046892372,0.023573129120672626,0.010669426226894683,-0.007784044970756887,-0.039072025618674976,-0.007725147438462363,-0.03750949386587528,0.056140243491847035,0.056400588338085214,-0.17362722016666304,-0.01799815468572049,
SPX,0.07945595811345638,0.020034626136482422,-0.032214612456954436,0.012420603864957894,0.10077285024472651,-0.011659929240055903,-0.046707354308217756,-0.09343854059996444,-0.16199192175625562,,0.02559436933201814,-0.022520144995325255,0.004809931087519055,-0.02602948939100351,0.01585641970600735,-0.006861993556175069,-0.14130142967086848,0.20929076809040448,-0.04919218556754984
MFGE8,0.04107305459178905,0.006219371813316087,0.07576232544129732,-0.033281745256276134,-0.03662310052077453,0.07224358669809199,-0.03188116814648161,0.032778849380524056,0.06828207009456227,-0.03770529679327985,-0.02153929748013492,-0.054149351465293497,0.11787058828420639,0.007610608488958757,-0.1539790746305337,-0.043219777441052355,0.06326717041596774,-0.051584526501208885,-0.007436613781283051
TGFA,0.007279770578981177,0.018922199433304688,-0.020452371205534125,0.046259486038154475,-0.010946320023164483,0.04234889321775191,-0.0091866898926102,-0.013477886320639157,-0.031056651644606272,0.09797988197180887,-0.039641030053922804,0.01142486180010715,-0.011357540289368325,0.058190061219669166,0.12898717793224532,0.029402254540915686,-0.14314607948293717,-0.14613742377390476,0.06031821173706428
SLIT2,-0.017056874790578765,0.03132629046594413,-0.05078721976074369,-0.03779367293836408,-0.003775154308912824,-0.008263521385560114,-0.04610666272085856,0.005638201738313483,-0.018568529735049574,0.027376378628464808,0.0465174493001501,-0.04456553587180804,-0.022184251064895938,-0.014073108260331622,-0.015346920700772307,-0.00156222279700995,0.060284943827582496,-0.2881169987054764,0.037934078594051575
PLTP,-0.021222287209451258,0.03076178358956645,0.011779809674192496,0.14172437343005445,-0.020535687908357983,-0.004170555345345087,0.10860993279911327,0.03534297795885919,0.20507978665424662,-0.0268801876359274,0.053210550758868665,0.028250488293919226,0.14349361889148324,0.02960595302879058,-0.10862037460550313,0.06964644663892788,0.1620153037769119,0.13405757879047703,-0.05210723477514383
APOD,-0.04306893020229,0.031090566380054543,-0.05678937885723451,-0.04146684421041281,0.060254173701506875,0.09366011040121906,0.08315824107075645,0.04508086785359018,0.031508714680013504,0.06404118562134008,0.056708649238405684,-0.12531573684529146,0.014680081258104554,0.03565419393586599,0.09532637633567499,-0.03890429745687177,0.5465250034395757,0.4595784791466363,-0.06501229961127487
B2M,-0.028767243554194796,-0.014848299634576324,0.02787203078670372,0.28552049935544965,-0.0658528471799227,-0.026341447026274865,0.29306894610836887,0.07593529070004457,0.2127330209531834,-0.002745495754657953,-0.07425882646114021,0.024215516268699857,0.09791190020658444,-0.01982927530402806,-0.1482172126149006,0.001512116689268605,0.30378198336670126,0.15150836817139146,-0.05434342037140925
OMG,-0.01112503644870737,0.03156984528135319,-0.0487766615151511,-0.07470919047103715,0.03192061341999133,0.0769324938774651,0.13996149836262797,-0.05568334916638995,-0.01748779425388104,-0.04569853398420548,0.01828635048664208,0.054738467029397275,-0.08811872676401487,0.008659087940368349,0.041012322876668256,-0.009047993252486826,-0.09351273908518913,0.35358290463532865,-0.09239991788204974
CXCL3,-0.02512164866743227,-0.023343546819664825,-0.008736889441306938,-0.00333396021552936,,-0.01770250564336171,-0.03598705278074026,0.006826820684504319,0.0790091966439398,0.030689410001500463,-0.021591784337332467,0.041205871601253094,0.14268480239347067,-0.036563498139658715,0.02482593642219146,-0.004271866703998902,0.0201188770263968,-0.19600532889573852,
CXCL10,0.02251323222515053,-0.042928061361562984,0.048512820261163055,0.16561910414857775,-0.00855535970843279,-0.033710106852879874,0.23879115465842649,0.03359690291842562,0.025496926401204302,-0.005215989449057947,0.01646852290835709,0.05440496075905896,-0.0012749361942496328,0.09216089060192818,-0.029792023632296535,-0.03146231981811218,0.014736642721781306,0.08483055255006551,
RSPO3,,0.072830078899328,,0.006352239888471626,-0.036660523273790484,-0.0048527487892445565,0.0011381634692950178,-0.005141075918679736,-0.06831012185488204,,0.008885582580569205,,-0.02944525350694073,-0.03539288788547828,,0.013682384842050494,0.08231828222919403,0.13935672911143038,0.053506599691462556
CORT,0.07718299707965669,-0.03724795425695446,0.004441796307691106,-0.05033011891268358,-0.0521333807059845,0.006958011292838249,0.03769899788810947,-0.011290925952886059,0.11500678759687959,,-0.0076133232092806475,,-0.06823499709763613,-0.037338403568243805,,0.02286730899465132,,,0.13746373567240605
NCAN,-0.0014250615350404133,0.03351698958891562,0.030815690641693372,0.06031852050830967,0.019604640543233243,-0.00439632406563351,-0.10296249065382211,0.016248874984393497,-0.08750740853984797,,-0.05583764667503692,-0.047517213528617486,-0.07905148447051434,-0.0381423884445154,-0.10036088000172586,-0.07526839572000267,-0.2566698720170766,0.39878131229759956,-0.008210832380760565
PRG4,,-0.009738373085816038,,-0.023181274338291157,,-0.019179051457377947,0.018795746749500995,,,,0.03757528825102395,,0.03608107291392178,0.03922321769651783,,0.04877417593041922,0.1704336689613618,-0.0747761988371623,
ZG16B,,0.005192571691061303,-0.0071933925211123744,0.06083762168061997,,-0.020706868107337097,-0.0027329158468402948,,,-0.011633924723187814,,,,,,,-0.08102313326072078,0.0009663081554696249,
TGM2,-0.06363070490975604,-0.015751101727610992,0.007606941201946504,0.12296267265348593,-0.0612195351693352,-0.04638766193780144,0.014775355547543903,0.07914481854064198,0.14699129410214587,-0.020517346711260872,0.016957095126421646,-0.06381005414357092,0.12629873898204036,0.02864791124712991,-0.03184949467691561,-0.025486798800215756,0.22925647203287083,0.1552097369119413,-0.01159590140172156
VEGFC,-0.0019496606651785318,0.01834017881396906,-0.012601478228582808,0.05249052587052096,-0.04116414398543579,-0.025286375174778455,-0.055634132694979764,-0.011597041999904462,-0.031217114056916795,-0.1502810021196852,-0.0144146419106288,-0.09092507403268658,0.049406741342637485,-0.024657845538287846,-0.05479653309914152,0.0022293922087197058,0.101441859508456,-0.19294068755793206,
