,MGH258,UKF243,UKF248,UKF259,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH916T1
RARRES2,0.05306358747161993,-0.05068192874165646,0.0713357151588651,0.03738972652106178,0.10531756966993744,-0.013761550810566495,0.047158804901958555,0.08120213705867496
FGF7,-0.006393373389021308,-0.0730247591808407,,0.046044365420877933,0.02812142651524957,0.07294500327277799,0.03373421737820507,0.03149101713863912
EFNA2,,,,,,,-0.01605573551231141,
HBEGF,-0.06157668764023224,0.011182473498896476,0.003959590788545837,-0.03808692922729275,0.0043948325732508925,0.018829524956282078,0.07601932056662884,-0.00708081697877913
CSF3,,-0.029335206867723704,,0.07592161454802498,-0.02327433507577657,-0.036303248758183894,0.049186847884277,0.08381955664935356
PI3,,0.018805662517674692,-0.024350376587080613,0.0056993145832723285,,-0.06819608931051059,0.03432873267856175,-0.035608989334870174
PCSK1N,0.09653281596106413,-0.01960010788872416,0.037406977202752455,-0.01848803874494052,-0.026693804288208008,-0.031869077930624816,-0.026537696543049143,0.03322385951572189
NTS,,,,,,0.079352830913451,-0.019560866930408562,0.02704989092932739
SFRP1,-0.026450088609969776,0.021116369160712373,0.014226448313728775,0.022339975351514774,-0.03352120980234714,0.015461296425046397,-1.1121498798891607e-05,0.011015086017590579
CXCL13,,,,,-0.005151342154914837,0.002653133743470064,-0.0007348299598631853,
MICA,0.01750613302700302,0.11757867832336076,-0.015392000912835593,-0.012217990736586918,-0.01643275566733394,0.04262152946746224,-0.030335953092684095,0.0770544026484093
TG,0.023744678379803125,0.0020971536759944497,-0.0077465542843152945,-0.016823768345819674,-0.033067066293220856,0.08553145413604697,0.04605965240855724,-0.03196269669183055
ADA,0.013644623770364957,-0.002183683700433414,0.023964334602329423,0.018518796697822686,-0.027595271271825005,0.023298769965106794,-0.018011757346080563,-0.01867866532861222
LAMC3,0.020787876874229654,-0.05051901680842088,-0.025308659295883232,-0.02399776504485112,-0.047500062931669446,0.008251306277750683,-0.000742733504336806,-0.015248432836050055
CCL7,,,0.07565159057037237,0.011091767883016789,,-0.01876110104789703,,-0.01717463174810656
NGF,,0.017051167994601473,0.11608459007917507,-0.017526955159170597,-0.029697786201672346,0.02034894472869379,0.009875660622571938,0.026578105494008106
TNFSF15,,0.09150300766424933,,-0.013544716337664756,0.09074954027371021,-0.018289966831748005,,0.03838795741199254
HMGB1,-0.010966096174640736,0.044910075213920556,0.02698218181203652,-0.006755882905787325,0.06544725887846517,-0.09346665832442039,-0.010309685656499227,-0.0357948689161619
ITGB3BP,0.016560470520116832,0.02445186955220668,0.028019214755411647,0.00595420170328479,0.06467693606895329,-0.01850675153977486,0.008302892051121148,-0.02752303250427736
AANAT,,-0.030292095127678966,-0.005023986920935152,-0.01232430791687892,,0.03551002122284824,-0.02160667137370279,-0.01817147660905035
RELN,0.03621576337255306,-0.029140714556110826,-0.0009302037275702497,-0.021392238576052165,,,,
IL15,0.053889638514647675,0.009840660963335432,0.02270324848099862,-0.014981920555619574,0.11724320003008666,-0.03015315810159653,-0.03917269423475769,0.0651613074272414
UTS2,,,,,,-0.014015855189542153,,
BSG,0.06145833697386204,-0.05304116461856491,0.07800357577276978,0.026125570802282033,0.036400812939792734,0.029772786798294485,0.04280151004386901,0.024487442908748054
ADAMTS3,0.007678231485919797,0.004127703266607074,0.045158259736637216,0.04181423591916386,0.02329650391647018,-0.04952381095969314,0.006041567329779166,0.03402034147546012
CD34,0.00465038264248285,-0.03507357797851005,-0.0375964832752532,0.005316413248704616,0.03604151566965403,-0.011912577875588583,0.013398110582084729,0.01664098627427104
PLAT,0.07061661016493484,0.05093827602423524,0.05241223488197039,-0.0007441022716513244,0.06643304629379511,-0.02805859458589881,-0.01734200043076697,0.018817502002443164
NTF3,,,,,-0.03157078917748314,-0.014067190736892944,-0.002958175478811253,
LTA,,,,0.021019070120137918,,,,0.0602303210908247
CKLF,0.020290639866701144,-0.00408842048065521,0.006396611577431364,0.008427411585022236,0.03132464870414343,-0.013744430495624306,0.019919027633531438,-0.010149204395061742
APELA,,,,,0.015255424784083258,,,
CD24,-0.006179082257286669,-0.04463288251239988,0.046897346645210954,0.0005800360853030339,-0.047843965668992516,-0.0033829132615575772,0.0020736833241069065,0.015684687825648577
HSP90AA1,-0.048769616558370636,0.03622572834234571,-0.021779584488054407,0.035664835945417264,-0.015697163161483785,-0.042151600404452656,-0.03244212898076485,-0.04685689671459313
BMP4,-0.021666443786051107,-0.0007990928098089078,-0.030289940268896892,0.039196792234235785,0.10541024365558654,-0.03734037136631772,0.012928074398923036,-0.019479858415704144
SCGB3A1,,,-0.014722694193248079,,-0.031030167691841096,-0.028555188918282664,0.15786854778778173,0.022388978194458457
IGFBP4,0.022958055632135214,-0.02344651131227743,0.021088780473467742,-0.0004178808179482718,-0.0015181373727320164,-0.023623023552203967,-0.01990620609617649,0.021667846016525924
RSPO4,,0.03367482398060229,,-0.023862783222931373,,,,0.07105123996697327
LEFTY2,-0.020844699210951338,0.03490921016572186,-0.029333722972365587,-0.025660016417531302,0.006602209825429495,0.03719139728466406,-0.018461211150843752,0.017055465920845565
PF4,,,-0.015272431887385484,-0.010612464399465048,,,-0.014716193187386893,0.04155599645240713
ANGPTL2,-0.01949406144211252,0.009574413410998007,-0.002774423020194309,-0.016352507090698565,-0.04709265272949099,0.00950530256683814,0.03573996524989208,0.05149900178118646
LRIG2,0.023263012268491447,-0.02181170682638325,0.014691319065661798,-0.03316911083501439,-0.0012890979226988129,0.04601633562210334,0.023185680303940095,-0.00581096361836877
ICOSLG,-0.025434572403192506,-0.014185421751887166,0.023838466537661085,-0.03733784695931307,0.013186178005574135,0.016340644656194035,0.035869187810146655,0.06534665486070858
WIF1,,-0.006793835616718342,-0.02748026226236257,,,,,
NPPC,0.11554744636694449,0.04739919729364252,-0.030139577610512207,-0.01646254938548148,,0.034303333299650234,0.07989965197362421,
LYZ,0.019042767608825444,0.05048590569163243,0.02388865760209139,-0.0470238973748966,0.05472757200122292,0.0029482798626895078,-0.057709368235010425,-0.03133675508132107
EREG,,,,,0.059722492051895205,-0.001427381228976891,0.02893048814579208,0.010684241364669557
SPTAN1,0.052260473791442205,-0.041369107491267154,0.05939644920884532,-0.07288347482101426,0.03208962709987657,0.05145861362733236,-0.003983428962600111,-0.04281625581646816
LIPC,-0.026953956097139003,-0.04330179145631222,-0.018697470909340298,-0.019071388914092813,-0.024502961742172993,,,0.022971019977496093
COL8A1,-0.035913545396071236,-0.002365269439009034,-0.017108220835417128,-0.022469509502660384,0.06518479612388682,0.07194709054580779,-0.038003897533356944,0.057183678506530625
GSTM2,0.07753468545552612,0.0509605707676374,-0.033545950659896316,-0.02022060313948872,0.030491034834233263,0.05203770968830912,-0.026571822078340933,0.04212913378161031
SPX,0.028129255685511934,-0.03208552253286326,-0.018231148547973957,-0.02076678714341149,,-0.01891580629543425,0.07426300058460793,-0.0039332739395404135
MFGE8,0.04141011097706093,-0.0021545015643758356,0.022046912435577118,-0.010870076339445927,0.05599327981913408,0.03549483100795791,-0.0258345892198663,0.02524912508598418
TGFA,-0.04020204040104341,-0.03662206432279749,0.02633863393201913,-0.012397655181094022,-0.01200133905090635,-0.035752076037698456,0.029884289304762873,0.1215294261696921
SLIT2,0.0007830176021122946,0.033377178571493374,-0.015282333649167198,0.0004700663982094976,0.005389456944632983,0.00923635518541854,0.02867824945151828,0.04346679267288529
PLTP,-0.009959530785081631,0.004702553825251368,-0.027882224450277673,-0.04154950632793993,-0.036726430227346236,-0.08736196544842596,-0.0809671466942338,0.013948747829829631
APOD,-0.034065781108224814,0.04858175609584876,0.045293864953710766,0.0030190054888058365,0.11282121075471514,0.05513455089902301,-0.0030857322421839655,-0.052186228544126724
B2M,0.029601876038881158,0.10596144423889266,0.008611780710070049,0.029455372614772123,0.08650738800749984,-0.09440828853303691,-0.01456931837218362,-0.026656594820817482
OMG,-0.04957670539686078,0.008009367099241467,0.04441565204616251,0.018640885937203637,-0.012410599406723804,0.06754825221797557,-0.009832677787042844,0.007923497677809562
CXCL3,-0.016953930617739865,-0.04413596480423172,-0.0011044011021868235,0.06633369479105558,0.02005026254400914,-0.022025991803680714,0.017364377869407047,0.016403270469058935
CXCL10,0.0019450892580059594,0.004342246351263619,0.021463274039771163,0.022241180420733184,0.02918546104423362,-0.019373243648448706,-0.01973868123701542,0.019303461032851615
RSPO3,,,-0.019998909395205006,-0.0123243070062521,,0.020087878202806806,0.003508632643837857,-0.01742889288895888
CORT,0.08984609691059887,0.0010613180368028916,0.03781736301586519,-0.0276382047851407,,0.06002010101727426,-0.015399748203835727,
NCAN,-0.025179215328491773,0.023679577145959127,0.002266832347001213,0.024886067275358602,,0.0444136188071903,0.032338736484253,-0.004760123045389601
PRG4,,0.03994553029214268,0.04245245250770588,-0.012163559529709798,,-0.020548597371830322,-0.02272327084765531,0.04990081448409728
ZG16B,,,-0.02041593325326066,-0.014117298434409238,0.04995774894382178,,,0.057062730199784195
TGM2,-0.03058701796640476,0.011486375076605741,-0.009731094580149372,-0.02278544119955633,-0.026554860088109755,-0.0134249937707007,0.0012610876458017811,-0.02018162729104572
VEGFC,0.06866066897333344,-0.022667528968666337,-0.002999507745972147,0.10114125808681566,0.0212792807083468,-0.02414445926946171,-0.002276248845988004,0.012065295830501968
WNT6,,0.05116419476147525,0.03657071137472658,0.03392711596806727,-0.024720829013410883,-0.02800694438541358,0.07751301835343073,-0.02624580055994652
NRG4,,-0.021424376345080716,-0.01356011958548237,0.023705953599408768,,,,0.0767263959723884
PMCH,,,-0.015628767572673303,0.03562558399083383,,-0.019069367785422824,-0.021606670607486684,0.007238556854830205
COL9A1,0.0023881892773461935,-0.03337650509179529,-0.032125135858398525,-0.015461288501118083,,0.00606380500485763,-0.06058928816436559,-0.04237487816837152
GDF11,0.09371334817695653,-0.009468554716325359,0.03005593015928345,0.029188646786421458,-0.0446447417736444,0.03918215860533258,0.01736755163880826,0.021094804661140613
RAET1E,,,,,,,,-0.019119373806388916
IL24,,,,,-0.013940984322082843,-0.014217661107584755,-0.014481550969001727,
SORBS1,-0.033241568431467146,-0.02211608803504498,-0.0306169852504977,0.019224865439198737,0.03152130540066917,0.007758057703367069,0.03353571469176981,-0.008223742050259237
DLL1,0.04472763378786694,0.04205067984361261,-0.005348845716930093,-0.033862800903378246,-0.013372713180332924,0.07539401967801439,0.003678357009470484,-0.006687451051347216
TLN1,0.010839792090550537,-0.03384515830666793,-0.02489773901918432,0.0025111106759192516,0.0302552160206564,-0.0186428845964036,-0.02637466528330438,0.012985231480013612
COL2A1,-0.019774018726337127,-0.021929260023890042,-0.012270751865387723,,,-0.031081671009088263,0.0320592369826867,0.05433523500297226
SHH,,,,-0.012639935438355544,,0.01556216886885052,0.02558614377371862,0.051332155293989046
PON2,0.041186610789424906,0.038186493035509736,0.007030346832060241,-0.00631550571330107,0.045599643540787355,0.029331121246281705,0.012541407149956788,0.01064871209956307
ICAM5,,-0.024416889772731196,0.03118856522440569,-0.01970023651500808,-0.013196854571816739,-0.03974227361296643,0.018953656144734266,0.03246993698481721
HPX,0.0617104852449138,-0.034920927889105724,0.04271609242097126,-0.0025718549304467307,0.03475271932774108,0.05639724670971463,-0.0030043166700361224,0.10129631132992288
SFRP2,,-0.02855062766096191,-0.019573861165020457,0.12633989812524188,-0.013758520111170194,-0.0399311856640939,0.024347432961618353,0.03455097948430416
CD70,,,0.07742728883112215,0.05047210209502655,0.01888903325734926,0.07655569459654232,-0.06398182097932774,0.005254218959087772
HP,-0.026449701135113336,-0.03235502006720732,0.010920274848726347,0.011721429950426946,,-0.08066561570790391,-0.002208858521394448,0.037949489122956544
CXCL2,0.015226907374543758,-0.05164850574134668,-0.0267437530638479,0.03888632390208221,0.044844574032733675,0.018847110421347776,0.035289517034118936,0.008558789122167603
NPPB,,,-0.01899370043952647,0.02478882640008632,,-0.037458229836491504,0.07897012853999964,-0.017679672757675492
CCK,0.031152529715508546,-0.01794320044736346,0.038461148683983856,0.046140823791708134,,0.0332103666219073,-0.01940876055739857,-0.022935308289963176
SEMA6A,0.07442850894506742,0.012239802134331703,0.0020850039924640708,-0.04364249832328546,0.045466602850767826,0.0038058113418615743,0.019973996595648816,-0.005183794422333068
IRAK4,0.03908603923663016,-0.06131745637724396,0.0012861875366260028,0.025696178598932803,0.0029264347798287843,0.023435024758135935,0.031509294293057294,0.04932871196924769
GSTP1,0.0500401749946272,0.011967646734276895,0.09049897916013476,0.005892869776145419,0.04793324941812296,0.07284996360462304,0.024637231876479593,0.05948620858526325
VCAM1,0.032274945006076236,0.007347627694252423,0.03318077102175739,0.034650973042824745,-0.05032309419140491,0.11018713119843242,0.03979421767188885,0.02242852508230417
NXPH3,-0.0014797577123475494,-0.03719504847864824,-0.029677574946277794,-0.021184334121062073,-0.02630711927173755,0.05075032129441895,-0.04973653662801122,0.0009099150822117121
MTMR4,0.030109767508463264,0.008973903248482417,-0.0192695537798353,0.0015209027376704395,0.0035556055041067783,-0.04591387619606558,-0.016486650548021328,0.03165956905073545
LAMC2,,-0.019564670382018055,0.03143682721428857,0.013301016851256184,0.018968671486860825,-0.017479317360845518,0.04595780439280151,-0.02063604739400432
IL10,-0.02186751153722296,0.061100689186396225,-0.009959038376318332,0.04443975575610968,0.017007501541509838,-0.020481317548093535,-0.04438626721322803,-0.02851662648763852
SEMA4D,-0.03974215423194837,-0.060004743190465795,0.012150700191096197,0.006249553835695812,-0.03886970184772726,0.024510934354598897,0.01632301694794739,0.028801096765205314
TRH,-0.01933056578188582,-0.004845362787858757,0.03043915256322039,-0.029962851773669277,,-0.006780860821519355,0.020807127087413304,-0.01980241911351278
SEMA6D,-0.014023522897336006,-0.04243244795814111,0.017364795263021874,-0.02382201213001994,0.022221054925943222,-0.07626082468300475,0.0014417076230202137,-0.0004655845480453615
CEL,,,,,,-0.0018905231827965015,-0.005944346195717903,-0.007897442750737739
PDCD1LG2,-0.0412097966532741,0.032459976934918526,0.011054138010153317,-0.013689433034153207,0.02231706726231306,0.07978709307962499,-0.03481340747713711,0.05993899778099336
SPINT1,-0.029327177471747675,-0.03029207696243034,0.0006806661148414017,0.028472615647298593,-0.01646036011753944,-0.018509706485955686,-0.011831128727217264,0.06058293903782294
CTHRC1,0.0949628114896813,0.02822165637384294,0.0076284433719586075,-0.038027091268539655,-0.05702782952343733,-0.06638919533707478,-0.01983908491876354,0.004007548932711923
PODXL,0.023926639884843465,0.021849481637105605,0.012107182476581888,-0.002092604897703496,-0.029278310498371266,-0.016658975417466183,0.022267588339734985,-0.03191816988763928
JAM3,0.01705948319251445,0.0045392740213923664,0.02601418613284577,-0.09378411492477881,-0.05109675004906303,-0.056242028491107994,0.07610042344531329,-0.003136122578953679
TGFB2,-0.05601753134852147,0.0070978475340305784,-0.015236499124643187,-0.039984070721875,-0.02307538009978672,-0.0133001237189511,0.002199120956429644,0.04182243640391681
COL18A1,-0.03681649858659869,0.04935201426472452,0.013464265841798015,0.0023851119314180764,0.01482925301787477,0.03241358007256267,-0.04091049561713472,-0.014024478680261337
NODAL,-0.03058194815143359,,-0.030631906586254767,0.0797243322065566,,-0.021253984926330682,-0.017888126758923522,-0.011877601609829631
INHBB,0.019299863450787522,-0.043179683000133896,-0.019532307436602316,-0.023511610580550978,-0.01732087428129372,-0.01832985051478722,-0.019558249529596235,0.017304924079870644
LCN1,,,0.07851883666095345,,,0.03823405955449365,0.007855573443356427,-0.020025284030866477
ARF4,-0.04793935531349573,0.004840685989658883,-0.00956405617499884,0.011408566924874162,0.07323290517640775,0.02585334110481535,0.010658020120804326,0.01603063052589815
CXCL14,-0.05428523779693089,0.01969668894556879,0.03968988114948046,-0.04806119254159662,-0.014371148360068791,-0.05684200311031031,-0.008901570846779382,0.028831384937373188
LIF,0.044734087025442494,0.055474708040480845,-0.028594116015462686,0.021927810569456682,-0.006968673364397417,-0.016428658063635006,0.018821805468708507,0.0005379789585734899
IL17B,,0.07307282626646042,,,0.04352714961366856,0.04563599510372104,-0.02704845312599747,0.026075170612673268
MMP1,,,-0.020553239265663596,,-0.044819844184926905,-0.01740786839910432,-0.01216095505392323,-0.021958450175013806
MATN1,,0.011959202886724923,-0.01957386383242889,,0.09603045722668149,-0.013473185153997739,-0.02987916062433484,0.04753008014091513
ADAM28,-0.0631108443226596,0.036169421556368334,0.0339632488371961,-0.0699612644949468,0.10402635021255097,-0.06735908737533239,-0.026520896512084887,0.04941134692793027
TCN2,0.004417712545660435,0.03617109752901203,0.010740354355082478,-0.017649644439968654,0.09802615279363695,0.07063768701401382,-0.017623382713792365,0.08621826369908729
THPO,,,0.0013191717432038878,0.01956759603056793,,,,0.006446165304812763
CUBN,0.008433010550374062,-0.06490625044628148,0.002652436022094405,0.00267564965993088,-0.044313176890842465,0.01830655198019512,0.01652866923138377,0.02325571859184536
TIMP3,-0.03915247408798567,-0.03230396974428074,-0.0022185701203036997,0.01368464507976234,0.020997400638569926,0.07423491238607076,-0.04236732954233044,0.038084471188168406
PIGF,0.06545672048744791,-0.0070206798206063495,0.029066907800048135,-0.05404695683274215,0.03189948542663392,0.0067197087463913745,-0.00029711720994891145,0.038299236252809905
CRH,,,-0.017466581465897017,-0.014257047187917028,,-0.03843502092317648,-0.001826111431598643,-0.015265795325793544
BDNF,,0.04342596633231308,-0.0321145386299029,0.005230031540607987,-0.003925509371665352,-0.08549178001262082,-0.0118409695886003,0.1141796585837432
CCL5,-0.05073532924877145,-0.003310615752743363,0.007204546595782902,0.04165422885665296,0.005921296891252444,-0.013741224938174201,-0.001078535114008689,-0.01668544381580344
GAD1,-0.0022710148514946764,-0.031222275028671625,0.027239644719557553,-0.007505818434836918,-0.020885175403209288,-0.029655922382420336,0.007451981278550388,-0.05805072700557576
COL14A1,-0.03747392662155207,-0.03805391060862164,-0.015257535398903307,0.027171880948897355,0.029492019030878433,0.06472697019688887,0.023391795222656196,0.06633135827067535
HLA-A,0.06325256932108476,-0.015719631041572975,-0.0020967469822001645,0.04691642999227793,0.047185944925244964,-0.048920277168804364,-0.0059058517981465195,-0.013848129412758875
CD5L,-0.03695922747461807,,0.1370387523719728,,,,,
FGF18,,,-0.015804097418010567,-0.011327117373322015,-0.014475359614157655,-0.023258097708771987,-0.026370148588964387,-0.01980242070224533
ADM,0.006142383883520108,-0.041824956967974905,-0.022508758483474823,-0.013265843131114254,-0.06689740153639945,-0.049850873439456996,0.043292118253178115,-0.016533436046554634
CCL15,,,0.04651877344842408,,,,,0.029831952789330218
GNAI2,0.03620717482312206,0.020911512596919743,0.029566304813690592,0.03147198498579619,-0.014576870442925301,0.04160526154174148,-0.029453868306958123,-0.03367201071556335
HDC,,,,,,,,0.006254377834104614
COL11A1,-0.02434544850967761,,0.02021983329848811,0.049954822620252186,0.02561981475787853,0.03696015040331417,0.008510075896164782,0.026782299035031463
NUCB2,-0.000879576250989606,0.05153361811604328,-0.020669518413376886,0.03453216445078031,-0.03532083981073611,-0.08727970340325159,-0.0009889305909298793,-0.005658065835983531
CXCL1,,0.004677476234117932,0.044662952001406755,0.08350183657733712,0.08906035520995503,-0.06210140381525454,0.0289840569703934,0.03818469052882239
VCAN,-0.004308610726499975,-0.02491539245863855,0.05678029938640204,-0.04674697974940139,0.02325610485360589,0.04244001646724581,0.04047468030361297,-0.04541489679793035
MMP7,,0.014018044236982111,-0.04193867015939854,-0.022519079840928588,0.040776680454717294,-0.05734151474056501,0.023643922121003212,0.03612556092108878
PTPN6,-0.03850526960190912,-0.020181117497270286,-0.006223331417920403,-0.0006399378874271602,0.06202277239490496,0.0014130899737882163,-0.00803859654121223,0.04115933444754476
PTGS2,-0.029921294615375356,0.009243310652246093,-0.040905046551532674,0.08190339934266569,-0.01343799757146305,-0.007150141519287769,0.05060574444664185,0.03498432758199478
XCL1,0.005910434403967393,,-0.019140246997043156,-0.012324309080457927,-0.025996216621538743,,,
CD58,0.029117448631925783,0.012112146604483117,0.03372926569617192,0.026828068950409442,0.022315542147846115,-0.0030460808310840267,0.03199058435241207,0.09173129841545984
TNFSF14,-0.0004001156202245702,0.14528227713158115,-0.019285772028070594,0.011859782031127818,,-0.01860525485744018,-0.0006927912557884785,0.11617086326633982
CNTN4,,-0.030480454631125198,0.0927156660879488,-0.022149000686357827,,0.07018817720712214,0.019685783278636987,0.13104402675725418
NTF4,,,,-0.015589711276453403,,,,
INSL3,,,-0.017146128804016017,-0.011327115151574054,,0.04176152639678033,-0.01668743113982496,-0.005462251316212976
BTLA,,,,-0.017979574106340934,,,,-0.022738771997360505
MFNG,-0.007495607081304188,0.0038968777889461822,0.007977839083212172,0.002886635632200676,0.03484455785689269,-0.05456111533268163,-0.018993315345059186,0.04767554810805754
ICAM1,-0.049211498307658905,0.05776699384227779,-0.015722212830492358,-0.00877274824886756,0.02215911552381584,-0.03610823689826736,0.043579702065401286,0.03283723434938521
PROS1,-0.010402834934833452,-0.03950195780012695,0.05152270465915535,0.014035891433929859,0.06289538669466051,0.036451182870206295,0.0071962919847860215,0.0773958883084846
CLCF1,0.006976889022214195,0.04516009032480021,0.004283240608459548,-0.05921469261368728,-0.010557319810796712,0.03333782527835612,0.03566851251681933,0.08647124865745767
PSAP,-0.09450003946196653,0.05067597785926538,0.013872532319846066,-0.003632673276049603,-0.0406636537526774,-0.04939868616673685,-0.020652434784989827,0.07344896360698959
EFEMP1,-0.022609580981646445,0.02233260916073459,0.015795751625045797,-0.030836202582644835,0.0016967090273787692,-0.054662260915861474,0.06724830671602788,0.07662725580289863
C1QTNF1,0.04679853426606776,0.041078704505721056,-0.029464890210550588,-0.03044977138306626,-0.0024650964162719327,-0.060035259377977046,0.02823027297620266,0.01896458585621018
ALB,-0.02841970484909166,-0.0034022182654022057,-0.00035882517995261293,0.008409035946319364,-0.013196858910430301,0.013311320439631086,0.0034904180247223304,-0.026590936542276237
CCL13,,,,,0.0369887358441777,-0.01381125732049546,,
EFNA3,0.05627908401714748,-0.03175795803761602,0.06293981102024197,-0.020884646793007795,-0.045384214371546376,-0.01028859975255746,0.028079486579527975,-0.04479652079627092
DRAXIN,0.10589818644858488,-0.01886231933123313,-0.006067611527552362,0.005454956874622623,0.0006323769432670869,-0.044254196147602176,-0.0011129398344498114,0.0490339728316152
RAET1L,,,0.11571174915304765,,,,-0.016893062099687883,
NPTX2,0.0014621169532621713,0.028691817319627992,-0.0015528676357129565,0.046794261752022615,0.022290206717098273,0.045384488801473284,0.028377058301148377,0.000592186030427071
FGF11,-0.04669949203989458,-0.019682545308262727,-0.029614079431062916,-0.001965850255053285,0.044539405085237016,-0.01861567046814453,0.08568965573593823,0.05411889175405703
CD59,-0.06944805593911042,0.00021030759140353283,0.0011537475331167882,-0.05554623156586294,0.08156250745241149,-0.019142736089141715,0.0009235028044650932,-0.0426294228094815
COL9A2,0.04173486633047939,0.054963540935747325,0.04286668085255618,-0.029077279744602995,0.009149233763249168,-0.006456630039255069,0.05982561853817208,0.026730605565433493
DLL3,-0.0944832627783209,-0.06735857849036148,0.00749290079827719,-0.044123808530329794,-0.016910714141817343,0.053597738762398095,0.010998570765966534,-0.04882769544267895
FGF5,,,,,-0.031838555503209236,,,0.024091537914510498
LIN7C,0.06295415613946169,-0.05714274885770012,0.010794143392252452,-0.02800773429061429,0.015437989518742541,0.060364808110336204,0.07475072402813446,0.04205508023477519
GDF7,0.004900197897711165,-0.018425097204117433,0.047423448021253076,-0.020210880390555883,,,0.04102216900151414,-0.0200635183417284
PSPN,0.039088542820979774,-0.01419361638282987,0.01348123120549404,0.0028239598977084983,0.0038780279535667894,0.03842982417961534,-0.05299267453796289,0.05893886850432678
ANGPT1,-0.05693278859257905,-0.049799095734716935,-0.016623251179587403,0.0008454242644529082,0.04004601671695561,0.006747980157483203,0.008058478457378225,0.07649882494269102
PNOC,0.040236541214853115,-0.03508925357443955,0.0012025584869371762,-4.864363681844691e-05,-0.013196858910430301,,-0.015399749879281405,0.04455720585088314
L1CAM,-0.02936251931020386,-0.012819673248172766,-0.01818041684983464,0.04630329766952589,-0.022327670325005013,0.009856523520297858,0.008024861793480564,-0.02953856333486438
APOA1,0.04268992843730694,0.018110252021048507,-0.011056514696433515,0.04747185286242311,-0.010455694654450353,0.002208700661749621,0.041371022846949504,-0.0069403513932784905
PSEN1,-0.06869826671701994,-0.08453435215628671,0.02566912602969172,0.009647538117492905,-0.05112515760047167,0.01801689340688608,0.0020488522739147176,-0.01792050671890655
CALM2,-0.029042996145012108,-0.014184437917823532,-0.033881550493137826,-0.005294712571907494,0.05877906466445059,-0.05814026130954129,-0.01798930566357458,0.03125328056776779
