,UKF243,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH916bulk,ZH916inf
GRN,-0.06810028080844621,0.0679763302067434,-0.009031785476121417,-0.04942631068672464,-0.12671088463894495,0.027737611744731428,0.017944406409427117,0.0474880506906893,0.014361100693835425,0.03380239753772944,0.04211416781826176,0.06059497187113177,-0.0323896451739704
MIA,0.015840619330094202,-0.0021170671057160204,-0.01812379240127908,-0.023608869618882772,-0.06763866598830019,-0.011110423663592129,-0.018332993947321026,,-0.02253441129013321,-0.025960501121075983,-0.12221708735976428,0.03394082049638512,
COL4A4,-0.03552879901267262,-0.033271226696783625,-0.08222909007662675,-0.012422787897539454,0.010659954502851721,0.0014168516963234288,-0.021425466862421895,,,-0.02341492542587656,-0.03272092380397896,-0.032035779755670436,
TAC1,0.23631460514834804,0.09048861121568802,0.09307452718920699,0.0603280590837416,0.16221369510866318,0.03549295005769345,0.013676187494490172,-0.010877381353341636,,,,0.04585599532276447,0.019214740725981776
RARRES2,0.039443920911059284,-0.0979221746802749,-0.06309898508608638,-0.06416443703255587,-0.12625876008543716,-0.009067301280223183,-0.009821695530015528,0.021491472235872538,-0.04267232808405233,0.12346798301061347,0.17534210722589555,-0.009723956275826656,0.05389970543081454
FGF7,-0.010911748317499175,-0.041606234891496424,0.08255089667778678,-0.024024556212862997,-0.03918172235569584,-0.019400328681908444,-0.0018650004868883143,0.05726214394368237,0.03555124378690486,-0.06028803806847939,-0.03718849312397103,-0.042098704748648866,0.0090019518871421
EFNA2,,,,,,,,,,,-0.01942286780279968,,
HBEGF,0.010568931194642429,0.020819190254044356,-0.028061750376001046,0.006558927442819227,-0.047027443587576497,-0.045605661167016226,0.1025515437359116,-0.07754271546533863,0.0505726607258962,0.09236268348464295,0.08840929801286064,-0.01434236057238732,0.019674663770821086
CSF3,-0.03552877088441631,0.03661957021629981,-0.005158776754023327,,0.03861376205465032,,,,-0.02065928024562984,0.17072877573444978,0.22395498647072046,-0.03369797490085459,
PI3,-0.013970212482841079,-0.06612974496972761,0.06756671491723928,,-0.027796616721518935,,,,,0.12748338391773237,0.16012537866753046,-0.010239728699166034,
PCSK1N,0.18370905959302056,0.08440347402325324,0.046330472412148625,0.037365756636250955,0.09497726770285693,-0.04372680081580667,-0.015193710226152846,0.02493391245354563,0.037211377428797626,-0.032581179317826364,-0.06402181886972749,0.040470266746644404,0.09520627366925037
NTS,,,-0.04153826933238975,-0.015165401463894786,-0.030341905127804894,-0.018383349101751698,0.01728909188000438,-0.0161186515952592,,-0.039457015884572594,-0.023663078667816598,,
SFRP1,0.23938389425351247,,0.13933405650327146,0.009541465605326213,-0.029109873399200865,0.010741089565393271,0.030439507444153562,-0.07281240829585411,0.010704549508661293,-0.0024141184490860407,0.06533345475478913,0.011286039811509913,0.05223602903412993
CXCL13,,-0.022670578466684167,0.03690843582718295,,,,,,0.028239566264186437,0.08745077280453623,0.16750021489816527,0.009706662728489593,
MICA,-0.009617411863897791,0.042726526925989376,0.029208165616221474,-0.03218906204104158,-0.056968507324782224,0.018869937759035282,0.06545961478665853,-0.0058169175854029895,0.0099482319310366,0.049821416124626955,0.02039314154190694,-0.03207837866281735,-0.04497425482970687
TG,-0.008152042632480382,,-0.030003502064323128,0.003387818488566452,-0.002182943163371154,-0.015528445705472165,-0.01590417299642768,,-0.002272641229044762,-0.022473574240941457,-0.014040366798875006,-0.030121807375497616,
ADA,-0.00011224828319663461,0.09633936348508958,0.0059388661503124865,-0.03419748515292394,-0.06318486692903175,0.03374986801234044,-0.025829655960642215,-0.05455002728209307,0.012255362347389593,0.04553910852298483,-0.01848812642378795,0.11802953372144555,0.05986345405311747
LAMC3,-0.03294381472061053,0.10666574933226536,0.05015643958762048,-0.029729429554375606,-0.09626752222393166,0.04110502863422715,0.02833743294067905,-0.003665126638389733,0.04017666545372463,0.00907741272599385,-0.023809271495047492,-0.01721603573074618,-0.059139156733426484
CCL7,,,-0.018586663652512967,,,,,,,-0.025349168750747577,,-0.011074020339993908,
NGF,-0.020469134865063472,,-0.01983932892444786,0.005110135774477862,,,,-0.016118662208321824,-0.05757642736527229,0.029302147780290128,-0.019161791782779238,-0.012055060199035869,
TNFSF15,0.020586785754599782,,0.012364587470267734,-0.0016358539467559267,,,,,-0.029545849003911398,-0.024712593065827872,,-0.02203872049575117,
HMGB1,0.04983114304499743,0.11938363543022854,0.028849572017089473,0.049029762333218006,-0.08089723411222974,0.021076394614633,-0.025653652244844807,-0.024956987105380954,-0.013805472632821522,-0.0657770093737232,-0.009504859957390562,-0.004258516848091051,-0.09590102354615712
ITGB3BP,-0.0958558070289105,-0.015045536419781435,-0.028162692526442334,-0.041172622123337416,-0.10876178649672859,-0.03223044690929728,0.02410512232325956,-0.04776984127379717,0.05146540654054451,0.028582904194963264,0.0805199711271397,-0.019775248392826163,0.04643296307622473
AANAT,-0.03668768767348944,,-0.01239993694608498,,0.1031034641286672,-0.013964821971450287,-0.018332994967048957,-0.015153912986166893,,0.05490924771482916,-0.010172256983922046,-0.020575941970396184,
RELN,0.09552540542860691,0.1688494616263828,0.06255882070606301,-0.03290836977699439,0.05975508269214573,0.02415641454185055,0.0041429085755387346,-0.02591482645978692,,,,-0.014901867873502419,0.0528585068209064
IL15,-0.003257136754324025,,-0.016460025686572993,0.010907981591718002,-0.050877566663265136,0.04289478784107441,-0.024319269436263967,-0.013134491287683571,-0.007104871978136698,-0.017885064984927052,-0.010873268144473156,0.002281835263867572,
UTS2,,,,,-0.04553195038694343,,,,,-0.018937602728043002,,,
BSG,-0.029337259968682052,-0.01606683483114535,-0.029607406933038302,0.011694856897994824,0.10648038105955898,-0.015624890520592113,0.04496413871048609,0.015169339715377345,0.022654742216662287,0.13023690865382634,0.06172329138026156,-0.023003879856733554,-0.0006295292273804936
ADAMTS3,-0.025572860569430537,,-0.026480845056197667,-0.023246374043099042,-0.11843277751331398,0.08136092998127581,0.03634628685823426,0.15519895155861987,-0.022480435584921212,0.045902087919076046,-0.03267366735348577,-0.020405843904917145,
CD34,0.035812339612718805,-0.021781459534594507,0.11148105235333905,-0.00896631802045268,-0.046202924722968074,0.011895538347747073,-0.026048670358378396,0.09759014621809833,0.03738195500906342,-0.07481633297867091,0.06624878899196167,0.009412558082388407,0.030812257039935627
CCL23,,,,,-0.02533667979655757,,,,,,,,
PLAT,-0.07361312216508306,0.10289214849229919,-0.008863553382037639,-0.03773006366188667,-0.09065152770134041,-0.00034447839166520483,0.03970204985819208,-0.00741468647532794,0.018072812552565615,-0.10764686985408925,-0.1278814441291526,-0.0350972987593357,0.009437244737567735
NTF3,,,,,,,-0.029593827295680827,,0.06956562566270912,0.004401653192834264,-0.08318831544314108,,
LTA,,,,,,-0.013449578920563103,,,,,,,
CKLF,0.07456107630213729,-0.03268833597851992,-0.018877955336951083,-0.029735347346928138,-0.16017531492867326,-0.024633061757232223,0.012667644704462615,0.015311906946031632,0.005179076941896062,-0.1272074327581295,-0.06692107220434933,-0.08765248602679926,0.012302165598165705
APELA,,,,,,,,,-0.026446462250966293,,,,
CD24,-0.06350723155229539,0.026820070876857123,-0.03550037997306113,-0.0668520824816109,-0.03041992424164125,-0.07051584673209553,0.004636098385458699,-0.0692680173557642,0.12488279800595327,-0.1086500231632096,-0.10474144853349114,0.019250512046913925,0.04321093663636354
HSP90AA1,-0.005252149000384433,-0.04882757560977704,0.09466256242213056,0.021511612803864787,0.12586619197548837,-0.04525167039708732,0.009954920346780364,0.05175913195496394,-0.01561114435695287,0.13296013891115316,0.14666830786058574,0.04458105268172524,0.11673710991084682
BMP4,0.11766242943020809,0.0019124364346900882,0.0416898602399915,0.0339791412687567,0.03563030417773476,0.02958833633220378,0.02324110724362903,-0.024170820035808116,-0.020277412972358518,0.05869172900198958,-0.0643279289369032,-0.030417635673663738,
SCGB3A1,,-0.03337280676952856,-0.014766794135501929,-0.018423176413183334,,,-0.015464060564036552,-0.02667512764788948,0.027985390141259094,-0.03858250647182364,-0.02573568001841582,-0.04134747467833818,
IGFBP4,-0.04144597396444115,0.04756357956254181,-0.025886507849430668,-0.01595168448384477,-0.09309051070705449,0.0003107643921152925,0.03852804021454336,0.06003683083346659,0.06279428162948328,-0.024175581472083138,0.05894188000614968,-0.06100024591163946,-0.0483348353695613
RSPO4,-0.0250051468106522,,0.06944670762222777,,,0.01970887576692897,-0.015464058302067873,,,,,-0.025945447793031262,
LEFTY2,0.08557188363290891,0.16808815534419003,-0.02645380643467197,-0.030772961256810536,-0.06916182931668978,0.019107152647017074,-0.01695652905780595,-0.016118662208321824,-0.03340719188724652,-0.021518573702711822,0.05027131836810492,0.005721862633606623,
PF4,,,,,,,,,,,-0.017802403049047753,-0.020324537371374376,
ANGPTL2,0.046993763271431996,0.06271023010857747,-0.055433868837214115,-0.02716278166286482,-0.1425620188131931,0.0009805337821902301,-0.004816531205429634,-0.06669586325232006,0.004562078350321034,-0.050193944930746165,-0.04997392037372854,-0.0024782911795156962,0.04735664342158762
LRIG2,0.022852598763464824,0.027853815977160103,-0.0423871350036462,-0.018164813230136717,-0.035846577667636395,-0.007766397339950165,0.0008027116144601511,0.024054053540589135,0.05638606727587024,0.025842704714246822,0.029057307993270477,-0.03392487912245721,0.05785066884811522
ICOSLG,0.0022653480264444603,0.0029686777899264674,-0.02495764396121508,-0.0028113907913607443,-0.11562348246548496,-0.01585864110521983,0.07069392558322526,-0.03309838603996348,0.019338092666839234,0.06317260310843477,-0.04946235478769195,-0.013145846205763584,0.020615441076403597
WIF1,0.2503331424547914,-0.044185973669651456,0.05603887115216417,0.08193050941683896,0.16595183087251333,-0.012071084933981558,-0.00917183583743767,0.011746880978343751,,,,-0.023482880633416657,0.23687034544984778
NPPC,0.037006966441333854,-0.029091542840781914,0.05585027244193805,-0.013818196955939515,-0.016805657780660857,0.11814372233373542,-0.00779055800184833,-0.040018066665335465,,-0.014069178202759785,-0.033683340041997946,0.0034069124202376535,0.05001212987926489
LYZ,-0.02427982778225606,-0.012555379727546709,-0.06102416587037766,-0.0105182683553904,-0.040491140385317405,-0.012670514440034766,-0.011102709184019455,0.07183789037825927,-0.0009301768799972447,-0.03554877665723644,-0.012922089404966036,0.056744706740644246,-0.08396400741988526
EREG,,0.008316895996448177,-0.02398394000796894,,,,,-0.016581392920911417,0.011636957907191447,0.07181245681258273,0.13069596312524642,-0.02339956330886293,
SPTAN1,0.17613190953403948,0.0644356264463301,0.07763998019864732,-0.010064889805571697,0.07581522313193532,0.020107404548352754,-0.013662489651457256,0.09312965307044171,-0.010596813048455342,-0.08491393827695061,-0.08635216060170892,0.06866254682516512,0.0487999133237548
LIPC,-0.05244413085181939,,-0.01650070102731274,0.028465706377445513,-0.05823987352162681,0.029449052159570048,,-0.029696972506163013,0.021489202040697257,,,-0.03169489942487379,
COL8A1,-0.09887193481437827,0.003965459957608862,-0.03917122803776896,-0.017014156950082925,-0.059699471445652116,0.010491914198766149,-0.007493089151758297,-0.01853748500625515,0.006993981386103237,-0.03161916818542483,-0.0992678374505947,-0.06127501741646376,
GSTM2,0.13340183569619182,0.002973092609273146,0.009221680655936391,-0.012204512756223458,0.025894603795440632,0.01007654765977727,-0.012407328269292412,-0.026372909724918535,0.05753750649583825,-0.029875415233851788,-0.020098598707163462,-0.00082221378320555,
SPX,0.15588570083035005,,0.1439714185399654,0.040091398003504704,0.056367497149788226,-0.017315135491269444,0.031884763203657615,-0.003898475530031667,,-0.02555819962886263,0.015377692663155031,-0.017917004668454063,-0.0012289038995251086
MFGE8,-0.09107358894302361,0.013098680146220166,0.04045852970229807,-0.07014562821141451,-0.08323314287216427,0.013913026027969948,-0.008824550686584744,0.08581567574071748,0.06079709949607922,0.0649089915309125,0.05017721116760265,-0.01442657184468249,0.042278537972526085
TGFA,-0.10717669618370873,0.05926668820993549,-0.05494639080770364,0.06382575051746128,-0.03443601597543033,0.005475393034308445,0.027434769433502475,-0.016905578107900172,0.005609647777731085,-0.005730050394473192,-0.03226882843992735,0.05709021656431533,0.12706490547421612
SLIT2,0.27008652645521536,-0.02480501222600677,0.045786085970777615,0.0035734653639550975,0.06342956603911418,0.022852784326986297,-0.05205075210386226,-0.05265033050541007,-0.037712387555043546,-0.06501951174306474,-0.0071368741987884255,0.05253189833491838,0.1447098800769057
PLTP,-0.007225896182175111,0.11014107444602209,-0.06225896886987947,0.02051573384413738,-0.14124331977138346,0.019900441668796905,-0.0065677899823526524,0.013143925925882628,0.06376161930567069,-0.0183240573370907,0.053747852072646235,-0.00923346220475924,0.058031608688818584
APOD,0.08024244549487186,0.1249625920106249,-0.09095848142104876,-0.051284458634601286,-0.15290944415367264,-0.03905611479682988,-0.03294808844186023,0.023244384806348477,0.011273036121797624,-0.08350619428067418,-0.09615389455553769,-0.005741128635633014,-0.003913988889233879
B2M,-0.02517093171170087,0.0672059070703939,-0.0687684749553337,-0.07472815598449886,-0.1809640101561277,-0.054409451238121055,0.01008781001092616,0.005949933550643854,0.0063244066368372594,-0.021584610956231792,-0.03059141920606481,0.009005359027326956,-0.14767391027690685
OMG,0.18216595692915571,0.04849299000536391,0.024946501372198303,-0.05833276594970572,-0.007464574596723426,0.00974900688994226,0.018299048571827237,-0.0809687889099832,-0.02473976041401242,-0.04885922451613654,-0.08314762955600404,0.015592747983702845,-0.06655346204828153
CXCL3,-0.06745892052928462,0.05237407541657522,-0.016932015463587777,,-0.02923593173361774,-0.015339389993912792,-0.016543273641787568,-0.023342369618042345,0.03451894627942463,0.16298743857088538,0.13816188353531317,0.038833982180052316,
CXCL10,-0.05614507276761341,,0.021092470522843004,-0.01972741568906382,-0.1470649008890151,-0.0369615582331688,-0.013898398150805567,-0.04631888658633497,0.012665782725755822,0.02388857411489141,-0.023878183342904404,0.051216734260847746,
RSPO3,,0.01855676283777459,0.33579648327474654,-0.01053026240244522,0.05995535444171301,0.0479520251488746,0.08934287397579847,-0.018316645219170424,,-0.05757752586598097,-0.058826921094800776,0.015477606012553772,-0.03301937555258863
CORT,0.06009372062749273,0.008753882538889165,0.03584902251264463,-0.03320449149589812,0.05205232765799601,0.012666858102652572,-0.030886460489769927,0.09109615534068663,,-0.028904760710295577,-0.018629309964040584,,0.03244197701121158
NCAN,0.02773955534708367,0.02552025904952204,0.08035964853598339,-0.03820051358608548,-0.07648450574235428,0.030088627614512184,-0.033783825477251,-0.03102673220600928,,-0.095771157589396,-0.1619693310229906,-0.02256793005660663,-0.06514376545457994
PRG4,-0.03826143175289128,0.02316677165634096,-0.011814435410812923,,0.03126556179475002,0.034204712167123424,,,,0.05078417316150543,-0.02748868685478759,0.04682253738358042,
ZG16B,,,,,0.023660855149371225,0.015408523024981047,,,-0.00831495972182116,,,-0.017338914858507793,
TGM2,-0.06021103421935677,-0.0015095147960531368,-0.010637167631928296,0.006599204376165712,-0.041849624217631234,0.010781708194540258,-0.01509853395067954,-0.022872525315922265,0.017333546909433957,0.11649951459405034,0.12850238335947112,0.06830555183692098,0.11878182782936562
VEGFC,-0.027453341197661987,0.049523247439980315,-0.01818633102270177,-0.029586533960032527,-0.041760796651839495,0.03129713719698494,0.00908872800629644,-0.01873690180307174,0.04940905364089741,0.03739305169051047,0.1338093389670682,-0.0608833350211351,
WNT6,-0.03481815044597686,0.013082208618893594,0.005759071759710556,-0.014803165376458273,-0.01834994273455149,-0.02378334010994988,,,-0.018287784918776334,-0.0016509314237903876,0.06790046444362993,-0.017916301098669356,
NRG4,0.017737505547711665,0.136081924816614,-0.01682811823901108,-0.018121810957074037,-0.03945255860600259,0.007388507983913034,0.024860931132810737,-0.020874017315127502,,,,-0.007083639649524994,
PMCH,,,,,,-0.015642678319210304,,,,0.04158353925364285,-0.02613791853671585,0.029080328702405886,
COL9A1,0.09498365437389707,0.1288036577748359,-0.014737517920202281,-0.03272432685876407,-0.00980670251850165,0.02208220389971373,0.011349649854722237,-0.016351528847885523,,-0.10444572043742036,-0.10432698508397698,-0.04101758923737837,0.03608358911908334
GDF11,0.03426054356034263,0.10831607167523111,-0.05231063353986315,-0.018527683265071558,-0.05199933083233458,0.014689105488907282,-0.012670678614073245,-0.055906011217909016,0.03710508648917578,-0.06652572833813784,-0.04248275309821496,-0.02829580805017934,0.03611432587977684
IL24,,,,,,,,,0.10433484929420173,0.2355157741662581,0.02992477675943349,-0.03012179007871501,
SORBS1,0.08600609259186677,0.12407640898768472,-0.0011434948076313105,-0.04014509135989462,0.011317848117521335,-0.001098536257382339,0.013558018865892476,0.015247156606382224,0.0331338535006196,-0.07685658714371199,-0.1275117677463353,-0.025842202667705597,0.04375384463212626
DLL1,0.1681798413921836,0.04206483182380003,-0.028672047201553755,-0.0350199421896117,-0.05070633265694542,0.015109646831672853,-0.04274242662420218,0.01991615420903856,0.056211561895497614,-0.08743836073929723,-0.09695439346108907,0.03267735867202863,0.06298270017144562
TLN1,-0.05898838180056035,-0.07034269208729681,-0.05352786704456675,-0.027860587770319547,-0.1380652888830261,0.03131791556867852,0.0019195177644288177,0.0037628569376137897,0.04407103530835467,0.059799313242364004,0.06847770374503631,0.017762625660173156,0.05009755853594839
COL2A1,0.06077528618712698,,-0.010552083092906282,-0.01603738739083338,-0.02923594168292933,,,,,0.0019824714525959203,0.021231590855579855,-0.024274529179836798,
SHH,,,-0.026750244574370346,-0.01750487296181423,0.011416973079335311,-0.009821826990878196,-0.017755499425435715,,,0.06124120753378358,-0.05030876313017886,-0.03860052377985132,
PON2,0.012471290685718448,0.17329139344108538,-0.050563623925027536,0.02594619004291469,-0.14802726246877645,-0.020971376596874154,0.008432512399354617,-0.010795163103881195,0.031687081912264624,-0.07774970153577694,-0.017656577553641993,-0.1125718840692141,0.005411416722281469
ICAM5,0.3015283665145477,-0.01668044525609111,0.1174710508663316,-0.015078867379753842,0.13647598919194043,0.033389652498073366,-0.0019266745884464048,0.029962163015442102,0.0809653804166763,0.017051816224384238,-0.013537160990463195,0.025487013946428133,0.08266772945883236
HPX,0.0855871040966953,0.1490543802015881,0.04169277861768787,-0.014803166375036252,0.003733780002211045,-0.020972401240558977,-0.015464058987512819,,-0.022675700711019823,-0.002224126632692357,-0.03244293413601355,0.03364050031783412,
SFRP2,0.06506363362759453,,,-0.0027950226892422127,-0.02333299903124467,-0.017479124991596776,0.01908599322067413,0.016878227279635307,0.07153756909361876,-0.03254840274605236,0.04362344137349318,-0.050335438785274494,0.04148051255248355
CFC1,,,,-0.025013728461883798,,-0.013449579733390634,,-0.01703247811564214,,,,0.08342165687133397,
CD70,,,,,,-0.025088175334254156,,,-0.0005034006567079357,0.13246378393552466,0.10174600242075159,0.034514541823136874,
HP,0.09382316706218895,0.10511283740051469,-0.03360111980364647,,-0.09298673932011375,-0.051984029336129056,0.01414179516238423,-0.03843370297269163,,-0.03336675692351448,-0.04637926588863294,0.01905259099370791,
CXCL2,0.04440587948792631,-0.011806850470957092,-0.04617823060987585,-0.022878934470529542,-0.04155549237965077,0.018155680336802763,-0.021491254974402782,-0.02945478894535707,0.049951600588361726,0.1290557030201913,0.12180572372109409,0.07541328565456594,-0.01838274026670896
NPPB,,-0.006230946888862497,,,,0.08023837751725224,,,,-0.013589999137820758,-0.03288509703380671,,
CCK,0.17272407531423853,-0.01550593314289974,0.11320688253901723,0.08952025080132991,0.15775288795167808,0.017195572481905,-0.011167323068368205,0.07033757090672019,,-0.08622371819148338,-0.0793374893106542,0.047218148935902156,0.028442487650939804
SEMA6A,0.015255445468144183,0.07553525586922463,-0.025010484080784403,-0.05528637908005418,-0.12084933068905687,-0.013775258126105201,0.055605236069977686,-0.07409421531038256,-0.061675745925694754,-0.048659564367950804,-0.05245101926405398,-0.08341604488703132,0.04548782772934614
IRAK4,-0.07394304349722139,-0.008051472689557236,0.058944621779211365,-0.001063242593156148,-0.12719386332536936,-0.012042169550884791,-0.0262872553708622,0.04181126501658683,0.007770943948351731,0.0059251786186271015,-0.043450271995567176,-0.03119543206122652,0.046851465695843475
GSTP1,0.021519415344845184,0.04451296561271392,-0.04321611538838078,-0.04312215746583321,-0.1604272553595133,-0.05199432879454953,0.014618959126441821,-0.05280365921351229,-0.0024979161497692428,-0.027583018039991997,-0.0857797770482616,-0.01910272946437122,0.026719024683514093
VCAM1,-0.04303269866583791,-0.050844959405967505,-0.07981482186810841,-0.041867923263867145,-0.0924188191559747,-0.018742464673273077,0.013568780336025547,-0.04985972273218671,0.03818153186357466,0.09480382737767709,0.09749264534312437,-0.058034603292674077,0.014049144544371124
NXPH3,-0.09453664474302641,-0.006720469281459702,0.04259196463791424,-0.032030886028825804,0.015473390415777328,-0.04459723751163798,-0.01368777887213436,0.11738398167832892,0.02363114639825372,-0.019290332609587173,-0.07240815478584012,0.0430608687441968,0.02498527403754201
MTMR4,-0.03617901092395705,0.01255614979932229,-0.04553859439116576,0.005907192809659281,-0.002816640364711962,0.03006395143993867,-0.03376079335394312,0.03987448345600083,0.05036063699889329,-0.05509049625127041,-0.015611311355304065,-0.02614749915023447,0.035199400273087295
LAMC2,-0.02369537377275645,,,0.09042011337970958,,-0.014825927838772304,,,0.001292588967841213,0.012969821165545804,-0.023006775416326848,-0.02594546207593046,
IL10,0.02811342734285466,0.06202164361730261,-0.006136818468600638,,-0.02777946431526092,-0.03293448835859094,,0.016946848661302267,0.033770632323146844,0.025266253624152135,-0.021499677450540683,-0.03340355656368813,
SEMA4D,0.18458633468613544,0.11175162957808538,-0.0261936856253159,-0.03659210204549567,-0.02485161683526765,0.006549858675778513,0.024932187180691092,-0.004988454548512469,0.0635844790022042,-0.10749624480848127,-0.08905024902877973,0.03946805472465455,0.0075578483994598305
TRH,0.04635113685209446,-0.02411315303546356,0.058375741351472436,-0.0277471668441308,-0.017284027455110366,-0.039068702973086955,,-0.026524364065724122,,-0.03647022233407129,-0.05945237086735619,-0.014678925908139951,
SEMA6D,0.07928758900152762,0.12008446218364136,0.11096244306674906,-0.032072884547529296,-0.03151740253675212,0.07028619300137677,0.06460709752098662,-0.06509077733416212,-0.03744855874976948,-0.05627990012539139,0.02522248374172257,-0.04752531828128461,0.03288139840567657
CEL,,-0.026461287415445216,-0.02048664855338798,,,,,,,0.0829695653963919,0.0008500415854437931,-0.027719186503112597,
PDCD1LG2,0.05866363593241195,0.128987012265328,-0.006649145928425414,0.14457474068146262,-0.017408605909379003,-0.016758803483542754,0.014882711584350462,0.03628524192217659,-0.0021907050435269644,-0.04302595236054113,0.020975907635875993,0.0006569388195593677,
SPINT1,-0.03668766567299838,0.001216302878771793,0.012232888611101132,0.06294658830883523,-0.03701056745115495,-0.025756809812985736,0.14988400382162387,-0.02575975821324572,0.04260457280260341,-0.014758801534475226,-0.04043716203994384,-0.043264984899099794,
CTHRC1,0.010663639272717233,-0.028331169800684123,0.08760387210330403,-0.040507861014345226,-0.04737837277339394,0.007506878067593941,0.007467963780163966,0.004210178033168862,0.009126558046244836,0.06132649785973146,0.05047180144619321,-0.058064438654959236,-0.06240579664578446
PODXL,0.027264986241832156,0.1510515314987897,-0.034325689371158305,-0.0274195522715744,-0.11247934852494196,0.008806996282391576,-0.006687753384872379,-0.002093913326406994,0.03960214599147789,-0.0671645634280502,0.025905082781786586,-0.035655101474232086,0.013558730183797243
JAM3,-0.004556833563485724,0.055402008376174115,0.05376849519875159,-0.023234905612371144,-0.16365033632394752,0.024524823589986876,-0.012583162291269753,0.03144630767992099,0.04102157553070855,-0.05728715702146989,0.0034147443952341153,-0.00997704747918178,-0.06906800134133831
TGFB2,-0.0006824995641318221,0.1161560107288855,0.07194135155141027,0.017967368727628587,-0.12474798333722258,0.03584769026753242,-0.05959876644734097,-0.0540616356708093,0.021143187963118055,-0.09961019096825564,-0.04610982891499831,-0.06428937427483443,-0.025031145071523347
COL18A1,0.06741864600520524,0.1637203487942769,-0.016442718401068025,-0.030001838745647987,-0.11803962873841031,0.04206282464030055,-0.01206675318396775,-0.025375090597065456,0.05879638988547009,0.049968868089236076,0.06970347752114725,-0.008342572872295475,0.05436115373353186
