,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,0.041660584557760005,,-0.03314437155833041,-0.011702679927391825,,-0.015043403091354905,0.04909784777589182,,0.08033440139242351,0.10797699887358915,,,,-0.07254794684790829,-0.015374049464575608,0.00287993303965228,-0.006701467207378547,-0.021768433107667583,0.024409763242249208,
PDAP1,-0.02604876335153609,-0.030750371448299712,0.06762759608679002,0.0052782302344826625,0.05558021343316251,0.0156585905702756,-0.04253400886134203,-0.10102255121669573,0.13396896568956285,0.025797170267804412,-0.03177209057652741,-0.05071287689692073,-0.07889894128976478,0.021794069494417753,-0.06321682419413491,-0.03133179532779255,-0.006876751797973277,0.01437679970029753,0.016580665361194454,0.020842277225301003
QDPR,0.0328747927174137,0.12283474794148769,0.04392415697505484,0.02545859636332247,0.022159256260205484,0.011180989253188656,0.09419718240374698,0.12026804871648253,-0.18191135365117472,0.021228042784197432,0.023734076140571155,-0.10630671404691647,0.10491530458105196,0.020270124807036244,-0.14194085777866516,0.0809544485836328,-0.07169014659230166,0.03761020153030918,0.006766665517435022,0.008616088535733145
POMC,0.008996353794447546,0.004325462868866641,0.0031183846453682277,-0.020793795155021073,,0.001256248753350855,0.1321658199234315,-0.027216003744573003,0.018890575639413914,0.033725712987809096,-0.029744783863893995,0.05280415148435734,0.08973121677920919,0.08121212114181053,0.1448595035839875,-0.004737569868574208,-0.027556267914108777,0.008586711683177517,0.01890965736885631,-0.06935267569554254
CCL18,,-0.03359661616228432,-0.00697214194317142,,,,,,,,,-0.05093315796512625,,,-0.03357530816977956,-0.028392670976574098,,-0.04551862884116405,,
CCL17,,,,,,0.06088529063467403,,,,0.007470839293626779,-0.009409429621450065,,0.06604384182886895,,,-0.027188512359183854,-0.0008840940788489925,,-0.012541835491543994,
VEGFD,,-0.037853566636208175,0.015844754521356388,-0.016761741094733097,,-0.015212351233830785,0.013185440874959358,,-0.017116949832453356,-0.024813119521955463,-0.016405528464066125,-0.003265241447123076,-0.025174827231362214,0.2030866489697015,,-0.01883431240160272,0.03627702827274921,,,
TNFSF13,,,-0.003245620001181582,,,-0.020601145535779727,,-0.01658744367254817,,,,,,,,0.02714354284450912,-0.02480383855730576,0.09564929435782468,-0.020435874108997065,-0.0018459688590101808
WNT5A,0.004334938478090539,-0.001289910198199887,0.0006126237318754496,-0.05152792938812575,0.0607282882537677,-0.003135559198895894,-0.0880547416080915,-0.040779897034271845,0.141640282302188,0.007307192670268173,-0.01144207754344791,0.009387810520008574,-0.022389901242977888,0.015833801353399495,0.011111443382008349,0.05618221172679322,-0.028517014880027333,0.04994686564737905,0.04090505635088895,0.010434745458810981
CXCL8,,-0.12083669732088158,-0.06287044637782047,-0.015694700861028865,-0.04313085845876116,-0.0496180862868693,-0.06351918302534773,0.103435455871662,0.06940831104964895,-0.01242201348382266,-0.015277541441831046,-0.08002015203633916,-0.07081125709947045,-0.03328085204862488,0.03178749012099822,-0.08944484747613349,-0.016354922858151093,-0.020223671952347717,-0.009860793613293171,0.026535432816900163
GRN,0.019698128854871426,0.012767992757853244,0.01652099576580668,0.020038945059408227,0.019391458268477393,-0.0177302604539664,-0.06651781755667022,-0.0110959720554087,0.10428206489540931,-0.0025315928029356594,-0.030589430039711457,-0.08622099287448523,0.04684373803292608,-0.08862666131982819,0.13431800614476283,-0.027721386650072153,0.10255200975502367,0.0012741894095859544,-0.05453920366273742,0.03430660781413602
MIA,-0.026112535838710302,0.03178862598484838,-0.019122868811905572,-0.014906720333774461,-0.027253141248880265,-0.02106652511172044,-0.04230999053113828,-0.029993297234467954,0.11013564567754087,0.012016025266776649,-0.01865783365575087,,-0.024732739078288477,-0.024694997634956216,-0.028448164963026556,0.08522448383060435,0.016348578513427716,0.08425352829863644,-0.008367500206806263,0.042348571057689674
COL4A4,0.019340793293220093,0.08440200647529152,0.030868122928958203,-0.025068663686416286,-0.03154178334525823,0.05250824505528834,-0.035143553379142295,-0.01578221981427014,-0.032071257821861675,0.011523661721452543,0.00609385329839298,,-0.013476279131549931,0.11532520434547039,-0.04244968024147998,0.024641124610381714,-0.035629758535936765,0.01890869360412371,-0.03683142814643268,0.027520920740665505
TAC1,-0.019949764967258754,0.017932221157662524,-0.030695952948138268,0.053835748283284975,0.06616239856804705,-0.0246860651067925,0.18143641619472767,0.05673409520734456,-0.06789162917670699,0.046926918744747234,0.014837876654376142,0.1486211523032133,0.17255502138255494,,,,,0.03771966902120727,-0.01648751806114516,0.035614305083320696
RARRES2,-0.014346658636839081,0.02296911660308148,0.01762213711078702,-0.0131710839686363,-0.03805828581462094,-0.02709115663525115,-0.04160048902099559,-0.050977528565783296,0.12634200829480155,0.03866531486552002,-0.044820918439314156,-0.015842257493644128,-0.0902426754285574,0.0991577855749852,-0.029515550571673956,-0.049054061605900375,-0.010353449187224533,-0.021164022293859778,-0.008647507182003389,-0.005456491055450387
FGF7,-0.015239411155673593,-0.00856885580482296,,-0.01891872420429107,0.006128647703876146,-0.052940891196568134,0.12278778769821881,0.00036071158441251697,0.028351796745080142,-0.02259410559997801,0.015823728977382635,0.009015019655109204,-0.03987236106812166,0.030692818012521664,0.03461130242779079,0.018834061637521167,0.027441757524099657,0.042560044566493066,-0.0040363343510828415,0.0021866502335138203
EFNA2,,,,,,,,,,,,,,,,-0.017900753487580946,,,,
HBEGF,-0.026881055805337273,-0.010503190990657257,0.006849974763642759,0.08851665597730034,-0.0029146311926257556,0.017758936000730693,-0.05863224445741555,-0.0571284629029571,0.0541406808686894,0.021239072211223096,-0.01988065790440544,-0.08460404674789805,-0.02204304374474798,0.06607395738933751,0.16261606424278688,0.013971233721479596,-0.0397643880581533,-0.00970839144475594,-0.08192493213970974,-0.020242638904576126
CSF3,,-0.03810619089146552,,,-0.022078049357510485,-0.027541467499589568,0.004783814136767395,,-0.022372880668852985,,,,,,,-0.049515524268070245,,-0.031208022398762435,-0.013204617966108383,-0.02561918633602537
PI3,,-0.04514246554359725,-0.029404921584712074,,-0.05230598671939505,-0.06143156452085702,-0.06145166856155018,,-0.005957618149967837,,,,,,,-0.11130540722326274,0.033010819422605635,0.03025885858013467,-0.02868924803609095,-0.05708881339062179
PCSK1N,-0.0025173882352987976,0.08733801425392146,0.06666605617267855,-0.028172440043825023,0.024074147660971098,0.04956020989622548,0.0032720699445011165,0.03527817660872944,0.014754496963607052,0.02391620997314945,0.06541387575588108,0.13729470852802927,0.19237636129040692,0.04474913393059954,-0.03930105150797114,0.08207251224300878,-0.013687650593849228,0.014816035295542054,0.0416805504844292,0.021339744103211353
NTS,,,,,,,0.022171724499043376,0.0003573641787984713,0.016395743753183728,0.08184729684459782,-0.021155492236938685,-0.03161667975057909,,,,-0.02180867121634648,,-0.02530413704218041,0.06578407947771876,
SFRP1,-0.029027411954174166,0.09567118167146951,0.02329059526831252,0.013551074211670117,,-0.01471826880367138,0.11224614858008822,-0.02181285129521706,-0.03251020737249391,0.007614989802544915,0.0029925407707456653,0.046079249117779164,-0.004491633157273625,0.1282189904296033,-0.005268389148537689,0.030285697952335353,0.0037896280032093757,-0.03191580929710178,-0.019099847644254243,-0.03407508680129291
CXCL13,,,,-0.02829808407497053,-0.01603127616999985,,-0.01880000323756905,,,,,,,,,-0.045992138678332926,,0.02456424696376566,,0.12127669752746602
MICA,-0.013900846248705996,0.019522851471269833,0.03688215141287734,0.01362443899169525,-0.05167878371150854,-0.0070269085092540115,0.014612346336918875,-0.021393598153924744,0.14522887292121878,-0.02511644193266597,0.03444339353257289,-0.02130939284996318,-0.09289931805781271,0.018551126239581224,0.09146485937536479,0.08483830674488008,0.07040822709670803,0.05625215583692713,-0.044541488769902216,-0.002391180834501278
TG,-0.02310426606144545,-0.01118794738456796,0.004412081125949482,-0.01591328679491886,,-0.028122385409453568,-0.018380767888987695,0.011631351044282721,0.0535966624992593,-0.011958556285444464,0.019636680024326187,,0.04521820720491095,-0.03499715270304268,-0.05466845153547388,0.0371024737628435,,-0.02568468199477987,-0.008776512597112674,-0.04143654343241608
ADA,-0.021472585517340603,-0.018283985597616778,0.02731856924763264,0.026017559163668984,0.003993708976727676,0.029430837081533563,-0.01921038932707048,-0.023749309792323446,0.11513053352906359,0.05795710166824356,-0.026287327955473384,-0.03133539971064305,-0.08342817987351785,0.06515586687886411,0.02370980739460068,0.022966961506315133,0.039754604692751584,-0.01648541526512369,-0.0038678833746524466,0.03871522408379233
LAMC3,-0.07028580323223237,0.008871208856010377,0.032256337785145583,-0.02829808418141303,0.03817027453514431,0.014906475756957643,0.011059417198528309,-0.04336001332677447,0.1366572535711606,-0.019297266959008224,0.015435467889605186,-0.03231613528618448,0.03295670418347724,-0.04760987236621522,0.18013874229674792,0.04293396179006433,0.11405785727836805,-0.022601497216819644,0.002252713751241062,0.106055512109023
CCL7,,,-0.032916452016007736,,,-0.02033243971907561,0.02320955076124135,,,,,,,,,,,,-0.013837159642928904,-0.001602837361742053
NGF,,-0.021954059798150405,0.003905772964144159,,,-0.020910891078916857,0.029419569346077694,-0.02122161317087863,,,,0.0037374547815259315,,0.044535069459977115,0.03938129083983084,-0.017660137244740068,,0.0599757635054988,-0.030616309670581366,0.057451546794775134
TNFSF15,,0.05545963371595123,,,,-0.02264116607407865,0.04304522957857359,0.003539368997804692,,,,,,0.011271292052893138,0.023569643942208077,,,0.05957576118921792,-0.03656017144771597,-0.022591998269420963
HMGB1,-0.024356195785019748,0.06195946088157588,0.06987889417686804,-0.013383637014506003,0.08237511428904098,0.02891138934161921,0.0550173468012538,-0.03383966829828805,0.07430648182141887,-0.0513637478116975,-0.0023472363274501455,-0.02919450966326711,0.021623916120570325,-0.013420990255027182,-0.04742839896653531,-0.046294954239974914,-0.011407835044638548,-0.06951529402364212,-0.011274770411142237,0.02414180677923069
ITGB3BP,0.06115405457042501,-0.055942677981193734,-0.012672345053027704,-0.043426090556185945,0.05702172388909032,0.034051114744210936,0.06036155511307482,-0.11340777111145851,0.09619970154505576,0.04193652885065667,-0.017337675725759026,0.07099351445123703,-0.07750358682576325,-0.09794397459052653,0.061755689981471414,0.02504305437927631,0.08069606432850163,-0.0712876065238604,-0.01574321686052421,0.015766900021995798
AANAT,,0.09823754092670453,0.013456974885580201,,,-0.02060114773450078,-0.03396787147603962,,0.009479763570841957,0.15910902508884692,0.07384183826174995,-0.029724348281880933,-0.021023542785644143,,-0.034970090873304945,-0.024089565853351848,-0.028610958130348373,,0.013380662725689756,-0.011810306073183827
RELN,-0.019154049108759317,-0.037853546988640435,-0.01295403753471801,0.03124547714247709,0.05740106591462602,0.03301422920259596,0.12499869927716961,0.01582050092394042,-0.060600858820223806,-0.02316294140441987,0.02324321053856543,-0.01013861524559111,0.016710063303244677,0.002863975099136011,,,0.02026516317107202,-0.02340851231249788,,-0.01841968568370616
IL15,-0.027038876374825667,-0.038607345964070026,-0.02497020566816223,-0.020273283917630888,,0.056980056274350835,-0.004735650628209369,0.023350237302680914,0.08097523382691764,-0.03120797073927362,-0.010835631664222963,-0.0034112520210914706,-0.029223531891065226,0.04539377985813536,0.0175578462366697,0.09469437931080527,0.02301430953027226,0.012092648386647593,-0.0006583885501650726,-0.03926040168788495
UTS2,,,,,,,,,0.09250686666915948,,,,,,,,,,,
BSG,-0.01700042937375982,-0.004019272013813965,0.047333146776524886,-0.030767590809253315,-0.03178241441023229,-0.06019741503614303,-0.03466569625713154,-0.030638273543113964,0.006630790900188505,-0.016251554053607006,0.031730771435694985,0.11217018182067445,-0.09278412854534637,-0.09281421891793962,0.1371149581021406,-0.06117886825655363,0.18168024714817854,0.04342247358357662,0.05287624339710328,-0.0037292071116711385
ADAMTS3,0.03518015052888623,0.0436265155390501,-0.042965226689146346,-0.002385727154301427,,0.034791553854539616,-0.02619975529870286,0.022488909279155696,0.18040142818292307,-0.012732032266907787,-0.04904828866688019,-0.03606193192939332,-0.005491615269789704,,0.026306335919930122,0.07068945371622315,-0.007628287807134286,-0.010627004865611935,0.031023006309378223,-0.04890849344360413
CD34,-0.030781985237770922,0.05232570150896006,0.026681852063646608,0.05273643163098743,-0.02274161484842155,-0.01932881836737379,0.018036340624258525,-0.06298578995499489,0.14652403422602023,-0.0220875278000574,-0.03490830211237336,0.015480095755029533,0.015759310014311936,-0.10704424195147523,0.12444943349148693,0.043119308758796646,0.05730535343464909,0.014804188222007526,-0.034949713954094686,0.11279583280641088
CCL23,,,,,,,,,0.09447401613754154,,,,,,,,,,,
PLAT,0.03447738825477946,0.06018563109965166,-0.001693646002160956,-0.040634397947217515,0.03781399886270641,0.07767076473690153,-0.06809341772920698,-0.004511457015244999,0.1407779265134989,0.032177201574095995,-0.0041275094114408585,0.05082458659129153,-0.026558657075444896,0.04493468515609602,0.17968568150702235,0.08699823299308841,0.14230649421010197,-0.028466876561670688,-0.016060610856928805,0.05815724166104041
NTF3,,,,,,,,,,,0.04971930031653232,,,,,0.0204683197392458,,0.02551405193169632,,
LTA,,,,-0.011702681128296403,,-0.02605955085136022,,,,-0.005800104817919531,,,0.016002051502316404,,,,,,0.022618940824120203,
CKLF,-0.03355049343750339,0.033763850444831135,-0.029897823685189655,0.018389676012594874,-0.03890720017037338,0.07883396864513642,-0.02075909689486222,-0.03286016586807979,0.1515135243872196,0.011975687355804874,-0.004015974109557427,-0.036278184991171955,-0.0649886062698339,0.01842230509939754,0.11562117319289292,0.04885050520633988,0.01207766162817342,0.006634260345120973,0.08396507123329974,0.034992052766802804
CD24,0.0037325985220784063,-0.006045193946392799,-0.032212164574982986,-0.0405198590684357,-0.006668515236422482,0.04547882039038982,0.038459923677010836,-0.050781184824066836,0.05070130622670651,0.028953781991812127,-0.011397546984876473,0.0499419932862727,0.012602302004984328,0.06846044061177788,0.06176131755760897,0.08751101449230288,-0.05515090544584781,-0.04558634241380288,-0.01029894610679151,0.031608440760352664
HSP90AA1,-0.0029349585402813037,-0.06504346265280675,-0.0269909631822984,0.023399220022799115,-0.08146271368469457,0.0379380264111768,0.11007737117126072,0.07212571393237593,-0.1360346004934638,0.07827969805811084,-0.03844435798114583,0.1064791388948291,0.17101216242518966,0.011569074024863542,-0.111360742967501,-0.12006589712467962,0.040118280524679195,0.03767594274971524,-0.05393287273378346,0.006675626844937473
BMP4,0.015937431988622464,0.015318296316049824,0.0692894561517991,-0.012405528007228552,0.008705738667028213,-0.025245081780309972,-0.03749094552168944,0.03246781147456381,0.005971789748622263,-0.007643169948372394,-0.059334180415441085,0.023214541674505065,0.029407037837422476,0.06087775909873578,0.04685447167712489,0.0500606631084285,0.0340238150198551,-0.024147605101770414,-0.05058463235186694,0.030076297471840575
SCGB3A1,,,0.011768701076482336,,-0.02359925145609238,,0.08874059389904286,-0.023405263152526824,,,-0.015738066050494322,-0.00969357916612042,-0.004002076644764226,-0.03304072429914975,,0.016965270660993192,,0.0066388360490098166,-0.014386168602466097,0.01135925832022598
IGFBP4,0.024021997302282518,-0.00924119913353871,0.0025270055819968077,-0.013320509783227493,0.07113793329420832,-0.02913992536053596,-0.04482346172477849,-0.06026580263779634,0.11849166921237252,0.01399763889211265,0.04658600676897554,0.032175133908938745,-0.08561802397634106,-0.020509886418607282,0.15701933052181502,-0.027195746477322782,0.09025453192218262,0.0309181257077786,-0.0018027466297273853,0.09763142969206998
RSPO4,,-0.00525325709207571,,-0.018918720612572482,,-0.032129426697310746,0.01284718932847715,,,-0.0314410757363676,-0.015738063748446142,,0.01650351332469188,-0.03827526614291871,,,,0.08653510627912002,-0.010223357871520749,0.053217590382592474
LEFTY2,-0.022875827751634326,-0.019159394550830353,-0.02833393033417367,-0.011846407857869364,0.0021234474085086116,-0.004723289384924945,0.0030225387784011304,0.02619430966743129,0.11926561626466878,0.045396747202770406,-0.017256979380919964,-0.03161670056806497,-0.026768929874534303,,0.2784905445606602,-0.02058265033327393,0.12733404631016174,0.1480469526585308,-0.0453381374874738,-0.027487710311648577
PF4,,,0.010361971368572157,-0.010645179046908705,,-0.01773965308194575,,,,,,,,,,-0.01640727989826652,,,-0.019703622049305404,-0.02509389433147896
ANGPTL2,0.03849397548455264,-0.01972157165363487,0.0007765329087239123,-0.024872385795747524,0.03168235853423116,0.008908304989174462,-0.021326200166479927,-0.05379017296519888,0.08206590645893334,0.056532411052363826,0.04296400012726689,-0.03516229954670086,-0.1263629843575835,-0.04586211178565493,0.04533098171597716,0.12739814722315565,-0.02335490310774479,-0.0649440647093441,0.03722463801105448,0.05017688718203039
LRIG2,-0.00985937372087809,0.046670793726467666,0.00801692048980075,0.02176289986181386,0.006162019396800874,0.019537214173232415,-0.029234343720691794,-0.06296427975233627,0.02753042406435033,0.024602669756855697,-0.005450212746888096,-0.020790449177485442,-0.056085379530813,0.2030918616513927,0.1882688534789737,0.04490339864210758,0.011668341190655875,0.07728980177512564,0.03652421452300816,-0.012395265675022806
ICOSLG,-0.004078897499575623,0.009641053824401604,0.006125512582997616,-0.03992046518741249,0.03690064463278553,-0.0014850117675439059,0.026229019310410762,-0.04740693976838799,0.04117013858634825,0.0845933291496183,-0.009642570542037564,-0.04565007436680874,-0.02006586386183363,0.040536919251190524,0.007715347279854884,0.04739950078099433,0.014635192376063848,0.02512505426582214,0.018893989157977846,-0.030322152855429156
WIF1,,0.06846262405264471,-0.022283419521298062,,-0.03826888032301833,,0.1216344497721323,0.03675788589618125,-0.08726259146151634,-0.024262333442415233,-0.019651524011104256,0.16515502118811703,0.12838728754067352,,,,,-0.025195394371024905,,-0.05657244535646774
NPPC,-0.002153855933284084,-0.04358485384370487,-0.02395263046493787,,0.04251112642914065,0.013737662951998858,0.058688961871485985,0.006981040630052156,0.02839411920748005,-0.016083861326122034,-0.021872057171888497,0.10640186636232335,-0.13805467132944468,0.05663992811390971,-0.005767028446281574,0.07535922412018344,0.06784660686666058,0.07683438819347785,,0.014184989282521269
LYZ,0.027181157507881273,0.027961254819872914,0.01134382870153496,-0.005300142972844228,-0.05508832904606965,0.013134229825750406,-0.053110501976841314,-0.012091174111631811,0.13114255163422742,0.0029180938558068764,-0.0011472666027803164,-0.06060740169363228,-0.0333620282640775,-0.029793015362927423,0.04474877801375996,0.016799383767749036,-0.023439813019510806,-0.001210915762588048,-0.06262939902898,0.00030238307248517886
EREG,,,,,-0.02975958468215706,,-0.03609385438362915,,,,,0.03231359426362936,,,,0.011854235805767244,,-0.03375795441143287,-0.01580122574455757,0.0052218124760101785
SPTAN1,0.00475914397497288,0.08072489700393153,0.057798453809366344,-0.015414803043431752,-0.03756133620997174,0.029826350322709666,0.08975227121807436,0.050965551930197764,-0.06551657105916706,0.0092948994101601,0.02715294246458085,0.12242330621591735,0.1267488356434388,0.02368236952102667,0.02567509401387899,0.049968952011807226,0.014389492584252804,0.008605704525698525,0.04926375564114352,0.05307019108686944
PTH2,,,,,,,,,,,,,,,,,,0.029790765704916164,,
LIPC,-0.02958037679811283,0.008397162161923735,-0.033436324382877025,-0.016021563392650835,,-0.014147007594577855,0.06586122640462061,-0.0008066722605856706,0.15501384960257847,0.023985997757334964,,0.08401963416221025,0.06168786002579236,-0.05548603161383695,0.06365095433277504,,0.12358539786849207,,-0.024912836046405085,-0.011378569548739743
COL8A1,0.025283348107053707,-0.06436909831877843,0.006795997245288434,0.01304983457854742,-0.027564847556452724,-0.00933699083405862,-0.06463813649093295,0.008534833936475342,0.10576642090999994,0.024615538999331023,0.03613443088710748,-0.03433352939220389,-0.062931211057383,0.005743184920060585,0.04036192616342806,0.03854823454217858,0.0749366276353418,0.050199459824617994,-0.02378907195967881,0.019242205685666924
GSTM2,0.032378888621668565,0.024053014451566275,0.021245767462160666,0.019982753270178674,-0.03673750538180209,-0.038556871492853445,0.008260646936395541,-0.015504917626657148,0.039993417368121696,-0.005124602902903559,0.025141175850547176,0.055119084031368074,0.004508559513668778,-0.02924440766204963,0.00899093546826503,0.07817665576712518,-0.04795985232357325,-0.012058586619973095,-0.02121911440861631,-0.05768838963628149
SPX,0.041915460036668635,0.08649522049193453,-0.02724561254570801,-0.02239561602232574,,0.07157488149983958,0.09871719425211749,-0.014654299167569385,-0.002677841308193815,-0.025900502017615772,-0.01300244987199105,0.05527563056893173,0.1343441142231734,,0.0536550999014214,0.05875783989443557,-0.036995296948571704,0.04886738626283519,0.04827443116715247,0.10715899305921896
MFGE8,-2.6351997487825654e-05,-0.06755823740874513,0.032887293208144895,-0.0004164485404067682,0.007306030618160884,-0.03046323357392527,-0.024704184409044448,0.005082288350418599,0.06024277329304638,-0.026292498203716805,-0.06068332331294285,0.03622310000022001,-0.05978498426271369,-0.016205868007471334,0.12160158460426747,0.027326982249178552,0.10612060014595623,-4.462214942774433e-05,0.03123399165106629,0.09264868571265915
TGFA,0.02951722865239576,-0.1090448651745095,0.024858352103065137,-0.04678521402995645,0.03405791289118791,-0.029488450163899737,-0.06848240117780602,-0.021190070216535333,0.07989797924183376,0.050739540660471344,-0.024073363192568555,-0.09840123633682717,-0.05301046446935888,0.033586833899560076,0.04652887479220678,0.009319417633683463,-0.027813802338049157,0.11478562548303371,0.013172596783757566,0.026705351813191974
SLIT2,-0.023777640143173163,0.0027569909515587432,-0.002675373717314364,0.010153263648870965,-0.017540619970492492,0.003537667287001881,0.011900228978920138,-0.0055346454663371914,0.001963458395448986,0.03348858891670998,0.0170844184097618,0.050795722509489855,0.09147268543743838,-0.04374591467971265,0.07796321245303271,0.04900859539874326,0.00865332855306663,0.029030937715634753,-0.04432926578195309,-0.019986608833651068
PLTP,-0.08725046897266182,0.02348083796613752,0.0028022285741707603,0.01967172322867836,0.04989225427464404,0.032279615942846375,-0.03488195630121371,-0.03808472841948883,0.14697343864309947,0.006371643741806996,-0.013031293590491136,-0.06923572610521028,-0.0690603764856456,0.058632264909835384,0.11902307031775258,-0.04127505732727741,0.170358764407053,0.034321659486982035,0.08094263474957698,0.03872956034365364
APOD,0.0030856408194534536,-0.007508873104068719,0.07881910433242927,0.024916650647877417,0.05766618830092049,0.003407688463819312,-0.04338962571232331,0.0704024038003224,0.01197758779530431,-0.01438940806267056,0.012078929103511254,-0.12606227042896795,0.1258536023810132,0.03803364990089921,-0.1681305977541866,0.11632914547788369,-0.15480198500174713,-0.030165054808915594,-0.04289353032608629,0.022682883813689714
B2M,0.020704085556015835,0.09413105596137594,-0.03941690905399597,0.02086029425631515,0.05143399043167761,0.05669951998301506,-0.07115747089282047,-0.03246099192390764,0.17462636781397825,0.03169410036040463,-0.032374771668523414,-0.10549755114275212,-0.16378624266194552,-0.054556272881435545,0.07545956924025214,0.04657910225529326,0.1164817366416116,0.005906266887248452,-0.04028023601951781,-0.009391188721486659
OMG,-0.03475052580791884,0.13065307543000731,0.07871040367505973,0.007821790304837562,0.09282687442323724,0.030587475984041296,0.02088025286032285,0.05264450939200703,-0.023556469746923908,0.04935730465891136,0.03691724760203062,-0.06236986644995669,0.1524462912669083,-0.028910892629140962,-0.12781409777176728,0.10661879610861846,-0.11033822508388999,0.01982639089345522,0.06708683475695293,0.07996387930022372
CXCL3,0.005999514113612868,-0.07370609922401516,0.005444625576709241,-0.021885475037777227,0.01125031879773537,-0.012922986349570825,-0.019635514237858587,,0.0106109281643062,-0.021642288673418924,-0.016836401551048603,-0.0335249493416809,-0.02104623754339529,,,-0.06536029884161178,-0.020147850493749286,-0.02310216494358964,0.0321770914430381,0.00871617143338219
CXCL10,0.03913547586478077,0.08668520084694614,-0.07275650463223765,0.025016621497747377,,0.03625096885144026,-0.017985587403640008,-0.025062201282045025,0.17584820894176573,0.04127898199066703,-0.01420108053904229,0.027387101231819873,-0.03344501842500372,0.03078235472955274,0.08567386886463155,-0.022006918756404287,-0.027143452255038926,0.024043513629345294,0.014153102503995539,0.02130054808753992
RSPO3,,,-0.02026914469450994,,0.02653354693402589,-0.020601146212309206,0.16642225441092376,0.08901572409684093,-0.04173913315127918,0.01223927696418613,-0.004546294968647757,0.11152756583995237,0.09194212635276233,,,0.08908250311009887,,0.034922081142130405,-0.014042011313029762,-0.004733104288026803
CORT,-0.023104270896179214,-0.030068975395711916,-0.057383601709387944,0.0859915207589086,-0.011316216080085855,-0.03977650435460132,0.1132230774094643,-0.042183814771008285,-0.04018654435843385,0.00886878955310612,-0.016105713658780513,0.04588661732950558,-0.005911801725444208,,,-0.017169384495422303,,0.01860759223280576,,
