,UKF243,UKF248,UKF259,UKF260,UKF266,UKF296,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CCL17,,,-0.017677480602209607,,,-0.013920452013613818,-0.015801322496559213,-0.017670918979255053,-0.026101082813798592,,,-0.012162469184179079,
VEGFD,0.1564670548469263,-0.005099401708857498,0.039156755741535314,-0.0192175114981971,,-0.010210819897935689,0.06173705425098689,,-0.018081016763285062,,,,
TNFSF13,,0.026569927335338018,-0.01219353048570587,,-0.02182525325680045,,,-0.006726074545152812,0.12098077603032642,-0.02112430348945675,,-0.01981772837556502,0.04385106334873894
WNT5A,-0.03652531128608112,-0.017603412423005876,0.015239271127995746,-0.036734231441036325,0.01102133012062293,-0.0704922314512383,0.06837884151608328,0.07239742855817644,0.019144945897445073,-0.05051900479334381,0.001731322669188822,-5.742151172751132e-05,0.015226568048968733
CXCL8,0.0055621885839588015,-0.02983242041558347,0.024933318588208367,0.0336296076960579,0.05279028109419005,-0.009508759470167152,0.04531189307950058,0.005490694181231898,-0.056803516247529266,0.007290845667403235,0.015605765175671114,0.021594360225407633,0.039770763831901354
GRN,-0.02472656275307054,-0.0313676434841444,-0.020203205508428516,-0.017411024951772984,-0.05502299444321089,-0.05816705191782717,0.02829912503518019,0.003131372873557069,0.020164550651127613,-0.013648464200238027,0.06618523877463309,-0.004174689615944769,-0.08783634481746377
MIA,0.018263586011875735,0.03758917306463005,-0.02125682362750602,0.008547867291194942,-0.01932638525155016,0.08422259971474798,-0.023192939128439737,-0.07268682780391315,0.006346288009986,-0.002343642290535995,,0.04107557658643354,-0.05051258908049377
COL4A4,0.03622900130670429,-0.025976648126209024,0.02100412158053484,-0.022094226078951118,-0.020765764225080575,-0.004607924581002926,-0.022498011391717632,-0.04669156599727921,0.04255365449541053,0.0877975320734026,,-0.009986211049055409,0.021169370478761235
TAC1,-0.0016338797064085438,0.05191688259480449,-0.03129603151766131,0.023795165092981393,0.06471410820453574,-0.009208239175428888,-0.003554070572608389,,,0.040574436226533325,-0.0571589302348761,-0.015988802474524194,-0.023216106750270072
RARRES2,-0.017001783415471403,-0.029792076693734293,0.0012710982693059337,0.024353280412368523,-0.017664145928383897,0.02200520510200982,0.01726391999230428,0.05341906015173566,-0.003786407950781041,0.022892790398606862,0.08713848441044504,-0.006048659361785933,0.04226752829341968
FGF7,-0.07783358450243122,,0.007520466331180832,-0.01677953515698104,-0.011994195549225492,0.016402020008992182,0.032172546247978474,-0.04008561381967713,-0.009796383034527454,-0.013283488405937885,0.0783127555394995,0.029937498027056638,-0.0561373603995229
EFNA2,,,,,,,,,-0.017184796396222154,,,,
HBEGF,0.0030830947198214696,0.009865012142837335,-0.008219972013077956,-0.03401466959481735,-0.05107093762533866,-0.014588511908636002,0.01663393946924074,-0.04945928795825718,0.05151712348393708,-0.052868472988750394,-0.06387626799210772,0.04162113926936038,0.0410005797120756
CSF3,-0.033978035841091214,,-0.02107001552460739,0.13687890485189663,,,,0.03087111350523353,0.012222359748840244,0.07565531619934593,-0.027509173887991026,-0.012805203768613571,-0.016923342865580907
PI3,0.06584898603917284,-0.022754965802329552,0.028891619846295735,-0.024245581335285572,,,,0.04251427294003697,-0.06667556754841228,0.020098992794040857,,-0.012834145317475185,0.0017894501199934446
PCSK1N,-0.017217719230477276,0.029431431223961656,0.02189621363425543,0.032367202251210335,0.04244720799911438,0.053409027450158464,0.007746789863965392,0.015847418813870133,0.034609783187624144,-0.014256507621808343,0.030093289746985715,0.021607786218852915,-0.08986525486575926
NTS,,,,-0.06437631787465385,-0.02535027996737403,-0.03859312431776887,,0.016335129519559306,-0.02093641336299476,-0.03423753781994015,,-0.018962760648140658,
SFRP1,0.008427233397514161,-0.02955792501550369,-0.015424285123523956,0.02706030635184455,-0.0035493401057700206,-0.013920452153804204,-0.012670158700044768,0.09319261015962153,0.0006685616994506088,-0.021857523158305282,-0.021888891378866328,-0.018522114131729814,0.037617044181018494
CXCL13,,,,0.04513372911270865,,,,-0.03969250707343299,-0.01472199485399911,-0.00875502129894481,,,-0.026295323375072895
MICA,0.08143602476974293,-0.047946200240138404,0.0006827253664384216,-0.004798913891146966,0.010590371217880326,-0.01339359323163677,-0.00530445403282577,-0.05412550625694931,0.034532598593623676,-0.03830783028415971,0.046379536015092954,0.013634300822893804,0.0640606596858688
TG,0.10576620987921397,0.010530750678765313,-0.016645247383228264,-0.010680723895710844,-0.016234053352438885,-0.010074170671003286,0.06390157093714877,-0.023480233340482496,-0.025785481750411992,-0.022196044438530942,,-0.00749809102398317,0.022874832377735674
ADA,-0.04005564759435452,-0.0138180041542882,-0.021242684964341646,-0.013773533758740849,-0.01772857643530974,-0.01636126333505393,0.050000548161560264,-0.059524820704015255,0.08344851728881515,-0.030440015275167136,0.04114047100478318,0.03657978239535904,0.01693720332198372
LAMC3,-0.0365536209039083,-0.02405011139490375,0.08492967784093704,-0.03193447877705353,0.01742714868573837,-0.04588783584761939,-0.03156335357010646,-0.04175613165036566,0.027018101225184648,-0.08070051081925028,-0.034833746552505034,0.002853205048357009,0.0065272269003059085
CCL7,,-0.013758080298612627,-0.012034487263474485,-0.028805749174302713,,,,0.13435344429627305,,,,-0.013418612281045867,-0.022013959212521916
NGF,-0.019575712324636545,-0.023621940659021918,-0.005445344927918874,-0.01770864918956718,-0.027922752361101234,,,-0.03058763246756934,0.00680603164353632,-0.03836671807302132,,-0.040174920738896135,-0.03673943453411009
TNFSF15,-0.02421759926115463,,-0.013400990167111037,-0.021327678938573773,-0.03390434295675331,,,-0.025819544564341632,,0.0273128104792677,,-0.012281327801323254,0.04812671963456011
HMGB1,-0.047484664341476086,5.427319943939284e-05,-0.013596518688459475,0.011912691797048933,-0.04215450480240449,-0.026867242529638194,-0.014466383878313713,0.05067983595594173,0.010160690034174469,-0.017699377459428803,-0.01391436200967494,-0.0468898120126745,-0.03267577385828284
ITGB3BP,-0.07785118555182097,-0.010004985891226035,-0.0036457226970218015,-0.040355897724751885,-0.02635511573215349,-0.01844006316348954,-0.017191296960212335,0.040310480416624744,-0.02879166777544752,-0.07420752865198893,0.00734173585876015,-0.040359881310432645,0.06988354382419502
AANAT,-0.017559057388889947,-0.003061160685946809,0.19969253099026849,-0.019217514241605168,,-0.011612657901179747,0.044158548034898874,-0.023234497396798753,0.0856921282208176,,,-0.014197451378707019,-0.019794331967312232
RELN,-0.01646925292649402,0.02730003357964353,-0.02116524050141861,-0.010483714378098221,0.00846774112973437,-0.01629560753362828,0.005675391006237026,,,-0.020229036887966918,-0.028937168610694033,,0.010516910573974955
IL15,-0.034424899319716006,-0.026928366997273124,-0.015128144283948557,-0.061368980046488476,-0.02412495560362847,-0.024959407525173744,-0.019658275757919126,-0.0019654362957477727,-0.04192737070186485,-0.04085204810454887,-0.029095132006373002,-0.06484825328726436,0.023692176378884232
UTS2,,,,,,,,0.06641204069219407,,,,,
BSG,0.07809639149191167,0.04117544522690427,0.017895422625116463,-0.02093639741260802,0.018302013763018234,0.03190777379188184,-0.032103772206848055,-0.0029151727635845707,-0.0006719305297346685,0.04904464896012569,0.0649159883966842,0.05520624757813099,0.03410143369968039
ADAMTS3,-0.026589082804630126,-0.0010751340255584709,0.021824102863277097,-0.0020287800406151514,0.00032825082383858414,0.0014357698051800395,0.011024359181347154,0.008782759564502567,0.03425687866257873,-0.025754367969707457,0.06199578079181854,-0.004745679074539199,0.05512156250070261
CD34,-0.025432819858453776,0.027052927983514524,0.06396580915385922,-0.01687690738378117,0.0015717997445206112,0.10151850810493047,-0.045525417010223904,-0.02401954652357347,-0.009377029201317435,-0.014705930519462472,-0.06389013493153857,0.002435331861555694,-0.0032846009014969734
PLAT,-0.0206741610262368,0.0281155074725922,0.019724256856446982,-0.029627707746636367,-0.06893891817138055,0.0009705781997114902,-0.019453327125845993,-0.036638122575084774,0.06528856272238776,-0.002171615215218899,0.01882981889687218,-0.009528607145460416,-0.008845396689527826
NTF3,,,,,,-0.00336382876352182,,-0.0012472193980544385,0.05743852989811514,-0.05989483668140461,,,
LTA,,,-0.015424284401951654,,,,-0.01965827818454586,,,,,0.002634133625255242,
CKLF,0.034894632440199726,0.030268349864203285,-0.0018792375152728458,-0.03329018921653753,-0.03975179128344285,-0.05144478767938312,0.027514619454314094,-0.002877755162005439,0.03295786509676069,-7.380832315108609e-05,-0.06262277401942191,-0.0013458241419977274,0.04177648499952228
CD24,-0.008442379942946311,-0.034172539296944665,0.03156671265468578,0.05151258998457119,-0.03716396402844949,-0.11122344403875507,0.014041187596300787,0.00361388483575004,-0.020063306323071524,-0.04694276565387095,0.052167355160573595,0.029422197190493105,0.03285383745299268
HSP90AA1,-0.00039678041285964394,-0.016701147995151204,0.001641535867077435,0.02929890120553083,0.06625005357584257,-0.0041760617789111335,0.022722166439628707,0.04158052884387977,-0.03591126906643653,0.046566373062688134,0.02138274135369615,-0.01412986988776524,-0.10693567505904691
BMP4,-0.04236662994223823,0.010600874589902802,0.03155464301858105,-0.004959634660204104,-0.003341052877245082,-0.027753018096986527,0.12488264381639322,-0.04898247768185276,0.02391939210490347,-0.0507414426968563,,-0.03390045535052377,-0.02505360845577512
SCGB3A1,,-0.013758078922822981,,-0.022885687067260282,0.020078317331045682,-0.009795390519445925,-0.013717286547319752,0.04916703935870373,0.016831811601570896,-0.0347790526088253,,0.03437531978204285,0.009949346543599285
IGFBP4,0.0673328667171536,-0.02582395640189295,0.01313171758261288,-0.004030358575900959,-0.03201803143920699,0.05373974861045569,-0.043550511249808785,0.022442293792245705,-0.0009993577079727722,-0.06477395944614002,-0.06789799338308129,0.014468072025108988,-0.013320547303553776
RSPO4,-0.023913739580469204,,-0.010683188222841528,-0.02641380306220937,,-0.009795389086648475,0.023370956521510777,,,-0.023422211816924218,,-0.008884561596231208,-0.0036342479737712895
LEFTY2,-0.02462600833439431,0.013940845556599392,0.015767060966156092,0.023687892488494407,0.020212855887235988,-0.010740763933750792,-0.024267924882359408,-0.02248245545088149,-0.019759428312184735,-0.03185266066271622,-0.045049608281291065,0.0029004001051886894,-0.06651525588805846
PF4,,-0.014271798387719678,-0.010499853043845049,,,,,,-0.0157510556560176,,,0.002137943949414454,-0.019552477373325404
ANGPTL2,0.05258954532195339,-0.020033830669226163,0.033144218316486326,-0.060200496413791625,-0.035105892945444715,-0.06500975971165535,0.023873186569710908,-0.05615852862395823,-0.016745649390544317,0.08095572144941517,0.06591346528539274,0.0009160675613652979,-0.010836606288847325
LRIG2,-0.002806281331263277,0.026824746923713075,0.051727012834698806,-0.0071887736944734,-0.013481173224613513,-0.057855785137247644,-0.007632371396675639,-0.009058604573804772,0.0053894821007834815,-0.038957111376801204,-0.043851047913728,0.0077583771785540755,0.014917715998313574
ICOSLG,-0.04933864480698446,0.07654984360083765,0.024477870356849726,-0.010063988595883163,0.04001229722056115,0.012811933915865345,-0.03991680656436625,0.02565055206550638,0.04894945338027826,-0.04226382607861806,-0.0023961673989748764,0.0162861572386544,-0.042319822602016124
WIF1,0.0973186926799994,0.0017930048767069427,,0.007811782350139199,0.06566104788523686,0.1413183792135247,-0.01633973246950163,,,0.013653460745837741,-0.02960681786319934,,0.023304456902350588
NPPC,0.039814680994754714,0.004932883107864164,-0.01628786140223098,0.005355687986154619,0.02761982100631651,-0.013613193690692797,0.040536729759104995,0.009468091845065776,-0.02980205325204424,0.02458049633897218,0.05314085367348424,,-0.04698911949966422
LYZ,0.009817519835860941,0.0051273708970029,0.06743518389200485,-0.04002402897803485,-0.04598560213972794,-0.011731703921655524,-0.008026079603885575,0.008870737106959216,0.052237256601776125,0.005139407106997397,-0.02182192586185505,-0.041014997432877356,0.010122492980964655
EREG,,,,-0.01646819892871967,,,,-0.053759058839260146,0.020658661085153414,-0.01595645535054642,,0.07281556418777882,0.021810919061307468
SPTAN1,0.014978045922967713,0.0082528590628928,-0.005822338183700142,-0.008337361080403847,0.07542404665379293,-0.016228141214531453,-0.011982558328416078,0.0025028057811583133,0.05016023762255503,0.0021154947213531004,0.0955057375798577,-0.056438697295492925,-0.023437086310816382
PTH2,,,,,,,,,,-0.03724911971003042,,,
LIPC,0.0704253330898793,-0.017472432494445415,0.041001392668356576,-0.025572908827489645,0.05532617174419833,,-0.00888637933674271,,,,,-0.024159270858655303,-0.030490918072629325
COL8A1,-0.07669519954132827,-0.018373933534376167,-0.0014336485008604445,-0.028171265350954457,0.059364088407285256,-0.01983108598212952,0.04075461908942736,-0.054918519586690535,0.021484452969304894,-0.04858486860682305,0.07186426562788985,0.04387383037513364,0.0019417589295339982
GSTM2,0.029031967591444368,0.01979144718958269,-0.013921135348108257,0.007707533572534716,-0.0011999646062208701,-0.008501217959022932,0.06321774856901427,-0.06372086222502621,-0.012981135712289621,0.043751430871958,0.04812431955398653,0.013209948028595188,0.03724489370022122
SPX,0.024733663245970493,0.03658680468882534,-0.03091900715956238,0.038565966492133924,0.10211644819088112,0.002904776834927331,0.018794751863248523,-0.02670302839301222,-0.01955694887462499,0.022674661653581205,-0.06285071815513296,-0.005374096896347164,0.13635868263347686
MFGE8,-0.0026356263463011283,-0.04842550552051978,0.002779355626393244,-0.02965858330340878,-0.00828207324137911,-0.015892088968280184,-0.001086332758534177,-0.0957133670886933,-0.04650175707852973,0.09406977521854477,-0.06296201604283928,0.02073658590328173,-0.001601483879894975
TGFA,0.0743052901449999,0.018693824188543113,0.013690917606798067,-0.008455893760959364,-0.0206276323099897,-0.0326873979577865,-0.026879379500012467,0.042645040371160174,0.04065499853906992,-0.009773847208945202,0.13146926712339327,0.042659161839807495,0.0018636828460072343
SLIT2,0.0015540184894527259,-0.021753708502177838,-0.0033535942272685947,0.0047872644124095755,0.034433683316361194,-0.029090402577772685,-0.002994282658353901,0.042879730394971456,-0.03787674621616239,0.02954310257800146,-0.06248016283727285,-0.02245571210627071,-0.0015277213037003558
PLTP,0.0034668291450692403,0.02453750091794034,0.006128547050420384,-0.008443749138980253,-0.025313353960783967,-0.05158962229379884,0.022144690310986582,0.01241773944408014,0.006886951734466447,-0.050709580013255234,0.051258768594754665,0.02378356842506347,-0.015469799318882808
APOD,0.004329550930933642,0.045150082722861,-0.04055481241009572,0.006397228564187054,0.014792601802739641,-0.033301530582272115,-0.042931617783622686,-0.02729367685932121,0.04972410794114428,-0.001328610427100869,-0.03692752683200302,-0.08259583690983811,0.04259709952738007
B2M,0.004326697583298223,-0.04008271502338161,0.03310967047352427,-0.006662728044231484,-0.059055913114887,-0.09596799479043998,0.04610175534071645,-0.01808816459345743,-0.011852677827083147,-0.08647684257425875,0.012199688677967143,0.0063362058288642074,-0.04987653224339064
OMG,0.004605950320945534,0.04996482729029775,-0.02758186897953529,-0.035903877307987206,-0.012670526611754612,0.03957927216974847,-0.004065036642659576,0.049917478998766016,0.06895998732362461,0.040812048022178554,-0.018697918474979612,-0.012507132729547172,-0.018174260628916552
CXCL3,0.0002698799870183346,0.005861963719904084,0.01916350202939423,0.05008973997848998,,-0.010478995805812248,0.009703004632404566,-0.01950857320335946,0.010351560619646066,0.005135240129545147,-0.04057783698162103,-0.010982913659979856,-0.04054101048066337
CXCL10,0.03051715804211307,-0.023447813840193985,0.03766937596514062,0.008633833711932104,0.11781504452227953,-0.015918361604553857,0.1006796183496818,0.03600157742745451,-0.02112673181044497,-0.03200429707553199,,-0.05755491037073299,0.00033740849300196486
RSPO3,,-0.018688602114401074,-0.012193530886134226,-0.025572893060536873,-0.0031945259936262444,0.04538657706784442,-0.014794335686293033,-0.04486172691828132,-0.033967984062172246,-0.050665176937890334,0.0375933484905832,-0.01361726758366159,0.016019675045787902
CORT,-0.026811515394187874,-0.007301633526209716,0.016233185409807734,0.051458235068859944,-0.008570392630692055,-0.034428855771579864,-0.004506146896589994,-0.03019949202793651,0.007919039687773341,0.004112496685900221,-0.05624495230285273,,
NCAN,-0.0043586236841983315,0.046367405726635016,0.005555483053403005,0.028651867585202388,-0.04540654605986287,0.020740035614270062,0.018620823209915215,-0.04828735325830792,0.029586768680021396,0.09922807036697737,0.06651426588978131,-0.01133980616000198,-0.017701785683665844
PRG4,-0.036591423431465646,-0.020690509703278247,-0.012034489138870681,0.020764766860510344,,,-0.017297024011181206,-0.029008003702649714,0.009739373510967741,-0.04135510849114391,,-0.030846780978934358,-0.027214384727651048
ZG16B,,-0.01907830301265522,0.0704624974773404,,,,,,,,,0.08178560352172329,-0.016680268497844007
TGM2,0.06488386571344722,-0.013643424751919922,-0.02956691145255414,0.08111137537781479,-0.02665546126427345,0.011394670046338725,-0.035434972853389715,-0.0064838042764288955,-0.017455022422465848,-0.0937588335266569,0.07640134268950736,0.03213539680008021,-0.013055122469062827
VEGFC,-0.026255076884210925,-0.02627071828856923,-0.021448681997100264,0.023593105946047806,0.004703823795194011,-0.00042635234348535297,-0.017652302460423486,0.021064894714172895,-0.03302528182582277,-0.01870581938374505,,0.027944166401753606,0.048653594178754
WNT6,0.08596518252004921,0.0694122363554949,0.018819632713760907,-0.025229554479731166,-0.010081938052714241,,0.02750615421597704,-0.03953678841095598,0.02427386753553302,-0.03108509756290982,,-0.02050595476426478,0.07125634630522597
NRG4,0.11917587015745638,0.014320850318039306,-0.014646523810218692,-0.026080342450428045,-0.030292174089249044,-0.03134740316499326,0.061968910416785705,,,-0.030929638409665308,,0.1082566256232741,-0.02591988199055542
PMCH,,-0.014604787337762284,-0.020294185655027983,,,,,-0.026919807776517955,0.10088227874876549,-0.017808008784573184,,0.11718301864082499,-0.03319413920978973
COL9A1,-0.0073056434742026265,-0.0382720640299584,-0.015297225132591677,0.008703173023443577,-0.05012093631650759,-0.020749704528960054,0.0755856684262288,0.018486591923791117,0.06840179512724909,-0.05708674866372646,,-0.02761802267198458,0.06700995204816165
GDF11,-0.03354954107913997,0.0447453105150792,0.0011084283707910115,0.09189733913293652,0.0029805835502588933,0.015348837779046933,-0.018312595766569975,0.04873366269531939,0.06060575342735112,-0.035644122527584546,0.0678886333705119,0.0037859159806089117,-0.04450546266867129
RAET1E,,,,,,,,,,,,-0.014938047460179247,
IL24,,,,,,,,-0.02007075999343995,-0.015499913081713544,,,,0.021846057953703982
SORBS1,-0.008018881607492008,0.050301242270634046,-0.00504957834494593,0.0397131462872113,0.028975081825061366,0.0413356550210689,0.06882400110058433,-0.09943941503994828,-0.026949426048181322,0.036362959341498496,-0.05663940028908752,-0.05405737493090717,-0.02536811078751546
DLL1,0.019043501890762787,0.06264815559560208,0.0032245670743173967,0.03207422246388509,-0.024906987458191962,-0.011117336128926989,0.014092964021537799,-0.02500705990745775,0.12263824712586385,0.057842915104791594,-0.09307019373053685,-0.052610077097641345,0.02332656022081532
TLN1,0.05034793846490435,-0.03021006657419903,-0.0020237560810144124,-0.001858722910152727,-0.02749685363660132,-0.05150068359773601,0.018323780577004206,-0.016526369591411207,0.06197518050451275,-0.12367832164792365,0.006330293766239144,0.013679845025172183,-0.010035057068022928
COL2A1,-0.025399963478020038,0.03474612526714248,,0.07279337548945286,-0.02680787984879692,,-0.014372789523169394,-0.0034801734559004433,0.004195019730936319,0.004536567887816991,,0.04346982331689435,0.06351577263094994
SHH,,,-0.012505810110713998,-0.02201588204889139,0.0500249188090607,-0.011246855249934564,-0.013717285348343515,-0.04050991704869656,0.009000993397069851,-0.014500417882905087,,0.12522653663306274,-0.015586559261134185
PON2,0.016079087313496155,0.03973599083456218,-0.03543665339426018,-0.003517085217143275,0.07434416732708642,-0.005497290180472392,-0.030485384534955664,-0.06865693407176789,0.023770166491176966,0.0401161804934416,-0.035360281113830626,-0.026873717123468147,0.10192943965091106
ICAM5,0.015621851995380482,-0.016869075788518616,0.03963346645283229,0.03640823721315365,0.022775047083880857,0.020777154406737757,0.01188806710188032,-0.0236094242393441,-0.03141175952401502,0.026316027202960567,-0.003741362871204699,-0.029364004031885774,-0.059785995464486305
HPX,0.017991803070398257,-0.03437919090040954,9.097911873434421e-05,-0.04639420432676139,-0.024744772692249638,-0.009795389520829452,-0.004446507116947425,-0.012461104329197573,0.025998058110057072,0.049862905738826444,,0.02001199400191966,0.007483441233855372
SFRP2,0.10724169532820439,-0.01829140259234844,-0.014242762463208474,,0.017511718648878342,0.07858039802871278,-0.0013933977868112336,-0.06882408406858809,0.009608404461389048,-0.038719899903990024,-0.05020631753805655,0.0005262437687277355,0.04549595236138941
CFC1,,,,,0.022032001178236768,,,,,,,,-0.022935017261767474
CD70,,-0.033417939770350576,0.04850962567659103,,,,,-0.025491539027701276,-0.025271032426443536,-0.045041369228365304,,-0.020775604480307526,0.025079397378824756
HP,-0.004763244935571266,0.01128947023807161,0.022724898126387352,-0.03625338767987781,,-0.045414078186089335,0.010171417483085872,0.04146660890590073,-0.025697842128904462,-0.015587937898467265,,-1.62021707548613e-05,-0.008826629399379051
CXCL2,-0.036297956031119516,0.04824923783021925,0.008674501582074213,0.03879363006537334,-0.008697871214785982,0.07085374924688426,0.02300133035542481,0.00040256689895977287,-0.0027796203402706983,-0.031673434938620446,-0.05743161447611949,0.018579780810570184,0.022972365345827507
NPPB,,-0.01774925338076398,0.01532308912652514,,,,-0.017652303744326064,0.011104619832548386,0.04843809241663739,0.03177793702613781,,-0.0138132029536628,
CCK,0.009789776260844534,0.023896388268897163,-0.03282813114502873,0.014884217535972716,0.07645460944038397,0.13328784578238972,-0.02982146542474822,-0.044865151379441415,0.08650850720625741,0.000768283796390149,0.14045250075567478,-0.017919453179728435,-0.035200588170824214
SEMA6A,0.03732478204854375,0.03464802424985117,0.01949716533631697,0.02906842738268869,-0.03395260224568621,0.0014037943257711335,0.009901343677332787,-0.0045774901887879775,0.006863573059476791,0.05722519067125449,-0.07406162930686008,0.012957474571610542,0.0164492205989075
IRAK4,-0.031882905913384225,0.011697397152649277,0.025452081047606278,-0.015561480377721756,0.0061018777661914015,0.0484657775755081,0.0747299577797205,-0.04930337145230183,0.019869362772377948,-0.008978045587049066,0.034361910534223626,0.08650659180051136,0.0700484024126746
GSTP1,-0.013093212974738934,0.0349973214981674,-0.04246408952390042,0.017375388476336323,-0.05537430237388341,-0.059308200990325584,0.023583574737021575,0.0016378567050133732,-0.030827309006708336,-0.055558760613541355,0.03320191363756043,0.00364331227699568,0.04573755124405307
VCAM1,-0.029742679796041692,-0.011949115659871267,-0.047190461217839305,0.00846319854009928,-0.011190820174159531,-0.05124323606699201,-0.0009634998591114428,-0.014649131279914929,-0.032683059368280774,0.03051514081837412,-0.06023147372826978,0.024412472097837874,0.04675364691673261
NXPH3,-0.03990258417058897,0.0040482771505435475,0.033836250177454424,-0.03842121058304694,-0.059882981482012515,0.0003446904640247083,0.003601755522458885,-0.014752584668400567,0.001837978312035531,-0.02350879043086354,-0.0065403532932564986,-0.02168550546796458,0.028710941635249718
MTMR4,0.050794921634518736,0.07154897276370335,-0.007087245034456759,0.05664473353091807,0.028706006596763,-0.019887713028497334,-0.006850643115554792,-0.05477535830190806,-0.0024031137977240016,-0.025225446157585218,-0.06494694057811545,0.028051526076124364,0.0021156796559173357
LAMC2,-0.02266113460378432,-0.013931307985800173,-0.027952681194352156,,-0.023092810178049837,,,-0.02467516850655158,-0.020355735068443213,0.0051025307068390076,,0.0064623713812528025,0.038084519696877775
IL10,-0.035952680286127955,-0.029435322482908557,0.007360697645299972,-0.050694074342381545,,,-0.015801321490755634,-0.028751878339362453,-0.04750756913395525,-0.043044307214221415,,-0.018561984418812152,0.1069869545956159
SEMA4D,0.09662679310936502,0.08460421684896723,-0.003628354491876513,0.012836720758183673,0.060292010131474734,-0.016490705825406595,-0.01382320775633317,0.01728815074013286,0.04917530778420417,0.033287095324671306,0.005671241204709908,0.01045163913769392,0.057666789751512446
TRH,0.0801096292118311,0.052947492900083076,0.06988432276840065,-0.016093277368200865,-0.038584996304054826,,0.09473552153504194,0.028406973552627852,-0.015103548176270768,-0.030553532108155153,0.001569136828386188,0.11874466032638424,-0.03603063837161141
SEMA6D,0.048123054706433015,0.08230819890869627,0.012961961547332328,-0.0397536442804105,-0.040755388871289336,-0.0376574041930767,0.03208460554661339,-0.01487612244108167,0.012209622546392187,0.04126553025863096,-0.019948694213705626,0.0442014988146105,0.011972123866501018
CEL,,,,0.013297038757523935,,,,-0.03039409810635969,0.006838540164400065,-0.03407449102562156,,-0.010483803758139716,-0.026666228953010927
PDCD1LG2,0.001509141773284108,-0.03885857047171564,0.05469725239875206,0.006105360937012086,-0.00791076406476938,-0.010452586429343977,-0.027030037285541535,-0.048470807735864166,-0.006156293323331931,-0.016524773959545026,,0.039700858230196104,-0.025410590787557558
SPINT1,0.04945082704257347,0.0064145463845982475,0.017603808343274227,0.02013156237932141,-0.030795941919268526,-0.016007821514073477,-0.023192938216051017,-0.06585254223325011,-0.018822952498642038,-0.020265097099934296,,0.03588325830987752,0.08203551596724816
