,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
WNT5A,0.05019755705072038,-0.004756354959181722,0.0355995615626247,0.04666243698386018,-0.009229248945800853,-0.01986012417787627,0.04027969047205297,0.014669523841410967,0.026953935681623416,-0.03577765663626822,-0.00703899227913792,-0.014594646188539194,0.03287731504547692,-0.017463789327001388,0.027354007212067478,-0.02756836009231528,0.09019761973005545
CXCL8,,-0.057318873253800355,-0.022877755398351633,-0.021432973236578935,-0.028676890783993426,0.033056911319691275,0.0408840698136492,-0.01949277951439629,-0.04407610706293929,-0.018229127153025406,0.009510177004831028,-0.00773269999063216,-0.06965255105391983,0.1994393451461907,-0.05346579478458366,-0.07469418504551699,0.015958443147390436
GRN,-0.08524122099796647,0.028160858781676432,0.04522949732764256,-0.0013931353859072757,-0.03787042604841745,-0.004944185244661855,0.03448571474554216,0.0369513908263286,0.05091171749231686,0.029267822944274813,-0.026130204744407463,0.009983365796821735,0.05974107836865924,0.09990502268426794,-0.04012661748742889,-0.0665576231064643,0.0180789711070641
MIA,0.24472263721056822,0.040843537804247626,0.03679328270483252,-0.020356892481607363,0.03982516765515244,0.03236365353901178,-0.020357790977148012,0.09883048041858343,0.027589530486726365,0.08238888689779003,-0.021869727586615012,0.003321189454422228,0.07095153229281735,-0.028389703051641374,0.07621692173168677,0.14939263482971418,0.015198364576543312
COL4A4,-0.0062721191105739845,0.011042721822698649,0.04464365912794685,0.023623301121784,0.033917053758041577,0.019276062251657813,-0.019991579741473205,0.04301801297027242,-0.013038938378821755,-0.013040929929533611,0.026190707166726432,,0.004358514790688827,-0.03362056298927972,0.04401566068172673,-0.04434983377674455,0.10229464595134892
TAC1,-0.02898655123209088,-0.01942634511161861,-0.05525551902039661,-0.005250404913158589,-0.028399661546163073,0.00759315089768081,0.006392155920231643,0.02939027523621714,-0.026162939918650006,0.024630476706013798,-0.037596440079491776,,,,,-0.01985311789962953,0.024243886361877194
RARRES2,0.05490610440419546,-0.0054001173337567,-0.01984859835079983,-0.010727267166122328,-0.0026261131081913207,-0.03335877020406387,0.029466347272055722,-0.004898002098978111,0.03855248551355746,0.031016021386046023,0.07922916030125926,0.03228106620050494,0.002162275302499014,-0.02809217952492272,-0.03138476660994665,-0.057600962796303584,0.0023557809207104888
FGF7,0.030359938975136287,0.08871125357951296,,-0.01328154294981399,-0.04360091364586714,0.019652845959553966,0.05973445127277876,0.023232419694402772,0.05434080425295843,0.042224633603048435,0.03803149401497884,-0.007677117484057244,0.08481459852751082,0.03513114263767454,0.024268444939044818,0.0019322870728551637,0.016552844343428418
EFNA2,,,,,,,,,,,,,,,-0.01942287392817955,,
HBEGF,-0.0012221631829346753,0.05373984711286366,0.11434455563801883,-0.01691376407101299,-0.029976305620474576,0.015039204732307769,0.03951658105346838,-0.02532214938181275,0.03126850183505817,0.03542952320843471,-0.0022990088915237593,-0.10051678173765051,-0.05447551378031384,0.08967715155566708,0.014076790980627661,-0.04298504486443314,0.03723967929159225
CSF3,,-0.036653119380114306,,,-0.025663984622515665,-0.023028332827274303,0.0709882836641197,,-0.013794945836394177,,,,,,0.01702975174029036,-0.015900078855319712,0.0673066700043885
PI3,,-0.043421085654949135,0.017614544940693956,,-0.012829254548178437,-0.008990081950440517,0.042447142167788,,-0.015533291085357132,,,-0.06545927755803373,,,-0.10271363741063516,-0.03454558906925427,-0.0392741136536428
PCSK1N,-0.026593225647675967,0.024301372089585237,-0.012982600864634873,0.008359144807111694,0.0030599346425987098,-0.0634933859629261,-0.07080824178094368,-0.0002454380505450463,0.012781925017470218,0.009892693396786799,-0.04051788966990614,-0.02399026676714439,0.1868396161538084,-0.04602797391031855,-0.02742562513742778,0.08929059580615652,0.005920964464868541
NTS,,,,,,,-0.023873592424897807,-0.01591713008804221,-0.01695564784579039,0.003305346800035783,,,,,-0.023663086130429594,0.12057097104513333,
SFRP1,-0.03125213170756921,-0.013220344237528376,0.035392733312398436,0.0779454028004812,,0.051231835797288384,-0.02596975929080028,-0.04064841484195567,-0.02403003637964961,0.01287031198226632,0.038137444457275946,0.07469331733783158,0.02349828678183637,-0.018776733904966213,0.00815756895926812,-0.022998702760481073,-0.03338443124559091
CXCL13,,,,-0.03025825733424287,-0.018635089470266968,,-0.011124205040380405,,,,,,,,-0.04990290000118475,,-0.02962579174712049
MICA,0.032420966597693855,0.021743905166969023,0.0323800081895534,0.02815379961066035,-0.0600724950382129,-0.00034667811497915413,0.042692681638546434,-0.03378463070292742,0.015688850799680003,-0.008733024102287823,0.06777878158696445,-0.007380226489599938,0.004766640588044108,0.07207157014113284,-0.03998377282652025,0.0060282425492197474,0.004834277515849814
TG,-0.006272117697127794,0.047577461314985185,0.08150858364617539,-0.021731478223226366,,-0.018192312022059582,-0.02566854831481435,-0.01837256408838984,-0.01664926541865345,-0.012584151391507868,0.03668626039968503,0.06648551712092993,0.022640059345760834,-0.04329794966461931,0.05622922410762719,0.02203697944032622,0.06420753430350437
ADA,-0.011568899816007557,0.05353217061212227,-0.0058586041136361065,0.038631130105623385,-0.03971679264440054,0.05062642372599407,-0.052867827943212285,-0.014585263703965906,0.006460316666600526,-0.011258138606798522,0.05126635816367452,0.0822876783035787,-0.03993385457670979,0.016173368837701627,-0.02014550973205366,0.05794682868507782,0.0032426458024359633
LAMC3,0.07212202376755338,-0.023383355382514546,0.02838985415234733,-0.004431835552979552,-0.04790557011704285,0.017355198315878766,-0.01346415127567113,0.019737111066485943,0.05774079013495496,-0.037204793082269406,-0.02343385596205277,0.04702409918081438,-0.009630971970358318,0.10410864652716569,-0.029110760666292576,0.015118772202365637,0.025162731543643332
CCL7,,,-0.018103813260450106,,,-0.013153012525559015,-0.034121665848498635,,,,,,,,,-0.016661741371155944,-0.014200448799760559
NGF,,-0.02111690399472588,-0.019584995571081537,,,0.08690815795211221,0.015369621919716796,-0.017532353974782377,,,,,-0.0642182146932086,0.18630306739252966,0.0017105082645537254,-0.04988475148832632,-0.028914663556935952
TNFSF15,,-0.026124245703025347,,,,0.025252176218502658,-0.010154837091366832,-0.02128812139695442,,,,,-0.01847982011883106,-0.022673521836577216,,0.0157122056911483,-0.0014770577934694413
HMGB1,-0.009977411515052052,0.0978336663680253,0.002033849644107277,-0.0007518399473380531,-0.06016897889782526,-0.021103027299740347,-0.023388535760310684,0.050453160143634074,0.009087920190620507,0.03196513061406981,-0.06587792861716082,0.017249149715376888,-0.05932441192640547,-0.046547875315413705,-0.003820651957375528,0.04724588637667853,0.047235374344216145
ITGB3BP,0.04820326762898664,0.017169958801079094,-0.043976692583221476,0.01647378999367659,0.040585172897192955,0.05639838056704473,0.012695058529570305,0.0827718761905391,0.009665184540592123,-0.021168437614986237,0.08380008937671765,0.08110279745733324,0.010075529933404548,0.1210896570081298,-0.031933292851392556,-0.0227664051843329,-0.07170455101965043
AANAT,,-0.03784871141339086,-0.013363811057074215,,,0.008291508500548337,-0.022763983516727558,,-0.012443414462155973,-0.011317000888392667,-0.01998668335973776,-0.017171493745543363,,-0.027696654868978918,0.0670459597239498,0.0054933742992523266,-0.02230140881982351
RELN,0.006233036711697011,-0.03641010933596477,0.08145423469784548,0.00960036054802739,-0.028901567951328803,-0.023132408330062477,-0.030698335275997694,0.007146118291485191,0.05291149388798179,0.061888170629458616,0.03734093272059837,,-0.011068057210273909,,,,-0.0017681469648806617
IL15,-0.017183359009760403,-0.037135164325421,0.09638440245383312,-0.02768557078415474,,0.013914292440418002,-0.004695972227658643,-0.015147763938126434,0.028779514165137066,-0.013289070455446483,-0.018536725046678946,0.028714851333045948,0.04739578009568013,-0.03114960018229296,-0.002393489276077687,-0.03357688556456714,0.005145674330556627
UTS2,,,,,,,,,0.10683437491938609,,,0.006510350175852998,,,,,
BSG,0.04631327055293608,0.04405611499705673,-0.012916199141043411,-0.01135599944204462,-0.008601435705949895,0.01592884985395426,0.005737809493790249,0.0050692427166861825,0.04123712866918681,0.017639089731097807,0.07824381389599033,-0.04964010733171,0.027021632858883298,0.02079747467270221,0.016419435774993135,0.02800320614365109,-0.03380807093344086
ADAMTS3,0.03536925649857277,0.017704071138344993,-0.038181551286418466,0.051006142044871104,,0.06138404491840189,0.019319246219587072,-0.00932381765386768,0.09676549250017202,-0.033109649574087775,0.014274728533575155,0.06227029044867719,,-0.03316392456925739,0.048699468809659925,0.017194093400881644,0.010471965963536908
CD34,0.03925498251000676,-0.04868976108733642,0.06321798383528057,-0.016516135854139632,-0.042553710600652536,-0.03126312332172611,0.014976540799580676,-0.0009739040009554307,0.022711481325702127,-0.005510223635295734,-0.04292808525762837,0.040243759340662336,0.029230578889733082,0.017668039814701286,0.028116275086630657,-0.024274332392467818,-0.0029375322638131984
CCL23,,,,,,,,,0.03922215339357908,,,,,,,,
PLAT,0.06588930041785022,0.08514627315745024,0.062572787955794,-0.009296529568525475,0.03193018038192234,-0.04192942670709808,0.027949514395698087,0.054586921510745436,0.04567918645959664,-0.013055628308131485,-0.008409346004873005,0.07325752630182797,0.009614787736577405,0.07284838420516873,0.05860039985890204,-0.02127776206349565,0.04126300596243319
NTF3,,,,,,,,,,,,,,,0.06026688848685249,,
LTA,,,,-0.01598139739265801,,0.0004369934864023945,,,,0.16570916402463107,0.05312144939664789,,,,,-0.023725731226827158,
CKLF,-0.021934313331404023,0.05294805110936447,-0.004770625868000494,0.017485074799299748,-0.01899825595733565,-0.03778235157541023,-0.049803009122558375,0.022092436808022038,0.009529138062966305,-0.006829531705320371,-0.00933325088514975,0.009813655720383192,0.014676026035678405,-0.01701525094026868,0.04872982293812327,0.012224964955325697,0.06637030131814267
CD24,0.05529253562648538,-0.025106598755948884,0.009666614435006302,0.04966000429206085,-0.01182110070408614,0.04780212409340747,0.005981463343597561,-0.0038541387105668597,-0.0396743253690026,0.005019823795895198,-0.023440004605162847,-0.07651621687242968,0.0648297873012703,0.18210083013010767,0.022018104335504073,0.008668934776179851,-0.00892840388979365
HSP90AA1,-0.026295870915771034,-0.018821116808496217,-0.016413930145693537,0.031123624284267792,0.024886777769640215,-0.026856986403620862,-0.013947385069283206,0.009974840677839934,-0.052381433493523866,-0.06478781655345192,-0.06433383357016084,-0.010425236179740293,-0.011865551234422067,-0.04399296802848509,-0.1003996508182298,-0.010796405583834174,0.01134441338362525
BMP4,-0.021326505927409235,-0.01902142171615207,0.12278075205509961,-0.016941218065823636,0.023543572712646486,0.03987254809184282,0.008531058406245207,0.05366465157066665,-0.03811460296820398,-0.022198730064908568,-0.015795206244534402,0.09310094128421978,-0.019825604653563717,0.03587919649469284,0.01790652830258453,-0.021540723767353484,-0.04429153185652183
SCGB3A1,,,0.0004406996733893182,,-0.027432261639817636,,0.041442585044712245,-0.019336388575121766,,,-0.01293468319629929,0.0019024724543456478,-0.039742005286510146,,-0.037180371958717026,0.036137795821363124,-0.008500116358971422
IGFBP4,0.06080169695173467,-0.01368121072911433,0.04211675419726274,0.0019069746263180522,-0.06218302994923693,0.014438560321768129,4.4258255358444055e-05,-0.019876744074958375,0.07797756834725886,-0.044407280374580936,0.06246528856519594,0.08057262784152144,0.0922524719495373,0.12444591193465018,-0.09139232953043387,-0.0327246335265275,-0.036751631001501715
RSPO4,,0.06328548683802453,,-0.0258357541280974,,-0.025803921522386204,0.01761809192177226,,,-0.012676725370418895,-0.02571335908434034,,0.05956976997232307,,,-0.01828397511317208,-0.028121193142859387
LEFTY2,-0.004586858677077462,0.06188469046075417,0.10001770749557694,-0.01617767326791011,-0.008909530691451003,0.02898431649121043,-0.03308205918082968,0.003318231722774236,0.08022080224827492,-0.013774221202487986,-0.022883382883493147,0.06056241717230042,,0.20434190549462972,0.051066619263177106,0.0738619074052769,0.006006743893519363
PF4,,,0.11170064513323329,0.075498473253455,,-0.011475744298752167,,,,,,,,,-0.017802408663382483,-0.02372572573651697,-0.022028921817768592
ANGPTL2,0.04292935321367406,-0.035672212140135294,0.021274268851599953,0.007779612139323065,0.030146807125802807,-0.07180270465205384,-0.02885660705565296,0.022163896135875497,0.05848458955552972,-0.029190445766175598,0.022805043867572275,0.2114027720482692,0.0016632424171524219,0.038290720470727374,0.045738796567042224,-0.06874772111528009,-0.04583375814362326
LRIG2,0.10997212754413059,0.06031401301847845,-0.057871369991935005,0.04647729634105858,0.07632136284782139,0.04767564563505144,0.0006463866190946292,0.01873721721136608,0.007502611901550265,0.027112051329143193,0.0199245780789703,-0.04055585897016818,0.02064049869727217,0.066145889771327,0.020320165969411125,-0.0327373838629061,0.013761203555271264
ICOSLG,-0.03677269464132989,0.013542407417716376,0.012367144100548831,-0.020228317290775965,0.023352135849082363,0.044426215304220175,0.07931884459702651,0.0171603335326493,0.02856945485691257,-0.009991209483093923,0.014191216996823575,0.0881387004406805,0.06722706432631659,-0.07033096849058494,0.044849268778794193,0.04434291069466877,-0.0502837582158307
WIF1,,-0.060032492784036905,-0.011932909047234399,,0.003941074481902491,,0.022180141893412275,-0.03507295880186015,-0.007023650917168822,0.10309650072709219,-0.036327372837094536,,,,,,-0.04042260087282386
NPPC,0.10403253396825328,-0.03070739437960275,-0.028535520517035035,,0.19939478645328473,-0.0010575838792695423,0.07493097000448799,-0.037096793124522486,-0.033503401034148304,0.04028880747011601,0.11545579695875283,-0.05755523712516574,0.03965385268792113,0.07717291186250858,0.11661282920444753,,-0.012651312203511202
LYZ,-0.022522231307298777,0.032639172598501624,0.05304932297554734,-0.018170119290572526,0.0906462671152152,-0.008887851320445068,-0.0180459864989666,0.005617279494141347,0.06474056031412297,-0.006589898396166037,0.02219203361128471,0.023299528870495776,-0.01609393663806173,0.11440116947583115,-0.007951509257181095,-0.014705841788172419,-0.01745787734484087
EREG,,,,,0.14210283449284222,,-0.04403006381253948,,,,,,,,0.035747296192473695,-0.024228332464846916,-0.025361814701222462
SPTAN1,0.11444072691218081,0.07632703421501312,0.0273888728258582,0.051285208455630296,0.01944354799391142,-0.0530482597136284,0.06350104841683621,-0.003526768708364786,0.007677105187608626,-0.0238760822958959,-0.04766463181832436,-0.015523840681524272,-0.0005455093933713506,0.0069780869386829,-0.021014470895682834,0.11258030583149196,-0.014354965444460107
LIPC,0.024213591653999098,-0.009056149052152086,-0.022991409282380616,-0.02187934274398953,,0.007149119215375226,0.16813696492123872,-0.02349029777871193,-0.01943115720182825,-0.01217652010775728,0.04094675356975521,0.009826434889918021,0.0792260690669083,-0.0346259908716959,,-0.029998297464128312,-0.03435278494633552
COL8A1,-0.008143195948330736,0.06667635291449592,0.023413299678829953,8.976647462184036e-05,0.036004535221469326,0.06087591162294238,-0.023644014225314505,-0.016480961156318148,0.01790972924211819,0.019266237678599623,0.011452292782538856,0.03634096490755263,-0.02388409410335638,0.08413174055262251,0.016584383371219934,-0.06097569824165931,-0.011888307443619494
GSTM2,-0.038225635046234684,-0.029184487839842843,0.03896448562981941,-0.011113052664961771,0.05784173556244371,0.006267308400786612,0.012473950919350548,-0.012809474095655705,0.020111107879738997,0.006979683917957337,0.015994169010509554,0.0021049402461464197,-0.06455580852038133,-0.01096058181368017,-0.01717190876366971,0.0392537136503077,0.029409719388298998
IL4,,,,,,,,,,,,-0.03966553140607949,,,,,
SPX,0.0030399711594089798,0.000623040292627123,0.012209662704066941,-0.011475437117667216,,0.02568931030222791,-0.017377175149845565,-0.013332934745303301,-0.034610158560119814,0.023996282926296658,-0.05047472367929312,,,-0.05709470154121668,0.050676635070680986,0.08073506509923309,-0.014358101110383666
MFGE8,0.07425079837523714,0.029639443606882285,-0.0156367142686134,-0.0281625811444619,-0.0643506973888138,0.012212673836488849,-0.009512333388989686,0.018575930400686506,-0.021224164116891226,0.03379667067648358,0.06003081856558192,0.17156904824611935,-0.0387805084707669,0.053595439913993126,0.01987981994125305,0.020011751080204025,-0.01718397903067864
TGFA,0.021559390283114137,0.02345666129625587,-0.020493898966161713,0.032596933522747396,0.014434040250091108,-0.031208250657756616,-0.030070138935683777,0.04311701146223515,-0.032649875290202135,0.021578256098747674,0.07934979248799567,-0.11688695447660857,-0.0727287724828706,-0.014142867890662172,0.00865818385595718,0.0059971996959885835,-0.006048929284129491
SLIT2,0.11444731367116273,-0.040509686782262175,0.05248171313293707,-0.021233193857461707,-0.02038958215477378,0.01637767330685669,0.01990075901926886,-0.020612044956187174,-0.04134756010076758,-0.032621871518795025,-0.0416962233712197,0.01460162766537649,0.0608159674757722,0.20763254958799243,-0.023721323515936053,0.008860386120803955,-0.04263157580161401
PLTP,0.00480199729437139,0.10230390236738199,0.04030471616257154,-0.04783363752658731,0.002161727262326007,-0.027760458409615038,-0.08726558440021702,-0.02800795675996094,0.08900288184700553,0.002145504373090117,0.04939897109066815,0.07411666964339649,0.01695219001233944,0.1438992678130697,0.03926280852381331,-0.0020425993419977617,-0.01286139424763769
APOD,-0.05254405197763726,-0.03087612353975624,-0.04699240587823129,-0.0408272703792607,-0.04101783715010382,-0.03846529761215639,-0.026423308076597728,0.008000570034094056,-0.049788266386199424,0.02650006439186627,-0.07949508778331268,-0.01885637276604771,-0.03811650925056312,-0.23606952857017868,0.06945256136961009,-0.03970568930234129,-0.057207633705679134
B2M,0.09131683945418474,0.006334484714088953,0.08039287517607926,-0.04910104422674867,-0.04447791631511757,0.042695039092789086,-0.059365007667910655,0.004837017920737362,0.07044740656804818,-0.0046060152324239574,0.04015020504450685,0.11818269222708574,0.007260526542643054,0.0850941318690515,0.06051220139927897,-0.04897491798395459,-0.03588070283796908
OMG,0.02915037972482861,0.047086022033532675,-0.022762060626758566,0.0006027156874312871,-0.06156254754888473,-0.009754070842385042,-0.017356805810372255,0.003903041173962492,-0.03084535721568358,-0.0021960658896456407,-0.054332750882108934,0.11147371454013796,0.02500716952375686,-0.1853801891906466,0.06858339459889023,0.09403554614331147,0.0020938993117619676
CXCL3,-0.02703400252215398,-0.01818730912253201,0.0207269324958484,-0.029887208740577785,-0.04832174975828803,0.03611032228246664,0.03560167857637184,,-0.01633760836146459,-0.04174637800101342,-0.013349800430121446,-0.007463221051422632,,,-0.029434749320181905,0.018169833307342877,0.03171351782182155
CXCL10,0.003483739044093003,0.049994320863788584,0.03833751503506611,-0.019655563026277658,,-0.0011115724230272752,0.06332758188466191,-0.020705277243815944,0.0697743520333816,-0.026217014899250112,-0.021214448446423124,0.057105058903494786,-0.012309723044703184,-0.028821986377246773,-0.006723252477714812,-0.021343875008797145,-0.0091497209629728
RSPO3,,,-0.010615843038214647,,-0.025663985423003965,0.07280790909613775,0.033303353022901376,-0.028070837971838583,0.05572076289363322,-0.019146277407895495,-0.01395028415727713,,,,0.00735689368081982,-0.016908409447173558,0.003586898203501734
CORT,-0.033569976042892136,-0.028922380301820885,-0.026435190530360173,-0.025962613341861805,-0.03405960516309689,0.0487921412181997,-0.007146965203434773,-0.01324517112554833,0.047414834247533656,0.009551944140663815,0.04024264011662887,,,,-0.018629315839156523,,
NCAN,0.030615190882647327,0.10820267060929993,-0.01188580077285046,0.0840225245636409,-0.08754812573144666,-0.035198983661053534,-0.001847875980800002,0.05062483736728733,0.02054524760588857,-0.03481343694139535,0.007391237040519633,0.03706221322696451,0.0010692266424597544,-0.13878177650913773,0.06753626196374657,0.08319757945004258,0.061195031698137295
PRG4,,0.0223032450741045,0.011240286241564815,,-0.028695651076176092,0.008407948920926566,-0.02168911133343312,,-0.01770030964924547,0.0516021567850617,-0.01631018824689685,,,,-0.027488695523880682,0.02662723367615619,0.07322032577164067
ZG16B,,,-0.01179451371177944,-0.01749322129903675,,-0.015265682024867016,,,0.06322539458126122,-0.008660603470822132,,,,-0.030789407614147137,,-0.021082966899609572,-0.018792929592629928
TGM2,-0.0022281280770606576,-0.037883497707663166,0.03954923185606152,-0.03974361734182706,-0.0028120284147822587,0.030567458951337487,0.04104803474464219,0.009494106459340044,0.11932887211922141,0.019140161198723697,-0.025309658295314782,0.032366583881255614,-0.06456345328177235,0.04077875859482438,-0.031652506690784205,-0.026743802556601734,0.03880995599047371
VEGFC,0.06222571207470851,-0.028322133506236163,0.007341937165281093,-0.02246196980360031,-0.023796393326313454,-0.023442193820822774,0.033225524271205065,-0.005328229303835865,0.02731694991791227,0.028097458646157845,0.06373724499344613,0.05006415605992494,0.09211418886997062,-0.03990918713798696,0.04253390613641191,-0.026098078388431013,0.023026533167616395
WNT6,,0.012243925163755007,0.007072614172363152,0.0033441078906331894,-0.00469615542350374,-0.018192312777414024,-0.005186945992687852,-0.015536938443261997,-0.017405936784777004,0.011306325118667639,-0.014527087609153016,-0.05029859082443564,,-0.029280730255844056,0.1468002013071081,-0.025462015571715513,-0.019418734554915985
NRG4,,-0.02676886607146243,-0.01667424759313882,,0.034409656799349306,-0.01600782043422811,0.06563727224359893,-0.019020084837277827,-0.022046858545008645,0.06927957204719466,-0.019418564048841288,,-0.035444775986822066,,,-0.016908411342202855,-0.02920279834588666
PMCH,,,-0.019217967691182697,,,-0.022180394749907916,,,,-0.012676724758629975,,,,,-0.026137926779817827,-0.03646095819287084,-0.03739838607143317
COL9A1,0.0038721637746511575,0.012507038915893257,0.00891825624629525,0.050807981700817524,0.025919221786142945,-0.01671900010114636,-0.06472164640648874,-0.004025004301125301,0.0011614348884280402,-0.02321154843153495,-0.02212699208772752,-0.02528454678869138,0.0218451779929845,0.015913791547666523,0.0845834795262469,0.11625391641307385,-0.011481322026284883
GDF11,0.0760488258554634,0.039338935452485214,-0.02956678048729589,0.03272009913406692,-0.005786501724166561,0.034508205347342565,-0.0025303221957969925,0.06292990752363462,0.04515898561154342,0.004165945723421779,0.029906156070274286,-0.013454789854836119,-0.006364406658259302,0.06584675535910557,0.009580882936942764,0.08726190310864262,0.011991040602226569
RAET1E,,,,,,,,,,,,,,,,-0.018548407104893288,
IL24,,,,,,,,,,,,,,,-0.017518558308322205,,0.029939098653287168
SORBS1,-0.03467587587748281,0.058604939801562554,-0.017650138612359166,-0.05134616698450375,0.06550379056108284,0.02415507485751685,0.016736616944537437,-0.019619682940290564,0.022391979418212343,0.024664639313719903,-0.003070716858582692,0.12674014054631672,0.04941853102674907,0.010456780981593384,0.0192908643422983,0.10319038000306634,-0.008771311571326526
DLL1,0.09409180315579209,0.05038035014828605,0.07303341060920154,0.040236227162079134,0.011101171969000177,-0.03612261317101741,-0.027578584371575916,0.007866978322318212,-0.013012185999278766,-0.0006149824677466452,0.031097323616366628,0.09716995810022408,0.0323048086655429,0.04346486616779591,0.04184950549212382,0.055717412643062215,-0.014243595227560468
TLN1,-0.026943660080307224,0.01827102928709578,0.011724148535005101,0.015022618848517261,-0.024262415826629025,0.022697692784873602,0.023361481652080872,0.02574504996061343,0.022385095607640494,0.009808606963123391,0.0563224589855857,0.012669879080192632,0.003682453753038888,0.08183518382126588,-0.025919887236445012,-0.05746763887293894,-0.02502894866014002
COL2A1,-0.000997772335174072,0.01651145151731179,0.0856527147026873,,,,0.055347674366175596,-0.016832339188643176,-0.016337613921333784,,-0.013552788190869317,,,,-0.04565872200970576,-0.024607450630231013,-0.006993134851831809
SHH,,,,,,0.13488988512016367,0.0245352112738954,-0.01837256605248435,-0.012843349666071978,0.019830581716093316,-0.012934682065727458,-0.024003304167276335,,,0.04805430544039398,0.0021753615018605854,-0.012743326307426214
