,ZH1019T1,ZH8812bulk,ZH916T1
TGFB2,-0.0265229923443031,-0.0684742948815871,0.026457507152435403
COL18A1,0.0405034090253862,-0.06445030557763719,-0.03401686635171459
NODAL,0.02498252172585667,-0.03376588142627171,0.038376147073225626
INHBB,-0.08549868555956969,-0.03955959667661528,0.0663497324881793
LCN1,,,-0.019018976348034417
ARF4,-0.03360580179534463,0.034700192053824054,-0.011539588308143913
CXCL14,-0.027243548582656228,-0.14701578832087925,0.06722833765331225
LIF,0.051384311912751446,-0.05933207058458745,-0.04168588688207984
IL17B,-0.04504257387629487,,-0.03212571223154492
MMP1,,,-0.05421563672230831
MATN1,-0.007420044476876046,0.02354805307144909,-0.004939277380947938
ADAM28,-0.09361354692385604,0.02258251111179775,0.0740172822315115
TCN2,-0.05007469909922225,-0.08877902143974133,0.04758533395943305
THPO,0.17274304691555167,,0.04476619123833881
CUBN,0.03153645298823396,-0.05310105035534941,0.00806174815071721
TIMP3,-0.020709634207454215,-0.10617308943898662,0.027617294976665215
PIGF,0.07762002616691488,0.030923760945320202,0.04480223230693149
CRH,,-0.03826923088205884,0.0012960576726783236
BDNF,,-0.04864596234304009,0.04004365816464038
CCL5,0.036970713657414826,-0.06225631603414468,0.010151740657616105
GAD1,-0.0163254131988739,0.01790160313830256,0.09333303130602036
COL14A1,0.08671752779205669,-0.04523070204121172,-0.008324172372613613
HLA-A,-0.1106621013614313,-0.13781631956096121,-0.005720308163712334
FGF18,,,0.025208277313820887
ADM,-0.06895396534560927,-0.07167227665862719,0.034016393215561984
CCL15,,,-0.016311580510932195
GNAI2,0.09167869239174821,0.08455830033250704,-0.05850415703461106
HDC,-0.056171543924363534,,0.08167477264165805
COL11A1,,0.01792991804981777,0.0772105292383844
NUCB2,0.0832166009362286,0.05124535869949232,-0.0009736568150936784
CXCL1,0.013137846630209268,-0.017777848745498537,0.023802800953292957
VCAN,0.0323759976363227,0.0510953543996708,-0.050674790425503456
MMP7,,,-0.06721186829511851
PTPN6,0.0006198617720376054,-0.04064794508642369,0.01882134353752274
PTGS2,-0.09973185728183226,0.1391522421193913,0.03533110877445369
CD58,0.024926737907202748,-0.030189168850567587,0.009608765171526286
TNFSF14,,-0.0036819557707279673,-0.017115729193687014
CNTN4,,-0.010132566720494078,-0.02775516862009425
INSL3,,,-0.0038468319279565287
BTLA,,,-0.02159610650887903
MFNG,-0.024017425763791858,0.011313856184880913,0.08067091273664226
ICAM1,-0.04596663879201691,0.04119856390395683,-0.003386904853065965
PROS1,-0.04850846692659605,-0.030315107167330834,0.045628404750820584
CLCF1,-0.07067109701188201,-0.026257514916086355,0.015714236012445985
PSAP,0.020759014123017634,-0.014111610421099863,0.021940848470131516
EFEMP1,-0.045730060027370616,-0.06182979825892735,-0.02317869384934029
C1QTNF1,-0.07008531225372806,-0.1153624538959567,0.004441112683338608
ALB,-0.0010003489702515565,0.04839790160974558,0.15682301934310158
EFNA3,-0.052858265690280494,0.019534726806558208,-0.01462679812243539
DRAXIN,-0.01269638851489334,-0.04513109667573315,0.06491075705878055
NPTX2,,-0.034660848274521344,-0.0029454547384828995
FGF11,0.0014926691781028565,-0.0070088560314446645,0.06496495741105043
CD59,0.019990496574110155,-0.10566484283367406,-0.04230386653920058
COL9A2,0.060461157463426944,0.025346841487401954,0.044515638554515125
DLL3,0.1285678193208872,0.02888303725271673,0.008780570896187345
FGF5,,,-0.011240689830639928
LIN7C,0.07370000268915985,0.0005384431565081068,0.02110387002420485
GDF7,,-0.03709965083599675,0.020665761268623937
PSPN,0.03846827028964621,-0.020573260239842222,0.04832130492489021
ANGPT1,0.12901102814645776,0.010870740707807912,0.005239130024711205
PNOC,,,0.08822443037427424
L1CAM,-0.052348760107124276,-0.02182132851600277,0.060808307995206964
APOA1,0.032449660306032274,-0.03132089104270304,0.05719345893100494
PSEN1,0.029121548453952033,-0.020327924490857907,-0.00035476703495210065
CALM2,-0.04478156401784214,0.08420378496082151,0.032579691821316016
CLEC2B,-0.04944038390359181,-0.05526254176370253,0.035698590784815
NTNG1,-0.043572595787060873,-0.013051769272247687,0.06968666072271086
LRIG1,-0.034866854639983916,-0.06756227914389687,0.018820002044468192
CPAMD8,0.017895988646980176,-0.01105798040589272,0.11963251647758
GHRL,0.026899973074315103,-0.022881067626019866,-0.006274851846915837
NPY,,0.09761537481833168,0.09190753682137935
MMP2,0.021948519253202712,-0.004771608162412095,0.005750794174626784
PPY,,,0.05496011016695221
ALKAL2,,0.014982296230220783,0.004537589119639042
CSF1,0.10461605497980567,-0.010776731716335142,0.07014734855251428
SEMA4C,-0.01231186254773692,-0.005181517177716199,0.0693533277678563
BMP8A,,,0.10516033035478106
ICAM2,-0.012606972995053783,-0.011882403643034719,-0.01983723551258021
SYTL3,0.04850523195392962,-0.06570180614507479,0.0777880222181194
IL1A,-0.01160518860899673,-0.04390338645126389,0.04327975855735198
HLA-G,-0.030014177780536742,,
PGF,-0.19352195347300008,-0.030183283814950144,-0.009031506084108935
LGALS8,-0.0034012188919801682,0.008186068564240213,-0.017597777604617223
DKK3,0.06718965506502507,-0.08994953110480848,0.060212958833723344
COL16A1,-0.04021751908770346,-0.026664359867586734,0.004973474951392752
TPH1,-0.047171057187966534,-0.04405227393957832,-0.06558094760896019
TNC,0.054472858457296165,-0.06658941392102416,-0.06255686058331918
TNFSF9,-0.0073197977091036,0.023519838849695832,0.07130664911502581
C4A,,-0.013957757639767162,0.068926667730356
CNTN2,-0.0665360410161047,0.09527576040835026,0.007364917243687957
LUM,0.064265058897172,-0.05351458341329631,-0.01044891253601911
BTC,0.010311656759166206,-0.026539520849626606,0.10213238951407529
APOC1,-0.02767174600280484,0.019726472824448334,0.07057402997713624
PKM,-0.12516779455958682,-0.138307592158277,-0.04263379493324346
TNF,0.1044261628103502,,0.09019828006859598
GNAS,-0.07136472519573155,-0.09684031030824702,0.021049094957476148
BMP8B,-0.022314114380063338,0.015422612503091803,-0.004232941322303881
LIPH,,,0.11460820458254872
CCL28,,-0.021380338406454813,0.09084273407799356
PTPN11,0.11248055616260537,0.017104846547696298,0.04396766359470464
ADAM12,-0.0711610981444856,-0.07852817295695093,-0.04808790023325812
EPO,-0.0219935356055369,,-0.016553055509744334
EDN3,,0.0037396259399509317,0.014474349409063577
CCL22,,-0.026539522024163008,-0.025578808504762587
CCL2,0.013971382750359895,-0.10653598940774128,0.009711982313514913
DSCAM,-0.06206068054300735,0.06665426080237814,-0.016859255400146298
ANG,-0.026157821190109204,-0.032204803473645016,0.08363965789707999
FBLN2,,-0.03245785962719635,0.08228891840223881
VTN,-0.02430551221419915,,-0.026995270548094807
VEGFA,-0.06632593249875411,-0.0973110160978062,-0.03250404676129665
F10,-0.0015696058943831977,-0.0229616846042398,0.013039194663992901
SERPINA1,-0.02278944624419152,0.0056557553901842176,0.030813233008443627
VWF,-0.07464176600991418,-0.07524113529091842,-0.027548051829172235
GDNF,-0.03301896554098569,,
VASP,0.08222359489814252,-0.041236182568056876,0.004363188471312688
ADAM15,-0.03448441850621642,0.02545807808920032,-0.00913659871558803
WNT2,,,-0.04025478131912305
OLFM2,-0.06311563870203828,-0.09364454246217001,0.03310753923865559
MFAP2,0.0018008863689036297,-0.06393061678921391,0.05588251150845167
HLA-C,-0.005589559206815771,-0.027167831327222863,0.03955647492182065
THBS1,-0.012006827881040986,-0.05996433764301991,-0.051698990475782226
HSPA4,0.03983341354123323,0.038255873076736585,0.014869400258478948
LMAN1,-0.07212093166848242,0.000760187487429749,-0.017117782343017657
LYPD3,-0.0019871058589484873,,0.015538747039233176
APOE,0.05031098645374507,-0.09234546319208639,0.0549288855497262
SOSTDC1,,,0.018794138237773466
ANXA1,-0.02247872662426575,-0.015497172186415152,0.02244665229999517
WNT2B,-0.023851739534171735,-0.004724789952920351,0.0021398103450510205
AMH,-0.05125946509215825,-0.021380335680007197,0.10307218467083804
GDF10,0.0923715935994946,-0.02698438475076231,0.06896719266766574
EFNB3,-0.03450165892053306,-0.042279505278279804,0.05130382221090341
LTB,-0.012373881489402216,-0.05150919288263099,0.10787286045483935
ANGPT2,-0.031647857568586714,-0.07709265713371533,-0.05293449434232589
NRTN,,-0.02698439443128324,
ADAM17,-0.005489817360871363,-0.01136479316880438,0.012117004361753787
LRPAP1,-0.053061414034763436,-0.01970944299206577,0.0730695723053546
NID1,0.05486202224701715,-0.11342223570357332,-0.022467710089256982
MST1,-0.06971343643706705,-0.028068478634988445,0.09674405405854197
DCN,0.0598750301859746,-0.07256149388285275,0.0256446054123088
IGFL2,,,0.03190519153105763
COL7A1,0.034352535470120134,-0.03521074189507061,0.01745715828981652
CALR,0.017158463595372958,-0.16607932764861225,-0.050517387834398415
PIGA,0.08912862943915188,0.011645486219473327,0.04695693064794405
CD200,-0.10790579534173252,0.009898391991486611,0.03276554058753979
GRP,,0.02597120836552475,-0.01964126824063462
CDH1,-0.07760671491958412,-0.0411580740655978,0.029368994885580185
LPL,-0.04196490225730218,-0.057106344280252165,0.03554727136437611
SEMA5A,0.04605360060613366,-0.037385756839036055,-0.0019545333503887727
SEMA7A,0.0009039091408635496,-0.005251524175871104,-0.027438551759390327
SEMA4G,-0.1053352464154182,-0.02521374286054853,0.019350553133532164
SEMA3B,0.018160070204507422,0.05697562199517158,0.08094559915447186
RPH3A,,-0.0018759547934506773,-0.017927172660292364
JAG2,0.06422439370912553,0.005154494332318893,0.01798083021223952
CGN,0.018781674348563877,0.058952466184170056,0.048482501859570495
GDF15,-0.01031853605908004,-0.05784130291988292,0.0793180714260129
SEMA4F,0.00554872461260314,-0.03175741566265256,0.09402611163338767
NXPH1,-0.07961943357177438,-0.0025468017521977433,0.08336965210191649
ARF1,0.031195512888926857,0.015079836378977914,0.00038542779313072525
DSC3,,,-0.01655306053425088
EBI3,-0.032163795101709546,0.008944147201365353,0.052300465265417206
TIMP1,-0.08631082055959426,-0.11294382413003685,-0.000514829789401937
SEMA3C,0.04537667041473479,0.012957069942839487,0.03988529820864698
GNRH2,,,0.1452304960965898
GAS6,-0.0956215682604408,0.025089226957770737,-0.027417669106275508
MEPE,,,-0.022873711979081387
SERPINE1,0.033042359300386605,-0.06083328537457106,-0.05879962035067584
RSPO2,,0.035599685093403034,0.11408584555215903
SHBG,0.1448373181925097,-0.004889120915499288,-0.022773439909459472
LGALS3BP,-0.005458859844472428,-0.039408487035429186,0.03846138014300689
LAMB1,-0.08369528189904556,-0.07226549524662325,-0.00019836153775176093
SPTBN2,-0.027846263804771336,0.003285689479885264,-0.007724103487174983
COL1A2,-0.007612217483470172,-0.10399033643702069,-0.03817378817238536
DEFB1,,,0.039715209988421506
WNT11,,,0.05291252697171463
LGALS1,-0.10346334342233034,-0.0016125701096274868,-0.0401811547823864
BCAN,0.11517408261527115,-0.12758719408825384,0.06794889034368266
ANOS1,0.023891777796408768,-0.004313796689528777,0.08292486525885802
EDA,-0.0022336512729951965,0.004517373396833642,0.040197234407377436
FGF22,,0.005890193104458265,-0.018165841185629028
SHANK1,,,0.026678646554624326
RAET1G,,,0.18125192112146066
TGFB1,-0.021730986920863737,0.0347745241737377,-0.004805327877087706
MSTN,0.04920797575303964,-0.05910624604286624,-0.017227652543571555
WNT4,,-0.020828738616568917,0.05815443599208956
TNFSF4,-0.05196537557315574,-0.015238793367949158,0.015823647177324335
NTN1,0.002992473736572116,-0.09969617344627975,0.033084191962855364
CXCL12,-0.023779485109459556,-0.03550989936516124,0.012247968664019563
GNRH1,-0.04723067025953974,-0.021106199846711818,-0.0066114796541139375
RIMS1,0.014678342888137,-0.03227257289845139,-0.011116236587064069
FGF14,0.010376302882095335,-0.012497513114909556,-0.0587859467667105
IGF1,0.050492201584267045,-0.028791785841572333,0.06636391220884905
TNFSF10,0.01435704662635583,-0.06490864870060736,0.07543739134263162
GDF5,,-0.042549819928004516,-0.0017992393282344101
CHAD,,-0.023467077519188338,
RGMA,-0.014583441271354986,-0.047670294124785594,-0.004067362834609808
WNT16,,-0.019386305028537065,0.12423922616794049
CX3CL1,0.011731798768018569,-0.06745559792529558,0.033455168364648284
FGF1,-0.019366140067618488,-0.01791104144872742,-0.037169580910019005
ALOX5AP,0.05071557020252161,-0.011343809758599303,-0.03485176960052351
IL1RN,-0.0393211188959411,,-0.05184003091725015
NPW,0.11648167289893493,-0.021651246276561804,-0.0416932199390893
CXCL9,0.2572068222108649,-0.0051963789526713435,0.028059904086518192
ANGPTL4,-0.09909126661726791,0.0024584559345060134,-0.05593319124672841
OBP2A,,,-0.01859341381828111
COL4A3,,-0.03641816988159983,-0.03007678319932316
NRG3,-0.042820772953059465,-0.03449894687382512,-0.02722472256013484
IL23A,0.03273931531736094,,0.036531778373685334
COLQ,-0.027506862894441392,0.0005107372628786364,-0.030214370431618807
TNFSF12,0.010655628607008668,-0.07729243205215605,0.012723054321623718
DKK2,,,0.042046731543595145
FYN,0.02823977288149152,-0.05256814617539736,0.0672878650665858
ACE,-0.016656233014092064,-0.0669710610428859,0.0038930061356344417
IL18,-0.00452609468236532,-0.005739216219325592,0.05543540638537234
PPBP,,-0.024927347200305084,
CCL27,0.043658462982313066,-0.02676278079225942,0.06650799585941923
SERPING1,-0.06694258526599899,-0.1030947351946803,0.07216182658133657
AZGP1,,-0.11267982583392587,0.022167631304368836
INHA,0.08017454507984197,-0.02165124614822974,-0.00033808082114222853
SEMA3G,-0.027063576317703644,-0.01997493662219795,0.04075122016145536
COL6A1,-0.08845081138353349,-0.08674753029987385,-0.05001821641228458
FGF17,,,-0.017713820646201844
TNFSF8,,-0.01938631256534717,0.034154981051654106
FGF20,-0.012207851105565786,0.02768587056581796,0.025669078565974914
ICAM3,0.05627376197407218,0.06342572016300145,-0.00611090383771901
LAMA4,-0.05666856522129168,-0.09007123296263227,-0.019679649897455978
DLL4,-0.03676928698523429,-0.08390810073460736,0.021124836131747392
SEMA3A,,-0.03788482231755702,0.027619995139028106
RLN2,,0.031807448294812316,-0.020443736375796898
C5,-0.008907281829469066,0.049381094474613786,0.06466482540291421
COMP,,-0.023215629132224386,0.04009344669550604
C1QA,0.0698253745810773,-0.09279152291577986,2.8129125706442876e-05
UTS2B,-0.04921838534568787,,0.016416581152783567
COL9A3,0.020555554598567224,0.10908682837969728,0.044566395959211164
HGF,-0.051741845662992364,-0.023662126770659386,0.04108567041452505
P4HB,-0.06235291371536499,-0.0946236836907006,-0.06309471182565865
ADCYAP1,-0.056171543924363534,-0.03908792666471754,0.021257356212802683
GREM1,-0.03798346161982062,0.017915712737711652,0.0447463335988125
EGF,0.027138626464570492,0.04575326786562464,0.030343664221331192
VEGFB,-0.07179349769800747,-0.07507775178506795,0.08892097672365629
FARP2,-0.06585310484942981,0.09695466485865771,0.029450132747739024
LAMA2,0.03585286259488116,0.02347699039816182,0.023009419035247437
NRG1,-0.020115862365506044,,0.044898333533308625
SPINK1,,,0.001781268576063016
EFEMP2,-0.03686898486313276,-0.07566610994233341,-0.023451844776381025
SELPLG,0.1290195739654498,0.03295517578394349,0.06410664251572562
HLA-E,-0.02066264569394262,-0.011318829989013608,0.022133662193350598
PTN,0.014055244662596413,-0.0938053274496702,0.051625552790258225
CD274,0.06867390777630175,-0.03155587125837515,-0.008441483613403522
CD14,-0.08006571633656692,-0.0063505499799503175,0.03764917440600889
SFTPD,0.06976748060462486,0.007512469150968106,0.03253061465601746
SLIT1,0.13045671169269396,-0.05266939790673327,-0.023424454692480657
CNTF,,-0.0199749445044344,
BST1,-0.03610404761184171,0.061191446168505484,0.018505624229374795
AGTRAP,0.004851242906761724,0.04061412259270899,0.01496331291498939
LAMC1,-0.06392852300561035,-0.11014928481147664,-0.05329417930725662
COL6A3,-0.03250606218617941,0.06310270145357039,-0.024706691901554338
FN1,-0.0598912939073736,-0.09934187928626452,-0.0702028258512476
MIF,-0.08089084031167583,0.006831114361032047,0.0034553921472668036
JAG1,-0.02174272613057005,-0.05716450618660492,-0.04234267548220829
NID2,0.0373898395741052,-0.03784089757790595,-0.02772086606103716
EFNB1,-0.10344515873737593,-0.022682410933513347,0.024229847045646943
COL4A2,-0.0723134885854726,-0.08500014418882482,-0.06900722482045897
SPP1,-0.03150289648736036,-0.0016108550450036328,-0.09046572935462872
PODXL2,0.03233230069570457,-0.05630299269276922,0.09689320182062104
FGF9,,,0.0004499358474179443
ITIH2,-0.0014101496383811083,-0.019426306050405556,0.11825831125427018
ADAM10,-0.01377746644753024,-0.03833551774003275,-0.029595042687462835
CFH,0.07553383389562383,-0.07139366768090152,0.013108248750203687
COL4A5,0.056928799079433684,0.048427060695996706,0.023076877044119256
LTBP3,-0.07465799790580863,-0.08597849426830483,-0.06032529827649385
GNB3,0.09761045831908131,-0.03412914501002817,0.0843254759202819
COL6A2,-0.13302036866095487,0.028044614557604205,-0.04644837150148018
GDF9,0.0006813974242330036,-0.02932492024803355,0.05348395934005752
NCAM1,0.017989958888262377,0.030960220521575453,0.009651210229949572
APOC2,-0.005140728035916548,0.013406057202086923,-0.0024639132376985356
BST2,0.022278234673598445,-0.1145739632491538,0.02687586068328388
COL5A1,-0.0062495399159975505,-0.023344163399912066,-0.03918680393610855
CALM3,-0.026460551921058735,0.019411713473051203,0.05707142724544279
THBS2,-0.09747185385402429,0.04760440709097021,-0.02348881164343693
SERPINE2,-0.00818446337491352,0.004404080738695129,-0.012762113469511251
EFNB2,0.034836852057755587,-0.024844495934071235,-0.016872966705391557
PROK1,,0.08245636980947307,
MMP9,-0.0165228388307886,-0.02857750597837198,-0.04386862006469925
NPPA,0.07848717791021248,0.06118255735424178,-0.022151786333885596
APOB,,-0.021919096092669194,-0.016791245088197817
C4B,,-0.02218393157102392,0.09137065031857575
NTNG2,-0.012296601920317878,-0.044423535128573166,0.010498681809389909
LAMA1,0.041798101700203504,-0.04766699486022022,-0.046906712099352973
UCN,-0.05724014686720555,0.007807200123520222,0.060476403827202416
ARTN,-0.017566203735297967,-0.027639842298531277,-0.003581229103837248
PDGFD,-0.05790545712056535,-0.0329523140013123,0.016314179244021253
EDN1,-0.02940032795650703,-0.05356553100321077,0.04888352938183917
ARPC5,-0.06377150468309459,0.027967923623669868,-0.015154059371856448
GSTO1,-0.042136397935826554,-0.0018346879500065973,-0.010811276822101519
PROK2,,,0.012238687400889237
SYK,-0.015122739397396725,0.0004499204820686658,0.07239075650666199
CD40LG,,,-0.01815859588776241
ST6GAL1,-0.06501441688171349,0.03412251372635784,0.0835549173278794
WNT3,0.003955221970475635,0.08171897288404527,0.004474473109137454
HSP90B1,-0.024054161227826092,0.02343837608862715,-0.05050989182119821
ZP3,-0.014895414255853133,-0.0007726011763124708,0.07363507816536126
ANGPT4,,0.046833673056157,
NRG2,0.01834695971976168,-0.016760609850251854,0.06209358002283597
MELTF,-0.05212986179226382,-0.10021256176116314,0.06747690674231732
NLGN1,0.03180290181414165,-0.06277788800562818,0.06210587309607059
SLIT3,-0.01879363834193046,-0.010182837263026212,0.04549179844939534
CCL8,-0.02336736735562774,,0.05581951019672561
S100A4,0.06793604135315351,-0.01438608381612685,-0.014248975585578876
TNFSF13B,-0.054687001392247823,-0.021166368420159794,-0.017675724514057318
HSPG2,-0.053396152606356086,-0.08092908254916452,-0.020800648586030594
FAM3C,0.020395639329996093,-0.10214943336848048,-0.01778772018057233
FLT3LG,0.10257857590726895,-0.01700106776871955,0.028000350367179624
A2M,-0.013240835651526853,-0.12431931594556889,-0.0020809372274133067
VCL,0.0025886164478828738,-0.02389912038217691,-0.030813951693636724
FGF2,-0.038874111348546236,-0.003316773614496342,0.029728692598748493
AGRP,0.03532961769836595,,
CNTN3,-0.06622787643536457,-0.03132088206491173,
RNASE2,-0.030283956907966,0.034075988553791674,0.06499561161154974
ADM2,-0.04357258971964023,,-0.017258327749952476
GAL,0.05545651986699233,,-0.0170262957051933
CXCL6,,,0.035786471133856405
PDGFC,0.0410598917187306,0.031081199379067174,0.042581064968060675
COL8A2,-0.000420775831692197,0.05075027010833404,0.07384602768034779
SPON2,-0.041000786432237916,-0.07517984864963773,0.031566117498921555
SEMA3D,0.10212260432759857,0.05226813947450878,
BMP6,,-0.02631460071562509,0.04951368680529624
TIMP2,0.013177519588077459,-0.00466097725621408,-0.011976040206411537
EFNA1,-0.16092811352417896,0.02590769163636506,0.08107300875197042
S100A12,,-0.021380327630501263,-0.018807304839347637
TFPI,0.0254519512902393,-0.06249195649495131,-0.009969678734522014
GPC3,0.1148270454372334,-0.04595642405071776,0.0076864616929158336
NMU,-0.07559296639537723,,0.0909222711633367
SCGB3A2,,,-0.027148691060312865
LAMB3,-0.02886228296491004,0.07681573047176231,0.029612679116969735
LGALS9,0.06623242719063423,0.03397307804371281,0.0006509136504112379
