,ZH1019T1,ZH1019inf,ZH881inf
SEMA4D,0.0454624218408723,-0.018133335289059194,0.022048818454709504
TRH,,,-0.032148167328730014
SEMA6D,0.001993737840448019,0.05801264398533517,0.004312336180440845
CEL,0.019272844664057123,0.062358182982554855,
PDCD1LG2,0.02128568838048871,0.012073824091404733,
SPINT1,-0.008038666700556196,0.07586659539728062,
CTHRC1,0.01384313466969088,-0.04179156810570836,
PODXL,-0.04682008129541399,0.004101469817253433,-0.05100361281672159
JAM3,-0.027092091627106626,-0.009127783841074872,-0.09543446351042065
TGFB2,-0.014203920508092178,-0.012771636597935135,-0.10334737637551834
COL18A1,-0.015718267462491213,0.0331127832939058,0.003792482169096745
NODAL,-0.008440110358232132,-0.04915693948567023,
INHBB,0.04933875529523952,0.005271872773109263,-0.05221789702782123
ARF4,-0.05584653182835342,-0.04299424859272851,0.11410222486059747
CXCL14,0.04538621799566326,0.050760125289594865,0.0746288594305972
LIF,-0.02157735129457886,-0.04131311936179768,-0.08555765992138638
IL17B,-0.03897626914527013,,
MATN1,-0.04258968785525895,,
ADAM28,0.02748852016152448,-0.010521340290124453,-0.07290291334143306
TCN2,0.015144734748169247,-0.05203474379089349,0.06965784448853468
THPO,-0.04081816898542614,-0.02240953822941425,
CUBN,0.021260903224061448,0.01934116466059448,-0.04011111972149956
TIMP3,0.02504297200624197,0.002586584826689262,0.007490210730218887
PIGF,-0.016553516680885432,0.004995608891661272,0.016081106520882727
CRH,,,-0.0374655695438552
BDNF,,,-0.034652368717478926
CCL5,-0.002169638800848061,-0.030054877057750003,0.11175708149887978
GAD1,-0.044857011166137335,-0.04453498838770767,0.048559547037700775
COL14A1,0.001395514085075485,0.051316065224516955,
HLA-A,0.031281315065853445,-0.017413841882319946,0.005861859567479392
CD5L,,0.11409928930209738,
ADM,0.007021415778861572,-0.044091098707506104,-0.09688455538009084
GNAI2,0.025905289306339726,0.060996793860960456,0.06907712696950483
HDC,-0.048606396701800766,,
COL11A1,,0.1431020506706281,
NUCB2,0.07596283304637574,0.019140856837780905,0.0004019889940726145
CXCL1,-0.0027706354547133876,,-0.05745293540693832
VCAN,0.08244704160007825,0.03715500640490657,0.028110266227047622
PTPN6,0.12067727617795156,-0.03829790705248144,-0.09616411400379352
PTGS2,-0.03556956127676128,-0.03952088159187678,0.06933106979750586
CD58,-0.04934233105477719,-0.020821577621562948,-0.020567353867910462
TNFSF14,,0.10474943498362699,-0.0388070589496681
CNTN4,,0.09096844076044193,-0.054451222410827296
BTLA,,-0.02870680067937745,
MFNG,0.015829077397421114,-0.03337001464030048,-0.012718422875273187
ICAM1,0.11934252912315307,-0.025890210729936382,0.10428681980581518
PROS1,0.023871049990893727,-0.0008771777205036028,-0.08196774104489404
CLCF1,-0.07224817147188362,-0.009635549878660889,-0.0358629755282086
PSAP,0.04494940388539868,-0.06554756720570683,0.008574916799617884
EFEMP1,0.06990720890684173,-0.07253656863564298,-0.07602938934749241
C1QTNF1,0.0582575214935789,0.0021825318082798833,-0.08311721445303072
ALB,-0.054531613612754944,0.014107822295382905,-0.039680354259560076
EFNA3,0.04289325312161767,-0.028940653004296622,-0.05270104221376891
DRAXIN,0.09045448833648705,0.018604355836977098,-0.06568220846849611
NPTX2,,0.082937960371892,-0.01922558420965198
FGF11,-0.03418315894339828,0.08194746758807313,-0.05264890465064672
CD59,-0.051362136088607374,0.014018178162573733,0.03061205143032762
COL9A2,0.006287214513163455,0.05385241714120587,0.05370856894080275
DLL3,-0.02400381778113047,0.03169348669494927,-0.008589517203447377
LIN7C,-0.034123391999620625,0.06271290082385811,0.018073574418983475
GDF7,,-0.03255235804903581,
PSPN,-0.08309133835477284,0.027616882237964074,-0.03279890233232055
ANGPT1,-0.040603319977214836,0.1316610125967373,-0.040282482030123405
PNOC,,,-0.03465238745372144
L1CAM,-0.0007972442797161395,-0.0560803628013581,0.030574229218221494
APOA1,0.07832956781370175,0.04628250737197236,
PSEN1,-0.017522683340507106,0.0704777236197363,0.004715618614200584
CALM2,0.02208490415695337,-0.020091650498742213,-0.06064527868482455
CLEC2B,-0.025173681907429687,-0.09245093852469573,0.08366564994950035
NTNG1,0.11639301984480716,-0.024974756574688464,0.10654053335004633
LRIG1,0.04902407110023615,-0.044276534176736354,-0.04987251865158603
CPAMD8,-0.04860634947834302,-0.00430358406103167,0.06886554706840095
GHRL,0.006628959014234608,-0.007325252623438522,
NPY,,0.19630681629706714,0.048443216045450314
MMP2,0.05793942595472925,0.09705634615418368,-0.06284377226797712
ALKAL2,,-0.001960901476796051,
CSF1,0.0006074420550312389,0.03792674344516051,0.0654080270227724
SEMA4C,-0.06501896924702837,0.02879327102485689,-0.0014305213515354027
ICAM2,0.015845573840608296,-0.016883359292824248,-0.07091626141003572
SYTL3,-0.024963627770277427,-0.017292302194356006,-0.04806539700631486
IL1A,0.12193411803790621,0.020510798133468826,-0.05445124745531817
HLA-G,0.06755558434092893,,
PGF,-0.025962341934941326,-0.006439351528560064,-0.045793250876250476
LGALS8,0.08157057265186463,-0.0737229609824485,-0.07159052440799556
DKK3,0.025293211535957094,0.003478931258902039,-0.0197072644970746
COL16A1,-0.02809034836140763,-0.025526341152388426,0.12781732666289367
TPH1,0.11712718327411148,,
TNC,0.03773472112098665,-0.02105248958473916,-0.03359951654334277
TNFSF9,0.051576346977751035,-0.0423757679888079,-0.06858520655880328
C4A,,,-0.002384522695630607
CNTN2,0.03410404442737387,0.0050950397266285,-0.034589584491539635
LUM,-0.04743803097433011,-0.005213211914129323,-0.03367029274762655
BTC,0.11362142756588549,,
APOC1,0.025362116758246026,0.010511123524313496,-0.07707044045857456
PKM,0.056316653047608856,-0.08067214050307395,0.0011082332362363115
TNF,0.08203383673077685,0.0030869377986994465,
GNAS,0.05937767240573219,0.11681196377172552,0.021593348649452806
BMP8B,0.052931230571324685,0.023672196870777866,-0.007991768009518365
PTPN11,0.012463710946282534,-0.018710668952781298,-0.0012231938060031002
ADAM12,0.005366516061463122,0.07906830349536773,-0.05238515734294984
EPO,0.13327964131795209,-0.029244040914598264,
EDN3,,-0.022409489028444033,
CCL22,,,0.13586565339420187
CCL2,-0.029234586017116114,-0.029074913380154006,0.08196698128456553
DSCAM,0.03579406417035463,0.0928255516882822,0.037259118849656575
ANG,-0.05803851942533074,-0.012242624290607558,0.01876127354803956
FBLN2,,0.06544258238531829,0.026421803734081956
VTN,-0.046211916526095166,,
VEGFA,0.0332528139091719,-0.019212797700948758,-0.08086154817913382
F10,-0.03834502874078909,,0.02682262526779306
SERPINA1,0.019507556934063718,-0.005918552471800058,-0.04584098747281004
VWF,-0.07603744880552546,-0.009667207165747696,0.015259874062952525
GDNF,0.14865776963184543,-0.024974749601052646,
VASP,0.03875360795759075,0.025271326827718318,-0.11489795836849874
ADAM15,0.09918309613919023,0.05587633827571226,-0.021731529349067448
OLFM2,0.03166320705794503,0.02622080608395355,0.017234337373439705
MFAP2,-0.019011777003760572,0.014582079919873366,
HLA-C,-0.030570084541957452,0.047388889546542974,-0.003026401075903327
THBS1,-0.030906643346335427,-0.013263268550866254,0.056175985064972934
HSPA4,-0.053794263871235294,-0.0032664001485685104,-0.038733482242105585
LMAN1,0.07990730358010284,-0.02240715362882277,-0.0386025146138346
LYPD3,0.024025522370091503,-0.03181442692075672,
APOE,0.07612736423733628,0.09565233915136388,-0.05016831260024336
ANXA1,0.008013588044495635,-0.08252522704553723,0.026266639756207043
WNT2B,0.035924187512488145,-0.04116991048921329,-0.032148164471419625
AMH,-0.008625256358420893,0.014814891952523912,
GDF10,-0.03705367546998569,,0.012268690614404693
EFNB3,0.012501721990963105,0.1599468121669946,-0.033911744171465585
LTB,-0.032859314022026534,-0.04237573854555064,
ANGPT2,-0.06054206626677769,0.007799151469601814,-0.021355079903197585
NRTN,,0.08581413074719615,
ADAM17,0.08209887662091846,-0.019381035643790897,-0.0032143417081516527
LRPAP1,0.015171474979980906,0.05191007839840379,-0.04723386662542407
NID1,-0.10268553673242936,0.03163484789601137,-0.00885131121268152
MST1,0.011557042228119622,0.019959516715089172,0.021253044425084796
DCN,-0.1315158491593755,0.03644168079367893,-0.031485722784440374
COL7A1,-0.03190553188597668,-0.07217463833944553,-0.02240254100096837
CALR,0.01720939736809444,0.047424609657516444,0.06426338421720051
PIGA,-0.04343074233539744,-0.027258991576222084,0.12655698362778497
CD200,0.03719655200266063,0.0025717629493194126,0.035183297849715356
CDH1,0.016348840673355403,0.05781076141546826,-0.06192756284860736
LPL,0.03952798877715989,-0.016835306349275894,-0.04046883637030843
SEMA5A,-0.02753448869040709,0.04868798798273748,0.025602610633874787
SEMA7A,0.01819713094444415,0.012713569931630734,0.02912430123955991
SEMA4G,0.006522830145611686,-0.04197657432961442,-0.027196448545465317
SEMA3B,0.028191871263762595,0.0473691514274155,0.029335115183200373
RPH3A,,0.026202065995689885,0.05795615292867959
JAG2,-0.014161640674890908,0.054594823669957576,-0.030277376158274204
CGN,0.1157548643287821,-0.039520899750179604,-0.017639824334235922
GDF15,-0.06689274924805587,-0.1005971497051728,0.06419745465231401
SEMA4F,0.049064686578456265,0.055952926432365685,-0.02314184072943223
NXPH1,0.005015401543789792,0.02836680886354187,-0.01291158748310471
ARF1,-0.045637959648346806,0.009364049637576819,0.0020595449764812994
EBI3,0.06444226747445198,0.022813479341769884,-0.06035396679838026
TIMP1,0.018621447823862346,-0.021990491845361605,0.03450721936275915
SEMA3C,-0.00018911122641998026,0.042139130184240405,0.018961852584830807
GAS6,0.04727021271466595,0.07120899538837624,-0.06952028517399197
SERPINE1,-0.012725649450653706,-0.04682823961439234,0.0032468756201733053
RSPO2,,,0.002591538470854184
SHBG,-0.025935126201328897,-0.033988695994691585,
LGALS3BP,-0.04752396882693903,-0.11919918651686706,-0.014193893270677835
LAMB1,-0.011560054586161429,-0.008953810796798594,-0.0682909641245818
SPTBN2,-0.050283610618765136,0.044432443055374686,0.09695700243854083
COL1A2,-0.0010826380360814875,0.04019261127153345,-0.07042809773166818
LGALS1,0.014170919765083327,-0.09607289641971167,-0.07912699298889594
BCAN,-0.06623823375192146,0.10204825840841616,-0.05257564668773112
ANOS1,-0.0032598904865205145,-0.020004242610632644,0.06723302052679979
EDA,-0.029805855473142833,0.11713055367401265,0.008239370356559443
FGF22,,0.06171047711734654,-0.03266235988887032
SHANK1,,0.05340722872352438,
TGFB1,0.054653676445168484,-0.011092415281007479,-0.008221921950679752
MSTN,0.03385409904084816,0.07714295218400907,
WNT4,,-0.02557988599503082,
TNFSF4,-0.0029827202468784486,-0.0029128302998921596,
NTN1,-0.02416806188210886,0.016696554929085488,0.04354241384929823
CXCL12,0.08623010042675029,-0.03714907443288923,-0.025935835162443178
GNRH1,0.03385909584240765,-0.03303676908756323,
RIMS1,0.007380083592887018,0.042355550775724574,0.0704260337579085
FGF14,-0.05627244042902551,0.027704152529924073,0.06987301575861606
IGF1,-0.005417351651314206,0.07189831573100976,0.06419913900140714
TNFSF10,0.034047890924895366,-0.019695872050574523,0.08418262829278744
GDF5,,0.029525218796474663,
CHAD,,,0.011038615277050447
RGMA,0.03584872800418084,0.06048326701147236,0.03865384160050581
CX3CL1,0.027653114356669728,0.07497357615153535,-0.01715474046298017
FGF1,-0.0707173961361472,-0.009163771687691108,0.04384507252498593
ALOX5AP,0.05997447125446556,-0.008374970423624006,0.00032609827515049184
IL1RN,0.05568958357180027,-0.03422329542006437,-0.015575821263346426
NPW,0.08564250554354744,0.03659267457119339,
CXCL9,-0.06912860798034617,-0.032552344484808135,
ANGPTL4,0.06534257468372319,-0.0727875992116224,0.09419201893402586
NRG3,0.0640633294152866,0.09207745966641927,0.018783012771588857
IL23A,0.06170115709697378,,
COLQ,0.022727906601059368,-0.025489701976899003,
TNFSF12,0.08459711593478145,0.03129153962523289,0.002841234804077709
DKK2,,-0.021725616708805535,-0.04096129416293308
FYN,0.031264169830915185,0.035732518244529984,0.020653903631374447
ACE,-0.0423137849395443,0.015450506370022914,
IL18,-0.0508023573437277,-0.037456789697436786,-0.016983412024317857
CCL27,-0.06710993953253543,-0.03910064252646523,
SERPING1,0.1013029192050286,-0.038287236577810455,0.03915032470276352
AZGP1,,-0.037349177040605065,-0.0036030576448442546
INHA,-0.03082641069619603,-0.03181444754028612,
SEMA3G,0.07772021683042668,-0.019681450885684654,
COL6A1,0.018249809657161508,-0.07270312791994571,0.013351301874305855
FGF20,-0.044857043643268465,-0.021376239621363827,
ICAM3,0.002253758395696171,-0.05694351944567327,-0.035134627847316385
LAMA4,0.011997567717575394,-0.026735830545136334,-0.016423860462144016
DLL4,-0.017771184917218665,0.006269341538982447,0.27670586723095913
SEMA3A,,,-0.029527055503805927
C5,0.0015461645643830956,-0.050644071500533835,-0.013643747864592218
C1QA,0.060854355610072894,0.01956696693034842,-0.023871396054501837
UTS2B,0.0005800977458268756,,
COL9A3,-0.028071429539519528,0.074820213114872,-0.04545413871327921
HGF,0.10297078222273004,0.041080836871113684,0.23641629691131189
P4HB,0.06348909508723971,-0.03893856460523475,0.07485110220940834
ADCYAP1,0.009950283548928452,-0.024041683178875697,
GREM1,0.10558423526115757,0.019717168708860894,-0.04218586229388165
EGF,-0.044857005753289006,0.06032244851034311,
VEGFB,0.08649522703943664,-0.005373090407049757,-0.056018336304308435
FARP2,-0.030044687101615886,0.025343605274446002,-0.03675747377448544
LAMA2,-0.03453481925874538,0.04853715826863962,0.028649854147740867
NRG1,0.06055771459474433,-0.036503114677268515,
SPINK1,,-0.023074892623503783,
EFEMP2,-0.06403607786108993,0.05137700297503986,-0.015052890266672508
SELPLG,0.066803107295863,0.06878003093416012,-0.005293998475370841
HLA-E,0.03266538590721729,0.03269525556317108,0.07460966320772527
PTN,-0.03085264425343438,0.019648927712391656,0.01317216641140932
CD274,0.028584546292851835,0.06328281863767522,0.022178505177372698
CD14,0.061764362414314,-0.031701154518481524,-0.02686820207911038
SFTPD,-0.01869014439972196,0.18627432263361327,-0.033670251586824775
SLIT1,-0.01704632576645653,0.06626119580408234,0.014152887930340625
BST1,-0.05636976797608349,0.08612649961175967,-0.016584732634950416
AGTRAP,0.060328163771901505,0.016484034318935435,-0.079915243189
LAMC1,-0.020187314215707127,-0.0021366223913210436,-0.0903281083994867
COL6A3,-0.025332236043728647,-0.036285600042844514,-0.014443608100385988
FN1,-0.04022737212310436,-0.04489867886168595,0.004536245402403634
MIF,0.022456117675206253,-0.007730995275805408,-0.06335247265790299
JAG1,0.0027138067359209475,0.006177405143746233,0.0012457429791041588
NID2,0.0009459165572784805,0.02819497914210006,0.0011730752468272012
EFNB1,0.009347956149725695,-0.0769466466637368,0.1073445567819002
COL4A2,-0.029045159792057653,-0.01907100051133283,0.09478015074802167
SPP1,0.07241106514085947,0.0023234634517650204,-0.03983159459401305
PODXL2,-0.0319297711248368,0.02577280647866221,0.024588778656955263
ITIH2,-0.07224837391021381,0.07485130248431632,-0.029458531459316456
ADAM10,-0.05804150375319988,0.11553809158630629,-0.04162064767083188
CFH,0.09304208891635025,-0.00994593329694443,0.018800886364299045
COL4A5,0.10962056576714305,-0.029059442780383898,0.06537927621717993
LTBP3,0.025893659407561068,0.0452462078737446,-0.016945574938415486
GNB3,-0.022719885229461997,-0.041157875388542826,
COL6A2,0.028934708569811483,-0.04408510786103626,0.08399270476952918
GDF9,0.014134277949317417,-0.03029419718390032,
NCAM1,0.07505733304920394,0.05224086687457546,0.07594753792023051
APOC2,0.021622658614009818,-0.03611291340473333,0.004660897405351356
BST2,-0.0959190960005982,-0.07986538479298365,-0.12447974885007665
COL5A1,0.07679640720429438,-0.009025375715861105,-0.03561122178535257
CALM3,0.009555616312708041,-0.013609828895532373,0.07425946935801112
THBS2,0.05768514401003887,0.02626465487071354,0.015862490985842543
SERPINE2,0.01491032707929253,-0.022536443285546603,-0.07464417567040692
EFNB2,-0.0661646820751019,0.07388478613781742,-0.016776900247788402
MMP9,0.0879779705846627,-0.051385765801950305,
NPPA,0.0018906616535686455,0.0211012404269334,-0.021675173565135764
APOB,,0.08860130172106045,
C4B,,,-0.04579346749386444
NTNG2,-0.03563109106462021,-0.012424647731178736,0.04734441577518418
LAMA1,0.014133661183007561,0.006392785141686756,
UCN,-0.02686020550188405,0.06765711121673389,-0.03367029274762655
ARTN,-0.05639463465661775,0.17520077681920748,
PDGFD,-0.025752749863763975,0.0938238875121679,-0.03465243027953276
EDN1,0.011073456029513016,0.042914201437556074,-0.05843026794555345
ARPC5,-0.02688042369232413,-0.017960249969148957,-0.011950101748144122
GSTO1,-0.018038549323344165,0.00954391882194518,0.02060376924947221
SYK,0.0063045485978331164,0.024886547637902268,0.044933179173963306
ST6GAL1,0.016970601606266716,0.031612499059202825,0.02665938071260373
WNT3,-0.009915979405760786,0.05532262418385502,-0.03561120958347283
HSP90B1,0.1134581149306265,-0.04471766110661182,-0.009028966947381869
ZP3,-0.09209068632850294,-0.009055335596771645,-0.03700946658542876
NRG2,-0.04385996443941742,0.06819051135232618,0.02567401937486703
MELTF,-0.01704360053616689,0.05152623363902538,-0.07062718440277999
NLGN1,-0.014388123298159894,0.01306910802211868,0.02832061346769796
SLIT3,-0.04860635791109324,0.0067286646112684045,-0.017795712374212944
CCL8,0.05506613704188755,0.09696422914314859,0.025032603151809055
S100A4,-0.03819061670123649,-0.043134373114280464,-0.023248669618818302
TNFSF13B,0.09468285375845774,0.04582728157056859,0.010894792280677825
HSPG2,0.003541645597480945,0.005310788593690681,-0.04343073463112463
FAM3C,-0.029846447371143933,-0.011627742663804124,0.06453822913476748
FLT3LG,-0.01640309027736638,0.011237936363143922,0.01927590742092848
A2M,-0.019071197881195785,0.00976522674821763,0.03331426705228049
VCL,-0.013867408483983636,0.007110430364079937,0.0019277319158767566
FGF2,-0.01843418801354594,-0.02212434447470537,0.011289591347238326
AGRP,0.07744883445674776,0.1465705490833296,
CNTN3,-0.039646872241374795,,0.024252242244199983
RNASE2,-0.06508339870336152,-0.04133873085355186,-0.05445132384122878
ADM2,-0.03770426150453433,,
GAL,-0.021022051388348593,0.06183415405345367,
PDGFC,-0.03567147463432343,0.02876000805856452,0.058880572873077
COL8A2,0.013354192966237684,-0.047360843478739256,-0.03973036184619481
SPON2,0.02994031197939391,-0.00396397135426357,0.017667641287230307
SEMA3D,-0.044857002144724545,-0.029509527644536463,0.08397928644468494
TIMP2,0.06398063760226276,0.00047246039202139594,-0.025348549420360165
EFNA1,-0.07573751457522934,0.06161217688320848,0.0681118877039632
TFPI,0.011234778401516233,-0.0351704474517221,-0.008158217623963224
GPC3,-0.03834497598679296,-0.022069999999650893,
NMU,-0.0021918725855225047,-0.034688758798782464,
LAMB3,0.015526357056233373,0.044581796624592225,-0.05273359018833829
LGALS9,0.06138074509382112,0.06198514172275531,-0.06295645714939865
VIM,0.01377886308551005,-0.060223398649715855,-0.06686644231199924
PLAU,0.12481158355914725,0.03462901879043577,-0.03347052301380306
TGFB3,0.023952323196118185,0.04970956887949158,-0.04470504866981795
APLN,-0.025361843923494904,-0.05318210197844224,0.07009585592555251
SHANK2,,,-0.011788570753989511
LTF,-0.08673563711884812,-0.018759634944901103,-0.01906725794957423
PENK,,,0.045014974000052985
CTF1,0.047049513005862416,0.0037248044152629056,-0.020518372650949617
COL3A1,0.02963757403177962,0.06981497185847935,0.0914553589204468
S100A10,0.07608212738183898,-0.07656884230874722,0.0181884193875645
FGF13,,,-0.007835539896809199
SEMA4A,-0.043845151571559604,-0.0032850167643059527,-0.005614449298448942
EFNA4,0.07445978426380474,-0.054019990268763175,0.021719929420684528
HSPA8,-0.04614730176970547,0.027088245709154385,-0.022563486972020597
NPB,-0.05593343123114531,0.04632973149371026,-0.045077054336430326
ULBP1,0.10849242285818762,,
SEMA3E,-0.04595447611067914,0.136896403234893,0.011110297470826487
ADAM9,-0.001682396152684297,-0.027771562719432097,-0.06680497491604755
ASIP,0.019843524101237398,0.003963349102453728,0.2688828507141756
IBSP,-0.027158558431818206,-0.04197654377376818,
FAT4,0.06027382551677149,0.12562912181365202,0.011627660479598194
MDK,-0.037750069405295024,0.0005610148980372596,0.04064828985339207
HSPA1A,-0.0012444725361486985,0.06925432739831462,-0.026899629232479745
SOST,-0.009138441919130885,,
SEMA3F,-0.06539454170476233,2.0262883628176228e-05,
ARF6,-0.0835766571600273,0.029465374351632663,-0.02457245469290481
IL6,-0.02330667040630502,,0.0458061920159213
CALM1,0.005672206256171224,-0.0029150071246278448,0.10049739933081013
VIP,,,0.13566225955455835
NMB,0.10905377918635266,-0.047109401039971056,0.044662379237593225
CCL26,-0.08325615187856544,-0.051475423432501465,
FBLN1,0.06368474902520076,0.026021790842991256,-0.06413904520171987
SAA1,-0.014428327508609184,0.1095752888533394,
MICB,0.013088088523913785,0.07482682685298851,
MMP13,-0.03572063331976523,0.008972367312125385,
F13A1,,-0.03375272648549177,
CXCL11,0.0801640872942191,,
COL5A2,0.00499295773565888,-0.05897893743708271,0.11002870624325466
EFNA5,-0.04756053784455561,-0.022070019332043476,-0.04087980474276521
AREG,,,-0.03924566366857235
EDIL3,-0.06572582705713258,0.017214335666173503,-0.10516363069727525
CD86,0.09856012025972245,0.004959497379772033,-0.08109936786256228
HRAS,0.010954590302972776,0.06063684515456907,0.052017062137793744
C1QTNF5,-0.01070349016587594,0.053137091624802145,-0.03654843678694162
COL4A1,-0.03783962592204728,-0.043480856355440335,0.0037385191623493107
CCL3,0.034989548959212996,-0.04375461279997863,-0.03997766162496088
BGN,0.02788230945591271,-0.0292340420497616,-0.09562662013053164
RETN,0.06109341807103709,,
S100A9,0.06270688408285975,0.021435487248288792,-0.04279494489157689
HCRT,0.026634989547377034,0.10115656432852536,-0.02881982225250961
FADD,0.012219680437582068,-0.04227007744158776,0.019049367979815664
ACTR2,-0.028894885281784754,-0.08350540352698059,-0.008173729557670704
BMP2,0.002508643951516424,-0.04471606122518295,0.09466393118048912
PDYN,,,-0.01625776377364766
CD55,0.012383187274305901,0.03755930523542167,-0.028668289873326855
CD6,0.05089239717724703,0.030987065740215394,
IL16,-0.029010313949612433,-0.08170182823709443,
LAMA5,0.0933397864445241,0.023843768299643426,0.07744786538963887
