,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
VEGFD,-0.010183209661045701,0.025639638865892173,0.017770133966590097,0.05288774089304857,-0.020241506335149463,,-0.040364985009813295,-0.03243471997356844,0.04679292052697349,-0.02915121996412769,0.07159866537112758,,,-0.01055040336996495,-0.004797339608235998,,,,
TNFSF13,,-0.01093488631748237,,-0.03165096267165335,,-0.03249299896280819,,,,,,,-0.004071349453486538,0.1687934234178817,0.05367471240316517,-0.03648659237424128,0.015232865060213974,-0.04826779346002811,
WNT5A,0.047790997940030625,0.014019850281600077,-0.04836207240194756,-0.000763934452183563,0.014593801789565142,0.06362695141680023,-0.1228361314818512,0.02832295007742551,-0.033265747705337634,-0.05080399923796509,-0.005909482419326048,0.074234701757904,0.05192596881803111,0.026049104237530728,0.006384464127395436,0.03884907338335665,0.01329757138011808,-0.024750256174466762,0.07847790429108514
CXCL8,-0.07089865037115102,0.01790853847252714,-0.026598779663534095,0.04808240311488458,-0.021904632828848827,-0.03827024083678735,-0.05998710695871475,0.04502573970361038,-0.02000395421184781,-0.06642588299697917,0.014030162655286275,0.13119607433721017,-0.027858796393757088,-0.10646183391364246,0.023450188654353662,0.06321353223443205,0.044224622748176,0.02626959681469957,-0.0376694377580623
GRN,-0.050739805990427087,0.03379775807700054,0.0454575321455307,-0.05451333174585272,-0.020869725730459202,-0.003244993118589751,-0.1895582859056969,-0.06669083787220191,-0.047024877954730725,-0.15967941078760245,-0.018344212523660603,-0.011237273225234415,0.03221320375519994,-0.04002837139739026,0.04707375717681056,-0.05842452821051919,-0.07519074463037861,0.03320262373023822,-0.07136821867532187
MIA,0.0014129403297099326,0.02114187873991453,-0.025263340357670108,0.03238921866296438,0.009130551117649663,0.04518201547543699,-0.0669346812873232,-0.01585408624053936,-0.024430007378018342,,0.07944273632315059,-0.03530033939720323,0.06818209033513216,0.18952955687318596,0.07348848888440578,-0.021611194372380127,-0.003120841175497749,0.04174355875785558,
COL4A4,0.06121673586599106,0.1072025237378994,-0.02564233343773596,0.018859069552761308,0.02643002834991762,0.11014536499120682,0.007736925611377328,0.04002738980189108,-0.033798958398747685,,-0.043709605731032185,0.032337591345627394,0.028219244005598585,0.03624897390778597,-0.008442228790641555,0.05479735440136939,0.04971325732955891,-0.04141543926320412,
TAC1,0.010072579658032751,0.032252377183490985,0.061658328117254954,-0.006518547108049127,-0.0027223053505286963,0.025505978908572233,0.253670814114207,0.031225890481341396,0.011451199105929616,0.0959505676157704,0.011482502447688659,,,,,-0.014010291705125272,-0.0052608321073067035,0.07419150378812757,-0.01164935602267274
RARRES2,-0.0613890725685463,0.03519924748419171,-0.04890965215702751,0.09833107203953831,0.0031624024451024444,-0.0043746718521792335,-0.19476898616787774,-0.005753090550732731,-0.013509151879998122,0.01650658531850962,0.10335712429624345,0.024634841747078858,-0.03371959890891351,-0.05098959002606165,0.011358403773729377,-0.03584873883201348,0.07240694186452244,-0.015542029801318141,0.09442459517099615
FGF7,-0.029411885280273952,,-0.03206273130535598,0.024212571322232486,-0.005491064609584957,0.019648167523092296,-0.023928726687814816,-0.0602426873441781,-0.01269063909625893,-0.004652389675505148,0.06211625157232076,0.012931104453884837,-0.03705361241709304,0.045902617935364994,0.004856270861548251,-0.0070147876206380294,0.058971091786814055,0.08904967991305929,0.09337095432593054
EFNA2,,,,,,,,,,,,,,-0.025063054116407205,,,,,
HBEGF,-0.026398966899778283,0.04222020788083125,-0.0028913764721455204,0.0002508146702167922,0.020975184878157794,0.02616408884649242,-0.038042873198886794,0.031863643369348174,0.03481924196266029,-0.060668236515815224,0.03203323593410353,0.03287428283455721,-0.003585143123991434,-0.0035682021549509795,0.005842104039743924,-0.033887065543967684,0.0903042030858949,0.016688334601186464,0.11975211429852263
CSF3,0.019099247443206617,,,0.005014131071199862,-0.0335925638691405,,-0.04055498896945097,,,,,,0.022767920758290695,-0.029979787705897723,,-0.04658204473290396,-0.025133060302451785,0.05961882596842086,
PI3,0.05809108085717843,0.03759210540688008,,0.06941727019517843,0.014869601355278355,,-0.045665452847518474,,,,,,-0.046279993757286086,-0.1436772420599677,0.07807727484710635,-0.0013634947167647073,0.1308775560302103,0.07253547920381381,
PCSK1N,0.09541143301437549,0.050976653111852586,0.07225867454584688,-0.07203977522303796,-0.0014662842835062532,-0.03524148405731503,0.09319406460476058,0.0034681016670204496,0.07182205019847498,0.1653645257327811,-0.05174772376491842,-0.03242077485699101,-0.012590645556034667,-0.01316951034214109,0.035934466631797744,0.06462588553639233,-0.04117959141102361,0.02149507162721184,-0.05191495240009952
NTS,,,,,-0.022936184618236884,-0.03774098797365047,-0.049846959858427665,-0.021136648962761493,-0.007031939901386739,-0.02624546212947945,,,0.002919287540802129,-0.030534575389881465,,0.032277926805226724,0.010392017406011552,,
SFRP1,0.00807079654365951,0.034174192821563046,0.008896360144056285,-0.010218345535173527,-0.037209567521965484,-0.002569273935382984,-0.028676762120839076,0.053124322279425255,0.09848846929308981,-0.038794745778015914,0.026327857342454967,-0.013494921133713856,0.04693216274789776,0.033510970847426685,0.07608803484005572,0.04204148285790008,-0.036353768343981734,0.10879139625605169,-0.06835289462391471
CXCL13,,,0.0034277889335122603,,-0.036875156602151946,,,,,,,,-0.006904127262612368,-0.025117052044568922,,-0.049237302769787904,,0.06705717696429717,
MICA,0.05582131456639247,0.004823924336522011,0.008044552875981945,0.03380721748740289,0.04936059743060105,-0.014782650216674664,-0.053396884607792267,0.034044524810534264,0.010123002448904302,0.021504071491012255,0.03375109162340779,0.018764852132673388,0.007939618039351408,0.044359058921567183,0.03978079922742518,0.05591167026883881,0.02884499046559272,0.04899854965618829,-0.05617425638912633
TG,-0.03643976525321348,-0.06250906158182944,0.02320660935688762,0.011296369587228234,-0.0026510328762659264,0.047134243617047274,-0.030829966039592444,-0.02111757307647126,-0.021193432167187564,,0.029870965328158274,0.011827545435057136,0.08134699429898506,0.12995996490744643,,-0.027614289971796546,0.036899838120594164,0.026932886055542216,
ADA,-0.012860509469180183,-0.002052423366387312,0.020098555708550042,0.02439911476714677,-0.048863790117223416,0.13579389429912664,-0.11018135998180778,0.05472401649441991,-0.0344198382164619,-0.10228682128865561,-0.04719925086228851,0.09951280399325288,-0.0702127202131249,-0.01238463237312078,-0.009508187376079754,-0.06302126379881662,-0.03768208327723574,-0.04516675120588029,0.12019404430233128
LAMC3,0.055708413269707706,0.049923757559480295,0.05622523237288776,-0.09755279887985584,0.02079995957941183,0.040584371046162554,-0.09405055660352155,-0.01758494919322777,-0.04556689848295366,0.0033546000488506164,0.037246742009377214,-0.027482497972047173,-0.0008891480046091028,0.022655804872819874,0.04597928738064025,-0.005813266766118019,-0.05016352549903392,0.025014419360126272,-0.06646324331907544
CCL7,,-0.02729842559326245,,0.034695422040418034,-0.009633471427209196,,,,,,,,0.08713858241170691,,,,-0.02633701093155351,0.04326378125955097,
NGF,-0.035323973030371776,-0.03176913648870301,,0.04941413722991152,-0.05218461234270376,0.031303877236351384,,,,0.05380762721348611,,-0.029232179772605827,0.02367485308938877,0.07491970745097422,,0.006726287183305351,0.06829492738720125,0.0539101013907462,
TNFSF15,0.1459646688860331,,,-0.034785187115384586,0.005362938875326431,0.12208472314697495,,,,,,-0.02952203003369712,-0.009468892916685701,,,0.052136888233896055,0.07108416830727537,0.08788723816518206,
HMGB1,-0.029545777489843966,0.007304373985192712,-0.00828379166308775,-0.023396134698565774,-0.015146912258569999,0.01954503177216729,-0.15273353084734603,-0.04166844519018694,-0.01936813803547131,-0.06736906136156738,-0.018291124515975192,-0.044666504859612634,-0.04564146535992965,-0.09291924778068923,-0.011736006941412311,-0.05622076539348802,-0.025893114263644358,0.010606823587577318,0.0915800976460494
ITGB3BP,0.018730944525233714,0.056239778513962065,0.025634529880760343,0.060525972936527415,0.013744686521006548,0.060842896069939124,-0.11784101744079843,0.03479987644437395,-0.024255274924171837,-0.028705459877869603,0.02822436204202626,0.06564439903490517,0.028399572489107582,-0.010297905742656226,0.02826259493365235,-0.010880679032827667,0.05814922042650476,-0.043909991506361636,0.00614099035726881
AANAT,-0.0003201842899229888,-0.012039720305148164,,-0.03165096604970036,0.041196978856820235,,0.08810273710870507,-0.017529552644084567,0.04980007368577824,-0.0246746104685858,0.05969409903871293,-0.02048805321351604,-0.016720409342472674,-0.008582537796339608,0.03733752251110167,,0.09516740592831839,0.035869361465544834,
RELN,0.09140420409257248,0.020208031527542462,-0.006136992606337875,-0.0437243960653876,-0.025505390333093955,0.03677553519129589,0.11672200016334684,-0.0006131164699142377,-0.006398601170171228,-0.04848566196903023,0.036029671683648054,,,,-0.023956363235439246,0.13118239725112593,,-0.03163275065355638,0.043014312421957156
IL15,0.006880462501103557,-0.00790434106795437,0.03441356015974393,-0.0015969467249634692,-0.03949435645232519,0.033086412037459295,-0.034978184258047273,0.04570814398380124,0.009379728030300325,-0.050563788312512646,0.01210234429097818,-0.034633783852574165,0.005212400111934894,-0.009527936575085934,-0.007325366846825709,-0.013929649401689807,0.02671164414737468,0.03957359811099601,
UTS2,,,,,,,-0.052567992860170755,,,,,,0.054584004846831846,,,,,,
BSG,-0.012967075454578555,0.030006318468684852,-0.04339222511056251,0.05102237219178871,0.0029709571015631387,0.015732825074372,0.14323139905388707,0.06016930805864046,-0.012911626364084253,0.0983613041361674,0.07430011146423489,0.08377206406313707,0.0787581921998727,0.06432082967702463,0.08580368003666666,0.030640271022272448,0.04916058940497029,0.041740388250594986,0.06399657583590061
ADAMTS3,0.03142132311496326,-0.0360487957623064,0.019268544628368845,0.06324056790961637,0.04090296136915829,0.015085833351794737,-0.1735966229710777,0.0454471366377936,-0.08022804351679279,-0.039621626515887055,0.001537999434185426,-0.02453235795290925,-0.023400742730741553,0.02597990660739976,0.07003811523634529,0.04371145217886452,-0.022289829225841492,-0.010494714448931719,
CD34,0.010208086963613451,0.05735303133214572,0.01951813100401654,-0.05740357231941008,0.01778269069132308,0.07011888570662606,-0.10735722036328821,0.005033323342005884,-0.0457078830208412,-0.031785459865152584,-0.01738607029806106,0.036096514012050246,0.018253655144407365,0.03469681266704801,0.08177200012454933,0.008864679772917402,0.02155530189015127,-0.037473724701589294,0.07092034902650084
CCL23,,,,,,,-0.04162416484545279,,,,,,,,,,,,
PLAT,-0.06661909477587251,0.004813156894979045,0.00615880905640819,-0.05519007203944384,-0.008389508220473595,0.06741675945369198,-0.1540114177613149,0.017766130960540426,-0.023064671466747344,0.08551881412636592,-0.06618850655323388,0.015606996448212488,0.07738677987731203,0.0765047593155091,0.07161089552812452,-0.026416772291523186,0.05972793426312405,0.04025561536590156,0.06856484815881328
NTF3,,,,,,,,,-0.024323976718201423,,,,0.014762338016161175,0.08777059075794445,,0.011476207922181871,,,
LTA,,,-0.019833257069402265,-0.04003708773397763,,,,-0.026564437030215236,,,0.030342813973375193,,,,,,-0.025851464374825148,,
CKLF,0.02162311648775697,-0.008877955584066373,0.022895596872462433,-0.037886734754645233,-0.01579233678158589,0.0648783927141815,-0.14231258526162663,-0.03957633184148115,-0.0022838069299733615,-0.11472053507156842,0.007884090057455873,-0.008027014614135481,0.03855652489930317,0.06871661177475562,-0.028076617588952104,0.06246821824093421,0.010028692911136176,-0.02571993441831124,-0.020878577902626292
CD24,0.03893622817918967,0.0034509912770327835,-0.04813351736734702,0.08696107484112225,0.005312983228886098,0.026537124377783716,-0.009066738140432502,-0.03494735348546923,-0.06739576389599877,0.061516611698924896,0.03715184449024054,0.10124992090514272,-0.011446536030664742,0.05994929433938486,-0.0007636837209232261,0.020079741253578455,0.03897667718240297,0.14257394491707315,0.056913891219831515
HSP90AA1,0.029470934956326127,0.04468246051709287,-0.046557189494634214,-0.006157613407015793,-0.04063161984284119,-0.007910315575102881,0.19353559941010937,-0.031934717388522424,0.06618416010780175,0.1961647466113128,-0.05284460301552558,-0.16006895884192845,-0.07556699879149821,-0.1669663518945059,0.026914818222963564,-0.037766619221342015,0.0466960756187427,0.08288032622030357,-0.04197670122556622
BMP4,-0.026823098047269334,0.016044812422676948,-0.021024415119208724,0.033949256617233185,0.031746909097779996,0.0721378553885768,0.03236501648569038,0.01712033408506533,-0.013269045839427554,-0.03935653910869606,0.09622029648639151,-0.008697069647503174,-0.00023709629710474422,0.029780634550106586,0.039973798718373664,-0.006253773309436221,0.025703869308689394,0.0721447436393442,
SCGB3A1,,0.010820790559757919,,,0.01927194956593966,-0.0036881176402659335,,,-0.020606951311885478,0.028989650585130887,0.043648112424740294,,0.04481926911099036,0.08710431727243499,,0.00019863818087456422,-0.040091457900809466,0.045424299587064974,
IGFBP4,0.04829406619509687,-0.03204860428321705,0.05248978176328395,-0.03407741719475818,-0.02459733588650593,0.046406076675669185,-0.09701637691934738,-0.01728704890152757,-0.03645498228635279,-0.029205721832784862,-0.002245987262651731,-0.008855532682637413,-0.024409392994184514,-0.0800295931501467,0.08888834246718855,-0.033051913256614836,-0.041163998288929755,0.04466228774293547,0.17235654314011892
RSPO4,-0.04315185460366188,,-0.011658822874132169,0.06781213218235829,0.035961002838147633,,,0.005665181268308726,0.08870856192059012,,0.0016201341372580663,,,,,0.016765203981818806,-0.04084314896885568,-0.014244637454007775,
LEFTY2,0.09537129535473737,0.021039595419800973,0.04599044012328746,-0.03358335138491335,0.023227936025329448,0.06357550974472861,-0.0948703925303039,-0.04892882270986842,-0.022595770836891335,0.05293703413264661,-0.007693003917399311,-0.02618199564778663,-0.016068209072719747,-0.028818009226249816,0.1422831777753444,0.006088952290617742,-0.02452228698323361,0.07768642960080972,
PF4,,0.10766465841931915,-0.018041042926193927,-0.016104040717645828,,,,,,,,,,-0.0054371677145019955,,,-0.0375029646759147,0.0006464614873667638,
ANGPTL2,0.014222371663512336,-0.02932100704723299,0.04161291318183819,0.010406263615033998,0.010713907232240352,0.02024729783062903,-0.10863350084089284,-0.06139142500214718,0.020485071333325743,-0.10730376237146311,0.05152262510885972,-0.04912929190307282,0.06708625894610609,0.13224514730626782,-0.011723484316694783,-0.04931934707505016,-0.005487721820883582,-0.01132122241354842,0.04991432387486782
LRIG2,-0.035682226606702706,0.06644520289532696,0.0006904359557223541,0.02699843484039429,-0.0023542961660691255,0.10470645818032547,-0.065154188382578,0.023037977729652253,0.020609304611450503,-0.03330571848066313,0.0007148364796814434,0.029396939223648944,0.0436863148358354,0.027444402453947966,0.02615961871763487,0.0004610097235153322,0.00485909223693133,0.04413140627328152,-0.06849841371646227
ICOSLG,-0.006937635454064188,0.02360214224376959,-0.051508503784304334,0.013653689566231333,-0.0024070957226292335,0.04547179576801582,-0.11231400568229527,0.038690927631912723,-0.0009964392988562618,-0.10415573242842802,-0.018554713294270737,-0.005705463854592626,0.011964092896859966,0.0040709719180498545,0.01801128521223784,-0.01578486888106622,0.028445195162638964,-0.01390390001164036,0.059100214272964205
WIF1,0.09809314264364548,0.03597695839296354,,,0.06495505114051944,-0.030226202923037546,0.22796647536543915,0.013196344417071104,0.03152447180298817,0.05546720758582789,0.042772343013213095,,,,,-0.01561079372126238,,-0.011240767723550647,0.0934379473289881
NPPC,-0.005187214588198885,0.0074089079985917615,,-0.02137199214542712,-0.03753742924013663,-0.033451670718082784,0.03183163504043097,0.00525883838373554,-0.018744542449544134,0.005495800805343689,0.12163752191766009,-0.024532310837046763,0.04616450651414405,0.06237416114479466,0.042491053172134766,0.07619555447947918,,0.019724436184104615,0.0020487083523225437
LYZ,0.0340712746166022,-0.030140298864343305,0.01614398008968709,-0.05328125883827028,-0.024241992174189306,-0.036245320438665275,-0.09627956525212361,-0.02689152453852924,-0.03314082193940516,-0.1214759813958251,0.06713584847404079,0.007755197694138173,0.02691120722623091,0.03887015643001806,0.02834453341760886,0.044321493245494406,0.04403939562346433,-0.05115432032463719,-0.03782197006301228
EREG,,,,,-0.06308643888776876,,,,,-0.02699892837734612,,,0.03277012469256537,-0.03689206759363995,,-0.050388150918113196,-0.03246145377450555,0.06946264762876012,
SPTAN1,0.040141589510785954,0.01709450354867771,-0.00565945771760887,-0.08347768557102891,0.013719704188725377,0.032289879859856145,0.09147540070690245,0.015636191536150864,0.018684871187920622,0.17741106270808732,-0.034154539248033834,0.031274967031568374,0.04675966132571762,0.054478504314457235,0.025882229452128667,0.058293963850237336,-0.07389305744630413,0.06477455962072003,0.0815131656228377
PTH2,,,,,,,,,,,,,,,,-0.00499824570404437,,,
LIPC,-0.01130409034912274,0.07220148169620828,-0.02715273379976526,0.014733504896296441,0.08443393290324575,-0.018208237470315976,-0.018531290177149634,-0.01635860960496045,,0.012836250964320967,-0.002488786669244883,-0.05040591467343097,,,-0.034600425536207804,,0.08193666509430077,0.06268973775451513,
COL8A1,-0.04430140428975014,-0.01595163070808673,0.06469591464373686,-0.004159089240660237,0.04132223415863508,0.01513061130861297,-0.06145308657452152,0.013798794809395408,-0.020741402569512426,-0.0801226751354597,0.01295650144985374,-0.03077702937408486,0.040635972842613846,0.08398072294903057,0.10238826970199133,-0.012474480936162722,-0.03334506266699526,0.030218780564156136,
GSTM2,-0.014146688934613894,0.022907929931365884,-0.013146289515228605,0.01175485157133456,0.029930272454425776,-0.03037244811840274,-0.03121904139476728,-0.03490511559299922,-0.016454756236165664,-0.030219409701314436,0.06573374018086404,-0.010992035619003259,0.02822579772913267,0.053514033347503216,-0.008799174011738516,0.056573723409881156,-0.0005932047264929102,0.0021558421881465377,
SPX,-0.015585936631187089,0.01942167971855613,-0.04871870776619948,0.0049649709772453185,0.04315979493595125,0.005421251217866563,0.07856446435723562,0.017269599811631568,-0.0038826636447400224,4.0905249666602566e-05,-0.07148943624252732,0.00047141298931094517,0.03835746640057531,0.028415182437670033,-0.08327053335436861,0.08107045361303698,-0.05339826126508478,0.024772339416292016,0.04253527116540784
MFGE8,-0.005042565495457844,-0.00940722688864769,0.04433987548233511,0.01191289879974314,-0.03600342637530126,0.0027978174645329583,-0.02650220547979399,-0.006186998290631193,-0.028402013759491786,-0.015988909632034764,0.02527944640487925,0.06468782012638293,0.001004447548073523,0.09269595015510514,0.08728688581501685,-0.024194078087019663,-0.04009388438654394,0.04872205374870817,0.07105635499173124
TGFA,-0.07792955575822966,0.09282199221954958,0.03641047418880111,-0.022754082166114447,-0.0364339787898363,0.012705958288224812,-0.0870814892908514,0.019041145217499656,0.007510015583726327,-0.10202211035360488,0.013412789704249686,-0.02141249479903984,0.03933849174117395,0.023173501210033216,0.012127201375697047,0.03976101572104946,0.0639613756132285,-0.016715268112960723,-0.01890062259345685
SLIT2,0.0385899914328229,0.03115051614782146,0.028255347589038953,-0.01803896811406187,-0.004312598175806623,0.05179498390836964,0.11191689539522169,0.07337307798604181,-0.0015449906743302895,0.002220652951420895,-0.03312411040330424,-0.02774387398466939,0.08964784694578219,0.012455698132153902,0.01906991670339557,0.067581947437223,0.07104378149233218,-0.0060899766379983716,-6.70662166922758e-05
PLTP,0.011231199589141665,0.024245488296448243,0.04404004445027787,-0.06650201838134304,-0.029535449911609734,0.02236955392530437,-0.2102426522714898,-0.0462695905329059,-0.05500164068099226,-0.16677632311585652,0.05282622410966271,0.05037869357321036,0.017078116526055058,-0.044105683876666045,0.07695969499349674,-0.05983896561311142,-0.07603686967981388,0.03536349040975854,-0.01099367978550772
APOD,0.04646512848462044,0.050618778376323004,0.029414095352430003,-0.012119617310096295,0.0023477136328503502,-0.057861751514469685,-0.16088328596248064,-0.07395712878004113,-0.06404158530601436,-0.1534824831183407,-0.10530907142498212,-0.16379851127536932,0.06896688878334871,0.16200916317590028,-0.03562975728897256,-0.03875262639209533,-0.0658872276067195,-0.019718865575260657,0.026384215556641055
B2M,0.007125667118470723,0.03537700415408842,0.039423854477031936,-0.10165569940042313,-0.0014082051760444874,-0.017207615747716728,-0.2193105171829891,-0.07258935486370877,-0.0339903682089794,-0.19152785134960765,0.0075877940026476895,-0.04146567086281886,0.04284114326529934,0.04442203114397948,0.08861660521363998,-0.0650218513095406,-0.001654682445819943,-0.019506685100597138,-0.08147940067440125
OMG,-0.005600457786345283,0.05790350788674746,0.02033105415631112,-0.07343484733753679,0.013339911203203861,-0.03170063806762853,-0.05259037736294239,0.004176453541450065,0.019238786907132422,-0.022588881405199577,-0.07088710888376443,-0.004715093137190542,0.028338563777831817,0.1289065372515714,-0.06242699657448622,-0.04393162257714296,-0.05916269033626127,0.04694508463012417,0.076195742693755
CXCL3,-0.06757942975001424,0.01908701340742396,-0.009231861363488336,0.06158215639170905,-0.03935066297953486,,-0.016107656927050122,-0.018701594251913117,-0.022045078850009926,0.0065563492993392074,-0.021422356025831164,,-0.01785851663884413,-0.030577203667958124,-0.020923839320709344,-0.003718541202891246,0.0489020747319733,0.008312185232120874,
CXCL10,0.014431638449600477,0.048949567223944924,0.020037174401925175,0.012608638840367373,0.02164623145737171,0.09961391370350293,-0.17682946317533338,-0.0220657726208896,0.0031133534853913527,-0.0295937258236546,0.035760926632593185,-0.03309113840977471,0.010217123655999326,-0.030812144087107564,0.07987561476287082,-0.011344076267272052,-0.006705430900723926,-0.03717461517583808,
RSPO3,,0.012232833593590238,,-0.03165096371105231,0.023371250575223563,0.0410679516519581,0.07503766779277561,0.009782395772469898,0.014197844569615894,0.02279304632338962,-0.013891860456756798,,0.10082878957415041,0.10834334057213718,,0.04685555788584421,0.00411865175253266,0.015756051099675063,-0.001609960731825532
CORT,0.026322760850252442,-0.02841986588106912,0.04034370775848002,-0.030719147376420515,-0.0017955035550260693,0.029538822425635988,0.1511585022141241,-0.01546672292749046,-0.007610532735616804,-0.0177038360633682,-0.03452636912855839,,-0.029869352701196106,0.09740045100342255,,-0.00747659950142087,,,-0.03962603719676233
NCAN,0.016636837169411174,0.029273734939339484,-0.034003485583906,-0.10688681881932219,0.024121034501766885,-0.010763225950236596,-0.13131953085604053,-0.0075243166209191335,-0.048836023079368504,0.15579218740267484,-0.06767198766310814,-0.018333361946463407,-0.00841147122537535,0.15442784175950922,0.08435757091123235,0.018346602256461002,-0.023414508417169164,0.010408579045550249,-0.01724050424624118
PRG4,0.016969802366159477,0.08667184826498883,,-0.031238136235714132,-0.031076239237176864,,0.009895299666183006,-0.03191967719680822,,,-0.02027300041091314,,-0.02735196177995047,0.023832310437274903,,-0.019032760318942764,-0.01611205331313001,0.048629448101042534,
ZG16B,,0.008686493475560959,0.0409598426766333,-0.036255677517519506,,,0.017167962794292196,-0.007081782220464103,,,,0.04082988534867198,,,,,-0.03332558808443896,-0.0024432250546143988,
TGM2,-0.04038365679348886,-0.014394339937272705,0.04363816359880554,-0.03189108374212183,-0.03032514104542031,0.06507135094200468,-0.07905300233952771,0.008547365207879444,-0.02892347321691676,-0.04051979857922832,-0.0588958524397763,0.10960287174987647,0.014048736846172331,-0.016481625866193835,0.019572851356498285,-0.041581556832561706,0.0582958658745076,0.038354908316844585,0.11521354714730858
