,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916inf
VEGFD,0.008191076348242001,-0.0228901436080185,0.06929743617273947,0.030391508908803166,,0.018443425756334963,-0.021382515920054582,-0.017236716376500105,0.03263078587424567,-0.020376564276399205,-0.04348095413369844,,-0.015399746947251835,-0.023234601739142272,,
TNFSF13,,,0.028953167406323158,,-0.017868747567544828,,,,,,,,-0.024163795100088183,-0.07316311185324371,,
WNT5A,0.04415629149036815,-0.01208847196296357,-0.01402547169684256,0.0037031610017869243,0.08288374485187891,0.008070287841243088,-0.0013537377267448208,-0.04474548621261861,0.007090352030395499,-0.06585647936614115,-0.025396171071960207,0.04007472713734114,0.01985710962062321,0.022208371383686316,-0.0018885435916013449,0.16554744372069857
CXCL8,-0.024718957272437076,-0.021432973732467903,0.016855156078173825,-0.08543249946731914,0.0032900358683675824,0.004018227479709116,-0.05167882359190713,-0.016051579767141527,-0.014839147826631103,0.04271993987090781,0.035876963622598616,0.023170156412274108,-0.07142685096591395,-0.01169865277848723,-0.11883045645104376,-0.011546638892491088
GRN,-0.04188327167279288,-0.01274119194561309,0.05242249518789551,0.0018066237642975493,0.05533101438759244,0.05706823390071153,0.008653333027817775,0.039988140239749406,0.00012464686361771333,0.05243192151965102,0.108934292794492,-0.0009874573411246042,-0.026810046744219544,-0.05621852191995587,0.03972891551126589,-0.07446709551935235
MIA,0.038322652072508706,-0.020356892952599338,0.006595537062763818,-0.03880368442464054,-0.020410967665339636,0.0007714863534338092,-0.03145939932573801,-0.004837915613394199,,0.02417322294416238,0.027266438409304233,0.04588647122982483,0.08831754318352722,-0.04499686309471667,,
COL4A4,0.12483837746502058,0.006075947475490956,-0.017476657782663874,0.013408835193142194,-0.017001323861820544,-0.02112614867786986,0.033716410977905883,-0.005452807837510576,,-0.027070474738344213,-0.04645923363162352,0.060935506991766135,-0.008149037519687147,-0.0018909555882283345,,
TAC1,-0.021948284698164414,0.08423840451119856,-0.05129746351199106,0.00672498412745385,-0.05948309683362217,-0.04400766382852482,0.0228372856209833,-0.013724390691198093,0.016574580846459,-0.02593070553130871,,,,,-0.04236696941617018,-0.04901136333980572
RARRES2,0.08112704450728347,0.04938105491737682,-0.03941343243779588,-0.03641046835174295,0.062071539945992044,0.05144867863422206,0.029562310945650577,0.002914712712779182,0.010458608676634853,-0.008741288522704229,-0.0837711519083528,0.06964299488592494,-0.03061165408129306,0.11051305123677518,0.10806654024664694,-0.03910085132273857
FGF7,0.004563129909889612,-0.02583575963076966,-0.03455666184168288,0.03565887150329747,0.02249166702348499,-0.053727610687537536,-0.0023576718934949937,0.04479754145712825,-0.001704180852445274,0.051479742556479045,-0.07894953488967404,0.031912577072100774,0.04257443178833304,-0.011109806108179875,0.07846632597553276,0.0033260125666254047
EFNA2,,,,,,,,,,,,,-0.014636428874909404,,,
HBEGF,0.0027436256031514177,-0.007446764892689609,0.011119651675179802,0.0020409797437777617,0.041722592684690175,0.04050215417503581,-0.039626877199728225,-0.010757955098411471,-0.035288207503816345,0.01582499441292648,0.062425087694874565,0.06093742989274176,0.02083100380309275,0.02991729386447916,0.028179021215816627,-0.022885798553104787
CSF3,-0.030228047142632976,,0.04001031175405873,-0.03360105912223669,,-0.022351058673318172,,,,,,,0.005999188274866039,,0.011509908085622297,
PI3,-0.035809629476562535,,0.010925643981941485,0.008880254428453986,,0.03737604278738462,,,,,,,-0.08980521995902173,-0.04843510726961541,,
PCSK1N,-0.006649864519808224,-0.05435313550806,-0.00022746250951105897,0.046784659673110546,-0.012068304709709116,-0.07332898231038933,-0.023887436329510008,-0.04633636540717034,-0.014928555810788446,-0.026812167051955337,-0.031011758136499003,-0.0028187164437382096,-0.004846063308874814,-0.022666146079924177,-0.07172454900246077,0.02135600045065454
NTS,,,,-0.030522435454750512,0.049148872170342396,-0.02747213974886048,0.03560432181860997,0.0726908945732994,-0.04332431241447541,,,,0.07400737727249102,,,
SFRP1,0.04368337618749403,-0.019565658396581642,-0.017010124089169704,0.005958548843257494,0.020719441020108142,0.02846611596107165,-0.04444552613248769,-0.02349888530070657,0.022397660874175624,0.0120628946612934,-0.017960599838200596,-0.010448531900586975,-0.035899422918453806,0.07370667532609534,-0.047607425191514646,0.01829350815214455
CXCL13,,0.01425001872845148,,-0.023887060363237407,,,,,,,,,-0.01372453368815508,,,
MICA,0.07793557273615316,0.00593740998794998,-0.007834614802494484,0.04194736099650342,-0.0018458164773137093,-0.02355756457050003,0.020254031206526874,0.01633789856439285,-0.005245827184851751,-0.012452996945422685,-0.06196070677919481,-0.045065410972411755,0.029138599083852246,-0.012379658790462315,-0.05553963058922661,0.10356322204672432
TG,0.07406661578621876,-0.021731478726021766,0.014564380875448644,0.017257764968602325,-0.023956456877735476,-0.02697572811472815,-0.020219414154795542,-0.017006041074100735,,-0.01616411898353647,0.07714630666784633,0.05674575148662466,0.052051884983544475,,,
ADA,-0.01762584150807367,0.04751226260155329,-0.05743471209009201,-0.007259671613204808,0.026955328632387424,0.07008428906803969,0.02140602401271868,-0.02761917833107305,0.03244478885817121,0.006208116584484191,-0.016954941570997584,0.021483561045446353,0.016338680849279835,-0.08330664430795111,0.16192824525843544,0.04327634006178713
LAMC3,0.01834127497212337,-0.019894549785724986,0.015746731106672567,-0.04488657665926344,0.029091065366795416,-0.037148530514042745,-0.038061601649788446,0.006235410354665294,0.05758269174572984,0.025677888747981326,0.08699190750765982,-0.022996088654860573,-0.004829277226710208,-0.023624106890368937,-0.07677893299396156,-0.07786238464310838
CCL7,,,-0.013271806120144131,0.01455973705195735,,,,,,,,,,,,
NGF,-0.017415237236406752,,0.017998267487790966,0.010408298437217467,-0.022860885390923017,,,,-0.018650835318847148,,-0.025148195124246896,-0.013094278880169018,-0.014439690646715173,,,
TNFSF15,0.08262281971118067,,-0.014778805230502762,-0.023448236027286355,0.027780557645052578,,,,,,0.0881509438125497,0.040524715719133464,,,,
HMGB1,-0.024707302722323306,0.004759482795664396,0.005843970459799634,0.0023631961740123576,-0.009847556992798634,0.013480316058884969,0.031385643884824475,0.13175956159682423,-0.0011215422736954106,0.005373122571917051,-0.06906652536589673,-0.08323227659118619,-0.07525654929786074,0.007491319974777767,0.0027391789819881038,0.1159181601418625
ITGB3BP,0.022729255013067193,-0.031427643477256545,0.009863895332903638,0.052331754949899834,-0.04141362431766059,0.07348509521727573,-0.05491023711122058,0.013628530268502151,0.06902632560420388,0.014465751086265707,0.05490473635674445,0.05575940303527051,-0.04808095345665743,-0.0025109050809804597,0.13535522742012066,-0.044284884882092014
AANAT,0.004718216208095513,,0.007641575502270827,-0.0034435815229745797,,-0.0007587463032572602,-0.01818343731203175,-0.019603135949976484,-0.04073125203026096,-0.011882643624482932,,-0.030858673086354184,0.0215013022381778,-0.04968180683516482,,
RELN,-0.030027635303342955,0.09878647439810716,0.09188069040774319,0.012772351342316416,0.0040861179625954975,-0.022350451168173392,0.009759727220268296,0.062077917755215456,0.07941127655795051,0.035654807017760505,-0.04421931894254947,,,0.09146481195810097,0.10197851716625687,0.09060544648120276
IL15,0.04533884010927392,-0.027685571424708386,-0.02759175668997309,-0.003014853932717481,-0.01975155736738788,-0.00538340835233602,-0.02799216714961897,-0.01287685863101821,-0.04135004500629927,0.004686086836876484,0.007015076145461696,0.08620713623083999,-0.03570987779201804,0.010337107371223812,0.09170447038310052,
UTS2,,,,,,0.01721687303360437,,,,,,,,,,
BSG,0.04285508614780294,-0.011222004313035265,-0.043471944359257816,-0.007576636845155495,0.09157948309849734,-0.06735631713279559,-0.0037027588102536294,-0.0016103543704747744,-0.022929489530254064,0.032218947655607816,0.0514315402581424,0.00463921129299986,-0.03632570013190908,-0.12981980505004145,0.052202602628463435,0.03027240775229817
ADAMTS3,-0.04646609822551172,0.021997976132543173,0.017661800164725617,-0.011884614682697664,-0.00846806028378854,0.01624052614364856,-0.015984491732998065,-0.04930326813756867,0.011983929618745118,-0.0028186218570061,,-0.036950119477766115,-0.022183643249814748,-0.007293488041982628,0.0367667532747384,
CD34,-0.01869543011855451,0.003792071235763932,0.03434348853393783,0.04634843291070058,0.012311322509734117,-0.04346634725424561,-0.030400450075766958,-0.00315811489119343,-0.024716403357219436,0.052729655131669044,0.06985032072280899,0.02923772137703676,0.008569485805732862,-0.056045719382115555,0.09960230814749885,0.13617410305882469
CCL23,,,,,,-0.022940313247018444,,,,,,,,,,
PLAT,0.04430937306779559,0.07907496032509538,-0.058353031119114065,-0.040028673215923176,0.050469211389224146,0.03261584925283232,-0.06257492304932916,-0.001407389433158329,-0.001097019450220597,0.04909743637628806,0.08477714771980571,0.0001832091790515475,0.06953432044067366,-0.08977916235926803,-0.08727358293152315,0.1334718059404782
NTF3,,,,,,,,-0.004392634191750897,,,,,0.08831566626234846,,,
LTA,,-0.015981397762415327,0.01664156219813907,,,,-0.017512545142019068,,,0.005345956818611224,,,,,,
CKLF,-0.004051649000963096,0.034311367015662675,0.0003995257202419411,0.00792891876150854,0.02712923963406885,0.0012744371359681445,-0.0038743161416797452,-0.0194614441415375,-0.00357574521919956,0.042387803573756704,0.06433308071984048,0.02162051514333631,-0.0058025836587417045,0.00836600784645876,-0.03743369927112237,-0.05457268594133338
CD24,-0.03253142765266672,0.016923020967229495,-0.004615402086690591,-0.0019158312855422827,0.01812662330446728,0.07244380844168687,0.07168985339458996,-0.004300109845922619,-0.029453415252146335,-0.021017394405923557,-0.09172869746429341,0.0037856137541221815,-0.011461311906625794,0.012152578644637674,0.09178863390337834,-0.07067908719971358
HSP90AA1,-0.0497165403395878,0.03631273488592882,-0.011255218474144787,0.003749560536034818,-0.023913755435577503,-0.0019400871206073625,0.059673713515432526,-0.0024222604429072784,-0.03108260887514855,-0.01007166103535051,-0.051323651525441834,-0.05011085531360953,-0.10449891964627782,-0.044390990403005086,-0.03362877862232872,-0.05656391486929048
BMP4,-0.03769083337123627,-0.016941218457788065,-0.02377136344820592,-0.021444172570043187,0.046938437597643226,0.0014385436425008366,0.0028302953151108086,0.03482312055724782,0.00399884708720332,0.04648541922709699,0.08081786461212073,-0.021275732276495932,0.03749873347778677,-0.009870169251407886,,
SCGB3A1,,,,-0.025161152957398156,0.03434302185849155,,,-0.01653543690599045,0.1005629555472834,-0.016505168056522107,7.019773383812797e-05,,-0.02801788611349149,,,
IGFBP4,0.00408220781765901,0.029279302970728338,-0.01201998248737228,-0.016537414463769873,0.06583338474363502,-0.03484642187529635,0.020626497973183583,0.022639698348883908,0.06693734091679657,0.04207814114851126,-0.007064767900105513,0.04216960335379825,-0.017060890870418507,-0.08382472704511272,-0.005107527828678183,0.044431273733641176
RSPO4,0.0058802867492578435,0.00023824112709752037,-0.014183218011494818,0.0207983993383614,,,-0.020368156136779527,0.035105315161874796,,0.010160140707056751,-0.02188634442324806,,,,,
LEFTY2,0.1034193772791781,-0.01617767364220861,-0.004148464983957249,0.07872081027709966,-0.00631656330782498,0.022085204374487345,-0.0065666617541048095,-0.018131306148141214,0.10987961121622998,0.04181356543760213,,0.02960251363184191,-0.01682926352061648,-0.09373018281092267,-0.08523660895519508,
PF4,,-0.014537253364053931,-0.011579389369654317,,,,,,,,,,-0.013415300391031811,,,
ANGPTL2,-0.004258227275138498,-0.05652178601866413,-0.007292529199997532,0.03951248971590045,0.07801311699901348,0.018674963438215456,0.059076566698932284,0.030368315197008108,0.0030578680360380415,0.04850730824034022,0.04868708584377823,0.032905048876995795,0.05029988115666952,0.04691790584706314,0.10279546308324028,0.026862623618800884
LRIG2,-0.0189947999282154,0.028512932008311516,-0.0031013086757490627,-0.043057770464274385,0.048385617898104104,-0.00495037105285119,0.017832765421908734,-0.03273836148879212,0.006279185939550744,0.055195834186796564,0.0015684758355653397,0.029540839351401234,-0.004227780663318494,0.0429278462102631,0.030340792252786415,-0.03853922740518585
ICOSLG,-0.05928877614557703,-0.041223662745806286,-0.002019646386659753,0.01941994599624417,-0.0024597924419490296,0.01835755280809418,-0.0024998139198593007,0.08105563156885891,0.09915030332757073,0.089104205575817,0.11038572360915007,-0.04231867959073407,0.044698219106730636,0.054968362638380314,0.09840155369816705,0.022931360689522343
WIF1,-0.049509156455321106,,,-0.03559164523244275,-0.06522699169839877,-0.06576155204917102,0.05303600349322065,-0.012880220641154362,0.0038587082339051055,-0.031194524592827944,,,,,-0.06275062994653735,0.09881967106373517
NPPC,0.036655129994366195,,0.048022664684281756,0.011777228340809092,-0.025835620912369402,-0.02334733905567552,0.025891130403093744,-0.022980207365352782,0.060527596829590725,0.03307175799476741,0.006605315733145251,0.00459980464133748,-0.025382647701645146,-0.0262151399316492,-0.013852188430521611,-0.07983037394900552
LYZ,0.007415422948734518,0.028529540043971412,0.05318384429034296,-0.006811067366689305,0.029454324001779143,0.03782159427148429,-0.007844710194533358,0.05837120367773591,0.045745543843772385,-0.026890029925837566,-0.061884388675186204,0.0542981029536071,0.02930574137763834,-0.051223167285010925,0.11255061387525082,-0.06116826647273393
EREG,,,,-0.0315210775159261,,,,,0.007845913047751766,,,,0.021046607000882612,,,
SPTAN1,0.08299657724209068,-0.04284117874603651,0.023112361133229613,0.022304631111622408,0.02703905952716263,-0.0853185864725964,0.028451228159932132,-0.04600323253288188,-0.021334172018166977,-0.11412954843853242,0.011504545003762775,-0.03672849507302406,0.026789814254742857,0.07333745309568272,0.020747025650571283,-0.04132560685271116
LIPC,0.10388769549545886,0.008126491086830721,-0.020809025099534972,-0.0006952471567028281,0.018070332124115386,0.004594335161479181,0.008358216570115254,,-0.04387334613042283,-0.009696465264056273,0.007531237057849145,0.07672630866555237,,-0.02465969922560168,,
COL8A1,-0.07849236262419979,-0.02355222415088686,0.056054040546096674,0.011792908236755967,-0.0028242458691807287,-0.017027042007617354,0.003866369953642813,0.019799019081823355,0.12995326787429257,0.05953276138221073,-0.0479152755638835,0.014186108206737326,0.03482168384694639,-0.09273136365928082,-0.05375482239255425,
GSTM2,0.013890619517437726,0.010752076045316462,0.003465274014291903,0.07723586245054699,-0.01670260135290345,-0.0019267511442054917,-0.01667280411837614,0.011783681010529604,-0.0031041174303707924,0.011004597013372325,-0.07869915762738437,-0.02657969787685607,0.1418828464765182,0.0016138533214052084,0.009068675202942193,
SPX,0.04612964189318006,0.014807938100236616,0.13989093580332393,0.023481402203672057,-0.005908439658783648,-0.0038741526889742193,0.07749322631625848,0.04052627437902188,0.0376919142471928,-0.036359446681335485,,0.027534691803182028,-0.016656810160207373,0.05536628092882944,0.008829989263659238,0.11142304285505814
MFGE8,-0.045328064631104774,0.052065494021516466,-0.0830146111282931,-0.026088155820821784,0.031231425967619367,0.05174275459000408,-0.04249800843280475,0.05231010822432627,0.0010543335283247448,0.02747179972006587,0.05832956076006999,0.06339170890282227,0.026665610197666608,-0.09645417371250462,-0.009127063180581738,0.033618728158848095
TGFA,0.02126057482412971,-0.02419606784400931,-0.025745002384914895,-0.029052171054274534,0.013051813794256515,0.10206564216310302,-0.05781316664744951,0.08625132188866132,-0.04882067037127766,0.07276394026806147,0.0293562645768785,0.019847036893935913,0.052063607514831516,0.058977802972392496,0.10086391875237428,0.054182853353990076
SLIT2,-0.04311420681540815,-0.03790543536791558,-0.02389749463021111,-0.030376530220767303,0.08509161805798011,-0.0669927778456845,0.009945519232870868,-0.037454665363873,0.021056678167728014,-0.02108290615676209,-0.026334150397013267,0.05819548289207869,0.05059752999756698,-0.013710281508838393,0.013829409449420684,0.06536662998802253
PLTP,0.0849412636500071,-0.020976140406129454,0.012095952911772314,-0.004609427581447485,0.012301606787596814,0.02584905489495464,0.002943007074403441,-0.00021708464414207197,0.028222092483833623,-0.03393168662238126,-0.03555370931278187,0.08159953193272379,-0.021942683691302162,-0.1212075988817903,0.13086189603733692,0.06977438608786876
APOD,-0.005324224928638658,-0.01171352020059646,-0.0011568243929358966,-0.008840189881550832,-0.0031097499316213692,0.10893452243047776,0.012247521607636706,0.0418014788293021,0.0615666040139648,0.034446700857696175,0.0498170695135122,-0.09942039040282499,0.11478017935120459,0.04312220537448684,0.06896360260272448,0.10938261495726558
B2M,0.0170496328944219,0.0051784069719762234,-0.02924459343540683,-0.07834198272407046,0.03734056092224799,0.05171831655037711,0.024496807808610507,0.07953860994548904,0.0452101758426528,0.03570812769484259,0.10633123885091077,0.05727466389146858,0.032288263644251115,-0.13426059521443695,0.05783327359937603,0.12501966824593239
OMG,0.14056314787095478,0.019251969012677464,0.020919735416758903,0.06984893558185448,0.025717429258067408,0.07593594503557703,0.07534817004405883,0.0183584919040038,0.020863794267005197,0.011572655895268964,-0.013293060608317083,-0.012228068984386477,0.08585771495078869,0.07648113568425065,0.06182819901726472,0.1122078961455108
CXCL3,-0.028287495692577817,-0.029887209432070138,-0.006969202347926287,-0.054665546857880186,,-0.026470770338612472,-0.035332133335847574,-0.0176894196960458,-0.02669297079248783,0.0631279072570862,,,0.011626197375130471,-0.018272901934268674,-0.045866417613817725,
CXCL10,0.060413413005333,-0.033798134519945164,-0.0009418328610483668,0.019378047504107418,0.08587611233624019,0.011933832140524939,-0.00019078764585981158,-0.026871523237006187,-0.055252648759401765,-0.02707047644853165,-0.03525474273958206,-0.0211974849978447,-0.017993806872849634,-0.02552801036222186,,
RSPO3,,,-0.013447201721001334,0.07614964974535902,-0.020212593909644395,-0.03310585760667877,0.0327569048552996,-0.0074148739052183775,-0.010120275057081305,-0.01780111510716966,,,0.030181889760612327,,0.024913402086329854,-0.05807404914754658
CORT,-0.0238524603096926,-0.025962613942551848,0.000944966913379353,-0.03412245407692841,-0.020725714074953133,-0.05729710376121571,0.01211941209748577,0.03302671825193199,0.05800304485898676,-0.00037727640423467537,,,-0.014038430011762627,,0.11112740721287714,0.1297181570100506
NCAN,0.09979367931669575,-0.009677491021840233,0.020743535231012463,0.025505602943383308,0.03352104115751906,0.017042454537919072,-0.04643799966830779,0.004845211676536924,0.011228750899970266,0.052168959414490144,0.13991167333274596,-0.05450114295448161,0.09830279946435375,-0.08750232768373924,0.012861224606315372,0.05240392270277977
PRG4,-0.032553007998324196,,-0.013271808188358105,-0.02013062644125911,,-0.01483393240444151,0.0516784443534118,,,-0.020812446193159567,,,-0.02071456255068376,,,
ZG16B,,0.056996583971973824,0.02160649691144789,,,0.055686150317602635,-0.01391530687760027,,,,,-0.03430451325555687,,,,
TGM2,-0.02351579925718671,0.022267226890650336,-0.01641705329598433,-0.06577759680930298,0.031136924509862714,0.018811887846756997,-0.041700114169171555,0.049353290825807666,0.05950870951232671,0.03671504161394954,0.05020810271260204,-0.012960875292132041,-0.00800253183560819,-0.14701004087211914,-0.03812267689937338,0.01805233309857265
VEGFC,-0.02335743318127871,0.021893508086410985,-0.02365391584750869,0.016806841279613606,-0.040490930856421914,-0.037811021978041454,0.0633602197451333,-0.013962730901820755,-0.03900608750439514,-0.021239930921380115,0.11163187816832416,0.09856337621820553,0.059560271548766724,0.0023280212351687673,,
WNT6,0.008984634941031206,-0.016177674066783616,0.045317331471395376,-0.02773806516911009,-0.020259011972272662,-0.02820171379826948,-0.01246981709903517,,,0.00014257741532473772,,-0.03262359613351109,-0.026091049641816556,,,
NRG4,-0.022076444222152616,,0.11140725573080879,0.00952397422501294,0.06589996067736045,-0.03572109921604724,-0.01637334285264199,-0.06353166966070427,-0.03637586480654994,-0.024778856828450435,-0.04645918238298024,,,-0.04439771216371923,,
PMCH,,,-0.022380720630882967,,,,-0.006513536136024932,,,,,,-0.01969666835428253,,,
COL9A1,0.05331543231671042,-0.012827029229167848,-0.016870000498661733,-0.025200094412899006,0.030866988315737646,0.007509880146779702,-0.021345643770777287,-0.0020957813909736984,-0.031784231227497683,-0.004935919621326435,-0.03865098659552079,0.06676679315512266,0.07034508916319936,-0.08548814615767013,,-0.006590089645902293
GDF11,0.06531262876302009,-0.002217430159464246,0.0094670888769523,-0.018062014299349456,-0.016299381631832977,0.0038028198813485265,-0.027595825437069683,0.03537319950000888,0.06339359599511928,-0.015359558425241476,0.020519902876443348,0.01696577711405168,0.00392805496988112,0.021555373859820127,0.027367903296477987,0.1622905244236458
IL24,,,,,,,,,,,,,-0.013201400246886309,,,
SORBS1,0.010282812678602274,0.0032224198657121073,0.011770290136154172,0.06630063087666223,-0.011940735443366334,0.01538184478694578,-0.010308604687856769,0.0016809051186508284,-0.03260455349537225,0.037265075859340184,0.07622514279410895,-0.046881606850015925,0.016154144817296552,-0.03821847539530504,-0.03298981595916037,0.022974753305573636
DLL1,0.04412745527328845,0.024231887346078916,0.013017002470042725,0.040659059440048544,0.04927251381805798,-0.010081208534286738,0.05145083048496855,0.0501666189391859,-0.0021832076805365724,0.003279780807389261,0.004595285641638713,-0.019901662168126055,0.07867639355656907,0.05891362278747742,0.020683923569371047,0.06998024690645872
TLN1,0.006172500447159943,-0.016547287429241615,0.0361692220923914,0.028333605814975734,0.05117225736720663,0.03867846322613654,-0.0031405206819089143,-0.01392048116867124,0.014869587034282603,0.023764971810954667,0.02019166887136309,0.026527937377965296,-0.009847714978811857,-0.08001547024888538,0.04292894136114657,0.11690878110103496
COL2A1,0.0812638386716665,,,-0.017979703264195703,0.04567288423539835,0.0021593658973042347,,,,-0.0172938945105935,,,-0.034406887450612975,,,
SHH,,,-0.013791587753678483,-0.04557976424722905,0.08973316471337034,-0.020809248934561278,-0.02812189480265271,0.011370777719960274,,0.004619870130574563,,,0.043148982603266973,-0.04494117360442253,,
PON2,0.052973889149272244,0.00805569095008789,0.024509232295809015,0.029710417920673273,-0.036826288279648574,0.03054651288677233,-0.010072483953575274,0.03992231113109591,0.03321060055032901,-0.015291936539708421,0.0690097964189069,-0.04080593139308125,0.05960486114670266,-0.07125229743681738,0.11839827138095682,-0.057186078152823255
ICAM5,0.002813582408734005,-0.020824299766831058,-0.021495168388320742,0.08588756764621937,-0.018299520116325827,0.021017126695541163,-0.012391737223837884,-0.0314363212449626,0.004533651850924604,-0.03223369883773847,,,0.00695679258399714,,-0.052793673612831084,0.04085686730003976
HPX,-0.019430436545625186,,-0.03355680924693162,0.019361426966351163,-0.020259013338886,0.013296638566724783,0.014977021247422355,0.0007658941276104278,,-0.006548769355894031,0.006115481913169169,0.11912398256604873,0.008301096936595037,-0.008292720774867481,,
SFRP2,-0.029419588645780887,,-0.01570712385900147,,-0.022219972495966175,0.0513395453684777,-0.022759371670017778,0.05686394016924256,-0.007882368268682247,-0.03237891300114133,,-0.033733379272372986,-0.005790729475741135,0.03835868608008822,0.18889589921152472,-0.0013054879066465733
CFC1,,,,,-0.011917709734010486,,-0.017512546200392637,,0.03955484297907704,,,,,,,
CD70,,,0.04087219554590301,,,,-0.032667030370763475,,,,-0.050421701644577835,,0.015278103943602144,,,
HP,0.09307144244352152,,0.0005755726734411359,0.011035968505566889,,0.0006554401437872724,-0.02231403439260583,0.049942976669024725,0.024681827286717004,0.027873601249511094,-0.024878163015541598,0.011934211980742633,-0.03848337886461698,-0.06777817258912257,,
CXCL2,0.04183796465091349,0.033476055575507736,0.01664535066996288,-0.08073015395335678,-0.03131118214003196,-0.012387511633892486,-0.013741496782488575,-0.010694629174558243,-0.04649384585651754,-0.012370046157467316,0.10873158742657979,,0.02548292178003972,-0.0008683178850579996,-0.029971452034954448,-0.0038021046235521957
NPPB,,,0.0509000799728437,,,,-0.015334697665340236,,,0.026564046859916715,,,-0.03848547935047137,,,
CCK,0.030397721100421847,-0.024866077476471727,-0.02748749527814359,0.05263930894468364,-0.06374363050342584,-0.10419029342679309,0.07188400559998989,-0.019619814336789405,-0.013055835913447398,-0.028020782991415444,,0.058086398129257484,0.042194068927152016,0.0732584092719154,-0.025133481225399733,0.016867954169987653
SEMA6A,0.04463161433610878,0.04705347628360796,0.03514000248616669,0.011487284014250657,0.04924215344852282,0.07155267393651339,-0.039926831883902135,0.04466991372570388,0.006911210172992755,0.0353795740310696,-0.025805977231228013,-0.004732757734929988,-0.028900564687816103,0.08062760173493869,0.06620774205491596,0.008435017674114809
