,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
WNT5A,-0.010731941876002748,0.006694940022255045,0.001220433340502,0.010039144152491637,-0.03717557459644151,-0.008210575243210389,-0.01826154126692446,0.07995362624025303,0.12076391355024121,0.033102318086664424,0.013624849240855332,0.03710536443499075,-0.005290812261324487,-0.04964390122800978,0.06812452984382579,0.055464370781652936,0.06350735151659935,-0.05609608416510553,-0.0725078043935147,0.01803488422621397,-0.07317252740679879,0.004170990852031643
CXCL8,,-0.03776588609418812,0.021684283750355367,-0.0027755062065159242,-0.04744276582440054,0.05054550653954544,0.008111267161620266,0.060566477477796185,0.004903063528040375,0.015489757815610903,-0.01703453431982589,-0.06642954754434227,0.006335236003144566,0.09150179323830987,-0.09003090082593293,-0.1016753282079494,0.027588046488749487,-0.046904391890248184,-0.06303233697663928,0.004797190336893599,-0.04407872795253869,0.03036429173333798
GRN,-0.09226109267379957,-0.01242261653694611,0.05649329407252563,0.061364675074674094,0.024719197465845315,-0.04124893528381791,-0.00388929419522355,0.043914832778267014,0.1498975164278582,0.011846441137688363,-0.00558504076240666,0.016997507210176708,0.0653719932589491,0.020928707960450873,0.027090759913031802,0.02573012136964302,-0.004590945190982807,-0.10336667485129127,0.06588891232406095,-0.053628216994478034,0.038622709176580054,-0.035356067481101865
MIA,-0.031222177099180008,0.07770624165957313,0.02816546377357182,0.07128334365559479,0.06275184699813748,0.020388817100372384,-0.025072462421268798,0.0068791546407341,0.09241265931588365,-0.004737320784776977,-0.0208035768682162,0.030770136743043797,0.09015667478455945,-0.035705924876862055,0.033318042364332286,0.09358046662179799,0.030457552307178917,-0.025244272110070066,,0.15521266580293905,0.052065527082276485,
COL4A4,-0.027625262201083068,0.10201396290743094,-0.014664882032270746,0.07102989483771267,0.008444563569251183,0.03694010983401091,0.005589660422014458,-0.01273418173559696,-0.0120584046854445,-0.021222649972928387,-0.03494835468501792,0.03260596821236884,,-0.03445166805096817,0.03216960179359951,0.00439048881379881,-0.001035059866128727,-0.038762728483833275,,-0.038565179648116156,-0.027189591784433007,
TAC1,0.03645584424561781,0.05704556474516047,-0.008149643892364417,-0.04570972027247126,-0.016207770383195447,-0.012644960081303147,0.06505978993846634,-0.06795290788275107,-0.08633250814319478,0.02428673078567047,0.017103581888133546,-0.05636284185033516,,,,,,0.03773028738012529,-0.022850707895891727,-0.03490715140556755,0.014706032370916807,0.23949690628952366
RARRES2,0.035375508211148626,0.007679836781728764,0.0043916452827472115,0.002755760002538343,-0.04481588542642658,0.08288543032730578,-0.0017008367927942598,0.011814610980070809,0.10863957691538292,0.003311463065816329,0.018335465372269766,0.043830776416140416,0.09540320507687688,-0.03314528222799561,-0.08046592546037115,0.035415956065190025,0.024241623589595057,-0.06353284977215357,-0.05261487050407,-0.015389800682649574,-0.0786520203137915,0.042689068475267544
FGF7,-0.020487474738085508,0.050753680305126406,,0.07622651620060421,-0.016064922199266928,0.03636674636994795,-0.027070353576266682,-0.0039669101721026764,0.09125082603769075,-0.041495845325616544,-0.011019992251643554,0.03549056998633781,-0.011823564344391335,-0.07000015617867882,0.009525986095768693,0.03998381143287563,-0.0017532747844187123,0.03773639100801284,-0.009570638235181329,0.07499245957537364,-0.015946411115175706,-0.07822815588027712
EFNA2,,,,,,,,,,,,,,,,-0.014150376996562138,,,,,,
HBEGF,0.03997718324477377,-0.037705010714145094,-0.003843693070398768,-0.03810328771747127,-0.010127354119438846,0.06046180027764913,0.06237728515442447,0.04744198844971401,0.09342027642222572,0.0588491677585533,0.01813203753896391,0.022473177679138357,0.024613986297950925,0.0703529654172442,-0.002138681098510491,0.05641660348452385,-0.020097916225766992,0.009299861591984836,-0.11360071413005662,-0.017398869462604903,-0.07606353614075338,0.007362036081235293
CSF3,,-0.043354602034848595,,,-0.03275455385567914,-0.03712068296187305,-0.0031318047389710547,,-0.028035676566928215,,,,,,-0.04430924561807619,-0.05462129389162225,,0.08437447791832624,0.03971991386574227,-0.03600154631261347,-0.05826156731814778,
PI3,,-0.05445047468445731,0.0017698671385945222,,-0.020576085717529592,-0.03069449407366508,-0.014428507131795002,,0.01841440366443167,,,,0.03907721827129158,,-0.0954689828282873,-0.08382890035334677,-0.011471355378415139,-0.037068484351751356,,-0.020940734296001722,0.004860746190598752,
PCSK1N,0.01933537175329719,0.06792643395230626,0.04918865633898793,0.012143555621993221,-0.030924427909634847,0.009421243910329105,0.027062261684593324,-0.027988436014326105,0.004038022767895254,-0.023565545745031356,-0.07846311076254792,-0.0570937259478662,-0.03627861746604671,0.027231137773800443,-0.0030477024350271174,0.02770670049229894,0.034207345993298985,0.10990901842333428,-0.04442548479518499,0.029193596284453078,0.05658655002286215,0.028893464602319043
NTS,,,,,,,-0.01699803664091866,-0.015545542588936492,-0.034459218950552005,0.06626139981223833,0.058180855434998735,,,,-0.004030721127211533,-0.01206020105385975,,0.09140289751769803,,0.10422874274676909,,
SFRP1,-0.03470742950290357,0.10413623360170818,0.019103374450584885,0.017640881631992553,,-0.005308922766011038,-0.016129125991424166,-0.013753484662140637,-0.006650044270774353,0.013920994668886971,-0.024937892340787495,0.031393210847396893,-0.10936054841324733,0.23688846251291656,0.0884854955580012,0.07823577117054265,-0.11135446278386452,0.0017605698957350675,-0.03433578110597823,-0.043537351620825386,0.02331983240470987,0.027773663906202124
CXCL13,,,,0.005524533772469907,-0.032990016916784805,,-0.01598416983584949,,,,,,,,-0.007230327712936916,0.0022606990733024766,,-0.014059914400771712,,,-0.02601938624861608,
MICA,0.09796949527670716,-0.045489431001228604,0.03385945839568391,0.030857089941797203,-0.03292577830697708,0.045379215078385625,0.02182431042538965,-0.009953162456107575,0.1484563465842181,0.031654439933703225,0.07732706588609134,-0.02284898513230041,-0.012773701904392865,-0.06544861139797925,0.05398554849588729,0.06655501444816295,0.017826894964652194,-0.04877061962541428,0.07299083123176746,0.04174973347491325,0.0014221333308443377,-0.07217324173150069
TG,0.041846256870384825,-0.017218529811264878,-0.027068719600736937,-0.01964055720845087,,0.05937298495112665,-0.03420925727052685,-0.017943654159024304,-0.033836553321061794,-0.02047929416317801,-0.018047444209457142,0.03908956435180252,0.14918904238914696,-0.0702705588795709,0.018731423254904046,0.042659094997672675,,-0.04244197840845705,,-0.05195016641640856,-0.008680246055187845,
ADA,0.006949439577265465,0.06223376079919443,0.015031476636514567,0.054597255974771275,0.07547137489875479,-0.03396675306581963,-0.020302714136283952,-0.035054690978340367,0.12512450732968336,-0.04059178203382889,0.010940765880471782,0.0745461105177523,0.021069120105577814,0.07279367908957156,0.051189305683555265,0.08924036649671604,0.10295880117472224,-0.05081895671750884,-0.009045143090486018,0.04291078101455029,0.03449232311350837,-0.009751523834428379
LAMC3,-0.01859192385126559,-0.027656290772578564,0.10327794279857794,0.026395147386637143,0.0188277672132383,-0.034498969063319056,0.02618902082852065,-0.02687724731798456,0.15347948376873594,0.020890706095546926,0.01163234777213088,-0.011848232807266764,0.017984314835256105,0.025083918703907658,0.06771897977683397,0.004193990394002294,0.010829086426574298,-0.019317719687417058,0.09531028532889185,0.0007529781871406301,0.022999820106940023,-0.0664633274670518
CCL7,,,0.002961390205357179,,,-0.021202090990128,-0.0211920580912997,,,,,,,,0.06688598707083257,,,,,-0.0016078602023290312,-0.029674217945623957,
NGF,,-0.03138158420013983,0.015326294291106924,,,-0.0241153127760418,-0.022620316314943233,-0.017123058861222937,,,,,,0.05383500486851655,0.027182036916176915,0.013085038817415937,,-0.01328727033002538,,-0.05320159330774615,0.009198962257301739,
TNFSF15,,0.05475042583651077,,,,-0.023609565298494305,-0.015690527897189655,-0.020791147398074066,,,,,,0.03057508521711185,-0.03093542907820831,,,-0.05275420184936519,,-0.0035557443748299084,-0.04751817331516966,
HMGB1,-0.0073956741570589575,0.02631554819366884,0.029483012329360285,0.038887244476004175,0.011771053481515543,-0.0169984259171687,0.040220217205346215,-4.0831390684227546e-05,0.10702303341645239,-0.043384787892803284,-0.020841273152858285,0.019826629157922368,-0.10634697298014374,0.02162075572547354,-0.0051249815645388495,-0.013390901113305239,-0.03652544724828616,-0.0376033991310651,0.013369802607135288,0.05843853910725032,0.06749732346499063,-0.055003777437930404
ITGB3BP,0.0035901703374403783,-0.012926677332433766,-0.022828215949433774,0.0005159503777309257,0.0871431684150289,0.026883796215079084,0.042887199973063984,0.024312647684819062,0.08108074151526926,0.08525933562449745,0.022859983026695386,0.09616541494798615,0.09049303086086695,0.015842880623881835,0.018827368438826146,-0.041558030471952286,0.03283873820522837,-0.00010212352912318359,-0.0037940960294308257,0.05409333777539104,-0.005551955857270701,0.11382146131212084
AANAT,,0.06588628027007404,0.09492776786116144,,,-0.021482292081169536,-0.014138104019241652,,-0.025288938962621497,-0.018417148922313598,-0.020803578025364262,-0.029963110095950672,0.04413504817854331,,0.10837207784004353,0.03168027792225822,0.10635077907418286,,,0.05792559182802719,0.049608906283262824,
RELN,0.01829910963093021,0.02669220661700794,-0.030149997214201574,-0.03908306594498155,-0.051164938980155235,0.050320356979240935,-0.0018956104407911027,-0.0548198129737468,-0.07420568157498866,-0.04054861685154723,0.027189666127484677,-0.033171749098318215,,-0.004946480262672788,,,-0.052100547103657836,0.08922050275950895,-0.05400161684216661,,-0.029854545545131086,0.08059059202429057
IL15,0.029979665505780167,-0.013043261712681239,0.02586861538125717,-0.025021769400557503,,0.008717851505997479,-0.03547053096535201,-0.014794137393160215,0.015389554643043889,0.0013158449273086845,-0.030961371010011684,0.04632594849253548,0.11186076824435931,0.12901327865036352,-0.026394249670027906,0.022690360141483273,0.04208901541827226,0.04154762246763724,-0.03150262100048519,0.018914652597606458,-0.05040568821617521,
UTS2,,,,,,,,,0.05573356572882803,,,,-0.018838019364435386,,0.0682420621585768,,,,,,,
BSG,0.04061951095207915,0.05470302540584583,0.05563292558959589,0.01830837577669341,0.07918386650348093,0.06041260644991129,-0.005188494847541856,0.07540425216351722,0.03533404246517754,-0.06551200912871483,0.011479543077211577,0.03113658440854597,0.050654393068732886,0.06081931734303046,-0.002815485907112831,0.032640996690887915,0.0352553398224712,0.008836236361489001,0.036859057737710886,0.07363089743012896,-0.00260850314603656,0.04529652124288228
ADAMTS3,0.0800836321298557,0.0658128059933149,0.026337938144498058,-0.03450988298718029,,-0.00956975247838116,0.016545356087946557,0.03873392019208315,0.11526231094249416,0.05334571100158326,-0.031179966480818597,-0.0007352459078154304,-0.026227730064084638,,0.06675836682991088,0.06763914567897503,-0.007606436069651572,0.01820376702495997,-0.03621879914751094,0.0782812173680996,0.07608782103463049,
CD34,-0.008481034737978859,0.06676635077577743,0.07454895366294498,0.09938285465335338,0.0858308141461948,-0.03192610187049739,-0.039916754770376275,-0.01142526008279673,0.07194229288844063,0.008662635270404943,0.056595695924606094,-0.004434048606072462,-0.02696603513629275,-0.04823511831758458,0.07001341382775979,0.04237894754242171,-0.010510844197052551,-0.04244398635680513,-0.03868385273456133,-0.06996713593790378,-0.011864959780202253,0.03289518437420881
CCL23,,,,,,,,,0.16338658617426546,,,,,,,,,,,,,
PLAT,0.0049346807949522285,0.010585703621788737,0.025180884109847236,0.007430652528428858,-0.02886050204857648,0.007956710544719749,0.015948976417332998,0.07471578928432024,0.1405560277800991,0.017951388807572015,0.00948653477951997,0.014516884358975812,-0.037583248697557546,0.0073190077430380866,0.03951216974016993,0.022980647408264127,-0.005162759627181668,-0.0006598363097435448,-0.0571396259189558,0.04506324058739469,0.07549164052218998,-0.023702146884790904
NTF3,,,,,,,,,,,0.0033041560275231395,,,,-0.008400094428420084,0.08857299309484613,,0.06005720931607372,,,,
LTA,,,,-0.014443727506121143,,0.03935912952479649,,,,-0.01773763377927945,,0.020322070599526006,,,,,,,,0.01272322305074852,,
CKLF,-0.011626999637400428,0.010225271921872935,0.01956981804497924,0.03772526442124384,0.028950091452738674,-0.006717755733183438,-0.0483643524641,-0.005323501274599431,0.15438982690717526,0.06351457501320171,-0.03919162165652526,0.06908919173322986,-0.004095108147496905,-0.023246843649768832,0.08374163499598333,0.15573949873701923,-0.013122662995768988,0.03017067845511944,0.0867225797724535,0.04089337948969437,0.010185443365086864,0.03223073804569375
CD24,-0.05550788753931907,-0.02345603581119229,0.06470151913468719,0.012572641365891242,0.05884451219659779,-0.008042705113267374,-0.01727682217068278,0.08300212157399846,0.06523780335520372,0.02582203532004825,-0.002805962933923252,-0.024607771807756803,0.027408558689489864,-0.13321661251268047,0.06313186446248065,0.07899165724688034,-0.009605125047688057,0.0897015745695922,-0.011233953670871037,-0.0002157150095999942,0.0066794348234539315,0.05770395823199499
HSP90AA1,-0.02115455687264475,0.03478928557847026,-0.03931805214342936,-0.012834746369165638,0.03068215129605194,0.025867680056124054,0.017919686592472697,-0.05894243030136388,-0.12993252895391,0.07494850221379204,-0.031275042657338624,-0.060485399095608294,-0.028490941249976493,0.0038537616684269486,-0.14219813030947845,-0.14236315625990484,-0.07860806702385376,-0.0036292230680311163,-0.10771915360016368,0.01380011169145293,0.0034991314109052677,0.12441757899304295
BMP4,-0.02843039890609467,0.03249865857028333,0.022738189283109653,-0.015311197847877052,0.06440671108567918,0.012531683055558521,0.03128758579973745,0.034521979760522285,-0.04841155234893088,-0.02605215623791889,0.01200820033525679,0.0338030174492233,-0.037486734236853954,0.07493488670372288,0.012974379409762088,0.054366236438714556,-0.018305666231423046,-0.08728872932327615,,0.04156327610036996,-0.007690829616604126,
SCGB3A1,,,-0.024955416884131946,,0.04336523381736712,,-0.01683673654359751,-0.018884978036122418,,,-0.017548021537731207,-0.019391078033871644,-0.04103201051343873,-0.0061799176971696484,0.11412319567180974,-0.01905766136835637,,0.005127038283108488,,-0.01154454261120139,-0.05621587581239906,
IGFBP4,-0.010659412695580697,0.04502194982534456,0.07602128067111506,-0.008419254164358736,0.031893102804528645,0.01520802051834328,-0.08061966153653961,0.05619979661080633,0.1663528966302782,0.01622038464158173,-0.048844867181480976,0.03304769735691951,-0.03445779853783261,0.006531018673122728,0.0016362164317238273,-0.004719005309119386,0.060482522695461345,-0.05584996364053208,0.015128472162455825,0.0020675212879342946,-0.014944564349128494,0.04282041311206721
RSPO4,,0.17505652742735617,,-0.00956469288011816,,-0.019576124854126006,-0.01943233086976433,,,-0.020629947924960795,-0.0014210310167777128,0.08637128376686636,,-0.01870382616654217,,,,0.05627344146696311,,0.007755938767080852,0.06068457777710969,
LEFTY2,0.008332951082291337,0.01027143447369466,0.07251844915747306,0.07255319512542002,0.0069768531393738014,0.008285294115105157,-0.030161981363652106,-0.03319226644391276,0.18597461039714422,0.00894169965197156,0.05461579581910649,-0.0031085697458930806,-0.044724859103349585,,0.024465270177760536,0.025611373622697213,0.1076147185554384,-0.009795184734010955,0.058532708588982116,0.12181814350260933,0.12260859813069565,
PF4,,,0.07402387319448218,-0.013138533274708007,,-0.01849840668278731,,,,,,,,,,0.019496424237116707,,,,0.04392924288127463,-0.0052037599738388955,
ANGPTL2,0.05995716059485593,0.05021340497734869,0.06323107356238718,0.10265868200961949,0.04112150052396475,0.026371433413025162,-0.005557649093138867,0.08368360143965398,0.09715272178311993,0.023902358277575805,0.036175975187360855,0.05333324735486345,0.08404393282606926,0.0033383506384337155,0.06321771200633187,0.07071555077978744,0.02100720060314046,0.004790556645013233,0.12777493868352763,0.003842085100183792,0.04535174242037087,0.08550591963133886
LRIG2,0.06282218603338466,-0.009242434547914475,-0.005924734256189562,0.010687027439453671,0.05280921851639017,0.019703635375041877,-0.01380956588553033,0.061556363921062625,0.04271711089791581,0.027556969465954127,0.00576290011590231,-0.008935162963806696,0.010080053414159452,0.06990945087844319,0.012684546951897926,0.07376181198469516,0.061018896440098384,0.07718904184483064,0.00870059484463047,0.0523894890909548,0.13698587786419048,-0.025402212119318448
ICOSLG,0.001780192567894069,-0.027805868050430203,0.05944121796389012,-0.012988702896444394,0.035125046563758776,0.043093615903287925,0.06985018231079732,0.05254851574243453,0.06519868162776817,0.030227790134011195,0.011521719522584569,0.08014854280686434,-0.01181103093984567,0.016718815899827807,0.06117412015808871,0.05780492922758266,0.04626203187485199,-0.05186900696278162,-0.02871705379944353,0.059885531918541866,-0.02903027953509759,0.14853413770076057
WIF1,,0.003429569799494179,0.001508158038950701,,0.01923724770968869,,0.024564948717053534,-0.07016897824817726,-0.07416059408678287,-0.0159196421792942,-0.033021738469104764,-0.04156874886063999,,,,,,-0.024455250148723705,-0.032056646519784356,,-0.04628059742136589,0.08354059497912594
NPPC,0.014521401440938046,-0.022888330844839305,-0.03196097396360035,,0.03685192845858084,0.02378828673579608,0.07457619735717028,-0.025252776027918183,-0.03278582553343433,-0.022027907457172355,-0.011927402442396805,0.06816482359090707,-0.05126051697981807,-0.049188188283967066,0.04155477495904814,0.08553635043082236,0.06053829101222588,-0.008203241406808177,-0.03585630937744557,,-0.023538330486073997,0.04843641017549152
LYZ,-0.004696935828363612,0.04152944674307314,-0.008965444865782374,0.005724593191481986,-0.0076995702093281574,0.0030423536345697633,-0.0036104389230384045,0.0115603307274209,0.07309813540047741,0.011665980453289072,0.0410496272469309,-0.016437958440745318,0.02199650432012511,-0.07116999108613248,-0.02424585411309401,0.11423006652267396,0.0883238823600318,-0.02039279511115927,0.05684888656793729,-0.02515851836203061,-0.013904366974867665,-0.051023743686808884
EREG,,,,,0.0384092714180421,,-0.0007349846929368468,,,,,,,,0.02102243056537534,0.025119685297753665,,-0.0009720379349153406,,0.03556251232190307,-0.040456295576978565,
SPTAN1,0.08401683967897078,0.05762207339034986,-0.00021186207898029488,-0.0011001863333969485,0.06024941496325617,-0.0002756259037613419,0.04601853333768972,-0.065695444986766,-0.012972582096108123,0.022877936783801487,0.01010550400406881,-0.03413056907371028,0.0027683211805117317,0.0372777876724811,0.030466134256384007,0.031832555770829996,0.0037411068777606507,0.06250237081502394,0.03596243775007625,0.046507408149241036,0.009743793159435663,0.0327573124515471
PTH2,,,,,,,,,,,,,,,,,,0.01953629544921412,,,,
LIPC,0.08865925455051368,0.012529880421992788,0.03305731558142761,-0.0197741947617419,,-0.024587218987318145,0.01910334881739907,-0.022941913682046313,0.048692461517618836,0.0053556485125039145,,0.1625427105200194,-0.0369570142259395,-0.0349564358658119,,,0.08253382234385206,,,-0.002269962006434416,-0.014946549610283097,
COL8A1,-0.016052244839107763,-0.0758215046769675,0.03007305965979089,-0.029715172730556034,-0.0010799782186996355,-0.021308414142002463,0.0017882882649734118,0.06127637083917977,0.05400214598481417,0.001559425921870344,-0.05089808527913584,0.05447439232510375,0.041865181854128124,-0.040512973733897846,0.03082216599882315,0.009926896143435268,0.05439880380703243,-0.0034401890890075953,0.04527177194170986,-0.015669095894466346,0.010062176662503282,
GSTM2,-0.03018551366652368,0.009418475939289472,0.08748782267920607,-0.017277718588239732,-0.03204754096474203,-0.0030265921453249476,-0.0380948846664343,-0.01251043523514906,0.06974702856286559,-0.024985853353887477,-0.028109958134693077,0.05394327538495811,0.12305356969061651,0.023105070053678987,-0.035643813727380014,0.008939904231645751,0.07392978336458765,-0.012613430034965976,0.018202142868183148,0.04456883998619371,-0.028538301318625527,
IL4,,,,,,,,,,,,,-0.03532737849264815,,,,,,,,,
SPX,-0.06415996118238222,0.1585429175991408,-0.006943704400473043,-0.017456357265989722,,0.013195548026176682,0.0008493510373197979,-0.04546592494595241,-0.07946919875339332,0.025923679101759904,-0.012005732917493671,0.01278286494069026,,,0.01161817469405627,0.027224658617639185,-0.03209499173857607,-0.03943801121844603,-0.02813394509783635,0.06810255873211296,-0.043819804761679446,-0.004886868644576311
MFGE8,0.015413447135508202,-0.04594483142746069,0.06797389944191974,0.015651855325562715,0.050522052525712256,-0.0039551526876518365,-5.031932389359191e-05,-0.03310503931366051,0.10266355336059114,-0.021109152769207003,-0.036831124259986234,0.02093663120736163,0.022334852273129112,-0.025380691728683697,0.0025344055291207416,-0.023018971606707312,0.05864724695031974,-0.08458583502210097,-0.04573392538205363,-0.011823640193719337,-0.05408385783457068,0.05484047065023155
TGFA,-0.03275833355806787,-0.06166022944162743,0.025871201860005855,0.026504922189796092,0.020689805643447707,-0.004958194505389573,0.004239800099131516,0.024844628237969898,0.02707419918214949,-0.010130688298739204,-0.05855806996534878,0.03035518152631174,0.08858630285421068,-0.03514736861700089,0.05140476583053343,-0.004527244447072631,-0.054526284849756294,0.065074673116929,0.1763916871599577,0.11949954025596941,0.03230016952132526,-0.008167658830320324
SLIT2,-0.028430394356804497,0.03599051204389134,0.07801529646677303,-0.03425831629963227,-0.03609602525844616,0.030562691542090677,0.10498817260467465,-0.01748983078602863,-0.01809636690879831,0.023024311410761104,0.005262413429390001,-0.05666817481972827,0.00782767915026932,-0.00801950704901042,0.0665388085929627,0.024338639104852892,0.08422410449194538,0.014802111979616788,-0.06968683115456732,0.02055562143042771,-0.04078166979718833,0.3023722252231536
PLTP,0.018307195309838837,0.0764558368801878,0.03964769825756952,0.03341573184310091,0.044005823224612786,-0.005523464492103842,-0.03358806380555282,0.06668177330340712,0.10082223216033193,0.026323691169681248,-0.04430875923461983,0.06621895467852826,0.03830024702247982,0.01710311319582299,0.04677471383795229,0.01639622043732614,0.010728054146686997,-0.11259168318750667,0.11118998670746617,0.0014081693101604665,0.01959586646428824,0.022252548083690496
APOD,-0.03837958911200497,0.03544663386316999,-0.006812304668962596,-0.02142153219343343,0.004748396476116962,0.01398702573534804,-0.059668812234065616,-0.07178894983519915,0.05184064983268302,-0.0028578391477569105,0.03353025786652856,-0.0035213532183012673,0.0004792549235751925,0.09542587734878981,0.09306090444927319,0.07853485018580904,0.005856390627471406,-0.039226579274993595,-0.00931881645874575,-0.08923311510794976,-0.0145193289568121,-0.042191968234308375
