,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,-0.023764605719538347,-0.029664627473213714,,-0.008147876380850162,0.007027641192112413,,0.0683963970524349,0.012075247179958755,,,,,-0.05071985843299887,0.15506945916628911,-0.02537266999150064,-0.04161608100075941,-0.02387815062775978,-0.03340008537884172,,-0.04148038654562186,,
PDAP1,-0.029198966963978345,0.02518953425341679,0.03726648213714462,-0.04621174340984597,-0.019258781648151643,0.03694634192554779,0.06418762564895189,0.19463593246041608,0.005446432014310398,0.016748026887550286,-0.027492510446128052,-0.004947226823370599,0.07060938773883718,-0.02692792785436586,0.09516631273306043,-0.026649836304312665,-0.050801866781485995,-0.025002244523816945,0.04792534516438986,-0.023057464407601536,0.10139826292573051,-0.04423456797348273,-0.06532945825283883
QDPR,0.02913413812595541,-0.02714722959506781,0.006392132011533886,0.07309198430992177,-0.009516543279995985,-0.0476134615356838,0.009964875469125934,-0.2202904151956976,0.041281019587136265,0.029156749478276775,-0.07798626082367152,0.040401772840915146,-0.05996816599976388,0.03390565431683378,0.12221585367066454,0.02575962171328605,0.08948174929336884,0.0348490281497704,-0.014819539222951279,0.029995915368241196,0.10541390040341637,0.011976797526596005,0.04404651179244736
POMC,0.03304652675972219,0.026553660593806493,-0.010442621262081675,,0.05954496979635263,0.010511793474812538,-0.02918508142401564,-0.06861626239218474,-0.036128872819939505,0.019920054901967434,0.00616206893064058,-0.00959822504376147,0.0018108059079463288,-0.005718077541706426,-0.020287916471036765,0.04379223526667559,0.03786665578612803,0.13029201825135478,0.006038686607159741,,-0.008946945060979584,0.039557670896839287,-0.052438830310085165
CCL18,-0.045486247789939094,-0.00970915215109586,,,,,,,,,-0.03706189532651581,0.042484576861611896,,0.06656714780448218,,-0.02256534172970855,-0.0228064819506148,,0.030528544063545153,,,,
CCL17,,,,,-0.03627291904666961,,,,0.022737515437828402,-0.022106815003899237,,,0.045389704904942006,,,-0.03214885154952447,0.022461691646221613,-0.0212451105436335,,,0.07742901313399955,,
VEGFD,0.050063348654240954,0.010236729037123013,-0.04248862725997263,,0.01161348989872126,0.04250846247242302,,0.03398917765426238,0.09552360699957155,0.01920704271124046,-0.028276544943573387,-0.016786418366544598,-0.01962136865727033,0.08927873610269473,0.003911748052562721,,0.03328107831813956,-0.02240703433463615,,,,,
TNFSF13,,-0.013771121064435626,,,-0.001269332602721094,,-0.03272148487050987,,,,,,,,,-0.046276351104321045,0.03664269865515017,0.02111139122497905,-0.01586065534763571,,0.007406770429993842,-0.007555091828818393,
WNT5A,-0.009407026712736879,-0.0016919696044075548,-0.02861956651978799,0.09865412389727482,0.04269814596208156,0.11894191471676203,0.018401833277965306,0.1528806614775758,0.07056438955411537,0.010418424219974468,-0.007014116819784912,-0.01719564493644538,0.05561183350525461,-0.0687609212973083,-0.04276543747065058,0.013159743925502189,0.0627681939163289,0.006970411853720133,-0.03674095285853838,0.06434884382492749,-0.02288287212111971,-0.05541471196076587,0.027537474027588753
CXCL8,-0.006208140356608665,0.006661402129192526,0.04786413446815849,-0.07717907761662851,0.03278390588328425,-0.039284745768900425,-0.021664339311682407,0.09303445348030123,-0.06983583148579675,-0.015100686839621456,-0.05534348877614602,0.014752377543383934,-0.01952150429409351,-0.11008927858641251,0.04602195871239548,-0.06588933853139438,-0.1622486935620752,0.0024712276581457123,-0.0687015567553572,0.061796404037801525,-0.0126139051943595,-0.04073113342993778,0.06418331607652451
GRN,-0.01935539313538647,0.010712099883829573,-0.00010019912433291272,0.07271107076235832,-0.02934430435156143,0.0011148499569181088,0.038943453278591514,0.15415383411265318,0.0030416783771137343,0.01261346820728992,-0.16297035133299093,-0.06250763613004605,-0.016978220798094617,0.13868031116125296,0.025027200177894723,-0.009239708971882076,-0.06096343351984428,0.008210759718256409,-0.09777743191973358,-0.12987573722253593,-0.07649930203776838,-0.056811576504572255,-0.022418065792732155
MIA,0.0022726943757393906,0.04121085862409988,-0.037786413735349675,0.000532409370968344,-0.008073132184033008,-0.024421812665880883,0.02580892341470842,0.10379749266942284,-0.01554698638615585,-0.018441848396483582,,-0.022765399034098275,0.015145625008019456,0.03800457490049235,-0.006034269985710457,0.07919711359429404,0.14105905490115475,0.050884559478258345,-0.07029241608021154,,0.14528099290684976,0.04277855787083692,
COL4A4,0.02829826784753398,-0.00949612775765422,-0.042062158551205556,-0.0063958852995432665,-2.9308355881887017e-05,0.09768393579527572,0.027330660930592356,-0.025387706716889464,0.04057892806051514,0.007871240155160131,,,-0.005057828911324991,,0.10666515507311174,0.05545205521621209,0.006457748904475119,-0.03272637544340628,-0.014491890761380152,,-0.013973238920341306,-0.04492437543990323,
TAC1,0.10096956612111029,0.048197969602563964,0.019082996420976307,0.09107369692872441,0.0017865284664071385,-0.06918635441888286,0.007547532693704966,-0.1122274437556299,0.01334651194671743,-0.00619855619546665,0.16514778945213351,,-0.07010073405457916,,,,,,-0.005854895698557115,-0.02692746546694394,-0.04291151275529436,0.020039179486717577,-0.03093876174928993
RARRES2,-0.007346019143855916,0.005007399445525665,-0.007450260085658844,-0.0025436500213228464,-0.021802068764276407,-0.012561681698008349,0.006805947800994063,0.2035114228232683,-0.0020162355257434543,-0.035752099783487645,-0.0031223936127411653,-0.027955154018011432,0.1230247691095346,-0.01016895995681512,-0.017792830247195975,0.0047199814998899635,-0.04662214519573183,-0.02519276292549925,-0.00902064657857687,-0.027544653611667077,0.08211421169520502,-0.01072870182268339,-0.018322954272931433
FGF7,-0.008491083999399403,,0.08341365981478295,-0.03559044550518548,-0.019855981087997233,-0.03153449219236782,0.028236897448894266,-0.001049098183443346,-0.0008704049929629373,0.01995857521190714,-0.057454605115581585,0.01715117110769115,0.053765579945452606,-0.07064638104186642,0.0449367139124189,0.003505623111071646,0.014667069205567228,-0.011428043260189674,0.03309360894090648,0.06533929226563757,0.12377531406955553,0.005555913222484749,-0.07501165885143499
EFNA2,,,,,,,,,,,,,,,,,0.002782088238072515,,,,,,
HBEGF,0.004045150949263952,0.04343337124956358,0.03584079280449744,0.06328274325747281,0.07882817112475253,-0.026470767191359355,0.05756781394456853,0.07661565665521003,-0.046267259863145546,-0.026996686485288936,0.03437682924920862,0.027028718958488705,0.00014394454409237387,0.0025084406398193306,-0.06367908411666044,0.012577242803731731,0.08111192235348247,-0.035792699314179784,-0.025234508694362508,-0.06927420498410568,-0.10435958140843614,0.04703515938193916,-0.08593877284819688
CSF3,-0.06441502824418924,,,-0.020925608169799808,0.05175191237423255,-0.0978578961772558,,0.0942984557315572,,,,-0.010289944837380445,,,,-0.066526476520901,-0.06033848839277027,,0.0325005216413201,-0.03982262273965337,0.02881484530175466,-0.013989967143664897,
PI3,0.03450275988545479,0.035356499873028024,,-0.03349217967297529,0.017993814982670567,-0.04608593640599472,,0.057209778114515664,,,,,,-0.008035895732888697,,-0.09089180406979881,-0.14801593732666987,0.009248800339612322,-0.05872445029008075,,-0.028331862848668503,-0.03545866964701794,
PCSK1N,0.06974642498675292,0.02238506847166425,-0.046629182148622175,0.06887506033522424,0.017997832255132847,-0.004833071408413748,0.021460653029587284,-0.06562777743497976,0.052568095807129504,-0.027371934346027773,0.1287467557866073,0.08760694515344408,-0.040412609522536794,0.03946244891797021,-0.04117942478907392,0.001203637625344588,0.00772251667141369,0.02988269283105004,0.057628854481396805,-0.005278011710674542,0.15202479201417118,0.05012934168697389,0.11884963825317245
NTS,,,,,,0.007186062851470597,0.004889582701952645,-0.004014733991357233,-0.0015769154598310872,0.006532536602678055,-0.02545797364166286,,,,,-0.002905088011759382,-0.008499401425188029,,0.0328724133850268,,0.07711073064671381,,
SFRP1,0.07742129125522434,0.07703148322300263,0.03463912872076238,,-0.031649523946777905,-0.004744583865009226,0.042409642116077756,0.052704495779128696,0.04776045508272361,0.06917499375947365,-0.053677319604697,0.02313822091657237,-0.04022313956094842,-0.011687290786315998,0.04523919346855597,-0.04303009022272281,0.08189734802990778,-0.028562472438464367,0.051435869326570516,0.13101374170767865,-0.011074515415899835,0.0544967098759823,0.05680622845893133
CXCL13,,,-0.04789941180425279,-0.03326179684571778,,0.00011920074700378708,,,,,,0.007627864837558053,,,,-0.0015151610564193532,0.03694499265784201,,-0.03869193573408814,,,-0.024728981382083928,
MICA,-0.003682697544339266,0.05418379610434748,0.007205703921718481,-0.06536535887721812,0.03988588008624112,-0.05743706076367656,0.045678713858139985,0.06176794928073172,0.028342326052535796,-0.00021293119290516276,0.0031258316407325715,0.039565370339296115,0.043426258746049176,0.014263929665788336,-0.03636197608952453,0.029546193676034956,0.12974857216969837,0.05825870654867197,0.0424829930189383,-0.0013290959903558498,-0.003307561143783183,0.046265894495360255,-0.05207535257224349
TG,-0.051349058908054204,-0.0025507761033088873,0.025595129714971927,,-0.017029832104918003,0.06881718731363833,-0.04386937799152927,0.07750322705425347,0.044740636075432126,0.001454165267031363,,0.007657679094402304,0.020081315227919765,-0.052453291358222645,0.20214605940541525,0.01062642827529457,0.014149839949116927,,0.036333061201176034,,0.02935214163814658,-0.051374166327571,
ADA,-0.024388080287432543,0.04119547174710663,0.013652728340965798,0.017412997767890032,0.03315801998481844,-0.027536387377763552,0.02768140994719444,0.13612522371459182,0.0725593966729114,-0.015073634732133617,-0.05892462521829945,0.00869097363682847,0.118432126668671,0.12757144274405388,-0.01615467697197757,0.0015320428793629672,0.06598556117259967,0.06077039773273383,0.009006789223239558,-0.036724143594775494,0.02150286135726664,0.00039769698637934193,0.001090026146073307
LAMC3,-0.03719199848887234,0.01697564192557971,0.02981484547089054,0.04923140903518429,-0.0408212018932515,0.01690017630899425,0.019616498589766322,0.13823389356374718,0.03254562673840899,-0.04897538924008377,-0.04358907644239489,0.03445648680625921,-0.04440117390901442,0.15530127494477178,0.005001888112750156,0.049289821842845916,0.05761547524185055,0.017072138541546454,0.005814487195523294,-0.009209162268386731,-0.09672845559196927,-0.002299827520561034,-0.04795546282716808
CCL7,,-0.03704904175488511,,,-0.024693902490925245,-0.03686948978168405,,,,,,,,,,-0.029084607898315757,,,,,-0.03601351339313388,-0.08681382839878762,
NGF,-0.03711132886517934,-0.01887503107901733,,,0.01929349057990576,0.02693616907791219,0.01884771574821539,,,,-0.0045060639603162755,0.006666056909091667,,,-0.03728243428593431,0.04667451271478938,0.01942537547403952,,0.04801694963789444,,0.03393110546728821,0.04011821908700227,
TNFSF15,-0.04591134542648221,,,,0.060042184466700996,0.000385979241216693,0.017295232755336506,,,,,0.1488383906141212,,,-0.010436189498105524,0.023601224215805076,,,0.012111377305894875,,-0.02303405880857044,-0.022225193448241438,
HMGB1,0.02935035398344412,-0.049919731114387085,-0.0056811349722485065,-0.019189338760275808,-0.06260952347912775,0.07272510390280132,-0.015025528278060234,0.13833832963386866,-0.01598576544168395,0.005954081351639015,-0.06587036965573403,-0.009487218670522907,0.04699734461961645,0.10262372339739691,0.022779514911653448,-0.062449216660938625,-0.004643263849322066,0.0010913956279196546,-0.010151814954719113,-0.04731829197834634,0.04127986445125284,0.02746289959878248,-0.009255457405208925
ITGB3BP,0.01202886481645184,0.05224167450879665,0.022405192157983332,0.04248485021773591,0.00024292057908789145,0.05779594680368166,0.07817359955850724,0.1741953022486928,-0.011030613737818315,0.017903599039874752,-0.007957528326260406,0.013603319687068415,0.10390071397525075,-0.0888571874245841,-0.045407717771166735,0.04247341083412998,0.02319815169558404,-0.011389559010156385,-0.019446716144864255,-0.1339406021141232,0.06464996592506704,0.07886272404740655,-0.05474305798547201
AANAT,0.00033894981375878286,0.03534947959114347,,,-0.013648509673138867,-0.04358799198405722,,0.0013628501061317584,-0.026295118322698815,-0.018441849422266277,0.1352983174565538,,0.018504078219726,-0.059226894470698455,,0.034777256370715486,-0.0046861130547316944,0.013886523193864258,,,0.05754698416807531,0.0691096302173698,
RELN,0.12161031566730575,0.03715184034394418,-0.02455287659035566,0.08957260742151749,-0.01654773242795891,0.008977164705680933,0.003019888990221763,-0.057361279683680204,-0.03749183200448103,0.005761625216721185,0.052709739234110375,,0.021993926309731272,,-0.03504252401300766,,,0.035649135135668135,-0.011076008814265414,-0.014238310915295498,,0.06006890491230201,0.12008789366988795
IL15,0.03775409866654076,-0.020044936715642527,0.006314826595168431,,0.04533711139192084,0.047787479355203305,-0.014677742920207655,0.03357526454213588,-0.009344883692186242,0.04738044521116296,-0.016182447460740237,-0.03776265195375783,-0.02367506193435761,-0.03396607535402382,0.03717499921827841,-0.011900884983632275,0.03947192413734613,0.07503925539613336,0.019256412686060032,0.03751802661340179,0.02114819128932016,-0.027876793937115583,
UTS2,,,,,,,,0.09083757962169715,,,,,,0.04757472057387517,,0.013060641217195402,,,,,,,
BSG,-0.04376119950319241,0.0031516046136150448,-0.03124513552754195,0.06558163262594177,-0.006994579470179148,-0.014201832918534494,0.04746832555961192,0.04346930327630389,-0.0293168252811237,0.046153093575151294,0.11882037857502363,-0.01922323904841822,0.03497798593443192,-0.127544279574586,0.020501198745933535,0.05448769689935357,0.04931696575714018,0.05602411087349016,-0.05920695975458769,-0.09865669957085388,0.01731117237654893,-0.03008728051841135,0.034275697292411145
ADAMTS3,0.033434923042209956,0.05046808554090563,0.006900907365857879,,0.012429463521992496,0.041625387134145146,-0.03010166026509433,0.19744653585422087,-0.014325760512196316,-0.036676100177943746,-0.038432789581109544,-0.018619337311498462,0.05286451652290168,0.05620011778053744,,0.0027205211308826928,0.05543458882397982,0.034198666033127365,0.03635036686861109,0.02024164727740207,0.09682723262836605,0.0779136770552051,
CD34,-0.0013078617150141605,0.037365952413304974,0.013857755039018196,0.09336540515775389,-0.028933223364269185,0.042494325640214874,0.012603706798017013,0.11551067824877007,0.006323135795128415,-0.026060403627343354,-0.03064991898059932,0.00947383383346621,-0.023676032065667103,0.08717668904094927,0.009718635064496347,0.05422577983689471,0.01982780821849584,0.021190417930557603,-0.018339834026771893,-0.015846909818593595,-0.02042273293789812,-0.006306057155257033,-0.04376098380230221
CCL23,,,,,,,,0.02371402798916673,,,,,,,,,,,,,,,
PLAT,0.035644022980416974,0.049788061147120255,0.013041799861020354,0.12275959904466102,-0.008358198418158644,-0.016594102130966935,0.0799460261329721,0.20026870069155153,0.008417102795190782,-0.010299134640615954,-0.02082262559773934,0.015355638464464113,0.031567485151783314,0.06656732004864858,0.041001161156048106,0.09789772315787545,0.09194152310092035,-0.0586883035707395,0.10191351033632075,-0.05984199249813638,0.01826157738129493,-0.04267220362261053,-0.029099904398055577
NTF3,,,,,,,,,,-0.019885218011587127,,0.01572291622282155,,,,0.022528258902322962,0.1021106207121195,,0.046810565045342006,,,,
LTA,,,0.012869780391169663,,-0.0031086015015711773,,,,-0.000235046307576196,,,,0.026468556827034848,,,,,,,,0.00016359173422687468,,
CKLF,0.006753831045491962,0.026367642578979687,0.06758555451408094,-0.040447876133762106,0.011314973688824585,0.02618176959608394,0.08283073435486674,0.13264720983177053,-0.009644369620297554,0.00681688536556925,-0.10699586916736113,0.004093024095708416,0.05107297501541429,0.06963850394313427,0.04628083145532098,0.024567926643180284,0.0941904388150793,0.030420833120845293,0.0628949094093328,-0.0177242410491427,0.09851909958376233,-0.014348123059708917,-0.04198544869650037
APELA,,,,,,,,,,,,-0.029605286680618185,,,,,,,,,,,
CD24,-0.0623176101895915,0.05335175116439355,0.052700795514699084,0.01684165479278871,-0.021860402067433407,0.06248533615014643,0.07184002079856999,0.053624579833975505,0.01632712491544791,-0.028212530358604902,-0.04030445884020773,0.04443744069379476,0.06736913229172378,0.05373956296781017,-0.06475241183233195,0.01243663826803529,-0.02593958459852008,0.03986212224969466,0.0414504078208368,0.04279276121727596,0.07246090782985057,-0.00498057898660338,-0.024183057529737893
HSP90AA1,0.043298701620525404,-0.059058624591994555,0.06660121483266432,-0.04699989777868536,0.07159449151534648,0.015456003453863632,-0.007666218286998206,-0.17569992183556044,0.041173322384478815,0.005636015133990319,0.13357534541545912,-0.024549459195580443,-0.0529962710631466,-0.10353786028371918,-0.005918070056547595,-0.059957104409702526,-0.20073772001570692,0.035886402059196645,-0.07219503741972905,0.09348604324676013,-0.09049676951330568,-0.06608456174145594,0.0563231870959117
BMP4,0.05319949562343702,0.022726479940448612,-0.009564453693652188,-0.02676419010834942,-0.00023433717717027665,-0.042978569290032596,0.07985289238430904,-0.0018211708494084561,-0.043037649213473014,0.009750664004706021,0.05389097390809886,-0.03420235293320682,0.04271964687815531,-0.04476250256277229,0.04804950113895657,0.04190421832692004,0.036449631372063515,0.031164924723186955,0.034501612146792066,,0.07874737944926417,0.0434119123263101,
SCGB3A1,,0.02055940454362249,,0.017517621434010696,,-0.05190791753273405,-0.04617076502289382,,,-0.015555880361683986,-0.02947796704463424,0.012573924660053514,-0.021705036008981403,0.07298903251292119,-0.03462542674969254,0.023838584646448387,0.0499927741364034,,0.03867071333789522,,-0.028542704316342243,0.04246240559998431,
IGFBP4,-0.07736955900678094,0.015121793364509905,0.028382491278128707,0.015418706659260284,0.020159835920890264,-0.006071631630402063,0.013795091254013753,0.11090265636941844,-0.000342368356034305,-0.030366437592718693,-0.06321677829681797,-0.006704798470940576,0.04268445089832463,0.12158635881853101,-0.02645485501607603,-0.01784679362024721,-0.08698719985778307,0.0735522293224905,-0.07538928437546165,-0.016154640039340553,-0.12152947101427339,0.047479113740526546,-0.008714889508359164
RSPO4,-0.03299962727009563,,0.018169158519690018,,0.015434669473674086,-0.006640500871523278,,,-0.0008283433182234157,0.020241909439763645,,,0.048669300594142276,,-0.04382386864921883,,,,0.04422954494029437,,0.001945939882209032,0.026896357088035193,
LEFTY2,-0.07593690903810933,0.0456410251402856,0.038630910234765996,0.07363481409249777,0.011090280442261203,0.013219618519344343,0.03017767220153146,0.14966861699315706,0.030301887798586145,-0.01705721057418021,-0.025457990404049394,-0.018158595423256582,0.01426484178745305,0.02731517368217863,,-0.008357708709620909,0.030982938430957282,0.002660104284517117,-0.041464562510188055,-0.013218057101409105,-0.04082778205108641,0.015011151936922557,
PF4,,0.02837220438293149,0.020841258027283767,,-0.02154494342444438,,,,,,,,,,,,-0.03358494793174702,,,,-0.051281959222644925,-0.006060631541637481,
ANGPTL2,-0.034161367940738964,0.02855446081875423,0.007779552602609124,0.09920596517101705,-0.07595244064472645,0.034623462504112815,0.05737788869307614,0.10799995178129626,0.049157423353711864,-0.02554478228303904,-0.04381745575724226,-0.03139293021604524,0.13425795403610072,0.039674345130752506,-0.009628102270598854,0.020073091589179734,0.12953769275195706,0.011778067497322946,0.03423807852529818,-0.025213520827286822,-0.0022613676055775068,0.07446606878545715,-0.04897576083894048
LRIG2,-0.018765342799919083,0.07261257679084712,0.03424162962138015,0.04125306903278343,-0.02535864798244352,0.02326667175858095,-0.032299572819205626,0.07616834385980849,0.04987124939453627,-0.011817985574164412,0.10019419595113295,-0.01054429936160827,0.04753244252359809,-0.03493265797375838,0.04996750031035002,0.0014553474384894059,0.011327083760926957,0.07474195059682674,0.015477629293135828,0.03520536343789412,0.07221201261741789,0.02335445298121329,-0.0789615458798278
ICOSLG,-0.006049743759809899,0.05463991090515023,0.05665836571703832,0.1595605184084349,0.0027086150414456288,0.005272484286376334,0.03036245309681143,0.06949740172666877,0.047297592138187565,-0.029522151673506705,-0.03567011344296031,-0.020921956626283073,0.03156882642620051,-0.021431827092820287,0.13718894067865178,0.02742046779195183,0.07284396456957683,0.027488552445738976,-0.037730713090962036,0.026465606233797272,0.06514610886486247,0.014941890425831477,0.0072425172341512
WIF1,0.06272738759296087,-0.035005592249023824,,0.08007059142471155,,0.0304477601273344,-0.02029026851739279,-0.12569405669207825,0.005644938381944348,0.04720075557698126,0.07419065386247398,,-0.025732278299030267,,,,,,-0.0015661869410663859,0.17348974309668103,,0.04120866761400416,0.07608409545769167
NPPC,-0.03800727453417755,-0.00844559724016058,,-0.025152897724121506,0.0033413816477555936,-0.05060823487588928,0.08702062041233728,-0.04466615451317926,-0.032379299331086665,-0.021618863686184805,0.0534131845959691,,0.07627845661093012,-0.041126468383715954,-0.06132694947182584,0.007280208831339794,0.05757497307907002,-0.024931600505273332,0.007231947227839761,0.015252356845360488,,-0.039595193203879,-0.07476573998890738
LYZ,-0.025666138252861976,0.021665427531193902,0.027686874710687655,-0.02201501479159386,-0.0030528045159842945,-0.050079723694335,-0.009134063953612876,0.1419083865950542,-0.028975255163410547,0.007610585798828807,-0.11944139859703443,0.021811525067205656,-0.018422368334439804,0.056410782594438574,-0.023844867172807795,0.01523706988849597,0.10184986612799582,0.04860652670813665,-0.0069867113359397244,0.04809085663279171,-0.05717840735062886,0.0028651650096714,-0.049515893078441495
EREG,,,,-0.02199977486854416,,-0.061387268659471306,,,,,-0.005657204271500219,0.04964961920124186,,,,-0.04071262136357367,-0.011572244261233601,,0.0018752759318779895,,-0.02561695295484629,-0.039909061313496044,
SPTAN1,0.04297158554972534,0.010224547174023437,0.03367762747592522,0.12996670738607727,-0.019732907822278156,-0.030680141748394594,-0.08246734198344383,-0.030228027389423616,0.04148565356332241,-0.003040511868057418,0.16249179113841464,0.013824572498345752,-0.008973704042826746,0.0797852042779795,-0.12831883429711607,0.013784128467391743,0.036310083326981615,0.08353320337735365,0.028058697351248944,0.04875800993313082,0.08343362973836488,0.04197668001649087,-0.027349981168804615
PTH2,,,,,,,,,,,,,,,,,,,-0.010471289515230854,,,,
LIPC,-0.05954080995338829,0.021165565102738794,0.08026803370597507,,0.007609764803928771,0.04526344716496889,0.041108911836688904,0.05983604386377851,-0.03978280318024627,,-0.03413746628283666,-0.012239372421694166,-0.006875408974767621,-0.04412996964602654,-0.0022054220203018443,,,-0.030602281975652193,,,0.00512342973494598,0.004205510051717387,
COL8A1,-0.007969125640922926,0.038216137336825724,-0.020329827993401117,0.027967243249944342,-0.03660560631603927,0.047427766752947215,0.037325154918309913,0.020309130804361395,0.007788765938643645,-0.011204265931497287,-0.10796115390828558,-0.0002528145306987859,0.10364612432463007,0.04290133574347002,-0.03766010436235044,0.06636343536479597,0.06736696263347584,0.008913678237425334,0.008285837272331077,-0.02672715651732899,-0.03059500993008156,-0.025878710887542573,
GSTM2,0.0401578213427384,0.04102787698047707,-0.019638653620688985,0.02619696874181604,-0.020707610778599547,-0.017046635955037942,-0.030586022629804366,0.07577888580574442,0.004744440467277123,-0.026392202313592322,-0.04165366046055625,-0.0389256772039697,0.03202103819099059,0.07914854523341791,0.010006692873154376,-0.05262047163174718,-0.004328522568740361,0.05779136783305486,0.02785076742199285,0.014311638164393395,0.04550282620297699,0.037712987154260476,
IL4,,,,,,,,,,,,,,-0.04218403930098933,,,,,,,,,
SPX,0.024629611095395125,-0.015718481736080814,0.013142406945134612,,0.012943860862422734,-0.015084562484992958,-0.036515800826208165,0.0021445267858950824,0.016969596700977856,-0.03992777458162209,0.08324309762755625,,-0.061677468764234224,,,0.08297562987754332,0.023235270484893322,0.006346207440404271,0.01758702751243332,-0.04560072816363766,0.20091375667818656,0.07109181551513716,-0.003114830678738717
MFGE8,-0.08988833717789162,0.016909913177476605,-0.05312097434927184,0.005152117517582366,-0.009566696593107936,0.01829939917704359,0.08446683146556033,0.0873045710151605,0.020439682271769732,-0.007567936754171739,-0.016638290765216078,0.0023014908316763664,-0.015572708435430986,0.050908048798688516,-0.017825126318996645,0.04372033656919512,-0.014856376328989469,0.04078962913764052,-0.008158224118932359,-0.11297698373477386,-0.00902524183164867,0.028202270029113644,0.0572604670701421
TGFA,-0.044096989730988516,0.017582030717557477,0.02614715822822713,0.0415529907978619,0.03411751320817348,0.02333821895035146,0.09824825733293895,0.06015350437948557,-0.02468455728717804,0.012908315576613724,0.005405394976992446,-0.028616403621364406,0.07398120017106019,-0.1324759266218659,-0.0015511451255732385,0.022506665862296438,0.07213551173949634,-0.026714961325756202,0.03801892300755332,-0.002407676161114099,0.15817183021530218,-0.03033997362594037,-0.038267292808471735
