,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
RARRES2,0.04163173272805428,-0.056160007761606685,0.03020360110060562,-0.023985572727356835,0.0037209295462761684,0.029128814733148895,0.11328324175000645,-0.022188231691270623,-0.04238846652590791,0.03042291707116435,0.003718716530030691,0.07064510728300016,-0.06315818327187513,-0.04068957134249837,-0.002824830053635268,-0.010931331218356152,0.06508752186991645,0.05256563459486887,0.052334774088220175,0.06197738143429608
FGF7,0.05864600038143393,0.04232894205446283,,-0.03792272222440274,0.0009436754500504475,-0.03560579738180516,0.13573581908228002,0.006134658598034144,0.00015430939142707642,-0.0179506807193992,0.12420961491087239,0.02926044598890502,-0.04496122426723701,-0.05524044996319932,0.017662427985283523,0.014191912826479096,0.029110377780996538,0.05196757224739043,0.05714641390095789,0.03427588995636095
HBEGF,-0.023558460146972406,-0.03698590023250078,0.06226006667110547,-0.005439641669653425,-0.012123564891831563,0.03283701019473479,-0.003247865558141857,0.027328611828533713,0.016974441343426926,-0.02086223590034842,0.053980069565100486,0.055695639604161885,0.018039962817633228,0.031981587447127334,0.0065154801420875845,0.0028252714621785384,0.04740581233649664,-0.014617447731258398,0.05719033694992522,0.07405343163830115
CSF3,,-0.04187269494531207,,-0.029613242517077257,0.01601973813142249,,-0.0222223525582521,,,,,,,,-0.0427363499209188,,0.012021952783201024,0.014288151360918855,0.03699775493399205,
PI3,,0.01611806122846296,-0.030154773737963915,-0.025494913394019457,-0.015034210545712788,,-0.025022662283898316,,,,,-0.08456778105221181,,,-0.09534841704574873,0.05254347704471365,0.061299203305840974,-0.048699398670956746,0.08263373130555708,
PCSK1N,-0.042638452676189556,-0.004640594286422286,0.017120403731904682,0.004181747257129871,0.008265343340622093,-0.02615362213904729,-0.12865012396195977,0.047483362497004085,-0.038740576854982216,0.017673382532573438,-0.012051086821234881,-0.04033513132436677,-0.08106185726141286,0.03551269281004283,-0.025640947134836903,0.03252269636102892,0.011841354552946066,0.06752638791973013,-0.029076638227306082,0.08019978364781588
NTS,,,,,-0.01858138558564383,-0.015165400665259735,0.0565223166056921,-0.0038873394382772718,0.013026269797548827,,,,,,-0.04325921096109581,,-0.02322308560424246,-0.00811206981245556,,
SFRP1,-0.0049573030665332335,0.02470056712154619,-0.009490122358446708,0.016791854730143805,0.002847022048373401,0.006857539163526602,0.10500108963518627,0.06729373578757988,-0.0179772619639077,-0.03360492342416478,-0.011532567773212401,0.0790160529468195,0.02055757404193888,0.05994746295040862,0.04845028118602341,0.04081538058783909,-0.00019214121088655773,-0.013230225154120133,-0.01800141039698145,-0.08194976647350052
CXCL13,,,,,-0.025586768714182556,,,,,,,,,,-0.0104158177607876,,0.048250316313661855,,0.11184733168225777,
MICA,-0.017037507752850498,-0.008883613235184544,0.07423542940377159,-0.012585390257423792,0.057059100870258096,0.10761802750862902,0.02630050151887049,-0.01890846965171437,-0.012772255820374471,-0.0009103599412248771,0.02933413252904775,0.036238461797763716,-0.03005832791838704,0.06993616743890865,-0.004583453242211053,0.027369218379198267,-0.02047731064017296,0.009444253759947108,0.07963899737790073,-0.054263830566275505
TG,-0.019670771786913715,-0.03337922124686442,-0.029407360536150725,0.030710820633579997,0.056587657245226006,-0.017504870168643903,0.05780818403353725,-0.004707134227593574,-0.013010066283820312,0.014179572127184901,-0.02991389785497045,0.0026544910610387207,0.18039289116033655,0.18849760920964007,0.04493164086069865,,-0.007334230184681804,0.02346417791684289,-0.02564323436589132,
ADA,-0.005893667498728648,-0.04936241519078533,0.012066788089354281,-0.016489635701463615,0.0391704955787157,0.04693533815742325,0.10471533446901862,0.08982436459444627,0.08657587511635811,0.044206265382504585,0.08409567584771706,0.06653150667223884,0.09127419052171393,-0.03181227396346902,0.07004652765721328,0.028851240979127158,0.04952928454851534,0.06238464037992909,0.060919107406848645,-0.025146386611963875
LAMC3,-0.03266333149382059,-0.0068468797563641685,0.045789898660734,0.030677550775924295,0.013354381315476971,0.0022119726084543615,0.06890371502734745,0.034542429049008436,0.020387654574886078,-0.021440224824465635,0.06775418350954238,0.01889207602817499,0.08106629657796222,0.008604583816083722,0.029566792501725666,-0.005805254841517122,0.006584463481508351,-0.007459319040559351,0.012335947460487544,-0.0499708015605023
CCL7,,,-0.018232143351801035,-0.021434051538283483,-0.0005700792443794952,,,,,,,,,,-0.027791889834876328,,,-0.002005225809601398,-0.02095696723418109,
NGF,,-0.02412404985209313,-0.03130368474346344,-0.04322363727812529,0.007316097854588431,-0.01670434124506407,,,,,,,-0.016735265077892324,-0.013706275722306413,-0.004463172294323575,,0.06416688722819248,0.010908504318244562,0.03672074383486108,
TNFSF15,,0.10383917911600306,,-0.023867864713910517,0.05123481756905246,-0.0014128890679981217,,,,,0.08309995045321872,,0.01109539422542358,0.05351557177033407,0.07248254607171306,,0.0038556425744496327,0.008791143626254895,-0.016392173764642286,
HMGB1,0.014564814080128968,0.09823045257097687,-0.004331289223800232,0.024703335478999923,0.029870393053490502,0.008325824462438602,0.14937059224196636,0.007378263636235152,0.034524050676056454,-0.06725773746703619,-0.005572537624653291,0.09403522751551899,-0.019495495580203,0.009697174181607704,-0.058954446041692976,-0.08124009864218633,0.035600089332933633,0.004405128465765485,-0.009031024759112596,-0.10399331012096714
ITGB3BP,0.00016718995975961276,0.04683745254715564,0.0037807517377920017,0.030516296252757657,-0.0007011160456719952,-0.03217847954822565,0.054462919339751295,0.02591847795760828,-0.00187386453233202,0.1000233652101195,-0.02609335022526627,0.1395582212993804,0.036190094522999976,0.006400759812799785,0.029881518635145272,-0.04754438621749053,0.007657537734769601,0.054025619728260144,-0.00046077275476206695,0.013215797262104418
AANAT,,0.009044819985140675,-0.013241301640810563,0.005472585620862396,-0.006341836537092134,,0.07640957809388003,-0.025248145414058017,-0.014996911801438834,-0.014981719347679879,,-0.0014824972703783945,,-0.009666105383008812,-0.024381329281759477,0.08723415441959606,,0.029841051014984476,0.061733105278149424,
RELN,0.15820429008351322,0.06007494279011367,-0.05126242980960486,0.033801859315242676,-0.011456889622823962,-0.013631083424474498,-0.043831520640944276,-0.01972097940234819,-0.0026681125497156123,-0.030191429101083214,,,-0.030675614913801816,,,0.1397192170886693,-0.02143389566500589,,0.031403243040713825,0.0771564272226804
IL15,-0.0454531543100207,-0.028100455314872246,0.0701074686652666,0.019404156890231155,0.005996364430663489,0.03794535583411586,0.011011211898729873,0.022195192253690356,0.03255233269020055,-0.02529265760369305,0.020082343892051567,0.06305525596399326,0.055760725835056146,-0.039436734073784264,0.04941040666593918,0.02328195489304047,-0.023812011509842825,0.060728073490187676,0.046686666371970935,
UTS2,,,,,,,0.1298439376215054,,,,0.020020939311249257,-0.04755481378775364,,,-0.020762486294107887,,,,,
BSG,0.0003909604986884168,0.01765264540036743,0.030197099087791175,0.0009433677403654725,-0.015173077733081285,-0.01064360068826146,-0.022125871738820843,0.022026239491788658,-0.050284152171892506,-0.018101751599314615,0.09442128197954201,-0.09052487528204865,0.105207525301108,0.06750420112799008,0.008786800470325887,0.027559970373205227,-0.0014029716149184003,0.110258880183678,-0.04832506499589691,0.08222944872181148
ADAMTS3,0.040032945153536004,0.023496156678317,0.02724841559457908,-0.00039696290010076015,0.04178249892288558,-0.02324637281890665,0.11166296332257239,0.03421850202821846,-0.042346185267727154,0.034305033259907136,0.1782439100198079,0.11779436597301134,,-0.018585625251821548,0.007490266547754461,0.04106091561423384,0.013898112012640473,0.13505719087079013,0.019032211640789106,
CD34,0.04492103338253865,-0.04459181389791201,0.06269167054015992,-0.030304699527500943,0.042448245429942334,0.010618424692382715,0.049268582427738294,-0.07131790299773869,-0.028058814782955594,0.017490966661938577,0.1250689816779173,0.024152623067845526,-0.020708089892694632,0.0716151417921948,0.0789781408318077,0.012362831019811518,0.02048182770483214,0.015974291138948365,0.03685990247729922,-0.05023134795585799
CCL23,,,,,,,0.07803627879856379,,,,-0.026018184130465024,,,,,,,,,
PLAT,0.017736250345128084,0.02950384394359899,0.04261542355379393,0.06492505659517445,0.03830134553451817,0.07345828813537852,0.09620948392792204,0.03298787433072436,0.01959045343925955,-0.011460981123458728,0.05085769917819124,0.03282049855384436,0.06703258591214148,0.09719153717782773,0.07224311985029992,0.018747392908179557,7.496541373149439e-05,0.058198917688118613,-0.008984594194866016,0.10761451224327637
NTF3,,,,,,,,,-0.0007239413311952913,,,,,,0.009682498634434888,,-0.02791298488416172,,,
LTA,,,,0.025305910783007313,,,,-0.01482908855312488,,-0.01173186908446812,,,,,,,,0.005613049805625912,,
CKLF,-0.06252701497514307,0.027074292354345386,0.002301617209965181,-0.0033544941072264313,0.0006699122644784424,0.021378927595104603,0.1199776299251563,0.001556723137094048,-0.03311952579294839,0.018126005835416927,-0.0013455129419181998,0.007115419799852535,0.092214616831533,0.12952497538634786,0.06460448701948533,0.025369672199868357,0.032784129776496085,0.034364953930276367,-0.005309791140364502,-0.03718129049244183
CD24,0.009071268614384074,0.042099586937698164,0.01823365167073228,0.018985324254702042,-0.0016773279217873137,0.03256369289762776,0.029684041196902884,-0.07699713638232403,0.0591167619067362,0.04020535595068576,0.04338289262258699,0.17302792727285354,-0.1420738626984567,0.0005459966980379327,0.028338844663491448,0.09275040691460425,-0.007185393214146901,0.03247809608730062,0.059824719653227026,-0.05195282435921414
HSP90AA1,-0.017731487742314006,0.03253717178458027,0.038606868804118705,-0.062473255621514935,0.03091629195391225,0.002956944036099612,-0.09221898943982398,0.023609356294685045,0.003963149508758207,-0.015190703425735988,0.004251930979073826,-0.10810321400125518,-0.08187468123140455,-0.0061679297763489425,-0.1529581016213177,-0.045036102401558115,0.004850320202026667,-0.004952144853628915,0.02292874851118993,0.020937815212387807
BMP4,-0.020244079880605705,0.06571209006604972,0.027927628526772563,0.0007705511339462625,0.009012891928699673,0.034300581075680694,0.041272540435420633,0.014286626107404212,0.018673590319917423,-0.021551959276339273,0.05218034913175791,0.1121963402211161,-0.016956506012514423,0.04168708470190055,0.007595738514946523,0.07122141259391364,-0.048199478192704426,0.05670504490331239,0.05698545085108341,
SCGB3A1,,,-0.01823214152861106,,-0.02695152067744279,-0.018423175442988483,,,-0.012650041784650937,-0.017648884173035343,-0.03210852941936573,-0.0023192210232773933,-0.02105859469953981,,-0.02162777203602371,,0.04609721373121589,0.026192913460445975,0.033319063092301565,
IGFBP4,0.04696495095695476,-0.012953545712888776,0.08454550086293873,-0.004075572205862492,0.024072347274605246,0.011017186161179068,0.0629218964099147,0.05654407764947867,-0.04451032632268227,0.008792043377870418,0.05281336651990149,-0.03487577968203393,0.002275670728030183,0.08690052003319026,0.009217201950345357,0.04826023200936393,0.005163334717137561,-0.014018036864825308,-0.016504476016514415,-0.05651038096765906
RSPO4,,-0.02947000018299067,,-0.042049878894731905,0.05319931251399789,,,0.051883065533033706,-0.012650039934296163,0.0038628058278403384,,,0.054404071688161845,,,,-0.024817258829867964,-0.037689611753884286,0.07100516547591328,
LEFTY2,0.051452933662806545,-0.023310912981259146,0.11093812050059561,0.06652937158007559,0.028426663318707877,0.0009054361949532957,0.06428603932867365,0.022856460935097685,-0.01387092350134345,-0.008713367040414897,-0.050645579606275276,0.16543636755583357,,0.04890536390563102,-0.023592167286818705,0.01152889857544364,0.03600030117455837,-0.032381913442850574,0.055318316231207205,
PF4,,,-0.01891292014912483,0.0628838329435095,,,,,,,,,,,,,,-0.017578694399830133,-0.03220514327849603,
ANGPTL2,0.05142622519078651,0.0030119851403227482,0.03356082469723328,0.04641735973911673,-0.009912057015150737,0.05191932952587648,0.09854196484035761,-0.005806708045091316,0.03280006110703977,0.0352332428502085,0.03606895463944588,0.02882285079608223,-0.006791113836325612,0.03633159087184211,0.07553108954056514,0.024431984481448746,-0.02214818831346899,0.03624178765071153,0.01806990139164373,-0.06463413827945098
LRIG2,-0.04673451790848432,0.10567401917909292,0.007154970050351736,-0.018868757712100132,-0.006675007175697392,-0.034023044057795014,0.023829652335952863,-0.02266480419466502,0.01669095216965432,0.05094037915054692,-0.013430718880541322,-0.014714388024203058,0.006457122780004011,-0.01151156119843209,0.042036665397848026,-0.015259115442418971,-0.01869454150178436,0.05414513251247293,0.07441325511346453,0.01789484489111275
ICOSLG,0.006681065296851717,0.02115126115295361,-0.005632204741570109,-0.047451267770291475,0.023830062013864763,0.06923830424888856,0.016030881859318905,-0.006157530908711252,-0.02400741350277615,0.023754987906834793,-0.054176901957937236,-0.06980353375907303,-0.05244895025674678,0.04443290127488355,0.059796631505396096,0.08187695286883735,0.12626192606746175,0.05530500637094293,0.07475526595698909,-0.04717845472150471
WIF1,,-0.06858140042826515,-0.034030729989658885,,0.03471611829107726,-0.024164868695805017,-0.0837597343923567,-0.009046424965958092,0.03650600954111014,0.01720781746935379,,,,,,,-0.006890808953330137,,0.024487134579638713,0.09885658780000352
NPPC,0.021781212956481028,-0.0030436246952315347,0.008312465679019708,-0.029009533443391917,0.03921850957540679,0.03488948438957351,0.02506412516552848,-0.018472424161053595,-0.01758045977523225,0.05773581457434457,-0.02298795863694197,-0.04479263542385092,-0.03477834739507006,-0.03772065791364187,0.001921483725911018,0.14112479124805188,0.05327413064023866,,0.0069810758883816475,0.08701912983304977
LYZ,-0.05006711332254393,-0.03374373282929409,0.03392215537135347,-0.030009942799100037,-0.07119614198085347,0.030839459297841734,0.05608527961984504,0.004850780028007592,-0.015189788799409333,0.03249209173682931,0.08466219370835311,-0.07290828684189014,-0.03544989393761992,0.05404957408009794,0.01487594170613557,0.04980469033288711,-0.01638228862622149,-0.04385851694154122,-0.06126836963973307,-0.07094705073182281
EREG,,,,,-0.04377413601895188,,,,,,,,,,0.05562472754434323,,-0.018560161532390766,-0.01946403216220044,-0.03707766013299473,
SPTAN1,0.03483230787047858,0.029285204665215475,0.037836819571723475,0.0037111295705012557,0.03452374735614452,-0.013205043375852743,-0.050845115363546696,-0.022373460913922952,-0.012932826839293891,0.02789203935413213,0.06476363692805058,0.007588535240645754,0.017740043825086885,0.048550015466162506,0.012379237295294273,0.07215680949840234,0.006344401816350789,0.02691183856504518,0.0034363509411944985,0.0713413256163247
PTH2,,,,,,,,,,,,,,,,,-0.020555559147690014,,,
LIPC,-0.006861484873183422,0.08010680360766201,-0.023154385425088648,-0.033606708266171036,0.02170395621606434,0.07846164510338689,0.001665855392994418,-0.014701088304572093,,0.01303972648466755,-0.02437637699230026,-0.053608353692756155,0.04108542362096137,0.027623646307956683,,-0.04294357384083154,,-0.021554797843423186,-0.028531016056114508,
COL8A1,-0.03355588434230692,-0.014522503730914816,0.06854366815297781,-0.016982934647002176,-0.004250927664094748,0.009320698346066143,0.06067433089574659,0.04638185589072173,0.034552422430074455,0.01901348752274449,0.075638800625799,0.08981361767902438,-0.024317539942578337,0.07429098198801068,0.11966355633956484,0.06137799550279122,0.02050998690300129,0.012299274040276009,0.022559880732506966,
GSTM2,0.05215837571611037,0.018529544604460664,0.05039107341122996,0.019223274370375444,0.05595495846920552,-0.012204512113513689,0.031077873416840186,0.021780487390445608,0.08437543724769228,0.01955941497051134,-0.0478614413887519,-0.010675877915316994,-0.08478231639867174,0.049768746902596264,0.049801341869943366,-0.04424266472614112,0.048342727415283324,0.0648723775950669,0.03080415758580332,
IL4,,,,,,,,,,,,-0.05124446985066485,,,,,,,,
SPX,-0.007519210378685636,-0.036557662067386296,0.047990118856213286,-0.006407342335025455,0.07217200837089374,-0.05051554647207695,-0.05808065046029094,-0.047953900199221425,-0.04143551217653366,-0.03263107981896975,-0.030474948892105457,,,0.028617702819904868,-0.02802106354837294,-0.03348763328104898,0.004049895866478723,0.039054486524624336,0.04430005629504712,-0.021553772282506652
MFGE8,-0.009742590852703004,-0.054488866531357996,0.06915134711449203,0.03905586656094921,0.05813492774789708,0.017286126893812346,0.04403592998937976,0.014029738486683442,-0.0030861956776516387,0.03523461695082795,0.08184831022177727,-0.05580041777520343,-0.009016324004836972,0.02189554468190062,0.025399105495832006,0.09987100992855354,-0.011708953381390245,0.047913920554743715,-0.0028616888753156934,0.06062511551907085
TGFA,0.039728291203888946,0.04789360734855919,0.017838434964303852,-0.02405278109380589,-0.04711121425040626,0.0771815415228246,0.004651936250899761,-0.004441092119833404,0.03509586085078752,0.03480498493175067,0.18744151360407058,0.031341046871779764,-0.01406162238090632,0.05926736928879562,0.013038321843982245,-0.021377441253940734,-0.0052945274767628205,0.074595495852466,0.0029344546412263073,-0.06063377755141854
SLIT2,0.14156130684044538,-0.04075342419400527,0.053221929593556296,0.06531530597553419,0.011265832660482852,0.020003323449484686,-0.002187182801331887,-0.02472945331809557,-0.017668603124274193,0.0009119498116504907,0.07763312670841453,0.004069384334300036,0.012607578101691557,-0.04265872818611668,0.10800555800163161,-0.0520156195932329,-0.016620611538002657,0.04841577309332298,0.007366730367499216,0.10715707976893635
PLTP,-0.04747310066909388,0.021451762133704737,-0.020884033107212815,-0.0041004521834161894,0.027186165621131745,-0.0030585020336560314,0.0663486730838075,-0.023201323039164418,0.03178115955666044,0.012300591488798087,0.089123633581324,-0.16667428518401145,-0.16480720633422932,-0.07240433752702487,0.0006377981667213883,0.04315190461226341,0.05870581585612013,0.013979602649519404,-0.031117828850067066,-0.018906192640268063
APOD,-0.005974644276064768,0.017047537492650578,-0.01401398912450365,0.060203749734196337,-0.028984665598342788,0.012558788606617693,0.09418205087812599,-0.02192284588167834,-0.040447785889251534,0.0009261853531082402,-0.1315557808230121,-0.026613306008365714,0.026405205405791405,-0.049856117980593896,0.13931568136678174,-0.08009274021037197,0.025629448611705415,-0.10293002294764109,-0.07895169964241343,-0.06487688111061518
B2M,0.026523111297446746,0.06768793554866251,0.08598481635557731,-0.011699017170871854,0.00993448713122021,0.04883623977622515,0.09351352007536771,-0.08587573387579907,0.012143335463398795,0.06042653010954031,0.02377254111787997,-0.0011457771876248184,0.17043388374541746,0.05845367818067112,0.08836596665009182,0.009307325284198118,0.05536828896534153,-0.0584640823660602,-0.051720742460148496,-0.14820939104332234
OMG,-0.005197176422530535,0.07475368955229827,-0.01284324000112033,0.02278670114242886,0.01587577028095686,0.0016665087601770788,-0.008966537432186433,-0.008986080455618372,-0.02115894596386039,0.0014777602458374973,-0.0750412160723071,0.048910824399504026,0.04804575604747216,0.004788379499945232,0.05273918580117524,-0.04654363768202488,-0.03790922163357352,0.09787165380410216,-0.021753770064515197,-0.06263920586867604
CXCL3,-0.01584093490860444,-0.009242676928179887,-0.046704886901917965,-0.060336837971193116,-0.010504384915265015,,-0.02631834131666391,-0.0007929921499188372,-0.013532868806154051,0.057096329785458026,-0.023691396669418673,-0.04125635935203327,,,-0.01715117094960815,0.011806407084008866,0.04691790389876493,0.012488234727791047,0.07162464229501352,
CXCL10,-0.0014382362715669103,0.08184191935387182,0.01149422295142439,0.0019431363579031512,0.058441216645199225,-0.019727414650185578,0.05381573873155454,0.023427211412404673,-0.020557418210231784,-0.0042547354698320855,-0.05982309355232494,-0.05595805784134618,-0.03577267033735067,0.009985091412342608,-0.02869869160916099,-0.03498601547768137,0.06859364835529044,0.014029269604562784,-0.015014962741801212,
RSPO3,,,-0.0247660476897269,0.03264065066482005,0.05533495322574659,-0.047905553867287246,-0.032915221163870245,0.06317583685420337,-0.014309557785374084,-0.01903463312832862,,,,,0.02398226396292416,,-0.039879245019207324,-0.025602300194755703,0.04935736904105612,0.01674292696481502
CORT,-0.01967077590316412,-0.03304106247850471,-0.009349930826659655,-0.03597007770040261,-0.006282051843176826,-0.033204489747294834,-0.022760428169523658,0.013912582745481962,-0.04446238904345811,0.015423161502297413,,,,,-0.03169010918120562,,-0.0038457586595648497,,,0.04986622585271061
NCAN,0.05370308606529786,0.09106563307698287,0.05332691151954831,0.017109839543920702,0.01603786181100751,0.06456732701647357,0.11891302021880484,0.07189186475872915,0.040644766837220264,-0.0014989434313732349,-0.08548471119516562,0.06217876005816686,0.12551284766819643,0.08367220489735995,0.053814748398081765,0.002683889263313888,-0.02506570363182761,0.07061297417919257,0.005898893911024676,-0.04905331266758096
PRG4,,-0.04509329256482704,0.023190566080719396,-0.02143405487846224,-0.005017319954288163,,-0.013958817170948422,-0.030079719612197155,,0.03854441821264534,,,,,0.027244127265048802,,-0.02966779057490935,0.0036853930976765157,0.067417045697042,
