,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CEACAM1,,0.07572961679841324,0.04057249709357816,,-0.05411168558762161,-0.030455126831848475,,-0.012725560734033426,-0.024622094567169784,,,,,,0.05323026523625423,-0.03871606643678301,0.10166405861920416,-0.014620924569094263,0.0972574991070664,0.06023688703638402,,0.042791599880144734,
PDAP1,-0.014995306540594744,0.0010993822830781671,0.02313882689921893,0.02650602638779933,0.0396996692599714,-0.13190543700329904,-0.022279645411102996,0.12749633776222988,0.04141041847105635,-0.037646863250592154,0.0077332638249619735,0.09684904202100189,-0.0001814296506135299,-0.012261346380527779,0.030096182067319663,-0.0793729358286469,-0.04577950586426848,-0.11073771525384009,0.07270742241807049,0.00251680155638426,0.026949476319150692,0.02532741751728391,-0.11645237931735727
QDPR,0.13698712690481166,0.030023663867009328,0.07575142736286056,0.06201862176945467,0.019636568021899392,0.15442306272993706,-0.044396071078194176,-0.10094332892931132,0.0007787128696746811,-0.017125420948338597,-0.10266976190870285,0.04681854289161188,0.028820971618559864,-0.016528892356505915,0.03847392156857609,0.04660005591871316,0.11120536703230392,0.17646904512636474,-0.2402652232608084,0.039196711243060754,0.008349638700177735,0.13668747693081057,0.20932246136789423
POMC,0.14756313476682997,0.040737598031989,-0.021421404630910947,,-0.013921957166860115,0.14805734393851178,-0.02833830001964991,0.016466135085093498,0.007786181659887516,-0.010049455928805833,0.00973903228844791,0.03048930541760675,0.06597373763250032,0.05792992374237343,0.024005334232522827,-0.04344190219380139,0.0523219557203851,0.05124188973901828,0.004530288230485669,0.01284221552681984,,0.032625018553532996,-0.002246801593263498
CCL18,-0.1062298598028441,-0.00749387252379056,,,,,,,,,-0.02613593118928302,0.07511244435501596,,,-0.010787438461500475,,-0.047674880356025184,-0.09886779465498893,,-0.018884469579210666,,,
CCL17,,,,,0.009340372567980195,,,,0.008799900831989631,0.003322036604531259,,,0.15300623596282867,,,,-0.045939304757396666,-0.04503940146822819,0.03178372900500059,,,-0.021303173431790667,
VEGFD,-0.01220374458557237,0.07669128317141813,-0.01726765295281577,,0.005962881089739448,-0.03885146682383325,,0.10523327195709638,-0.012893532779492211,-0.010266379401097071,0.030829413941810272,0.13469512195827274,0.04899300768530082,,-0.05866652012483902,-0.052633643903592986,,-0.030796251866664324,0.07241508015255332,,,,
TNFSF13,,0.03486053725093563,,,0.05583301564239278,,0.028455452967012993,,,,,,,,,,0.07942941099808354,0.008110970861684193,0.08826318223949274,-0.04475836145156538,,0.015136205993207785,0.08581790128163219
WNT5A,-0.06308439500298002,0.03062057140957537,0.008067563879573164,-0.02071708689423606,0.035734839680306364,-0.1384437670398035,-0.030368437835473678,0.11577470115631744,0.11088413378861713,-0.027071261558041113,0.013235070680584611,0.10132317901362226,0.060540038769804044,0.04341265228772348,-0.04442311701565333,-0.04775018581292263,0.014515799815018198,0.025773842161139288,0.10752187250843775,0.020846497723273825,0.09281469765122032,-0.05680753931321985,-0.14349382544814102
CXCL8,-0.3628470029952291,-0.007921578664093378,-0.016168406738585335,-0.04830556927377716,-0.09262954438594456,-0.07789667358134235,-0.01816517828805175,0.021040507309022658,-0.11088410945916356,0.05968425024215284,-0.04654422270840572,0.08455276795996784,-0.07071181355021097,,-0.03134496564563409,0.04996237254711014,-0.20112081356214115,-0.3340807443260161,0.025337368628028913,-0.12956394359869172,-0.09216331007329458,-0.050515851688126584,-0.15255240044343996
GRN,-0.008478964133793529,-0.040463218904220645,-0.06348965026205985,0.09542996110509663,0.013144028541292228,-0.06262370335081896,-0.05786471462898899,0.1073444587846167,0.05532764949502685,-0.017509922299550403,-0.04578747140231011,-0.020546892333236373,0.007666954573493332,0.044921499690193684,-0.026353100102954607,0.11922076068503748,-0.03378195356144599,-0.045361342849602054,0.21378883756126577,-0.10563287435597284,0.16372457052273523,-0.21578409622476488,-0.026461119077024177
MIA,-0.01423964895827557,0.020169857114918262,-0.015356642960508524,0.0009387850579280809,0.015583935323668799,-0.078125119333101,-0.04794172502651105,0.0646439187966614,0.008868441753788809,-0.0028947809663468593,,0.05187527142689316,0.036457026061784525,-0.011080816207002315,-0.032622765536659076,0.008458818809359586,0.15920793852664816,0.16439150412395284,0.10188527209173429,-0.30531549419383314,,0.18806782722512438,-0.07813471247248865
COL4A4,0.0485793832387779,0.0203915889843582,-0.025825299536687808,0.005890057881629939,0.07020630861826074,-0.1155276337948457,-0.025226531005540342,0.006498885133862377,0.07462169042567102,0.008952577441217937,,,-0.008307555698826114,,,-0.04121317975567705,0.11862470090422494,0.09277928278127263,0.02850255555608258,-0.0004121286137691247,,-0.008171665045326924,0.02977014557913745
TAC1,0.1481450978337699,-0.04411275689935772,0.039793666249299746,0.10927670537884124,0.046230043610056504,0.2723568836956022,0.06034419743913712,-0.08230883482664844,0.03924725017753018,0.027884559631476874,0.09061016339893438,,0.006432018135122724,,,,,,,0.0779643096143104,0.012126375639041818,-0.055805395715948926,0.09081547589454989
RARRES2,0.11247624800663086,-0.037888989977627366,-0.03638041920435328,-0.05618534321696287,0.09783669813560278,-0.1524776116736363,-0.03009762117826,0.12222486198220399,-0.15834483419710524,0.044291225283598766,-0.05085762798209518,0.2961727686551225,0.05685299731723513,-0.09770161105130196,0.047147707239450436,0.007263196166233495,-0.135587911674983,-0.1547277226823909,-0.05653986075671206,-0.10860523325346352,-0.042042282293856065,0.05930204406011589,-0.08700514256772707
FGF7,-0.0017659732765386018,,-0.01948973928325289,-0.047583448725134994,0.004856902662616896,0.10487034515763505,-0.018471263726930632,0.10366422922040863,-0.015462802054645645,0.0013917384763268853,-0.047420843840649506,0.17088429902335112,0.0641374818739122,0.11656085407457291,-0.001946811836921848,0.047461740063488723,0.06827868679072718,0.05570302412162364,0.02135380539311571,0.03623305035861412,0.06258977265159543,0.10218247091714837,0.009616179458993585
EFNA2,,,,,,,,,,,,,,,,,,0.08147584851432395,,,,,
HBEGF,0.03726965161096141,-0.034402955648390375,0.014785791389334566,-0.004497880977419008,-0.06686888666830959,-0.1032558949300123,-0.06005932727285331,0.05018093781495892,-0.07047800945318242,-0.015484878449495748,-0.05092810817807321,0.06292801816577115,0.038106008025035644,0.04131367103864701,-0.051166556594377285,0.040352078698454995,0.03875788650911111,-0.046387517672235604,-0.0013481727919239341,-0.11889143107445854,-0.07844875287356737,-0.221858321044033,-0.19135127750658565
CSF3,-0.1274681490938565,,,-0.037573437952682656,-0.06615988006599943,-0.04414643352242658,,-0.042461989047889795,,,,0.040337125744523465,,,,,-0.15637063632103368,-0.18254764016110725,,-0.08582014607996218,0.11493777238831615,0.025421630909358364,-0.11866057594828609
PI3,-0.12299580740959255,-0.039638056854879596,,-0.05461850980613148,-0.04610988175919104,-0.012662382659588843,,-0.031009363202444355,,,,,,,0.05580453373764359,,-0.29093057732457067,-0.3818486886869469,0.10419568724594415,-0.25474754422735135,,-0.09710466023506908,-0.1968268669070544
PCSK1N,0.3358883615465027,0.08523426720936303,0.07246842126790914,0.06306822228041394,0.12850820999880974,0.04134859740887319,0.029203993228807797,-0.01713899324016752,0.058032064330919224,0.07467581798135291,0.13962923370878294,0.020757641378769887,0.05110371467600787,0.09998104977563695,0.0037492106179602006,-0.11569800280342202,0.09968832470956886,0.09654199894647736,0.05172822331395096,0.013107223050068928,-0.0869890303744357,0.20323613896278567,0.15061464705041677
NTS,,,,,,-0.07539095633263689,0.021946580719529186,-0.007953601934277826,-0.11050505430395857,-0.015733293928205192,-0.018390039835753075,,,,,,0.033837452683373064,0.05684993417573536,,0.20339655478567403,,0.10138073714194043,
SFRP1,0.07422259041638825,0.05629036400760359,-0.044441480250975864,,0.028247806154035653,0.10388507578303974,0.030033501954446727,0.019845227730154506,-0.09018504609667187,-0.027314819919131855,-0.000380195115088114,-0.03352314541970267,0.024415745959570606,0.018069796506564734,0.004309647525393744,0.03877272495855477,0.0399096300644134,0.10538968795336809,-0.00282630206475326,0.1899886431410567,0.02505986628647849,-0.0094355911701003,-0.017049822713480614
CXCL13,,,0.016801624079189607,-0.027282761747740303,,0.01586706927063347,,,,,,0.045806298945392676,,,,,0.0037401530061425547,-0.1254023813525159,,-0.061173699823605876,,,-0.03853464413080978
MICA,-0.06975839166309977,-0.052389890916205197,-0.027095811297943567,0.07397235910526556,-0.04536626141613445,-0.03848365987270726,-0.04071038411532634,0.09555549310355499,-0.06962782965801934,0.03524166705249221,0.043831060306403054,0.0911553539518627,0.010110966807678319,0.06697981959648407,-0.01946950005484139,0.040472215076779096,0.02455199700952909,0.10990036217845146,0.1587186552828927,0.05719188032096698,0.02126343491178468,-0.020714109471016817,0.03157840647072943
TG,-0.028180516213914146,0.0337796388189694,-0.016393590150347106,,-0.006459063690399392,-0.039527065011797514,-0.014378245155277745,-0.0427472188638777,-0.021165425883817524,0.024336722891165414,,0.07115698671767598,0.06507031547241315,0.04098241527040203,0.04041004261161497,0.02492487237208157,0.10074626019591028,-0.006622236893143634,,0.0422911883964857,,-0.0009033430988837491,0.02170703606709449
ADA,0.0008802630665058068,-0.025593050680097477,-0.03386697456388912,0.017523670635606146,-0.005203158914438007,0.0009644260453657736,-0.02133882761714512,0.08875045472071885,0.14200708640955392,0.015285398817507786,-0.016564312304015023,0.109077305592013,0.0622696136512779,0.06065210580185443,0.08013704138638188,-0.028587282535680165,0.10753673997363021,0.10225860547570007,0.03969968108947965,0.08075655304424526,0.06618585916435056,-0.05010750733274156,-0.0410939615637291
LAMC3,0.08794517681477174,-0.024363423964471307,0.00725876580600903,0.056864885198458226,-0.03336575266471465,0.04484478873295976,-0.018851436503833377,0.07807373842654192,0.0603159802509082,-0.018752364745372552,-0.009018238282199113,-0.0373135146633911,0.07831424669202904,0.07717653350427876,0.014478363938920566,0.027616395387021077,0.12377873053248492,0.13710829089805937,0.16422483454735995,0.06009819669502317,0.10980324780742794,-0.10112451232591943,-0.08368244289667542
CCL7,,-0.023965914685513453,,,-0.035117731340562446,0.0010788678459906817,,,,,,,,,,,-0.022910277110132903,,,,,-0.04683471257436625,-0.14662527164726366
NGF,0.006690182854314634,-0.03199879904399345,,,-0.017523995891674655,-0.022609926344368203,0.031686848367589324,,,,0.09547528111476764,-0.02551816748351405,,,,0.09289821280479854,0.04318450416127262,0.07807402897534048,,-0.053324354978743785,,-0.05706367511218947,-0.07717255181275942
TNFSF15,0.07428335736551737,,,,0.010248789220078179,0.039649855100569426,-0.02256503244379683,,,,,0.11115174424327093,,0.021772802132073138,,0.18091853523952867,0.01643196236975626,,,0.06025060998607729,,-0.05991145278728894,-0.08935966458407521
HMGB1,0.21948951949264897,0.09338571986184539,0.03523476576613483,-0.002807486835765009,0.08575890856206547,0.03146270121472964,-0.026611918290996583,0.16947736934244342,0.14481486882184635,0.023362123959516524,0.01696135628714688,0.07757461460696188,0.07266416226970357,-0.0384105167301922,-0.026959324593834214,-0.10895745315025439,-0.1589724669963286,-0.09290085735748099,-0.15168258411303986,-0.09600083307439343,0.08413814369045362,0.11979991193217336,-0.02725822802964682
ITGB3BP,-0.1391729489759625,-0.01050003528436269,0.009797933955583853,-0.02711325816981599,0.010238393637223276,0.026819904897610297,-0.04355282036520717,0.15771336561537805,0.027668617326036735,-0.021461480299661165,-0.002123257227202051,0.03851425768650098,0.034401168010480584,-0.05349955620467197,0.024433442724444476,0.09661693903347879,-0.021422819290714937,-0.07115420920895693,0.09617478304922362,-0.04710462938094895,0.09851476339913541,0.037553713845201626,-0.021893923137206034
AANAT,0.03029348060953663,-0.02486234113449223,,,-0.021445571124039962,0.04314531307297197,,0.02688943280632421,-0.060944530821191494,0.06847891200838649,-0.017289353382705427,,0.0021851434666860957,,-0.05995186739610432,,0.023721485001337896,-0.029075536610291015,0.07486107594756325,,,0.011171440062252694,-0.0024530357447364462
RELN,0.04084608785044192,0.1505482145381537,0.007030170001674609,-0.02991824220546334,-0.00019530547033481092,0.054452823808303345,-0.08395493327396308,-0.10031766465691005,0.06659570262162937,0.026126197419221724,0.039392725899768416,,0.043589325174856204,,,0.10243350060820344,,,-0.07358977559056157,0.0418174554596147,0.0694635520060549,,0.11312975770289192
IL15,-0.0610008559703613,-3.664734437479481e-05,-0.020885183044233493,,-0.006839431891452461,-0.043333091546311854,-0.003632688827928592,0.04376591357978445,0.032048118884914864,0.02677149813127739,-0.035429746930203364,0.15251762251078899,-0.01845468609198177,0.023013588260175615,0.014390716065556114,0.022839790490195168,-0.03135097325032845,0.04884940563763913,0.0024722424671768132,-0.0019444735719341246,-0.022880382721336384,0.037191055621660425,-0.09513860973950633
UTS2,,,,,,,,-0.027806062871018843,,,,,,0.03005599753870682,0.008874506933129219,,-0.002947542864722881,,,,,,
BSG,0.03239829941665204,-0.00044325742452404083,-0.017974572700083975,0.0746376685674606,-0.0417419724751644,-0.10442369885902954,0.02278849571852967,0.007597850145074155,0.142726915347523,-0.0017882071868784903,0.1035142505257869,0.16015560432364773,-0.049644048689258466,0.001998222775109001,-0.11410243946994131,0.04029243103187303,-0.12654560747430132,-0.09424871192635037,0.28762102080214447,-0.17167775714886313,0.08003095346586162,-0.05904091380079034,-0.12652637112754925
ADAMTS3,0.05202883437965554,-0.03308453045568314,0.05581950873270833,,0.03150801221367694,0.027242654287277145,-0.022747573615474824,0.11269885503227017,0.05016534310289485,-0.012722881250552482,0.06840360905811936,0.0220830943995421,0.030485059812624875,0.14293548596014397,0.058522213576179906,,0.09757890299503104,0.15020651930736686,0.15092895248026478,0.11624386936964977,-0.041616378640272005,0.09283768617306802,-0.05109394944435386
CD34,0.13531060698674016,0.042879991207885416,-0.024449249324264847,0.0694697729918246,-0.03567735568980709,0.09374906904706985,0.009132948227578756,0.007754321944571136,0.010112159495181976,0.01009501394951278,0.03982631650812526,0.0077566242673640685,0.04960230441688482,0.05654471953920941,0.012307091246577048,0.0595137476810656,0.059229352361329445,0.08000751755328571,0.11986640130892173,-0.007611488559559508,0.10575012505694109,-0.06955691799703217,-0.010347573289328105
CCL23,,,,,,,,0.09085919887176887,,,,,,0.07442033335245296,,,,,,,,,
PLAT,0.1516980992165338,0.07763311789233361,-0.02180171182682616,0.036313725619981224,0.06034614201643622,0.032051124289431764,-0.0730284901373659,0.16607395966493074,0.1476564364115246,0.028107140881092896,-0.03575484329766905,0.09400977692392314,0.08801814586538098,0.04953573043741556,0.021422275344039853,0.011988545151267377,0.1658315040433317,0.25824224194588496,0.2429082430338813,-0.14301933952263768,-0.03156636479238182,-0.09841286472237715,-0.04541021991391873
NTF3,,,,,,,,,,-0.029387532870973603,,-0.051946682889784934,,,,,0.029295236806517088,0.22943680128595537,,0.14157445179941275,,,
LTA,,,-0.012055897725588065,,-0.0299227614125506,,,,-0.06033124192097115,,,,-0.01685337052817801,,,,,,,,,0.05276966968083389,
CKLF,0.14718786947407386,0.023130657962913987,-0.0478849714137294,-0.06597456159220362,0.019842544012859252,-0.08014873478976378,-0.046353877353211864,0.17455581890483224,-0.005838359227925302,0.024342152781322308,-0.056470944824109415,0.06698597961182637,0.029758873754655264,0.009966151814762176,-0.010403197354042697,-0.032058279732614964,0.01509131159481532,0.09623799325482063,-0.026094548825752892,-0.038774145563903094,0.2633989703792118,0.13152469867899866,0.09924934307429094
APELA,,,,,,,,,,,,0.07774498507591665,,,,,,,,,,,
CD24,-0.12655899422337508,-0.028275161802929393,-0.0323646961221878,0.025243157807749363,-0.06528937377452673,-0.025304166507260202,-0.004421771138757833,-0.01638130834855072,-0.1838110041874138,-0.07198810627515849,0.08820132339030463,-0.19354556890881408,0.02996878783238174,0.0693340977692594,-0.03924955837171297,-0.025705167838904128,0.11248609420932741,0.12893362173750925,0.021871787274912576,0.2585843661186227,-0.07743266222298364,0.017615213097764624,-0.09180519330948332
HSP90AA1,0.05666088179868859,0.0019664951975063433,0.03686034363827484,0.017386821576556532,0.12050524874118315,0.20945512774379232,0.006432723919204443,-0.10562553713322938,-0.23043331431173208,-0.027296130266210743,0.1062797947304582,-0.1496520815124654,0.013036011566728666,0.11949644974535877,-0.19047053942640088,-0.03316447499902731,-0.19053510015322583,-0.31509405825530457,-0.024699327845508868,-0.007516354931939723,-0.14378930698328465,-0.04756205189169225,-0.03492097118096163
BMP4,-0.0016184471701936344,0.014921223460251336,-0.012779958305916658,0.05962865007264032,-0.011597801554562701,-0.014932344567656476,0.013408893456502154,0.02100199819438252,0.0022403148120849555,-0.008647123979230547,-0.027576893804942482,-0.021551995026481943,0.06495856277675435,0.04275281606089371,0.11208636490622438,0.055743728391091325,0.06576789639591478,0.05814920021770911,0.17773333273799277,0.07327012266251028,,0.0051641714944316375,0.05088656571530667
SCGB3A1,,0.04845013830944192,,-0.04016228951918729,,0.00770063170860643,-0.017300587793436836,,,0.013007004843824152,-0.0304341003445206,0.07183075289497426,0.07054339302401649,0.03545687918446269,0.10764214392808201,0.1888732110328,0.050446221649980055,0.052270489255613665,,0.0001954485436714972,,-0.08473892137833737,0.09026420716690967
IGFBP4,0.06496360308612956,-0.0014433356920631817,0.0008975071843511997,0.06045665862283036,-0.0675626748896025,-0.0332170586033871,-0.04069384371963804,0.062307550121233554,-0.03103388964528002,0.02594839260728801,-0.05976042473385143,-0.013120873947651011,0.03955488329677524,-0.000337280638834683,-0.042107937685619615,0.02228784442169118,-0.020576075609959513,-0.14817511628387126,0.21867677047653367,-0.24408805300089587,0.05689597615202699,-0.14879323696327282,-0.11137258482840726
RSPO4,0.058081979264180364,,-0.019489735583127124,,-0.07338972551195534,-0.002266267242047062,,,0.014266499657292346,-0.06077644160205184,,,0.0542093305405508,,,0.022619522371445468,,,,0.07145178020671465,,0.040290744945272856,0.04651881055038043
LEFTY2,0.12552002935109927,0.03727960988362127,-0.012203962492385409,0.09248664745988294,0.024322762412936107,0.004100408415253096,0.009688201030221574,0.09365967615063515,0.14372706208278666,0.020705433206027333,-0.018390051944374142,0.0504525683175442,0.09627630535080926,0.06851060801166747,0.10328793150451726,,0.12967122749818905,-0.018180600704740688,0.22489624407716344,0.04649817615430538,0.09382397472098855,0.004033030680371482,-0.0749022473517577
PF4,,-0.01128135570540216,-0.010966477549302144,,0.011834527050196915,,,,,,,,,,,,,-0.01689015617792861,,,,0.0067879247668389585,0.009849722686889753
ANGPTL2,0.07799227053695891,-0.012180493254224621,-0.0060320608505872435,0.053413074581595,-0.041744270817860966,0.01235535259012306,0.011580654160390598,0.10246379971329198,-0.0016839248962179734,-0.06090592019017115,-0.021693045947112567,-0.2289500112766004,-0.01486715500732529,0.0635532059720004,0.13369090237251577,0.03051136366687931,0.1367235300442834,0.27352316227763634,0.029976637172646054,0.025206147551480575,0.03412690231837466,-0.09462812200430547,-0.2148183425503922
LRIG2,0.09664366715498848,0.020029416073913075,-0.022036987903814222,0.038698678709288864,0.0022801368325032455,-0.04752762635915085,-0.10267162859194753,0.06701335728660064,0.09152154070191394,-0.018059946683783787,0.0523999077746761,-0.005474867520731928,0.001482999354713404,-0.042593418716522446,0.00054613482305033,-0.02648125421471506,0.12558142045508625,0.10964547574171998,-0.015416355056780013,-0.03352740207244433,0.07016051628146756,0.0955864968580806,0.032404237498059624
ICOSLG,-0.09356772959852735,-0.009483171555097059,0.01893275836000226,-0.035370839081791026,0.01526864979652824,-0.030517904483448797,-0.030277543353657437,0.0865211821393938,0.012073142678323417,0.04118519940596043,-0.060989009532450754,-0.050436598138793594,0.05092733832138404,-0.04152161391945579,0.026392714296106172,-0.030365155990385303,0.015684169711467,0.1309305547838903,0.09227914836492948,0.009113530325214588,-0.043738822524192554,0.01263601105313174,-0.05271257877491199
WIF1,0.1972297631281462,0.024814737934215625,,-0.010218607604145275,,0.10144477365455154,0.048846908307514654,-0.09741632585085594,-0.0019585128208934694,0.00701903718558256,0.10672128482050082,,0.018782246005163306,,,,,,,0.009281193217009919,-0.0604418501241173,,0.02148397047738994
NPPC,0.026271030926832188,0.02608777455522093,,0.005070725081780095,0.07981401930787847,0.09607141787082969,-0.05473792031804451,-0.061308419492915225,0.03178007405062832,0.0561303761078437,0.1919069234709127,,-0.061732758889459,-0.02177581713652105,-0.13706451587587254,-0.07825431324173497,0.025838616344881164,0.03581957997476696,0.1649286948950768,0.0032927525562057797,-0.04244705863120124,,0.0543692532256168
LYZ,-0.1018882730761931,-0.05345978618808301,-0.12333648695312212,0.028692323836135725,-0.023634128848041207,-0.04399178292431491,-0.030523855799477626,0.012080837594509012,0.039046799139883494,0.08059907963053889,-0.07147105151747944,0.1685932249889528,-0.029087511510296312,0.07148640777214499,-0.03941840960257293,-0.03534711892816255,0.04432421261542238,0.040395101177281685,0.0844356465322449,-0.062086370950940044,0.09760836801608454,-0.09501426869931005,-0.10932772083150125
EREG,,,,0.029127454796582443,,-0.04919808816069815,,,,,-0.018917989172091865,0.03177862889680636,,,,,-0.08502558804522924,-0.060600969468821736,,-0.024069179261302875,,-0.02980067773592578,-0.03774403173120515
SPTAN1,0.32684500654178633,0.10009980173005746,-0.0032218945968114244,0.06472742059337123,0.08755639074955067,0.06272261031998702,0.0138382264890639,-0.005141001413496244,0.010760395088951784,-0.04606518762741543,0.10179929146710258,0.1665982104082131,0.07647431333384905,-0.04954569701549343,0.012274101752044483,0.06902231364061213,0.11213845434818101,0.2826508245921477,0.10596269820485893,0.24754004779223185,-0.07724080561997453,0.24150806031472002,0.2526828783213318
PTH2,,,,,,,,,,,,,,,,,,,,0.007582237332298177,,,
LIPC,0.03354699241122142,-0.03043613770392793,-0.01650513481041437,,-0.00830159230769579,0.031999695483770525,0.04335110630845739,0.05924817144241204,-0.011404179204114814,,-0.03388177380484036,-0.04552392910144331,0.02529895517977395,-0.05820309942223437,0.03834652077810719,0.026210011001719418,,,0.0859097497480176,,,-0.08432261719564293,0.07800994509869304
COL8A1,-0.060674486750414945,-0.05793426556656274,0.06084449719272118,0.030716322971447933,0.001598989791632563,-0.045517471706855446,-0.05113838449395795,0.004537592558862967,0.09481725521540188,-0.016472583010657217,-0.04498362671805665,0.050538892452836416,0.02817008765778819,0.1366215071008133,0.05205399625181953,0.013265184730818023,0.07650039701705734,0.05169722785181588,0.18913285695474724,-0.05053377717952589,0.2018988868463422,-0.18738850195790893,0.016994318684742247
GSTM2,0.03233032310464962,-0.016651033942074355,0.06047363946777816,0.010707696216263704,-0.01776795860146323,-0.02371404162462649,-0.009682987532879621,0.07832055062006328,-0.002470407014724127,0.036055828894532654,-0.030089294849490928,0.13415412681614639,0.0002159027901541929,-0.006708471658878757,-0.037827242992014246,0.04786852459166897,0.054350494035274116,0.0873621287515256,0.008523177318523145,0.06792308389789252,0.04022752955673154,0.08313942009212424,-0.05447883042124725
IL4,,,,,,,,,,,,,,,0.05453587642308014,,,,,,,,
SPX,0.3201186076648894,-0.00524713557711961,-0.0281616675696648,,0.04319259265410062,0.33427415294943374,0.052627754649522525,0.00885430753070219,0.031440847101327725,-0.04723222533839945,0.020256365545017314,,0.04686186114158428,0.0001537204636612384,,,0.02450048295052438,0.007729746774597962,-0.12546760312305175,0.20368575141506393,0.009531359168604757,0.4424394474036206,0.4185573729090482
MFGE8,-0.15269189925772483,-0.04632428830599909,0.06834412358529078,0.009954485696536005,-0.10457625514144059,0.10517025830013033,-0.029233422759035947,0.07327938832230324,0.08926360647818808,-0.013807235615228147,-0.01278797885874631,0.09477962915238379,0.04670673064109656,0.02714265709929861,-0.07343008294090447,-0.0461962581142402,0.013632652375945013,0.007981879483294554,0.23400861594229722,0.004060001984557364,0.038339021382717275,-0.09344433370601658,-0.12831229437115355
TGFA,-0.1808643104860721,0.08938700073317167,-0.043321494300568926,0.04620562713489411,-0.0006036446343494386,-0.14859779450835434,0.019002712518268863,0.03563477526594267,0.045435628338420596,-0.025845924680169878,-0.09022174078481993,0.09267255646695717,-0.022020828880322477,0.01061986011962394,-0.08973766974365298,0.005068339113279725,0.09570680676975142,0.15496939824216513,-0.14270744882138994,-0.0017457783415309486,-0.06112171229819846,0.017715931232416632,-0.08279172616592938
