,UKF243,UKF255,UKF260,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
GSTP1,0.08907374131065192,-0.011337171253574198,-0.07103575139555428,0.00012623280818338474,0.006136954929046026,0.001851943165467934,-0.01296420102651887,0.04440134310256846,-0.08974136294979737,-0.026520761108317564,0.0031586680525150577,-0.022325945446519627
VCAM1,-0.020021285398226108,-0.03923980315516485,0.043256990886278934,0.021079763606261754,-0.021603620151400445,0.010005962354781165,-0.018011893553443025,-0.010041845122215995,-0.021595004222023147,-0.029281345598967466,0.02231858314879153,0.0907363552612427
NXPH3,0.03372733762628005,0.004680929233590942,0.0036483832197820388,0.02671771227011724,-0.030349773351041547,-0.03853257895159026,0.03322094645292972,0.05246583956397806,0.06172743399501563,-0.03449563394094432,-0.03940676096235913,-0.09098564247880046
MTMR4,0.0839151962227604,-0.03323177367955701,0.003050602694759424,0.06338959440578522,-0.005155926692290922,0.021236324544165637,0.004004648109558695,0.07046780420138911,-0.032716580570917364,0.08037382493444489,0.029171418736671784,0.0435258541882367
LAMC2,0.02565949422529068,,,-0.012399692102955457,,-0.02966046634399314,,,0.03598661591788239,,0.06219622136878234,-0.028121223208599205
IL10,0.02289636067070601,0.01777478251088823,0.0432103054226841,-0.02062185288842267,,0.024348712613492262,-0.0044662629497256474,-0.04538103188358874,-0.027943792909864835,0.04135807672958623,-0.0014698995599782961,-0.03842259560508968
SEMA4D,-0.024467548808664696,-0.056368832386632955,0.041616761434041895,0.05799683316980193,0.04157361284753377,0.0854514930792264,0.05308525735348457,0.05236125045168032,-0.06406186097663567,-0.045106440274473115,-0.007316089786215475,0.0368709595280656
TRH,-0.0336866515654666,-0.01860942342400423,-0.017455838276148973,-0.03267518181635867,,,0.0007970768924181511,0.08780013436021351,,,-0.023728299106074154,0.059077153337226976
SEMA6D,0.049629803311646105,-0.07634450113917006,-0.002253538102257349,0.00459909150271494,0.018296390151434378,0.014828218641224196,0.008509769460216822,0.04335185924679622,-0.011325157002317614,-0.027229054515332092,-0.007384812542394822,0.010458014452696425
CEL,,0.15728376134134417,0.009092332243369822,,,,,,0.020555214106990734,0.052258175293871466,-0.00028931618360967685,-0.03004369043548303
PDCD1LG2,-0.014396553610547053,-0.025144320738589878,-0.03881154341152364,-0.029848494479095867,0.010223319168408775,0.0222728013085676,0.03337986656244203,0.03284518609250871,0.04329052785350322,0.01862406814478112,0.04006991284876696,-0.05738338954548716
SPINT1,-0.03707830653749099,-0.02451972811676025,-0.0465599605294095,-0.021541755410422365,0.0003747346318596219,0.06498462590385992,0.025754962174157247,-0.05123846486575082,0.034861215487972594,0.024978347166298695,0.06247198352705792,-0.030272679506876277
CTHRC1,-0.025504298314530858,-0.02186469492989541,0.008621135795860078,-0.03149483746798194,-0.03771165709616009,-0.026457154252754966,-0.0038466640164089134,0.021209776006067414,0.020771572269950595,0.06707061020414526,0.09826199952867469,-0.016982032566947653
PODXL,-0.023678363704438862,-0.11759872479501048,-0.02037023342128958,-0.04035564531677121,0.022010632089000275,0.020083561030757327,-0.00901843532617621,-0.051049618290752365,-0.20925780442163083,0.07179643585758781,0.0817644498349788,0.012500589017251025
JAM3,0.04303948874442229,-0.03001682364272282,0.02687003872015139,-0.036396815726175376,0.05531135847298738,0.013531139988935714,0.0286987264297918,-0.025168728773146905,0.020999827565601682,-0.032105700080773264,-0.02651975685082783,-0.040927435315284276
TGFB2,0.04110923208308439,-0.08654854028125526,0.01839457066804836,0.02548389439620959,-0.016017268416535623,-0.030458714708669263,0.020575900561831402,0.04277346256094771,0.05782379861205236,0.04610842684637154,-0.034681329326442425,0.019487525499892425
COL18A1,0.011694763717929046,-0.14330762332911803,0.045195036917179895,-0.0349900268189341,0.03455674593199472,0.04390301981985049,-0.016937692389976822,-0.12189238318372607,-0.05921712610845745,0.08090430485632333,0.09315360305385853,-0.010709216053370989
NODAL,,,0.06587217696930361,,,,0.013264120945259783,-0.022437306024774107,-0.004009125849716711,0.24988109410632672,-0.032474335166020316,0.005363807940479786
INHBB,0.004951391028146778,0.025091330447691032,0.004975966115144191,0.025447254656909866,0.009882373668669321,0.006731776551806977,-0.004179332610555806,-0.03611632432753372,0.054899576453920886,0.05911124503020638,-0.015469037383095382,0.010098274175393699
LCN1,,,,,,,,-0.031829506723540624,,,0.04618498901913919,-0.0197246388354232
ARF4,-0.01795825242547295,0.07874931224035091,-0.02065807547860571,-0.01046048388593887,0.01580939139420505,-0.024631057503792228,0.011769017519874015,0.05603896550965478,-0.0031643654684951924,0.11270511819912515,0.09378792037613222,0.014171985259675344
CXCL14,0.009556580739139231,0.023346208256619882,0.005962642048946815,0.027650921317014066,-0.030048372252762256,-0.02181124462562214,-0.05182530725079229,0.004103363853665153,-0.04427424156024121,0.1538106299448948,-0.009321077903156503,-0.015731845751951388
LIF,-0.03700942274711871,0.20634171086819172,0.03238879175272185,-0.03454880847238098,-0.017210149775871188,-0.016936597631645792,0.031964762504920835,0.1141247215435316,-0.008295177386790933,0.15902060741598634,0.12235650661534186,0.03400315573491368
IL17B,-0.008372913469655564,0.03690474079952699,,,,0.0773708600438752,,-0.03799095585722623,-0.027071306684735983,,0.10711712011134066,-0.02230141590774052
MMP1,,0.17307778656911466,0.024244755515910432,,,0.002500205656707493,,-0.04271877133925714,,,0.11347129125462548,0.06429783877352593
MATN1,0.003725910816216036,-0.029728502562794905,,-0.009973419530539993,,0.07615223781131793,-0.019014716884426085,,-0.03496369785941539,,-0.01489219319115535,-0.020323504257471602
ADAM28,0.036581882914849505,-0.022264247487913422,0.04389098646566703,0.08433786385115011,0.057656971564396566,0.06205869200185033,0.09227871427154462,0.001666139536491273,-0.03387899996573876,0.07659295332564879,0.016675787636142983,0.03399023233240625
TCN2,-0.0070447490834576265,0.024672080068442345,-0.043153730204088296,-0.006591827366043186,0.002758294648701792,0.023271515145825494,0.01702366600850468,-0.027461765615948545,0.014657395925240508,0.10782340592363149,0.03486098801169525,-0.06078884566200803
