,UKF243,UKF248,UKF260,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk
COL4A4,-0.03951203320526007,0.03516169593421735,0.03841048536733592,-0.015201826028453276,-0.024880518200921672,-0.017024210811030397,-0.012612878453011948,-0.024657407444876104,-0.03272638264511675
TAC1,-0.04948574119334433,0.016841807527852738,0.030054635183587638,-0.035913550100896745,-0.0440934853029759,,,,
RARRES2,0.03983696337112973,-0.05616647393388312,0.03268293822603875,0.026740257126188723,0.05235286526154149,0.044554139996154825,0.06407397054699296,0.03441073475749167,-0.006944465746095032
FGF7,-0.030320860369232143,,0.008225939056135596,0.031123557073376797,-0.014244048357158812,-0.028258636935841307,-0.039233361963581286,-0.005213690249217994,-0.03447262585490235
EFNA2,,,,,,,,-0.014636431661607292,
HBEGF,-0.04132073869009535,-0.032714757386229254,-0.0472870272876274,-0.0008237673575406812,0.004418397047531503,0.07684330834709668,0.04058673426522107,-0.010506017525085343,0.013397248356366161
CSF3,0.022117982625739017,,0.012688091067085187,,,,0.06726962942914214,-0.024388730607444245,
PI3,0.030422893583898266,-0.024350375513274628,-0.038742922945307894,,,,0.03611197172290686,-0.1010991231043219,-0.01805119037837855
PCSK1N,-0.024684188944424142,-0.05097118596455685,0.013050301268130695,0.0053805751751737916,-0.08971876021452044,0.032335283176659395,-0.08697458496733189,0.038607594566949496,-0.025889369404218803
NTS,,,-0.015735635639548863,0.015465727489467356,,,-0.03280977714781187,0.005486686927500607,
SFRP1,-0.0610070668749354,-0.03020432035474644,-0.014408334871657023,0.01277118681051729,-0.00038317259667290616,0.014039171957706471,0.022541367827162668,0.05084338605093199,0.0440634550615475
CXCL13,,,-0.014278843860653798,,,,-0.003477868541890939,0.042480553714975444,
MICA,0.0075479531013730875,0.02533529075299527,0.04102346280159753,0.008556790084216117,0.05818071483666985,0.005410802034505995,0.09678063529782387,0.06455970843533972,0.07236644098489263
TG,0.005833096659341539,0.00454937471494792,0.004319702506821319,-0.014669358795969116,0.01266160628577248,-0.017255636459622165,0.02834998299781597,-0.02196170573103182,
ADA,0.06325141647359389,-0.012070021158715463,0.011853247018595412,0.036285866214895886,0.057738449125500906,-0.03875429919164953,-0.015059500212307118,0.09101816781823638,0.01972177752290478
LAMC3,-0.03259990574723126,-0.02231252496264845,0.022967487592289042,0.007654573641718919,-0.04143403504463636,-0.07102967816887538,-0.02296423061094701,0.08340142513180426,-0.07962106227356862
CCL7,,-0.014722695016254679,-0.018931110697591732,,,,-0.021078648725675518,,
NGF,0.02999307808552067,-0.025278136227327875,0.03394940310031266,,,0.005218311338878445,-0.007010878719284629,-0.014439693395955152,
TNFSF15,-0.028161893555696597,,-0.014016530119238237,,,-0.059789400361878076,0.08845288867330903,,
HMGB1,-0.004059836173923383,-0.06974247845141585,0.054546460628100236,0.004347245944887683,-0.025473557876690523,-0.12219285493634396,0.008929345355087473,-0.05303557648607559,-0.06436930892042797
ITGB3BP,0.008431567983038483,0.000337321575045682,-0.013036921579566825,0.029279155778912852,0.08181688269624751,-0.002528283974932636,0.07918196802106403,0.0037484945613068836,0.05082798411111312
AANAT,-0.02554401261330654,0.010435602364668702,-0.012629731906605745,0.06912907272075407,0.04864711240775698,,0.0731938856561541,-0.019696672802906698,-0.026279525938206788
RELN,-0.03925003749876574,-0.013492477406250532,0.002449693284210033,0.001875362607373368,0.11691040671603085,-0.0032690640883430593,,,-0.0020148677475914727
IL15,0.004865035632833738,0.01028508601800737,0.027458319802697948,-0.002810247421137398,-0.021740058677972903,0.020958243181603324,-0.03387795982606012,0.011475040260698618,-0.032726378497820584
UTS2,,,,,,,0.012068053503110375,,
BSG,0.06445813117998399,-0.07187278835063036,0.04105182752692982,0.03158537340644928,0.06754755490803989,0.06801300948188693,0.11653351934345867,-0.026336878110064736,-0.02865806575646901
ADAMTS3,-0.037509178165714675,0.0234787537454884,-0.0077165587909732835,0.029274081954601724,0.06974434788995824,,0.02354729542962361,0.06876210365228959,-0.04071839595608552
CD34,-0.06593006369961234,-0.05391394196492875,-0.012330430047468331,0.0003963556761444675,-0.04358379375443561,0.011855231929104823,-0.020925398934277962,0.011710197878611427,-0.07645187406807337
PLAT,0.014579801185687018,-0.05252313930401912,-0.03803360343370767,0.02728584771848515,0.017732912902457834,-0.03394224638952275,-0.029739486805617797,0.0757981083978694,0.06420514198651688
NTF3,,,,,,,-0.05845080583711847,0.07356406270732822,
LTA,,,,-0.012705502056198489,0.03992720608025984,,,,
CKLF,-0.007405901759966141,-0.005206580278232461,-0.04121976036057623,0.07478651491870299,0.05093159628611153,-0.016678957766728907,0.02058718014637727,-0.0020698337889521723,0.013792667652564383
CD24,0.02073684616704491,0.0062464086263650295,-0.01256633191965107,-0.010360029621902607,-0.0005738791267652729,0.06174274485290497,-0.0801122926301802,-0.006305113947844876,-0.004902854997017735
HSP90AA1,0.034937081333424796,0.06640260833969333,-0.026884572612995428,-0.025848597412671787,-0.0036741546902429346,0.05654524711138951,0.06288445220929013,-0.09239221596146002,-0.00794427043643261
BMP4,0.01142881457736357,-0.03542125036512642,0.035131343458365605,0.015703677659730474,-0.01852477768981008,-0.02921123146337261,0.038459368915857384,0.02912461602406888,-0.011746363940662696
SCGB3A1,,-0.01472269354400485,-0.01504045156538566,,0.00747767146609419,-0.05701204158533724,-0.03208259445792236,0.0466687868446466,
IGFBP4,-0.03211024367086961,-0.01280945390032137,-0.024727590349162283,-0.04167354741182853,-0.03797218380120194,0.013568930298867377,-0.09565280789845597,0.03300626967716239,0.06369078481451888
RSPO4,-0.027808544576260103,,0.046703022439378225,0.05843265572114841,0.08684573279878958,-0.05212917723437749,,,
LEFTY2,-0.04657949204961269,-0.01294533605471428,0.09453238933103768,-0.028534420818200876,-0.02683786296580969,,0.07836884671459642,0.08149167656977131,-0.03284635596469474
PF4,,-0.015272431213899852,,,,,,-0.013415302945233356,
ANGPTL2,0.022585793635303185,-0.04179878078445333,0.013423612883233682,-0.0286520390868353,0.08994102190275022,-0.1759339390099387,-0.04558002153604688,0.05991396347379996,-0.013611487598988637
LRIG2,0.01853245990201733,0.05840878538436194,-0.023119768795764616,0.009584353069102951,-0.012430483811109826,-0.03718937497669106,0.01687477877321946,0.009793190681981168,-0.042257784259487854
ICOSLG,-0.008315373356593905,0.0184411572524654,0.002103660789189053,0.010707168746321506,0.04999338361812559,0.014734851804397731,0.0393110068048264,0.0334100039706759,0.02484981583707708
WIF1,-0.06471492769153467,-0.027480261050534496,0.01013181250278518,-0.011403271087897229,-0.06180161763606697,,,,
NPPC,0.03260501832033077,-0.010780058094450222,0.029838754739390905,-0.022244158654144197,0.047718043662503734,0.20935986349454314,0.025039410375439677,-0.025382652534365703,0.03560695609677223
LYZ,-0.004849778282852519,0.10136068541890757,-0.0307961454569754,0.02379982201732337,0.02627923063893239,0.0393957703702409,0.05588510517592725,-0.0026123692804169265,0.06781220937635617
EREG,,,-0.024428409086418874,,,,0.0018908477992530918,-0.023517151065347318,
SPTAN1,-0.012876045461468677,-0.012714633316759868,0.06523253539447624,0.030629676946253133,-0.009865032117943782,-0.013634202113455356,-0.019614612176519584,0.05731344534854242,0.010135985684544385
LIPC,-0.05832379076193869,0.05663901878400228,-0.016806491125893316,-0.027627615602793056,-0.03415160338527338,0.03430738708800385,,,-0.03060228870993827
COL8A1,0.05168230796643756,-0.008528922898149813,-0.004460526625318706,0.03553980893910151,0.035520986910633205,0.004684975736606895,-0.0006594272813483399,0.033164703852783466,0.010606674030038071
GSTM2,0.03463644067977488,0.02649782186978637,-0.0340306012528502,0.02330404447697854,0.10006543639919512,0.17920416727530608,-0.030804895897856826,0.009973712111193495,0.017313689806008885
SPX,-0.044067570410739075,-0.01882861645190221,-0.009902184558863951,-0.013937906056676297,-0.05919726660340673,,-0.021252464620623822,-0.016656813331575065,-0.045777043196826316
MFGE8,0.07737970601035953,-0.06040525840562658,-0.03275514799176983,-0.0033486919604413944,0.022504949928042004,-0.1156969367181496,-0.02299323452515595,0.015907525339761412,0.03315358076990918
TGFA,0.10412924502478982,-0.03301706137194972,-0.0029945606304847844,0.03255490934554001,0.007151744766796874,-0.008936886366717132,0.052181123759739725,0.025707480377197157,0.042228707510152154
SLIT2,0.008160207653787199,0.038444070902485666,0.006040752190048731,0.038649372614026664,-0.013947206255379811,-0.04341089835608082,0.061149452033896594,0.05117542057231799,0.038014526126714424
PLTP,-0.048912680433520775,-0.07278506755077636,-0.03328629047181093,0.003670574569555409,0.00555525902872024,0.08881690138801653,-0.013575435035711927,-0.05197107106619449,0.06288444212795814
APOD,-0.05164701488757234,-0.08288705735790766,0.0084701783995277,-0.0037611174798004156,-0.048826455860231904,-0.025184825558161608,-0.04307814580918383,0.05913138573139787,0.05449476223353562
B2M,-0.044456243104279036,-0.01624630886236074,0.05110319380201258,0.014848056946254119,0.09916776671137316,-0.12444424260195537,0.04871354753455661,0.04133542209743965,0.04746455934532794
OMG,-0.09785849937689842,-0.039185741862405594,0.014662535270539056,-0.0060927719195472685,0.02624509751556194,0.0075844350626235865,-0.0732777429221634,0.043372643251531916,0.05244915814325984
CXCL3,-0.01480834261060135,0.06228376884988832,-0.03929399129223153,-0.010241414528424371,0.07161379151582617,,0.11623076894212976,-0.0309379825872268,-0.018506054821280805
CXCL10,0.0017307805029246226,-0.0015937948395726377,-0.03441637963876006,-0.0039027988559099235,0.030224517967039895,-0.06756253076396251,-0.021766408938368183,0.004287237517730088,0.05497528462820767
RSPO3,,0.047378526427190544,-0.016806480763867097,-0.022318836142825735,-0.01636103440008333,,-0.008449742767982969,0.039135931794453564,
CORT,-0.012165048267096416,0.026821624216252685,-0.020397201936854667,-0.04275733173803071,0.056249953030346675,,-0.024035237743015123,-0.014038432684604724,
NCAN,-0.014496370025448494,-0.0324702043245043,-0.02904410797102986,0.010057151542684703,0.01252387747297924,-0.12758193762766265,-0.046944550977855284,0.0423788231388579,0.028261868431192723
PRG4,0.027877259835985768,-0.02214117503900176,-0.01203337988856368,-0.01888476746961262,-0.019128753792453167,,-0.023086953409629532,-0.020714566494625837,
ZG16B,,-0.020415932352956256,,-0.010095674769840985,,,,,
TGM2,-0.09151321665791758,-0.04133410908052057,0.05981733656308309,0.027971963257542524,-0.038874363824613574,-0.03753353818091363,-0.001005283538804368,-0.01636369311373126,-0.0070925705778294035
VEGFC,-0.030531212963614225,-0.028112626531155777,-0.018523359125146986,-0.02718516137679779,0.048430212066611945,0.05041043131637142,-0.010261295986310369,-0.02812790267653325,-0.02440979125480375
WNT6,-0.023034898437447875,-0.02375474293415863,-0.016580838978241006,-0.010421791812984546,-0.017037515324187326,,0.011857860965515462,0.09945639351803953,
NRG4,0.0733824614677844,-0.013560118987506503,-0.017139976015642218,0.010006120994138678,-0.02277428838161567,0.14278747302916595,,,-0.01960070980276175
PMCH,,-0.015628766883473935,,-0.01477727166947297,,,-0.021424995470332307,-0.01969667210442299,
COL9A1,-0.044955283231241046,0.011970708235328295,0.01686853162705067,-0.004809317118025118,-0.025950760187837076,0.00044307537999670876,-0.07580821078840795,0.0547948725185152,0.01680704124511517
GDF11,-0.032504597736121126,-0.0257060289448006,-0.012455117137369201,0.030497690539800004,0.015612313839933958,0.0192655187682156,-0.02029104221429029,0.004860042514679165,-0.03727373294884317
IL24,,,,,,,-0.015973960346057116,-0.01320140276036241,
SORBS1,0.0017053553539666533,0.031579426823966375,0.004231847234183917,0.012467310225579124,0.07773716813907551,-0.007356501915250403,-0.04508099533609018,0.04538155638793655,-0.04858531423794675
DLL1,-0.04627523223908285,0.025774178845791806,-0.013461921917727502,0.006103694109833949,0.019387002353804396,0.02159424530538285,0.008475051881978935,0.07245764415546983,-0.014054571919432879
TLN1,-0.022263265769812694,0.023687208829962503,0.04316925673280021,-0.0007387404431520068,0.06593564018883474,-0.020233843433389576,0.051745463559050006,-0.004798528146255268,0.007982372222088106
COL2A1,-0.02953682815843561,-0.03256422819979218,-0.010747633725807833,,-0.015894847109059577,,-0.034921171381944144,-0.034406894001500585,
SHH,,,-0.02724597865935931,0.021196761193461335,-0.015169925991874104,,0.08228314780061302,0.02926692155778803,-0.049361342415733804
PON2,0.0109408503015528,-0.06467513856109683,0.014989360871800275,0.005487548568417065,0.021535134605300096,-0.039080921533947044,-0.0008929630328874893,0.05766761593336161,-0.01778594281407983
ICAM5,-0.06882661523599273,-0.03968072376612653,-0.028502663531853295,-0.0062111375053808685,-0.029626046028642126,,0.005475174519452078,-0.02140627546679036,
HPX,0.0346478614893346,0.03404733786283446,-0.017542658996335884,0.03571829980655249,-0.011792916163333448,-0.05412453605281158,0.004822307385156805,0.08346921254629597,-0.026279515176321544
SFRP2,-0.0384552411763376,-0.019573860301849856,,-0.01651211980932301,0.06301183587033626,,0.04077154461852393,0.04125150969140286,-0.04134294275623212
CFC1,,,,-0.012705502824057613,,,,,
CD70,,0.02634203970194846,,0.011618993837618845,,-0.0451537836994042,0.05984503504150967,0.027318036245372004,
HP,-0.007023359008856396,-0.0002941098044290965,-0.034223813937681584,0.05036211995282336,-0.032712077851873265,-0.08431860792515679,0.005041289902119751,0.010316568576832634,-0.025103462577620084
CXCL2,-0.038572881597207724,-0.03768017951931915,-6.4181236396909e-05,-0.0023943528871912677,-0.006666285702144455,-0.040987860737835224,0.08903193711785434,0.026931784045242074,0.014892470471681695
NPPB,,-0.01899369960193987,,-0.011125454988874307,-0.019521657134576258,,0.1574828812293536,0.0038919083232670758,
CCK,-0.10584324377182355,-0.017105419520994498,-0.014604847236721182,-0.031169760841264504,-0.011862202493177036,,-0.050946219891328685,0.01573019196424329,-0.05487545681105307
SEMA6A,0.04232132340389821,-0.012297970733031491,0.06686108537983214,-0.01406721553228683,0.07930554661753064,-0.19113597464200766,-0.049385998948283584,-0.039598991852366434,-0.0726807761290081
IRAK4,-0.04362570144824046,0.008741338928211153,0.02472099290560811,-0.021388050015627103,0.041297116223078266,0.0004335230128296296,-0.038969022346973074,-0.00012099234437562763,-0.03620122176193655
GSTP1,-0.008662431678905784,-0.09221814759203686,-0.04327023733617116,0.026897844957530403,0.06571371823428408,0.0001922841210148574,0.09319102853598872,0.012791200953480138,0.015448022434887182
VCAM1,0.023863951522872944,-0.00773932050021289,-0.007256355882961493,-0.04586894625633705,-0.013345848326447309,-0.03950808751649872,0.044887127462559254,-0.03245092458320609,0.051467504001375376
NXPH3,0.0947532285731747,-0.017444534201035502,0.030524806543101902,-0.010504817524193069,0.002983428319074568,-0.06715808216521779,0.0005342669918861145,0.037239212988501066,-0.04325016967780468
MTMR4,-0.04431241621874657,-0.0016974137899526788,0.027787519735718556,-0.011696506384369757,-0.013129641235494807,-0.0008420471057453554,-0.02489089731741646,0.02458024312173504,-0.029345946377389513
LAMC2,-0.0035829660980649138,-0.014908068146188409,,-0.014005706628671559,,0.048397981424468245,-0.01963852706049806,0.030780665720182156,-0.018950856520270173
IL10,-0.012836069315259296,0.015226466811203817,0.06743039628580562,-0.0023719564366135436,-0.01747465854222529,-0.07246007819048327,-0.024836098723894365,-0.029557056364401695,-0.018279921054760135
SEMA4D,-0.028546080428197142,0.03829145755418444,0.11873352227466391,-0.04484542699930313,0.024430150973213372,0.08148941938157343,-0.04726038594263243,0.05444348428832931,0.04597018547240636
TRH,-0.004139602603195667,0.03155249893211479,-0.010576486433348705,-0.006669273815176434,0.0939265504558827,,0.010026376871258024,0.03982199401851551,0.02435264201263404
SEMA6D,-0.024009288011730367,0.02179091503000452,-0.019073759570101,0.027473027007160086,-0.009443451802355172,-0.000630484145829561,-0.04434182226635951,0.02082770300859596,-0.01758580955485522
CEL,,,0.052503687357275654,,,-0.043066683573373184,0.012951393960012223,-0.021553040555284845,-0.02279734750798126
PDCD1LG2,0.0030585051314275568,0.002407205136693285,0.039419020638294805,0.04323801930324936,-0.018130998576619223,0.03905416530344112,0.058046010158448874,-0.03895924938106258,-0.010549949625600786
SPINT1,0.018755979738925666,0.01178296700412009,0.034860626727424335,0.020281583232468835,0.09213602179842749,0.05529177699009117,-0.007285453963441097,0.06378302945111343,-0.03744334761783961
CTHRC1,-0.06133281187936095,-0.03516297502482918,-0.011460612203847366,0.01731499633415624,0.05416049722301406,-0.03099518089625224,-0.014863219764111715,0.03395626709561637,0.03816510693905565
PODXL,-0.02792742223225736,-0.03596864025601292,-0.040711163211699146,0.02295961029384492,-0.02306671787552934,-0.09513273342877195,0.018531503459694846,0.026214386252115612,-0.05724515971720174
JAM3,0.06377137214416005,0.03244886859848333,-0.0009172175711142059,-0.03387158759722278,0.010486178880530541,-0.019177305758883257,0.06917613786574459,-0.013817876812334859,0.0039996718966476864
TGFB2,0.04826456255210821,0.053885345286079224,0.04299960527531177,0.032475490622005734,0.00039948987378718876,0.0520709484616932,-0.10843256959537378,0.0722920607846002,0.050174912327220114
COL18A1,-0.029859425245601746,-0.031554675667857544,-0.02307122743755964,0.0014763261081954275,0.005211667368454573,-0.05747656604428604,-0.03694557674931419,0.01187862066443311,-0.0514406107348464
NODAL,,-0.03063190523544508,0.051317675398300774,,-0.026837859963700087,-0.06944074245821814,-0.023879477070091505,-0.016306842166177477,0.06232370528640365
INHBB,-0.05767660583963355,-0.029799158682003425,0.03189127231912921,-0.0003479946460805354,0.07693362572319094,0.06743050229169287,0.08095711585426034,0.015325129653748916,-0.07024982974439146
LCN1,,-0.01490807150056444,,,,,-0.025399683681993142,-0.015399749879281405,
ARF4,0.005339960822930601,0.0027794000737661017,0.02235151571838159,-0.010357199686849457,0.06107904888236079,0.026851651437402112,-0.0557585457851101,0.0286884041497604,-0.005570022584095611
CXCL14,-0.06961636376974363,-0.0704374874977774,0.0234784530586052,0.029310415467965593,-0.029171625355658405,-0.017501399924259524,-0.03648447714314912,-0.04654031824129928,0.012507416447895672
LIF,-0.0188316708416642,0.02141396750369086,-0.04889172055024202,0.04366539922931403,0.07435530648314408,-0.029419427475741864,0.026604145646745774,-0.007402196993340908,-0.040160302527603886
IL17B,-0.031497386692623905,,,,,-0.039727884342416295,0.0166404778467302,0.010161111614918865,
MMP1,,-0.020553238359304254,-0.010576484126118696,,,,0.027610135935743952,0.03826688001397917,
MATN1,-0.024817005177962256,-0.01957386296925817,,-0.011265181979487428,-0.01589484513102191,0.0021187934213632758,-0.018252100755674988,-0.01172301259263658,-0.01916970719812611
ADAM28,-0.040838613276014596,0.04074448058174073,0.03669269741971965,-0.009765166512972186,-0.020531891427821393,0.0010840802504029784,0.03988735826570998,-0.029401457506500833,0.005179123928842856
TCN2,-0.031486735632565634,-0.002226306591591717,-0.03207346305116574,0.009308090071096228,0.010584141741794749,-0.06869791053775973,0.033710573339207774,0.0562364838092084,0.009180164106207025
THPO,,-0.025505553911134727,,-0.023126930138368626,0.004900019087393167,-0.01738292936047455,,,
CUBN,0.09422144411581883,0.0014486716711628778,-0.026563032890044455,-0.04147075810739721,0.05614096930331216,-0.05206145948393259,-0.03338902733307748,-0.012351067939611101,0.0034066455563206955
TIMP3,-0.013150768596902108,-0.08771888046676198,0.008763403319700536,-0.011658954181888972,-0.026368309836398575,0.01280823364029713,0.009289282398558535,0.02907001962889291,-0.019056801922014015
PIGF,-0.02504220081434957,-0.017109851497340258,-0.03275792869146918,0.0039631413988183576,0.012591460364749955,-0.07949380709786238,0.037995195335655145,0.05131820024799225,-0.020511568496610764
CRH,,-0.0174665806956535,-0.010747635697825806,-0.017734026028506437,0.0701922875561374,,0.09425247578329045,0.049467483303797036,-0.032310301135252885
BDNF,-0.031198857564841368,-0.003134383017575413,0.09345194995391065,0.046381046480514214,0.000586286238161594,,-0.06104440176339156,0.0324385025984329,0.01057566552463895
CCL5,-0.022698586975554328,-0.04841387225920177,-0.0337135888413434,-0.039596326094712746,0.10407180865656045,0.01918696649828081,0.013635222170728049,0.03911672863889851,0.055325483457229464
GAD1,-0.07937936941471345,-0.03961337952036393,0.02628627243958061,-0.008126362285624243,-0.01769625770474906,-0.045722030113060204,0.015325340847210862,0.0323759405371693,0.12082590971450399
COL14A1,0.08324518151503428,-0.0162515731529127,0.06158491943165222,-0.012676682578745,-0.000932701808427012,-0.028589982860726792,0.06451574230506948,0.039418288146175456,-0.025075996064397525
HLA-A,-0.0007274512761689082,-0.027606468340888302,-0.04486813037681086,0.0034618061036378145,0.07633102000363667,-0.014479220392633399,0.08018146441252724,-0.056471796005028406,0.012466415578312481
CD5L,,-0.017466578674903154,,,,,,,
FGF18,,-0.015804096721079484,0.10687648011514021,-0.012071086304508753,,,0.039798885949429666,-0.02403906550608363,
ADM,0.09973687999169112,0.06860868547159542,-0.04349326787781886,0.005436185192724915,0.06973162559319765,0.10883418162287205,0.14194293521184373,-0.022579213642941392,-0.05453799530674599
CCL15,,0.01963644275403359,,,,,,,
GNAI2,0.00015494140566392413,-0.05241292443527436,-0.06468010558454343,0.034460645461385365,0.02645970913282012,-0.08809434687313451,-0.01197972235208421,-0.026607064530481592,-0.02344249152057952
HDC,,,,,,0.02989252862949329,,,
COL11A1,,0.0030570345937711236,0.0025340245134940665,-0.023054442067485182,0.12310233156234125,,0.013622010821375354,0.035055720461333297,0.008832284814584705
NUCB2,-0.042849773767836614,0.03980640628488187,0.010046966144962085,0.013776323479823617,0.03350768468240755,-0.03595943034635556,0.01661985300654632,0.009448392444768881,-0.02487835389732556
CXCL1,-0.04348535384951362,-0.015086681987777545,-0.033707003297480845,0.021092653153757315,-0.02156327499708799,-0.06029855157603269,0.08857195350599725,0.005313325255792364,0.04157200151890521
VCAN,-0.04491049185395223,-0.03383828788392293,-0.028005620990067665,0.011860192446789096,0.07124810547729919,-0.02749610764203047,-0.08345405467037816,0.03796546079921853,-0.06774605272243842
MMP7,0.001387271297551594,-0.05508723895934794,,-0.011125454928088967,-0.010889383752159823,,0.07714745448735166,-0.042754302143292976,
PTPN6,0.013368777020844847,0.02971105261826036,0.022426313914856798,0.01413957904807458,0.011701540714631349,-0.0021226139147951474,0.016746154899716554,0.0032301016296086577,0.01772228417481929
PTGS2,0.008670248864008483,0.09726287013679868,-0.015619382661869411,0.0004498395990203318,-0.027558998369671746,0.05393027967708725,0.057689905306084734,-0.038370582942013794,-0.023698640390140576
XCL1,,0.1595482922076771,-0.011246163592886837,-0.018273143444103617,,,,,
CD58,0.016473440665427577,0.03691144293820889,0.008340987398559253,0.03990513119346915,0.0779667420374581,-0.08734583073537852,0.030715806333178265,0.018534817135128525,0.040392950546533274
TNFSF14,0.03170717444279559,-0.01928577117760418,-0.03165419516696374,-0.029466270175280675,,,0.02178552436510784,0.03843947028480232,-0.01479649966430549
CNTN4,-0.04105455221242043,-0.03390670371784056,0.013800980253206493,-0.013075336310665165,-0.04998781044784191,,0.011615850503323352,0.058536876173210725,-0.02405649975154303
INSL3,,-0.017146128047903865,,-0.012828819659370643,,,-0.023247355713385646,0.037920345675907796,
BTLA,,,0.1407826621684578,,,,,,
MFNG,-0.006292768480791534,0.03430489365748057,0.017044777033783792,-0.014213464737086397,0.03231741520353032,-0.010446690008284487,-0.0296107763484367,-0.02237654267032934,0.058549700615661
ICAM1,-0.0029406171529926146,0.013800213730220551,-0.05578209115900761,-0.031368487886376736,0.04992234470811,-0.058641153413507514,0.03309237880274343,0.004530042657007206,0.12696389663155622
PROS1,0.0908435353203768,-0.037514938469794264,-0.020192331418881073,0.0348481401769542,-0.03884887769898799,-0.06673151140804547,0.06247794913338766,0.012351849704833396,-0.014116745164871217
CLCF1,-0.05565504420276207,-0.010377705333865245,-0.0642796992440298,0.0021797442965450996,0.02579933812691679,-0.019576300969077205,0.0462906007826142,0.07525025241815743,-0.03669690150734254
PSAP,-0.036585225394321005,0.04155698724354279,0.005382385303778621,0.012309562479562282,-0.02818812414898703,0.039655397156273614,0.10508221115218072,0.01992684022645882,0.0017011847882861628
EFEMP1,0.054697667679343295,0.0063970833448775645,0.013326411581002402,0.024747758576881197,0.0333579501745837,-0.02574337172678438,0.053164746042365596,0.024986091624133597,0.018218579574539925
C1QTNF1,0.08230524851671957,-0.07461225562595204,-0.028913247581336333,0.05570090135576949,-0.03331187982359508,0.05687331910168124,0.0740128690404231,-0.03921417819135048,0.009186317766233923
ALB,-0.035125783487446306,-0.026508361388979745,0.024753656044078677,-0.014005706270161877,0.07754091953594824,-0.05558319680465783,-0.02199846670828406,0.012678626751637823,-0.002790580290193274
CCL13,,,,,,,0.012053449737977978,,
EFNA3,0.033260359459797516,0.025264089035616596,0.011906702063138179,0.03178590629957397,0.035970060156220195,0.05436269512479461,-0.004208646708533222,0.015338532941891537,0.018403190524377867
