,UKF248,UKF251,UKF259,UKF275,ZH1007inf,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
POMC,-0.015035849352142857,0.04572686866210431,0.02381744119559821,-0.018671693265493564,0.07623318905751138,0.07410757469874382,-0.008092075235671603,0.11976439158299328,0.07145539444459831
CCL18,0.015839553486532973,,,,,0.2999902460142742,,,
CCL17,,,-0.015662421033701964,-0.020069651706101903,,,-0.029084206690551864,-0.023660450848732025,
VEGFD,-0.029653192180252665,0.048595215082365986,-0.01744966662832065,0.004148350716972602,,,-0.013974600596966475,,
TNFSF13,0.08477686047948527,,-0.010803587493714127,,,,0.11651866043132532,0.04768285443863838,0.017289367166044633
WNT5A,-0.017691782140232194,0.05955631696237551,-0.015922899371288622,-0.039463075468697525,-0.01903971622046552,0.028446630425835017,0.02818333029819819,0.05852288932874271,0.03441215151073464
CXCL8,-0.002468616854587573,0.057575705985372004,-0.05468749805153465,-0.004605055848177134,,-0.03136550034145358,-0.04129323359091466,0.03381656615577531,0.0713288142443792
GRN,0.07047068712725368,-0.0015398581477101875,-0.004831716658866248,-0.03752564864506784,0.08116220710101836,0.11955171350161006,0.08447248145656241,0.06562669555228506,-0.015379803635306737
MIA,-0.019509687704451488,-0.01684095786394874,-0.022988188479872797,-0.039447165907864824,0.14570148394768034,0.022132009751459295,-0.0013313977239130814,0.058022420821570754,0.01793179626812063
COL4A4,-0.03561323157436663,-0.005134456024294852,0.032457494531293485,-0.02095333730953159,,-0.022523286876274928,0.029991326621145845,0.007731206899140628,0.03431010850263559
TAC1,-0.02350905596506097,0.00836399787505594,0.0018352129502520829,-0.058101299324164635,,,,-0.031104068536564913,-0.05474241849545858
RARRES2,-0.003966014002778147,0.038957880946564376,0.012322510671750072,-0.054547972903328266,-0.034588738432547284,-0.024089176422682115,-0.009922850156089938,-0.02758025341446485,0.051199056860268065
FGF7,,-0.006220012410386693,0.01582489610467569,-0.022456909605552383,-0.06349546471207784,0.03564061609812505,-0.01973732852128252,-0.01973583168359351,-0.0007860580927977963
HBEGF,-0.006779166622792096,0.10536298199418674,0.003783215640447771,0.029572712435783584,0.040420953692673234,8.840200912541658e-06,0.007546197508554744,-0.0057405644985664694,0.05465729246940235
CSF3,,,-0.018668240218110504,,,,,-0.024910804688359784,0.1339685939137745
PI3,-0.03119639849790815,,0.03944489387864366,,,,0.05971903071774347,-0.0311938729938748,0.06725184680175401
PCSK1N,0.007434180093284557,0.010637257641980204,0.01589256713666827,0.03847085196803913,-0.06753506291240009,-0.005890384670649517,0.07069270112536216,-0.11207486561493814,-0.08271302164306069
NTS,,,,-0.023936752206715657,,,,0.034707016546580004,
SFRP1,-0.024641041319717186,0.040018289509761794,-0.013666067760713666,0.02337916883293974,-0.026432556121568355,0.061543059486386234,-0.030624514202051534,0.07523239722430518,0.046506163493858284
CXCL13,,0.007482693731307454,,,,,,,0.08155337774707835
MICA,-0.025137422492961616,0.012061410094939745,-0.00718109083370042,0.03323670719241026,0.09121751298455401,0.08893437147863201,0.10719783505709511,0.008672170295453753,0.0949872837092524
TG,-0.03931765384520116,-0.0179781324388946,-0.014747852286918077,-0.020219414588167006,-0.03554796803838191,0.022425759898010298,,-0.014570103269854416,-0.03904967670334548
ADA,-0.053288158198517205,0.015042613877091214,-0.0072364846532293955,0.018271989237282876,0.1268280462612384,-0.0659999951181387,0.059398618474994724,0.12556045427927237,0.06415466353765124
LAMC3,0.05079272025873057,0.0484621525682481,-0.005779172725756504,0.05944383136181618,0.0796157248442495,0.09766222707946243,0.07783918284379417,0.1435689154560757,0.047298405953905415
CCL7,-0.018861929272501864,,-0.010662673640365971,,,,,-0.026104108592264204,-0.01405760662314166
NGF,-0.032384995894713414,,-0.024430908684792578,,,-0.026473698192907427,,0.06585970565738068,0.13169586018037527
TNFSF15,,,-0.011873408603234872,,-0.0327662278218756,-0.026736196863651696,,0.020835564463715397,0.01346336490679809
HMGB1,-0.01605308862941766,0.07495161344794743,-0.00017555272352837514,-0.045540939074136366,-0.08501932054007104,0.04527722907264692,-0.0705452653952237,-0.11898539443765564,-0.06429656414813888
ITGB3BP,0.01026158671238838,0.06042056357106188,0.020139041753298375,0.03298387230836868,0.0014934037159357123,0.03750967826390239,-0.009851580630452775,0.042474164172721915,-0.0407954450167291
AANAT,-0.02736578973221357,,-0.010803588646760457,0.01197051341653173,,-0.018554707228611862,0.02197345164279141,-0.027619235488803694,-0.026674491068698514
RELN,0.017015161737143597,0.045211066876723965,0.045093121845306394,0.003637455319293035,,,0.002958010527271346,,-0.018288296930164167
IL15,-0.010398676314402356,0.03464580096683084,0.03693127021048306,0.05782274353980532,-0.029721771272052364,-0.03136558231797252,-0.032601720493247145,0.08578619664585084,-0.007780647768190563
UTS2,,,,,0.002851846214924784,,,,
BSG,0.03383116924387748,0.0356622911860719,-0.009447160530929562,0.05576729273856125,0.034402069768596534,0.012122864784184773,0.1486451723128481,0.02214085049184531,-0.026114747183679496
ADAMTS3,-0.0021648723224342707,-0.0005717423326938336,-0.012248164194658375,0.010781976916341005,0.016994195048477538,-0.022217372958766433,0.0011676696534822946,0.008780394906749237,-0.009972029998437748
CD34,-0.019086562909190245,-0.04503952882464154,0.025968184812480727,-0.008463337782417153,0.09324034346317722,0.06427684435786964,0.06738261833202033,0.1338384881192629,0.013277986817684143
CCL23,,,,,0.062389165115467674,,,,
PLAT,0.03446584055185499,-0.010282539215072033,0.01746051647428664,0.06200238643026507,0.053112723788062734,0.07398575293998856,0.09075251514234388,0.06834786340942253,-0.03459771184594538
LTA,,-0.01322117510518593,-0.013666067121393536,-0.01751254551737303,,,,-0.03717132864924562,
CKLF,0.03646596265599421,0.015265305725903898,0.01388852672434255,0.01712291354183552,0.03771621963465626,0.0490360817027095,0.01679713489946619,-0.01997053276410091,-0.02284284526172549
CD24,0.01661939042364422,0.10169379750405699,-0.013048870753147928,-0.022726845837579442,-0.016505667816404175,-0.03494520375875878,-0.05348007927798306,-0.03880338114921926,0.05752201349445211
HSP90AA1,-0.013234861893606053,0.051840878471265756,0.03495519659499584,-0.009561801483547941,0.10642565655996111,0.07554977602819869,-0.11065518089062594,-0.07049600230430289,-0.06324353087806177
BMP4,-0.0008591105926678147,-0.01401522063685702,-0.02180791545336953,0.0006870550756360926,0.08726283087664614,-0.014852064396104788,0.14325109697603625,-0.007497414703428812,-0.016620558531774157
SCGB3A1,-0.018861927386334135,,,,0.001211299773635714,,,-0.009210760608318071,0.05130221155702799
IGFBP4,-0.004894508728388375,0.035380048207544756,-0.005328718184094781,0.009352188908087684,0.019405315693178746,0.1483723585435696,0.11789949273051759,0.16009721240538083,0.0822716439490945
RSPO4,,-0.021373539554121232,-0.02091831002974932,-0.007090251289139942,,,,0.02103049322400052,0.01255686893750858
LEFTY2,-0.027015516224645923,-0.013383551251143214,-0.020058911746629982,0.013109399215925162,0.035725110749519846,-0.023711343329828303,0.15935698129990808,0.07046415070092905,-0.04247784399070187
PF4,0.05088054496308906,0.014888411789925374,-0.009302972684022765,,,,,0.031650228915765105,-0.026348572102709723
ANGPTL2,0.03220769502010492,0.030745147644797643,0.05516214544603052,-0.01816072400638341,-0.008550898934605738,0.0428719559154914,-0.016921707950935186,0.14657474512559956,-0.019573245846614545
LRIG2,0.0179094421694642,-0.012149102472932717,0.012745726080113911,0.0016350242565725149,0.05881408118947991,0.014167590600975676,2.3537828354848766e-05,0.0009199021086037251,0.06593776958906382
ICOSLG,0.02229666591162257,0.01548976765384743,-0.023581736878759675,-0.014773745807976513,0.09514774575902009,0.09272184341562593,-0.03440582174737518,0.06799114100965635,0.012252694281204958
WIF1,0.06810785960664122,,,-0.015717623993954544,,,,,-0.0028164812436911246
NPPC,-0.051232191006839276,,-0.014431204805759344,-0.03066009034537296,-0.027317577363388575,-0.02221733028897125,0.08742306521757064,,0.009703557713867793
LYZ,0.036561523723508134,-0.01969981221549883,-0.00927705512762865,0.041326360133780736,-0.036230091413005476,0.14180793787864338,0.019023257458608386,0.09552743226532613,-0.05967835243536722
EREG,,,,,,,,0.005281943176282324,0.13739026581503774
SPTAN1,-0.002014960273942126,-0.009233999479757964,-0.0548670347664782,-0.022873806683839648,0.05454247815134745,-0.044673977028229284,-0.011771410469336557,-0.011086234415425483,-0.017426353171445825
LIPC,-0.023954198461977733,-0.01810045858302467,-0.01671813477396668,-0.03808034296010824,-0.028967494454082202,-0.015345018183410051,0.005833613321511622,0.049005877454741484,-0.01656008954359198
COL8A1,0.005257357460744735,0.0020152674747524343,-0.02883087859150494,0.009349409035272774,0.052231341077628765,0.1491242814596706,0.06521748374003673,0.04455875315020812,0.03551310076201137
GSTM2,0.040406650216414784,0.01170968833047642,0.04364688978198117,-0.011016114613407508,0.010193048209839486,0.03648582677436678,-0.02471410120383935,0.0026384227247323454,0.08243361939456116
SPX,0.016120095751123102,0.025075839454016823,0.041533273298318844,-0.006037950567131081,0.04819185789399464,-0.052449551146139785,-0.057349841924380425,0.020978313359630317,0.06787597940248616
MFGE8,-0.018587171611949057,0.03729585967852732,-0.04261494944513467,0.01731595752410661,0.06891646042610258,0.11562678359761398,0.10080439508789063,0.11813603536710066,0.01874687182858212
TGFA,-0.004363508370071247,0.035304715174692344,0.004097384767315499,0.02430989248586281,-0.08110542906140723,0.006321723141837021,0.013745530307424444,0.030543473072969056,0.02400249648814291
SLIT2,-0.06274064056105966,-0.0313586086703957,-0.02190970879594278,-0.03545606220447124,0.011247147126975996,-0.025125835715491016,-0.0015502605611276414,0.04584612759910909,-0.016787832919542507
PLTP,0.005737222664867108,-0.010472949357443409,0.04908591297588849,0.017016422010852496,0.07655865707879948,0.0426413543236705,0.11888241939553645,0.07676978944742455,0.08166890698551749
APOD,0.07169804460029784,0.025350338997928507,0.07560517454493547,-0.018204753422155464,-0.019234547365061225,0.06910360376516622,-0.14876634291738597,-0.03276283658491391,0.05125566368159498
B2M,0.05395549536606176,-0.023705983318787666,0.09182245927376129,-0.029497085353559986,0.09025640853853796,0.13141094732516417,0.14907443815671823,0.16396623131105004,0.005452556712415796
OMG,-0.010596020100474899,-0.0037020293938639366,0.025133547718426453,-0.041956178830747,0.061863741195354816,0.05320439084998832,-0.11411344748728212,-0.024036447801622274,0.003972575101441649
CXCL3,-0.019154273814850704,-0.024725248390729263,-0.0147583588934189,0.016890476029754613,-0.028153502952781767,,-0.025334478909891663,-0.017089556765986814,0.003797781495772962
CXCL10,0.03578760673663404,0.09302476414415901,0.022170410909189833,-0.029073463278130096,0.17311320479133965,-0.02996850792293857,-0.0341309470660544,0.10657086469806537,0.03285661395140343
RSPO3,-0.02562153175681846,,-0.010803587848497574,-0.030763021572637644,,,,-0.02649056581178123,0.0282089976145301
CORT,0.004575858667253058,-0.021478488316590275,0.06361732927692645,-0.05893428807076364,,,,,
NCAN,0.021152672423022167,0.02462447351769406,0.026582069520239702,0.03937831519186629,-0.04650280931745461,-0.10130461838550933,0.03451904690224921,-0.04072293135927901,-0.01145230685248734
PRG4,0.08270787715391435,,-0.010662675301985378,0.04048817442193159,,,,0.08542984020692512,0.10275001011917462
ZG16B,1.6071098452352934e-07,-0.01447188479616841,-0.012375338730382617,0.12646165590460834,,-0.020626622482946604,,0.01874719022289776,0.0009292550621596921
TGM2,0.028674775200756498,0.023329147201621568,-0.023802064330704826,0.0070577382858840266,0.034775982663364305,0.14638117540129358,0.06981856065375411,0.08668847318882125,0.05514738792281351
VEGFC,0.02366383552036053,0.016034468698938768,-0.003294265633288916,0.010637290915494382,0.07244779253644995,-0.026736199247896046,-0.018385898871773672,0.07442061251193563,0.04524013805573655
WNT6,0.03692848597179789,-0.01338355160238787,0.004965774793781263,-0.004236534632086328,,0.19690117155498155,,0.06309020096296131,0.13135283818385338
NRG4,0.0029699818788791175,,-0.012976963615907569,0.038359024163326205,,,0.06694746955532242,0.00414765435557673,-0.004849434402748233
PMCH,-0.020022740078976132,,-0.017980847351371572,-0.02036815559035549,,,,0.052388318303518734,-0.021737710321353552
COL9A1,-0.02630847458686314,0.019561734839281066,0.028282165941347196,-0.03729484065864269,-0.004771746929171033,-0.03940011937969698,0.07721567816557699,0.010338816706628184,0.10060122201529637
GDF11,0.010659691015496648,0.022110510028398846,0.029189143122764487,0.04307907516226945,0.014193603538707166,-0.016674204994049494,0.03269320475544102,0.12778797591472707,-0.05275693281194904
RAET1E,,,,,,,,-0.029059965731905227,
IL24,,,,,,,,,0.11774540596006533
SORBS1,-0.023052267737973066,-0.0220284727009129,0.05057732309302785,0.006558488203975096,0.03172261543074402,-0.045008742164025846,-0.056881704129029355,-0.051390698410846106,0.05888447073468188
DLL1,0.01587451310885331,-0.0006289455704792097,0.06248346756182281,-0.035889587412417434,0.0630363250936049,0.0961276094059387,0.02982265685058685,0.07504203657684282,0.0376227511932649
TLN1,-0.02764294229997341,0.08062649864570409,0.03218217326848626,-0.008980063878088461,0.07809941866063484,0.13593386490291134,0.048182895684793996,0.052706427210892824,0.050000548046749776
COL2A1,0.05397215297252329,,,,,,,0.1094465572630506,0.032979527125432236
SHH,,,-0.011080270301473084,0.044565584807284356,0.03152235138113172,,0.1274160562817173,0.0700292729056616,-0.015289692337656535
PON2,-0.016157713969506708,0.037014892601527814,0.05006778316596892,0.04007981876723541,-0.022681315325683783,-0.04619360679500772,0.10982639705366136,-0.06102017814013762,0.04111300640693333
ICAM5,-0.027527823809188293,-0.017227636640622948,-0.017269387700103504,-0.03251898352041441,,,,0.027376998942333645,0.047728633997173135
HPX,0.006653232044884238,,0.006394251682709276,0.1359775482005781,-0.0014747065259914998,-0.0338039079400257,-0.03597621586158348,0.009422115721220179,-0.019453636850717285
SFRP2,-0.02507698272603661,,0.010341202427024547,-0.02275937215782925,0.03267291590477068,0.07930802454239969,-0.04788848206717813,0.040232680624787034,-0.014770480537850206
CFC1,,,,-0.017512546575746624,,,,,-0.030906822928893882
CD70,-0.014214065796738782,,-0.02144909555783835,0.08850448656633,,,,-0.040416149156491506,0.02452812636282088
HP,0.0633323385866986,,-0.006601898670416714,0.013482748926158706,-0.025938305234670028,-0.0021789915341717176,0.025474208740905335,-0.016654438875673583,0.04968248837215639
CXCL2,0.06752543962324188,-0.03397329811774795,0.018705433323856557,0.056961348494612096,0.052850348711652256,,-0.016617101399308755,0.112517075702872,0.04499816537513152
NPPB,0.003260087188909858,,-0.03947050791551078,-0.015334697994015453,,,,-0.02687173176757844,
CCK,-0.05583743720998191,-0.040972538269341455,-0.0028167853180877007,-0.05229460505813107,-0.028967517834815788,-0.02567238114849688,-5.588562856137945e-05,0.0009765215567622912,-0.045826339384995085
SEMA6A,-0.009794152703783128,0.002724092513090818,0.027739748223716647,0.006703986161840774,-0.04929748342576685,0.001369061761074559,-0.02694139652573386,-0.02956568630303485,-0.006544789444251243
IRAK4,0.04020604203256043,0.0811603335229176,0.07089577827880923,-0.023921694737620177,0.010380778344149907,0.006511975452489803,0.04605165957696602,0.0311998655854698,0.06206639635759866
GSTP1,0.11080681192552788,0.019898770414765666,0.04630040541112051,-0.033418640259619686,-0.07632017163912706,0.08850571231552555,-0.032677481737113705,-0.030953685491608,0.047316366079762924
VCAM1,0.054463408240475804,0.02468478549346771,0.03128549589138337,-0.0006432206583400395,0.12381697275607588,0.05137990039441958,0.03596003091211422,0.09704804297069267,-0.006669401447726525
NXPH3,0.035137290567867366,0.06142171510989715,-0.06725482177163744,-0.03464395679701435,-0.04997143482034456,-0.04972934278404092,0.07198269491331562,0.023191135025082063,-0.02087219957675485
MTMR4,0.009856343940927347,0.035066187556025356,-0.02680534310597767,-0.07931544189807806,0.06449384897731837,-0.04358314330817739,-0.003858426832516195,-0.031658554060814574,0.013382239907604263
LAMC2,-0.019099419410141198,,-0.024766349444165853,0.09424988162934617,,,0.013377521358585026,-0.04245087989971101,-0.018355643191137735
IL10,-0.023036157585179445,-0.019169551210031378,-0.0175193023394888,0.044690720589336284,0.007894499850048699,0.06325984478448937,0.05610419818709028,0.08438117626407451,0.0808243471960352
SEMA4D,-0.009969617847261154,0.0037971811953962796,0.009289643861124628,0.020958149559190148,-0.04043942009764294,0.03973293353411766,-0.11036616572426922,0.024750699367338796,0.0012511944973669907
TRH,0.052966154322588416,,-0.00259505050694499,0.02416942479568629,0.0861066935823942,,0.08914223850966504,-0.0165589366494037,-0.03943226477840702
SEMA6D,-0.01065289148200008,0.016378066566817475,0.035953896256508786,0.06788720378039569,0.01861486912078661,0.0770815437068404,0.03846174097960405,-0.06494247430978876,-0.026846868286302394
CEL,,,,,,-0.028515234737476112,0.04254403536792249,-0.028875277960595847,-0.03593493769921575
PDCD1LG2,-0.016965237382765803,-0.005854857290969254,0.013634375478151379,0.03066996310543319,0.11732072269147832,0.06839394192462726,0.03827426758788006,0.07398834069868374,0.05043789122334869
SPINT1,-0.012069984328433429,-0.04306756171206132,0.05763867628643207,-0.016464192340185504,-0.059877167574109734,0.007238188112145701,-0.03056469590232321,0.07084304104241024,0.10101777149971508
CTHRC1,0.014123032989420145,0.06334902671972094,0.004344794838583329,-0.04147837963166557,0.1257096342703935,0.21635452088713253,0.08167876124879751,0.10577849623701771,0.059171905173722054
PODXL,0.02045425097288957,0.01108446014270488,-0.016289460627047732,0.05184737264040647,0.0787797958972677,0.15305481274194424,0.1186265195579761,0.07756576149847956,-0.01758143127313832
JAM3,0.01429937742161681,-0.02898331683236721,-0.020279035376521006,0.058144759315830005,-0.10675939129667335,0.026699740529968687,-0.03619326468745145,-0.020056566680548015,-0.014398719666594086
TGFB2,0.03978249588846102,-0.04455017907891386,-0.009698041302159554,-0.00731337463827321,0.12041466366982893,-0.009058876156792194,0.0283611410765974,-0.06657094699628534,-0.012775838464480858
COL18A1,-0.008727914876475328,0.02815941959104942,-0.027995679636025606,0.05330364714981001,0.07875460699683072,0.1486979454423436,0.10176834788977791,0.1315080462895896,0.037749629749978475
NODAL,-0.020047963681498773,-0.012890604084086321,-0.007877818434868672,,0.045093512241935765,0.01790502446613597,-0.039027209012558496,0.0014217155788760702,-0.024214558492298668
INHBB,-0.0118104591022079,-0.03818352615011305,0.06553666752833434,0.01788862029966627,0.03842293331649069,-0.027208441974157883,-0.028331562205252903,-0.02418983478536946,0.06334890792134688
LCN1,0.01672252637703151,,,,-0.01563725880063693,,,0.15982242385214349,0.06097865187214846
ARF4,0.07708077983613772,0.037749819670248326,-0.02807664991571891,0.003967834669436119,0.04071122258958807,-0.005286635001852008,0.020467469905897366,0.07301409398507933,-0.0462311253125496
CXCL14,0.010142461875187763,2.4692347931890378e-05,7.93237471751219e-05,-0.008138610776800843,0.07510237534597877,0.11645693867767426,0.10671878559506241,-0.10074655652778962,-0.05935229018237536
LIF,-0.008872497376990304,0.06421966811835464,-0.006885060363154076,0.04719041988020179,0.01839688278186686,0.005459474650095711,0.07223659147190781,-0.042379278376694564,0.08998390320723258
IL17B,,,,,-0.04439615503945889,,,0.04288865084388661,0.011017984790888663
MMP1,-0.0009529873018343106,,,,0.07623176513551316,,,0.05255863953583903,-0.03333917563328215
MATN1,0.002535210117584337,,,-0.01552728977608707,,,-0.007495620679686263,0.09797142022938388,0.060137849497004695
ADAM28,-0.02122546188807606,-0.0021905896854861376,-0.017979283574348512,0.014236426895068318,0.06075682042037669,-0.058179428911508735,0.05331829469812349,0.085125837636083,0.10303569508360662
TCN2,0.04800979677734792,0.012009654946821026,-0.014748475535099503,-0.0042239831140456156,-0.034356022436426055,0.11948610548228354,0.13330194757934322,0.09157112937073573,0.04508981160579838
THPO,-0.03267635126562513,,-0.008920742725279355,-0.01337723204516771,,0.011066701424988577,,0.055654224056068236,0.007095018936123862
CUBN,0.004900110431637911,-0.031049607627398168,0.0003659699517334961,-0.020921979699733972,-0.0196436185417479,-0.006686081819810121,0.05667097926148365,0.002596371046152491,0.08409204127409448
TIMP3,0.014008883191182125,0.010984839914819612,-0.028090099984587672,-0.015517405169639713,0.11062838754272149,0.08020960259518453,0.09219584855148209,0.13131046978061045,0.08058220053038186
PIGF,-0.04981450747443356,-0.032382786444004226,0.01332430583842532,-0.025093577068746667,0.10398485526713294,0.013603882610385065,0.02766100566989368,0.034447051309841034,-0.0057491410340448435
CRH,0.03707311736722583,-0.016177674135128325,-0.012497843625341294,-0.012477987735212978,,,-0.020827298902442025,-0.04513399606937344,0.018241353037766
BDNF,0.036942043768332655,-0.01447188203770354,0.06709134468359922,0.04416768987084591,-0.034181400002970624,,0.09073122667534674,0.010651849694171564,-0.00021293580027757018
CCL5,0.0012899950932133974,0.08792305779737322,-0.022876486437241668,0.030758148282373225,0.04192368443545219,0.12429146422412872,0.05304236554623818,0.14389203552003874,0.024812468509626342
GAD1,0.01707077865733958,-0.01572771677912561,0.000889528559526425,-0.03629592643206042,-0.001422273805434663,-0.07561023394246165,0.0010448297873713738,-0.03818355730739835,-0.11607262331733344
COL14A1,0.004924220523365735,0.04438501616185123,-0.004962956455887567,-0.033728633569606446,0.13428756624157784,0.11388063857735203,0.09845213592171499,0.14214704271482675,0.09175894754403366
HLA-A,0.08799400492485615,-0.03156746004528431,0.004799640289291499,0.0016130403613872195,-0.026951467127441387,0.13080922973920303,0.14684169166101302,0.13424460317857578,-0.05885284802741015
CD5L,0.0073479334223528515,-0.054886359599302784,,,,-0.02428587215992061,,,
FGF18,-0.020247363287744898,,-0.009929443298584462,-0.016638102722490743,,,,-0.03009814405238133,-0.03337149352053029
ADM,-0.04340195532520443,0.010069928594939595,-0.045329412780807224,0.052376254457236066,0.11906119830066761,-0.02902926284564269,0.0626751201147312,-0.005231344548326969,0.050936921205991456
CCL15,0.017387540631375927,,,,0.07537631190558106,,,-0.02610411800001366,
GNAI2,0.04026264981165624,-0.05941474341741555,-0.0018895105698751257,0.00947090398236543,0.0663032168205248,0.0042837127148716405,-0.0067627770311269085,0.06152939869187804,0.04027381005776823
HDC,,,,,,,,-0.017680280354233437,-0.024308715673047845
COL11A1,0.07911251591790591,0.03590224629807969,0.002900430185095571,-0.02260444207754221,0.010932497355426273,0.0374813012140552,-0.025862304378086835,0.01793733926995646,-0.0007585631865029656
NUCB2,0.019545313431645627,0.04627616103820234,0.004387406468042326,-0.018194508816175996,0.06654911677533736,0.0747175590169229,0.044302010699830176,0.04816758266355526,-0.014175442127907216
FGF16,,,,,,,,,0.06143238761721878
CXCL1,-0.00866448418719768,-0.017354775483057253,0.00740071769512179,0.10586276664316216,0.07121701685848648,,0.06587814741218076,0.05126297392679794,0.08381321266228228
VCAN,0.03310614566489343,-0.057659154467252914,0.001177224877493962,0.01786833833936375,-0.0007330418893772813,0.0204588862128758,-0.07254596992251926,0.03365761015620925,0.03687948924904064
MMP7,0.03359736241869403,,-0.01974040870658153,-0.015334697910232379,0.006857905873086817,,,0.095853156972739,-0.0675766731239016
PTPN6,-0.017798945754626577,0.02936640423259507,-0.006280029449047068,0.03095068784599163,0.057611936603885236,0.023220864804144335,0.025272389733453478,0.06267908714657029,0.06185865465550623
PTGS2,0.01693668108905596,-0.015488226753444294,-0.0157852808067079,-0.03502762292649749,0.11071197549031564,0.02483309512534806,0.03453884797067449,-0.03064432485965644,0.05870649443555739
XCL1,-0.024521459474468675,,-0.010803589666763286,0.05276204966949429,,,,,-0.031964925789998114
CD58,0.02713715866596288,0.08535187811601531,0.016111717404451158,0.08182141436955173,0.009192937146438117,0.03163314404091197,0.004487990695798382,-0.0125900487511209,0.039819932292163567
TNFSF14,0.0028534317942327443,0.017421013863782756,-0.0011179152644811912,-0.0195338025729019,0.09104343023296678,-0.029006425804494158,-0.0022357961701762238,0.03479434858398421,-0.0029574218391722373
CNTN4,0.02671353870689426,-0.01416898131349577,-0.01941599430703155,-0.03541906799143671,-0.011496045784009921,0.0351920469879118,0.029565268191614074,0.036185292796829645,-0.05407804455272343
NTF4,,,-0.013666067813990346,,,,,,
INSL3,-0.02196670203245815,,-0.009929441350982116,-0.01768251952777368,,,,0.0975808334874553,
BTLA,,,-0.01576104102550244,,,-0.027254619944162672,,0.06373806030429478,
MFNG,0.017364483764075886,0.014530072049512812,-0.012901369266886193,-0.04524559891610014,0.04079696543397696,0.17063774258124723,-0.009588491725091571,0.05516782114345696,-0.015076389408900956
ICAM1,-0.017982745957844628,-0.008783409366259987,-0.03820560947537016,0.05224857127083315,0.07581757934765664,0.07631444382452365,-0.006145598928001304,0.004947056174353342,-0.002853907931665753
PROS1,0.029985512798865695,0.02010000311133415,-0.004908592088727475,0.031117088915129817,0.05229025267591011,0.0483458720543939,0.10832219847055283,0.013108491774399138,0.019493988891067317
CLCF1,0.016922017136553932,0.03528487140219251,0.0030568674749697914,0.03478190578089783,0.027325551340731957,0.19705217304180672,0.002453837555093063,-0.0719576120422143,0.0568794185327188
PSAP,-0.005227444464045448,-0.0004242560877706115,0.01588487881890022,-0.032597149565655875,0.04023446546489461,0.07871004868988693,-0.006981434960536618,0.06568379593478711,0.014083857141345133
EFEMP1,0.0152537385803121,0.024672588092629684,0.002359937003559742,-0.013646600810990225,0.10368838505102995,0.004493171864105095,-0.002381683832561809,-0.021063069976919667,-0.00841954181399487
C1QTNF1,0.04553775745853927,0.00707532881831818,0.009274339239365393,0.09539352323116275,-0.023573751590048885,0.017297546061557898,0.09505225228351846,-0.06027334710235556,0.038212261283590045
ALB,0.026417505185885023,-0.023877103468662817,-0.017628305514552363,0.03693257505596476,-0.018470301149785685,-0.03908728168930399,-0.01036895747921968,0.001730362038203794,-0.02000973090787598
EFNA3,0.016100332501177237,0.05027599799591563,-0.007750759552728386,-0.06491530948982802,0.01868795901157551,-0.022474793595387777,-0.013860869186027101,-0.010456943941815181,0.051003554112168094
DRAXIN,0.0025261364716583816,0.017311740768987727,0.0010922292569957184,0.014529197699261876,0.08291672015651393,-0.027737125227680882,-0.003729419683560004,0.0646548231232863,-0.01544769310509106
RAET1L,-0.017112274221412403,,,,,,,,
