,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
CEACAM1,-0.014151841346926475,,0.004079429927984518,,-0.026913076842638415,-0.02778236674942181,,0.043000978332670886,0.004882861936090329,,,,,0.14873626828731584,-0.029689501290524747,-0.030919777511410115,0.06688076499395146,
PDAP1,0.08222269590483373,0.04102812252989122,0.013235349892448437,0.0019766534933035227,-0.0064381227896186935,0.033501986611979895,0.057474272837232006,0.16845998157468883,-0.006965918468945417,-0.012422151005208827,0.013322243465622037,0.07609514848346274,0.07539192120935309,0.0007708154221556014,0.06241961963019539,0.0019328988245597095,-0.029756306268969687,-0.02789944130929681
QDPR,-0.08924142217656084,-0.010891924614991147,-0.05324732385571885,0.044323781871343136,0.029014768526408757,-0.02979147476098578,0.011773054182911732,-0.13910530863010553,0.03413450569726307,0.01068306742722339,0.10435845274916394,-0.0007185518467267372,-0.02479283457449664,-0.08356518320365128,0.026138305131963625,-0.04595933497871853,0.0010182909219621297,0.029572443447545265
POMC,0.02794617825468702,0.07092790011451308,-0.033201166854815556,,-0.014866766221480913,-0.04930897932567195,-0.01343177697022416,-0.06123132228527849,-0.0156716714231342,0.032314850904403704,-0.06204011034994936,-0.038412143743781386,0.08405664911209283,-0.017459749843301554,0.15603320133367213,0.07185139494876322,-0.033740671944448575,0.053355560165423956
CCL18,,-0.01795453533211089,,,,,,,,,-0.024309149115165147,0.057526978751984946,,0.015572969104415135,,-0.02192263062549804,,
CCL17,,,,,-0.012464854605075779,,,,-0.01684501681998146,0.03189048642852187,,,0.06459477691792076,,,,0.0139809184807968,
VEGFD,,-0.0007569157605831077,0.007892503618462351,,-0.0057810338605104716,0.10078267637230644,,0.09240795784914597,-0.01794694065056514,-0.009286742077703707,-0.02186476938263109,-0.025952797064786055,0.0015820125251559756,-0.03458663928160247,0.05805962631938572,,,
TNFSF13,,,,,-0.016683973755044802,,0.004744918224493662,,,,,,,,,,0.02346425119122979,0.08970780697439754
WNT5A,0.08670702222512057,0.0031969062512555986,0.05659063314372388,0.007669917614711858,0.0405663824107576,-0.02944830667791163,0.054378750409051615,0.12198033676663084,0.007827204463457079,0.03657467186204199,0.07911618379583837,0.03848440582392339,0.025421951192178834,0.051037034569971475,-0.0031593666302577967,-0.0025868211120754123,-0.04150138312574414,-0.007830778237761678
CXCL8,,-0.05924613323492488,-0.009980414820629106,-0.015972558020412357,-0.015651303842744053,0.01908623556765762,0.0058379338683553555,0.09498922922588744,-0.03294716053041108,-0.008648218023727703,-0.037637048279150674,0.012769083819455473,-0.04678065398125867,0.07191896725334063,-0.03420125952553764,-0.0011769396560268343,-0.07016667536476325,0.010355605081039389
GRN,-0.14536752349261822,0.03619461470812304,0.012175293138263163,0.0007737703421243879,0.002635627356372942,0.03129537445020929,0.0484069148016867,0.06873290592740233,-0.02468354438148019,-0.010742468037403053,0.05768075666243192,0.021455494645122825,-0.03592610204482941,0.003930012018967894,-0.06472555797698822,0.020886123120831213,-0.0048149438717665985,-0.048024017657712845
MIA,0.09574087368313218,-0.006617694683382663,-0.02980382274256593,0.02184109103599037,0.006305053996823833,0.006356619688871355,-0.030704939097255624,0.021736856622598732,0.03694220173962024,-0.010561713343717104,,-0.012507623680162689,0.0307228727023803,0.10868875586463064,-0.04572414053938861,0.10857579217566249,0.04852189912659331,-0.00159711876379953
COL4A4,-0.03249208180209879,-0.020772231049075385,-0.029550023809048996,0.021963104929249178,-0.03660970393298163,0.011945075955528689,0.030711137441898125,-0.026297919266039176,0.014048878938133964,-0.017742838472245934,,,-0.023517778935456018,,0.08884754877695011,0.023372620121598978,0.0367987550660297,0.024364261218761157
TAC1,-0.028055825164427655,0.004600900540558848,-0.06507152171199757,0.07875256565274633,0.03360386755871958,-0.0761377144681922,0.028511099970798696,-0.1016187751898229,-0.02745970486293323,-0.0020064793416862256,-0.06543341765142976,,-0.041678426127424964,,,,-0.029393909344142554,0.030772309751074835
RARRES2,0.13057076664920078,-0.016035106690265064,0.025188803313184422,-0.03331038947654589,-0.00012286507323779048,-0.016597057974969423,0.042926137586469446,0.16588307369837454,-0.008872950321262544,0.01478576709226471,-0.04751778625389382,0.01682400912722493,0.0890231512576221,0.11144229460297275,0.0336758965101391,-0.0513415118016019,-0.016004341749204808,-0.08186397455866386
FGF7,0.023120378902153824,-0.04273359970498989,0.006096024426402291,0.12838369849343761,-0.001024709135791975,-0.022329340490301493,-0.005414392056446222,0.08872820446455265,-0.012434617020109682,-0.020241669025535387,0.030648954801033607,-0.025811119359829115,0.09034365566256176,0.02797983456203792,0.01708471295433118,0.02003986689695171,0.05215940345310897,0.06786930416324258
HBEGF,0.009331872478012645,-0.010329335928002845,0.033024754800844935,0.03728822668348372,0.021376517143257123,0.008942222424642814,-0.0117606294017287,0.06867880467693395,0.05066083940814497,-0.010968074179736565,-0.007370408585020317,0.017016102540465733,0.026979282072339548,-0.032369933445176476,-0.028461766876460508,0.009716180446566422,0.020460400798336678,-0.04632647124767161
CSF3,,-0.045830234273127476,,0.022498078172378227,-0.008724130144397858,-0.04604110272441963,,-0.02782269241137861,,,,0.0014935492405706416,,,,,-0.005264191155568153,0.12503933597909778
PI3,,-0.03801701199483694,,0.03219563464899886,-0.007305654764539311,0.027239225314678036,,0.07205734398575529,,,,,,0.1083497967018131,,,-0.023555297808210276,-0.05418697255993248
PCSK1N,0.06683352243670519,0.016026630649938145,0.0029560575590551513,0.01385273747995972,-0.02180671688241013,0.020662198162033303,-0.027271389543711784,-0.04991576332574686,0.01577012204299078,-0.06168348558219484,0.011400422976850719,0.02427540252208714,-0.04872619233478346,0.021126830535983476,0.04577395730351532,-0.026225218556692215,0.08066796497988994,0.0015204752010999926
NTS,,,,,,0.08836947699610181,-0.019723635051204814,-0.022304012312631894,-0.020090781815374586,0.032528442224473215,-0.019685316000764418,,,,,,0.011429346805943912,
SFRP1,-0.04082193429840846,0.04604140244673637,0.06146634469433842,,0.006090384872342726,-0.01822005379128435,-0.013581068004144978,-0.025272997466946872,0.03068141343290958,-0.012660653115968703,-0.033949627850907924,0.10904087368144035,-0.04716491829189164,-0.08085163290769695,-0.045279533858309226,-0.0035135805619490473,-0.009941009932365403,-0.05491435902131773
CXCL13,,,0.007995001793056853,0.012065013058398697,,-0.003936563953260952,,,,,,-0.028075015913491798,,,,,,0.09296679633040651
MICA,0.014414496977851597,-0.057248435544742744,0.020312449670662095,-0.025034207304236274,0.015970762557922825,0.05839230813906611,0.0039273076267282245,0.14835565791374777,-0.018357992973850493,0.02403312088565996,-0.05219205002998447,-0.008697512829577805,0.012752655946378522,0.06847850406892828,-0.036426667204090754,0.03379671896778632,0.08508807650491174,-0.02307334959647959
TG,0.07661765095931852,-0.018175200873368436,0.011662560528985838,,0.053486609002248435,0.03795386177542303,-0.006644086715344717,-0.033579500500574594,-0.016970716971849497,-0.00916245958733333,,0.03033121522655715,-0.02481168952620078,-0.06421446845720614,0.0723836876990936,-0.035695168122354244,0.0427621136098322,0.1507181573066615
ADA,0.02237463502948797,0.09280910899654198,0.015518282245851884,0.02822473081739358,-0.03409798403160581,0.0024042765555637546,-0.00337100929925894,0.1314907210621875,-0.011267328985319614,0.023375848960630136,-0.021310654371789837,0.03443648581286282,0.04435350830173478,0.004788933809661879,-0.046595500238792595,0.08887049144164703,0.001553273100575393,0.05274217776913527
LAMC3,0.05462155314790461,0.06912045191980627,0.040171563929115243,-0.024140353631402163,-0.06676406592263476,-0.02223351653127574,0.06867220189508333,0.06517267750541161,0.029250676717371665,0.0335490893258979,-0.01883917162189841,0.005178998973360231,0.001686321027039843,-0.07900141718928037,0.01795365614838178,0.04883108578833492,0.004918948289335813,0.09104578391724122
CCL7,,,,,-0.016466360574945996,0.07470182674792089,,,,,,,,,,,0.043886800683441494,-0.03422559163877491
NGF,,0.09697585186040697,,,-0.0377286377831561,-0.04252773664018785,-0.021725131947431416,,,,-0.0196853289622389,0.03982785093602308,,,-0.015396520752450597,-0.03257841319826118,-0.055679857207868305,-0.029631423693200806
TNFSF15,,-0.020785245047365706,,,-0.018336097859581565,0.023659568634117847,-0.026379073051285097,,,,,-0.024829323275335317,,,0.018125411574793134,-0.03290144287462849,-0.04586324347829518,-0.006068741248832035
HMGB1,0.03193371085736729,0.05610545961659056,-0.056526264168151714,0.08166325379794602,-0.007042310808059026,0.006171229863772439,0.07755645823435692,0.1531246472807502,-0.047220241197009134,-0.011112708961286404,0.05006005874233333,0.057241336471373465,0.03298754161547856,-0.051456453390565864,-0.04832730100329256,0.05392880157162514,-0.023353885260159846,-0.031329517646507384
ITGB3BP,0.010472020896258583,0.02334704435798626,0.018200362185240657,0.07957233676038442,0.0704651106264707,-0.023472764940053063,0.07683141498839853,0.1661224275048692,0.02695279805821587,-0.022007636488335213,-0.06554142567997272,-0.029718800597973397,-0.0018142812997745056,0.015886161905024267,-0.03910608614723489,0.06273979608803412,-0.016955738973606693,-0.04469225665336157
AANAT,,-0.06699945335325039,,,0.0006826461511725815,0.04715217551903387,,0.07161902163339473,0.058343385938466594,-0.010561713931186567,-0.018507104270962794,,-0.022156712289243014,0.12256164813865768,,-0.022833338752363198,0.040057569458301225,-0.026876533868079335
RELN,-0.00990030126889022,-0.027112913347877052,-0.0026988213843591033,-0.027776836345374867,0.03141715717837903,0.015153351336222302,-0.023967766838861756,-0.052072259664281084,0.029625165243230858,0.0326872588013358,0.026899178851615524,,-0.024529392928463747,,-0.04505273062651407,,,0.06657032954495132
IL15,0.06634600706086773,-0.047397259962075285,-0.04053348736420491,,-0.008894574604625326,-0.011852712729069553,-0.018770278693761373,0.008866375992929245,0.01527543879753052,-0.02270058451872671,-0.009261404053538803,0.006614035555056509,0.011919077372659013,0.04611152029046807,-0.00631087604601582,0.050158306896382635,0.031420624729865246,0.05753166831500905
UTS2,,,,,,,,0.059797381843849105,,,,,,0.006328388641812229,,,,
BSG,0.06717514458880022,0.07875003928553484,0.008240387068510102,0.012150912433201653,0.008935512945549486,0.033950666810249386,0.08112455197560556,-0.006860554083595763,-0.03357676817735907,-0.0018244450594341502,-0.04868728726081293,0.03554750601063165,-0.0046394100334658205,0.11452540059612507,0.016867996595723335,-0.030413484041275717,-0.027050905122860538,0.007212493258603881
ADAMTS3,0.07820441994712694,-0.008931801727199156,0.07316064491919667,,0.013670208270208352,-0.0049242171683689506,0.14076813863293322,0.19844508916692033,-0.03298792646184503,-0.02761054419428344,-0.029718060767290933,0.033180986703533866,-0.01452017380248443,-0.008702581960042526,,-0.0016876639941026527,0.02524267246157662,0.06406255716628954
CD34,0.06959157546303205,-0.005210534035284682,0.01805174091473806,0.06712582609867847,-0.004789307301122213,-0.023410918642503862,0.05415231548983677,0.05804191694297429,0.028398632659412174,-0.019760679992616437,-0.02175365871013691,0.057028637832460136,-0.01973174853831888,-0.09779540710591647,0.015721952778993017,0.12328870618927712,0.02556081525588785,0.04630447907576526
CCL23,,,,,,,,0.05281391850998606,,,,,,,,,,
PLAT,0.05141837636271293,0.06440139123038575,0.01694796140630498,-0.03891637340432248,0.000886229129008987,-0.0014764157988373461,0.04595093155818675,0.16343412569057744,0.014123577713330044,0.05309608937772921,-0.0011912110135324022,0.016301401164213986,0.02362476710012587,-0.0670523835646255,-0.07986359971712446,0.050245307254624075,-0.008540245084786485,0.020685985682341868
NTF3,,,,,,,,,,-0.017049125829560745,,-0.00876980784037652,,,,,,
LTA,,,0.005098418680689898,,-0.02110449934530272,,,,-0.014698766481889133,,,,0.011619929313536474,,,,-0.010481203275260165,
CKLF,-0.05275774498003638,0.11967365572611897,0.013313333559437274,0.06340385339177056,0.01666884283413735,0.02004227205486444,0.020900578051368184,0.1523286714860332,0.03905516253622931,-0.0007119117536103315,0.03141826336334413,0.03366269707352484,0.054421452224671873,-0.006052401158878363,0.026726569537278477,0.11555067542156264,0.03238950909845483,0.033311216320800696
APELA,,,,,,,,,,,,0.007648421867223653,,,,,,
CD24,-0.06843124779931195,0.04976246153510449,0.03182350062602933,-0.012696614213768347,-0.07711524394960156,-0.025143442918244722,0.053726410601699096,0.006533927217886538,0.01587084217227146,-0.018956832939769325,0.01702800155454231,-0.014115838584987205,0.025088990736226186,0.019451948458599686,0.06944162308441443,0.12146861088286394,0.043736806969400834,0.06436001291876273
HSP90AA1,-0.06867509007738758,0.02944152402564923,-0.029428569567673032,0.019304482181173737,0.03490998644750566,-0.008493212967477617,-0.033536434341418606,-0.159259849666913,0.1049886729083493,0.00496058946645283,-0.01781858301303134,-0.0647223690865966,-0.04552773348938842,0.01952526640051137,0.057620602190330356,-0.04364106039695934,-0.023956825546730447,0.033060488757555774
BMP4,-0.019593975921273328,0.005632409824583204,-0.02480305187705623,0.014655314173529567,-0.04281360212111204,-0.05158394675731987,0.06602599103814334,0.012209342646874295,-0.04216033075794314,-0.006581296935740057,-0.02951923289553795,-0.025186884653571655,-0.017510150834450164,-0.029745130337826046,-0.053123416351023266,0.023178790469077018,-0.04494759335362196,-0.05271927624267997
SCGB3A1,,,,0.044723712376692676,,-0.031654212418476456,-0.023960592729621765,,,-0.008908909001800061,-0.03257768269300369,0.0002620233726680344,-0.014339050105243169,0.047180377647427996,-0.043307757980742656,,-0.009615574412708541,0.03277776035424165
IGFBP4,0.0770028804470719,-0.022392586593603988,0.0005030543143726615,-0.04263917407848091,-0.04558540240064478,0.0551986952681476,0.04861058874945646,0.06822498983066211,0.07052069749515862,-0.02012350764219922,-0.005909901119886362,0.058775985278121605,0.011970506256648406,-0.10348506856022711,-0.020994269622314172,0.0899738109608534,-0.004215460941003969,0.05003008530952651
RSPO4,,-0.005939458250595222,0.025067891246553804,,-0.03230413376475988,0.05358188453676175,,,-0.017095560256563724,-0.008908907698670586,,,-0.028505154605561196,,-0.03959861335648581,,0.04772312454414519,-0.03389024460387619
LEFTY2,-0.002653055698364871,0.012604212110684446,-0.023685172326747467,0.013705769154259986,-0.03356657810609659,0.045858782244344296,-0.0027710251166637215,0.1176672357120872,-0.028748877810474197,-0.009768726249927447,-0.0196853289622389,-0.0280742640693721,-0.011273891321672187,-0.010937176783203863,,0.018665293613081547,-0.004658317561366898,0.04638523920003557
PF4,,,0.03913485806044968,,0.0271006971085693,,,,,,,,,,,,0.03924379337797051,0.10330739578626723
ANGPTL2,0.038988405591854104,0.037006262106833394,0.03590743741477234,0.03539455536641986,0.01655555872681599,0.05300168404999546,0.060635558512993765,0.17079353514670995,0.01974322611057644,0.017688922665554014,0.024479227441459143,-0.016760580457684745,0.05438476337236858,-0.0380057934839737,-0.07869239808663266,-0.021203450315369948,0.0027158319240154446,0.04564823235279239
LRIG2,0.05112622073863241,0.08603681092682543,0.010462252388627729,0.04911157603198329,-0.024956641027722937,0.007599210418428706,0.00262771724435338,0.08674964456886407,-0.00792385069939508,0.023262178604689092,0.024578301699627596,0.02471040433519788,0.033190060336470255,0.07816266142161006,0.020884156959921497,0.08375612026151043,0.00581789656858772,0.02219319579364346
ICOSLG,-0.024676083496450472,-0.051436530866965584,0.027364128410927394,0.029572759128061656,0.06157925732765214,0.06424862965751055,0.09856235860077309,0.07122326378381122,0.059022135554712,-0.016907443145708193,-0.0004508522305556792,0.013337157161962371,0.026357471072346837,0.07017439361966019,-0.03582729835983488,-0.01725473543422052,0.041815956685566265,-0.037223749671012926
WIF1,,-0.04475619159379208,,-0.0022296563149830978,,0.05798401736661485,-0.009685677629765426,-0.10755735139050125,0.07055556065261594,0.08681166882493341,-0.04509350511581469,,0.020558612774094237,,,,,0.030682288902063697
NPPC,0.04505472637569643,-0.0176294052168993,,-0.0022908043364032334,0.029015091310078338,-0.0068272988727257535,0.03966608976565288,-0.01707564472909074,-0.004723465401660407,-0.01238120150222668,-0.025033670639801237,,-0.035496202788509575,0.08247885295995985,0.117454367043204,0.07624559613878791,,0.02902883914328511
LYZ,-0.023277866765449073,0.003887396695610351,0.025547078539157615,-0.0008635141626702421,0.03958797226222291,-0.006245481728537086,0.04400833415838045,0.027086328034476668,-0.035903756174082584,-0.018532092458125374,-0.023775604927993712,0.019103900711210448,-0.0011834562624610037,0.05883289606231063,-0.10117813270235641,0.08624821210783373,-0.00035927056118476003,0.0035956662558126987
EREG,,,,-0.014861071740597719,,0.03841762040247299,,,,,-0.02025045069383984,0.015736454144185775,,,,,-0.05305077077215739,0.0018348654802847815
SPTAN1,0.14799972483906723,0.014760446804920831,0.020104765027329826,0.011154491905508027,0.023521482316399094,0.04347764059247681,0.02930689179216254,-0.022137466417885533,0.03301834175701074,0.0030499924299450592,-0.05240613250559819,0.08516817534144995,0.009191714340102379,0.014127985677961977,-0.011270742850980724,0.023614000156950355,0.02877476414473234,0.03162501538283238
LIPC,0.0046208757800114035,-0.002135851529239871,0.009197904113031745,,-0.014715592729495542,-0.0031382068073648847,-0.015956936538600856,0.06458841888308263,-0.004920891283220742,,-0.03626818810462854,-0.021563057207205947,-0.011230764778735736,-0.04998625222231332,0.03300521344092867,0.034937598252041444,-0.04441454690377189,0.11308975572712865
COL8A1,-0.0018718469655869426,0.0834624330506741,0.04141128617964449,-0.02239437407388612,-0.035215395159129886,0.03218225994188604,0.0006574810578171167,0.04306607556600447,-0.05299298959804317,-0.042838034837464595,-0.03747589928962084,-0.048194008320317464,0.03250957110237664,-0.037423945191491545,0.04401000041238117,0.03521040717100884,0.021050737889909944,0.05594464034767567
GSTM2,0.05609115109667578,0.08578404143076222,0.019071039999159465,-0.006211271763978749,0.013263726549026914,-0.011944944918713533,-0.01587279810261641,0.067881072037213,0.02785108731158914,-0.026331841513104862,0.10853979137682497,0.0007010075827030835,0.009499272858270751,-0.041321061039413604,0.10367356777582608,-0.0068260223259966855,-0.0169155736137864,0.08806417825650098
IL4,,,,,,,,,,,,,,-0.00271337033269822,,,,
SPX,-0.03342178070965307,-0.04001810227190619,-0.0731884111963806,,0.10163223682845793,-0.06486070279416689,0.01904139657484207,-0.05760916645575812,-0.055654881372028814,0.010941036713478694,-0.059692225619840736,,-0.03483859959054215,,,-0.007569298486368205,-0.0023057240207033577,0.046758318654201
MFGE8,0.03994889201732591,0.012175223403954985,0.06660720728892804,0.0570219151974269,-0.04650737980164177,0.00904282380868235,0.028436573464529737,0.023634171353086528,-0.024781980491920878,0.026305582337305188,-0.02840907854176512,-0.06984011960875881,0.02906695405496669,0.02641458490439566,-0.08728183781606345,0.0820391826658686,0.021753278051503937,0.031714484438867784
TGFA,0.0010124039603991788,0.03652383627843659,0.04800226852616504,0.0448795061024776,-0.004352342148069764,0.05477883562707455,-0.002286783650632086,0.0569337785286872,-0.006510426350768834,0.02046926839867719,0.038305371742625556,0.03837863989429104,0.03062361979197692,-0.06923851954434113,-0.05915343711953152,0.0065216880228105584,0.019559976460722255,0.03485761088363243
SLIT2,0.021907491195581982,-0.014086288911702858,0.07604221643311664,-0.01094549327207854,0.054813044145726936,0.027968339922736885,0.05043797756946778,-0.018523972509622875,-0.015672141034509066,-0.010647051054399817,-0.0721155831865562,-0.01033012099505078,-0.03169442504308288,-0.09367019240514876,-0.03297599292103383,0.01432354198046794,-0.017860177202337877,-0.020774309130710156
PLTP,0.037596055329419724,-0.056659964674704674,-0.02331381287765208,-0.022673077554395377,-0.053325750691854384,0.005471442512908333,0.021627821189590203,0.12888682701409607,0.04736603360592453,-0.0038250779313732997,0.019802178238039366,0.0925854455092622,0.025277452642863366,0.07354657775124873,0.0038061786696675873,0.018914923270056755,-0.011678331090141755,-0.04902088682870833
APOD,-0.11471782585794853,0.044528365735439855,-0.02414722901328353,0.0411542291880718,0.022691488958150572,0.02980136257716493,-0.038216253533887516,0.0781937115706277,0.007763506006712858,-0.02811745132928573,0.05134923889637863,0.01353871154150171,0.011621164633650292,0.034800862526708914,-0.002590423629743454,-0.0752198479251139,-0.00109905714668788,-0.0013672655349820414
B2M,0.003902977515653844,-0.04889128713665862,0.015092006381536328,-0.028324533474212158,0.04108008046246272,-0.020319211673977856,0.009221427510132295,0.1451918674162599,0.09515224529232039,0.023818212275700034,0.041974134406516345,0.04269556108274462,0.05423077913361049,0.10232671973151711,-0.06826689059916909,0.11621138293306556,-0.07947316423477939,-0.03222492952156262
OMG,-0.022220833188789754,-0.008752941486921646,0.014861530068890367,0.01045339272993667,-0.003450508989837478,-0.007421197113167328,-0.056138285504487954,-0.024971264657014196,0.03725452165349036,0.012786565572706621,0.02814300729343239,-0.020790450428164655,0.028718272652750666,0.031934962095540115,3.6519393806303584e-06,-0.056355580144898935,0.03293495782157235,0.053721800534544874
CXCL3,0.010277371045997564,0.004616995725404808,0.064174263991944,-0.036439816486483055,-0.032237472727527826,0.05509522276935269,,-0.021577473426392244,-0.016969518639197562,-0.009530648102175566,0.0875847353329646,0.058795560685559745,-0.014799238168993261,-0.09683864525144043,,,-0.011735150243209418,0.004963558052843907
CXCL10,0.008860835367839479,0.010819389690527448,0.014977792859351172,,0.017459086873997023,-0.0032141579191952985,0.002546819576683791,0.13160199633213399,0.11208339804179818,0.025197579153178894,-0.003132033546118271,-0.028329118510569982,-0.02351778042120056,0.0028936122978209977,-0.0013285932975477769,0.07880869588704667,0.05360964755166111,0.02286376210575808
RSPO3,,,,0.026162162424441363,0.08712469021088468,-0.03537100663459011,-0.049495455919621234,-0.04121031163079039,0.04014385760671663,0.014043510495308383,0.06149379997399227,,-0.0154649186592222,,,,-0.025034065528474876,0.044232269432306244
CORT,0.05666350281684551,-0.028407564141001377,-0.020264965507658078,0.07951442795279834,0.04061250013816191,-0.004965587627571654,0.09736749802005418,-0.07132367720524108,-0.0014387398899935793,-0.03131304897912877,0.04890808378212328,,-0.00035428488802555946,,,,,
NCAN,-0.03219486853758091,0.08809702133078366,0.027718289658942005,0.08109284999562495,-0.019731906923378346,-0.020497819347943116,0.049100739558813354,0.08938299735129591,-0.04041204885939556,0.04591388687310142,-0.028848312956112974,,0.09617288169982652,0.00189972849284292,-0.0692055990086338,-0.03468286388197468,0.019518866485237943,0.08309419791357875
PRG4,,-0.06100407931065765,,0.009644096679573718,-0.01646636314098386,0.018819083391066468,,0.01980405280764559,0.02804596144848297,,,,0.018480626157448013,,,,-0.008451842015821281,0.07545633056556435
ZG16B,,,-0.025611220733421286,,0.0412076266016433,,,0.03138023314842832,-0.011679504301571237,,,0.02853020282878501,,,,-0.025383028288583017,-0.031214785550850246,-0.0009022505685472352
TGM2,0.008968396486295452,0.02342585932386453,0.0006380716604838149,-0.00849312576253126,-0.012055163135063267,-0.02334878609011855,-0.022443269379968857,0.04645505671795196,0.015872410615815322,0.003643665828085893,-0.03713436621053753,0.000813403130712545,-0.022780312765766347,0.021289068567778523,-0.01967404049604063,0.0886390303990627,-0.05795592077061331,0.018037951838920107
VEGFC,0.026546060836155225,-0.05013558961070048,-0.013238792134487825,0.028693591716512718,-0.019099035547253344,-0.029398020858353777,0.001821852129894208,-0.006050131147570484,-0.03145002354748192,0.05402601239591658,-0.0228829211109224,-0.026396837012276655,-0.018452428516365485,-0.05416434233882938,0.041915986172221566,-0.032901445808668814,-0.04353668486536434,0.04101266521091095
WNT6,,-0.01200108495969077,-0.02368517294835305,0.12430720285510949,0.08110710720580759,-0.03489611976157025,0.11236229099396232,-0.011983160713851873,-0.003977024205269533,,,0.02847445480592957,0.02659527311470341,0.036187419305623685,,-0.024139262882503693,-0.02682298386130866,-0.023402480137332066
NRG4,,0.006872763110641011,,0.0878811891857555,0.05287480790020502,0.016981672501934497,-0.02356864647699594,0.07051415668485246,-0.010021459525301545,-0.006971318880085019,-0.025492928153777437,,-0.021526910140935936,,-0.00197152510061948,,0.11327003063787605,0.13256851374252202
PMCH,,,,,0.046098793637695666,,,,0.014977124350175572,,,,,,,,-0.0067817623176863835,-0.045070649929834096
COL9A1,0.15153425635646994,-0.05848556557066914,-0.023308447640775394,0.016617302952019273,-0.0073289105083475985,0.026064483189173683,0.07170450816326737,0.02247844078486809,-0.03130259694553441,-0.01887185907450683,-0.01996972330867393,,-0.024529402337045276,0.05999089810770233,0.04360764502347208,-0.04819799418723338,-0.01604184660463423,0.015448963083138456
GDF11,0.04601857002960229,0.029105700512668236,0.006914985544095716,0.02401492114227709,0.002864357447034402,0.006336712687382622,0.0504712196401153,0.11351247863979468,0.014300817156685235,0.026135655273763308,-0.052285984728432586,0.0024669235038567903,0.08698821021979468,-0.02630722011188073,-0.09445800261241889,-0.01729409594629228,0.035250762086013944,-0.014301615231493066
RAET1E,,,,,,,,,,,,,,,,,0.019113870875969025,
IL24,,,,,,,,,,,,-0.02335417766454173,,,,,,0.037063781067915504
SORBS1,-0.012239359946783494,-0.012053217936644368,0.01334173422033169,-0.014141804363541288,0.08154611450284403,-0.04943429460238582,-0.059649966314871614,-0.017662889220012284,-0.008616260088686406,-0.00010461346326572196,0.028200804947659253,-0.0015585825754573814,0.017101526465179605,-0.0021190765019892897,0.032635806317,0.07833787742801665,0.015528186983067585,-0.004439131068447001
