,UKF243,UKF248,UKF269,UKF296,UKF304,UKF313,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
PDAP1,-0.04754205710100844,-0.00322668540529847,0.12936341643061564,0.021222097597142792,0.018596466880376566,0.03496855468747458,0.06612455011852597,-0.02117475962599126,-0.016253725369143907,-0.024706198078612802,0.02376665940902748
QDPR,-0.015022845368341177,-0.011230184708173298,-0.19737955739671967,-0.011918330295464267,-0.0008249870670343244,0.0325076033599033,-0.01298711389374338,0.05202765229093123,-0.030661619128374704,0.04195032582981021,-0.06962122089409044
POMC,-0.06189399144440527,-0.0032902869187738993,0.0685027800612633,-0.02316336312476914,-0.03335532740063317,0.01936816001000558,-0.06262490124039873,0.004032544604112826,-0.024254469669081048,-0.04176993192189663,-0.024994651755767337
CCL18,-0.008375406357462393,-0.02162932476751365,,,-0.0018458393139490058,-0.017423512629043982,-0.038150557041921294,0.07303378969307259,0.02839897958163794,,
CCL17,,,,-0.020068892470387723,,,,-0.003109671203433018,,0.078555017870417,
VEGFD,0.0017434807114714698,-0.021629331635837322,0.02332741639848401,0.06258706255839366,-0.020126940933018412,-0.020894202420096326,-0.04298086702910633,0.09407299048747006,,,
TNFSF13,,-0.016322187733583682,,,,,,-0.023811365061606027,-0.01664934657350659,0.011010759618386195,-0.009891215310137709
WNT5A,0.018511551685306236,0.04075239700746978,0.14679119301409418,-0.019071521360640057,0.011322398788768482,0.003592300669635657,-0.012504432096605868,0.01257611241762424,0.014721696140001525,-0.027285832816955305,0.061505908957294894
CXCL8,0.008502235946018628,-0.048875589303090806,0.0028918054047954423,-0.013708626066663551,0.0038025311786587706,-0.014062860101732307,-0.004880202943060457,0.044583706268444614,0.06695350540709202,-0.0034719102690283807,0.03795029714999052
GRN,-0.013414940382516873,0.05622816625806926,0.14463135539151634,-0.06081763241622572,0.00033087981927441503,-0.0037371697708685346,-0.057197667808361545,0.028421969785379465,-0.055055096574219975,0.0018804962930445677,-0.04531918170355686
MIA,0.04516655037054471,-0.017587480416519086,0.10232530833691512,-0.01674178176996284,,-0.028336292186111414,0.007742086588981164,0.047045855541806854,-0.03293021088011992,0.021889034024425838,0.008430900062570983
COL4A4,0.029043873416533632,-0.025976643312581305,-0.005247479815977427,-0.007863421972066154,,,,0.08172140681521267,-0.017610915912038224,0.013499230866401007,0.03720400881005397
TAC1,-0.012458623569094185,-0.030949080173770918,-0.12367381325874327,-0.02823857529370672,0.01087153226297709,,,,0.09173094706356812,-0.02507639451600826,-0.07913181549584375
RARRES2,0.004125435706156838,0.032545911454182765,0.1500967844051209,-0.031702929678262645,0.017280934932642884,-0.0688112433683442,0.023629072389102446,0.04571729257549224,0.02151210434039309,0.030869722982372488,0.03823386616212954
FGF7,0.09173003904356046,,0.10052861049127598,-0.021672158145838588,-0.018731179995569617,-0.0018288621655900485,0.021902973432892804,-0.03960807525065593,0.004783893676476038,0.03395512981989666,-0.00955798470947187
EFNA2,,,,,,,,-0.014422955901386016,,,
HBEGF,0.07876743804658516,0.03084614074143252,0.11216405909391675,0.03066207682694945,0.050230056603303874,0.03398406590147089,-0.023695101724025017,0.05282592931921849,0.0017540740914351854,0.01423908897181994,0.08947743883731199
CSF3,0.0009388326915796632,,0.05583626666970125,,,-0.03138990854383586,,0.03489264815473601,0.10426496010402168,-0.029191950433457913,0.08860064081598895
PI3,-0.0030264259706729263,-0.02275496158569877,0.031461368262899886,,,,0.024974730475277138,0.05166313679399912,0.02350645853256586,0.02895322947442617,0.005650381620632729
PCSK1N,-0.08557878576443612,-0.01544400889807034,-0.03126397463093351,-0.004792396786857474,0.02019972808453317,0.08469060384329678,-0.04746873194384867,-0.016420035726746954,0.0005621150998418324,0.021154146209627966,-0.0899682568886051
NTS,,,-0.01607475825067852,0.02262433279152587,-0.018120712158524968,,,-0.017571634816345296,0.039142867699943566,0.00686807402499409,
SFRP1,0.04619433967003307,-0.010658030200970923,-0.0030448163799075344,-0.005694072848899809,0.05686906181083746,0.014625823727229448,-0.10947707458795057,0.05489638487061233,-0.011443967396378514,-0.0422247585767898,0.02218016308208866
CXCL13,,,,,,0.03181879366388837,,0.10011138538770681,0.022388461478026034,,0.017435202863632596
MICA,0.12777104875531825,-0.017477805562471766,0.09110404596858354,0.04317839491318616,-0.006830271716286209,0.053664077418788154,0.03943729577325415,0.07604924417697488,0.008939582327887536,0.04307490191136641,-0.03636247503971445
TG,-0.04304571585203823,-0.013856826320256163,0.07843288368686187,-0.014523770329223125,,0.05780510392843172,-0.06028112300630161,-0.021641389144647874,-0.0174940507081097,0.07457545628820074,-0.02762610461207376
ADA,-0.022016107891655364,-0.01531636876361119,0.09265206412440549,-0.023587771017045633,-0.035173884996595774,0.006665470471578731,-0.015648323887641483,-0.000582491952727312,-0.004826596188443411,0.04947239548153161,0.026312373181975428
LAMC3,0.005473462033904195,-0.0028471014227704704,0.1313516172294398,-0.02835404343159743,-0.04800788730647872,0.13689533415255228,-0.0854670433456297,0.03764097350046032,0.06476028868842722,-0.04184044282068969,0.003282044932248635
CCL7,,-0.013758077749158349,,,,,,,,-0.015482330387555155,0.05181131688552403
NGF,0.04772604139710321,-0.023621936281735527,,,0.011403746888499926,0.03489109292892393,,-0.014229087109099769,-0.025140711292051438,-0.0402930400818507,0.0814771675083331
TNFSF15,-0.048696339413808694,,,,,0.01903684286854235,,,-0.013199638299676601,0.014052182063291348,0.15438463134762134
HMGB1,-0.09265240223262533,0.023220465710709935,0.12294640520407847,0.035076886511528196,-0.06515413699872315,0.030469558271904063,-0.010349730561315001,-0.05215002302123713,-0.030081614338420073,-0.056180210738483886,0.039443810771763135
ITGB3BP,0.03855112508000233,-0.05126244766131986,0.13872934466405,0.03656055783432564,0.039011495094560165,0.008380495411404334,0.05425332285872065,0.011369787510327467,-0.020963343155065182,0.04511087518041658,-0.04642465172637807
AANAT,0.05487788178115045,-0.01996087766863809,-0.021621263036361527,-0.01674178270118349,0.014142826836609387,,-0.05195581505058118,-0.019409392248626537,,0.022172294094470496,-0.027474826705228293
RELN,-0.02258833397962248,0.011173945984689713,-0.06344356963717383,-0.028632648965321746,-0.019422300150278855,,,,-0.015943732590478505,,-0.024713463008411145
IL15,0.053492819385442446,0.12710956807684368,-0.040717076869013276,-0.0010806921172316377,-0.003713146083769373,0.005099910358597584,-0.0598844767173335,-0.010536710559923501,-0.03219798027753523,0.034578579612976945,0.11950989576224474
UTS2,,,0.0540172189797129,,,,0.04912372377399084,,,,
BSG,0.12344151984765987,0.01302857245654698,0.04609316460375907,-0.02114821350697107,-0.0103008927194493,-0.07187600843426235,-0.03497431605146576,0.08555207530126607,-0.07736883668623395,0.09828507029218735,0.013572515025172037
ADAMTS3,0.015748055993633377,-0.029086782029890252,0.1341771871291662,0.014741977030394187,0.0537880322275163,0.05010693766142809,0.02802427691493579,-0.03874600150586538,0.0440488472502701,0.008748121112083642,0.061492144158603906
CD34,-0.005600092035856439,-0.0071620804625836644,0.1345494901275331,0.015577619945885664,0.005358405600648489,0.013612564844623795,-0.007090174478338717,0.021899186828056385,0.0716483338313095,-0.0053568581572926086,0.018158456984659267
CCL23,,,-0.009049934050792303,,,,,,,,
PLAT,0.05864383530078012,0.006810124538286943,0.12047670722372618,0.09683812169810145,-0.028393833985231265,-0.037053665622965665,0.05845129869147079,0.00016781500148957396,0.029303157965287745,0.023131530864655518,-0.08588284404680697
NTF3,,,,-0.02702523110769138,,0.02590768040950559,,0.005671671074832822,0.03436710437764026,,
LTA,,,,,,,,,,-0.014024543010843948,
CKLF,0.033817630385431716,0.03309115371135812,0.15359011739714834,0.02653430368905342,0.06260589274881644,-0.043135721512285265,0.05733290291685859,-0.010198060050424475,-0.0542232567891078,0.07874507347124735,0.03199334057405888
APELA,,,,,,-0.03684996043245582,,,,,
CD24,0.048857285008916326,0.02683449454031179,0.01916332917000335,-0.0014627507799395815,-0.03861743912992356,0.1171814662074548,0.026347789573131122,-0.04850607543019561,0.0008434048408091254,0.049610571116063845,-0.02686588038955195
HSP90AA1,-0.07401242263275729,0.0007983798044474261,-0.16479843536855643,-0.003015121399012893,0.014250700952433712,0.010820889927550297,0.021396945793409894,0.00025803995685329457,-0.01934155364335698,-0.08061384486513766,-0.09561209863956847
BMP4,-0.019399108010006577,0.057965201621369,0.019425826673231332,0.019779586079511625,0.051366808178658636,0.002997561003195835,0.15314819068704227,0.059454691505523086,0.03442067245404665,0.03923002942363683,0.013137697615429569
SCGB3A1,,-0.013758076373368958,,-0.014121857454625984,0.06519906087751451,0.043887323111755874,-0.01553868471215993,0.03059265958062283,-0.02741148368141733,0.0864700178491099,0.0024804880979136363
IGFBP4,0.04581274305107189,0.03348885934260824,0.13482167006969872,0.014611979970726746,0.03384094264474552,0.010686087119743731,-0.055831955327847245,0.05698551248798646,-0.00028556563933185156,-0.03281217965534174,-0.004555160142712106
RSPO4,0.03953471393545591,,,-0.014121855388984873,,,,,-0.018460467690813387,0.06284534102110648,-0.019495160826907963
LEFTY2,-0.0170695185132795,-0.02881865214196249,0.15734510165944604,-0.015484787148108135,-0.018120724089811635,-0.02260216325802544,0.066470934603978,-0.01658380795514632,-0.02510501645304191,-0.0030668888009771932,-0.022206446181209365
PF4,,0.010109960577838221,,,,,,-0.01321963763137516,,-0.012099341372463084,-0.027139128937371082
ANGPTL2,-0.01292250465451802,0.04638226769940335,0.12150794964915758,0.020370753280381865,0.02423599505182121,0.037623428374562645,0.016816877115951125,0.007015674679174225,-0.018119499277082392,0.05926119111625257,-0.018810362728702353
LRIG2,-0.017662701719319246,-0.011673698013952315,0.08917820802238106,0.06659352259508539,0.052651495491759535,0.00895976336983745,0.035508175843884,0.003441167908489473,0.03612633892826789,0.01908777953380392,-0.03532752291494522
ICOSLG,0.012318569305804545,-0.02567568560761113,0.04990063465777346,-0.005149248205740576,0.008946294067121696,-0.014782567679857958,0.03345591461064214,0.02224254589449768,-0.02259086425446001,-0.023082539473860356,0.032851891387529204
WIF1,-0.06202949336561295,-0.02567977993723329,-0.10409284711070797,-0.004445498141647035,-0.028884180604068915,,,,-0.01716079283469864,,-0.009023213504210491
NPPC,-0.08467428622318687,0.01863588687944505,0.08947097329244462,0.025173980691668915,0.02321164141432005,,-0.05369513447802189,-0.02501244064314227,-0.01124374711808924,,-0.03280839652673842
LYZ,0.1019204843891415,0.011794447416961456,0.1352883941012788,0.048024817978839444,-0.03571890177865185,-0.05733771920480534,-0.09711077796138104,0.0064466726627344685,0.012759732477365043,0.025566943152139133,-0.005307290085411443
EREG,,,,,-0.018640929517678276,-0.026429702192242527,,0.11972219991841478,-0.022992823753694432,-0.03400332773839294,0.00044829963087039313
SPTAN1,-0.09032301529687008,0.013686246549005734,-0.03968674411526195,0.031046822054274906,0.022941051457516355,0.01796523787126003,-0.015069777187599886,-0.08889470753947229,0.05025216152781992,-0.08255336294829944,-0.07130073734001212
PTH2,,,,,,,,,-0.029358293584442377,,
LIPC,-0.03777181211188579,-0.017472429256699538,0.10325861089235389,,0.07972373393712293,-0.008637178529048144,-0.03871228707172967,,,0.0629147195305278,0.00763746950101899
COL8A1,0.0042658661115570935,-0.035029157786926855,0.04355035078413436,-0.018557681931264926,-0.06015202352629591,-0.04756390595049619,-0.05902886718890428,0.08787430709470075,-0.037206299248724754,0.0003444414269187135,0.05308119139687791
GSTM2,-0.03959432707489009,0.05104366157959542,0.0572440543659132,-0.013485899282863067,0.02551421679276841,-0.015240913993313565,0.04773380058922814,-0.018642777048582797,-0.01879674036928364,0.013909626909833567,0.00731396609288161
IL4,,,,,,,0.052672410373233634,,,,
SPX,-0.09597843965325854,-0.028258893874700507,-0.02843263036337327,0.0074782716566666714,-0.03844444655346807,,,0.03231967780699718,0.019605664753551553,0.006448808116891304,0.01753367771135255
MFGE8,0.011547585861466762,0.0044075886534525365,0.03627444868232302,-0.009151695073781243,-0.011412749832469187,0.03862155538279105,-0.027931428650871833,0.08881015703093616,0.024988943182163336,-0.018924777973348295,0.0022758106978502876
TGFA,0.05618485623805727,-0.02350308829602502,0.06555823581089908,0.009901896519235592,0.05469835427457855,-0.02476444429499075,0.10599421327419516,0.008980100280217578,0.034399307086583425,0.04088168681144156,0.008176870490893919
SLIT2,-0.07733039498000358,0.003395558353462273,-0.022859155065688596,-0.027873047883320335,0.05399525596690041,0.011321638361937935,-0.004914797306169725,0.058774686022112506,-0.006152963467428231,0.05857955891345708,0.06016612970032805
PLTP,-0.020267725366382272,0.07459063151651517,0.12668679285718573,0.01992682798349346,-0.005194907668851784,0.019768016802381272,-0.049882770927114746,0.04049948979584358,-0.040213547725681406,-0.08262224829372923,-0.08754220979017972
APOD,-0.08241536958604996,0.09872208259931214,0.011496923455904102,0.03848074553432945,-0.09286902718783724,-0.014796060697385933,-0.04325617338034053,-0.0024858270776705934,0.10852826074886363,-0.08085912379089069,-0.07399663393501646
B2M,-0.07016257761243624,0.0037932370476232036,0.19589099546324262,0.01433444356696099,-0.006531350581127036,0.012259451706554458,0.013558748767564086,-0.022857698240522396,-0.02266630065407895,-0.0053950107123931675,-0.07889666475363268
OMG,-0.0829770535763255,0.060826879003845015,-0.05808101426492314,0.013468227738264029,0.034325945053948315,-0.01673807561345533,-0.06027462707947774,0.008445236421913962,-0.03571144649277885,0.044696349659977076,-0.08450505199708018
CXCL3,-0.04192710290057809,-0.025275841962737952,0.02508935394929793,-0.015107400235194987,-0.026241671547193826,-0.004567208270964121,-0.043991684810377504,0.06416701054836924,0.04957046768504723,0.017023574007185783,-0.009302803702367208
CXCL10,-0.04575673680800665,0.01005351901471003,0.14898178033689913,-0.02294924669357813,-0.052072048730254984,0.01111981155156041,0.04953080071176267,-0.017731366390203104,0.004956306611089245,-0.0051888611782839635,-0.06286112812590643
RSPO3,,0.07181747353222777,-0.03550326035968579,0.058300659161560575,-0.0400351498075275,,,-0.04368346103052436,0.06398445148301964,0.036966317353970116,-0.05026523260192101
CORT,0.01771578133661363,-0.040797615717293255,-0.061446346349293406,-0.016775252690494853,-0.04561393721006964,,,-0.013833678878557704,0.03131577029125451,,
NCAN,-0.06847218595232127,0.013402515645804601,0.04938430846979929,0.006992709713738108,-0.016738846974043983,,-0.041825714894676916,-0.052485635650843465,-0.0532195779590578,0.005013627836013177,-0.05938368851284658
PRG4,0.0314036317525624,-0.020690505869203485,-0.03075546924160528,,,,,-0.02041243972408969,-0.006360611228904074,0.0631334508505847,-0.024421083624542206
ZG16B,,-0.019078299477331962,0.025646899832128964,,,-0.02981635825162029,,,,-0.03870753914643157,-0.023152460367530717
TGM2,-0.014588271593223774,-0.010889272195795222,0.1028002733375827,0.0419560127913118,0.06263843494097869,0.02246911619007079,0.021620422729109152,0.07098519143897651,0.02096146733355323,0.0038857019192403584,-0.035512827703606906
VEGFC,-0.04178720502831838,0.012373492448261197,-0.02014314175947759,0.06272351581051422,0.028224366835377476,-0.0028545607425152423,-0.04194804524145149,0.03502866260608282,-0.018679854977087695,0.011861596943129368,0.049780744469946875
WNT6,0.0036891257222176226,-0.006373317505937592,0.022847965474934544,,,-0.02212786382262285,0.04805963020921646,0.03684981323034117,-0.024500053355816485,0.030075676479244483,-0.0028965247098265354
NRG4,-0.049897930174028465,-0.012671672619175966,0.11664559365990154,-0.048564276897029274,-0.023466730893962787,,,,0.00781886854680064,-0.017357023120054018,0.007293564484378835
PMCH,,-0.014604784631408147,,,,,,0.1240166139805903,-0.014035573300032798,-0.03356152747620538,-0.010708303379625297
COL9A1,-0.04472718347212796,0.009960299271384176,0.06137484459613234,-0.010045780443400125,-0.018382514557948433,,-0.051051571913191394,-0.026127165646837477,-0.03417967315827601,0.011285721549368882,0.019486364697457844
GDF11,-0.018677765870968466,-0.012975829741345568,0.10600874890198114,-0.04969518426412539,-0.022684291598477666,0.0026358661059212186,-0.030624968265554324,-0.02040567963225971,0.022785403418633617,0.049770359607090246,0.01657335126248466
RAET1E,,,,,,,,,,0.055854806930854956,
IL24,,,,,,-0.01880209344140109,,0.2050658683686465,,,-0.012872675910577844
SORBS1,-0.03393467972892888,-0.007921252638631318,0.02465925666015671,-0.013417573123085889,-0.01806297461500863,-0.02057629982494229,-0.04552938817881229,0.05999844706593841,-0.016554528974146467,0.0134274534915434,-0.0459441076103451
DLL1,-0.018894980832758545,0.02032963042549493,0.1150449843462551,0.022848970779879785,0.04641457590968295,0.05211587573486658,0.025079041048402476,-0.03795428964879466,0.011697453388632017,-0.005711665550697469,0.046468867078492695
TLN1,0.07951699709382866,0.013526854969987087,0.08575015647074727,-0.01864242535104198,0.015887564276824046,0.025949471638474483,-0.02493543539268789,0.02340622601287082,-0.04403595227859108,0.0008141812301462555,0.05284151576201243
COL2A1,-0.03967621986540639,0.05996227847689376,0.027586962379031264,,,,,0.0434914776594123,0.02389520784505853,0.010313833302594853,-0.01689692608677342
SHH,,,-0.022316177142748254,-0.01621441088408712,,,-0.01976330425857895,0.019907061935575777,0.000916657628178173,0.11825211792140507,-0.06555441201548376
PON2,-0.04476404128587049,0.029664751184944386,0.11705099827001285,-0.0374970292033002,-0.06814683897095163,0.0870938905336356,-0.013885681288253052,-0.0019397582768009832,-0.05455473926225314,-0.008873092771999977,0.012332088084405814
ICAM5,-0.026619373668645696,0.012218380453163936,-0.055472329131532175,-0.04386941072110125,-0.07213340823384744,-0.017798491631529793,,-0.020222834801404407,-0.018469894017419285,0.03759720990392948,-0.03977711944777251
HPX,-0.050204651364584935,-0.03437918452974057,0.14446765309827883,-0.014121856014936627,,0.021316896358505616,0.06690469373051705,0.021105598380783908,0.04535851651210724,0.06977553597684306,-0.02973043350056269
SFRP2,0.11691684399676824,-0.01829139920284252,0.028957783610907468,0.030954023809917883,0.034790539775618856,-0.018556005427525574,-0.03700527359402145,-0.008626899143464924,0.054313733933547735,0.009662735213339955,-0.010653288689308895
CFC1,,,,,-0.019148042964754197,,,,,,0.08456715379940967
CD70,,-0.03341793357780717,,,,0.05936619111276299,,0.05407401711073126,-0.035499838695397114,0.11796240640958988,0.06153948752988364
HP,-0.07186787447346235,0.01884843553380919,0.10901546100643117,0.005714352535828674,0.037672306153545936,,0.01697145789076776,-0.053673248539368265,-0.015085268404152618,-0.007685660006947531,0.00018160454373686774
CXCL2,-0.05241397669144361,-0.0002186809319772057,0.017175099610982184,0.00941465078812083,0.10150973304344195,-0.03914133859489367,-0.03024697833042053,0.06233871221106823,0.04283903954897804,0.04239729367432161,0.011717831957761734
NPPB,,-0.01774925009172154,,,,,,0.010631244063910288,0.053164057616156925,0.05157357117152087,
CCK,-0.10641194425040734,-0.018074389549384343,-0.11735350144408123,-0.01365067834864661,0.04311375810177912,,,-0.00017772764737210227,-0.004610998748554393,0.053801185461861675,-0.0849395505701893
SEMA6A,0.0020069017072566475,0.07022366692202263,0.1180422214270985,-0.019737850409188015,0.0007556813779532017,-0.031725945878416054,0.03508015839767777,-0.04178346334868435,-0.026342824616699147,0.0116744056184472,0.059384447113951
IRAK4,0.09615114961647836,0.0740375134647572,0.11159305950544962,-0.009078517286103595,-0.01364942362371562,0.01769896344639546,-0.03021682672656076,-0.00716808734449074,-0.004428315363472271,0.03194606250320237,0.05628346777834732
GSTP1,-0.034687737859003503,0.03007968314916742,0.1085844806237567,-0.02571080912269414,-0.024091449072870787,-0.018434425920100125,-0.01969931857259705,-0.003757021571155698,0.041121976368003896,0.0016352385696028328,0.04457417975148892
VCAM1,0.026676070738852052,0.04031603419929539,0.17798286866582888,-0.001087420205591333,-0.03845065718012358,0.030796306566163535,0.04591887141243893,0.03844144850765804,0.017171946237120334,0.024222847598409,0.026945688625867086
NXPH3,0.04346683931661178,0.028250324229319595,0.034281278126932095,-0.041148736853863443,-0.05899588084060227,-0.013187833700966704,0.034629710715258694,0.0330963932571909,0.04894054070778346,0.01494329043918395,0.029897297380943114
MTMR4,0.06597328029989792,-0.049862873041864215,0.02314029966627191,0.005732083297111925,0.01378444667846028,0.03508262225206597,-0.028170484542728302,-5.5686603035540924e-05,0.03409673742652843,0.022843826768571357,-0.01493754633325279
LAMC2,0.00841645357677519,-0.013931305404245772,,,,0.0008053528678635457,,-0.01708427975888007,-0.013623713125730803,0.11264282559710066,-0.034644687244398197
IL10,0.054409246532018354,-0.029435317028367866,0.07986544259477388,,-0.011353893195892905,0.00917635671209488,0.06549205247801482,0.033268342651117895,0.0009649429236796625,0.059675949307250585,0.009316225751785222
SEMA4D,0.011337665739716835,0.017621849327523045,-0.04521995611242844,0.014758212118850698,0.009675066340695116,0.018282369115740476,0.0013691173790894733,-0.017039574923826663,-0.07375446804054783,0.03175601669682339,-0.001875646891034807
TRH,0.01856382863823475,0.01866544586139471,0.06732041044615107,,0.06386843091321949,,-0.040529501254679814,0.00921469743987457,-0.013198120331351126,-0.023699163295369113,-0.01595672046747142
SEMA6D,0.03416065832995451,0.02568764610279198,0.10721417215269373,0.028905158159614468,0.033463304364253904,-0.025336413832590776,0.03950411791202343,-0.030401320178707336,-0.028654106455601076,0.019922332807741333,0.010512007717369569
CEL,,,,,,,-0.047399653201132215,-0.002195267347891723,-0.03448735031963877,0.008806742133364052,-0.02374454109220461
PDCD1LG2,-0.011336260085269709,0.0177545283450845,0.0633722805006961,0.014561794534474912,-0.042689808408956344,-0.00940419478114506,-0.02162368967706264,-0.01857127168933296,-0.04060911424209118,0.08230859472688608,0.029093489240683678
SPINT1,-0.036865865612379596,-0.025311833231978144,0.05715964810868976,-0.023078219610750933,-0.02895931840804323,0.0442829838791559,0.02864274458453497,-0.015952078537371257,-0.0019389517122536015,0.048174741603500285,0.03967885319805113
CTHRC1,-0.037918646548983206,-0.047760487395625516,0.13592919116727667,-0.036685350018895856,0.052960634163425224,0.07167860046061827,-0.009080431267448561,0.08047610113221243,0.04639367770071702,0.008644759829286744,0.00488943696696382
PODXL,0.002164127150440639,0.009551535426515205,0.1613283007717635,-0.018948167084196308,-0.043446753089922845,0.05702133694278996,-0.005425905336341702,-0.012202262961110998,-0.008582054462970659,-0.011788410497426193,0.006105001317297478
JAM3,0.09147500362110826,-0.0073644513606346395,0.09878029768834504,0.026801808136958344,-0.04379804107664144,0.04295040204034662,-0.08419142160587505,0.011706670651952373,0.0037173794917198695,-0.020024468038225503,0.025838118102771306
TGFB2,-0.011918629202025027,-0.01056375553787036,0.12954663831721322,-0.030943290412883014,-0.0055517585922990245,0.031982604025121174,0.06530106606676317,0.004204086634735962,0.004936095499162757,-0.01976497450139902,0.030347905763974514
COL18A1,0.012169952112080246,-0.015514135509217401,0.1438161510992057,0.031822209748545015,-0.010783368120818912,0.017472891016875155,-0.03392524880341463,0.1070888652471186,0.01656081797257348,-0.061052985433539646,-0.013703926928303894
NODAL,,0.020055022146288404,0.11642319818171425,,,,0.06959093385897867,0.11317609294388142,-0.015579737756642441,-0.011853638421126264,-0.058357261987641074
INHBB,0.08030315436693797,0.0490512696514638,0.06895294748388,-0.022606122084911768,0.09003497580474497,0.023015417455795203,-0.03575059549139419,0.09007622401483813,-0.0618346919651698,0.0859330057932492,-0.0012738805147674847
LCN1,,-0.01393130853884621,0.005781493621717901,,,,,-0.015175140945307393,,-0.035667730334715805,-0.02430029228788968
ARF4,-0.01626163769189899,-0.014661237894625251,0.08311972148641528,0.011311917111871692,-0.028264228488711678,0.04755373083400987,0.004745344530967741,0.028759471724374805,0.035775594512482835,-0.005452989543370186,0.07947090615756269
CXCL14,-0.0853666354708999,0.04991861576180436,-0.004039656819785168,-0.015899641034664878,0.011255006294878746,0.005186380781460643,0.04579276402411423,0.024239556298362736,-0.04193899895555068,0.05787708034952154,0.05280126726832785
LIF,0.014272102001918582,0.007823192628811574,0.07403907063312637,-0.01674178270118349,-0.02605198849006628,0.04871922346207307,0.06791100714256328,0.009817232257194974,0.005630530841716729,0.02816112268782992,0.07221548612281349
IL17B,0.06029059699075797,,0.08873510023978198,,,-0.028041231954228477,-0.025633366200943745,-0.006351156885179273,0.01988718224669487,0.01193900057227565,0.008317631592020218
MMP1,,-0.01920660932200894,,,,-0.006248604502695751,0.005774757190664225,0.04240376289135072,-0.014035572188501273,0.011249798882657182,0.014849144335727777
MATN1,0.08297968131349165,-0.018291401695484728,-0.026118379555509292,,,-0.018802096151503203,,0.06310284091040277,-0.0008412328809137752,0.1133474311214318,-0.02503808043794451
ADAM28,0.03941633870903806,-0.012136897784150844,-0.03098334175377856,-0.033633703801933625,-0.017892559315535347,-0.04444033831240924,-0.10836848923879142,0.014211442014446784,-0.04255021694542155,0.05235330031883156,-0.009267615094880385
TCN2,0.009171559157539403,0.03014381675409345,0.07959479738216621,0.0017389431198049305,0.0039032895992325723,-0.022487553625847378,0.06128221196545272,0.05269087335821003,-0.015370153017299742,0.0027066774683277856,-0.04916462819970485
THPO,,0.03649622025224119,0.11254142260238122,0.04833829254371768,0.12197638976918886,,-0.04692527011132095,,-0.01732816181564588,0.0863894237058504,0.017300214042039373
CUBN,0.11454543462331193,-0.005013638871102315,0.08424823422730825,-0.031517713032713175,-0.01988636606725654,0.055442482509093775,0.004087017164727556,0.012060403317263463,0.027449537315790997,0.01944248611827499,0.060549367133277826
TIMP3,0.028795044134067523,0.008461077160160492,0.07675358355834372,-0.00691284723875935,0.038570127879651965,-0.0031590046571333707,-0.024745422789089904,0.11023579813336648,-0.0016029028561691469,-0.07611770659424424,-0.017688749331154417
PIGF,0.056702317434685054,-0.01154621718897482,0.1183239204202068,0.013348205030709874,-0.004479860969960898,0.06078560589631323,-0.023650249056673286,-0.019982868549284934,0.006115646609413032,0.044797001777109303,0.04435569805411653
CRH,,0.026318096579403944,-0.0383078721305123,0.033418934751976916,-0.022185132618393368,,,-0.021373839922407115,-0.009057958325321814,0.028933018442325622,-0.044916899573451415
BDNF,0.02787125296671598,0.011710183150151758,-0.08343160725785505,-0.02834038025199353,0.060600706950194615,-0.015441075791867199,0.08697233671152396,0.03313794120365147,-0.055056864151205774,0.08032822191428497,0.1056616367102727
