,UKF248,UKF255,UKF269,UKF275,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1
MIA,0.003825570282389239,-0.004818327238860731,0.0681652088859329,0.018776796795108474,0.02037087864953032,0.06777307832236912,0.06337105355697821,0.16168051819391843,0.034595217088164765,0.045098967846588914
COL4A4,0.09010926657812629,-0.03301214215083188,-0.016558211291257563,-0.0160920967567471,,,-0.045900335143318205,0.04968812529470819,-0.016324118946621117,0.013803788867036017
TAC1,-0.021294737792417334,-0.05973501707510018,-0.0741731960658817,-0.028764727624852517,,,,,,0.034821889244431005
RARRES2,-0.028136917624849413,0.019357557508527183,0.13968406346115103,-0.021133354718625378,-0.054166527941652935,0.04140698462188389,0.041223868184097553,-0.004979349818221331,0.020396243779334505,0.03760028183458107
FGF7,,0.0032514993803481576,0.1229812409191728,-0.02169660892255906,0.03047708025367557,-0.02170518436254029,0.03315493846529726,0.016097969724882616,-0.041267735984080844,0.08316669447929759
EFNA2,,,,,,,,-0.02633911703481942,,
HBEGF,0.02780632231214335,0.07983448681888616,0.05531019939655306,0.04314098858197042,0.04140104385528627,-0.037090732735350164,0.07354247910230231,0.014745552340991255,-0.01822035163308263,-0.013890311750101346
CSF3,,0.24639276368107887,-0.017518268840159164,,,,-0.03337463034008708,-0.09034496286568902,,-0.01763367372933512
PI3,0.015315475730082639,0.13127553530319575,-0.01972580193014094,,,-0.04445551493971466,-0.0041601830429704376,-0.11312211797690469,-0.018051186935706825,0.02828480073321317
PCSK1N,-0.03278486643223283,-0.03888995598128724,-0.030356905289089384,0.0012708215436729108,0.04184209079103842,0.05255791913461875,0.0163497671451459,-0.04983769011185699,0.035251886131533475,0.05656957580041045
NTS,,,-0.021532059701023256,-0.01838334995817232,,,-0.04052582948103463,-0.03208921590589833,,0.005127129603823939
SFRP1,-0.03230796580510007,,-0.01589884590660726,0.05192379766849487,0.035827709745037316,0.03252366133538027,-0.0062289778135230355,0.031237719512548175,-0.023226011929801324,-0.025506264740353547
CXCL13,,-0.016778593714576358,,,,,-0.005911474766807306,-0.054518344517070876,,
MICA,-0.04462425719971662,-0.014541763799347756,0.03039745145286999,-0.021605638527057373,0.028648665076655176,-0.016225460373632924,0.046274398294413356,0.014252964423668543,0.04096516447689038,0.06002844606500674
TG,-0.029209133158574305,,-0.02114298316602699,-0.015528446428892093,-0.03140785747864888,-0.00877977383682078,0.05295698683701552,0.024395208111657803,,0.016427882967248102
ADA,0.05175561679372705,0.05852397971196566,0.04457696093888126,0.028597776834340442,-0.027644444054000253,-0.03907672612640108,0.018313411847701296,0.04287510383673271,-0.03064271659440423,0.01495751246346755
LAMC3,0.055480962409201265,0.03365021096345793,0.10908841445766788,-0.026104457621108083,-0.011319277798255903,-0.04830729749195527,0.012082435359591533,-0.00665912542495054,0.013155679646236708,-0.03653533954003696
CCL7,-0.011798310147426765,,,,,,0.006854983336715634,,,-0.018478380753641926
NGF,-0.020257112629830723,,,,,,0.028455506745479572,0.03819215251502026,,-0.05532371504684736
TNFSF15,,,,,-0.0034358804481622322,,-0.025382009008226025,,,-0.04049238569932265
HMGB1,0.0009192380479718615,0.002880282274936159,0.14016444461910116,0.02513168966038331,-0.014743483058895251,0.052843725118025424,-0.012084847628031865,-0.07008368731798804,0.01608157222321236,0.056049126759420274
ITGB3BP,0.018414294308154784,0.029571739744524934,0.057179456150202417,-0.04046575182833756,0.10118213670886475,0.059565420569748936,-0.006442057694990573,0.0030618857501429806,-0.10424861849023637,0.01671743463004954
AANAT,0.06340753181791366,,0.08268242074372112,0.06596389554169989,,-0.08209427442173454,-0.022840767805084157,0.009919235724705882,-0.026279520926250292,-0.01955089742608012
RELN,0.006509259662474921,0.11257313112187503,-0.03002166850484096,-0.03074603155400992,,,,,-0.03286416133168125,
IL15,0.08840974372362113,,-0.021582480407330195,-0.03961030376691267,0.0801511194283466,0.10336193733289803,0.03395805957797532,-0.004794970419861815,0.07030376946097804,0.09284842997698863
UTS2,,,0.07545957790241349,,0.019417891798301456,-0.06807223671823397,-0.01945058544673975,,,
BSG,0.05192268051431096,-0.07074961555970195,-0.0008412339029190608,0.04328408779670398,0.0843766867177224,-0.06197378678130628,0.01327966238297883,0.05267808278183534,0.02683448977454817,0.09857408619018372
ADAMTS3,-0.03160481173052618,,0.11473161382160836,0.01586007709077434,0.013643421116568119,0.01868606378946892,0.020206888881950012,-0.012854254305555195,0.007933606450255913,0.05811725793610441
CD34,0.05241252505964395,0.016751669375480203,0.07245515985397671,0.0028379611682672777,0.01790210184492247,-0.08946963866299656,0.06040076131142353,0.04504993910989643,0.02128620471171098,-0.057112251661622065
CCL23,,,0.003036974533749706,,0.31153438002580486,,,,,
PLAT,0.031798585904098245,-0.03480488052788398,0.0982802644765126,0.03356876370315524,0.0697103496318231,0.06193721786433597,0.06810128677801716,0.05954128312658329,-0.016199870977950153,-0.03989739591502981
NTF3,,,,,,,0.019169542146164367,0.07271527567953538,,
LTA,,,,-0.013449579547135371,,,,,,-0.010607975640706277
CKLF,0.06219854090910461,0.04563124166607387,0.1368368260883742,0.028766817192297463,0.03516286857374687,-0.1111066988687448,-0.031604937407639,0.12082229181159546,-0.003332493202176337,-0.007311457914794164
CD24,-0.0228055708612286,-0.024591278229083535,0.033678463290358014,-0.03867066429920004,0.022982453030949136,0.0004910623222423253,-0.028007901297691064,-0.021729123104145792,0.03166045729217992,0.08304282370846768
HSP90AA1,-0.059733079565140366,-0.029769168682253603,-0.07451782901769193,0.00210013732363603,-0.008548387858507414,0.020550132254999395,-0.030227471222806113,-0.1816613287872154,-0.01740793498880102,0.002667496375521016
BMP4,-0.023286674705382083,0.010077562846214758,-0.016122611131171853,-0.023532238515962412,0.008813294080787713,0.06272050319455423,0.027018589119580615,-0.0060969748043679705,-0.0030812470114798,-0.03648629812562534
SCGB3A1,0.10513761462535286,-0.024699359424103926,,,0.20669842748414072,0.10193469383185524,-0.017383762554200675,0.09229698256506205,,0.008024402423758821
IGFBP4,0.07833530265922041,0.0062230256213347485,0.09779643214526093,0.010419961333629884,0.045248176747806707,-0.09824680522198026,0.024635251026519433,-0.08748327529297928,0.02563624888104413,-0.04774739589334576
RSPO4,,,,0.053236336072319326,,,,,,0.01335554142098226
LEFTY2,0.00992464351282426,0.01379861987832571,0.06291657322207272,-0.03852245595109918,0.0919010423929249,-0.02013823408542849,-0.02210146989073605,-0.03028525231583024,-0.01447431893805983,0.012943916498967738
PF4,-0.012238851648281326,,,,,,,0.010781340416675408,,0.005457368280321271
ANGPTL2,0.04178678066345412,-0.024093438391022258,0.07752709051673422,0.009155171910536072,0.16411517306378454,0.1027080835011942,0.05958161212977217,0.056598354904962296,0.0068279941873851105,-0.02356311516248498
LRIG2,0.029104679060899166,-0.006873154660655588,0.10465153664413261,-0.028040191339348375,0.024924619492182935,0.0017489488107310886,0.06508100979434527,-0.0006132374812436359,0.011383244736022972,0.04093149617588959
ICOSLG,-0.04387295739023372,0.06149568428645312,0.05022567682511514,0.004764324213082019,0.0725174121096719,0.06503533242752997,0.04724598737686609,0.07489950800485752,-0.04452051986720517,0.03646746849156038
WIF1,-0.022021827012547623,-0.04005283098130771,-0.06968720581045015,-0.01207108549633426,,,,,,
NPPC,0.04504663268878347,0.0029351595945458627,-0.03293253102530845,0.0010792854180045283,-0.02413602306508452,-0.03910761422531737,-0.03886679649632117,-0.018470799071535114,-0.024931601236793863,
LYZ,-0.0020732924751411955,0.030172925832389796,0.09380063562191904,-0.03416512110497288,0.07430238186087612,-0.024612098677891582,0.046508893499535436,0.06506271771469109,0.04018756243063548,-0.05045404099008836
EREG,,0.0015574514211388385,,,,,-0.01030004431431014,-0.00974682331563443,,0.06772881622203701
SPTAN1,0.019953258499384053,-0.04100675186010719,-0.00845705043567926,-0.038829759911346975,0.01484131160689772,-0.030923143567694086,0.005081379934668418,-0.020446149618667184,-0.07684926095256105,0.02480495589671616
LIPC,-0.014983571335910306,,0.014653384239550484,0.008372753702648872,-0.02559378179773953,0.019991111564102697,,,-0.030602282873556746,-0.0206550897897118
COL8A1,-0.013493511568354282,0.042961529555424954,-0.005935183344419087,0.043699143248567614,0.014810357981641055,-0.08919983281499878,0.07288608082669042,0.07480774040001432,0.015649117327858956,-0.04577117748853491
GSTM2,-0.020725187216978032,-0.02510241737987003,0.0015881776172986548,0.02592454025998244,0.06995443186484834,-0.09806286513293165,-0.016297173259539745,-0.0002778649411453377,0.0072773156325500014,-0.0016590661929500024
IL4,,,,,,0.07060869202338017,,,,
SPX,0.04772604654237573,,-0.04848116248378065,-0.04870165842059618,-0.03199692852174788,,-0.00890887225507722,-0.016702098967683435,0.028200294962421678,0.08895547715787774
MFGE8,-0.001390225978579556,0.007186534222217076,0.0049511058951304514,0.01712554265111444,0.03476454114166895,0.06399612469407352,0.016381157763863605,0.005975204697133437,0.0667431455005471,-0.013287745891619447
TGFA,0.0037498093049424704,0.013888298010889307,0.011469813352335384,0.019287333603828016,0.011154757676950499,0.033973009569626934,0.041115291333746716,0.011193322343858206,-0.09330545342665829,0.06868401756468831
SLIT2,-0.018846005397884478,-0.018358297422224532,-0.03733795638164648,0.0027632187063316655,0.11230753139766061,0.022799262576964217,-0.016872467382787925,0.025066972796283817,-0.023603930495510586,-0.0042396302454283
PLTP,0.012178576002558455,0.030037216139875242,0.09534170262683582,0.024434525245695567,0.12997718050267495,0.11369576610443201,-0.000178510165021944,-0.07981035951258336,-0.017587028218662065,-0.029286541488897755
APOD,0.00805327890597928,-0.02500230469043279,0.05947191420206491,0.0007766837653895534,-0.04309389229728902,-0.03646076349733648,0.033301357829873646,0.06997563434125074,-0.03476009269970415,-0.03553863429376058
B2M,0.08121656812742317,-0.0061534209362958696,0.1168949580883145,-0.004500017632231395,0.068750670480649,-0.024066504799820653,0.041728403088358935,0.06903508715648503,0.026237242327696038,-0.11922173582041003
OMG,0.018451449828932025,-0.04560817094468508,0.006499767644853919,-0.016752856968709998,0.00947450720344171,0.012273064216725523,-0.0012522788746937308,0.07936826011219067,-0.016748120299678856,0.06169638334503846
CXCL3,-0.03022347567352164,0.05529007413635412,-0.020747208352662857,0.011526239672101403,0.005038881675788191,0.030528331333915217,0.05506493643085189,-0.029835002042343323,-0.018506051291858627,0.026439432829130596
CXCL10,0.06350447714885787,,0.12080817267920603,0.005569295003283841,0.0859131638185402,-0.021372947038741142,0.004871605951904735,-0.032380916764360536,0.016588013810999155,-0.018326280845756434
RSPO3,0.005177128218013075,-2.132864191662812e-05,-0.025947644011608165,-0.023625903232684126,,,0.0063494889310601495,0.10466023210066792,,0.02519833725198355
CORT,-0.024712788444308804,-0.03066646275148273,0.0054450169315863,-0.00866168028881905,,,-0.014427760180386703,0.023200154153115604,,
NCAN,0.02318335596409986,-0.003039860269129174,0.06950989975106545,0.05341431590133686,0.022525535460296384,0.02764681556004602,0.05051608186826444,0.0873427191563712,0.004850426635537995,0.10338527909428545
PRG4,0.021099521687325228,-0.02583688538499444,-0.022477709348556318,0.02197454961212458,,,-0.028516436820042068,-0.015698668343727934,,-0.0014097945192022715
ZG16B,-0.016360693581108914,,-0.02426829939269825,-0.010686911882615549,,,,,,-0.02338165508089311
TGM2,-0.0004896983463430209,-0.0034009885839991183,0.03526486025906103,0.013158761909432465,-0.010764903619924989,-0.06544618359134823,0.04523590405780412,-0.03685511675814714,0.04277877211085855,-0.01397602426166838
VEGFC,0.06754629042781023,-0.034358513011286076,-0.02963544849547663,-0.018899465598327624,0.07461805301964347,-0.06628121095116056,-0.033506615310666135,-0.025944108699566894,0.05624828640475183,0.009926747684360016
WNT6,-0.019036312597671065,-0.03201547180339264,-0.022103883815628073,0.01102492123579146,,-0.07414546811313406,0.04172910681088071,-0.009464885179876956,,-0.0282381539845422
NRG4,-0.01086665785537079,-0.01732012252986143,-0.02799741294043206,-0.02053128809160814,,,,,-0.019600706064570084,-0.018751945295544206
PMCH,-0.01252440797758003,,,-0.015642679047951958,,,-0.026463627264244675,-0.011732334808767609,,-0.017941015884724056
COL9A1,0.1047977324472354,-0.04959844750484172,0.13634988424991917,0.010542862527229262,0.03982639465511124,-0.03265352952004333,0.07711329926531638,0.056001646894256844,-0.006929015444726809,0.11121702761225423
GDF11,0.017986860301496068,-0.019050147142864057,0.09141755141950123,0.027994902683234714,-0.010090932124711106,-0.049853008732081656,0.032401688785707365,0.000682310113259947,0.07604593241084044,0.05087779865689738
RAET1E,,,,,,,,,,-0.020570750753046686
IL24,,,,,,,-0.019730642796039005,-0.023756698378953778,,
SORBS1,-0.03384737971863169,0.022746915062225603,-0.0526751206982136,0.006531875113196586,-0.04446766214218448,-0.008693880724063826,0.04122258394585616,-0.0263715247254481,-0.007983931109940086,0.07922150264928851
DLL1,0.00922951284024746,-0.0688507845615631,0.06600248292205328,-0.0611386925871758,-0.03514707255997605,-0.006705477580655906,0.013521110674410298,0.07795955823238544,-0.009358314951679002,0.0625433935596649
TLN1,0.01325953555936549,0.01051149093708309,0.05244057885600471,0.01720291801645191,0.03658532594669517,-0.10322335771164545,-0.008182899446441462,0.0034743330521651372,0.03433366568072465,-0.018356314221004436
COL2A1,-0.03337834130059291,,0.0550578070932183,,,,-0.002722510182195613,-0.026907944799572512,,0.06613775468454981
SHH,,,0.12285176690372406,0.03858895912196841,0.18190292779385098,-0.05529874539278422,-0.010156199546159825,0.027861667539167856,0.10397257967648538,0.05070832819927655
PON2,0.01648529580424633,-0.02792042453334487,0.1209656147304042,0.009940457650623154,0.02946337942560654,-0.030926797349429096,0.04772300885234538,0.088317373741619,-0.0015468171907152986,0.01361883658667581
ICAM5,-0.03179889859500914,0.058988465898508015,-0.040542086394808406,-0.034724624248587174,,,0.015887928963646016,-4.019560371039081e-05,,0.09812930902952438
HPX,0.0320415633151712,0.06791027684763312,-0.0046445542560213,0.0991544065976474,-0.0248745791797427,-0.03467962794487262,-0.0027249221213090542,0.044053656578410164,-0.026279510164367102,-0.004240793641786401
SFRP2,0.07047288620848058,,-0.01655820641546595,0.030655286121990335,0.058837256747676606,-0.03675986465692862,0.014234153945865205,0.031080368900523018,-0.00102127209363402,-0.019730343197900763
CFC1,,,,-0.013449580359962939,,,,,,
CD70,-0.028657720360767375,,,0.032385904876921556,,,0.053197424037845956,0.017638850225784482,,0.0005758002558519643
HP,0.06096656579329231,-0.05220028918388581,-0.025479855431723694,-0.04608550196408595,0.11170370779911268,-0.03780471822932471,0.061417867827572324,0.009556923654684855,0.014580066430898011,-0.028050859181466416
CXCL2,0.06386171393286377,0.0681169403884954,0.06853977663820007,-0.020022394360195626,0.10829932822708578,-0.05333256614807108,0.014272397353451248,-0.02433448051159654,0.06565785165708209,0.013484493282032266
NPPB,-0.015220960462967614,0.06734944137477844,,-0.011776999539970124,,,-0.00930635876152663,0.10437893604503512,,0.09011170317815997
CCK,0.020240820445624256,-0.009370733711651306,-0.0805563043703345,-0.07496799841159608,-0.02559380245542515,,0.0110976682617103,0.06361766833597433,0.021726913295569115,-0.02467635786897282
SEMA6A,0.05133771061960632,-0.04750491614629296,0.062497716166449314,-0.02383422770866315,0.08857307426374525,0.05162792224723798,0.0189577921375029,0.0032876670746333284,0.05857771487569425,0.05098727344487754
IRAK4,-0.010434486406408195,-0.007457966837964794,0.06755277505009132,0.0006343506717797591,0.017956232065472977,-0.0017612016101499549,0.007625301628255283,0.03187253040807967,0.1310467306213842,0.03729318316978532
GSTP1,0.02053699479175706,0.061101239970159905,0.11559706334275444,-0.015619217060528275,-0.03479366481655525,0.07626961808717585,0.06647016855085326,0.12518284815297218,-0.023482267220103163,0.0758628711102111
VCAM1,0.02389341520642792,-0.007717657134440179,0.08378759743589945,-0.024607994654806488,0.040259908166156405,-0.09237079912447092,0.03810372443231911,0.0068894399080789625,0.051088063040596,0.026932517296606038
NXPH3,-0.010847708139010743,-0.027271820807044087,-0.03170195996238996,-0.0011041758453508113,0.059281902460541526,-0.0027050688580857805,0.018302142207097808,0.07573738588045627,-0.04882650620986883,0.021670645050463434
MTMR4,0.025884411440761423,-0.0010199686557935657,0.06591144249046758,0.028284495149790832,-0.003243245626232445,0.07995586104996419,0.05167424739843253,0.003956787677084483,0.07470134944690995,0.00517195435469725
LAMC2,-0.011946862411638084,,,0.09734045305431044,,,-0.02425702543869628,-0.03119921097321639,-0.01895085290601668,0.05928801056805139
IL10,0.02862890015967669,0.0623367641499413,0.028749160165717106,-0.04039351713251356,0.01537181856348693,-0.047967114091269254,0.01889301549215124,0.046184439083415164,0.06272915158704997,-0.024497337645919402
SEMA4D,-0.026152068154397648,-0.022000548573551888,-0.03582645461633032,-0.03256130122938829,-0.027611062007681292,0.020347558348392827,0.010036221981407628,0.045858584124824485,-0.019957203916727256,0.004530897749175542
TRH,0.009479838078860131,0.09522716653000916,-0.0039311485020455325,-0.02529388068742918,0.02419168969441282,0.05289917914358339,-0.03963622194106998,-0.0014489975650313204,0.04919961212810991,-0.021305646932606087
SEMA6D,0.01941050136270756,-0.08373225870549074,0.07976430459871178,0.05227978847762705,0.02160890203580106,0.04010387416989889,0.007424735005084636,-0.010654811224696996,-0.01507226639859459,0.07001495550315943
CEL,,0.08566646157123853,,,,-0.0748951803296803,-0.0006581132964628866,-0.006103544388551543,-0.008078905983209473,0.012666029605222354
PDCD1LG2,0.043025640455241286,0.01887915042492449,0.07873656334015391,0.012038233758321706,0.027945746389117933,0.0348978862551691,0.044926931554497535,0.011041654366205899,-0.021586109208368873,0.009296700822856314
SPINT1,0.05320132692478643,0.020608638059531247,0.013186504315905973,-0.02575681101291198,-0.05290354552367875,-0.02645515406614845,0.0961881342131335,-0.011884543175611805,-0.037443340476750776,0.014473974759674785
CTHRC1,0.09915935512481988,-0.020968021978041772,-0.022252497191832706,0.0674011386880006,0.06457596646555885,-0.0851037967074739,-0.020072406398231494,0.01867485875301141,-0.017651662726397312,-0.014282714716290227
PODXL,0.06706092695388123,0.06638042157193086,0.07745474700103284,0.05709342978502015,0.07560079588856745,0.03171126309072943,0.062272857420035806,0.011905417418043341,0.06064349272780824,0.04061085858570449
JAM3,-0.014507135708671346,0.0027960682117406897,0.09798944587694482,0.011341256175304994,0.02819027715905532,-0.09691875747843083,0.027598067101401846,-0.009225493079004289,0.014101774225374113,-0.008132597443445572
TGFB2,-0.04743606367989627,-0.00858161195135367,0.09105585034631465,-0.054107371703728,0.024586825735549135,-0.00972929605321313,0.06660081007348724,0.03682304392292576,0.06224146426395475,-0.04756607928894719
COL18A1,0.06809378094175085,-0.007279306977660574,0.08979020093308777,0.018326140351246197,0.028426710015574456,-0.06892067733760342,0.023301416800012114,-0.08224272751352725,0.0008695693335614243,-0.07741233277189793
NODAL,0.09041487859246744,,0.038991924409679024,,0.03580243321806182,-0.0810086296914235,-0.029495342546188068,-0.015670033287672587,0.09268588045470104,-0.02915871535188243
INHBB,-0.007535276626072683,0.04708115029018371,0.04220662554662312,0.03974772348764862,0.04286046576034488,0.09505009949661906,0.026568251596028852,-0.0039006914557122396,0.059526501041763324,0.11050966031950771
LCN1,-0.011946865099730771,,-0.018206884969477,,-0.0328638604290159,,0.0537837570860194,-0.012847194960120361,,-0.02154542982052416
ARF4,0.02501624406348055,0.05025362650210464,0.1077809700584188,-0.028666435892597868,-0.010107139275492968,-0.03178487276043759,-0.018267059765412905,0.10825934104831546,-0.02423565413836738,-0.05565882220523777
CXCL14,-0.027317806520411724,0.03387316626465495,-0.052344303960428704,0.014035254668252211,0.14270224534598044,0.060320583264626935,0.0086342810454066,-0.10807307521820404,0.003439718092987127,0.021584079497434308
LIF,0.04115959930461912,0.08673516000947765,-0.0046431100753433424,0.025156364315400557,0.13170021039743138,-0.19845558716469788,0.04322815886876216,-0.044908290648447896,-0.0024648579062443226,0.022214448494526744
IL17B,,-0.017846249426498286,0.00869107813071892,,-0.0014305070343928494,-0.07710949614409021,0.004386036124442368,0.0032198112395935468,,0.10349627350387315
MMP1,-0.016470726346591705,0.040156528936591704,,,-0.034669397762450524,0.012413850048613914,-0.043133775785157244,-0.036071097799843334,,-0.049533242015648966
MATN1,-0.0156858853518035,0.008211062758738908,-0.019088681095778035,-0.011924909419235082,,,-0.039476377204215686,0.03060607825459806,-0.01916970354213404,0.08874107428943614
ADAM28,-0.050102689358126375,0.0888766170819446,0.010676585050424674,-0.014309920764464698,0.11152902784463904,-0.05012020042458922,0.0011336443146709118,0.060021450882532704,-0.020383728837058426,-0.007535111540493128
TCN2,0.06127332527424531,0.01239318281487427,0.11776569800359689,0.015005768487653318,0.0066720480853523275,-0.020539203667189032,-0.010945548712123106,0.0320454831230849,0.01064454711238618,0.010863109731592114
THPO,-0.02043935809260777,,0.10085397063900868,0.032094720640555796,,-0.0290126395497789,,,,-0.028050867720756215
CUBN,0.02754037703661825,-0.02799212703732023,-0.01214628156764077,-0.029715833991665715,0.03139380967223946,-0.010874217026645757,0.04370646745977107,0.13675503126716887,0.025038450344632993,0.0932576994028419
TIMP3,0.011275481828352652,0.04430956115076338,0.05362788458601512,0.029064619198371205,0.05910722217991938,-0.03747119331851401,0.011512291999002914,-0.04236168411142406,0.012828449137474052,-0.05325337852077979
PIGF,0.019080094719176842,-0.04118273692921148,0.08191260494011195,-0.021426476305196934,-0.06811742493153373,-0.09054916633564701,-0.023851840893231654,0.06933676224491923,-0.03984427543728454,0.05601128106445145
CRH,0.03484787985872419,,-0.027997401332003635,-0.018772591016582837,,,0.020453448130875507,0.0960365819354081,0.08449159242631812,-0.031949114881877724
BDNF,0.014602356490518996,-0.03508922582111913,-0.06999246028947635,0.02082296578652759,-0.004555214926711824,-0.02429424325181858,0.0392658384004821,-0.00043154409369171033,0.18517190126505348,0.005334748548666576
CCL5,0.07146751906591031,,-0.0225013637636321,-0.0021886811894609357,0.06124527610900597,-0.0011067755213512113,0.02389926981775656,-0.024244686380986896,-0.01422921032059848,-0.043358029399142156
GAD1,0.004658749402169881,0.01598210056051009,-0.06599825557671654,-0.04960888847370475,0.04167443295041587,0.09099341063921453,0.01266892677737149,0.1194605734867517,0.06744223316988002,0.11153542363285243
COL14A1,0.02605540122197641,0.009259317749977557,-0.020056792949622718,0.005463454367468268,0.047329218924318885,-0.07825972468397593,0.06971847762809312,-0.03430523823357913,0.0023132113434946614,0.034155213164179306
HLA-A,0.05536619225316136,0.03640093493684349,0.10636589685163228,0.007569036508468706,0.037402790453587256,0.025491345236883747,0.00818883360074228,-0.10931767056503906,0.034928096437480495,-0.04520982876047822
CD5L,-0.013997173220895918,,,,,,,,,
FGF18,-0.012664911859504118,-0.017846229497384132,,-0.012778010247428393,,,0.048013199023372595,-0.03406617221316973,,0.05447328851989896
ADM,-0.044946258717141876,0.05192671503377474,0.03458048227377734,0.030798413028243127,0.04525559941243683,-0.026594801697315793,-0.005831250681180605,-0.03168092934953885,-0.024798832667367467,0.06503601267409401
CCL15,-0.008356461352030253,,,,0.09469574188332126,,,,,-0.018478387413129103
GNAI2,0.005055370062320028,0.04935953895507089,0.07661090715831483,-0.04931023864671748,0.1011002148767565,0.033772326898658174,0.025532031716363642,-0.02684586545863739,-0.0007434886979593242,-0.05073223647845042
HDC,,,0.06818626670946967,,,,,,,-0.009785591015344671
COL11A1,0.015763666561064288,-0.05119891703011598,0.013633775196714416,-0.024404588746667785,0.07640116962871976,-0.03804979600015322,0.03931476779405742,0.031605314283505555,-0.002498506810920982,0.01923074354828692
NUCB2,0.029117146460301682,-0.014849480462721108,0.06913236989702569,-0.03494707205577276,-0.004271928240871316,0.0165705135304452,-0.0398259288817571,-0.11265217703383482,-0.019329994688176578,0.0379443121353789
CXCL1,0.018413792444144993,-0.017585015867321526,-0.0026806451992875194,-0.016064730097416033,-0.026639985367380957,-0.016038112906746466,0.04922830378332763,-0.04785761063607658,-0.02881486372735981,0.001404069761548213
VCAN,-0.05454755697305624,-0.0678751364382702,0.05473078633536466,0.011003041948121267,-0.08741743130495983,0.0817620542857505,0.04650270544016974,0.05165935155369272,-0.04388921354013095,-0.09189653768223655
MMP7,0.02778509361028386,,-0.01328952451632898,-0.011776999475624987,0.10506237511471958,-0.09518856343728598,0.018643504157245992,-0.06596287277460874,,-0.04385041462862095
PTPN6,0.024891046118596,0.047254182840903214,0.11516631364727932,-0.011412784309110427,-0.010025517635573692,-0.03189416109258335,0.03693844076730563,0.04844458749766855,0.04350337791721886,0.041517537755994066
