,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
ADA,-0.02871925401292746,-0.05762662754303272,0.04806123783290872,0.03792265644795889,-0.02389507215041408,0.08126625381479187,0.02777546439720673,0.010094869962687035,0.11755368561786811,0.11026290491063283,0.10685548464687677
LAMC3,-0.021575554371975992,-0.04831672780413113,0.019867322446519606,-0.034860672516157716,-0.021720243279429674,0.04982877254064055,0.01889850211002782,-0.0898162738248457,0.1237807049196386,0.06782242342878131,0.021926561334411048
CCL7,,,,,,,-0.026035822391529972,,-0.01444345946980634,-0.010951201176060998,
NGF,-0.022055008743911097,,,,0.16673653530540525,,0.030497872878352986,,0.09876378076456302,0.14661557677642606,
TNFSF15,0.01616967494459287,,,,,0.058777961915232116,-0.025382003261036894,,0.046077501689557356,0.02868173021272888,
HMGB1,-0.019920470843164683,-0.15594439652596606,-0.017091975676198377,-0.04788038841509906,-0.01257183800935366,-0.02793099505218591,-0.05805606709989286,0.034217979668984315,-0.0935157703258849,-0.04365940008188769,-0.03224023870931178
ITGB3BP,-0.0033980669778124178,-0.06906695404015228,0.037225204496005554,-0.0404035258461426,0.15113364890830336,-0.024723711620449743,-0.002984756403484333,0.02874998673782548,-0.021148422748913383,-0.014269930444936733,0.018174184428037487
AANAT,,-0.01860275877296448,-0.01526186536869111,-0.016859995936462632,-0.01897400634804581,,-0.022840762633302352,-0.011091488975502162,-0.015281782442775692,-0.03427943890916436,
RELN,0.04508121320867381,0.020545597807239795,0.006984050830201946,0.03571454662018929,0.0573139138868295,,,-0.036244499828732145,,-0.006896086591436255,0.019611640057925574
IL15,-0.01905528867296478,-0.03239597979750913,0.056784095943208455,0.09095699173562712,-0.038881977149925244,0.11411235303714541,0.00024564130281317075,-0.036092538058971724,0.03306709944057261,0.0588898932476325,
UTS2,,-0.0321258049521561,,,,0.011369701483011517,-0.01945058104258903,,,,
BSG,-0.0092147040704587,0.0840535136375984,0.019535332598866195,0.07586029197242758,0.11354127790688417,0.05823161136164538,0.02885509695539926,-0.11888949186323702,0.00695280068213201,0.01703233507144025,-0.019166971103523583
ADAMTS3,-0.01805788156677138,-0.056128954649358055,0.024913476488530772,0.017649077493384544,-0.03046779579314788,0.046461717112257925,0.024344611796863876,-0.032676949371402884,0.042097169050722194,0.00525822322192791,
CD34,-0.041246646613723084,-0.02679420429621025,-0.02648864588288266,0.016412729485140963,0.012193548164511955,-0.033026034019193566,0.05325419314457184,-0.04675624916023713,0.0799524811857396,0.05644710625462569,0.013507647048312124
CCL23,,-0.021166986490041888,,,,0.14043274901294694,,,,,
PLAT,-0.027630061182436293,-0.06119322874057307,-0.0018972918158404683,0.016339929787407444,-0.037663163074268396,-0.038426306872995315,0.08419091264864624,-0.05991263438208374,0.03113999232583335,-0.03672832331729529,0.04608052232567767
NTF3,,,,-0.005118400702573934,,,0.058385274500909155,,,,
LTA,,,-0.014698766885168002,,,,,,-0.02056697614808928,,
CKLF,0.008810225155368494,-0.1365462443795053,0.04548596998554526,-0.06066476966788575,-0.07522621418826543,0.05527493155443283,0.049436222504805824,-0.0289142259292534,-0.03960085963108008,-0.04898230970667212,0.07638499638417806
CD24,-0.006566571938849147,0.013731826252344426,0.016132917046849812,-0.03795065990199815,0.06432108764863928,-0.04074126547047671,0.050329368015399445,-0.004711474608706869,0.004579322315112552,-0.06241134062356491,0.07301699368850968
HSP90AA1,-0.024601277005909427,0.0836708280638732,0.06408386929361835,-0.009252649476882733,0.12091611381844097,-0.055403068140431964,-0.09073293335523898,0.004266901887411704,0.012205636598337797,-0.008504140803232757,0.12872977575152186
BMP4,-0.0399874776518826,0.03393692919737676,-0.04216033191466404,-0.02853605627928054,0.03888365299827622,0.03191651889272234,0.09797734074121733,-0.030266598541041505,-0.0024850995641943854,0.06283271481833046,
SCGB3A1,-0.024324413008850788,,,-0.014221571474790886,-0.033399561010282096,0.11964565214694574,0.006295801140577807,,0.0851499842972517,0.04355602505443393,
IGFBP4,-0.021074084577037473,-0.05303941236389479,0.04831799829364698,-0.02765534766470425,-0.018344292654957278,-0.041133827226727815,-0.0238758852045899,-0.033848660829646306,0.12342495790071596,0.030119928697013788,0.049347696788958714
RSPO4,,,-0.0170955607256016,0.12290306114605376,,,,,-0.012042417510048144,0.0282856257740586,
LEFTY2,-0.01204437493872637,-0.04665244216489088,-0.021461788455621352,-0.01559412477475511,-0.020181955600634863,-0.013242329343378215,-0.022101464886351743,-0.07407776614995544,0.11321821318036378,-0.004488596396709368,
PF4,,,,,,,,,-0.020566971388738448,0.08944109057341429,
ANGPTL2,-0.06372178478186129,-0.04626340891776981,-0.034634246068806954,-0.057931072401621965,-0.060877485520222964,0.046961845604381415,0.020153798169006733,0.014639409707570921,0.09049966702535112,0.005648847607766827,-0.06921482521458482
LRIG2,-0.07237599466373884,-0.035561640755962,0.012133653367585989,0.01411322306947659,0.052212688693030335,0.013501692474271026,0.03547177390175369,-0.042196503480205455,0.03151090276190582,-0.03225165594314859,0.0064271461896352544
ICOSLG,-0.05204567100042506,-0.01989605980298277,-0.022400071715233134,0.018506969167090593,-0.06255254421476351,0.02113139088840266,0.024726586156472295,0.06041666681882631,0.045342098254913636,0.054687224007046134,-0.10677332362743458
WIF1,0.05484135127340474,0.14543776809097111,-0.013192239291922002,-0.026762049091999387,0.09258640650646308,,,,,0.06017755570111205,0.14446938409041352
NPPC,0.003475241960484045,-0.024973992627790455,-0.02573386719924593,-0.019764501138369212,0.12867200435020326,-0.016239183079103246,0.07684936412963314,-0.02749601329049847,,0.027269113089682967,0.06723626100066915
LYZ,-0.04689028720239533,-0.025244318598817643,0.024242133131929248,-0.04019611865040126,-0.11591348509664388,0.061837461647683896,0.03373072101025479,0.023436001764789178,0.08560565165674376,0.020524440011663047,-0.0015727349801552765
EREG,,,,,-0.02076133437139363,,-0.052848050954889834,,0.025259773162850264,0.08520862821479634,
SPTAN1,0.043922673447192286,0.14366882598091993,0.018937493365527535,-0.010853451288731317,0.14334988604442664,0.011463993673670911,0.0828960287121703,-0.03725289173450593,-0.024066747737273762,0.0115962533346365,0.20770134141002425
LIPC,0.02226663420510658,-0.032061361934793205,0.01173260671814727,,-0.009258013201135562,-0.02136430030848679,,-0.03374996931080055,-0.026004436387207702,0.006869722280941568,
COL8A1,-0.06006052603612856,-0.01931969549533507,-0.04353395773450746,-0.04316133395023872,-0.0025175208651768127,0.13074193678029572,0.035264561010486015,-0.02259760447392617,0.038815837433091166,0.012107528755778198,
GSTM2,-0.01611381241737084,-0.048611424809396724,-0.019350739162207475,0.05417990750966949,-0.033021158099154235,0.060472480146225,0.15367181506799563,0.08509227257294588,-0.04531032629350197,-0.009687405368606785,
SPX,-0.044771024565420425,0.008559277714712564,-0.04884819915956041,-0.011907480040806677,0.012536287849626892,-0.017622521432890642,0.03988537355027938,-0.03373100631358953,-0.0531959677645091,0.05039936783081778,-0.05414419261893583
MFGE8,-0.024461419416485858,0.012101599398234884,-0.020536629067512004,-0.022545184444410976,0.04565039669350445,-0.008562985230672825,-0.018809976647743722,-0.012523221854436932,0.07781194288692399,0.027515202356771015,0.13740687472921476
TGFA,-0.06405756769624857,-0.10483518392026951,0.03018423084792789,-0.01954836197051434,-0.08007685976595198,0.00804905664392561,-0.02114265163939571,0.07995857172060254,0.04097166725500231,0.07720016084176894,-0.05678710591023723
SLIT2,-0.022049007415818108,0.01270458694686194,0.020151042184223797,0.07209362649325377,0.0945925574278232,-4.5708147404111144e-05,0.08319236316051638,-0.02808611555993273,0.058890265207132704,0.007505910634526751,0.11161019490385901
PLTP,0.026705641011428295,-0.057683931756800845,-0.03278860242761617,0.049894592228621894,-0.10715983652799078,0.03457634677967411,0.026905239694100462,-0.0473594606907062,0.09767730459385249,0.030311268531389383,0.046966163041557145
APOD,0.011272188788139625,-0.16485151894805505,0.023949078818482933,-0.04160190911899387,-0.11659171670410215,-0.011995507600215524,0.10248093017627967,0.12200527633878921,0.049387442637939025,0.011584016377078258,-0.1118663406608403
B2M,-0.028614937274150154,-0.10504469118243773,0.007367158215011454,-0.04956523529081892,-0.14897032604111582,0.05091019268040948,-0.031227089045160434,0.022251334610128837,0.11488689915089141,0.01311033281415865,-0.19554696131625082
OMG,-0.03050735807327128,-0.08038607193099843,0.0024008467175724514,-0.006194173065992916,-0.045944874481526794,-0.0410189144204105,0.06157263636889691,0.0747838758391583,-0.02396598896605736,-0.019358646922076124,-0.14464299785934953
CXCL3,,0.007162943822879681,-0.0004658253428186533,0.02166793393087791,-0.02922666044839129,0.04707654937373958,-0.08382648245518416,0.02912319525340208,0.04057992494813201,0.011874245734441164,
CXCL10,0.059585522549499,-0.04086909092798393,0.048197018576857105,0.03712235627628214,-0.057995241818122364,-0.036006532232654556,-0.02688532669224046,-0.009453358257609006,0.03963750919234959,0.16975854593932618,
RSPO3,-0.018467060203232407,0.03465964992953081,-0.004189741409889831,-0.011384733513591238,0.11639353193731207,,-0.037164491625798324,,-0.014657287081164129,0.022617388125924464,0.11827859999277726
CORT,-0.016673060806721762,0.10161772113064059,-0.009571193585442485,0.008892781348027916,0.05812620064854589,,-0.02968772757492237,,,,-0.039625983443564786
NCAN,0.02282137980304843,-0.030244944176339064,-0.02388143926085439,-0.008000507416022679,0.12761054715768552,-0.07375899221748268,0.10269501255543616,-0.01473877989851417,-0.014526608376105326,-0.03360325846316183,0.06803840292203295
PRG4,,-0.026461755462144933,-0.021847447939376683,,,,0.09398117352277194,,0.17105895189669465,-0.03604898048654834,
ZG16B,,-0.02856971740552144,-0.011679504622012907,,,,,,0.004254142329749888,0.10966635259573522,
TGM2,-0.011962018027769708,0.02188506252001011,0.028065559932414948,0.08063311904349256,0.010002914467825086,0.019891984494514726,-0.010229690248880638,-0.06537782999630624,0.020710305332832805,0.0916103846746196,0.13494175223706167
VEGFC,-8.308300558164924e-05,-0.01083937347273533,-0.02287304281646405,0.0023598181544867876,0.02194079046528795,-0.02708059010683335,-0.03350660772384134,-0.026920525897304235,0.0366011769244374,0.02792062160729399,
WNT6,-0.019544854827402335,-0.02602167148007811,-0.0259923209560365,,,,0.026562641871249393,,0.05318706737386159,-0.029848487611097447,
NRG4,0.0064849255376961176,0.01613939830442434,-0.022438219459064875,-0.04794381704218649,0.09771786586828646,,,0.10065148998572508,-0.014657288723896315,0.0036938422747336518,
PMCH,,,-0.017095559900556147,,,,-0.02646362127214725,,0.09309898760936035,0.04288834587117284,
COL9A1,0.018344378543931252,-0.06782767957403867,0.04064859912464768,-0.030125741842918326,0.05711771568404176,-0.027655675710292874,0.04462678659554588,-0.00881398588608052,-0.014794412214937765,0.05179256441630462,-0.06037566421265364
GDF11,-0.043869188275823125,-0.047899617443131724,0.014553091084834342,-0.03555784175732945,-0.02500093635359878,0.04886574066870264,-0.017257054541378852,-0.07268674396977878,0.031054486418634834,-0.02015151864571318,-0.08950501782302764
RAET1E,,,,,,,,,-0.01607894158726867,,
IL24,,,,,,,-0.019730638328475554,,,0.02344253086604329,
SORBS1,0.0029961434917092932,0.037155252668178186,-0.015770366972299672,0.007875057528335333,-0.0028244685490184376,-0.04211895524271294,0.021306198164577624,-0.06429523495816472,-0.0890459027545323,0.032768735390056446,0.07688089850404299
DLL1,-0.0854110221580899,-0.052032533313095986,0.03287759544299281,-0.0009550135122755645,0.006832601069331324,0.01840544643894738,0.05465905133807365,-0.00564581502342373,0.018547382829744975,-0.007844171569964338,0.09902430904649641
TLN1,-0.03130605046392323,-0.09755367966273422,0.02069886076175274,0.019451756017615434,-0.11775127277390016,-0.0994136168207042,-0.02176365014014917,-0.0027141181554116577,0.0814204639856445,0.0037025711498700586,0.00825357454517921
COL2A1,0.08294203531324133,0.007057066413867152,,,,,-0.03327619266656645,,-0.02133130672933644,0.009681789365154955,
SHH,0.08764351989103507,-0.01920065721522024,0.0656633101601128,0.0007662801021792867,,0.09992733847049007,0.019899756172231296,-0.017197439992769722,-0.051063566047554715,-0.04896389490034816,
PON2,-0.020038231443976144,-0.09141143396996719,-0.011009846435909007,-0.019108011870127048,-0.06210994084097763,0.06635646770178397,0.10138475712008237,-0.052487406006927986,-0.08778648939263772,0.0006318339657466027,-0.04891665247269163
ICAM5,0.022190681104268244,0.07238832456937312,-0.007540650054997849,0.03234698525712735,0.08897234649354954,,0.0013849267683839817,,0.08049426338215691,-0.05224666821963138,0.07067133159951867
HPX,-0.019544856145840735,-0.0355672207380887,0.06594055827613628,-0.014221570024935924,,-0.018751649552165257,0.03634503426364298,-0.028982565294717082,-0.009763820843057923,0.04398059535143594,
SFRP2,0.016816789491593855,0.0785769535534096,-0.019102574521153735,-0.0328719847720357,-0.06815119200830878,0.07021376796893522,-0.020733034872876432,-0.006810638779962919,0.11061241133529676,0.038862803578147705,0.020993694028809906
CFC1,-0.010843647436645556,,0.09979790117020897,,0.07687149103974657,,,,,-0.02593493910958734,
CD70,,,0.07602587287056253,,,,0.055551757311691076,,-0.022362342318803536,0.0618149976973946,
HP,,0.012192371737231592,0.012267062691503735,-0.024087754849041555,-0.048122311699192094,0.05502829554646531,0.02269886910966252,-0.02768554664718137,-0.021925700800428823,0.014361372279863692,
CXCL2,-0.0302074212818892,0.014646873949450884,-0.01936903654864305,-0.0052854784792632946,-0.055262384778192064,0.028925907588114474,-0.041400177559742575,0.03480414606701578,0.02977904771005337,0.045650656384386305,0.038721162515548246
NPPB,,,-0.012870838842067876,,,,0.0841270117870132,,-0.014868187024916988,,
CCK,0.07736552438480816,0.14777148849858504,-0.026045073047394365,0.03462826774002472,0.13521355180452502,-0.039722600474314994,0.09779466564693164,-0.013300417472696923,-0.01928805231879964,-0.044051825174611065,0.15977388658737443
SEMA6A,0.003994339444403018,-0.11517699763776681,0.04312344987449966,-0.024785500158448007,-0.0449571138489367,0.009765821558364649,0.08154307688753402,0.0070689018838479304,-0.012204320107486816,-0.007189094106334568,-0.0775593204308561
IRAK4,-0.055595141951263444,-0.09908244442329317,0.03795204635516224,-0.010519717050308054,0.029563588608020087,0.036445724296196615,0.0462998510240714,0.0029765726233322008,0.025120937179429616,0.08975773321010887,-0.06361918607195105
GSTP1,-0.04800130733705986,-0.13858249084801508,-0.006350022495670572,-0.055580608138691534,-0.07898146586181273,-0.0040813177585106155,0.03377153989549923,0.09122866545180268,0.020877819981714365,0.03263837493245401,-0.15330120890529064
VCAM1,-0.0457131955038849,-0.06258114365270366,-0.005177789305691186,-0.003634170827174459,-0.038481605587936736,0.055424734896688754,0.016153938827516257,0.06538431067245912,0.038132908041333125,0.016861099989509742,-0.0963823043827117
NXPH3,0.0035854617028907134,-0.04739262502168399,-0.0007276938101292291,-0.001581698398577094,0.010685189160675632,-0.046214480094944325,0.011181692202125408,-0.1008114577302003,-0.0388388009621772,0.02293910553551575,-0.026771627094515808
MTMR4,-0.03415152510374455,0.04061387803706523,-0.0013513484333891512,-0.019254649299738386,0.03762782465776871,-0.00020265659012490178,0.04935434660941705,-0.04790484807254227,0.03354944821645991,0.02424894813923729,0.01846724112581872
LAMC2,-0.026779613170117476,,0.018071685992765055,,,,-0.024257019946234557,-0.0209000977683343,-0.012905498144462303,-0.0432250384201863,
IL10,,-0.020046287027052974,0.051694875695100194,,-0.04590439495917184,0.02617346712278662,0.01570690459492942,-0.020160151433433613,0.01268221282318097,0.09722187254374294,
SEMA4D,-0.027732172139673678,0.005168115064671741,-0.022974107912203647,-0.010546033209995573,-0.07890796175543366,-0.038924440169732843,0.026017399494123176,0.07268958639487255,0.016237681251197403,0.01977268693363994,-0.060000118522773684
TRH,-0.02636506666670545,-0.004291778598149336,-0.012638311902378966,,0.02934428184519045,0.007953146670934465,0.04972497453191395,-0.046195403044263984,-0.01665336655044569,-0.052875127158288446,
SEMA6D,-0.06616243695440835,-0.0577626363878722,-0.017930334145398585,-0.015621751964215256,-0.00807188325915143,0.012466637683941078,-0.049364476735474755,0.000954231772528692,-0.07167044663232507,-0.0354394008146419,0.06565881961863174
CEL,,,,,,,0.012570640903354002,0.0005590666122808846,-0.028573763889127295,0.019607760637845296,
PDCD1LG2,-0.018806001228561506,-0.05103845012034307,0.022664498029237236,-0.020024973389938475,-0.02574610659772152,0.0055914687723499215,0.03465394008305408,-0.05244980527988491,0.00922247099000279,-0.00209436784839161,
SPINT1,-0.024324420441182423,-0.0013471813999871708,-0.01807307621812883,-0.02324117424069465,0.03405882453246951,-0.08210840910301609,0.053362104287345904,-0.041294683707278595,0.09827579616490774,0.026225128980879715,
CTHRC1,-0.035131936399211236,-0.019787820967282686,0.011069392603313166,0.01302562524767254,0.010677353916768668,0.020997977817995405,0.017097922794018398,-0.02847817463434881,0.12761008173311225,0.08439675977699153,0.038933522708112574
PODXL,-0.049553289096936765,-0.052062383028099506,0.024551239825437804,0.04739954144962645,0.02811822985947222,0.09724664600151586,0.014353026223555622,-0.08125564726272098,0.03490064675079828,0.01433644812618006,0.026681512665065465
JAM3,-0.0647570136404682,-0.14007875218376056,0.01551123952842416,0.010973969516301526,-0.1098042190246188,0.030502814844110254,-0.04669676224203195,0.016205708416547223,0.03775774314770593,0.00672410805704128,-0.17473609174408372
TGFB2,-0.00835709434013537,-0.05360878025912637,-0.04312538097461183,-0.02060897314465693,0.11232417695947615,0.06915218933757121,0.01912935683003684,-0.0026518782820854825,-0.06033759203056425,-0.0234335718668542,0.02054550685529992
COL18A1,-0.0520918810061506,-0.07890098020724372,0.07003530033749787,-0.03813163304993472,0.002111164995404236,-0.022871359956754652,-0.07600944712197925,-0.02030236369759891,0.10418590191493629,0.09436883518361243,0.003885667457710772
NODAL,-0.03646702885740275,-0.06436704621721197,,,,0.006085387825103149,-0.029495335867626413,-0.014960875353045624,-0.022791646572902686,0.012133401195804546,
INHBB,-0.05293151263519274,0.03138517387492783,-0.060946232418128736,0.0043334500670446086,-0.05034952176655912,0.071813570918868,-0.030709792102901,-0.0693897357071129,0.012941814833943495,0.03989933305906493,-0.03940750973523799
LCN1,,-0.021433951757217035,,,,-0.021944953661262343,-0.03137305724630707,,0.00768793282975805,-0.030318676579642885,
ARF4,-0.06750683490387564,-0.10126852120744893,0.021129401029213245,-0.05744147978025345,-0.07427169885399444,-0.03925890566922362,0.043504518844942566,0.04815218420278893,0.09669337869756085,-0.05492248806835673,0.001457298724306989
CXCL14,0.05028751998187505,0.13174660067431745,-0.002115297611673627,0.015486193179505106,0.05902791343015661,0.0408385117880357,-0.038797324379240966,-0.09184542596949374,-0.04956385315098243,-0.0962284038610738,0.11758053217591338
LIF,-0.023725283897020524,0.05130747752359488,0.013668196194345908,-0.016859995936462632,-0.029015400952459053,-0.03539545661704358,0.012659091372145772,-0.0443000926316031,-0.08694370718391535,0.040588827699091286,
IL17B,,-0.012359309130635064,,,,-0.060879594146951745,0.01956576809069909,,-0.02844645186092597,-0.034279432024914985,
MMP1,,,,,,-4.755569971598931e-05,-0.013726093450132973,,0.0639214440759786,0.023235563990711864,
MATN1,-0.022904170249629603,-0.022472041230651,0.008252809952530344,,,,0.08131606289350683,-0.021141458920478685,0.1896721313023556,0.15177089591828138,
ADAM28,0.02627745331083619,-0.04184197471744406,0.009624741227303226,-0.030258474586575025,-0.061826130954830597,0.005769110504036006,-0.003945536762298942,0.025345087004311567,0.038203044538664584,0.015942614138166427,0.018181773030776935
TCN2,-0.023631571767964845,-0.0704889410611861,-0.012679963666944327,-0.0031874647142163095,-0.04159512346270842,0.08861078798313916,0.030214280204053576,-0.04838540027952782,0.020328375214929847,0.012931535567998058,-0.09417167500804093
THPO,-0.008979583605762634,-0.025815578068188655,-0.026755129657202743,-0.017544426842362636,-0.028802809786279724,,,,-0.02192570747508759,-0.002604931291864283,
CUBN,-0.04074585714410538,0.03573194698804823,-0.04797677441439152,0.023866083392407023,-0.02214843926976404,0.05202599988993152,0.019512823330201726,-0.0039251336322002044,0.033876028057939274,0.05002533131978311,
TIMP3,-0.0014664810536234223,-0.07281653655816828,-0.01773401249436738,0.021375002411459332,0.03448199741127695,-0.004312897521741978,-0.022601540471898683,-0.020974416825210822,0.13644880638941326,0.03187009487526605,-0.004680388104427841
PIGF,0.023632314758968636,-0.08258303284941738,0.03480862842846555,0.01929346346354312,-0.00876925846244481,0.008526819144114647,0.078286874407724,-0.04134285908455458,-0.013738601855343901,-0.03951524541387479,-0.06791256949937512
CRH,-0.019301534125561747,-0.020772476815650833,0.032268817036306865,-0.022025604055632638,0.08787869650449845,,0.037486288251009484,-0.0356336639417225,-0.024972737170254417,0.03656015608803389,0.1996043636308863
BDNF,-0.008031051299663349,0.09386460513228805,0.015868548279242594,0.07466789533508894,0.10282319687939297,-0.04687229688485271,-0.012564881022405635,-0.04529575939469002,0.025719152849669417,0.1253555456512248,0.118660273182172
CCL5,-0.0011097041520511963,0.0023691201912545406,0.01884066261651906,-0.007219597177561725,-0.040089814464838794,0.05934218649313988,0.0011602410400904037,0.01370670457594533,0.1280720328184972,0.05613766851838033,
GAD1,0.055958010769172985,0.06294643637462664,-0.03382445114537511,-0.033508034486526256,0.1717731326698566,0.08195385738184172,0.10109360307307276,0.05405036660301792,-0.04611480436225874,-0.09204914854193977,0.18793840161303527
COL14A1,-0.016854508583433032,0.01543106071313571,0.002795542246958576,0.015233695860791385,-0.03971216012184298,0.05344325995544757,-0.002836492798020958,-0.04211570494719101,0.14643799521975426,0.11044212445634316,
HLA-A,-0.06998842206258907,-0.09886865815192503,0.03431011587519061,-0.017757489454470986,-0.1430757579708199,-0.045033113015541665,-0.08846749707499817,-0.04909425464234043,0.11552225523806879,0.06896884673798223,-0.0016222080077296233
CD5L,,,,,-0.030058938379883212,,,,,,
FGF18,0.03035083605538094,,-0.0139648227087695,,,,-0.03227655453507161,,-0.016653367886532218,-0.018262785429424708,
