,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8812bulk,ZH916bulk
ADA,0.03118084545596442,-0.03386697011346591,0.007366556775689781,-0.007592223471842741,0.03028686616856631,-0.01077502416874618,0.01480959843745425,0.05171190869827406,-0.03101640387578002,0.04072754845717696,0.050423391020927195
LAMC3,0.086774609469156,0.05001753289365521,0.020929812143158744,0.014444858284326702,0.017168870307231597,-0.00470540681107704,-0.00977814149237265,-0.03302842337303747,-0.04706696131752687,-0.08461265855875282,0.0051670950767801265
CCL7,-0.012176995962446995,,-0.012790422585255829,-0.009778162251913703,,,,,,,-0.05187390077542092
NGF,-0.020907297369028917,,-0.02930612497013166,0.028539999177587833,,,,-0.0164187193031577,,,0.03068137733095183
TNFSF15,,,-0.014242761120237545,-0.024370875774093855,,,,,,,-0.01730382164468424
HMGB1,-0.05351542302168818,0.009070827750277219,0.007528607778069857,-0.007970900203238561,0.02396667893758418,-0.020680179343118228,0.022539231924084954,0.010128267490724076,-0.012445302387682855,0.024636247024225337,0.0011254531409430136
ITGB3BP,-0.0041878220970997925,0.01769832975153068,-0.01669038079777388,0.014776856229578812,0.026010331287726854,-0.0024246744599106694,0.07049335544684923,-0.053037236215327715,-0.013200483149836687,-0.08493012589273419,0.029750738368338466
AANAT,-0.017666968540919446,,-0.012959457345315091,-0.021959616591094386,-0.0183526654455714,0.03565140766807393,0.004064472033958965,0.01896986497840166,-0.014503958401245031,-0.013059200801871361,-0.018705283740101806
RELN,-0.03814081190961057,-0.002285041003303901,-0.02249471574525216,0.00981428778171182,-0.013147911804469985,0.030902252811053816,-0.01052150034254964,-0.0077334233167655605,0.02571848604503197,0.07923421043814709,0.016763331933094306
IL15,0.01804751689954107,0.009486563046622636,-0.044981890854588154,-0.01974333375425582,0.053642420972274646,0.03410948365267248,-0.0010086112667618398,0.003353105953938423,-0.013451751055102315,-0.0066324675081939725,-0.06001939426591952
UTS2,,,,,0.004866650495979382,,,,,,
BSG,0.03956794170986176,-0.0047774008187866975,-0.03511547133797991,-0.0023896851791330226,-0.012320416706067653,-0.030710200268205444,0.014442955371758482,0.01043741949352606,-0.0016176964420403623,-0.02941429605053193,-0.029076203584546094
ADAMTS3,-0.07053570717414184,0.12862820208056502,-0.04537068930972604,-0.018565016948884013,0.008447215815254209,-0.03531950749448083,0.07961745452336165,-0.02478660625424664,-0.022352468803931748,0.006250190415351571,-0.00565985249685502
CD34,0.11540841108233703,-0.014326492331972245,0.06838734487271089,0.06020447888137548,0.029786442730935555,-0.02316560187775187,-0.005761464887491775,0.08116306479035869,-0.01962443561477367,-0.08237550752053989,0.018177692231011653
CCL23,,,,,-0.02088241998317128,,,,,,
PLAT,0.07557310930373562,0.037990621545092945,0.03139385354337296,0.015623949072510432,0.03582943125949393,0.0034527446218941328,0.07243267135782729,0.08159056210888278,0.00406681005929234,-0.030685344216383095,-0.010819687504121543
NTF3,,,,,,,0.00437387780996236,,,,
LTA,,0.01510713981199137,-0.016393146733795612,,,-0.019037047900725825,,,0.03773746207892054,,
CKLF,-0.037566977994224246,0.03307893027818178,0.013171634474025275,-0.042283418763876764,0.027024840876672108,0.025513802872866805,-0.0450710078957523,-0.03353564309055572,-0.025908376330424063,-0.033689469627747,-0.01004973904438752
CD24,-0.05510212450261659,0.031017456765991817,-0.06708675157241774,0.009475487758166368,0.07300105512971601,-0.04287284446973482,-0.011953629386314326,-0.07935185725724127,-0.027641639206208338,-0.05826543534951415,0.000548858452466009
HSP90AA1,-0.10534666764017747,0.10435856959939066,-0.05828539269292023,0.046359621009076334,-0.005431397567664922,0.02420300938909739,0.0065122664684483566,-0.020328589073219383,0.03672794879368312,0.05951161463156371,0.07681069958940732
BMP4,0.030275902415406616,0.012043098445257305,-0.007919793307859276,0.06807986779154232,-0.0027101186498201184,-0.005339914258856329,0.02835690125168758,0.02043983561043399,-0.011462282670235815,0.05420877371284091,0.0741378879519155
SCGB3A1,-0.012176994744763667,,,-0.026151192454057268,,,0.02680058811156576,-0.027171698715820262,-0.009386455152950874,,-0.008984698693265087
IGFBP4,0.06752546538341345,0.007195099533717392,-0.00013680972893858159,0.0332084140855142,0.0385001306968947,-0.001070348024930931,0.010691857610919758,0.043878823380114056,-0.06637670850348104,-0.05133708483005185,-0.03296213644071282
RSPO4,,-0.019489733022001646,-0.025092583161975695,0.020435088606575124,,-0.022141245654521115,0.041686429413711194,,0.03757979818248995,,0.11019749335898935
LEFTY2,0.01637285427779199,-0.012203960888675642,0.01660621737609559,-0.014727898027362615,0.015296697036475654,-0.013395670213035575,0.007670037195943374,-0.0164187193031577,-0.016606038503143725,-0.0744130407397435,0.06410533824259577
PF4,-0.012631677354117847,-0.010966476108208962,-0.01115939171928541,,,,,,,,-0.01847673554702101
ANGPTL2,0.0007791108806934453,0.017979305415774208,-0.009685781217513355,-0.048452245545651196,-0.0159945460905805,0.01708816988901975,0.035526787399059234,0.028443460152819598,0.007334824395672883,0.07666766799176374,-0.0174887652975605
LRIG2,-0.02804973986305457,-0.008520905465377131,0.034659645054237034,-0.06193576772106902,0.008691589550330399,0.011247019180682438,-0.03258584200302376,0.01913180852209852,-0.05310418082886883,0.012467112781392668,0.04503070227180926
ICOSLG,0.028119601621752296,0.024670062664005933,-0.003213134115655523,-0.019844489593192603,-0.029964540927592247,0.04146775616808318,0.008374659901642071,-0.08529855532627865,-0.036848026309851394,0.030298518075072774,-0.007806245582733297
WIF1,0.04036455635958284,,,-0.013914909856390205,-0.05007565344207343,-0.0007874332649431872,-0.03053212565170458,0.05162014583044544,-0.02657072023215213,,-0.01822129430034934
NPPC,0.012421812679703782,,0.08335840960915963,0.011659843488342612,-0.008508934313759249,-0.02498717524065131,0.023676407539408164,0.016838792297246507,-0.028296524956656705,0.04616416730952034,0.045027058842030225
LYZ,0.0425486476002064,-0.006126924167018553,-0.043258208512732044,0.05634063051743857,0.017140754076877915,-0.018185508137047952,-0.01687267782862599,0.06316269064863754,-0.030707218355255406,-0.02742568082989928,0.0071387214780606004
EREG,,,,0.1042561450859541,,,,-0.01689006398330344,,,0.00313145622823846
SPTAN1,-0.03160940202743006,0.017195323308310088,-0.04502021559296103,-0.020897908195945735,-0.01605666822515082,-0.025104286492804113,0.045896409531652145,0.04698676738639331,0.04608844967263449,-0.03544675451330308,0.06970832674716257
LIPC,-0.015464493252045092,-0.01650513264149211,-0.0055321655386224204,0.00769991100084712,0.05646024845664874,0.014445752117748912,,-0.030249796753017675,-0.021131445580537984,-0.023697983310755774,-0.028813363087300658
COL8A1,0.11389718231636727,-0.04264921126273909,0.045887615827526436,0.018036484997528378,-0.0007033885156026224,0.040744461455161154,0.010341655118079277,0.01657618046168506,-0.04549933405972721,0.00891576489837732,0.0017875771106476608
GSTM2,-0.02119799160183647,-0.024030381579065212,-0.02839594517185325,-0.04668688488990145,-0.022543434740991405,0.023863250838116693,0.0140571992737563,-0.026863854852507498,0.0633299847163994,0.022381636412297772,-0.03249999227067714
SPX,-0.025011374618557958,0.0013420356893999188,0.022545932732732227,-0.0243138685017757,-0.009830487295211389,-0.03319028898017374,-0.042670952597089765,-0.01835867520379784,-0.03662855309118233,0.04737456906364028,0.00851804339351907
MFGE8,0.09337110646190955,-0.02924416807336024,0.01529209785494977,0.05976785907925321,0.04574634135578535,0.035951972593429846,0.033823683699683034,0.09829218664141565,-0.04933616907753729,-0.04981260895516957,-0.046440506327428466
TGFA,-0.08594100224953914,-0.010973227288850921,-0.008732849185198841,-0.04642844377019631,0.041174382079794805,-0.029736288311514546,0.07116160208716098,-0.04996144100598975,0.01656825892213344,0.11911174716650455,-0.05160756418573596
SLIT2,0.034613901926239664,-0.028594744889111862,0.03021671178792031,0.021509842172044512,-0.02163998870192284,-0.04044331079384902,0.043555925815949775,0.02618014298164278,-0.01907611730426834,-0.0035197328676398777,-0.10279708591419262
PLTP,0.0512103713452493,-0.007116509059158486,0.030271784348432373,0.04950568835457736,0.0008872558794584513,0.05308259609408905,-0.003143783777130675,0.04064256731025538,-0.025740073593180986,-0.07167321299562343,-0.016467880595589374
APOD,-0.011714701139886359,-0.009717381009361169,0.02675432226073945,-0.08556167564480581,0.01948806642110954,0.014640071117208534,-0.011077213988595336,-0.009520852565788758,0.011302583090209432,0.08428930054656257,0.01916454517871981
B2M,0.04312112447920769,-0.013243217663390797,0.02207655290619117,0.06346941528894873,0.022237416633686443,0.027632508980447192,0.03976679240668599,0.0018073474585919983,-0.06677041549216242,0.02414588742310494,-0.00702333613391262
OMG,-0.06402540403765704,0.04254747667921968,0.01830687707929757,-0.06396170787833241,-0.015190072080139488,-0.021235731071132795,0.007108785856598602,0.030587780555372195,0.021550799474995132,0.056630109691486775,0.08470315737432879
CXCL3,-0.031193546927384033,0.033458259612973475,0.019249785425675035,0.08512686391090007,-0.024096172425231505,-0.023104954738143373,0.02271601654675351,-0.023776899700232352,-0.009687697884555117,-0.027598893900409437,-0.0326788714529476
CXCL10,-0.04408378855824288,-0.019674010878172714,0.05728634145823073,0.048091646794819316,0.016018410593771012,0.04206490196774521,0.005429570379005003,-0.020898920245227447,-0.015394924322066983,0.04553736509781767,0.0672222647446264
RSPO3,0.024301666651817478,,-0.012959456387757919,0.10078467788458552,-0.03013604980026086,0.008586287003416897,0.04656079634026207,-0.03627481350589312,0.12386734116553606,,-0.01774967780027665
CORT,-0.03610914336469245,-0.019585431881628135,0.0015506401069283362,0.025520300677873763,0.01433808447076031,-0.003292343999930433,-0.012434793858578144,-0.041329608444569545,-0.026857218578323766,,
NCAN,-0.03179647511459565,-0.0493612310859168,-0.03273443290348641,-0.006168247870005494,-0.021228281104273158,-0.04967761571746113,-0.030474676378183845,0.001394996618096656,0.02034607085510349,-0.06274549788674179,0.09009171685509168
PRG4,0.019760310622979775,,-0.012790424578453325,0.013667611551290973,0.03304928274418739,-0.007564401769449356,,,-0.011835995377102499,,-0.025717098661558302
ZG16B,-0.01688581645935515,-0.01319637162989701,0.004727252215379614,,-0.028185629444384682,0.003356731698260318,,,,,-0.015762550392127227
TGM2,0.07871693257519051,-0.0015168709682659275,0.004407275211721152,0.0856997727637143,0.041721537494985576,0.04203861858367249,0.012749980843077428,0.13357871086932235,-0.0033022754380620588,-0.00623006218254367,-0.06551046628867344
VEGFC,0.14394223206019024,-0.01694464935878656,-0.022795961359510144,0.016175166343933716,0.014722851832719803,0.04476864358662693,-0.030048781175980387,0.009122043370458108,-0.012079105063491179,-0.03640339583333436,-0.01238054857938756
WNT6,-0.019647313788600188,-0.012203961208962534,-0.017690804123702844,0.11297982511016863,-0.02567183915229239,0.04261710911690599,,,-0.010542032941735764,,-0.016287443661431325
NRG4,-0.011215440785730064,,-0.015566531821117465,0.0076359031203162816,-0.02093463675443586,-0.01955303794167094,-0.01229333744003919,0.02849460980462342,-0.014091684953776227,-0.010604749924981388,-0.02449381711612911
PMCH,0.0923801235099733,,-0.02156894638455115,,,-0.022141244585966866,,,,,-0.014745178872060291
COL9A1,0.07816730236150135,-0.008699671840981407,0.0017838991448660593,-0.048203386868563146,0.028817928269894887,-0.033616543100900134,-0.014070954588688223,-0.01665592087365107,-0.016057139997102985,0.023553648517948975,0.009048873869010293
GDF11,0.023298134206435908,-0.03248548273871032,-0.02015389758687658,-0.03906405341860324,-0.022199215496163514,0.012736385829304713,0.026974631049292375,-0.0569467300500989,0.020741187360682176,0.0067081294200007375,-0.04003542909825226
IL24,,,,,,,,,,,-0.027383272707164376
SORBS1,0.024084236221121748,0.0240253877921797,-0.017529040799671207,-0.0006207135178914293,-0.003070167609992376,0.056633950992894005,-0.0055745954479524485,-0.06909559007771257,0.003010163457242331,-0.015318044685734632,-0.012003788813893617
DLL1,0.03673334427035426,-0.03722636197557579,0.013281001622640145,-0.03573466921762326,-0.022287075686982464,0.0024882650414396923,0.045677206628099334,0.06388672755886021,0.014643747443138608,0.07708430600321063,-0.04740676603742491
TLN1,0.012685987730176082,-0.03297448692977734,0.0064664903845475935,0.04022289918464925,0.03012990537138842,0.0018020388341251407,0.040899360150458655,-0.0075401564645943804,-0.00851344093069369,-0.0617548448313111,-0.063980229374985
COL2A1,0.017568242910469482,,,0.060102599039277255,0.04086337660946228,,,,0.023953548707952434,,-0.02206761452863318
SHH,,,-0.013291351146506298,0.016065807550260585,-0.018942525810642378,-0.02233995452738049,-0.01288197129788373,,-0.009386454332516262,0.026907284821443993,-0.04463044991405977
PON2,-0.004859460193395883,-0.01948305281736569,0.042413476759594844,-0.06557475200325832,0.023948682830081544,0.020556959916547747,-0.04911459806245071,0.007013631216013267,-0.00353447266712336,-0.003323681842159546,0.01611675563765698
ICAM5,0.009278256234995551,-0.015709238887437957,0.0077214826872614335,0.005615137597971059,0.03929559679488437,-0.012771978323723667,0.01990296327919802,0.055542365236219644,-0.018331238283550745,,0.10114735756689572
HPX,-0.030428319918200865,,-0.022754075398764853,0.008892757978034453,-0.02405460859466323,-0.029685138052860858,-0.03288935214400874,,0.007176254473310264,0.038979016001722676,-0.010774572626443145
SFRP2,0.005052314553821595,,-0.015137408574003587,,-0.019230991951186174,-0.0131110117183264,0.0051777299109681315,-0.021551532769280367,0.13094556436797533,0.019018739443886656,0.0032290807592528195
CFC1,,,,,,0.06727153708849445,,-0.01734954635835255,,,-0.021673174228559022
CD70,-0.029577536169627595,,-0.025729287560457482,,,-0.027609119796211456,,,,,-0.031087557254786097
HP,-0.020626957829668367,,-0.03145390523893431,0.010318058688127147,-0.04217668450548511,0.019590236698879396,-0.02080717392466136,-0.011107370363039562,-0.032786401161013855,-0.03743789840155055,-0.004636342829608648
CXCL2,-0.021491624729315803,-0.030978982611427463,0.023575358135927277,0.0736837973774047,-0.02482247948730806,-0.015268450630265993,0.005832303176621208,0.04888456081513331,-0.018578049106640654,0.03459440236408594,-0.00744119985636822
NPPB,0.00643382716973054,,-0.022850380788438155,,,-0.016669614361066742,,,-0.01207910594203913,,
CCK,-0.05118630492495248,-0.0052142841008635,0.017296250869157974,-0.014175055992907882,-0.019464058406581428,-0.001695350990257631,0.010956261055856328,-0.025486205820383644,-0.024291123780092194,0.008263867420572182,0.05831909355209328
SEMA6A,-0.028053580488981676,0.012639555003678573,-0.01997112494081778,-0.010286330243009094,0.037887230657889036,-0.08540109281586136,-0.03555642198698638,-0.0054205439989560315,0.004302407931724974,0.055960736897163674,0.01536801989484236
IRAK4,-0.04181887035782018,0.011776445910474886,-0.03019944080780402,0.02880012463311158,0.013763458852340078,-0.0048941061470040344,-0.012395544312905241,0.026532427065340647,-0.04927402513039186,0.022555396586363425,0.012688692441009525
GSTP1,-0.05023423072261045,0.008914913170961037,0.017977486677726234,0.0022776793560792467,0.024611717519075905,0.01939861470922882,-0.018095655364112197,-0.02564132666897522,-0.0040366506869792,0.0385040568815869,-0.020038467348577282
VCAM1,-0.030310506316118757,-0.01843978188173951,-0.018664576946522918,0.021728043705060353,0.06668130238468507,0.05324895253610615,0.036576972090133344,-0.028954946024761768,-0.03267901523681577,0.04751006415382221,-0.04083938256674752
NXPH3,-0.0049134475780516626,0.035904928988999316,-0.010167976482063235,-0.026299869105169512,0.07343669004834487,0.05767877194975868,0.053868300467851814,0.037140198120778005,-0.004110506101766395,-0.02132735767850829,0.08749113646686833
MTMR4,-0.053235802804430916,-0.01046372961333138,-0.08861448767109904,0.015460690869709576,-0.00031764127750249696,0.035712758353495626,-0.033910740345170116,-0.006238273148762988,-0.015401533015667913,0.03126586810577679,-0.0038200505662305826
LAMC2,-0.01233031625144687,,-0.020023233786245393,,,-0.020985184748638665,,,,-0.028262246247286345,-0.023586634847463338
IL10,0.0284427173104398,0.019689390273892094,-0.01448166163374122,0.009469853472354907,-0.006324247664491587,0.005177331679723838,,0.004756281610081913,-0.010812517112527394,0.051073629710447314,0.010585722753520193
SEMA4D,0.048023698652566,-0.014438234142910858,-0.02361526861265673,-0.014391568577147608,0.03168883928235385,9.225333276225587e-05,0.03473830598374627,-0.031437089883882205,-0.001378278167782377,0.003429860861833676,0.03187229261312132
TRH,-0.04310514020165989,,-0.0315070267737356,-0.018389589634580605,-0.015562000914084696,-0.039616745573760506,,-0.0270181285928957,-0.0037855878052037426,-0.06246793057148856,-0.06048843658358422
SEMA6D,0.010310076916156149,0.06355951931760291,0.009759248624763942,-0.00878307240539685,0.030026893831409582,-0.043794251863824005,0.02935200785784159,-0.004895161876965923,0.03684214896011019,-0.02142370178293108,-0.0026615147110837676
CEL,,,,-0.025801209464514314,,,,,,0.07575655596434695,0.016444109896525245
PDCD1LG2,0.010286442055418425,-0.031505621794714514,-0.022497146644821744,0.04352552799731844,0.012381576298427874,-0.013971468179364456,0.032353634609425426,-0.007363470076389343,-0.01849609482809118,-0.022116224642865587,-0.013289246942654043
SPINT1,-0.031193555172420923,-0.012423509831008919,-0.020544443748875152,-0.0005013176288969326,0.036477378446035796,-0.036457172754309944,-0.02126609534386983,-0.026239289213600737,-0.01587044738616036,-0.013827496941604926,0.011571265389566578
CTHRC1,0.09791779474805042,-0.018307318998815155,-0.04508904635006103,0.04567873818706169,0.03887755097511456,0.008300605868419252,0.02167355200053565,0.0761386186926988,-0.04151163427149521,0.0004973885647966346,0.05145483949743343
PODXL,0.08672047522988495,-0.056520670878445325,0.009678619769711948,0.06690168006581809,0.025555461422623018,-0.07109209440372591,-0.0009032088560431776,0.030639922260702054,-3.552474770796021e-05,-0.050549624470628135,-0.04234987466983535
JAM3,0.0640267790454527,0.05017441617957401,0.017181253933108303,0.029423671208946966,-0.004673695063103244,0.0004688640832291491,0.0011368969242831583,-0.05306753206730296,-0.025309972575678047,0.06361349423014806,-0.006402946253887018
TGFB2,-0.022427914804872547,-0.018076569538469325,-0.03384498165431066,0.033285690362674765,0.026314392821275744,0.005416118866555748,0.019507678102641538,-0.02088680110195035,0.062373946305143264,-0.01633481995623067,-0.018025700261707533
COL18A1,0.11216857305321902,0.0034457081128352585,0.027755674390009567,0.05274684636171267,0.04558512631246212,0.004880114568402037,0.06275215969027183,0.01435374873327948,-0.059259585913624874,-0.09705902959507207,0.03668834247169129
NODAL,0.10258906433583986,-0.011754460764675902,-0.014893538518618576,0.0019352596607426773,0.03331395594584743,,,,-0.016606036645576014,-0.04251549063226069,0.07028644275224989
INHBB,0.025148938660662225,-0.028747627839279043,0.021690273225929618,0.024690724295676605,0.015620011072508209,0.002259612030435723,-0.019490999487119885,0.044270192427696316,-0.02784397415815829,-0.039572794874258396,-0.05677507096762399
LCN1,-0.01233031902581823,,,,-0.021145796200314603,,,,,,0.04453040028384405
ARF4,0.024532987332074905,0.008614656070377232,0.005341828034857458,0.005839104543560831,-0.025738807376947715,0.004808721599420862,-0.037040651217309775,-0.025409489009506046,-0.011892326344966394,-0.05899967919765996,-0.09850605862801079
CXCL14,-0.01216315046123044,0.010599159864394216,-0.058301073422171716,0.03016427355952368,0.030503373323255586,0.024532790177198147,0.008617245517881535,0.015662318165706467,-0.043034558263809836,-0.011352011786582974,-0.002309223511231905
LIF,0.04642685052932652,-0.014874595803189358,0.056132571954998704,0.02884831496444543,0.06431404317133556,-0.06896580290254213,-0.006771992179232671,0.20827532654008274,0.03344819851817741,-0.057675016510087794,-0.06695347347914775
IL17B,,,,,-0.013005698426338344,,,,,,-0.01870527998356897
MMP1,0.003217535046814568,,,0.0017152521431819938,,,,,,,-0.041860982515534134
MATN1,-0.016189349170311194,,,,0.09740652873231692,0.01681179527761156,,,-0.009835001042501712,-0.02858862789353723,0.10068410607816729
ADAM28,-0.003600613693249726,0.013149833164446002,-0.07098234309078515,-0.015566059139104027,0.050018992801105305,-0.01973397096952737,0.026925776776157085,-0.004491147493980909,-0.0454807497380009,0.0427258088166833,0.09283762849266726
TCN2,0.08959841533177505,-0.012029657135567497,0.003746554696528456,0.04470478492755049,0.07547193368838447,-0.02177836342209317,0.0033319818278226563,0.04478901416680916,-0.001362201700913613,-0.04272394818407418,0.01216679908819518
THPO,-0.021095392294207198,,-0.015915963311380562,,-0.032931377840921115,-0.009369964813509423,0.05115961402075157,-0.023432082518717572,-0.009835002172273056,,-0.025545444611570847
CUBN,0.07019665115732095,-0.028312978370454878,-0.04910251145460427,-0.02018529502603996,0.00987383619526769,0.008350985400955782,0.03536198919087887,-0.018018521820643167,-0.02876748002448286,-0.042488220598417246,0.08028896229546297
TIMP3,0.011043174040119579,-0.019063754271299038,-0.0390403761885402,0.05802195012857988,0.03648380569798182,0.014859638960870442,0.01761930162464523,0.043894073741014325,-0.07586151368241438,-0.03852847613704809,0.0031321928467835827
PIGF,-0.10219717886883095,0.0014987539825548949,-0.0035436455709234767,-0.015162623503578325,0.010522081958395116,0.010954448323132233,0.03714753571210516,0.027459999904024826,-0.035066922062912564,-0.008135963128111939,-0.024493845519715257
CRH,-0.014446436768126016,-0.014751817265091064,-0.014991802878351468,-0.018687170949493483,-0.019815916555527592,0.006472810021181174,0.04778216607722334,-0.020101374722080165,-0.013451749815581693,-0.024501824658445397,0.01760890767504014
BDNF,0.005547338877802662,-0.013196369114555845,-0.00882264414617797,0.07222767242399958,-0.04140195004039924,-0.05316990317745268,0.013187688194937977,-0.02325802202886299,-0.011076738438530942,-0.06125138361362746,-0.02073643477595486
CCL5,0.07499248016596878,-0.01785025351778143,-0.004788611620124821,0.0844456479460456,0.021558881510454878,-0.029397073001051422,0.03801296614558183,0.04144114629215636,-0.013342363160665435,-0.032730074776242984,0.01957436405987334
GAD1,-0.022011766026865914,0.03732602350637226,-0.009018667155804815,0.002394360539650652,-0.030349270689605988,0.007553592658957843,-0.034655758536397185,-0.008441162579466031,0.012046749157448647,-0.0023494241587696135,0.035509741353761656
