,UKF248,UKF266,UKF275,UKF304,UKF334,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916inf
NPPC,0.024966780916458424,0.01313483553958259,0.0003269003005311692,0.06240249500838552,0.0284352091079717,0.057642362098069666,-0.01508986806477756,-0.032994708669352404,0.14615537345863
LYZ,-0.062074803837928585,0.016846217663662757,0.009370777401710802,-0.02771062919830135,0.03285352813813744,0.023567962782398116,0.09103724075345113,0.049183340057825854,0.0033384576435559897
EREG,,,,0.00862558354196555,,-0.01776395015022111,,-0.0038587798107262137,
SPTAN1,0.03341502914441969,-0.013160906610379917,0.015272865366900703,0.10967525393758429,0.02212849147219213,0.03944502443422258,0.079020946255698,-0.02723860164350808,0.13899922579009844
PTH2,,,,,,,,0.03083411835539314,
LIPC,-0.018697470735756408,0.012597798759482188,-0.0292455840414231,-0.0343712878324956,-0.04530254860146848,,0.05533747676735261,,
COL8A1,-0.0196418414996238,0.04618984593156777,0.004256311344534024,-0.03849997345516295,0.0641428044853176,0.012238560029704809,0.0650082736387385,-0.03505526810129946,
GSTM2,0.011877284356987296,-0.012048811257757383,-0.006753184681227025,-0.030524016242648222,-0.052922672425642234,0.04150663779596359,-0.052843605883985914,-0.017893929325892868,
SPX,-0.018277109690914266,-0.04014235542428506,0.0609882132807826,-0.016097921425691046,-0.012428687279810594,0.014943684406966673,-0.06222477298723973,0.0055560689310998786,-0.06629225235309495
MFGE8,-0.055295326241379096,-0.03539334798246964,0.021137809856900277,0.08175679459093561,-0.016350949911104574,-0.01869680295222648,0.03979631311269081,0.029010000482508926,0.009116189741216084
TGFA,-0.005285114353254037,-0.02467786688184119,-0.02688849287870293,-0.040701948540948406,0.01077914895670349,0.0920546834629231,-0.054024923875785516,-0.028605185394039487,-0.06914083932192758
SLIT2,-0.0274391455914299,-0.011131083892152492,0.028617962870985718,0.0652969692234977,0.07754487928257023,-0.014008535319233791,0.008412027154562544,-0.03321725337254064,0.22042909424651924
PLTP,-0.047667236534251645,0.009632979237105875,0.025506634780335696,-0.10432526564694973,-0.018672626150770085,-0.06455115953408189,0.056819068606168706,-0.037785345853001945,-0.1365033104889464
APOD,-0.02041611004394597,-0.02950118882542503,0.030143882155057068,-0.04668293367563676,0.06690598446703258,0.032607365673364946,-0.09796985285415896,0.040813980006002885,-0.1444113511199857
B2M,-0.07663840037816103,0.020652075574055864,-0.059915779099391143,-0.12160454470057652,-0.047587975703917526,0.007627742705816128,0.04112675666617449,0.015702162767688585,-0.14571215042540417
OMG,0.08331081673420807,0.013341256295175623,0.01648187284504817,-0.048979728150022425,0.05506140252609336,-0.0007850992524901279,-0.01399063228091398,0.06694051688595452,-0.060210512738098645
CXCL3,-0.03771481039264425,,0.019357665938270104,-0.02701646791327739,-0.0207689248034979,0.0071257836068152535,-0.02952604795910804,0.02987016654516926,
CXCL10,-0.00920461893872849,0.0182997106319929,-0.009342055693961357,-0.030582874537823535,0.10154798039369906,-0.00578661501015202,0.012819966808219903,0.04940726759477582,
RSPO3,-0.0199989092095388,-0.04729439172797015,-0.000502211686319916,-0.0412172044083824,-0.02170312613784003,0.032568926169560086,,-0.024840782021460346,0.053229227232851326
CORT,-0.043658052051934196,-0.03278087859262355,0.05563820846683019,-0.02446549101206193,-0.0016216126183515242,-0.00988952847030738,,0.0024066124701632016,0.007403193491552674
NCAN,0.024328666007932254,0.032526242608928224,0.021439492120881483,0.06866460908034336,-0.032969681219867125,0.002379546591003752,-0.009075020529814543,0.033645650201181765,-0.0238137857531411
PRG4,-0.02214117580983152,,0.008685346477195995,,0.001513267578550561,-0.025387302170479787,,0.007925017112514338,
ZG16B,-0.020415933063722882,,-0.010686912297506058,,,,,,
TGM2,-0.09139304221638338,-0.028296414349156637,0.008705210067517576,0.01959390974451635,0.05632512097210746,0.00025273810204680516,0.03843189752357821,0.02212453846474398,0.017080266169431386
VEGFC,-0.028112627509877506,0.037450518940247,-0.028777218170228658,-0.02168609762590894,-0.025895731653353436,-0.014182194195556136,0.011589479853777437,-0.04027963931980561,
WNT6,0.050888760287430876,-0.014614311050423804,-0.023783342141262598,,0.008429649524625436,0.08443142534587655,,-0.03132192615311627,
NRG4,0.08863098488654457,0.06657309582891129,0.006787097557856829,0.08824204687600797,0.026400851593286277,,-0.03127254853927037,-0.018431625683956846,
PMCH,-0.015628767427578693,,-0.01564267965523675,,,-0.023559749281584184,,-0.017943682980425375,
COL9A1,-0.040955419196762266,0.08452785497662504,0.04457569252043862,0.009431762115429955,0.006196687843035105,0.006925797692565951,-0.01633427383051392,-0.01023776215592582,0.05708634346212682
GDF11,-0.012097073994821211,0.032683646318437315,0.03309760159662253,-0.02940011187653108,0.02567831225871465,-0.05835124122771346,-0.03630850120092191,-0.03132897950714504,0.032745102728226
IL24,,,,,,-0.017565581346712707,,,
SORBS1,-0.018406498621339164,0.0070833146355686995,0.0470589039765322,-0.02321361770926904,0.09314689515717159,0.023695576384634195,-0.008148021495823134,-0.03406426971094247,-0.011041318723890308
DLL1,0.07394283945739483,0.06429188763493357,-0.017297261525611632,0.0005259468235741785,0.0017896112025003025,0.007985936753266764,0.0731226059358329,0.028225415969145906,0.10218521935287896
TLN1,-0.08769419316209476,0.030801698689087904,-0.009166199206724575,-0.08547132473622852,-0.01928199947294547,-0.04659247738128645,0.04086986221889529,0.0178413046768086,-0.10543589847634649
COL2A1,-0.034081843597285603,0.14855271342189202,,,-0.004891446522734541,0.009280217025285899,,-0.02723958697699375,
SHH,,-0.017281551064000415,-0.045185402227309865,,-0.020123105254375898,-0.05419755984369401,0.06694363103421734,-0.02654786509360383,
PON2,0.042044112992409316,0.02401977055321954,0.052404786110075846,-0.045994125717126556,0.04049811662172288,0.015500368364592518,0.030971666399050076,-0.04010968083547315,-0.029797887785009844
ICAM5,-0.0012359420656807042,-0.036229691514633865,-0.02679323521539401,0.04876071044289673,0.024255334284164456,-0.02830415845058842,,0.01021910441483919,0.16368596078906728
HPX,0.031046541652720926,0.08722728266887603,0.017972470190533,,-0.011357070517260632,0.02176399518566446,0.0078002197122447265,-0.009589945461532228,
SFRP2,-0.01957386098330032,-0.03454818842492775,0.045631773982747294,-0.024858186586728285,-0.03947638273441007,0.03923434619758434,-0.02455562671786261,0.01908571777280133,-0.05383982506341492
CFC1,,-0.024694610846823513,-0.013449580882106594,0.06172382169476127,,,,,
CD70,0.015132900170591511,,0.01812414609471789,,,0.0004542246427571353,,-0.018426344335532738,
HP,0.005794216725263512,,0.027896253647662936,0.002454364171682778,0.043151329049463186,0.01757051530842467,0.038798958282160685,-0.013101789573209524,
CXCL2,-0.019496319350920988,-0.0225870519143372,0.014008657441203656,-0.02742704081760556,-0.005179451476342802,0.05318384564526279,0.03884663215762566,0.045523519917045334,0.0925991631428388
NPPB,-0.01899370026319244,,-0.011776999997180343,,0.02757642045886098,-0.03575415611811876,,-0.026818688777439748,
CCK,0.07351689844011262,-0.05290443071700379,0.016324231131064758,0.14012423097317697,0.07151732991336475,0.022690909539873034,0.017645091000562312,0.03953697945553734,0.16209045934969835
SEMA6A,0.05812616378904155,0.03666988381079092,0.043467100475496366,-0.10839295326664056,-0.045225566594721454,0.04228244080675495,0.02219447077728873,-0.01067454836912637,-0.09407467995293742
IRAK4,0.016555548188687593,0.020189860182523427,0.03335717217648386,-0.05295210323747552,-0.004152350499166792,-0.006303970256460743,0.03499952941924941,0.05063511586363532,-0.059180120671973306
GSTP1,0.03770750523660706,0.088408438120589,0.016296860936582877,-0.1291556046927341,-0.052832531803675864,0.05863665655696045,-0.05955641457263017,-0.0019741523853182533,-0.03165857808947894
VCAM1,-0.048486519774518066,0.017138999092810685,0.06864349833277883,-0.012510584290754299,-0.03287497260797176,0.0023342341204824995,0.036541999893210754,0.006118977982760286,-0.07515865304553397
NXPH3,-0.015629232943633217,0.025677579907943657,-0.03900952469143736,-0.02574813601256134,0.041342003561172236,0.03797895348773716,0.0613836050073333,-0.049941234900453074,0.08209011504148767
MTMR4,-0.0014047974757757365,0.026349446461932713,-0.0006365344529974211,0.06153091967005705,-0.025976591742020314,-0.016827817994254334,0.12290311167166501,0.023167818152433194,0.022307093763985132
LAMC2,-0.014908068665202534,0.018197549401105056,-0.014825929105040861,,,-0.021595279889119367,-0.03023572035679003,-0.01741714314895868,
IL10,-0.01005979371657841,,-0.018245595510713628,-0.025302522377224388,0.005890951990631898,-0.019380540797657508,0.03819571132817214,-0.008237060890394554,
SEMA4D,-0.060911150313882556,0.0281775337070537,0.031680623557629954,-0.053352484436193635,0.08244385122587716,0.04515409903574973,-0.021033416024538773,0.01284632157645943,-0.1025225108938332
TRH,-0.01153190511034311,0.05783851290754748,-0.03906870630990814,0.09169013064788432,-0.03022704870472177,0.04875032813725857,0.11979107586253941,-0.003461144413851275,
SEMA6D,0.02585973300455368,0.03932870960854867,0.04434827317380165,-0.006866307889840069,-0.00958177047248855,0.03954614600779836,0.021872515655355976,-0.0008901485382397167,0.03904937609658963
CEL,,,,,,-0.026600387973436366,0.08194290443993109,0.0356729625125343,
PDCD1LG2,-0.01571699195161572,-0.014061846659690846,0.03443966081261897,-0.043950242919180975,0.015007031476449096,0.029329166478794442,-0.06275885030132387,-0.012822071676510638,
SPINT1,0.0009808113090825012,-0.01818814463386698,-0.025756812012850645,-0.02981435443829215,0.027662518970403942,0.02368028138367523,0.0015329286369312814,-0.02637009218868597,
CTHRC1,-0.06882294253879989,0.04418385033228885,0.010213410480577688,0.018605213912150746,0.029760110098244696,0.06835309368125829,0.03852211045971895,0.016027542423572804,-0.006182763108265287
PODXL,-0.004046078799052523,0.06260618524442137,0.03520452424989027,0.08234282118570951,0.04218355764518242,-0.012721773532804322,0.056362016411176594,0.001487547758367177,0.09718290360959649
JAM3,0.011883894108775613,0.04158380695293445,-0.041677227239464244,-0.053894106933740596,-0.01528739244522659,0.01168077260447525,0.02721677710500656,-0.00012178435587796887,-0.10283020935878981
TGFB2,-0.04400714704631622,-0.02148924206633558,-0.007995256513210995,-0.045064757724658275,-0.006347263867518049,0.0008579351443872146,-0.054142617298566835,-0.009842478867184564,0.057451419917581216
COL18A1,-0.059219344365247034,0.05402220651211069,0.0033361676455621312,-0.08809132976648797,-0.0025176332438039354,-0.05058761555105563,0.024845552873543345,0.011970565330765839,0.14205118211716278
NODAL,-0.030631906301873766,0.029837264229212908,,,0.051330575748737194,0.007221892655825404,0.01999630403161223,-0.019917809500713618,
INHBB,-0.02475004589250898,0.03520667123473648,0.004272623157563428,0.02225299752918882,-0.06064047774508178,0.039332571056591895,0.007478874616235123,0.008975874301123881,0.061958882075301674
LCN1,-0.014908072019578684,,,,,0.004539364045237564,,,
ARF4,-0.046906593867289015,0.05618011488477359,0.014865507747003766,0.019943881854558067,-0.01486046265752445,0.025465759113905095,0.08827916808736515,0.00024308004160686152,0.040400026733928035
CXCL14,0.015828466904325513,-0.04643385567793627,-0.03105008360850956,-0.06349240983259653,0.029691996515813644,-0.04239034148670315,0.05182376473987153,-0.04791836014717283,0.12233953628506326
LIF,-0.024530188446355992,0.024198861304110385,-0.005734655710916711,-0.02682118438427801,-0.01840659335283881,-0.03384924242094218,-0.012904379904490372,0.016367585776206534,
IL17B,,,,,,-0.00670399720174392,,-0.02477960582206055,
MMP1,-0.0035103423593862144,,,,,-0.027038367538851926,,0.023929608372233527,
MATN1,-0.01957386365070873,-0.017126178287630602,-0.011924909882187503,,0.04338859265608733,-0.022124220707711775,-0.030584892326324407,-0.02553804401553442,
ADAM28,-0.026372801717415878,-0.008053628531573348,0.011031160140540983,-0.036251927896811774,0.0037256330422130784,0.09083888927975162,0.012295464906971833,-0.027047655110576566,-0.05914925646784419
TCN2,-0.015578340127080608,0.035700379714354476,0.03024794148659598,-0.00451262152675652,0.003226409108620217,-0.027643597623481536,0.051282826786504955,0.008141177621570647,0.0805443951459353
THPO,-0.02550555479909302,0.006947433028191765,-0.0244813229163867,0.1173042636915831,0.14235147981223242,,,-0.02215307031688796,
CUBN,0.01098412309619766,-0.030466976377088388,-0.017677569186750033,-0.02047351937171765,0.04461466966017038,-0.002303368522011295,0.04659509178056502,0.021702336258986075,
TIMP3,-0.04022961963917065,0.029216317032636788,0.02944809910844113,0.11711278822820735,-0.006420548127351268,-0.0063061781242772005,-0.029376401324480803,-0.04897581435582287,0.10103762756965586
PIGF,0.017093351551142142,0.05933815524010548,0.0008354468124832982,0.02000340576995377,0.024640606074550552,0.03890852930761368,0.06806515209746175,0.03855963917744849,-0.05178187709046939
CRH,-0.01746658130374048,0.08796356614716078,0.010595078147233232,0.07444920484806164,0.007138748241408233,0.10313701384531636,-0.001203009373335628,0.04339822811245598,-0.05376613868271028
BDNF,-0.03215626087603332,0.03727861733226527,0.03768856107902316,0.014161210048698969,0.032515757798148845,0.013083826642661275,0.05556318426925363,0.020957428662510273,0.0783904737204163
CCL5,-0.022426244696966986,-0.02108214401731298,-0.009921074229800094,-0.00794514795523591,-0.028603961486722854,0.026593700888864955,-0.07627162997459268,-0.03714008689834469,
GAD1,0.053612654816573985,-0.028866161982085078,0.007608398091279923,0.08341093826036643,0.04164832917968775,0.00946747790250242,0.05456454256660566,-0.044856019894015026,0.16952591140479079
COL14A1,-0.035325980834342095,0.04704629363000823,-0.02590348486870576,-0.033257351538064694,-0.039745147451321614,0.0006024007626349707,-0.01896327376977724,0.014288217040112397,
HLA-A,-0.04441399895652541,0.05507921125559613,-0.06497254155836447,-0.09978319270934359,-0.06297490903391852,-0.01923778116403342,0.04182367921504744,0.007936224764512792,-0.06840965987773957
CD5L,0.05983519517072258,,,0.04755004864066053,,,,,
FGF18,-0.015804097271288228,-0.02002396759269715,-0.01277801074350015,,,0.032057701900028615,,0.017666519354495834,
ADM,-0.019967509914740108,0.017025290097380536,-0.02589604208412884,-0.03774184646968448,-0.05225364118048228,0.015900420181334703,0.024432876870482283,-0.0204783141664906,0.042333396419674284
CCL15,-0.02914144036384612,,,,,,,,
GNAI2,-0.02623738700706919,0.04495613868826281,0.006826020326628221,-0.044911177002205795,-0.012014847789837762,-0.08267440186721343,0.023608749525277983,-0.00999434153093989,-0.03733128860232758
COL11A1,-0.024574048520264596,0.08119136417757923,-0.013283626813835226,0.0012486001107949519,-0.015250367587480843,0.037997668845206625,0.03729953768164187,0.018007852725464926,0.02276882797035181
NUCB2,-0.04463918954031153,-0.04073345564550503,0.015386779624274597,0.004409293740997124,-0.055944684111488244,-0.06067221809676419,0.016198581911284652,0.006858020624742259,0.04606408732204275
CXCL1,-0.01581743742100292,,-0.004921132254641184,-0.03790846961242405,0.07891072407735565,0.0059464186818873055,-0.023840391699421145,0.12851739097436782,-0.0327932770205481
VCAN,0.04262510667373659,0.08221064969070116,0.03399546577940129,-0.00962161456342638,-0.06994777319212236,-0.03642315414309103,-0.013044485593788235,0.018365456452392216,-0.08273518835723408
MMP7,-0.057245116491961484,0.0673838689708442,-0.011776999932835203,-0.01635154902785532,-0.032588586540953084,-0.009484421929341513,,0.017966230536737005,
PTPN6,-0.08346325026506901,0.05549286339648919,0.015702893563243777,-0.004396888535398139,0.003087482961581568,0.09784014320409945,0.03202731972967722,0.07368303807919328,-0.064658295923035
PTGS2,-0.041357397618561414,-0.0033554338543697057,-0.004486919995049733,0.02865575375135666,0.04940263755490286,0.01048676247026913,0.0018696693527826564,0.02440083349938798,0.06595879846955989
XCL1,0.07196041239607079,,-0.004985118388451892,0.027364401101347722,,,,,
CD58,-0.05627891383699853,0.031209225704094654,0.037530085179846025,-0.045091893083551805,-0.0059762079470691955,0.05397913994401192,0.03697183063079381,-0.008686030930352915,0.01711885591942428
TNFSF14,-0.019285771849025024,,-0.031191916565949655,-0.04657510839943886,,-0.02298634882360091,0.046946992221066124,-0.025909734466854316,0.10081971559067014
CNTN4,0.029833193373318086,-0.0659182500822072,-0.014750046743146877,0.09851450357850158,0.06222113133971853,-0.007447002603136182,-0.009847042844250312,-0.01002798091658527,0.04324496915720798
INSL3,-0.017146128644834505,,0.0065466699918847,,,0.04379778514103562,,0.03358914900270754,
MFNG,0.04555115489280784,0.023107402462259917,0.05100059802765838,-0.06422255350953546,0.01461006515725262,0.016881512079289153,0.02305897279835099,0.053205081022013594,-0.022922347220436255
ICAM1,-0.009537530145566003,0.058398161610985704,0.004545057616219498,-0.08233037490358659,0.014404542619708858,0.04892465705746088,0.015095324482628394,0.040994100456291746,0.048778278878088985
PROS1,0.003346829996474528,-0.02500296984609671,-0.0321738744322906,-0.041626377548046156,-0.013690796905610425,0.07279785936336927,0.09293891180936055,-0.07238682567517839,0.07050617953579698
CLCF1,-0.056917299528651474,-0.016491237393664464,0.0322800483746321,-0.03761088324367944,-0.0020063187300963575,0.04969942832419803,0.03579953403599671,-0.017806680723987885,
PSAP,-0.06655904459276912,-0.054652801525424205,0.06118715191426905,0.00900327063868632,0.041205275639872335,0.025931070865680868,0.06494739798194431,-0.044224648180923094,-0.058983302175674504
EFEMP1,-0.07308471411709594,-0.015337467731105581,0.008824930800678813,-0.11148636915731575,0.0001595746899122491,0.005630028263533097,0.04368705435833517,-0.011443632722238724,-0.09630872712145949
C1QTNF1,-0.014201069819565138,0.015293359114132595,0.028780481274708603,-0.014910405203384158,-0.0072865495214645346,0.026260286176164774,0.013307791663319192,-0.06018350010575589,-0.041328453609943576
ALB,-0.013438445518080747,-0.01696950266450053,-0.014825928725535616,-0.05848442660146051,-0.007625933189003523,-0.013482695265825406,-0.016900162643821236,-0.034804077495281555,0.10901922125743954
CCL13,,,,,,0.008516222167348004,,0.06475510116859198,
EFNA3,0.02076443723584282,-0.06997008142472093,-0.031133035282508298,0.0899601277959177,0.027517051704328305,0.1036374712328757,-0.008057106747804499,0.04544358736568354,0.09730310425000062
DRAXIN,0.049539526167851726,-0.011906288675648413,0.04986955615345965,-0.022384958236981316,-0.0423191010614419,-0.010157912406472595,0.040298289614976945,0.013601204880624985,0.06411198294207435
RAET1L,-0.013357000735589654,,,,,,,-0.031477908510430516,
NPTX2,0.025000212955189897,-0.019308631042018045,0.007105777526520531,-0.04889557569325604,-0.005570911908625467,-0.03190330902129311,-0.014683086221057209,-0.028263831237989343,0.03554984544833894
FGF11,-0.034300706408746905,0.057372988873774164,0.006839153155935485,-0.04368215665812656,-0.0574436183258634,0.061127385741324494,0.027780439600388906,0.0019303626254557806,-0.034561530442560516
CD59,-0.025181071398514852,-0.037994414421445785,-0.02181810685275568,0.024652195797847873,0.03224224501625964,-0.00319525380857672,0.0127321065059096,0.007575986853838299,-0.023849218035512033
