,MGH258,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1007inf,ZH1019T1,ZH1019inf,ZH916T1
HBEGF,-0.004532265624789398,0.005928602427893651,-0.030895166542246794,0.09011322382053315,-0.036746926603705474,-0.019094880417578845,0.08091370927267612,0.0612150500639107,0.1131723068303504,-0.03571708716092576
CSF3,,-0.0202849563920103,-0.007569330628260409,-0.026626754099200126,,,,,,-0.02271056125137142
PI3,,0.006180748328209417,-0.01687412032265846,0.048666822589437386,,,,,,-0.049342504754906806
PCSK1N,0.026241558268313408,-0.051553796352188805,-0.011887937855295008,-0.07939352176074939,-0.043035515182024954,0.0012658214450686608,0.06390468507861004,0.039869761421568485,-0.0161482955151757,0.10805828111032303
NTS,,,-0.003569189608913939,-0.007585008594205768,0.048074764934726955,-0.04796658237967766,,,,0.016059332250913282
SFRP1,-0.023986293275317146,-0.022078533344909442,-0.016129128111250647,0.036959619146500984,-0.012850864808107642,0.051767710862368,-0.07459328777768415,0.010709577131341508,-0.04545139634651439,0.030335064369624083
CXCL13,,,-0.015984171936624603,,,,,,,
MICA,-0.012433951716291355,0.025660744971413633,-0.017858767990566016,0.1339041862771199,-0.03604934310572027,-0.021223982257007338,-0.04182208128536472,0.029234493577030896,0.07155826595973297,0.07258576146058363
TG,-0.01909180544706104,-0.011596531162732923,0.023711835998842364,0.03907314861947667,-0.02429367771838801,-0.01879491020538875,-0.03554796803838191,0.0051529866568617326,-0.03569515416845451,0.007256309674246366
ADA,-0.05489949494337305,-0.006116398292866156,0.05671908023235731,0.07419490715618339,-0.04933951166304838,0.047417903158998534,0.02869806333011987,-0.03959337210945849,0.07885760490303491,-0.031455450925035364
LAMC3,0.03631909593393425,0.010573664899810297,0.013624386083959465,0.110180927694009,-0.023247034334619214,0.025816640639524387,-0.014628332380853497,0.0231065548430686,-0.01439120557048615,0.023148124247364038
CCL7,,0.11485140473418133,0.04784599311301218,,,,,,,-0.02379846675021648
NGF,,-0.017193210172432256,-0.02262031928789698,,,,,0.07553239786361769,-0.032578400462758436,0.011474397830782303
TNFSF15,,0.043520877752744984,0.0075216985800143875,,,,-0.010464776256485042,0.08751913444389985,-0.010791314072292706,0.013277822607126965
HMGB1,-0.01674978380643151,0.012112060936718978,0.028942922931442263,0.09160202307521702,0.028304906388907036,0.009353229631270964,0.03437379569104597,-0.10602218254474503,-0.033527629367039055,-0.04400292201919339
ITGB3BP,0.0478700032993256,0.08055302625406126,0.008888994273654336,0.13781432662086768,-0.023944901458203726,0.011971499838603492,-0.004974463667370015,0.048340469848688915,0.08532741622917392,0.012693547462304737
AANAT,,0.016483272394738586,-0.014138105877391146,-0.007287752977563929,-0.02184744634484083,0.01879189469182409,,,0.09771238396719496,-0.007908277412311069
RELN,-0.015827612880467655,0.008547158841066885,0.047899645728568495,-0.07047650272836832,-0.00039776666552229783,-0.027746121411044645,,0.09174062486888168,,
IL15,0.07564176849548016,0.05132153382305849,-0.023587181010542836,0.034183389046015304,-0.04258580807948292,0.04471965673527052,-0.05593156081830423,-0.01958508853447061,-0.038598328577164394,0.048852140029119306
UTS2,,,,0.09419011517626409,,,-0.06055631241368541,,,
BSG,0.07987611441571545,-0.013972546164259376,-0.027138443238761308,-0.03844390593318013,-0.049088263535344914,0.016826996179412728,0.04270198600844927,0.07605683607170369,0.04079621533708156,0.07095352101530811
ADAMTS3,0.030002698484692232,0.00786665137517842,0.005054919370853067,0.11338231909585392,0.04773936102402083,0.017904787357387326,0.04886990356400892,,-0.00217413290823313,0.022988145994577554
CD34,-0.021509765983244517,0.03324691855076339,0.09710416741871863,0.07945860870214835,-0.02869483212084126,0.00513358611731169,0.01576405670190871,0.06908647227831144,0.05418159448706663,0.026559653689152043
CCL23,,,,-0.027328731435713332,,,0.04194797169548244,,,
PLAT,-0.057339773931956835,-0.046384185558804206,0.09954540095367383,0.1397774777421122,-0.045842564897215624,0.022417600314616492,0.044706026991362266,-0.04359263151627028,0.04484001448920817,0.0059846907189819104
NTF3,,,,,,0.006538684328945943,,,,
LTA,,0.08363320903946185,,,0.00544329466359399,,,,,0.051678299616976946
CKLF,-0.013948797892861025,0.07531479424518271,0.02267641995492266,0.15290152309268298,-0.03146775376583175,0.013042548457030989,0.02317989999655213,0.04745914197794688,0.061091684616110246,0.054907192441594935
CD24,-0.0186003185594264,0.07134950247687846,0.0112214113211075,-0.030518717209163444,-0.02372265088630789,0.08072008319361308,0.07377724573755351,0.009391880256944941,0.09071819371492953,0.046528627179481516
HSP90AA1,-0.025678953614599542,-0.039983136662049466,0.011272138892640076,-0.1533390199963569,0.05537244417639761,0.04074980405256222,0.07048524434514651,-0.07576516463866917,-0.11160172177112851,-0.16476018831986222
BMP4,-0.019648239465235896,0.02090690890921295,0.06580741914227352,0.06358849995367756,0.03376873633063479,-0.01564736420234725,0.04655944495357885,0.07412981080539725,0.0011984440374299124,0.038559046120493025
SCGB3A1,,,-0.016836738756424167,,,0.04364902444157011,0.0004209266713384106,0.039631353454861615,,-0.03281095030735755
IGFBP4,0.02415168915249149,-0.0030047490543423593,0.08484193388091404,0.09936343807750352,0.0056710407418305835,0.04854863364111756,0.028996474004041598,0.0919592493125282,0.08289559440927242,0.0050482084744000785
RSPO4,,-0.024864029715073507,-0.019432333423726002,,-0.024472391589415575,-0.002108852708962616,,0.07072920625015654,,0.02542165668358985
LEFTY2,-0.018903039452245595,-0.019690465564564306,0.0618821576932859,0.12436993883768674,-0.019778774495666264,-0.02003854215545266,0.009650805319407546,,0.11615023694942583,-0.011505411710063059
PF4,,0.06049824862946328,,,,,,,,0.013972961645885866
ANGPTL2,0.08171204134849111,0.002000890279184555,-0.006528721751766706,0.15406727249314536,0.03621941614052934,-0.022632046181865713,0.09253860880910085,0.04186841060418314,0.07143279400616878,0.009392942265083602
LRIG2,-0.021904125419878986,-0.00519401598806158,0.022632114687996172,0.036857741157331224,-0.0468662111001814,-0.012870601129484379,0.04105089908425663,-0.013204944635279795,0.12900702025033287,0.05019556998273192
ICOSLG,0.022673343438620087,0.02054061015617508,-0.027747744470647685,0.07351237435791864,-0.026588675789587287,-0.009459138271400847,0.12895912515194918,-0.060191717195714825,-0.059628323988671676,0.04388045134066443
WIF1,,,0.032009027531394764,-0.12332906843687844,0.04169829720882486,-0.03438939066105716,,,,
NPPC,0.009704777445907715,-0.023314668278399946,0.009040410564858454,0.06651058564406903,0.009818222862045351,0.03299815941614809,-0.027317577363388575,0.022725009101492662,-0.027340535428533104,
LYZ,-0.05515514679323088,0.0150488771551237,0.06141394152852985,0.12012590753159373,-0.0034193434321881408,0.01196146780797837,0.10935083693424197,0.03869298498711281,0.034814702251579226,0.001925531217397162
EREG,,,-0.02734590382709342,,,,,,,-0.02629136448665967
SPTAN1,-0.015706021765519083,-0.05153934935085772,0.06648625112371755,-0.053494616032110996,-0.004126967121157801,-0.024990668585875113,0.04116887310287537,0.008204277502797216,0.1068384061565325,0.05192839304762209
LIPC,-0.024443226085537773,-0.015806058769676397,0.03867939945487976,0.056983595444558235,-0.027041632753615655,,0.025087919303981906,0.12008004435800741,-0.04362590291135189,0.09665479728477548
COL8A1,0.06666635102477687,0.004323136674318533,0.007697863934766541,0.12110289486316665,-0.02387551416779757,0.009757778372981913,0.024992045041701945,-0.06260356445362543,-0.015490096096108906,0.009046300759444818
GSTM2,0.016609438525939543,0.016425369549689553,0.006658205942635084,0.0560234326782903,-0.011871226364164782,0.0026739876705173444,-0.043990165955649786,0.034159638482506076,0.09728856939403935,0.09146605412439135
SPX,-0.028736028037067075,0.05206807380495072,0.027540969616018124,-0.0781517420857103,0.004139383221113727,-0.00408890886766241,0.15345953956437822,,-0.013474975043982295,0.09170342126779378
MFGE8,0.008684616546945724,0.0228205951632475,0.05744558189301611,0.08870596190963194,0.02051478915235529,-0.025720942791391747,0.02433860151199058,0.049606832632044004,0.053868350011303155,0.029497465032685327
TGFA,-0.010428484840446967,-0.029268709670435367,0.004631382838297325,0.06616684256188728,0.026280792902640033,0.0024844917492625354,0.13695852465573438,-0.08648916773909948,-0.038025498224163616,0.031162401075335026
SLIT2,0.004296460541372672,0.008592416520826348,-0.003259922943238024,-0.01855670221650685,0.0320751813712943,0.005892970293375255,-0.0015739792808439751,-0.010665092620708576,0.015694816160613717,-0.019703613091581626
PLTP,0.01780626653176196,0.0008162960964255175,0.0336055846509601,0.18094075018639802,0.004039715755960234,0.004701130962393715,0.07449825640399332,0.04907085432947154,0.1440708363040669,0.06469526796605089
APOD,0.003048692976942338,-0.04727907337180269,-0.00014913431360501884,0.06340066780612764,-0.017154770486330025,-0.003260293668475025,-0.010629002757443369,0.030669443729445762,-0.17064381804696255,-0.00915201020843649
B2M,-0.03061544587553841,0.07255857045180225,0.04799847455123539,0.19683099055524608,0.031527038122928376,0.016885177305297795,0.10293724639011034,0.08810187350829286,-0.018567946067796173,-0.06712769471431
OMG,0.05252903649903551,-0.006998097461828511,0.03565952101834071,0.004119719115448872,0.028368592636662696,-0.052509767235001344,0.023891841502826704,-0.038101493966186444,-0.10112890774981162,0.09918973996561231
CXCL3,0.014921528279309365,0.0003996750361844201,-0.026712745780369834,-0.018982938686283715,-0.07623901991127296,-0.019550173572081456,0.07537631190558106,,,0.041764706148195795
CXCL10,0.04453747250897383,0.036740389138600275,-0.02864708290664799,0.13308897194026673,0.029164378783060118,-0.02969814456644519,-0.025369491816126036,-0.08853157908199895,-0.03687909582071196,-0.006027015340670558
RSPO3,,-0.01745398740400039,-0.018813685533705764,-0.039438916188273096,0.07267120625611873,0.06345604633580298,,,,-0.02415079018836608
CORT,-0.019091809442158575,-0.023555553981089633,-0.022833247983272582,-0.05665484955793402,-0.002190936009520419,0.04931626893643787,,,,
NCAN,0.03352934184019142,-0.06654045664834778,0.03397794270653455,0.0619598294031996,-0.024409707218150986,0.05353178941026697,0.03364306551939954,-0.035704679543497264,-0.058957632537454265,0.06332966358356716
PRG4,,0.03300096646615279,0.04114285130589335,-0.022870511517429058,-0.031274744934286544,,,,,0.0736195389119769
ZG16B,,-0.005737167142402214,,-0.005415540094634373,-0.016719276733184234,,,,0.0019859940939550213,-0.030113436259721734
TGM2,-0.0006266035879855193,0.05877376449754297,-0.030977806746161046,0.07482232564323503,-0.0023606643435714176,0.0059409618786482755,0.08956655120574589,0.0893630610067094,0.1062658631229598,-0.025154359804252242
VEGFC,-0.01909181067141986,0.009454892355248967,0.050890744758158565,-0.009800372349290454,0.019089234855213577,0.03351518513915279,0.05690334155183011,0.06931225725807713,-0.03290143294688667,-0.05135054958519842
WNT6,,0.025590024218410626,0.09821031149734476,0.04492230919290321,-0.0071325720923974935,,,,-0.0241392534460205,-0.012418904250567391
NRG4,,0.006722192908742496,0.07537940982696405,-0.014272042507535158,-0.03212043769638662,-0.03055605747396197,,0.04481990802139586,,0.011556312110155606
PMCH,,0.01075732375931452,,,-0.024472390408358358,,,,,-0.00117646912335467
COL9A1,0.024166870395657503,-0.008416066039871361,-0.007171944456479809,0.06038176713169287,0.10733405299895542,-0.03871175565177452,0.1278879668639639,0.06636356676792741,0.05456262931857357,0.06730367774636348
GDF11,-0.025453885845500797,-0.02820284732091454,0.05239926373680466,0.10167774297703569,-0.004836757534135096,0.01616148768780838,0.08067974882263493,-0.04062719777114179,0.035770728155761274,0.07104306856809531
RAET1E,,,,,,,,,,0.07090833973351066
SORBS1,0.04690380844035981,-0.005294339450292952,0.02026553802527665,0.024991082777679176,-0.012033033375835308,0.008438390449944147,0.06850071706408985,-0.03339565263201263,0.048655299888079366,0.09011497333449818
DLL1,0.01888364976354629,-0.02678342304632409,-0.004059105639589517,0.02412930272253892,-0.02199030319821162,-0.010848633500129053,-0.06423414491147561,0.1246065344485492,0.07619478666750319,0.07796273408213271
TLN1,0.1219824106388156,-0.04435398081825925,0.017105371977313773,0.14653028126542023,-0.0027240030817054987,0.0019934317882878525,0.04862981448177859,0.04053365313056189,0.08258290496680032,-0.003691940136972386
COL2A1,-0.01793209162341923,,-0.012031227952464753,-0.019395996466912535,,,,,,0.13171260099282803
SHH,,0.09733778427270669,-0.03049997686947626,-0.024790000441055084,-0.04088265113072393,-0.0209827331121117,0.05453327794686291,,,-0.03269847070019686
PON2,0.0579679363971409,-0.03163518721833323,0.00037623795973173454,0.15340507971669054,-0.03502377706794125,0.034394570752328116,0.07122227557119462,-0.03409730961894317,-0.014674848670298552,0.1222093540604539
ICAM5,,-0.02789996060746833,0.053758861863840886,-0.061621623400847564,0.017097638617318583,0.007582685209567674,,,,0.04501626200458696
HPX,-0.020368742060915063,0.02518194453516908,0.012040957212972036,0.007057395721711157,0.00011254027969020462,-0.0021732090868963054,-0.028153488223474087,0.015142478706843005,0.02583779849819684,0.13332288600231085
SFRP2,,-0.020387285598603415,,0.005791951118361369,-0.006119174426002183,-0.02990333895365311,-0.008152157141747083,,0.012580671745280362,0.062309126841553236
CFC1,,,,,-0.021041368961712194,,,,,
CD70,,-0.02608052695202188,,,-0.03924952037524284,,,-0.04667630611312656,,-0.013282562226252542
HP,-0.03558126084087585,0.03649548577123078,-0.03831117782682332,0.07400973611276038,0.014351930431417127,-0.015166788152786393,0.014068966376545335,0.03250756487628109,0.050633331028514084,-0.03612694469527919
CXCL2,0.039865475080306946,-0.040806196374764674,-0.06626321449589812,0.012792084491399243,-0.03184696436587302,-0.025397498350636823,0.011036912240523753,-0.007255718379376909,,0.05918201097793601
NPPB,,0.04597508697959716,,,-0.018424678387743313,,,,,-0.02449828971294447
CCK,-0.028912507027179037,0.022816725616069553,0.03683770293050626,-0.12983626065127143,0.045543347628218205,-0.041881421229086856,-0.028967517834815788,,-0.03159230371948459,0.03594855702466028
SEMA6A,-0.0057130861917569845,-0.02791630182812981,-0.049407212693887696,0.077435394958024,-0.06662021661850097,0.00816542337392199,-0.03047311853106876,-0.11417862004822002,0.03662029784245659,0.024930412916086196
IRAK4,0.004469192600431778,0.014659479954217822,0.010579378537224784,0.08523293716601286,-0.0059437197761088465,-0.026619754021435866,0.01119637578764326,0.04713515043323492,0.07643962699968893,0.06324839806848088
GSTP1,0.0033951720587614797,0.005214045353440043,0.022187722939238454,0.1496405376324172,-0.015374274006368217,0.029849849913341456,-0.027676183352813747,-0.0137668410044913,-0.13249434065435742,0.039883660934040215
VCAM1,0.01983083393285259,-0.014039075541224025,0.01919843002260284,0.15525256970534276,0.044677999548389656,-0.006349835773913367,-0.04203983219127245,0.06359961713118518,0.03859450570802409,0.10820067529016568
NXPH3,0.0712166713363891,-0.02772308514141965,0.013595698563196135,0.05907348757352551,-0.0022534243224967185,-0.003546637347884439,0.0882465290432402,0.08241603137022975,0.05028931322474416,0.13801150846427912
MTMR4,0.018516345780363437,0.0032011058210920187,-0.03195841374302139,0.009648587361485116,-0.03636150784966064,0.05089600467514588,-0.02834936508264733,-0.043935074832339986,0.036994651521863126,0.026429080887101507
LAMC2,,0.03659760424167101,,,-0.0231946145559363,,,0.09289736040574324,,0.02696912175902224
IL10,-0.019830577986627414,-0.015744098134732157,-0.017074091879954147,-0.0040541378840593225,0.026584351229251634,,0.017584906413671518,-0.021256253901019144,-0.04367765890907439,0.014232305321229776
SEMA4D,0.039203428593340583,-0.021811114292983182,0.0031258420907057972,-0.035642785616709256,-0.004073981450362669,-0.04368555774365377,0.02410333670830664,0.01857913069997778,-0.08384424904215515,0.06406697110335112
TRH,-0.0175299458107431,0.05150288281065584,-0.011839640469903039,0.12698899664270605,0.02041893122808367,,-0.052079654927501925,,,0.03533050583280353
SEMA6D,-0.01824603112346371,-0.045801786645546974,-0.024054110012465813,0.07352224758340759,-0.01979354561125199,0.01570834595777286,0.0833916198850711,-0.035791765529710654,0.0057437975696211134,0.0633357308003191
CEL,,,-0.02335837735143887,,,,,-0.04903748701032419,0.04332987314809544,0.06008550278419131
PDCD1LG2,0.018481673456474598,-0.04906840925366472,-0.01224763886925896,0.05594252734525,0.011478032882721128,0.022374107921875955,0.10523550945869772,-0.06348553864587622,0.015135715651886192,0.029227470354186644
SPINT1,0.030262437030273703,-0.037626375164803494,-0.031579875124891445,0.0506970875604681,-0.01317173750729832,-0.02986504574583885,-0.04746002765432777,0.13723171503955714,0.052342606891956474,0.09135376853445133
CTHRC1,0.002293704572266635,0.06488293449929183,0.07270154009560427,0.09236702471443481,-0.011512192849640352,-0.00019816441380571747,0.06578604409743356,0.12325122036475149,0.08857180250793638,0.03545881572326686
PODXL,0.014221610807529586,-0.00408929422063615,0.013906971603409977,0.15819014490967942,-0.05394966359992708,-0.019163179541445877,0.07068226544389078,0.06407120997912259,0.06634887028143867,-0.017595351037890974
JAM3,-0.02455438709754037,-0.005012681775168599,0.026274975403007685,0.11880843773854956,-0.013497711501394142,0.06469986981786094,8.33941039892497e-05,-0.020795033571515034,-0.05007421994626045,-0.04142957558112341
TGFB2,0.03976581726416284,-0.0018242406152666683,0.07036996901800749,0.15605226837644276,0.04264473205974987,0.013107421524126717,0.030494264488069033,-0.04702722367804005,0.08656547340655982,0.039186396668169914
COL18A1,-0.04391430982374315,0.0049835273288968375,0.052805251749969674,0.10688308079713624,0.008412518116686344,-0.026774425655990766,0.09071991172750778,-0.000625939439440898,0.0583283403077501,-0.028272933051309967
NODAL,-0.027733274852407657,-0.035254353186065034,0.02716538745598031,-0.04872892158758284,,,0.15290916088798526,0.017648007421035308,0.1155437053157634,-0.0041942726309296035
INHBB,-0.017577040400420046,0.03618003420626645,0.010858364812846945,0.08250313956769129,-0.05882991603804026,0.017813238207600026,0.03242147175189799,0.17733663604701677,0.17847079004800367,0.11345585192626831
LCN1,,,,0.00032085843900133847,,,0.004250516952109813,,,0.10625517228667926
ARF4,0.05896702114801074,0.009971888980073531,0.02732224601815786,0.06314514581732453,0.010230286204060598,0.0451641340363662,0.11894545313388999,0.10805654030582214,0.09550352545867047,-0.03255880038563239
CXCL14,-0.038541341058971494,-0.0015177072534397597,0.028881344755323893,-0.011505477198361314,-0.009527559247885868,0.05548753408892602,0.03720605946191503,0.045416137351334755,0.14106063296577578,-0.006373854038926511
LIF,-0.023677485783892192,0.02385100255162443,-0.0409284350931274,0.04365915225942547,-0.05937721591405496,-0.021665194051833068,0.2214763505456505,-0.05947515685008278,0.06613120599504199,-0.08655713404078269
IL17B,,,,-0.017971457549148973,,,-0.04439615503945889,-0.06478331701840097,,0.07827140483587013
MMP1,,,-0.01183963788711962,,,,0.1398658994356057,,,-0.04078854650107406
MATN1,,,,0.02639446135023862,-0.018656077900546023,,,-0.043482767409056,,-0.03337257200357937
ADAM28,0.023902779426241975,0.01973301842650272,-0.02352008752885886,0.09900146576886337,-0.02455662033223571,0.041580269926815246,0.037974170293894924,-0.007188176935555547,0.03915509416799179,0.13213122515144426
TCN2,0.04765892767006917,0.004900285051380048,0.051102691991216864,0.11132290629833065,0.014405458303664279,-0.00943060624779112,-0.0343488733705716,-0.02051610015893306,-0.027280219054158002,0.07893279839330924
THPO,,-0.011136949494885248,,-0.04896681034205,0.008314590496950203,0.027829748351598856,,0.005162767741811383,-0.026182034332135597,0.09779352070784948
CUBN,0.017128355704576492,-0.01820859123802435,-0.02973546661173757,-0.03570886391544873,-0.032505950454392904,0.0313559910433003,-0.049104959056641424,-0.08349318603686776,0.11205219075344212,0.09335373111488698
TIMP3,0.04621675756033794,0.042590144539324075,0.03655714181115684,0.11012034242234066,0.03095107132174082,0.030476440719410868,0.06571782303338224,-0.06430437320005343,0.050675077482276655,-0.001809341069183261
PIGF,-0.019720459589597405,-0.008926434501136315,-0.009399995902686527,0.089805406279778,-0.02123130958736338,-0.022331497547449248,-0.020214740800996934,-0.011248267749755864,-0.048667191823273594,0.11246657680039954
CRH,,-0.020191181695644683,-0.012031230160001629,-0.042554428607404896,0.04017684365678709,-0.03317961791331213,,,,0.08126734558447628
BDNF,,-0.04235704318272584,0.0012535374479119995,-0.11795953636667436,0.012818183339824468,0.03501042785329711,-0.012710150928275479,,,0.021728597599773115
CCL5,-0.030480058691710277,-0.0020629159744480316,0.011850262392960702,0.022649060763851127,-0.026136829532702844,-0.01868917282032518,-0.024579273893435775,-0.04535123608174965,0.08661898157457881,0.05787339132832611
GAD1,-0.03245990046704536,-0.002847726076306281,0.0002754382575156122,-0.08323577318191758,0.02154751449232735,-0.010217609851527625,-0.057344040935892335,0.005819111120041016,-0.033648688431730765,0.055628385834053856
COL14A1,0.022165235352701193,0.025432180451530034,0.0834911113748458,-0.04061691630277667,-0.011511796199008913,-0.02953039125705076,0.04184971019040601,-0.009655028502548423,0.0223040255624122,0.0449408488491522
HLA-A,0.0015453147150830777,0.030116580173447177,-0.054015022362937364,0.17143493433659734,-0.018905304823577045,0.009612225850808781,-0.08580830077347393,0.0689433152102785,0.07648254989556039,-0.056335057627337495
CD5L,0.05535157871140756,,,,,,,,-0.029886072699326124,
FGF18,,-0.01604174286288891,-0.016415532671099433,,0.021664357340214567,,,,,-0.027439729571385983
ADM,-0.00968198456495861,0.029274034222384625,-0.08203098441072086,0.06795629603878882,-0.07020727117944375,0.02768288489267484,0.004724593390930938,0.022083749864967674,0.1554753977309206,-0.05099483539480421
CCL15,,,,,,-0.01580387372104551,0.024136936531518233,,,0.04512453636147783
GNAI2,0.05539091264713676,-0.016958658678696437,0.0035327303195991557,0.16803291406487433,-0.004024433990926655,0.018788403464499986,-0.03096287451226305,-0.11579207823222024,0.04847123709963432,-0.07795019606038664
HDC,,,,0.056209061665944304,,-0.027445262512506088,,-0.002875701223739767,,0.10677619583718895
COL11A1,-0.0220776979798907,0.06807801664482538,-0.012877451120484398,-0.002634547890433667,-0.03818007271855887,-0.012873598869901403,0.1059993022116636,,0.01287560365835005,-0.010663453429061647
NUCB2,0.0592327603142467,0.005271107732667852,-0.01694482150337939,0.045958778590014036,0.005858781296347915,0.032455234492585264,-0.04058591600446138,-0.06020513750613379,0.03737716671749184,-0.054342414424786156
CXCL1,,-0.04084315676200775,0.0141656075603242,-0.018021085581195962,-0.04221380299676488,-0.020515804127543922,-0.03015160613952705,0.023571530993292195,,0.12054708112724478
VCAN,0.04819778937614643,-0.040083207073106746,-0.028243477309270185,0.10023173386228668,-0.02391891835719557,0.031176838549136207,0.027946729973663976,-0.1873678555081944,-0.013035070746055841,-0.12293616564492307
MMP7,,0.012963867417550873,,-0.020199307626812758,0.011480470989519353,0.014101107047691757,0.21381291048063425,,,-0.046689829536130475
PTPN6,0.024388939976873115,-0.00653882294123192,0.10457218599867182,0.08311062676709459,-0.009448683951127,-0.014495439061351931,0.024487872519376248,-0.03647778548257728,0.06594810545497225,0.07954612421326417
PTGS2,-0.037994515449206644,0.01455719901841293,0.0006019480101097956,-0.11423429622891172,0.014914155338865592,-0.030437938528274294,-0.0390963193479422,0.05608467376877239,0.020233497836173252,0.005984086549051799
XCL1,-0.017119124889709028,0.01549636225224732,-0.01258929744245276,,0.06946435752593419,,,,,
CD58,0.04383964954836249,-0.0037828835442253947,0.07183776928077953,0.15400753753507043,0.0072180291156974585,-0.0026739465815612882,0.028604272148615835,0.040061479092431435,0.07244425762655793,0.029161064148090502
TNFSF14,-0.028004131591021622,0.010477000166393942,-0.013951043579909849,0.06268839892926802,0.00020878263341828776,-0.02003854215545266,-0.035882619929322616,,0.10352382351744116,0.009846086437257618
CNTN4,,0.03399554790911919,0.10871022905235221,-0.07172356945147343,0.0290996882571831,0.007620867537426698,-0.033480311644367676,,0.013972343616091062,0.032605504159939604
NTF4,,-0.02207853343098182,,,,,,,,
INSL3,,-0.01604173971639468,,,0.0300001506342922,,,,,0.018305641579409292
BTLA,,-0.025463116086135173,-0.013124761680213612,,,0.04058992896022895,,,0.10866098189744366,0.04795167405313694
