,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
POMC,0.15635188514998238,-0.01966274128448193,-0.014371354560173308,-0.0012510010215746666,0.03041923351939983,0.012577506376412329,-0.01973059001309914,-0.029466075857290594,-0.024844856695264327,-0.0022938283236701787,0.0373008910005909,0.008300077351049305,-0.04582413977634197,-0.0002271954555638258,-0.034738697858483235
CCL18,-0.0342212255121857,-0.020064489540407897,,,,,,,-0.04573035028887364,,-0.02543532169753581,0.0594913139176612,0.043431777136631045,-0.010899640696204402,
CCL17,,,-0.020178834426400297,,,,-0.02120782855032215,-0.024347490936635557,,0.017293010171006734,,-0.014604111109960264,-0.028237347098311303,,
VEGFD,0.055783660990750286,0.06003913110796167,0.04444340837340192,0.09761024780523113,,-0.026650379710961423,-0.02259514753755001,-0.017859179046590984,0.06350656164922482,0.1009102909683527,,,-0.019560872239574402,,
TNFSF13,,0.05054947508209964,0.0710901119413444,,0.008473744788335898,,,,,,,0.005259021669377084,0.022265419794737545,-0.018919754777093418,0.04144075187832796
WNT5A,0.017824926663370214,0.0219335622404491,0.026940337640833013,0.17661975628332474,-0.09716186966814225,-0.13088985429448324,-0.006921260845597807,-0.011373688184436148,-0.0091847343305004,0.03021947896453098,0.08126943995427147,-0.015558456596348396,-0.002548742091451472,0.013476264277787111,-0.02551062245327287
CXCL8,-0.1582655736549535,-0.0250531394696224,-0.04213797841320636,-0.21434172593966616,-0.00667233491394805,-0.046761885435232436,-0.038663516397216886,0.00040686399045149945,-0.06691616399421442,-0.08250817044030562,-0.04478288846779795,-0.027163552656395685,-0.12456403109082784,0.01618343837610492,-0.03443165556761688
GRN,-0.05075055720592805,-0.01653896184536401,-0.044464488143890125,0.024285646388210107,-0.056800991057618135,-0.22396651261248002,-0.00924543829349104,-0.03912719881209358,-0.1413466952055145,-0.033904574553512604,0.039181736168260546,-0.04826480180191113,-0.04280130353333002,-0.0008156571624935115,0.04188234409868119
MIA,0.03225442762115041,0.057722536702139386,-0.011409384645192196,-0.0476498772922583,-0.025341854818054243,-0.04730760711616124,-0.014593634093544309,0.007623060702791084,,0.05006881246805805,0.07067954681054334,0.07706021023588017,0.16521514129162573,-0.018044157653650816,0.01949835370310254
COL4A4,0.007494006009647969,0.014673796630748132,-0.008359482523143238,0.2160661145696991,-0.028293887914848628,-0.02589149204450626,0.05414354356699645,0.16125261726724327,,0.04228424887456097,-0.03215819397516083,0.04470073480401562,-0.03132001497227295,-0.03395558409409706,-0.0010724574614173618
TAC1,0.07568385150659726,0.12623112601332392,0.05214207755991884,-0.05858068058758284,0.18979428889473957,0.23453244323620878,0.10637978583023568,0.05383702870755327,0.2343588871678283,0.042838944467087636,,,,-0.016472526562072633,0.12821747551139495
RARRES2,0.009626999077851481,0.029692077538328737,0.04739172609624999,-0.14888312553618893,-0.07278175577713933,-0.21490807337335963,0.01441664960368711,-0.02900189692448058,-0.035273698283777834,-0.005397875619681631,0.029554894616231,-0.02376993845201274,-0.04463540922096959,-0.030392259438519097,-0.06692066081779671
FGF7,0.00941434448455451,,-0.010485413339261495,-0.028518580097737858,0.019490732435510697,0.024553599269647605,-0.015451852178938302,0.043558921036773,0.06539405452680368,0.05698201559404389,-0.003935733201349394,-0.00823819085474731,-0.0371607006318893,0.0053331879766058896,0.04086355481709924
EFNA2,,,,,,,,,,,,,-0.01859129998995292,,
HBEGF,0.07821188973942221,-0.028239333742183906,0.05220269360239454,-0.09939620515756757,-0.06203187754019994,-0.10050129347732739,-0.06615382859250278,0.007822979066368774,-0.10100145930567472,-0.020715786115843973,-0.03231349493654773,0.019946035984104195,0.025863028857202687,-0.05152201882585246,-0.05750816766230674
CSF3,-0.03881463971276841,,-0.024051411182405266,-0.14831740725523096,,0.03199559211877218,,,,,,-0.03431474162703367,-0.08785625740730171,-0.02415464985939142,-0.03134158204781756
PI3,-0.0459817288170154,-0.041113443312523715,-0.04150547435382958,-0.15171317119198374,,-0.030844542007711116,,,,,,-0.07215834104986371,-0.11993487363661498,-0.013645610508430802,-0.018626953159340865
PCSK1N,0.14731828285007786,0.05982165945118373,-0.012795775412003994,0.09975019104187882,0.10472052890821565,0.16135220861695065,-0.0073339298542146256,0.006922994877985853,0.2552731875826872,0.07369985770046492,0.1274067896858179,-0.007433180515722953,0.060386645397013945,0.06346792380177345,0.0829428239460073
NTS,,,,-0.032141105083842846,0.011106864084348396,-0.03366892369257457,0.019572490128251227,0.03389238235860665,-0.02643917654869652,,,-0.034069870987597645,-0.02264997108901813,-0.0025432353432845553,
SFRP1,-0.0031350670008595725,-0.009545281230552522,-0.01760681302143672,-0.03702211089114704,-0.006602371268263113,-0.013116071822202717,0.013666984310659292,-0.0009271378623934871,-0.018821891430135514,0.0023090357110063667,0.10462011897191816,0.022169318253115525,0.054769694988423955,0.08238914294273142,-0.04512876455393086
CXCL13,,,,0.0832018710043804,,,,,,,,-0.032803827815282995,-0.003169132165707607,0.06426706357996814,0.07082370781120477
MICA,-0.06999034282490649,-0.0021917599945564586,-0.005005722342128922,-0.050856368405425914,0.09241435956331309,-0.05407573168921951,-0.04213903612518163,-0.008409716498289848,-0.026154223836543443,-0.0036518843798344154,-0.025350305158016763,0.024321786506678243,0.024382153632567967,0.0038006256513140593,-0.01112182852296909
TG,0.006045334120298888,0.03322823147549025,-0.019000540772232677,0.10600411364258198,0.01058223041038738,0.017738325786729424,-0.021366084686131086,-0.017620173458914583,,0.03437159627428311,-0.007733586130827758,0.003338532191547092,0.04499627938630134,0.07473405772799904,-0.04542992697062109
ADA,-0.019399060912501143,0.01575528182601988,-0.052670961902183365,-0.08452686911581266,-0.02077313650632537,-0.09618084462987032,0.0377316170814463,-0.008046508591610959,-0.11357284449950798,0.01750243542635636,-0.024906707475985987,-0.049480061627264316,0.11016577921506834,-0.013787368055424177,0.034024358398980686
LAMC3,0.007161841863366452,0.044215216477419016,0.06138274500285664,0.09806096242790643,-0.030362333220797153,-0.12365611980571517,-0.032657664751613635,-0.00019721539405722456,-0.005851891746640403,-0.024720386667232606,0.04518928740381181,-0.009017946197202746,0.03493431277579352,0.002991522196567212,0.050819148939871626
CCL7,,-0.024857961086816996,-0.013737360620603404,-0.059369099438988035,,,,,,,,-0.02188819629713786,,,-0.02619777787926068
NGF,-0.022362217302822344,-0.04267988476243157,0.026638971790579044,0.028985985566149883,0.005322823801482296,,,,0.05504113004355516,,-0.0010453616609635433,0.011062313106708233,0.07319965905256459,-0.0414682553203008,-0.022183906972174598
TNFSF15,-0.027664853684483456,,0.05915159464189973,-0.03436681482661036,-0.01300439532254726,,,,,,0.13282926156824218,-0.021338533557246377,,-0.014999622878510007,0.061639360102699804
HMGB1,0.03004863089486782,-0.014174386279933844,0.015826589000787226,0.1321633359761788,-0.041807645710048635,-0.1560295256186514,0.07803302125265052,-0.011975910517055075,-0.09624442576289773,0.06941803388634896,-0.06292421202994065,0.008630867137421727,-0.08870515187113376,-0.017106564648236813,0.006839770809256001
ITGB3BP,-0.08727882055354005,0.006556724270139618,-0.005131220492017634,0.050110978843617295,-0.05201232855531377,-0.12582032920431915,0.03698281767002905,-0.012358611386611321,0.007113086584371466,0.012771522457334795,-0.022062865107404267,0.013035588795577868,0.050194906254838974,0.007500399536392611,-0.05357845695759084
AANAT,0.046189926913897554,-0.03606511966223438,-0.013918909857219563,0.01661539066890888,,0.008772126491296115,0.039187558849107594,-0.020311056187163473,-0.024856730631406667,0.0575716122022063,0.07639206896029618,-0.019202124233905354,-0.025018854414039105,,0.01845985403558566
RELN,-0.038557298796912685,-0.026503565291269647,-0.02416011044128559,0.018326256528267425,0.011886888960089721,0.12330149596458853,0.02874280710229512,0.031436555916946315,0.06488545145658221,0.00832919271103281,,,,-0.018117918893190147,-0.0069814528666793715
IL15,-0.03932511197799099,-0.039981108053490415,0.06793910742322619,-0.025617680441237335,-0.008754769930759012,-0.06445102841741507,-0.00286563707619694,0.024311855764840868,-0.050936993205535706,0.0196969534340776,-0.044783005511851603,-0.021818776655478142,0.09229302943279374,0.04790813082065792,-0.01555319443510663
UTS2,,,,,,-0.07632868546686385,,,,,,-0.016352014142333338,,,
BSG,-0.028315662981886168,0.10274400237317438,-0.01151515009461628,-0.02319890321339925,0.054953209671273213,0.10165717379458518,-0.039968919080604993,0.046498656333637624,0.15441882475127236,-0.028286881562114317,-0.048934115517179036,0.0006190548810353017,0.0023694578942554567,-0.04048485717430148,0.015716682503458295
ADAMTS3,0.10245035901892717,0.016734436759451132,-0.004369496499597183,0.03793168289917399,0.05851564910535965,-0.1621751656117006,0.03527667515066067,0.03131026758761717,0.09878754355035,-0.04399814878031114,0.054195403450833284,0.04089669981922001,0.08016176037316468,0.05885538399454978,-0.032277061292193744
CD34,0.0731467620784247,0.0357921798449687,0.03756362358046107,0.0494848485399652,0.014660005009538278,-0.13551926007410206,0.018314555388654757,-0.038001434638506464,0.0339676781911561,-0.05002702254470956,-0.02494731091207607,-0.03715330668504927,0.07361396889884532,0.024427131728817244,0.02437272647238156
CCL23,,,,,,-0.02811487067474091,,,,,,,,,
PLAT,-0.0008987392775601762,0.04338466853085911,-0.011380318242349646,-0.008362968323307992,-0.08251681288701357,-0.16260477678621404,-0.06642240307328867,-0.03724659192632863,0.0755715977346534,0.03793673037316189,0.025152136199867496,0.07242459409300209,0.07777579764405591,-0.04988355791061628,0.051740377796583546
NTF3,,,,,,,,-0.032786889980395875,,,,0.10519940018104457,0.07982016721918125,0.01126458941805128,
LTA,,,-0.017606812197762334,,,,-0.018505705442772583,,,-0.016757664983742072,,,,,
CKLF,-0.027913968438089094,0.011792232827324722,0.028777743701210966,0.10158754431775538,-0.0651345102157679,-0.1789525315400533,0.052189521598751454,-0.02718172418416428,-0.11231403089479529,-0.02340839533055465,0.09948456924627985,0.02681165793899377,0.046453278787090505,-0.003582301369852918,0.014863427341325822
CD24,-0.10062106906144631,-0.03456787892693397,0.0027894568835980823,0.21219074821581435,0.1049259450676917,0.011603354321886555,0.044039463646997054,-0.03622664992572625,-0.06215652358356819,-0.021368053460294485,-0.021005749242164633,0.016781533583185137,0.04564544518217143,0.07149046805195826,0.008482632920982341
HSP90AA1,0.009241335107017839,0.0005009201594819465,0.021750849695656514,-0.08614485632546838,0.15327051181890763,0.21681796691144656,-0.027002759597655336,-0.010656866953854751,0.2583836376890444,-0.029682140858943256,-0.028289310575769555,-0.05048286191301645,-0.12553577216775588,0.04645355220728666,0.025338975526891693
BMP4,0.0814555453987918,0.03822930179204293,0.01190750390991776,0.06582257428476976,-0.024851775270206957,0.11627041234230752,0.0012047217842322305,-0.0007733614506742288,0.029887507589436712,-0.036085429122246944,-0.014844031114765925,-0.005232782134557606,0.10235664545034197,-0.021310027356118602,0.0007445529772434697
SCGB3A1,,0.0025382398030385704,,-0.0510601286844112,0.036441387002280855,,,-0.0007019246571145821,-0.043754802017620276,0.05766100976187026,,-0.03331476008521827,0.010325219065480175,-0.018311892648914262,0.015299507312511744
IGFBP4,-0.062036717979452476,0.021119991311902578,0.0033010371125574175,-0.08766061434971216,-0.10920191256748767,-0.12521505255913595,-0.05700053174512353,-0.06272787672322164,-0.06865437565828994,0.03733729473037448,-0.006169959682202714,0.0003272485911322913,-0.024206019635550493,-0.009099708701792516,0.0342311363309143
RSPO4,-0.006311150169839267,,-0.026950310789254212,0.03659619436996298,,,0.03101377304821875,-0.01713257204397909,,0.022277274439329246,,,,-0.02097785160748711,-0.039131111349456335
LEFTY2,-0.01784917162057533,0.05458013383789557,-0.01567405934901906,-0.04655958519517773,-0.04325879104810971,-0.10004759033080185,0.029247900859471255,-0.018786074782183023,0.013364888390213416,-0.03857617683256556,0.052670565388020694,-0.01858060001377736,0.1106634571442622,-0.028528492266613373,0.0006502052410074305
PF4,,0.0013098193923957388,-0.011985576499334469,,,,,,,,,,-0.017040213576451985,,-0.03065361374179305
ANGPTL2,0.027129960975450895,0.04392730763173219,-0.02340913749310901,0.06625385363223463,-0.08289499404996292,-0.16989486053517555,0.056120773083269765,-0.0071266065651840425,-0.10625221296543526,0.04519103910208008,-0.07643365492810611,0.011372960319426001,0.07681314640706197,-0.031158206371192182,0.015145138168594243
LRIG2,0.017673385144320056,-0.05690115711888364,-0.011690993107431503,0.0223436811519837,-0.005156226206884766,-0.0959578953701446,0.06087501943756903,0.004848849777325545,0.02475782690938472,-0.0384894846623185,0.12683716870616812,0.0174658923756874,0.02931708326366652,0.0009446744984884536,-0.033891493495698706
ICOSLG,-0.048830376220091884,-0.017442838459568663,0.027159762848363817,-0.0016166804669080544,-0.011905060962931773,-0.05661920285997208,-0.04234386070290484,0.022244794762023994,-0.1048196037680392,-0.02847904654836945,0.04038076861360054,0.022833989825299533,0.11632589459555705,0.028123894130188936,0.020038821327599272
WIF1,0.11713099648338475,0.11469439570703549,,0.13076894406715184,0.06848360780284693,0.21856273128718176,0.0821181035587149,0.005082271892152186,0.1826271865521005,0.007402262522284472,,,,0.019838130437401326,-0.05624872628104515
NPPC,-0.0011262102299287417,0.028976901142619048,0.013382748491912993,-0.1043272954778261,0.12107012737344792,0.028365283676697082,0.047319070226009396,0.10793465026326148,0.08799057629825013,-0.007620383636163997,-0.03172135669929885,0.03335032699427421,-0.006799209482681366,-0.013320888904537372,0.07989703566713596
LYZ,-0.02372511744575697,-0.029070167427673967,-0.012078406971312164,-0.15225512515956918,0.03230475437992067,-0.1336271330884527,-0.047366382136711425,-0.01755302557790356,-0.15467199880161425,-0.027035899943245453,0.06481333339014114,0.021173308119323452,0.05803923485713746,-0.041253248945382286,0.005203432806619583
EREG,,,,-0.08217686784377096,,,,,-0.027198204035145515,,,-0.034125362749615355,-0.05414600974725578,0.05924034162388398,-0.03529139002232617
SPTAN1,0.10451955667933337,0.08811827940951247,-0.014278231938502499,0.062290712448935005,0.09381390889306339,0.08702942971689585,0.02914801426755186,-0.0009110777531357597,0.20280981733051603,0.07213581370992665,0.058204293621223605,0.04757452504943525,0.057770967289578104,0.08583712524034734,0.10455324651688243
PTH2,,,,,,,,,,,,,,0.0031658943463270155,
LIPC,0.07007017616711363,-0.008278161961260784,0.018436457436949633,0.06233718884229483,0.013689064155437664,0.02107986442566791,0.0185939269932352,,0.02166755196660097,0.07346861201052117,0.04863518893446734,,,,0.027480980566336
COL8A1,-0.05583282138666078,-0.016506647160987584,-0.0030087703261566833,0.11216225933696315,-0.08140659894739626,-0.07581496792354207,-0.023794421164981677,0.0009022380848466835,-0.04732840699740159,0.07007019147751015,0.07575393926078387,0.029448920689477208,0.06791187847514348,0.023038472976707757,-0.031824521523771375
GSTM2,-0.0329903821461446,0.017607858898204126,-0.006716474792222951,-0.0019611457085451913,-0.00028041445593432517,-0.05893463768559981,0.00544277636218399,0.03150749063043908,-0.030848846404180792,-0.015953441079498632,0.015418617892250215,0.033030340526876624,-0.018642921539859643,0.0005277141993242966,-0.010932508532521338
SPX,0.14039960718491862,-0.036748349082406595,0.008643126923290612,0.0625374600414275,-0.005894411989986416,0.09918492685496963,-0.004955853975800536,-0.04953205739541261,0.019397926180490306,0.012163901450662878,0.024945495285211602,0.058602366148924404,0.13175846378726944,-0.03552450372713434,0.06126854060803841
MFGE8,-0.1272347403655812,-0.01079692579832882,0.04628939316866802,-0.006566596410877145,-0.021817908272979483,-0.03317789916715487,-0.02343092831089452,-0.04137503008846522,0.009480645020101987,0.006522267030533537,0.04767321576838848,-0.04655895814159685,-0.009731699779092207,0.02171722686767453,-0.1114394929270492
TGFA,-0.08337307817727858,0.049682457442973796,-0.020151303294824688,0.18789838191537309,-0.0474670097324102,-0.08221627802319545,-0.05275742679687901,-0.00829898541455693,-0.10999224396494131,0.07543374497596869,-0.006299466114574391,0.014746502995031042,0.042337249966970664,0.040853046308284145,0.02396517913690088
SLIT2,0.12121813242863264,0.0083803506420427,0.021471034099195468,-0.05821464804436406,0.07168966622004937,0.07577395179055238,0.1234975186987657,0.031097908276881994,0.1486559417045914,0.04999446995833075,0.04274870163293747,0.004958730084271481,0.04522373039874683,-0.05272919280064295,0.016026201376727528
PLTP,0.001512574652513304,0.006781157273301752,-0.008399283827281097,-0.09392484063784864,-0.048479886465337726,-0.17706343153831608,0.05848323847561863,-0.029542272879230537,-0.22187018547546591,-0.0020836185574276455,0.018935623755699398,-0.036675481769891174,-0.10170664615213235,-0.03641300215475379,-0.00595884123347683
APOD,0.07459170118523976,0.058256112571815524,0.05808405473702245,0.29763242331311424,-0.05007512565437965,-0.19410165432473264,0.0029180565484812375,-0.05499503771741171,-0.2005280505956358,0.005194412129468484,0.05649631262241827,0.018984837227263254,0.10863457499468669,-0.0007056829209278652,-0.020949538384875926
B2M,0.05165435145935306,0.017322840306984284,0.029950631842618158,-0.1987785558837292,-0.15282330870624153,-0.2468502834567612,0.04410335865341485,-0.0379084818888212,-0.24786745338615204,-0.007898664634621959,0.03313795249715046,0.011152473317120352,-0.01539675709688547,-0.04626087193514224,-0.04954808034958758
OMG,0.15852736170400117,0.06249388408019496,0.03400922982250671,0.2335447641238407,-0.00489370040250068,-0.03008986441145887,0.055214040829667646,0.002325162875219684,-0.08424023503154374,0.018198694192389092,0.034683791433752074,0.03400522377106656,0.14188452403310223,-0.03635456375475362,0.03635688953257537
CXCL3,-0.053854631769260426,-0.06367810074603099,-0.04381320390738588,-0.03407673121063093,,-0.03244167927077386,-0.04238173874581114,0.07795501972907311,0.01847865077648114,-0.018210308236640344,,-0.01626042382541903,-0.08161481880452383,-0.05884702070471829,-0.09776866889097416
CXCL10,0.08289396282019687,0.04757619373161434,0.04012029459561146,0.011146957102151538,-0.03670655814801372,-0.17689494119946508,-0.054731108734676376,-0.017353442735798454,-0.01513298744176515,-0.027169484793177025,0.025350250318455825,-0.02260237066081239,-0.00545641457658559,0.022245742179652837,0.0013767950462450754
RSPO3,,-0.022752625124894704,-0.013918908828769713,-0.051991692577320954,0.07109619926258638,0.12770686250325294,0.019462547806304645,0.06226966738237428,0.08372568187223184,-0.031870555053171275,,0.07306081264682257,0.14725601780098474,0.07671061975337176,0.06275288574766408
CORT,-0.030628000836946685,0.010904068919214,0.06617955670214389,-0.006048529102887329,0.05543125636030573,0.13600264295351938,-0.06227653052693714,0.03593916420872678,0.04945045361362092,-0.02251555669104574,,0.04546617934275851,0.029541087580059196,-0.013300305769275517,
NCAN,0.13952041337429621,0.08366440443334913,-0.006873581756495679,0.08928689154616529,-0.03722166037261156,-0.13776056826473226,0.02166764026008157,-0.061261409752673204,0.09459365117483216,0.10178419358602242,0.09804981415805814,0.018760142302435893,0.1057329941259817,0.019273043061948412,0.09440328509082266
PRG4,-0.04180002998737429,-0.018876217636633358,-0.013737362761367135,0.023497971097847865,,-0.03514760275369512,-0.027505874431574318,,,-0.03726194725425383,,-0.023973632024965247,-0.026311790248274604,-0.05002420189772388,-0.01929192884591013
ZG16B,,-0.024734177388562945,-0.01594388956047531,,,0.11286235513942516,-0.01470446289413355,,,,-0.02945018329264003,,,,-0.005480632231827443
TGM2,0.018576082166797618,-0.05076239661888934,-0.04349023653038109,-0.19122104777888438,-0.06034639681126368,-0.059699832962932305,0.006872987748393613,0.008131054679687836,0.028630161520062637,-0.023783046552261843,0.003850347172274185,0.005962532500903953,-0.025895222065776234,0.05411463932282803,-0.018298572141787935
VEGFC,-0.00996954623338453,-0.032732711432973446,-0.024483658753380266,0.017834816834771894,-0.032174990887208044,-0.046339907460966626,-0.03959549072740701,-0.04843892927052212,-0.03073385213516911,0.0005630004203755053,-0.03817328644328791,-0.028168851211292097,-0.035728262792312566,-0.035803250025646084,-0.02423867154468204
WNT6,0.13338402023993717,-0.014071469758155928,-0.01900054156114521,-0.013090598856458822,0.037409526749358483,0.011430056512178804,-0.03272425769754759,,,-0.022180616687299665,0.17262308431414466,0.07745463794643381,0.09125859402689822,0.014602936896047466,-0.02702149443921809
NRG4,-0.007345651142012921,-0.022895054862706397,-0.016718998908237533,0.0392939222123667,0.10275898995054719,-0.015817669702539464,0.011929114237864035,-0.02612517670513916,0.11003600624829203,0.019987369679163522,,,,-0.027701797332494497,0.053651343839821
PMCH,,0.024979862137057794,-0.023165801811161395,,,,0.030605184155228032,,,,,-0.02224784485111221,0.07353983437607703,-0.015949551162271938,-0.022223550990261142
COL9A1,0.16216908742916042,0.03829030241042958,-0.017461774111371564,0.14876666846946043,-0.07419710898997084,-0.020997662079335275,0.006032084782936737,-0.028428163770552507,0.01316944345164464,0.023062096785153946,0.06800761933145831,0.0017296631798305326,0.07600249323866252,-0.03681426411652463,-0.0065331259809690255
GDF11,0.0689896150509481,0.09051198859091494,0.039977758098184935,0.15452673835419775,-0.031652724561794104,-0.09190902505983994,0.05337226402695598,-0.062013784547224254,0.06335115996205619,0.029278399366473414,0.04608015075217089,0.03466832078069277,-0.042213238928370804,-0.03440465110192333,0.011239464887619413
IL24,,,,,,,,,,,,-0.016587457016222433,-0.016768516034538584,,-0.0454299008834889
SORBS1,-0.015328978759083747,0.03834418752326173,0.010687705495124213,-0.056619042389622634,-0.04269741398281964,-0.0353960351392349,0.03509625079779003,0.025268199440244853,-0.019874413517562837,0.04841400553473866,0.13746455297503463,0.04782489823127355,0.011797077624666825,-0.04912572035613184,0.01764922929251842
DLL1,0.0649997829194042,0.027084629062847167,0.005991348168733275,0.12147071184731634,-0.03633779615254158,-0.08850079245199363,0.0030539105025152646,0.01939290930045476,-0.04061965043398155,0.0010389801715503355,0.04739730126305229,0.040286486228195126,0.06916387636755801,0.029484069314369234,0.004061194418695908
TLN1,-0.07886020976566568,-0.02971804813080756,0.01460773680662037,0.0052690781229682345,-0.08639205927803013,-0.20872934433276355,-0.003021563454598712,-0.06816373802682762,-0.19397557619875064,-0.036223591051979157,0.010893613530854593,-0.0156000841631327,-0.03928233981952406,0.0047356818875199545,-0.01926720026352593
COL2A1,-0.029015521548321536,0.0822230050102804,,-0.025527932188627003,0.09768774826017088,-0.032441690311036865,,,,-0.008768730065114637,,-0.036262355527701906,-0.043703882400675534,-0.009717420767861643,-0.03661101985477981
SHH,,,0.005612220889832011,-0.08469663962722676,-0.0021203502050900947,0.06573349685049124,-0.029958021872279122,0.03899230211940266,,0.007387059451726123,,-0.01990831157371871,0.008372076641748721,-0.057531384200002006,0.04916424890706974
PON2,0.12613683135767892,0.0713877246220913,0.01512508891503421,0.2844826397782283,-0.03991745024704166,-0.2170538669138174,-0.027171441330321722,-0.0546965551491835,-0.059281589491254186,0.056723674564990584,0.054112979890050775,0.03154955002577874,0.08948508159574568,0.013950923779792013,0.12812804627260507
ICAM5,0.07576990020881258,-0.006328224490290985,0.09330595605518102,-0.013055444392260427,0.05029522063184918,0.08080643542984503,0.021762644829195814,0.0006231059001633172,0.061650095759860184,0.07377091003209824,,-0.046366505031573226,0.01827846800581256,0.07829735673442909,-0.0390543175627309
HPX,0.0589356162066505,-0.027302825709385664,-0.026383527009255153,0.011491848475555387,0.05419126886519752,-0.04724185994930201,0.010103074647576845,0.01681429566691778,,0.01849471523647776,-0.03401713731100106,-0.04200865354588737,0.046729471636581546,0.056416426219423096,-0.002654651500535502
SFRP2,-0.037776530134270944,0.009139973100251712,0.05568640443891719,,-0.06079803970493657,-0.010074136588358717,-0.024050086653445362,0.004477286635230294,-0.042978174461200225,-0.003251813161822338,-0.03383417684589894,0.039764409500212206,0.010527706972878373,-0.052081677570414035,0.05629861075925393
CFC1,,,,,0.10394740468817351,,-0.01850570656116796,,0.22769458683346397,,,,,,-0.021877177045443508
CD70,,0.017204424751787878,-0.027634153553038374,,,,-0.03451962218107137,,,,,0.0007917232004329352,-0.018297651677675983,-0.031133133821401825,-0.027715015242414192
HP,0.026958410905270035,-0.012052222712103053,0.011027047658035418,-0.12099228565155849,,-0.09079693234652712,0.03338342062257971,0.03434610551927561,-0.01268588585870871,0.009469877793318905,0.07899849992364376,-0.01639541316427176,-0.05922587258924956,-0.013705926960051152,-0.051925681498100444
CXCL2,-0.01426369768132843,-0.00780028980257122,0.012598567642407011,-0.080593612173007,-0.01999362349584976,0.006561780359254231,-0.044884623709783,0.012776632338506276,-0.027289700817237913,0.018619171919290824,,0.03443988730138431,-0.019228676846585937,0.027627338857422086,-0.08625307694538106
NPPB,,0.011708091519350558,-0.02539491072325338,,,,-0.016204349267763898,,,0.04563890352407302,,-0.022572564525647248,0.009325303553044539,-0.023838252672399998,
CCK,0.0889716347600691,0.11531501650123956,-0.004377812856533639,0.06113161460973563,0.08406327810718005,0.2338080143039915,0.05315226307072765,0.07599934269325723,0.2535003870419042,0.023328665786303916,-0.03665439317594684,0.04030109888997931,0.0895764493255807,0.07426015333299622,0.09421369482573827
