,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
CCL18,,0.0037503664182265456,-0.03404606091016197,,,,,,,,,-0.007819947162926251,0.14464875652804057,,,-0.0617660556266498,,0.014862899047966859,-0.018933257153983866,-0.03201317978940467,,
CCL17,,,,,,0.015281686886048945,,,,-0.02008190234199381,0.0071238863359051035,,,-0.015017006434807993,,,,-0.02454281785822289,-0.025248828802556803,,-0.016705053887899186,
VEGFD,,-0.03785356443581232,-0.0024458600170546496,0.05761669398391719,,0.022984764413689823,-0.014934793400015396,,-0.00012429685279968835,-0.008645387386878482,-0.019132405363915753,-0.029792701203565676,-0.011542189064747277,0.01087536271377408,,0.20065073018248056,-0.016654044115962573,,0.08936176789303082,,,
TNFSF13,,,0.08203941933880557,,,-0.02179518120571617,,-0.023243899479988117,,,,,,,,,,-0.0277292323264561,0.003463211722507902,0.03794491315924805,-0.04304620770718576,-0.013842098732051592
WNT5A,0.0706933783278533,-0.00867563823719398,0.08332600666032967,0.017472900893705092,0.06305059397981054,0.02294235176449534,-0.01446492676898562,0.027211845586646206,0.17225504965850186,-0.02324900540973707,0.07076269895506547,0.035622149020484765,0.06143231265153213,0.04384569636358368,-0.01138651889738714,-0.03064700781588064,-0.0578031376262547,0.012306876747190082,-0.019306654196110603,0.02808266256565243,0.014781452547313232,-0.023206065706768086
CXCL8,,0.043261095156738025,-0.027572952252443415,0.02723671272148509,-0.01831523015479499,0.10180824209354422,0.003321893022022461,-0.011078939545450457,0.06277773445891781,0.010296276886782346,-0.0017139575065064387,-0.029722906528084812,-0.07857982764111641,-0.04444350287206688,,-0.03040033295826134,0.06684387341652787,-0.03419935770461938,-0.032350870691447486,-0.02029762685587125,-0.014192006227159763,-0.031741180638102544
GRN,0.0011391109398960003,0.0688589987680566,0.0746814112682922,-0.013811455932203618,0.07638409278235507,0.011190417489074601,-0.003929778613223946,-0.011001489312947497,0.1415363635983375,-0.021034519510819853,0.0008667682038999948,0.010132790482244601,-0.014453716013764795,-0.003896543360790811,-0.00944646012821508,0.10517419115565756,0.004770927887738611,0.002636374830238803,-0.044686475699353675,-0.018375055271159058,0.06445079273472909,-0.03308317165947332
MIA,0.042880902314608664,0.034593292822975144,-0.02932601740348641,0.04817712899549285,0.040964689595063615,0.048629155077149114,-0.03593235506645693,-0.042029453106458114,0.04044258539479167,0.04400408810104702,-0.021759081854401945,,0.06446651371123079,0.010175374468629542,0.03020991581437607,0.049810949951557375,0.011430243921164448,0.017217342096291357,0.12887525128593635,-0.03627661029609641,-0.00632893332724209,0.023845239286224583
COL4A4,-0.031941751158442236,-0.00679148000157532,0.002627894661274774,-0.01754578550781071,0.0876852340699338,-0.03575989530732516,-0.018579994840791477,-0.022115543430063552,-0.03565959880676941,-0.030914635343105432,0.0030995401732007454,,,0.057971321368353645,,,0.004320591997438088,0.0065614857314315305,0.04180160963476717,0.03420312601971986,-0.006808715889422421,-0.019332126583565565
TAC1,0.006495959285793446,-0.02150657513038638,0.05098976059844259,0.0004217426251077353,-0.0035017293047095587,-0.020203685834619033,0.04652754565025077,0.010155384415188512,-0.13212606083554398,-0.00026689712525356906,0.020003669281188928,0.03359031227238682,,-0.045904284307359274,,,,,,0.01331203614563401,0.029305128834086664,-0.044658569153024776
RARRES2,0.0656356842991187,0.0150914389936919,-0.004805236017487935,-0.01642293034395137,0.10568703850530707,0.018543178430936436,-0.004338099087364999,-0.02823991684194651,0.15886015987705343,-0.035645973867690875,-0.016601610077815337,-0.06503495748736764,-0.07148432668177557,0.016492531938962964,-0.00868173718140895,0.11837562261098541,-0.08479033148178435,0.009975000564182495,0.066427695762764,0.024855364449851924,0.06245178521593703,-0.015239986279861875
FGF7,0.009702031839505515,-0.022543518726114087,,0.0254806925587416,-0.03746269980353007,0.08239674012865152,-0.02859578590533612,-0.0504851843820801,0.021249450203869716,-0.002802061981285772,0.023638589300609362,0.01597070046587585,-0.004010361775466889,0.08576059410335822,0.05865318178607261,-0.03482856246229028,-0.07218561983369981,-0.000932344818685388,0.06179380344027992,0.041338153432046026,0.008398588720295462,-0.02364407679131787
EFNA2,,,,,,,,,,,,,,,,,,,-0.029554396861813558,,,
HBEGF,0.014712373665861306,0.06066052056456854,0.08885418164102153,-0.010495437146715076,-0.043763918896335234,0.030230933428789002,2.358991932038074e-05,-0.021314212513223175,0.07616387645474922,0.06761566534668723,-0.007627299505942373,-0.05303157763901984,0.09649250375635508,0.0034915962039912996,0.1374463501864836,-0.12012000086114837,0.0833289537042892,0.03899247617380079,0.07685131371966833,0.008156406836725645,0.05329793078004647,0.0014225543674597563
CSF3,,0.10580919209758868,,,-0.03800797003395055,0.0408830430463016,0.027279152824811668,,0.027827525497838287,,,,-0.019604407169384518,,,,,0.03520505561701935,-0.027911382778939477,-0.027283609505390667,-0.03303851725118807,0.03571010426966705
PI3,,-0.04514246291950386,-0.03581789151914204,,-0.030377147665722262,0.07950171632429714,-0.045813928338349776,,0.09833962794883679,,,,,,,0.019078284106527732,,0.0096391132363875,-0.06881156313370675,-0.015699800269389767,-0.03488774315358087,0.03775648153180143
PCSK1N,0.13063945086178813,-0.0077165843660857315,-0.063199853943451,-0.030635334857980527,-0.003092643014809719,-0.06686536050073948,0.007995925276558152,-0.011368362370961322,-0.061940641387920756,0.050278366944465025,0.04156735721110527,0.07573621551098511,0.06384572343176353,-0.02843601092673163,-0.07059228843247148,-0.08619197418724288,0.03573991412817872,0.037709125197321086,-0.05283800641710251,0.040292302429076755,0.05943933156247621,0.011389230984242668
NTS,,,,,,,-0.02442405361197785,0.0015780080479233783,0.01884420046200618,0.03622726505159381,0.007824146918082335,0.11103987663989703,,,,,,-0.049241085850036274,0.014800524006344115,0.09124659609804278,-0.03009600575836601,
SFRP1,-0.04013051780147296,-0.018851105505066343,0.0017679019912931926,0.002339119202506612,,0.015557541506992397,-0.01703801290927084,0.048467161312158426,-0.033852982326192,0.017560177881365678,0.019679217402602207,-0.03650515564076047,0.04424743032170797,-0.017398988465209517,-0.015630761992112014,0.0007734377176375781,-0.03045721641311895,0.09112114746205019,0.02985357286632642,-0.0716579002041917,0.08095573742302513,-0.029671622703919893
CXCL13,,,,-0.03899257638959317,-0.027598283453789976,,-0.016884888378451698,,,,,,0.09617503672697734,,,,,0.021384387833945532,-0.01298281693922145,0.05795587708045714,,-0.037535346447255806
MICA,0.013866400493578391,0.031073963603077015,0.010007842550581517,0.0291769825601793,0.0919334668747289,0.02332628933376284,-0.02699940659796541,-0.008031107863936569,0.12050497535098319,0.007447862990569966,-0.011993770220817953,0.012978118093966878,0.01754678808080606,0.045588179315074924,0.1540347817922742,-0.011581035685956047,-0.056869487621489044,-0.068255981223102,-0.017174138678672693,-0.012365787252622494,0.08740385627334342,0.009463789190843723
TG,-0.002543642946924623,-0.030376714571752506,-0.01969476871570244,-0.018470164729522516,,0.00015086558429914542,0.009823588102831174,0.019228604689142267,0.11960685997320251,-0.0368162906587978,-0.01887636045973867,,0.07848534361230294,0.037860338957149825,0.06261193777912656,-0.043314773336077084,0.15902485365211455,0.12039823804230555,0.013090103795117677,0.034309580625793784,0.053059570716846534,0.0810666462970284
ADA,0.03172718629290032,-0.018302082703592265,0.04488541448442332,-0.02982484063645067,-0.0352196096958885,-0.02236883403672377,0.013677037171423954,0.02651958303798449,0.10954200261601618,-0.006738479301220396,0.027892568380514085,0.029671663605782064,0.027118049408521305,0.03485315825301889,0.02928702101709727,0.056176559856312945,0.0003390694858587888,0.0733932549529593,0.07398242161190348,-0.04392006401536608,0.08137567924948197,0.07090384366987355
LAMC3,0.030423104621861766,0.04438204962373743,0.10428302762226746,-0.05143438223575601,0.05334880229619724,-0.033903531249223205,0.034809936081748975,0.016027973325868555,0.11584625044132481,0.0837085021505713,0.014705348147979289,0.012725075404982567,0.12934950567761805,0.04067814973439484,0.19285227932200766,0.12233158330708507,-0.08213503441362083,0.038152196485706905,-0.010408007398524405,0.016535195632399736,0.016415086187336957,-0.00783653827459577
CCL7,,,-0.005554773732172148,,,-0.02151090128759585,-0.0064727613118598865,,,,,,,,,,,0.08343776671654325,,,0.006393351083507243,-0.005617151015359679
NGF,,0.08131445585114373,-0.027408084038732152,,,0.023845202631735122,-0.02389498610096492,0.05566968394217886,,,,-0.026823018967296674,0.08903993635803037,,,,0.0028072094686015917,0.09929096945641919,-0.0015111870332122,-0.013886762031499602,-0.030641417747718704,-0.007400452644581588
TNFSF15,,0.14368894102298682,,,,-0.02395344066844293,-0.01657469952232585,-0.036108132645666584,,,,,-0.03244467691292554,,-0.04273180644494059,,0.0057692365357997575,0.050532712651399525,,-0.032348404640762544,0.03508749114852553,0.08713356308245425
HMGB1,-0.056202394301420884,-0.011818057132988918,-0.051999719103353215,0.026805994821870422,-0.05802723754988775,-0.07173242372769759,0.0594668800967295,0.011982578336751374,0.12405381799645612,0.02291733891207084,-0.039595901622024775,-0.004795224930743176,0.08577384152108831,0.05881406360133435,-0.031150597764662388,-0.09590370396157764,0.09070006473037541,-0.010881005506670339,-0.07723520821202154,-0.06481874665764249,-0.0652158607298246,-0.047872434019772994
ITGB3BP,-0.02669939042840783,0.029125422410432898,-0.046781053907417304,-0.0681054685540241,-0.0061005347057444285,-0.029677793155463355,0.024043748992045356,0.057848336291155995,0.1155939472434457,0.04002321952600595,-0.00827503813125747,0.03244772932170328,0.09591930573356552,0.08140442724791887,0.033780796924343624,-0.07116593925531556,0.01121904952525046,0.02352562692086821,-0.012819978348519253,0.021753707662666145,0.12423060709766931,0.025971547667308522
AANAT,,0.03501221950857558,-0.019927499418723012,,,0.03137712721734393,-0.01493479553204132,,0.03906570172126779,-0.024898702417488927,-0.02175908306469763,0.017751484341007845,,-0.031488016666668006,,-0.08822737570591414,,-0.03226997069628492,0.06380471552166837,,0.03644527388391561,-0.010582890125113934
RELN,0.010662593164066566,-0.0065732608500844465,-0.055822566900382724,0.013935272487354487,-0.03039964797484028,-0.005849046249261109,0.0016431658677947198,-0.018452931236603784,-0.05071009158017971,-0.04597516677080137,-0.00025949028118846154,0.0021493745040378725,,-0.022228184339409356,,,0.022162568196353743,,,0.009151777515795104,,-0.02623813746525954
IL15,0.0469193666346931,0.02191448480567595,0.01067513590869689,-0.013726375925078927,,5.9866130834145674e-05,-0.022668783882822938,-0.025693082981073395,0.07869403977461917,-0.020278655908706346,0.023155539027007167,0.009903130605391074,-0.06027792724993413,-0.011230811240462392,0.024065927750806036,0.10032832066855392,0.06165976999696984,0.07984147145983303,0.037272541229989624,0.02448898838299597,0.027282729648318134,-0.009335403856414288
UTS2,,,,,,,,,0.0888520259866797,,,,,,-0.03790489948391277,-0.07437541414298864,,0.05243265348534672,,,,
BSG,0.06728518099426799,0.018299390007742878,0.014549201136013625,0.021577403421505114,-0.09082026354771822,-0.002892675637480589,0.015544426634366055,0.023527563321066442,-0.01824891512775418,0.05078463481669509,-0.00116767497117979,0.11399428968229425,-0.02310765891422343,0.037108763268923095,0.026125849548289663,-8.459362135692161e-05,-0.019020160154720085,0.013604781205058224,0.029863460061489783,-0.03510085729673759,0.07563815361338552,0.05475613953451414
ADAMTS3,0.02284084315852128,0.04561174017327439,0.01804497993814286,0.027197186722245244,,0.0028299119098096235,0.023759797870872977,0.02002965357223233,0.1900324039309256,0.0445046254579948,-0.0314253498266831,-0.012914685296059176,-0.036920894822850096,-0.041765953070450425,0.07445489902659749,0.02609642464454576,,0.04570964560794925,0.029589846073860806,0.06566837087626161,0.05945716185176817,0.10752301135586075
CD34,-0.03258365144910099,0.0011360174454340675,0.05939665760953068,-0.02000047400115815,0.008147050258603326,-0.05536313428486119,0.018695333931214322,-0.0014958007422615726,0.09725563392626112,-0.009357328502958668,0.018497445438763246,0.1419989207952594,0.07116291912221857,0.00044100870760675466,0.1453232661081945,0.01593914449575515,-0.012536692010604339,0.05251609216904176,0.04806239995594489,-0.00883692579720593,0.060113008132683304,0.009928046766496773
CCL23,,,,,,,,,-0.019287618736984126,,,,,,0.035606643231441935,,,,,,,
PLAT,0.0018477279527124872,0.014631994245384418,0.048413717374247454,-0.0007154359070972613,0.06230683023211796,-0.011452594044840688,0.01029039190620121,-0.03460359188860474,0.14713011174333213,0.05975328035977892,-0.03855683987631076,0.053058810562092294,0.03148225807576104,0.027498952853950945,0.11230592544351989,0.046973034466956,0.04923000764892434,0.0658196089264809,-0.004611770946023366,-0.0455116252113971,0.03723419049684026,-0.02382953224646213
NTF3,,,,,,,,,,,-0.018219930137354994,,0.012336953302168387,,,,,0.08358556249618404,0.08464480777819686,0.052329924304174505,,
LTA,,,,-0.008723067542426742,,0.04693529646757879,,,,-0.031887518955190576,,,,0.046286410101875335,,,,,,,0.060547821889605426,
CKLF,0.019678625995196458,-0.00517342043740547,0.03707070956801411,0.02129606600854562,0.031185727458774303,0.02008888075148829,-0.012511003841897616,0.050465696884164406,0.15153512500670552,0.02658636801060788,0.022203119315977814,-0.02908632673711577,0.03032388142119457,0.075794642805226,0.047079782301947364,0.07258574994664689,0.030644627009619493,0.08038010815143506,0.003878372501610346,-0.04559346836627185,0.025177906532797445,-0.011836737988776044
APELA,,,,,,,,,,,,,-0.04626893998750039,,,,,,,,,
CD24,-0.0345652533036449,0.052737532408889946,-0.0002859862447222661,0.03642271545602271,0.044705858985374665,-0.007503104969181982,-0.013489700556703937,0.027998166215968595,0.07297522963125576,-0.0006309003919265227,0.10171241580017445,0.0658212882099514,0.10236719989594595,0.005583086018303097,-0.03424378241017051,-0.017989967172923716,-0.17047904253407842,0.07689795237135079,0.0065583027150442905,0.06665945413806242,0.0015182835072772133,0.008444511880003438
HSP90AA1,-0.09464345726410997,0.014535981391943733,0.005612360002693485,-0.03813543646006872,-0.00402951813105693,-0.05866852006450931,0.07391633328761874,-0.0028243448009347798,-0.16159343516080227,0.042851442192046785,0.002408225804295732,0.10878324510266163,0.05691784339017436,-0.07360390285975685,-0.05236051857906778,-0.1187810785794629,-0.056053492702223894,-0.04615079074247735,-0.07525012494043047,-0.014924917458610925,-0.05912772345509773,-0.03656560314542802
BMP4,-0.032872691690076374,0.019546779091727022,-0.029861884345141424,-0.03267716138609548,-0.017625135238352078,0.020366588360485296,-0.015414518160846146,0.037764575318570755,0.01983949345652794,-0.032323032909626924,-0.013942336880470212,0.029173799656863432,0.023991536223538314,-0.03673129772843476,0.03636093054550341,0.09105594045224678,0.04312769629702636,0.04576291725367152,0.02925046952334659,-0.042043464316018214,0.14350491178014108,-0.052450586180765424
SCGB3A1,,,0.04419662921484645,,-0.027551387855293458,,-0.017785497784091456,0.037178194686760424,,,-0.0021544099276824143,0.04288298525693169,0.0342754403002996,0.015760441789384738,0.1146826395531657,0.010803153417738598,-0.0003509123298209719,-0.03203321268791652,-0.01688618248693043,-0.03104569687254399,0.02222805755382839,-0.05677956037509435
IGFBP4,-0.03150394621460613,-0.005932408736922138,0.08326842479098283,0.02074339400193466,-0.021566250000640025,0.02151245562931033,0.028398342619853856,-0.010185009083447652,0.13635892415753537,0.028453488736911673,0.004747421962849378,0.033125269221725345,0.13045574009085473,0.03709748266587021,0.1663065183136326,0.021718940722100753,0.03348773452008832,0.0033490552932806737,-0.043415820796155004,-0.019383890210858002,0.03813160670174142,-0.03755055996881014
RSPO4,,0.017875910750802502,,-0.004306262962138533,,0.035867278338943265,-0.020527355567332418,,,0.0078977659519207,-0.01835399669921937,,,0.02149177220145345,,,-0.013884752395266856,,,-0.01184368484589532,0.03197293542170107,0.021599698687717675
LEFTY2,0.029696078532172387,-0.04492222175760202,0.05176598950329535,0.011888629850760125,0.09662740195462508,-0.04718512935458379,0.005523427756753658,-0.020511889658757835,0.16229514920838573,0.022629717483192216,-0.020125381855005748,-0.026823018967296674,-0.02552658644883794,-0.04649616592699566,0.05617894652088556,0.05105899689201767,,-0.031225473320565023,-0.03398224643669576,0.0056787498491501325,-0.06503849461041895,-0.04123749508771354
PF4,,,-0.022464798711412555,-0.005341201603520608,,-0.01876783758340238,,,,,,,,,,,,,-0.02708865087006757,,-0.04007119168457857,0.12497115151421469
ANGPTL2,-0.04622569210954145,-0.02991551087941027,0.07196493892576572,0.03417192003543694,0.04683124859346217,-0.032673681058336033,-0.02316890816746216,0.04405167476936564,0.17888226070658694,0.007206127885589061,0.06293659733031179,-0.027447553443723342,-0.025281999535526962,0.08599022726029483,0.06712318095404889,0.02510156823471813,0.017739591850108653,0.09335496808222796,0.010739117891155784,0.01678538191591579,0.04419475270804585,0.008042880057805004
LRIG2,0.016539512498201615,-0.06922152529525605,-0.019662191278669455,-0.019683061058856203,0.0016110428863255887,0.053011341282000995,-0.012122112637440133,0.02175846067735144,0.0722080750564275,0.04122879869058104,-0.02376800606642524,0.017991878742812193,0.047544554873269765,0.031952919095853335,0.0627857261312519,-0.024877985683424662,-0.0018767353271788,-0.020111555178969256,0.0638268093287628,0.004742703913540806,0.02109844408847511,-0.0033926417086075585
ICOSLG,-0.020779683721237435,-0.05581388632033809,0.031084250341655063,-0.008373083019762433,-0.014337813196484283,0.007618551557897937,0.02296057623716842,-0.018234530519501243,0.0558532935720813,0.013879190284013937,0.007563637115224532,-0.052306680396954304,0.017057268776099675,0.0028155486518112102,0.00976334789521192,-0.08252078751482937,0.16262550692402353,0.09186045366802821,0.06372733071074452,-0.05290330654342859,0.009842878085015331,0.03490119289580232
WIF1,,0.01565798245186823,0.021516047945925237,,-0.0014157126662845121,,-0.0051079958897140235,-0.005409714387567585,-0.07923924857162218,-0.028619256551857656,-0.010036015334195245,-0.03348717100396364,,0.005087313085018687,,,,,,0.023212788288519026,,0.024311595862314864
NPPC,0.07777150113104495,0.016846799608621385,-0.03316184529421453,,0.016064550675167284,-0.008945879309054768,0.005072984494261202,0.004455772289189294,-0.016116221053563,0.021408927914145153,0.06533568341669359,0.05567422347329502,,0.045895682693051415,-0.03562599377575196,-0.04530930545039728,-0.0667254116234675,0.04459122136774746,-0.03567689520515724,-0.021126526312677252,,-0.03354550554328417
LYZ,-0.08131267017032288,0.07616031993265311,0.09480873908084125,0.06243852578055265,0.07921972977107083,0.027451000092454884,-0.022979187526852393,-0.021827586589850685,0.19316692869472246,-0.0003852712967888423,-0.0037505868874680623,-0.030878739454523723,0.023274446400999196,0.038363447096131854,0.08016757652926662,0.11499659589041461,-0.058990274989209106,0.04720104573902116,0.0908726460894,-0.03140347942645441,0.09622045637483068,-0.05017664300786133
EREG,,,,,0.023883374936673644,,-0.0037476214315104034,,,,,-0.027593047802204153,0.026144499048275458,,,,,0.04210759567334786,0.008626473296422334,0.0062228512703944566,-0.009457176173360489,-0.032132964056024525
SPTAN1,0.04178955002683741,-0.07432691639931578,0.0049798040728010395,0.04491857350289583,0.0057653667945296964,-0.03793369221322019,0.017530474439573927,0.03540392616703592,-0.018148031108499295,-0.044393604612516804,0.07225595042928332,0.08214942767158369,0.06270060376444035,-0.016516829508626124,0.013553730821667342,0.06561742775777683,-0.02758811569086304,0.031006533968655672,-0.029455138666312265,0.047297781091380955,0.03551291950642617,-0.013598933710653351
PTH2,,,,,,,,,,,,,,,,,,,,0.044281033299025156,,
LIPC,0.05585981915342041,-0.01648241254129822,-0.015255150102408837,-0.0011361202627882868,,-0.02523735546830474,-0.0016170963478252278,-0.020573838792915574,0.015846424296438264,-0.038087193320541876,,-0.012424802774631297,-0.02516044067075279,0.04143496076543996,-0.016903247844194814,-0.022657795482455174,-0.0008436384360337178,,,,-0.011367162031659998,-0.031037220112735988
COL8A1,0.00022409980721173009,-0.02613085957674588,0.034178215968427676,0.024282469364104935,-0.035480118477089706,-0.008631694700379168,-0.012173555742728243,-0.005134504107528668,0.02918017108336836,0.02843778198513365,0.015902217315339952,-0.026517739685383235,-0.054929886483960494,0.11115533976674999,0.0728931392292726,-0.04144530237309501,0.06464405151358384,-0.02046076627697649,0.04487594303915069,-0.052021910468543923,0.05515178055291404,-0.01842163803727791
GSTM2,-0.016374212129861086,0.021886497743275647,-0.012628957224852867,-0.05539380539939892,0.034459087392182834,0.061784333791570535,-0.04024155661435072,-0.021726961301213613,0.06298498958744017,0.026508646017744626,-0.0012981266118113216,0.004452484644058012,-0.045586336834054164,0.06621613838199303,-0.07417411175753794,0.023481607586473913,-0.050591058378432564,-0.0053446180168646015,0.014688230677493532,-0.05197239443412437,-0.00783475049991406,0.018653394495160854
IL4,,,,,,,,,,,,,,,,0.018682692905662775,,,,,,
SPX,0.003135807424723896,-0.07437588284747415,-0.02077632592765973,-0.0393649052238539,,0.026224882748715327,0.0199017304440292,0.05756727127043881,-0.05998349500250019,-0.06154119875851802,0.0037231025703799844,0.03235640125897907,,-0.061310140120466795,0.06728876916993547,,,0.022423610799196168,-0.03363402248826929,0.005742139948169211,0.027441263770541936,0.05580926087255066
MFGE8,0.022550067834092052,0.008880081910826417,0.05230561989268461,-0.007154062709787841,0.028853182053260117,-0.013757790412342792,0.06558249794880969,-0.08080772921526048,0.03989234635283024,0.020071295228848814,-0.008861126161296144,0.09631381935441828,-0.025880170929957844,0.03242204825587099,0.12530209882727375,0.10989162703420122,-0.01738331468027601,0.03444102606535161,-0.004368468108930951,-0.07714850736097321,0.0355268824531269,-0.0002453837050041567
TGFA,-0.007359693076930037,0.04326623679260524,-0.011402390249298544,-0.01064462780063433,-0.004634072163264439,0.024006820582804452,-0.02274344065168464,-0.014719899750132399,0.10110707993396592,0.011171206512230936,0.0012535248366794109,-0.04884222321650002,-0.03725028247472937,0.0032689134565647526,0.12106426322389156,-0.02690523217828874,-0.005295618546251738,0.07601583828976446,-0.036351758555102136,0.06820340462683323,0.09924811452195052,0.02269260400220553
SLIT2,0.010010749875364287,0.0239475738399434,0.07276563831598437,-0.011922218752901025,0.00440464998921085,-0.01941368446647673,0.005858936882043037,0.022030947405291337,-0.026476662418790427,-0.038578175599314056,0.01664889420311964,0.004633367711254942,0.022117184021036174,-0.049713772091991876,0.09597519985867514,-0.021969373734646136,0.004705382408731996,0.0017659867528608516,0.09035957269168922,0.02981570705109421,0.015502752597760239,-0.01746063649240481
PLTP,0.054063180033760906,0.0034260182528931525,-0.027809374079355968,0.016035462235297532,0.07568766547254838,-0.036588956465224455,-0.03336623405758629,0.005720653178751956,0.18104112147840518,-0.0003070115656472282,-0.0055182154472484795,-0.05164059602981038,0.10475992618562792,0.059623933959689596,0.05100788216517824,0.07687178485763145,-0.09229302186914676,-0.009463575466209795,-0.06419345534459993,0.030133289489721524,0.02385809280741953,-0.03739055503267046
