,MGH258,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH916bulk
QDPR,0.10173557331356163,0.0688092802178262,-0.032453382725640516,0.11063015640253823,0.013171419500024487,0.20510289302462084,0.060624848073068824,0.2931384932784613,0.18571294533924382,0.034911857915597054,0.2970908610119893,-0.057768031560268496,0.08072428249346425
POMC,-0.02083086717927076,-0.04930628935250877,0.05138645714609728,-0.023375521233784016,-0.01660420987773485,-0.06422722958276104,0.03233715364223564,-0.02265877883466837,-0.02056481312239174,0.09664764187730432,0.027510670012946336,-0.00344318876412573,0.07270255046111467
CCL18,,-0.011305332715599754,,,,,,-0.010810605949305847,,,0.09062967646500958,,
CCL17,,,,,,,-0.013279516999476543,,0.043018504534415455,,,0.03251541468068073,
VEGFD,,-0.022176363551490146,0.07290401118275733,-0.019971948788883438,,0.015834955342809213,-0.014148202165941128,6.999804292046969e-05,-0.019304628739117525,,,-0.014654927237369213,
TNFSF13,,-0.010679942711333225,,,-0.013299837069615501,,,,,,,0.02208921205640236,0.016995336157829808
WNT5A,-0.014426059521465234,-0.04172827563081421,-0.03864683386609203,-0.020631908010894495,0.0872257318502393,-0.01638956317492286,-0.00656185800903394,0.04786631516844559,-0.005122560626247653,0.0671691461075317,-0.019496566357633097,-0.011633029369918972,-0.04973879568092463
CXCL8,,-0.0437755092764924,0.05122101861356875,-0.08395027983989867,-0.049713707201570916,0.01641619688469441,-0.03820067670238558,-0.08708496002902694,-0.09609785661323503,,-0.14145276934620152,0.015995775338482343,-0.04539250911524471
GRN,0.13067546550272582,-0.07854029028515175,-0.03442888065325987,-0.03690303942758822,0.07790279181917806,0.09715223642187851,0.024343135459855048,0.008842768907602628,0.1262035837624129,-0.10980409740174166,-0.006675436724800919,-0.006230229201475836,0.045210936592735576
MIA,0.0037119536122706726,-0.054662782807581606,-0.020694464765583065,-0.0541973177515869,-0.0037684237000315127,-0.03469733214764345,-0.026101066322710347,,-0.025459006148159692,0.033899389692161976,-0.02164376200469287,0.001346857187995676,-0.04479397532252886
COL4A4,0.04656194809279771,0.012471779460969931,-0.025531082468365354,-0.0296710903916377,-0.033253112688117134,0.034294355295186374,0.025743584254327042,,-0.04082888927337587,,0.027376661030165447,-0.011563861506389434,-0.008163499390714167
TAC1,-0.021979637246374084,-0.01873005821144986,-0.029876699714938792,0.10406101850979305,-0.12243746624554495,-0.12053354401662565,0.07979159584114637,-0.08885941409568779,-0.042895523911576944,,,,0.033144517139138074
RARRES2,-0.10365858216420469,0.0697967533664343,0.027572140395356312,-0.08303048243828676,0.0971670090657559,-0.02375493198997232,0.1306788221867312,0.008262797351900485,-0.006609786152116079,-0.016841514022757582,0.004138868267599737,0.01974795287309037,-0.05308671294711926
FGF7,0.012928633468480038,,-0.0010124915577581677,-0.019099215978679043,-0.009374872397988792,-0.05946351448191052,0.007204716190685061,0.016249478314128995,0.004847461108640248,-0.01713365591982294,-0.09089846325852069,-0.0695647238139218,0.00102046791379261
HBEGF,0.013416158371593202,-0.043478267977155566,0.006703938466244879,-0.014847184428926612,0.05878138562273277,-0.05653559822268101,0.008365553779382723,0.017890894341770134,0.02222243481425648,0.01235078302539552,-0.05300809582251542,-0.000976909833010362,-0.07128173210261732
CSF3,,,,-0.03294363176531989,,-0.03420518224784921,,,,,,,-0.028747819051011085
PI3,,-0.0347135763765096,,-0.04834311788924691,,-0.03851548667061763,,,,,,0.02953466982605715,-0.04535337505485217
PCSK1N,-0.11600140601086263,0.06883338347515038,-0.06588261789660804,0.013139331711455243,-0.02686091614906502,-0.08069435645410228,-0.032720189833373645,-0.05444767614949267,0.00047854062278739084,-0.03912611963469198,0.010103342733947142,0.023041576873395107,0.06455899365705042
NTS,,,,-0.06690359071360975,-0.04059449521305235,0.08455386676532664,0.018837394277483578,-0.03716570439156613,,,,,
SFRP1,0.07146853929826022,-0.013728730210594424,-0.032444035944874605,0.061513493390893,0.08747637768503895,0.01690727345647142,-0.029408339572626403,-0.04972733601828098,-0.00894321101268986,-0.0654483326269168,0.04106916820453416,0.09193652751963648,0.11566841685671098
CXCL13,,,-0.023005402875074923,-0.022579765047175192,,,,,,,,,-0.023318386323139106
MICA,0.00834448500676783,-0.04346322608214718,-0.0034304533475214287,-0.02602105350124338,0.02585069646680894,-0.06255950867990434,0.020146672869681685,-0.0071438150899313805,-0.010182791652356166,-0.006242661725743032,0.03901911317898476,-0.008306650272006859,0.034265579856945574
TG,0.08447623327239998,0.0778243321336052,-0.02209184485308457,-0.018410488985255942,-0.022732218200838906,-0.03216963260114308,-0.013378610833659502,,-0.058414398453108314,0.002212465666051925,0.03103055328265249,,-0.025696982399326797
ADA,-0.004149647804132497,-0.05265595873968591,0.05939222240140534,-0.013954987614720062,-0.03568963378505295,-0.0019688935836719395,-0.0433210470939285,0.04527068890903046,0.07808400125003581,-0.000862461668267571,-0.01386269866123628,-0.018072924697536095,0.0248039121704273
LAMC3,0.00864416054107593,-0.06375193836239294,-0.03928521451488685,0.022762046299991567,0.04175485068771373,-0.06127476639700129,-0.03955359660806401,0.06542906118588347,0.04772536201206561,0.02055195853881483,-0.052872141292112804,-0.0018667432578302065,0.00040376088546490043
CCL7,,-0.020988481168850957,,-0.029936599615853893,,,,,,,,,-0.04867942426086603
NGF,,0.0038781727209985174,,0.036156883120458415,-0.03480597613718004,,,0.014539821500200055,,,-0.08148802854522197,,-0.03258010238323157
TNFSF15,,,,0.010088664822581818,0.00224017360304855,,,,,0.0628509876652184,-0.026274249957370054,,-0.03181653029691068
HMGB1,0.020831443207280143,0.030458175864261604,-0.035065555889907805,0.029734248996334513,0.02449043611504877,0.0827093757659819,0.038217677637776275,0.0023148542541682215,0.04570730013527529,-0.12038289648998649,0.10308834562550966,-0.032465564446958244,-0.05857171971357898
ITGB3BP,0.03123799136999593,0.03188702315442888,0.024876940202494802,0.06718566652092138,0.08208839363021826,0.09145668007000893,-0.06605446187862303,-0.020033021014428703,-0.032404048716759844,0.015994752615300162,-0.07261987914558923,0.04059464323404396,0.058427631515626674
AANAT,,0.015991673048373362,,-0.0015925093207726363,,-0.03085400004548489,-0.012031462907555064,-0.013653739858755534,0.021785452346161267,,-0.038973589208334526,0.04209897755566364,-0.01755338290533456
RELN,0.0010207848433506613,0.06583646655745534,-0.01769104896267623,0.014840622603187782,-0.05575179756565033,-0.05789970697434669,-0.0036515691498281294,-0.013339358776140014,-0.02401295701144009,,,-0.058162494773138784,0.06662164924969641
IL15,-0.058818987115747616,-0.017328845823276127,0.005884597599480157,-0.018069939770737516,-0.005168117895445789,-0.048976119467684896,-0.03412645569711191,-0.0021654789448388584,0.046302183957579464,0.041682588960353206,-0.028569599040948416,-0.029482395691567072,0.014835898070257685
UTS2,,,,,,-0.02827147237079807,,,,0.04569274123911339,,,
BSG,-0.1056639025064146,0.005216648499352006,-0.026211969897160795,-0.0471107955002643,0.11671401217288505,-0.1207902616813543,-0.08302901206368633,-0.035938306432360505,-0.07287416835286667,0.047096950066539356,-0.17964580979872574,-0.012049804130644742,2.192416137320818e-05
ADAMTS3,-0.020070188088700636,-0.03188951246782232,-0.004633582550928896,-0.06623752419717542,-0.010524805310508858,-0.039840147741696814,-0.04291004819322027,0.062425239791618334,0.09468870312141195,0.012506946586164107,0.030196145637024243,-0.02368122267812384,0.06520056619646802
CD34,0.04866978406245601,-0.1114386666485832,0.03419908796124031,-0.005121583725055801,0.001892377126550235,-0.08583071322715391,0.016392172110931653,-0.03297065851150435,0.16356098112751852,0.027837162727528397,-0.08307244253141689,0.01681615816974268,-0.01986692145140825
CCL23,,,,,,-0.03510695430162031,,,,0.048716144097442085,,,
PLAT,-0.03765469561944964,-0.020148030469642246,-0.010277507720360887,-0.05179321664766322,0.1589872330028207,0.04518738272096715,-0.030127157776752254,-0.09103613623723693,0.11234048482201513,-0.02179922649275219,-0.05823051329253609,0.05149813978574337,-0.01280730786961942
LTA,,,-0.0162464121449753,,,,-0.011587552654506499,,-0.04854355703444564,,,,
CKLF,-0.020546911423743115,0.10129774259215939,-0.0011493371582704931,-0.04064030934942327,0.09081689135277612,0.06548334097352061,0.027660576483869492,0.016652356811759812,0.07329122680326217,-0.03522040761388549,-4.346462464067715e-06,0.06272201119726062,-0.006635574186390276
CD24,0.06700351207929141,0.0028644130193622437,0.06362778444098179,0.05134411603370194,0.07508887576451968,0.0029456155433955737,0.030016305632881286,-0.0658161908726075,-0.01833693893720177,0.05675197095003401,-0.23662902859516763,-0.027930055949801573,0.03269706254095252
HSP90AA1,-0.002835337945957911,-0.029352672333420506,-0.026114116113897246,0.08032798720931748,-0.09887274422539441,-0.00041714118621585,0.07078619903537119,-0.03846032883377592,0.022841724331744796,-0.0012394100971237338,0.07138368879514143,0.003120774569470694,-0.01371212394455957
BMP4,0.06243918134651574,0.0634404248218811,-0.017222149238446255,-0.018477436030278026,0.034985997539262965,-0.013012223319322653,0.05562586338587017,-0.03652143086851088,-0.0383124726695665,0.027170181357372158,-0.1631107428690285,-0.07025363651987555,0.002477453054358946
SCGB3A1,,-0.020988479070030885,,-0.023784128873741782,0.016789051031373663,,,-0.03669053109890153,0.028126061476200545,0.036051313012079464,,,0.013508687037670247
IGFBP4,0.06561914547369681,-0.06980223714597698,0.010170828569874247,-0.060083177074538,0.1189937696724158,-0.09152954060538697,-0.039585582736267826,-0.04596544577404434,-0.01666027306082375,0.12148150942117865,-0.040534082570185904,-0.0626617565260496,0.026374305994370618
RSPO4,,,0.023069074366317492,-0.027450750953243296,,,0.007197886166128557,,0.0019688937213572346,,,,-0.022134120538282023
LEFTY2,0.012918077431389471,-0.10232158695080969,-0.01644594280459874,-0.017396939681295832,0.028341353854200165,-0.04450441079750688,0.008491697140777032,0.041839317046643246,0.07839930414979317,0.08045527311924104,-0.06607745308035053,-0.031994649337066736,-0.01036619896268669
PF4,,-0.005499342916580647,-0.01477831996421409,,,,,,,,,,-0.017338909069962105
ANGPTL2,0.013058542935693,-0.005593099923271179,-0.04296645298287447,0.002180684290395472,0.23526025941055287,-0.03260035514732379,0.0249261830539768,0.07577691674645173,-0.03124059258684405,-0.021955472023268925,-0.09571126369822998,0.05007275669766139,-0.0683233440884399
LRIG2,-0.07333583678155961,-0.017329946271625346,0.06159491954560233,0.0426250116371972,0.06492470283111255,-0.004682781837109341,0.0008669527220261368,0.010020274874409462,0.03346972060625425,0.04216129615021712,-0.10354933070005044,0.005822551633438895,0.00310139624132675
ICOSLG,0.08274889525283641,-0.009973144913759373,-0.014743257025763545,-0.05923486476524225,0.06532965188442313,0.001684360594532952,0.05006649789007859,0.08511537913750393,0.14895970540576897,0.009765801547900296,0.11966419755781532,0.013456215096002148,-0.051551199195627194
WIF1,,0.05238913902080882,,0.01311090278499989,-0.1807153482864418,-0.15379415688639217,-0.010399904197422647,-0.1466729722313119,-0.08252758086273725,,,,-0.0318165276858865
NPPC,-0.0758715504192639,0.003789969635750231,,0.05749273331979569,-0.06651129757620249,0.0020543032233516926,-0.020286908657367392,-0.08105495115780248,-0.08302158228317494,0.07482943025545395,-0.11879874251637892,0.06390774054907865,0.05489325716518139
LYZ,0.07616238946288983,-0.047524319596927204,-0.009716070282278064,-0.09080366163465982,0.03123594394877837,-0.06156405914284247,-0.022451060471372453,-0.03299708330697686,0.019146911602107516,0.07868758304203385,-0.07004084112573214,-0.0043816411366103805,-0.028055992498068755
EREG,,,,-0.03862971981699097,,,,-0.04785409463682883,,,,,-0.019962220692935767
SPTAN1,-0.029517036317330294,0.04921916380377951,-0.034850233274719825,-0.0003296681874981698,-0.08474527390067471,-0.10753508358585687,0.021627709332063354,-0.10631649933524157,-0.022933918358203638,0.01701737423217577,-0.11253058055880719,0.011574469642167847,0.048644941735855755
LIPC,0.024761600510552463,-0.02665486844270472,-0.02224216136714869,-0.02657684505786942,-0.047346125407461956,-0.041667220742338994,0.020436928454811727,0.044388382700932295,0.03574419718080977,-0.011904541100688936,-0.0008460701239009295,-0.012420034344147563,0.03316083598009108
COL8A1,0.05523426923302415,-0.08427360666393958,-0.017815139915179627,-0.04474862107718445,0.08058361183597286,-0.006829581461357549,-0.0052786419085191156,-0.10245743895926404,0.0802731340819469,0.08359624376248716,-0.002315604069430366,-0.007801874946300756,-0.10463400580827464
GSTM2,-0.07277801903833743,-0.02182694926459696,0.029225560955599916,-0.04645057391170372,0.06223294639629269,0.007220295997513224,-0.03204221534120438,0.021886719496887447,-0.052850017692828676,-3.356730453285182e-05,-0.07101511921353397,-0.0049864677203911275,0.01411491323974645
SPX,-0.01892761799214456,0.006000239999155407,-0.029046670256826085,0.03680733015023338,-0.027347276639395655,-0.024604003500576375,0.025620844543361186,0.10998912697593163,0.018580308170731523,0.038989657960067294,0.026714924478934494,0.022168921418272633,0.13045814914353948
MFGE8,0.04490079736845852,-0.0500266686228271,-0.02441021207018373,-0.02061772738860145,0.018120828574671035,0.007767479979420812,-0.02320765620636351,-0.0878264283930431,0.08411947762482846,-0.0246031135851874,0.034121811976884804,-0.021784953567996444,-0.044525755000909835
TGFA,0.06362700589973924,0.011659817914118218,0.03108021154950296,-0.015989340008979065,0.0894525107936964,0.0468394535545106,-0.058135217910803956,0.06570892291886579,0.1003812378008993,-0.013599644364524361,0.05630048394434398,0.05884844902807459,-0.028697878759957593
SLIT2,0.07830927629799773,-0.04891279993544281,-0.030234185321979006,0.06373248027423492,-0.06026760195224106,-0.014994790132506637,5.102253980452611e-06,-0.029838681939369456,-0.061110417439585396,0.05854991741388757,-0.07635451371098925,0.05150608159137964,-0.10474778154892692
PLTP,-0.0029957466650381184,-0.07277842171211275,-0.027169359582995208,-0.07185300434878884,0.07090820585602624,-0.008120899101448375,-0.0013092408034902634,-0.08020768485752641,-0.08140134360360729,0.06075812840739888,-0.2249961526648113,-0.06688006599111994,-0.023372113473541706
APOD,0.12673924183259597,0.039744955718024735,-0.038857115253590466,0.00016923270167643032,0.07898230269751251,0.2702628298586734,0.07003716031799857,0.2327243021448277,0.18588298675067244,0.06732171941325917,0.34349441876076775,0.03276965653162571,0.10916628951809743
B2M,0.056561130864621,-0.0637739638524317,-0.045288758929568115,-0.01525695616765343,0.19416207792603649,0.00972932339930482,0.02661956080884476,0.026024667689409482,0.01596499238609522,0.11070627800445738,0.09692761146181939,-0.06581577101560303,-0.0006117476208692338
OMG,0.09762230859431044,0.026428206641755315,-0.04638308042558331,0.12014099449637854,0.0005408438948335856,0.1810984669769624,0.027515737691650367,0.23045730848614202,0.16473112927732161,-0.0007601435158872664,0.26620592138496485,-0.003091838612711794,0.1228347902212151
CXCL3,-0.020499077796349678,0.04020776263556425,0.012827254122651389,-0.031950740677218537,,-0.02183894336619935,-0.044381899709765076,0.0023040128494401244,0.031298263014249136,0.016622200578238815,,-0.0327517291760782,-0.06233290919040748
CXCL10,-0.055717997554965114,-0.09410297150437459,-0.02798139483485408,-0.014925235208680535,0.0156114387001285,-0.08598698501402186,0.03026182720477185,0.022089911847369713,-0.002285136366867647,0.07328557759719122,0.040411802285676174,-0.020298959008375927,-0.0401613252630764
RSPO3,,-0.028510182019348254,,0.0008486743486358464,-0.015865470204463918,-0.04230991894306772,0.048688003675642404,-0.03300162565881453,-0.003351436092595027,,,,0.029597441982463616
CORT,-0.025455111575169408,0.02125683699813943,-0.0019454131277996751,0.03633280392398841,-0.040437851985399245,-0.013646553422063615,0.12153634663623192,0.06687645865568868,-0.0011048928325812222,,,,
NCAN,-0.023300318043462033,0.01764129347781843,-0.0019295292204978272,0.06852475917416012,0.1427355567490549,-0.012246577647093677,-0.10430701872490468,-0.07587007773125473,0.07917504055152502,0.13351912257032386,0.09356087255007159,-0.00935033930532167,0.07123656727241531
PRG4,,-0.03156416911776382,,-0.019028913913393692,,-0.04388870565903288,0.014785616482428885,,-0.026561255917933246,,,,-0.024133399219858225
ZG16B,,-0.0170374210239763,-0.01778330617684134,,,-0.03948822788675042,-0.009207362484446922,,,,-0.04807181242415904,,-0.014791867711926763
TGM2,0.09127904345747812,-0.06923420720167801,-0.04199488475568955,-0.022007362304614177,0.036922184724541396,-0.07987152376528674,0.010989762972453262,-0.023321348908432005,0.06975598806280664,0.11162393078084636,-0.015985197638610855,-0.015878959700436224,-0.05009780061970511
VEGFC,0.10014859546207341,-0.040076992147474635,-0.022834449957732157,-0.02929180408525853,-0.07919674359236492,0.0031297031846498984,-0.0019235905676575113,0.01821338898722288,0.002729194416865649,0.09800696450022364,-0.04550506519898128,-0.031813439890565155,-0.05193971161647731
WNT6,,-0.03386445037365971,0.02242761886371605,-0.012112261594564912,-0.039624867659674025,-0.016603876034778763,-0.02049065680433527,,0.009942376170406277,,0.07661759911381234,,0.11678526031766297
NRG4,,-0.019331128010356614,,0.02730413709872512,-0.04850816313041097,-0.05466616712151504,0.045082106690985294,-0.050916752804929126,-0.032095887904811,,,-0.03468903260681706,-0.02298544927874543
PMCH,,-0.022280165354508615,,,,,-0.01347702851902873,,,,,,0.07713868487051653
COL9A1,0.02648046004143922,-0.058385507116631846,0.00751829695164781,-0.03130984064656659,0.12205850798129232,0.06747078585359949,0.022269984500023196,-0.03087358337426478,0.008940417016825502,0.0021126964812047517,0.04377292215820233,0.023173042521627954,-0.023455410931896094
GDF11,-0.024523589972482628,0.030342365413399405,0.03670468277006045,0.041774380286162,0.12200631240036867,-0.06375825816277551,-0.026187153399958897,-0.09158808481611183,0.0026812943078620447,-0.012396785889763258,0.14009891139347808,-0.014139399799823467,-0.012808958507159249
IL24,,,,,,,,,,,,,-0.0256969676434022
SORBS1,0.010327555306290995,-0.06017265474734447,0.006272118004190349,0.035035885787826605,0.03199589797252363,-0.026979956640228127,0.047829770660496436,0.06405116403598261,0.09458636437668251,0.0008119918049016338,-0.06263909832788829,0.014878163693459187,0.01676428989115276
DLL1,0.09790390965942003,0.06001897097457196,-0.01078516323382777,-0.023107551505664903,0.05077104344994605,0.011505897568893395,-0.015161611073227195,0.0652225723853296,0.06389346879297725,0.08379809726846507,0.001984166815143312,-0.00867053197032696,0.03371089796587099
TLN1,-0.017344493365819023,-0.046655378193512544,-0.0009067240512203381,-0.038711597498295634,0.07179170509526885,0.11057317433698725,-0.01765314003748878,0.03700390662362149,0.04730237187386746,0.025562647234973094,-0.08881846068072378,0.010384176460324393,-0.0437059175924016
COL2A1,0.017035227004577713,-0.01764745576872093,,-0.016995706845044617,-0.04292861268572405,-0.0405098409447827,,,-0.020247515974627425,,,,-0.020708656068016102
SHH,,,,-0.043085266749356664,-0.02235943722819343,-0.031845657185680915,-0.037299772225378613,,-0.02236315384679264,0.0565582996912785,,-0.03139596759492837,-0.04188203651245886
PON2,-0.0673801910718971,0.0043168963136125515,-0.042365317545039555,0.01754468171142383,0.0022395646601648155,0.09270405879651893,0.0109622743658968,0.09209415762442617,0.07137776900095022,0.05217633439055041,0.15479146599235855,0.04423748494353429,0.04513439263364593
ICAM5,,0.04691598805236351,-0.021169622436787335,0.03932381548945594,-0.07669118319625308,-0.05221081960485361,0.01761957803209043,-0.0030132772699331435,0.003574016381812555,,,,-0.038994471964274885
HPX,0.041131857749537905,-0.00034341787616929694,,-0.024945912624571326,-0.030262228616496228,-0.039435604315248,-0.018068878223009822,,0.012634485275052244,-0.007752157151003522,-0.05565756886961758,-0.011402765865552873,-0.036682113743897495
SFRP2,,0.023775828002375623,,,-0.05424617661361276,0.014081912120793622,0.05771731912971995,-0.08114856427845014,0.05180306509749102,0.19952054459371552,-0.02061658306626868,-0.03052381864199402,-0.051179776585052274
CFC1,,,,,0.003273320289310596,,0.012377035011942532,-0.07278817520966914,,,,,-0.02033850602288992
CD70,,-0.020469071918381654,,,,,-0.021614844182719573,,,,,,-0.04037893136233857
HP,0.10490613626434424,0.02640590422237667,,-0.0078021640863683945,,-0.025411530573216608,0.014798433584180027,-0.07391840615930474,-0.013614734774741273,-0.0477401078313722,-0.01830390031273697,-0.03323208462409011,0.0317388923769493
CXCL2,0.03800863872100747,0.07015111586364235,-0.04174698532875115,-0.028562435148014226,-0.028367694515921596,-0.016532625494120386,-0.011825372736517282,-0.05291571381169004,-0.011606750626287821,0.06830726162053878,,0.05822417721454221,-0.06491305504366718
NPPB,,-0.02707716936213079,,,,,-0.01014653296805614,,-0.02730864037376997,,,,
CCK,-0.05469933282591342,0.06963284583490068,-0.06922409775363465,0.10511601458678367,-0.27262948753081234,-0.13301728805007665,0.04926712979432136,-0.04636879265762984,0.05620022731625388,-0.03981452001994419,-0.07440442644387256,-0.011186855357564182,0.09113699345145121
SEMA6A,-0.019881802552246423,0.09989837689110169,0.01694858522039363,-0.008323194664637367,0.15561615943205662,0.08423527831048618,-0.05666796864354816,0.16584785154017861,0.0455947455342372,-0.036361422150337795,0.004276026997071711,0.10392092746753971,0.016149409098411706
IRAK4,0.0017611956186334248,0.00800731685328914,-0.017372929186040924,-0.04651362521826978,0.09845076265942025,0.030952371068455123,0.01908671760425003,0.04870256213087153,0.02915649129051909,-0.04747837386432028,-0.07710821002169087,0.004236011200070455,-0.02081638733278414
GSTP1,-0.08702715890942903,0.01781165198173235,0.033305446499916416,-0.030606128983250814,0.11651238681902895,0.0917326888854189,0.09552636617951689,0.09394303653481151,0.08875449414174084,-0.08600681123693933,0.18989488213527111,-0.01215723977461433,-0.06366721030113769
VCAM1,-0.016730738815861564,-0.04640427128255213,0.001532304582500531,-0.10853652646235559,0.11505434934150931,-0.023363279979306366,0.03091515756103862,-0.030536806543572395,0.004643389973279598,0.054281323588379095,-0.03191199620799769,-0.052827671869281854,-0.020875120817211084
NXPH3,0.08256203408228982,-0.015319865498257475,-0.02847412099428282,0.002229796316368448,0.08708897599083756,0.021859309101313687,0.05260016021303638,-0.005677668966702417,0.04261421751027841,0.030528522814356238,-0.07577937225639524,0.021876322387321213,-0.03837373204097331
MTMR4,-0.00726973859938177,-0.026656033623402436,0.0344460921258119,-0.010291520118354104,-0.01829577698607299,0.01153026516728937,-0.00998123134436522,-0.02703937294546858,0.016277059138107498,-0.06477578687489828,0.11371150131750729,-0.06336718094938527,0.034940744982270205
LAMC2,,-0.021252746674760674,,,-0.025975789010632914,,0.03086794622133604,,,,,-0.0024319334438484158,-0.02213413272305582
IL10,-0.02644011175467851,0.028385347755128413,-0.009778947634719806,-0.023866316101909646,,-0.021702180974874172,0.0048094261639718425,-0.08831224877264968,-0.00021091884560417434,0.05633337209641796,-0.0878047469076927,0.028360233232808778,0.018663338312476414
SEMA4D,0.10024300644729822,-0.00029751030101654976,-0.030754145848446303,0.006191924251490188,0.054340836271427946,0.09170654648542696,0.028632667095923194,0.14436661176498883,0.11985828619356495,0.005098817210585143,0.0999774055012083,0.02877649570709766,0.07486056883827899
TRH,-0.023372678628028852,-0.008154863792611053,,-0.016725064089237473,0.14860858502950436,-0.06947097918303988,0.02606035297430654,0.033501483256575856,0.011233363278968426,0.11952983315894404,,0.06280780611252737,-0.06533182930063987
SEMA6D,-0.010736615194369963,-0.00022628501190852905,-0.004311656169714618,0.1047295323566376,0.17552806215867037,0.02776594316378895,-0.05584218097817294,0.02329122174396844,-0.051966730015298127,-0.06917692507571412,0.02386520051254975,-0.024955606441220805,-0.03315481236562974
CEL,,,,0.03429643269676161,,,,,,,-0.027140654102904407,-0.03213289658406441,-0.023647301067118456
PDCD1LG2,0.022478482440791644,0.006150238494591176,-0.0021731750470723554,-0.03718673034722698,-0.028246283734779873,-0.06177713108491061,0.03175729346048022,0.009914620128790484,-0.05766403267160788,-0.03962592077905286,-0.049234021518632876,-0.027329405124741416,-0.06482479771885775
SPINT1,-0.04979493353429535,-0.04038301168910553,-0.02878710407019902,0.03989835685937751,-0.0023968959293300617,-0.0177629114895496,-0.009644205016830693,-0.006025959363037115,0.0008988741921053238,0.04197221353537233,-0.0563069249659238,0.07052809907723466,0.10578741738547186
CTHRC1,-0.05463388648203714,-0.07012277118375096,0.0022617938546354945,0.022056122792406603,0.18481494375093577,-0.03229552669696244,-0.003246703690879923,-0.0949516983939051,0.01069635547336918,0.04922236948571494,-0.13502620231599524,0.03226658811620132,0.06672175469666794
PODXL,0.0462004967711839,-0.027697138728526898,0.008708628078609695,-0.09272712918458459,0.15726894797180985,-0.05682610916282731,-0.07609717268403964,-0.0035902220015100934,0.11313300056812901,0.06551904286185849,-0.046251087640251286,0.014764394169280185,-0.0788870266293449
JAM3,0.06913183675136815,-0.04498851205899382,0.020490836336670207,0.013295833003384787,0.1356476194355318,0.1189122967797052,-0.020191098922163,0.16464779553946368,0.06099221059059576,0.013504998540353187,0.11751008912843376,0.10208749885849441,-0.0552448295358616
TGFB2,0.042066036501660395,-0.03670804339038309,-0.03660128990997906,0.010750703722384174,-0.07801611749213075,-0.0813532004620687,-0.034532821439458364,-0.040913621486069786,-0.009890275474102173,0.0899881223308603,-0.1534242579618115,0.028082946336762515,-0.01771957614439952
COL18A1,0.04966681808300095,-0.0765667175658847,0.01376126196534349,-0.016703622530252798,0.11244031219367674,0.043893027380771,-0.030923087462955093,-0.10601590722570296,0.09572231543944663,0.11374497631746659,-0.061659928800381465,0.017303881797923568,-0.011721265289093136
NODAL,0.07784234716541885,-0.01780660145070073,0.024379749217830288,-0.00012163919050232165,0.05029000091444868,-0.01560038952178027,,,0.03745822631944439,-0.034451595232511574,-0.020806938455717263,-0.007475198343178849,-0.009721808677550776
