,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,-0.0123482807706473,-0.007543994096850766,-0.020267369194031673,,0.053706190409278376,0.05436237053313058,,,,0.07321716380896993,-0.005483595732616016,0.08863133218366122,-0.000668216124695836,-0.002252350815703379,0.008943782711793864,,0.00014346857477178296,,
PDAP1,0.001286220134459277,-0.026342642810538983,-0.011364454860232945,-0.03240824133727906,0.04647867375548528,-0.03858700210738521,-0.03349190567646673,0.004114511365980486,-0.012213959672706283,0.02863486364898867,0.10994288599467054,-0.04082680399901405,-0.01698555178822806,0.01947972680965368,0.03647659763007974,-0.041410069627041336,0.049026195053475996,0.03111896435519507,0.011764202535381723
QDPR,-0.02738340826547541,-0.05703208544809355,0.052666589878861476,-0.06762813378514528,-0.1482795915834687,-0.006415874911344949,0.01696446306127049,-0.06951784648309478,0.02877579696447108,0.07416768627754657,-0.1383502392683455,0.03433320030292146,0.07431700582228631,-0.06985183527707872,0.0007127898432412471,0.07867101854045726,0.0023715040118530988,-0.10251698928703039,0.045453890886389604
POMC,0.04553795158263466,0.051376276575298266,0.0684559534391761,-0.051565302193951335,-0.028107725477646058,-0.02029710207073145,-0.02773682147021604,-0.05270616698125482,0.015988905121712107,0.0003344058837794725,-0.018559016745293755,0.038642210394191086,0.0802061449331437,-0.010396526873032257,0.016495776732306084,,-0.0037464354179206007,-0.04364725765429975,-0.02353750286805068
CCL18,-0.04132860970999898,,,,,,,-0.00484141424334697,,,-0.020541326382952543,0.05477930744256166,0.017514024854920054,,-0.06455185078635979,,,,
CCL17,,-0.02195703286577555,,,,-0.021816755631670445,0.023491348181602728,,0.000699948700922606,,,0.011687548419885497,0.03729482849637909,-0.014885399133523014,,,0.0826213212136176,,
VEGFD,0.05078502597075753,-0.024462559321475716,0.03326138225605968,,0.07646121234972701,-0.02324390783896547,-0.014298044486318374,0.09422564514275747,-0.01915230320100718,0.013863380089630374,,,0.08578141849678908,0.020953812687753006,,,,,
TNFSF13,-0.008278485741139752,-0.015145469857905791,,-0.018955179272693762,,,,,,,,-0.02838819111976977,0.026473461802970097,0.0178404768218087,-0.011760783561593397,,0.005961149569688378,-0.05712269211579452,
WNT5A,0.01672230943622283,0.03060035797298011,-0.03683442253672744,-0.02759885845003902,0.09048487715089325,0.010378805218253264,-0.01881558269481337,0.04465293708269423,0.009129463373166617,-0.02912119823277227,-0.02948739754195814,0.04431273825404152,0.009297374248018919,0.07115863848026717,0.06941156165908136,-0.009216455711315168,0.038772458749762616,0.002765032034646898,-0.0098603387156917
CXCL8,-0.06338544123454769,0.0007781593294355245,-0.042860783019943414,-0.026962513098485123,-0.002982170807144334,0.010925181371947182,-0.01331496072530251,-0.061531113353196734,-0.02853976679402683,0.08646393969223062,0.025161268326355624,-0.12588285599820453,-0.19922475848835225,0.042898584444719855,0.012216086154489316,-0.028499197541555627,-0.03984767769762163,0.05950003514855486,0.09800196049347518
GRN,0.08319738859217139,0.018356507751104856,0.01206893718805807,-0.05873903008137986,0.08696349101216466,0.0364341177674698,0.015411455640600879,-0.045958848042329144,0.03653143437874253,-0.043705469653379805,0.03804932582343564,0.05812016304300617,-0.027998510750264764,0.005899496065243651,-0.0001883385590863096,0.018951719643388567,0.052995880716369036,-0.017450487884382814,-0.03613288974095303
MIA,0.06026398507794022,0.07622846179522927,-0.03582146206066383,0.030493487938687613,-0.020310382484892232,-0.006670844647167299,-0.01626101446305588,,0.06482378478522231,-0.015296311806482301,-0.0400814265756522,0.1286763770750872,0.1649280297050451,-0.05184184130644969,0.0044939681577304295,,0.003842063358814036,0.07284905720486406,
COL4A4,-0.013191361166623627,-0.041398470187416526,0.026405089172684974,-0.01803501563026522,-0.017728102745867832,-0.010259626026677909,-0.016434781180249464,,-0.012062601887905882,-0.040098638787482856,-0.025970654752680924,0.09980467324642149,-0.014929233536486949,-0.045748537263735255,-0.02447774484911811,,0.022149230524466545,-0.03889307569290888,
TAC1,0.0385458565989312,0.06435599982766098,0.014090958014195958,-0.006901357955773403,-0.07496593560378524,-0.0027921844189264453,0.06107553927958783,0.14853884997796882,0.08030874514703078,,,,,,0.019207360086464093,0.07324727203854271,-0.030964555871817494,-0.008137880562071157,0.0161101245125266
RARRES2,-0.03422354271435581,0.015191284224416656,-0.059239106042706005,-0.040925315614950025,0.11547556727828888,0.06097653824374096,-0.014229332025110241,-0.1030542488259567,-0.04753773898344008,-0.11708724197474557,-0.012644562871384551,-0.042405856766127716,-0.05911278419038194,0.018971826610812377,0.005987004755349971,0.017161481626211155,-0.007522459363711725,0.07450927448801672,0.08091855582233218
FGF7,,-0.005472985107000251,0.02975383656376563,0.015043653490112134,0.0925129197074045,0.005745164852624554,0.05976580383300417,0.006578169553459771,0.024403617745482,0.0042023571821732005,-0.05965007018483376,0.07899808225286219,0.06365581276803858,-0.049223078608481005,0.024730608379341268,-0.1166590518884281,0.06289600806100729,-0.011573507081790224,-0.028977492152791343
EFNA2,,,,,,,,,,,,,0.010003348769722432,,,,,,
HBEGF,0.08409227043391215,0.02027694195759946,-0.049702913834651606,0.02054987613605251,0.07510929174366156,0.007803490075997855,-0.03671874917464973,-0.02740311854610913,0.0001549637117115992,0.0004364101718923425,-0.04497209014946684,-0.02483736785210447,-0.010441131019438525,-0.03294346768200017,0.0012559829617693821,0.054000971406331394,-0.00211464724256097,0.13735800684825117,0.09372192346085072
CSF3,,-0.02617086867561762,-0.07915543784128255,,0.12174277767540385,,,,,,,-0.12550595313189855,-0.13094305315355362,,-0.003139666356138559,-0.04050985158208657,0.009404816633068426,0.011077035212219222,
PI3,0.022412761074239698,-0.02508331441548012,-0.06451449743020143,,-0.021119493960486686,,,,,,,-0.0989186808813817,-0.20228391793520545,0.13002838579852477,-0.058023459232000134,,-0.01348001550825137,0.06046494508179424,
PCSK1N,0.0763937087596485,-0.05528273824231386,0.03291054073304647,0.08519096868942283,-0.021351677314241264,0.032205551896971746,0.011666007046027849,0.09950185682234794,0.0701808072858294,-0.13740653229458646,-0.04851819692119689,0.04187029888134355,0.04400918153064522,0.07519121216220435,0.11429782673568613,-0.013005824097374614,0.01879854274928846,-0.09891773162891646,-0.04165370518657241
NTS,,,-0.017581266987127468,0.01181072425240972,-0.023053369714604567,0.01699746544057912,-0.054041322232412786,-0.030434076855696005,,,,0.08438782612871393,0.054874407732070266,,0.004207335567551045,,-0.025026058880834447,,
SFRP1,0.04341456999254117,-0.003698820784424048,0.11578360978778875,0.007103855332501762,-0.019694209144825957,-0.017948884392776334,-0.01949258200166646,-0.06973214405101012,0.0522963182112238,0.025130456926195633,-0.018574584015419077,0.12225405998421845,0.04504255122173074,-0.012349115333599985,0.016925012381130373,0.1194920842073376,-0.03587066878898293,-0.03373550727720787,0.028944016710779875
CXCL13,,,0.0078047478712702945,,,,,,,,,-0.005598587147484965,-0.05263046602109676,,0.002663649044245397,,,0.0704233822980955,
MICA,0.0613257836315526,-0.06137264535514584,-2.8939801052393016e-05,-0.020618090193607178,0.02583372332556562,0.026765818889528146,-0.0297951440518807,-0.07236708431052957,-0.016524776202597003,-0.012118924381341796,0.04427682995402283,0.05290812371739295,0.09653860705753013,0.12226003825465953,0.0401234875673029,-0.06738882140595058,0.07363887071728767,0.061983236242427575,-0.05323378861685425
TG,0.018883647140735302,-0.020674905665393515,-0.021214034266123154,-0.02541302534716073,0.04468686835203793,-0.021979555676661544,-0.014106696803641542,,-0.0005717533092325974,0.05640644599928232,0.11571628193412377,0.11508102545573648,0.0668845965434564,,-0.013253473649989326,,0.041325149657359235,0.03512710436402056,
ADA,0.06735775124588622,-0.003321462613214453,0.049522564738861956,-0.02054660858395995,0.05746056053841184,-0.04849056952341974,-0.010214512219209458,-0.033486220146637165,-0.030509350114000678,0.029393976816322442,0.021169119217978434,0.05486049190229425,0.031812920261330965,-0.018458422432077893,-0.028184386995355543,-0.003530076224799177,0.014748849258739444,0.028657256001323846,-0.017022773847239103
LAMC3,0.13087199678048014,-0.05268092110327936,-0.002888803045841169,-0.015120866394743377,0.13159101377049381,0.008002075354753026,-0.014715140647515345,-0.07421750495220439,-0.04546742793003729,0.0526183384775241,0.06361017769413413,-0.018341795909091685,0.09287764584650987,0.0619014980029373,0.026899386648051138,-0.07962823403847938,0.033069169227377924,-0.02713018935262724,0.075023722340532
CCL7,-0.02628848712414747,0.004147988952627717,-0.004759971999085847,,,,,,,,,-0.04838949779931718,,,,,0.005241570650035369,0.11667978060337321,
NGF,-0.013005052877413683,-0.03424951122042219,-0.025015771171495702,-0.024250842387214467,,,,0.04127048974805645,,0.0825499957735264,-0.03052570788497554,0.03372901890894615,0.03480303152233925,,0.024792509673943783,,0.006900304874408615,0.04614811414513601,
TNFSF15,,-0.016645244203883473,-0.023128219700752108,-0.016539907505126357,,,,,,0.1369419496104035,0.0590594269203484,0.001585014127440891,,,0.0032762122799501266,,0.02768310170454163,0.03477007150158615,
HMGB1,-0.010354207808193046,-0.008557114295550167,0.047378416700106805,-0.04995848858017723,0.1130844515772095,-0.01896394432834695,0.02357251790817612,-0.0975040751007166,-0.008895083939289627,-0.049401602454015044,-0.007057421149420805,-0.009700705422933022,-0.021906277565390427,-0.03191815589927144,0.013003299028148512,-0.02331897548368398,-0.04228153264107049,-0.025169693017961212,-0.029374152322981333
ITGB3BP,-0.05730081011596263,0.07710866287209071,-0.059874132623620485,-0.0156460544063896,0.09685620033696851,-0.07457272079301058,-0.031536668112976646,-0.012654352710267078,0.05155193830200343,0.09221196509244729,-0.026534545275441867,0.031738716489368664,-0.01376401199615857,0.057112271893296596,-0.031567409322564376,-0.08136997825748331,0.03734970896064157,0.099183193117593,-0.07416465081249808
AANAT,0.015049044628524627,-0.015145471474352962,-0.018623706290120348,,-0.01691841188948489,-0.019766342868944915,-0.01626101536753502,-0.02861252690772094,0.06028742788431468,,0.011921564403695848,0.030840416672111935,0.1275390072409696,-0.020676405209050015,,,-0.02749535352343316,0.02353667281144901,
RELN,0.01886051313384572,-0.026289146726236747,-0.021712325439991027,0.022313395932393787,-0.02670815725139788,0.04671321137402435,-0.025323716632770273,-0.017174307145621848,-0.013431196046921747,0.013278409217958365,,,,-0.03914914724408513,0.024117710534489956,-0.014574829978034916,,-0.013010419350163376,-0.05431574427407238
IL15,0.04695913554714744,0.0010797719944635495,0.01928669299174862,-0.02095246515730897,0.0722692950340746,0.017149134221803104,-0.026274834555710037,-0.028633030493068208,-0.02223244426816662,0.036238059353676584,0.040649165931982846,-0.03777707433997676,0.048602379200700145,0.046226323474466216,-0.019140369715868088,-0.042845324404813034,0.06928334297782582,0.05032435709676681,
UTS2,,,,,0.011028158765809785,,,,,,,-0.05307308744403147,,,,,,,
BSG,0.07008872322282238,-0.024641361804496952,-0.008054551517050942,-0.016762421237216937,-0.01537445392298,-0.060430973888548935,0.026057164702277213,0.09550100061534833,0.0012710294075839617,-0.029336972964928962,0.1548859106521715,0.0148664375297456,-0.026417527412830523,0.08771107277918229,-0.01215192176043217,-0.009518309075463504,0.05908475838670934,0.05597819518371524,0.00236031262213855
ADAMTS3,0.06650152310468156,0.024012300290341636,0.005383981578848617,0.012778312132961272,0.11538568868570845,-0.019637321266238367,-0.004208669393889363,0.15265421901789877,0.018952091004782505,,-0.025617918281343702,0.1156108950621878,0.1795360487648928,0.04691035586985006,0.043245371856992045,0.07880009057025235,-0.0011369354253313517,0.08953595075894692,
CD34,0.09453664624126241,-0.028807690791943265,0.018140051445867902,0.007744552551826971,0.09584257659801315,0.0837557406982975,0.009144710095893755,0.0909157823682249,-0.0031978800579434826,-0.10506845992655474,0.07179361407512959,0.05419233559662934,0.11663742248207713,0.09099213112810935,-0.02116543372435432,-0.012886002812442366,0.018830161781612596,-0.002271019306163567,0.010172509693940426
CCL23,,,,,0.040510667496048966,,,,,,,,,,,,,,
PLAT,0.08547860500757788,-0.039250844822962073,0.02701979135669972,-0.030368421022139394,0.10372747257499274,-0.0021417661639513857,-0.024861029563971352,-0.011670432298646356,-0.021268530501689493,0.035176602751772874,-0.036864475696289645,0.08080829202185515,0.10369420924974627,0.035956852933481234,0.06443398897727572,-0.04816125820855621,0.04252251186926933,-0.005342095892115407,0.03171316375548345
NTF3,,,,,,,-0.026249157941960952,,,,,0.16570565703903598,0.13136219248457276,,0.052515941725137766,,,,
LTA,,-0.01915835899728772,,,,-0.004448240417169799,,,0.0693596011573733,,,,,,,,0.010541830772428089,,
CKLF,-0.024017527245748252,0.04063281073368249,0.012361347305824319,-0.018379033992317842,0.125902906586404,0.009749974306757333,0.008735729859167866,-0.10083765711477474,0.01350067721309535,0.14469696279921734,0.06288013748080092,0.11552037287813938,0.13780474279911367,0.05504316018865413,0.0844570533288285,-0.03112451873379378,0.020081708941721763,0.002354935101379983,-0.02126212268170114
CD24,0.05576202307918046,-0.014305596703227372,0.0194785913220147,-0.034516507044407826,-0.001055152005341039,0.07638443532274525,-0.03212403610063403,-0.03275289241291708,-0.015506228778938655,-0.12806142398917064,0.12406587987415135,0.10781871689713925,0.11263968536968394,-0.004735068739618841,0.061567111417861524,-0.03560984611272925,0.07364178537713588,0.07317016930755163,-0.013223283264163702
HSP90AA1,-0.04715744757882585,0.0026082341341053055,0.024834010282549487,-0.02533053005092031,-0.08282605767063815,0.06779938015463216,0.021099997346983583,0.11380863569157484,0.04757821120634079,-0.03402749572142789,0.06029816541763067,-0.16930034026391894,-0.24529981696654737,0.027616734490965345,0.017087058851246124,-0.04939116756409175,-0.0677995489945861,-0.05101890250371239,0.0990723687800711
BMP4,0.07759138866181904,0.002717126672253245,0.010175222897321314,-0.04314737348007967,-0.015067042263483087,0.0012149159973505528,-0.016637793016156734,0.049304333449837,-0.01894434112020902,0.10206711307466754,0.003521689948162611,0.07178088215039434,0.0800063300313546,0.042501864585699746,-0.047034154968407065,,0.029506203423788648,0.052816063951472474,
SCGB3A1,0.1103029778501162,,-0.03620349473450229,-0.012124652204549072,,,-0.013716325506457504,-0.029046433732529287,0.09311067407963346,0.04760995242787156,,0.05845653999960458,0.08514760998002034,,0.009344765395121666,,0.112944671917441,0.06138450919954021,
IGFBP4,0.11105516417430804,-0.012751106706000062,-0.009137979042133112,0.03306557776272669,0.11764502914452626,0.030564892043683792,-0.005643301156221912,0.001192034270483153,0.008515300351172898,-0.03226723926583366,0.03166076235119078,-0.0361659941305049,-0.035878141639481866,0.09020973586127803,-0.03726717448298996,0.011633555083213266,0.013983880340048053,-0.006058187047764639,-0.07440675652389848
RSPO4,,-0.029325224997551174,0.02357358744908997,,,0.003750889907095617,-0.013716323500134613,,0.0031322145002696928,-0.020633112509776494,,,,,0.02854442590776082,,0.051677120461917116,0.13182345936396833,
LEFTY2,0.09287667457729219,0.023655594425783168,0.023619800713172188,-0.00041711807860291846,0.1267463610183987,0.03695450969085898,0.06210245400975226,-0.030434096894516347,-0.027445707553154224,,-0.027340552678832643,0.06754535314666789,0.010432969822303264,0.054189652726667994,0.011855640602921798,-0.0348175868091674,0.0076130214130157164,0.027109991023985335,
PF4,-0.027270082744889283,-0.013041768991713783,,,,,,,,,,,0.04891219574265105,,,,-0.03700459363017771,-0.02713191333604919,
ANGPTL2,0.03176437862480245,0.006942675830264959,0.013313255253731742,-0.02541748614183399,0.06291599163048647,0.07614522251103874,-0.02097678011552082,-0.07240830966625879,0.0016814970406636995,-0.051562295550552806,0.04051388102832211,0.12913933750209933,0.09715216176652368,-0.0077273723401332095,-0.022945173373898627,0.10987167072934342,0.055069193559166785,0.024543895624022077,0.07790292253662251
LRIG2,-0.04929416163192707,-0.009124748943483406,0.010960911171695033,-0.05229394087050645,0.02077099696140736,-0.004548986252639288,-0.022684100720547107,0.01725758696926324,-0.005470425311843097,-0.01002372487537501,-0.008650555202356627,0.035177301684459754,0.01670162396454473,0.06454291608923794,0.05495508933594009,0.08347865333394826,0.12720839580848256,0.06694195494568991,-0.07389287213913902
ICOSLG,0.046761379155964254,-0.022547733041523816,-0.02653442016284069,-0.04676592141399618,-0.012448560922579913,0.040125188856028324,0.05111890971441764,-0.010089662745687738,-0.004755792845744791,0.022381052874228292,0.020564857094518545,0.10325574148932196,0.14139600486558088,-0.0364542417458967,0.05953862980414026,0.01867984587055299,0.07300339820770688,0.0005653767734834693,0.1945396221492835
WIF1,0.0032295928334387315,,0.041498293519071354,0.03306497766244775,-0.05770154300875523,-0.017085875071879298,-0.025811280927451552,-0.0621513020410696,0.04579843703026529,,,,,,-0.00623410452211415,0.14481361788692843,,-0.007869877443087746,-0.10210193039767812
NPPC,-0.031046007235093043,-0.02023099989018119,0.036254094570657064,-0.018935114034612174,0.01705257611965254,0.000832905149144444,-0.019062332989512903,0.04345620866229983,-0.04746716626558776,-0.06687467678766901,0.17343114750020497,0.07920159245423057,0.01637525742218695,0.02942814633325232,0.04359948519896293,0.03162465468803836,,0.026297306918703984,-0.024443170058182657
LYZ,-0.0023147272661310082,-0.0375799719264954,-0.05506820993472396,0.033638280568617826,0.10371039385048145,-0.013163154740366364,-0.013585924997608814,-0.033304740307553725,-0.015379465562759986,0.005773410515637193,-0.0575959613256141,0.04441122295153962,0.04511545147032503,0.06155052100596207,-0.03357515479752469,0.052327598118860376,0.03637686235314014,-0.018517092117179747,-0.016689009606829452
EREG,,,-0.032345641638577546,,,,,-0.03130779169381238,,,,-0.03998140815715632,-0.004664812368439428,,-0.04728143306168387,,0.024238010819531006,-0.046632370584872705,
SPTAN1,0.06304025220352326,-0.010704489441172934,0.0053739627985030765,0.06033578840483623,-0.06418094425578462,0.060930445292232724,0.030410892027854724,0.14699929678068416,0.05097597247995602,-0.0852646558319898,0.06886171443607923,0.15956072180601202,0.13878715618707538,0.029534514453851007,0.07068898086083192,-0.03007099442690538,0.0003733866959070979,-0.02082786696875479,0.03771879403039531
PTH2,,,,,,,,,,,,,,,0.039225869986631974,,,,
LIPC,0.10159313448842149,0.0006620294884848371,-0.0313253022702065,-0.008935699808075941,-0.005375793468857131,-0.0130568255194164,,0.025009451687270035,-0.015114372426665596,-0.013919603737104776,-0.038861914723664535,,,0.04170791573639697,,,-0.009224723776119631,-0.0007504701249921684,
COL8A1,0.05743853231533604,-0.008313883354836491,0.0405738740475684,-0.028041407078469513,-0.017524422926768975,0.016625348184010777,-0.021383882259873845,-0.09047799728282528,-0.02742134347198347,-0.03313017288147553,0.029644504553690113,0.11609850331839523,0.12290257131284735,0.048902930106060706,0.008318299387725105,0.056522419868771906,0.04817560036826859,0.07145850780791817,
GSTM2,-0.011045046715939814,-0.009031750800152376,0.0008440242732071719,0.0030739581628702246,0.03781174848502142,-0.012369187084166056,-0.040541003315357746,0.004244852867051649,-0.025098673428359686,-0.043421151531292675,-0.039705387674929433,0.1258970244467786,0.12437215396196928,0.015456812659804987,0.03972549824328035,0.03171675595005998,0.08505310219282995,-0.006276879626975412,
SPX,-0.04754545025838041,-0.00699295963810987,-0.00286978722113013,-0.056332783762336365,-0.04296091882034622,-0.05660567805082675,-0.04759012324420702,0.07389322599306888,0.022045678757016945,,-0.04752506606319832,0.03180253226812008,0.08836787392066796,-0.012900899218834841,0.0024749437524609003,0.016587274906769593,0.014833486933503105,-0.060208374135104166,0.009804166068205417
MFGE8,0.05517828180191393,-0.02488318924386102,0.034884797175849386,-0.01848712497093302,0.0165997053920233,-0.007102949658146463,-0.005978418255076875,0.015998819784684076,0.011608792814380108,0.04496047456797224,-0.04311387038277411,-0.02380908107570488,-0.04620627355115465,0.061102226523210214,-0.04287506421186271,0.011751112376736943,0.0635917728423319,0.06152403711179016,0.004248210932244771
TGFA,0.08588865875320968,-0.02931216005132968,-0.06184692283573151,0.005451921329506193,0.048903363437887024,-0.0427763120400562,0.019152103538025968,-0.052392638286006876,-0.0281602902201766,0.046102600691232405,-0.013605510917029698,0.021187022149371706,0.11244976854682355,-0.05963773225742615,0.054548287642660995,-0.01450159143178628,0.09344119120429464,-0.008731422417611347,-0.021831256234034476
SLIT2,0.11971573639332507,-0.004374174757033509,0.04072278345991937,-0.028627403823130535,-0.02168066768544126,-0.04590586723754481,0.10414685941775924,0.02142181368163991,0.07140856088440874,-0.07280135753000733,-0.028971544354254482,0.11359127983604896,0.09139486563035895,-0.024991409773926415,0.08153684409360767,0.03571706371872816,0.06159849549799128,0.08822707733376023,-0.048437149848771704
PLTP,0.07226785420423074,-0.07527923374706787,0.03587048692789293,-0.00015585254996339072,0.11421601356834839,0.027227262428828922,0.007478242192367585,-0.11418556359978836,0.03929423792219988,-0.06186860969914576,0.012847041853673736,-0.006394482625183607,0.012071410890182835,0.04289106253120266,-0.03641289846324662,0.0323415303613785,-0.0052757567211392875,0.008690197677317137,0.021427545664589563
APOD,-0.040881372097280676,0.05400829267365436,0.003275225859856066,-0.01022157546670534,0.042139399199001656,-0.015638354002176072,-0.02176944175780118,-0.08214074609689223,0.0253211098990716,0.01722897804584817,-0.09133191974107167,0.11399737816842694,0.17451519163228596,-0.11407736743600261,0.029486568179148024,0.0804949640219039,-0.10135073819077303,-0.10908043678261788,-0.007300190799904569
B2M,0.08273977526824797,-0.0008214557886169534,-0.018035625598907576,-0.0070000263460820705,0.16274113627784395,0.08182787418026193,-0.0763845551558441,-0.10222494808766479,0.012600336029024224,0.06183076977881732,-0.07555518734261538,0.052689663423095036,0.15725171913439054,0.05597192468521047,-0.004234704158161362,0.06341931224152363,-0.0017820770798454265,-0.051139841751235225,0.022149168609521697
OMG,-0.0038366317929547354,-0.017754533626227476,0.04536769093339036,0.058902396603424396,-0.05710074093985637,0.10244140554493021,-0.03449968302013992,0.036425057962089016,0.04081861255845172,0.0280722353948297,-0.0691515426749202,0.137031071681121,0.19853411787289188,-0.08104036854816243,-0.00904758907451254,-0.030840954809742825,0.07347913487488433,-0.06377208721473322,0.08772572813464236
CXCL3,-0.035204354412916375,0.010466782616407053,-0.060115841207787284,,-0.02221306606711383,-0.05140737465055759,-0.014673566834112703,-0.019309644799514754,0.0687445890116752,,,-0.0711246203317648,-0.06359820008390596,-0.0354151009706894,-0.037766765153948896,-0.04115126330496583,0.002251570823458247,0.13183100681882484,
CXCL10,-0.011330307795886336,0.06688583690390594,0.06501884314648528,-0.016007688784883085,0.1476422590617737,0.07288657248873125,-0.02229022200432968,0.013284543443846565,-0.011581948193334718,-0.07934507196380461,-0.03455542599066438,-0.007550048143294927,-0.011672640535035307,0.016965964926617814,-0.005816777362493095,,0.07264533235378147,0.01915596138630386,
RSPO3,0.044162787948094584,0.004093170284156539,0.07563623062448925,0.020283086116683093,-0.027780929410767017,0.0007285002252384053,0.033912802350365014,-0.005488058130989904,0.003992863671093626,,,0.05896840264107344,0.1743605533863962,,0.07567374646493955,-0.07490353010348375,-0.010557749471598902,-0.011137740581648653,-0.04360710203849419
CORT,0.026333773293352594,0.040821247185084814,0.01303284517573459,-0.048205244109669004,-0.012856231298007986,-0.015107160619505436,0.04700841847052946,0.07000636740720297,0.027829259457715604,,,0.02245713885655529,0.0002975474703534005,,0.06499802697961679,-0.08282599395050383,,,-0.04656532198166451
NCAN,0.04879660025261324,-0.012966543422597992,0.0744149432117361,0.02181522008892885,0.012435620800386847,-0.008149387025499328,0.016247367344642945,0.04639227468963794,0.03401805009085882,0.11713003278071756,-0.015858821054261382,0.15418269965229447,0.1869491848115519,0.027596944446589503,0.011069300948949156,-0.026740503469268023,0.04075667121612763,-0.07645927641783556,0.030773588228681894
PRG4,-0.03953474511858518,0.12050543751350616,0.022927436606129604,,-0.024065832583822288,0.012148077592156994,,,-0.019561996538725535,,,0.06433626349928274,-0.00556625458022561,,0.048756877742357735,,0.02815646586303927,0.030304533337876076,
ZG16B,-0.026562724108374385,-0.017348896357940083,,,-0.011086995528359723,-0.015126662915775227,,,,,-0.023783690815693606,,,,,,0.05643635924413905,-0.019921754894234662,
TGM2,0.05792492227586013,-0.01690454700815113,-0.024520866250317443,0.04091589650732071,0.09683134603509848,0.01625956586030558,-0.004820446441460982,0.04007868833906034,-0.022522815174640855,-0.058557965735874865,-0.039497741191528456,-0.0804005490451174,-0.017465356147604343,0.030405757848862444,-0.02922616773718133,0.04370032743571057,-0.030146399342093802,0.026165163397542282,-0.037521002176119554
VEGFC,-0.007796950144029068,-0.02664120674973515,0.01704058463863703,-0.016598393696460465,0.016184019175731184,-0.03385128008642839,0.04725234076228156,-0.03537766829577933,-0.01996379720627786,-0.025907696828387953,0.06485781937672927,0.06509121013791584,-0.0671627509358434,0.030451773225775303,0.051719013402542716,,-0.003845967466329015,0.08043394023020875,
WNT6,-0.0259401057968733,-0.02067490652382657,0.05584902262712688,0.04934274395242725,-0.023665595061773043,-0.01684053114611615,,,-0.01742339409124118,,-0.022618292758017737,0.1281292917746404,0.04595700496805641,,-0.00975381158843462,,0.1019574056508807,-0.03570492240882381,
