,UKF251,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916inf
MTMR4,0.035886102065279826,0.05426331932752972,0.10774823637483846,0.0041984572217265695,-0.012448892707510813,-0.04754929615738413
LAMC2,,-0.016555284684662417,-0.03121452486948826,-0.01952626833234913,-0.015433147413063855,
IL10,0.022030259277071137,-0.019576555501016963,0.04483842081453437,-0.01883496100704562,-0.03214922608902276,
SEMA4D,-0.005445771299482933,0.18207199015051842,0.1368198678215876,0.0005416061783743535,0.11527448624991021,-0.03014483707029094
TRH,,0.07431603986729356,0.07707356019433922,0.038599429960684634,0.08164680499417411,
SEMA6D,0.008138548382009522,-0.029918749012589826,0.02937876985584195,0.005166518504570698,0.05251745337172602,0.0542853713698005
CEL,,-0.04096947780092862,0.06343575107960607,-0.011735425725763925,0.008237401733234924,
PDCD1LG2,-0.024229053562859593,-0.029579394815910733,0.03706737591904279,-0.036586894883276634,-0.019144826221060805,
SPINT1,-0.015211976877093848,0.07103150735090559,0.011278712155434863,0.001256011854682424,0.03149805483183162,
CTHRC1,-0.014557716323022604,0.04269054414861601,-0.021414531187096117,-0.01569397423419484,-0.08472946540082336,-0.037604354295513634
PODXL,-0.024702713773325613,-0.059749788372112166,0.04214813666287481,-0.029021462586170197,0.03477147062698344,0.008400230880418795
JAM3,-0.017628424207839808,-0.12747118752033215,-0.07643655191559966,0.03866020299598229,-0.033784339845796124,0.08047728329900632
TGFB2,-0.0064979546724887325,0.07642559110150984,0.08115874325915984,-0.036971704071658285,0.05387618172035895,0.05830647957081701
COL18A1,-0.00667632971137408,-0.03126124328131056,-0.08501338093400347,-0.05733941756489569,-0.13462415537316572,-0.04437508524700029
NODAL,0.007422401525256313,0.03571634341290126,-0.0057240000128322595,-0.01212974524217521,-0.026395173148322192,
INHBB,0.05063357295245915,-0.08990793632982073,-0.024076561339994623,0.047582749971850635,-0.04077780696942656,-0.03823620669563776
LCN1,,0.005895831149227281,-0.014447359617493473,,,
ARF4,-0.00887890694672881,0.12913525209883664,0.10900644232774324,-0.02140038773763881,0.0044660296222510795,0.08734600326752505
CXCL14,-0.04240713221634057,-0.08735682758880946,-0.0917379279366596,-0.021277570259448222,-0.00444698746293488,0.060055043394165626
LIF,-0.02695799694936231,-0.07168609919604026,-0.09405527972224335,-0.004179806077522837,-0.04850541657257483,
IL17B,,0.04486273715371621,0.03859896139073656,,0.01798935452173748,
MMP1,,-0.08117536854144138,-0.03189436962148572,,-0.04917310773448055,
MATN1,,-0.024074340865866007,0.032728959599462135,-0.019751764053661816,0.04115236483599309,
ADAM28,0.013501389427690313,0.04622783832010849,0.040120446470159006,0.006764110407423643,0.023838609871950685,-0.04411592171193216
TCN2,-0.014497195036342109,0.0982711288617666,0.027136690599185467,0.0019377875740516162,-0.009290781008047519,-0.006561634966838759
THPO,,,,,-0.023924706340120692,
CUBN,0.03192515508348288,0.05295990797084714,0.034493333907828966,-0.04619391734422685,-0.04976329496528891,
TIMP3,0.10797535064827013,0.08975326033717373,-0.005861665823897357,-0.08265075381192759,-0.08209121719048611,-0.031116942814710474
PIGF,0.011652308976525467,0.10889619692393465,0.10399032439789842,0.07296701829605783,0.07643516712564039,-0.098817842725536
CRH,-0.035912134461042904,0.036555560275493115,0.0013114622943233597,-0.033291350667508414,0.0643890521352928,0.09518403983024125
BDNF,-0.021535946826275257,0.02780647027752968,0.020611269474154568,-0.018845766250258408,0.03913948777386654,0.04883729504352903
CCL5,-0.015095423546947618,0.016979278307081423,-0.027916726427243164,0.02644123624496871,-0.03772879529765876,
GAD1,0.005304746517652868,0.05860469706183581,0.10093428207569463,0.004163659004409856,0.014480163252741778,0.12795094650722852
COL14A1,0.08128240489042836,-0.012504411507406048,-0.0637921701359388,-0.013381824306403459,-0.09479088201476756,
HLA-A,0.018517847794057463,-0.22409898644887144,-0.19530017533164798,-0.02339269981936646,-0.13509263811414518,-0.0031174329756389176
CD5L,-0.004642128308365158,,,,,
FGF18,,-0.030012815091944485,-0.04265827492710187,,0.0026944611803659513,
ADM,0.04048479553145034,-0.17901853319370745,-0.17946318014426466,-0.03816667635881882,-0.022771763901817142,-0.1083436887549637
GNAI2,-0.043459302165171805,-0.040198615016460985,0.022956807334745845,0.020624741022803452,-0.106705607408915,-0.010237772892807912
COL11A1,0.025305478373597635,0.02813050162138456,-0.04878814625192172,-0.029015747123798785,-0.042632338340019275,0.03813140888982561
NUCB2,-0.03436917031220925,-0.03890426776301589,-0.08986502665187275,0.002612125205539611,-0.020384930962602084,-0.06146462242092415
CXCL1,0.015176102313428214,-0.12216778037632636,-0.0479888973477131,-0.011807700966423829,-0.04428191715928881,-0.035219244572979834
VCAN,-0.06094738614597338,0.13392318204036702,0.172422211435204,-0.017753566124360343,-0.05679968053734425,-0.07477534455257896
MMP7,,-0.09560298709826316,-0.05783511570252066,,-0.031405325301699656,
PTPN6,-0.005486939236973251,0.011710195304551191,0.07098598007479039,0.032550199788625146,-0.012016158090947625,-0.08583797001736299
PTGS2,0.002794606493865764,-0.12239083885972098,-0.09513243912682913,-0.024418210906444814,-0.012226277659190286,-0.041450271270572485
CD58,-0.07997065380920647,0.04710669409694427,0.0779829821946589,-0.03134181431269774,-0.06742316397140517,0.13835929832303376
TNFSF14,0.010097614213776088,0.023565021553208963,0.03873445359113238,0.012133451532530082,-0.035351239948573816,-0.03824434484873757
CNTN4,0.07118019099165272,0.0878692874488775,0.06112251226642606,0.05671786012767021,0.056415642550406486,-0.03163226276081894
INSL3,,-0.01634212655794092,0.023183380746474944,,0.013002694589775864,
MFNG,0.025551241136645933,0.05425785019136388,0.07619849041700374,0.08561262638329688,0.023980092313587918,-0.04076833925234204
ICAM1,0.020343372528428567,-0.05153514040010043,-0.018482358989707418,-0.027832402462410852,-0.05370903296772933,0.04005785227871495
PROS1,-0.02750178101209336,0.022010517298429882,-0.04685022358998759,-0.0618288845755796,-0.03223838033336813,0.053396188459626605
CLCF1,-0.009583218212647253,0.028293436035622888,0.05931458127366221,-0.022019795394801388,-0.018692370907341736,
PSAP,0.016853904880357515,-0.07918909094241271,-0.18769327365538396,-0.05823289755003254,-0.08574903442931044,-0.10296443777417366
EFEMP1,0.058404566968381824,-0.0653743581579393,-0.004486245151881663,-0.11757877628627286,-0.013086605274402948,0.08929753998968526
C1QTNF1,-0.05530504420199355,-0.20221910183788103,-0.11091616940658758,-0.043609992596929006,-0.09415463166894199,-0.016229643751375776
ALB,-0.01813688094872174,-0.0035948960666742366,0.06814502821058427,0.03652507171854475,0.01564172366861301,0.10649991081228938
CCL13,,0.05140167691837538,,,-0.02305886997754741,
EFNA3,0.021946814351390773,0.06583493237690408,0.057967691665056435,-0.023511403729676413,0.08693674361081286,-0.00044777153128880415
DRAXIN,0.010768559184665032,-0.11864513204878653,-0.08943061300612373,-0.05684183463607381,0.009174062687585976,0.10384326676749378
RAET1L,,,-0.014244032923028189,,-0.014662522527157563,
NPTX2,-0.008635579218543141,-0.037425914008570454,-0.012974696210760925,-0.061659348162875216,-0.052027698388569125,-0.0072451617093904925
FGF11,0.06334646241281253,-0.10853920273532537,-0.020978270269289948,-0.007125647572719463,0.030184049596371255,-0.005083868291468343
CD59,0.015007993785502126,-0.035827087134929894,-0.030758336554290538,-0.035538334529831656,-0.13163331580925527,0.0007541495279524347
COL9A2,0.07876428415694288,0.14381910341975812,0.1277924102311979,0.018094010650217363,0.055607573390201656,0.0616838095133283
DLL3,0.018849518803456967,0.2284394478723577,0.23751122915689818,0.027994525080268555,0.08831479232881509,0.060226578317748296
LIN7C,0.02675852351497057,0.09231525256755002,0.0477216915567515,0.0006214484156562945,0.03750647898622123,-0.006818821808386022
GDF7,0.02866560459590533,,0.025271071646151257,0.035274549150928924,-0.0024378737577985705,
PSPN,0.03030976705245166,0.011595000978736695,0.05998923948498381,-0.04136626666194258,-0.02060487819957779,0.014247779929985098
ANGPT1,0.03369101515897853,-0.009835278548081541,0.04535337507683993,0.056389952535708235,-0.028274319602039202,-0.03789183736017428
PNOC,-0.028301419586126864,,-0.006711183978262727,,-0.03729401209748089,0.02897948405948031
L1CAM,-0.06275103773803414,-0.09285134893957821,-0.12167885010750558,0.03446422562485042,0.021239996522611677,0.059632710741240755
APOA1,0.10456930873468603,0.07828978840118744,0.025683569782183134,-0.008964855593326673,0.015478503094141383,-0.03194790089035397
PSEN1,-0.00035569894126013797,0.00217595401405155,0.02235562556717639,-0.03318496090489204,0.026743791566206616,-0.016078664380614303
CALM2,-0.01160706647093285,0.17577097037354966,0.15501592185767735,0.023945643912943248,0.08138220710812195,0.12771407168932838
CLEC2B,-0.02217488239370033,0.005249989686085861,-0.0899596883090267,0.019738686403827768,-0.08222517911909656,-0.015628550491840604
NTNG1,-0.0193889431347509,0.02358170943456662,0.11302172780458605,0.007019889139822069,-0.01944523970043661,-0.03808873325316581
LRIG1,-0.039313769757021035,0.2246808075324983,0.16292026286412264,-0.07592807302153735,0.028034135707055537,0.018404337812930955
CPAMD8,,,0.009441152267883706,-0.039600674253963984,,0.05495041285253307
GHRL,0.01798936629647336,,,-0.03972694763082434,0.044414952656439924,
NPY,-0.03702858233709304,-0.13935457356047443,0.03427605818588519,-0.03593604506595061,0.032231284051370816,0.08633781640828318
MMP2,-0.05041127105259797,0.03505529111786696,0.04076581076788435,0.031121734676713496,-0.054623397392150046,-0.035309321931383725
PPY,,-0.06560593710002666,-0.06400207323869907,,-0.026176265825653286,
ALKAL2,-0.027091059103276385,0.017555376210175534,0.04308578300748493,-0.01875760347014261,0.0674739444717479,-0.05816650378875895
CSF1,-0.028874216436919713,-0.06909227075453843,-0.0608925676551822,-0.06720224951240952,-0.024579241983322585,-0.0017150666235447708
SEMA4C,-0.02798014249737707,0.05322129284739553,0.02088389346091194,0.011749397576781532,0.027494531725914442,0.05379829396014813
ICAM2,0.11364219244532159,0.13689731208479594,0.028714928759885475,0.004250257366456024,0.02131605626498957,0.05235094753214019
SYTL3,0.0024063509860622217,0.010154950099658309,-0.04002670068675514,0.007313487716309129,0.041332079830703874,
IL1A,-0.035300816922655465,-0.05270304287500132,-0.029777529913055673,-0.010469383725276487,0.01146809869869612,0.07193676697000793
HLA-G,,-0.03097810749663058,-0.026573292053428652,,-0.015469391024091188,
PGF,-0.035086530386556056,0.14003192178502594,0.07751091230148385,-0.09382610796161275,-0.054611783129718566,-0.05515999923913237
LGALS8,-0.012203427592803174,-0.0041881017403029505,-0.008157688801625627,-0.04479664107180451,0.0026442675066122813,-0.12084616706448803
DKK3,0.007697876860592565,0.12171903340201266,0.09092677111886228,-0.07065556267291598,-0.029252571655127076,0.19084788689166735
COL16A1,0.01703927755866325,0.005464352167300872,0.017625117041625026,-0.0028022798870960784,-0.023712100459543063,0.08135130241433497
TPH1,,-0.016608702421440965,0.015613367616251796,0.029161628314644427,-0.060162709439343987,-0.030552708184688228
TNC,0.03677420228557799,-0.18063164257356845,-0.16893164326697852,-0.047695501299430905,-0.03629562332105672,0.06671607555876728
TNFSF9,0.01796101158684276,0.023495693365352618,-0.03474102933372122,0.05246083389004795,0.058896587814408145,-0.06584730767223139
C4A,-0.02669702443076697,-0.04015794440937924,,-0.026907191450070374,-0.05833037287826265,
CNTN2,-0.015295089548833173,0.1824126580889553,0.18399940511846935,-0.023671812761400346,0.049019460253478045,-0.04693736599569857
F7,,0.15122903517832487,,,-0.02476518294364418,
LUM,-0.014670330653611756,0.04675766682930932,0.10541381593880451,-0.010054810645099457,-0.07575517275302554,
BTC,-0.000893019663242521,-0.03660492742573385,0.03167881747673472,-0.02308738573491386,0.00735704796693753,
APOC1,-0.014647503963727765,0.10538973769603098,0.0316183161974517,-0.01503748313941765,0.10974355313754473,0.015267218542887186
PKM,-0.014669876412265996,-0.2044819961996231,-0.17306439624753925,-0.01878674742179524,-0.054325408259933074,-0.03954395259875
TNF,0.009044376843058562,-0.03552869489525358,0.03474974756306197,,,-0.05622961546345422
GNAS,-0.006497067811890555,-0.05668049864837771,0.05914463358998017,-0.0856184740030882,0.029768331559070143,-0.02150160380332747
BMP8B,-0.039535968024701273,0.04853756629086324,0.0018824000940823632,-0.006521635595394966,-0.0387157260566956,0.08270406441209877
LIPH,,0.04008599126124924,-0.04126756263185616,,-0.031017031983165577,
CCL28,,,,0.037099187674119447,,
PTPN11,-0.026421125219436178,-0.04396673162435526,-0.017814380276231234,0.07832683818395596,-0.0654579327316539,-0.024940244451003343
ADAM12,0.030154080679439702,-0.07685794389847389,-0.03857524508407011,-0.026655954730778076,-0.03558062648592632,
EPO,,-0.016574683095663977,0.04015139511438801,,0.006531216304249831,
EDN3,0.031902108725969006,-0.007388659934272191,-0.009473823472951467,0.004436966485883861,0.022675722158061417,-0.05018016046067041
CCL22,-0.03375143751184514,-0.044336057350039676,0.029285915460743075,-0.023087386756672133,0.023788326697030626,
CCL2,0.026076239944258988,-0.06701750499618638,-0.024766743955459324,0.05602267683597793,-0.03129940413966602,0.018797600418366624
DSCAM,-0.03822049649099944,0.10416113593509208,0.19137809730869068,0.10082621638783494,0.04844822028376711,0.14221038154132074
ANG,-0.0039790449544953805,-0.014621498197649853,-0.0604038928167716,-0.012916680694669964,-0.0017815785593932709,
FBLN2,-0.00908314122870268,0.12727831675344806,0.041318515411048244,-0.0333675660045624,-0.08720262481331317,-0.03125734568985465
VTN,,0.05636929866199057,0.07104023766419904,,-0.029892251988510633,
VEGFA,-0.017249191428314496,-0.24813943172532804,-0.2056200939751357,-0.08812280598597293,-0.05515948824891884,0.005253518637966558
F10,0.04727715556244002,,0.05852517844533724,-0.01997493747476514,-0.036588392072282906,
SERPINA1,0.004049025424259772,-0.13254504045281287,-0.09899641291899038,-0.009865712275682972,-0.05681141714275331,-0.09753502156106371
VWF,-0.01299327148236277,0.12271244196761173,0.04688245170342635,-0.009892162493656488,-0.03424180643567719,0.07040059852074096
GDNF,,-0.05479657557394225,0.0180174780454869,,-0.035915691373698995,-0.043232807839336196
VASP,-0.03571744758549651,-0.012170253844086031,0.00824079182221502,0.0467919087155326,-0.07661073261688468,0.09849188504162847
ADAM15,-0.010744927151899307,-0.044589915132114535,-0.015709944267339886,-0.03330749311071509,0.008409522913388513,-0.01555220604158608
WNT2,,0.027636540271252386,0.017069524747638256,,0.06108012465840692,
CALCB,-0.03568466668609019,-0.03203920817478971,-0.02032798285725145,,-0.07162973273868478,
OLFM2,0.030916835483550616,0.13511656930875315,0.06145134664172807,0.01220807073190902,0.041195057772821474,0.10312086396154992
MFAP2,0.010943084838269845,0.013282373439897126,0.021813129027898222,0.03966566382000294,-0.04015082702603046,
HLA-C,0.042236941443633345,-0.11762531563796655,-0.10375443511452029,0.047258563212177696,-0.01540189521393124,-0.0062418075225740164
THBS1,0.03314820147306067,0.013225900685202858,0.035141774519885705,-0.013269240859622639,-0.032477937190885695,-0.037903710823894224
HSPA4,-0.005095559201906786,0.06088168591747431,-0.02312615424380949,-0.06698561996255055,-0.031193956305936518,0.027375534437502017
LMAN1,0.029139279714823437,-0.10379589706802801,-0.10597650529257595,-0.038960833225210774,-0.05152793857230301,-0.014238206635765836
LYPD3,0.024542222077223678,0.03198657732574752,0.025103444350405024,,0.07568928170005826,
APOE,0.026289592891455903,0.16223745373072423,0.04130689549387132,-0.08544243581295272,-0.007956875350284557,0.06764788911442679
SOSTDC1,,0.10093961256071396,0.10764747508292181,,0.04043059526932976,-0.032625300236946264
ANXA1,0.03420865448972094,-0.07594205935507661,-0.05952021134661075,-0.0906240633396455,0.012872656925227233,0.015444089740028153
WNT2B,-0.0058379533423554295,0.08532800988129433,0.029815911192200197,0.01699686990952575,-0.017345291737750294,0.20449277840100297
AMH,-0.00230574133441846,-0.021195607860765478,0.024348042269136665,0.09215331975228142,-0.036709270624364757,
GDF10,-0.03500128546057493,0.02731050750041361,0.02472029004403904,-0.023474383847775535,-0.005749682014309955,-0.05427951164520909
EFNB3,0.03718336746790441,0.03182332535234762,0.062164908904372866,-0.025868544407421104,0.030833234483748778,0.07598767378710702
LTB,-0.030956804515352102,0.04042309742839266,0.07954402608518492,0.0022629855897672016,-0.05739642706528722,0.0893344759556803
