,UKF251,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916inf
EFNA5,0.10041496375017162,0.023316644267834752,-0.04082138799117513,0.04867217459146841,0.0037382356089779483,0.06971791787531509
AREG,0.02679647172953484,0.10956438534346409,0.10626406649771371,-0.02328158784013716,-0.05062703101588801,
EDIL3,-0.02089589541793064,-0.005971841166620883,0.042943745576865984,-0.006446961572400921,-0.04726702934612872,-0.06057748110245378
CD86,0.05113644027204535,0.05274214755307564,0.006532326990463166,0.06726346798778184,0.03742931035564321,0.05650370148736484
AHSG,,,0.12682443696956233,,,
HRAS,-0.0018757972066577885,-0.07222105537698167,-0.054702546014202255,0.012557150555885929,0.11161005642387134,-0.06605201288885977
C1QTNF5,,0.05175067732220577,-0.009421557241477899,0.006065862533684882,-0.019455357872511975,
RLN1,,-0.007510587496449363,0.015321531004835477,-0.01633757470353685,,
COL4A1,0.04086507090944751,0.05088420006973228,-0.029372667821097077,-0.03046495207968458,-0.08706655991467871,0.004650933379655044
CCL3,-0.06346345159846346,-0.013863326909497155,-0.03832211267911217,-0.010155985107836147,-0.029860694842049215,-0.011991263594789086
BGN,0.02273802338928698,-0.01693159884822673,-0.03888570018861578,-0.014257781410671536,-0.05191915316154579,-0.017569169127068584
RETN,-0.026297341973914208,-0.058404719330685514,-0.05555308541626559,,0.024315549433326956,
S100A9,0.054936917885209255,-0.2028441756363222,-0.07211369309684107,0.010373813715980711,-0.09580515542799578,0.02700901300713509
HCRT,-0.0007185193954658729,-0.01848736790467566,0.03831159860701416,0.03742733959909731,0.04398664129504288,-0.023639388065614057
FADD,-0.00046855892565440463,0.03516470271533267,0.04350478149581863,-0.00010422475563571281,0.0743020378079774,-0.010316481293931139
ACTR2,0.021719683641795138,-0.12377576876709503,-0.08693704331260287,-0.0338195927559915,-0.08367044707683488,-0.05534005514428946
BMP2,0.018221664995604223,0.06535667334999073,0.10396669675257043,0.010992253223311037,0.05792703251437959,-0.08119758246177597
PDYN,-0.027923126942561185,0.11356460514827232,-0.005563205351162079,,0.04868974116717469,0.040182711895516775
CD55,-0.06967213420545551,0.045947151079860596,0.010734178347975036,-0.045062054330606144,0.044930416551198664,-0.010225520863416975
OSTN,,,,-0.016864631156911267,,
PDX1,,0.20258518024540514,0.11964509532235156,,0.02157483799018298,
CD6,-0.041845697400330596,0.05912939126651531,,-0.021684933378643315,0.022958730325499326,
IL16,0.05264518092505627,0.05308449239650022,0.04798725076143834,-0.015297416493525555,0.019625428298611258,-0.04639182553594374
LAMA5,0.029602635866854594,-0.12378168250196432,-0.036108209797465776,-0.07631994473352402,-0.040671338858467944,-0.06815626829215987
RGMB,-0.010696796228058065,0.03625247284137664,0.05642333140645134,-0.006780514595756043,0.04058111850162787,-0.07930041646577203
IL12A,-0.03545025993299008,0.04115898358832459,0.029873726426343016,0.017597503014463826,-0.04214267526836981,0.03739037361781878
S100A8,0.031074099143698256,-0.10062966511716379,-0.02189230951447331,-0.060660688233248945,-0.05455272877102644,-0.1029117118189408
TAC3,-0.007545744732890308,0.01592835136498845,0.045804594311693425,,-0.0014565766816129822,0.08356180697388106
MFAP5,0.015370388806986364,0.008537114905272095,0.016078127036925405,0.06523072263260608,-0.008062781323905468,
CXCL16,-0.02298246827410216,0.049963057735389144,0.06485956421950272,0.07049026473703326,-0.01523352325019184,0.0017449782540745603
AGRN,0.026930998202552132,0.15455853471325945,0.15069853820757392,-0.06621477267636992,-0.07020382813515971,-0.023659854462275927
COL4A6,0.0644544648232617,0.12090001974848619,0.11801266373592928,-0.01771008877966432,0.026676204804835475,
FST,-0.029159428591425465,0.01476573797759277,0.06560636020968828,-0.020819895712253237,0.020959380436005322,
MEGF10,-0.026148298949933094,0.10583120064737044,0.12490124941100042,-0.023408381410296986,0.04083805663784078,0.04261929308823191
C1QB,-0.01059430136621155,0.06494371971438663,0.035511506492388496,-0.0354039858327022,-0.045618460286698095,0.03490072938841959
HLA-B,0.04236512996276367,-0.19129916473041564,-0.1814903823946381,-0.0251586566871718,-0.09831461094802721,-0.08786510810733976
PDGFA,-0.00958083359530463,-0.13548011186444914,-0.08623725407969987,0.015255713466412543,-0.06295101386940198,0.028579381534026338
LAMA3,-0.021272234808571718,,-0.008774415787130129,-0.019067948482769246,-0.0004750808802293025,
DKK1,,0.009509217941685815,-0.06724405837833713,-0.017122453307407286,-0.0034396365767431288,0.04159153318180345
INHBA,-0.013154736758922736,-0.0043435464510069004,-0.04713426337312517,-0.04766630178271521,-0.03860243055655243,-0.05223772481474334
IL7,-0.02415780607655975,0.03415082873765408,0.1171381924838655,-0.01787502420054665,0.005693479450256744,
FABP5,0.014354980921117026,0.011822530347257538,0.09269111765477507,-0.06373916256227742,0.03892177366306604,0.1736635628939411
CCL4,-0.0609735954711529,0.06543886028943494,-0.0435962946614031,0.030173369454987192,-0.016767208531312895,-0.05108611079270862
FBN1,-0.011503362683707687,0.017875698788174313,0.05218026557256539,-0.00768198930511027,-0.09403671806527002,-0.00809636683511036
TCTN1,-0.009442619179585696,0.06378652773608595,0.017862888520626757,-0.00941973689687407,-0.023164385588568436,0.03994817641795394
NCR3LG1,,0.054656253701142514,0.02937833420264484,-0.01787503369156196,-0.021703878831265934,
BMP7,0.07979673313240913,-0.06893887518042485,0.00020702631954481953,0.05012826442380022,-0.021897503666225834,-0.12606769146251712
NLGN2,0.04854738829203141,0.15490723848320287,0.13106414621422907,0.008643429274169312,0.07859194099250111,0.04569868183215242
CCL25,,0.10208673148850846,0.10743630633890683,,0.07601365998510907,
NPNT,0.024474262851704304,0.11954037683652866,0.09714062113463465,-0.027020923930655343,0.013432290586355495,-0.04928773819298308
KITLG,-0.0690469182374782,-0.036416580258569066,0.04111978549567208,0.058804614702578854,-0.03594550004296144,0.037833016887456175
MADCAM1,0.013843011858614489,0.10779659891450362,0.05228733792002092,-0.02366579434636343,-0.044849772077801324,
F12,0.029067827867724494,0.009161131639058592,0.03438814785249661,-0.007893056666678987,0.06808666726049452,0.11221230519128636
S100B,-0.028173675744076462,0.2358814469572597,0.24010500909745308,0.06383652304273472,0.039266822393851764,0.033733794651196684
IL27,,,-0.04805236185474078,,-0.008363073054257585,
CD99,0.044133161435764026,0.05285866598242114,0.03921532996759385,0.0043301671907626845,0.0458684582706263,0.030071877357529447
PDGFB,0.013692028970779561,0.023223677788630118,0.0166943472010829,0.07099391136303705,-0.09463390290645404,-0.01243500634532856
CLEC2D,0.005662120752872771,0.01708525066325079,0.12087409985854981,-0.027430875161302663,-0.0712137014151272,-0.038683422707695245
F8,0.023537566227273567,0.057684791398872746,0.10704778658243617,0.018601133389705326,0.03876874904595433,0.014578123622707245
C3,0.020118781652898876,0.012303885478835501,-0.03713394604843636,-0.09209795540452757,-0.0012269532625613262,-0.009515241768367239
DLK2,-0.029709578205239874,0.04059418246937433,0.12638113902370487,-0.019067956099235492,0.031095622319431946,-0.05018007690816703
TSLP,-0.0270910607284974,-0.026630687681896265,0.060528663996338584,0.10256451036508941,0.002887956539307173,-0.012001084126950163
OSM,-0.0027536996389088127,-0.019266816052491805,0.08762822106511325,-0.004987186757799037,-0.0070692767636818515,-0.001913239606451794
SLPI,-0.003543072025064486,-0.2423660600050215,-0.15317590575672116,0.07975776038967068,-0.05277357598469421,
AFDN,-0.03503709033433332,-0.005390711385501198,0.031305049566271274,-0.07045170626165496,0.06800785067884611,-0.022816258426251672
KISS1,-0.003853369917825444,0.05115997054522784,0.00801374909669685,,-0.04593786121152064,
ULBP2,-0.023889072778335782,0.041982140633619165,0.1278995168970674,-0.026735996020440852,0.05205451975762697,
ICAM4,-0.021696415559859142,,-0.033249997868361435,,,
ANGPTL1,0.024490154424076337,0.11237661366880203,0.0711395383967475,0.010262246887116973,0.019033972266930908,0.07530242171032292
LTBP1,0.014645737039082646,0.07048723540551977,0.01765505014310919,-0.0495522654683248,-0.001718680151114355,-0.002213118116337336
CD160,0.01397001338566072,,,,,
NTN4,-0.038777357668461465,0.21099186370379375,0.11348503178893504,-0.023474762359646628,0.020439100143840844,-0.07271403166380101
APP,-0.025934531384113283,-0.04115381301546801,-0.05894653756605028,-0.08992193471279725,0.027798426441951653,-0.05658914833005504
RIMS2,-0.030791745884424827,0.09161405641549733,0.013525581758221833,0.11778417927588507,0.05466183740420211,0.04314173429749043
WNT7A,0.015198874941438376,0.025522704110205,0.05702357197027457,-0.0038927778920067146,-0.045337113799355115,-0.038244352381929116
GAST,,,-0.03790023306187576,-0.020631226997382218,,
GPI,0.00346317252285639,-0.17963129743898132,-0.11088890636292661,-0.009641881992106464,-0.013626832329705154,-0.013741761061005931
IL1B,-0.036980044515228155,-0.052241562947922676,0.017667802517013734,-0.004555035747211266,-0.025018610911175986,-0.05773444663148595
SFTPA2,,0.017102960039432194,0.01707820435323114,,0.07802864520346312,
HAS2,0.005100529343303086,-0.07433930676749573,-0.046862215722719466,0.013744441621675834,-0.04335455403300705,
IL11,,-0.04268071081901646,0.033613993055300065,-0.02168493681616738,0.028011123481713265,
SEMA4B,-0.002604528623792974,-0.016693301524033997,-0.0076111017926343266,0.032940811782622544,0.02616998003503963,-0.05297651428889335
FGF12,-0.005266457339004345,0.0846121590735384,0.13395866255544153,0.09846453777331965,0.059408517389093814,0.08001302781998065
CP,-0.029053670894327158,-0.0862686749736392,-0.07426903318688796,-0.011671350936297141,-0.04835328904299887,0.07436093699422543
NLGN3,-0.04035631292170442,0.1866472420932978,0.17541921619833176,0.03551102974028757,0.04474415867806634,0.03646814362903655
GZMB,0.04454642147042875,0.030513819159793867,-0.029097073996931178,,0.03233426961445704,
PROC,0.07339786801186249,0.03542530413674565,0.03127520126097529,0.005577349695927111,0.01956057673323294,
TNFSF11,,0.014296901968479115,0.05688154803388135,,,
AGT,0.04364237015664445,-0.17543754400847542,-0.12805199404128387,-0.0427004080269901,-0.0024231170234056973,0.0203037487756583
PTHLH,0.006303715589384019,0.17038580717790772,0.06548939278412244,-0.04085114814622183,0.046157860202966694,0.02545779088911472
COL1A1,0.007960021717308977,-0.066749563262299,-0.08641889598528106,0.007930844388369409,-0.09464583156872121,0.19587212421888392
LAMB2,0.014949117802268711,-0.03520983805029108,-0.0704531751248072,-0.028705838275299336,-0.08192496651803738,0.014600213439103105
DSC2,-0.022342667900579722,-0.00984751558076435,-0.00020382155576441919,-0.008531399052571676,-0.02270127346477684,0.1125018213615202
WNT5B,-0.044107255241270515,0.05716123324134457,0.009616057037241034,-0.01626038115082323,0.06510106248417377,0.026396608310277726
LEFTY1,-0.0016426929713210415,0.050504271608540166,0.01753471199742889,-0.010923164431283786,0.03326704425984949,
FGL1,,0.01731286533852608,-0.009000009249222582,0.01100207204079772,-0.005186859505256881,0.13349114373879914
CXCL5,-0.029020399774552712,-0.13016379723138755,-0.048517561270290326,-0.038837108533308025,-0.025335251846273926,-0.005625733398668539
S100A1,-0.03481248575064821,0.13027250738231663,0.1577983757748963,-0.007833307853194348,0.036319615864335277,-0.11501869194792888
NPTX1,0.06334665019185036,-0.058578280667091,-0.02697627168553548,-0.01712244903867556,0.004220164003913342,0.1335764465951391
TGS1,0.09147989224270998,0.030482996028766002,-0.007202477912096767,0.017928096198092127,-0.008450018164097491,-0.10074675596783628
SST,-0.033232366551783195,0.02294034926122249,0.04353577640980319,-0.03621042422154786,0.04051766125281149,0.09659786325393126
IL34,0.003935710067328908,0.05238811367333045,0.013598788804544567,-0.043397058737250756,-0.044606801424491194,-0.05559636750650565
DHH,,0.03015942302689819,0.015776028125854553,-0.01366059872588403,-0.022428303988425397,
TF,-0.018496979505576702,0.131148529064495,0.15244316952036804,0.048747000369140946,0.08246895860381626,0.0017738844675096674
IL33,0.013217252750039732,0.03145771755735332,0.07197486759934357,-0.04174011434654012,-0.03744488635021153,0.06636759911716741
RBP4,-0.02374714863992098,0.18357589685970804,0.1984249699068267,0.020730161491759873,0.04907671347006862,-0.011843789378931213
CCL19,0.05292277783508828,,,,,
CCL20,0.01217450680129452,-0.13831872115856866,-0.08498983680678952,-0.019067958858826964,-0.007241787446236521,
NAMPT,0.04313740238568314,-0.20550646629705446,-0.16780202639999736,-0.05290483311844041,-0.09288510135021665,0.02290468776572197
