,UKF251,UKF259,UKF260,UKF275,UKF304,ZH8812bulk,ZH881T1,ZH916T1
HBEGF,-0.029412154775927034,0.03550874165682303,-0.06111127527381338,0.00553373666561385,0.07192176619976584,-0.055135279898800724,-0.007931540672700162,0.01164719040841316
CSF3,,-0.025797520868936826,0.01628707283281617,,,,0.06505359103021527,0.09998635944671358
PI3,,0.026574272553361544,0.01138581159490149,,,-0.0072564831274620645,0.07575844899598029,-0.04498870223726889
PCSK1N,-0.01003573873091796,-0.03647691954032132,0.0031544120892845846,-0.028449373148886598,-0.04837297781511366,0.05775474481999082,0.048751091270943445,0.0961654577737851
NTS,,,-0.021722815104761466,-0.018768850871540114,0.22518291929006035,,-0.03464221857415874,-0.016855905981160196
SFRP1,-0.00756409789495643,0.012358456720733458,-0.014919353767524611,-0.005189722916625437,0.04907397629740145,-0.08736098855515934,-0.025144307711179516,-0.015971078929484343
CXCL13,0.024408649778907113,,-0.014785270112467984,,,,0.008005656400938947,
MICA,-0.04643570879250065,0.03784612751980419,0.005760648971176626,0.0246831794114076,0.008948264048939378,0.02919210305871726,-0.014932709305166231,0.058008106773628124
TG,-0.02023078313160469,0.00755870248073531,-0.03164337680880053,-0.012056060808896677,,,-0.02025180235856954,0.03660336756134953
ADA,0.001533898082175086,0.03734172012290035,-0.03778742195260818,-0.0015382961372493043,-0.04254761018029882,0.04251897130435142,0.032370909948555994,0.007803921443685459
LAMC3,0.039467426915640376,0.01752360328481012,0.03514823068488632,-0.0020068313622992346,0.13259265347710292,0.0521036714231238,0.026496888753387012,0.027655845497734095
CCL7,,0.004653438704884459,-0.019602538407483498,,,,,0.017738385756662724
NGF,,-0.025333706419996976,-0.02092366949178676,,-0.02338914106252825,,0.06330400780450708,0.07046065760991886
TNFSF15,,-0.016407786842715485,-0.01451365291720414,,,,-0.015280421356372068,-0.02698795769582066
HMGB1,-0.008360497944645039,-0.06051199024065482,-0.03828397813757775,-0.020583413819351273,-0.009790411646543252,-0.023138198352885875,-0.03763158699365954,-0.07154105414358197
ITGB3BP,-0.041782248307508596,0.020629551254141683,0.038724837855363584,0.010515287120529107,-0.0038316731501446305,0.05692005413930504,0.032319892718454236,-0.0083545178538074
AANAT,,-0.014929409538229141,-0.013077669278377493,-0.021747613375911957,-0.021989232350793086,0.0959485568057715,,0.04811445973836079
RELN,-0.03363274589414346,0.01943480019311394,-0.03936994048040308,-0.021566804681006427,-0.02179338614925612,-0.01900141924224071,-0.018457093023662784,
IL15,4.031060567614081e-05,0.007001679775582085,-0.021153977299204273,0.08608097916708951,0.07955623156812772,-0.01505574119723352,0.006754042875758864,0.10696019321970135
BSG,-0.005256809775858433,-0.015381804659166103,-0.02854752501811551,-0.062098991930331415,0.024873230152647995,0.09508297267441163,0.08780182884135697,0.08309676914907058
ADAMTS3,0.02374965601314436,-0.0038393884895914325,-0.038599970186391296,-0.025345576382452058,-0.03530954025326583,0.027725688457371552,-0.011085318885672484,0.06443584521354737
CD34,0.0014685623105235453,0.012375506367428723,-0.007544348141324527,0.023416652634148365,0.07698345949607535,0.04963899724611536,0.03166214390888226,0.022146220406632843
PLAT,-0.028057888115120323,0.02162407153558918,-0.006457829811304698,0.005106953018236053,0.05870884281560157,0.03445606548820561,0.06357376367788885,0.004369276050970589
NTF3,,,,,,,0.033690412965752585,
LTA,-0.014877781505231436,-0.018885050097996025,,-0.020945218136772643,,,,0.010167113920584062
CKLF,0.06210021014405902,0.022076843359515146,-0.037692877485167434,0.007484607057415254,0.0718466500025847,0.052008101962042294,0.03860603800272116,0.04908525128898693
CD24,0.06808215395976105,-0.027960542048549447,0.003765386295683685,0.06049969816041258,0.05390226648243121,0.0011222900227950308,-0.012556235558738046,0.07951879240718153
HSP90AA1,0.0007827572429593217,-0.09830776621282906,0.036865782786472984,0.0202750129517455,-0.015588704230971582,-0.043872488327440805,-0.02291249061574038,-0.10863041169193102
BMP4,0.04602571938869901,-0.01052105563369125,-0.025379329781029202,-0.04861644123039575,0.061531841460962314,0.07857338070192402,0.07057666070418184,0.01656876926174533
SCGB3A1,,,-0.015573889677475387,,-0.010741139954954987,,-0.031732613511510854,0.03252969820835336
IGFBP4,-0.021606368138974572,-0.0010621343411615282,-0.021496480744552404,0.029840565355753,0.12255665717917634,0.025069772253321895,0.050523415146590554,0.04932255761254694
RSPO4,0.0036090863846167734,-0.02890687784335614,-0.017974800303981263,0.03361489541997879,,,0.013472695419871485,0.1094790169447957
LEFTY2,-0.01506050329826377,0.011819488106068414,0.05548859730212857,-0.03449079809680199,-0.02338914106252825,0.08389644058568009,-0.029062556174022786,0.08873158390400479
PF4,0.08178603787334687,-0.012855718008513891,,,,,,-0.017232939339673778
ANGPTL2,0.0007538172198168312,0.007973437607526739,-0.022781993823599352,0.019187037914422837,0.014581782498752083,-0.022380485361254025,0.040339167536459226,0.03665904039368229
LRIG2,0.025145148802239545,-0.007943132921036534,0.050615462599309616,-0.03452753290653186,-0.04458456044073667,-0.02986922008472538,0.03192660192895538,0.047106672432375145
ICOSLG,-0.043244881652726004,0.02306808421519625,0.06350822452296878,-0.014091381971298828,0.03828417918620384,-0.028761751855040856,0.022983915679822282,0.07788995934304599
WIF1,,,-0.025190509389816394,-0.01879847009211557,0.06825221027354303,,-0.019866009914077002,
NPPC,,-0.019942388933870226,0.006704306500312105,-0.004792164182927159,-0.05806860359676463,0.022141058119648442,-0.02308141169055465,
LYZ,0.010320740329519663,-0.0023760038956055778,0.00131651152516206,0.023511407289067535,0.06739720699989232,0.06290918735783038,-0.02192958172751985,0.04444763941750389
EREG,,,-0.009791017666414355,,0.06544163216687088,,-0.026617398685679094,-0.007700257543230933
SPTAN1,0.028863828634705654,0.059030506074204375,0.04612841082806275,0.001830968714811358,-0.0173411233775815,-0.0008089074554144609,-0.04750986174131318,-0.0060585823267101935
PTH2,,,,,,,0.053521882893747236,
LIPC,0.05968325761805681,-0.02310268272114383,-0.017402565177132706,-0.03899102405074914,-0.03019904396742653,0.017675796077347445,,0.11542361611501041
COL8A1,-0.00616450069716565,-0.017585362586010688,-0.01252782250786818,-0.035407075294480846,0.11236890912448201,0.039874464977122145,0.0899762412768704,0.08639934103288578
GSTM2,-0.029655096761730327,-0.02778490624608459,0.00020570748251775767,-0.004390748307665211,-0.03826866633305199,0.027591714808003223,0.0060128792889488705,0.01851160861615364
SPX,-0.033651025661385905,-0.01336338433535868,-0.034902483583113805,0.022074805900386123,-0.011944878246804208,-0.08484947538822715,-0.045678117443491366,-0.008061409497860467
MFGE8,-0.007918746028326004,0.012079983650697455,0.005436726957255982,-0.013908101364502136,0.0301863201024679,0.07518122515321256,0.01078129282144953,0.042822275965499715
TGFA,-0.03782569967495894,9.46503519722536e-05,-0.053511036021369286,-0.030369922345404126,0.002792339510006341,-0.052215367072322175,-0.004009737191217907,0.09773197534234644
SLIT2,-0.014790619612396876,0.09470919652199214,-0.02741329751436669,0.0025434098558700345,-0.04439998768942134,0.028471358727544638,0.04160617687586509,0.0399982411973181
PLTP,0.014541215767493761,-0.04454337232064774,0.010722861771550248,0.033099867486105494,0.0925621354677503,0.09749744850928274,0.010694990961767655,-0.013655905879007637
APOD,0.019763589188559052,-0.014915280470513001,-0.020379826992334656,-0.010712698205951398,0.09305347236313821,-0.07468623843828306,-0.03566984806971947,0.0500846974996684
B2M,0.04351112063119152,0.04003574090410236,-0.03625012440897524,0.09315461441517586,0.07330116186563695,0.09319147143716454,0.026803740599906062,-0.007276183296000718
OMG,0.0016903626973255302,0.021006236282761628,-0.021958651912222994,0.008747480243495382,-0.002317306636718531,-0.044407194943712945,-0.009361954353819434,0.09243783797502929
CXCL3,0.020666042243167117,-0.007677935672999547,0.03197984494540964,0.007116487000717064,0.03051130055229863,0.0372253950921936,-0.053734826004396656,0.017938254856943114
CXCL10,0.010376091608630367,-0.012008875054113825,-0.03563702175177448,0.03830051533678436,-0.05808030671284572,0.03131165690323707,-0.029200910134847293,0.04057985373824857
RSPO3,,-0.014929408435114807,-0.01740255444759759,-0.020182026414532345,-0.039907878678127645,,0.010193631874782168,0.05383927145168123
CORT,-0.024169731789691958,0.03145378941003125,0.08322678511943234,-0.005112695669276878,0.021357667188414507,,-0.012553516024442062,
NCAN,0.001196674297590926,-0.003238503873952288,0.028529806707553403,-0.0017970013966971744,-0.019263589771767693,0.011910469005674745,0.024601492005276202,-0.06032408587534036
PRG4,,-0.014734682295057061,-0.012460166506100273,-0.003997885924624206,,,0.003938928007597241,0.09030611710545253
ZG16B,-0.016285204473376984,-0.01710140085124321,,-0.016642877184776077,,,,0.0662185877695118
TGM2,-0.0018647970789987891,0.022196513946773237,0.019693062881484504,0.01691487035730806,-0.028896099913948814,0.011055024553331261,-0.003811911280260975,0.006161694129614929
VEGFC,-0.020910829679299428,-0.026261149204430595,-0.01918032515295022,-0.04481516217162076,-0.027188363009464155,0.007424669117832784,-0.015664337181245908,-0.010079591399738231
WNT6,-0.0150605036935192,0.03755802920051841,-0.017168909848518082,-0.03703812956272821,,,-0.028362227057361536,0.030195163686218867
NRG4,,0.04860982564059975,0.11018720507872609,-0.03197366179370623,-0.03028944519186654,-0.010806550527253546,0.06469887549260062,-0.022019815081301936
PMCH,,-0.012916666273838057,,-0.024360562629830367,,,0.05365928149991396,-0.0025769306394271157
COL9A1,-0.028083456261069638,-0.018729482383815756,0.031923632608187896,0.0014324347689167677,-0.023727044457432848,0.014750983128581193,-0.029311544047483814,0.030838222376630992
GDF11,-0.03422466563599514,0.10174851469555132,-0.01006994551032057,0.00504362632590273,0.00154169763511694,0.0641007389336231,0.042701254736929095,0.025380188035939704
RAET1E,,,,,,,,-0.024155580689181767
SORBS1,0.03613336509773338,0.025858813662998276,0.04542281158532374,0.0165787059355669,0.024855754512939927,0.031470575389094126,0.020309797163712125,0.03085262685755831
DLL1,0.014863094294018931,-0.02171032522156624,-0.05371913201467891,-0.02917584929328412,0.006709515349354746,0.0032921803526587286,-0.010079159674566839,0.06425070525244801
TLN1,0.006732855721721207,0.006828658531231005,-0.043701311505827824,0.0040824231001780915,0.029616170993193608,0.06792648895287066,0.035904828969519804,0.05831606587523438
COL2A1,,,-0.011128818919563667,,,,-0.011611528119475458,-0.01871477103201501
SHH,,-0.015311754134083254,-0.028212308915794855,0.012674410695436273,,0.03838828631321588,0.021122026871480248,-0.008334183351766935
PON2,-0.0674506281073142,0.01521359421584544,-0.011324784887425558,-0.08156842930432748,-0.062403162317230594,0.0295049082850873,0.014713804876389042,0.03929622469908507
ICAM5,0.10175461900704112,-0.011396337524814275,-0.004065032457251059,-0.015668779820116368,-0.0417567111824442,,0.010585988797169724,0.06272238477190963
HPX,,-0.006470712454364857,0.013969849287902767,0.052720331766051544,,0.08163940122781156,-0.008654476301983535,0.0973490505262952
SFRP2,,-0.017438428626064206,,-0.006982271905772713,0.031907864854194175,-0.0061456483514285955,0.03629411345775514,0.022970632976684648
CFC1,,,,-0.007585358553135587,-0.024715142493990868,,,
CD70,,0.009776059134177272,,-0.010377211016853526,,,0.05362030772156725,0.08153841395136435
HP,,0.011609938739666738,0.05258566510434383,0.05061827077323739,0.07874675063667948,0.06620943970978585,-0.029705682212122733,0.0698569338491584
CXCL2,0.01659402032535992,-0.006888908608112606,0.05486650713743596,-0.016090197823256554,0.00742060611258978,0.021202823305896658,0.030592514513709184,0.002483340560427605
NPPB,,0.0015081719287977538,,-0.018340485923508586,,,-0.02428451356305821,-0.02233665004832177
CCK,0.006841265158684146,0.007367507652738933,-0.028701798839134086,-0.049586897416039576,-0.08794901357919915,-0.02161298632982165,0.008588814750698922,0.029417718087595916
SEMA6A,-0.012919416287868088,0.04790427173160553,0.011272331571338919,0.012133902464839169,0.06993773573545536,-0.00447671866356608,-0.039843663765179,-0.01975025175248117
IRAK4,0.04066820019860246,0.01175926578195387,0.0042918488509498184,0.038780495097992154,0.03163207800181946,-0.006489112291387239,0.019521740850196385,0.08060517785398917
GSTP1,0.05553243059909808,0.044992498031825645,0.05398324981756787,0.030684977726964626,0.07244839770463567,0.03154253047608596,0.01811700251455338,0.007227591686741674
VCAM1,0.031181896167133995,-0.028771863111133528,-0.020100180171947528,0.024266485204426477,0.05197368386770758,-0.010468965627902315,0.13634880886300577,0.024452492355761447
NXPH3,-0.011828030314262139,0.014806647376172434,-0.019993748561490346,0.019203005893038718,0.00659106649462726,-0.009599793074392182,0.04705026062772223,0.013457154985828515
MTMR4,-0.002191839304917935,-0.02883782086099611,-0.015922607453677948,-0.010875690892915938,0.03791686690003327,0.017689171952369954,-0.020963330549855143,0.06252800077411606
LAMC2,,-0.03422445871536559,,-0.011228310775059158,,-0.008850151168402829,0.007215692609231609,-0.013483973101967646
IL10,-0.02157148605832499,-0.03845003133651778,-0.021875963257692827,0.0618129024808793,0.026826540663813757,0.05048432920324248,-0.039273880748350885,0.052042379909268466
SEMA4D,0.05285289225833199,0.03877716803025615,-0.016811566424285232,0.05261988355982124,0.030091810347007437,0.027085969681952485,-0.02178590983175416,0.09525975034996291
TRH,,-0.03629637364461825,-0.010951601564102659,0.007531038780396298,0.022842308878711373,0.06459460744858996,0.0189667343008277,0.009482163903333549
SEMA6D,-0.008063074940066872,-0.016433336442950194,0.007480280438264912,-0.06427547995223988,-0.02102608264691581,0.05115182177703529,0.02237331877172848,-0.00292759062221398
CEL,,,-0.02160636909433222,,,-0.010625253824311369,0.03618968988066814,0.020888909577524196
PDCD1LG2,-0.030527570416701216,-0.015724075990488955,0.071595846169208,-0.0016597517426255562,-0.0025019019616839633,-0.013365700275127686,0.012590577210806506,0.09187265512006564
SPINT1,0.029740598104951263,-0.007204925715681476,-0.029211208793974472,-0.040111441646365355,0.12985149370142782,0.05349948397492503,0.01523510116892411,0.023518313462734395
CTHRC1,-0.0077788331610962064,0.03475993345381307,0.00010339655908415737,0.018802002473774337,0.10084943754728233,0.06545578879541164,0.0023126949936494853,0.02180339457377998
PODXL,-0.028602101862529834,0.016787662409200668,0.00999456441501104,0.0004924724671650242,0.04050905709096472,0.003179167351775982,0.07619778444351498,-0.01959061930203005
JAM3,-0.01792741507341909,-0.019803828527205324,-0.002610738030628327,-0.012297117457483875,0.06216797820687418,-0.08761399579083248,0.0007852445688776018,0.0036167814651782326
TGFB2,-0.0031899302888718935,0.06678044907917163,-0.05374017676751562,0.024635722505148585,-0.0252894735093953,0.01047872855652017,0.012904755622546822,0.036307175736376415
COL18A1,-0.04010870731863966,-0.04691454670606628,0.028024097234484,-0.02302079982781602,0.061672143365634854,0.06491306982944406,0.038355790123902715,-0.010605396009511452
NODAL,-0.014505790106225448,-0.03015509440037316,-0.026376875730152186,,,-0.002659932056064876,-0.018035718262757863,0.09903561353298569
INHBB,0.04271971702579555,0.03509528600539664,-0.0338464788369742,0.0061795368789244985,0.058477446880259694,-0.027987824726099973,0.010208942493474652,0.00505856749936091
LCN1,,,,,,,,-0.025300115428975912
ARF4,0.052836006023858885,-0.020084389614116356,-0.01965643152227007,-0.01551569830554686,0.0028952448560562068,0.034853847833265846,0.05136654279324644,-0.03192712681295628
CXCL14,-0.022718418399424335,0.03589923607013323,0.017866932704790964,0.009655210924611716,-0.02086866165325988,0.08982878552925906,0.004216394154634927,0.02896139679357551
LIF,-0.018356245254943945,0.031254845287520386,0.004835082843494961,0.02346741471440984,-0.033626340246310574,0.08939267420934922,0.05594814501769966,0.004678844467242142
IL17B,,,,,,,-0.022438109434316376,0.009001258349390244
MMP1,,,-0.010951599175042365,,,,-0.01624813136154885,0.04422183003855791
MATN1,,,,-0.018570828044980194,,0.016795682173512745,-0.023124880616494804,0.024781707551803388
ADAM28,0.022268255309708947,0.05558138652171302,-0.059838506185996336,-0.02032119316531869,0.005871803198518163,0.000490255986781127,0.0012031433090730305,0.044972298233534255
TCN2,0.013235704944040739,-0.02862556087925755,-0.005875073174911979,0.014044420183793871,0.032692278845954895,0.05274094597452061,-0.021633983771707454,0.08928356444276615
THPO,,0.016311286285280686,,0.04555423932481795,-0.01593628665223252,,-0.02005976284069493,0.01801171625221205
CUBN,-0.034940107398048176,0.05011442374856145,-0.01294840622876175,0.01619019939014219,0.11663036091315541,-0.011244566047662895,0.02398605465419243,0.06625870015261547
TIMP3,-0.02483714536792591,0.022740182763639302,-0.025997630185116066,-0.05668776862982028,-0.008522455519813333,0.028697793830729817,0.04275916597986901,0.023685030425624597
PIGF,-0.02119512587106572,-0.048136486404746985,-0.03887094568847987,0.06811712852913022,0.02327821422960351,0.025384452962714656,0.011675032542836078,0.037805097206052886
CRH,-0.01820472833393339,-0.01727068957622852,-0.011128820961522994,0.011367360652472444,0.04604125054705228,0.021201088949468785,0.10859467841507199,0.018308174205830224
BDNF,-0.016285201369277892,0.007435873169146516,-0.024262589091953658,-0.040523618874350006,-0.01670871883890502,0.045388713946133266,0.09141888985713714,0.12192866884840248
CCL5,0.03245862328439891,-0.004539898753453305,-0.04996119747766923,0.06895193233710029,-0.06210580782197059,-0.01921962017250935,-0.013243278392603404,0.07479860633229007
GAD1,-0.0010839608745036953,0.023448136973774143,0.020726037768598236,0.039385121183667084,0.007220398051698284,-0.014693235568371316,0.01697320525804026,0.008629161917618398
COL14A1,-0.022717203665885373,-0.02081274112243038,-0.04273606299743677,0.01435801400862782,0.009146044388093324,0.027904297822197655,0.003988991872250421,0.04611443760070021
HLA-A,-0.018228218635039352,-0.009582670909796032,0.00437160651573786,0.040585976319729745,0.08193426327581788,0.12447677388572098,0.059840412632902816,-0.014895591328877703
CD5L,0.05256546109410847,,,,-0.034835709872179925,,,
FGF18,,-0.013721433714124565,-0.015184276391955598,0.03457451769991575,,,-0.028077927174034255,0.03977993196942901
ADM,0.004770770806442412,-0.0015380815713409758,-0.019159426307509976,-0.04437555624997257,-0.029024097851067528,0.05379369975396693,0.0015870225142277153,0.035035566030696415
CCL15,,,,,,,,0.057024436110185664
GNAI2,-0.03668204933155822,-0.039827975485285196,0.0158830526845108,0.04023400133118274,0.06558561159575571,0.03131562811417661,0.02928996505215531,0.021045286515359973
HDC,,,,,,,,-0.055887819485860156
COL11A1,-0.010741265766835418,-0.05743630791925423,-0.057165779619767626,-0.03800560701884957,-0.04228481177445758,-0.06779504110733603,0.06754375276939566,-0.0031067389600612696
NUCB2,0.027421451436213874,0.01775871499863795,0.09599840354999051,-0.022109101528307556,0.003275820225721415,-0.028159016104733495,-0.030292187306840645,-0.008557971810249762
CXCL1,0.012956822599681114,-0.009982062428861327,-0.03490248603448797,-0.0002473834132995597,0.0012977399188068962,-0.01656294414718778,-0.015143659163031122,0.017512117164391314
VCAN,0.007359890679113087,-0.017617099918503614,-0.022684050245042196,0.06980593467482347,0.017998907718760435,-0.07021467692720257,0.002119176758809262,-0.05144269558127325
MMP7,,-0.02727914359465656,,0.012172596266848777,-0.020500315843143664,,0.02172190384678856,0.014596724442327874
PTPN6,0.018477713796125207,-0.007966707673689625,-0.0238520151323542,0.02756353728498295,0.014177020234328614,0.03252028708504171,-0.018956788328270628,0.08998752904038877
PTGS2,-0.017428893552044345,0.021289618730663158,0.028733052381918204,0.023585443587046676,-0.005287292446897478,-0.04617339873518816,0.05710702562350291,0.07655484177599911
XCL1,,0.023060648373494103,-0.011645030092949126,0.09169225230524486,-0.02689058140080145,,,
CD58,0.024376302406664378,-0.0023835341676899783,-0.018922906449892984,0.03501035197644812,-0.03250231964913603,0.049521120060481316,0.019566689522551313,0.01775296423150737
TNFSF14,-0.020368436786888065,0.03551741133206382,0.006750061196329518,0.015243713462186316,0.08388867829859648,0.023954830129016495,-0.0234614489655757,-0.010487366869430189
CNTN4,-0.01594434734104769,0.018803292914528653,0.027243507399706275,-0.02749236106836823,-0.02914555774558986,-0.04687063632827935,-0.037003718964821616,-0.02495503669519046
NTF4,,-0.018885051055091095,,,,,,
INSL3,,-0.013721431022745428,,-0.021148509127330913,,,-0.023461446698821962,0.027788112793977353
BTLA,,0.03384398481324912,-0.01214033153379016,,,,,0.04587334381138024
MFNG,-0.02016207337328765,0.0008825645985447569,-0.035181642765650056,0.009189486044058984,-0.032988106800005586,0.010138458308174409,-0.013550263259144161,0.01699736307262535
ICAM1,0.057677047504263924,-0.016782494940879168,0.0036687528603555467,0.08008947007033149,0.005804793150591361,0.04538291869362496,0.04074333503600772,0.09596816963621974
PROS1,-0.0030680299273752633,-0.03480469180552166,-0.005089017808316354,-0.012982979827050357,0.0061991011277906976,0.08637628420834738,-0.00376421067202869,0.07507858301046808
CLCF1,-0.0002614973841525832,0.007523536383846772,-0.03325740778614415,0.015577161024552432,0.038617844979537866,0.05750355263862155,0.011846678580863267,0.0799633830673063
PSAP,0.062410933596703626,0.002748113059165375,0.015385368879853001,0.06950782347269915,0.11058816222626539,-0.02880249963397802,0.10851082251096934,0.1525646050243802
EFEMP1,0.03674938299321845,0.0440704503360829,-0.008444804727733034,0.10881807197619893,0.08031852635734305,-0.034285645024565756,0.11580986456381695,0.10561363156578346
C1QTNF1,0.04588407449735107,-0.01409985990650853,0.005160448448984856,-0.021600029107501018,-0.013762753459877191,0.0936172092810413,0.05972378289787372,-0.04234039977097239
ALB,-0.026868892179276016,0.049726934689498424,-0.028676515590500412,-0.010838009806082237,-0.01451541858622129,-0.011282985617650497,0.109366556433567,0.08019224670565125
CCL13,,,,,,,-0.02631688766976469,
EFNA3,-0.010196506333717608,-0.010144455500690928,-0.06734417612808051,-0.055248837253476915,0.013601370935347416,-0.03295989697326233,0.028263910249453367,-0.014742030129554422
DRAXIN,0.0026082399838292434,0.0006295974064126397,0.005809198703060022,-0.04776757038633625,-0.0083808991570446,0.004133431508437864,0.030136070105387717,0.04208952122284827
RAET1L,,,,,,,-0.028503470192073697,
NPTX2,-0.0222937823908686,0.009209618155407323,0.02706952485338114,-0.029753788647929377,0.09007914952422104,0.0003993149039041596,0.030579839975403467,0.07382546130293634
FGF11,0.041609246450621515,-0.05234464238746923,-0.02844838417485438,0.03795541812975151,0.03321857200016038,0.004096944576224862,0.030777758811454503,0.053809651577327804
CD59,-0.002224969625608818,-0.01586434695790343,0.010452634509944473,0.07791189150185837,0.007416152781878556,-0.05477654843405834,0.04902805082766345,0.023492141142898923
COL9A2,0.04741974364541072,-0.03029704678507252,0.02849164849500933,0.026496077591648067,0.05055202518568273,0.019654132635098756,-0.014761093149918489,0.07618675784802567
DLL3,-0.031645531594118134,-0.04698229416587189,-0.005153032688515437,0.008657372647897985,-0.029962433776621732,-0.034770379949832744,-0.029693184003239587,-0.05472854122863613
FGF5,,,,,0.007197600716731352,,,0.05656363962476371
LIN7C,-0.008189462757979332,-0.037074300566395185,-0.00746090878585883,0.002243069673465961,-0.024038030219490678,-0.03611481454471236,-0.0023608751717964114,0.003999730673194129
GDF7,0.05920914906391746,-0.0007925218119461195,,-0.03710396176845317,0.04336434304837756,0.0006660644773039921,0.0001296023031616566,-0.011752877696682804
PSPN,-0.008816177940155228,-0.02723632866059922,0.005680695132606351,0.0532470596930623,0.024160310211374644,0.003812819459900282,0.05812331596693706,0.03543852295833197
ANGPT1,-0.00819899615144575,-0.046606720676292214,0.03170648125721308,-0.01817701453879753,0.023840875233426997,0.018671219081313164,0.05545476976562971,0.005153133353452021
PNOC,-0.016702584740314753,0.09847007982922527,-0.010359867397235155,-0.0017876297820122256,-0.04785193197313814,,0.10972333135450141,0.12100138195971427
L1CAM,0.025800831575696306,-0.007017512105967907,-0.0138135443016524,0.07142547019438418,-0.015795926869609334,0.03477806313151263,0.058469926451187204,-0.026100088678732127
APOA1,-0.009445902432065582,-0.02136886172794931,0.014170847596618838,-0.027539037833159488,0.022644246322568395,-0.030977556269065065,0.020046782748838938,0.11146451827132606
PSEN1,-0.020350373271343595,-0.030961148417426608,-0.030461861951683347,0.07627374333644633,0.05462129075727564,-0.05430815994708393,-0.010366988162323718,-0.00953383699335486
CALM2,0.04978047201123041,0.05552404164164903,-0.027117972631430298,0.014175378967759557,-0.06711624161948916,-0.07413161134944067,0.058624584244329564,-0.0275410478265455
CLEC2B,-0.004459965486577088,-0.02685148203474416,-0.006473284037880103,0.0723628631685208,0.09932685043525782,-0.015369801457495983,-0.0052106223208417185,0.049006231561540846
NTNG1,-0.013878378741420953,0.02472122138286322,-0.003837111566727608,0.028481179299559716,0.019898130466333385,0.0884834647520676,0.04740571082917461,0.04728144171149296
