,UKF248,UKF251,UKF259,UKF260,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
IL15,0.008442682744220071,0.026846624710344394,-0.026721367321166447,-0.006735404958243935,0.020979940546546606,-0.016398408238466403,-0.04786211520529863,-0.017055407362630795,-0.05157741678548182,0.033568802029577585,-0.01847501482114095,-0.017095280036186083,0.06991420453874266
UTS2,,,,,,,0.015734206793953872,-0.04153974983302949,,,,,
BSG,-0.026572122554671975,0.005967538278495814,0.012961052619548902,-0.017520635930411844,-0.037983339707249854,0.035901210469444035,0.03822923679958106,-0.09014987035020651,0.06026615974474758,-0.06114617090193284,0.12822123356817516,0.004215991455638858,0.0440786134552044
ADAMTS3,-0.038384217248642195,-0.01775376318005473,-0.00939101948941686,0.02068431674549805,0.017629749799491133,-0.02351589610895566,-0.009286701870513671,-0.024684495360918643,,-0.02832913038535514,0.05004916591029895,0.020349129706118012,0.041327457938617106
CD34,0.0019851920615939697,0.008113347817493165,-0.03419026206383517,0.022530718942363286,0.0648178640066406,-0.024494886635820227,0.0010425968369845056,0.13247387177720363,-0.0010225444481391846,0.010342345871913947,0.034006358248999835,0.04415141143333238,-0.01689251308982084
CCL23,,,,,,,0.0010424616504360969,,,,,,
PLAT,-0.003796787971018403,-0.021187113626549316,-0.0019444944703668505,0.043984919700664205,0.012324564347402681,0.003048538961772056,-0.007708844826953784,-0.05727323044300439,0.06934515048602631,-0.0024563176555282653,0.05213155826541277,0.03053308729919248,-0.015684220042570793
NTF3,,,,,,-0.029060897316053304,,,,,,,
LTA,,-0.015160688426148265,-0.01542428353310579,,-0.01560513026793052,,,,,,,-0.02387087471968764,
CKLF,-0.017096318639542207,0.010072166460803791,-0.02023724666127096,-0.049496620893271455,-0.011357104592324337,0.02573951984516465,0.06681149490028955,-0.009806505058855738,0.050317385476472784,0.008869349342064747,0.014270102855207412,0.041870293048995325,0.027939165082869772
CD24,-0.02083935343481483,-0.01098212649717978,0.002896125459885919,-0.0666521239169835,-0.011108398519440702,0.0713025757331094,0.08838544735310998,0.09353523444228767,-0.07887942194150423,-0.07629331295179409,0.025558603408975145,0.019549315813564963,0.017650596894972326
HSP90AA1,0.031777141280069435,-0.04304073898451799,0.05663780291474898,-0.00034208629252817623,0.09237677213744648,0.03892926380508834,-0.05249975380555509,-0.13590561461047374,-0.09646796810223167,-0.057016811699255585,-0.03464951384144405,-0.028913064177842503,0.037822953355593915
BMP4,-0.01459532267587369,-0.016071218451359014,0.007426256279652875,-0.03186295165303451,0.0012658045396546154,0.02498580891209906,0.011734875261739552,-0.00813694806934454,0.025608777423901614,0.004013412391442364,0.12429488060121453,0.040622916034025416,-0.03442230309907646
SCGB3A1,0.003536566233081115,,,-0.01955252948460516,,-0.01518558149476951,0.06016954704597884,0.09687855748583356,-0.04844896825250278,,,0.030120829101617445,-0.01666765800390617
IGFBP4,-0.009515685854546301,0.007639895348537471,-0.042687774894119686,0.007533870549166427,0.06559411719213283,-0.005701276941094335,-0.038708590331803044,0.06076604834437374,-0.017686488120726013,0.07247281677896039,0.06492022017968176,0.0852280586599198,-0.02216744090270017
RSPO4,,0.002311143373721335,0.002434327918928548,-0.005771990293042817,-0.01814971651775268,-0.015185579273534694,,,-0.0018007926234955094,,,0.008472267985160011,0.08031546671041416
LEFTY2,0.02206735723090884,-0.0153468847466048,0.01973509319571165,0.06564979317167235,0.06799311440149979,-0.016651173397145967,0.07174248537335276,0.03658783658476453,,0.15888603092916231,0.0062769547323832655,0.025458235813265933,0.021288978480092372
PF4,0.060982577838520964,0.14723622728427938,-0.010499852452391103,,,,,,,,,0.06259663217328817,0.028551644490213888
ANGPTL2,0.0401575052590652,-0.008827079405522843,0.011153268584117899,0.002399883271975867,0.022173108805308827,-0.022148556737427362,0.07565761839605185,0.04587357511216669,0.06340398663692545,0.02311919030387402,-0.011176704205186605,0.008645006279068074,0.048611293397949146
LRIG2,-0.04018281054601068,0.032241479541631944,-0.009563884811769011,0.020977324039406553,0.02689207073909158,-0.003574144566769194,-0.02983064106278318,0.010502749748437913,-0.003278907217204513,-0.03603060981616538,-0.021981111329192112,0.08377219514634321,-0.03906172016777583
ICOSLG,0.010777225004211625,-0.023024151360685276,-0.07493949683615293,0.01947787022122389,0.030524043208612246,-0.009165722892195026,-0.006115397563752013,0.02873048931207064,0.05488239571546267,-0.06858634958147751,0.027599773145435186,0.0594855306012161,-0.006479606405492176
WIF1,0.01377072658926184,,,-0.024122631510481045,-0.014005706348325516,-0.01840223901558869,,,,,,,0.12203078056793512
NPPC,-0.023007649507680885,,-0.01628786048474005,0.010090665586551651,-0.006321151876075156,-0.021104238956446524,-0.023376373120420325,-0.050426448152954474,-0.07720023020923536,-0.02832907597756384,0.03119878616367985,,0.09214209239078523
LYZ,0.011581378610914846,0.0065855314718526155,0.022456519589636154,0.021946615123424978,-0.018211637122387887,-0.020802599817504368,0.09077439047011208,0.014060282737069236,0.02580670288424781,0.008223324913192621,0.052776366565470766,0.049173225139555965,0.018541098635257373
EREG,,,,0.0028478807084083703,,,,,,,,-0.05435450655931599,0.0010399625965874302
SPTAN1,-0.006297705877342919,0.0032689261230214933,0.011417835502609223,-0.006077515338576727,-0.018210769772889723,-0.009153973464345865,-0.030186280186046736,0.030048690350484474,-0.04483860064224299,-0.12154715835733404,-0.0645915296800226,-0.0024549488032465073,0.01374958252164379
LIPC,0.059575195124124854,-0.005404499273532254,-0.018869016858161232,-0.02184837415573686,0.04676032317536501,,0.004354075238810762,-0.036355680191170664,-0.024783712520707983,-0.05820703137129031,-0.04009091688047774,0.022188709640287678,0.06560117248245632
COL8A1,-0.014137373483216191,-0.02642212532414045,-0.03202278375455332,0.01806938861558204,-0.02826971388972066,0.002959876331782161,0.033516384184405446,0.01730079500066226,-0.07802164948757999,-0.0006512134049163152,0.0324591379667895,0.015767169107127197,-0.005686847741600647
GSTM2,-0.001986800768180101,0.037045820244217376,0.024598115233167128,0.010254110720852798,-0.008190655308327481,-0.016089214151098045,0.15764772660708362,-0.062498878113874695,0.07703631617509483,-0.025840887547547174,0.015879981521718583,0.03241575948387107,-0.004885201889511573
IL4,,,,,,,,0.027567361529248845,,,,,
SPX,-0.024177368837134415,0.03035961549567889,-0.03091900541790288,0.019793947923251905,-0.013928541530826333,-0.021796442080105515,-0.030989866798471197,,,0.08684087395591283,-0.034976588163151495,0.017228974306694518,-0.042345138777472494
MFGE8,0.04647604934642699,0.0461506361415677,-0.017720369380190646,-0.04300464898408051,-0.015167182317134405,0.012214505086391762,0.0812436672001126,0.0640156101293547,0.07774547954083326,0.033432414999909385,0.03023184022862136,0.06226893756875865,-0.06222582761611478
TGFA,0.028546393617796123,0.005980472787425409,0.029071771113445617,-0.01878488911601077,0.007406021551151657,-0.020782407683867687,0.06994272465414712,-0.018209313550893044,-0.0026334377233195607,0.0003982030206481592,-0.01151691110319737,-0.021280650141651154,0.0874819820720603
SLIT2,0.002997248762088954,0.07523769665161568,0.038694706284993476,0.0064206472048173235,-0.021422345929752278,-0.006613202244656369,-0.03729454278968095,-0.056426947056239296,-0.03689068445511173,0.14318434001185,-0.026565233943026834,0.012788581656218621,0.048853321888842303
PLTP,-0.013929749118191113,-0.07788476033706203,0.06353002794824368,0.026622299861119036,0.007737363909743386,0.04232658682659624,0.06848014964147513,0.0081741645196017,-0.04804275372107205,0.03689887326057238,0.026581516362406465,0.017586099442947513,0.022960760820410944
APOD,0.002901677548721954,0.03997345508890444,0.008199297822996061,-0.10749243633578122,0.028144462647157493,-0.03967724641767986,-0.045587467617221274,0.08252574365382065,-0.0056483406396311015,-0.03664189925646883,-0.03556514696847067,0.025947561995136127,-0.03181050324826341
B2M,0.039142370375100724,-0.04527561784555072,0.05067221857117053,0.043822042524179684,0.010138185273373162,-0.0020028393906443664,0.07255074886075909,0.04460835184419724,0.13399292802095036,0.024177613219142934,0.032108067221769024,0.040944998453895196,0.02339553937831495
OMG,-0.015674669181335223,0.003940624967350729,-0.0440484405084369,-0.0464340971640106,0.0548890541330167,-0.011855523763988777,-0.053208391920850515,0.06708818851737978,0.0670506296211845,0.004334954541552702,0.0055617377919801765,0.031035305184862024,-0.020912198973061163
CXCL3,-0.0178908768544217,0.029882961903451997,4.475062389297967e-05,-0.018838232634312016,0.01489234582090012,0.03723709432604216,-0.024091696745887625,-0.05296991752221301,,,-0.024244092089249155,-0.0007114449676233801,-0.00015614245717277713
CXCL10,-0.010479347241954583,0.07071261936020505,-0.025279418747126102,0.020637831128462302,0.02106458676270916,-0.00140093127143639,-0.010534205215159305,-0.0013546256036505598,-0.058342654383886174,0.03369422588226039,0.01641645284281639,0.03553272210476552,-0.0011234050585887975
RSPO3,-0.02296894682065805,,-0.012193530199275854,0.0955713149515205,-0.02741240321687848,-0.025007021265995983,,,,,,0.08894766246554406,-0.008521447850230734
CORT,0.032611848254454935,-0.02462932883361971,0.0499684357356289,-0.02651628447058332,0.005703016554854561,0.09143068802874708,,,,,,,
NCAN,-0.0011034317182508897,0.040807527322898725,0.002133972325725041,-0.043997404785398896,0.03314021745499358,0.018822917196926088,-0.13313548424451221,0.04331795082166977,0.15196095417816166,-0.05940304163045328,0.03894273439929179,-0.0071209823009026315,-0.05848345501627326
PRG4,0.030082567167657732,,0.03619797510695376,-0.015643347810918144,0.0006625511566046453,,,,,,,0.03240578495951048,0.09604058565926332
ZG16B,0.04821863320923402,0.06361280494124225,-0.01396749567377968,,-0.01239969260790987,,,,,0.029083141652911534,,0.05915566476452464,-0.02364730878755706
TGM2,0.04896553806580923,0.001106939941002249,0.006321892769581093,0.04891452338120266,0.0007561600519746522,0.0484407439903416,0.05793097603908358,0.03823874284107642,-0.028671625598321676,0.09500495027737511,0.04643943052174244,0.06268950596767,-0.012223484699182535
VEGFC,0.02480054327676879,-0.021308457406007654,0.04679511906254468,0.03803839420399255,-0.03338931297348299,0.00491835298146087,0.033340529866239865,-0.01143242981821547,-0.0047152969970926575,-0.03409103659141773,-0.031978356963488816,-0.007969469584481107,-0.04132613746161341
WNT6,0.024532716101774998,-0.015346885149376167,-0.01664524713672534,-0.02155502722721842,-0.02759507363125134,,,0.06540442110124838,,-0.025012046552691628,,0.08251262676106581,0.019175274589963643
NRG4,-0.01557393253231024,,-0.014646522985183878,-0.006076991021111802,-0.023821817188790582,0.0044453463190474865,,,-0.03535624642954011,,-0.005721811454905366,-0.025649286743098246,-0.03674613830388447
PMCH,0.057926870487450384,,-0.02029418451186187,,-0.018149715641832827,,,,,,,0.0767605947287388,-0.0470587185051914
COL9A1,0.028489440627217158,-0.0025275887326015175,0.05915159980085488,-0.018692057966075287,-0.03323279566768158,0.021730119575405188,-0.05722727697855164,-0.013205835802130658,0.07088908431256896,0.0160720142724155,0.03380878194018168,0.04237444224761642,-0.05727024808886053
GDF11,0.018289256275755027,0.019668889190286004,0.005939750719904144,-0.030908950617696898,0.04734845573272672,-0.0018214673967869488,0.07962405277649792,0.06792126127765405,0.0671444496707541,-0.050166155778860855,0.004661085810002929,0.030506212603456467,0.036930667443891584
RAET1E,,,,,,,,,,,,0.030535447140439022,
IL24,,,,,,,,,,,,,-0.04108096020068051
SORBS1,0.0364264770102323,-0.002594572926875936,0.058758724064397375,0.059862467945661045,0.006986956613563294,0.024145912030970017,-0.002176404067021573,0.04918777126363139,-0.01231146675036577,-0.001807451782842783,-0.07752776647064895,-0.045330373996791413,-0.01647190003937992
DLL1,-0.039282196160904774,-0.0020272503774317325,0.006917914003199338,0.043679607908119214,0.008378925151014736,-0.008953703542270115,0.08487354622546846,-0.069423561292289,0.019141417364185953,-0.016290073193254692,-0.017415656028561845,-0.005137867904677226,0.032156962065001155
TLN1,0.01579310303851771,-0.03357858132741066,0.03263353799266884,-0.029130426696404248,-0.012330995891388181,-0.04961404442181727,-0.014299536006146888,0.08076207263582488,0.0776844497447029,0.0851966503739033,0.015493609177004842,0.01859333520279361,-0.013984817170598875
COL2A1,-0.008828832095143969,,,-0.01397188271908152,,,,,,,,0.07653843018147263,-0.018099729485273577
SHH,,,-0.012505809406265021,0.010006733046972232,0.07013627774231397,-0.017435755789287143,0.05567188199064243,-0.10426280761253155,,,-0.012512841816741178,-0.0010887318366830355,-0.05899285823377118
PON2,0.031317831401969996,0.030344668858625745,-0.05530714378674787,-0.01434787925804242,-0.041843609969576964,-0.0018892324660884734,-0.04611056478741478,0.10762901822638068,-0.060773504208053664,-0.1061961773189115,0.027005926997623313,-0.08497061067869206,0.032422406100727975
ICAM5,0.01892744419730361,-0.01975488784842829,-0.019491191574241624,0.03957521522816514,-0.040289905197784234,0.020761163934276763,,,,,,0.030463292952618487,-0.03142566457186466
HPX,-0.0011511756990248711,,-0.020568062518345837,0.03217663544697446,-0.0013584492535226318,-0.01518557994663605,-0.02409168414162966,0.08523714718608094,-0.04599515919771107,0.03841441778125506,-0.003463443539006638,0.04625981904271371,0.03249633667145166
SFRP2,-0.022480774690748575,,0.006249433358242775,,0.006693560043474969,0.024276537243828143,0.026419144034442444,0.028622341842193318,,0.01356681786122378,-0.013630274399468737,0.05167141945700777,0.04054149464005033
CFC1,,,,,-0.015605131211029154,,,,,,,,-0.03251455066847803
CD70,-0.008237981349652432,,0.0008195333463560721,,-0.02910903356811754,,,,0.09353675679378769,,,-0.039132621399971944,-0.06455256881907408
HP,0.011675023400948283,,0.052391238094434946,-0.044490827165866546,0.005842431453523832,0.018951055076788893,-0.020012613016623094,0.1603518908288605,-0.023355775399998883,0.02210682795289197,0.03415156300806538,0.06531453326605799,0.061833189323581055
CXCL2,0.006672737894468943,-0.03895709598232288,-0.044080063203009515,-0.02455425662323882,-0.01696439755483461,-0.02110423730476362,0.04531572233933557,-0.049205141022140284,-0.034831581336250736,,0.06985842233304823,0.005922559052132931,0.02732044041388313
NPPB,0.14898359078345597,,-0.002425730863801385,,-0.013664487528588601,,,,,,,-0.009389051265286903,
CCK,0.014761215107921383,0.027432281464877542,0.012850859095439897,-0.004303235941415291,-0.02906073535028359,-0.021941580346688066,-0.02478827079983375,,,-0.011396618214366617,0.05578837213618104,0.08145977123058681,-0.04845892893610176
SEMA6A,0.01700174453788788,0.023312618987733152,0.015434217118540526,-0.056075331501514496,-0.02612089006552215,-0.005946210928648675,-0.030558762533031854,-0.13389406153185138,0.01559132881778456,0.03221004739013759,-0.030180726691718486,-0.023934088340695416,0.06885582397542576
IRAK4,0.04687336124801091,-0.007735147103286102,-0.01600156378322634,0.05124842077812788,0.00010451836956683246,0.010066123408298815,0.04044014423390623,0.03340599211687691,0.03923798216333844,-0.06614255994386063,0.012526351134927461,0.030729929957280556,0.07106840594508786
GSTP1,-0.042887311366057355,0.03154572498452411,0.014033595835859735,-0.060528218706656735,0.04015511920834484,0.015120544543611404,0.008555556094617231,0.07649881363499009,-0.02357919760908492,0.00669439348802974,-0.003198565554647899,0.0037787252102810874,0.03613225867225089
VCAM1,-0.019112129157685755,0.06986432023289917,0.011432257036307517,0.07025038950065145,-0.04931523534239568,0.013562165650416234,0.040367287778286666,-0.06743898400677244,-0.014643218346050873,0.03985936836225725,-0.02310392771717841,-0.03319422724956624,-0.04098230750677554
NXPH3,-0.02713851229296137,-0.02168593149461129,-0.042055043703661976,0.06137048214322974,0.07345540855734443,-0.0155293185787117,0.04153019485759242,-0.012419249564627475,0.018899105056310584,0.04607915606640061,0.030404416824524678,-0.02955667827612505,-0.02066252820595627
MTMR4,-0.008905476080414825,0.014859730787500674,-0.01996835719797032,-0.032801163518705365,0.002330194787983394,-0.004342288132772822,0.03494263007482177,-0.05461218563476186,0.08474255428466691,-0.048571616999907676,0.03050256978917478,-0.024194732111026237,0.05729904196847067
LAMC2,-0.01712206564778201,,-0.005927335020918165,,-0.017202065331075277,,,,-0.035356267625779286,,-0.02482681020263937,0.020061524501122398,0.039108132093375554
IL10,-0.036177042703362944,-0.007384796427804883,-0.03140389790409852,0.03953835476719544,0.04184259808827225,,-0.04538104104774752,0.16940188021293653,-0.04556679235388639,-0.029739953692108207,-0.023947842677207454,0.026529450625970622,0.018348373933355817
SEMA4D,-0.008288876871281924,0.03752819425977395,0.002511098829763182,-0.0406116352884143,0.052401420127359696,-0.0007354089300313486,-0.05016188472994169,-0.012247822232926479,0.039843808294643,0.018803362935788482,-0.060836169873690005,-0.028284634165613384,-0.06539638003741712
TRH,0.0016313114663521035,,0.01155222554470752,-0.01374939189375824,0.04615201944218515,,0.029983101972619896,-0.06780554377108923,,,0.0006794397978037666,0.16035006515872455,0.03369160384441696
SEMA6D,0.03907205832835996,-0.028601862255406483,0.006883711692765427,-0.012691033736919226,0.035844886711941325,0.0030308363320854744,-0.021928621708686473,0.05280830164995889,-0.06264562936705655,0.059693912456583,-0.015766893523696694,-0.0423530735955094,0.035932988496248486
CEL,,,,0.028139551442961073,,,,-0.04451420371417924,0.04079559993489182,-0.03635946537631607,-0.006266842677135643,0.026639248300262108,0.10709772335758751
PDCD1LG2,0.010589261806232536,-0.012475853682709436,-0.018174538577072775,-0.030570581138792345,-4.598149190926678e-05,-0.03622673105202664,0.024985327166545543,0.051972215153877045,-0.002270618302132384,0.02824470225047687,-0.02770733628219405,0.045025371850329635,0.008448282079307895
SPINT1,0.057180829105167044,-0.022023855613517607,5.402247389066196e-05,0.0393382974574014,-0.029884829465064423,-0.02481657853998839,0.0076865880052877575,0.025741548261633926,-0.019471783893771983,-0.01732469811411729,-0.03795780784871928,0.017790817823723572,-0.0029477429068109355
CTHRC1,0.014386435831365358,-0.023022059580251077,-0.02368999569187118,-0.011957789306050527,0.0059071847085886324,0.012148758481772236,0.0886436469068715,0.04124732080162178,0.042160366886212435,0.041351733216856444,-0.031313799331353864,0.06359417480909885,-0.013461324798600068
PODXL,0.0016519702940575524,-0.041128750081849706,0.0041990625535901415,0.07782690281786764,0.008145379430059174,-0.013091754965842932,0.0905406548026561,-0.061510337431166635,0.02015441388631401,0.04237241741542975,0.012083819718470992,0.05864527596100059,0.029202985723596718
JAM3,0.011006872992116896,0.06787154984856152,0.04093072792129355,-0.021031260462548423,0.023141890201742354,0.01454519816193456,0.027095585850831334,0.0008604366195621735,0.03195649356299878,0.07433271967037648,-0.029295643637286435,0.017503258125686316,0.02031785865363178
TGFB2,0.008011513745149374,0.05108764456398853,0.03569614026377013,0.05762741224004262,-0.003066498959949217,-0.016872777520127728,0.06429799094155636,0.0459389498070543,-0.03211650608297903,-0.05223599059929968,-0.006823749355993834,-0.054838421998881545,0.041153942050603035
COL18A1,0.022628691554378192,0.019871628140362134,-0.0005686099204222525,-0.07127602725487422,-0.031215951032215892,0.03208348103038803,-0.0053833837751295355,0.0750293583677545,0.08649410225624048,0.022378158396604463,0.039059586922921524,0.02406227834712382,0.01007817216575019
