,UKF243,UKF275,ZH1007nec,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
WNT5A,0.007947655656223546,0.02760726264246338,-0.016627214750642983,-0.028965130769191997,0.04371619758408415,0.06834913276311702,-0.031052619100896982
CXCL8,-0.04656521624822168,-0.003947235452865776,0.15915923270621832,-0.02477612078741324,-0.0028498141701759788,0.07192688028848736,0.0013065628200042202
GRN,-0.0291937775213314,0.019754498148670092,-0.000971767741741825,0.058355079470327226,0.06194563710986828,0.025592280877099773,-0.005815768071834311
MIA,0.0870635983925342,0.09409444369597993,-0.030167928753802822,0.1048150070095505,0.02642682954505933,-0.015620296387536469,-0.010539785654292935
COL4A4,-0.027469143971018163,-0.013864227203243833,,-0.03466061383538387,0.044918735946859634,0.02775327217454133,-0.03581719592314062
TAC1,0.020518250327936683,-0.004264685297957084,,,-0.02298205363761841,0.09733384786179229,-0.049455848548910275
RARRES2,0.004761505368071624,-0.029202287378935574,0.03500241054433632,0.026183933587170534,0.017049950539813855,0.0734388626431066,-0.053004741882585006
FGF7,0.062069579377329515,-0.02269695281958006,0.07129424392213893,0.0014171544633430374,0.046798646166520484,0.022861198322241705,-0.016045585929718116
HBEGF,0.02549324134819316,-0.023507247354550106,-0.08673475162772966,0.07353963363365859,0.007230683941794821,0.01115168820937214,-0.025149127001080438
CSF3,-0.02746912222361483,,,-0.04347798101482492,-0.0190970856707416,0.016498944289648845,-0.03767559205495372
PI3,-0.032541271496388705,,-0.03770541597007017,-0.032277622484580014,0.014482238832141467,-0.041128534136542494,0.06059398608093649
PCSK1N,-0.06706451523514766,0.011914530443633746,-0.017616650731413434,-0.009246705931299646,0.06512028199385589,0.023417156774020984,-0.021316847511930557
NTS,,-0.015838267966539643,,-0.03060217581451001,-0.027010406928747756,-0.005173236207971934,
SFRP1,0.017999216626648946,0.011612524338131178,-0.0499452417024991,-0.02383216419851361,-0.02285174928914781,-0.030887008765075254,0.009359444845799762
CXCL13,,,,0.07165676948183068,0.10561365032441411,,-0.03056002296840332
MICA,0.05930954783071394,0.03971512384063501,-0.030031430544309623,0.09827197258196586,-0.0018499253456501258,0.02001472860082109,0.024690852715931202
TG,0.08441146509043261,-0.013378611417638507,0.0550712350873591,-0.017430113623231075,-0.015717194963930703,-0.027354415010109333,-0.033677303457436074
ADA,-0.012496839606021999,-0.015908760146169182,-0.0666936191203775,0.06465607197071427,0.05726958864426608,0.0837968103414825,-0.04262156895432322
LAMC3,0.030697487812579107,0.019198702280416424,-0.06952438428843376,0.07030547125899284,0.06352157998029638,0.008482275304853166,-0.06674756302814337
CCL7,,,,-0.019660374751385316,,0.011167967096530323,0.027404069203116735
NGF,-0.0158257421639854,,,0.1525501284211127,0.03669415639136426,0.07481871432820861,-0.016522623392191616
TNFSF15,-0.01957841816337952,,,-0.019166657712921396,-0.011858962345022313,0.05037332006968188,-0.041697306287598976
HMGB1,-0.08389931531155234,-0.024103439284272086,-0.12021133154257359,-0.02160503655609484,-0.016936424167951533,-0.06786581659753727,0.05615563076893911
ITGB3BP,0.054025957358809586,-0.002526952421594524,0.03326210948234232,0.03837179916061824,-0.011080979094645964,0.0455236263387021,-0.013359055628689432
AANAT,0.05460609300348338,-0.012031463432730795,-0.05187352099355486,0.1311230009876714,,0.006914495252724376,0.13162249190974132
RELN,-0.0272870020462001,-0.02648939870959768,,,-0.014324341329430378,,0.05320460944224326
IL15,-0.027830383468055848,0.001242045699915524,-0.016993956980795026,0.02721474706565932,-0.015513934326399477,0.0476308305244781,-0.00630611630583055
UTS2,,,0.006430089920903007,-0.014687675567870529,,,
BSG,0.04067259903136609,0.021148787454887335,-0.004256061231507786,0.05285428458098777,0.08773961578904235,0.01912104134731449,0.0375907701048059
ADAMTS3,0.03769459884271044,-0.022288746136821653,-0.14851673927843637,-0.015389455662667698,-0.006725004672160035,0.06702101032112619,-0.05407254766466677
CD34,-0.0624273803189425,0.011057120023096998,-0.09941034183507498,0.13173618379335197,0.006899366749385348,0.02332896371680233,-0.03073699905036162
PLAT,0.057285563722485305,-0.022889189048420643,-0.08750333422946897,0.009098856597789863,0.008359792541916194,0.02507709419540504,0.045814552495015995
NTF3,,,,-0.01668040865655824,-0.030416407490256855,,
LTA,,-0.011587553160305459,,,,0.12579613924024577,
CKLF,-0.025637012287171784,-0.050093945855114855,0.010119176802869745,0.01596708045392265,-0.009106574935838599,-0.0032128074415365727,0.043649676805849025
CD24,-0.025387655940366512,-0.04460030720436545,-0.1456849653099163,0.00010472621639795064,-0.009845294782313017,0.06068532527483678,-0.011054458335052104
HSP90AA1,0.023257168055767937,-0.04177782240867076,0.0774702919289824,-0.05465732357972022,0.026949520964306584,-0.08022016659368944,-0.008448650540975234
BMP4,-0.017269141393824888,0.003973766659248955,0.040845170586886165,-0.0029244199292827954,0.034750709415437675,0.0956018981971636,0.05770762018800508
SCGB3A1,,,-0.03551093381560811,-0.0015259739705989089,-0.024627322765888682,0.0010918661769996716,-0.04622801794668356
IGFBP4,0.009894046330557772,-0.018389945689551494,-0.07510568940327908,0.03477062132415065,0.03367405112060385,0.043315205424948454,-0.0443061088390832
RSPO4,-0.019332766568136855,-0.013477029757715937,,,0.005514205519202957,0.061224289031336115,-0.029007977767487602
LEFTY2,-0.03238250905897125,0.0614420384245676,-0.04213391491547204,0.009054320811593032,-0.022555121438068797,0.06463621369338642,-0.007495070276093035
PF4,,,,,,0.033178964902239295,-0.022723590392672025
ANGPTL2,0.048154331482567675,-0.015619420062470139,0.03242553076183754,0.04565348125891306,0.044653887628150236,0.0783670622595402,-0.02408559141252201
LRIG2,-0.00570508912918178,0.0213654729572715,-0.031168445758367025,0.03897475903381067,-0.04835685696467333,0.06670183358138504,-0.027167216822317118
ICOSLG,0.019576342880017722,0.016406606708243704,0.03587660530455198,-0.014124575898440607,-0.03620702261448721,0.058754955156115424,0.022781415311453217
WIF1,-0.0004107438046392686,-0.01039990465138052,,,-0.015417785807237308,,-0.016662842299822126
NPPC,-0.02302933367848752,-0.006647971505378159,-0.05233179611211087,0.028870999635635154,0.04081093001912351,,-0.032874557775966394
LYZ,0.025630989891868693,-0.027370791572719613,0.08412941329379213,0.06284375937112634,0.036626238415115336,0.04678408252672262,0.08697592839622482
EREG,,,,-0.018261028952406055,-0.02065746234178837,0.02146388242167159,0.013452435157539857
SPTAN1,-0.026247126027833946,-0.019192478525157278,-0.11341062681464845,0.017692929380828424,0.000197920159167291,0.0010832882493597414,0.0022629317766699156
PTH2,,,,,0.04568622707718075,,
LIPC,-0.02409820155435409,-0.02519667960178463,0.05983843350938864,,,0.1343248716790283,-0.03543607900675505
COL8A1,0.014382183703548879,0.04005186309852428,-0.11882873970768877,0.07764464923820999,-0.008968752015667684,0.026282582779014563,0.0769078023658715
GSTM2,0.007688659647991034,-0.004425554370198123,0.14948204393063527,0.025105266405172813,0.04292289017039914,-0.024511483495391156,0.0431907434360731
IL4,,,-0.0482252591601688,,,,
SPX,0.06280779807792287,0.010398521153239313,,0.02306544970857654,-0.040815898632748586,0.021544498140954837,-0.06676323516863991
MFGE8,0.048264845200004264,0.002083603794346828,-0.0729993515713956,0.07309898760878518,0.01733604341414773,0.018066005049771138,-0.020409567912434413
TGFA,0.06218921196500958,0.045118915615406104,-0.0013200405367915235,0.014096851385267107,0.030768605590568772,0.09161286884596062,0.0026368425264129496
SLIT2,0.011179391133571042,-0.034681348720948,0.04390337660792024,0.014752237879509356,-0.025053743433281726,0.0519036994619402,0.034207928217970696
PLTP,0.0182621671007559,0.004650074296426352,0.10107885838326298,0.01718204224783002,0.04673897167905427,0.00956988832613818,0.05244007425974986
APOD,-0.01045886143108048,-0.010186314638455745,-0.057743392065058186,-0.023712262357481247,0.003331805730311357,-0.04538102805528659,-0.09244219943395207
B2M,-0.03165231031922048,-2.2866081136510987e-05,-0.016594295866139468,0.0705760538480614,0.050839030600989994,0.021649439111447566,0.01988349983439887
OMG,0.03326035670739884,-0.016176735475666254,0.06142435865424912,0.01576115902052996,-0.021024555341120663,0.07795569559059146,-0.016769761959448137
CXCL3,-0.04668003180365116,0.03631530560511435,0.14144989069363434,0.02241299565167021,-0.0077982329046721865,0.016486880617023993,-0.031407001321442814
CXCL10,0.10482927958188279,0.005818084732851186,-0.011573443987595331,-0.020301859112959203,-0.0058049683262219876,-0.010906932261511624,0.05956134764809795
RSPO3,,-0.020355016207720004,,0.012798152762461433,-0.003112673132097278,-0.011106282723614563,0.04851130135204353
CORT,0.005999922913302193,-0.038995141814607455,,0.016730522284522386,-0.02758383405938963,,
NCAN,-0.051909391489338125,0.013414004586109536,-0.1149224571902584,-0.008606155483335166,-0.018234108177549974,0.005989277544086588,0.002710542657994474
PRG4,-0.02958188305162177,-0.01722310901263333,,-0.0013720696806491458,0.0011559303005875788,0.04301859793415899,-0.03162814202682058
ZG16B,,-0.009207362886350112,,,,0.055537447135391216,-0.01938555313210078
TGM2,0.05714786223166078,-0.005969319295814229,0.15431884975551707,-0.002020015443478723,0.032045887090496064,0.022829513558207646,-0.02263418333956097
VEGFC,-0.021225591711531745,0.05714407491791796,-0.015713727700401206,-0.008397314031498888,-0.0019473771275483746,0.037404077734120446,-0.0033127667331291715
WNT6,0.056678129604424615,0.04743680985539694,0.05408168096912292,-0.029349398036537876,-0.022011603924388116,-0.024085066622559735,-0.02003109247108103
NRG4,-0.020061519083243832,-0.017688834909469545,,,-0.02190152206600843,-0.024419240670407134,-0.030123690728997593
PMCH,,-0.013477029107303687,,-0.019983417603063967,0.16141914640360064,0.026267408024779084,-0.023836063286219428
COL9A1,0.10407491890794919,-0.024676935075396696,-0.10435521693751654,0.023773063376167646,0.01750450839299364,0.03291341881154842,0.016091027270707277
GDF11,0.013997251308082895,0.02489915181487676,0.009319523918132757,0.004190545400839149,-0.032760946328270944,0.07995063062840745,-0.11658871854963339
RAET1E,,,,,,-0.040193313183984065,
IL24,,,,-0.014899154625823242,,,-0.0011350723466202017
SORBS1,0.009058941321487584,-0.05386573328657941,-0.0999589340058872,0.025863839944893965,0.03153196924226446,0.006019112215181152,0.0037396920017397036
DLL1,-0.05444993623726889,0.01991881003277779,0.061150981710910456,-0.05001826372071002,-0.01022723785563718,0.081384091864096,0.0023559209439458343
TLN1,0.026281135134137112,-0.011706378120270599,0.0011775582466392919,0.07968658673106227,0.0600878144591561,-0.02250984518174111,0.0015677710959469573
COL2A1,0.008136300533481161,,,-0.0041478018170864476,-0.026564979961977243,-0.01757337310945758,0.10340236824596058
SHH,,0.014430187697404137,-0.028175550194804163,0.020961309010104467,0.020733049263311543,0.018994867146308395,0.030725757970676344
PON2,-0.0010100253627587027,0.010518238971814323,-0.13985038584275672,0.05241682486943157,-0.05840508125342713,0.024414936016309948,0.017168637969660595
ICAM5,-0.019765491907879882,-0.019986372056251957,,-0.03142728596923894,0.05599227655520792,0.06863209574258172,-0.013854258512312218
HPX,0.03622587679940576,-0.018068879011719927,-0.015001703545418967,0.023154901788082057,-0.0349050328548063,-0.034834934300865726,-0.04807391999637225
SFRP2,-0.004276253041206411,-0.015059229083082064,-0.04822528754479824,0.008352483864363646,-0.00536211261587475,0.08550491389291709,-0.018458132752046302
CFC1,,0.011931767194457451,,,,,-0.02665472655737582
CD70,,-0.008834485579062563,,0.06173540236545886,0.013667147752407223,-0.01689432802978674,0.030155865817157207
HP,-0.014154791676737588,0.03595967824953562,0.1310095199379964,0.00310738241816379,0.06635994273511492,0.010856414487563408,0.025258182529761024
CXCL2,-0.011818094740597494,-0.0008281804144024104,0.04690504342042469,0.04303070417524952,-0.045607034424897934,0.06733724020593443,0.007224147172144973
NPPB,,-0.010146533410954308,,0.03287131395348482,-0.018846936559861093,0.00042595252781408893,
CCK,-0.023118117511648353,-0.06160496250685977,,-0.015394107936362037,-0.041004242223254626,0.031924915914926265,-0.02591148629256122
SEMA6A,-0.04476793363658385,-0.023788902128655354,-0.10432707158199275,0.0033276354702279805,-0.022924418755317075,0.039976389210199616,0.04584896170316257
IRAK4,0.06870827474761762,0.03302161092099965,-0.04884902251261394,0.06591621002658876,0.02376827173820594,0.04812296432440602,0.017149993203296545
GSTP1,0.02529200644560061,0.012297720356625724,0.06576737744160745,0.0899929833498398,-0.03074220891137669,0.026405444585869856,-0.002540401128016519
VCAM1,-0.007039048147278441,-0.017158241147226486,-0.02003608699271146,-0.010123522583463421,-0.008221366145003768,0.07194820972641237,0.036113685424413414
NXPH3,-0.007699610368691364,-0.004569109470659902,0.04243257873670395,0.07520739908489404,-0.03908612051059984,0.01003797770830383,-0.010821960639641229
MTMR4,0.026980132483101747,0.03856721806982227,0.026605519502789006,0.05045031767939845,0.04760138823277988,0.11968923827894722,-0.04777435977572338
LAMC2,-0.01832011358950723,0.008620015499760174,,0.10072958791012392,-0.012239964254277046,0.010647633104341744,-0.029007993736301307
IL10,-0.029065499067249184,0.009211167112250963,-0.049311143214255726,0.027469599654343292,-0.030480015051637905,0.08421590966216641,-0.028346271720834926
SEMA4D,0.01738580638646045,0.021485982318811214,-0.11195983064449722,-0.02824450194278134,-0.028644405330243303,0.051784030023563146,0.01773405355912801
TRH,-0.03575101789123597,-0.024409108358594132,-0.008573587942678103,-0.003054755839133081,0.042759666406696796,-0.04162923123371152,-0.015997752046043118
SEMA6D,0.005037805212345775,0.001697032357832775,-0.06671697198264821,-0.02735448269522995,-0.027576473948523802,0.024227964789017797,0.0006374527014634349
CEL,,,0.09341489872352035,-0.022562492279669805,0.040919354520674134,0.06672571898924838,0.08663013113565893
PDCD1LG2,0.04911888605949743,0.01897697230659974,0.04725584154975172,0.01583067278079631,0.08293618701766686,0.10070748886182303,-0.02125437806516863
SPINT1,-0.02836512345865429,-0.022190910563864238,0.07765479086008636,-0.04757878522015817,0.06952275116238989,0.06287062092149505,-0.04196214906421474
CTHRC1,0.022149275032144932,-0.03861488577124236,-0.07244440524981607,0.03773544631586286,0.07497789548360358,0.03457037723980016,-0.09251833654394499
PODXL,-0.025102164195664627,-0.015662868826504656,-0.17842385597311464,0.07496365706176458,0.02504265082892743,0.02775778608323311,0.007230953207836006
JAM3,0.02641455187811703,0.05972118154371713,-0.05336501249322537,0.00962399470959927,0.012000253497260367,-0.006648909844569282,0.0209615777609882
TGFB2,-0.001492081846836023,-0.030964989093096498,-0.058612863884019796,-0.0005014671967998912,-0.03702537896090511,-0.012586964008075073,0.07517129098917863
COL18A1,-0.006531317594593991,0.020073310709111995,-0.11183451319187107,0.0832769939954639,0.03909776469855685,-0.023456200826767557,-0.09455645948988857
NODAL,,,-0.10493863104227148,0.05467702636907477,0.19748281208628973,0.10997640132202453,-0.04137859342299667
INHBB,-0.0015797287260095939,-0.00172745415520178,0.06417532922988566,0.05120126024226887,-0.01874532407298795,0.03421101649749546,-0.023716170860160778
LCN1,,,,0.08781657977229555,,0.07004417838695852,-0.02034663270315343
ARF4,-0.04522337040246407,0.013854222122636387,-0.016791783021345305,0.049946018444074994,0.010497887379960786,0.039566991642550516,-0.005261988255417198
CXCL14,0.07473470368853818,0.009315822687460703,-0.045472998662084194,0.017110276796636858,-0.005532643683444282,0.020418247401895576,0.12521977653673816
LIF,-0.0013797055280702361,-0.012706676401628973,0.07188526767352431,-0.03343191805047262,-0.024536017205304454,0.03311554626612786,0.009565845211942014
IL17B,-0.021897284942940787,,-0.06359754701896597,-0.02061589446895812,-0.01741396318001957,0.005229430596739877,-0.02300466548569501
MMP1,,,0.019115642336178983,-0.032571508270762654,-0.012609991144860165,0.06274517056107902,-0.02989605488378082
MATN1,-0.01725301972241197,-0.01027396591417201,,-0.029809705345788806,-0.01794695853395358,0.02944833697378968,-0.020964382659576213
ADAM28,0.011393469964961099,0.016056943486286026,-0.0035468465028208464,0.029537583456741342,0.04002347802380307,0.0908070898661758,-0.025745801516249108
TCN2,0.0027569977518781047,-0.03776616734996614,-0.07451725952119584,0.11422154397168731,0.04012349648660685,0.04179492105540039,-0.011501545463238123
THPO,,-0.021092006536040694,-0.02441881129000888,,0.0086399216492127,-0.015391794332975434,0.04951341112297956
CUBN,0.10137003531108155,0.006323525878706308,0.012143305811809458,-0.023932427242084598,-0.008155192429685947,0.0929892448126753,-0.06270860140394642
TIMP3,-0.0076867735093829725,-0.005183055702035334,-0.014009378967048671,0.054421785025168354,-0.010369250507448774,0.036267347327381294,-0.1293584016050582
PIGF,0.014666070449132608,-0.0011150373182358508,-0.14390352813090415,0.017673271573607003,0.026421052022787734,0.06388337063314678,-0.04166962127388164
CRH,,-0.016173620565533422,,-0.017883302156753576,0.010896116667944445,0.03683060460210881,0.03125327619102209
BDNF,0.047379893707115484,-0.051789516663514494,-0.07550713832191075,-0.0361092547561932,0.0368467968791016,0.05029139825612047,-0.02300605327399631
CCL5,0.015160328512047377,0.0031734337265649885,-0.004877383446778664,-0.014766044178222706,-0.00674450446455301,0.0642247614820224,-0.010068719163346306
GAD1,-0.02221710112796102,-0.03898547525788384,-0.07661486895669319,0.027628848939934985,0.07006793788439361,0.030702298533252712,-0.014197122151083527
COL14A1,0.02827145477774497,0.0025711148961304275,-0.036532849332809716,0.06432363039632963,-0.01420411605333071,0.06760063325353138,-0.010263240182876778
HLA-A,-0.0178190718657918,0.04584205020122038,0.010598879243887352,0.01684671484287368,0.001347071137182945,0.008529338383750132,0.027045380488761237
FGF18,,-0.01100895923966196,,-0.024372925437126675,0.013180547262179283,-0.04162923457359208,-0.010706147984679358
ADM,-0.01244363396375672,0.04450271375059321,0.0953592912313776,0.02849671308302538,-0.019471057980935774,0.03986330844943987,-0.013794029143140754
CCL15,,,,,,-0.013533090123678738,
GNAI2,-0.026431994051940563,0.01964086412297872,0.03017493919028295,0.02956614719932987,0.006360109514567768,-0.014430434410484893,-0.01704969216493317
HDC,,,,,,0.0711190436013261,-0.02096437316500572
COL11A1,,-0.02102589664355989,-0.080604677717895,0.05514860710587724,0.019439571033454957,0.008445697882250152,0.02250647419010213
NUCB2,-0.03551632633214462,-0.05093163390361491,0.14691611073282265,0.014523504639245687,0.014933990482748443,0.02523879024015307,0.0030639912377286604
FGF16,,,,,,,0.00347625268494322
CXCL1,0.011969453009753831,0.04084950595413188,0.05385413274586772,-0.03593850130184608,0.04257013913554268,0.004053983969225394,-0.06632679411356585
VCAN,-0.07135408340513172,0.033736854539565715,-0.08325015357615285,-0.0806002450965455,-0.02290501876815353,-0.04780691121494168,0.05311917461356942
MMP7,-0.010367229866602372,-0.01014653335551743,0.031424375893417886,-0.004052601333161721,-0.014629892401331265,0.03311395113052917,0.08906186598328315
PTPN6,0.06446773415370352,0.010816710588939592,0.06256856151759657,0.04395559926569015,0.0395584830428697,0.034544012261663724,0.06941511651833845
PTGS2,-0.015255409790374971,0.006190653838140439,0.0016210613274366804,-0.044551215287412946,0.017270496970300312,-0.012965398762486681,-0.00850761748529249
XCL1,,0.00032222496954974303,,,,,0.017971592023785714
CD58,0.03850334135475046,0.007566657085444359,0.01738561901878233,0.037063402865048396,-0.007577826193397363,0.05366233909558413,0.09354367200595247
TNFSF14,0.09738834198508621,-0.026873552149433776,0.012654807480496308,-0.01949705840336635,-0.01820816542643317,0.0476309110287475,0.11197144026544928
CNTN4,-0.028541517960622913,-0.007607456261671691,,0.02562811183017427,0.03631698171581877,-0.0009398474553226049,0.0025068051198051966
INSL3,,-0.011700020127453891,,0.12132709357282173,-0.018208163667231207,0.0226865776669228,
BTLA,,,,,,-0.04780211912608319,
MFNG,-0.003932845630436755,0.006339919201091454,-0.03267387648772381,0.0570965232240312,0.00446745925162929,0.04042319718627915,-0.026961856359824427
ICAM1,-0.023678514382399606,0.0254617317546546,0.029220578830468805,0.0009781721965541152,0.007718794096973593,0.03720226134074525,0.011897813579200736
PROS1,-0.062017944792228566,-0.008933925482952179,0.002163199324765757,0.09960973721405343,-0.04570299217242783,0.03929299141018705,0.013753018604016091
CLCF1,0.014286002320459106,-0.030716557749298518,0.07807373789135218,0.005402747047881402,0.0015411690747774093,0.03412365353267765,0.08542102088502042
PSAP,-0.015610596170492718,-0.011359540663997155,0.02342089254057966,0.08918184820880397,0.05024960713972704,0.0879551661029369,0.044797582549572265
EFEMP1,-0.05950895221381782,-0.041506939681100696,-0.036242050460105514,0.07377627753412873,-0.013266810697914171,0.039116253683914935,0.06496886678804782
C1QTNF1,0.000685518786821125,0.053515840143619535,0.028134921125486857,-0.014772781879275321,-0.0025950924273688697,-0.02458405374137884,-0.02778960196426877
ALB,-0.024419781151201945,-0.012773353247693884,0.01327286223037462,0.03617748047110113,-0.005428374174435842,0.08755639627066514,0.004591415417311673
CCL13,,,,-0.01447327073264665,-0.020424239138129314,,
EFNA3,0.09128337678055391,-0.010084884428246595,0.011617347894708401,0.0267901227979543,-0.010868548569933481,0.046955065003544426,-0.011993342691534391
DRAXIN,0.05765572843132263,0.013941454597682295,-0.007216249516192875,-0.033482109046719416,-0.03862435398187095,0.03806679260683324,0.04246427657957763
RAET1L,,,,,-0.005409005317142587,,
NPTX2,-0.04393185353469465,-0.06622118454063766,0.04933645199699413,0.049819422209775845,0.0036475920572923808,0.09580008747564223,0.11272056803822679
FGF11,-0.01880560565312662,0.03372520043332954,-0.01918910287772163,0.04773784218092251,0.014423451616856563,0.07347672040477675,0.02354395116997544
CD59,0.010560920070112726,0.011823252410948495,-0.0873621061803414,0.08665560306297465,0.02137429201319827,-0.008359898781332885,0.01479691642526451
COL9A2,-0.020734686783333407,-0.03696596289550355,-0.04627371157610058,-0.03986831798553537,0.006979372093161576,0.02282509583960041,0.10067504758835323
DLL3,-0.003926942709583561,-0.04338898419243516,0.06527142154235661,-0.03460784527570409,-0.0013389864929252162,0.025717853138933103,-0.0021882930738047553
FGF5,,,,,,0.03766197005627315,-0.005240434279826986
LIN7C,0.0372031562001138,0.034841683657307804,-0.05748677893440084,-0.024718821997479098,0.027524822750312043,0.015856712594353742,-0.03603059331376005
GDF7,-0.01725303146366251,0.0024682308229421533,,,-0.014802174260375087,0.04799807040211782,0.0004087149032421172
PSPN,0.01157824818019219,0.011383953890971887,0.08850123267583368,0.010560042409897741,-0.004352640402280107,0.03218347531740025,-0.005330505799125763
ANGPT1,0.0556362856090069,-0.00424049961315924,0.10617925260483528,0.04014062848140689,0.023275432007485965,0.06502958005218396,0.0058039229375034885
PNOC,-0.013598899539500994,-0.05259203637607699,,,-0.01754858215399952,0.04470023120552829,0.010026347321192923
L1CAM,0.019516050110893572,-0.025125186687682044,0.03678516024133955,0.0401932057233333,0.0679465213530944,0.018230238228577087,0.04207157194280037
APOA1,-0.037062929267278714,0.05550044108669348,-0.00010908955475765034,0.06601068272797313,-0.04109411885129475,0.10667074824156302,-0.004378819667992619
PSEN1,-0.008974087661464032,-0.012434045616547785,0.0391228252909073,-0.0028715566550040774,0.049186443340032346,0.010102438478667621,0.042026792106818575
CALM2,-0.04805081406107017,-0.04088083653501516,-0.054856860195509206,0.043240313377388616,0.05723705121270527,-0.007094025998810676,0.02535980882141636
CLEC2B,-0.0028424469379419786,-0.04607091330981836,0.0669213829434153,0.009502697611651425,0.028832825328564935,0.04439143427604625,0.01532419762961218
NTNG1,0.035555982205474054,-0.005688311447846507,0.07621012246006394,-0.019167980768688992,0.044672874834405504,0.08500069994417457,0.09773260032832125
LRIG1,-0.02167418738676791,0.03331721855034784,-0.10972684386076405,0.017785800074389794,-0.08057320453023062,0.028216610805683016,0.10261241013501586
CPAMD8,,-0.012978023690282304,,,,-0.019086616235815826,-0.022723610818360152
GHRL,,0.02819417152190211,-0.03482806359437193,,-0.016011425323818766,0.006915308389302618,0.02952963989725155
NPY,0.022677971724000337,-0.013777221284654412,-0.06713324526681679,0.050118786776881225,0.005811380730892518,0.010855097124869843,-0.06329693917111655
MMP2,-0.028227302333875975,-0.003782193804988975,-0.07970257601361785,0.022987703391051724,9.509366302048401e-05,-0.006758385271651502,0.009916182887288641
PPY,,-0.009484823939769838,,0.04405346159094842,0.002987115553094595,-0.05204048158374697,-0.040678048548353656
ALKAL2,0.10394520794321101,-0.022878924382929825,0.17063659786197477,0.09509293595721258,0.045455463819730355,-0.02132633021753862,0.06038287969083605
CSF1,0.004696073890241095,0.0174588669332071,0.06263820812482863,-0.007426134475598002,-0.017252665927295158,0.02731342106475206,0.022070508684415617
SEMA4C,-0.04171287052590976,0.009540646889777668,-0.025760718924277462,0.030769162152426043,0.0285662121177239,0.029568346327644376,-0.029445724111412417
BMP8A,,,,,,0.010970806053316476,
ICAM2,-0.02278330274495223,0.0029614333084888823,-0.09519381857934481,0.07059255400724762,-0.04841630643085927,0.02034659559944484,-0.030377519329015976
SYTL3,-0.04214950789865595,0.042407862011375363,0.0822440557051532,0.0016341259106403597,-0.015843935748382196,0.09360130692777181,-0.07197958880741508
IL1A,0.06254458985133485,-0.007859715466017042,-0.032432340919208054,-0.011999939145348972,-0.023610226292840927,0.0466539406624663,-0.03600653059468469
HLA-G,-0.02728700691830083,,0.07632744371459972,0.13223674413196257,-0.026845872664079742,,
PGF,0.07058780860745911,-0.02616136631821851,-0.10614843655517427,0.047308265516402596,0.06053354113497578,0.02657023192164116,-0.02167906512681345
LGALS8,-0.06379711100069012,-0.022318096845504173,0.020118679270335386,0.00015899800755683137,0.0029621380698821895,0.0017268558684823336,-0.0027729784118861803
DKK3,-0.014748233013268068,-0.036358511865491334,-0.11047810921477529,0.04543503469674147,0.04766579683415895,0.050398756285588875,-0.014980246023093032
COL16A1,0.013270285721450571,-0.016195598375596,-0.06812786574741897,-0.0191966604773511,-0.025541338914254096,0.026477015046066754,0.03753040436031252
TPH1,-0.022977880721552917,-0.02193640748658313,-0.003069242896075339,-0.035067545061805136,0.007363643970770215,0.03854614117896609,-0.001060226678177624
TNC,-0.01260537593711679,0.005774244422599605,0.041016999407259516,0.0124944265048155,-0.011604970646412303,0.012914056557826783,0.0956792021567128
