,UKF243,UKF248,UKF255,UKF259,UKF260,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
CXCL8,-0.0025722782935790525,0.03842166264926304,0.04700148380726775,0.09068937320375296,-0.01578945169630954,-0.02332693323107682,-0.007747149440124254,,-0.09689832225363497,-0.0553894224253623,0.06446768276648403,-0.015736040177343237,-0.02809534048080191
GRN,0.012785362074007827,0.046226313663735655,-0.032002630734034414,-0.011069254979453868,-0.06924767983613665,-0.0068695226955478375,-0.0009476626947663023,-0.027361806077232428,-0.03366790767954376,-0.025174277242524166,0.06124865294873849,0.06046060283374672,0.026103300511653903
MIA,0.07071592766127878,-0.011899178913230392,0.015183203192171727,-0.017169497224404657,-0.05035590039791693,-0.015111439653852235,-0.026356333955784263,0.06072021403438683,0.03212498096624176,0.06728715706031174,-0.0461089227327403,0.01969526670591394,-0.027386996352919874
COL4A4,-0.013873315244525931,0.016081119860718827,0.05981005276192964,0.006303875127809607,-0.044123224053658316,0.046067349858120415,0.09722237230739725,,,-0.03361156633059811,0.0047648926033803975,0.004049595493335106,-0.029982224005093986
TAC1,-0.05318976610179527,0.02344120651908641,-0.019232177066025417,0.005519292973275695,0.03868446050285686,-0.039529329858279304,-0.05023107260548098,,,,,-0.013999238752937565,-0.02456680134702218
RARRES2,-0.0422704937403001,-0.04298478007444305,0.08732619852952873,0.04008779894717045,0.017519032542746886,-0.009497866778315558,0.04717978270428803,0.11085534260481998,-0.13566133023708002,-0.008609470615987377,0.07032260733817755,-0.0012412531007463454,-0.04965335146724257
FGF7,0.03495027157202467,,-0.02167795593762886,0.042435585458716764,-0.008834560471903348,-0.003564885300586052,0.015327078909065083,-0.009703608719081349,0.1707715743707853,0.008078852417653623,-0.03715031962711944,0.03795676115922955,0.032292074369464394
EFNA2,,,,,,,,,,,-0.01566255847069524,,
HBEGF,0.034338483805095917,0.05482470004758094,-0.026851507933323162,0.058142356688508624,-0.004917575794846059,0.009687963175368191,0.02859889085255403,0.123938525030155,-0.0035886091878484477,0.0366006068090159,0.03954852945203781,0.07538234186381479,0.026495660183779492
CSF3,0.04442339691990896,,-0.02172486446980653,0.09243568610029479,-0.04178676985975153,,,,,-0.06801157959311016,0.0954456898286582,-0.022950462084850232,0.01792182706940015
PI3,-0.058497245782072216,-0.026575003307815318,0.09631105873538795,0.04722422006422205,-0.01472516414724175,,,,-0.047309184024307026,-0.12453317797149736,0.05303473040616983,-0.049863729566817595,-0.015600634260434548
PCSK1N,-0.07282536387978511,-0.008860518172835879,-0.00420439498352806,-0.06128224514915997,-0.008111226599729031,-0.019199830516853193,-0.01762806619728453,0.024068856970862362,0.04932604339667894,0.09760938293042305,-0.08522019348886957,-0.04324189934002293,0.009782253049409934
NTS,,,,,0.04756759182774411,-0.015838266781379423,-0.018469460306737667,,,-0.02967596209158817,-0.019081855315820847,0.015131662607534943,
SFRP1,0.0429830861212057,0.03753086712007811,,0.009367128234054393,-0.018932373166059963,0.010054107810712842,0.0909611268557197,0.007778728174528414,0.09093411477993517,-0.02806762428094119,0.0701947800426064,0.04380473317162914,0.0030741480668598407
CXCL13,,,-0.015774822151704688,,-0.018762223585015312,,,,,-0.02857319744649749,0.0014716304652182322,,0.014696041647978561
MICA,0.06578861081078,0.011732119688017231,0.03619847920550184,0.016297413225551134,-0.039508190830211655,-0.05707546247822489,0.056301671453075644,0.05234532785949649,-0.07633201486468456,0.003214351311343902,-0.012708012680140351,0.09676322299816881,0.05090910665529464
TG,-0.0544707535033067,0.01469442047861766,,-0.02139588905304836,0.030684928469070366,-0.013378610416531688,0.007651564481459842,-0.006115264923569822,0.09097814309015718,0.008516659376994584,-0.023501390781659623,0.02247567429479197,-0.028190940974695863
ADA,-0.0017302764607003164,0.01146193117623157,-0.04286562955951018,0.042669780697707556,-0.029261704406243882,0.07251125639822537,0.01360230998654646,0.033395211223281436,0.0344402776681916,0.00964779769320294,0.00020595939039934317,0.02658746586613399,0.10317248548391318
LAMC3,-0.0406125683618284,0.06178704729279181,0.0574114432379724,-0.05581211821366634,0.06005687301506758,-0.0018606033889515788,0.043153156584857674,0.045806259839876524,0.012563169406283499,0.06421094004745853,0.06402529347872755,0.03508989245522567,0.051742125862271456
CCL7,,-0.01606774682154823,,0.0029831329483670523,-0.009583721126993976,,,,,-0.019065328536276488,,0.029163477500619716,0.000602446732229906
NGF,-0.05195735998577414,0.012232181414220389,,0.04859724801059772,-0.02655173441118402,,,,,-0.02201892816444777,0.010764059400240486,-0.030079866173931432,0.041295923292694825
TNFSF15,-0.045118221708158136,,,-0.0005656657916720349,0.022156466453726268,,,-0.028038914147265715,,-0.01858655447111739,,0.08766709995865349,0.02514376639832181
HMGB1,-0.06052326898091125,-0.08634284238062044,-0.01911456513632132,-0.06034324419486258,0.0023452118177290887,0.018464623114378718,0.004099225096801336,-0.034733536384098096,0.09330601404901342,-0.025602443647880252,-0.032361456753118,-0.08062436669514579,-0.009198728936003271
ITGB3BP,0.05493398560864397,0.02078984792317869,-0.007730404952766125,0.074803382506376,-0.04711394529671363,0.032853257556017194,0.0483336154542974,0.08011352556113657,-0.007880807498355697,-0.042107950335972553,0.040246181746816906,-0.01794651427672953,-0.05755150816134752
AANAT,0.08872425376998619,0.021815119427749528,,0.05669760581422267,0.07425471574167535,-0.012031462532429583,-0.0023939620309895568,,-0.03375194226972869,-0.0167256726933536,-0.02107756156597264,-0.02544575435552001,-0.019256984096447282
RELN,-0.04768783777829253,-0.03701140320553454,0.05799261935404335,-0.027205912121542195,-0.017192638018574714,0.019007172225408955,0.0416019800406039,,,,,,-0.014598788289203649
IL15,-0.04210045733739559,-0.013517548525302863,,0.06018169385068515,-0.06290134028710727,-0.016650841423427126,0.011011203129190147,0.04540810247347653,0.05111117967700713,-0.015626973172676417,-0.015677169148110525,0.04858513300822328,-0.049528864627055774
UTS2,,,,,,,,-0.003751060121448595,0.06865625324412256,-0.01424313441003772,,,
BSG,0.056026633295527074,0.03132579888319442,0.023937133342694365,0.031049119477299526,-0.048770667953902634,0.08019039161719729,0.025566682595804618,0.18265281373932424,-0.07628089468923709,-0.08012372725659424,0.06661861849598404,0.05220638500022951,-0.025429686098903812
ADAMTS3,-0.008884347164532227,0.02132043665120952,,-0.009866055731959183,-0.03764042544574976,-0.007862906977966658,0.028735617478391536,0.06853935411108936,0.04130960097149438,-0.02821949668960582,-0.044113202304686336,0.05630646124957399,-0.027724255836899803
CD34,-0.017255810851227578,0.09356739510432704,0.06794292168224311,-0.0019721043148481473,0.034911593736314916,0.08774221160789177,0.017237599167724802,0.024135410663915703,-0.057072681831032694,0.0555059473795552,0.011653745387956004,0.07013752871263926,-0.009543270252280484
CCL23,,,,,,,,0.0016435527984276141,,,,,
PLAT,0.09800817467746437,0.04656760726240485,-0.051497568082389096,-0.08069197731658706,-0.043963163968209505,0.02436899021883994,0.06868446794626323,-0.010618410408190533,0.003415948594860565,0.10468504470377879,-0.013158164439817184,0.09841051938064486,0.03205805259423523
NTF3,,,,,,,-0.007279143698394706,,,0.0013491586514455675,-0.018202061016790193,,
LTA,,,,-0.005466811256038618,,-0.011587552293221566,,,,,,-0.03424615059531383,
CKLF,0.06574245473099047,-0.04139307145832105,-0.0009933182031421476,-0.016199286995840338,0.006226621606702436,0.015173123950364706,-0.022233270874804558,0.07574135200080558,-0.004094291330607389,-0.0023645712645817083,-0.05527721882779105,-0.01914073681072355,0.013084104929271225
CD24,-0.023772686807070946,0.0038673353125242772,-0.025369716463665887,0.09292954401605336,-0.024649535137810773,-0.02069489089873816,0.038305515855860124,0.01216210618531422,0.03233355914094186,0.0680201030325284,-0.047864055520435,-0.029418910426256988,-0.006002220632658173
HSP90AA1,-0.08692663200120418,-0.007868637719356905,-0.030110166211218006,-0.007035370207811588,0.027829610580308937,-0.026634069755310907,-0.009952748752760815,-0.07761021675334882,-0.08405675832779252,-0.006524069476930576,0.03179159475019427,-0.07196142874450778,-0.03733624520390523
BMP4,-0.05798207673112097,-0.02010238388580293,0.03320759203785935,0.0362661166595851,0.05429776903245612,-0.024779706825763876,0.05487067995087881,0.03675957420368676,-0.04263567848400221,-0.01119353089838121,0.046521707707533375,0.022897663962422442,-0.03260860923692314
SCGB3A1,,-0.016067745214795016,-0.023221731737730938,,-0.019762966654951458,,0.014129148981866645,0.012207775090559819,-0.04666791182047742,-0.012687684091273207,0.06380846776421971,0.061451235621188614,0.07069916664501942
IGFBP4,0.045889778234139714,0.09216044825032653,0.022551688423439315,-0.010940809471254658,0.02991622156906269,-0.0005771103178952764,-0.026743816009132115,0.07381838707699774,-0.03561290828985611,-0.01926862961723147,0.043935078486070846,0.09529032779220384,0.06348015872907808
RSPO4,0.18598127190506097,,,-0.03034786570047177,0.04220934694638127,-0.013477028749244582,-0.01977087699017209,,,,,0.030210142607507214,-0.024282294159093897
LEFTY2,-0.03343293805747346,0.005572794792632299,-0.0006584088991753704,-0.01829570705978549,-0.024451883484667706,0.04075706768521409,-0.022084791637379097,-0.028267023374398795,-0.0888634578137378,-0.016184304949336124,-0.018009128193985476,0.11732572460872187,-0.001639892838486942
PF4,,0.08355045589240206,,-0.013496566655163184,,,,,,,-0.014355819207830986,0.03884697490357205,-0.01902169502088019
ANGPTL2,0.04527126921244872,0.027227873088984823,-0.029605900323671653,0.009414269238934809,0.0015021757668297177,-0.00820878588066198,0.00884032750593015,0.08081569969670492,0.02678521937592726,0.034933617809804376,-0.02578030443923127,0.09277234959207295,-0.004997288199310833
LRIG2,0.06229405015775141,0.057897448751895654,-0.014661270069804349,0.008925433121785762,-0.03124113377027058,0.0019538036211065265,0.053551613041997494,0.03132655144414272,0.021710873443368025,-0.02168875971603429,0.05965618056591396,0.03545458594101434,-0.020513487189985455
ICOSLG,0.06318148356626772,-0.012932467082325774,-0.0166791075301249,0.0074550449530186025,-0.014630237076042872,-0.010040709765423457,0.006470556516421349,-0.004939668914223722,-0.0914161614750373,0.018567164707607615,0.03218656772491096,0.09163543050563691,-0.016757431068854658
WIF1,-0.09492330497292088,0.017196437042886446,0.038682516705604346,,-0.012683492457180154,-0.010399903873167061,-0.032796461977937584,,,,,,-0.03490440395196366
NPPC,-0.0008683681402310557,0.056717779016156177,-0.029133584675185217,-0.02093650322221731,-0.020187386618263678,0.007872368885709444,0.010413944050168555,0.10364689188430133,-0.0006389831956740795,-0.028461097384473628,-0.0271621723554159,,-0.045713526902820864
LYZ,0.08215719241015099,0.03432885541545672,0.015265926176872082,-0.005911486817559341,-0.0027404717882025587,0.00843285953914559,-0.010501485869703996,0.053416310887594735,-0.02981760922160226,-0.019296244910566623,0.007550675995808676,-0.02101638536881441,-0.0010939413236482948
EREG,,,-0.029283517462454584,,-0.03209862630185135,,,,,-0.03869919831242352,0.08865384597830042,0.06784461779915825,0.0015213423991321932
SPTAN1,-0.09261407508439687,0.021258916207934,-0.06629848774701577,-0.0935511615411603,0.022133162376560878,-0.0032636312988894405,0.038433922978192335,0.07636677205633946,0.04975042639197876,0.031446840119139174,-0.04870811565914641,-0.048937988896875104,-0.03820674115539475
LIPC,0.016795400788271676,-0.020405653665624524,,0.022505987318989184,0.010229693912458981,-0.013511382331346931,,-0.024788239112381105,0.088467202622955,,,-0.043300086422539456,0.006069332081646711
COL8A1,0.0938443294844152,0.10165349850413044,0.010328856569567913,0.0031640193331832684,-0.031989157985830755,0.009941211245812374,0.034513940702948276,0.07918063668326261,0.023380794936640338,0.024433478877100474,-0.04808422589074745,0.06582207323073304,0.0462266521982099
GSTM2,-0.010229195749787168,-0.02384026862396077,0.023451665574720615,-0.04466331315960032,-0.03510398042674699,-0.03204221434216948,0.04062096323171968,-0.018162595538008506,0.100365869880854,0.02973133511841063,-0.02467712628774639,0.02328452908210667,0.03390611994257429
IL4,,,,,,,,,-0.0401797270890143,,,,
SPX,-0.03805813981875898,0.0870658631418487,,-0.03974345538913236,0.04432774066048376,-0.02193610684689543,-0.014648851096091597,-0.0070428065748305915,,-0.019222542463276454,-0.017824584487049842,-0.03813429105648982,0.0030967812901897297
MFGE8,0.15762199966589324,0.10816897629069555,0.055016801612697876,0.067135593781441,0.01557421599370059,-0.05036534166263012,0.056188870003258375,0.01679664554904923,-0.07660484994619293,-0.04690260686929973,0.015295307775415642,0.10942225510278554,-0.04792635132716472
TGFA,0.09310205984871268,-0.007938480240009682,0.09975113555882947,-0.005835365076221904,-0.06807213139202944,-0.037088470797146215,0.041101420590500745,0.12108222566532423,-0.16161998413367493,0.023223551026351603,-0.028103555861054237,0.09601522158281461,0.018622683720379063
SLIT2,-0.06395331202042762,0.06353297789974835,-0.017260020819986982,-0.006421415852890188,-0.02331284921828583,-0.016735470252637795,0.06211855481647759,0.11163323547994362,-0.07236656001877567,-0.0320761621010787,-0.01257832762802695,0.032073613337395675,0.06204459890700936
PLTP,0.023303246354217978,0.07839669405740213,0.03109062464726595,-0.0443131558908366,-0.031201972546884692,0.008028233668517149,0.07933680429670424,0.05748803091017961,-0.020226435007632534,-0.041404425501298726,-0.002806111881176635,-0.007689795570937288,-0.001820784440660468
APOD,-0.07250035539830202,-0.017616319918594043,-0.06663563271534839,-0.08069485838312325,-0.060775808798816056,-0.006858573224460677,-0.047726013034045674,-0.12504544647396593,0.010655458932059263,0.05895982661654164,-0.05887579600626662,-0.15120222761423746,-0.03374670227784631
B2M,-0.05854090849280025,0.018705543141300022,-0.03630480700517468,0.00885526579429972,0.010131759664445619,-0.0197487970288473,0.026715415094059107,0.016274320637741407,-0.03423980279089436,-0.06782697134337062,-0.029985666982920007,0.0368968575265866,0.05129822399330651
OMG,-0.0388467775490695,8.981094144987532e-05,-0.021287833707495124,-0.05249268460151536,0.01922687969473602,0.01896573556197485,-0.06692065192748575,-0.0017117798759948297,-0.019454652557176082,0.003958278927825129,0.013445411126236833,0.005183217374024361,-0.09571836315371289
CXCL3,0.02250215619859311,-0.0411603991691372,-0.040904928828616585,0.08211280980160632,0.024850926666567474,0.03800400234955772,-0.03143997215047787,-0.024091685394155123,0.03306274347880932,-0.055431212802841835,0.032112674060254684,0.018677804279499405,0.02614325777487241
CXCL10,0.026732261585681566,-0.004249060646375034,,0.055720722525841225,-0.019576227136866638,-0.05410821880482855,-0.02312652487398804,-0.060833861729566285,0.0208758039347674,-0.019687397558812696,0.023324219298641743,-0.036660846710134656,-0.03280463537422951
RSPO3,,-0.02182599030572079,-0.021724865147429277,0.11358287861694934,-0.022083507099467315,-0.020355014684576466,0.08668019917696514,,,0.01971683470308923,-0.038445568217552004,0.009819557681112104,0.023912135244680888
CORT,-0.002676647351097828,-0.0017834125444394712,-0.028831855884695095,0.040166883303041315,0.10800940030395255,-0.006571326379393581,0.007813591480189118,,,-0.02173951992757119,-0.015022635150635814,,
NCAN,-0.030220749937247743,0.003918375536689044,-0.0016324304315323184,-0.07115591375943599,0.04418199978066578,0.017200232454221472,-0.0716288060842155,-0.14241511067327303,0.026398127529634073,0.05870259821786565,-0.060121001837617434,0.002249898336956567,-0.05382853008110153
PRG4,-0.05844499325285899,0.0036606814175087366,-0.024291205737235786,-0.015469196011159191,-0.01581171179935578,-0.017223107723846973,,,,-0.020881810659909354,-0.022166817460585415,0.03389933453087862,-0.026475608005382678
ZG16B,,-0.022281113057832428,,-0.0016055228420747236,,-0.009207362197373246,,,,,,0.08344983245535245,-0.016227456714270127
TGM2,0.10316009506891367,-0.023875026733707214,0.06962405471035772,0.04200887620566856,0.017189410143539124,0.020480350729934864,0.034779237006332016,0.06352979697178501,-0.09524846761313555,0.006799728646999563,0.05783898759804674,0.047082498006285965,-0.0004901820550397125
VEGFC,0.03531341952473151,0.04067866065659329,-0.01577255831567968,-0.016446847618429707,0.03579465213665082,-0.024793154781288754,0.02913096614353829,-0.020815351194712506,0.10331998540710925,-0.02453598256988399,-0.03009988571769466,0.07483503205959259,0.0829156875539797
WNT6,0.05379119917159895,-0.012676406523617104,0.1265109849775642,-0.007983877684236421,-0.004950146043427188,-0.020490656165463045,,,-0.05095062591240286,-0.02846110122438613,0.03117574991294925,-0.01432155062473876,0.10223756184820153
NRG4,-0.023440848909496076,0.09813132121398142,0.07754002812086325,-0.01882671919745855,0.044549593820126444,0.04630703445782197,-0.027440487316051993,,,,,-0.024405907477273038,0.05720638893178315
PMCH,,0.10574088012070937,,-0.026086253613416172,,-0.01347702809883238,,,,-0.019378594085709376,0.093915731865689,0.04618178555701065,-0.03229303276886359
COL9A1,0.057209651742777444,0.0326500239157371,0.03808523324952633,-0.019663134119966248,-0.030665477457024252,0.07781307306947736,0.012393782975918394,0.011659909610611209,0.0039391740073274435,0.10820193897093937,-0.021457833046533974,0.027272745088551403,0.04150331672556229
GDF11,0.058963083180584436,-0.04606557142087545,-0.05814910135061139,0.02772306520091688,0.01653304951247028,-0.031152497576564086,0.012242585505377287,-0.018904168040139748,0.08501021963149576,0.02697160317080336,0.028540193136469237,0.07260965494706845,0.011843493117157902
RAET1E,,,,,,,,,,,,0.05285152906002945,
IL24,,,,,,,,,,-0.014448212785673802,-0.014126922969328966,,-0.02819092478667064
SORBS1,-0.051716677401092766,0.03796829072534399,-0.044529199260929395,-0.04550604176947159,0.010373177040336305,0.03231161064084998,0.04618349437492974,-0.022890828131915,0.015420242716315752,0.022977523406086064,-0.05950279177826506,-0.04411993783663451,0.030966187016061873
DLL1,-0.03941311772383516,0.008034441371173972,0.011243401830448507,-0.03622056919251267,-0.04929806527225838,-0.009636249681795297,-0.01056285285907792,0.09853689425430151,-0.009065786100615437,0.08262484739476839,-0.014220028661295434,0.011130383184326792,-0.0038683315919416468
TLN1,0.03686281992835193,0.027486737224557307,0.05222009857499322,-0.002836199884433139,-0.05436894639378478,0.024513399374027398,-0.026897462588138032,0.04478145120991275,-0.005612889992508551,-0.04967853749436238,0.08282557822972035,0.03259786037187752,0.0069324985420083345
COL2A1,-0.06741593992429623,0.0006170396013658357,,,-0.014122257301875467,,,,,-0.03158568720097331,-0.024305654514788215,0.14423851379415542,-0.02271848467678498
SHH,,,,0.12700015920174132,-0.03580087774529728,-0.018000710873915724,-0.03374376919229907,0.011334562971104988,0.0047425629849044875,0.014631387611643306,-0.03796303130111303,0.05036308907963984,0.04016566494401076
PON2,0.01868625864868623,-0.03562687610335415,-0.04446744452666213,-0.09002013397045876,-0.024292365423973256,0.08161549340811841,0.023509196774615347,0.05975978477839999,0.061148176154992726,-0.03684009561288403,-0.0024919604367431756,-0.04274018903190392,0.011786195101041159
ICAM5,-0.08116990581760951,-0.02602368664699106,-0.023221733381130504,-0.01337512767537431,0.04400789528254865,0.007482889612442435,-0.06400515285794241,,,0.016069773586259717,-0.03561999912714834,0.04180533102858079,0.03363961713241688
HPX,0.02498611995278896,0.016919938426281325,-0.021724870858823537,0.05786927197325325,0.04355332004711156,-0.018068877659645526,-0.029388958583907904,-0.024091672789903103,0.008805171528028885,-0.03659089905565619,-0.02158205390439103,0.08611480912629317,0.08708617657361718
SFRP2,-0.0004632480631365586,-0.021362110082647424,,-0.002050141891003881,,-0.015059227956216469,-0.0018021663197143618,-0.01683974703015923,-0.04017975073817004,-0.005622662997783784,-0.07658185520322723,0.054434217153651036,0.04477567457964016
CFC1,,,,,,-0.011587552993517209,,,,,,,-0.022312410612843267
CD70,,-0.03902804634610883,,0.045456409007425154,,-0.00846245453020663,,,,-0.055433511519896186,-0.019567725407617684,0.02002715893447732,-0.008632666314375875
HP,-0.06611594577787784,0.04604386112553091,-0.02148214209038551,0.03291199801875634,-0.027708685747056802,0.002817558368420788,0.009606820678603535,0.09303083329520667,-0.0063841587099042205,-0.03948706685544367,-0.043745071294731194,0.00870619535008098,0.0048563507532380385
CXCL2,0.05405742793255635,-0.012521990624130782,-0.040316670160477186,0.032207860013283525,0.0029699540091825097,0.009846090203478704,0.06092079048384806,0.07427453952354632,0.10068175646954948,-0.08150271447963768,0.05706570660643325,0.09125857308003296,0.051324907162758185
NPPB,,0.029146171411785316,0.06618231065468914,0.1080082930939718,,-0.010146532651700341,,,,-0.03806564744770754,0.04835578746668078,-0.02475707504439839,
CCK,-0.14096820381579572,0.015944682168951625,-0.015891988912138187,-0.06724592623983648,0.026707821459425858,-0.026328792474479452,-0.014203997306835997,-0.024788259119883506,,0.07620304068426292,-0.01585512087110001,0.02061744515167196,-0.028084215450557958
SEMA6A,-0.01273882323902306,-0.01628890956932576,0.01704921574414001,-0.058115776910344204,0.0035935151500185634,0.012320687337584927,0.0006821295719138451,0.04137366791124076,0.024268274373701267,0.05790832061044099,-0.04314211712952213,-0.04958192334180502,0.011544919633753961
IRAK4,0.06397536036252148,-0.0035366039579932274,0.021540519835070344,-0.0004913762189482937,0.03625748462836615,0.05926043617837204,-0.022708615359003526,0.04678626919350874,0.013815216148378922,-0.04079628785213761,-0.036674917630138304,0.12387661656429368,-0.05696616944786797
GSTP1,0.06855583867184652,-0.027460562887964595,0.04873658761775341,0.009026341494563718,-0.00019769099985726595,0.01561815468067119,-0.04439973493380328,0.10161426076736431,-0.06703422896523624,0.020144095466338562,0.0014881628847492824,0.027123297844465794,0.05106669342906706
VCAM1,0.04310167545190239,0.02697129480420317,-0.03537934389801629,-0.055422967674550266,-0.07074782606845875,-0.04361929266165608,0.008794875435689431,0.04466200276162919,0.040434190030529754,-0.021148316936789174,0.027635668432010447,0.022588079290836005,0.08492506618414979
NXPH3,0.09499517615153136,-0.036037062662308966,0.06376626547546335,0.07829023476226588,-0.04227580302949147,-0.013803446557284781,-0.004687609480638501,0.0016997452901273274,0.016576337148063613,0.0519502382548124,0.0015646093392237541,0.02545393225415006,-0.036444559476226907
MTMR4,0.0923851961417264,0.0024478173964361653,-0.03191671805074954,0.009802517814825096,-0.05479728639758944,0.008672634977448048,0.04804387737880483,0.03906924450761209,-0.06400464689503643,-0.012727979250924138,-0.016882713440455884,0.03386857714839981,0.07544397667159922
LAMC2,0.048787223662449086,-0.016270055469251973,,0.07998890420217247,,-0.012773352618842493,,,,-0.017762759617550042,0.003719454001911095,0.00854653579627507,-0.024282307526431495
IL10,0.005948378622273701,0.050500755653509824,0.13837029529857015,-0.010276723786124936,0.012461678221720687,-0.007474903213260497,,-0.01348128547783752,-0.08440686945101493,-0.019138006577681402,-0.02157925700516659,-0.010229931888071335,0.00855489368103556
SEMA4D,-0.01697682957990125,-0.0053708113970028755,-0.029940731376360268,-0.002463884177440819,-0.03699350956427534,-0.038358433244883645,0.0421765675533844,-0.04859281776417255,0.0075086596981058075,0.0788229380120578,0.004296129275530734,-0.0022303181243309594,-0.03840605445070085
TRH,-0.024967802619884558,-0.04336173040688151,-0.016778605857378937,0.07913278390637425,-0.01389737188409059,-0.014783378364621687,,-0.049792042658453196,0.039167679724199,0.03353783965998384,0.01954008035611526,0.018252001010709194,0.12117174257972334
SEMA6D,-0.017701153452378743,0.034623442548797866,-0.029041829860337424,-0.0478437490309633,0.057450434608401,0.06209819792719229,0.004137059103615087,0.13844480740582288,-0.011839668625662094,-0.020813910196815635,-0.055133357778770514,-0.009024719353873124,-0.017566207302943455
CEL,,,-0.018412503390560483,,-0.027418067084643775,,,,0.04235631377890053,-0.021879609791201796,0.04707866684005743,0.06992217952283865,-0.025942332770226874
PDCD1LG2,0.06332099028510628,-0.0026198048175945852,-0.02267059207649221,0.02741944265169246,-0.00618366640406899,0.0130764532728979,-0.020922822666100533,-0.052087282583392104,0.04105703749964788,0.005217634144577466,0.0033123644653226965,0.035795833073260744,0.0646267727208802
SPINT1,-0.014595982040162285,-0.003884104222315825,-0.022107447631641304,-0.044795261224092005,0.029676742161260525,-0.02219090890334274,0.0011154767425018875,0.112123540836915,-0.0032481711431523942,0.005808635082202025,-0.030682654110001435,0.09421205591597231,0.033002330707000725
CTHRC1,-0.03095886693622477,0.10713242494509971,-0.019713619818405363,-0.044162263306374606,0.007775171729003807,-0.013358182807180112,-0.014853700292205256,0.07073606976755951,0.10650964517335738,-0.06808765262279556,0.02468276936593506,0.07156161777217349,0.009487630512118202
