,UKF243,UKF248,UKF259,UKF266,UKF269,UKF296,UKF334,ZH1019T1,ZH881T1,ZH916T1
CKLF,-0.04108695740052208,-0.05771771252061268,-0.03831466961558251,0.01812492571292122,0.08383450755185592,0.00466083198705132,-0.01514248728865853,0.052715679060231446,0.011121969873371478,-0.07129924605057143
CD24,-0.027539668588641507,0.03857915011978828,-0.025037693351547912,0.06137734944712903,0.08997061672845763,-0.05803028213588715,0.0007802027812571004,0.019797587502099756,0.08042712372114319,-0.005354516218757007
HSP90AA1,0.08673912282444492,-0.016110248941068064,0.037398433988689875,0.015026935094937266,-0.06254945782377608,-0.024238724005776223,-0.030104337791829052,0.07022299468374271,0.03133474858019509,-0.04662631718373877
BMP4,0.015458525306423674,0.0007520964214325773,0.07152044538600653,0.0022113422339397064,-0.0205417544401035,-0.04566939660318221,-0.01690526499517508,-0.010982050049030103,-0.029900897083494745,0.02279748759426605
SCGB3A1,,-0.014877737673900783,,0.07200018658138137,,-0.011967863736115716,0.16067570108917298,-0.03622551090095211,-0.008162156426216852,0.12530721576170656
IGFBP4,0.02858232795846311,0.020703628108700686,-0.046307038302455646,0.007800567098853103,0.05126468784177061,0.04906463225888454,-0.0019352455200838115,-0.008002930674802252,-0.06405674502727078,0.11906006960477226
RSPO4,-0.023064682584197353,,-0.023609565910360807,,,0.011273065280768685,0.07364166159676075,0.02814895236532268,0.14180555278687756,0.013475659382211146
LEFTY2,-0.022181537221775665,-0.029403833074369647,0.0020544025609945515,-0.027104844292341904,0.08498322705662618,-0.013122907037318077,-0.024491585968709123,,-0.021873755043999046,0.11822790003385843
PF4,,-0.015433264610443571,-0.01049985139494339,,,,,,,-0.026312556034865053
ANGPTL2,-0.01863635855990324,-0.008374189965790839,-0.03689935500577132,0.04636114565904095,0.026033531756027087,-0.026758028713310004,-0.04205710315917961,-0.037123319515437354,-0.0016349399215728096,0.052786431167456856
LRIG2,0.006159380997364303,-0.017699225899017967,0.004207307552118979,0.05604252586552877,-0.02261278360725386,-0.02524743227155379,-0.02103962413653949,-0.001135074334220722,0.03817850529357161,0.07691879076164117
ICOSLG,-0.018418192826714634,0.06344769730101663,-0.014909985029541889,-0.03442355122593559,0.03631229430591077,0.05347926407700241,0.0017447716875835253,-0.05506343205391205,0.0046213992616784055,0.0296219014562313
WIF1,-0.0425523425118998,-0.00217910880472844,,-0.06907163226540369,-0.04580876796811171,0.05386196862682662,0.03359412003193399,,-0.014952030783534073,
NPPC,0.15450892782405057,-0.02917358982428898,-0.016287858844377875,0.02707060644233203,0.00017998756363020351,0.06979668575640124,0.03620048146228455,0.028357125712967987,-0.008265841257058027,
LYZ,-0.0008590136573598423,0.021017702870889287,-0.044848295317267806,-0.01570967758189547,0.07713163869473684,0.021654978365195962,-0.022827510696966907,-0.11898842076242853,-0.009722245506291471,0.04654058450167991
EREG,,,,,,,,,-0.020033422224553638,0.06190932417154243
SPTAN1,0.048567899062672865,-0.040474044966535866,-0.00603119290126223,0.06195732871725456,-0.021276730309045932,0.011738386020623017,0.03475777729689407,0.012522326726875713,0.06491053488884813,-0.028102943802831206
PTH2,,,,,,,,,0.033111452037204815,
LIPC,-0.04837433031930981,-0.01889437243640701,-0.018869014957848936,-0.01998914554036976,0.046641466470746074,,-0.031165928946922977,0.09647754328247428,,-0.033269030070618336
COL8A1,-0.08297974183971871,0.0542493634657473,-0.008551228825719926,0.022938146124761097,-0.027100321093310297,-0.02375056366922009,0.036940752912065285,-0.010427784962798508,-0.08376879389626048,-0.010816069222199335
GSTM2,0.045354126694786646,0.06436105454932146,-0.025959394405102025,-0.010900263777230777,0.06481148161009799,0.008523670533204408,0.029682965566076386,-0.04272033230917527,0.008218868055633783,-0.04105554005871077
SPX,0.023042534709835315,0.0174743301067756,0.02646220390196429,-0.043955048142802676,-0.011962191869875096,0.014531574419143817,0.013916613730922097,,-0.02135608249657281,-0.0482656646323441
MFGE8,-0.045510805407601974,0.053714503191971165,-0.009915476055590877,0.06738059783228473,0.019442804039680017,0.01208882571376179,0.028049259091550163,0.057200646996635685,-0.04128746372943648,0.12679617112824598
TGFA,0.04616034049834758,-0.036990561554307265,-0.03678000593833952,0.02412011913972004,0.02513346205610284,-0.006283484566409118,0.05563967720948883,0.015500359285247418,0.03743132002226887,-0.0350279390882908
SLIT2,0.008586358683987475,-0.022634480636813212,-0.026923350956828077,-0.013168795245773366,0.0006961368482801924,-0.0032969919908102706,-0.019424394279528898,0.2609699571697002,0.02252434229307624,0.07689095231354216
PLTP,0.003943066628289125,-0.023841378246919034,-0.05256650407284999,0.024259589639786312,0.023822396845670474,-0.06332237877417343,-0.018489438490795124,0.10864255019606371,-0.06474548076180754,-0.005726656680769025
APOD,0.021332858054771756,0.05402456292601565,-0.0018595742669900634,-0.012727967707152078,0.04920863599166115,0.0028686493542328,-0.04849109305026912,0.006823561009843611,0.025291057763844715,-0.06095630664800865
B2M,0.0016219257592614456,-0.010454922456529729,0.01535312046912118,0.01185714770598261,0.061228738559463536,-0.042973753692944636,0.013792471726321259,0.06599716107526,-0.07257912419158637,0.07305688251285171
OMG,-0.006261111828325395,0.017242220111566644,0.026106485668866843,0.05174979636074262,0.014114037217995873,0.0036692352077768186,0.01793572598934249,0.010969830687089503,-0.0063459111640415955,0.03784774872028106
CXCL3,-0.032838647999085785,-0.01838128846207966,0.012980562655459273,,-0.01703296651005548,-0.012803082597505564,0.03241179729157207,,-0.045119991057871366,0.05560813979039819
CXCL10,0.03610874200687077,0.023013691987824964,0.009924256434665964,0.06579581982293609,0.09028359548152266,-0.01944881954500095,0.036852319360074944,-0.07516551731951734,-0.021977886305899107,-0.015899883284289873
RSPO3,,-0.020209516263838646,-0.012193528971256634,0.06910350360263083,-0.021302400976169797,0.024614114165314605,-0.014930685094306239,,0.10326855857775799,-0.01875194360669995
CORT,-0.02585957290733911,0.008939264290705308,-0.00519710543533882,-0.0028396692783616206,-0.03686857756702207,-0.01451996440412543,0.030839905645671125,,0.12503638099709458,
NCAN,0.023045078710241286,-0.017883660285839778,-0.06857801077653422,0.035225831665505816,0.038054392264188504,0.002428395961974768,0.04446667356931822,-0.008990607127102694,0.06940770678029948,-0.07750715753375026
PRG4,-0.035292245443703095,0.0394134064753416,-0.012034487248969078,,-0.018453666828269034,,-0.017456439008537245,,-0.03835523897850418,-0.03246158681585943
ZG16B,,0.048569192412080645,-0.013967494267103118,,-0.019923698831451467,,,,,-0.00554207501090688
TGM2,0.04095911433772135,0.057561499910230116,-0.01519305223925823,0.04995543580886423,0.05913678579303515,-0.040318852010676774,-0.047629570167754744,0.02573713316126727,0.011011502701498933,-0.011806223122010797
VEGFC,0.06675730994090077,0.020619694054704835,-0.021448678628789568,0.056440933731906624,0.08499308762093728,-0.0042720102717886755,-0.01781499181948533,0.09124240332291315,-0.02745155662350057,0.05462323575834158
WNT6,-0.01445096193268408,-0.024004903235201363,-0.016645245460370498,0.014843301390819092,0.002929685075951669,,0.07028144157826993,,-0.004356081293357153,0.09366414709187587
NRG4,0.00047478967689286824,-0.01370292008863785,-0.014646521510121985,0.00669979203485337,0.04575523185230589,0.010629849484835653,0.045502296704548646,-0.039613555536253744,-0.004048830388701966,-0.01875194570834544
PMCH,,-0.015793352837501436,-0.020294182468019912,,,,,,0.0483681932901845,0.09999919068674286
COL9A1,0.02700337022412909,-0.041386717729310796,-0.01529722273030854,0.03836789506844482,0.04017714895096102,-0.013670150987592231,0.03292213569023963,-0.1047049179368669,-0.014926785962831039,-0.02360221440587599
GDF11,-0.0016203404963983433,0.016310126137041827,0.028728826206762665,0.013301597088321349,0.00594366820341166,0.04106107597129181,0.05032740156776934,0.00026742802831035715,-0.005585605125467134,0.018396791713114813
RAET1E,,,,,,,,,,0.000529280697856344
SORBS1,-0.031025323571696566,0.019541381688183333,0.06830775002929487,0.03630318277244151,-0.024237709030189746,0.03337802451941902,0.012539811920920674,-0.04328667440026423,-0.028693745803385583,-0.07499700011011362
DLL1,0.047760777002794574,-0.06251813734116156,0.041700653428454706,0.058066849975405496,0.022706099077999052,0.009111325434873838,0.044013023060542174,0.07548019072135587,0.026319255198877074,0.08489645815238489
TLN1,0.0003390631416504561,0.014036052528876559,0.011843872227916899,-0.013983588927388926,0.06807884387428904,-0.028804806451773125,0.023182460675945062,0.025981783400090205,-0.04719818515844267,0.0806653397810393
COL2A1,-0.024498138122621603,0.015850301367186986,,-0.0143235339541578,-0.017032972306562758,,-0.014505253824678939,,0.03651405366347112,0.03239798974168527
SHH,,,-0.012505808146795937,-0.015634195029489508,0.07089752713158307,-0.013741241946793584,0.08461886541849789,,-0.04980183699620596,0.018184870827935736
PON2,0.020358931062068295,-0.002764314547015236,0.05112810202466365,-0.05498528847131677,0.02996228405663568,-0.07242031659022867,0.024383930829526168,0.12034386489015844,-0.0436131567628513,-0.020459226794482005
ICAM5,0.011481190466149574,-0.040098599970067844,-0.019491189611269666,-0.0069850049725649396,-0.03328409239799805,0.02501445249455067,-0.00040187451258709065,,0.04019480315162235,-0.020444068977371523
HPX,-0.007570378189546036,0.05589784363623696,0.01941260285192407,-0.01322120935502703,0.036629085298359225,-0.011967862516020831,0.0636275153585498,-0.05153351889059846,0.08101619260659033,0.008039476677973915
SFRP2,0.005708521243747511,-0.0022550901682940098,0.026253797840866393,-0.03125489799790227,-0.01359389516638361,-0.027946796507557926,0.022073733827421557,,0.014121735968804602,0.0486820614312336
CFC1,,,,0.1800820203581833,,,,,,
CD70,,-0.036137555562406706,-9.924616943322115e-05,,,,,0.05169963121890693,-0.030930661892894583,0.014738546364350572
HP,0.02795601453877096,0.009081377461762418,0.06695429565815694,,-0.00016441976886387622,0.00024587870537721534,0.12014749554264842,-0.08291832113756004,-0.030814831177826303,0.019327906759579197
CXCL2,-0.05986626279578961,-0.05164948748345455,-0.00800102790738783,-0.020433951412241337,0.044272161874996864,-0.01663239806819756,-0.027400026005001205,-0.03902571457716405,-0.001805096202397449,-0.017593978790569734
NPPB,,-0.019193721535391485,0.005686137435660309,,,,-0.01781499311522077,,-0.018277590514072142,-0.019021760512789754
CCK,0.0221578020619065,-0.04169908545998185,0.004368302362438844,-0.06478517705707579,-0.05002135278041951,0.02713610080697472,-0.02292292127882552,,0.07581788027430812,-0.024676358412192782
SEMA6A,-0.011889122367425724,0.01740568508830113,0.005638822372959576,0.016198145684766727,0.002761778896658256,-0.004150993659589573,0.07572390042070784,0.0059737220906155,0.019573828029814132,-0.05855793345345157
IRAK4,-0.04565627268164169,0.043986896457353535,0.04769016378488214,-0.026387916948313123,0.017557644622720244,0.0009922149301154408,-0.03252767744036224,-0.010954059899118053,-0.018730320369189292,0.04475276405407709
GSTP1,0.006557143348308584,-0.010154739291298674,0.00025532674653389286,0.010251037158707059,0.06280018328624835,-0.026195899883917646,0.028693886113930707,-0.05689855532032349,0.08242753550635538,-0.06981906063966273
VCAM1,-0.04166855773730145,-0.014563768162253233,0.08127158686744633,0.0053113671525140795,0.07337789293246896,0.012613459767981,0.010262136207333813,0.0009335230946183338,0.018779569276763632,0.05355643566746499
NXPH3,-0.006439711894628658,-0.022157162376132872,-0.055889962810309494,0.016901583070030153,0.025548600966806494,-0.016614117097720347,-0.016006949987615583,-0.020865538055221965,0.06998230500791425,0.0015278620335754237
MTMR4,0.03415069161144817,0.04469304164259435,-0.010567706636102727,0.09659137159896719,0.05010982581791042,-0.04609693337898264,-0.019924756229580724,0.0056343078905237085,0.03593771489294383,-0.005563449593899873
LAMC2,-0.02185655133005346,-0.015065064449021616,0.0378242653134096,-0.018115194582494182,,,,0.03257632142297793,-0.011870207863012256,0.04715092683178446
IL10,-0.017635429449229235,-0.03183082527030086,-0.03140389474138931,,0.11319581294759609,,-0.0159469516073608,0.06470112652916683,-0.029559245992426646,0.09563430967664102
SEMA4D,0.002714746246819246,0.0003912397302012529,0.037045132950847895,0.05670648371105997,-0.0268055462443752,-0.015286561551336087,0.024194730844108586,0.03776929036624726,-0.0016665140322074533,-0.0022456925037616566
TRH,-0.013119222695701588,-0.01854362888121029,-0.029644904251278522,-0.009377580405408627,0.0298938586190367,,0.05170222914330916,,0.07655427816937045,-0.02130564740162395
SEMA6D,-0.00788060813193226,0.0142284742950399,0.03507813249394009,0.07949009195758375,0.040779009310085934,-0.052409004562027954,0.03588439102058326,0.0270459495624559,0.07272600535365414,-0.04517489230758921
CEL,,,,,,,,0.08441053004371314,0.07269068577698193,0.053897011147976716
PDCD1LG2,-0.07028671182168605,0.01230752277403874,-0.05053195973926796,-0.012721407490462338,0.017210833641023607,-0.041851948780116575,0.10041730982973443,0.0034416550450020763,-0.0022020077214761993,0.059526807217135616
SPINT1,0.03497806108935794,-0.028625941016330196,0.0072984329502064505,-0.016454367977582162,-0.042478052074776576,0.038516235420040984,0.07811918595217116,0.135156529990762,0.058869489749476166,0.01131931665858048
CTHRC1,-0.05185653772424331,-0.021983640662701906,-0.015120419259569192,0.03921554002205406,0.07266328739624997,0.024741973296143017,0.060686295418913024,0.060628752624999754,-0.031555186048601525,0.09829608353032081
PODXL,0.01500690982715682,-0.016768606481185378,0.054307451178895697,0.01996096075553531,0.05617371601311507,0.0017517210955193322,0.01190697521316949,0.03139804818217358,0.03652344583570198,-0.003164975470206929
JAM3,-0.003246036590741925,0.012480753995393903,-0.03477424560687862,0.029329397634671104,0.0077517296178217145,0.020672393478204928,-0.01722635453293223,0.02206146721186047,-0.011765147010529668,0.03585381920330304
TGFB2,-0.02112010784217609,0.036157603772779594,0.060642269460920585,-0.020591272969307326,0.03273973722058276,0.016225360274224717,0.05410290761679353,-0.0753834683797725,0.030042137439941444,-0.055894085210045054
COL18A1,0.052330249980073934,0.02541505331867287,-0.0529413400750788,0.030123551706455212,0.11601528161929406,0.01004375828801016,-0.019821084405872973,0.0077266010412877445,-0.0737764254292302,0.0972495893778329
NODAL,,-0.03095448867305376,0.07372913297259193,0.01880924559854196,0.11590152603966328,,-0.024491583229056358,-0.03922652636715997,0.09628004231221474,0.013768416627821488
INHBB,0.010883374960966906,0.0404552187634423,-0.02894132149995961,0.010960922232707884,0.008658404397125771,-0.007848798787784854,0.07380651390264566,-0.06792650282267552,-0.020752133769820585,-0.042360259477419865
LCN1,,-0.015065067838722456,,,0.0360740673141661,,,,,0.0167103157874178
ARF4,0.055088359791956934,-0.04742123472774255,0.0032369078008394523,-0.003459638271253557,0.019724291559822107,-0.03691094186409467,-0.0050402493156737225,-0.023195909582749922,-0.020195457266322634,0.05790089518481685
CXCL14,-0.03544471626159128,-0.04799914590832216,-0.03899865912191578,-0.05896982875470505,-0.021774960126945263,0.02614376537586561,0.018449784436106734,-0.06012311695761309,-0.03878390118746146,-0.10248078244511537
LIF,0.07036352042166169,0.03616116696287301,0.021214350436702105,0.030122839511646606,-0.03120229484405575,-0.01418817423353817,-0.006924988223242274,0.09895016996072699,0.02937631525861441,0.013240076038045012
IL17B,-0.02612424480917562,,,,0.10215810593004102,,,-0.0378260550121994,-0.016887905746411296,0.008462288467605562
MMP1,,-0.020769683736533456,,,,,,,0.017721922840903417,0.11128374747273298
MATN1,-0.02058347014711194,0.04779911135844341,,-0.015493633092714109,0.009572425246188683,,-0.014505252019569505,-0.019029600506713058,0.02449791220489453,-0.025912219987034402
ADAM28,-7.025269173332049e-05,0.03814946570621775,0.050408986068976085,0.030133535614271116,0.007432067883107293,-0.027219629639746813,0.010800118800230508,0.04025491207619785,0.013647877129740384,0.06944421437658356
TCN2,0.03971388452868618,0.037349401655884275,-0.02490890479600736,0.028658703235894256,0.0737012475545272,-0.06535217192010612,-0.0431676463017186,0.04832668589108684,-0.05614876722601863,-0.002585237590391599
THPO,,-0.025774151936478803,-0.02537108237735275,-0.02203262182245363,0.04505165218492472,-0.014764142637108556,-0.014505253685824344,0.12611050995723502,0.03413037804340574,-0.0280508683382619
CUBN,-0.059697324579230084,0.008036904040331723,-0.016075627282233704,0.04148835188345874,0.027067988343587833,0.011479257163744658,-0.01591364042477855,0.01765369520830518,0.018505660389192328,0.03779020974302466
TIMP3,-0.006946873785911834,-0.015255365571231682,0.03648891983220484,0.02631159542759783,0.07244114398670949,0.017257108613331698,0.0020496123291170497,0.061101315629003485,-0.10181389081350876,0.07603480235597398
PIGF,-0.0036163214063090364,-0.05060141282569186,0.059595285345298205,0.006257265163216136,0.06666549076724058,-0.04451526537519364,0.01866254574492126,0.03499246325522746,0.025564976098618578,-0.05895610670578111
CRH,,-0.017650520597555314,0.006204953603614306,0.04239925341716375,0.027947125711415555,-0.02671264095694695,-0.0022701736730561953,,0.0013814875125144944,0.11637022720796887
BDNF,-0.037286330858154505,-0.023717319990355357,-0.03783082579234847,0.031409312076442014,-0.0725356826781812,0.024119428817283385,-0.016336641136224486,,0.08004681548290435,-0.023332217395831252
CCL5,-0.0035545191967558203,0.05317263115701268,-0.015282567515437648,0.041380949072925485,-0.010301238376284015,-0.020714865270003987,-0.0025670998260344576,0.0979100109781455,-0.00659219380656437,0.04028755756887
GAD1,-0.009175085421686586,-0.009441621020961992,-0.03228891805860581,-0.027820573118423206,-0.027825880578721804,-0.027617211873731905,0.01594548254800504,-0.043533252649941234,0.015231927740656633,-0.04275967412665159
COL14A1,-0.06729130850916887,0.02638635007722513,-0.008817923223582389,-0.0017740593030734692,0.1223143717276063,-0.01933896070061458,-0.008455754499215765,0.047287382494911344,-0.0613062173869239,0.07629464597398164
HLA-A,0.05320534587987666,-0.009584937466722298,-0.004537712647115587,0.016650839474750986,0.08506773534965059,-0.05293309256821734,-0.001351411928302869,-0.014917585967072128,-0.10974837171193581,0.047640163383068534
CD5L,,-0.017650518555524523,,,,,,,,
FGF18,,-0.0159705290670077,-0.011206920906981591,-0.0181151919436528,,,,,-0.021132680053003658,0.05964110626360828
ADM,-2.589697190835822e-05,-0.014237323246377394,-0.02638494941304323,0.03156231920598748,0.0355132290900922,0.0019457426607593885,0.023062586250508568,-0.03871889132926147,-0.06342835911165154,0.021657417675910916
CCL15,,-0.00601400342600541,,,,-0.02130989867947432,,,,0.07352161589011698
GNAI2,-0.013828384893640612,-0.01728905938572267,-0.0303934412513137,0.06206306374275127,0.07004892733158406,-0.008898138827847062,-0.0161956636763095,0.046066210525447446,-0.01321735423136106,0.03381625914827756
HDC,,,,,0.020110640364747103,-0.01797344466340856,,0.07750132817381451,,-0.030872561598982322
COL11A1,,-0.008669604208615685,-0.001990452727533771,0.044459075122411165,-0.027175669932729747,0.014189351916319053,0.021845939094883762,,-0.04563987146172262,-0.001095462422377811
NUCB2,-0.10668129053873146,-0.02858073982674326,0.03788409572926601,0.045599591975055045,0.01952227613292188,0.050658956622753964,0.002259147521353856,-0.02346324982001924,-0.03717860390231898,0.050382666572958666
CXCL1,0.018205660003812463,-0.008166278741143658,-0.02829809628635191,,-0.017823864780680584,-0.013435457942649106,0.01516502384739495,-0.0764242314655922,-0.03488365514186821,0.01639001787141947
VCAN,-0.0315703505844773,-0.05195651709214177,0.015101470340337817,0.04732927351860421,0.016324519539532345,-0.07218456447075582,-0.007476889253095258,0.01815518775666778,-0.00599214372464208,0.049176361936087716
MMP7,0.024666767974202405,0.02549246565777666,-0.02228012108973806,0.006887628548488019,0.09577175467674363,0.020386433995514257,-0.022419347342923484,,-0.038065683400709066,0.09622010043641595
