,MGH258,ZH1007nec,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1
COL4A1,-0.0060248387293870805,-0.055314561677918574,0.00954761401259621,0.14791661924091817,-0.01582796454938289,-0.026129520792140367
CCL3,-0.0021801165287246823,-0.09653307427317191,0.03668925606640017,0.020791519054592093,-0.026562925964997104,0.025645553392640283
BGN,0.008797546990326276,-0.07726834022724449,-0.011471771669369905,0.07446184528826197,-0.056122077451430226,-0.0029067947777359
RETN,,-0.07719554372193073,-0.013095558320269304,,-0.018493670750551746,0.017930915694255187
S100A9,-0.04659609508596476,0.04018164685250477,-0.004006987656221022,0.09945946899347881,0.04305736162161605,-0.048823042985706055
HCRT,0.025537809960895823,0.013283743647579699,-0.005518048726890446,-0.031949718976613056,-0.046273875885720524,0.07850355006154881
FADD,0.03195467378270838,0.04798884916380465,-0.019894264633903723,0.08415222418685477,-0.009382667901933633,0.07087641712722219
ACTR2,-0.024969844728136778,0.018891491031054194,0.023171948747864213,-0.0604595582256463,-0.019389756995296104,-0.07367108745789092
BMP2,0.06668017795127683,-0.046458228957588985,-0.02387787470410908,0.08608325357235742,0.003351268814290891,0.05297105773155187
PDYN,,,,,0.017198977132425523,
CD55,-0.0225748414202183,-0.027353768120044475,0.021410540713836905,0.03559011218764951,-0.009510992496289297,-0.010320844160247143
PDX1,,,,,-0.039814370139619845,
CD6,0.056314459199287945,-0.05581255845852208,-0.0037351454897632916,0.04303346663203139,0.01698970787787602,0.06356872084834099
IL16,0.07782898022536293,0.013818474355192314,0.041276471204271095,0.07280694145983416,0.01802859517902197,0.06920141970258394
LAMA5,0.03049476403704947,-0.07759948529324129,-0.0057223127526829605,0.09544822035063122,-0.008485224893949221,-0.015148463162566772
RGMB,0.036101487441491324,-0.02578912574372692,-0.06338895643704831,0.13516742930292136,-0.03245496802789381,0.04509443067057444
INSL5,0.029529476855208917,,0.06653225152967487,0.14998568270865745,,0.017292074546211438
IL12A,-0.03855542598140164,0.012529272463343406,-0.0893055208422819,,-0.016885381394892183,0.0395362619044986
S100A8,-0.0777591888938952,0.032582644138614836,0.03151256985335164,0.10360254314179668,-0.0026486754402509074,0.0007475043213572236
TAC3,,,,,-0.0013106981957592726,0.03253332754075509
TAC4,,,0.034085801336435205,0.0219383696760659,,
MFAP5,-4.867298372773031e-05,,0.00810293623786483,0.10870396688626259,-0.05634619918073234,-0.01296733746593261
CXCL16,-0.006578102192288973,-0.019144911680899053,0.08303395537026624,0.04631792352447936,0.054213180408218056,0.041411008357850554
AGRN,0.07071193780642672,-0.00013598511998106288,-0.014109213105026122,0.14931308197787485,-0.031176271034028136,0.007669172973120675
COL4A6,-0.027110022118490163,0.05302083380817362,-0.03998589557633267,-0.014347467543863133,-0.004535260719394961,0.05056950050710055
FST,,0.007390335092578849,-0.08952591471135135,0.14461537491795218,-0.03229377759448056,0.011039750150903872
MEGF10,-0.026658517046691383,0.004785316348090113,-0.1445007994236615,0.01970856772308887,0.019584435772115088,0.0934845786562376
C1QB,-0.03990823310302138,-0.009288318634402172,0.014774664179870658,-0.045690517638438975,0.04556582585937009,-0.0266236241362977
HLA-B,0.09299016293361091,0.05945510839547204,0.037544313567701236,0.0522844209923964,0.028435805087165086,-0.03383992898064819
PDGFA,0.011607294729862957,0.01410198675020287,0.03502295642042034,0.04142258327086406,-0.03567930100277302,-0.0007798214359630601
LAMA3,,,0.09213894172298502,-0.01983134526502786,0.05001310463957656,0.09399002987155486
DKK1,-0.020244087477797348,-0.009696393533515585,0.06854563605955666,0.08538716323112827,0.0076471260895461905,-0.04711783734485796
INHBA,-0.02525448097398795,0.009508858509487798,-0.09355373978263024,-0.006953434496886931,0.04983473597133678,0.0422846010459425
LEP,,,,,,-0.022373042279720277
IL7,-0.01465647289989355,,-0.01873181169519974,0.04923166133424341,0.023324182039265035,0.046706072882571
FABP5,-0.020259193700809208,-0.06753681677930505,-0.058059413620372785,0.06835732683973629,-0.054562102936449454,0.03427428710746887
CCL4,-0.00815355770455902,-0.04324677253955213,-0.008830953364973007,0.05946639000294526,0.01889772350837089,0.02063265399182312
FBN1,-0.0033852968685310716,-0.1069802907232186,0.0226563649306377,0.11497520481081319,-0.00916786329454056,-0.015810216408151292
TCTN1,0.051841545270631256,0.08191187087515067,0.04128485333848959,0.115645972830825,-0.0627893088207088,0.0783518256487761
NCR3LG1,-0.005100933743288404,,,,-0.01014229611147679,
BMP7,0.018029239802275783,-0.0008497158496463998,0.08900101175158441,0.02765549277952361,0.02861225335045706,0.09446781441776983
NLGN2,0.009679137025745934,-0.0017164803930433523,-0.006382764679048196,0.08608247617574102,-0.022479505116674653,0.006215657216050921
CCL25,-0.01964824016505358,0.09681171377602464,,,-0.004135529711401975,0.02584164049087148
NPNT,0.009118590017235596,0.005926513514829295,0.010307472542217231,0.032589946331077584,-0.05102116117329349,0.06461411430406125
KITLG,0.03748191240168887,0.0027372616162298032,-0.10045676814603445,0.10734502268205019,-0.06367652798720416,0.04799048162173707
MADCAM1,0.003351672756968481,-0.041537889263979555,0.0015349103982560334,0.02254006480482449,-0.015728567758402232,0.028504177926466093
F12,-0.0041319052638009906,-0.019852393386308825,0.03263941203811937,0.08899299108879294,0.044988603348703686,0.005453272864452623
S100B,-0.07917643468859324,-0.07110567874127725,-0.13035935359059755,-0.04644348910588555,0.0653862812949757,0.11333202547463599
IL27,,-0.053281790313570686,,,-0.0146993982636442,-0.018612305036458693
CD99,0.01535024170613208,-0.04521398863424122,-0.047225897001111704,0.19016264366619784,-0.05420999709593334,0.010275392762252021
PDGFB,0.04059305309670411,-0.03182266350994362,0.07397022480960054,0.05847898476848719,-0.026402469236903175,0.03137984288707085
CLEC2D,0.06929013639338144,-0.06429638617248931,0.010900855740641521,0.04902171621939921,-0.021732749992480767,-0.005676052609139809
F8,0.003342940215138878,-0.011033009293678073,-0.10970492886539329,0.012997315934582514,-0.011005807594927499,0.11137843834658225
C3,-0.0262794051355665,-0.05079859038382995,-0.04599956355530366,0.03973946906755059,0.05969464406101373,-0.03765684074856111
DLK2,,0.08380615750149158,0.044265903483328733,-0.016982633414104165,-0.008836788458955445,-0.02490640061538408
TSLP,0.02792133711431614,0.15945617448742994,,,-0.03361812886593206,-0.01643458276805523
OSM,-0.019034882427372363,0.02502516901436808,-0.07640729006839242,0.1276979646358267,-0.006259082368690308,0.054569577560762104
PRND,-0.02024408495564991,,0.1383250512148823,0.05154988882094122,,-0.013915267203420376
SLPI,-0.031076883156326875,-0.07346793537598696,0.05691311254068074,0.08291125539980289,0.02141752284956866,-0.032767403073764134
AFDN,-0.0327911509490702,-0.0762817961987383,0.10044406634293382,0.07678724093474193,-0.013933655071871385,-0.004040623087940746
KISS1,,0.003066750352263139,,,-0.019333570438049168,
ULBP2,-0.03805215580076778,-0.07187249087145894,-0.011314539584472618,0.017078023210062333,0.006330105227407752,-0.02695285306340598
ICAM4,,,0.026096804904814228,,,0.0992803040538499
ANGPTL1,0.055904841628102775,,-0.012507187895282117,-0.0072675813425286334,0.021102915150176812,-0.03948881405272935
LTBP1,-0.004379582414649753,0.052881257593328845,0.00431910358459955,0.06766869695928282,0.029051375761217083,0.018832016389386915
NTN4,-0.036787884082134785,-0.060226244495970874,-0.08438519500640548,-0.0285541810539546,-0.05430690859872686,-0.0063588845320414035
APP,0.07395629220580593,0.025216854229371505,0.02309038404517454,0.07402951378992376,-0.021128558239364274,-0.0543475181109789
RIMS2,-0.020244083274218803,0.08040885954680774,,-0.04603007438331372,-0.017878893713401282,0.017646787413239794
WNT7A,-0.020823901581515966,-0.03330729818218098,0.046812879456707854,-0.028330506734959297,0.013479722264564325,-0.030967178724086428
GAST,,,,,,-0.03063374750645978
GPI,-0.01086890439381218,0.07487287985503005,0.02646165251281319,0.024324941372981655,-0.029004484087619582,-0.06826132702681288
IL1B,-0.006589699847528723,0.01680686012237471,-0.005939208693939673,0.012396960834027273,-0.044615604189740206,0.02816451350989866
SFTPA2,,,,,-0.015728568850285597,
HAS2,-0.08142449512357804,-0.014009543255052836,-0.12393729198641645,0.016786288371130616,-0.009085953329042554,0.04998740776846393
IL11,,0.05161396051449669,-0.01588699987399459,,-0.033173444306860526,0.02632000246831659
SEMA4B,-0.0018866672897965729,-0.004936742767907295,0.05309514415507704,0.11813893650438957,-0.04234014953061386,0.010402957766639598
FGF12,-0.022768723285702747,-0.1578632617879685,0.016214463175707405,0.049547203193857255,0.004895205168280919,0.028419577649889033
CP,-0.0013392224400161287,0.059082910371170715,0.023899641837349207,0.07979857370572073,0.008910283517457679,0.00714234564422202
NLGN3,0.04897777350316937,-0.059747433975730006,0.035565986732456374,0.01810796970019504,0.01861888617184522,0.09390677023146855
GZMB,0.012486455046883815,,,,-0.03330863977822828,0.07998275542544446
PROC,-0.02947240107782807,-0.11934434259909285,0.008735872280043643,-0.005630374359114872,-0.029514403668820063,0.057134940047880924
TNFSF11,,,,,,-0.040382949101362677
AGT,0.0866843478426833,0.044109725533774395,-0.032531826691497547,-0.037292895634327305,0.021074016738072483,0.09803211489033485
PTHLH,0.04727574208882456,0.0014784636288958915,-0.015126710973590165,0.10978052091850796,0.012956624275417371,0.05447823440434841
COL1A1,0.01324397398320132,-0.10068582644397321,0.03811956539893042,0.15176365617983958,-0.06303929902706637,-0.08096656056346001
LAMB2,0.029908691209359548,0.0014396408158327374,-0.05077402891574953,0.09925823103853772,-0.0029807556090348584,-0.012655022695021886
DSC2,-0.01796358091947797,-0.09223569201983356,0.005378070097496149,0.0654066646348458,0.04546774786618632,0.005800976299565906
WNT5B,-0.03754352065253665,-0.04968530495799873,0.03362996746622974,-0.017460467041259333,-0.0008733323141645896,-0.018363816542939757
LEFTY1,0.06169722614480265,-0.06761809355634903,0.011346574241483122,0.004395205042510205,-0.018552484456878817,0.08456305029530493
FGL1,,,,,0.046419580114441514,
CXCL5,-0.03325117357042873,-0.0716158556502119,,,-0.03611844915967972,0.07795092370657
S100A1,-0.10039064779766442,0.09912619781052356,-0.06067156373576553,-0.03137140648156775,0.048175235694667674,0.09425665678031064
C4BPA,,,,,,0.11009441617282928
NPTX1,-0.03031567888811004,0.002211800049683447,-0.051523859692918464,-0.049162653357523525,-0.012803916080399097,
TGS1,-0.01974257242699227,-0.06970126488512222,0.029914668433911506,0.052955926778359266,0.021279213752806267,-0.02148517367080321
SST,-0.02596427044060628,,,,-0.03393689411301696,
IL34,-0.061574270859001294,0.0559455184556004,0.08840135170048859,-0.04480114658666493,0.015209330411225973,0.05563511620761939
DHH,,,,,0.02597100469773782,-0.0075370606436628235
XCL2,-0.024735212372551642,,,,,0.13589813908110582
TF,-0.058053142850453696,-0.060877455027495295,0.016219480441159295,-0.11864163328705928,0.023758751361550007,0.028585046707913078
IL33,0.03006838902822835,0.01100182353501624,-0.0032398958270286825,0.05980940279089969,-0.05090317623776253,-0.049487634298241566
RBP4,,-0.07254527187642654,,-0.05287258914673927,-0.015231878163472054,-0.009238683051688526
CCL19,,,,-0.04058851557854732,,-0.0012477437083291466
CCL20,,0.040631163617296844,-0.023203453055787946,,-0.014345829914731038,0.03905672376077077
NAMPT,-0.050670453027795735,0.02601480409555373,-0.0184333298718488,0.14701182330329815,-0.002823644662888998,-0.11975152313182971
