,UKF243,UKF251,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk
PI3,-0.03882288497731699,,0.021366764734917394,0.014676678795303598,,,,,-0.11129911380236415,0.00803309084346386,,-0.010563527820163525,-0.02801901385063966
PCSK1N,0.13720548450880418,-0.0457060200105941,-0.027153940352072012,-0.01490910905284231,-0.02951901285574468,-0.0030045303135094624,0.01040208571519336,-0.03436465152024866,0.005492114353179669,-0.01626026341182162,-0.12377001826709853,0.06869337374333925,-0.08752925452903015
NTS,,,,-0.06575540383107394,-0.015732368312185083,-0.015838267966539643,-0.029689245395828335,-0.017570544989959417,0.09098554575129167,,,0.0016955386620878662,
SFRP1,0.07397365958810279,-0.03342783046031506,-0.01575349549115834,0.08152439248916421,-0.00448878564498713,0.052200439789549774,-0.02652931115625786,0.07230878631940894,0.0185302825313621,-0.022902603333031776,0.09899353192988898,-0.022821586689711487,0.0039430946066776355
CXCL13,,0.028056015944876497,,0.07985406906622523,,,,,0.010980804091546425,,,,0.005406278886910144
MICA,0.015007527024144754,0.013608182100024534,-0.0331171099910337,-3.451316652454934e-05,-0.03339246777337773,-0.013633286984260331,-0.02823372922546629,0.01818857555965858,0.08838887578651446,0.020600039309414474,0.007659542149389753,0.06537048629970767,0.04118729723916785
TG,0.06242575866537085,-0.024150035240014942,-0.017000517528101326,0.03068719954528267,-0.01815930029339391,0.027671289453873434,0.05409977700593884,,0.04989642330462783,,,0.03676611743106347,-0.0016127474990588178
ADA,-0.03863345563694045,-0.01062246127429339,0.0050069394854014675,-0.03006429350131591,0.009562938024224294,-0.014721383381756476,0.006407622159810458,0.061873817751094906,0.04318135349702339,-0.03194550560211845,0.11162664343578652,0.007043634302003145,0.060008603686227034
LAMC3,0.010734658197262282,0.004293925246553012,-0.04077450016361813,-0.027320910032101842,0.028078056838473444,-0.009674963858277316,0.0015701057497155837,-0.0222747808445867,0.002783145689387098,-0.06077896997517599,0.022192343255987797,-0.008029623394135968,0.02009757595446799
CCL7,,,-0.012291347010592188,0.0525586199207339,,,,,,,,-0.025034077879933603,-0.016817297329515833
NGF,-0.018880668746495185,,-0.02816261535869059,0.045006610701905134,0.00411359352128335,,,-0.017570556558997506,-0.020106127351924515,,,0.010513006595080502,-0.060514004775065765
TNFSF15,-0.02335774361118767,,-0.013687016058375905,-0.02360423456850155,0.05114860467210623,,,,,,,0.04452191010459616,-0.049962596347363504
HMGB1,0.0821944655908652,-0.03815301802947488,-0.04034138041688702,-0.01303844647593349,0.06864813397757182,-0.006172316389961145,-0.0017263337632952614,0.04704091319798612,-0.08613462096728836,-0.0059916097520456785,0.02274904610027735,-0.025790564495051644,-0.007281902772780834
ITGB3BP,-0.12224167073703275,0.004384691352395772,-0.042108103454606555,-0.03920442872050683,0.03551606724865726,0.03393126222814537,-0.07512186456012628,0.057212336718354954,-0.0027192048779644405,0.021438700447180055,-0.024419863617476358,0.025720623285765683,0.04142266276661835
AANAT,-0.016888071378724414,,-0.012453786123052446,-0.021268827015299287,,-0.012031463432730795,0.004173698919041649,-0.016518907200381978,0.0020171740694366583,-0.030581180281246005,,-0.010843806669545403,-0.01710762462499345
RELN,-0.0325543561484069,-0.004668387071454759,-0.02161698374596713,-0.05150947979470793,-0.02771806016547754,0.038669739515164454,-0.01704755558097347,-0.05804377980461324,,0.04233522035968201,0.09116950908810885,,-0.0285210566668819
IL15,0.07427689658873245,-0.03076677542177801,-0.02810045649559953,0.08075605938809678,-0.014971932758134044,0.05155597766322701,0.021622175557811967,-0.03385093061134865,0.08739438057760533,0.008828854876514355,-0.03752880153075296,0.041077509058870455,0.009867918203189776
BSG,-0.07852907118515946,0.03448291136209329,0.05470572439885428,-0.039376993760600804,0.000545901390121919,0.03067851158780987,0.05174246922362044,-0.04989676890882283,-0.02166325061055269,0.056373974880440644,0.049687719165391865,0.03891915251364891,0.008571536818450682
ADAMTS3,-0.051811021584219144,-0.026352921245144472,-0.028019852102323037,-0.006331243987664473,0.007790861371974356,0.02911458299984174,0.06270044045546641,-0.02652548344693866,0.03402692530420755,0.05736775733957778,-0.04314714400646879,-0.02792448582480775,-0.018920603834121197
CD34,0.12221074450993781,0.0058088982476118,-0.0015470374961252468,-0.03563685996842849,0.008641281529817286,0.07564431377930675,0.03193056724249351,-0.0002012537528689548,0.0536486625686862,0.0058644925055774625,0.041395546610214606,0.015137227115009802,-0.03119996863764361
PLAT,-0.024134428012518423,0.022381457157502865,-0.003118708130231062,-0.04552942932694232,0.029141254919276948,0.028567020560177098,0.044835405730805286,-0.014586500001610804,0.06425225214918083,0.03850878748387437,0.037210447422432465,0.012763252609253128,-0.06458559536871707
NTF3,,,,,,,0.029640596609864896,,0.05651844961684642,,,,
LTA,,-0.01776001182491458,-0.015753494754185058,,,0.32392153590240674,,,,,,-0.03564764270792166,
CKLF,-0.013904466879088044,0.03790529564982291,-0.010061832853461896,0.010338583443311324,0.04706035332312222,-0.006470708851802824,0.0038336316026241738,0.1113028593962561,0.05765263908849193,0.032590413832300234,0.011267803797842894,0.08381096330073545,0.11190293859977504
CD24,-0.09248913539240232,-0.002958468414039218,-0.0003404041943818199,0.01104097981927165,-0.007664058447246605,-0.044915264375689476,0.01632961829099829,0.03505424087557106,0.07754816824420277,-0.021780042126653926,-0.002985785186970316,0.05026487498444004,0.018032439794541603
HSP90AA1,-0.003325964184903419,0.04300721577769182,-0.0065477466300760965,0.03274779302093489,-0.03786847850323638,0.0679812989511767,-0.018355363576701506,-0.06560652042244272,-0.16847295981347188,-0.0394473582082353,-0.09639193963244469,-0.07871947655741902,-0.09166916943669219
BMP4,-0.010411040647796643,-0.01882665362640374,0.04744180327652573,0.03464207559420165,0.002117746439551544,0.014610914839846915,0.07611304365704953,-0.02634801542632075,-0.008758973038669814,0.04513554860118001,,0.08895977934074246,-0.0235419215279881
SCGB3A1,,,,-0.02532854734698375,-0.01911193696405609,,0.04321995232023612,-0.029077899455808378,0.027051500065717955,,,0.040582086746561545,0.02369937661183411
IGFBP4,-0.03769745960671494,-0.01652724000396976,-0.004497161529976317,0.01840564395197691,0.022852854360622395,0.02029676861029654,-0.04378958410355928,0.07429754957315916,-0.08243698107769894,-0.014875088762987565,0.0477048275231868,-0.01801851374589167,-0.061561996992999427
RSPO4,-0.023064672591278118,-0.02871108749422575,0.14813682560287716,-0.029233260924561147,,-0.013477029757715937,0.04139139021488191,,,,,0.07462442034751209,0.07087419237666603
LEFTY2,0.008428505388357592,-0.017978131791509252,-0.0351998139534227,-0.013138213492814795,0.09697555776741282,0.027417174305495805,-0.02046952680172222,-0.017570556558997506,-0.005716738088677681,-0.040031868452229835,-0.058107927053103435,0.026015676097222835,-0.024848956861427882
PF4,,-0.016155144592831724,-0.010723958112766484,,,,,,-0.018679744928453024,,,-0.035647634458792724,-0.03220514208065066
ANGPTL2,-0.01595338253470151,0.018332584439633866,0.026575025404146257,0.0017595800660673933,0.07216524152979882,-0.012516691869552815,-0.015535286595528327,-0.0401415895941895,0.05276237517806036,-0.04612306283173905,0.024332580242466983,0.007843291207030662,0.023493348691785917
LRIG2,-0.06850574193427747,-0.01656427664191549,0.05860457254743955,-0.01075840997000501,-0.050033224003914516,0.005350855029277869,-0.0037138235259366425,-0.07227041640565264,0.0015207151675782626,0.007692536848927522,0.04221105149640049,0.05974352667647971,0.03001422042281666
ICOSLG,-0.027855665609708678,0.03519961937761704,-0.040906153180133104,-0.022928021648769458,-0.019379195273470293,0.04662795089380329,-0.027156730454913233,-0.04483609303666262,0.04299147791081797,0.00689455538173981,0.015439277675807628,0.08136684947432095,0.015792997457732202
WIF1,0.10188519351883576,,,0.017715588553624175,-0.022859726013499396,-0.01039990465138052,-0.01832511155515532,-0.025109277814800005,,,0.07087285311791557,,0.0199776088155664
NPPC,0.1182036934611642,,-0.016635503629878107,-0.036490604498924724,-0.03666618350216095,-0.02028690954289496,-0.015174278009910159,-0.016085500046448358,0.10330891490031968,0.025447030226363264,0.2029546104271862,,0.07906568659601625
LYZ,-0.040277390140940686,0.03353866351736958,-0.018027776689975603,-0.02952094280584686,0.00635343608102814,-0.03741753219446046,0.02124023575097201,0.0024095412431838097,0.04527534145377938,-0.009268775016247044,0.06230670684126593,-0.006393142999333892,-0.09452282348305242
EREG,,,,0.0274834337846684,,,,0.1898064779422953,0.04671803314084117,,,-0.004964836614686351,0.022165361509115005
SPTAN1,0.10654299954597607,0.02319131871207414,-0.0029539026137093832,-0.07713518225867219,-0.015420485480957931,-0.015049394474545535,-0.0005112227543417367,0.014647449645312513,0.05215089035774245,0.06342837151162033,-0.09335537349121298,0.02662991187093339,-0.025711656520237776
LIPC,0.0002536182446940172,-0.024314356017023194,-0.019271751420652107,-0.02830260809446222,-0.023217628704010576,0.06501514324973663,,-0.03237193808684306,,-0.014944213897501453,,0.011827900883108386,0.09441381147058474
COL8A1,-0.06160450824484997,-0.03467555734604878,-0.021655199969725508,-0.016097976894188962,-0.012391123345735517,0.020040430162729213,-0.02098336600447175,-0.006856066687793331,0.029558353411000864,-0.033119051554392674,0.10381939494374477,0.008758937907192035,-0.0724494188528034
GSTM2,0.013342171006416567,0.0027117864856720003,0.07578258926892234,0.03313355687186459,-0.012660785156844602,0.01609760837858154,0.0288168763000047,-0.028748459143698467,-0.013961692555600895,-0.013133155975086998,0.071629697231026,0.05846751359988558,-0.060900278425520066
SPX,0.068038678297262,0.017692680680103434,-0.02147410835076123,0.006269315374210851,-0.019225647511515936,-0.03679295823515169,0.014174490646069626,0.018107861846305313,0.012032765496574801,0.03010302592166376,0.001495882082700177,0.11944876638209867,0.05531556391560707
MFGE8,-0.08358000519799184,0.008125161754096704,0.05811865000196632,0.0251213479134336,0.03688750133498288,0.008039142344479309,0.056367882899478035,-0.005811711516094906,0.012979610587100945,0.0017519137783986777,0.058688603098757744,0.028451232554776693,-0.032851913694797334
TGFA,-0.09990588126094015,0.025784881865933414,0.011837562543029097,-0.007555384568213536,0.003946493794685187,-0.026799612129145577,-0.003938425094732934,0.006820977356197486,0.013706397592329361,0.018404911613615106,0.01980281171311953,0.053976341813251186,0.03260303115037337
SLIT2,0.04834138957044629,-0.017904101680693802,0.02742977476000939,0.04279867003785856,0.024910857598741114,0.03334906705916021,0.060603755032225266,-0.04052305277512137,0.031165376848015337,-0.01826356949883649,-1.550143085169817e-05,0.03637343379116258,-0.02796096536417709
PLTP,-0.01904919519746532,-0.0014145538063865535,0.020150159119533228,-0.07495215182211078,0.009943042949602658,-0.01447763285301178,-0.012217464512840063,0.0688605615801812,-0.05251819925195645,0.019863948729349587,-0.012866720153220296,-0.0686775278882706,0.020290245295486616
APOD,0.048827627768265595,-0.008342896485787463,-0.004172768996584043,0.04444091360132923,-0.017653195842225126,-0.0007722887090969954,0.020951973996274794,0.03441343983448602,0.11055789589108057,0.03280594165039086,0.17646644181793728,-0.09041922084689723,-0.013001412146641739
B2M,0.09107908135395631,0.0007450445750582106,0.004771372813954491,0.007097368032992512,0.044039741799563506,0.025826737084855143,0.014768176236255369,0.07784137232822468,0.011533750181221736,0.020951040612494275,0.11171806104663402,-0.07888695158303395,-0.006802494778606098
OMG,0.11440424909151048,0.03187521077892394,-0.027617234479655615,0.03026999048285795,-0.024674163273603812,0.00028062332311434087,-0.007553464995625799,0.023855535421613117,0.12725885331713127,-0.012372712054411423,0.12097977830379802,0.10002839341393112,0.004220910418239957
CXCL3,-0.03239921582896062,-0.0332134398266202,0.04609400689640286,-0.020455683940254273,,0.0225086872014993,0.06671968583715578,-0.025444942036386226,-0.07456070489750627,0.01839820396471536,-0.052339944369282826,-0.083215543062791,0.006398183982767225
CXCL10,0.04877575079029121,0.027144655392466254,-0.006784157633004682,0.0596794199000402,0.016486014302973202,0.030945285583698155,-0.03033688585967588,-0.027256037428312358,0.042854758746533286,0.05978485842875227,,0.026347630758705328,0.033658406460777245
RSPO3,,,-0.012453785202858652,0.06028363803681579,0.01247535369759306,-0.020355016207720004,-0.023831402596778125,0.006773283774443716,0.05189248933282148,,-0.03265495183805644,-0.025404693873061938,-0.05500521109202642
CORT,-0.025859561703516012,-0.02885206522484587,-0.006469751135089055,-0.034349467019500673,0.03348824241368673,-0.0007516609977984328,0.09916940789008045,-0.04422904182282159,-0.01954740364896864,,-0.012546720675327595,,
NCAN,0.006235747957355623,-0.007009654183802194,-0.005241408878644058,0.03678358854926424,0.048949628484790356,0.01462614469457492,-0.0026477224332795805,0.0215109169343356,0.12812294577987376,0.04002366431252781,0.06307765764346396,0.02750481873095971,-0.04067255511757408
PRG4,-0.03529223015311512,,-0.012291348926016164,-0.020264553289953833,,0.014421191403264677,,,0.0578126513561396,,,-0.013425121902452444,-0.0335942484624559
ZG16B,,0.0470000563669683,-0.014265613657432855,,,-0.009207362886350112,,,,,,0.04962549707690117,0.04399366162321845
TGM2,0.011473710514909731,-0.02173290076254457,0.003947482568695418,-0.038586836484366276,-0.011875103679489825,0.009581547352265763,0.0468432065087205,-0.0026870606591339967,-0.04391729115598213,-0.014496668180362604,0.04378242610550221,-0.0447163554642195,-0.05538578000806423
VEGFC,-0.025322879767735514,-0.024961825272305987,-0.021906474914502268,-0.03119386253709456,-0.01839838014091609,0.05751507347221079,-0.025639532874494785,-0.02042463503585826,0.0049300803797803485,0.09104707363472922,,-0.027033809450789658,-0.004452639134599094
WNT6,0.020182243799773538,0.01762716652867577,0.03529974546852819,0.037080149188303664,0.033173829682007105,-0.020490657698756486,,,0.019865889797567475,,,0.12610143325164325,-0.02838918357152976
NRG4,0.024012289288746626,,0.004374461448780941,0.011698291895532724,0.05822409987245848,0.045557774807654224,-0.00919498591393523,-0.022754252003592716,,0.020261989362085352,,0.0411315756201027,-0.030671485141200522
PMCH,,,-0.020727337419717728,,,-0.013477029107303687,,,-0.027426053094144087,,,0.03942829229010223,-0.03661447567387503
COL9A1,0.0802806912452552,-0.0293089644924911,-0.015623723577696653,-0.005088007535753673,0.10108354592489478,-0.024676935075396696,0.027782620346632446,-0.01782439874566764,0.0801854335994403,-0.01856075237166587,,0.019074057449899793,-0.003468427192356066
GDF11,-0.006706578835645226,-0.0008102992201160079,0.03520244684012392,0.013767180717637589,0.017316083816214817,0.011881025402713265,-0.033883109351663124,-0.010643613560435179,-0.013323763947016067,0.024535205966358352,0.01853874785457074,0.025069321961269066,0.06139486842788764
RAET1E,,,,,,,,,,,,0.03324865585612907,
IL24,,,,,,,,,-0.018381905892700355,,,,0.04118185296957001
SORBS1,0.06611669646065273,-0.000688870783117879,-0.028485875049397313,-0.017258724797606904,0.03084556897828788,0.008656149020297498,0.006861512879284387,-0.047386667282547174,0.04289211303955442,0.04659733777095773,-0.062075336595121086,0.05160778443020931,-0.06778244693250081
DLL1,-0.04358869507704698,-0.04312666620873406,0.04325852699616206,0.005115433332199267,-0.033274354288563915,0.051573201905005965,0.02202259274065876,-0.015255620606532098,0.11754776800871321,-0.009580315425017239,-0.06762427322063047,0.02793486700695177,0.025225743668870173
TLN1,-0.07115708347139864,0.0026574724356652154,0.04622610451751526,-0.0410978520844705,0.07284333597669264,-0.01928572004068648,0.06458150434868418,0.05410558478195158,-0.03388430611858145,0.054997707191520986,0.09356384602252914,-0.016176159299172526,0.0011082296471652236
COL2A1,-0.02449812750864871,,,-0.018099320257023342,-0.016636953911076106,,,,-0.047908869919088624,,,-0.025491696186706728,-0.038464081464338884
SHH,,,0.07919184803875372,-0.022194028148422675,0.06158006581918581,0.04808069757767989,0.046052495894628835,,0.004308834106856023,-0.03434655783356678,,-0.006592715985159727,-0.04765824183013735
PON2,0.02348119587246047,-0.052109209196610634,-0.02755784049881363,0.0376871369512331,0.002534653372307034,-0.04829235561305028,0.03199877194748282,-0.04799069893495478,0.08640025479190984,0.016596663650538173,0.06003490172382264,0.08991989919492699,0.07648241720951762
ICAM5,0.22904936695147607,0.004270865930088505,-0.019907205644825426,-0.008302976873028169,-0.017328105809770497,-0.019989016664498756,-0.0019383245281799127,-0.02484965857061045,0.08082020817988837,,-0.030753841735789277,0.024454527185157615,-0.01860028505029473
HPX,0.03402863365743712,,-0.031077788756742775,0.018117358939556346,0.03179225308743033,-0.018068879011719927,-0.018667851706513413,,0.05960919836853537,-0.04053527897137208,,0.054262196299522614,0.072662375787081
SFRP2,0.059704554860586206,,-0.01454675483816081,,-0.03630293328103884,0.020860332030477616,0.0004319719531459047,-0.057788730729336595,0.012001068046369596,0.02147113395314903,-0.004433019894414935,0.06197099327099883,0.0926297258067959
CFC1,,,,,0.07697770155104279,-0.011587553860601155,,-0.01856668476595215,,,,,0.015721605333673724
CD70,,,-0.024725344267002607,,,0.03218435411631813,,,-0.007432866267906258,,,-0.03875945512617337,0.03144954512696776
HP,0.10077640142311978,,-0.05936357801981519,-0.05763387408592765,,0.026395398710438583,0.017729860246050094,0.010864441572130576,-0.037473219091420006,-0.048910480120343,,0.019795020079692992,-0.016911844695518787
CXCL2,0.037822436462545864,0.04378078576683062,0.07982316196035824,-0.0838606697995184,0.022637530717192083,0.04421652069203397,0.017401532889618265,0.19820447872607044,-0.05949196258239418,0.08052103503402967,0.008905106753724839,0.005240345141849355,-0.04045230443527822
NPPB,,,-0.00047135137036020215,,,-0.010146533410954308,,,-0.000369202722001608,,,0.023875282596535694,
CCK,0.1589631659802347,0.005499385796162687,0.0028440517682691473,0.04489849638976908,-0.025377065147944453,-0.0009930166745521262,0.044139100616724464,-0.0465870346181432,0.06103925383804509,0.00852441167880024,-0.0845430245488964,0.08172259910530937,-0.05562921982324463
SEMA6A,-0.011752628991531454,-0.003965711077784115,-0.005052752941983018,-0.0014238203013533911,0.023787537956733305,0.01702969347758279,-0.0026304482464649137,-0.02870939946671269,0.030697285998143954,0.004029059783416057,-0.048212283304553884,0.021796407230647925,0.044636847875660905
IRAK4,-0.0018796433451762902,-0.03431780441663137,0.011208327346245633,-0.03471371108603723,0.04426748348149408,0.02523320544390857,-0.018129112026615775,0.04950096048405375,0.06892610134837915,0.052069486649453385,0.010826615212215642,0.11134665064603581,0.033143279342624406
GSTP1,0.0858714444425236,0.030730850592333086,-0.02570212175053875,0.028891235768369352,0.01233064797119075,0.015319151758864334,-0.0029633603851602535,-0.015203885056280972,0.10928730205828474,-0.03232485849617121,0.10143797449711142,0.008790211653730184,0.048441311042455165
VCAM1,0.0013661268731853266,0.0340305277966795,-0.04350775200944292,-0.04283632300401924,0.015933464505626053,-0.01648900045497016,0.025755075381406676,0.040090819199104386,0.02493268947356596,-0.04121506870631615,-0.005712976496624944,0.11681472649670502,-0.035362205763764955
NXPH3,-0.08951139242303284,-0.0436865885625521,0.05759194695022565,0.06436653622559717,0.01960409666383641,0.019736824078215334,-0.03447919593730055,0.03166491989826624,0.061840674953094095,0.0008946199555050598,0.023909854132643266,0.049501637540136235,0.1307295634464457
MTMR4,0.0010251296663867033,0.0008185478268635097,0.02374607535253235,-0.0014980704377903717,0.01675366101735965,0.02006684892434262,-0.07012899165969026,-0.03379283966699621,0.05438841782280929,0.05078461677900461,-0.08400732149843496,0.07808913088782672,0.011425453232660317
LAMC2,-0.021856541860564713,,-0.028549293120199194,,-0.021041012526915325,-0.01277335357465853,,,-0.024140600300933925,-0.036923013637349004,,0.03108282729569838,0.08937764840297764
IL10,-0.016990870041760826,-0.013160169384535533,0.006137093928703735,-0.04852182492497823,,0.007782194548446367,,0.030272988980049778,0.014595387750350006,-0.03561579254597983,,0.08859408744251546,-0.04121422141554772
SEMA4D,0.09192061128647684,-0.048116586128631775,0.003895711275224652,0.0003153796717658929,-0.01418665036995996,-0.003908026081307577,0.004308956322678449,0.017899094524411335,0.10140815969808772,-0.017677973096280573,-0.03535975860575203,0.0377855501087028,-0.013459842322741536
TRH,0.025681641909992194,,-0.0302776391293296,0.12246965716246945,0.03978321462415548,0.0648858901006736,,-0.028913555789241197,0.02840680816612757,0.0007749586860855229,0.12167170494028617,-0.028864391945604185,-0.0011417598582329964
SEMA6D,0.03953492668626282,-0.02854712433561293,-0.01903088058745103,-0.011769986717641111,-0.0022094371350292754,0.03873307525220517,0.03155693348369491,0.03050160160657522,0.05673715990642339,0.027555930685839183,0.13184419700203837,0.065027439263633,0.020547737325941198
CEL,,,,-0.013392264831700482,,,,,0.15209329517182357,0.08088907363075926,,0.08504544191508077,0.0032363688971867193
PDCD1LG2,0.043072149918738235,-0.022344759060802792,0.008900083116966665,0.03099488562039505,-0.014776065095402267,-5.678295916077646e-05,0.03830052732558029,-0.026981591432873094,-0.04107592453518949,0.0075491229494741045,,0.03727350508242521,0.029009498854527454
SPINT1,-0.033840593030451796,-0.020962044915884975,0.03343410144922987,0.008102764010525464,0.019718894791611524,0.05525337660663843,-0.030507376713667864,-0.0076994298908132225,0.058756740941115555,0.009046714877402735,,0.040566154811669405,-0.005052870561015219
CTHRC1,0.09947202761828378,0.05631446510118973,0.09380918173398854,-0.010351436309915583,0.05978706706875202,-0.005550683396373587,0.012578565337674858,-0.0007918635965384732,-0.012493284387579797,0.022434845373031007,,0.02499819005756633,0.015395039249776383
PODXL,0.0953733411226527,0.04009710183511972,-0.03254712264353499,-0.04582130731909649,0.07448203064645494,0.024306177706607063,-0.001971519950537922,0.018111309955897083,0.01504982751680713,0.02512357289540614,0.08869295039265378,-0.027170417852580123,-0.03028939318896681
JAM3,-0.05094172638336941,-0.029458903576374804,0.020167612888351772,0.0026399491424025307,0.008455366815478057,0.030258618504414102,-0.03896666872119296,0.04480865206148645,0.0009944059522710212,-0.030252077349372006,-0.0196338489481746,-0.09137814990587727,-0.009649876447669683
TGFB2,0.015293386850114029,-0.05044730141744141,-0.010630074982894932,-0.009512793625550672,0.007948366348959438,0.03269896056574568,-0.0002576703144978037,-0.01586570136788339,0.05039210438027106,-0.03843875843783333,0.16323033023075678,0.01251311331296946,-0.05806315225476624
