,UKF248,UKF260,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk
ICAM5,-0.009205327223201611,-0.01945937558313441,0.036578449387318274,0.03657080056953152,0.013937689995494162,0.09392954544015185,0.004249226289557522,,,0.007166991585104795,0.04429945728816488,0.01573218119469649,0.07381190717983158,0.034741667308425
HPX,-0.0015998745138011332,0.03416111929308638,-0.04418090884068987,-0.021419751088300885,-0.021863614291858395,,-0.002590734230260134,-0.04541001993972191,0.0586437578177313,0.001387585872343182,0.07623817701150847,-0.03289304046882177,,-0.0340285384853242
SFRP2,0.07369136990665812,,-0.08805386564944645,-0.017851961836265313,-0.007989140980655111,-0.102057666665002,-0.030433521041916753,,-0.04451793940568165,-0.028840651665667388,-0.0070246116496647725,-0.04195267009528273,0.03402194820173898,0.009263208087755303
CFC1,,,0.0033188849488941614,0.006555367535202613,,0.11310783439669594,,,,,,,,0.029613045203406196
CD70,-0.015630463264075817,,,0.007577500152857246,,,,-0.0378836359196343,,-0.056812372870178415,-0.02646019851720566,-0.042173937787799445,,-0.009792098129746792
HP,-0.0032238181219642914,-0.028482334223595973,,0.0509595453649995,0.025311531231146867,-0.06188056000758609,-0.05418786326089211,0.031104957442308654,0.09830400734829872,-0.0845607326384802,-0.06104533751041603,-0.03471625832275728,,0.030491473693827986
CXCL2,0.06963607048286745,-0.00450441334841746,0.0009177686168359858,-0.016488335247028054,-0.03038506965006726,-0.016784730672112353,0.014224595475188487,-0.03438846240779843,,-0.13948028641006308,-0.09506337217850937,-0.030990021448940433,0.046782745006324,-0.013987204934899022
NPPB,-0.020444383197237875,,,-0.012028207169398841,,,-0.002497440941953496,,,0.02525509276036909,-0.025739979832603534,0.027448199902862364,,
CCK,-3.6428150923167116e-05,0.07933772784966081,0.10344569204733045,0.0052618063869602424,0.13434347746474104,0.2492618467605522,0.23600366023740366,,-0.022408803731372724,0.2562715799471405,0.15435257257183316,0.043600990552019755,0.03694900459859847,0.13457565740134256
SEMA6A,0.036819559183418483,0.024387408422251004,-0.045761875247338574,-0.055480342007870054,0.014562857852680165,-0.1265222394108369,-0.11287452063815556,-0.08613506434619465,-0.011861988719880562,0.05825012282921616,0.13854714521340977,0.02706286046913832,-0.11727972733774802,-0.021799920534318076
IRAK4,-0.028642469177627465,0.03219161850410841,-0.06286311792891285,-0.04956257616361396,0.026215441973109266,-0.09904027969427125,-0.05658432996239402,-0.051500755374125115,-0.0026354859372018807,0.0664760340587934,0.0529067967737877,0.013487523261158133,-0.007794117860313063,-0.08476686287473813
GSTP1,-0.009194261057805492,-0.029269829096132436,-0.09189631031116734,0.017457321420649353,-0.07968159831199151,-0.16147073761211148,-0.09839922712038068,-0.013543160374915927,-0.01296130724449603,0.05685883759117569,0.1741124486502916,0.005131827110985394,-0.09201952866101155,-0.013907232905993485
VCAM1,0.02405111214683512,-0.07149527245991238,-0.03417799844377915,0.02903865477439078,-0.016280318595067542,-0.088851350586687,-0.039865879095314444,-0.09098598361301398,0.04936205968906946,-0.03148487382013013,-0.05543945226398433,-0.013108276728794915,-0.04014318655563652,-0.06881700638525641
NXPH3,0.025299473102260796,0.02702961658596428,-0.019445465427005332,0.001694860913502063,0.02368104446355721,-0.004950494236571748,-0.01814928195068505,-0.013408843884913806,0.07141698971511282,0.08018762494190096,0.12282774942423424,0.035742650925579315,0.03019036940023186,0.033998403026239375
MTMR4,0.02324319310818391,-0.006197711162938436,0.024680639592045358,-0.014735924851570846,0.00707552345084793,0.07239831277873283,0.009020804271630314,-0.027854540202833875,0.05886843331343483,0.0338700537848245,0.04785199543740931,0.03780363659343013,-0.015433560347907037,0.025767011690106038
LAMC2,-0.024772889054015333,,-0.028448985374941272,-0.015142170909140459,,,,-0.03490647376562793,,-0.021641355908703305,0.014050493796600646,-0.034908914481728615,,-0.041507721118353026
IL10,0.0036927433860555548,0.01434239653501564,,-0.04734437560722402,,-0.10097285657260656,-0.017870433412996534,-0.06079338199320652,-0.029084829613296538,0.09929604947643246,0.09222679261512157,-0.011187607291324826,,0.019527499140969386
SEMA4D,0.002693644732881197,0.034357231612466746,-0.03385293365651745,-0.005921597930095634,0.02186091833402426,-0.11518593454529186,-0.027482539876603516,0.058385876320693905,-0.03547278406081512,0.16890848915102644,0.28607328609655924,0.08818868146150835,-0.02189740777466163,0.002845563773539122
TRH,0.017940629520290574,0.08662893066901078,-0.010654167854470702,-0.023313445155110527,,0.09127320731537031,-0.07378753563103682,,,0.10181923255455319,0.09464378082607104,0.02945578917476632,-0.028994741930588375,-0.012664006473651268
