,UKF243,UKF248,UKF251,UKF255,UKF260,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,,-0.02152904156938214,-0.014296301387575148,,-0.03241953817819012,0.07976176058834412,0.11507947877584958,,,,-0.027166805714811174,0.05960904562812601,0.07065240419039422,0.010584493481652931,-0.03821926823305952,0.016662404803540067,-0.021171438918966508,
PDAP1,-0.05063270256703087,0.01709308057106863,-0.022121535132372833,-0.07054940189171309,0.019268093942392067,0.19006216968700224,0.026122339024201174,-0.05631687789789884,0.0276240016252312,0.08432658923001345,0.04671193764098113,0.062337462769029225,0.030477776126283208,-0.03129187749829815,-0.0007332341820446163,0.026596919143859515,-0.007690733393971343,0.02628455121261132
QDPR,0.05305543198313777,-0.057471335669705484,0.014513078394855588,0.09718696232815294,0.01201365148807566,-0.21115974782108055,0.02304877797902778,-0.0017507231948768734,0.00011059241916419897,-0.0014360192879691966,0.043296836616820884,-0.17032047043584606,0.06917249506273761,0.06105287676826698,0.024156333984601364,-0.0004271840378323115,-0.015229826239148987,-0.1327035612928685
POMC,0.08373601676742275,0.06843987335953491,0.0019337221132715537,,0.030008930148592513,-0.00903488788785739,-0.013546473694648937,-0.023249248414679104,0.0005485891048069697,0.17377912939242923,0.030509009620822477,0.04771562309809705,0.08226346458092826,0.15463000856158052,0.024127481815606693,-0.02615975523808981,0.03213050465890994,-0.04411749643960814
CCL18,0.019243570568574828,-0.04073886707586787,,,,,,-0.008410758943222775,,,,-0.049226850568528054,0.012557844586767125,-0.02655552684044935,,-0.04091836658856792,,
CCL17,,,,,,,0.022630312527620974,,-0.002017050844196886,,,,-0.003124893299477545,-0.026098085220794306,-0.017610463800128276,,-0.013791992157399973,
VEGFD,0.03379606064115581,0.04776328637407916,-0.020476583479816207,,0.017580565558835314,0.03220312045694771,0.019421667914699684,0.022436094618031255,-0.02077014862715877,,0.057573987543086215,,,0.040427484238730584,0.016293712628206114,,,
TNFSF13,,0.12085070465422766,,,,,,,,,,,0.027913911980383885,-0.022573839818102234,-0.022501709790315485,-0.02964542386790683,0.014589242437052537,0.005106357219891449
WNT5A,-0.013434705705114793,0.039234064069963354,-0.0476080481071101,0.010193608077759013,-0.020393462745749154,0.1640526939223582,0.02326388228263297,0.0023435659290241954,-0.04306400993621753,0.12009477549331801,-0.008012676283994635,0.07606922236597169,0.08375446748573062,0.02292561183719922,0.026216182096743552,0.0428742018147099,-0.03499897300076575,0.10384304245860133
CXCL8,-0.027234275574628528,-0.007323841192064968,-0.019173059084690403,-0.052387395444857994,-0.03495558019268516,0.035331881752375935,0.05149913250348236,0.01101823552616512,-0.03956288549086144,,-0.02417866917056185,-0.07863266009297608,-0.10426891483964161,-0.222074286950433,0.047012724556180045,-0.007079591834600896,-0.022822062067421052,0.06911267933902694
GRN,0.043253218965767955,0.07392756366646541,-0.03625254783701396,0.010168213041163736,0.04655691702253215,0.18627092988937322,0.045910112751936606,0.08989316247547524,0.021349304795242798,0.06900385053250414,0.07593687603834937,0.0972895959108511,0.08945720042733411,0.06332690610479087,-0.02989223422072126,0.047494944569941557,0.035410514437237695,-0.015640005316882713
MIA,0.06765303400565498,-0.01924174160434617,-0.018210441361650617,-0.05151316018718173,-0.00267209127578784,-0.010726396391489562,0.012844687107238184,,-0.028445670390131583,0.05678913157724111,0.029030364450567284,0.10102413735858266,0.09202895145604933,0.1584128432587005,-0.053506837388612796,-0.009279192929881643,0.047122879217706644,0.05993760884765303
COL4A4,-0.05036847966593367,0.009307969056713567,-0.03062453845344483,-0.039198668331573636,0.04689389280240259,-0.006545053706673063,-0.015201826028453276,,-0.02759335558715271,,0.020456042903471673,-0.06223812020912429,0.07957943340128253,0.1026728506317578,0.015335715581772092,0.0037688786569793045,-0.030566283252761974,0.10605276070669462
TAC1,0.10416085872569512,0.05191092429857382,-0.0015068326793946077,0.06322459665317728,0.07823387645161775,-0.16626470269334304,-0.007683031754064319,0.021563629636583013,-0.004998761754740792,,,,,,,0.05786129502404561,-0.01813097611969318,-0.07634963566890741
RARRES2,-0.01849575773956605,-0.019328524790631716,-0.04771967671796505,0.01663720363475124,-0.028066052475411746,0.25244460459869295,0.034848177706510816,-0.025524852028119053,-0.011505612590611152,0.0048668675004399494,-0.025957142994355035,0.09570134830255483,-0.03939233382302336,-0.04615900289785239,-0.04592762396967785,-0.0030294417247400994,-0.03764694615704817,0.018954028717152658
FGF7,0.019394036972239435,,-0.023111610739680988,0.043744831016484145,0.01140363022760404,0.0578253656851447,0.00714586091607817,0.04884957330339906,0.03931231942973038,-0.028562213100434594,0.004888429585367788,0.0708630680333415,0.028772335246417594,0.06731440492998005,0.12610186889404762,0.019020030393444316,0.028973464287625927,-0.003430161110090571
EFNA2,,,,,,,,,,,,,,-0.017451785262659298,,,,
HBEGF,0.02563191134033937,0.1520620104653167,-0.047677217913915854,0.05090953177940591,0.04466104663475949,0.1388990885062465,-0.023265930886077136,-0.06698126942946085,-0.025599911675569444,0.08022228026259419,0.13985243385715726,0.08791272229391478,0.07275030110027687,0.01819869783457668,0.02375377664946352,0.04373622059225521,0.007981169712124316,0.06475966053551656
CSF3,-0.02628460584348044,,,-0.027437577790073456,0.003701618195190792,0.056551181957017846,,,,,,,-0.05997223158163855,-0.09954094804037382,,0.0043100274113224936,-0.014520840075826057,0.05408741443160475
PI3,0.05796170247343178,-0.026931570092734093,,-0.06500345914897337,0.020043149716110854,0.08980192477032316,,,,,,,-0.14703066098915077,-0.1577536240843749,0.03224072586846891,-0.03287411592994902,-0.0054996974114447685,-0.07020057428390603
PCSK1N,0.09384627994870837,-0.0073793000166171305,0.004638973443086816,0.0746817325693324,-0.0030500339423388707,-0.06871286486660054,0.010694185510335899,-0.04270998712884468,-0.033083571605522964,-0.01627012386984996,0.1357835507193864,0.03367844191174557,-3.685212158209186e-05,0.04592811974269085,0.041098701724448405,-0.011973221315485933,0.00748480891395351,-0.1135777874816705
NTS,,,,,-0.04105880981688799,0.0268729278482265,-0.0011322148163554892,-0.027202165689575723,,,,,0.011220010408105609,0.007811477780664103,,0.0031833859134372763,0.09751941583330105,
SFRP1,0.02193212838148685,-0.01380843817615282,-0.022401532703753717,,-0.004445361673422923,0.06260538112042122,-0.03224561130810252,0.06028273955377851,-0.010682722380625162,-0.012074749925858906,0.08850392397732117,-0.018099683051311335,0.07173387159429304,0.09858853965312739,0.012758136684337498,0.05378997584125888,-0.021003699904587034,-0.04256097163185413
CXCL13,,,0.006795774498136069,0.13636422956165367,-0.03506721414568689,,,,,,,,0.04204020185905884,-0.03401132273673558,,0.042313045135956746,,0.13603391746101998
MICA,0.01290207425977269,0.11316943794882793,0.0019737286988477432,0.071007351838995,0.04729033078596737,0.11393496647440103,0.0029568838464865232,0.029497916401379876,0.03172492173271757,0.09938070713695916,0.03218273985704133,-0.008949839885771955,0.08064700398001369,0.05470029736905811,0.013454899168151077,0.006077226747975813,0.09725421078175224,0.02452206573703506
TG,0.01852184180324394,-0.0013068935554318886,-0.01944008940675035,,0.03495152910277581,0.043885017718955054,0.060772753476133874,,-0.01749174590967685,-0.03091721716728879,0.06436511260270525,-0.02348718721116815,-0.0013523442770788066,0.023166241558591455,,-0.00577403424325004,0.19186152859577382,-0.012697162423887073
ADA,0.07704283071055931,0.04165677828498465,-0.022540942894039944,0.050914301911069694,0.06438785542981745,0.21064003282115656,-0.027122069599066812,0.013335218374378136,0.04078717235408694,0.020688771185422932,-0.012654961470703966,0.08144893051901599,0.11778347062962279,0.05401879053593624,0.04311555524892467,-0.03061096400348918,0.041301954579804616,0.01848899402237677
LAMC3,0.025585865353795995,0.13081883853056034,-0.034569683410850774,0.02447452215665494,0.0807414296034257,0.17573168208569542,-0.0089431810709848,-0.0705543823601431,0.08153705817495395,0.10398479366710578,0.03578345659744399,0.08461582090025081,0.07421328878271408,0.13270601205320612,-0.04400234950517211,0.037739055981732814,-0.005592144577486846,0.03025618848147058
CCL7,,0.0006220356673774187,,,0.04846344968314637,,,,,,,,0.005994154579329957,,,,-0.015216432826330496,0.0009808956389189222
NGF,-0.0290186899608529,0.102135750275958,,,-0.01778193664989165,,,-0.027202183600396997,,,-0.07414357325239797,0.09224038798853339,0.02944789241302841,0.10844059670774113,,0.05607835891575093,-0.00620976170781886,-0.011883432436253746
TNFSF15,-0.03589974111292905,,,,0.019130688900754134,,,,,0.12976341227558247,0.004885896698641531,0.03313957711693833,0.0233988944930467,,,-0.006696262203270888,-0.02881001069239933,0.11131130373421791
HMGB1,0.012281565195476745,-0.013157226217327967,-0.010759928113290797,0.009758290224756445,-0.002496458968947651,0.15698138563314343,-0.03343592324944146,0.04365021412726185,0.06042138299648459,-0.04777859347073537,-0.13557057881111256,-0.1225449084776914,0.015343179872830215,0.023023977742987308,0.004941183321171988,-0.025667493670642992,0.011529363669884564,-0.016317850500529894
ITGB3BP,-0.00473133342646997,0.024395062300996133,-0.010946439784952572,0.03539688527173238,0.013074014820401032,0.1665264131937682,0.08813397015316912,-0.03569343226357211,0.03496907307007599,0.08580377679683804,0.09454330639438506,0.05458246344975007,0.007092186140507201,-0.043408815116223784,0.0750752522626367,-0.006589551574737018,0.03733320486339228,0.021907252271976138
AANAT,0.019133336185231883,-0.02776401386655327,,,0.015270781483826996,-0.014664678874677822,-0.013192240093214668,0.056118525894644035,-0.00021297843684084527,,,0.00258331825388299,0.06299273611512235,-0.019672867373051142,0.11626534997250439,,-0.016099620488650896,-0.02083046066472037
RELN,-0.01483076900388404,-0.005748263433464567,-0.0382665382186909,0.0026450776668493943,-0.004413225982523697,-0.06641055265054446,-0.009036021894952966,-0.07113047791857073,-0.004948463610788883,,0.0426884959066695,,,,-0.056982617663998175,0.13614838708584312,,-0.06377404261707151
IL15,-0.051030862311722394,0.018265179562806766,0.016173790617172928,,-0.016004180816480074,0.0984335220232267,-0.020818667740215867,0.13833270714401977,-0.010145155947525925,0.07372902308781211,-0.07801816630907658,0.05984910378342641,0.020827880004510826,0.015449126172895239,-0.03597905364211147,0.024741625656271467,-0.010499849825384582,0.12949156057802347
UTS2,,,,,,0.1754349877079483,,,,-0.00832179689029093,,,0.06385228595868968,,,,,
BSG,0.051371968967853,0.01742242734706037,0.0038116561194633286,0.06324539621335883,0.0035226889829074307,0.03433876959341349,-0.03192964468521844,-0.07371619076817651,-0.02326615891619992,0.04597175025607606,0.021594996378304584,0.06681666814294185,0.053996472207823054,0.0374878302410324,0.0690570966614748,-0.02503795992981554,0.028838635158017174,0.012588735029068661
ADAMTS3,0.03332805094723022,0.06939319001696007,-0.024661111734039197,,0.0337848712586428,0.25927464921935695,-0.023721405007145955,0.013435955638721886,-0.0316624324193729,0.04190927184300875,,0.09438607228940754,0.06389283086467996,0.0687649931809613,-0.011735103249526228,-0.030360977300750658,0.031635765268119516,-0.026318967461468275
CD34,0.11064173304814158,0.098415520332127,-0.048702081273730796,0.09790928298685157,0.03897630999524234,0.18413521662868157,0.007589156787321528,-0.006223480755336808,0.0288611789189854,0.013867008281237173,0.045250622764312874,0.07906352108686278,0.09095530054561866,0.09281784272837287,-0.006357888145496124,0.046185024248790944,0.029009496588995876,0.017063352305128104
CCL23,,,,,,0.01400208414663704,,,,-0.026890840269631875,,,,,,,,
PLAT,0.06561334259630265,0.08319652138287226,-0.048355136982911,0.049705400626171854,0.004527700076747641,0.20443637068481488,0.026071598770180275,-0.0392333020221535,0.06357861250662283,0.016076509276666023,0.04502226181317237,0.1381181934900802,0.09264418247555248,0.11059107193220208,0.10182857698214008,-0.05485684778705951,0.048123563935825966,-0.011700071370901122
NTF3,,,,,,,,,,,,,0.017553158000600946,0.07906410120460282,,0.025468319324092433,,
LTA,,,0.030876381807405425,,,,0.07395662940739352,,-0.02411048028791703,,,,,,,,-0.021667662906685765,
CKLF,0.07158071777763332,0.03648151658540574,-0.07190424091989621,0.07084014235717391,-0.01768554041586777,0.22278490750337468,0.015740365592050935,0.038277282366464174,-0.0012242483998862817,0.015417405860811422,0.004018741503383001,0.13001223084885294,0.12333805089325603,0.09802270248295135,-0.056015628107953214,0.03205326879876467,0.05098384098900834,0.07480465279163045
CD24,0.034277845412498065,-0.009437437476764383,-0.019599965676869186,0.024615757546153447,0.059432720982728435,0.005921901864637131,0.03332851079956839,0.07646998545934686,-0.025373263125763587,-0.000538360027547468,0.03802528404238198,0.060706837425893855,0.07500458103864387,-0.005189033919131632,0.07989394659622585,0.05203561075080608,-0.04104325144374468,-0.04546536147418361
HSP90AA1,-0.037621282813768565,-0.048002003621807364,-0.037376935223718794,-0.06783033620761805,-0.006899971785564007,-0.25440410619665343,0.07170491831850057,-0.051392547412277174,-0.08204215628132505,-0.051627950184334095,-0.05145328838790704,-0.19126242385000194,-0.17885768758698226,-0.19520649865510864,0.02032673322952811,-0.010361223711723511,-0.09227188609024647,-0.12426913062163125
BMP4,0.018082641964026983,0.029602585317856277,-0.015154919075264376,-0.05532607512954003,-0.0018459504229475475,0.07573319424016361,-0.03644306954567041,0.013162988741943327,-0.02054461944240966,0.018709532883690046,0.037585110810426786,0.08678678642812158,0.009071447137203877,0.06352890175468229,0.1345711037571192,-0.0020987221936633574,0.07542937246620887,0.025591138182358968
SCGB3A1,,0.015352824668446743,,-0.029328057344602823,0.005828669199498146,,,0.055040446345826624,-0.01682397429714177,-0.03318545720098676,-0.03373647580946206,,0.09749097586095694,0.01167798838336397,,0.0011923798790595109,-0.006183742215059355,-0.016462123139947122
IGFBP4,0.02456582329819941,0.14792273778375695,-0.023422107229171606,0.023295338131467835,0.01894081773228528,0.18491581705186014,0.02520585871578954,0.02467856503737847,0.06931292983707299,0.04671418271976697,0.050396278694586474,0.04055008791657576,0.05450968776091662,0.040458782848044536,0.014946925744438077,-0.0036615650391755624,0.010019104064107203,0.010512522801390993
RSPO4,0.046263464711566865,,-0.023111606351943155,,0.08318000777369187,,-0.01477727238263597,,0.06381071619120533,,0.06567429325072174,,,,,-0.009133001729134574,0.06121210516441413,0.011568170510027665
LEFTY2,-0.01835206138720477,0.05043356891717474,-0.014471883205130445,0.03811696876054188,-0.024864080342395987,0.10539912856602597,0.006665050255710843,-0.027202183600396997,-0.029764118658406034,-0.054025430971901094,,0.04767199488469379,0.019046355727222113,0.05254076451972945,0.012270288411046236,-0.009178399977201986,-0.006473322476695952,-0.011227566692221283
PF4,,0.03585372927214706,-0.013004430517072568,,,,,,,,,,,0.013384770530389261,,,-0.021667657892627853,-0.020575946260549316
ANGPTL2,0.03770337340487903,0.08174717038964818,-0.023138663470938615,-0.043550988829806264,-0.024311583681100146,0.15916757992960123,0.0715699637772292,-0.011245789456680765,0.011679456413067309,0.09418413952460321,0.06193516722926714,-0.0016508045874709931,0.1250792572767696,0.14213754054627067,-0.038795723093392256,-0.048535037470907504,0.06004582721637325,-0.014677826714465486
LRIG2,0.02747741267558162,0.005551303781745235,-0.022298083077476608,-0.010422124412086505,0.0021114383707241755,0.09579869936426802,-0.05275954847549591,-0.028143228675717592,-0.017093049622480042,0.06054328531977697,0.01644521778865879,0.04738434745598736,0.11203024592823725,0.041999973435528276,0.013474770030887902,0.025497937126306273,0.020575951326223384,0.014219438204471267
ICOSLG,0.05281657095861833,0.04312090523381777,0.04539382496374143,0.01315585905162407,0.04626130924386651,0.09464908370204773,0.06087067200887449,-0.01671185982089965,-0.02671314363394155,0.08175197844141299,0.06862672474930076,0.014117603409399698,0.04306969870793774,0.10565772312814377,0.02067712686829031,0.0541666705210645,0.06415827865738048,0.049868396939767606
WIF1,0.02847247562282683,0.021171503357942267,,0.04645914742357946,0.024639991146319245,-0.1296108880018328,-0.011403271087897229,-0.018655185084712804,-0.01755423346128621,,,,,,,0.007317217554298713,,-0.011903793182313613
NPPC,0.13849243489999474,-0.03375133829434158,,-0.008970704306817191,0.06447982853139225,-0.004784959811682215,-0.022244158654144197,-0.058797611846502285,-0.0032643590213997375,0.1013972338361023,0.0821291865436499,0.0026129860000141214,0.049151618332896475,-0.014866073565001744,0.041167274934339707,0.07482437588148956,,0.0014638736157563481
LYZ,-0.04763774131449149,0.08804949266144872,-0.00580728842442733,0.00022738609531392027,0.00560571473947521,0.2058870298935527,0.012445567026884248,0.045618418637709615,-0.016193088269208695,0.002786834225316229,-0.044310838291271464,0.044577290774325255,0.07938625473509624,0.10413117880925629,0.000596135984831137,0.02297102533178345,0.004930502851213192,-0.03219863886668333
EREG,,,,0.08251114521965164,-0.009390263082640732,,,-0.027983097403212844,,,,,-0.04492487297589313,-0.002573212392362305,,-0.04094046592693317,0.03277167024444871,-0.023689009415859958
SPTAN1,0.08885274670954649,0.016186188402904148,0.03487584405318694,0.060612591019143305,0.01561118658699794,-0.027756455555071453,0.009697963775515238,-0.015168225550759966,0.010545174105847398,0.016714975472410784,0.06659945684752627,0.14834980435736472,0.017180886439393146,0.03611643334487953,0.05346385077623386,0.037423952971262345,0.02068103000437182,-0.045838973967719014
PTH2,,,,,,,,,,,,,,,,-0.022557889860139884,,
LIPC,0.022196354168597304,0.02128229276930957,-0.01957236294443588,,0.02772084867263645,0.07010112020793795,-0.027627615602793056,0.07748252052858014,0.07066307951511637,-0.025193966526078238,-0.08072578807507128,-0.004320746599723504,,,-0.037289184871354165,,0.005438733204915777,0.014529565512459696
COL8A1,0.015210264395759088,0.09088277957456099,0.02870035091007309,-0.034256316618134844,0.04181308701457236,0.132114456531216,-0.02241428175010836,0.008755477225697004,0.05050188795411942,-0.010332136599831392,0.014642777882248374,0.012129491050321814,0.06429050512699457,0.08364646791016081,0.07883301347759734,0.05417614060703052,-0.0031382574719848524,0.05857199785531314
GSTM2,-0.021958331415649464,0.00041762789614916573,-0.028496066052591952,0.012019513975385726,0.036467523830366076,0.02792639160801697,0.07875600133263919,0.04650834442459754,0.0014471276421008864,0.011008272517454383,-0.05820678831941547,0.19944118017663354,-0.010276839690673811,0.03451638110758812,0.005390111821994945,-0.02301782411310908,0.08130956076592641,0.07784994812770439
SPX,0.0846413240179455,0.04474726740703286,0.058006937353960744,,0.05476839441284755,-0.07376596607225074,0.04549065475581814,0.006904027861400348,-0.020575973846564954,-0.03149708599084144,,0.035007958001646904,-0.001987944382564725,0.007060757342001333,-0.008044359164725082,0.0421197805947748,0.08312195353539478,0.0015722392390738378
MFGE8,0.018916973514802798,0.04177969069824444,-0.010096616014127521,0.06171640824343934,0.07169211317313144,0.08187695268197562,-0.021541485267649357,-0.003393722615034642,0.04537448580093519,-0.002629159954853812,0.11046617890867372,0.048887355500733184,0.020795451601126846,0.058591373421286494,-0.02749798769116144,0.029257340875061263,0.02396635163470602,-0.02294385733520335
TGFA,-0.037664629076241615,0.027485993130755053,-0.036595752288384735,0.058695190780759694,0.015360165501627596,0.08891220412526786,-0.013953129887693278,0.01598082412858833,0.04964954700789462,-0.02735315175987226,0.08219319017866861,0.06577257910493338,0.07417044912409598,0.06713410537985155,-0.009342307178774831,0.03832679722598491,0.03942643241418647,0.030614429896154465
SLIT2,0.02148511047809661,0.08252750692378792,-0.03390864753587675,-0.021798670576972195,0.04098329925227597,-0.07515978353919125,-0.006510749487700008,-0.044327535816123496,0.010282649856687516,0.10999498296169545,0.06914087599831444,-0.01931413042390634,0.02456712565284555,0.03589674787727885,-0.07223137004006111,0.011642302982808644,0.000840880288156883,0.029265586714474184
PLTP,-0.05123151433133145,0.021226241106587697,-0.03887432941627384,0.07665180976960163,0.03198178213407665,0.2524653962348388,0.004152607179665544,0.08141285579557797,0.00427304836667508,-0.008706079594061045,0.056103847483959676,0.016364798088228914,0.09498095645064392,0.09801280029354123,0.02301970407541024,0.021634025032486657,0.0026183496611768926,0.019358194260563597
APOD,-0.0024888602207816016,-0.022060238207662113,-0.02483425192401204,-0.009184055225008746,0.042488596460994926,0.0559638526749792,0.010293745541589395,-0.05320439390587063,0.03746335153603094,-0.04678792943721013,0.04236242913882939,-0.14390851556310985,0.14207783192136766,0.1584497827233475,0.038216583005901486,-0.05140101491548595,-0.06370891014249283,-0.05250810759222775
B2M,0.03299168183745025,0.11744019595076895,0.02502121918954076,0.05481185308260125,-0.014313535155360583,0.29705666056909147,0.08732469054170952,0.07925224832641337,0.04314751132738537,0.0846345420863137,0.14309446141423593,0.014777177640545647,0.17369741645161757,0.15424252578865752,0.01477102493558077,0.02215853974556542,-0.00619107447591676,-0.011664230798668702
OMG,0.056528267545291,-0.037618997376852564,0.08112187981274277,-0.03245051879796136,0.021933065085137527,-0.12392243041996674,0.06575715064266459,0.006084474796254557,0.0023704763535944717,-0.024152761853803533,-0.0020498343549863194,-0.10229582213690047,0.1370578534390809,0.09569287727774317,0.038354923664518495,0.0659605339678508,0.08192615277342327,-0.08305728150982902
CXCL3,-0.013874419898263103,-0.005559488831628054,-0.014073396069817633,-0.027941639632330963,0.04853386623919251,-0.0011915983108803166,-0.02569243080330715,0.07229014182599439,-0.017363911887118666,-0.02448601179879649,,,-0.07618016699840632,-0.11197829311505972,0.21882932942491187,0.02852803009669688,-0.025629656209324624,0.0015428862451341155
CXCL10,-0.07238694264980645,0.02311211722636269,-0.04361323730800124,,0.04746948181788819,0.258069988612674,0.030814988110135024,0.056432582079196235,-0.027593357330373335,0.034165293930103716,-0.0504630849937175,0.1128310262760803,-0.00811433095026338,-0.05010882570424793,-0.022272301992424096,-0.0033425540901217297,0.02642299680614045,-0.04765912705529332
RSPO3,,0.016497562919797,,0.08681653445759234,0.05964353847111899,-0.03269289141904947,-0.022318836142825735,-0.060099336546163486,0.05840861691511296,,,,0.0470512381551697,0.04612249327878408,,0.0456592721377743,-0.015441703890471482,-0.06275233109988523
CORT,0.005943694724412952,-0.010738538537761,0.005856707753212839,0.06049603015612258,0.05139669966852785,-0.08284983208668692,-0.004767128751102781,-0.03340705110566418,0.02533203375747658,,,,0.0290685869675095,0.10091901588038152,,0.01670536465984936,,
NCAN,0.05953737640737178,0.05055643368115636,0.013213750945561122,0.07424423773883194,0.060500940929851775,0.08504210269960329,-0.04264671570895758,-0.02411891220368717,-0.0009345209535730234,-0.07273355804143543,-0.002989907107989739,0.1510418338203643,0.12312704750162262,0.15782737232518998,0.03133447971980384,-0.0040177829545152725,0.04460743749168955,-0.05829563480972458
PRG4,0.012093645764244267,0.015217176664036505,,-0.030678757419010987,-0.02955261039105887,0.06604683335611576,0.08174299135067957,,-0.02121444983869763,,,,0.05145196743919521,0.028559621575878893,,-0.02029808051926603,-0.03497962090591829,0.1148084316455851
ZG16B,,0.0028940793913600424,0.08736442231976667,,,-0.05141974694819593,-0.010095674769840985,,,,,0.031684398504522926,,,,,-0.01925414291707984,-0.017553392425422348
TGM2,-0.018820589175778862,0.011574788132347096,0.0007146980230139912,-0.03920575105271893,0.05608699279547618,0.10893032933727534,-0.020762336737810243,0.014169352486586092,0.05922397919129509,0.09423239360566356,0.05703547561707141,0.07717008887235688,-0.001901724679596724,-0.017257287055900496,-0.025908238606170215,-0.013123866812174756,-0.022564593590515235,0.01650439930115455
VEGFC,-0.024565257540923757,-0.03530262601245723,-0.020093557223687445,-0.040797351160731056,0.03819457839338389,0.005573153730001231,0.02497490548569937,-0.03162077822355658,0.12021569331225336,0.09341250047059366,0.06641963518106331,-0.03511357029796874,0.07617891986516612,0.048849117546765686,-0.06349863967145679,0.013479416207064785,0.01901921954540842,-0.005141362029125752
WNT6,0.08154060655050079,0.05136241863270136,-0.014471883584937832,0.05897563964416116,0.055382356828480944,0.031190332820498993,-0.009536988378768247,,-0.018895194017480278,,,-0.05420425618854895,0.08623534210601665,0.018861672936994534,,-0.04362420250625731,-0.02325333474691371,-0.018137920773205432
NRG4,-0.02100890175297692,-0.02386711522483029,,0.15337924153054186,-0.007954228092402163,-0.021790053891654986,-0.01939542586815596,0.026633671360644026,0.0010352481506161716,,-0.058081357484403136,,,,0.01206390161904412,0.003574061261003251,-0.015441705621118077,-0.027276650868039973
PMCH,,-0.027508134727546055,,,,,-0.01477727166947297,,,,,,0.10725353538053883,0.07386119789112966,,-0.024991402387566107,0.031463158670394745,0.05080164934159829
COL9A1,0.0060934328330476415,0.023252720702705842,-0.026429408773198715,0.005126048115919095,-0.036883105138313284,0.14175780119189446,-0.02705772694231715,-0.027595174098116397,-0.028780290982580434,0.05415078275590464,0.06742452283972795,0.08178543247525114,0.09098796951970825,0.15971482452651437,0.06652545916595592,-0.05906609720047742,0.090626215689104,0.13427247415390123
GDF11,-0.02356012432762144,0.07940183295416973,0.015443903010764416,0.022790407980014495,0.0584424628812738,0.16705636373448385,0.006864760901568484,0.03043978468499256,0.008418198549099446,0.017159028774196634,-0.0034893786976662173,0.09004156791985678,0.029982514702343546,0.04183987961960513,-0.018171491449670743,0.021362109926717388,0.055825893752555415,-0.030268318679221085
RAET1E,,,,,,,,,,,,,,,,,-0.016939441350088548,
IL24,,,,,,,,,,,,,-0.006476936895595993,-0.03676301900413142,,,,-0.014127379390332045
