,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
VEGFD,0.09248237506458198,-0.019863015215682532,,0.03415541526465295,-0.035465007132071305,,-0.016670236508965035,0.11496798334861884,-0.030721478978222406,-0.03228164570127682,0.0692976943962275,,,0.013732015019485478,,,
TNFSF13,,-0.02632007048996123,,-0.03159269338135855,,-0.01462419362132409,,,,,,,-0.07128899498300428,-0.016158443732762186,-0.020115370172039092,-0.05323531845748907,-0.02840084097763064
WNT5A,0.0016779092167375075,0.008230992745955963,-0.004899469812561003,-0.028109391088824758,-0.10899316219279044,0.06858777344087573,-0.030375269909826905,0.07104780552409624,0.01285282901176031,-0.03540608607014669,0.05882248336302724,0.05049945972959638,0.02057204558288037,0.10099101957877406,-0.0161511304021066,0.00458860011233721,0.08520713540601399
CXCL8,-0.020955064200243977,0.3264817208536239,0.13778306640159246,0.3881971762917163,0.21006439975063088,-0.020801966913484,0.15278812960079663,0.030772898914064234,0.14313261710118474,0.5999585815892182,-0.03992134754639506,0.21120612697116836,0.2907822734481064,0.2505529310699017,0.13711354127151534,0.1038195599189101,0.16025749515373278
GRN,-0.07574697492012573,-0.15976710898546892,-0.11059363615350391,-0.05566227779084644,0.047532704499781066,0.09602540012675208,-0.11791849471288107,0.053657896268944946,0.018955163737828424,-0.24784042734653328,-0.22026895806844607,-0.03779991766950922,0.017675090100352304,0.04133605398856762,-0.0032834952122320366,-0.17003757314295023,-0.09753727188565184
MIA,0.10588611575144707,0.04120801244067081,-0.03188492141810221,0.09832434689059545,0.06530754824518022,-0.026443362507069273,0.12195226836945126,-0.0030564472969760123,0.09542344152861111,0.10251578140858417,-0.042241808327656984,0.022111235453380545,-0.06432307715237019,-0.02907851078528707,0.1762175971597458,0.04745289952266514,0.06698224558807743
COL4A4,0.10248489438940962,-0.056840267749777684,-0.03279267826601086,0.0065248529041985566,-0.07899541535389946,-0.013914274127734123,0.015575276134792258,,0.010916928307609408,,0.014307658912721339,-0.0005405569886569894,-0.0014928878181949563,-0.07322946727923346,-0.0652636219305084,-0.04031657311964164,-0.012061695498768411
TAC1,-0.09857562128749303,-0.05309823763257011,-0.10037500991534777,-0.022726251732357275,-0.07286481888052576,-0.087883499841173,-0.11378645383701952,,-0.07233059533805612,,,,,,-0.06048731915423492,0.015919113733023488,-0.062326400051053964
RARRES2,0.016672504331762733,0.024708910418197658,0.05443969173626114,-0.048855049941216505,0.2090128526532356,0.09702966074414757,-0.17894031919501455,0.06738324512715022,0.1560577947773504,0.12828118301951552,0.1526087856558505,0.019136618925113296,0.26186302911888526,0.2534464760355302,0.07015674110198068,0.18317286424883028,0.26776513922605816
FGF7,-0.045519730703676695,,0.047063467701226346,-0.007648350488751003,-0.03849639972679341,-0.010670675224453169,0.009650434162076732,-0.03258433859175238,0.038178432723575316,-0.03926993057527923,-0.022953758233066782,0.015455415924243309,0.009435495086794895,-0.027998817023690902,0.03544795146935395,0.11658943915631868,0.07045861203756576
EFNA2,,,,,,,,,,,,,,0.04065508526427163,,,
HBEGF,0.04938081014947941,-0.016947442976859923,0.09778291833129985,0.09336963567517223,0.08596694257900861,0.02851970800309106,0.15740896871154322,-0.052920567570014905,0.03013717620316179,0.08941243452160574,-0.06964376440185202,0.08863704990749899,0.13839269660065232,0.04851121210378219,0.03868166052662882,0.07317854348209307,0.13388838415052978
CSF3,0.07131403910159273,,0.10720928770565208,0.26192049744846,0.11546411878679928,,,0.010945636725341167,,,,,0.22251797702580473,0.2788603819200395,0.1526512353484645,-0.002443041401890858,0.04021242612173892
PI3,0.034514434217672134,0.15140221099883322,0.03732338761920332,0.34519153376066075,0.09755318543086033,,,,,0.03814025338190591,,,0.32832520971560775,0.24519567341138446,0.26041205390075706,0.09222607169610036,0.2140767769617284
PCSK1N,-0.12337597240566489,-0.1159851823901149,-0.09015945046640539,-0.25550146837425913,-0.05995834890715509,-0.03658429285894996,0.0384244794343236,0.004310791770469221,-0.10990560707612881,-0.0908713812010585,0.10410971997400482,0.00916875837994674,-0.11634955695192911,-0.12349798656265516,0.014674482344137176,-0.011994512488666384,-0.1849519196191682
NTS,,,,,0.10020558067998028,-0.016986167273093964,-0.03054762143554339,,,,,,-0.013118914808845408,-0.06020659312464783,-0.03223495069229226,-0.03270666060183523,
SFRP1,0.006269361893899252,-0.009660692832144976,,-0.007927004703876748,-0.022061414478084386,-0.007271914400105995,-0.020934304075459223,0.03483398673704213,0.018779359761987285,-0.18024808952000884,-0.03236260980862967,-0.02154183619300619,0.05686887128370369,0.019492338811516026,-0.0846225158310894,-0.04515247236176268,0.048395136266787694
CXCL13,,,0.07914606047874825,,-0.04009581322801559,,,0.008850589224670321,,,,,0.09061926720484338,0.19352535114933772,0.07598471392223681,,0.06848303252103156
MICA,0.042600593268684206,-0.0605917724120317,0.003756764697512576,0.17771556524716087,0.06485366348038263,0.01576817323517914,-0.008485424251404297,0.010014873174459295,0.07928185572163078,-0.07753301845541241,-0.04553091676389424,0.05789104709837524,0.009454692187837328,0.03477485144448752,-0.06911757995452081,-0.024772406406366628,0.0815759468230406
TG,-0.02595020034297216,-0.08065735482284424,,0.11807102160449898,-0.018623726783408574,0.05538030063592735,-0.02580362687275264,-0.03934192411654204,0.16857775765441643,-0.08863860216941247,-0.06154306066527235,-0.049247173567891,-0.02969684402535529,-0.019444943498673376,-0.022164549857917812,-0.05718097916569314,0.05607818431941536
ADA,-0.009471401039352463,-0.16116595876338094,0.1325175691703553,-0.00593383715123195,-0.07732478155084893,0.0021274375179026472,0.033961582848542594,0.024476394401489472,0.02083068066537637,-0.34511710036571375,-0.07863223907188553,0.02372510328360245,0.02656721873030073,-0.025982035285982155,-0.06344974231428673,-0.06621201982714973,-0.032296198643167885
LAMC3,-0.02753909702618212,-0.21322324753432798,-0.04440421709470515,-0.09906815556664525,-0.06703084641355528,0.027541964570992165,0.014259418614117749,0.02633446704829414,-0.01190635203139716,-0.43083197061558254,-0.043695574957769025,-0.07032913590095582,-0.08671874145306614,0.020176091759255124,-0.07177127276327948,-0.20886808030705623,-0.07768669689271374
CCL7,,0.15058069780297756,,0.09715446599647258,0.11316011650278293,,,,,,,,0.09489601271439412,,,0.11836299351650767,0.07250011799899246
NGF,0.010337223477419288,0.037600938767221787,,0.2087965306522836,0.07257785426693379,-0.018709873932014665,,0.009247625609429115,,,-0.12243270851946167,-0.04494711339758281,-0.007160676580480813,-0.04875385057034336,-0.001927721882163428,-0.06844501112008229,0.10555732121542206
TNFSF15,-0.01816778958562425,,,0.027974721344411802,0.029665534138752905,0.04275777676647894,,-0.0035112699539874507,,,-0.057961036382754565,-0.028836486127821945,0.06665123394098374,,0.06205938267220564,0.045199821991903914,0.08049792408685791
HMGB1,-0.10403220620801765,-0.3751524029373799,-0.12625677006890842,-0.2151285927378446,-0.06348695510348373,0.04938563519033885,-0.12883406094421673,0.029199342915730748,-0.03943020063752985,-0.3613790980993177,-0.14874265164649947,-0.03978095411514991,-0.02527631768440759,-0.009125398776403807,-0.013160119892022103,0.06557453647890876,-0.032823825032593644
ITGB3BP,0.05680028377129519,0.027852823074691602,-0.0031848992949538345,0.11820550958202952,0.01753042003360205,0.10913688519309335,-0.003397021631380017,0.017056956724131295,0.12323467977531836,-0.05406901473223503,0.10669551374977108,0.08239274466485043,0.025942594411840336,0.05955759228623894,0.07021732899929532,0.1445665486807442,0.129857289545441
AANAT,0.017531034146128888,0.03953833405378499,,0.024776539001034457,-0.023846055823533892,,-0.011354172703789224,,0.0892235650554488,0.13095758678223587,,-0.031502230016613196,0.0010908361882535256,-0.021106630658120896,,0.12276403428953502,-0.07150665851164896
RELN,-0.07517892186717674,-0.05984855008953549,-0.03840868286512449,-0.038408098078869427,0.018982436752763017,-0.0631163325270123,-0.05109069536804621,,0.005331900692530831,,-0.02614941619797768,,,,0.03094499915982932,,-0.022859153637433034
IL15,0.04019732241913718,0.0036728372533447245,,-0.04925463722657227,0.02521234846609114,-0.01616512842724426,-0.010079031136780924,0.0379273538832401,-0.01662139135606765,-0.007955808404054259,-0.01728863048473995,0.018281351939313767,-0.003255375110253416,-0.0088685563449847,0.0609690365827337,0.0010913788024158714,0.06925197611277113
UTS2,,,,,,,,,,-0.04222826028570521,,,0.02448616382490221,,,,
BSG,0.17350151755220547,-0.18089309285091928,-0.08072152142029833,0.1282157869314609,-0.07335618781040663,0.060262738373592174,0.235435247028194,0.009010174505717125,0.1653519291953162,0.4512635199218541,-0.022189653226680713,0.06119763141915472,0.2401395091316776,0.18134506250748,0.12497482870583333,0.15234317155840219,0.08146227154913074
ADAMTS3,-0.004130698604006182,-0.05804732454113513,,0.05004178275297221,0.03675639702875178,-0.02603734552817965,0.09511551742331177,0.024556147461587,0.04265767772813035,-0.4019184258388186,,0.09115591518912214,-0.0005549205598875048,-0.004385543304439263,-0.07991563260640336,0.08969454255222842,0.02327203438467025
CD34,-0.06215957819035214,-0.2166038390468829,-0.08456821564551534,0.01440470471040298,-0.0789631907442865,0.059647611640298366,-0.022883071165832318,-0.03868914293064095,-0.029827620693392648,-0.35624428910150735,-0.11511955622154148,-0.028634502753273273,-0.0245387703336457,-0.03151133784416329,-0.018054052977350795,-0.10127266135440534,0.04924799541849119
PLAT,0.019945040882576027,-0.34901358908157365,-0.05301164299390233,-0.24036748216895396,-0.032772606279606716,0.07580919941790278,0.09000192300214561,0.05085814671322388,-0.047961972018011785,-0.39795477098454096,-0.1234281744800787,-0.0895334773125114,-0.1256284536089401,-0.18453493635491233,-0.0009130127764772652,-0.07707885777645579,-0.06352948913238986
NTF3,,,,,,,,-0.011246590115160751,,,,,-0.07568405335068491,-0.06215229039303884,-0.0038481045288947754,,
LTA,,,,0.06095281822840339,,,-0.022349172779059994,,0.1735692809876498,,,,,,,0.02423699507298545,
CKLF,-0.022005712139023602,-0.23127553572875348,-0.07894575259257458,-0.11327043781140919,0.015412983234807979,0.10181586315021972,-0.10321123958219021,0.05456311839497682,0.026520494583340926,-0.20000379645035332,-0.12113899161479032,0.04013818103697479,-0.07253576321319902,-0.07288624902952882,-0.05930432297131245,-0.02764754169673768,-0.017947489676472302
APELA,,,,,,,,0.0006026518763818716,,,,,,,,,
CD24,0.10784738385696621,-0.14174283981025648,0.037219700288033716,0.1076149373134075,-0.10697053116350329,0.041508909585644,-0.17342131859656407,-0.012084027901555194,0.043882094500440984,-0.20504562184695763,0.24914876321036863,0.24930719605771143,-0.1567556796404063,-0.11771634237717767,-0.09642230675253288,0.13780043386835986,0.10948381812038122
HSP90AA1,-0.07795543319782947,0.20026082787176774,0.0919177998458141,-0.11461582334202408,-0.0648696917308233,-0.09946182344067118,-0.1869491334126529,-0.03992961689716018,-0.11652573601530428,0.3387707462019907,-0.09342514260358144,-0.062145473066035795,0.17028238789855718,0.1788795368527779,0.08384672738238189,0.1499806255152308,-0.05748326054497129
BMP4,-0.03967850042332259,-0.10430354749526437,-0.009503463408835311,0.09585853390001699,0.013069480872703237,0.11181292819898084,-0.040813441008348515,0.04775855773505972,0.016287879811498904,-0.15674684242445627,0.003940401529478283,0.010573259254203597,-0.00840322481022877,-0.042141771930705445,0.0022172844256443626,-0.023500607773200805,0.06398438088623558
SCGB3A1,,0.030366470157255538,-0.011329740609575475,,0.11169973360811171,-0.02063507233890808,,-0.007946852747963617,-0.024884625621983226,-0.14809726127039846,-0.07997058390978047,,0.0011811957322647923,0.0021434278488688565,-0.04602565829808066,-0.03698672595988875,0.014701709256979743
IGFBP4,-0.03142703433634355,-0.24485714889561164,0.014663720969581328,0.010683838086647846,-0.007911143123689878,0.11684185773795397,0.023738083141402147,0.027100428929967973,-0.06803624152784597,-0.4387615193207206,-0.06726464103008077,0.07814025112530618,0.006413892324030953,0.03670704084379266,0.06495515327729955,-0.15446304564654897,-0.08965485064543485
RSPO4,-0.036374242918750715,,,-0.004852542603213565,0.042647651996596384,,0.04863872439392724,,0.09388570011968853,,0.04124944998513007,,,,-0.04365187085682787,0.030211742699881708,0.01839098181412514
LEFTY2,-0.038950565253270494,-0.11814439797203873,-0.06598523717134526,0.006572829793632581,-0.0595558620435032,0.045980934135846675,-0.031609259541051364,-0.024203564553773312,-0.03608279806000571,-0.2452563315282019,,0.012159706988802898,-0.012855598206316779,-0.018383648951292086,-0.05936366046739301,-0.02958144826917372,-0.005126166971481961
PF4,,0.07189168955013588,,0.0402103845852477,,,,,,,,,,-0.04529512207863126,,0.036625328084396586,-0.052846276222679095
ANGPTL2,0.05912528831430911,-0.19934183001897215,-0.07830683866878223,-0.1371420028378113,-0.07267511660945074,0.15935724730502537,-0.06571168388058304,0.005060642399298782,0.14540812271702022,-0.2388406230638919,0.005951181711330016,0.07772183234642999,-0.10899729865643319,-0.11937254058663664,-0.07183775214786636,-0.00991041068127511,-0.03436750930095758
LRIG2,0.04326684308996713,0.0192219133943903,-0.03520004118838955,0.044034813506942744,-0.02328311534736443,0.07611047201871664,0.016096207997483406,0.0014577365429717473,0.06350862350450504,0.21022780977535221,0.020503199533447234,0.10132438725064431,-0.01022751897373593,0.06485378400858353,0.02727091226586981,0.0590166109365272,0.02575667887273175
ICOSLG,0.06759949878899998,-0.030414577477680275,-0.020826424637450738,0.11525442656222136,0.010741487196742911,0.05090492555963193,-0.0037098493910348944,-0.021359305046496142,0.007126066598551596,0.1483726468976226,-0.009576924427836793,-0.01276176787091026,0.046987885731728664,-0.03006037746952393,-0.022628831687866297,-0.003825085314925184,0.04177947916540834
WIF1,-0.10480827134206844,0.012737187912342404,0.056290819779664755,,-0.05713250145127118,-0.08886856993505358,-0.020058528554213414,,-0.038155411771514866,,,,,,-0.040578642164836504,,0.03924694215383127
NPPC,0.09490060585569832,0.011401481681365871,-0.03332931326584743,0.008346840567821064,0.09556448502406431,-0.039588313334317074,-0.031842445252999216,,0.21589837774326945,0.22661649677231413,0.1456501817015254,-0.037720640940051155,0.002768451081583703,-0.060487566736712677,0.03756326081511484,,0.02846975608736959
LYZ,-0.026614625137014267,0.00045070935818167457,0.00428953501226502,0.0320772847005777,0.13550704239224023,0.001449438782514497,-0.015783813966732743,0.036462518100201666,0.04409629951056716,0.020740325134673866,-0.024750196094639156,0.0647900263796433,-0.009323507280361564,0.01163241495217381,-0.043883931266258204,-0.002286686517183037,0.022239296439219073
EREG,,,-0.005136260904267635,,0.19795235747973705,,,0.02690318242451773,,,,,0.1256564053063695,0.23491041204367866,0.17670396006640685,0.12603597720248405,0.041233389619611635
SPTAN1,-0.030563444012598213,-0.22678807243763743,-0.14132979535541254,-0.286524142074105,-0.12538470532207707,-0.08625772912102662,-0.15751771852869406,0.005891803518511202,-0.012665795720479683,-0.21874338705478277,-0.043021624471023395,-0.03302476654682153,-0.029240096749139705,-0.10382126065248892,-0.11110690688479538,-0.08540089292954262,-0.16015640024056424
PTH2,,,,,,,,,,,,,,,-0.03445500891909865,,
LIPC,-0.016850953604811095,0.021987004021285554,,-0.03592476397426011,-0.030604714226162955,-0.00960047312702974,-0.010973005444735257,-0.023755717411227468,0.10012494494155055,-0.0025284726648778393,0.04215364110520548,-0.04002665209641031,,,,0.03432643230084173,0.0069240533166742965
COL8A1,0.011204513059796141,-0.0258506978647427,0.06540070410104638,-0.02945099665693251,0.09037395721700855,-0.0062599530630899815,0.04645065452963238,0.0005056448062444228,0.05232597124431182,-0.2087381856823299,-0.029546749078666692,0.15050185927742848,0.016238326018002305,0.07416768675346998,0.024973350133452255,-0.10704670528782519,0.1153196348332884
GSTM2,0.04501448411062883,0.0026073465413016628,-0.0010983846389161919,0.031079687098302097,-0.03305369047568782,-0.013669792761989945,0.08237707285482625,0.0008900070646507066,0.1256533749520026,-0.09253014247689251,0.07504900686022906,0.008247445552837806,-0.018877779780389136,-0.05399649237068332,-0.01589559808150416,0.11279352051286615,0.0794037191677703
IL4,,,,,,,,,,-0.03266359527715462,,,,,,,
SPX,-0.07055664959941525,-0.02666071599363468,,-0.010244942889260148,-0.08165986896344518,-0.02284052602470515,-0.08721876191238348,,-0.09357558646292877,,,-0.05426775845421822,-0.051618991176893614,0.03986984690643448,-0.06197008373909932,-0.04656284476660148,-0.0672793620998792
MFGE8,0.04164615669720569,-0.09953600585194086,-0.006338122496061997,0.04920251911148884,-0.0055351783820208715,-0.002352132568795157,0.03658871221717157,0.051960506334093166,-0.01417815312474649,-0.23720787538594512,-0.0874647537894314,0.07542249481786165,-0.0009988831366367905,0.12948851786816626,-0.025208970471957984,-0.09338629844504154,0.14233667993570007
TGFA,0.2243938443070919,-0.07437006980674947,-0.013499194784577085,0.07155088454960332,-0.01827186615067413,0.04067953000679783,0.19661353780335702,0.06669006760014935,0.017453734647412546,0.4387958352622123,-0.04287429146899508,-0.016508344308923933,-0.015941450209179326,0.0004377807295176097,-0.016725838747595107,0.10418574725842811,0.07153129192927152
SLIT2,-0.0939400891138584,-0.022720771986271694,-0.04052080432582579,-0.012811770126789707,-0.006076834658757381,-0.049818039012230635,-0.03307524375295688,-0.011179899408959025,-0.07591249123858743,0.04395365165141691,-0.036069904390458735,-0.009554234724529573,0.037224036718425745,0.09673561010183689,0.0030455594520418286,0.07518510378113347,0.1658245308883129
PLTP,-0.058713531912090264,-0.09708741080201441,-0.06219295559081484,-0.18310745209805995,0.1325166731857489,0.03811269352027301,-0.1237128465906944,0.03144554847061891,0.014757565583474297,-0.13011760952288157,0.01337878539618134,0.11108657940824022,0.02025167407511448,0.053967763660598536,0.07111079160628814,-0.20608138209971308,0.0052756489183702834
APOD,-0.18744080563538013,-0.21428187393005074,-0.16004900513907136,-0.16459710702367256,-0.11783278491077193,-0.04740138000849732,-0.187060105112756,0.010675120770612286,-0.0875871761189376,0.0890814263035779,-0.10398319913325497,-0.21057066035152472,-0.15463178746192074,-0.12850042206987883,-0.10118205282127835,-0.135611710758986,-0.22412742510466488
B2M,-0.18122376850619842,-0.1277394365935648,-0.13466564649864282,-0.07779377339224443,0.07446834677741282,0.06708844170869568,-0.16546214084984534,0.030458458238757896,0.0602645721910312,-0.43047341868700706,-0.1355919391409966,-0.02180310640919385,0.08993319537064762,-0.01537297452459537,0.028551487241172183,-0.22805281655912601,-0.194244751827857
OMG,-0.11296671558602484,-0.23141300654953614,-0.0728896275494789,-0.19294314146477032,-0.2049894098589085,0.02472608351500667,-0.1120501848738903,-0.017923996433056335,-0.08445785970858634,-0.2717976597654807,-0.01537656370949495,-0.1584502912078935,-0.13016727069829181,-0.08686445349848056,-0.11419158765086264,-0.013733612921474379,-0.12150595910476135
CXCL3,-0.09240516977799249,0.18898420852972525,0.04344427006141292,0.24379823401039422,0.10559488824705066,,0.1186446841000773,-0.0031307596752232383,-0.025683256465593923,0.16006033101338352,,,0.3181811141188726,0.21160535926449386,0.13196589455547875,-0.023549067466935764,0.09724492440552593
CXCL10,0.03682070891439735,-0.09132030688996189,,0.061291192315891634,-0.027095031104309313,-0.022095899245270455,-0.11326665311301495,0.07035195286963739,-0.04081380265402582,-0.024630088236582647,-0.03288224363967298,0.004702923538029707,0.11814840473475853,-0.03005388947582257,0.010703125952733667,-0.060603339500259035,-0.041055927711931874
RSPO3,,-0.0032609496477150777,-0.05100277797026424,-0.031592694418843985,-0.014476182109575398,-0.045675138940851734,-0.03925917472424426,,-0.026838508010265508,,,,-0.005586228175714679,-0.0320820761195333,-0.0026772053687643864,0.021533156041072556,-0.03762419441691671
CORT,-0.005373636315775753,-0.04045137536736839,-0.058345698651892465,-0.03150039110737982,-0.057276513926162884,-0.037191039624644415,-0.046249075295700104,,0.06991328977819021,,,,-0.03871162847515098,-0.03863102717628776,0.03414528024559227,,
NCAN,-0.09022890602366876,-0.41281066737222527,-0.05039779689091299,-0.2275761756557361,-0.16301502557157432,0.057388592636676145,0.0022402569843563936,,-0.07855365834727082,-0.34764975156302774,-0.22429173670824518,-0.17845878876168284,-0.2602591305846211,-0.2353120876940233,-0.17240510179766863,0.0574978540611278,-0.18048249728273835
PRG4,0.048964370273825095,-0.0077047118808205904,-0.04684780392184692,0.0371682643831669,-0.033790421495057676,,0.018560314616325006,,0.033841443369649005,,,,-0.012544707628563563,-0.04420110074706947,-0.06146804248786131,-0.04605120430647153,-0.028364298465387704
ZG16B,,-0.06300464280680998,,0.015981515223455638,,,-0.017758446596944776,0.02768064238314192,,,,-0.035019933104718765,,,,0.027932937341012595,-0.014314372531413135
TGM2,-0.10594302222257378,0.07933651291861404,0.09392830690442397,0.12551112083619864,0.1429513781257406,0.03744245340595427,-0.007743418286768598,-0.06265544657230458,-0.0281065183053149,0.536170217915877,-0.08097790794238728,-0.0035037702502340048,0.08644390404871732,0.16905508370281125,-0.00807121606869932,-0.0687930366795152,-0.07434594030394044
VEGFC,-0.027290183094029166,-0.034465547945523346,0.05404661026364863,0.05778521381367713,0.11264904859604247,0.10662782829581531,0.0004698155299036125,-0.00977065772942241,-0.021117943962606644,-0.13752051873529667,0.010955352466680349,-0.010559446520300412,0.04362896859885016,0.0393458689672615,0.0008670505781029966,-0.0455556828771836,0.09744485616915853
WNT6,-0.018220487191175305,0.050786918222854235,-0.04724267096711321,0.0006313119564663081,0.013616668923291149,0.006269800448340878,-0.024591359111415054,-0.024504625397722222,-0.02794820182646239,0.10847916000815938,,0.0700182639123465,0.05016202961435086,0.13566029487489564,0.004365946944407576,0.010443405496004587,-0.031925056603818766
NRG4,0.016586552112987,0.020359425133968257,-0.023170846936508355,0.02718938523638013,0.05052745265220512,-0.02029752479293694,-0.01759866022983329,,0.029232292487279356,,-0.059531566981387035,,,,0.02887356245273027,0.11513402956587183,0.015827926210820804
PMCH,,-0.042118631344282474,,-0.05258099658464493,,,-0.02599344727058933,,,,,,-0.015258819345955424,-0.05372931945943412,-0.033188705906918324,-0.05563189301178076,-0.00033796126582522106
COL9A1,0.0049728729012324694,-0.09635081246894062,-0.01655473994593661,0.025211465873726,-0.06153991660174194,0.1022988323222649,0.02367438423596993,,-0.02646943463044192,-0.20534083268457176,-0.02614962363956833,0.02745962249068325,-0.12610695854505408,-0.16645677325786967,0.08710950728560415,-0.02266502353510227,0.002674514661524684
GDF11,-0.02951835537189613,-0.13116608584751402,-0.013775760242768987,-0.022991054842017127,-0.10733675139580591,0.003261304238149383,0.02402923716749537,0.07731042103716738,-0.0022931559201879253,-0.14668081054498244,-0.10826061169866064,-0.04894093761922399,-0.032297909074265004,-0.10522133356038911,0.040397706324257404,0.03938110369677637,0.06694708801829612
RAET1E,,,,,,,,,,,,,,,,-0.04967235841014468,
IL24,,,,,,,,-0.020134253396893013,,,,,0.04371143569057411,0.16241255290490766,,,0.22263511604533764
SORBS1,-0.04418287528362755,-0.07553530799097254,-0.04591992045722399,-0.15201999228812133,-0.060754603283916575,-0.0008810946554940701,-0.08107064119751133,-0.002998543442094603,-0.0055691789357130575,-0.22056421450715707,-0.02536187907563361,0.027848257444480686,0.01670845975005968,-0.017180561767879868,0.09033069392120874,-0.028107733697055045,-0.027177552902807642
DLL1,-0.04718451934653897,-0.18646587397888972,-0.04604283329162073,-0.16211449708002124,-0.043775762109773686,0.1355428190743363,-0.037640949022968266,-0.025381677102139264,0.08702754348919384,-0.11848420643804519,0.11467729740838307,0.002967629282205094,-0.11390031990532201,-0.15626785941082413,-0.04776524890949993,0.004222320840519991,-0.003579416808000006
TLN1,0.08762123751733339,-0.07159678615250951,0.022107006733568267,-0.05756483837172529,0.03393333976028506,0.011440988027930211,0.010495199024126163,0.05321520983387046,0.04989368940360738,0.07006759094038147,-0.018612472916338097,0.024186762874471794,0.09628198698923245,0.11711262245300234,0.0006063651102723726,-0.0908443382135877,0.12443111279963112
