,UKF260,UKF266,UKF269,UKF296,UKF313,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
ADA,-0.014197655891821677,-0.021067443902232592,0.09117196232368269,-0.01488056954640746,-0.03031342831526045,0.011658183333474717,-0.014354999798446767,0.08527998635489337,0.05146896256410084
LAMC3,0.06120924140264385,0.05700243211925495,0.10203099549349508,0.007779409067388714,-0.027542951956905783,0.03968465942138396,0.0859590512326907,0.07822868093700824,0.027521807380546992
CCL7,-0.009581768466258552,,,,,,,-0.013418610843500977,-0.04145365205633053
NGF,-0.0016834459349808237,0.005934895787304107,,,-0.0007729775542258874,-0.041823336129024134,0.08638367567757953,0.15435431501785196,0.0022888009110222573
TNFSF15,-0.02832554049275086,0.03749234614788208,,,-0.031133360934282123,-0.04223803339043284,,-0.03545429305495344,0.09683071181966915
HMGB1,0.04217144407207091,0.07241039695378151,0.04549695447902482,-0.042902462286213756,0.0028617887205511306,0.009781319997312313,0.01042276825839064,-0.018407493264496075,-0.05106142533019329
ITGB3BP,0.016503605909418188,0.044934844160344115,0.017464262732109118,0.028229137842121076,0.07264495268676627,0.026657496528990552,-0.054195520889245265,-0.01000735845992494,-0.004000078871546731
AANAT,-0.010397830193500341,,-0.013648973544698732,-0.010561712746650425,,-0.029312858050401562,0.07890451501647221,-0.014197449857724575,0.018711843898723015
RELN,0.02146237680268232,0.009118643440254533,-0.02853860992567916,0.16415973820673205,,,,,0.04725870710104032
IL15,-0.01978866238470274,0.09268711801425689,0.008250226562471149,0.015903840196225507,-0.0014383590783603674,-0.019878261103891855,0.0225465077808351,0.04622749396859006,0.04901285635508581
UTS2,,,-0.017002772569326835,,,,,,
BSG,0.03428125559808849,0.012170374034851257,0.021673121507525313,-0.004484011214401545,-0.14707092239774966,-0.02112593144153283,0.02357955529117779,0.026367424169743157,0.014311791176407698
ADAMTS3,-0.014832889828314128,-0.02264955964783142,-0.014480800640535543,0.052586727019071654,0.06841603414994958,-0.01511724151622457,0.05726305931198331,0.07921978077763224,0.030085678627846505
CD34,0.04574400256347979,0.05670099978511205,0.035080045143975405,0.16869492345043802,-0.01625045281232444,0.010142365460405683,0.08740340620284295,0.04734919324679604,-0.008244965671794174
CCL23,,,0.033135357457979506,,,,,,
PLAT,-0.04047753131016854,0.05241489075475526,0.0029621547331217034,-0.015637961079016296,-0.044056467791915806,0.014789485814284435,0.03834168882266519,0.05108686304922945,0.005142148723020658
NTF3,,,,0.13495345034087095,0.0537103592113373,,0.04026148963017329,,
LTA,,,,,,,,0.04591953692325351,
CKLF,-0.0033859596493490034,0.03941135501147433,-0.0009703037249051799,-0.03354737832949995,0.07372879383116134,-0.05852135292473869,0.056813346711056,0.0584172884231797,-0.011773533115479465
APELA,,,,,-0.029526495035187037,,,,
CD24,0.027136549254030654,0.008195876167940515,-0.02558303557752139,-0.002562943116205401,0.14275572645535298,-0.014221769892172003,0.0010845303293258684,-0.02712145688396258,-0.023785382828103815
HSP90AA1,0.08341143369710115,-0.08936543689189058,-0.03032903129248382,-0.042684667532281374,0.12370836423108816,-0.039053908434268904,-0.07123145992444375,-0.013470045050594293,-0.08054235949570439
BMP4,-0.04953151611743956,0.06540782439954153,-0.013351883042699738,0.021963550943439655,-0.015658295763009297,0.11707653868713556,0.12322213652833494,0.04598570118565298,0.004941191969224732
SCGB3A1,-0.0176734537596375,0.06268715237313777,,-0.008908908002632238,-0.023330184227569443,,0.08117321669936492,0.03160888063548374,-0.02613392183101018
IGFBP4,-0.02882360297301658,0.03304834774454398,0.007908700317577597,0.00517864979147018,-0.07061244974295955,0.0336698132586336,-0.007420567296134581,0.08962851468281295,0.027230605816795945
RSPO4,-0.035080481582689796,,,-0.00890890669950291,,,,0.007986923143439236,0.004848496783471091
LEFTY2,-0.04732133376266566,-0.029800628597660167,0.11347907653285864,-0.00976872515432787,-0.03520217553026748,-0.037459348328590776,-0.014479096982893614,0.056778202652167674,-0.01829548765811664
PF4,,,,,,,-0.011541885667096909,-0.01910762347980615,0.06036009236309055
ANGPTL2,-0.10245204618021397,0.05535960613166249,0.003615132603702191,-0.021266746173049095,0.05988138980436958,0.05589316512109235,0.03629795031508892,0.04366533104991777,-0.023513339391667287
LRIG2,0.039071980305275596,0.0672189919401549,0.06260298791998267,-0.011361729985516428,0.0789574265946455,0.018511622007554077,0.01585614229100002,0.05119943612353956,-0.0013794023190729723
ICOSLG,-0.001901432088344153,-0.03940039552766289,0.009423673935776538,-0.016907441249474534,0.05726913760153348,0.07000706262385271,0.032998273222764586,0.08907992127988885,0.08091621590215131
WIF1,0.07223882090159445,-0.04331314249620218,0.01591045255985512,-0.016764717861536882,,,,,0.019785933108269527
NPPC,0.011264463767706165,-0.010353785264404737,-0.026563462982731163,0.07896950193449565,,-0.015103045476873422,0.053363956645719135,,0.01397248617898534
LYZ,-0.06186740518784004,0.00809694974795978,-0.017772884393828212,0.011513756352373453,0.05088592954135804,0.00505244410112795,-0.000385995233904862,0.002982579744604074,-0.07434627082514615
EREG,-0.003277632868109695,,,,0.06497717443605831,,0.008628704537837878,-0.0288569374762708,0.04614326905419744
SPTAN1,0.10213324114868737,-0.018197087804932385,0.04849680131210635,-0.029097901479112488,0.0189552653115645,0.023019748088413172,0.01581808631191666,0.04338771310929704,0.07756720471700211
LIPC,0.02998912091246785,-0.021806311393542298,-0.013356970323833787,,0.059121387556431565,-0.07211721906053016,,0.06188953214015442,0.08599833452959209
COL8A1,0.0035556988210253965,-0.04432163929751452,0.0043586379374922725,-0.04283803003301705,-0.10386749382680295,0.06316909163015454,0.04106029310976136,-0.016277265899604296,0.052541783249876295
GSTM2,-0.029457852727798193,-0.011891180927068631,-0.024148672335102674,-0.026331838559889294,0.025619061369824673,-0.0010750086732368295,-0.02420845498528686,-0.03215454934039047,0.013843359333212487
SPX,0.013834589276600385,-0.056090576143970956,-0.0478681995709351,0.024616758707453525,,-0.027297511535410927,0.013892342091972933,0.024029800065422942,0.09849534120042387
MFGE8,0.08395762364623134,0.00460020868905,0.032952929203574385,0.06981085626623458,-0.12587226443658936,0.038418288216782025,0.01253206781046045,0.03071820590609508,0.05642343736702265
TGFA,-0.05199748929844353,0.05540424909202495,0.022674665363122418,-0.029729189527792414,-0.011994216873431046,0.022895367770967626,0.042956764392826134,0.08444706282030538,-0.008675732944665292
SLIT2,0.07249223114677474,-0.0029907101997135115,0.028685306945049144,-0.013626453198179865,-0.043419103785305224,-0.03969397342956613,0.011622037783168834,-0.02921252836768115,-0.003013925115423898
PLTP,-0.03271924121976308,0.019242672984176153,-0.013595093985048132,-0.038191408868861104,-0.04054408093239514,0.04107674810299817,-0.0033104979958682203,0.03635544001010296,-0.05099609486882662
APOD,0.056906064441640036,-0.031108838365516554,0.01808113352902007,0.017527740732469013,-0.039539178576619524,0.033421484642447374,0.07333561529958144,0.03632288876668911,0.04582941831990706
B2M,-0.09480843671055408,0.00010504472748626637,0.034506015011857016,0.0067411638635898885,-0.0403716092903073,-0.01277741788370728,0.08335281355262188,0.03873766304501414,-0.0790423549105112
OMG,0.07300996073257272,-0.007220688606811616,-0.05603354412273157,-0.014019209282490093,0.0820089789534176,0.026986740015903243,0.057687191079133775,0.024292678178648747,0.03844233814620323
CXCL3,-0.038814829701513634,,-0.017920449808005754,-0.009530647033277353,0.0532084652761056,,-0.024001632513954475,-0.024057764981661654,0.06665319789853708
CXCL10,-0.0350657254344269,-0.01922094506087754,-0.005215558742470546,-0.014477750407813796,-0.002666172271596961,-0.047344461322074635,-0.015481014631702894,0.04297855528530545,-0.0262967551070871
RSPO3,0.010155418254619733,-0.03720800029521615,0.08310261597446879,0.09074260557324436,,,0.03214615850690902,-0.013617266124834625,0.051953001823889566
CORT,0.12158791657387431,-0.032352017967099495,-0.017394538612122274,-0.02195247047378058,,,0.11964970260353698,,
NCAN,0.1136753650660849,0.009112737481030381,0.05071918576611752,0.0388610345546018,,0.022791491031051016,0.0654583365064973,0.03603179231418111,0.03664748320735888
PRG4,0.036531770993629045,,3.2132720729960715e-06,,,,0.005336135008484839,-0.017037678283236244,0.02882132839915366
ZG16B,,,0.05174737564055325,,0.041833348434923714,-0.03258608446106261,,-0.016979265369106263,-0.02015116637058235
TGM2,-0.024318627160662517,0.05675235921942181,-0.00506937014279508,-0.009481397280900652,0.06479837894475092,0.033700832305883235,0.04276445465551311,0.06094594014777524,0.05270513284549207
VEGFC,0.07332500134453661,0.04847980023616215,0.0964890658678124,-0.007114033136616699,0.008374853366952009,-0.00780033131581316,-0.02419990350371687,0.09321835016293929,-0.024778657896430658
WNT6,-0.010345525611006972,-0.01442311719450018,-0.019092281416700267,,-0.05192724661391077,0.04184379672204704,0.08913437746287306,0.01952349308536201,-0.020822200646978935
NRG4,0.01903154324778609,-0.017656561726056393,0.0878678320288042,-0.010229607915894902,,,,-0.013617267651005273,0.034760730004450596
PMCH,,,,,,,-0.016946075566062646,0.10895746304789854,-0.040101310229580654
COL9A1,0.023088885765680404,0.062368287522005586,-0.014534995901602085,-0.018871856957956495,,-0.010788151169287418,0.041429380002707995,0.05727891432544736,0.052417864733192855
GDF11,0.05777222647913683,0.10386346088052349,0.0646614893059248,0.04376829564323488,-0.0001911606227516546,0.1048642086141993,0.026830003000760813,0.05207992361941742,0.0005593044487729849
RAET1E,,,,,,,,0.012216892128378431,
IL24,,,,,0.06940608204392155,,-0.011357856168245483,,-0.020273728499211083
SORBS1,-0.05075139604653383,0.023912547114079793,-0.015422316797939794,0.019339314505357943,0.11144226042524877,-0.0542279842160125,-0.00271505304131321,0.0003729894203531797,0.007174347685691918
DLL1,-0.020088741473325077,0.04727610444575532,0.04297931412356187,0.07952322957784011,0.14447166428850627,0.06752592243993885,0.04689650238383239,-0.001032543571166786,0.10861657636231825
TLN1,-0.03651342974396954,-0.002728450967799347,-0.018663719888705455,0.049521560958262975,-0.09576621931968256,0.01769746136747471,0.021915760141722026,0.02063206306173326,0.0758100028701256
COL2A1,0.01154048251472227,-0.015625652483721098,0.06712136066085399,,,,-0.016122552288668386,0.0010020882860335642,0.0077740263337486605
SHH,0.013462234140937744,-0.017055462651562294,-0.014087655791797767,-0.010229015223198688,,,0.05004549363880311,-0.00789558610231446,0.02461456921869424
PON2,0.0490998400048863,-0.02851198214707417,-0.0024058629849149074,-0.007304265553928589,0.006307948221524809,-0.02696478857604337,0.05621677622230109,-0.008058095960232972,0.06396481135184406
ICAM5,0.04210215210273232,-0.0233994155010364,-0.022903644994193256,0.022781996176004144,0.08838723399002808,,0.03582174558512357,-0.0011666021596259898,0.018149822564821484
HPX,0.009985770545241263,-0.014423118167441231,-0.011005205341250839,-0.008908907094390524,-0.004607859247005491,0.0009938381701546657,0.017361825924595786,-0.018231509481305575,0.002347113481207522
SFRP2,,0.052177218302460006,-0.014302189573416594,0.04643022963761111,-0.02890040890083442,-0.014052149401975458,-0.009147814422232801,0.10792004958916848,0.02266165791557975
CFC1,,0.03588832662399664,,,,,,,0.08153374126886416
CD70,,,,,-0.02571128911428001,,0.05173913537668469,-0.0010934772703495455,0.008813158196987844
HP,-0.03718997100170576,,-0.024506198335537334,0.023145787850674077,,-0.08216345343450339,-0.001831567083597488,-0.02036994302694831,0.03889229638187951
CXCL2,-0.016712228155814662,0.05978001566062442,-0.052277111680189774,0.03303006198518643,0.031804272199478796,,-0.011568425885933088,0.05683918301114488,0.034547782766924655
NPPB,,,,,,,-0.00881532099648302,-0.013813201473845148,
CCK,0.1316340960714318,-0.06292711499736607,0.0007858239151409442,-0.023022314820693755,,0.09931220360242865,-5.6719830581732186e-05,-0.017919451260005454,-0.021655222150425566
SEMA6A,0.07765714901198668,-0.013150281045403322,-0.040015976305580486,0.0019913087898018747,0.04413882333961177,0.04500096582017024,0.045393883745604054,0.023730480184998962,0.06959583855773362
IRAK4,-0.014223650532124625,0.07550924969711732,0.04713731916128669,-0.037155326366551736,0.10956695718794575,0.04716356206855482,0.05438238226854936,0.07378245942917727,0.03531603387008507
GSTP1,-0.020059935335014194,0.04973315891006535,0.028368956576841377,0.007228643165247175,-0.2058984053969793,0.059568095784541884,0.05364292736528289,0.037265512700934325,0.06824580445517049
VCAM1,-0.054098587794111495,0.0028439990272278236,0.0031676803288628254,-0.042768529661476797,0.041938628731746926,0.04946773827343696,0.0029564307269740776,0.01304729275579298,-0.025629500528346453
NXPH3,-0.05501542957057248,0.11329910099275418,-0.0011941308518803213,-0.04389942176725802,0.01749288277038634,0.067920676865244,-0.050837966300955766,0.002617983600703139,0.022753573891397677
MTMR4,-0.007645076298061415,-0.0068181389415175485,0.017904069265722907,0.01461400566264849,0.0676897468809575,0.048545353175692946,-0.004442253308992318,0.05608926904864519,0.016908265683828194
LAMC2,,-0.019762003994752614,,,0.045493686718178966,,0.03956990403239353,0.03692601471020555,-0.03015363574480953
IL10,-0.0008207090650305975,,0.0453194565058036,,-0.0029208989347032487,-0.002591808776397872,0.07817053773925363,0.03929060222932805,-0.03227447351182089
SEMA4D,0.07564263282874084,-0.016948119167474254,0.021193923164605957,-0.01638271396877515,0.017386939333602955,0.025657119857322618,0.005411399546690198,0.07304847202164362,0.05507474619127404
TRH,0.014920731334026056,-0.02703480161376122,0.04990322727236954,,,,0.07894655697762563,-0.015471711984359047,-0.021528510224574457
SEMA6D,0.041968248437081024,0.02980911904544917,0.047890669293559875,-0.015202419541968324,-0.009720210610597036,0.0043109199965393865,0.004186361312050884,-0.02411745035663144,0.03075884679591601
CEL,-0.022807828698174396,,,,,-0.01300814661867968,-0.01854320628337278,-0.005923279517304372,0.00021019423331191886
PDCD1LG2,0.002410720002528048,-0.01387788049974005,-0.033947233161796375,-0.039313604370914794,0.006836340764963507,0.01384505449833161,-0.02199107210900636,0.06920151131912264,-0.014780633883105921
SPINT1,0.013332520065646385,-0.017950195578817635,0.020605451209852015,-0.01455911419849186,-0.03245518471290216,-0.007924165984580908,0.022171621481222994,-0.008428664490553404,0.0019451837543495807
CTHRC1,0.06906435161369821,0.06911973846694536,0.07730303642090328,-0.009757389148251479,0.13244675892304392,-0.016598044897400657,0.06805808266536474,0.10246570738534998,0.03014760062108861
PODXL,-0.0335603735501633,0.050121892509832615,0.004853924317205481,-0.005657854446285458,0.08401545555841368,-0.028310258412717667,0.0307377524888374,0.06977221187005167,-0.014526072853952717
JAM3,0.03355147802532296,-0.00035018818989358304,-0.003196243773694195,0.002528400024486519,0.1117156766481202,-0.03991054730615216,0.017037450479288237,0.03288854508322462,-0.0025652085156056405
TGFB2,0.015657742042893916,-0.0004267133650829404,-0.010158181340844745,0.03923035296720802,0.027381545680410332,0.0028941961855780216,0.05900128470410424,-0.0640517214520092,0.1126329694792681
COL18A1,0.021758233860636404,0.04523232098118132,0.06528949332190542,0.022891671248161636,-0.03389281232823627,-0.009921759083249673,0.02426915207446139,0.05269504829454977,0.016544291086201156
NODAL,-0.004393002156563419,0.03975662318357072,-0.027512441191679105,,,0.004558880077157011,0.10252210992561728,-0.02117444484015258,-0.0308513783909665
INHBB,0.07760088095603593,0.031233381101512334,-0.009339877022475487,-0.006714042841997891,0.09635096314032843,-0.010558820977188658,0.01386016343117033,0.01588628392237481,0.08388899392368145
LCN1,,,-0.01572623953592148,,,,-0.013249208991714174,-0.01564583726637378,-0.02115020282828239
ARF4,-0.05692731428924402,0.017169076416972337,0.07043850103405842,0.0047584442743264475,-0.006440756879708646,0.01679213662006953,0.07934071982665551,-0.003979176875676008,-0.054405208796451235
CXCL14,0.05340543918764462,-0.044239272178153446,0.01672640425507249,0.03996875349655656,-0.04383950258221002,-0.025665698437263133,-0.04721963715394284,-0.011943707403543327,-0.030917686402223674
LIF,-0.06131975485991399,0.025571650673862148,0.06762873283840078,-0.010561712746650425,0.06803832945791924,-0.007627350762714414,-0.05693844981874803,-0.04604976376531116,0.02433604530327173
IL17B,,,0.03622531567119549,,0.12336635144687941,,0.07412241942235312,-0.026428008345099598,0.05838701363139428
MMP1,0.1045160308707644,,,,-0.10342127065603902,,-0.02183802003443876,0.05601411654717859,0.0424919295666944
MATN1,,-0.01690212256220162,-0.016487893005326357,,0.03734025313651318,,-0.006163208044162985,0.13183046276641683,-0.021792350207955658
ADAM28,0.01117377424980665,-0.0071510454381332085,0.01665623969307365,0.02273306497065903,0.017324001187921156,0.02378248454405951,0.04933478917354725,-0.011410718360017204,0.06469480741437676
TCN2,0.022560841268926563,0.047566121969036285,0.025406400761969886,-0.0486483218931932,-0.070758914603061,0.009388197882339827,0.05289617974095846,-0.0028153414871615783,0.07779260834050532
THPO,,-0.02403555526204307,0.04328888442155575,-0.010990465081484152,,-0.03361184118496898,,0.12301843732125153,0.06039708366518625
CUBN,-0.015388002945696009,0.042998170350724015,0.07582642250237903,0.03035934830747917,-0.03916058349750699,0.07079988236325446,0.032009818801131296,0.03778432114164355,0.04007562297660156
TIMP3,0.09901592982666936,0.01356902188518481,0.040733551709023964,0.012435981665296063,0.015145256873804809,0.07131136534742745,0.044269776327191264,0.06713971803915236,0.07876766960726551
PIGF,0.028252840989932707,0.043398287541723646,0.034112542321198626,-0.05106759419008086,0.03684331856315137,-0.037665146206145285,0.024988292951463143,0.0011761025611487818,0.02777827829469809
CRH,-0.02171954025499178,0.08738724692791207,-0.007334510382937628,-0.01988495741931176,,,0.012554520308161617,0.09925859303415029,-0.047728686612221086
BDNF,-0.031982716586318995,-0.050097632383274526,0.0170912734878805,-0.01787879825553109,-0.04517003269349135,,-0.012977442615243931,0.0037588481073539564,0.008754034418719957
CCL5,-0.033334263367757015,-0.020806333793218272,-0.02479924906087236,0.054628627614479196,-0.007558544231795426,-0.010856581496117457,0.0080335166837105,0.1104010665925055,-0.03392026291378934
GAD1,0.09290406872386761,-0.024238069827066566,0.03951966866981271,0.011330383639402667,-0.006633785715521615,0.0003316949573365982,0.07909935578913914,-0.031545571424146435,0.012512291076313782
COL14A1,-0.04270848884438756,-0.022050094874393224,-0.0007733955468121884,-0.014395971206488155,0.07158874558229311,0.014460152204879381,0.0012063184952732218,0.04511087718055452,0.04480876978585337
HLA-A,-0.10939542335650106,0.026950160567321246,0.007230460927804081,-0.0001673624464636456,-0.11903112682021989,-0.041443272125147396,-0.035159523891422274,0.04350961754360434,-0.03898700060899202
CD5L,,,,,,-0.03836699304833013,,,
FGF18,-0.029634361400748776,-0.019762001116020413,,,-0.03040616348673563,,-0.020682063368062397,-0.01547171322564236,-0.02991696287791336
ADM,-0.1283712256083768,0.01002692547816066,-0.04098898562276301,-0.02582900893622862,-0.03143587684449047,0.06574866015835612,-0.02161779767876359,0.013807759640959585,0.023898059437906904
CCL15,,,,0.004765924158357502,,,,-0.01341861567948028,
GNAI2,-0.07307941946792686,0.06600223659084223,0.024977703719133916,0.02813894574476086,-0.11302986412874651,-0.04415628067750906,-0.03309610506932951,0.029034083020538427,-0.030580865836322784
HDC,,,0.024708487879865182,0.1542786610444257,,,,0.0009988089391761883,-0.021792340338406498
COL11A1,0.0013360358403053665,0.07354634262851184,-0.014451110155998372,0.052208359084037655,-0.046657515647022,0.0869431180150659,0.017263188224667297,0.039387097967531724,0.01266923592520682
NUCB2,0.002021201260550602,0.04462108230815024,0.07644773704646639,-0.002318530557302676,0.0027149361688813853,-0.0022003902630934736,0.00895291088459062,0.004931047899734734,0.07757946166733841
FGF16,,,,,,,,,-0.0214735184169624
CXCL1,0.042244666089272125,,-0.01832657442917977,0.018324197003973957,0.027475797816237064,,-0.007975210812177093,-0.006632698615007203,0.14800421127221544
VCAN,0.0048302419107962465,0.08184007414577309,-0.051706314993426115,-0.01133656655625879,0.13735458566008557,0.12504327124371845,-0.006261879185108871,0.03410564048622794,0.025345783166486717
MMP7,,-0.017508058109902174,-0.011478857927243444,0.06940097144262825,0.0005923004692922565,,-0.04403542415941554,-0.0020154975281546296,-0.038168564906942405
PTPN6,-0.005964824787221751,0.08628468492546133,0.017591293680268225,0.01897383399196082,0.012227508622362783,-0.07469131355553599,0.027939023177878653,0.04275339024063301,0.06507331651583097
PTGS2,-0.0918111277152883,0.035266972236541315,0.04055733008560709,-0.021329912828808795,-0.03531191265196025,0.03437485373502825,-0.06575084025978482,-0.01496729143866139,0.02705800212535404
XCL1,-0.022726998731389968,,,,0.03375922273588715,,,,8.89647073239928e-05
CD58,0.04705659942558825,0.03167960549141978,0.03503166891944985,0.06960565033237653,0.07778783849454557,0.0017952659019836348,0.021492541116475736,0.02514733836287222,0.007127019311471099
TNFSF14,-0.045589938345449714,,0.00908733858549044,-0.00976872515432787,,0.006527099132346919,-0.00493250741027036,0.07728566188055491,0.011230068322554512
CNTN4,0.017431825381869243,0.024146401547469845,-0.021349635494630384,-0.033452222924135404,,0.004112945032880262,0.09703630255292905,0.051757013358454056,0.07912208214693196
INSL3,,,,,,,-0.01308792429135082,-0.018373128552201596,
BTLA,0.008330673598692481,,,-0.012474996137293408,,-0.043057041849140124,,-0.017765896641441334,
MFNG,-0.04249884081052289,0.07155407385202069,0.0064045595964154585,0.07549922447649322,-0.033843254722048556,-0.01711556058654797,0.03005016108763171,0.01661796324440901,0.03388537149372734
ICAM1,-0.06668498652960995,0.03452457253574641,0.07451422219763208,-0.01258105073863443,0.02632942527248003,-0.006831458839264723,-0.026603365327195642,0.026082941583409215,0.028484104527760925
PROS1,-0.06847614584232899,0.03813842936658947,-0.012874323912448258,-0.0163019972089459,0.028749417564670976,-0.003277939126303045,0.025849755457708214,0.0022995682396835344,-0.028232404858497893
CLCF1,-0.07144578262012566,0.05189849109047267,0.062348027274155546,0.06256076281602038,-0.032713248895033235,0.01605633217363123,0.03916756997609405,-0.020844125525281074,0.001643772315896636
PSAP,-0.001262667366063735,-0.0755084224451031,-0.035001403056589456,0.042515673095335146,0.06821694705439643,0.029124385727348264,-0.015370385831566424,0.016120803105240406,-0.02796498331353834
EFEMP1,-0.09222686230140445,0.028529246888963678,-0.006330281491792228,0.027218839383650436,-0.03933623608525484,-0.015502230800176587,0.0319466485404172,-0.0655688001192383,0.01390110019158535
C1QTNF1,0.031554700865416514,-0.004780041577497148,0.058652121387117805,-0.021678970996518387,-0.037032150021020324,0.06375670994769324,-0.04268099831518021,-0.020653153803887166,0.02020516755631748
ALB,0.02148485512443353,-0.016747496670763452,0.001173003926639534,0.04055563071365186,0.05814895924069886,0.0071529394671912315,-0.016357445565070152,-0.0010440452313873146,0.06545456450413714
CCL13,,,,,-0.0003778387799865037,,,,
EFNA3,-0.008366746368072324,-0.03127279372325374,0.03090326895795871,-0.025924754689596437,-0.026182119281250613,0.01763708321139504,0.011302335090155918,0.01717919878766643,0.11264117679652336
