,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
CEACAM1,,0.01548484425121097,,0.06375754618906539,-0.00884735179731184,,-0.023513513830984205,-0.03984559357345977,,,,,-0.00017485877366447665,0.06734394407047949,0.08403301519863798,-0.01920074359953391,0.054020450567380605,-0.0320433330450727
PDAP1,0.01316405595745043,0.07118804326575012,0.07073459786459843,0.002126881555322952,-0.012448186139409215,0.07940176960711708,0.08187311343753564,-0.01608891461780854,0.01801418861459024,0.0855888029483696,0.004332965340165767,0.05194585082158968,0.07764284740331413,-0.0073024467509469745,-0.028891082802241817,-0.044139479318120754,0.030710841478915524,0.022785322607234385
QDPR,0.02057753829302966,-0.018454983080530653,0.027663355801906136,0.03676060035690464,0.05946058967368928,-0.07862068720580682,-0.07919972651008762,0.03593590555744222,0.06896246155794462,0.02295843890148367,-0.05119287495539181,0.03726942086404985,-0.016928662566664733,-0.011404192099954356,-0.0026327504672794028,0.047880597317640314,-0.058504325367443655,0.022742310840028295
POMC,0.03507071907421332,0.10173179460470232,,0.004728606295591741,0.03731102135982855,-0.027717332419293444,0.02840177242838103,-0.029396490217339703,0.02096053319687681,0.05307049406242039,-0.05116124049357235,0.038763425341989864,-0.06799732567390775,-0.0009715614258792772,0.001085909963406216,-0.00948260255881331,0.0008505329755793047,0.04900088927535495
CCL18,0.005596878846079882,,,,,,,,,-0.012881864710026237,,,0.10277186929306456,,-0.005328240958461477,0.10675039477779491,-0.040860897723370586,
CCL17,,,,-0.020346441804930063,,,,-0.03159741924071524,-0.013718240142176645,,0.024210956720239686,,,,-0.015126265772861197,-0.027717478797740697,,-0.020874414806954074
VEGFD,-1.2862129457039774e-05,-0.004511962715626273,,-0.022668183022573198,-0.023156928932561268,,-0.0004475570255760064,-0.033664377654492934,-0.010062495044802309,-0.019128431761705332,0.044086498956852814,,0.0787379316876261,0.05239788747403368,,0.0641172912288727,,
TNFSF13,,,,-0.0140345201902269,,-0.024118938259439716,,,,,,,,,-0.029025032018144745,-0.03012795182269301,0.00028271754378752985,0.027225414729018613
WNT5A,0.038757328497444,-0.03197414405725761,0.07083112520600698,0.06616051045725328,0.0007598256798606974,0.12769040296113718,0.07586607414730882,-0.00812471396349633,-0.052049383629591876,-0.014040487324855197,0.06011231309336335,0.03433365117890215,0.049188921503062664,0.0665723306700697,0.006945407163980975,-0.01744565684722157,-0.09198214784977483,0.03969418029385642
CXCL8,-0.1536060426850693,-0.010345909454573109,-0.07291929148267785,-0.016079606053070076,0.023963346520130047,0.08769194157212085,0.020400767390514093,-0.04086760182388313,-0.009370632917550322,-0.0487462604051588,-0.030602382355642537,,-0.05998133704508494,0.12062951097626633,0.0032543593495412138,-0.045021084559209605,-0.10383083885384137,-0.0517840573974008
GRN,0.023960333286714076,-0.028634175406053786,-0.014968269453265402,0.040920073951751144,-0.011785504348809674,-0.008828323072787076,0.01982790189925266,0.04383774601184428,0.005260674996564654,-0.04340639305068642,-0.0042955051317765365,0.0014214455948986784,0.023210331944197145,-0.01967934343835561,0.03588151062856236,-0.04633575870152413,-0.11453399826362114,0.05383819356938272
MIA,-0.031052748065568486,-0.02298712152468932,0.007932168342188187,-0.006096719296317231,0.08005943484443476,0.05181093973843453,0.013578279013537238,-0.004343921432383425,-0.011443968971738097,0.004516758082936772,0.03957302295984521,0.010665765382132217,0.03293389938392565,0.10803781860059723,0.1050918313919676,0.0722976930400016,-0.14736235952866436,0.11426137388747086
COL4A4,0.13301778089169655,0.009972040140177517,0.01835257767080486,0.08267123586673435,0.02086223530152578,0.04071172341996613,0.026645616213571567,-0.03298868326948077,-0.019224957763858627,,-0.029316621692059286,,,-0.04060052781920188,-0.006750646079617823,-0.030743392710245544,0.01791124930029395,0.06667196981866541
TAC1,-0.01504318667756174,0.07557599561601128,0.05276691290100739,0.08346197399261346,0.04352667054144557,-0.0007374029013247255,-0.017326398215662276,0.05379346645440162,-0.05337619494839053,,-0.06851196836841009,,,,,,0.056828866235967265,-0.02744154086357911
RARRES2,0.07070643773964116,0.003312689716177073,-0.04003704706628818,0.04160779805013174,-0.05252440007309182,0.028090471825033297,0.06943347268179759,0.0569230697608332,0.013346059935895148,-0.08635879330086746,0.09548647743683326,0.0651003376994295,-0.1309426454568653,-0.04104196920989073,0.015593114162738226,-0.019164000442881617,-0.04170721379840829,-0.02199430301501064
FGF7,0.09477106781045655,-0.010380554703180856,0.008016253433923197,-0.03606595590019064,0.06871552583227572,0.03281365024633099,0.07911552449865007,0.0027725186418038126,0.08638755820453552,0.009485799693089568,0.10863343133294896,-0.004662236511064852,0.04867920735676448,0.06811432432117469,-0.016831172965979045,-0.02685938200709767,0.025421636243095486,-0.06841291885231736
EFNA2,,,,,,,,,,,,,,,,0.004312926848782246,,
HBEGF,0.00850049061925653,0.0061870788733419495,0.032210999952152944,0.009312227014819447,9.326655780183426e-05,0.1061291607111679,0.028237032224824165,0.011007661700109136,-0.025841452093312817,0.06829039050045513,0.06314628900401746,0.07411753075553813,0.017180329467546746,0.03975345081135695,-0.022028903916760753,0.06011800105149711,-0.03493232206390375,-0.000756115514761111
CSF3,-0.06714345580602235,,0.05076429512171698,-0.012302783674223789,0.05328106783772719,,-0.00691536491836499,,,-0.02873714495124372,,,,,0.0037997698745878433,-0.04087256421088946,-0.035668396978469366,-0.021977538533155445
PI3,-0.018421335313758582,,0.005628592330399526,-0.02714000548891404,0.02458696320588906,,0.00965718604610465,,,,,,0.013417975034672765,,-0.015380834214618796,-0.02765290631750296,-0.09040266844748354,-0.04774988991114805
PCSK1N,0.024458558818010442,0.11892346945760708,0.04785286814759266,-0.020031461687611735,-0.003150457056179494,-0.07084193490637662,-0.010273036582382393,-0.01335492551687171,-0.002837731636263857,0.043644853055359804,-0.09316414798775659,-0.03699442099294698,0.0791303682774222,-0.04153502322364144,0.016173824392724575,0.022375180329165786,0.10756154807508642,0.0104081279027197
NTS,,,,,-0.04459285828336821,0.038711124230887746,0.0029557825366542424,-0.006893343653647431,0.046229704523257635,,,,,,0.04604351671511425,0.07224756704514489,0.08745509905070793,0.04587575746296063
SFRP1,0.17020859714228578,0.04080175858931021,,-0.017753056937830913,0.014462900457779222,0.09586919754337157,-0.05892918473475936,0.04938006081155204,0.006985989707776772,0.0031757534973523775,-0.007252098130383866,0.07741337430385858,0.05059233551814019,-0.02537471030922733,-0.023688804402240263,0.03130316998699,0.10388179722251646,-0.005558927687279831
CXCL13,,0.04109386880054756,-0.028831851308310754,,0.0318729263958039,,,,,0.006665316275523874,,,,,-0.021378757102200587,0.014127203258024586,-0.026349721896572705,
MICA,0.13399428420677365,-0.021687391905887553,0.0034197642063936895,0.022655447081128745,-0.027950888472849843,0.08139794139655569,0.0060881481611885155,0.009612657167420756,-0.04056610234808682,0.04711474203596883,0.03272249169862536,0.025340812655121676,-0.09224053697540188,0.06280826727953726,0.01487323973573129,-0.007461313241665658,-0.009413677082174474,0.09417123460101473
TG,-0.05607812033962368,-0.026649097712176693,,0.08527276979471789,-0.011861912708421714,0.003616061791875955,-0.027151718278612787,-0.01349233227028089,-0.009927830817773748,-0.040828366270694284,0.06493477294774383,-0.0412553689616302,-0.06545248091192496,0.047745857638440525,-0.02009902542894843,-0.027382333093427698,0.008214013483967188,0.10673713835633757
ADA,-0.05315474278886708,0.008066950548863841,0.048035438526232085,0.0007584944286779844,-0.025979516398344615,-0.008009334381779596,0.03548262896936344,0.019617491972531913,-0.01612359564475033,0.03559027566780591,0.02236621875785573,0.0034640548864699147,-0.0031886035913464574,-0.028652166047784706,0.03340848522773181,-0.014926164773565509,-0.012925709329259492,0.1123423018317688
LAMC3,0.018167617799243623,0.023949479839622503,0.02470333686467171,-0.006745877303739543,-0.003939387443470635,0.08353956071804783,0.07669842371874579,-0.01903488629382355,0.004135712825477784,0.023984400905693492,0.009912410276888432,0.05620499685441886,0.1484859273914225,0.010021421028676352,0.0010733793768601862,0.04028548470119386,-0.003861975757554326,0.13081634090247676
CCL7,,,,-0.013851464485716891,0.053102236761545775,,,,,,,,,,-0.002709458577466138,,,-0.02303032999685629
NGF,-0.024909181809066695,,,-0.012080007799387251,0.006489421211109078,-0.030857242860225786,,,,0.02450908797162663,,,,-0.037603163424384814,-0.02618294264210117,-0.01800372426338104,-0.06734275499743851,0.007905434787268914
TNFSF15,-0.0035083189563556716,,,-0.015424283171295523,0.06023147950934729,0.07342669359145436,,,,0.0654002025911239,,0.06008095744984102,,-0.03141590122000168,-0.002248613224727367,,0.018070710411156703,-0.004693491590749746
HMGB1,0.03497063291331705,0.0820237229451406,0.09277524965511019,0.06204286681271,-0.025641318140551383,0.12522326377086268,0.10090190861777969,0.000752772013974821,-0.04398827200596179,0.050455757300600965,0.10069894774467146,0.009921649422035246,0.08473281567005375,0.0060510256175751636,-0.08594100749380386,0.014946257298911182,0.01033580573848627,-0.050885617460287004
ITGB3BP,0.01591796498709611,0.015836782628216386,0.06610512625233901,-0.01110136708218175,0.030195264636692854,0.1192315914828423,0.06270274072527826,-0.03662541951236419,0.015387226015119172,-0.011951292295167943,0.13330600318860653,0.11874055955768342,0.08991680090118723,0.10240597474556859,0.045564114607156925,-0.030872480875486115,-0.011140650902423506,0.0021818018389748923
AANAT,0.08476575385869274,,,-0.014034521688104528,0.008355087612001193,,-0.028044247065075908,0.01212774563425091,-0.01144396960828087,,0.013973547227338812,,0.031895899559893755,,-0.01988867602954997,-0.0077978682081172096,,0.010664237052647572
RELN,0.030895339653827368,-0.007621674381440575,0.004676027936792863,0.08571565603335984,0.010357695873239947,-0.002764094518712502,-0.07160687426331769,-0.03304928941857772,0.016548877714318302,,-0.04032198786185406,,,0.1028754419603804,,,-0.016520937536753728,
IL15,-0.041895848780796725,0.01509827119242096,,-0.0039114468331624816,0.0749725014455369,-0.01218582459436406,0.012790964655312804,0.01013027870555882,0.055598820876832884,0.002410360621657713,0.025759126789516883,-0.05378465551943606,0.03768177057336242,0.0021139073232150037,0.09328924015191743,0.06763611677679232,0.06412837021246198,0.07058764257599193
UTS2,,,,,,,0.0005694124635604134,,,,,-0.005913438337684075,-0.12399239016403701,,-0.016936663243394892,,,
BSG,0.02067404393482801,-0.028447590979303192,0.019178072600226498,-0.039547316387047615,0.015879091667630647,0.06741978479581201,0.10821205370007679,-0.04936070573375002,-0.00369269739576221,-0.03395122828289408,0.011282185824518193,0.11248480763565818,-0.0799487616957317,0.008220345751152125,0.07646957829183573,0.0029846788455134138,-0.11396347608221889,0.04543119103581204
ADAMTS3,0.027546725621005835,0.055562535945665494,,0.056476137811566865,0.0016062087879092387,0.011929164497887078,0.10077560267504633,0.025622021222570943,-0.0013432791983918207,-0.023869225187782263,-0.005587064937663121,0.024858915014752375,0.12233978659541397,,-0.044966409418359686,0.026658232573431816,0.1245305329683943,-0.0010795350524386257
CD34,0.031404320001614035,0.01685453811669609,-0.025156899781669382,0.03987362355497664,-0.06647457424117675,0.09739187948967858,0.0004361088533373274,-0.009184978318761135,-0.02141135640937212,0.027421395346675235,0.03244117104639613,-0.010895790507689625,0.1060723120032534,0.022318948710878046,0.06112688518638471,0.007368250569434007,0.0014114729661732573,0.09772374584238092
CCL23,,,,,,,-0.031909901428843944,,,,,-0.03588264529142976,,,,,,
PLAT,0.07366608818622752,0.037380266953421705,0.035188884388529906,0.06637449925512104,-0.02787095992377948,0.06821614880893621,0.09517033146039233,-0.03639208801082593,0.03927779554112397,0.045041977882002274,0.03637032282735949,0.010912546609361357,-0.053425517773121406,-0.020082175237977208,-0.010968734171320434,0.03370485100028189,6.404992904330279e-05,0.07141743286773443
NTF3,,,,,,,,,-0.018473296958472885,0.048321203838452044,,,,,0.05542922197434254,0.017302734897601382,0.09486980424498644,
LTA,,-0.00924002685763671,,-0.017753056107315007,,,,-0.027571541887610598,,,0.06135802485217707,,,,,,,0.072572934023773
CKLF,0.07435734838154323,0.010343715614248902,0.12469087418783521,0.015164934490587773,-0.050595403322934336,0.13524447976213327,0.06887200427390112,0.022682477306985825,0.043712323522930294,0.008102994339449625,0.06493333514879836,0.045322352257895666,0.03895500662486547,0.05445490753768704,-0.006640459561109574,0.05190702280445337,-0.016001528341744932,0.03870608990953661
APELA,,,,,,,,,,0.014883849495316423,,,,,,,,
CD24,-0.03297230941136902,0.0061695949355836934,-0.0036078307844319827,-0.008850027574362377,-0.03416474399425362,0.08782004855268538,0.10919844607988581,0.020712499968710104,0.004766110199792174,0.07394938138208668,0.054898091588734994,-0.03334754024797542,0.07208157771709729,-0.04963725050701031,-0.05722870896249346,0.02894549141429282,0.19871504137173102,-0.010858176110675608
HSP90AA1,7.682275850092592e-05,0.06139531320307416,-0.08385837779951288,0.006405753891211277,0.057213788604848756,-0.08592018188703487,-0.01673856797977914,0.010350930412094802,-0.0701374659613805,-0.012848439223463707,-0.04398006904425517,-0.13377033095352966,-0.05433967073072408,-0.05441000387967782,-0.022293922808973427,-0.06642926369334885,-0.0005458003420252102,-0.10563925761298588
BMP4,0.06819085866363132,-0.032999562118506985,0.008617855836112546,-0.026661003678870164,-0.03574740054724115,0.10737742698816674,-0.03335066985017805,0.045984483173556696,-0.0420831876592841,-0.03357150256839161,-0.028783594093217214,0.03151144221943783,0.0354703491186462,0.08809521154650754,0.04634514919746142,0.0157240500092141,0.014057804929949918,0.09349272338908887
SCGB3A1,,,0.03220402083148749,,-0.01353883760405291,0.008856988199652431,,,-0.009653100294497912,0.0008017252760532198,0.034837451719233574,-0.04428206696544528,0.18748183534364654,0.003784613598940565,-0.02194315157720034,0.023692811378664917,0.011021565196684981,0.10248206780581402
IGFBP4,0.06978147077181171,0.023163454191144184,0.044486242914050504,-0.012818996635022178,0.01747738620577499,0.11056840946186804,0.054183254451460876,-0.0005386560083154801,-0.02882798214650748,0.022489960095392874,0.016730228896275394,0.03822432042405567,0.06075835044126239,-0.008947955212103245,-0.009267893689372616,-0.02465858598548409,-0.06965365810170736,0.13817260329814737
RSPO4,0.12522909959776238,-0.020947569644424475,,-0.027174162714816354,-0.03182839570084998,,,-0.005705155667954409,-0.009653098882513625,,0.11832432553928415,,,-0.05450729062136466,,,0.048494632587965755,0.027100361544268696
LEFTY2,0.08707760354441373,-0.0315122638681031,0.057255451041754495,0.06790028946086712,-0.016851457616895632,0.08071320564471536,0.052139949557555354,0.023941393035872192,-0.0105847409846695,0.05298811261767962,0.0016968346469342821,-0.09901990988771676,0.15671171310475057,,-0.019244929863341028,0.03661174954684437,-0.03218725725656736,0.015589640619111791
PF4,,-0.02831691218756691,,-0.012085129873665801,,,,,,,,,,,,-0.016726491935303907,,0.12389799802352222
ANGPTL2,0.007526318760109562,-0.018772883487289838,0.02801129620107039,0.009028236067248898,-0.042978914146742146,0.13592168806286972,0.07745570384332362,0.06414672819070208,-0.01632327124291491,0.048193046698156966,0.09793480833676116,0.03979258522655819,0.004005947325353141,0.1625913371373516,-0.0006676295923386881,0.005500202707527961,-0.005620984137288873,0.0862757942615623
LRIG2,0.0943149916349872,0.023791153858002543,0.060072502714184274,0.05692862332721353,0.03463127608015429,0.04376643342439362,0.006361999984399899,-0.0046033347233436755,-0.022374008205554193,0.012732892813283634,0.07089952210241927,0.020976613405320983,0.028370779914177347,0.013615693669344528,-0.022861371918823745,0.02236366253645619,0.011430705225365887,0.04283238156568628
ICOSLG,-0.024988776848642303,-0.06440813037557216,0.06372896837700333,0.011014409379099994,0.025331650181472508,0.11183670985470504,0.012851806818034281,-0.030368667147027732,-0.018319779040965146,0.03668678548488701,0.03228678173789026,0.011309079033369251,0.15523523474378914,0.08336889175740009,0.018546609981644202,0.11539188494140622,-0.016323636757558782,0.045802961812662434
WIF1,-0.008456536482745301,,-0.036924561292831955,,-0.0019826363644239804,-0.07841980288483685,0.0010500769473157276,0.03410984724268047,0.014629102607971498,,-0.012692728636562744,,,,,,0.02705386469870209,
NPPC,-0.034064174667773055,,0.05540752852811075,-0.01874701670473538,0.058299697528386554,-0.03145022219776283,0.030721723524829207,0.09237091331736015,-0.013415445128380336,,0.07720485889141254,-0.0317035486261164,-0.0583014978688864,-0.07345595860510151,0.016570592132496776,0.03398558358356411,-0.016475808702437977,
LYZ,0.011165931462961553,-0.0942151375940896,-0.05757192744693372,-0.01990814814374506,-0.021112215152789084,-0.020033987327058845,0.025405139703171004,-0.01329751006823938,0.012614973243260792,-0.026169337990584553,-0.00676234529692163,0.038270168161277825,0.014858065711665668,0.04509250723617754,0.027806160241787566,-0.03631339530336544,0.014517048932327378,0.04269633190595383
EREG,,,0.05263150405231451,,-0.0016163359323526818,,,,,-0.024196126021075192,,,,,0.043430195027208816,0.011616153874184607,-0.03335133705325631,0.0020611666427067443
SPTAN1,0.10531619009037836,0.0041814101222492055,0.05824692181241365,0.04618927140061147,0.04586396446725246,-0.01876331168475064,0.024391686634855074,0.08052436474439319,0.0006051112350453705,-0.021660385132922455,0.0035395905114876283,-0.004532965250302266,0.10043011932657735,0.02143298457724805,0.02236951944007706,-0.004566718613994668,0.11168555914613226,0.04727672568634527
PTH2,,,,,,,,,,,,,,,,,0.032037492642076754,
LIPC,0.062038554322060464,-0.0003736914944735676,,-0.021717878451457503,0.054071619593695094,-0.04134332585683114,-0.0004738254947636888,0.00020541576812593856,,-0.016963385709739556,0.012910747049062792,0.10427136439525192,-0.042033311661338287,0.055817089262458264,,,,-0.031043586043042495
COL8A1,0.02100730348128393,0.040965973705307725,0.015120431900914704,0.012581334099579993,-0.03893292411692954,0.04894490785588648,-0.010841039408239174,0.03591069191055827,0.03451463429221636,-0.03409388357653006,0.045189924997739585,0.025999810933757445,-0.007616413456040253,0.017426755075744618,0.07998719141387958,0.06174241915380206,-0.039965401853901794,-0.032561784280740746
GSTM2,0.07952989600681849,0.012498271389209895,-0.006306386360340159,0.022788936387438653,0.03165408615373822,0.04619208353485004,0.018481142466697728,-0.0065358182691314685,-0.02853142927079697,-0.008203765661030723,-0.018631119784485003,-0.05497541397154826,-0.00019056078987507476,0.011564798712981257,-0.0022411349368652404,0.05980845691011231,0.047767607124797114,-0.020368465175372802
IL4,,,,,,,,,,,,,0.06588881929892426,,,,,
SPX,0.04091069210120261,0.006064726506058486,,-0.01808557778399285,0.02880973722997533,-0.024917964441060994,0.008678900689405003,0.0585473446980685,0.0161431920713896,,-0.08442147224667458,-0.0420291353111554,,,-0.0037091223195670734,-0.020768077694245955,0.006708120678524476,-0.0134871391512439
MFGE8,-0.030061762321883595,0.03816009141340863,0.015751838718659573,0.019869050413876287,0.011216197099738916,0.0007323740746487701,-0.0012826198232264317,-0.022546037223683084,0.038349712070128494,-0.02808376819769056,0.02272606406913557,0.12195643228502327,0.04323192615303793,0.07167074084816696,0.05129326148543174,-0.0202748293767934,-0.029713901991392882,0.10658024396546453
TGFA,-0.03180151720422838,0.03779934003643741,0.024744073530683416,0.05254212189931099,-0.0475611157994088,0.11355394714555414,-0.002726884618304985,-0.038316023336727886,-0.03221257286539787,0.027141914320573668,0.06682310287600156,0.027975794871829922,-0.06515104689910356,-0.05729607710303885,0.022454699785495455,-0.0008371992766957923,-0.0073600870819103496,-0.003044406109402106
SLIT2,-0.0609241265162166,0.0025341749183181014,-0.01513682775747339,0.061457616701514776,0.0821244016534317,0.00342379400709566,-0.017023339032349975,0.05753374932581587,0.016014813659270728,0.013944894030898856,-0.03522716220576436,0.06701645034787183,-0.024832093613863244,-0.04097376362513837,0.05256140253692388,0.03150684849226587,-0.0021650585741112816,-0.001971219265968304
PLTP,0.11033456143262436,-0.01658493713622582,0.06425510171217912,0.0006043228622121726,-0.06952576866193967,0.00697495020044569,0.03082187186015277,0.04208079960472611,-0.0078013893934743735,-0.039956445190858135,0.014560870478225813,0.02388554899584321,-0.013476443959868481,-0.058357182975873015,-0.01246727163299857,-0.0687122064924581,-0.15625102095992865,0.050801072144280215
APOD,-0.019760820512258297,-0.0029685070477689737,0.08720675529980892,0.006990852512671263,-0.02455239708467562,-0.07533806107349762,-0.014122147870674407,0.03917995483412006,-0.025256680143045322,-0.0019677599377814874,-0.001603394575775285,-0.1097373369053198,0.13495911719929382,0.08980964564101819,-0.024327186935859366,0.04023625827420772,-0.02635023983054908,0.005166996680683486
B2M,0.05732425128862334,-0.03410182436891717,-0.008010635705537391,0.03168430271267586,-0.044237822899205026,0.042437723195262914,0.07940888801202818,0.01654955630954596,-0.008013893010071648,0.02543713335912274,0.012179611161535013,0.01591965709219512,0.03494518594778917,0.06705457906371426,-0.0022864880994571835,0.06564317921375235,-0.12649733630372612,0.025595898642663626
OMG,0.08379566093428857,-0.0034431974819166427,0.0928881196254941,-0.002494930522974256,-0.006489617226989666,-0.018420392247463238,-0.040524417262470615,0.05832586423518385,0.07822817768088201,-0.015323539552115066,-0.03158136797476718,0.001419161794764152,0.05247802383722107,0.07168491094888141,0.018805345417687584,0.005795935214998884,-0.010915305589816071,0.030662316970446905
CXCL3,-0.07336306409548346,0.14776425496628384,-0.008416210143106992,-0.03198807451276027,0.00748203578069908,,-0.03682075580901116,0.0034425895087984064,-0.010326775364220027,0.034987273708872016,0.003832770065950628,-0.03267368617596591,-0.08143136914150505,,0.019536145034414833,-0.010887900139883232,-0.01898822854186788,0.08299774340844597
CXCL10,-0.011855884484754263,0.03528908429486272,,0.026898149285715964,0.011816115563391578,0.028205736361278846,0.11020081007932227,0.01299874090523126,-0.01568712761250227,-0.020879892404120273,-0.02976261759897722,0.0059547074687764335,-0.03189996914841658,-0.06828731748153832,-0.023410494698235616,0.08497882388658895,0.011098700186089558,0.02977619281382884
RSPO3,,,0.12313696261473797,-0.014034520651112272,0.05305272860018361,-0.02888314502005355,-0.046050140709554786,0.012484627271342395,-0.0250765456889252,,-0.025421593770391444,,,,-0.023818029630345915,0.033983985137071876,0.01491997523483926,0.013587279232326313
CORT,0.05184897280463641,0.06812109882585829,-0.0027426530575158587,-0.03147349020273121,0.0016082693498750752,0.11850478576112135,0.0010237963597061479,-0.007263256915586064,0.013794586954628965,,-0.010431806759994151,,,,0.008415728997929889,-0.017503423667877757,0.007722264643837425,
NCAN,0.14608173100889596,0.03645468930852997,0.05639761646730829,-0.06681178360591808,0.09229619802344123,-0.005251039043277568,0.05238716490561393,0.010238958587994272,0.004208613035156811,,0.11913348002683709,-0.03484331811310945,0.05303513869867458,0.062227131694241836,-0.03899637547151275,0.037380152824294736,0.05913669801736287,0.07844331906514176
PRG4,0.031139625566832398,,0.019241348371452863,-0.013851466644262015,-0.022063505760717472,,-0.00023227382694056487,0.007660410761862223,,,0.15952800581515458,,,,-0.024830784073060063,0.08509698544198992,-0.013143248374019744,0.039295327682859316
ZG16B,,-0.03407480150880683,,-0.016076321071450152,,,-0.043069752356529815,0.03184148017579453,,-0.027296575515613725,,,,,,,,0.013080564523894375
TGM2,0.016492456237351724,-0.009752752773438834,-0.012001457145351776,-0.04322922243134005,0.08935231232156265,0.07485055770250838,0.05111605787334245,0.01042255813380247,-0.027641370655862883,0.027435201353133865,-0.027103616460356614,0.08245484515942912,0.007883192918925867,0.049816760914061245,0.050215819022909544,0.0049062257827073045,0.004482807365926398,0.07996905617478517
VEGFC,-0.05533200157013662,0.08510607675535267,-0.00546214527127292,-0.01304992518814528,0.03995389002591042,0.007328008396009701,-0.013390551513083014,0.058362175945812264,-0.0013943315645221536,0.016289082839418413,-0.030332532110700597,0.05794782846982748,0.0028744773083704198,0.03698767970315449,-0.029175998917701104,0.0114114102092948,0.005570300685119761,0.007915566546526928
WNT6,-0.07340380262083672,-0.031512264695126815,0.04666389462251675,-0.019158361923531594,-0.030401386784242482,-0.027345277396161223,0.014110239848081463,-0.04875567941136093,,-0.017158785911265236,0.0264225793494036,,0.06725810650347376,,-0.033843399429966156,0.07928206060653291,-0.03085722104661866,0.06146999858301955
NRG4,-0.01692301347261928,,0.022782011961489622,0.016871404590137588,-0.019822941246867752,0.06797507592697194,-0.009922105448530987,0.0492030330541249,0.04760155378748243,,-0.03538643666956842,,,-0.012722340990056709,,,0.07241318321880127,-0.023371284204881614
PMCH,,,,0.02863599802551556,,,,0.07770378174085502,,,,,,,0.11091845179281283,0.008479382515915046,-0.03367566558668557,0.06570885030805038
COL9A1,0.0913050035401066,0.05927851307676505,0.09022839478185897,0.0480343392984164,-0.015715871612029576,0.15381665709687342,0.04566002309919064,0.04939818374712336,-0.006509390538705758,,0.013659493573146577,0.0006065768191076853,-0.026267258663281084,0.02900449399644178,-0.027166662253693418,-0.005564679677276818,-0.027523166053372856,0.10042029237315103
GDF11,0.06851904477567088,0.005448206859535637,0.08215628796951899,-0.014929752114747237,-0.05405539700583819,0.17199722399961606,0.07048325033252797,-0.04226213212924578,0.03284252607489239,0.0793489055584552,0.12695303967148627,-0.019939284438952584,-0.020209753118896202,0.07602769316130976,0.06877613855664856,0.03425171540544814,0.021645175057446276,0.03256845347482753
RAET1E,,,,,,,,,,,,,,,,,,0.007498290746557218
IL24,,,,,,,,,,0.09745814943321232,,,,,-0.017180524130097116,-0.016459796525456667,,
