,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CCL17,,,,,,,-0.013311997995691004,-0.02189018087260856,,0.22948356690529662,
VEGFD,0.10217643732797681,-9.589640489636629e-05,,-0.014138094723203824,,0.04224195020626817,,-0.02308738443118722,,,
TNFSF13,-0.008685085699948893,,,,0.11315557425913529,,-0.02554372466095605,-0.023474388079596065,0.003280221083038159,0.010008559338476492,-0.02901804342073641
WNT5A,0.03467428217717892,-0.0075579961967900035,0.04844661758236238,0.013703662497884312,-0.019320470990176378,0.03425838916622498,-0.05512296813564356,-0.04826404486566333,0.031080730580946403,0.008013753474222481,0.022903516994585458
CXCL8,0.04976874756204442,-0.024301554642531486,-0.08500602823901265,0.04619510458192521,-0.016587444398050922,-0.038863857619539345,-0.06069618442316757,0.0030876161975600274,0.0598393099714642,-0.037249312737301275,-0.04957798322046165
GRN,-0.02428282590083967,0.02247130530367862,-0.023856203774703853,-0.10447773723323428,-0.041131864663711125,0.03977596109864313,-0.021654696169167566,-0.07307708621482314,0.02192494630925337,0.045433086123964836,-0.04809183255358105
MIA,-0.03144462037325845,0.03582234203463766,-0.04317918039349949,0.037341489749777065,-0.003909431337832364,0.03008617343678755,0.06596691160877385,-0.059659117209751165,-0.010186480693875948,-0.026968337472202532,-0.053156662646580054
COL4A4,-0.009354178512502361,-0.00462349668804683,-0.04604556375642729,-0.03010674752205228,-0.011095212745647644,0.07878421618040304,0.10601099981940604,0.029780982030144464,-0.03231602493385724,-0.005044420798880534,-0.0324320573723403
TAC1,0.010494388604854223,-0.07269369209013059,-0.03808354785053602,0.04198269217597352,0.064363062999931,0.0164734655518383,,,-0.027664906900150214,-0.019853119897549065,0.02663562716493324
RARRES2,-0.015741610983736637,0.028437891821363005,-0.06531185222961407,-0.03999731285779003,-0.013760326419644977,0.009854327537210583,-0.07869198585641467,0.025813490576605314,0.0025011159360238096,0.013784374393251858,-0.062312803859438354
FGF7,,-0.018398316183479126,-0.04479338041712733,-0.027070339641503315,0.028109879973472737,0.04258190715228259,-0.03646112682144409,0.03510054085223291,0.011860313492738197,0.023736088154089008,-0.02781431031678493
HBEGF,0.056793615904677394,0.05234201820899133,-0.0024416266592201664,-0.0646578503878449,-0.020279742746459856,-0.019032268707648094,-0.00011452650008460866,0.004324360422634041,-0.0291682599423123,0.0710023300160517,-0.026967826712181592
CSF3,,,0.0005291815410754259,0.06126708364374572,,0.027004639984292016,-0.052822858082880834,,0.008570493444117202,-0.01590008045542496,-0.03411481361313684
PI3,0.03327192293376737,,0.009345484931634961,0.008772556844378153,,0.06117361279319886,-0.08683747782723382,-0.0185992788591233,0.029700778698068538,-0.03454559254575139,-0.04134420058429271
PCSK1N,-0.04017917889623596,-0.02371562687516011,0.013342991413647828,0.021308240653143705,-0.010696205249187015,-0.041723167258662514,-0.050411728598246115,-0.06063227640363961,-0.016858596300535055,-0.04505927617428403,0.07033925625448885
NTS,,,,-0.04736089166010503,-0.013544733839365986,0.054131964551117635,-0.001988776220435138,,-0.0531522126813222,0.028605949106184803,
SFRP1,0.10254690998947533,-0.03943090750007433,,-0.016129117688778494,0.04621276318490223,0.03318340664547109,-0.02906683045561177,-0.00825504659386695,0.015985864125678432,-0.00519161488239525,0.0345456206810787
CXCL13,,-0.027418467684617455,-0.02340289833655181,-0.0159841616078216,,,0.05732988942125598,,-0.027348034552576363,,-0.027671747959782413
MICA,-0.03054017243781781,-0.058844057329078416,0.030485773177195634,0.03668872333886612,-0.0023413196174157996,-0.01280577373001905,-0.01288504646313412,0.009676383797879084,-0.043317269133117356,0.049360279647315077,-0.02559477156556165
TG,0.01060590868716724,0.028750891968154717,,0.019284297862707245,-0.01563419342227306,-0.02055726277988828,-0.017688317146029774,,-0.01891975113559572,0.036427239959149094,-0.030494409451288767
ADA,0.03296438990981278,0.08715123361493239,0.051573791551697126,0.028291544283016352,-0.003451506110176616,0.02671623566317396,0.025794694447741753,0.048017303821923187,0.026481509891184828,0.03943542102565301,0.06382069500668101
LAMC3,0.009551041534539097,0.018793914374144564,0.08823792076738576,-0.0005701320044979793,-0.008150396538743235,-0.005260663521304164,6.579943923673905e-05,-0.05354481871227164,0.021876481800034715,-0.018532077290294355,0.05116933880766461
CCL7,0.03379621200444095,,,-0.021192047182453835,,,-0.019951616571724593,,,-0.016661743047911137,-0.02030789011559318
NGF,-0.023460130007694688,,,0.07576339892761078,0.08413013923389288,,0.013800472200333033,,0.03323737695877591,-0.03249663002630653,-0.024830335553695602
TNFSF15,,,,-0.015690519820317193,-0.01811519643723195,,-0.01945058578411637,,-0.014275359999613482,0.01536740854067555,-0.03775642941712666
HMGB1,-0.0556820376423196,0.033695008475624774,0.07867726901560695,-0.05781218379724656,0.02372712776838407,0.047372679293907746,0.023949788315757357,0.05952102830376658,-0.03764459087706985,-0.04299618270417395,-0.005273229752360558
ITGB3BP,-0.02824516279627688,0.01925153019842645,-0.005121122134116511,0.061537229024243675,-0.011397273507581402,0.048155903956583014,-0.029870132847494426,-0.032578394047786806,0.019119978446767865,0.05506985558049052,-0.01470485032644221
AANAT,0.01945161363310766,,,-0.01413809674149652,,-0.015364193827495072,-0.01750319737984062,-0.027077451456925836,,0.005492371452900457,-0.020830463174716884
RELN,-0.010402523766984946,-0.03324645405569312,-0.021636114930016992,0.056116470339766834,-0.04433410246914656,0.0009238932423078807,,0.03231234465281368,-0.017243087825537393,,-0.06071844330334336
IL15,0.06401340971824236,0.08212098448804245,,0.06721664332968295,-0.01289003920107465,-0.009109097362872428,0.020518496516845196,-0.03372004986769504,0.021443025659163915,0.11256996284143828,0.03368250244550317
UTS2,,,,,,-0.026228386609957074,-0.014905253585738064,,,,
BSG,-0.026687818343805018,0.003654623227585175,0.06877623196417579,-0.015145440693025864,-0.01185929432280074,0.03207878904316165,-0.0218075424841649,-0.051039067275861806,-0.03604650103977195,0.055001825192804915,-0.05961804257973046
ADAMTS3,0.005895915096630613,-0.006445230724827102,,0.025128112845135473,0.10820000476000907,0.0008740349163104201,0.03783578403334367,-0.041954729034964645,0.073226917938495,-0.009408020076983454,0.061477558938796126
CD34,0.011886127552919944,0.005166390130252274,-0.04254857935915848,0.00421455185782661,0.03088195301910917,-0.017780294223332258,-0.021466620235278497,-0.06932820982268384,0.024953434582768774,0.03294011212162165,-0.01802458230818949
CCL23,,,,,,-0.017482013670445936,,,,,
PLAT,0.0031541058959322697,-0.017295947387734635,0.07253601400867604,0.004694730484352913,-0.047131078919954834,0.02762761134864373,0.01717335526462814,-0.08527888017947378,0.03110974234909271,-0.004108373094577123,-0.026059909682796804
NTF3,,,,,,,0.029798517806599638,,0.019496563478597493,,
LTA,,0.10733466801897858,,,,,,,,0.01108080487050609,
CKLF,-0.015806046970120034,0.04819798981166569,0.03230035657945279,0.05487191223687106,0.05991996029903473,0.02781024188167188,0.07136280061965838,0.013379705450694026,0.026092211213708895,-0.0692984206920542,-0.014967196260162333
CD24,0.034120960748400285,0.05488100887683988,0.13683287353933057,0.03185568495158019,-0.06406777297128148,-0.015228781305858521,0.05921211866988729,-0.046874062596793484,0.067739618884596,0.003367042845667531,0.01872057000212665
HSP90AA1,0.006436627107289289,0.07026496193153096,-0.04666840254274966,0.05306612004943151,0.020009197276887977,-0.017064010784862457,-0.09612729354224908,0.033015713712549986,-0.022516077316970678,-0.02181651378937235,0.04777222261720721
BMP4,0.0347314170400488,-0.019208624580141012,0.046150889665029,-0.027437260573013336,-0.009304494888979884,0.011045059477894241,0.011799579307925568,-0.04789039516763244,0.04590940575794205,0.012922757100267334,-0.01834694139416803
SCGB3A1,0.048893672900650914,,-0.03445083702563758,-0.016836727876701492,-0.016454363017447435,,0.0964099639703938,,0.04958748019275476,0.14543529858028992,0.050916952909954606
IGFBP4,0.018675418148157787,0.018621186468366996,-0.013494947529663043,0.033437885468241516,0.0035903217106180558,-0.01971580052197968,-0.07985091652285221,-0.06985748982580679,0.0029876128321955652,0.014380438228098005,0.046493572517711496
RSPO4,,0.014933224702727173,,-0.019432320866757478,,,,,-0.0015399652344026645,0.04912331663241096,-0.02626638894986497
LEFTY2,0.05382602835607463,-0.018342887221926594,-0.006668259420535529,0.07875957259000557,0.04508539224909465,0.007578681214452593,-0.01693666312723729,0.008593324304806317,-0.027150982438069793,0.08704586038629371,0.08005057494808088
PF4,-0.020325183538772093,-0.016482913728565605,,,,,,,,-0.006353289159780035,-0.02057594873987775
ANGPTL2,-0.06915688673691359,0.04930388329937492,0.06217236389227867,-0.016488795880351435,-0.020576071984760188,0.012999656440629923,0.06122877005419068,-0.025671355254103075,0.02779916454906719,0.08280502073447174,0.01508928288366335
LRIG2,0.012725971333167631,0.01346726165355036,0.03783882134419144,-0.04717827142495678,0.06303550244644504,-0.009792905367007696,0.020550323835667,0.02373085631476796,0.013618311135365286,0.07835625889047898,0.04650348925226495
ICOSLG,0.028170478807087142,0.021548764751100014,0.0021351895697649973,-0.0223601323150187,-0.00966363002375692,-0.0027158081586608363,0.01519917114697021,0.00036847655932851104,-0.014184921651829767,0.03236174125468475,0.03903449241787727
WIF1,0.07198769038251412,,-0.017969940542566096,-0.04139277305200821,0.03381809147394292,-0.0623918773391048,,,-0.01855933397812216,,-0.008104422413149284
NPPC,0.0168945679042012,,-0.029860280841348355,0.052092377192240226,-0.007707552005654136,-0.004916185211476213,0.1277417437927557,-0.02568860460307648,-0.04102717485475721,,0.027097369816593154
LYZ,0.03647874105252321,-0.015128860859666702,0.05100417080452009,-0.046911201187865535,-0.036878254945348715,-0.002892684135657149,-0.019702044687997126,-0.04266751264893369,0.028035451739902132,0.012089946579892564,-0.0337290919368327
EREG,,,-0.03152644301472015,-0.02734588615645932,,,-0.019123999132924938,,-0.024866653846090166,0.058498172953544425,-0.02368901227030144
SPTAN1,-0.05076457617310112,-0.0639407284480694,0.010879127748529201,-0.03728771580975636,0.013687275233232444,0.010315972053772833,-0.007477194677913403,-0.01606456404916182,0.02300092234039391,-0.015962859371398536,0.050723248112347255
PTH2,,,,,,,,,0.013883517982586946,,
LIPC,-0.02488336702009358,-0.011840874847773871,,-0.01881368497606066,-0.01998914562237128,0.013006148488175806,,-0.014301993547615724,,0.02859129217226013,-0.015649089165275784
COL8A1,-0.04655429093452364,-0.017694055194581875,-0.04023992339633045,-0.006945401740058827,0.023799886915111045,0.09216166318733687,0.086222192199301,0.004910140452392997,0.018899263844195713,0.06440295687647546,-0.020612713223990446
GSTM2,-0.037494765228673455,0.03728650517994627,-0.031507505481582695,-0.02657082045664843,-0.010900263821946954,-0.01932141896884936,-0.0053403304656334215,-0.03385589130985231,0.00410911226510823,-0.044490296418421324,-0.049322285302933914
SPX,-0.040244914861877305,-0.04937275636416508,,0.024728529803472416,0.003053021638460443,0.013616578742890843,-0.020116138886945658,0.036140022257007846,-0.010239071513487068,-0.06136601469544599,0.0095576073744036
MFGE8,-0.02440101808758507,0.034501107335592175,-0.0009180858819504498,-0.0028523131680997633,0.025446506766913596,0.015961478164025288,-0.002095145897644906,-0.029154199832277634,0.01458515603173152,0.028122606081021295,-0.06445467292666096
TGFA,0.028876839148909896,0.004295878514354795,-0.03244161878726348,-0.05792044652164773,0.057843871132358,-0.008481837759539881,-0.038466982662833396,0.05449388983898608,0.026166022831394367,0.02100772242150613,0.05575991253397199
SLIT2,0.012246589691883199,0.06947181603935984,-0.02560627997275217,0.06600356731622958,0.031816509082673,-0.023584382807007403,-0.02493691063708277,0.0183851445829404,0.008466263006975337,0.041551819631656335,0.0030095186677996373
PLTP,-0.03993242745068441,0.07216825579337516,-0.0355662771479873,-0.040131067608226295,-0.04516862676649714,0.009850281155990433,-0.06562945839570937,0.020283368098253138,-0.04266939033825751,-0.060128037685733174,-0.00010065347431926031
APOD,-0.10719707921687442,-0.02811855263067269,0.01748648740660973,-0.03841033137986347,0.0015976590516292544,0.02553570406595126,0.09124091536292056,0.022779727991341214,-0.00659580783402982,-0.13333316115907162,-0.024468037073739075
B2M,-0.012646391217431779,-0.033484600216322935,0.05296651240040661,0.04305225013791858,-0.02383988041220425,0.019363835382983568,-0.023488739389289668,-0.10831252745186198,-0.0028584867983013846,0.01137622118052831,0.06849396716309815
OMG,-0.059430963553061295,-0.024887915180148094,-0.01690473277395485,0.010910424757333777,-0.0024913005440112277,-0.004999187306313976,0.0860365117380789,0.020253221763514198,0.023698932181998603,-0.0151193584810103,0.11445807000060172
CXCL3,0.059869863859601864,0.004153595569515931,0.06976609535165916,-0.008400254768599352,,0.07425901444828044,-0.02356637411667186,-0.01906795435582474,0.036231364555509155,-0.04140013353207153,-0.029979584816550196
CXCL10,-0.01412358912921979,-0.00600881379694538,,0.05144224901896208,-0.017619223301344713,-0.02797073473613714,-0.020602603655171612,-0.025688601809863657,-0.027280236242796758,-0.036367519018209477,-0.0006913361959934691
RSPO3,0.013341148946989382,,0.0006191181556109579,0.05901161850548801,0.0512603872001086,-0.009619693401779856,0.042995723836926174,,0.022610403605919933,-0.016908411148752207,-0.01289687424291135
CORT,0.03209627546534609,-0.02943744014541955,-0.015535984930692746,-0.022833233228669005,-0.029656056297234838,0.06458237606039759,-0.0038675208815785785,,0.07473248217428208,,
NCAN,-0.03578117223885742,-0.028592541441173236,0.027948457498128583,0.02396630792333514,0.021669438449968492,-0.002342783453617261,0.08832156015412987,-0.035475440158667014,-0.013218280339720813,-0.012226516052366736,0.032276062517663316
PRG4,-0.029466392097560183,,-0.036037466088285536,-0.013470522593017915,,-0.021855013275075778,-0.021852541319554462,,-0.016081818627771263,0.08376183437703513,-0.028638917434953347
ZG16B,-0.02717036772844176,-0.0031500644139870857,,,,0.0913473831521412,,,,-0.021082969021295025,-0.017553394540543783
TGM2,0.07640052194143494,0.01273797743425905,0.006260537928149462,0.006747323019836749,-0.019358414332918256,0.03458032721753265,0.019179302368342227,-0.019250757261869533,0.001591584450131215,0.02189120247858841,0.03163216609997217
VEGFC,0.0016001752176715474,-0.025468271738868353,0.042404637964993455,-0.020735597970360425,-0.026424735848376603,0.012632797095619583,-0.008952682233163567,-0.025150945999931625,-0.03407447556595098,0.060533192719624214,-0.02055241000241152
WNT6,-0.03161379503308528,-0.018342887703326555,0.014678520508036374,-0.018561083264715846,-0.013221208517400603,-0.02149154376588249,-0.015449898232471046,,-0.02649671708599679,-0.02546201813408675,-0.018137922958760454
NRG4,0.019552223396686098,,-0.02415822646631158,-0.01918699785933978,0.09576222198222825,-0.027221805478155656,,0.0799244191206164,0.0321541882666742,-0.016908413043781694,-0.02727665415477951
PMCH,-0.02079940979548706,,,,,,-0.020279444865662622,,-0.015179420610626899,-0.03646096186212123,-0.0032991330054528813
COL9A1,-0.010590553458241003,-0.017202795840670877,0.030924210163106015,0.04064979099806064,0.0623151516955661,-0.0031596581074454662,0.0474467951792681,0.05753428468482576,-0.01241062413481946,-0.03792865142793603,-0.01972859517190887
GDF11,-0.022919442019102166,0.003055089030150965,0.08977536108290637,-0.058294431894080304,0.027971334315407614,0.07159634781156342,-0.03720471105392914,-0.07588203134446292,-0.055475489823092354,0.022562208074036378,0.06189974074445448
RAET1E,,,,,,,,,,-0.018548408971513185,
IL24,,,,,,,-0.015119865419468484,,,,-0.030494391940547646
SORBS1,0.011847365369951242,-0.02402032005652728,-0.01284948596260468,0.006597132677888603,0.027605043098678145,0.012676484331773041,0.002586453775241086,0.08984246220681831,0.027015403722828884,0.05405101644488902,0.08767766599643989
DLL1,0.0028289091989663804,0.01429626020061608,0.046925017446524275,-0.0252591523880336,-0.04488809332657896,-0.0466989040267828,0.0700038251119692,0.04068324320642791,0.060963107868138036,0.11179825360596768,-0.03225422575676032
TLN1,-0.0035579903422485624,0.05631701175221756,-0.0011661271962621026,-0.05056955001890679,-0.023508337184575706,0.023075693586244565,-0.07847761740675216,0.006282119208071939,-0.0013065244048135096,0.03172764762735552,-0.06719934712132046
COL2A1,-0.02805150869375649,,,-0.012031220178012381,0.01094200726587064,0.055151631073261854,-0.03305400790703213,,-0.03197789497147021,0.0424946269027228,-0.024574801333114606
SHH,,,,-0.006231132383824127,0.10095219377103613,-0.01585800378697943,0.05587582515448875,-0.018202423355478142,0.013230212199406163,-0.010631922504368783,0.023289162386580645
PON2,-0.04262803241885399,0.011518274561131824,0.02079194919267005,-0.04580666451731189,-0.019051945586523775,0.05193599125674057,0.09769648605417636,-0.052342797363494065,-0.06171148155041051,-0.02396891259711058,0.008159641843628327
ICAM5,0.03475623373017348,0.031402125392724106,-0.034450839463719775,0.013319240660170406,0.015454949327588282,-0.039418956025192804,0.040918993018855154,,0.0035895736930910676,0.020827653729123406,0.006832313115754223
HPX,0.05597464647457265,,-0.032230153797887476,-0.0010742335877315455,0.09630950475521885,-0.01548271960704749,-0.038291896548440604,-0.027077440368277358,0.0076723866689365535,0.09470300728621055,0.010305593778966764
SFRP2,-0.026049703392037292,,,,-0.03125489812611932,-0.016099497302410653,-0.021433186701998057,0.02206276266681198,0.0328284660749968,-0.0014753218475865694,-0.018541725196948692
CFC1,,,,,0.12896120335218947,,,,,,0.04006371403529189
CD70,0.006975852254005772,,,,,,0.005132219800111213,,0.03761099880216112,0.0067231475976052045,-0.047917364266120824
HP,-0.026199256730155152,,0.04832978686976381,-0.03831115307054503,,0.003551708708891889,-0.06544111566633415,-0.025865679272319655,-0.016177833785090592,0.007997624396321398,-0.024207401844653167
CXCL2,-0.012681649486448855,0.02813083078843504,0.01717824703401815,-0.02846613782042594,-0.0026954890376430143,-0.022033629080420156,-0.028591908474228857,0.05366347449252174,-0.011825184630501402,-0.039095726515086006,-0.07643244952937592
NPPB,-0.02527760152151645,,0.016461110109837963,,,,-0.03983520142262571,,0.11235329153786236,-0.017151701939229023,
CCK,-0.0623153873851007,-0.025722360380145592,-0.020060536003252284,0.06049978045439951,0.06373433889553945,0.0012013143711365204,0.010429299604704593,0.027460140253537994,0.02769415191274267,-0.02225038760986084,0.07725369413380331
SEMA6A,-0.03121671990101863,-0.005420815657378238,0.014353618371606994,-0.0353243234354418,-0.04433954902786233,-0.046230730610775005,0.04812365578451679,0.04064038213674888,-0.018035565610357185,0.002730450005525799,-0.00523358934210345
IRAK4,0.034307566352979234,-0.032011519313405096,0.06742298180306529,0.0048624399000008894,0.03657228745397972,0.01152815403350848,0.04541256843948824,0.023852242944283862,0.026684725032829787,0.007408698573338847,-0.06526895697714068
GSTP1,-0.04365502503252234,-0.007144406368419604,0.08356537503848085,0.050104339259761675,-0.019155816674952898,0.007534010221328627,0.029932194000816374,0.00159642853823878,-0.024155879616571535,-0.01136776489346564,-0.053768127874263265
VCAM1,-0.014164982422884088,0.011283869238385903,0.050587902442309186,-0.07835593179839016,-0.04545333884878603,-0.006544608594697769,0.042105964207108264,0.0016245440228554934,0.02294019388142759,0.003689254149311274,-0.010955721652015324
NXPH3,-0.0276872466593192,0.0031012947615134496,-0.0015192800199817968,0.05080375076971156,-0.025812479166172037,-0.0011265923778335802,0.02797004937372973,0.07281504348724624,0.02638073920626771,-0.02942976502353955,-0.019090294164058774
MTMR4,0.008882825185118333,-0.016740027579401746,0.05215935727638032,-0.0340766714408151,-0.022765105315089636,0.05523941510773815,-0.014842347268828836,-0.0682218384580657,0.05554267252932084,-0.001127246260962151,-0.017221581105097472
LAMC2,-0.01984027408838642,,,,-0.01811519465680819,,-0.018588495260952173,-0.01952626157341546,0.009872091693927594,0.0612636897292309,-0.00674679867787275
IL10,-0.007146423731854389,0.04826722717261295,-0.033633205586955296,0.0008770772827834089,,-0.026470770115070076,0.01253050903525002,-0.018834954487405,-0.036690662723826185,0.10223243089393604,-0.04569244302055668
SEMA4D,-0.03151780823263444,0.022763422901624704,0.05781138804966371,-0.008414880683027572,-0.00032965401007675315,0.010957442840589495,0.07523309465652658,0.009498727253078851,0.003923034312166614,-0.025473468758330432,0.0919042035351267
TRH,0.040034862996666365,,-0.004640267402621816,-0.011839632819252472,-0.02478193476084293,0.036288730056236035,-0.02405788468549817,-0.04315881836200334,0.006918339687702223,-0.019211056390351387,-0.029202955043194843
SEMA6D,-0.05532708657687498,-0.03512682596134127,0.09754335683305627,-0.0037135704071538456,-0.042379358351793635,0.018529702558155146,0.029334142852530873,-0.00738606390823152,0.003793697786172154,0.025283339286675508,0.04912983355089346
CEL,,,-0.027316057247855383,-0.023358362257502246,,,-0.004309595771215156,-0.038062828909987405,0.07547165705715758,0.07714215763611856,0.008037369132931595
PDCD1LG2,7.95021110763978e-05,-0.017652861433039603,0.1203337825701542,-0.026324397366168387,-0.012721407542649398,-0.04831832683990677,-0.048258220588435714,-0.04900209696250444,-0.052910937575382185,0.03912963550298499,0.03738485028948558
SPINT1,-0.050192442090803084,-0.00985317625183474,-0.015787277447781665,0.037083358048224255,-0.016454368045082955,-0.024584857193097644,0.025031880374549727,0.0027158887542613583,-0.0431279218523336,0.014703807083192511,-0.012555671676647454
CTHRC1,-0.03637806740878711,-0.015351500612105554,0.0056149508500047875,-0.031614115406404165,-0.0282546430864537,0.015269106369935115,-0.01734329813603034,-0.03357493220876595,0.049459670434103056,0.03853863005068802,0.030044622881718823
PODXL,-0.023658937655935824,-0.003202223710892007,0.0723702660921095,-0.04266430709815492,-0.0504008526773742,-0.018002114379287698,-0.06360548941669965,-0.02179562440474961,0.057732366754053924,0.02548292885490587,0.038185852141695564
JAM3,-0.019228435657527746,-0.009277577638403155,-0.0030745166647891393,0.006774059273338359,0.028023228445016136,0.007821555847378573,-0.08062666613939588,-0.0022567833246251,-0.026913951277977136,0.04676625865651854,0.05735996683235005
TGFB2,0.04928611493443643,-0.000498362503092871,-0.011004260250532952,0.016505370623667092,0.010677820465678778,0.012894656673487185,-0.06606148532411328,0.04325970033218014,0.05873692927917925,0.01805066325700507,-0.029167157963891955
COL18A1,0.0029051297597582396,0.044962688354098355,0.0681829562389486,0.022396612873826358,-0.03357967281985866,0.010358012770505933,-0.06754578005633537,-0.055827528974488526,0.0026187677625876486,0.04036962980576878,0.05302545817042673
NODAL,-0.013518934154071096,0.05599838179295958,,0.012230688198347394,0.026736604088092485,0.02117002270878266,0.1297677490723679,-0.02937376540222195,-0.016849428759050954,0.03616573175772498,-0.021980807633539177
INHBB,-0.018782594808129553,0.0536957427591121,0.07090431321426433,0.0326462776181672,0.04856036601390831,-0.010259381152358202,-0.1046148649200506,0.028791938442697267,-0.014801185563553011,-0.0032602345470930205,-0.05492049195462074
LCN1,0.013977567879327676,,,,,-0.01770250280112525,0.10404601680749215,,,-0.019427265858001284,-0.01842364099575625
ARF4,0.06894630814676592,0.05556347477406833,-0.08907962519813918,0.006617843718535842,-0.016437039129715936,0.02079558898285275,0.12638949397138574,0.019794018323709278,0.07118564384564482,0.03780938997144538,-0.08502226486969315
CXCL14,0.03533211161235589,-0.003628407754436806,-0.05185124479639214,-0.0027193686899262613,0.04238165545181199,-0.006700979249142639,-0.10301892270952781,0.007720987066348058,-0.045573038594615346,-0.006652033325647549,-0.00450186236647798
LIF,0.01536435743363626,-0.02235692459018144,0.005723281120148434,0.01641105218227423,-0.01604907932584144,-0.014196550473676519,-0.08090975095989833,-0.051614418121593786,0.023795001759802165,0.0817813490561925,-0.0810750273244092
IL17B,,,-0.024892071893620606,,,-0.016345116140331205,-0.02092129101958282,,-0.020962255059283227,0.11905348279443027,-0.020830458991389866
MMP1,0.025383641906559323,,-0.0907482178397557,-0.011839630236470722,,,0.017997129364466943,,0.0837408999803833,0.04140227132813274,-0.04661697020280299
MATN1,-0.01250184519465335,,-0.039765016154570745,,-0.015493633156273676,-0.018559870682673073,-0.030251295750777056,-0.019751757216673774,-0.021603854242598215,-0.023364749729790656,0.03326914852281379
ADAM28,-0.02259085388419818,0.04594782831663014,0.029325523591789138,-0.026595043522951858,-0.0234620610358506,0.03996921347888398,-0.038114386686021635,0.0776904868398521,0.025845981691165937,0.03270757410447533,-0.005254015530022318
TCN2,-0.05032249646553615,0.01988097774529821,0.02865912465902144,-0.02701457953479979,-0.048490744420577846,-0.012381709442360425,0.012025875050228823,-0.03277727754763464,0.020456105205393794,0.02336384382230464,-0.012270474106706385
THPO,0.05280705171650147,,,,-0.022032621912838106,0.02987767023906253,,,-0.018740342911969146,0.008629795110783241,-0.028447761106253088
CUBN,-0.05497276972178706,-0.042555181379515146,-0.03904361202268907,-0.017737279102333792,0.041131565601950734,-0.001906496143747945,-0.011506156946642735,-0.046193901354401344,-0.02398066982918872,0.03786904037677186,-0.07013051916607375
TIMP3,-0.058610928226841504,-0.05967072938106333,0.03746979402346878,-0.016190502993483295,-0.018885702803765305,0.017553388004307252,-0.02696365518979004,-0.00248805568256505,-0.008738269711253348,-0.01809593052214714,-0.05252913581842195
PIGF,-0.02569020912577921,0.02129281789190327,0.0849797671148886,0.02362757115370594,-0.007435563546513922,0.056894260872961656,0.07540495946912054,-0.013012922226702616,0.03282986966967378,0.01701031461335916,-0.00769425192434131
CRH,0.0069962175067977,-0.022172385087133723,,0.017811734761800296,-0.01305661308990608,0.030471804639597967,-0.040873976342203334,-0.03329133914385079,-0.006579663264239552,-0.02880814882359881,0.1614963379138755
