,UKF248,UKF259,UKF269,UKF275,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
CD34,0.03819145454702617,-0.001336669326085078,0.04091057767504192,-0.014241393879456365,-5.9302987988131474e-05,0.06237016059054296,-0.04579466836860127,-0.02551461671661687
CCL23,,,-0.005575688114986646,,,,,
PLAT,0.05676950188191259,-0.054804761943714836,0.07527545596900792,0.0021182469426104552,-0.027279865792367047,0.04517289745690347,-0.04859897942233775,-0.016721436543186464
NTF3,,,,,,0.11164477297120648,,
LTA,,-0.013094780098641278,,0.01971754648397664,,,0.07061644473614412,
CKLF,0.0021091635792689625,-0.006401700909649014,0.054272112668790534,0.005153472036945559,-0.04540613818889284,0.02941221324054941,0.01996857309882397,0.010586975943173428
CD24,0.015887045331431718,0.00865935985442136,0.05380910114807995,0.015692857035863095,0.16163709811289198,-0.002312586295382714,0.09642238939875274,-0.002497588889393312
HSP90AA1,-0.006479869560474191,-0.0768780975930056,-0.08512580007562674,-0.053244315542782805,-0.08549679811607741,-0.07463791364355248,0.006012922452220295,-0.012007708731115736
BMP4,0.00668372985720609,0.0367501164432599,0.05847504997021793,0.04090636279236369,-0.02973789841579263,0.01881796331862371,-0.02405118804160626,0.017384834091207394
SCGB3A1,-0.013251002704979378,,,,,-0.030734797228652966,-0.007022365303872941,0.04953362079339061
IGFBP4,-0.011667511989468212,0.02038834891429616,0.11232252521491284,0.08551371766309625,0.006151443570917175,-0.08377167776737184,-0.08065652452517336,-0.0190978427721654
RSPO4,,-0.020043855151710813,,-0.01814971651775268,,,-0.014849144839541365,-0.02812120305505443
LEFTY2,0.0034607786516312753,0.043130760549934685,0.09993004576758094,0.032330732804936056,0.015036899595539005,0.06764267286285032,0.008454464038097747,-0.024405846678921227
PF4,-0.013745788209346141,0.11818276596409275,,,,-0.014716190065505624,0.014726848872860483,-0.02202892958255185
ANGPTL2,0.04601127314685017,-0.02643284622351865,0.09520414860714696,0.017292029471057492,0.10904746716057825,0.010462327522285302,0.05846850611946189,0.039547565119836696
LRIG2,0.04975864797988852,0.024180906415738983,0.06555374138706939,0.024531928484398082,0.019423832051153028,0.0019074883144482456,0.07989176137761211,-0.04007961650104517
ICOSLG,0.07686122915630968,0.021658665663808647,-0.011715753813805206,0.016816025541781052,-0.03177799602377269,0.038574211209652536,0.054845160717629245,0.04464816148044692
WIF1,-0.010664290777806645,,-0.03798298366530484,-0.014005706348325516,,,,-0.02822042704731905
NPPC,0.042362915486086866,-0.013827932484982854,-0.04591826386216579,-0.017041607719387043,0.25284921177787967,0.0018109554241228963,,0.025027628325747474
LYZ,-0.01979819648716621,-0.02637818277503356,0.03828365684252277,0.018134922364221012,0.05322135579444347,-0.024633654751002727,-0.030390331583089274,0.03722091994165682
EREG,,,,,,-0.01131123080562909,0.014780924404280346,-0.004434625881856643
SPTAN1,0.06910164958295059,-0.02098793182167486,-0.052333121578058375,-0.025486632809505777,0.07925481021272411,-0.008921517924697812,-0.03861804858633692,-0.01758686524943257
LIPC,-0.016828457777080363,-0.016019261180258138,0.05450169271936551,0.015133417928260869,0.12008068332582825,,-0.012934736054386846,0.023351707702533843
COL8A1,-0.06535635389537867,-0.0179110853202365,0.09536100126135551,0.02985227258215136,0.09633196752693886,0.013591369056844275,-0.0005431846181758013,-0.06431970945026917
GSTM2,0.04232459172068091,-0.017111495628076488,0.08870636852212797,-0.005731675394864257,0.04377871768132991,0.03504228574761848,-0.020525920207235874,0.05741017949420858
SPX,-0.0012148532811908095,0.009313028114088765,-0.05716497867627494,0.00035453019557793507,-0.00031167439299520925,0.04837984130729828,-0.019272544421834355,-0.06261032763109854
MFGE8,0.0157397316283267,-0.0018891580072865049,0.008600345349859302,0.07681272162072958,-0.06253657953907386,0.01262698759213111,-0.05719320476840756,0.010556719933497483
TGFA,0.10589980527967993,-0.041545227797522385,0.00016822063630413835,0.03121154890168462,-0.008401970903757255,0.020560740836626488,0.07404590153514333,-0.020650536039056862
SLIT2,-0.015648430943914795,0.05630462733203736,-0.0017784836189074448,-0.009553634303840328,-0.032402766954617454,0.08524678450880609,0.0689031699766311,0.149472970060663
PLTP,-0.019608003405962204,0.009296251272427,0.10210685020503328,0.03395003299172342,0.11031707195035505,-0.07852281448342875,-0.06666099532446208,-0.03049881219001144
APOD,0.03528207004366083,-0.016075562040676502,0.015423303063637293,-0.02506030729979292,-0.08563778371918346,0.04580991387731588,-0.035941627801598645,-0.04823818623732332
B2M,0.045908581729858254,0.009674126603948783,0.11526346790139488,-0.02288941831183834,-0.006969076133334499,0.0011767259558710147,-0.09883505624159952,-0.006007020479110127
OMG,0.06154443683913909,-0.023475937070875946,-0.06236820036844851,0.019545887129653362,-0.07133983720682767,0.05000724966685457,0.09289012699119847,-0.012839189857661994
CXCL3,-0.03394481014212585,0.06492305210636594,0.046219740804637977,0.031301041596469056,,-0.02058178676409469,0.03160342418593125,0.06712536220485174
CXCL10,0.08418730625561101,-0.044116863128380465,0.13619933815246957,-0.017010277080736987,-0.03864797132323399,0.0004097156274674928,-0.03755894290116416,-0.02773360847843844
RSPO3,0.05913485434150353,-0.010351961972363188,-0.03253100827525133,0.013490781375572818,,0.07306411488041213,-0.01600635543401016,0.007800613805955176
CORT,-0.005039305370736466,-0.023215069599858213,-0.0334648145255132,-0.033820181379647034,,-0.015399744936945653,,
NCAN,0.06040887093118595,-0.028318895678199143,-0.019629744965416928,0.06457744513145304,-0.04319420952215168,0.04805625940545095,0.02385238831918759,-0.06883052317195297
PRG4,0.048510951357294795,-0.010216940038596438,0.04233193317265556,0.002051859157012491,,-0.02272326602715909,0.009310983014430767,0.004100570329916964
ZG16B,0.0004153830347094329,-0.011858008443912452,0.019452146642015052,-0.01239969260790987,-0.026600493967399573,,-0.01995820262414054,-0.018792936216786398
TGM2,0.04518644784427524,0.042503566007105205,0.07574736462344067,0.03298724095980105,-0.034019630648058186,-0.030329569714187866,-0.07056661805568382,-0.007556708040938676
VEGFC,-0.011976414625013492,-0.0018003997721311492,0.09842606806519333,0.024952403677099458,0.10907732879999038,-0.030855476288665168,0.006115490005029726,0.06098737957450576
WNT6,-0.021380202062604454,-0.014131343635840676,-0.027712019904377647,0.013739987679972572,0.08537907749123419,-0.013686608795798564,-0.02410363154384739,-0.019418741399657012
NRG4,-0.01220463992177977,-0.012434483409814429,0.10938947565941036,0.02334117757071363,,,-0.016006357227940717,0.004992512175638477
PMCH,-0.01406650431386151,-0.017229188175495926,,0.0730714727768015,,-0.021606666023865132,-0.03451578684104035,0.050935151554290826
COL9A1,0.05436648770087955,-0.012986910381745207,-0.03514351908087057,0.0008210380429192895,-0.0716755228234002,0.04135912385318306,0.01819507202050277,0.004057580267436139
GDF11,-0.014014753975626588,-0.03935978273048926,0.024087208159077965,-0.005340147083851853,-0.024001596179792535,-0.014109428542965007,-0.010185496725511105,0.018104457263028
RAET1E,,,,,,,0.02866298443001339,
IL24,,,,,,-0.014481547896897267,,0.06275677553064578
SORBS1,0.021947546892304468,-0.02175781434307531,-0.008575719253729078,-0.010048481773302706,-0.008228345189708894,0.004865079876838234,-0.0017608328626575248,6.267679744153875e-05
DLL1,0.037534842888809296,-0.04175059971190921,0.03268545470324245,0.04161230563132741,-0.01906387345968175,0.07101441257228674,0.029358916750675212,-0.039082453703245985
TLN1,0.014718139079102846,-0.04002126870998353,0.05546344016637221,0.051835015502431914,0.0400383822482001,-0.056266587590507136,-0.051829993357014076,0.05321213920969769
COL2A1,0.05239647447531198,,-0.02601114135804554,,,-0.037743343833297256,-0.023294657155240338,-0.026310163138343792
SHH,,-0.010617078179292626,0.018468469651411,0.026469205382768056,,0.06072281051633314,0.07609781674547138,-0.03285551999392031
PON2,0.08171546545415785,-0.07363646157370692,0.05230775486820469,0.011032001276321323,-0.08522560546408187,0.025872427212980987,0.0018134734614097482,-0.07452506859699151
ICAM5,0.003562874310792553,-0.016547469902077894,-0.04276856746080402,0.060034193033929366,,0.018043038332679603,0.07768013116017615,-0.056997210463435866
HPX,0.08774208218070736,-0.0036403760529136095,0.0857061597707784,0.0230740364120795,0.02075326486644815,0.030657442532488765,0.07011437033659786,0.0992241609112019
SFRP2,0.02031952845637868,-0.012091701474935105,-0.02075930861714709,0.007298714828785675,0.04073052685975614,-0.03157008290829773,-0.08359701204393266,0.030095065630924383
CFC1,,,,-0.015605131211029154,,,,-0.02583989080193774
CD70,0.1005605407456772,0.007862347440283633,,0.008456801316887117,,-0.011156160100703047,0.026265848135693697,0.06811416213975774
HP,0.0021909650405902447,0.058346345339077725,-0.009120463160283738,0.0035481812758103148,0.03047611581527928,0.010179131735904642,0.01088301647090458,-0.0026498207013877094
CXCL2,0.017209209544341304,0.017691361993598047,-0.017186315064363248,0.04635944718504211,,0.05300657922119371,0.08501331696311495,0.09794274694520595
NPPB,-0.017095075982571036,0.030490322249346183,,-0.013664487528588601,,0.01450551152275517,-0.01623666677621339,
CCK,0.052396204190852405,0.005826349311079764,-0.08844027534667884,-0.03757897251163731,-0.012327823216862545,0.08825761318254907,-0.021063339984739544,-0.060814123517050456
SEMA6A,0.007896431851528345,0.007998002240737002,0.05932225758308114,0.04367642637827269,-0.03951078072505354,0.03259706882750646,0.07122501114212935,-0.009362724290000034
IRAK4,-0.035543956674485365,-0.004014418154709808,0.07051196938649104,0.05866591644392154,0.03003801857187172,0.06977455068194495,-0.014928435920943887,-0.036867645112729074
GSTP1,0.07073858652453181,-0.04599114572233667,0.06297814453355696,-0.06521726087501342,-0.05141439694944785,0.10984769379571142,-0.01488947902535315,0.02238748944568928
VCAM1,0.006733757396161824,-0.026102152860370653,0.16062856837675918,0.010097432325135136,-0.022915539353327737,0.027673574795630294,0.0027408295830343354,-0.009801386297814171
NXPH3,-0.008761807197571143,0.00029084670112439957,0.04667284988542454,0.004041919747675705,0.08696985852485076,0.11361358766666803,0.03603327942250263,-0.033513814375903186
MTMR4,0.006540814388082463,-0.01529947350651601,0.026062576085003467,0.009502625398792127,0.06387580113542328,-0.010351041252943276,0.06369457884878958,-0.004869110116796581
LAMC2,0.037229170019955675,-0.023731033730235947,,0.09285569922181752,,-0.01901833583299185,0.07905323077087331,-0.028121218535701046
IL10,-0.028350436135085703,0.038631831325686365,-0.010710896969135188,-0.026963525607989553,-0.02979637935760767,0.07657497739863862,0.02285428115476327,0.022501989921020673
SEMA4D,0.007550581040190613,-0.0575719893182134,-0.08038717412088167,0.00709845682326703,0.0021239923378673993,0.04000521104491066,-0.0026417627178697664,-0.02873761346831484
TRH,-0.04830252243017345,0.0457633872352453,0.01832965675794132,0.009164189822023265,,-0.032637898049519075,-0.018186155644167017,0.04522713071605458
SEMA6D,-0.018371423883718874,-0.0402129246283331,0.002654717219895061,0.059844639543967,0.051660540304394535,0.004931867929041476,0.05015331875518877,0.027893419467051192
CEL,,,,,0.038054330132472176,-0.023643047242091587,-0.02414655239508269,0.0873319181759976
PDCD1LG2,0.030292288011082025,-0.05264522166899619,0.027467324825877857,0.0005008747610604303,0.022282062512751256,-0.004830075398663731,0.018928007867741858,0.11522306398297004
SPINT1,0.00906019090609655,-0.02958592661245336,0.1345487666048632,0.009074293341404721,-0.0316550917803465,-0.017898354652386594,0.02775663819915074,-0.02376692134372137
CTHRC1,-0.017147604781627187,0.021121637204820753,0.05262492736872861,0.05990766349704204,0.11379548147414024,-0.012631053865182065,-0.05591728016613955,0.025697091921097367
PODXL,0.021365890239413442,0.005569069368681365,0.13041302925443207,0.05163473359881195,-0.025592940618250935,-0.012625972601801542,-0.08724340770014248,0.013895648602097351
JAM3,-0.058609349075835586,-0.07342688253739096,0.06377846738633322,-0.00905314109066717,-0.029175144604251232,-0.05564146522979344,-0.06519524783559219,-0.026567201013979722
TGFB2,-0.07553553569769368,0.011749376407641678,0.12894084272246586,0.0032782348558369743,0.18229857021900567,-0.012821726352403298,0.015263600139980687,0.004578672621186499
COL18A1,0.003955796562323434,-0.06488499253712704,0.04431929099637812,0.07023975171799497,-0.001938166083682938,-0.04567304756257823,-0.13362776133876764,-0.01198912889692333
NODAL,0.011001349935324607,-0.0065406479890876374,0.05431779987766172,,0.023845571258374217,-0.017888122964150842,0.008424858858306758,-0.021114733462106624
INHBB,0.012252576999159664,0.04268445138872481,0.0867002191567581,-0.0003415560068572582,0.08348314145148376,-0.01972270381902966,0.09723278600061154,-0.005890754784886564
LCN1,-0.013417850150147794,,0.02752186355025903,,,0.007575597266013671,-0.018390830439270856,-0.019724635557783827
ARF4,0.008289955064276499,-0.0003539431359426284,0.019153277689011178,-0.022208326886407764,0.040455557501721334,0.0650509703996423,-0.0474487194350085,0.028015672147014642
CXCL14,0.0018899992263193587,0.03058634287354794,0.027778004686228187,0.008970908012636817,0.06367168408343273,-0.09031080679384632,0.06869372852714216,-0.0404259674168454
LIF,-0.003217392245814307,0.05940312140818407,0.022110783655835967,0.026583940834199665,-0.011654687430848349,-0.030289657287107877,0.05350646182167171,-0.009320438697503044
IL17B,,,0.09573409005684365,,,0.0037528468831354096,-0.017641648126308387,0.02182481270096431
MMP1,-0.018498722144911398,,,,,0.03299834375173292,-0.07858889094210246,0.08879283421111013
MATN1,-0.017617245810169956,,-0.02393180831418007,0.02619905949517701,,0.0279354556881135,-0.0221182514141384,-0.020323500880318878
ADAM28,0.01611392621039708,0.03105018335053462,-0.015376211628606314,-0.014324397064736814,-0.010210983590501837,0.008861323068324958,-0.0009531731399000413,-0.01593848808394335
TCN2,-0.0039087454119772795,0.01900469642237753,0.05546267942012011,-0.012826691158464899,0.040384952505579885,0.024952077692906822,0.01801607236458292,0.06903677000606857
THPO,0.037488907389170635,-0.021539332918891846,-0.038368860244923635,0.03405453264939139,0.024660745507450055,,0.046813621852311194,-0.030456613890000872
CUBN,0.003875518301508657,0.043431113577975,0.0058940332174617265,-0.022762019833828636,-0.05119518368136047,0.03195370531181216,0.05581981052165575,-0.02627832988912453
TIMP3,0.057414411694950526,0.10495176716091613,0.06268525348492707,0.00357893253894851,0.030106664125321623,-0.04257066366245541,-0.08491674959242271,0.01078282401942439
PIGF,0.035742718814157005,-0.03620306252575319,0.07471488495477199,-0.01866375273418982,0.05055910499814444,0.03585971614538019,0.0798789042378437,0.050453624587627845
CRH,-0.015720608960110603,-0.011975392227135628,-0.035100824337249543,0.06622183854375865,,0.028220183153728828,0.03327313867713149,-0.005259159671382106
BDNF,0.0015550585851840347,-0.03211730344091913,-0.059687806571922825,0.026767751745650308,,-0.060567122386827175,0.08982991704138713,0.04105418936001374
CCL5,-0.027757625701220624,-0.04626726895652208,-0.029283376182441395,-0.023404250766930007,-0.012331120879480673,-0.0077723424741450555,-0.03888834239038255,0.018843095608998765
GAD1,0.08034071116405035,0.00887231931820786,-0.03362994933200298,-0.04294147960405597,-0.00671674152847258,0.05065666954150727,0.10509289301288971,-0.01657247389574439
COL14A1,-0.03179476974753646,0.09657040041970207,-0.020626263798074727,0.06273798023039408,-0.006071280638354336,0.03540287475266,0.0023666429200083277,-0.029975496739905717
HLA-A,0.0667032977757686,0.04312390686499239,0.11504213046936067,0.024938459694731463,0.06559180232368342,-0.08499101027450692,-0.0336410183664442,0.0740177721523201
CD5L,0.0941612808538498,,,,-0.03131953359873193,,,
FGF18,-0.014224308057139232,-0.009514359569721784,,-0.014825929225314852,,0.0376789719633455,0.12030367587636265,0.09900905973490616
ADM,-0.06792699477675189,0.08185005950933263,0.11236873769157066,0.0014288753121138183,0.12118194768711285,-0.001836931511434723,0.012926348351059772,0.04934660707892501
CCL15,-0.01259936367893917,,,,,,-0.01577285264377922,
GNAI2,-0.001825841781312647,-0.03588236476476753,0.11658120408982964,0.0522064757010506,0.037812856173744344,0.008112630899834706,-0.09227186387800641,0.020340672454665556
HDC,,,0.04071985210076954,,,,0.029136845356484777,-0.020323491675997677
COL11A1,-0.0050664252231351825,0.0417611000457891,0.015623919856793098,0.01232002522636154,-0.01826324386932888,-0.013350886407040612,0.020934113952029692,-0.028610982189607247
NUCB2,0.02965624383054111,0.03905923118824552,0.03291103277014453,0.0035485882662689393,0.0016291636597912916,-0.07790192167208687,-0.0008521224545640773,0.07301164826384948
FGF16,,,,,,,,-0.020026159009291142
CXCL1,-0.01799801118079709,0.009697266833087442,0.1408665228966654,-0.031307465587421895,,0.012392659202335891,-0.027856437896174046,0.05791297761620157
VCAN,2.9321556930458452e-05,-0.061890203014787766,0.06190956467977472,0.030039248581338104,-0.002648000657535416,0.02261488910577442,-0.04483284230172175,-0.012320704561363909
MMP7,-0.02949100856051534,-0.018915194018425823,-0.0166613058134082,0.06611278178231372,,-0.011064735302886142,-0.028340931542516275,-0.01231586073333944
PTPN6,-0.0653261612507183,0.01525189028713922,0.05708745757865368,0.0011590350726459013,0.07463557379046937,0.03367457569570725,-0.03612790523798357,0.0365216590871092
PTGS2,0.008823751287066592,-0.0021124165634629735,-0.034256145446098646,0.01739463427118006,-0.048388654001186804,-0.03553358895553324,0.10247838981024619,0.15508431975254627
XCL1,-0.01722697363693851,-0.01035196371461935,,-0.022443409366157418,,,,-0.036169336008712825
CD58,0.028195846907617696,-0.014272862655929629,0.019732920745986923,-0.008163209350477428,0.041028367887710984,0.11751855852411403,0.02771553540790283,0.009880315502950493
TNFSF14,0.022227464828393603,-0.0246534938704736,0.010417189234984973,-0.0029726281359132626,0.11470133506789368,0.032202709904874435,-0.015194394706167453,-0.028637784211031005
CNTN4,0.1387813858622111,-0.01860434121891853,-0.03640206573939676,-0.030304926348453817,0.06195802968236464,0.08948458313131498,-0.026838489651851215,0.03098225194268124
NTF4,,-0.01309478076228524,,,,,,
INSL3,0.006631639711091878,-0.009514357703535686,,-0.01575659120613812,,0.33029725106273766,-0.021596612957791538,
BTLA,,-0.015102177131233982,,,0.10053809365474717,,-0.020882844885301878,
MFNG,0.03666750589136926,0.030063665597338446,0.08662671979476297,0.005353847360301131,-0.02014778884227113,-0.010227611918496927,-0.03358781664510273,0.004376027179439162
ICAM1,0.0007241311446151929,0.06180144664901806,0.08793936816506513,0.03307334559166969,0.01792055508283167,-0.012602806905983838,0.09302678495202052,-0.03141622326700954
PROS1,-0.026673277522164154,0.04096067524544927,0.10272727824665963,0.07170314003541198,0.06253253435523604,-0.06291277714757515,0.1098796455682527,0.02194808954166054
CLCF1,-0.005394054762218335,0.019942399910229832,0.038278729151832946,-0.0026704604713220226,0.028392991513771046,0.06286339090111258,0.11080235664238433,0.004195248019868097
PSAP,-0.07109551681935072,0.10968193144951652,-0.07991005235496103,0.046361677937383314,0.10312094781669029,-0.03443828550431341,0.032788526026227,-0.024216111006495563
EFEMP1,-0.04523862719392976,-0.004522279646674081,0.029524931786318476,0.02056813866547401,0.052617402750227665,0.00935333641368164,0.028591235761992857,0.024727903237496573
C1QTNF1,0.0031626409691958607,-0.006914508768004328,0.10884548693275442,-0.010318380379685906,0.025336931554009262,-0.05715152798108264,0.07419346572138749,0.07239154798531439
ALB,-0.02385856687297394,-0.01689138375907448,0.02870037654242549,0.09243733989021506,0.13909689135945227,-0.026599894719679235,0.04708446934704322,0.005199813216697764
EFNA3,-0.030430429712887973,0.03662114818262127,-0.07978170244345231,0.04050284696078267,0.13256832935562085,0.030418859019207614,0.06574751535054772,-0.0517224986229853
DRAXIN,0.007613055698597475,0.026449902498157592,0.09162001782364484,0.04517983951102649,-0.04460224525653514,-0.04526834436011018,0.011009794036917283,-0.009297540607366988
RAET1L,-0.012021825095168864,,,,,0.10350442949222782,,
NPTX2,0.06735670170803293,0.018188044779000597,-0.06884214969247546,-0.04252951544575406,0.060822620711832774,-0.019499010121734214,0.0234082275290619,-0.024413532061703623
FGF11,0.016824238777911903,-0.015971689408303884,0.07553942388996318,-0.019408294919461586,0.1231279492952917,-0.05302774331898523,0.11554631519707075,0.04810894650512949
CD59,-0.006853528667916963,0.00161612071534714,-0.06934743124304739,0.00011759010087085064,-0.08773941001457362,-0.023469527458787384,-0.08298718923870618,-0.01872187073803518
COL9A2,0.04040087803009783,0.0072714400511667485,0.006877642189464485,0.014741180720765535,-0.00854848997932995,0.08145060255302923,-0.028374076756842826,-0.05054269368613545
DLL3,0.09516932598836814,-0.0951058474653857,0.052468187396969644,0.016343483200694838,-0.062151815110240094,0.08087828847891038,-0.04604219060916226,0.0010614856738836251
FGF5,,,-0.02225423327221907,,,,-0.0048012665071406994,-0.03435278670807747
LIN7C,-0.0001496944583063723,-0.006815698573363135,-0.018847701721010156,-0.008816694401429065,-0.036643835196247226,0.025805619298096282,0.06727125540483977,-0.03796551695388707
GDF7,0.05748843767879344,0.017335097214064957,-0.03980918661761407,-0.006298555850805222,0.09072094110830581,-0.014481552484944862,-0.0033487415611920877,0.035659923397317356
PSPN,0.006981550906658155,0.017265292486992777,0.014675556011988557,0.007247256847565143,-0.01115880774600271,-0.0136898171796192,0.08596893227034742,0.05693492439245886
ANGPT1,-0.026695739447878845,0.015015289072687281,0.10228134334679492,-0.01931864399592443,-0.025329022730852326,0.02489298002820606,0.07617820760428728,-0.011219162239921794
PNOC,0.06908800276112625,-0.056371988790757194,-0.02764019624656653,-0.02758654424147842,,-0.015399746612390974,0.05259338069435848,-0.029040868378224744
