,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
CEACAM1,0.036215472556802235,,-0.048217139883463635,-0.0318641987628803,-0.014343782285972643,,0.03887478037661876,0.04097573271758218,,,0.031923226171589034,-0.03417668505968744,-0.008759944887621603,0.044313041759615625,-0.03785475485946437,0.0072307853396555676,-0.03712584188753586
PDAP1,0.05679758258851794,0.04368559065090352,0.011615589280399498,0.05901586255198711,0.032740834574033185,-0.032322122944435074,0.10367298149344795,0.05650328958217098,0.03212015922774686,0.0018973331194723003,0.003874554209459389,0.0389437229524303,-0.08468106772545601,-0.034559456080259045,-0.017650278432675526,0.036382011697925556,0.033388644128422136
QDPR,-0.036147021731950356,0.08994126197876035,0.06043853317675855,-0.008989235498112468,0.004753286378621468,0.07693033079446335,-0.06846600643921562,-0.00605791144039241,0.01514416799966558,-0.025530703728621366,0.05101858090454019,0.0026048510828927864,0.13702000578214252,0.13868032076411813,0.02547999114946325,-0.009162890559844405,0.0860470601824084
POMC,0.03919944179407457,0.047512764371868174,0.03241939931244112,-0.028411484118553598,-0.015042444527407843,-0.008980423307268842,0.11789384800223478,-0.016503222363283037,-0.022672113733102586,-0.025342573561931012,0.014285343003946028,0.06375702189467616,-0.0005420768420313413,0.040572108091865705,0.03721450524279449,-0.025957362649464872,0.03980534442576477
CCL18,,-0.025863624030654963,-0.055627464645575914,,,,,,,,,0.09355048543953139,-0.017664847838798625,0.05479687781130062,,-0.01953061922969747,
CCL17,,,,-0.032156828786156284,,,,-0.002475578676815452,0.025223973103047678,0.021010211497577595,,,-0.03314014203100591,-0.051050996774777174,0.029532434661685016,,-0.02418538116892253
VEGFD,,-0.029140744739563847,-0.04604164513231189,0.021356624115982648,-0.01372331877267909,,0.10586777318491354,-0.01889921912602773,-0.01064386914394156,0.05345278660102769,0.0057317988970807,,,-0.001405797956687844,0.03354535370916415,,
TNFSF13,,,0.0022424579663939126,0.00438067108481339,,-0.011844245233520814,,,,,,,-0.022044147450769883,0.14425426688600032,-0.007728781702115481,-0.017818288042638953,0.043004309738195585
WNT5A,0.03590006593603794,-0.037311275600947276,-0.02740604014998802,0.0010493205784007766,0.005458488402199533,-0.03630047785022557,0.13493389148515736,-0.07586087399511782,-0.02566344576711421,0.022302734770415535,-0.09577377556014414,0.038831517584385744,-0.04576079172917824,0.04485007454814018,0.04584619529014654,-0.0012100784398686064,0.01709450282368839
CXCL8,,-0.10544499427285035,-0.06973820801028442,-0.002785633237756418,0.009641061300676849,-0.01684767063693887,-0.007240100945202946,-0.04030913058233846,0.01815801899118836,-0.01994479050210618,-0.0778284818379594,0.026270570539625053,-0.10887276243250663,-0.16553511313231592,0.032783936775848524,0.017706661122309494,-0.04116962961418272
GRN,-0.10169757713899127,-0.009294539155033319,0.04633973073596892,-0.02170955508559216,0.001610885629242355,-0.04001501208631541,0.10830267757026783,0.006301644091954321,0.03816582431643631,0.06167538583868829,0.00699822638262656,0.01494117161970342,-0.04209829312075102,0.009435796441709183,0.02851657120402566,-0.0157356826904751,-0.054253312875613635
MIA,0.06440031292550877,-0.04195953369026203,0.01746241013155194,-0.002149933845412289,0.01946854039185178,-0.021416679677703873,-0.00973561874283947,0.009207432809193755,-0.012105159573263751,0.0406925318717965,0.03855802064988032,0.04037668313385255,0.2852936280893297,0.1880000723793971,-0.034321499041318704,0.008571142768101774,0.19075392304450237
COL4A4,0.05488632501610999,-0.02933524525122759,0.016167819202273715,-0.002050132707606925,0.016431774632028686,-0.011269276056015137,0.000614283640127914,0.011277398968494019,0.03860967861070442,-0.025444039756768247,-0.03209431331242814,-0.030636606490232778,0.1260375678451566,0.02299531730583402,-0.04075796548981576,-0.031978764269037736,-0.04554352690250116
TAC1,0.04547880823340057,0.1448373163083707,0.043060342245198564,0.005332353456512754,0.09266068982300431,0.08819418790280181,-0.09742323911768833,-0.026574443573585488,-0.051411021526437936,-0.0450921634349977,,,,,,-0.027376186832864358,-0.03179414281961693
RARRES2,0.1155885614203215,0.011017736942345027,0.07537767816584524,0.03404746205490463,-0.034944542369183,-0.02348576062233733,0.16273042683499986,-0.002802258237256079,0.012580512076196575,0.09152789250796559,0.02387707206725123,0.07706170436215613,-0.02132272410153341,-0.09853017643282722,-0.011047912111472574,0.05799856100447151,0.005037406535729243
FGF7,0.08352933211485586,0.0972194308195876,,-0.03647331777444254,-0.026276164324697444,0.025266537422542895,0.03590843091301052,-0.03441385098795639,0.047678305349851735,0.058443289792734186,0.03469595555876587,0.05725718798022068,0.035824033109651085,0.020975991865330834,-0.056356668050295426,-0.05718392275698739,0.10255392467540976
EFNA2,,,,,,,,,,,,,,-0.03883592487769994,,,
HBEGF,0.04147029815056484,0.027565567197949465,0.03938000391806316,-0.039131554181628725,0.0031643788544177412,0.00296986563234557,0.03739056037733236,0.0027448324294133404,0.02457535366770973,0.02719697558688254,0.11488148860180511,0.13230391709889633,-0.0011805998092047003,-0.020587065609453795,-0.008949235143689302,-0.005311255625215709,-0.10537377381034654
CSF3,,-0.029335222026426296,,0.07986695891226019,-0.04572248187768248,,0.0215382539196325,,,,,,-0.06057211992286797,-0.07513358360092567,,0.04547040314225334,-0.025463475335460513
PI3,,-0.034751944987456464,-0.06131526840277903,-0.009276564013435542,-0.042097612332233664,,-0.02159905975145314,,,,,,-0.13355731627293965,-0.19600239509630726,-0.010955694793527529,0.05533215852199772,-0.024525761705096804
PCSK1N,0.037733627938822296,0.14134452303083037,0.08543633067089322,0.011176628459558031,0.04215427901739962,0.05767186698912689,0.0018078833925114796,0.048501337110615994,-0.0038531513414440588,-0.03431607350446486,0.03739437591493513,0.0303216838280211,-0.04482972822309218,-0.04508198351891255,0.03508362081437333,0.007546441910904761,0.07906892924039492
NTS,,,,,-0.04597144285242528,-0.013757225592717132,0.019813458497736768,-0.008423219810624884,-0.0031869050299955536,,,,-0.048775180831423307,-0.01937205209407776,,-0.009450436466551191,0.11351490204596706
SFRP1,0.020941197065965735,0.0567574918511531,0.01886095617838876,0.004472955580202643,-0.015655930158813187,-0.0023154630982628343,-0.019569808405988473,-0.03928376532911439,-0.014510829946138436,-0.014436309498644872,0.011679960244574626,-0.020299363846281736,-0.009013492060823323,0.06459882897526238,0.035562585993762004,0.012827576560041036,0.00945158896616535
CXCL13,,,,,-0.015515226722745178,,,,,,,,0.0132085616102004,-0.01179941137041521,,-0.03710740521664265,
MICA,0.09826071255457136,-0.019948873503512446,0.011737342077806516,-0.02366012829483124,-0.005784381880015315,-0.029200162565485317,0.059539056783359356,-0.009815882392472074,0.037367063327584916,0.07749032373019347,0.02536717610117011,0.03871997771843456,0.048082555251493304,0.08547168247871663,0.03474691727136459,-0.01326558197155906,0.05192558562008791
TG,-0.012950467126963574,-0.02338485420212009,0.08345989419951859,-0.030279109464206238,-0.008091881029719155,-0.01587946492128727,-0.004306782969048956,0.10720436472281954,-0.0105014245112257,-0.014532619063163091,0.04474984006158762,0.04970074060615506,-0.021876609299858813,0.07608690610398933,,-0.01872229839011509,-0.0034866912513227244
ADA,0.009629917828181551,-0.034582379072413766,0.0788681433937018,-0.02056814263176834,0.02393935789771203,0.016554254438739358,0.06680339140097419,-0.017634398155914516,-0.017055157931351827,0.0027218612455894545,-0.0264098598855603,0.05137238068943111,0.05792538033102938,0.05406492760567049,-0.01641275715832544,-0.0009734067627047041,0.011628663351803483
LAMC3,0.06418042839508394,-0.007621949234135429,0.0844604653563429,-0.012264540335466994,0.024349040443055657,-0.010444522000599867,0.0875105338521778,0.013373039923162735,0.020273988791975613,0.02918842529903977,0.07150035002215006,0.027522200560140323,0.051965478787906166,0.04757452061751595,0.004067676975525788,-0.020542563129956892,-0.03901662603162275
CCL7,,,-0.018029492764876358,-0.021891747764800563,0.05375433791621025,,,,,,,,0.01287938305524643,,,,-0.026683253857467767
NGF,,-0.016900855307068276,0.020728660146352454,0.0009277698467691163,0.04334092989874146,-0.015153268677728003,,,,,-0.018463845545840008,0.044976590185808,0.05748756061751834,-0.01660593879221819,,-0.007782120542075739,-0.033960442682147436
TNFSF15,,-0.02090846729915547,,-0.02437753184777296,0.008208531499856278,-0.01839939027218648,,,,,0.03381722770823729,0.00246650527604678,0.026486861021011342,,,-0.014126377647549404,-0.029218903993184976
HMGB1,0.04917151032400626,0.031173094496903548,0.04927841913769291,0.021334227526064498,0.005584486324674052,0.01286132714244551,0.17244476746276843,0.023947656224426968,-0.024516467177890935,0.02868604639572445,-0.05748889459703228,-0.06496580863345476,-0.08636975802280762,-0.10021040926310588,-0.0803322394104536,0.09337473066624605,0.0902548498821582
ITGB3BP,-0.02688580643622053,-0.04020020680783064,-0.03569428583531096,-0.0200581229552405,0.04673047290205109,-0.04985832565820298,0.14064075745780416,0.007970621180988237,-0.015753641696441528,0.06559494381762795,0.062125562459585205,-0.010330910167508249,0.02611928529978531,-0.03842046805678075,0.00038199708354564444,0.05074855747766235,0.010915708432189017
AANAT,,0.06882270664093053,-0.014407814475618803,0.00411725010799973,-0.013723320731760186,,0.034962521389745434,0.0010503773880570716,-0.012105160246583636,0.03169462310840574,,-0.02523846839171789,-0.0008329814484243818,0.024874639643771512,-0.041661718648436034,,0.04738736195301907
RELN,-0.03377262979928632,-0.029140729614311273,0.013446424316550949,-0.006685112553174701,0.020276475549093727,-0.003942024572114385,-0.049537990488964,-0.019208260004377378,-0.0033397399253604844,-0.026538511591342136,0.002857169404605342,,,,0.1374390676561948,-0.017063133289808304,
IL15,0.016063385411854817,-0.029721025356032132,-0.0020085108660072327,-0.022535723231767568,0.1360293440316489,-0.013092260009773062,0.037975382562879044,-0.00468160081306951,-0.026017956468115624,-0.02223245162539766,-0.04681888252672498,-0.009790350025581795,0.03714422187817864,-0.06337197483330236,0.012265845486646706,0.06074647103045771,0.09059245418451618
UTS2,,,,,,,-0.024932321305633928,,,,,,0.048398910186190865,,,,
BSG,0.09180633580926004,-0.005554991766169885,0.16535034393341527,-0.02904092320028482,0.03417336165282663,-0.0065198987906253435,-0.004924314737308822,-0.001116577209608835,0.0027304209777149315,-0.018050240947574486,-0.009454955084021457,-0.005974123284762721,0.1418436098604059,0.0029637527101188557,0.018580442506985293,0.034614722996797596,0.04205202452318117
ADAMTS3,-0.023886527977661776,-0.04465732189538551,-0.02085787880921125,-0.012557305017915478,-0.012810964665829759,0.06591641278615311,0.09302842632059613,-0.009886324153437048,0.04177277817090091,0.02564104639592694,,-0.006758372829867805,0.1064831455752853,0.06469050977933569,-0.01651270179156614,0.0023549476386565036,0.07468205157092173
CD34,0.05288311510586378,0.09322199289572347,0.08762109098648126,-0.010650778512119015,0.007249362967576464,-0.011567754925825586,0.08186291333126068,-0.023724171952070303,-0.02264842614092722,-0.023592486430467473,-0.011947609884683791,0.02031115707147628,0.046976904194404465,0.0807151583836258,0.03732925103468521,-0.03249486738523913,-0.03881773377853582
CCL23,,,,,,,0.07192173452023044,,,,,,,,,,
PLAT,0.07614241146437922,0.012115738854451807,0.12193828299982538,0.06233515657382798,0.039022995000985564,-0.04114278729451222,0.1307584452239571,0.012024916893186124,0.0710691255967724,-0.02873003482567885,0.09842718449028187,-0.03060125425304205,0.13945104504722927,0.20179417524854454,-0.045417718039385796,0.01252480409440657,0.00425717951542114
NTF3,,,,,,,,,0.03865147830055559,,,,0.043724592992172524,0.10708187521618177,,-0.030516522495010728,
LTA,,,,0.01344891976931078,,,,-0.015478694337510207,,0.07159232645581062,,,,,,,-0.015006659790604239
CKLF,0.018396345606743626,-0.0035472953565641656,0.11278985452696705,-0.029637829824791444,-0.00553460408623358,0.013679632037444732,0.13786028461662664,-0.010626771391350272,0.01163480762818626,0.04439096508439998,0.059955128079690674,-0.03380023511863703,0.06734362233396168,0.12690402219501978,-0.03467683757850372,0.025068879206708247,0.11173031921143023
CD24,0.04386430162500067,-0.049606748310075076,0.059607353537978094,0.015963772871631168,-0.009851839472858205,0.09042443503724153,-0.036213630216068854,-0.021058140671497437,-0.017605047855588512,0.016865119065071536,-0.0727288402160135,0.013119057657846711,0.02928236488060266,-0.0029766992157222996,-0.04441663125691221,-0.029436826087060455,-0.003414424029310619
HSP90AA1,-0.05914961103511634,0.06055846015781082,-0.07545162332137084,0.037944924423066045,-0.02364741044527024,0.051120246495633605,-0.12223918541278189,0.07021814717626024,-0.004446596641055979,-0.059729828116825305,-0.11628497039106521,-0.10944301301726005,-0.23202281050507942,-0.245460034404299,-0.004357011616454795,0.04313499289090974,-0.03677948797195684
BMP4,0.09327524247450851,0.012498637586334843,0.03180067861361954,0.04274927738948793,-0.026632320723849034,-0.03832793695998703,0.022680492821124613,-0.008442433115439551,0.01534348236055004,0.052288677359404775,-0.026445852915145892,-3.396720651158167e-05,0.11540864613297235,0.1316076486175134,-0.044181245009477496,-0.01803112660173564,-0.0023863727865904515
SCGB3A1,,,0.03970354800942703,,0.027278624355543898,0.07191601605832894,,,-0.010210821064806605,-0.015513512647321115,-0.020295164439260615,,0.12760465763524884,0.10406099080337844,,0.008561120536325954,-0.01770134863296855
IGFBP4,-0.01697788211161362,-0.03971815890543312,0.07797509545413558,-0.0662358756051089,-0.025269367024273914,-0.009822841577475564,0.07953435411800988,0.018933443363462386,0.03052747725896616,0.05407845885956016,-0.03447938814889409,0.06580918200658267,-0.09017128829516347,-0.12166137563784334,0.07022992549066069,0.03592632619481632,-0.052344078006429186
RSPO4,,0.11826554548606677,,-0.042947799237101306,-0.018862225707812017,,,-0.018002663833450335,-0.01021081957124304,0.06063079696236941,-0.040212425268780966,,,,,-0.0009737741825262382,0.15175775364611485
LEFTY2,0.05259483864244652,0.08392721457968831,-0.00473151365043451,-0.0022294372966943986,-0.029277090025326715,-0.0375281012016241,0.07593718323217553,-0.0053842486505000006,0.09083114217263609,-0.0274457166355749,,-0.01024228323465808,0.08908350668102022,-0.03536081971702523,0.006512171854118436,-0.026867625855497897,0.13356144615029208
PF4,,,-0.04484713510159741,-0.019100118631640493,,,,,,,,,,0.013560010088956518,,,-0.016361921252876836
ANGPTL2,0.09020644838501927,0.023957806786822786,0.03139926005650637,0.021175132747235908,-0.00012919539279977155,-0.027933090940147398,0.08645672075058736,-0.050722626967904305,-0.0025123081621995155,0.09231532611616211,-0.028932626716681245,0.004963321480848276,0.12542759446658244,0.11203109485418776,0.002950169858916404,0.0022868337319600284,-0.008688122539771559
LRIG2,0.03402036169597637,0.039115186109449834,0.0428461569851417,-0.030087980167247536,0.06040051731370954,0.02041318908597638,0.05290915543882849,-0.015091132461537472,-0.02278786331511248,0.05599266574315976,0.01910687684365824,0.02224592883024797,0.06172032243358431,0.11135562630624217,-0.02437293665082255,0.043488938278087585,0.09198548724889702
ICOSLG,0.016311153768310882,0.024883095332053698,0.012636012351360235,0.03242290271894237,-0.03596561641163443,0.0013913309240707933,0.002950515093507873,-0.01434707563197903,-0.019378228758351365,-0.039801191972139376,0.10444910989064096,0.008844027073869871,0.05948018986939168,0.13502757489445402,0.04175642038856657,-0.019535240119100034,0.03210065675328581
WIF1,,0.1031835582225059,0.03760603726825218,,0.06166964366116565,0.07311856131838723,-0.09530724748069358,-0.013892229274892596,-0.019214648331259323,-0.055587448129196866,,,,,,0.001837656017472525,
NPPC,0.035110943231773016,0.04979430990028691,0.0377910692486013,-0.010519024501001582,-0.009671348263716316,0.0761936774555407,0.019730538784615358,-0.027099325243476358,-0.014190540399616557,0.0045731326762458585,-0.04188636094596908,-0.03022043847622098,0.01391961920030454,0.11307773292563501,0.011170825857323749,-0.05990663841995498,
LYZ,-0.04937407831169659,-0.07769768236515014,0.001676978089508578,-0.009604786641633426,-0.014521305623970932,0.031577901314502124,0.11254057783130961,0.0035368651179884044,-0.026017733990454976,-0.006479192168660872,-0.017736458167449357,0.005428600636327802,0.05175542955078379,0.09135660569797394,0.06648915649630377,0.01092999316251666,-0.04404560966928038
EREG,,,,,-0.026543627001633388,,,,,,,,0.04333175953300084,-0.026965904205128417,,-0.02460713726801059,-0.03490730785297256
SPTAN1,0.034375071170171856,0.15019895778166556,0.12686933605260609,0.03621750372523013,0.03672563173051768,0.04888480202954431,-0.050264961882291945,0.008159679820336881,-0.03101716013640585,-0.012532154185205716,-0.09136464757624205,0.007598786342230767,0.05714945710088774,0.10592358413414736,-0.050706921062348836,0.05496134359900372,0.1068067872251462
PTH2,,,,,,,,,,,,,,,,0.01683716017243532,
LIPC,-0.016104969827359195,0.05522758874200423,0.023808633614619566,0.020081349791147885,0.0019257849204374125,0.07143895983000248,0.0036910136797626645,-0.01730138523266418,,-0.03492510675521571,-0.06378920282825058,0.044099468639830885,,,-0.005198209929917183,,-0.038761303333634985
COL8A1,-0.018377288818930373,0.008876587736151565,-0.030760976704747135,-0.004494596574124531,-0.0597022032276871,-0.030961483602784612,0.005442069286573107,-0.00394626096710075,0.024339691031610395,0.02618927005149582,-0.008641622881455485,0.026649545592247147,0.14596130307471883,0.09033939800462551,0.018669040289131005,0.057373618514992925,-0.0449023166631455
GSTM2,0.010221039034507006,0.0272423805653768,0.017053410160321116,-0.032233557292689875,-0.03697725804007295,-0.011071268745261416,-0.017221569865699345,-0.0005109854533259131,0.019143852664219946,0.03682193718839847,0.059406443775356144,0.0026517646196964418,0.03816769188863024,0.025893778038009473,0.02853166681681,0.036647382836318555,0.10297503268681821
SPX,0.008356502431933387,0.05517852829390985,-0.008282126447307216,0.03529866033373175,0.0633894128795547,0.03771855612103489,-0.06162714381646814,-0.035549822091092975,0.03690881520292027,-0.060538031916605894,,-0.024442777001963782,0.07099397861891409,-0.015642547518766623,0.05288802207099591,-0.04861983547424924,0.23943483195122148
MFGE8,0.03147045036051189,-0.010176678387278103,0.05842532949867975,0.030587141843587594,0.07541708237554198,-0.0386640688831332,0.06914907838700493,0.04948156077591208,-0.0016622342401895474,0.000688750053160877,0.04670229478641911,0.06364378309404309,0.044721295567859344,0.09206746404107978,-0.04582603535502619,-0.014097572234309927,-0.055899678681877535
TGFA,0.01417177036861643,-0.05106019827153255,0.0740341152174391,-0.017308522919316262,0.0032152439233749455,-0.016588394913942765,0.04348571654375076,0.0037785544115409094,-0.009683273821914596,0.05010278817902795,0.12395221190393535,0.0280312323368789,0.06699886314569586,0.09616136954092332,-0.00412135834358893,0.054378314770644545,0.03767879464382866
SLIT2,0.01444372835131557,0.11013672577564192,0.01976596388594806,0.036056423031732544,0.03832051179774701,-0.005878999845373381,-0.06638400836097404,0.020786179686092227,0.007018362353003512,-0.043389934433125596,-0.03348714862975705,0.031158250758445513,0.06543394804763403,0.008835801278902955,-0.0018389500114302057,-0.01754459980048587,-0.013586255433662325
PLTP,0.038426943934079166,0.0015538787462530113,0.08374050072188266,-0.07693185676369162,-0.03389938571986709,0.026069299960070322,0.08135148826794539,-0.008974765436630497,-0.023063781771333818,0.00724866018662348,-0.02796212028940985,0.038251910844351894,-0.04848979757704515,-0.03833534073746082,0.03178062565162962,0.021857315136233426,0.013347694933063663
APOD,-0.08581712014032812,-0.07679847768511408,0.1130905026694935,-0.03233456994063911,0.045845612392665644,-0.028665654644778216,0.08898517463727718,0.028847855687109788,-0.03667386491691938,-0.03892809477931875,-0.01938418141737,-0.006071676231339851,0.2509128967280617,0.23064176089307148,-0.0003931244092497521,0.04260852842921527,-0.07868341943175068
B2M,0.10081219845440843,-0.053554005224918835,-0.0024719248203151868,0.007902669592648483,-0.05273929869474245,-0.07483177385349647,0.11814513794340566,0.0282803953352364,-0.0022683010219730335,0.03393357809292568,0.12455005744717589,0.10538317753175462,0.0854036660526582,0.0882618810093857,-0.01846894881335742,-0.004867747369895702,-0.10488379573493486
OMG,-0.02405811066185532,0.14840828072549136,0.12372545499974572,0.03136913118910718,0.00548290638955646,-0.025384128293959692,0.001466064971532447,0.00854547251178443,0.027648860159925605,-0.03089474809008575,-0.026979447349649237,-0.043145017072934305,0.16830422965406971,0.20990544771450445,0.0669784239208687,-0.04795622208442733,0.15966494627744388
CXCL3,-0.0046722045140621905,-0.02143548066219849,-0.05414540879743096,-0.018822572470929402,-0.003808521694868034,,-0.03540847919400353,-0.00931394000175483,-0.010923418612008556,-0.016011393141128916,,,-0.05800670405596539,-0.044467387407960496,-0.02933820233552294,0.0157263670000466,-0.018952623356193896
CXCL10,-0.004717988487568097,-0.06941515006948216,-0.03649977602381068,0.038595640780603534,-0.037396440375879525,0.023260792356566203,0.10606361830640136,0.06793986744690904,-0.016593472375227084,-0.025444041364205038,-0.01831637894889239,-0.04076373885294756,-0.03323050214144789,-0.03055906970653262,0.017154602457598585,0.02868347493815269,0.006521397923595791
RSPO3,,,-0.008327844024412303,-0.008873821004268662,0.02221089822145289,0.05398760101235197,-0.04428386689433888,0.09148828163127729,0.017149062911543677,-0.016731597243105335,,,-0.007999836942145368,0.06542747134313572,,0.03846050973745116,0.03314077692279559
CORT,-0.04153501711585582,0.028458117025512306,-0.018069145990583815,0.00519029294194652,-0.0060746069941121136,0.07297480625184584,-0.017922062001106468,0.015820296468680252,0.03426245972824125,0.0027992022665916825,,,0.07774138788381978,0.1391000518733131,,0.015226712171924693,
NCAN,-0.016998576390257928,0.027196956341971182,0.10691649410225566,0.014556306745317518,0.05030207120850697,0.008016169277861881,0.06619142713564449,0.014397157866597952,-0.016845030364981115,0.026402456994263277,0.06669400775409522,0.06373406536469291,0.18360035881886,0.21164326504053338,-0.00749209826577079,-0.04682510012227142,0.1288999782255606
PRG4,,0.0455453689029507,0.03780780868112636,-0.021891751176304482,0.01432553561828072,,-0.03836186007622866,-0.02300668970058394,,-0.01956200301224353,,,0.05645262005390914,0.05334435021385366,,0.021150827112130142,-0.05448144247665246
ZG16B,,,0.02454705329054659,-0.02540805459560186,,,-0.031987693731214815,-0.012299227783529081,,,,-0.0018868530737734788,,,,,-0.03376370724519556
TGM2,-0.04982693798053621,-0.010503356730162028,-0.05684888616937972,-0.045941099604151145,0.06784506833801729,-0.016690309843508354,0.0021627976917088882,0.04481623548819401,0.02087696053714349,0.011991689577492231,0.044908437533490775,0.05342603104935532,-0.030080588104722184,-0.05255103081290465,0.04007887237689909,-0.005049334418006044,-0.030925211947785258
VEGFC,0.05377528859045718,-0.022667540681906736,-0.038040726735746606,-0.031711151013201835,0.017540894681396618,-0.026839290945498036,0.003262867331480322,0.04866135167810539,0.01923860812357924,0.04648257313640113,0.1081869898143745,0.1003196009919738,0.011034994523316967,-0.01987901940408368,0.05373504787008611,0.012490782444055186,0.020228550895862066
WNT6,,-0.028748480413383858,0.014123354862467503,-0.01082448276400922,0.022991901613320303,0.04175446698464087,0.04616419115463685,0.013622492820332996,,0.06129053405373514,,0.08164394438996256,-0.01881883253997825,0.07069281559210787,,-0.026220188631824348,0.022636110849931477
NRG4,,-0.021424387415933246,-0.0018372702128941786,-0.02664326263883399,-0.01862409985712437,-0.016439119140932643,0.018751607073867634,0.023473318804444986,0.06046331770203912,-0.0232901057097946,0.028908172221579674,,,,-0.031073591625375555,0.01722015303518022,0.0035646772955613406
PMCH,,,0.03754394102450585,0.04692709990561292,,,,-0.01800266296462736,,,,,0.014959992985427556,0.05923745609626444,,-0.015021003184684408,0.058951792295994856
COL9A1,0.02105210293489875,-0.03337652233880215,0.03532597704728746,0.0362828966092308,-0.04559778146514053,0.013792100110081881,-0.010660009813828633,0.04143085104539647,-0.02162971651535572,0.024444812381625294,-0.005458340850625479,0.0075358174400014955,0.09532012664046281,0.18578456979297026,-0.006424860458204685,-0.030404372013749053,0.14356764803734584
GDF11,0.04962802393909595,-0.021701069980735482,0.006512354205319141,0.05244094144796917,-0.026647791408784538,-0.05660206015785288,0.05972357838418801,0.003937898980823737,-0.0170621051833916,0.05885279483706069,0.07744127011058494,-0.07692600230077744,0.045551138015142795,-0.015912733944072013,0.02038445928081003,-0.03902490410615103,0.0371035645390894
RAET1E,,,,,,,,,,,,,,,,,0.05719498894280362
IL24,,,,,,,,,,,,,-0.03764081752814825,-0.03502825673190036,,,
SORBS1,0.03813308485929,0.03800225586337218,0.00831921170943602,0.0528464046304642,0.009053536698263913,-0.02388415582467019,0.030311073233967697,-0.006967156400718489,0.017529031355850766,0.028643022975688142,-0.01757023739654413,0.01657491987821238,0.01522011692782982,0.08625685045359395,-0.027898617937903356,0.044702929099095096,0.018270048564045863
DLL1,0.04941560956106787,0.049445289471823466,0.13569006205840195,0.0487344598339775,-0.017781288871940425,-0.05585923048149864,0.07916410013448971,-0.01691379220679831,-0.03208437271326443,0.05529891345464374,0.031291374104966505,0.07578637680321877,0.1618346405287441,0.20517803139378069,-0.006915854476289335,-0.0061995998296716735,0.06764463055297346
TLN1,0.01656237819667798,-0.04455404606319832,-0.0008988071842826282,-0.03477813329526867,-0.009901832445635292,-0.04859419824837641,0.09429918421107117,0.014614210372894313,0.01739193932371334,0.03816667952448748,-0.03778987413226027,0.02480787437686696,-0.08826658028276749,-0.034945069697966014,0.0025049937573609466,0.010934011649062055,-0.1018365447245337
COL2A1,-0.03954301807022023,0.030868977195416803,0.074587520613139,,-0.011678254599339516,0.03607545470164206,0.011424979451911723,,,-0.016254851225553778,,,0.022155344602387956,-0.008596351373636783,,-0.03164416314214775,-0.016487273071025023
