,MGH258,UKF243,UKF251,UKF255,UKF259,UKF275,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
CEACAM1,0.1065577043275863,,0.0070991199619733466,,0.019186639053576704,-0.018361622339191235,,,-0.03240280356309533,-0.02653576691275882,0.026325987258657986,0.01767162825372103,0.003513320751827962,,-0.004759886574832836,
PDAP1,0.08374122011529325,-0.017470550214054994,-0.007321738449492374,0.038537261720603046,0.050318103148941994,-0.012119338676356891,0.003059808737509213,-0.03648161010153271,0.02703363794612574,-0.02322511545118022,-0.04820989001821313,0.021663078763101515,0.009723777036447938,0.004079398789816871,-0.00327355467701221,0.03542580295008996
QDPR,-0.08951357609466608,0.044431605768157315,-0.07102832692059793,-0.021053533640463033,0.03363749301132858,-0.03094689932686728,0.047009273693522285,-0.08733123967143483,0.016550548307566117,0.055007804006234916,0.008557358488105878,-0.12005157133280751,0.035224115784598706,0.09511159089304765,0.007651266377068175,-0.08523380648529844
POMC,-0.03648827607292982,-0.030447361613394456,0.07508700475740436,,0.0280587386784648,0.04814959641763943,-0.027788884736507015,0.030392278977834062,-0.0005528088346526632,0.049743214160053735,0.06384308396101056,0.036199770419238955,0.026051495216399177,,-0.03065782002856408,0.04059173117850179
CCL18,,-0.007060398378900957,,,,,0.010370638045480118,,-0.022974120479430146,-0.0029518798362033,0.10842431287349755,,-0.026078571194007406,,,
CCL17,,,,,-0.014783243331360302,0.06087443320280649,,0.0019157737412747388,,-0.01882584225738115,-0.02174968233211423,0.050436735181807836,,,-0.014944091202983442,
VEGFD,,0.049156217073660406,-0.0213094366381197,,0.05486010747069913,-0.015513198156682288,-0.02567136783687752,-0.019011875342836097,,,0.03964935151111014,0.0631669116261692,,,,
TNFSF13,,,,,-0.010197150391216844,,,,,0.1451494897437388,0.04026050166092812,0.11354256212288372,-0.01979425509686311,,0.06470198488961884,
WNT5A,-0.022879658905507545,-0.006816205904201286,0.03012742877446957,-0.04490656947985619,0.03965961209660268,0.013499350703518402,-0.037483979054970896,0.08601625119340968,-0.023402799692728155,0.06172915534946444,-0.04288831013246086,0.07931007822823745,-0.0233888521382399,0.030734581476717975,0.022723893029883185,-0.03477784508443806
CXCL8,,-0.020503462418800793,0.044494902695571464,0.004071781956138791,0.012986844374634881,-0.0034803977845041423,-0.03618908697902077,-0.05716143452729188,0.013118971569663901,-0.06391863741658503,-0.05289040079298322,-0.014395883230164046,-0.03672792885156167,0.036553303271397455,-0.02305624015002916,-0.006131833608399109
GRN,-0.027003300453222277,-0.0011152612168109975,-0.007075333681811671,0.041747258454730096,-0.046134989063800716,-0.0029925039864313343,0.025375438679585388,-0.027728952021349448,-0.07137220982300982,0.034155519093138714,-0.04873003028437583,0.03476215562125905,-0.035589528608435735,-0.046907144100035825,0.003173686572654528,0.031556607992475866
MIA,0.050260756978836675,-0.015327285441593464,0.0697394140080866,-0.01637239726881535,0.02525672928565153,-0.008721774941370735,-0.02393521524251222,-0.026037634549876808,-0.03370217991204024,0.1047499031761251,0.15176235442769154,0.042301010335356305,0.027320004336084804,,0.104606645289184,
COL4A4,-0.021582577003994047,0.025529058620045425,0.06448442871220558,0.011120210777531675,-0.0010749771387359604,0.002705594757784446,,0.04281634838965502,0.06753976584283414,0.011313643539602722,-0.04684287987885726,-0.011919483793381553,0.007280780672839426,,0.02411664961305677,
TAC1,-0.0186358328995325,0.05739145050842472,-0.03744687538956471,0.04090705052186652,0.020917113008766343,-0.07064622770183215,,0.061450180178625816,,,,,-0.005504567311629187,0.050877536849252496,-0.019645527465474467,0.15518062383731973
RARRES2,0.03547973558213427,0.07106703913354483,0.03520195827705493,0.0742691030931703,-0.04199486108186935,-0.03166418835403047,-0.03235305381144537,0.04120203716367413,-0.050710297403849545,0.05045814948718685,0.013511066473409257,-0.009538509792906984,-0.028605515491098604,0.13133484442611107,-0.019818060656676625,0.04809906137419791
FGF7,0.08843017940397443,0.029098001714808506,-0.02405163952998175,-0.03435148638607744,-0.026204670436353026,0.01701803428093813,-0.041805020088544316,0.02572812277879593,0.05828099146306966,0.06919827464185598,0.06794515079244919,-0.055563484343580716,-0.05843512413082217,0.002369440089025064,0.05615504019889756,-0.04181842925357356
EFNA2,,,,,,,,,,,-0.012100779218455145,,,,,
HBEGF,0.055565364640720885,-0.005859018641267198,0.008339444363344396,0.0737152876379072,0.032769954659243206,0.05320274745103889,0.015054830363256166,0.0551409512349529,0.07587421238000053,-0.0021034536594399483,0.003626695214876427,-0.049006892889724936,-0.001860460284308648,0.05272666518883927,-0.009551384207559493,-0.020437562331101954
CSF3,,-0.03468616519664052,,-0.03223015431059102,0.015559442019173874,,-0.03856676949868659,,,0.008071504583327551,-0.004276666714698919,,0.019410825623415142,-0.034329541379320115,-0.01573382263857014,
PI3,,0.03116870064299296,,-0.01725367334733211,-0.002446737478624223,,,,,-0.04891473352779594,-0.09015478651346569,0.0010707216710682942,0.023187404938086256,,-0.034184369543470726,
PCSK1N,0.04718569513852924,0.0480077824620437,-0.04392180140120321,0.007715567302411015,0.007669075580139272,0.0324523463666503,-0.043969572996418564,0.012273699432405125,0.027398063625041862,-0.04413637223503011,-0.018109097447981542,0.025503255282487237,0.06431147682745302,-0.06775649391743824,0.011355326478854363,0.17938704205446424
NTS,,,,,,0.04607476398661031,,,,-0.043918730288514285,-0.03387577802634326,,0.002672751478876475,,-0.023299645844511673,
SFRP1,0.03990785519537773,0.035638486558103075,-0.009696477960849534,,-0.012898951232045692,-0.014167047707299379,-0.01930302501009066,-0.012999633209562055,-0.0381124159152053,0.0891472651563008,-0.02986262069152297,-0.018346656874470343,-0.03120241571147943,0.005694981832247525,-0.022758221103383745,0.023789260298388005
CXCL13,,,0.05894107901238629,-0.023402905591341505,,,0.008763860562149743,,,0.02029551247095939,0.03804381905556277,,-0.032011870342087356,,,
MICA,0.01861400807472822,0.039435986420958906,0.021528083771688987,0.055400990107883595,0.012193293148972049,-0.001461370234238112,0.0033278121490786018,-0.0024125422835329573,0.017593436661812588,0.03476341156191798,0.052108990381924146,0.14114478924762497,-0.08042487816909441,0.0686151574056546,0.05090699720010181,0.06278305994186757
TG,0.06309012312168509,-0.02058982934786266,-0.02023078478208352,,-0.013920012014958398,-0.01466935787949921,-0.026156952080858553,0.012085183618241489,-0.03740723944062942,0.09514505068191167,0.05619787271221222,,-0.020798516077790454,,-0.030683955251980432,
ADA,0.12039501330378938,0.0018178880137889332,-0.009403701710774795,-0.0011677867414453668,-0.04355333014580283,0.04255001195364379,0.006949156960299727,0.009850171370940715,-0.0008132492737921055,0.06106960688214273,-0.0241123286830069,0.13166134774342256,-0.018317445680429797,0.011723601512882802,0.04673755839853255,-0.05116623367849942
LAMC3,0.049243052378988184,-0.005848809506647694,0.058442647952075655,0.06388890891134856,-0.01375401148853568,-0.003044453615828631,0.03556718979303789,-0.03638462695404443,-0.01745990535288194,-0.01222183180673037,0.0051442490243028705,0.04494355280791116,-0.0643789690981978,-0.005828136862420075,0.022657277086002573,0.06699554858061062
CCL7,,,,,-0.010064146446403785,,,,,0.06446154019846095,,,,,-0.016487520971997273,
NGF,,-0.033323214760323336,,,0.056712667815034076,,0.04072189041709384,,-0.012777188892040471,0.04965272588488378,-0.012941893649120143,,-0.043384982199964166,,-0.04936314086416474,
TNFSF15,,-0.010566949540324463,,,-0.01120691929916791,,-0.02456007687151126,,-0.012821928231278914,0.0344361071309002,,,-0.01569292864056793,,-0.0058053822023044705,
HMGB1,0.052653876615787694,0.052370356986015484,-0.02494513907234881,0.0002622795611632362,0.02803790792002634,0.02890787931376042,-0.007698188214672814,0.028490183209292953,0.04777766322362701,-0.03666130882625563,-0.017285215593325957,-0.07467106799400403,0.020191341666074194,-0.08008034046842977,-0.03967886464578357,-0.07140009056715457
ITGB3BP,-0.0029773361938336086,-0.05482852687432713,0.010376618812269433,0.019542660639761542,-0.029101117833990088,0.015485655848977934,-0.0005513652899584272,0.07682548563305133,0.0848198785362363,0.02311789732488623,0.025087832625634618,0.0401655272912182,-0.01768681185834349,0.09068704376429965,0.04489353030560548,0.08855179021977476
AANAT,,0.02201607451670982,,,-0.010197151479539297,-0.013192239269027926,,0.031761583697496355,-0.023928509511732744,0.04439172017354006,0.010936003653419126,-0.034709146176869224,,,-0.0174444847539107,
RELN,0.08380458264234086,-0.025975517824974433,0.00584989818363147,0.023826638247713403,-0.017699971366967514,0.008006349078683181,,0.03985004010272772,,,,-0.05816249084404905,-0.018955357118596698,-0.027290100516973538,,0.06713190913663182
IL15,-0.0498707418562904,0.03071232368729015,-0.025773710299410012,,-0.017067622028755655,-0.021420643486702206,-0.0036587817388545885,-0.02206943230570341,0.07258347376073067,0.06702577453568673,0.04767610941390867,0.014467535152477598,-0.028273972946860054,-0.03630870713226301,0.01807578792557832,
UTS2,,,,,,,,,,0.020832580416204515,,,,,,
BSG,0.060302865918374304,-0.03443779337864419,-0.016269320470531354,0.027693018794663855,-0.03040427129251835,0.036546411324373786,-0.04341955240649827,-0.013264746655593193,0.04706157629844703,0.10345410794038082,-0.013729681969641158,0.08089458245435785,0.04231235794844394,0.006997104396536469,0.07599061161570102,0.1484378992378167
ADAMTS3,-0.004882038387992714,-0.048505276218627665,-0.02621365304011851,,0.03379771889929069,-0.021975555505324217,0.00958832302279937,0.002606075684757276,0.07402802646497521,0.09914881362601215,0.01742794133326586,0.08577719639532429,0.021703067428892674,-0.041744392344655316,0.069224989476606,
CD34,0.027132860804079388,0.06429188509909645,-0.01471209031886357,0.03711886736912661,-0.020777703568888656,0.01644138977058722,0.02808339949718608,-0.015951092582299344,-0.01262915816836377,0.041528636276170455,0.03468711302094185,0.06747086693920971,-0.0716062017846687,-0.06705278847918161,0.02206098230113437,-0.07168474257655846
PLAT,0.023405754086172962,0.05608840409806774,0.021127322737230655,0.0018909940184202592,0.0019284940457303292,0.04342537394823159,0.043128183706979926,0.01165850514931042,-0.03554359131481415,0.04100186318360336,0.006361589733097664,0.10198263698811867,0.06246877008300009,-0.02582145665812008,-0.0019355703970308851,0.0788876771158443
NTF3,,,,,,,0.03724968394736605,,,0.0041251218194202285,0.062157627496272,,0.07843744657981501,,,
LTA,,,-0.014877782718998757,,-0.012898950628612479,0.03098389394268965,,0.06891640157826497,,,,,,,-0.02347764753181645,
CKLF,0.0006823368574133873,0.025610137966346536,0.0055727532884195935,0.0010022696318141829,0.03651903683231299,0.06015235656229067,-0.018895791965623496,-0.004865220551090294,-0.04420100117842092,0.09665076539078218,0.07286001544004708,0.022944841943120416,-0.016306040215862197,-0.045007819685020455,0.046671497415187384,0.11476307755707667
APELA,,,,,,,-0.04527518543259112,,,,,,,,,
CD24,0.02656242789167708,0.008394782833265836,0.0024878657711003473,0.042562961539878284,-0.02281149163171121,-0.043137268894273,0.12454893292765579,-0.00031086119661469344,0.059293206096864025,0.029097688661156865,-0.04394674717292699,-0.02117106649676596,0.03846458868014057,-0.05652532435787099,0.017155271186304482,0.08553313642975509
HSP90AA1,-0.038876707625213267,-0.09858699124411802,0.004541918901651994,0.062089257524987194,0.00015425309967051175,0.00862081831821631,0.016565886036448135,0.0030753681946850773,-0.09331596180762455,-0.09080379889349569,-0.11073270047596324,-0.06633028951193633,0.008629641932131886,0.08134459493282564,-0.10380868920455578,0.12473689035467833
BMP4,0.08634523675330101,-0.05412178264572,0.025719441430707944,0.08151961465117101,0.053501746475724136,-0.03644306726888538,0.03838665103991409,-0.018805438074447223,-0.06175719665306793,0.03150978744297607,0.11772943466939223,0.047280626558845004,-0.05437971661114088,,0.07602378903129318,
SCGB3A1,,,,-0.03445084770523691,,,0.01201553875765736,0.07419845988138743,,-0.00043473985785307114,0.05158733003751159,,0.013967311072046622,,-0.010528310371906062,
IGFBP4,0.0871345533668361,-0.024499390397223254,0.019401965697746645,-0.006479945028062727,-0.005841270329476393,0.01059455887513535,0.05113371474108559,-0.012072478605571408,-0.041183036414238657,0.052245653205409914,-0.053285875521631255,0.09980750884596856,-0.01804534417995137,0.08344033865718638,0.007332081044034163,0.07723167372943682
RSPO4,,-0.040707723251507025,0.031226012592456092,,-0.01974410383842982,-0.014777271459424151,,0.06754605674299993,,,,,0.045335654376262226,,0.026052553962829558,
LEFTY2,-0.02136917924184065,-0.032253612639285924,-0.015060504526938,0.042047203090796015,-0.008704204983384981,0.0011057506112468534,-0.027769829890604364,-0.02724447108111066,0.06065240364215368,0.04715850347192597,0.07224664003036727,0.13120926454796258,-0.0170143817962132,-0.05621878715485069,0.014793887147810414,
PF4,,,-0.013533365485093875,,-0.00878076949897959,,,,,,-0.025485705494663922,,,,-0.023477642098914668,
ANGPTL2,0.01794302436884754,-0.024078922788806616,0.04984467499059209,-0.022504842756518064,0.010374332413221993,-0.02696401427744832,0.002475400263199832,0.0014110531196313905,-0.00432641927726023,0.023960509898654652,0.008768600895031639,-0.04099125937118156,0.03849283868417858,0.07841239316483886,0.05191821729061694,-0.009288781966333847
LRIG2,-0.009819114280945913,-0.013653124597655249,-0.03672789856357119,0.034246263648222273,0.023776951174974102,0.003757989006204183,0.051097693495329534,-0.0020716324888745284,0.014392931571080918,0.012151215034251019,0.016868143088061328,-0.016248530946019763,-0.037273315216195556,-0.07411661056188316,0.022872179424723395,0.015473618291283337
ICOSLG,0.022130703996723556,-0.029880266510525413,0.014391202183034746,0.0071084648485458465,0.06364170949864607,0.014163402170183479,0.03066872560942671,-0.06551496574730196,-0.06728622911751336,0.08756005369389115,0.03442044697548821,0.04337882521854193,0.0024704769828941134,0.10312119947261018,0.037802666192502284,-0.08781553472378345
WIF1,,0.041361446119311265,,-0.008725990909676245,,-0.011403270375476535,,-0.011895059326635885,,,,,-0.020402308855470175,-0.036947255598554864,,0.24259064438814232
NPPC,0.0494020057374448,0.05343974933077691,,-0.030958859718522736,0.07164670733613748,-0.022244157264437785,,0.0025532256457175364,0.1653870017567412,0.1025848592773853,-0.013819557799090764,0.060337472808863875,0.00730810695609917,-0.02858287220864781,,0.1652149072083461
LYZ,-0.0853669689766953,-0.009702902696018196,0.004810190304112354,0.09616538836593515,-0.016612461348338478,0.01711485553964,-0.03302740678408409,0.005803069995642742,0.09726912989433693,0.013102130557694611,0.052491562306114105,0.040930757770740026,-0.023717846490576285,-0.006152757197255309,-0.012711998352449209,-0.0709466922012606
EREG,,,,0.044165657969432684,,,-0.007238880206784522,,,0.015179720063803288,0.01775973357980221,,0.07167576902561851,,0.059362127862111584,
SPTAN1,0.0530299052909697,0.060698175169191265,-0.024077130240175666,0.023750153218532327,0.029016910893615088,-0.03771723545829858,0.017500219092743494,0.02556770464585107,-0.005112589151388573,0.019734548873849,-0.010733318746429929,0.005475796877267037,0.027097442582720097,0.03525680742728956,0.029474246799820535,0.17130115319029093
PTH2,,,,,,,,,,,,,-0.03490380537478706,,,
LIPC,-0.027632153061429545,0.012839228778420883,-0.02036843834001169,,-0.015779696758133302,0.012491273960898379,0.026724306901598886,-0.015611606316258402,0.0016128884689080721,,,-0.007093502665483561,,,8.341725448805665e-05,
COL8A1,-0.036817177403808736,-0.0040916717755835825,0.04760565421504719,-0.014640514439579049,-0.006949907622360427,-0.0221500267771299,0.009313417694750017,0.03137441798519632,0.015141819796280022,0.0816799337113022,0.07588271063366284,0.1294383744454913,-0.011048683139986361,-0.012662933110791563,-0.02887963706083377,
GSTM2,0.04965163189861766,0.03366888012512518,0.028155868531840544,-0.0228146147276169,-0.031224891810288546,0.01520863294533362,-0.016837638264456566,0.034746506250598726,-0.03723888246952362,-0.019333402927956905,0.02420096429732446,-0.042750246812309635,0.071810120056623,-0.047313049654266325,0.1221942652538908,
SPX,-0.038052206441080205,0.07994203734154429,-0.04071034157480259,,0.04895319662854559,-0.014481073576580347,,0.034880716610031594,-0.00223721425935575,-0.02844826581522874,0.13702700630862943,-0.131389581330125,-0.016910997498617852,0.08405540563683123,0.1034165824152507,-0.058527607569711086
MFGE8,0.06115445099478585,-0.005860810924058236,0.03331727644818539,-0.05374942042836734,-0.04204150630733477,0.01406547417642474,-0.04153503512317759,-0.04705159779425566,-0.01347021266815635,0.01420318290967758,0.02115416102933074,0.05268630391940304,-0.025743659888638182,0.007820290232459165,0.04158182542707198,0.10573695412253302
TGFA,-0.004534483291668287,-0.0782151746249968,-0.011403491911928878,0.053173190607933594,-0.007245730268712897,0.009676556580946087,0.0011003371223751543,0.02392120398082062,0.01789913469492595,0.05513473317262228,0.02565732679411915,-0.007374290459176613,0.04036943817082752,0.052595148956171275,0.06354973425020803,-0.06108945373363661
SLIT2,0.020523074850119782,0.038935729606253494,0.013816078844700534,-0.02560628791057993,0.03765975077052448,-0.008679292515994488,-0.022657258626490165,0.009494344640066273,-0.03240276397254373,0.09057900453574338,0.06677851389762111,0.025551241218002944,-0.033311431708712674,0.06686413034401605,-0.02377667683175605,0.20674052862730835
PLTP,0.008063603035859004,-0.05986267765375048,0.01708352908558231,0.07312470635288865,0.026727669048664544,-0.05259190603004139,0.010572363753025575,-0.03745211900432996,-0.01576139253787221,0.026456638814586448,-0.007238278725142063,0.08322772673860421,-0.05054209340534346,0.04126290297787589,-0.0266337564413646,0.0016812100874901543
APOD,-0.04520499487343678,-0.060258912990449796,0.029027364632657787,-0.0021323285083349034,-0.023995858102610165,0.027413588968327424,-0.023803930774822013,0.013621620100605344,-0.01078152769729641,0.06639999719315319,0.030506083404435256,-0.14646924676761003,-0.02569112616380075,0.06586223250276321,-0.06067508880272123,-0.10587825931894307
B2M,0.06389687609517805,0.0441763291600433,-0.029065757586543978,0.04613562933899319,0.008646708378528179,-0.019279709631934556,-0.00924194039851529,-0.007268926584366979,-0.0664661266747411,0.11559726350523043,0.03602185655351984,0.0897909574424966,-0.07849826526002687,0.02370149080986928,-0.022065803343775947,-0.21209218212153425
OMG,-0.01846432257528016,0.038082147042583094,-0.016743661575387196,0.01626842599501601,-0.013529407654397576,-0.026835572330255776,-0.02056500110964753,0.05741444374635848,-0.043365514137061835,0.05052397071388697,0.05348353542301143,-0.11824678613862363,-0.012828463216619767,0.004462906024918156,0.03539687166903673,-0.11110258098810023
CXCL3,-0.01738051379671017,0.03048107015617263,-0.015996817991501686,-0.02387565844506097,0.06138355949539768,0.04986982978920392,0.042252969738052155,-0.015893989695876742,,0.004204372892983215,-0.029684964394191448,-0.00010677478580610376,0.006465894753812749,-0.029361858799051507,-0.03385284655201419,
CXCL10,-0.043836352504442844,-0.006843261541737054,-0.014481116801848402,,-0.04651939391288735,-0.0023352423369720943,0.013640194526281717,-0.025257473081797235,-0.03864796776640503,0.031611658939749605,0.002559966951989036,-0.007827133777733003,-0.005659290458145162,,0.06119464082330682,
RSPO3,,,,-0.03223015531588548,-0.010197150726085255,0.026137678071443213,,-0.016608912905546572,,0.1775213344672139,0.02702685086406814,,0.02483623313143731,0.1223714973469671,-0.01673160980916427,0.054138962486888854
CORT,-0.021582576656585594,0.035290616226708676,-0.024169733761520255,-0.004863622275525277,0.05379544776443034,-0.015022560443483143,,-0.028282404828439637,,-0.032173248818491255,-0.026669495461049145,,0.0042069086158478,0.026529049079231953,,-0.02979293118800049
NCAN,-0.004166261529883061,0.0341119337821567,0.03885712624002225,0.02444101365040498,-0.0325622974141836,-0.03145891830109755,,0.04975834841298941,-0.019586883740822868,0.005677623099589171,0.028560170703180336,0.07500268571374158,0.042303124652438566,0.10781045202913309,0.05031983180343708,-0.034272173107486106
PRG4,,-0.04113626360114095,,0.08237301483269562,-0.010064148014751612,-0.018884766289784565,,0.048665728819714905,,0.026632884478852807,0.04812335359911412,,-0.007752776460545498,,0.05315662050669158,
ZG16B,,,-0.016285205801965456,,-0.011680674613815578,-0.010095674139112524,-0.036633449070889876,,-0.0003424335945518805,,,,,,-0.020862516778168028,
TGM2,0.023376929583064466,0.08467683832038288,-0.005013886622847088,-0.03266597732012364,0.01946181164084309,-0.0001484663700809402,0.03688160826871767,-0.0188472266623068,-0.004135705245437568,0.02196946513794241,-0.003593943608059419,0.07839925092755358,-0.07074727740891462,-0.0474210420755424,0.001824198239018065,0.024394890791789747
VEGFC,0.06310935514776342,0.05088413221669748,0.010820586005164168,-0.0007802193488559245,0.014023641663476773,-0.027185159678401655,-0.029497334990671892,-0.019817419339698765,-0.03447951994760333,0.014864615041460354,-0.04572359875280205,0.015099221268347333,0.02674857757705636,,0.0005775613596952663,
WNT6,,-0.04646088867379449,-0.015060504922193461,0.06331619114087533,0.06938856024092674,-0.010293163317854976,0.005109530608251415,-0.017295642880923296,-0.025297070557866824,0.05454289638268953,0.08853546938641173,,-0.029127888224964073,,-0.02519577674244356,
NRG4,,-0.02842530260911503,,0.06177157567645284,-0.012248528527190742,-0.004537938991860131,,-0.007981631414754463,,,,0.03944856275319781,-0.028982217238083956,,-0.01673161168437854,
PMCH,,,,,-0.016971529569240765,-0.014777270746261196,,,,0.05028383978342673,0.07535652052195181,,0.07161975303962788,,-0.03607971096615141,
COL9A1,0.04875475399513255,0.07653911300183842,0.054200401425844334,0.0048800755460578,-0.012792694078896983,-0.027057725251882495,,0.06521325487015146,-0.09196920828403875,0.02591764455711853,-0.018573290807639142,0.02270046157221025,-0.0008564553335117675,,0.01618946521764664,-0.0453936496460514
GDF11,-0.028153879197994846,-0.06064576502145814,0.012556164758045758,-0.015062367656937702,-0.009290517618080241,0.005082149235344732,0.05186811478588867,0.025698296907250555,-0.06252225028940456,-0.009361749500319825,-0.050305327728678344,0.044317365701435005,0.0032351465454816776,0.0037846941216041676,0.0024485218420648453,0.006851866824472692
RAET1E,,,,,,,,,,,,,,,-0.018354459136455472,
IL24,,,,,,,0.010901466625772663,,,-0.021382530363352144,-0.0250793488779606,,,,,
SORBS1,-0.019759736268073484,0.08215145693113886,0.0132154069020365,0.041503014115618596,0.01468374574445555,-0.01658552314710219,0.016599650291481673,0.002813836772970199,0.001381471034441548,0.06676427702437165,0.047897525406824806,0.0058102429036362944,0.014633805425190653,-0.07798179440028488,-0.000580865661378233,-0.001510961508980126
DLL1,-0.021889737526520684,0.08851235968093295,0.0049158206586725475,-0.010005883632055252,0.008496946878297976,-0.011007193173937594,0.04492756506459129,0.017835325583767173,-0.03943035571286205,0.051921662232667455,0.046571387192453566,0.05485285290786104,-0.033699129927993614,-0.00959702691447921,0.09988608579209779,0.00180966648221048
TLN1,0.0400893734785134,0.016994624868273585,0.0009026236627630951,0.028815033509517116,-0.05366203474929201,-0.021334542251692,-0.03433439884473972,0.011448699787067852,-0.05867123892434041,-0.018576095544979125,-0.02412568307079483,0.04391915837001384,-0.029307612314677964,0.015857543936840118,-0.009414825971683576,-0.09112304415906891
COL2A1,0.06944509227765179,-0.00348234708245132,,,,,,0.004717275579818255,,0.051176231188565034,0.018288915409990527,,-0.03515335682437749,,-0.024350147400299844,
SHH,,,,,-0.01045830218019655,0.011683366564470716,,0.1399256620541159,,-0.0015290549719241856,0.023228204821290198,0.10047321010168751,0.09058695804820158,,0.03370146935320676,
PON2,0.06451457291038709,0.04970872886667547,-0.01670614173204783,0.031021721783047525,0.020518247314878592,-0.008656728760100553,0.016789802330479792,0.05091703234897517,0.011810459866781893,0.09684145864129699,0.09542873172674805,0.059852389171617955,-0.02959716703288842,0.0920798491456871,0.021329460529916546,-0.05682844049824641
ICAM5,,0.1326963784149965,-0.019386252179695748,-0.03445085014331986,0.0014265637501540281,0.003395824129234342,0.01421091836234111,-0.030074896622851968,,0.0027006981008771847,0.03001096710276686,,0.024999080975581525,0.026308342395724518,-0.013280203172384049,0.1998530142704409
HPX,0.0181748608527342,0.029750954686541587,,-0.032230163789085324,0.02316898440756056,-0.006016668310089592,-0.007686304653083275,-0.011787992850536118,-0.02750731464905069,0.03286843574417323,0.032774731012934,-0.001557639860206429,0.029997328746133017,,0.030198867303043192,
SFRP2,,-0.001593528509485566,,,-0.011910872818497517,-0.016512118777726396,-0.022798574998724862,-0.007195441604492689,-0.02051623244005485,0.048968009295468795,0.029543616628970606,0.025573085871627058,0.006264551388310143,0.06006082317449979,0.04822671223452645,0.01839170636631297
CFC1,,,,,,-0.012705502030279838,,,,,,,,,,
CD70,,,,,-0.020245094815598698,0.04879614194956531,0.060901648831138196,,,0.13754644118215842,0.06415344561259842,,-0.03349162850602905,,-0.025527096796651234,
HP,-0.04022328485745379,0.04593908963459245,,0.037050276851581646,0.04749030161050635,0.009704626641128596,,0.020869349823618252,-0.08646806406685885,0.02417065428928277,-0.05768602186015684,0.001531706884673866,-0.024926584340101483,,-0.025028661071713077,
CXCL2,0.00906416522062952,-0.020386271198636865,0.035829671614739635,-0.0010836041415975225,0.01577645633081816,-0.018658721103238313,0.008443835023769842,0.09126771916507663,,0.05892254471391347,0.017615008318732216,-0.023402200485595093,0.010516743520450242,0.06281548911025626,-0.006007311862515123,0.023592077170863365
NPPB,,,,0.036064028683037354,0.04297984497509116,-0.011125454293810207,,0.013540403714486983,,0.010273876969863248,0.02994254383378263,,-0.02494009356993657,,0.05666937451917708,
CCK,0.10086334655088078,0.024335499698851817,-0.03828476407664286,0.0321908647506676,0.006514699186611079,-0.04752140169523982,,0.005567789388096366,0.11558549877746158,-0.040800582648500616,0.058480631325426774,0.033828869782002745,-0.011161114198330619,0.13464962510119452,-0.0029280735529209553,0.18306987913629308
