,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
SFRP1,0.03391215627327637,0.032955001222788556,0.032539691637538774,0.05948937543363955,0.05866530459291368,0.03103054366952784,0.024509714051019295,0.021216515821796247,-0.012878877559527576,-0.016642617436020763,-0.011835264757269119,0.015998856913921104,0.07435923142844843,0.00870173751406498,-0.01822672400487654
CXCL13,,,-0.043129586828144904,,0.014131369174332484,,,,,,,-0.040749590734354905,,0.08296536675460621,
MICA,-0.047549682669386965,0.11330580127690412,0.009851647069594962,0.020513492148138714,-0.003122682928857084,0.03013680653965832,0.1071939655314956,-0.04277379298408909,0.00031781987828612986,0.005429050443051999,0.04438721884965812,0.028094831825996678,0.11399857546303707,0.06957315669097747,-0.02156704528771348
TG,-0.04467625982779885,-0.016332024626353494,0.04735451998369564,0.1522678950942791,0.008585113807039482,-0.024613298443376005,0.020690515602181436,-0.021393787111898734,-0.009320387667880346,0.05150529686163185,-0.03236893168421653,-0.023798074336588145,,-0.020251804090095804,0.00903323223261956
ADA,0.05501893015563278,0.054895433041387214,-0.014687327417008254,0.006130625551044954,0.0036745605514139196,0.08597052662698726,0.10653611751994471,0.002208887465890878,-0.015137059118712817,0.002380587823231893,0.01702133990184605,-0.03620176871778103,0.004423000607845867,0.0007249083418030623,0.09598241039471006
LAMC3,-0.047290572378833585,0.028743868650796773,0.042003512010573736,-0.009422397944021079,-0.02279748872686693,0.043962048656612615,0.047472171010781536,0.006448502078650459,-0.053903000998083817,-0.027181728345286087,0.0019978316009190643,0.02206299842207619,-0.04786713404460397,-0.04648890983044997,0.055939334509449525
CCL7,,0.07624084783633131,,-0.014518545735807695,-0.04253813632643255,,,,,,,,,,-0.013204612650350209
NGF,0.04338015416385644,0.0029283422976657484,,0.01131574062725234,0.008190027564627828,-0.023487688420633895,,,,,,0.009894297445252758,,-0.03354533665154348,-0.03953421229443984
TNFSF15,0.01657338898414207,,,-0.016167110769797634,-0.01932096769454901,0.024909174162645882,,,,,0.043837227466072465,,,-0.015280422662845954,-0.03488887277846689
HMGB1,-0.01517501584689327,-0.008026780435514953,0.0015012345130026481,-0.03791945981961716,0.03517961391856759,0.07028876520171605,0.14586518741992216,0.005498033287150004,-0.03435594788858337,0.048150104944522654,-0.05746345683519873,0.03839705163115955,-0.028300806419747544,0.06514234586754723,-0.012909655032002457
ITGB3BP,0.01940001483572777,-0.012408554125172536,0.011347179982368973,-0.01620125833971631,-0.03811119732841673,0.015404630733677847,0.13856685660623475,-0.010387130801126408,0.0006448830365075368,0.03819729006082608,0.0849130983974708,0.023670534006724572,0.01077827070365848,0.008934626577699124,0.054218741612097714
AANAT,0.027073445392102973,-0.02158534320108418,,0.00464441611189258,-0.02837896128713854,,-0.02279387504173764,0.06980280849660295,-0.010743760159335269,-0.01685296834100163,,-0.021343646494848323,-0.03717366593354295,,-0.013971030845180277
RELN,0.06979897032621477,-0.046600100811301774,0.01926636215501309,0.03286365787305807,0.039343174194793946,-0.015959294248020645,-0.036233537450952764,0.020721342251293223,0.06604381216184307,0.016769472691082452,,,0.010153001805632606,-0.018457094601741653,
IL15,-0.0344433794242407,0.00699884397892505,0.012282432134333002,0.01689271697670175,-0.014250702986518583,-0.020293108396041506,0.010699506807740119,-0.007634018785480704,0.013390357920704497,-0.015630349204753258,-0.021602284927850154,0.03871012561757302,0.01953432776841619,-0.02735194975905417,-0.04696695521282618
UTS2,,,,,,,0.03813077700461805,,,,0.047702125376422294,,,,
BSG,0.060822355013749815,0.016706117520747774,0.006841123759245353,0.09087032551797405,0.011363292056418289,-0.011216084326255307,0.01802502394447447,-0.04603302266276275,-0.03872985924064206,-0.0036220793297536877,0.07299303690466061,0.0059843157946828165,-0.003997162255362371,0.007145192707429866,0.09981610821593097
ADAMTS3,-0.010349995613876683,-0.022222991190897688,0.04819462983059385,-0.022623951051601584,-0.03217971948753811,-0.03268632708528447,0.09511003410449802,0.021332458565430125,0.014590008138387513,-0.025972595802781096,0.06972292854131462,0.09810376095373097,-0.031657379711675857,0.05439257351555234,0.08550299990939987
CD34,0.01002443809866161,-0.02026067558210834,0.008619053126877675,0.00014193445456980633,0.05350455116978359,0.045538527597827304,0.02827250861223785,-0.02069661641789945,-0.0056346576562613495,-0.015491260237182164,0.027988167836793268,0.062068254065872824,-0.0355474578245268,-0.01948144106529166,0.02601159204627079
CCL23,,,,,,,0.0038326333058093854,,,,-0.0020082827648917377,,,,
PLAT,-0.07883744794281992,0.04516526857240718,-0.05275277155984924,-0.012421569108995636,0.03362027404651013,0.012674239213371123,0.16787132830236545,-0.013536932501115902,-0.03271132555216194,0.0413363281344739,0.06355224966956223,0.04460062663660376,-0.038991954062444475,0.008023502868162474,0.02571317068350296
NTF3,,,,,,,,,-0.017342991869743814,,,0.08148234807920843,,0.09616293753772823,
LTA,,,-0.03051941740259076,-0.003080341159679479,,,,0.05087546465057103,,0.02705898598642034,,,,,-0.018802902032732476
CKLF,0.07665855856449903,-0.07328418378998329,0.026183966219559904,-0.03228112901590378,-0.0028074278083054997,0.0684297137151683,0.13937176861915057,-0.012208430208923647,-0.04089341632054717,0.03390775560876944,0.03099920755254683,0.04800041429070946,-0.0829434734452332,0.027352414620596167,0.10255517453536972
CD24,-0.07394906629361,0.0653011923005564,0.07269355545182471,0.038507852465561966,0.09187569353885448,0.004299437434838677,0.014469963694116447,0.02024685211979468,-0.054119256107359244,0.060522806034552096,0.09425272556445498,0.01840242156462626,-0.016453993857214407,0.04762881289423145,-0.01092944590550806
HSP90AA1,0.02501950278441002,0.0019044644923982598,0.03390049857325932,-0.05099951355775288,0.043601890538351576,0.0018929997487194042,-0.09245050388849138,0.0798270412306207,-0.01282873243695199,-0.05846669587442941,-0.13216186542596128,-0.05583442788288698,0.003148144504336471,0.040970790301287835,-0.06372474411588078
BMP4,-0.0068520421022956425,-0.0009125816411606502,0.010432171338923416,0.012398177711045413,-0.026327491379330558,0.07260632673842535,-0.06386058427006124,0.024315560033010823,-0.031143891192231175,-0.01331867353815036,0.019155289569728912,0.11396883142468268,0.009012699363237647,-0.03847899161088545,0.007469412086635609
SCGB3A1,,-0.014877742614118164,,,0.009695198619726626,0.002152062878592516,,,-0.009062466775781116,-0.01090665231867554,0.008060532989329312,-0.003553483916036996,,0.06697080794556291,0.034881350767892436
IGFBP4,-0.04658163546784008,0.06938788074223343,0.020825381207114798,0.020871553931537015,-0.02278344445147745,0.06794975871819621,0.05308745694611579,0.03685981703097412,-0.02104350630914724,-0.02994200015268398,-0.028280240108005197,0.027580830054406872,0.002017694856128822,-0.09143594905612053,0.014343889728700113
RSPO4,0.019313170515014723,,0.036363882209257285,0.012084049965549182,-0.029090005794192898,,,-0.020370927535830478,-0.009062465450190342,0.0865993181312743,,,,-0.0043080157120619095,-0.02479905955093108
LEFTY2,-0.046140125984810244,0.07120571162156845,0.035040123657787754,0.01004642714504435,-0.03573207571513574,0.12367626764694045,0.0863436526006137,-0.016455223594814227,-0.009937104202521429,-0.019295493921087897,0.0529466121289125,-0.01823647695914557,-0.0557560036734143,0.023307126704806225,0.0006718909811664787
PF4,,-0.015433269735126083,-0.027761558150325723,-0.012667145122085758,,,,,,,,-0.014537048289805753,,,-0.01880289768160148
ANGPTL2,-0.0463156353690008,0.05462032223405569,-0.0037596595170187987,-0.02123295728042768,0.001703111995166792,0.07965907405442518,0.12311011366686601,0.03626132234187835,-0.04621614636815064,0.047741264930510674,0.04086531666754837,0.046233648666394275,-0.026356711430690797,-0.027433486083427983,0.023102505807974426
LRIG2,0.11284469499487267,0.039491123761846166,0.005711801814165215,0.03366945266203657,-0.03942255835685395,0.028223790472576577,0.04410900606161714,0.0072511323548272765,0.028750772179517024,0.03859985630696955,-0.02614616749238055,0.053375913329064925,0.03699727181128837,0.009130951342727168,0.0889635790573454
ICOSLG,-0.03396706335196836,0.04512649153032826,0.030072264773915953,0.017776718708024122,0.03811555659226654,0.050017985680755744,0.058937414358298,0.06483467582537088,0.016569554976857064,-0.048786722287167496,0.06604558910182637,0.020550406593352534,0.0032505657615229683,-0.005222012939236226,0.0988580730001748
WIF1,0.09910347881745954,0.022327508668678234,,,0.03510476556026841,-0.08350692105959998,-0.10585788960663678,-0.028496728175392165,0.134255323130853,-0.016577678233475307,,,,-0.019866011612618067,
NPPC,0.006453063202604052,-0.03005930141685044,,-0.019649865883734727,0.0026261428612124023,0.06143380948022846,-0.009705923901220428,-0.03992302569322705,0.03253260038303884,0.024754592379199,-0.02487458058078286,-0.027505069928110828,-0.03526696769571295,0.08878395412936171,
LYZ,0.015563476263623473,0.08026257668899581,0.04230379329736703,0.031661719828269104,-0.0062888333943479785,0.006999113872943325,0.05993428592787669,-0.039863298412740084,-0.04566174460615063,0.006802923840222252,0.07191845749169211,0.01535903773428636,0.002341267352201526,-0.011386084205391334,-0.03169893936512417
EREG,,,,,0.016565749164883303,,,,,,,-0.019819770724858764,,-0.026617400961462954,-0.02839673093538453
SPTAN1,-0.02741993550342647,-0.038757882409846726,-0.0018891231480454495,-0.06961297646738408,-0.0015320325451461433,-0.008136525388830603,-0.0490863230677877,0.020270233568488633,0.044556896854868834,-0.011597738046168886,-0.0009291262142000928,0.026137856429123762,0.004969269925883395,0.015890958777565755,0.043247733258288096
PTH2,,,,,,,,,,,,,,0.0002506737491811694,
LIPC,0.07922649901712348,-0.018894378710365402,0.06928872107247153,-0.022763803199823098,0.0021079576339835555,-0.031469407697784224,-0.010368052422431284,0.01594581667032429,,-0.010332581949447963,-0.026376946441346815,,-0.03195486871802711,,0.04997526722558804
COL8A1,-0.09481808049604146,0.107344107521176,0.0042420064924777075,0.014044859603867482,0.05807486110502851,-0.006485768548772482,0.019076521195262406,0.003016131586027451,0.014026324973564338,0.05951513003776755,0.0016137712819403263,-0.02352330871967208,0.06116093723542641,-0.03596669225773687,-0.014156705588325498
GSTM2,0.02542855769636996,-0.049795351941704605,0.01871006135321703,0.12296769729603492,-0.021023336373840913,-0.017160555668890253,0.044232757508919994,0.003995291681809874,-0.004913311167974288,-0.011064047961422635,0.04807279759334637,-0.03493518227187589,0.006866420000672484,0.0047380270902937505,0.04038811114909825
SPX,0.1315746015840827,0.017093876436940353,0.08454902068763463,-0.029377010553041188,0.05893327837130414,0.02693104929804223,-0.033920245635525426,0.014546130815083314,0.007595730410009524,-0.042560784342114744,-0.032976028184325906,-0.018049603556766713,-0.002780303256139966,-0.01691917464310427,0.08204022529412172
MFGE8,-0.1469877830065315,0.04410935280063102,0.009186448962641569,0.06366137867898254,0.035547384730118314,0.008662160944540268,0.05897491291887968,0.0380663014146853,-0.023031338494730574,0.03747564572654284,0.017833088865824943,-0.03706570882066671,0.00874683035306149,-0.06956640471686262,0.01747301656383894
TGFA,-0.022699401324944364,0.007696024567276035,0.0033388371945099714,-0.042865837203776756,-0.038110546531274554,0.024642429671576267,0.04189148092680463,0.0028814635363936625,-0.03024161797236154,0.03623465540498245,0.04566948461982175,0.022536645928874253,0.023486416773835686,0.01914497028304161,0.007188187269807188
SLIT2,0.0032992596666720506,0.06531386623220921,0.020697177616907415,-0.009736112957201472,0.01706382392183969,-0.05243095035181125,-0.01085453112722173,-0.041286905685869464,-0.02626511062169818,-0.03515866638634324,0.10882200919736187,0.06775677596360316,0.050008376848941063,0.07685681324392718,-0.0459976628780949
PLTP,0.05305453944244586,-0.03551630692261407,0.019332300268750525,-0.0028102409392697604,-0.046768030268160024,-0.005964219508706491,0.07427223559006677,0.010316061612586035,-0.05688514358117444,-0.0553302887145827,0.020150751814983655,0.09373869285269455,0.034323140645877895,-0.026208832323551888,0.06208030131862171
APOD,0.06356023316315194,-0.09036420565146987,0.05495616436728478,-0.005929364237402622,0.027992352873225292,0.0420334573875043,0.06275696664156996,0.0470121240890666,-0.03902683370299843,-0.003998781852864431,-0.02950837844805894,-0.0026407388008822313,0.0013590733608627593,-0.03736212507031344,-0.03367518855653832
B2M,0.0033285631928543064,0.0144496867722504,-0.026578842353675254,-0.018640192467123135,-0.05262409876803028,0.06651790419934508,0.08387654833738593,0.05691389396750531,-0.04895988831968754,-0.006436061639914685,0.10744335551598445,0.1152384270781944,-0.018412308984383008,-0.017014588461860942,-0.012793034726975728
OMG,0.044622320993365105,-0.030214461507774376,0.033688774347363504,-0.05325914484036389,0.05878000200630961,-0.024881127158105143,0.0351726113732634,0.01611254191644474,-0.01744436708791446,0.00041977321461727607,-0.02775822073802169,0.029356644533420326,0.028762646867679327,-0.020284912056506742,0.08025940251141059
CXCL3,-0.13221327755045392,0.01970939011899369,0.0019342367338558316,0.0073686542814344795,-0.06112818904996817,,0.0490384507248805,0.026725838709298757,-0.009694922437772794,-0.011256683260452602,0.0033071163570814804,0.003611618861650562,0.07570384682369471,-0.04049601985461437,-0.022297522197279474
CXCL10,0.021561916076850412,0.015698815292452345,0.01211804477441406,0.005418517041336326,0.037535216326234896,-0.014116118372252873,0.06510263035048058,0.07928710809338024,-0.014727296770838613,0.07837476301208522,0.03391307530175316,-0.019498395995882364,-0.035266963861010824,-0.02920091263152102,0.0015934114013829448
RSPO3,,-0.00278537736271363,,-0.014710417816355926,0.039614838384538935,0.003951060627807285,-0.03742875144953321,0.007756676567021559,0.07181478987410267,-0.011763017055854972,,0.06789567002302473,,0.055788432365407856,-0.013400099804091438
CORT,0.0083496329198947,0.04081218696276259,-0.007795306929716636,-0.03298924149464754,0.030833663271385255,0.06885590019919759,-0.034485061480293566,0.0048394389329404945,0.041438402297128446,-0.03120691896006801,,-0.015212282173754251,,0.04711859092459233,
NCAN,0.08472152235825639,-0.03893287114666347,-0.020304800354705395,-0.09853253959149956,0.05943822921832379,0.009690567555458402,0.08869995115778685,0.05475346011161335,0.0036862599886757557,-0.0038266041565270846,-0.08893297321252096,0.009190629170668995,-0.031113819399720362,0.032166347082101227,0.14145265956632783
PRG4,0.03721572797269033,-0.02237435034695424,,0.005867707417335797,0.06789961902628909,,0.03840111743555779,0.0068441709548053365,,-0.013752911436744552,,-0.02244665324846527,,-0.050960677782366536,-0.016687346180033768
ZG16B,,-0.020630938616406684,-0.0018224856506417117,-0.016850550566696848,,,-0.023747886194525523,0.10876485113805884,,,,,,,-0.016708482338553148
TGM2,-0.009749888145305233,0.06538286905885243,0.005712201273191514,0.00897067635533891,-0.05413591613480765,0.07725580650671703,0.03164386367744155,-0.018709906223791792,-0.03414283937295218,-0.030849008195867365,0.058420175782700444,0.02658116470028677,0.048854340920667205,0.029638863889353207,-0.047330179513265465
VEGFC,-0.04330584781111245,-0.015801793562524737,-0.026944453522184653,0.04131627627597575,-0.0039003689848209466,-0.01470468332604875,-0.005043222821974553,-0.03804584082028038,-0.027175796397192246,-0.014035394310368043,0.05282971646128287,0.07641821792523983,-0.020204913160826492,0.00374980580511269,-0.04446985482019449
WNT6,0.0013899488004755246,0.0037013209288008705,-0.030894243093578903,-0.020081021331482284,0.00150421926132224,0.051895009113171506,0.10366957728453392,-0.023787866471719682,,-0.01224938340981578,,-0.01375111159841133,,-0.0027883433316009025,0.06180759597682238
NRG4,-0.025706994079277425,-0.01370292463875195,,0.046964576321480704,0.0020845799298840405,-0.010036115703191005,0.03879993212147251,0.018787194109239177,0.07437539880733157,0.004842914037543227,,,0.010193065659207957,0.012009225607372638,-0.013400101305922922
PMCH,,-0.01579335808175281,,-0.024483142169069026,,,,0.02346474793129363,,,,-0.021343645737959608,,0.02886882696091905,0.07318900944018536
COL9A1,0.06554866968581143,0.08797156960811214,0.03741041512231511,-0.018454750738949092,0.024908723466193248,0.0940280410738959,0.007648142977566928,-0.001065855520240149,-0.019197142526137093,-0.000610283076968313,0.014585377616448745,0.04863999330849569,0.06664053885464646,0.027839597347665702,0.1231366823859929
GDF11,0.03340319681693846,0.0335240979666609,-0.049709599106380314,0.0312533725686579,0.003360856024819561,0.055914883697747136,0.06969867349792602,-0.0034989058734548133,0.03625226181725369,0.0410279589270141,0.027134479847899056,0.015655403387102664,-0.08799403392258187,0.006725331275531143,0.08758643387525239
RAET1E,,,,,,,,,,,,,,,-0.014699815922309413
IL24,,,,,,,,,,,,-0.014305262445731902,,,
SORBS1,-0.014943976372232198,0.02706021070730954,0.08170252396746573,0.02959780436254104,0.03791987789759865,0.02050825119999341,-0.013319214753134304,-0.01050606425057026,0.011855052541275234,0.04322519336173017,-0.07323362895354726,0.002929771487709516,-0.052393008985800356,-0.04219124569028283,-0.003893458944762918
DLL1,0.01272230227380767,-0.010439055739589363,0.03437110892127157,0.0001798614437890638,0.055928683469988576,0.04280533009785801,0.10280261236313999,-0.004503179963953751,-0.028476021652940813,0.09773302531060797,-0.00043314547843049744,0.024024162572139192,-0.0007644702592335376,0.03030675953121326,-0.03659212654535243
TLN1,0.04225715215919115,0.023094183659005896,-0.02760748468276012,0.0312742994758626,0.00464825294111965,0.08305293379839719,0.12684385752235303,0.012411965292816565,0.021208198033356364,0.03896667897866765,0.06325048129790385,0.031688425940959296,-0.014073423309980895,-0.02680677117459057,-0.058042993246440695
COL2A1,0.018440521178433405,-0.02813385805958998,,,0.006825984703314747,0.010847329381568873,-0.016338900957491465,,,0.1056547442296949,,0.02046889552970525,,-0.034229311978499405,-0.019501674323628863
SHH,,,,-0.015087155113520592,0.003033561424210841,-0.024613301074627916,-0.023526477262018727,-0.028104968989195123,-0.010405328080816198,-0.010906651365366232,0.11241189746787572,-0.014701369369565946,-0.03952357904004661,-0.06017273419174228,0.04778284574445587
PON2,0.022296924654213898,-0.019027028674430076,-0.08780068953545865,-0.09293161187194869,-0.007722523882591882,0.03368005089358895,0.12085191803053069,-0.03908808733198875,-0.021405791377389002,0.009094536199808243,-0.03971610963444003,0.02285273874304393,-0.04241567360283844,-0.036617833415198996,0.045545198545211926
ICAM5,0.06221315292370709,-0.040098613284982036,-0.030693878814302637,-0.023514402073056603,0.07110126566746719,-0.008440336387834348,-0.045282756845207786,-0.015193768496715799,0.05907215780518774,-0.021300100972264126,,-0.009763900072077038,,-0.008328021572768117,0.13341595056082614
HPX,0.03695220837295063,-0.02761826596705511,,0.033363776055278266,0.03241140742391205,-0.020814477868042372,0.01118165962791164,-0.027669918880147287,-0.009062465851884454,-0.003670956888682958,0.0025020478693190593,0.039277802732577256,0.00477111880928058,0.056075385169561856,-0.03092394997967442
SFRP2,-0.031175869119235616,-0.01977999845376198,,-0.017182634681407818,,-0.04162118359750682,-0.023884750079709857,0.050745697271366644,0.017866226726459978,0.009994802349896128,0.022782690568483754,0.052191582967248934,-0.004536015000585421,0.01841000222182609,0.0061348317664183675
CFC1,,,,,,-0.014420111182804273,,-0.03175099999973888,,,,,,,
CD70,,0.0032847302028728973,,-0.029205590019118068,,,,0.020405261999842914,,,,0.016687214154474245,,-0.011346976080181048,-0.020444275756208025
HP,0.08695932555827698,-0.004987536386082741,,0.00933220133951648,0.03843840815420479,,-0.04631700253418109,0.04219635268941292,0.013184928745134512,0.05071675886657279,0.01739767906863286,0.13422441583426592,-0.035510067184237916,0.0014663588547238835,-0.02004508592711951
CXCL2,0.015198878804761829,-0.06568080137580237,0.011827008702014193,0.005310898554739255,-0.0477739157791883,-0.020448974944666822,0.0585571069939308,0.04173723418978604,-0.012594608212303014,0.01117821392623903,0.053166288681912664,0.06305791318172321,0.011388721724479004,-0.007156172032589212,-0.017742123074759582
NPPB,,0.01628558731651519,,0.06303084480763095,,,,-0.016894353481368477,,-0.014035395331202521,,-0.012036606197847164,,-0.024284515639380715,-0.01359291040262282
CCK,0.0849395009390901,-0.023282649947565653,0.0099977091358379,0.045731441516825136,0.0879060096680369,-0.0502172582355658,-0.11546424275724337,-0.015157980559956865,0.046812091148422934,-0.0795558609663092,-0.026376967731153517,0.01956514873409603,-0.012553518910920694,0.03881322621341827,-0.01763367427186427
SEMA6A,-0.00484410692657821,0.01830568878409533,-0.049489611833375774,-0.0366833452453282,0.02920441582166842,-0.0034309381946385645,0.12387893020134497,0.04956197886325988,-0.03255748233978653,0.050176635372551376,0.00364920876191631,0.08277666482576411,-0.040257050666972126,0.0435156552783841,0.06765758658663823
