,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
SFRP1,-0.0179781864698617,0.014485228623410399,-0.019163502997040723,-0.03465710366679946,0.022468413894418778,-0.02422787929530112,-0.01660543686456321,-0.006109450394710625,0.053688162235358446,0.07330866681513076,0.01659598075024455,-0.05455245434420447,-0.052599249482682464,-0.01338061783960023,-0.011860203816437993,0.10644558497133529
CXCL13,0.008641705315153859,-0.02047857299432684,,,,,,0.009921469702655486,,,0.1467915921278194,-0.048801493231789915,,,-0.03489299238404351,
MICA,-0.021097197806783867,-0.02082187526868915,-0.06899989720235757,-0.05320129160787907,0.009378534310313255,-0.02307677774560263,-0.07312832879424477,0.007700013753420591,-0.09093039930267789,-0.0006834374924120025,0.04146633337671037,0.0036140970865263257,-0.028896203807652756,0.034794498229419706,0.007852449877730152,0.12914380337998072
TG,-0.021549201037601547,0.023644203325590328,0.0011298366741427158,-0.023351037732024432,0.011424151671912408,-0.017533610856931028,,0.07569865997504481,-0.023954563231014785,-0.03202876763062837,-0.021641391264601656,0.03742622624296435,,-0.0377629422194797,0.03205014652919959,
ADA,-0.011922416254862242,-0.007110622584264934,0.06498530839542012,-0.07159222555535058,0.011177091596871415,0.033557196544980517,-0.012781939924188811,0.003383731055847723,-0.04696569720981782,-0.06373848895774759,0.028929563881296843,-0.05492970204455286,-0.04796866015294821,0.02964738702498981,-0.008266055541095397,0.053726312416105614
LAMC3,-0.029630787731103787,-0.03492136179613723,-0.016925550071203607,-0.012073686820576014,-0.03321184332627946,0.011525667888561018,0.01960090402705545,0.005124842018791852,0.009671446913332582,-0.023384880669075635,0.041808432706839226,-0.05346908537025137,0.0014235002411067696,0.011899496631382987,0.03695844795352222,0.047613996234951515
CCL7,,-0.027150806890787228,,,,,,,,,,,,0.04091903279024614,-0.03410433834741029,
NGF,,-0.02898066046391633,0.0542069758804703,,,,-0.006801277924877177,0.009828106065178366,,-0.029232147682426553,0.04257066678928806,-0.021293427022813508,,0.006684889530935942,-0.048751969736489875,
TNFSF15,,-0.02010236528777744,-0.018002475435350735,,,,,-0.014605546518903242,,-0.02952199762532923,,-0.01857818726832994,,0.06646894263665824,-0.036297736903560716,
HMGB1,-0.046398137582972836,-0.010977071303927964,-0.06298439136534974,-0.10073283477391394,0.04208700108317633,0.05395765367146206,-0.05891369136001728,0.024438127751037736,-0.018204057771330082,0.14404403429054427,-0.03660110323193254,-0.06906884076337431,0.0019070641547279134,0.05148110887180437,0.07646503288992328,0.09194431186914995
ITGB3BP,-0.049797074353370246,0.026832232777488824,0.023972862197543354,-0.05681557587020522,-0.02825539638129398,0.031725988329568564,-0.004695769428890453,-0.015999090241668314,-0.07652955325789827,0.038574856173534074,0.014439913394889396,-0.009357994234843538,-0.04520612067968262,-0.017101861284507882,-0.010765366238693947,0.07053393659743176
AANAT,,0.0019363102784700614,,-0.017452219861632964,-0.01697071675125995,-0.0202112740892917,-0.025396339553487114,,-0.02139130287615462,-0.020488030722367392,-0.019409394149937687,,,-0.021469040232940845,0.0504956070708011,
RELN,-0.044239325368966,-0.017761931925558336,-0.0053385959816057834,0.11376820610552665,0.03385206072100058,0.02433241107521527,-0.04862842963022258,,0.019435544854581696,,,0.1281761229728619,0.16772197638706468,,-0.016074918760734927,-0.0003762773318792448
IL15,-0.0274533524383471,-0.011894210975876769,-0.03566295667808908,-0.045522501105561046,-0.042005928847881485,-0.015480712730158854,-0.05204277241701936,-0.03434326201095873,-0.019839444727697605,-0.03463374583268166,0.11862113760841737,-0.010395360816042507,0.14164558360536333,0.006779510387083081,0.01619352844593322,
UTS2,,,,-0.04249369448394232,,,,,,,,,,,,
BSG,-0.016418134957834517,-0.007407862896568183,-0.03208381034968829,0.10881333835765238,-0.06572713907708648,-0.0522088625674525,0.029627442546713015,0.031665430301282556,-0.11791893669807745,-0.00723272700098541,0.0008728291607734667,0.07504503141898752,-0.03481176202432528,-0.02055614642610125,0.0520606085830116,-0.025913391204716845
ADAMTS3,-0.019172130834592602,0.002083073734260776,-0.02978064798836622,-0.11112927166165529,0.004549971033501693,0.013989208751992983,-0.013910717238978255,0.03888814084220664,-0.03296675410856508,0.06133172294468702,-0.0379490806304599,-0.05631825520833883,0.022468218123454852,0.007591493047086307,0.11421014482127222,
CD34,-0.005817239538828667,0.02461970866052707,-0.04066561390473153,-0.08656949278551607,-0.014773525417919865,0.0020270626342359325,0.015818671505854354,-0.003103256570827512,0.07695442271770876,-0.03976062726822423,0.010952895652926752,-0.06351486332816991,0.014498444780695318,-0.010220788774100572,-0.048232656092306654,-0.08315883824156918
CCL23,,,,-0.019857855844977842,,,,,,,,,,,,
PLAT,-0.03736955154962896,0.025018937580037655,-0.06765568880783082,-0.13023035243187553,-0.02514996704017237,-0.034053653678964374,0.03417997789433476,-0.014561439314420551,-0.09147787276451926,-0.06400897721356291,-0.031874904304062,-0.01786232794753738,-0.022607202214757385,0.04094941300489196,0.011933587195671582,-0.012539247200193638
NTF3,,,,,,0.003774995770894683,,0.03546842476925168,,,-0.025818010113232034,-0.023760410163012818,,,,
LTA,-0.0158473501774082,,,,-0.016344568856747742,,,,-0.019839447176687924,,,,,-0.028894092691523918,,
CKLF,-0.025790876515378716,-0.022875130830414876,0.01865685747305627,-0.13560520121356323,-0.010192982198766005,0.005468079795420664,0.018580959152992346,0.029511059861996786,-0.09304470344675804,0.003952503161894807,-0.06975071597944434,-0.005733306534168247,-0.038979743532194897,-0.015454935675859682,0.07210867035797189,0.03407886124157495
APELA,,,,,,,,-0.026924542233608652,,,,,,,,
CD24,-0.08501249155475527,-0.011636175155069489,-0.11273910160349312,-0.05564429693373953,0.01815953504994741,-0.07471678554101426,0.021357106273484364,0.06005055492375036,-0.025767419553160767,-0.002779207047367514,-0.03627508124892463,-0.08036206831814224,0.14136619750937873,-0.00098324926101628,0.052231611911978525,0.062403279163143664
HSP90AA1,-0.07473210450616168,0.08185739492410277,0.046279813883073014,0.10691845101265215,-0.05918788643277466,-0.007415434479057097,0.07776391916290837,0.06981898770462518,0.1838697340829516,0.08639271782614995,0.047757162733968433,0.03586458021141637,-0.0009361554790449787,0.06369476295014083,0.017158711265241884,0.09211184730654037
BMP4,-0.01679912015981031,-0.014503772332797853,-0.052206166667092886,0.04576584581645685,-0.028257583971871142,-0.04255407260898661,-0.012453885354379446,0.07593629270151235,0.023639771335372792,0.0024135307801386513,-0.009746082389309314,-0.0009819594922336576,,-0.0054142184081952755,-0.0009222421758476143,
SCGB3A1,,-0.004199186809327827,-0.010010486059328048,,,0.05029998816468628,-0.04470466472895931,-0.03057793779482439,-0.013843703874176761,,-0.027609246688767006,0.044008484523367225,,0.006344548884174293,-0.011004443077351536,
IGFBP4,0.02356144989971168,-0.060097958703593454,-0.02339504225687157,-0.0960711490594414,-0.008130537606437196,-0.027886885948229273,0.03172883775804422,0.10385971397126942,-0.03150125289490189,-0.017408767262867043,0.03476100418858623,-0.04229921723194753,-0.02144871661946929,0.007378708827962015,-0.05763544758001893,-0.08646592822466156
RSPO4,-0.025619051495050966,-0.024896282400219537,,,-0.01900972861242259,0.10397647814459797,,,-0.027520436594521754,,,0.002513188437648765,,-0.03810828371492048,-0.017835887428580093,
LEFTY2,0.024483044645627516,0.00264079603620678,-0.02403279707723214,-0.0812405850907446,0.03277179620448139,-0.018693784458367817,0.012307152247182344,-0.0165143433553225,-0.010422963050233304,0.05602035299547089,-0.016583809579668023,0.04245361093482326,-0.04325711802546339,0.09371203685622417,0.03883115643407189,
PF4,-0.014415318866517608,,,,,,,,,,-0.013219638926348446,,,0.07640954628607523,-0.025945466969361237,
ANGPTL2,-0.07017122587562785,0.017763264388942563,-0.05025106623225735,-0.1226127242515405,-0.003852160167503811,-0.05930617680299121,0.006042687466397374,0.07752746636497386,-0.13023253186373226,-0.060787389601076554,-0.03994620444291277,-0.05833436539982345,0.06613754027815474,-0.004387188810030136,0.03218688620165256,-0.004807072126813362
LRIG2,-0.019834139275731036,-0.04471029780043573,-0.03176504041271881,-0.04244366109813718,-0.005332340242862804,-0.04654756475399609,-0.023068860088286566,0.06780072244086058,-0.03183220430524301,0.04100586699248917,0.06617899397774908,-0.0009841072269120696,0.10510670775966378,-0.018075420459522196,0.026289763635057847,0.04094238906061174
ICOSLG,0.013587062634741598,-0.03690710297244756,0.0018654962933028925,-0.08590545969366718,0.014142921342253666,0.04743835326472823,0.06313843986898456,-0.04540465637457185,-0.08105168357247482,0.06395575968099487,0.01015430671260024,0.01723530888277982,0.026973368465130803,0.07264306898582884,0.04348409810631608,-0.06282239014653908
WIF1,,0.07883427498412185,0.06434186945773827,0.18012644355093566,-0.014669357311808798,0.011288463007601352,0.12650451345407285,,0.22682802110673952,,,0.10158052949005897,-0.04750726642195409,,-0.015259080687589301,0.08833407140157222
NPPC,,0.10718242691295533,0.021440594846954524,-0.008810140144049947,-0.028615255121359782,0.07247418331995967,-0.018665409772704887,,-0.10229850748860937,-0.024532283906237674,-0.02501244309331854,0.008644371620216893,0.09341754967099675,,-0.02020702678278661,0.09514511483120001
LYZ,-0.020366819750132745,-0.004074356322148976,-0.0515758429960583,-0.10131109851686566,0.00904325812532562,-0.03835270034239958,-0.01559684841278044,-0.008112422748445808,-0.045288837029834356,0.03257441148137876,0.008164374354362932,-0.00503203005632208,-0.04171252277050108,0.035656778573240004,-0.0709677394487813,-0.06439508204701282
EREG,,-0.03503497646542654,,,,,0.05082951226701081,-0.019310947000908598,,,0.1761031058209239,0.015503873403155597,,-0.04363676279092057,0.03597357281819328,
SPTAN1,0.09535306734578047,0.00568920517307358,-0.04908415869408377,0.06251959848740171,0.040676558135029975,-0.013180736303985289,0.046850212026863805,0.041128055478100486,0.13502871303910727,-0.037483769739570925,-0.02070508835112876,0.003236855808138642,0.03503669191506615,0.0016727074951064364,0.03589914739301806,0.02254745113168097
PTH2,,,,,,,,,,,,-0.01393182385732644,,,,
LIPC,-0.02169582531467666,0.005912637211895889,-0.02608369864016477,-0.04564603658050494,-0.03554062354799362,,0.0049882507381559605,0.00967862805595365,-0.031165916236043846,-0.0003324938055810877,,,,0.04392044147283938,0.033127833047205575,
COL8A1,0.052163575252756486,-0.03374741718628619,-0.012584438256596355,-0.02986121869785833,-0.037242789602135035,-0.052205571961495084,-0.0035628049153478974,0.021448974235043026,-0.11592516904947836,0.05568698627926618,-0.015704512570170446,-0.011028057462037218,0.14771707256819464,0.016723323758907536,-0.04815146323412866,
GSTM2,-0.03158768683105176,-0.023798975463362102,0.009724190859014098,0.01669157318382947,-0.04519644575365759,0.006946384692340186,0.040496293345532716,-0.03540097588503458,-0.04034660995139483,-0.06172071196924638,-0.019516164700690987,0.032203165235726756,0.08566622144413387,-0.01812151081879734,-0.01736052504053109,
SPX,0.03316606933945162,0.014570820718164497,0.0967022022120592,-0.01816205168468407,0.07454678526956737,-0.0025246850754951813,-0.040815388561888766,,0.22131150732826502,0.03845110862548817,0.0087593717931318,0.03902758792409602,-0.08311709084829015,-0.043988592348388596,0.005817939460074209,-0.007623846280765906
MFGE8,-0.05705024427238134,-0.012619114937242885,0.038909210288267854,-0.05751551724841096,-0.07792258054027726,0.027938843026731303,-0.01641154553289501,0.05605680415717875,-0.08144009997629294,-0.1005730071174867,0.0453998736594591,-0.060026411757812224,0.01222033393696474,0.0125701313279558,0.02568645700299528,-0.04857588865760377
TGFA,-0.035468302208879345,0.009254406430752218,0.02748539507057462,-0.07105579101961991,-0.017483812958319727,0.04471090438560348,-0.044031324016107966,-0.026025202058990133,-0.06909077225554097,0.020146969126946766,-0.029645927927480067,0.016872684867921758,0.05741345891461802,0.03402817126503101,-0.022613720743018647,0.023153918310114464
SLIT2,0.0007152281893992214,0.06995962868688768,-0.016742539072723377,0.10521702054949082,0.07256797814027297,0.03246194055006215,0.07420306730698208,-0.018571032603020784,0.16979730621695513,0.07417858524831956,0.01198871737797412,-0.0008665534353385437,-0.0008568812299627779,-0.02088797319535483,-0.008747681247569424,0.1688133381708075
PLTP,-0.010388776078161494,-0.09204453191537909,-0.02296199115000886,-0.12077667724540976,-0.0314159793876163,-0.04002348520216597,-0.05602641025664509,0.03725021706561661,-0.029604741494699188,-0.013035801433937842,0.052563938577615835,-0.05628283368225855,5.2824274830126634e-06,-0.02041338627230583,0.07267415027996768,0.06641659779967503
APOD,-0.015840121115739497,0.011156349051213028,-0.010669569479408093,-0.12582467971373712,0.017332884526865877,-0.007014272788392675,-0.030310021067479744,0.04973028325919408,0.08169372364935162,0.008300229189517583,-0.00899288805209449,0.026361314844990092,-0.007205560050984986,-0.08487017090202159,-0.030261524886135576,0.018994044691794165
B2M,0.07437168502442716,-0.05614822215732733,-0.06740279991756587,-0.1513818709893154,-0.006944666689290822,-0.07680622992881003,-0.06058944071153309,-0.05599328613820385,-0.18464402297316232,0.0402581124382428,0.06586568447801457,-0.0381805318053417,0.10790514879477296,0.02464729972073786,0.01214644651288636,-0.15159711093247985
OMG,0.0650234222562344,0.08429377774594503,0.03850651268146448,0.00010884803295219849,0.02158412914706822,0.03091759665162199,0.0022313264805238196,-0.012229728837561715,0.11721601893064104,0.0023867807878617036,0.02226314258684354,-0.033562749587845594,0.03972008857661446,-0.02196017578261493,-0.0063295980435338775,0.003736232352101747
CXCL3,-0.029636523709423695,-0.03505220458432754,,-0.022913930417144634,-0.028217712264867932,-0.01823818958709643,0.03387319620094983,0.0049217006596540755,-0.014287994621069233,,0.0600495678731656,0.06190658620147417,-0.06511142538923897,-0.013106050061527293,-0.039017763713846236,
CXCL10,0.014130435693657125,-0.033514115655376535,-0.014456504711645737,-0.12635965999018706,0.007245361017553998,0.015225333274307818,-0.024938748331139265,0.14046402208836595,-0.022705352553999695,0.03015451127029778,0.05095446987974677,-0.0022304715203997384,,0.07897733916806719,0.07042395002259462,
RSPO3,,0.13209769661692677,-0.014895822965628074,0.1193907729589361,0.018807575054964904,0.03376431804356691,0.05462421008718288,,0.029302279421839383,,0.04908842148317708,-0.02321671771070336,-0.06925767805209207,-0.020591700426937937,-0.02951501483968514,-0.05485922791714992
CORT,0.07657472451460519,0.045426878076047825,0.05739583043474125,0.1483818095630449,-0.030007955503383126,-0.0031457926142878846,0.0035390728296189247,,0.004489986065443426,,-0.01383368023368143,-0.025773838327665635,-0.05395967646940726,,,-0.05858076992533431
NCAN,-0.08427768104659239,0.11011156814823195,-0.0053745378892362805,-0.07958709121219609,0.0012281020144155235,0.0350133652200199,0.04314558529873073,,-0.1444589154110409,-0.004129406597680089,-0.03148730857485112,-0.043118463758608255,0.13262340892020344,-0.03873138142027643,0.09282548227705066,0.01847416361782107
PRG4,,-0.01725815134763527,,-0.024825155230270537,-0.02429367850915968,,,,-0.017456431889009808,,-0.020412441723657672,-0.021713881820143992,,-0.029265352002288143,0.06235052088313257,
ZG16B,0.02063831942991089,,,0.07525873958103736,0.07231568215499222,,,0.04743022574531941,,0.1626700508895773,,,,-0.025675634356038115,-0.022134144287071673,
TGM2,-0.020614814317487743,-0.016090118836568558,0.007622821534045431,-0.052644034757131065,-0.03685579201618568,-0.03881570681415719,0.030567830426469548,0.059164604606610535,0.1701520046823991,-0.05284191725802137,0.009250011611443404,-0.03352127331532025,-0.06518402104459596,-0.03202680663739377,-0.008195581072217356,0.08081438668042823
VEGFC,-0.022273565471537252,-0.026566013722562263,-0.04409903334226091,-0.0327304085042877,-0.01907317286571582,-0.015994514517808943,-0.014164703493623419,-0.03309206808533673,0.020284590078999853,0.06273799782043031,-0.027717653388614663,-0.04434508048494122,,-0.003550371302714626,-0.023201958370546193,
WNT6,-0.01604198016992155,0.03923483635056439,-0.025642107787764126,-0.024412289455556777,0.002117119764944292,,,-0.024360550652367995,-0.015548018916526346,-0.02165981790555496,-0.025710513027708614,-0.03448326151024804,,0.0882634717698867,-0.02287121177101719,
NRG4,,0.07787495871104334,-0.03620939182940998,-0.030921305703992985,-0.024950597954007298,0.0069266620507534215,0.04721671038102548,,0.09330286533794976,,,0.04665411901106649,,-0.02059170273477627,-0.019505872270958978,
PMCH,,,,,-0.019009727694997862,,,,,,-0.019409393461641458,-0.019754746551863444,,0.0586843082991182,-0.008373813888517233,
COL9A1,-0.039844333463259794,-0.023220967212258484,-0.08903640966150946,-0.0068587686976000935,-0.026612255583718335,-0.03611386549706452,0.11407713654671559,,-0.023682027726538546,0.038433134745397904,0.007669387193063481,-0.12173189188584371,,-0.0012625603937185279,0.03914787489886549,0.02717014452575197
GDF11,-0.03131079888300507,0.03440669518089343,-0.054588942110228966,-0.04269845136284136,0.015971840103771357,-0.04877815821577326,0.029428298621269024,0.020257741186282725,-0.06428673663222893,0.07538273297134844,-0.04190537691471954,0.022462801069579073,0.010469834579072116,0.024346891587059834,0.040164539019894044,0.07047344956983632
RAET1E,,,,,,,,,,,,,,0.032382312078264724,,
IL24,,,,,,,,0.07151594647063655,,,-0.013008858504779376,,,,0.08797826313252287,
SORBS1,0.033289908563264005,0.030181924045987876,0.006943606235147313,-0.016766338197050513,0.008304456437478581,-0.024010607650647973,0.007987895344747083,0.011055122665859328,-0.0359016432988306,0.026817753934925512,-0.026672807394297383,0.048192300171545466,-0.06831965987897233,-0.0006068878081855845,0.05729049322421457,0.026736764532341802
DLL1,-0.05482410316618518,-0.016934038286283624,-0.047293719951861164,-0.022543625276069432,-0.022595588967022913,-0.0069784357628167116,-0.029224036314139692,-0.011405618546587367,-0.023784772694545184,0.008115304629286293,0.011930013029497127,-0.05261856827835759,0.09049836044605046,0.026676340590366814,0.05206967704893119,-0.003868875131394212
TLN1,-0.07125825207900552,-0.045429562970876414,-0.04498943050940406,-0.1345855998345282,-0.019119692834197514,-0.023617445399057215,-0.04063119237873015,0.007226602359496877,-0.15733586608093453,-0.020405140944921143,0.051525499407833124,-0.03199477800571847,0.016769715830986836,-0.01064574780333467,-0.05002706412397215,-0.016638826593124847
COL2A1,,-0.01541414724596386,-0.03962901625134054,-0.005465914382166498,,,,,0.07716100216473613,,0.04408478146716572,-0.0028963491869890235,,-0.029967883923764607,0.03564984346140345,
SHH,,-0.039075906160375456,0.056623623685057016,0.06696291923338119,-0.044905124530541504,-0.01957461212010075,,,0.10885105700329276,,0.0626088139064456,0.005176449043716219,,0.0017451835956636239,-0.06267112830218895,
PON2,-0.004714667041289545,-0.049358128797627486,0.027680800546044423,-0.12205348006707943,-0.0059939242729127405,-0.028796003642464457,-0.06617786465131012,0.04809886874429029,-0.12613307104670698,0.028946907692347413,-0.016630276410848296,-0.01049041076993096,0.06287231458918568,-0.034826930229717314,0.0661345120755189,-0.016321085441323515
ICAM5,0.10713478913472198,0.10605227694065726,0.11806076448939622,0.17881686026892402,0.0710566853873205,-0.025670586904484892,0.014491148843110539,-0.013004525215326463,0.1250653684649498,,0.016145047131115774,0.003787568428658836,0.2181582923374083,-0.006351147260493431,-0.026655770931495983,0.07767236396531188
HPX,,0.027280678213915464,-0.02665339093590471,-0.03336746789892594,-0.0039058634980833748,-0.01704840563646906,,-0.0258219268871048,-0.014283050060231414,-0.017578154188545716,0.015478590202533594,0.014634743684043796,,-0.03874123719691112,0.09037021025348352,
SFRP2,,,0.024440229088406387,-0.01828745261470359,-0.021241465154278053,-0.0016728288259664232,-0.023497095655641804,0.18321910664893146,0.022749833625082844,-0.05631770014966766,-0.05443680678026895,0.05453444877571917,-0.0008107783432144875,-0.053333700306747535,0.05156425769050812,-0.07744243225778939
CFC1,,,-0.04249590992313242,,0.05094344863295769,,0.010287878479372714,,,,,,,,-0.030433981405278705,
CD70,,,,,-0.030488345520910128,,,0.0315809072960067,,,0.07090906657594283,0.027553560111351846,,-0.018284347181339953,0.03375986965079285,
HP,,-0.040524703705048515,,-0.03773978526732002,0.019503775803453225,0.03842279125560072,0.03875571534609069,,-0.018651329772057763,0.03749130759161951,0.003941959210324828,-0.03090936089976958,,-0.030802935088397345,-0.019076173570330222,
