,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
QDPR,0.03527565678435023,0.03298500215629705,-0.03969655390876028,0.03838622412685299,-0.0159414235321356,-0.09028574676224066,0.008164501155047736,-0.014459227356294055,-0.006562415907960649,0.025962989413611384,0.04206118639500818,0.026415126789953745,-0.03559965180765669,0.016911172355785188
POMC,0.01946920523908974,-0.05251971615579874,0.04843673187144779,,-0.018571589167502428,0.04974557379400978,-0.03655989287890579,-0.012175115541404461,-0.05460810967065238,0.024319772784159834,-0.02413964121577503,-0.04420612694908086,0.007316288997820433,0.0496359654453792
CCL18,-0.024218376475468092,-0.026463151803882385,,,,,,,,0.029158842557466525,-0.013832544833820007,,-0.12146681034557716,
CCL17,,,,,-0.025440227428874345,,,0.07297847568044191,-0.023283924829701742,-0.05320031377886012,0.023316037024309268,0.06405292063073158,,
VEGFD,-0.027287031625644994,0.008863575146257425,-0.03590531392555218,,-0.028343222712969723,,0.007145760024226279,0.12757306458775836,0.06881229784371383,,0.040717900975782415,0.0006747570568953801,,
TNFSF13,,0.030638017300887267,,,-0.017548099511335093,0.0956353522162771,,,,0.005616328848038394,0.026945984695542338,0.04390974868283383,-0.032887341556391454,-0.03139681270741147
WNT5A,-0.0012736424109634189,0.016131622955017792,0.08491948367128088,-0.019185924672900624,0.037718937863850624,0.13308059449450624,-0.01690731618494549,0.01951613740535756,0.01529138568250858,0.047943160478031745,0.07318527514382603,0.045410328204156455,0.010623687111885001,-0.016078798556972907
CXCL8,-0.07972711902551687,-0.011691784797479137,-0.040723587948497536,-0.062418709300817964,-0.07818426184235669,0.12460877231339833,-0.04834632485717569,-0.030411662006707467,0.037330157981330284,-0.08831911420047771,-0.1939945073164337,0.07592722504461726,-0.08501217073109106,-0.07992229828332115
GRN,-0.006835423360072074,0.05223034258384004,0.030388465977177193,0.08940687954203135,-0.032314811507280786,0.1155486932242553,-0.07643915566071445,-0.049818552011001084,-0.032104538186157675,0.09014926024262873,-0.0031691285847687415,0.09659685046399821,-0.1396691750719403,0.11439079974348583
MIA,-0.023643208781863434,0.09942051278625773,-0.0386789873799688,-0.013010273431500756,0.03342154541453128,0.08189620153013302,-0.041459762713175884,-0.02572202723556844,-0.02355986887223745,-0.007731245075819467,0.1522233712855788,0.03402610059231083,-0.19971519515274633,0.08586003214193987
COL4A4,0.07826544371630101,-0.007797358952077678,-0.023440017549661105,-0.04312179904316885,0.002088642235324862,0.06358717099507058,-0.014302187571943292,0.06552071041614799,-0.022880349901238318,0.021189134859901957,0.11932500415877248,-0.00989224238390793,0.02169225008512544,-0.03509069223832425
TAC1,0.02160815623525673,-0.06242998935316782,-0.04474416538143756,0.024223373706482258,0.03316032328029759,-0.1411337597149242,0.10414412390984994,-0.011212182603527687,-0.05178904303143046,,,,0.041600126573478384,0.019350151414494737
RARRES2,-0.05493942761861749,0.02083775985250814,0.04894287029133796,-0.002275724627611722,0.03248740884604452,0.0641764119143267,-0.091717019882518,-0.0022848476016172473,0.05964096411698128,0.009081805114070887,-0.026343985217340108,-0.04531298268869218,-0.0800264070093205,-0.1347317750170854
FGF7,0.008842363220036887,,-0.015165655570204275,-0.04094166674890465,-0.03068305101139772,-0.0027827523589510237,0.05024684891523402,-0.031146306022734715,0.08247860766897783,0.03974666667065198,0.053788923482334806,0.0954164809460981,0.03189479549861967,0.003933989023723338
EFNA2,,,,,,,,,,,0.007154809472070417,,,
HBEGF,-0.010339641227033373,-0.011166643340587803,-0.010342573497497873,-0.052255447293586284,0.01863223452525359,0.13499126854542512,-0.044572414161009974,-0.049880516990038946,0.02576910033394507,-0.026597755624590054,0.02403449653146641,0.04522197200891876,-0.09953474888267538,0.010192366893710158
CSF3,-0.027469137742853464,,,-0.0301836201599189,-0.030322532884517733,,-0.015131439168189107,,,-0.016694531038335507,-0.07691681814443749,,-0.07333614298096254,-0.03691139330208936
PI3,-0.032541289881241116,-0.002400981024160562,,0.002076784347025184,-0.04103925962577423,,-0.01703820021676086,,,-0.08951482564548942,-0.1311556486646999,-0.03205302274758913,-0.1675653336994865,-0.08298909628818048
PCSK1N,0.0795901575401274,0.10988449004105239,-0.03346146358434,0.08399569506837339,0.06216165619245186,-0.11615052623461822,-0.020628872160086617,-0.044899310772767376,-0.06529561409268012,0.0313513032242171,0.061078203793488994,0.02731757546319616,0.1226895012236721,0.06676710349427185
NTS,,,,,,0.06145437234121744,-0.01859835891917328,0.020650397134805324,,0.021846169461411265,-0.02074595805751407,,0.10877648388259968,
SFRP1,-0.0424127212415386,0.034327111438970465,-0.010170918731199026,,0.004835839804295776,0.14058773126104504,0.03732220119507397,0.05371526436325313,0.0030911389466465296,0.04196757569496971,0.05682429747884905,0.10070855321774945,0.13638245047372416,-0.046049935090824265
CXCL13,,,-0.032521527305122845,-0.02191687964631842,,,,,,-0.021163614040436922,-0.05493033858815892,,-0.02080122563597941,-0.02994015397189503
MICA,-0.025062527054645945,0.005133437592727763,0.03111392696152458,-0.00026835070570240617,0.020451574042891364,-0.008739521368430519,-0.030304568388535062,0.005032211557228867,-0.0003603686231075914,0.006386088009316182,0.07858642362790641,0.0576200960254743,0.03799993096944154,-0.07024208138350398
TG,-0.02189728717907498,-0.017419321346230716,0.057251818768291246,,-0.02395470760614338,-0.025882340107950957,-0.01826229329677744,-0.013184326953647869,-0.005801580359845747,0.009941107711850162,0.02463311155581646,,0.023044949825529515,-0.0019480126865233868
ADA,0.025371962268226467,-0.005780035130610093,0.04559674142925789,0.0633629437114658,-0.003620144180728264,-0.02783160737498785,-0.028832704431713225,-0.010783721505476908,-0.03331804336775807,0.002928439152177532,0.086905417580607,0.044954928079011795,-0.057901432405711495,0.04076437315210261
LAMC3,0.014875969058349165,0.024692968195815696,-0.055272115835028016,0.02332360124334932,-0.05143325034540988,0.04177763184012614,-0.007990338434747295,0.03132004757691142,-0.01480618912848406,0.019350880067736578,0.05753399891156654,0.020753900691358573,0.025856459857807865,0.05643925830826281
CCL7,,-0.004046664548628246,,,-0.017319215326103306,,,,,0.05748144573312727,,,,-0.04600978350643077
NGF,-0.015825751105059935,-0.026654561032584546,,,-0.031785613104320785,-0.02469869454721669,,,,-0.019402781385475992,0.06191967012608057,,-0.09966550557872517,0.030576443176865992
TNFSF15,0.03819033438730084,,,,0.010452975498190553,0.055214582785893807,,,,-0.017202159798184687,,,0.030897029986360246,0.034338375273187415
HMGB1,0.0673567363773855,0.039393616168481166,0.08489410991319875,0.09107983445521613,0.058368511067874225,0.09291658878166362,-0.06015030279308803,0.02116061076421277,0.01917195919700078,0.05882305584211065,0.08440500385405267,0.0006346053902660768,-0.052529975911385425,0.08091839135077178
ITGB3BP,0.01170790004519115,-0.04373312526145688,0.06890289492045998,-0.03621928759186371,-0.025354909878541988,0.14206155461733722,-0.049515251918482925,-0.013518233520224684,0.006813935100127944,-0.01284291945594654,-0.05953672588431876,0.016396867809642796,-0.06441490783131047,0.05016249841682525
AANAT,-0.028365156493829126,-0.02605955579130207,,,-0.01754810138421035,,0.014707656796624424,0.05823217864187054,0.05548927813979606,0.03677361334871716,0.0442762839507675,-0.027553601339174415,,0.13089362583137007
RELN,-0.02728701746254624,0.03130721062510999,-0.04588054421660296,-0.033991368133210915,-0.030459574192693968,-0.033597688297672755,-0.040050353484619966,-0.003036857426491457,-0.03457780178096383,,,0.0452066254051703,0.007261395630046634,-0.007266798065891986
IL15,-0.027830399191396363,-0.0007462244152773929,-0.027727631106423407,,0.013954588286925857,-0.021339404572783435,-0.035602069438331434,-0.014805494138849561,0.019402648933394225,0.035936988893000836,0.057179815948508066,-0.03451668105425066,0.022848282070959666,0.007164605555402306
UTS2,,,,,,,-0.04502308902044067,,,0.11128548257563817,,,,
BSG,-0.003939776410353625,0.0765716553231621,-0.03831454789622211,0.06783792639568464,0.03640307242469415,0.10067895241072429,0.04505759599301989,-0.08764371066696164,0.11001565005521603,0.0005514659802604783,-0.0407146796923904,0.015045638254426244,-0.1284048485421199,0.0014615634627423665
ADAMTS3,-0.05190843677150415,0.011620618567805583,0.03471471223804885,,-0.03482759842761973,0.01074025915546157,-0.09041755047100057,-0.0356929917600683,0.141274549908718,0.06940564786287616,0.07671944170728753,0.039270807204068725,0.08529347454797426,0.016119164262399375
CD34,0.006073370685641486,-0.0036466215236684537,-0.013672194777159547,0.020876456112340045,-0.057001296918237805,0.04633965235732847,-0.038032087781761946,0.040133238687028255,-0.00019751810609274257,0.055668207099052826,0.06756170577857369,0.00999134148427737,-0.05014324555149349,-0.0073576445137551955
CCL23,,,,,,,-0.015530358515448785,,,,,,,
PLAT,0.0504581880563752,0.060923127353348,0.10170473378521998,0.034000843068349156,0.058088719385920716,0.10669748930308337,-0.05990411934275451,-0.009014389065175314,0.013077701511173163,0.09645406822411122,0.10162053262432792,0.062486505706664475,0.00325173441667593,0.14095328478368624
NTF3,,,,,,,,,,0.06093390176272455,0.13798164563294024,,0.1512054151579054,
LTA,,,0.02497274579192978,,-0.022197580749388077,,,-0.011419278480337938,-0.01722083438731831,,,,,
CKLF,-0.00672827980209527,0.09762730679442204,0.1258079214057877,0.06748368761907043,-0.0012062427260957436,0.1369216654069697,-0.06767839871041773,0.03620949355885632,0.060706968955912655,0.06860538024422146,0.19605349645284256,0.003540653675226607,0.019440526459283236,-0.043070572312903704
CD24,-0.045556634311336615,0.07944587699367484,0.09483022239665977,0.03233251984884532,-0.01637039819126345,0.15703968636724805,0.02399048969418589,0.010212645450372187,0.033058168358545865,0.10734499144276345,0.08669893769782858,-0.010263983752001231,0.29207122304654354,-0.058162568789912536
HSP90AA1,-0.027120337664487962,-0.055913140598432345,0.056619736891511646,-0.04483217451096525,-0.0078088964156588165,-0.14144197973254222,0.104562935965676,0.0047994652179014245,-0.09603587178431175,-0.15386494636022774,-0.16916816664499387,0.023744573310348314,-0.024396335722400363,0.06929912577241322
BMP4,0.021105158385029403,0.04487942820827225,0.012607332213035411,-0.023438415063228694,-0.04000713628598161,0.1936067010085969,0.08339197479287959,-0.03275380681374248,-0.011191744439842529,-0.01730237523399617,0.03538647408011039,0.0763351247442914,-0.017279474042141522,0.014251717099678549
SCGB3A1,,0.015157487934149325,,0.06233477606590201,,0.06703361638536293,,,-0.020213008683597256,0.07817424557756836,0.032735378156321486,,-0.009208850195876262,-0.008776772708329893
IGFBP4,-0.06340602533651424,0.01722431192976547,0.022474764713514433,0.055052217880466395,-0.018857642527192745,0.1167889656822843,-0.054209649613186826,0.017185073870199515,0.043263002122327227,0.02852532086331408,-0.008381770607885516,0.06459494300415784,-0.19515122488462378,0.08432016052852957
RSPO4,-0.01933277749057607,,0.04286364644524458,,-0.03397728636201419,,,-0.013281316060611944,-0.04018222499681542,,,,0.11499131800740571,-0.028419589922096963
LEFTY2,-0.03238252735412759,0.051328492914155754,-0.03073828781736269,-0.021785113286526468,-0.019357392826127823,0.015638260598153937,-0.005899129353420805,-0.024347879585215993,-0.035759825727039424,-0.020994668756840747,0.009108818030495246,0.05183245759918469,0.024901830392672,0.05249779352560318
PF4,,0.004158606304181517,0.02299418896726476,,-0.015110674163137699,,,,,,-0.029538902339294147,,,-0.022262672899634326
ANGPTL2,0.006234900079386551,0.04511526990436454,0.08994573203555879,0.07357942928521322,0.03694550961322318,0.17426273691657235,-0.04583209237699061,-0.008991740064356804,0.12940290076032984,0.15345282528066115,0.10446706442235414,-0.030052778276352214,-0.009651513057847113,0.11415565230682698
LRIG2,0.012161346763345052,0.009909967457497459,0.03099018445546585,0.002777946927605773,0.03521976991326631,0.08586375236769653,-0.0511302438190304,-0.013302811941562352,0.021185722258915803,0.08238651085147053,0.10620622861671625,0.032038040603976095,-0.003763088234740372,0.06313030035777101
ICOSLG,-0.05387749830028226,0.03916894290691459,0.027958460466133792,0.08608585953455547,-0.039179394291376034,0.12967294551357278,-0.0065892488141313455,0.005935575864542159,-0.02064998894381292,0.09237933258236464,0.12140617958367224,-0.04166200255042945,0.05943225190638364,0.03516188648746027
WIF1,0.03950652627862786,0.028923564221658996,,-0.05231863236243927,,-0.09585938670666354,0.13130636799302925,-0.010248877026937876,-0.0638146766185767,,,,0.005269173820328859,-0.04085152911379785
NPPC,-0.03945538816793778,0.03425300295255562,,0.12458423516025317,-0.010453587519862249,-0.0292663759346649,-0.01637759769289062,0.00882164993918749,0.0280124649989157,0.018522485202988263,0.025805776842286424,-0.03602392536255796,0.008364855425722677,-0.01304808771002409
LYZ,-0.09120458413381835,0.04889249191809474,0.04259475599417415,0.02555698742812955,-0.03189095240820741,0.08172349235548552,-0.04205053388421097,0.012836356365626163,-0.02259320408777404,0.053931995373789614,0.07380358262084698,0.019443630795235534,0.008891192879443791,0.048611846345090845
EREG,,,,-0.013960315123246985,,,,,,0.037286125344647474,-0.05937200224094692,,-0.1037993638024361,0.05375496159161627
SPTAN1,0.045275256267784274,0.03516973035668776,0.02807524822016999,0.019430943137465025,0.06661131875000859,-0.04475021303694071,0.028881097957638727,-0.01432939453756688,-0.0007528849984940251,0.023592273463510702,0.09747346670007843,-0.009434296814253909,0.20965310310743412,0.06250979138817707
PTH2,,,,,,,,,,,,,0.005570712195030898,
LIPC,0.1033843692959691,-0.02558210015384455,-0.010350133417809269,,-0.027155006874167668,-0.03309194478357378,-0.011467787578992668,-0.00028678792415981133,-0.006202121946190042,,,0.006938844307001887,,-0.03471730576640715
COL8A1,-0.03675454445602926,0.03932743467374278,-0.008545699305705562,-0.037684800633304434,0.01587695650064938,0.03458091466432881,-0.020498846738000842,-0.006314894698941088,0.10914932503643991,-0.07054600460594446,0.039794377098061585,0.08418666427483108,-0.04901433374265887,-0.11951817901190208
GSTM2,-0.047331058962258775,0.05446088336613164,0.07503461612551275,-0.005429382205428356,-0.0056105513289504885,-0.01804533997283796,0.03358384777872895,-0.01163193168926304,0.07762536818546496,0.0729272369948677,0.03480801145515543,-0.07114401798693203,0.06285346134376663,0.03166392836170796
SPX,0.04477873543263543,-0.04115171097912376,-0.04279614363138388,,0.02681973661954809,-0.06802111371480508,0.04962957406708175,-0.027825697360702357,-0.03302463378607598,0.01052612115448563,0.01661159944485533,-0.017571319874436265,0.020607872745927555,-0.05799680711663667
MFGE8,-0.05603160449072557,0.029004169624916604,-0.0005643474846149765,-0.08284965789421626,-0.028168997481965857,0.09155914157922042,-0.017157014422344376,-0.02090683787915845,0.032655338893410685,-0.05560651396432364,-0.014514775506469837,0.004089894346800394,-0.03758065182794404,-0.012557273205004334
TGFA,-0.0035899635300734316,0.06744364436320537,0.07842757618840977,0.027322102447203643,-0.008210649209832374,0.11672135053928141,-0.01103516599901398,0.003293983010140609,-0.0027672651104717768,0.12246766876038045,0.052246765180565057,0.02517995294370042,0.050746650206183685,0.07404726450988573
SLIT2,0.10076301559350118,-0.0233338086310479,-0.02033907956986605,-0.0021421937979516224,-0.014499821046596799,0.013931764686655324,0.010053447462803544,0.02384373533007766,0.0071014109536291555,0.07303224785496065,0.03999589771711908,0.03473929169003574,0.052910761643462964,-0.04375641447850024
PLTP,-0.07395354216295269,0.008125421390782808,0.03666076571150986,-0.029249467610320268,0.015727802267460327,0.08781448141823156,-0.0900626153075164,-0.0701157975468219,-0.0026379361656907008,0.042225754201097754,0.006498590660105263,0.07439382727963204,-0.21405422904562993,-0.03956048533856104
APOD,0.05421280293923992,0.07422295944628383,-0.009560610720508114,0.11219615030582748,0.036896517614685376,-0.11223721647262655,-0.08184048450414942,0.002582576941690247,-0.0905080584346522,0.12662957353812931,0.11374675502194438,-0.032591640957850325,-0.07926925945924358,-0.050670278291747584
B2M,0.09741746150387963,0.1231079217953671,-0.08193910112630662,0.04794725690788527,-0.05333425605046902,0.04873848965675911,-0.0986149466061479,-0.012292900544999978,0.034853094592989096,0.07849900288466861,0.1632859843242364,0.033352588435065146,-0.2328485944403946,0.17130029515805847
OMG,0.05119268006546977,0.012389493108847871,-0.026859356502927038,0.03170620535019334,0.06359605172582306,-0.05525729448450792,0.0016169539039627833,0.031766998597836514,-0.034374001711242656,0.1241293394566793,0.15811469096329642,0.027749731540728458,0.0919263919906061,0.06228209490475153
CXCL3,-0.05198250833309563,-0.009639239218449922,0.005592926830166353,-0.019708750404071575,-0.04797625498106781,,-0.01792044202326619,-0.036106447352019844,-0.004127887533246733,-0.05383126709529976,-0.03583106968519596,0.0036324323000160854,-0.07767817157158147,-0.03437899922119408
CXCL10,0.1430366189851945,0.04485279493816018,0.05675392081287476,,0.008721596162414726,-0.029168548552921537,-0.09272041675326752,0.011212737185559266,-0.03315178455920452,0.07403842941817525,0.06207793387424261,-0.032651197816346234,-0.02790507503766136,0.05713526566223043
RSPO3,,-0.03926198083993112,,-0.03018362110137967,-0.017548100087604337,-0.03655375472482688,0.045647956727103915,0.0366526282429449,-0.021800086676291203,-0.021503036391846343,0.07345912805458946,,0.019040960746864236,-0.011504405281221606
CORT,-0.021675449778851316,0.030970965345886232,0.08819532603905801,0.10976448064715832,-0.00886702604051109,-0.049095473915019255,0.057760551396609024,-0.015063347705136216,-0.020209915490459415,0.031621842556194046,0.12290394112838511,,0.11039849341458084,
NCAN,0.10820591841781634,0.1289642127150158,0.09968958473438605,0.029660768280592196,-0.007620098880624698,0.09370189590635272,-0.023350985162527513,-0.020659900862898418,0.06959408002360876,0.07971931850238698,0.1338450688192492,0.05244508370818664,0.19879262916960735,0.041083648149449196
PRG4,0.0468389046381391,0.007598837815963034,,-0.018294836622569456,-0.01731921802504592,,-0.019415165662272447,-0.016972994677272625,-0.025487905011848708,0.057428713852692596,0.020772818158502574,,-0.02406693170501652,0.11980524231814
ZG16B,,-0.006410155397532038,0.04245965670754756,,-0.02010107065394585,,-0.0021970214398847458,0.02103382467484926,,,,,,-0.01899234323892833
TGM2,-0.07030271876346668,-0.018076373483987683,0.03621659090882209,0.05197964497672091,-0.04163601459887167,0.021991956291482845,0.037933570716045265,0.020609723658126296,-0.07824359479149402,-0.05069901491076497,-0.04811114008280235,0.02448103539875244,-0.03518734697877995,-0.0038437593998764496
VEGFC,-0.021225603703360983,-0.04970508094095804,0.01804634048819207,-0.044880483269621595,-0.01215905877159463,0.07557876094907297,-0.025597676929316485,0.05600753729718139,-0.026011423009001895,-0.005342050995284199,-0.08429677189570241,0.13426184952290077,0.023171568999256806,-0.0051550002979393
WNT6,-0.026919720180115823,-0.002236648331714357,0.04416828152709684,-0.03352833047544205,0.0002781136507293834,0.09767754351142355,-0.019092273122910765,-0.020193091955680198,-0.022701456505343675,-0.031387455106589995,0.03131937766580811,,0.03653157092871688,-0.019624788679953268
NRG4,0.09643266051355628,0.04280296131773855,,-0.022624246549142073,-0.021078280619231,0.01496641194918853,-0.02418282049671805,-0.017431957293271336,-0.03034535889170581,,,0.03633594340390159,0.03760450803896159,-0.02951267214558174
PMCH,,-0.03180954898348328,,,-0.029206011318331036,,,-0.013281315419644994,,-0.03403227721109921,0.07455240235585424,,0.06197213626475666,0.017351958030956748
COL9A1,-0.01331494076930841,0.013572381874067988,0.005747405347618029,-0.04833007783336664,0.03167606100787174,0.19777545446886835,-0.03347103769410155,-0.02431857612808963,0.0049676967729345295,0.10691658484081291,0.1720662340359195,0.01886813587765273,-0.04065735298503162,-0.00782114367655407
GDF11,0.00547652961660118,-0.007728949267165017,-0.003950172120918503,0.06880520466170122,-0.0181121316527573,0.14500541131651806,0.012767133084241813,-0.04982496010132328,0.01678121962596636,0.02029944276173449,-0.0040640213651668665,0.027179705117343432,0.019059722541910008,0.0503374667594305
IL24,,,,,,,,,,-0.03146676950720962,-0.031116082004013522,,,-0.0329941856693064
SORBS1,-0.01526480486215856,0.05985137535632355,-0.024905405337324327,0.06041613148117357,0.03925360751360245,-0.04191695238336971,-0.04048165806803754,0.030598882978210756,-0.03285697705742317,0.09721896083613268,0.05182609717155069,0.07369350899294533,-0.07813702580161583,0.008802193197722064
DLL1,0.039987566568745914,0.0771169827851409,0.003247852579678196,-0.04043529364301337,0.022239708655844844,0.10368364106691737,-0.037584939657594935,0.02435348440116463,0.031950115867477986,0.019299893996684015,0.09146932556609118,0.019131873748976184,0.15330868883308985,0.1041214757046198
TLN1,-0.06762685145062795,-0.015720612171326632,0.07460834240964828,-0.04522375872776839,-0.0010261839025622337,0.1096132490914734,-0.05530274654195541,-0.015340089095223258,0.015680642226712792,-0.06067474982554907,-0.020552632444224405,-0.024435256713999178,-0.07876629829416143,0.11414308904434935
COL2A1,-0.02053429747099744,0.03721904998254428,,,,0.024787692752446296,-0.01792044812179122,,-0.021178920367170097,0.10338819240571881,0.12460875354943513,,-0.06246400033543856,0.01082109385626952
SHH,,,,,-0.01799751110229548,-0.011888417502341255,-0.014087649672044494,0.016242298270878783,-0.0028967958706590494,-0.034744823310583074,0.03594737157395697,0.08259705435304292,-0.010614155472292733,0.0038106719104183608
PON2,0.12675532523496574,0.11170762717082341,-0.11832013427272889,0.0895827025171728,0.033069834555745546,-0.05266984986102811,-0.11407476856287747,-0.031537740017232516,0.07789277417199506,0.10338903912352711,0.16239324185698367,0.03626854956330122,-0.10888875802513193,-0.08844194669510867
ICAM5,0.08142557637451778,-0.015180118416503685,0.010042764691622815,0.048777143323908166,0.0664058587898403,-0.03587427978028629,0.09085783499078652,0.010464859902005259,-0.02134529523098929,0.008985005518792158,0.031023288600354568,,-0.04924265025433111,0.014841785609448179
HPX,-0.03269954026980182,0.004841488612909246,,0.040611150184474865,-0.009605395128535501,0.04628471629431379,-0.026095905986451513,0.014065540514996595,-0.016607097415172755,-0.019441335932701146,-0.007809021447704821,0.11605227879367398,0.011410015064073607,-0.02405459906325017
SFRP2,-0.02673446713364665,0.018305191766836662,,,-0.020497214757750452,0.0054980737499090385,0.012159251362986788,0.021608370033645064,-0.004269613673094495,0.008977642789385077,0.06778339809228863,-0.013662079555895426,-0.11336961089183441,0.02129384002013625
CFC1,,,,,,0.023079913925316022,,-0.011419279170463925,,,,,,-0.026114071250264097
CD70,,0.0012790303747730785,,,-0.025861225084656013,,,0.033621605373083764,,0.004983831015322481,0.0037821608334276707,,-0.057561173420137786,-0.05184541526397739
HP,0.05795855469400745,0.03619323656983103,,0.1148616843666914,-0.027720628968220376,,-0.039809151667756226,-0.0035034898110601815,0.02371151153054948,0.04475266166370399,0.18281450140609773,0.04801200455362567,-0.08813500197486468,-0.04545924696911355
CXCL2,0.05773840956952671,0.09360579496602839,0.01066000132691394,-0.018917359574918413,-0.00981798494768533,0.08729041878237956,0.03644527050976315,0.027153136619425134,-0.04000639877331859,-0.03233353220458243,0.01644916416112791,0.020799229422314016,-0.04246913180512303,0.008692286299952648
NPPB,,0.016819740538768658,,-0.005804498948018398,-0.03808394128779209,,,-0.009999185248759288,-0.012956129791929701,-0.03654043592978041,0.040522969421477414,,-0.04056873889063362,
CCK,0.00773876829214677,0.006644953056469426,-0.10512413064472136,0.02770866307281307,0.01820739606364201,-0.1624564552042912,0.10620715983179073,0.04598564139552053,-0.07571563806198413,0.04567607650180802,0.1454559158388015,-0.007934109833859155,0.16103351476748698,0.04410430032769109
SEMA6A,0.09967529988526862,0.013466349217681962,0.019232579631106177,0.05770409653916456,0.041621313744477494,0.09420855582814719,-0.08426999808405654,0.0029509309489605946,0.06768915143169274,0.06889564199765563,0.0008137244152823647,-0.03433547723179843,0.0681595647608459,0.06625169748304925
IRAK4,0.015736430545676947,0.039485161791069916,0.007603696817209863,-0.005875007493497855,0.04491132540401227,0.09655380591614698,-0.06759935197237789,-0.004587839630152014,0.08519952739821285,0.029552242487171202,0.024909369061253045,0.05793567885102881,0.04714191636191561,0.03190111169292274
GSTP1,0.06463087185664786,0.07722313368311158,0.06833537841953982,0.04368009823608047,0.04631308581818989,0.17318017646133835,-0.11720383184990825,0.0013788274267271675,-0.0009729623858754769,0.045492100017607784,0.15152621801591246,0.003071545589080425,0.08818681415428774,-0.013610511428248876
VCAM1,-0.07273185892755418,0.05572419680955913,0.07042417211690856,-0.04915458410380491,0.007984029238761169,0.10231642633089884,-0.08772456154606324,0.013294821911834696,0.04979701962925695,0.007033147693809404,-0.010415220055168229,0.033259684884321856,-0.015418633544575781,-0.0658823047854337
NXPH3,0.029075128286613305,0.000218458607618727,-0.002691288566321821,0.10200182064028351,0.03000546432614728,0.1703237354495886,-0.046282336701803116,0.05545801280164075,0.0036871833042666064,0.036971068049508164,0.07608482427285708,0.020911933489978694,0.03611274655100726,0.014984805040385782
MTMR4,0.0025287279226613294,0.016658051062368822,-0.008033064243356553,0.14583992396547427,0.021705727267652474,0.052900913909257774,0.005321511981841609,-0.0009137834891057672,0.043669467134861514,0.032991137816239136,0.05135577196696142,0.02386200536396868,0.06028581013927515,0.08930815476813589
LAMC2,-0.018320123939827578,-0.026737119527173003,,,-0.040227597067324775,-0.0299896270031612,,-0.01258785867723266,,-0.03558516402552114,0.01910003024960391,0.0973230190238212,0.03235066442209328,-0.028419605567004742
IL10,0.04864807450849954,-0.009667714452122618,-0.02827112888304363,-0.03149759095512923,-0.01631800313739231,,0.06144990165958192,-0.00335618393729498,0.023396700262829116,-0.02962922856086472,0.11025707774764724,-0.02079335051099535,-0.04917546717732044,-0.039194813656040085
